ID,Zorgfuncties,FinancieringsvormenZorg,Perioden,UitgavenAanGezondheidszorgIngezetenen_1
1933,A019214,A019152,2022JJ00,5224.0
1934,A019214,A019152,2023JJ00,5811.0
1935,A019214,A019152,2024JJ00,6486.0
1936,A019214,A019154,2021JJ00,4720.0
1937,A019214,A019154,2022JJ00,5224.0
1938,A019214,A019154,2023JJ00,5811.0
1939,A019214,A019154,2024JJ00,6486.0
1940,A019214,A019155,2021JJ00,
1941,A019214,A019155,2022JJ00,
1942,A019214,A019155,2023JJ00,
1943,A019214,A019155,2024JJ00,
1944,A019214,A019156,2021JJ00,0.0
1945,A019214,A019156,2022JJ00,0.0
1946,A019214,A019156,2023JJ00,0.0
1947,A019214,A019156,2024JJ00,0.0
1948,A019214,A041720,2021JJ00,365.0
1949,A019214,A041720,2022JJ00,381.0
1950,A019214,A041720,2023JJ00,401.0
1951,A019214,A041720,2024JJ00,427.0
1952,A019214,A019157,2021JJ00,0.0
1953,A019214,A019157,2022JJ00,0.0
1954,A019214,A019157,2023JJ00,0.0
1955,A019214,A019157,2024JJ00,0.0
1956,A019214,A019158,2021JJ00,0.0
1957,A019214,A019158,2022JJ00,0.0
1958,A019214,A019158,2023JJ00,0.0
1959,A019214,A019158,2024JJ00,0.0
1960,A019214,A019161,2021JJ00,0.0
1961,A019214,A019161,2022JJ00,0.0
1962,A019214,A019161,2023JJ00,0.0
1963,A019214,A019161,2024JJ00,0.0
1964,A019214,A019162,2021JJ00,0.0
1965,A019214,A019162,2022JJ00,0.0
1966,A019214,A019162,2023JJ00,0.0
1967,A019214,A019162,2024JJ00,0.0
1968,A019214,A019163,2021JJ00,365.0
1969,A019214,A019163,2022JJ00,381.0
1970,A019214,A019163,2023JJ00,401.0
1971,A019214,A019163,2024JJ00,427.0
1972,A019214,A019164,2021JJ00,0.0
1973,A019214,A019164,2022JJ00,0.0
1974,A019214,A019164,2023JJ00,0.0
1975,A019214,A019164,2024JJ00,0.0
1976,A019214,A019165,2021JJ00,365.0
1977,A019214,A019165,2022JJ00,381.0
1978,A019214,A019165,2023JJ00,401.0
1979,A019214,A019165,2024JJ00,427.0
1980,A019215,A019149,2021JJ00,9452.0
1981,A019215,A019149,2022JJ00,10166.0
1982,A019215,A019149,2023JJ00,11061.0
1983,A019215,A019149,2024JJ00,12228.0
1984,A019215,A019150,2021JJ00,9091.0
1985,A019215,A019150,2022JJ00,9788.0
1986,A019215,A019150,2023JJ00,10663.0
1987,A019215,A019150,2024JJ00,11803.0
1988,A019215,A019151,2021JJ00,5771.0
1989,A019215,A019151,2022JJ00,6082.0
1990,A019215,A019151,2023JJ00,6511.0
1991,A019215,A019151,2024JJ00,7151.0
1992,A019215,A019152,2021JJ00,3320.0
1993,A019215,A019152,2022JJ00,3706.0
1994,A019215,A019152,2023JJ00,4152.0
1995,A019215,A019152,2024JJ00,4652.0
1996,A019215,A019154,2021JJ00,3320.0
1997,A019215,A019154,2022JJ00,3706.0
1998,A019215,A019154,2023JJ00,4152.0
1999,A019215,A019154,2024JJ00,4652.0
2000,A019215,A019155,2021JJ00,
2001,A019215,A019155,2022JJ00,
2002,A019215,A019155,2023JJ00,
2003,A019215,A019155,2024JJ00,
2004,A019215,A019156,2021JJ00,0.0
2005,A019215,A019156,2022JJ00,0.0
2006,A019215,A019156,2023JJ00,0.0
2007,A019215,A019156,2024JJ00,0.0
2008,A019215,A041720,2021JJ00,361.0
2009,A019215,A041720,2022JJ00,378.0
2010,A019215,A041720,2023JJ00,398.0
2011,A019215,A041720,2024JJ00,424.0
2012,A019215,A019157,2021JJ00,0.0
2013,A019215,A019157,2022JJ00,0.0
2014,A019215,A019157,2023JJ00,0.0
2015,A019215,A019157,2024JJ00,0.0
2016,A019215,A019158,2021JJ00,0.0
2017,A019215,A019158,2022JJ00,0.0
2018,A019215,A019158,2023JJ00,0.0
2019,A019215,A019158,2024JJ00,0.0
2020,A019215,A019161,2021JJ00,0.0
2021,A019215,A019161,2022JJ00,0.0
2022,A019215,A019161,2023JJ00,0.0
2023,A019215,A019161,2024JJ00,0.0
2024,A019215,A019162,2021JJ00,0.0
2025,A019215,A019162,2022JJ00,0.0
2026,A019215,A019162,2023JJ00,0.0
2027,A019215,A019162,2024JJ00,0.0
2028,A019215,A019163,2021JJ00,361.0
2029,A019215,A019163,2022JJ00,378.0
2030,A019215,A019163,2023JJ00,398.0
2031,A019215,A019163,2024JJ00,424.0
2032,A019215,A019164,2021JJ00,0.0
2033,A019215,A019164,2022JJ00,0.0
2034,A019215,A019164,2023JJ00,0.0
2035,A019215,A019164,2024JJ00,0.0
2036,A019215,A019165,2021JJ00,361.0
2037,A019215,A019165,2022JJ00,378.0
2038,A019215,A019165,2023JJ00,398.0
2039,A019215,A019165,2024JJ00,424.0
2040,A019216,A019149,2021JJ00,1725.0
2041,A019216,A019149,2022JJ00,1775.0
2042,A019216,A019149,2023JJ00,1908.0
2043,A019216,A019149,2024JJ00,2076.0
2044,A019216,A019150,2021JJ00,1720.0
2045,A019216,A019150,2022JJ00,1771.0
2046,A019216,A019150,2023JJ00,1905.0
2047,A019216,A019150,2024JJ00,2072.0
2048,A019216,A019151,2021JJ00,320.0
2049,A019216,A019151,2022JJ00,254.0
2050,A019216,A019151,2023JJ00,246.0
2051,A019216,A019151,2024JJ00,239.0
2052,A019216,A019152,2021JJ00,1400.0
2053,A019216,A019152,2022JJ00,1517.0
2054,A019216,A019152,2023JJ00,1659.0
2055,A019216,A019152,2024JJ00,1833.0
2056,A019216,A019154,2021JJ00,1400.0
2057,A019216,A019154,2022JJ00,1517.0
2058,A019216,A019154,2023JJ00,1659.0
2059,A019216,A019154,2024JJ00,1833.0
2060,A019216,A019155,2021JJ00,
2061,A019216,A019155,2022JJ00,
2062,A019216,A019155,2023JJ00,
2063,A019216,A019155,2024JJ00,
2064,A019216,A019156,2021JJ00,0.0
2065,A019216,A019156,2022JJ00,0.0
2066,A019216,A019156,2023JJ00,0.0
2067,A019216,A019156,2024JJ00,0.0
2068,A019216,A041720,2021JJ00,5.0
2069,A019216,A041720,2022JJ00,3.0
2070,A019216,A041720,2023JJ00,3.0
2071,A019216,A041720,2024JJ00,3.0
2072,A019216,A019157,2021JJ00,0.0
2073,A019216,A019157,2022JJ00,0.0
2074,A019216,A019157,2023JJ00,0.0
2075,A019216,A019157,2024JJ00,0.0
2076,A019216,A019158,2021JJ00,0.0
2077,A019216,A019158,2022JJ00,0.0
2078,A019216,A019158,2023JJ00,0.0
2079,A019216,A019158,2024JJ00,0.0
2080,A019216,A019161,2021JJ00,0.0
2081,A019216,A019161,2022JJ00,0.0
2082,A019216,A019161,2023JJ00,0.0
2083,A019216,A019161,2024JJ00,0.0
2084,A019216,A019162,2021JJ00,0.0
2085,A019216,A019162,2022JJ00,0.0
2086,A019216,A019162,2023JJ00,0.0
2087,A019216,A019162,2024JJ00,0.0
2088,A019216,A019163,2021JJ00,5.0
2089,A019216,A019163,2022JJ00,3.0
2090,A019216,A019163,2023JJ00,3.0
2091,A019216,A019163,2024JJ00,3.0
2092,A019216,A019164,2021JJ00,0.0
2093,A019216,A019164,2022JJ00,0.0
2094,A019216,A019164,2023JJ00,0.0
2095,A019216,A019164,2024JJ00,0.0
2096,A019216,A019165,2021JJ00,5.0
2097,A019216,A019165,2022JJ00,3.0
2098,A019216,A019165,2023JJ00,3.0
2099,A019216,A019165,2024JJ00,3.0
2100,A019210,A019149,2021JJ00,0.0
2101,A019210,A019149,2022JJ00,0.0
2102,A019210,A019149,2023JJ00,0.0
2103,A019210,A019149,2024JJ00,0.0
2104,A019210,A019150,2021JJ00,0.0
2105,A019210,A019150,2022JJ00,0.0
2106,A019210,A019150,2023JJ00,0.0
2107,A019210,A019150,2024JJ00,0.0
2108,A019210,A019151,2021JJ00,0.0
2109,A019210,A019151,2022JJ00,0.0
2110,A019210,A019151,2023JJ00,0.0
2111,A019210,A019151,2024JJ00,0.0
2112,A019210,A019152,2021JJ00,0.0
2113,A019210,A019152,2022JJ00,0.0
2114,A019210,A019152,2023JJ00,0.0
2115,A019210,A019152,2024JJ00,0.0
2116,A019210,A019154,2021JJ00,0.0
2117,A019210,A019154,2022JJ00,0.0
2118,A019210,A019154,2023JJ00,0.0
2119,A019210,A019154,2024JJ00,0.0
2120,A019210,A019155,2021JJ00,
2121,A019210,A019155,2022JJ00,
2122,A019210,A019155,2023JJ00,
2123,A019210,A019155,2024JJ00,
2124,A019210,A019156,2021JJ00,0.0
2125,A019210,A019156,2022JJ00,0.0
2126,A019210,A019156,2023JJ00,0.0
2127,A019210,A019156,2024JJ00,0.0
2128,A019210,A041720,2021JJ00,0.0
2129,A019210,A041720,2022JJ00,0.0
2130,A019210,A041720,2023JJ00,0.0
2131,A019210,A041720,2024JJ00,0.0
2132,A019210,A019157,2021JJ00,0.0
2133,A019210,A019157,2022JJ00,0.0
2134,A019210,A019157,2023JJ00,0.0
2135,A019210,A019157,2024JJ00,0.0
2136,A019210,A019158,2021JJ00,0.0
2137,A019210,A019158,2022JJ00,0.0
2138,A019210,A019158,2023JJ00,0.0
2139,A019210,A019158,2024JJ00,0.0
2140,A019210,A019161,2021JJ00,0.0
2141,A019210,A019161,2022JJ00,0.0
2142,A019210,A019161,2023JJ00,0.0
2143,A019210,A019161,2024JJ00,0.0
2144,A019210,A019162,2021JJ00,0.0
2145,A019210,A019162,2022JJ00,0.0
2146,A019210,A019162,2023JJ00,0.0
2147,A019210,A019162,2024JJ00,0.0
2148,A019210,A019163,2021JJ00,0.0
2149,A019210,A019163,2022JJ00,0.0
2150,A019210,A019163,2023JJ00,0.0
2151,A019210,A019163,2024JJ00,0.0
2152,A019210,A019164,2021JJ00,0.0
2153,A019210,A019164,2022JJ00,0.0
2154,A019210,A019164,2023JJ00,0.0
2155,A019210,A019164,2024JJ00,0.0
2156,A019210,A019165,2021JJ00,0.0
2157,A019210,A019165,2022JJ00,0.0
2158,A019210,A019165,2023JJ00,0.0
2159,A019210,A019165,2024JJ00,0.0
