ID,Classifications,Periods,OutputBasicPrices_1,IntermediateConsumption_2,ValueAddedBasicPrices_3,ValueAddedBasicPrVolumeChanges_4,ValueAddedBasicPrVolumeIndices_5,ValueAddedBasicPrPricesOf2000_6,ValueAddedMarketPrices_7,TotalTaxesOnProductionAndImports_8,OnProducts_9,OtherOnProduction_10,TotalSubsidies_11,OnProducts_12,OtherOnProduction_13,TotalCompensationOfEmployees_14,WagesAndSalaries_15,EmployersSocialContributions_16,GrossOperatingSurplusMixedIncome_17,ConsumptionOfFixedCapital_18,NetOperatingSurplusMixedIncome_19
388,RK_23   ,1988JJ00,6849.0,6225.0,624.0,9.1,103.9,1484.0,1146.0,593.0,523.0,70.0,1.0,1.0,0.0,333.0,250.0,83.0,221.0,399.0,-178.0
389,RK_23   ,1989JJ00,8675.0,7863.0,812.0,12.7,117.1,1672.0,1305.0,559.0,493.0,66.0,1.0,0.0,1.0,316.0,234.0,82.0,431.0,417.0,14.0
390,RK_23   ,1990JJ00,9039.0,8228.0,811.0,-3.9,112.5,1606.0,1512.0,768.0,701.0,67.0,1.0,0.0,1.0,316.0,257.0,59.0,429.0,423.0,6.0
391,RK_23   ,1991JJ00,9082.0,7998.0,1084.0,-4.9,106.9,1527.0,2034.0,1021.0,950.0,71.0,3.0,0.0,3.0,338.0,277.0,61.0,678.0,427.0,251.0
392,RK_23   ,1992JJ00,8622.0,7597.0,1025.0,17.3,125.4,1791.0,2231.0,1291.0,1207.0,84.0,3.0,1.0,2.0,359.0,294.0,65.0,584.0,427.0,157.0
393,RK_23   ,1993JJ00,8388.0,7260.0,1128.0,0.2,125.6,1794.0,3856.0,2816.0,2728.0,88.0,1.0,0.0,1.0,351.0,293.0,58.0,690.0,430.0,260.0
394,RK_23   ,1994JJ00,8162.0,7047.0,1115.0,1.4,127.4,1820.0,3759.0,2740.0,2645.0,95.0,3.0,1.0,2.0,354.0,295.0,59.0,668.0,423.0,245.0
395,RK_23   ,1995JJ00,8336.0,7499.0,837.0,5.8,134.8,1926.0,4192.0,3461.0,3356.0,105.0,3.0,1.0,2.0,375.0,309.0,66.0,359.0,415.0,-56.0
396,RK_23   ,1996JJ00,10066.0,9146.0,920.0,-1.0,133.6,1907.0,4536.0,3715.0,3617.0,98.0,5.0,1.0,4.0,396.0,327.0,69.0,430.0,407.0,23.0
397,RK_23   ,1997JJ00,10447.0,9622.0,825.0,-38.3,82.5,1178.0,4772.0,4048.0,3947.0,101.0,8.0,0.0,8.0,397.0,328.0,69.0,335.0,442.0,-107.0
398,RK_23   ,1998JJ00,8590.0,7192.0,1398.0,8.5,89.5,1277.0,5604.0,4305.0,4206.0,99.0,12.0,0.0,12.0,405.0,313.0,92.0,906.0,481.0,425.0
399,RK_23   ,1999JJ00,10151.0,9320.0,831.0,-3.9,85.9,1227.0,5195.0,4452.0,4364.0,88.0,15.0,0.0,15.0,378.0,309.0,69.0,380.0,466.0,-86.0
400,RK_23   ,2000JJ00,17742.0,16314.0,1428.0,16.4,100.0,1428.0,5619.0,4295.0,4191.0,104.0,14.0,0.0,14.0,382.0,306.0,76.0,956.0,449.0,507.0
401,RK_23   ,2001JJ00,16624.0,14757.0,1867.0,-5.4,94.6,1351.0,5662.0,3916.0,3795.0,121.0,18.0,0.0,18.0,409.0,327.0,82.0,1355.0,439.0,916.0
402,RK_23   ,2002JJ00,15108.0,13431.0,1677.0,19.2,112.7,1610.0,6039.0,4485.0,4362.0,123.0,20.0,0.0,20.0,436.0,344.0,92.0,1138.0,430.0,708.0
403,RK_23   ,2003JJ00,15617.0,13474.0,2143.0,3.0,116.1,1658.0,6686.0,4659.0,4543.0,116.0,5.0,0.0,5.0,464.0,361.0,103.0,1568.0,423.0,1145.0
404,RK_23   ,2004JJ00,18763.0,16122.0,2641.0,6.1,123.2,1759.0,7159.0,4633.0,4518.0,115.0,7.0,0.0,7.0,486.0,374.0,112.0,2047.0,417.0,1630.0
405,RK_23   ,2005JJ00,25007.0,21370.0,3637.0,1.3,124.7,1781.0,8247.0,4725.0,4610.0,115.0,4.0,0.0,4.0,490.0,379.0,111.0,3036.0,419.0,2617.0
406,RK_23   ,2006JJ00,28083.0,25446.0,2637.0,-4.5,119.1,1700.0,7168.0,4641.0,4531.0,110.0,3.0,0.0,3.0,488.0,380.0,108.0,2042.0,428.0,1614.0
407,RK_23   ,2007JJ00,30292.0,27518.0,2774.0,9.1,129.9,1855.0,7387.0,4730.0,4614.0,116.0,4.0,1.0,3.0,507.0,397.0,110.0,2154.0,440.0,1714.0
408,RK_23   ,2008JJ00,39769.0,35972.0,3797.0,8.3,140.6,2008.0,8585.0,4911.0,4788.0,123.0,2.0,0.0,2.0,543.0,425.0,118.0,3133.0,470.0,2663.0
409,RK_23   ,2009JJ00,27444.0,25999.0,1445.0,2.6,144.3,2060.0,6413.0,5108.0,4968.0,140.0,3.0,0.0,3.0,550.0,431.0,119.0,758.0,504.0,254.0
410,RK_24_1 ,1969JJ00,4147.0,2493.0,1654.0,,,,1654.0,14.0,0.0,14.0,2.0,0.0,2.0,789.0,637.0,152.0,853.0,173.0,680.0
411,RK_24_1 ,1970JJ00,4461.0,2741.0,1720.0,,,,1719.0,15.0,0.0,15.0,4.0,1.0,3.0,839.0,678.0,161.0,869.0,206.0,663.0
412,RK_24_1 ,1971JJ00,4953.0,3098.0,1855.0,,,,1854.0,16.0,0.0,16.0,5.0,1.0,4.0,928.0,746.0,182.0,915.0,247.0,668.0
413,RK_24_1 ,1972JJ00,5405.0,3353.0,2052.0,,,,2052.0,19.0,1.0,18.0,5.0,1.0,4.0,1003.0,812.0,191.0,1035.0,276.0,759.0
414,RK_24_1 ,1973JJ00,6592.0,4177.0,2415.0,,,,2414.0,23.0,1.0,22.0,5.0,2.0,3.0,1212.0,952.0,260.0,1184.0,295.0,889.0
415,RK_24_1 ,1974JJ00,9984.0,6907.0,3077.0,,,,3077.0,23.0,1.0,22.0,4.0,1.0,3.0,1547.0,1220.0,327.0,1511.0,343.0,1168.0
416,RK_24_1 ,1975JJ00,8397.0,5779.0,2618.0,,,,2618.0,23.0,1.0,22.0,7.0,1.0,6.0,1467.0,1150.0,317.0,1135.0,396.0,739.0
417,RK_24_1 ,1976JJ00,10203.0,7177.0,3026.0,,,,3025.0,30.0,1.0,29.0,8.0,2.0,6.0,1651.0,1291.0,360.0,1352.0,440.0,912.0
418,RK_24_1 ,1977JJ00,10100.0,7375.0,2725.0,,,,2725.0,33.0,2.0,31.0,7.0,2.0,5.0,1670.0,1309.0,361.0,1029.0,477.0,552.0
419,RK_24_1 ,1978JJ00,10173.0,7388.0,2785.0,,,,2785.0,34.0,3.0,31.0,10.0,3.0,7.0,1693.0,1326.0,367.0,1068.0,518.0,550.0
420,RK_24_1 ,1979JJ00,13012.0,9498.0,3514.0,,,,3514.0,41.0,3.0,38.0,10.0,3.0,7.0,1991.0,1554.0,437.0,1492.0,553.0,939.0
421,RK_24_1 ,1980JJ00,13752.0,10222.0,3530.0,,,,3530.0,43.0,3.0,40.0,10.0,3.0,7.0,1972.0,1532.0,440.0,1525.0,594.0,931.0
422,RK_24_1 ,1981JJ00,15930.0,12137.0,3793.0,,,,3792.0,47.0,2.0,45.0,10.0,3.0,7.0,2124.0,1654.0,470.0,1631.0,655.0,976.0
423,RK_24_1 ,1982JJ00,15641.0,11718.0,3923.0,,,,3922.0,49.0,2.0,47.0,12.0,3.0,9.0,2142.0,1675.0,467.0,1743.0,705.0,1038.0
424,RK_24_1 ,1983JJ00,17661.0,13098.0,4563.0,,,,4563.0,57.0,3.0,54.0,13.0,3.0,10.0,2368.0,1832.0,536.0,2151.0,733.0,1418.0
425,RK_24_1 ,1984JJ00,20235.0,15172.0,5063.0,,,,5062.0,62.0,3.0,59.0,14.0,4.0,10.0,2535.0,1972.0,563.0,2479.0,770.0,1709.0
426,RK_24_1 ,1985JJ00,21295.0,15695.0,5600.0,,,,5600.0,66.0,4.0,62.0,13.0,4.0,9.0,2774.0,2166.0,608.0,2773.0,811.0,1962.0
427,RK_24_1 ,1986JJ00,18329.0,12973.0,5356.0,,,,5357.0,66.0,5.0,61.0,14.0,4.0,10.0,2614.0,2039.0,575.0,2691.0,844.0,1847.0
428,RK_24_1 ,1987JJ00,12693.0,9152.0,3541.0,,62.5,3371.0,3541.0,42.0,0.0,42.0,5.0,0.0,5.0,1519.0,1192.0,327.0,1985.0,900.0,1887.0
429,RK_24_1 ,1988JJ00,13930.0,9493.0,4437.0,6.0,66.2,3574.0,4434.0,39.0,0.0,39.0,13.0,3.0,10.0,1580.0,1254.0,326.0,2828.0,950.0,2758.0
430,RK_24_1 ,1989JJ00,14951.0,10443.0,4508.0,5.7,70.0,3778.0,4503.0,41.0,0.0,41.0,13.0,5.0,8.0,1639.0,1312.0,327.0,2836.0,1011.0,2804.0
431,RK_24_1 ,1990JJ00,14822.0,10734.0,4088.0,2.4,71.7,3870.0,4084.0,40.0,0.0,40.0,15.0,4.0,11.0,1756.0,1529.0,227.0,2303.0,1077.0,2276.0
432,RK_24_1 ,1991JJ00,13993.0,10617.0,3376.0,-7.7,66.2,3573.0,3374.0,41.0,1.0,40.0,16.0,3.0,13.0,1804.0,1560.0,244.0,1545.0,1132.0,1559.0
433,RK_24_1 ,1992JJ00,13042.0,9936.0,3106.0,-0.6,65.8,3551.0,3104.0,50.0,0.0,50.0,11.0,2.0,9.0,1876.0,1595.0,281.0,1189.0,1169.0,1185.0
434,RK_24_1 ,1993JJ00,12815.0,9436.0,3379.0,6.4,70.0,3777.0,3374.0,53.0,0.0,53.0,9.0,5.0,4.0,1874.0,1615.0,259.0,1456.0,1198.0,1476.0
435,RK_24_1 ,1994JJ00,14297.0,10237.0,4060.0,7.3,75.1,4054.0,4056.0,59.0,0.0,59.0,8.0,4.0,4.0,1769.0,1526.0,243.0,2236.0,1215.0,2312.0
436,RK_24_1 ,1995JJ00,16953.0,11646.0,5307.0,8.8,81.7,4410.0,5309.0,71.0,5.0,66.0,9.0,3.0,6.0,1757.0,1496.0,261.0,3490.0,1240.0,3657.0
437,RK_24_1 ,1996JJ00,17064.0,12026.0,5038.0,5.2,85.9,4638.0,5047.0,73.0,10.0,63.0,12.0,1.0,11.0,1787.0,1504.0,283.0,3199.0,1254.0,3311.0
438,RK_24_1 ,1997JJ00,18793.0,13583.0,5210.0,-1.3,84.9,4579.0,5212.0,39.0,4.0,35.0,18.0,2.0,16.0,1832.0,1560.0,272.0,3359.0,1260.0,3620.0
439,RK_24_1 ,1998JJ00,17660.0,12604.0,5056.0,5.4,89.4,4824.0,5060.0,43.0,8.0,35.0,26.0,4.0,22.0,1852.0,1480.0,372.0,3191.0,1273.0,3303.0
440,RK_24_1 ,1999JJ00,18052.0,13210.0,4842.0,7.6,96.2,5191.0,4853.0,54.0,13.0,41.0,27.0,2.0,25.0,1765.0,1414.0,351.0,3061.0,1303.0,3249.0
441,RK_24_1 ,2000JJ00,23744.0,18348.0,5396.0,3.9,100.0,5396.0,5412.0,62.0,17.0,45.0,39.0,1.0,38.0,1812.0,1439.0,373.0,3577.0,1353.0,3590.0
442,RK_24_1 ,2001JJ00,23728.0,18140.0,5588.0,11.2,111.2,6003.0,5602.0,62.0,14.0,48.0,44.0,0.0,44.0,1893.0,1500.0,393.0,3691.0,1411.0,3757.0
443,RK_24_1 ,2002JJ00,23434.0,17366.0,6068.0,9.6,122.0,6582.0,6091.0,86.0,23.0,63.0,35.0,0.0,35.0,1999.0,1558.0,441.0,4041.0,1447.0,4185.0
444,RK_24_1 ,2003JJ00,24258.0,17980.0,6278.0,1.7,124.1,6694.0,6284.0,57.0,6.0,51.0,14.0,0.0,14.0,2019.0,1576.0,443.0,4222.0,1477.0,4041.0
445,RK_24_1 ,2004JJ00,29086.0,21829.0,7257.0,12.3,139.3,7517.0,7263.0,58.0,6.0,52.0,14.0,0.0,14.0,2083.0,1602.0,481.0,5136.0,1500.0,4766.0
446,RK_24_1 ,2005JJ00,33050.0,25446.0,7604.0,1.6,141.5,7634.0,7616.0,69.0,12.0,57.0,11.0,0.0,11.0,2077.0,1610.0,467.0,5481.0,1519.0,4881.0
447,RK_24_1 ,2006JJ00,37122.0,28861.0,8261.0,7.1,151.5,8174.0,8271.0,63.0,10.0,53.0,10.0,0.0,10.0,2173.0,1680.0,493.0,6045.0,1545.0,5351.0
448,RK_24_1 ,2007JJ00,39415.0,30679.0,8736.0,3.4,156.7,8454.0,8744.0,61.0,8.0,53.0,8.0,0.0,8.0,2175.0,1684.0,491.0,6516.0,1590.0,5724.0
449,RK_24_1 ,2008JJ00,40551.0,32432.0,8119.0,-5.4,148.2,7994.0,8128.0,73.0,9.0,64.0,9.0,0.0,9.0,2236.0,1712.0,524.0,5828.0,1629.0,5098.0
450,RK_24_1 ,2009JJ00,31246.0,25562.0,5684.0,-1.4,146.1,7884.0,5692.0,84.0,8.0,76.0,53.0,0.0,53.0,2142.0,1645.0,497.0,3519.0,1655.0,3071.0
451,RK_24_2 ,1969JJ00,,,,,,,,,,,,,,,,,,,
452,RK_24_2 ,1970JJ00,,,,,,,,,,,,,,,,,,,
453,RK_24_2 ,1971JJ00,,,,,,,,,,,,,,,,,,,
454,RK_24_2 ,1972JJ00,,,,,,,,,,,,,,,,,,,
455,RK_24_2 ,1973JJ00,,,,,,,,,,,,,,,,,,,
456,RK_24_2 ,1974JJ00,,,,,,,,,,,,,,,,,,,
457,RK_24_2 ,1975JJ00,,,,,,,,,,,,,,,,,,,
458,RK_24_2 ,1976JJ00,,,,,,,,,,,,,,,,,,,
459,RK_24_2 ,1977JJ00,,,,,,,,,,,,,,,,,,,
460,RK_24_2 ,1978JJ00,,,,,,,,,,,,,,,,,,,
461,RK_24_2 ,1979JJ00,,,,,,,,,,,,,,,,,,,
462,RK_24_2 ,1980JJ00,,,,,,,,,,,,0.0,,,,,,,
463,RK_24_2 ,1981JJ00,,,,,,,,,,,,0.0,,,,,,,
464,RK_24_2 ,1982JJ00,,,,,,,,,,,,0.0,,,,,,,
465,RK_24_2 ,1983JJ00,,,,,,,,,,,,0.0,,,,,,,
466,RK_24_2 ,1984JJ00,,,,,,,,,,,,0.0,,,,,,,
467,RK_24_2 ,1985JJ00,,,,,,,,,,,,0.0,,,,,,,
468,RK_24_2 ,1986JJ00,,,,,,,,,,,,,,,,,,,
469,RK_24_2 ,1987JJ00,5743.0,3810.0,1933.0,,66.3,2005.0,1929.0,25.0,2.0,23.0,9.0,6.0,3.0,1111.0,870.0,241.0,802.0,,
470,RK_24_2 ,1988JJ00,6166.0,4143.0,2023.0,6.7,70.8,2140.0,2022.0,21.0,1.0,20.0,10.0,2.0,8.0,1131.0,893.0,238.0,880.0,,
471,RK_24_2 ,1989JJ00,6636.0,4500.0,2136.0,4.5,74.0,2236.0,2136.0,22.0,2.0,20.0,9.0,2.0,7.0,1144.0,911.0,233.0,979.0,,
472,RK_24_2 ,1990JJ00,6907.0,4668.0,2239.0,4.6,77.4,2339.0,2239.0,21.0,1.0,20.0,11.0,1.0,10.0,1179.0,1025.0,154.0,1050.0,,
473,RK_24_2 ,1991JJ00,7326.0,4926.0,2400.0,5.1,81.4,2459.0,2400.0,22.0,1.0,21.0,9.0,1.0,8.0,1241.0,1083.0,158.0,1146.0,,
474,RK_24_2 ,1992JJ00,7566.0,5070.0,2496.0,1.5,82.6,2496.0,2495.0,23.0,1.0,22.0,9.0,2.0,7.0,1316.0,1136.0,180.0,1165.0,,
475,RK_24_2 ,1993JJ00,7776.0,5189.0,2587.0,0.7,83.2,2514.0,2584.0,24.0,2.0,22.0,9.0,5.0,4.0,1351.0,1177.0,174.0,1218.0,,
476,RK_24_2 ,1994JJ00,8143.0,5438.0,2705.0,3.4,86.1,2601.0,2705.0,26.0,2.0,24.0,7.0,2.0,5.0,1395.0,1219.0,176.0,1291.0,,
477,RK_24_2 ,1995JJ00,8592.0,5770.0,2822.0,5.6,90.9,2747.0,2820.0,21.0,0.0,21.0,8.0,2.0,6.0,1400.0,1204.0,196.0,1407.0,,
478,RK_24_2 ,1996JJ00,8958.0,6176.0,2782.0,-2.4,88.7,2682.0,2781.0,20.0,0.0,20.0,10.0,1.0,9.0,1405.0,1212.0,193.0,1366.0,,
479,RK_24_2 ,1997JJ00,9519.0,6551.0,2968.0,6.3,94.3,2850.0,2966.0,24.0,0.0,24.0,16.0,2.0,14.0,1437.0,1247.0,190.0,1521.0,,
480,RK_24_2 ,1998JJ00,9768.0,6927.0,2841.0,-6.5,88.2,2665.0,2840.0,24.0,0.0,24.0,23.0,1.0,22.0,1454.0,1192.0,262.0,1385.0,,
481,RK_24_2 ,1999JJ00,10443.0,7401.0,3042.0,9.0,96.1,2905.0,3041.0,22.0,0.0,22.0,21.0,1.0,20.0,1549.0,1290.0,259.0,1491.0,,
482,RK_24_2 ,2000JJ00,11200.0,8178.0,3022.0,4.0,100.0,3022.0,3019.0,27.0,0.0,27.0,21.0,3.0,18.0,1647.0,1341.0,306.0,1366.0,,
483,RK_24_2 ,2001JJ00,11828.0,8574.0,3254.0,12.0,112.0,3385.0,3252.0,29.0,0.0,29.0,21.0,2.0,19.0,1767.0,1437.0,330.0,1477.0,,
484,RK_24_2 ,2002JJ00,12573.0,9008.0,3565.0,11.6,125.0,3777.0,3563.0,33.0,0.0,33.0,19.0,2.0,17.0,1958.0,1563.0,395.0,1591.0,,
485,RK_24_2 ,2003JJ00,12436.0,9062.0,3374.0,-1.4,123.2,3723.0,3372.0,34.0,0.0,34.0,21.0,2.0,19.0,2063.0,1609.0,454.0,1296.0,,
486,RK_24_2 ,2004JJ00,12134.0,8972.0,3162.0,-4.7,117.4,3549.0,3158.0,31.0,0.0,31.0,23.0,4.0,19.0,2020.0,1554.0,466.0,1130.0,,
487,RK_24_2 ,2005JJ00,12139.0,9204.0,2935.0,-1.1,116.1,3508.0,2931.0,38.0,0.0,38.0,15.0,4.0,11.0,1989.0,1546.0,443.0,919.0,,
488,RK_24_2 ,2006JJ00,12610.0,9697.0,2913.0,4.9,121.8,3681.0,2911.0,37.0,0.0,37.0,10.0,2.0,8.0,2033.0,1573.0,460.0,851.0,,
489,RK_24_2 ,2007JJ00,13180.0,10245.0,2935.0,7.5,130.9,3957.0,2933.0,25.0,0.0,25.0,10.0,2.0,8.0,2120.0,1643.0,477.0,798.0,,
490,RK_24_2 ,2008JJ00,13857.0,10763.0,3094.0,1.6,133.0,4019.0,3092.0,39.0,1.0,38.0,15.0,3.0,12.0,2169.0,1660.0,509.0,899.0,,
491,RK_24_2 ,2009JJ00,12469.0,9171.0,3298.0,-7.2,123.4,3728.0,3294.0,41.0,0.0,41.0,24.0,4.0,20.0,2070.0,1589.0,481.0,1207.0,,
492,RK_25   ,1969JJ00,556.0,297.0,259.0,,22.9,422.0,259.0,1.0,0.0,1.0,0.0,0.0,0.0,165.0,133.0,32.0,93.0,13.0,80.0
493,RK_25   ,1970JJ00,652.0,375.0,277.0,6.2,24.3,448.0,277.0,1.0,0.0,1.0,0.0,0.0,0.0,180.0,145.0,35.0,96.0,15.0,81.0
494,RK_25   ,1971JJ00,779.0,467.0,312.0,12.3,27.3,503.0,312.0,1.0,0.0,1.0,0.0,0.0,0.0,208.0,167.0,41.0,103.0,17.0,86.0
495,RK_25   ,1972JJ00,852.0,500.0,352.0,13.1,30.9,569.0,352.0,1.0,0.0,1.0,0.0,0.0,0.0,234.0,187.0,47.0,117.0,19.0,98.0
496,RK_25   ,1973JJ00,1035.0,623.0,412.0,15.9,35.8,659.0,412.0,1.0,0.0,1.0,0.0,0.0,0.0,278.0,218.0,60.0,133.0,20.0,113.0
497,RK_25   ,1974JJ00,1301.0,835.0,466.0,-18.2,29.3,539.0,466.0,1.0,0.0,1.0,0.0,0.0,0.0,326.0,255.0,71.0,139.0,25.0,114.0
498,RK_25   ,1975JJ00,1166.0,733.0,433.0,-11.4,25.9,478.0,433.0,1.0,0.0,1.0,0.0,0.0,0.0,320.0,250.0,70.0,112.0,30.0,82.0
499,RK_25   ,1976JJ00,1385.0,886.0,499.0,15.2,29.9,551.0,499.0,2.0,0.0,2.0,0.0,0.0,0.0,362.0,282.0,80.0,135.0,34.0,101.0
500,RK_25   ,1977JJ00,1471.0,948.0,523.0,14.0,34.1,628.0,523.0,2.0,0.0,2.0,0.0,0.0,0.0,383.0,300.0,83.0,138.0,37.0,101.0
501,RK_25   ,1978JJ00,1480.0,942.0,538.0,6.9,36.4,671.0,538.0,2.0,0.0,2.0,0.0,0.0,0.0,394.0,308.0,86.0,142.0,42.0,100.0
502,RK_25   ,1979JJ00,1609.0,1084.0,525.0,-3.5,35.2,648.0,525.0,2.0,0.0,2.0,1.0,0.0,1.0,400.0,311.0,89.0,124.0,46.0,78.0
503,RK_25   ,1980JJ00,1736.0,1196.0,540.0,-9.7,31.7,585.0,540.0,2.0,0.0,2.0,0.0,0.0,0.0,412.0,319.0,93.0,126.0,53.0,73.0
504,RK_25   ,1981JJ00,1852.0,1318.0,534.0,-12.2,27.9,513.0,534.0,2.0,0.0,2.0,0.0,0.0,0.0,415.0,321.0,94.0,117.0,60.0,57.0
505,RK_25   ,1982JJ00,1966.0,1389.0,577.0,7.7,30.0,553.0,577.0,2.0,0.0,2.0,0.0,0.0,0.0,444.0,346.0,98.0,131.0,65.0,66.0
506,RK_25   ,1983JJ00,2138.0,1492.0,646.0,13.7,34.1,628.0,646.0,3.0,0.0,3.0,0.0,0.0,0.0,472.0,363.0,109.0,171.0,69.0,102.0
507,RK_25   ,1984JJ00,2356.0,1673.0,683.0,-1.5,33.6,619.0,683.0,3.0,0.0,3.0,0.0,0.0,0.0,484.0,374.0,110.0,196.0,74.0,122.0
508,RK_25   ,1985JJ00,2655.0,1883.0,772.0,12.0,37.6,693.0,772.0,3.0,0.0,3.0,0.0,0.0,0.0,544.0,422.0,122.0,225.0,82.0,143.0
509,RK_25   ,1986JJ00,2895.0,1924.0,971.0,54.3,58.0,1069.0,971.0,4.0,0.0,4.0,1.0,0.0,1.0,659.0,514.0,145.0,309.0,90.0,219.0
510,RK_25   ,1987JJ00,3060.0,2028.0,1032.0,5.4,61.1,1126.0,1032.0,5.0,0.0,5.0,1.0,0.0,1.0,695.0,545.0,150.0,333.0,100.0,233.0
511,RK_25   ,1988JJ00,3461.0,2281.0,1180.0,7.1,65.5,1206.0,1180.0,4.0,0.0,4.0,1.0,0.0,1.0,734.0,583.0,151.0,443.0,109.0,334.0
512,RK_25   ,1989JJ00,3878.0,2538.0,1340.0,13.0,73.9,1362.0,1340.0,4.0,0.0,4.0,1.0,0.0,1.0,792.0,635.0,157.0,545.0,120.0,425.0
513,RK_25   ,1990JJ00,4123.0,2664.0,1459.0,6.6,78.9,1452.0,1460.0,4.0,1.0,3.0,1.0,0.0,1.0,860.0,757.0,103.0,597.0,131.0,466.0
514,RK_25   ,1991JJ00,4299.0,2727.0,1572.0,3.9,81.9,1509.0,1572.0,3.0,0.0,3.0,2.0,0.0,2.0,940.0,831.0,109.0,631.0,143.0,488.0
515,RK_25   ,1992JJ00,4308.0,2670.0,1638.0,1.3,83.0,1529.0,1638.0,5.0,0.0,5.0,1.0,0.0,1.0,992.0,874.0,118.0,642.0,154.0,488.0
516,RK_25   ,1993JJ00,4049.0,2525.0,1524.0,-3.0,80.5,1484.0,1524.0,5.0,0.0,5.0,1.0,0.0,1.0,958.0,852.0,106.0,562.0,164.0,398.0
517,RK_25   ,1994JJ00,4262.0,2716.0,1546.0,5.2,84.7,1561.0,1546.0,8.0,0.0,8.0,2.0,0.0,2.0,992.0,885.0,107.0,548.0,170.0,378.0
518,RK_25   ,1995JJ00,4559.0,2979.0,1580.0,0.0,84.7,1561.0,1580.0,7.0,0.0,7.0,1.0,0.0,1.0,985.0,871.0,114.0,589.0,176.0,413.0
519,RK_25   ,1996JJ00,4531.0,2890.0,1641.0,-1.1,83.8,1544.0,1641.0,6.0,0.0,6.0,1.0,0.0,1.0,1003.0,884.0,119.0,633.0,178.0,455.0
520,RK_25   ,1997JJ00,4868.0,3198.0,1670.0,7.2,89.8,1655.0,1670.0,5.0,0.0,5.0,5.0,0.0,5.0,1058.0,933.0,125.0,612.0,183.0,429.0
521,RK_25   ,1998JJ00,5193.0,3383.0,1810.0,5.6,94.8,1747.0,1810.0,5.0,0.0,5.0,13.0,0.0,13.0,1124.0,933.0,191.0,694.0,189.0,505.0
522,RK_25   ,1999JJ00,5355.0,3462.0,1893.0,3.4,98.0,1806.0,1893.0,5.0,0.0,5.0,16.0,0.0,16.0,1185.0,984.0,201.0,719.0,197.0,522.0
523,RK_25   ,2000JJ00,5706.0,3864.0,1842.0,2.0,100.0,1842.0,1842.0,5.0,0.0,5.0,16.0,0.0,16.0,1267.0,1052.0,215.0,586.0,209.0,377.0
524,RK_25   ,2001JJ00,5823.0,3952.0,1871.0,-0.7,99.3,1829.0,1871.0,7.0,0.0,7.0,20.0,0.0,20.0,1310.0,1083.0,227.0,574.0,224.0,350.0
525,RK_25   ,2002JJ00,5984.0,4023.0,1961.0,3.6,102.9,1895.0,1961.0,10.0,0.0,10.0,21.0,0.0,21.0,1372.0,1116.0,256.0,600.0,232.0,368.0
526,RK_25   ,2003JJ00,6019.0,4051.0,1968.0,-3.6,99.2,1827.0,1968.0,9.0,0.0,9.0,10.0,0.0,10.0,1374.0,1108.0,266.0,595.0,236.0,359.0
527,RK_25   ,2004JJ00,6103.0,4205.0,1898.0,3.0,102.2,1882.0,1898.0,8.0,0.0,8.0,10.0,0.0,10.0,1392.0,1113.0,279.0,508.0,244.0,264.0
528,RK_25   ,2005JJ00,6532.0,4598.0,1934.0,4.3,106.5,1962.0,1934.0,12.0,0.0,12.0,7.0,0.0,7.0,1393.0,1124.0,269.0,536.0,249.0,287.0
529,RK_25   ,2006JJ00,6972.0,4985.0,1987.0,6.1,113.0,2082.0,1987.0,11.0,0.0,11.0,7.0,0.0,7.0,1440.0,1157.0,283.0,543.0,254.0,289.0
530,RK_25   ,2007JJ00,7387.0,5302.0,2085.0,8.0,122.1,2248.0,2085.0,10.0,0.0,10.0,7.0,0.0,7.0,1495.0,1204.0,291.0,587.0,261.0,326.0
531,RK_25   ,2008JJ00,7322.0,5293.0,2029.0,-5.2,115.7,2132.0,2029.0,13.0,0.0,13.0,7.0,0.0,7.0,1568.0,1256.0,312.0,455.0,271.0,184.0
532,RK_25   ,2009JJ00,6353.0,4220.0,2133.0,-10.8,103.2,1902.0,2133.0,16.0,0.0,16.0,14.0,0.0,14.0,1494.0,1200.0,294.0,637.0,276.0,361.0
533,RK_27   ,1969JJ00,1552.0,913.0,639.0,,49.9,999.0,639.0,5.0,0.0,5.0,1.0,0.0,1.0,359.0,282.0,77.0,276.0,79.0,197.0
534,RK_27   ,1970JJ00,1917.0,1169.0,748.0,8.8,54.2,1086.0,748.0,6.0,0.0,6.0,1.0,0.0,1.0,427.0,335.0,92.0,316.0,95.0,221.0
535,RK_27   ,1971JJ00,1942.0,1157.0,785.0,7.1,58.1,1163.0,785.0,6.0,0.0,6.0,1.0,0.0,1.0,448.0,350.0,98.0,332.0,113.0,219.0
536,RK_27   ,1972JJ00,2056.0,1208.0,848.0,7.6,62.5,1252.0,848.0,7.0,0.0,7.0,1.0,0.0,1.0,489.0,381.0,108.0,353.0,127.0,226.0
537,RK_27   ,1973JJ00,2407.0,1428.0,979.0,0.5,62.8,1258.0,979.0,9.0,0.0,9.0,0.0,0.0,0.0,580.0,448.0,132.0,390.0,136.0,254.0
538,RK_27   ,1974JJ00,3426.0,2137.0,1289.0,11.4,70.0,1402.0,1289.0,9.0,0.0,9.0,0.0,0.0,0.0,697.0,541.0,156.0,583.0,158.0,425.0
