ID,NuttigeToepassingEnEindverwerking,BedrijfstakkenBranchesSBI2008,Perioden,Bedrijfsafval_1
201,T001523,315805,1996JJ00,1061.0
202,T001523,315805,1998JJ00,1117.0
203,T001523,315805,2000JJ00,1435.0
204,T001523,315805,2001JJ00,1270.0
205,T001523,315805,2002JJ00,1262.0
206,T001523,315805,2003JJ00,1197.0
207,T001523,315805,2004JJ00,1081.0
208,T001523,315805,2005JJ00,1125.0
209,T001523,315805,2006JJ00,1146.0
210,T001523,315805,2007JJ00,1136.0
211,T001523,315805,2008JJ00,1193.0
212,T001523,315805,2009JJ00,995.0
213,T001523,315805,2010JJ00,963.0
214,T001523,315805,2011JJ00,1031.0
215,T001523,315805,2012JJ00,914.0
216,T001523,315805,2013JJ00,846.0
217,T001523,315805,2014JJ00,818.0
218,T001523,315805,2015JJ00,834.0
219,T001523,315805,2016JJ00,706.0
220,T001523,315805,2017JJ00,750.0
221,T001523,315805,2018JJ00,665.0
222,T001523,315805,2019JJ00,688.0
223,T001523,315805,2020JJ00,629.0
224,T001523,315805,2021JJ00,640.0
225,T001523,315800,1994JJ00,399.0
226,T001523,315800,1996JJ00,296.0
227,T001523,315800,1998JJ00,350.0
228,T001523,315800,2000JJ00,377.0
229,T001523,315800,2001JJ00,347.0
230,T001523,315800,2002JJ00,310.0
231,T001523,315800,2003JJ00,303.0
232,T001523,315800,2004JJ00,237.0
233,T001523,315800,2005JJ00,248.0
234,T001523,315800,2006JJ00,260.0
235,T001523,315800,2007JJ00,264.0
236,T001523,315800,2008JJ00,250.0
237,T001523,315800,2009JJ00,215.0
238,T001523,315800,2010JJ00,240.0
239,T001523,315800,2011JJ00,250.0
240,T001523,315800,2012JJ00,176.0
241,T001523,315800,2013JJ00,164.0
242,T001523,315800,2014JJ00,176.0
243,T001523,315800,2015JJ00,189.0
244,T001523,315800,2016JJ00,144.0
245,T001523,315800,2017JJ00,155.0
246,T001523,315800,2018JJ00,133.0
247,T001523,315800,2019JJ00,149.0
248,T001523,315800,2020JJ00,144.0
249,T001523,315800,2021JJ00,148.0
250,T001523,317105,1994JJ00,1034.0
251,T001523,317105,1996JJ00,1012.0
252,T001523,317105,1998JJ00,1143.0
253,T001523,317105,2000JJ00,1256.0
254,T001523,317105,2001JJ00,1208.0
255,T001523,317105,2002JJ00,1206.0
256,T001523,317105,2003JJ00,1230.0
257,T001523,317105,2004JJ00,1182.0
258,T001523,317105,2005JJ00,1153.0
259,T001523,317105,2006JJ00,1167.0
260,T001523,317105,2007JJ00,1168.0
261,T001523,317105,2008JJ00,1027.0
262,T001523,317105,2009JJ00,923.0
263,T001523,317105,2010JJ00,957.0
264,T001523,317105,2011JJ00,965.0
265,T001523,317105,2012JJ00,843.0
266,T001523,317105,2013JJ00,843.0
267,T001523,317105,2014JJ00,823.0
268,T001523,317105,2015JJ00,833.0
269,T001523,317105,2016JJ00,807.0
270,T001523,317105,2017JJ00,820.0
271,T001523,317105,2018JJ00,833.0
272,T001523,317105,2019JJ00,823.0
273,T001523,317105,2020JJ00,789.0
274,T001523,317105,2021JJ00,835.0
275,T001523,317100,1994JJ00,746.0
276,T001523,317100,1996JJ00,702.0
277,T001523,317100,1998JJ00,799.0
278,T001523,317100,2000JJ00,857.0
279,T001523,317100,2001JJ00,837.0
280,T001523,317100,2002JJ00,839.0
281,T001523,317100,2003JJ00,871.0
282,T001523,317100,2004JJ00,861.0
283,T001523,317100,2005JJ00,837.0
284,T001523,317100,2006JJ00,814.0
285,T001523,317100,2007JJ00,808.0
286,T001523,317100,2008JJ00,741.0
287,T001523,317100,2009JJ00,648.0
288,T001523,317100,2010JJ00,710.0
289,T001523,317100,2011JJ00,714.0
290,T001523,317100,2012JJ00,629.0
291,T001523,317100,2013JJ00,630.0
292,T001523,317100,2014JJ00,640.0
293,T001523,317100,2015JJ00,655.0
294,T001523,317100,2016JJ00,661.0
295,T001523,317100,2017JJ00,692.0
296,T001523,317100,2018JJ00,703.0
297,T001523,317100,2019JJ00,699.0
298,T001523,317100,2020JJ00,674.0
299,T001523,317100,2021JJ00,709.0
300,T001523,318600,1994JJ00,288.0
301,T001523,318600,1996JJ00,310.0
302,T001523,318600,1998JJ00,345.0
303,T001523,318600,2000JJ00,398.0
304,T001523,318600,2001JJ00,371.0
305,T001523,318600,2002JJ00,367.0
306,T001523,318600,2003JJ00,359.0
307,T001523,318600,2004JJ00,321.0
308,T001523,318600,2005JJ00,316.0
309,T001523,318600,2006JJ00,353.0
310,T001523,318600,2007JJ00,360.0
311,T001523,318600,2008JJ00,286.0
312,T001523,318600,2009JJ00,275.0
313,T001523,318600,2010JJ00,247.0
314,T001523,318600,2011JJ00,251.0
315,T001523,318600,2012JJ00,214.0
316,T001523,318600,2013JJ00,213.0
317,T001523,318600,2014JJ00,183.0
318,T001523,318600,2015JJ00,179.0
319,T001523,318600,2016JJ00,145.0
320,T001523,318600,2017JJ00,128.0
321,T001523,318600,2018JJ00,130.0
322,T001523,318600,2019JJ00,125.0
323,T001523,318600,2020JJ00,115.0
324,T001523,318600,2021JJ00,126.0
325,T001523,320005,1994JJ00,3241.0
326,T001523,320005,1996JJ00,3378.0
327,T001523,320005,1998JJ00,3267.0
328,T001523,320005,2000JJ00,2329.0
329,T001523,320005,2001JJ00,1986.0
330,T001523,320005,2002JJ00,1810.0
331,T001523,320005,2003JJ00,1815.0
332,T001523,320005,2004JJ00,1784.0
333,T001523,320005,2005JJ00,1831.0
334,T001523,320005,2006JJ00,1861.0
335,T001523,320005,2007JJ00,1900.0
336,T001523,320005,2008JJ00,1831.0
337,T001523,320005,2009JJ00,1464.0
338,T001523,320005,2010JJ00,1507.0
339,T001523,320005,2011JJ00,1636.0
340,T001523,320005,2012JJ00,1517.0
341,T001523,320005,2013JJ00,1209.0
342,T001523,320005,2014JJ00,1299.0
343,T001523,320005,2015JJ00,1238.0
344,T001523,320005,2016JJ00,1418.0
345,T001523,320005,2017JJ00,1469.0
346,T001523,320005,2018JJ00,1227.0
347,T001523,320005,2019JJ00,1184.0
348,T001523,320005,2020JJ00,1136.0
349,T001523,320005,2021JJ00,1180.0
350,T001523,320000,1994JJ00,488.0
351,T001523,320000,1996JJ00,472.0
352,T001523,320000,1998JJ00,481.0
353,T001523,320000,2000JJ00,483.0
354,T001523,320000,2001JJ00,510.0
355,T001523,320000,2002JJ00,409.0
356,T001523,320000,2003JJ00,446.0
357,T001523,320000,2004JJ00,486.0
358,T001523,320000,2005JJ00,522.0
359,T001523,320000,2006JJ00,447.0
360,T001523,320000,2007JJ00,489.0
361,T001523,320000,2008JJ00,456.0
362,T001523,320000,2009JJ00,474.0
363,T001523,320000,2010JJ00,444.0
364,T001523,320000,2011JJ00,477.0
365,T001523,320000,2012JJ00,473.0
366,T001523,320000,2013JJ00,516.0
367,T001523,320000,2014JJ00,667.0
368,T001523,320000,2015JJ00,602.0
369,T001523,320000,2016JJ00,671.0
370,T001523,320000,2017JJ00,616.0
371,T001523,320000,2018JJ00,520.0
372,T001523,320000,2019JJ00,512.0
373,T001523,320000,2020JJ00,478.0
374,T001523,320000,2021JJ00,511.0
375,T001523,320705,1994JJ00,2632.0
376,T001523,320705,1996JJ00,2785.0
377,T001523,320705,1998JJ00,2646.0
378,T001523,320705,2000JJ00,1687.0
379,T001523,320705,2001JJ00,1310.0
380,T001523,320705,2002JJ00,1253.0
381,T001523,320705,2003JJ00,1225.0
382,T001523,320705,2004JJ00,1156.0
383,T001523,320705,2005JJ00,1164.0
384,T001523,320705,2006JJ00,1215.0
385,T001523,320705,2007JJ00,1225.0
386,T001523,320705,2008JJ00,1215.0
387,T001523,320705,2009JJ00,855.0
388,T001523,320705,2010JJ00,912.0
389,T001523,320705,2011JJ00,1004.0
390,T001523,320705,2012JJ00,932.0
391,T001523,320705,2013JJ00,581.0
392,T001523,320705,2014JJ00,511.0
393,T001523,320705,2015JJ00,511.0
394,T001523,320705,2016JJ00,607.0
395,T001523,320705,2017JJ00,702.0
396,T001523,320705,2018JJ00,569.0
397,T001523,320705,2019JJ00,542.0
398,T001523,320705,2020JJ00,536.0
399,T001523,320705,2021JJ00,541.0
400,T001523,320700,1994JJ00,
401,T001523,320700,1996JJ00,
402,T001523,320700,1998JJ00,
403,T001523,320700,2000JJ00,
404,T001523,320700,2001JJ00,
405,T001523,320700,2002JJ00,
406,T001523,320700,2003JJ00,
407,T001523,320700,2004JJ00,
408,T001523,320700,2005JJ00,
409,T001523,320700,2006JJ00,
410,T001523,320700,2007JJ00,
411,T001523,320700,2008JJ00,1038.0
412,T001523,320700,2009JJ00,686.0
413,T001523,320700,2010JJ00,824.0
414,T001523,320700,2011JJ00,901.0
415,T001523,320700,2012JJ00,849.0
416,T001523,320700,2013JJ00,497.0
417,T001523,320700,2014JJ00,431.0
418,T001523,320700,2015JJ00,428.0
419,T001523,320700,2016JJ00,530.0
420,T001523,320700,2017JJ00,608.0
421,T001523,320700,2018JJ00,508.0
422,T001523,320700,2019JJ00,477.0
423,T001523,320700,2020JJ00,479.0
424,T001523,320700,2021JJ00,493.0
425,T001523,323200,1994JJ00,
426,T001523,323200,1996JJ00,
427,T001523,323200,1998JJ00,
428,T001523,323200,2000JJ00,
429,T001523,323200,2001JJ00,
430,T001523,323200,2002JJ00,
431,T001523,323200,2003JJ00,
432,T001523,323200,2004JJ00,
433,T001523,323200,2005JJ00,
434,T001523,323200,2006JJ00,
435,T001523,323200,2007JJ00,
436,T001523,323200,2008JJ00,178.0
437,T001523,323200,2009JJ00,169.0
438,T001523,323200,2010JJ00,89.0
439,T001523,323200,2011JJ00,103.0
440,T001523,323200,2012JJ00,83.0
441,T001523,323200,2013JJ00,84.0
442,T001523,323200,2014JJ00,80.0
443,T001523,323200,2015JJ00,84.0
444,T001523,323200,2016JJ00,77.0
445,T001523,323200,2017JJ00,94.0
446,T001523,323200,2018JJ00,61.0
447,T001523,323200,2019JJ00,65.0
448,T001523,323200,2020JJ00,57.0
449,T001523,323200,2021JJ00,48.0
450,T001523,323700,1994JJ00,121.0
451,T001523,323700,1996JJ00,122.0
452,T001523,323700,1998JJ00,141.0
453,T001523,323700,2000JJ00,159.0
454,T001523,323700,2001JJ00,166.0
455,T001523,323700,2002JJ00,148.0
456,T001523,323700,2003JJ00,144.0
457,T001523,323700,2004JJ00,142.0
458,T001523,323700,2005JJ00,145.0
459,T001523,323700,2006JJ00,199.0
460,T001523,323700,2007JJ00,186.0
461,T001523,323700,2008JJ00,159.0
462,T001523,323700,2009JJ00,135.0
463,T001523,323700,2010JJ00,151.0
464,T001523,323700,2011JJ00,155.0
465,T001523,323700,2012JJ00,112.0
466,T001523,323700,2013JJ00,113.0
467,T001523,323700,2014JJ00,121.0
468,T001523,323700,2015JJ00,125.0
469,T001523,323700,2016JJ00,139.0
470,T001523,323700,2017JJ00,151.0
471,T001523,323700,2018JJ00,138.0
472,T001523,323700,2019JJ00,130.0
473,T001523,323700,2020JJ00,122.0
474,T001523,323700,2021JJ00,128.0
475,T001523,324600,1994JJ00,637.0
476,T001523,324600,1996JJ00,765.0
477,T001523,324600,1998JJ00,767.0
478,T001523,324600,2000JJ00,1058.0
479,T001523,324600,2001JJ00,923.0
480,T001523,324600,2002JJ00,952.0
481,T001523,324600,2003JJ00,894.0
482,T001523,324600,2004JJ00,844.0
483,T001523,324600,2005JJ00,877.0
484,T001523,324600,2006JJ00,886.0
485,T001523,324600,2007JJ00,872.0
486,T001523,324600,2008JJ00,942.0
487,T001523,324600,2009JJ00,780.0
488,T001523,324600,2010JJ00,723.0
489,T001523,324600,2011JJ00,781.0
490,T001523,324600,2012JJ00,738.0
491,T001523,324600,2013JJ00,683.0
492,T001523,324600,2014JJ00,642.0
493,T001523,324600,2015JJ00,645.0
494,T001523,324600,2016JJ00,562.0
495,T001523,324600,2017JJ00,595.0
496,T001523,324600,2018JJ00,532.0
497,T001523,324600,2019JJ00,539.0
498,T001523,324600,2020JJ00,484.0
499,T001523,324600,2021JJ00,492.0
500,T001523,328110,1994JJ00,
501,T001523,328110,1996JJ00,
502,T001523,328110,1998JJ00,
503,T001523,328110,2000JJ00,
504,T001523,328110,2001JJ00,
505,T001523,328110,2002JJ00,
506,T001523,328110,2003JJ00,
507,T001523,328110,2004JJ00,
508,T001523,328110,2005JJ00,
509,T001523,328110,2006JJ00,
510,T001523,328110,2007JJ00,
511,T001523,328110,2008JJ00,3540.0
512,T001523,328110,2009JJ00,2509.0
513,T001523,328110,2010JJ00,2456.0
514,T001523,328110,2011JJ00,2574.0
515,T001523,328110,2012JJ00,2487.0
516,T001523,328110,2013JJ00,2418.0
517,T001523,328110,2014JJ00,2415.0
518,T001523,328110,2015JJ00,2410.0
519,T001523,328110,2016JJ00,2457.0
520,T001523,328110,2017JJ00,2629.0
521,T001523,328110,2018JJ00,2515.0
522,T001523,328110,2019JJ00,2410.0
523,T001523,328110,2020JJ00,2276.0
524,T001523,328110,2021JJ00,2363.0
525,T001523,328105,1994JJ00,2953.0
526,T001523,328105,1996JJ00,2798.0
527,T001523,328105,1998JJ00,3088.0
528,T001523,328105,2000JJ00,2945.0
529,T001523,328105,2001JJ00,2701.0
530,T001523,328105,2002JJ00,2747.0
531,T001523,328105,2003JJ00,2782.0
532,T001523,328105,2004JJ00,3097.0
533,T001523,328105,2005JJ00,3200.0
534,T001523,328105,2006JJ00,2972.0
535,T001523,328105,2007JJ00,3105.0
536,T001523,328105,2008JJ00,3087.0
537,T001523,328105,2009JJ00,2151.0
538,T001523,328105,2010JJ00,2074.0
539,T001523,328105,2011JJ00,2154.0
540,T001523,328105,2012JJ00,2120.0
541,T001523,328105,2013JJ00,2044.0
542,T001523,328105,2014JJ00,2049.0
543,T001523,328105,2015JJ00,2027.0
544,T001523,328105,2016JJ00,2058.0
545,T001523,328105,2017JJ00,2176.0
546,T001523,328105,2018JJ00,2145.0
547,T001523,328105,2019JJ00,2047.0
548,T001523,328105,2020JJ00,1925.0
549,T001523,328105,2021JJ00,1996.0
550,T001523,328100,1994JJ00,2652.0
551,T001523,328100,1996JJ00,2451.0
552,T001523,328100,1998JJ00,2698.0
553,T001523,328100,2000JJ00,2569.0
554,T001523,328100,2001JJ00,2338.0
555,T001523,328100,2002JJ00,2370.0
556,T001523,328100,2003JJ00,2418.0
557,T001523,328100,2004JJ00,2702.0
558,T001523,328100,2005JJ00,2803.0
559,T001523,328100,2006JJ00,2524.0
560,T001523,328100,2007JJ00,2650.0
561,T001523,328100,2008JJ00,2632.0
562,T001523,328100,2009JJ00,1756.0
563,T001523,328100,2010JJ00,1643.0
564,T001523,328100,2011JJ00,1765.0
565,T001523,328100,2012JJ00,1719.0
566,T001523,328100,2013JJ00,1650.0
567,T001523,328100,2014JJ00,1675.0
568,T001523,328100,2015JJ00,1649.0
569,T001523,328100,2016JJ00,1677.0
570,T001523,328100,2017JJ00,1794.0
571,T001523,328100,2018JJ00,1745.0
572,T001523,328100,2019JJ00,1666.0
573,T001523,328100,2020JJ00,1542.0
574,T001523,328100,2021JJ00,1586.0
575,T001523,330300,1994JJ00,301.0
576,T001523,330300,1996JJ00,347.0
577,T001523,330300,1998JJ00,390.0
578,T001523,330300,2000JJ00,376.0
579,T001523,330300,2001JJ00,363.0
580,T001523,330300,2002JJ00,377.0
581,T001523,330300,2003JJ00,364.0
582,T001523,330300,2004JJ00,395.0
583,T001523,330300,2005JJ00,397.0
584,T001523,330300,2006JJ00,448.0
585,T001523,330300,2007JJ00,455.0
586,T001523,330300,2008JJ00,455.0
587,T001523,330300,2009JJ00,395.0
588,T001523,330300,2010JJ00,431.0
589,T001523,330300,2011JJ00,389.0
590,T001523,330300,2012JJ00,401.0
591,T001523,330300,2013JJ00,394.0
592,T001523,330300,2014JJ00,374.0
593,T001523,330300,2015JJ00,378.0
594,T001523,330300,2016JJ00,381.0
595,T001523,330300,2017JJ00,382.0
596,T001523,330300,2018JJ00,400.0
597,T001523,330300,2019JJ00,381.0
598,T001523,330300,2020JJ00,383.0
599,T001523,330300,2021JJ00,410.0
600,T001523,332910,1994JJ00,101.0
601,T001523,332910,1996JJ00,100.0
602,T001523,332910,1998JJ00,96.0
603,T001523,332910,2000JJ00,118.0
604,T001523,332910,2001JJ00,115.0
605,T001523,332910,2002JJ00,154.0
606,T001523,332910,2003JJ00,143.0
607,T001523,332910,2004JJ00,110.0
608,T001523,332910,2005JJ00,107.0
609,T001523,332910,2006JJ00,121.0
610,T001523,332910,2007JJ00,132.0
611,T001523,332910,2008JJ00,79.0
612,T001523,332910,2009JJ00,65.0
613,T001523,332910,2010JJ00,71.0
614,T001523,332910,2011JJ00,74.0
615,T001523,332910,2012JJ00,72.0
616,T001523,332910,2013JJ00,83.0
617,T001523,332910,2014JJ00,75.0
618,T001523,332910,2015JJ00,78.0
619,T001523,332910,2016JJ00,70.0
620,T001523,332910,2017JJ00,78.0
621,T001523,332910,2018JJ00,55.0
622,T001523,332910,2019JJ00,49.0
623,T001523,332910,2020JJ00,51.0
624,T001523,332910,2021JJ00,53.0
625,T001523,332905,1994JJ00,296.0
626,T001523,332905,1996JJ00,248.0
627,T001523,332905,1998JJ00,233.0
628,T001523,332905,2000JJ00,259.0
629,T001523,332905,2001JJ00,250.0
630,T001523,332905,2002JJ00,322.0
631,T001523,332905,2003JJ00,303.0
632,T001523,332905,2004JJ00,257.0
633,T001523,332905,2005JJ00,257.0
634,T001523,332905,2006JJ00,263.0
635,T001523,332905,2007JJ00,286.0
636,T001523,332905,2008JJ00,212.0
637,T001523,332905,2009JJ00,179.0
638,T001523,332905,2010JJ00,230.0
639,T001523,332905,2011JJ00,243.0
640,T001523,332905,2012JJ00,220.0
641,T001523,332905,2013JJ00,232.0
642,T001523,332905,2014JJ00,219.0
643,T001523,332905,2015JJ00,222.0
644,T001523,332905,2016JJ00,225.0
645,T001523,332905,2017JJ00,253.0
646,T001523,332905,2018JJ00,171.0
647,T001523,332905,2019JJ00,169.0
648,T001523,332905,2020JJ00,183.0
649,T001523,332905,2021JJ00,203.0
650,T001523,332900,1994JJ00,49.0
651,T001523,332900,1996JJ00,48.0
652,T001523,332900,1998JJ00,51.0
653,T001523,332900,2000JJ00,71.0
654,T001523,332900,2001JJ00,70.0
655,T001523,332900,2002JJ00,93.0
656,T001523,332900,2003JJ00,84.0
657,T001523,332900,2004JJ00,75.0
658,T001523,332900,2005JJ00,74.0
659,T001523,332900,2006JJ00,89.0
660,T001523,332900,2007JJ00,97.0
661,T001523,332900,2008JJ00,18.0
662,T001523,332900,2009JJ00,15.0
663,T001523,332900,2010JJ00,16.0
664,T001523,332900,2011JJ00,18.0
665,T001523,332900,2012JJ00,23.0
666,T001523,332900,2013JJ00,22.0
667,T001523,332900,2014JJ00,12.0
668,T001523,332900,2015JJ00,13.0
669,T001523,332900,2016JJ00,15.0
670,T001523,332900,2017JJ00,17.0
671,T001523,332900,2018JJ00,12.0
672,T001523,332900,2019JJ00,12.0
673,T001523,332900,2020JJ00,16.0
674,T001523,332900,2021JJ00,18.0
675,T001523,334800,1994JJ00,52.0
676,T001523,334800,1996JJ00,52.0
677,T001523,334800,1998JJ00,45.0
678,T001523,334800,2000JJ00,46.0
679,T001523,334800,2001JJ00,45.0
680,T001523,334800,2002JJ00,61.0
681,T001523,334800,2003JJ00,59.0
682,T001523,334800,2004JJ00,35.0
683,T001523,334800,2005JJ00,33.0
684,T001523,334800,2006JJ00,32.0
685,T001523,334800,2007JJ00,35.0
686,T001523,334800,2008JJ00,61.0
687,T001523,334800,2009JJ00,50.0
688,T001523,334800,2010JJ00,55.0
