ID,Heffingen,Perioden,BenzineOngelood_1,Dieselolie_2,LPG_3,CNG_4,PropaanButaan_5,Huisbrandolie_6,Petroleum_7,k_800M3_8,k_8005000M3_9,k_5000170000M3_10,k_1700001MlnM3_11,k_1Mln10MlnM3_12,k_10mlnM3NietZakelijkVerbruik_13,k_10MlnM3ZakelijkVerbruik_14,GroenGas5000M3_15,GroenGas5000TM10MlnM3_16,GroenGas10MlnM3_17,HoogovenCokesovenKolenRaffinGas_18,Steenkool_19,ZwareStookolie_20,KVGas_21,Uranium235_22,Petroleumcokes_23,VloeibareBrandstof_24,GasvormigeBrandstof_25,k_08MWh_26,k_0810MWh_27,k_1050MWh_28,k_50MWh10000MWh_29,k_10MlnKWhNietZakelijkVerbruik_30,k_10MlnKWhZakelijkVerbruik_31,GroeneStroom10MWh_32,GroeneStroom10MWh_33
116,H10003,2015MM01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
117,H10004,1993MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,H10004,1993MM08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,H10004,1994MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,H10004,1994MM02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,H10004,1995MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,H10004,1996MM01,0.0,0.0,0.0,,15.25,12.89,12.8,0.0,14.52,14.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,13.39,0.0,0.0,0.0,0.0,0.0
123,H10004,1996MM06,0.0,0.0,0.0,,15.25,12.89,12.8,0.0,14.52,14.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,13.39,0.0,0.0,0.0,0.0,0.0
124,H10004,1997MM01,0.0,0.0,0.0,,30.49,25.77,25.59,0.0,29.04,29.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,13.39,0.0,0.0,0.0,0.0,0.0
125,H10004,1997MM03,0.0,0.0,0.0,,30.49,25.77,25.59,0.0,29.04,29.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,13.39,0.0,0.0,0.0,0.0,0.0
126,H10004,1997MM07,0.0,0.0,0.0,,30.49,25.77,25.59,0.0,29.04,29.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,13.39,0.0,0.0,0.0,0.0,0.0
127,H10004,1998MM01,0.0,0.0,0.0,,45.79,38.71,38.39,0.0,43.25,43.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,13.39,0.0,0.0,0.0,0.0,0.0
128,H10004,1998MM06,0.0,0.0,0.0,,45.79,38.71,38.39,0.0,43.25,43.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,13.39,0.0,0.0,0.0,0.0,0.0
129,H10004,1999MM01,0.0,0.0,0.0,,68.63,58.02,57.54,0.0,72.51,47.37,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.46,14.66,1.0,0.0,0.0,0.0,0.0
130,H10004,2000MM01,0.0,0.0,0.0,,94.3,79.68,79.09,0.0,94.48,51.91,6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.21,16.06,2.18,0.0,0.0,0.0,0.0
131,H10004,2001MM01,0.0,0.0,0.0,,150.88,127.56,126.49,120.25,120.25,56.18,10.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.31,58.31,19.38,5.94,0.0,0.0,0.0,0.0
132,H10004,2001MM03,0.0,0.0,0.0,,150.88,127.56,126.49,120.25,120.25,56.18,10.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.31,58.31,19.38,5.94,0.0,0.0,0.0,0.0
133,H10004,2001MM04,0.0,0.0,0.0,,150.88,127.56,126.49,120.25,120.25,56.18,10.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.31,58.31,19.38,5.94,0.0,0.0,0.0,0.0
134,H10004,2001MM05,0.0,0.0,0.0,,150.88,127.56,126.49,120.25,120.25,56.18,10.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.31,58.31,19.38,5.94,0.0,0.0,0.0,0.0
135,H10004,2002MM01,0.0,0.0,0.0,,155.56,131.51,130.41,124.0,124.0,57.9,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.1,60.1,20.0,6.1,0.0,0.0,0.0,0.0
136,H10004,2002MM10,0.0,0.0,0.0,,155.56,131.51,130.41,124.0,124.0,57.9,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.1,60.1,20.0,6.1,0.0,0.0,0.0,0.0
137,H10004,2003MM01,0.0,0.0,0.0,,161.16,136.24,135.1,128.5,128.5,60.0,11.1,0.0,0.0,0.0,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.9,63.9,20.7,6.3,0.0,0.0,17.5,0.0
138,H10004,2003MM07,0.0,0.0,0.0,,161.16,136.24,135.1,128.5,128.5,60.0,11.1,0.0,0.0,0.0,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.9,63.9,20.7,6.3,0.0,0.0,34.9,0.0
139,H10004,2004MM01,0.0,0.0,0.0,,182.38,154.04,152.77,142.9,142.9,72.7,22.7,11.3,10.6,7.5,57.7,11.3,7.5,124.24,0.0,0.0,490.64,0.0,0.0,0.0,0.0,65.4,65.4,21.2,6.5,1.0,0.5,35.7,0.0
140,H10004,2004MM07,0.0,0.0,0.0,,182.38,154.04,152.77,142.9,142.9,72.7,22.7,11.3,10.6,7.5,57.7,11.3,7.5,124.24,0.0,0.0,490.64,0.0,0.0,0.0,0.0,65.4,65.4,21.2,6.5,1.0,0.5,50.4,0.0
141,H10004,2004MM10,0.0,0.0,0.0,,182.38,154.04,152.77,142.9,142.9,72.7,22.7,11.3,10.6,7.5,57.7,11.3,7.5,124.24,0.0,0.0,490.64,0.0,0.0,0.0,0.0,65.4,65.4,21.2,6.5,1.0,0.5,50.4,0.0
142,H10004,2005MM01,0.0,0.0,0.0,,190.68,161.05,159.72,149.4,149.4,101.9,31.1,11.5,10.7,7.6,,,,125.98,0.0,0.0,497.51,0.0,0.0,0.0,0.0,69.9,69.9,26.3,8.6,1.0,0.5,,0.0
143,H10004,2005MM07,0.0,0.0,0.0,,190.68,161.05,159.72,149.4,149.4,101.9,31.1,11.5,10.7,7.6,,,,125.98,0.0,0.0,497.51,0.0,0.0,0.0,0.0,69.9,69.9,26.3,8.6,1.0,0.5,,0.0
144,H10004,2006MM01,0.0,0.0,0.0,,192.4,162.5,161.16,150.7,150.7,123.8,34.0,11.6,10.8,7.7,,,,127.11,0.0,0.0,501.99,0.0,0.0,0.0,0.0,70.5,70.5,34.3,9.4,1.0,0.5,,0.0
145,H10004,2007MM01,0.0,0.0,0.0,30.0,195.48,165.1,163.74,153.1,153.1,134.2,37.2,11.8,11.0,7.8,,,,129.14,0.0,0.0,510.02,0.0,0.0,0.0,0.0,71.6,71.6,36.9,10.2,1.0,0.5,,0.0
146,H10004,2008MM01,0.0,0.0,0.0,30.5,198.41,167.58,166.2,155.4,155.4,136.2,37.8,12.0,11.2,7.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7,72.7,37.5,10.4,1.0,0.5,,0.0
147,H10004,2008MM07,0.0,0.0,0.0,30.5,198.41,167.58,166.2,155.4,155.4,136.2,37.8,12.0,11.2,7.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2,75.2,37.5,10.4,1.0,0.5,,0.0
148,H10004,2009MM01,0.0,0.0,0.0,31.0,201.78,170.43,169.03,158.0,158.0,138.5,38.4,12.2,11.4,8.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.5,108.5,39.8,10.6,1.0,0.5,,0.0
149,H10004,2010MM01,0.0,0.0,0.0,31.6,0.0,0.0,0.0,162.9,162.9,141.1,39.1,12.4,11.6,8.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.4,111.4,40.6,10.8,1.0,0.5,,0.0
150,H10004,2011MM01,0.0,0.0,0.0,31.8,0.0,0.0,0.0,163.9,163.9,141.9,39.3,12.5,11.7,8.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.1,112.1,40.8,10.9,1.0,0.5,,0.0
151,H10004,2012MM01,0.0,0.0,0.0,63.9,0.0,0.0,0.0,166.7,166.7,144.3,40.0,12.7,11.9,8.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,41.5,11.1,1.0,0.5,,0.0
152,H10004,2013MM01,0.0,0.0,0.0,95.9,0.0,0.0,0.0,186.2,186.2,186.2,43.9,16.0,11.5,11.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5,116.5,42.4,11.3,1.0,0.5,,0.0
153,H10004,2013MM04,0.0,0.0,0.0,95.9,0.0,0.0,0.0,186.2,186.2,186.2,43.9,16.0,11.5,11.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.5,116.5,42.4,11.3,1.0,0.5,,0.0
154,H10004,2014MM01,0.0,0.0,0.0,128.0,0.0,0.0,0.0,189.4,189.4,189.4,44.6,16.3,11.7,11.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.5,118.5,43.1,11.5,1.0,0.5,,0.0
155,H10004,2015MM01,0.0,0.0,0.0,160.0,0.0,0.0,0.0,191.1,191.1,191.1,67.7,24.7,11.8,11.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.6,119.6,46.9,12.5,1.0,0.5,,0.0
156,H10005,1993MM01,4.54,4.54,0.0,,0.0,4.54,4.54,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
157,H10005,1993MM08,6.13,6.13,0.0,,0.0,6.13,6.13,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
158,H10005,1994MM01,6.13,6.13,0.0,,0.0,6.13,6.13,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
159,H10005,1994MM02,6.13,6.13,0.0,,0.0,6.13,6.13,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
160,H10005,1995MM01,6.13,6.13,0.0,,0.0,6.13,6.13,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
161,H10005,1996MM01,6.13,6.13,0.0,,0.0,6.13,6.13,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
162,H10005,1996MM06,5.67,5.67,0.0,,0.0,5.67,5.67,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
163,H10005,1997MM01,5.67,5.67,0.0,,0.0,5.67,5.67,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
164,H10005,1997MM03,5.67,5.67,0.0,,0.0,5.67,5.67,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
165,H10005,1997MM07,5.67,5.67,0.0,,0.0,5.67,5.67,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
166,H10005,1998MM01,5.67,5.67,0.0,,0.0,5.67,5.67,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
167,H10005,1998MM06,4.99,4.99,0.0,,0.0,4.99,4.99,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
168,H10005,1999MM01,4.99,4.99,0.0,,0.0,4.99,4.99,,,,,,,,,,,,,4.54,,,,,,,,,,,,,
169,H10005,2000MM01,4.99,4.99,0.0,,0.0,4.99,4.99,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
170,H10005,2001MM01,4.99,4.99,0.0,,0.0,4.99,4.99,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
171,H10005,2001MM03,4.99,4.99,0.0,,0.0,4.99,4.99,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
172,H10005,2001MM04,5.9,5.9,5.9,,5.9,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
173,H10005,2001MM05,5.9,5.9,5.9,,5.9,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
174,H10005,2002MM01,5.9,5.9,5.9,,5.9,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
175,H10005,2002MM10,5.9,5.9,5.9,,5.9,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
176,H10005,2003MM01,5.9,5.9,5.9,,5.9,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
177,H10005,2003MM07,5.9,5.9,5.9,,5.9,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
178,H10005,2004MM01,5.9,5.9,5.9,,5.9,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
179,H10005,2004MM07,5.9,5.9,5.9,,5.9,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
180,H10005,2004MM10,5.3,5.3,5.3,,5.3,5.3,5.3,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
181,H10005,2005MM01,5.3,5.3,5.3,,5.3,5.3,5.3,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
182,H10005,2005MM07,5.3,5.3,5.3,,5.3,5.3,5.3,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
183,H10005,2006MM01,5.3,5.3,5.3,,5.3,5.3,5.3,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
184,H10005,2007MM01,5.3,5.3,5.3,0.0,5.3,5.3,5.3,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
185,H10005,2008MM01,5.3,5.3,5.3,0.0,5.3,5.3,5.3,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
186,H10005,2008MM07,5.3,5.3,5.3,0.0,5.3,5.3,5.3,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
187,H10005,2009MM01,5.3,5.3,5.3,0.0,5.3,5.3,5.3,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
188,H10005,2010MM01,5.9,5.9,5.9,0.0,0.0,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
189,H10005,2011MM01,5.9,5.9,5.9,0.0,0.0,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
190,H10005,2012MM01,5.9,5.9,5.9,0.0,0.0,5.9,5.9,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
191,H10005,2013MM01,5.9,5.9,5.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
192,H10005,2013MM04,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
193,H10005,2014MM01,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
194,H10005,2015MM01,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
195,H10006,1993MM01,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
196,H10006,1993MM08,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
197,H10006,1994MM01,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
198,H10006,1994MM02,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
199,H10006,1995MM01,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
200,H10006,1996MM01,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
201,H10006,1996MM06,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
202,H10006,1997MM01,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
203,H10006,1997MM03,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
204,H10006,1997MM07,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
205,H10006,1998MM01,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
206,H10006,1998MM06,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
207,H10006,1999MM01,,,,,,,,2.72,2.72,2.72,2.72,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
208,H10006,2000MM01,,,,,,,,2.27,2.27,2.27,2.27,0.0,0.0,0.0,,,,,,,,,,,,1.36,1.36,1.36,0.0,0.0,0.0,,
209,H10006,2001MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,H10006,2001MM03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,H10006,2001MM04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,H10006,2001MM05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,H10006,2002MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,H10006,2002MM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,H10006,2003MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,H10006,2003MM07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,H10006,2004MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,H10006,2004MM07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,H10006,2004MM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,H10006,2005MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,H10006,2005MM07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,H10006,2006MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,H10006,2007MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,H10006,2008MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,H10006,2008MM07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,H10006,2009MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,H10006,2010MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,H10006,2011MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,H10006,2012MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,H10006,2013MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,H10006,2013MM04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,H10006,2014MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,H10006,2015MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,H10007,1993MM01,1.98,0.88,,,,0.21,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,
235,H10007,1993MM08,1.99,0.89,,,,0.21,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,
236,H10007,1994MM01,2.21,1.01,,,,0.21,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,
237,H10007,1994MM02,2.21,1.01,,,,0.21,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,
238,H10007,1995MM01,2.21,1.01,,,,0.21,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,
239,H10007,1996MM01,2.26,1.03,,,,0.25,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,
240,H10007,1996MM06,2.26,1.03,,,,0.25,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,
241,H10007,1997MM01,2.28,1.04,,,,0.29,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,
242,H10007,1997MM03,2.27,1.04,,,,0.29,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,
243,H10007,1997MM07,2.49,1.12,,,,0.29,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,
244,H10007,1998MM01,2.49,1.12,,,,0.34,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,
245,H10007,1998MM06,2.48,1.11,,,,0.34,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,
246,H10007,1999MM01,2.54,1.13,,,,0.4,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,
247,H10007,2000MM01,2.57,1.15,,,,0.47,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,
248,H10007,2001MM01,2.61,1.17,,,,0.63,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
249,H10007,2001MM03,2.61,1.04,,,,0.63,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,
250,H10007,2001MM04,2.62,1.05,,,,0.63,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
251,H10007,2001MM05,2.62,1.13,,,,0.63,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
252,H10007,2002MM01,2.7,1.13,,,,0.64,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,
253,H10007,2002MM10,2.64,1.08,,,,0.64,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,
254,H10007,2003MM01,2.73,1.12,,,,0.66,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,
255,H10007,2003MM07,2.73,1.12,,,,0.66,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,
256,H10007,2004MM01,2.85,1.19,,,,0.67,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,
257,H10007,2004MM07,2.85,1.19,,,,0.67,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,
258,H10007,2004MM10,2.84,1.19,,,,0.67,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,
259,H10007,2005MM01,2.88,1.2,,,,0.69,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,
260,H10007,2005MM07,2.88,1.2,,,,0.69,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,
261,H10007,2006MM01,2.88,1.2,,,,0.69,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,
262,H10007,2007MM01,2.93,1.22,,,,0.71,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
263,H10007,2008MM01,2.97,1.24,,,,0.72,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,
264,H10007,2008MM07,2.97,1.34,,,,0.72,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,
265,H10007,2009MM01,3.02,1.36,,,,0.83,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,
266,H10007,2010MM01,3.08,1.39,,,,0.85,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,
267,H10007,2011MM01,0.0,0.0,,,,0.85,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,
268,H10007,2012MM01,0.0,0.0,,,,0.87,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,
269,H10007,2013MM01,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
270,H10007,2013MM04,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
271,H10007,2014MM01,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
272,H10007,2015MM01,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
273,H10008,1993MM01,2.95,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,H10008,1993MM08,2.95,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,H10008,1994MM01,2.95,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,H10008,1994MM02,2.95,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,H10008,1995MM01,2.95,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,H10008,1996MM01,2.95,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,H10008,1996MM06,2.95,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,H10008,1997MM01,2.95,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,H10008,1997MM03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,H10008,1997MM07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,H10008,1998MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,H10008,1998MM06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,H10008,1999MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,H10008,2000MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,H10008,2001MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,H10008,2001MM03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,H10008,2001MM04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,H10008,2001MM05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,H10008,2002MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,H10008,2002MM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,H10008,2003MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,H10008,2003MM07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,H10008,2004MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,H10008,2004MM07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,H10008,2004MM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,H10008,2005MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,H10008,2005MM07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,H10008,2006MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,H10008,2007MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,H10008,2008MM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
