ID,Perioden,BrutoProductie_1,EigenVerbruikBijElektrProductie_2,NettoProductieTotaal_3,Kernenergie_4,BrandstoffenTotaal_5,Kolen_6,Olieproducten_7,Aardgas_8,Biomassa_9,OverigeBrandstoffenNietHernieuwbaar_10,Waterkracht_11,WindenergieTotaal_12,WindenergieOpLand_13,WindenergieOpZee_14,Zonnestroom_15,OverigeBronnen_16,InvoerTotaal_17,Belgie_18,Denemarken_19,Duitsland_20,VerenigdKoninkrijk_21,Noorwegen_22,UitvoerTotaal_23,Belgie_24,Denemarken_25,Duitsland_26,VerenigdKoninkrijk_27,Noorwegen_28,Distributieverliezen_29,NettoVerbruikBerekend_30
870,2024KW02,28259.0,684.0,27575.0,221.0,11648.0,1215.0,292.0,8898.0,933.0,310.0,27.0,6871.0,3550.0,3320.0,8658.0,150.0,5087,1325.0,502.0,1780.0,658.0,821.0,5493,1537.0,512.0,2369.0,880.0,195.0,1108.0,26061.0
871,2024MM07,9602.0,220.0,9382.0,351.0,3758.0,281.0,129.0,2967.0,270.0,110.0,12.0,1910.0,988.0,922.0,3294.0,57.0,1488,387.0,163.0,655.0,0.0,283.0,1451,408.0,158.0,829.0,2.0,54.0,382.0,9038.0
872,2024MM08,9888.0,253.0,9635.0,348.0,4257.0,565.0,138.0,3099.0,341.0,115.0,3.0,1869.0,935.0,934.0,3099.0,59.0,1681,501.0,176.0,382.0,271.0,351.0,1955,424.0,201.0,1177.0,109.0,44.0,361.0,9000.0
873,2024MM09,9501.0,276.0,9226.0,339.0,4322.0,717.0,120.0,3091.0,294.0,100.0,2.0,2435.0,1196.0,1239.0,2077.0,51.0,1638,210.0,171.0,761.0,183.0,312.0,1795,803.0,130.0,498.0,339.0,26.0,371.0,8698.0
874,2024KW03,28991.0,749.0,28243.0,1037.0,12338.0,1563.0,388.0,9157.0,904.0,325.0,17.0,6214.0,3119.0,3095.0,8470.0,167.0,4808,1098.0,511.0,1798.0,455.0,946.0,5201,1636.0,489.0,2504.0,449.0,123.0,1114.0,26735.0
875,2024MM10,9898.0,308.0,9590.0,355.0,5542.0,1238.0,110.0,3493.0,595.0,105.0,7.0,2398.0,1214.0,1184.0,1231.0,58.0,2124,206.0,203.0,1241.0,98.0,375.0,1962,1164.0,101.0,277.0,410.0,11.0,404.0,9348.0
876,2024MM11,11713.0,367.0,11346.0,347.0,7712.0,1459.0,107.0,5214.0,823.0,109.0,4.0,2714.0,1433.0,1280.0,513.0,57.0,1577,202.0,193.0,677.0,132.0,373.0,2703,1460.0,131.0,787.0,308.0,17.0,414.0,9806.0
877,2024MM12,11684.0,401.0,11283.0,361.0,6495.0,1399.0,89.0,4071.0,792.0,145.0,8.0,4109.0,2315.0,1794.0,254.0,57.0,1621,241.0,269.0,729.0,25.0,355.0,2228,1181.0,103.0,862.0,63.0,20.0,432.0,10243.0
878,2024KW04,33295.0,1076.0,32219.0,1064.0,19749.0,4096.0,306.0,12778.0,2210.0,359.0,19.0,9220.0,4962.0,4258.0,1997.0,171.0,5321,650.0,666.0,2647.0,255.0,1102.0,6894,3805.0,335.0,1926.0,780.0,47.0,1251.0,29396.0
879,2024JJ00,123844.0,3616.0,120228.0,3382.0,61445.0,9586.0,1319.0,43232.0,5929.0,1378.0,85.0,32839.0,17657.0,15182.0,21822.0,654.0,20028,3814.0,2257.0,8853.0,1617.0,3487.0,24249,9843.0,1723.0,8791.0,3298.0,594.0,4710.0,111297.0
880,2025MM01,12254.0,378.0,11876.0,362.0,8102.0,1674.0,125.0,5331.0,827.0,145.0,8.0,2943.0,1584.0,1359.0,405.0,56.0,1578,157.0,210.0,816.0,4.0,391.0,2261,1091.0,115.0,970.0,72.0,13.0,439.0,10753.0
881,2025MM02,11986.0,329.0,11657.0,326.0,7636.0,1756.0,118.0,4875.0,754.0,134.0,15.0,2678.0,1362.0,1317.0,949.0,52.0,1168,107.0,107.0,437.0,172.0,344.0,2832,1071.0,199.0,1303.0,257.0,4.0,393.0,9599.0
882,2025MM03,11649.0,367.0,11282.0,361.0,6716.0,1641.0,128.0,4014.0,784.0,150.0,11.0,1855.0,987.0,868.0,2281.0,58.0,1327,154.0,159.0,563.0,128.0,323.0,3165,1523.0,172.0,1035.0,397.0,37.0,405.0,9039.0
883,2025KW01,35889.0,1075.0,34814.0,1049.0,22454.0,5071.0,370.0,14220.0,2364.0,429.0,34.0,7477.0,3933.0,3544.0,3635.0,166.0,4072,418.0,476.0,1816.0,305.0,1058.0,8258,3684.0,486.0,3308.0,726.0,53.0,1237.0,29391.0
884,2025MM04,10060.0,275.0,9785.0,53.0,5133.0,1118.0,120.0,3358.0,390.0,147.0,4.0,1671.0,835.0,836.0,2867.0,57.0,1176,212.0,136.0,685.0,139.0,4.0,2329,1029.0,209.0,748.0,343.0,0.0,371.0,8260.0
885,2025MM05,10186.0,185.0,10001.0,261.0,3590.0,260.0,95.0,2780.0,320.0,134.0,2.0,2615.0,1327.0,1288.0,3474.0,58.0,1121,352.0,118.0,455.0,197.0,0.0,2127,881.0,162.0,864.0,220.0,0.0,372.0,8622.0
886,2025MM06,9550.0,173.0,9376.0,340.0,3233.0,319.0,84.0,2431.0,268.0,131.0,3.0,2308.0,1206.0,1101.0,3452.0,41.0,1419,319.0,251.0,415.0,249.0,185.0,1775,573.0,80.0,791.0,280.0,52.0,365.0,8655.0
887,2025KW02,29795.0,634.0,29162.0,654.0,11956.0,1697.0,299.0,8569.0,978.0,412.0,9.0,6594.0,3369.0,3225.0,9793.0,156.0,3715,883.0,505.0,1555.0,584.0,188.0,6232,2483.0,451.0,2402.0,843.0,52.0,1108.0,25537.0
888,2025MM07,10678.0,223.0,10454.0,347.0,5108.0,707.0,126.0,3652.0,482.0,142.0,2.0,1605.0,868.0,737.0,3340.0,51.0,1322,189.0,173.0,375.0,291.0,294.0,2378,848.0,102.0,1108.0,269.0,52.0,382.0,9016.0
889,2025MM08,10929.0,236.0,10694.0,347.0,5428.0,950.0,122.0,3757.0,441.0,158.0,1.0,1832.0,903.0,929.0,3028.0,58.0,1088,187.0,111.0,369.0,235.0,186.0,2725,790.0,249.0,1291.0,281.0,114.0,361.0,8695.0
890,2025MM09,10416.0,240.0,10176.0,340.0,4556.0,664.0,117.0,3159.0,481.0,135.0,2.0,3155.0,1598.0,1557.0,2051.0,72.0,1394,214.0,89.0,608.0,237.0,245.0,2456,901.0,244.0,1076.0,178.0,58.0,371.0,8743.0
891,2025KW03,32023.0,699.0,31324.0,1034.0,15092.0,2321.0,364.0,10568.0,1404.0,435.0,4.0,6592.0,3369.0,3223.0,8419.0,181.0,3803,590.0,373.0,1352.0,763.0,725.0,7559,2539.0,595.0,3474.0,729.0,223.0,1114.0,26454.0
892,2025MM10,10833.0,258.0,10575.0,356.0,5779.0,888.0,126.0,4133.0,485.0,148.0,2.0,3366.0,1767.0,1599.0,1016.0,56.0,1564,166.0,151.0,822.0,224.0,201.0,2251,1054.0,129.0,771.0,265.0,31.0,404.0,9485.0
893,2025MM11,12036.0,323.0,11713.0,347.0,6944.0,1274.0,115.0,4666.0,759.0,130.0,4.0,3789.0,1831.0,1958.0,573.0,57.0,1425,173.0,156.0,564.0,305.0,228.0,2880,1149.0,192.0,1352.0,151.0,37.0,414.0,9843.0
