ID,HerkomstBestemming,Perioden,TotaalZwareMetalenInEquivalenten_1,ArseenverbindingenAlsAs_2,CadmiumverbindingenAlsCd_3,ChroomverbindingenAlsCr_4,KoperverbindingenAlsCu_5,KwikverbindingenAlsHg_6,LoodverbindingenAlsPb_7,NikkelverbindingenAlsNi_8,ZinkverbindingenAlsZn_9,TotaalNutrientenInEquivalenten_10,FosforverbindingenAlsP_11,StikstofverbindingenAlsN_12
269,323200,2008JJ00,0.1,0.0,0.0,281.0,191.0,0.0,0.0,146.0,894.0,161.0,66774.0,946435.0
270,323200,2009JJ00,0.1,0.0,0.0,0.0,145.0,0.0,0.0,15.0,392.0,71.0,37195.0,334002.0
271,323200,2010JJ00,0.1,0.0,0.0,45.0,136.0,0.0,0.0,17.0,580.0,50.0,25051.0,254300.0
272,323705,1995JJ00,0.4,5.0,33.0,81.0,540.0,0.0,102.0,34.0,559.0,8.0,3202.0,47258.0
273,323705,1996JJ00,0.3,5.0,31.0,79.0,424.0,0.0,90.0,36.0,554.0,10.0,4179.0,60266.0
274,323705,1997JJ00,0.3,10.0,28.0,77.0,346.0,0.0,82.0,38.0,549.0,12.0,4831.0,68938.0
275,323705,1998JJ00,0.2,2.0,22.0,76.0,265.0,,73.0,40.0,553.0,13.0,5483.0,77610.0
276,323705,1999JJ00,0.2,4.0,17.0,75.0,182.0,0.0,64.0,42.0,556.0,15.0,6134.0,86282.0
277,323705,2000JJ00,0.1,2.0,6.0,77.0,139.0,0.0,60.0,43.0,576.0,16.0,6460.0,90618.0
278,323705,2001JJ00,0.1,2.0,0.0,70.0,139.0,0.0,61.0,39.0,648.0,18.0,9360.0,83446.0
279,323705,2002JJ00,0.1,2.0,1.0,63.0,138.0,0.0,61.0,35.0,717.0,26.0,12129.0,133978.0
280,323705,2003JJ00,0.1,1.0,1.0,54.0,136.0,0.0,62.0,30.0,1010.0,40.0,22415.0,175582.0
281,323705,2004JJ00,0.1,6.0,2.0,47.0,134.0,0.0,63.0,25.0,1145.0,54.0,27557.0,263407.0
282,323705,2005JJ00,0.1,1.0,1.0,43.0,131.0,0.0,64.0,22.0,1264.0,47.0,6324.0,405983.0
283,323705,2006JJ00,0.1,2.0,1.0,677.0,147.0,0.0,159.0,299.0,915.0,34.0,8964.0,255328.0
284,323705,2007JJ00,0.1,14.0,1.0,640.0,114.0,0.0,71.0,290.0,792.0,35.0,10345.0,248439.0
285,323705,2008JJ00,0.1,0.0,1.0,1219.0,99.0,0.0,35.0,557.0,904.0,20.0,6714.0,136630.0
286,323705,2009JJ00,0.0,2.0,0.0,12.0,60.0,0.0,16.0,23.0,796.0,23.0,8061.0,146285.0
287,323705,2010JJ00,0.0,1.0,0.0,9.0,64.0,0.0,22.0,21.0,354.0,9.0,3767.0,50684.0
288,323700,1995JJ00,0.3,0.0,33.0,55.0,454.0,0.0,44.0,8.0,277.0,5.0,2979.0,19247.0
289,323700,1996JJ00,0.3,0.0,30.0,45.0,339.0,0.0,34.0,8.0,266.0,6.0,3907.0,18707.0
290,323700,1997JJ00,0.2,4.0,28.0,35.0,262.0,0.0,26.0,8.0,256.0,6.0,4527.0,18348.0
291,323700,1998JJ00,0.2,1.0,22.0,25.0,181.0,0.0,19.0,8.0,243.0,7.0,5146.0,17988.0
292,323700,1999JJ00,0.1,2.0,17.0,14.0,99.0,0.0,11.0,9.0,230.0,8.0,5765.0,17628.0
293,323700,2000JJ00,0.1,1.0,5.0,4.0,57.0,0.0,8.0,9.0,211.0,8.0,6075.0,17448.0
294,323700,2001JJ00,0.0,0.0,0.0,4.0,52.0,0.0,8.0,8.0,254.0,10.0,8581.0,13093.0
295,323700,2002JJ00,0.0,0.0,0.0,4.0,46.0,0.0,8.0,7.0,294.0,18.0,11086.0,65502.0
296,323700,2003JJ00,0.0,0.0,0.0,4.0,40.0,0.0,8.0,6.0,468.0,32.0,21109.0,108984.0
297,323700,2004JJ00,0.0,0.0,0.0,5.0,33.0,0.0,8.0,5.0,544.0,46.0,26120.0,197747.0
298,323700,2005JJ00,0.0,0.0,0.0,5.0,25.0,0.0,8.0,4.0,771.0,38.0,4299.0,336127.0
299,323700,2006JJ00,0.1,0.0,0.0,331.0,61.0,0.0,114.0,152.0,409.0,24.0,5994.0,183424.0
300,323700,2007JJ00,0.0,0.0,0.0,330.0,39.0,0.0,20.0,150.0,511.0,26.0,8725.0,174906.0
301,323700,2008JJ00,0.1,0.0,0.0,646.0,35.0,0.0,13.0,289.0,448.0,11.0,4875.0,64890.0
302,323700,2009JJ00,0.0,0.0,0.0,1.0,12.0,0.0,4.0,8.0,534.0,16.0,6121.0,101628.0
303,323700,2010JJ00,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,116.0,3.0,1401.0,15386.0
304,324600,1995JJ00,0.0,5.0,0.0,25.0,86.0,0.0,58.0,26.0,282.0,3.0,223.0,28011.0
305,324600,1996JJ00,0.0,4.0,0.0,33.0,85.0,0.0,56.0,28.0,288.0,4.0,272.0,41558.0
306,324600,1997JJ00,0.0,6.0,1.0,41.0,84.0,0.0,55.0,30.0,293.0,5.0,304.0,50590.0
307,324600,1998JJ00,0.0,2.0,0.0,51.0,84.0,0.0,54.0,32.0,310.0,6.0,337.0,59622.0
308,324600,1999JJ00,0.0,2.0,0.0,61.0,83.0,0.0,53.0,33.0,326.0,7.0,369.0,68654.0
309,324600,2000JJ00,0.0,2.0,0.0,73.0,82.0,0.0,52.0,35.0,365.0,8.0,385.0,73170.0
310,324600,2001JJ00,0.1,2.0,0.0,66.0,87.0,0.0,53.0,31.0,394.0,8.0,780.0,70354.0
311,324600,2002JJ00,0.1,2.0,1.0,59.0,92.0,0.0,54.0,28.0,423.0,8.0,1043.0,68476.0
312,324600,2003JJ00,0.1,1.0,1.0,49.0,97.0,0.0,54.0,24.0,542.0,8.0,1306.0,66599.0
313,324600,2004JJ00,0.1,6.0,2.0,42.0,101.0,0.0,55.0,20.0,600.0,8.0,1438.0,65660.0
314,324600,2005JJ00,0.1,1.0,1.0,38.0,106.0,0.0,56.0,18.0,493.0,9.0,2025.0,69856.0
315,324600,2006JJ00,0.1,2.0,1.0,347.0,85.0,0.0,45.0,147.0,506.0,10.0,2970.0,71903.0
316,324600,2007JJ00,0.1,14.0,1.0,310.0,75.0,0.0,51.0,140.0,281.0,9.0,1620.0,73533.0
317,324600,2008JJ00,0.1,0.0,0.0,573.0,65.0,0.0,22.0,268.0,456.0,9.0,1839.0,71740.0
