ID,BedrijfstakBranchesSBI2008,NuttigeToepassingEnEindverwerking,Perioden,TotaalBedrijfsafvalstoffen_1,TotaalNietChemischAfval_2,Metaalafval_3,Glasafval_4,PapierKartonafval_5,KunststofRubberafval_6,Houtafval_7,TextielLederafval_8,DierlijkPlantaardigAfval_9,GemengdAfval_10,Slib_11,MineralenSteenachtigAfval_12,OverigNietChemischAfval_13,ChemischAfval_14,TotaalBedrijfsafvalstoffen_15,TotaalNuttigeToepassing_16,InzetAlsBrandstof_17,OverigNuttigeToepassing_18,TotaalEindverwerking_19,Verbranden_20,StortenLozen_21,ScheidenAchteraf_22
1365,324600,T001618,2005JJ00,143.0,141.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,32.0,1.0,101.0,0.0,3.0,143.0,,,,143.0,18.0,82.0,44.0
1366,324600,T001618,2006JJ00,143.0,138.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,34.0,1.0,91.0,1.0,5.0,143.0,,,,143.0,17.0,80.0,46.0
1367,324600,T001618,2007JJ00,142.0,137.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,92.0,1.0,5.0,142.0,,,,142.0,17.0,79.0,46.0
1368,324600,T001618,2008JJ00,141.0,137.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,32.0,1.0,97.0,0.0,4.0,141.0,,,,141.0,20.0,99.0,23.0
1369,324600,T001618,2009JJ00,118.0,114.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,27.0,1.0,81.0,0.0,4.0,118.0,,,,118.0,16.0,82.0,19.0
1370,324600,T001618,2010JJ00,114.0,107.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,0.0,68.0,0.0,7.0,114.0,,,,114.0,18.0,89.0,7.0
1371,324600,T001618,2011JJ00,122.0,115.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,38.0,0.0,74.0,0.0,7.0,122.0,,,,122.0,19.0,96.0,8.0
1372,324600,T001618,2012JJ00,89.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,72.0,0.0,1.0,89.0,,,,89.0,0.0,81.0,8.0
1373,324600,T001618,2013JJ00,83.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,1.0,67.0,0.0,1.0,83.0,,,,83.0,0.0,75.0,8.0
1374,324600,T001618,2014JJ00,33.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,0.0,3.0,33.0,,,,33.0,2.0,23.0,8.0
1375,324600,T001618,2015JJ00,34.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,21.0,0.0,3.0,34.0,,,,34.0,2.0,24.0,8.0
1376,324600,T001618,2016JJ00,78.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,74.0,0.0,1.0,78.0,,,,78.0,0.0,74.0,4.0
1377,324600,T001618,2017JJ00,82.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,77.0,0.0,1.0,82.0,,,,82.0,0.0,77.0,4.0
1378,324600,T001618,2018JJ00,56.0,55.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,48.0,0.0,1.0,56.0,,,,56.0,0.0,48.0,8.0
1379,324600,T001618,2019JJ00,57.0,57.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,49.0,0.0,1.0,57.0,,,,57.0,0.0,49.0,8.0
1380,328110,T001523,1994JJ00,,,,,,,,,,,,,,,,,,,,,,
1381,328110,T001523,1996JJ00,,,,,,,,,,,,,,,,,,,,,,
1382,328110,T001523,1998JJ00,,,,,,,,,,,,,,,,,,,,,,
1383,328110,T001523,2000JJ00,,,,,,,,,,,,,,,,,,,,,,
1384,328110,T001523,2001JJ00,,,,,,,,,,,,,,,,,,,,,,
1385,328110,T001523,2002JJ00,,,,,,,,,,,,,,,,,,,,,,
1386,328110,T001523,2003JJ00,,,,,,,,,,,,,,,,,,,,,,
1387,328110,T001523,2004JJ00,,,,,,,,,,,,,,,,,,,,,,
1388,328110,T001523,2005JJ00,,,,,,,,,,,,,,,,,,,,,,
1389,328110,T001523,2006JJ00,,,,,,,,,,,,,,,,,,,,,,
1390,328110,T001523,2007JJ00,,,,,,,,,,,,,,,,,,,,,,
1391,328110,T001523,2008JJ00,3540.0,3278.0,590.0,3.0,63.0,16.0,45.0,0.0,10.0,187.0,1.0,2357.0,2.0,263.0,3540.0,3235.0,23.0,3212.0,305.0,129.0,120.0,56.0
1392,328110,T001523,2009JJ00,2509.0,2283.0,467.0,3.0,50.0,12.0,38.0,0.0,9.0,165.0,0.0,1533.0,2.0,225.0,2509.0,2252.0,18.0,2235.0,257.0,104.0,112.0,42.0
1393,328110,T001523,2010JJ00,2456.0,2246.0,447.0,6.0,69.0,9.0,37.0,0.0,7.0,253.0,0.0,1419.0,0.0,210.0,2456.0,2188.0,30.0,2158.0,269.0,119.0,124.0,25.0
1394,328110,T001523,2011JJ00,2574.0,2425.0,474.0,6.0,73.0,10.0,40.0,0.0,7.0,266.0,0.0,1548.0,1.0,149.0,2574.0,2357.0,32.0,2327.0,217.0,125.0,64.0,27.0
1395,328110,T001523,2012JJ00,2487.0,2255.0,377.0,3.0,69.0,18.0,46.0,0.0,4.0,262.0,1.0,1471.0,2.0,232.0,2487.0,2297.0,131.0,2166.0,190.0,59.0,103.0,28.0
1396,328110,T001523,2013JJ00,2418.0,2198.0,373.0,3.0,68.0,18.0,45.0,0.0,4.0,262.0,1.0,1421.0,2.0,220.0,2418.0,2230.0,142.0,2088.0,188.0,58.0,102.0,28.0
1397,328110,T001523,2014JJ00,2415.0,2235.0,388.0,2.0,52.0,15.0,33.0,0.0,5.0,234.0,13.0,1490.0,3.0,180.0,2415.0,2266.0,125.0,2142.0,148.0,32.0,94.0,22.0
1398,328110,T001523,2015JJ00,2410.0,2238.0,401.0,2.0,53.0,15.0,34.0,0.0,5.0,237.0,13.0,1472.0,3.0,172.0,2410.0,2258.0,128.0,2130.0,152.0,33.0,96.0,23.0
1399,328110,T001523,2016JJ00,2457.0,2282.0,409.0,3.0,79.0,18.0,47.0,0.0,7.0,230.0,4.0,1484.0,2.0,175.0,2457.0,2297.0,136.0,2161.0,160.0,41.0,108.0,11.0
1400,328110,T001523,2017JJ00,2629.0,2454.0,448.0,3.0,85.0,18.0,50.0,0.0,7.0,243.0,4.0,1595.0,2.0,175.0,2629.0,2465.0,143.0,2322.0,164.0,41.0,112.0,11.0
1401,328110,T001523,2018JJ00,2515.0,2349.0,424.0,4.0,70.0,14.0,51.0,0.0,6.0,188.0,1.0,1587.0,4.0,166.0,2515.0,2358.0,95.0,2264.0,156.0,29.0,100.0,27.0
1402,328110,T001523,2019JJ00,2410.0,2246.0,446.0,4.0,71.0,15.0,51.0,0.0,6.0,196.0,0.0,1452.0,5.0,164.0,2410.0,2242.0,100.0,2141.0,168.0,28.0,100.0,39.0
1403,328110,T001617,1994JJ00,,,,,,,,,,,,,,,,,,,,,,
1404,328110,T001617,1996JJ00,,,,,,,,,,,,,,,,,,,,,,
1405,328110,T001617,1998JJ00,,,,,,,,,,,,,,,,,,,,,,
1406,328110,T001617,2000JJ00,,,,,,,,,,,,,,,,,,,,,,
1407,328110,T001617,2001JJ00,,,,,,,,,,,,,,,,,,,,,,
1408,328110,T001617,2002JJ00,,,,,,,,,,,,,,,,,,,,,,
1409,328110,T001617,2003JJ00,,,,,,,,,,,,,,,,,,,,,,
1410,328110,T001617,2004JJ00,,,,,,,,,,,,,,,,,,,,,,
1411,328110,T001617,2005JJ00,,,,,,,,,,,,,,,,,,,,,,
1412,328110,T001617,2006JJ00,,,,,,,,,,,,,,,,,,,,,,
1413,328110,T001617,2007JJ00,,,,,,,,,,,,,,,,,,,,,,
1414,328110,T001617,2008JJ00,3235.0,3093.0,584.0,1.0,57.0,7.0,39.0,0.0,9.0,61.0,0.0,2331.0,2.0,141.0,3235.0,3235.0,23.0,3212.0,,,,
1415,328110,T001617,2009JJ00,2252.0,2132.0,462.0,1.0,45.0,5.0,31.0,0.0,7.0,64.0,0.0,1512.0,2.0,121.0,2252.0,2252.0,18.0,2235.0,,,,
1416,328110,T001617,2010JJ00,2188.0,2070.0,445.0,5.0,68.0,8.0,35.0,0.0,4.0,105.0,0.0,1400.0,0.0,119.0,2188.0,2188.0,30.0,2158.0,,,,
1417,328110,T001617,2011JJ00,2357.0,2235.0,471.0,6.0,72.0,9.0,37.0,0.0,4.0,107.0,0.0,1528.0,1.0,121.0,2357.0,2357.0,32.0,2327.0,,,,
1418,328110,T001617,2012JJ00,2297.0,2169.0,367.0,3.0,69.0,18.0,45.0,0.0,3.0,223.0,0.0,1439.0,2.0,128.0,2297.0,2297.0,131.0,2166.0,,,,
1419,328110,T001617,2013JJ00,2230.0,2112.0,363.0,3.0,68.0,18.0,44.0,0.0,3.0,223.0,0.0,1388.0,2.0,118.0,2230.0,2230.0,142.0,2088.0,,,,
1420,328110,T001617,2014JJ00,2266.0,2160.0,386.0,2.0,51.0,14.0,32.0,0.0,4.0,203.0,4.0,1459.0,2.0,107.0,2266.0,2266.0,125.0,2142.0,,,,
1421,328110,T001617,2015JJ00,2258.0,2160.0,400.0,2.0,53.0,15.0,33.0,0.0,4.0,205.0,4.0,1441.0,3.0,97.0,2258.0,2258.0,128.0,2130.0,,,,
1422,328110,T001617,2016JJ00,2297.0,2201.0,398.0,3.0,79.0,18.0,45.0,0.0,4.0,212.0,1.0,1441.0,2.0,96.0,2297.0,2297.0,136.0,2161.0,,,,
1423,328110,T001617,2017JJ00,2465.0,2371.0,436.0,3.0,85.0,18.0,48.0,0.0,4.0,223.0,1.0,1551.0,2.0,94.0,2465.0,2465.0,143.0,2322.0,,,,
1424,328110,T001617,2018JJ00,2358.0,2257.0,418.0,4.0,69.0,12.0,48.0,0.0,6.0,160.0,1.0,1537.0,2.0,101.0,2358.0,2358.0,95.0,2264.0,,,,
1425,328110,T001617,2019JJ00,2242.0,2146.0,440.0,4.0,71.0,13.0,49.0,0.0,5.0,165.0,0.0,1397.0,2.0,96.0,2242.0,2242.0,100.0,2141.0,,,,
1426,328110,T001618,1994JJ00,,,,,,,,,,,,,,,,,,,,,,
1427,328110,T001618,1996JJ00,,,,,,,,,,,,,,,,,,,,,,
1428,328110,T001618,1998JJ00,,,,,,,,,,,,,,,,,,,,,,
1429,328110,T001618,2000JJ00,,,,,,,,,,,,,,,,,,,,,,
1430,328110,T001618,2001JJ00,,,,,,,,,,,,,,,,,,,,,,
1431,328110,T001618,2002JJ00,,,,,,,,,,,,,,,,,,,,,,
1432,328110,T001618,2003JJ00,,,,,,,,,,,,,,,,,,,,,,
1433,328110,T001618,2004JJ00,,,,,,,,,,,,,,,,,,,,,,
1434,328110,T001618,2005JJ00,,,,,,,,,,,,,,,,,,,,,,
1435,328110,T001618,2006JJ00,,,,,,,,,,,,,,,,,,,,,,
1436,328110,T001618,2007JJ00,,,,,,,,,,,,,,,,,,,,,,
1437,328110,T001618,2008JJ00,305.0,185.0,6.0,2.0,6.0,9.0,6.0,0.0,1.0,126.0,1.0,26.0,0.0,122.0,305.0,,,,305.0,129.0,120.0,56.0
1438,328110,T001618,2009JJ00,257.0,151.0,5.0,2.0,5.0,7.0,7.0,0.0,2.0,101.0,0.0,21.0,0.0,104.0,257.0,,,,257.0,104.0,112.0,42.0
1439,328110,T001618,2010JJ00,269.0,176.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,150.0,0.0,19.0,0.0,88.0,269.0,,,,269.0,119.0,124.0,25.0
1440,328110,T001618,2011JJ00,217.0,189.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,161.0,0.0,20.0,0.0,26.0,217.0,,,,217.0,125.0,64.0,27.0
1441,328110,T001618,2012JJ00,190.0,86.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,39.0,1.0,33.0,0.0,104.0,190.0,,,,190.0,59.0,103.0,28.0
1442,328110,T001618,2013JJ00,188.0,86.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,39.0,1.0,33.0,0.0,102.0,188.0,,,,188.0,58.0,102.0,28.0
1443,328110,T001618,2014JJ00,148.0,75.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,31.0,9.0,31.0,0.0,73.0,148.0,,,,148.0,32.0,94.0,22.0
1444,328110,T001618,2015JJ00,152.0,77.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,32.0,9.0,31.0,0.0,74.0,152.0,,,,152.0,33.0,96.0,23.0
1445,328110,T001618,2016JJ00,160.0,81.0,11.0,0.0,0.0,0.0,2.0,0.0,3.0,19.0,3.0,43.0,0.0,79.0,160.0,,,,160.0,41.0,108.0,11.0
1446,328110,T001618,2017JJ00,164.0,83.0,12.0,0.0,0.0,0.0,2.0,0.0,3.0,19.0,3.0,44.0,0.0,81.0,164.0,,,,164.0,41.0,112.0,11.0
1447,328110,T001618,2018JJ00,156.0,91.0,6.0,0.0,0.0,2.0,3.0,0.0,1.0,27.0,0.0,50.0,3.0,65.0,156.0,,,,156.0,29.0,100.0,27.0
1448,328110,T001618,2019JJ00,168.0,100.0,6.0,0.0,0.0,2.0,3.0,0.0,1.0,31.0,0.0,54.0,3.0,68.0,168.0,,,,168.0,28.0,100.0,39.0
1449,328105,T001523,1994JJ00,2953.0,2825.0,342.0,0.0,6.0,1.0,3.0,0.0,4.0,49.0,0.0,2419.0,0.0,127.0,2953.0,2625.0,,2625.0,328.0,9.0,247.0,72.0
1450,328105,T001523,1996JJ00,2798.0,2649.0,308.0,0.0,10.0,3.0,11.0,0.0,0.0,56.0,0.0,2261.0,0.0,149.0,2798.0,2503.0,,2503.0,295.0,15.0,202.0,79.0
1451,328105,T001523,1998JJ00,3088.0,2917.0,354.0,1.0,12.0,1.0,18.0,0.0,0.0,67.0,0.0,2464.0,0.0,171.0,3088.0,2780.0,,2780.0,308.0,28.0,224.0,57.0
1452,328105,T001523,2000JJ00,2945.0,2757.0,404.0,1.0,19.0,4.0,15.0,0.0,0.0,68.0,0.0,2245.0,0.0,188.0,2945.0,2727.0,,2727.0,218.0,32.0,120.0,66.0
1453,328105,T001523,2001JJ00,2701.0,2521.0,368.0,1.0,19.0,3.0,15.0,0.0,0.0,70.0,0.0,2045.0,0.0,180.0,2701.0,2587.0,,2587.0,114.0,38.0,58.0,18.0
1454,328105,T001523,2002JJ00,2747.0,2569.0,371.0,1.0,27.0,4.0,20.0,0.0,0.0,81.0,0.0,2065.0,0.0,178.0,2747.0,2611.0,,2611.0,136.0,41.0,80.0,15.0
1455,328105,T001523,2003JJ00,2782.0,2593.0,357.0,1.0,26.0,5.0,21.0,0.0,0.0,80.0,0.0,2103.0,0.0,189.0,2782.0,2626.0,,2626.0,156.0,46.0,94.0,16.0
1456,328105,T001523,2004JJ00,3097.0,2975.0,359.0,1.0,16.0,6.0,14.0,0.0,1.0,88.0,0.0,2484.0,5.0,123.0,3097.0,2965.0,1.0,2964.0,132.0,62.0,52.0,16.0
1457,328105,T001523,2005JJ00,3200.0,3067.0,382.0,1.0,16.0,6.0,14.0,0.0,1.0,88.0,0.0,2555.0,5.0,133.0,3200.0,3065.0,3.0,3063.0,135.0,62.0,55.0,17.0
1458,328105,T001523,2006JJ00,2972.0,2820.0,432.0,1.0,24.0,4.0,16.0,0.0,1.0,82.0,0.0,2258.0,2.0,152.0,2972.0,2844.0,5.0,2839.0,128.0,67.0,58.0,5.0
1459,328105,T001523,2007JJ00,3105.0,2961.0,450.0,1.0,24.0,4.0,16.0,0.0,1.0,86.0,0.0,2377.0,2.0,144.0,3105.0,3012.0,5.0,3007.0,93.0,54.0,34.0,5.0
1460,328105,T001523,2008JJ00,3087.0,2861.0,391.0,2.0,18.0,10.0,12.0,0.0,8.0,77.0,1.0,2341.0,0.0,227.0,3087.0,2926.0,16.0,2910.0,161.0,49.0,97.0,16.0
1461,328105,T001523,2009JJ00,2151.0,1948.0,311.0,2.0,14.0,8.0,10.0,0.0,7.0,76.0,0.0,1519.0,0.0,202.0,2151.0,2006.0,12.0,1994.0,145.0,40.0,91.0,13.0
1462,328105,T001523,2010JJ00,2074.0,1870.0,289.0,5.0,22.0,3.0,10.0,0.0,3.0,138.0,0.0,1401.0,0.0,204.0,2074.0,1907.0,4.0,1903.0,167.0,53.0,108.0,5.0
1463,328105,T001523,2011JJ00,2154.0,2010.0,299.0,5.0,23.0,3.0,11.0,0.0,3.0,139.0,0.0,1529.0,0.0,143.0,2154.0,2048.0,4.0,2044.0,106.0,55.0,45.0,5.0
1464,328105,T001523,2012JJ00,2120.0,1894.0,222.0,2.0,24.0,7.0,15.0,0.0,1.0,163.0,1.0,1460.0,0.0,226.0,2120.0,1950.0,39.0,1911.0,170.0,56.0,98.0,16.0
1465,328105,T001523,2013JJ00,2044.0,1831.0,220.0,2.0,23.0,7.0,14.0,0.0,1.0,164.0,1.0,1397.0,0.0,214.0,2044.0,1876.0,39.0,1837.0,168.0,56.0,97.0,16.0
1466,328105,T001523,2014JJ00,2049.0,1879.0,225.0,1.0,21.0,8.0,11.0,0.0,1.0,143.0,9.0,1459.0,0.0,170.0,2049.0,1928.0,47.0,1880.0,121.0,29.0,84.0,8.0
1467,328105,T001523,2015JJ00,2027.0,1866.0,230.0,1.0,21.0,8.0,11.0,0.0,1.0,144.0,9.0,1440.0,0.0,161.0,2027.0,1905.0,48.0,1856.0,123.0,29.0,85.0,8.0
1468,328105,T001523,2016JJ00,2058.0,1887.0,246.0,2.0,26.0,4.0,17.0,0.0,1.0,135.0,3.0,1453.0,0.0,170.0,2058.0,1922.0,45.0,1876.0,136.0,35.0,93.0,8.0
1469,328105,T001523,2017JJ00,2176.0,2006.0,253.0,2.0,26.0,4.0,17.0,0.0,1.0,140.0,3.0,1560.0,0.0,170.0,2176.0,2037.0,47.0,1990.0,140.0,35.0,96.0,8.0
1470,328105,T001523,2018JJ00,2145.0,1984.0,268.0,3.0,27.0,5.0,21.0,0.0,2.0,107.0,0.0,1549.0,2.0,161.0,2145.0,2023.0,29.0,1994.0,122.0,26.0,88.0,8.0
1471,328105,T001523,2019JJ00,2047.0,1893.0,286.0,3.0,29.0,6.0,20.0,0.0,1.0,112.0,0.0,1433.0,2.0,154.0,2047.0,1922.0,41.0,1881.0,125.0,25.0,87.0,13.0
1472,328105,T001617,1994JJ00,2625.0,2497.0,334.0,0.0,6.0,1.0,3.0,0.0,4.0,0.0,0.0,2148.0,0.0,127.0,2625.0,2625.0,,2625.0,,,,
1473,328105,T001617,1996JJ00,2503.0,2375.0,308.0,0.0,10.0,3.0,11.0,0.0,0.0,0.0,0.0,2043.0,0.0,128.0,2503.0,2503.0,,2503.0,,,,
1474,328105,T001617,1998JJ00,2780.0,2611.0,352.0,1.0,12.0,1.0,16.0,0.0,0.0,0.0,0.0,2229.0,0.0,169.0,2780.0,2780.0,,2780.0,,,,
1475,328105,T001617,2000JJ00,2727.0,2600.0,397.0,1.0,19.0,3.0,14.0,0.0,0.0,0.0,0.0,2166.0,0.0,126.0,2727.0,2727.0,,2727.0,,,,
1476,328105,T001617,2001JJ00,2587.0,2434.0,367.0,1.0,19.0,3.0,14.0,0.0,0.0,4.0,0.0,2026.0,0.0,153.0,2587.0,2587.0,,2587.0,,,,
1477,328105,T001617,2002JJ00,2611.0,2459.0,371.0,1.0,25.0,3.0,19.0,0.0,0.0,13.0,0.0,2027.0,0.0,152.0,2611.0,2611.0,,2611.0,,,,
1478,328105,T001617,2003JJ00,2626.0,2462.0,356.0,1.0,24.0,3.0,19.0,0.0,0.0,13.0,0.0,2046.0,0.0,164.0,2626.0,2626.0,,2626.0,,,,
1479,328105,T001617,2004JJ00,2965.0,2848.0,344.0,1.0,15.0,6.0,12.0,0.0,0.0,9.0,0.0,2454.0,5.0,119.0,2965.0,2965.0,1.0,2964.0,,,,
1480,328105,T001617,2005JJ00,3065.0,2937.0,366.0,1.0,15.0,6.0,12.0,0.0,0.0,9.0,0.0,2520.0,5.0,129.0,3065.0,3065.0,3.0,3063.0,,,,
1481,328105,T001617,2006JJ00,2844.0,2716.0,431.0,1.0,23.0,3.0,14.0,0.0,0.0,25.0,0.0,2220.0,0.0,128.0,2844.0,2844.0,5.0,2839.0,,,,
1482,328105,T001617,2007JJ00,3012.0,2874.0,449.0,1.0,23.0,3.0,14.0,0.0,0.0,27.0,0.0,2356.0,0.0,138.0,3012.0,3012.0,5.0,3007.0,,,,
1483,328105,T001617,2008JJ00,2926.0,2787.0,388.0,1.0,17.0,2.0,11.0,0.0,8.0,43.0,0.0,2317.0,0.0,139.0,2926.0,2926.0,16.0,2910.0,,,,
1484,328105,T001617,2009JJ00,2006.0,1887.0,307.0,1.0,13.0,1.0,8.0,0.0,6.0,48.0,0.0,1501.0,0.0,119.0,2006.0,2006.0,12.0,1994.0,,,,
1485,328105,T001617,2010JJ00,1907.0,1788.0,289.0,4.0,22.0,3.0,9.0,0.0,2.0,76.0,0.0,1383.0,0.0,119.0,1907.0,1907.0,4.0,1903.0,,,,
1486,328105,T001617,2011JJ00,2048.0,1926.0,299.0,5.0,22.0,3.0,10.0,0.0,2.0,75.0,0.0,1510.0,0.0,121.0,2048.0,2048.0,4.0,2044.0,,,,
1487,328105,T001617,2012JJ00,1950.0,1824.0,212.0,2.0,24.0,7.0,14.0,0.0,1.0,137.0,0.0,1428.0,0.0,126.0,1950.0,1950.0,39.0,1911.0,,,,
1488,328105,T001617,2013JJ00,1876.0,1761.0,210.0,2.0,23.0,7.0,14.0,0.0,1.0,138.0,0.0,1365.0,0.0,115.0,1876.0,1876.0,39.0,1837.0,,,,
1489,328105,T001617,2014JJ00,1928.0,1822.0,225.0,1.0,21.0,8.0,11.0,0.0,1.0,125.0,0.0,1430.0,0.0,106.0,1928.0,1928.0,47.0,1880.0,,,,
1490,328105,T001617,2015JJ00,1905.0,1808.0,230.0,1.0,21.0,8.0,11.0,0.0,1.0,125.0,0.0,1411.0,0.0,97.0,1905.0,1905.0,48.0,1856.0,,,,
1491,328105,T001617,2016JJ00,1922.0,1826.0,236.0,2.0,26.0,4.0,16.0,0.0,1.0,123.0,0.0,1418.0,0.0,96.0,1922.0,1922.0,45.0,1876.0,,,,
1492,328105,T001617,2017JJ00,2037.0,1943.0,242.0,2.0,26.0,4.0,16.0,0.0,1.0,128.0,0.0,1524.0,0.0,94.0,2037.0,2037.0,47.0,1990.0,,,,
1493,328105,T001617,2018JJ00,2023.0,1923.0,265.0,3.0,27.0,4.0,21.0,0.0,2.0,94.0,0.0,1507.0,0.0,100.0,2023.0,2023.0,29.0,1994.0,,,,
1494,328105,T001617,2019JJ00,1922.0,1827.0,284.0,3.0,29.0,5.0,20.0,0.0,1.0,99.0,0.0,1386.0,1.0,95.0,1922.0,1922.0,41.0,1881.0,,,,
1495,328105,T001618,1994JJ00,328.0,328.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,271.0,0.0,0.0,328.0,,,,328.0,9.0,247.0,72.0
1496,328105,T001618,1996JJ00,295.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,218.0,0.0,21.0,295.0,,,,295.0,15.0,202.0,79.0
1497,328105,T001618,1998JJ00,308.0,306.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,0.0,235.0,0.0,2.0,308.0,,,,308.0,28.0,224.0,57.0
1498,328105,T001618,2000JJ00,218.0,157.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,68.0,0.0,79.0,0.0,61.0,218.0,,,,218.0,32.0,120.0,66.0
1499,328105,T001618,2001JJ00,113.0,86.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,0.0,19.0,0.0,27.0,113.0,,,,113.0,38.0,58.0,18.0
1500,328105,T001618,2002JJ00,136.0,110.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,68.0,0.0,38.0,0.0,26.0,136.0,,,,136.0,41.0,80.0,15.0
1501,328105,T001618,2003JJ00,156.0,131.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,67.0,0.0,57.0,0.0,25.0,156.0,,,,156.0,46.0,94.0,16.0
1502,328105,T001618,2004JJ00,132.0,127.0,15.0,0.0,1.0,0.0,2.0,0.0,1.0,79.0,0.0,30.0,0.0,4.0,132.0,,,,132.0,62.0,52.0,16.0
1503,328105,T001618,2005JJ00,135.0,130.0,16.0,0.0,1.0,0.0,2.0,0.0,1.0,79.0,0.0,35.0,0.0,4.0,135.0,,,,135.0,62.0,55.0,17.0
1504,328105,T001618,2006JJ00,128.0,104.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,57.0,0.0,38.0,2.0,24.0,128.0,,,,128.0,67.0,58.0,5.0
1505,328105,T001618,2007JJ00,93.0,87.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,59.0,0.0,21.0,2.0,6.0,93.0,,,,93.0,54.0,34.0,5.0
1506,328105,T001618,2008JJ00,161.0,74.0,3.0,1.0,1.0,8.0,1.0,0.0,0.0,34.0,1.0,24.0,0.0,88.0,161.0,,,,161.0,49.0,97.0,16.0
1507,328105,T001618,2009JJ00,145.0,61.0,4.0,1.0,1.0,7.0,2.0,0.0,1.0,28.0,0.0,18.0,0.0,83.0,145.0,,,,145.0,40.0,91.0,13.0
1508,328105,T001618,2010JJ00,167.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,18.0,0.0,84.0,167.0,,,,167.0,53.0,108.0,5.0
1509,328105,T001618,2011JJ00,106.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,19.0,0.0,21.0,106.0,,,,106.0,55.0,45.0,5.0
1510,328105,T001618,2012JJ00,170.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,1.0,32.0,0.0,100.0,170.0,,,,170.0,56.0,98.0,16.0
1511,328105,T001618,2013JJ00,168.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,1.0,32.0,0.0,98.0,168.0,,,,168.0,56.0,97.0,16.0
1512,328105,T001618,2014JJ00,121.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,9.0,29.0,0.0,64.0,121.0,,,,121.0,29.0,84.0,8.0
1513,328105,T001618,2015JJ00,123.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,9.0,29.0,0.0,65.0,123.0,,,,123.0,29.0,85.0,8.0
1514,328105,T001618,2016JJ00,136.0,61.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,2.0,35.0,0.0,75.0,136.0,,,,136.0,35.0,93.0,8.0
1515,328105,T001618,2017JJ00,140.0,63.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,3.0,36.0,0.0,76.0,140.0,,,,140.0,35.0,96.0,8.0
1516,328105,T001618,2018JJ00,122.0,61.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,42.0,1.0,61.0,122.0,,,,122.0,26.0,88.0,8.0
1517,328105,T001618,2019JJ00,125.0,65.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,46.0,1.0,59.0,125.0,,,,125.0,25.0,87.0,13.0
1518,328100,T001523,1994JJ00,2652.0,2529.0,95.0,0.0,2.0,0.0,1.0,0.0,0.0,15.0,0.0,2416.0,0.0,123.0,2652.0,2364.0,,2364.0,288.0,1.0,216.0,71.0
1519,328100,T001523,1996JJ00,2451.0,2323.0,79.0,0.0,2.0,2.0,4.0,0.0,0.0,21.0,0.0,2215.0,0.0,128.0,2451.0,2193.0,,2193.0,258.0,2.0,180.0,76.0
