ID,ProductgroepenEnOverigePosten,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12,WaardeInWerkelijkePrijzen_13,WaardePrijsniveau2005_14,VolumemutatieTOVVoorafgaandJaar_15,Prijsindexcijfers_16,WaardeInWerkelijkePrijzen_17,WaardePrijsniveau2005_18,VolumemutatieTOVVoorafgaandJaar_19,Prijsindexcijfers_20,WaardeInWerkelijkePrijzen_21,WaardePrijsniveau2005_22,VolumemutatieTOVVoorafgaandJaar_23,Prijsindexcijfers_24,WaardeInWerkelijkePrijzen_25,WaardePrijsniveau2005_26,VolumemutatieTOVVoorafgaandJaar_27,Prijsindexcijfers_28,WaardeInWerkelijkePrijzen_29,WaardeInWerkelijkePrijzen_30,WaardePrijsniveau2005_31,VolumemutatieTOVVoorafgaandJaar_32,Prijsindexcijfers_33
599,2300000,2012JJ00,105077.0,90701.0,6.1,115.8,55688.0,42481.0,6.8,131.1,49389.0,48255.0,5.3,102.3,120285.0,105228.0,5.7,114.3,38357.0,29264.0,4.8,131.1,10454.0,10460.0,-3.4,99.9,,,,,689.0,70785.0,63089.0,6.1,112.2
600,2400000,1988JJ00,6354.0,6968.0,,91.2,3607.0,4148.0,,87.0,2747.0,2882.0,,95.3,7473.0,8469.0,,88.2,3751.0,4360.0,,86.0,701.0,846.0,,82.9,145.0,156.0,,93.0,-11.0,2887.0,3144.0,,91.8
601,2400000,1989JJ00,7168.0,7717.0,10.7,92.9,4034.0,4573.0,10.3,88.2,3134.0,3210.0,11.4,97.6,8366.0,9368.0,10.6,89.3,4186.0,4819.0,10.5,86.9,749.0,894.0,5.7,83.8,162.0,174.0,11.7,93.0,81.0,3188.0,3415.0,8.6,93.3
602,2400000,1990JJ00,7626.0,8250.0,6.9,92.4,4250.0,4825.0,5.5,88.1,3376.0,3491.0,8.7,96.7,8961.0,9979.0,6.5,89.8,4488.0,5114.0,6.1,87.8,785.0,925.0,3.5,84.9,165.0,177.0,1.9,93.0,143.0,3380.0,3611.0,5.7,93.6
603,2400000,1991JJ00,7959.0,8458.0,2.5,94.1,4383.0,4899.0,1.5,89.5,3576.0,3622.0,3.8,98.7,9361.0,10225.0,2.5,91.5,4719.0,5279.0,3.2,89.4,821.0,929.0,0.4,88.4,170.0,183.0,3.0,93.0,120.0,3531.0,3719.0,3.0,94.9
604,2400000,1992JJ00,8112.0,8671.0,2.5,93.6,4365.0,4900.0,0.0,89.1,3747.0,3824.0,5.6,98.0,9580.0,10468.0,2.4,91.5,4856.0,5424.0,2.7,89.5,835.0,917.0,-1.2,91.0,165.0,177.0,-2.9,93.0,107.0,3617.0,3847.0,3.4,94.0
605,2400000,1993JJ00,7844.0,8597.0,-0.9,91.2,4109.0,4762.0,-2.8,86.3,3735.0,3879.0,1.4,96.3,9309.0,10385.0,-0.8,89.6,4666.0,5285.0,-2.6,88.3,852.0,930.0,1.4,91.6,157.0,169.0,-4.8,93.0,-2.0,3636.0,4009.0,4.2,90.7
606,2400000,1994JJ00,8484.0,9384.0,9.2,90.4,4317.0,5047.0,6.0,85.5,4167.0,4369.0,12.6,95.4,10003.0,11256.0,8.4,88.9,4947.0,5597.0,5.9,88.4,864.0,941.0,1.2,91.8,165.0,177.0,5.1,93.0,-5.0,4032.0,4551.0,13.5,88.6
607,2400000,1995JJ00,9359.0,10076.0,7.4,92.9,4647.0,5184.0,2.7,89.6,4712.0,4903.0,12.2,96.1,11014.0,12090.0,7.4,91.1,5300.0,5815.0,3.9,91.1,939.0,1025.0,8.9,91.6,168.0,181.0,1.8,93.0,48.0,4559.0,5019.0,10.3,90.8
608,2400000,1996JJ00,9337.0,10118.0,0.4,92.3,4576.0,5176.0,-0.2,88.4,4761.0,4951.0,1.0,96.2,11112.0,12153.0,0.5,91.4,5351.0,5873.0,1.0,91.1,964.0,1042.0,1.6,92.5,183.0,196.0,8.3,93.5,29.0,4585.0,5014.0,-0.1,91.5
609,2400000,1997JJ00,9898.0,10759.0,6.3,92.0,4841.0,5483.0,5.9,88.3,5057.0,5283.0,6.7,95.7,11785.0,12969.0,6.7,90.9,5614.0,6206.0,5.7,90.5,1036.0,1124.0,7.9,92.2,207.0,223.0,13.7,93.0,68.0,4860.0,5348.0,6.7,90.9
610,2400000,1998JJ00,10459.0,11352.0,5.5,92.1,5179.0,5850.0,6.7,88.5,5280.0,5515.0,4.4,95.7,12513.0,13732.0,5.9,91.1,6098.0,6709.0,8.1,90.9,1122.0,1215.0,8.1,92.4,237.0,255.0,14.5,93.0,103.0,4953.0,5446.0,1.8,90.9
611,2400000,1999JJ00,10659.0,11558.0,1.8,92.2,5258.0,5921.0,1.2,88.8,5401.0,5648.0,2.4,95.6,12904.0,14079.0,2.5,91.7,6247.0,6816.0,1.6,91.7,1215.0,1307.0,7.6,93.0,256.0,275.0,8.0,93.0,98.0,5088.0,5575.0,2.4,91.3
612,2400000,2000JJ00,11402.0,11993.0,3.8,95.1,5592.0,6049.0,2.2,92.4,5810.0,5948.0,5.3,97.7,13802.0,14614.0,3.8,94.4,6677.0,7090.0,4.0,94.2,1285.0,1357.0,3.9,94.7,269.0,285.0,3.5,94.4,1.0,5570.0,5883.0,5.5,94.7
613,2400000,2001JJ00,11653.0,12036.0,0.4,96.8,5649.0,5986.0,-1.0,94.4,6004.0,6050.0,1.7,99.2,14190.0,14680.0,0.4,96.7,6829.0,7112.0,0.3,96.0,1359.0,1376.0,1.4,98.7,295.0,306.0,7.4,96.4,15.0,5692.0,5872.0,-0.2,96.9
614,2400000,2002JJ00,11857.0,12194.0,1.3,97.2,5810.0,6150.0,2.7,94.5,6047.0,6048.0,0.0,100.0,14496.0,14864.0,1.3,97.5,6886.0,7084.0,-0.4,97.2,1431.0,1426.0,3.6,100.3,271.0,276.0,-9.8,98.2,24.0,5884.0,6053.0,3.1,97.2
615,2400000,2003JJ00,11690.0,12024.0,-1.4,97.2,5746.0,5997.0,-2.5,95.8,5944.0,6027.0,-0.3,98.6,14313.0,14662.0,-1.4,97.6,6672.0,6878.0,-2.9,97.0,1448.0,1436.0,0.7,100.8,279.0,282.0,2.2,98.9,7.0,5907.0,6057.0,0.1,97.5
616,2400000,2004JJ00,11916.0,12299.0,2.3,96.9,5871.0,6115.0,2.0,96.0,6045.0,6184.0,2.6,97.8,14575.0,14975.0,2.1,97.3,6752.0,6940.0,0.9,97.3,1439.0,1440.0,0.3,99.9,286.0,290.0,2.9,98.6,17.0,6081.0,6288.0,3.8,96.7
617,2400000,2005JJ00,12544.0,12544.0,2.0,100.0,6269.0,6269.0,2.5,100.0,6275.0,6275.0,1.5,100.0,15256.0,15256.0,1.9,100.0,7099.0,7099.0,2.3,100.0,1444.0,1444.0,0.3,100.0,280.0,280.0,-3.5,100.0,9.0,6424.0,6424.0,2.2,100.0
618,2400000,2006JJ00,13479.0,13125.0,4.6,102.7,6709.0,6529.0,4.1,102.8,6770.0,6596.0,5.1,102.6,16355.0,15974.0,4.7,102.4,7556.0,7370.0,3.8,102.5,1507.0,1499.0,3.8,100.5,318.0,315.0,12.5,101.0,60.0,6914.0,6734.0,4.8,102.7
619,2400000,2007JJ00,14403.0,13797.0,5.1,104.4,7092.0,6784.0,3.9,104.5,7311.0,7013.0,6.3,104.2,17436.0,16739.0,4.8,104.2,7946.0,7612.0,3.3,104.4,1545.0,1522.0,1.5,101.5,370.0,367.0,16.4,101.0,82.0,7493.0,7164.0,6.4,104.6
620,2400000,2008JJ00,14423.0,13544.0,-1.8,106.5,7081.0,6605.0,-2.6,107.2,7342.0,6939.0,-1.1,105.8,17514.0,16476.0,-1.6,106.3,8161.0,7663.0,0.7,106.5,1524.0,1490.0,-2.1,102.3,489.0,473.0,28.9,103.5,-9.0,7349.0,6867.0,-4.2,107.0
621,2400000,2009JJ00,12798.0,12032.0,-11.2,106.4,6238.0,5844.0,-11.5,106.7,6560.0,6189.0,-10.8,106.0,15545.0,14723.0,-10.6,105.6,7325.0,6917.0,-9.7,105.9,1492.0,1440.0,-3.4,103.6,442.0,434.0,-8.2,101.9,-207.0,6493.0,6122.0,-10.8,106.1
622,2400000,2010JJ00,14041.0,13048.0,8.4,107.6,6605.0,6101.0,4.4,108.3,7436.0,6950.0,12.3,107.0,16861.0,15824.0,7.5,106.6,7497.0,7019.0,1.5,106.8,1491.0,1452.0,0.9,102.7,420.0,414.0,-4.5,101.4,105.0,7348.0,6822.0,11.4,107.7
623,2400000,2011JJ00,15629.0,13814.0,5.9,113.1,7156.0,6284.0,3.0,113.9,8473.0,7534.0,8.4,112.5,18583.0,16692.0,5.5,111.3,8128.0,7337.0,4.5,110.8,1486.0,1435.0,-1.2,103.6,425.0,401.0,-3.1,105.9,224.0,8320.0,7305.0,7.1,113.9
624,2400000,2012JJ00,15499.0,13329.0,-3.5,116.3,7147.0,6176.0,-1.7,115.7,8352.0,7156.0,-5.0,116.7,18405.0,16107.0,-3.5,114.3,8108.0,7144.0,-2.6,113.5,1430.0,1358.0,-5.3,105.3,427.0,384.0,-4.2,111.1,12.0,8428.0,7199.0,-1.4,117.1
625,2500000,1988JJ00,5194.0,6446.0,,80.6,3516.0,4553.0,,77.2,1678.0,1902.0,,88.2,6690.0,8554.0,,78.2,4952.0,6489.0,,76.3,388.0,586.0,,66.2,79.0,91.0,,87.0,23.0,1248.0,1391.0,,89.7
626,2500000,1989JJ00,5603.0,6776.0,5.1,82.7,3775.0,4776.0,4.9,79.0,1828.0,2008.0,5.6,91.0,7170.0,8990.0,5.1,79.8,5191.0,6648.0,2.5,78.1,436.0,648.0,10.6,67.3,94.0,108.0,19.0,87.0,114.0,1335.0,1473.0,5.9,90.6
