ID,ProductgroepenEnOverigePosten,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12,WaardeInWerkelijkePrijzen_13,WaardePrijsniveau2005_14,VolumemutatieTOVVoorafgaandJaar_15,Prijsindexcijfers_16,WaardeInWerkelijkePrijzen_17,WaardePrijsniveau2005_18,VolumemutatieTOVVoorafgaandJaar_19,Prijsindexcijfers_20,WaardeInWerkelijkePrijzen_21,WaardePrijsniveau2005_22,VolumemutatieTOVVoorafgaandJaar_23,Prijsindexcijfers_24,WaardeInWerkelijkePrijzen_25,WaardePrijsniveau2005_26,VolumemutatieTOVVoorafgaandJaar_27,Prijsindexcijfers_28,WaardeInWerkelijkePrijzen_29,WaardeInWerkelijkePrijzen_30,WaardePrijsniveau2005_31,VolumemutatieTOVVoorafgaandJaar_32,Prijsindexcijfers_33
408,1600000,1996JJ00,5601.0,5854.0,2.5,95.7,2415.0,2523.0,4.7,95.7,3186.0,3328.0,0.9,95.7,7347.0,8242.0,2.8,89.1,1777.0,1990.0,3.0,89.3,2589.0,2889.0,5.0,89.6,185.0,201.0,4.6,92.2,-12.0,2808.0,3135.0,0.9,89.6
409,1600000,1997JJ00,6109.0,6264.0,7.0,97.5,2549.0,2648.0,4.9,96.3,3560.0,3613.0,8.6,98.5,8026.0,8808.0,6.9,91.1,1904.0,2090.0,5.0,91.1,2792.0,3055.0,5.7,91.4,213.0,230.0,14.6,92.6,19.0,3098.0,3370.0,7.5,91.9
410,1600000,1998JJ00,6419.0,6495.0,3.7,98.8,2664.0,2766.0,4.5,96.3,3755.0,3726.0,3.1,100.8,8536.0,9168.0,4.1,93.1,1997.0,2172.0,3.9,92.0,3030.0,3241.0,6.1,93.5,232.0,249.0,8.5,93.0,51.0,3226.0,3429.0,1.7,94.1
411,1600000,1999JJ00,6328.0,6408.0,-1.3,98.8,2717.0,2839.0,2.6,95.7,3611.0,3571.0,-4.2,101.1,8617.0,9140.0,-0.3,94.3,1988.0,2139.0,-1.5,92.9,3165.0,3324.0,2.6,95.2,235.0,250.0,0.4,93.8,-15.0,3244.0,3425.0,-0.1,94.7
412,1600000,2000JJ00,6655.0,6664.0,4.0,99.9,2877.0,2992.0,5.4,96.1,3778.0,3676.0,2.9,102.8,9136.0,9489.0,3.8,96.3,2092.0,2191.0,2.4,95.5,3381.0,3481.0,4.7,97.1,254.0,265.0,6.0,95.7,29.0,3380.0,3523.0,2.9,95.9
413,1600000,2001JJ00,6648.0,6566.0,-1.5,101.3,2853.0,2959.0,-1.1,96.4,3795.0,3612.0,-1.7,105.1,9270.0,9385.0,-1.1,98.8,2124.0,2152.0,-1.8,98.7,3491.0,3504.0,0.7,99.6,274.0,282.0,6.3,97.1,4.0,3377.0,3443.0,-2.3,98.1
414,1600000,2002JJ00,6519.0,6451.0,-1.7,101.1,2754.0,2830.0,-4.3,97.3,3765.0,3620.0,0.2,104.0,9187.0,9242.0,-1.5,99.4,2075.0,2103.0,-2.3,98.6,3510.0,3468.0,-1.0,101.2,275.0,281.0,-0.4,97.9,-18.0,3345.0,3408.0,-1.0,98.1
415,1600000,2003JJ00,6216.0,6208.0,-3.8,100.1,2714.0,2762.0,-2.4,98.3,3502.0,3447.0,-4.8,101.6,8865.0,8857.0,-4.2,100.1,1968.0,1988.0,-5.5,99.0,3300.0,3244.0,-6.5,101.7,276.0,281.0,0.0,98.2,-9.0,3330.0,3355.0,-1.6,99.3
416,1600000,2004JJ00,5952.0,5955.0,-4.1,99.9,2612.0,2647.0,-4.2,98.7,3340.0,3310.0,-4.0,100.9,8529.0,8530.0,-3.7,100.0,1932.0,1953.0,-1.8,98.9,3216.0,3168.0,-2.3,101.5,275.0,278.0,-1.1,98.9,12.0,3094.0,3120.0,-7.0,99.2
417,1600000,2005JJ00,5979.0,5979.0,0.4,100.0,2599.0,2599.0,-1.8,100.0,3380.0,3380.0,2.1,100.0,8538.0,8538.0,0.1,100.0,1901.0,1901.0,-2.6,100.0,3173.0,3173.0,0.2,100.0,282.0,282.0,1.5,100.0,-17.0,3199.0,3199.0,2.5,100.0
418,1600000,2006JJ00,6375.0,6345.0,6.1,100.5,2747.0,2729.0,5.0,100.7,3628.0,3616.0,7.0,100.3,9063.0,9028.0,5.7,100.4,1928.0,1920.0,1.0,100.4,3327.0,3330.0,4.9,99.9,295.0,297.0,5.3,99.3,59.0,3454.0,3424.0,7.0,100.9
419,1600000,2007JJ00,6711.0,6627.0,4.4,101.3,2908.0,2838.0,4.0,102.5,3803.0,3788.0,4.8,100.4,9480.0,9415.0,4.3,100.7,2104.0,2069.0,7.8,101.7,3383.0,3422.0,2.8,98.9,353.0,353.0,19.0,99.9,56.0,3584.0,3518.0,2.8,101.9
420,1600000,2008JJ00,6557.0,6373.0,-3.8,102.9,2812.0,2686.0,-5.4,104.7,3745.0,3688.0,-2.7,101.6,9284.0,9115.0,-3.2,101.9,2054.0,1993.0,-3.7,103.1,3355.0,3367.0,-1.6,99.6,371.0,363.0,2.8,102.1,26.0,3478.0,3370.0,-4.2,103.2
421,1600000,2009JJ00,5848.0,5607.0,-12.0,104.3,2412.0,2277.0,-15.2,105.9,3436.0,3333.0,-9.6,103.1,8318.0,8163.0,-10.4,101.9,1841.0,1791.0,-10.1,102.8,3156.0,3182.0,-5.5,99.2,320.0,310.0,-14.6,103.1,-87.0,3088.0,2974.0,-11.8,103.8
422,1600000,2010JJ00,6373.0,5935.0,5.8,107.4,2477.0,2309.0,1.4,107.3,3896.0,3632.0,9.0,107.3,8838.0,8530.0,4.5,103.6,1872.0,1789.0,-0.1,104.6,3193.0,3183.0,0.0,100.3,301.0,292.0,-5.9,103.1,38.0,3434.0,3233.0,8.7,106.2
423,1600000,2011JJ00,6856.0,6028.0,1.6,113.7,2676.0,2400.0,3.9,111.5,4180.0,3635.0,0.1,115.0,9361.0,8583.0,0.6,109.1,2042.0,1823.0,1.9,112.0,3166.0,3054.0,-4.0,103.7,324.0,298.0,2.0,108.8,-16.0,3845.0,3416.0,5.7,112.5
424,1600000,2012JJ00,6738.0,5792.0,-3.9,116.3,2699.0,2368.0,-1.3,114.0,4039.0,3432.0,-5.6,117.7,9115.0,8210.0,-4.3,111.0,2040.0,1791.0,-1.8,113.9,2988.0,2852.0,-6.6,104.8,315.0,287.0,-3.7,109.8,2.0,3770.0,3269.0,-4.3,115.3
425,1700000,1988JJ00,3463.0,3345.0,,103.5,1034.0,1187.0,,87.1,2429.0,2226.0,,109.1,5829.0,6980.0,,83.5,314.0,391.0,,80.2,4428.0,4916.0,,90.1,13.0,17.0,,76.7,-67.0,1141.0,1565.0,,72.9
426,1700000,1989JJ00,3705.0,3549.0,6.1,104.4,1180.0,1350.0,13.7,87.4,2525.0,2289.0,2.8,110.3,6289.0,7310.0,4.7,86.0,337.0,424.0,8.3,79.5,4610.0,5028.0,2.3,91.7,17.0,22.0,30.8,76.7,42.0,1283.0,1618.0,3.4,79.3
427,1700000,1990JJ00,4182.0,3969.0,11.8,105.4,1290.0,1469.0,8.8,87.8,2892.0,2592.0,13.2,111.6,6997.0,8160.0,11.6,85.7,357.0,448.0,5.6,79.7,5103.0,5599.0,11.4,91.1,13.0,17.0,-23.5,76.7,27.0,1497.0,1879.0,16.1,79.6
428,1700000,1991JJ00,4545.0,4337.0,9.3,104.8,1290.0,1443.0,-1.8,89.4,3255.0,2961.0,14.2,109.9,7662.0,8915.0,9.2,85.9,388.0,484.0,8.1,80.2,5550.0,6101.0,9.0,91.0,14.0,18.0,7.7,76.7,-13.0,1723.0,2129.0,13.3,80.9
429,1700000,1992JJ00,4536.0,4355.0,0.4,104.1,1232.0,1381.0,-4.3,89.2,3304.0,3029.0,2.3,109.1,7781.0,8934.0,0.2,87.1,390.0,479.0,-1.0,81.4,5583.0,6073.0,-0.5,91.9,13.0,17.0,-7.1,76.7,52.0,1743.0,2118.0,-0.5,82.3
430,1700000,1993JJ00,4245.0,4283.0,-1.7,99.1,1261.0,1411.0,2.2,89.4,2984.0,2935.0,-3.1,101.7,7735.0,8706.0,-2.5,88.8,398.0,472.0,-1.5,84.4,5551.0,5800.0,-4.5,95.7,11.0,14.0,-15.4,76.7,8.0,1767.0,2246.0,6.0,78.7
431,1700000,1994JJ00,4381.0,4430.0,3.4,98.9,1305.0,1452.0,2.9,89.9,3076.0,3042.0,3.6,101.1,7864.0,8904.0,2.3,88.3,392.0,461.0,-2.3,85.0,5524.0,5807.0,0.1,95.1,12.0,16.0,9.1,76.7,-52.0,1988.0,2548.0,13.5,78.0
432,1700000,1995JJ00,4453.0,4538.0,2.4,98.1,1279.0,1405.0,-3.2,91.0,3174.0,3189.0,4.8,99.5,8102.0,9038.0,1.5,89.6,400.0,462.0,0.3,86.5,5451.0,5740.0,-1.1,95.0,13.0,16.0,0.0,83.0,-1.0,2239.0,2720.0,6.7,82.3
433,1700000,1996JJ00,4520.0,4614.0,1.7,98.0,1224.0,1354.0,-3.7,90.4,3296.0,3311.0,3.8,99.5,8390.0,9203.0,1.8,91.2,423.0,476.0,3.0,88.9,5532.0,5847.0,1.9,94.6,12.0,14.0,-7.7,83.0,6.0,2417.0,2755.0,1.3,87.7
434,1700000,1997JJ00,4960.0,4931.0,6.9,100.6,1143.0,1246.0,-7.9,91.7,3817.0,3720.0,12.3,102.6,9069.0,9735.0,5.8,93.2,458.0,512.0,7.6,89.4,5833.0,6098.0,4.3,95.7,18.0,20.0,41.7,87.9,24.0,2736.0,2979.0,8.1,91.9
435,1700000,1998JJ00,5226.0,5073.0,2.9,103.0,1119.0,1181.0,-5.2,94.7,4107.0,3918.0,5.3,104.8,9767.0,10103.0,3.8,96.7,483.0,523.0,2.2,92.3,6387.0,6457.0,5.9,98.9,18.0,20.0,0.0,87.9,18.0,2861.0,2974.0,-0.1,96.2
436,1700000,1999JJ00,5194.0,5046.0,-0.5,102.9,1069.0,1107.0,-6.3,96.6,4125.0,3958.0,1.0,104.2,10061.0,10268.0,1.6,98.0,500.0,524.0,0.2,95.4,6734.0,6713.0,4.0,100.3,18.0,20.0,0.0,87.9,74.0,2735.0,2787.0,-6.3,98.1
437,1700000,2000JJ00,5483.0,5176.0,2.6,105.9,1056.0,1079.0,-2.5,97.8,4427.0,4113.0,3.9,107.6,10371.0,10560.0,2.8,98.2,525.0,546.0,4.2,96.1,7010.0,6959.0,3.7,100.7,20.0,23.0,11.1,87.9,-70.0,2886.0,2899.0,4.0,99.5
438,1700000,2001JJ00,5494.0,5073.0,-2.0,108.3,1011.0,1022.0,-5.3,98.9,4483.0,4064.0,-1.2,110.3,10755.0,10399.0,-1.5,103.4,529.0,532.0,-2.7,99.5,7236.0,6929.0,-0.4,104.4,23.0,25.0,10.0,91.9,44.0,2923.0,2864.0,-1.2,102.1
439,1700000,2002JJ00,5400.0,4949.0,-2.4,109.1,991.0,988.0,-3.4,100.3,4409.0,3973.0,-2.2,111.0,10786.0,10225.0,-1.7,105.5,556.0,550.0,3.4,101.1,7396.0,6919.0,-0.1,106.9,22.0,23.0,-8.7,96.3,-10.0,2822.0,2735.0,-4.5,103.2
440,1700000,2003JJ00,5327.0,5110.0,3.3,104.2,927.0,925.0,-6.4,100.2,4400.0,4188.0,5.4,105.1,10675.0,10428.0,2.0,102.4,529.0,529.0,-3.8,100.0,7142.0,6926.0,0.1,103.1,27.0,27.0,18.2,100.0,2.0,2975.0,2941.0,7.5,101.1
441,1700000,2004JJ00,5361.0,5299.0,3.7,101.2,886.0,887.0,-4.1,99.9,4475.0,4412.0,5.3,101.4,10774.0,10740.0,3.0,100.3,525.0,523.0,-1.1,100.4,7149.0,7066.0,2.0,101.2,30.0,30.0,11.1,100.0,1.0,3069.0,3118.0,6.0,98.4
442,1700000,2005JJ00,5510.0,5510.0,4.0,100.0,962.0,962.0,8.5,100.0,4548.0,4548.0,3.1,100.0,11069.0,11069.0,3.1,100.0,548.0,548.0,4.8,100.0,7206.0,7206.0,2.0,100.0,25.0,25.0,-16.7,100.0,-2.0,3292.0,3292.0,5.6,100.0
443,1700000,2006JJ00,6140.0,6099.0,10.7,100.7,1003.0,995.0,3.4,100.8,5137.0,5104.0,12.2,100.6,12072.0,12048.0,8.8,100.2,548.0,543.0,-0.9,100.9,7697.0,7707.0,7.0,99.9,26.0,26.0,4.0,100.0,95.0,3706.0,3675.0,11.6,100.8
444,1700000,2007JJ00,6356.0,6444.0,5.7,98.6,1067.0,1075.0,8.1,99.2,5289.0,5368.0,5.2,98.5,12746.0,12679.0,5.2,100.5,576.0,561.0,3.3,102.7,8161.0,8063.0,4.6,101.2,27.0,27.0,3.8,100.0,67.0,3915.0,3958.0,7.7,98.9
445,1700000,2008JJ00,6455.0,6610.0,2.6,97.7,1073.0,1092.0,1.6,98.2,5382.0,5517.0,2.8,97.5,12902.0,12927.0,2.0,99.8,578.0,565.0,0.7,102.3,8186.0,8142.0,1.0,100.5,26.0,26.0,-3.7,100.0,54.0,4058.0,4140.0,4.6,98.0
446,1700000,2009JJ00,6256.0,6142.0,-7.1,101.9,1063.0,1078.0,-1.3,98.6,5193.0,5063.0,-8.2,102.6,12480.0,12416.0,-4.0,100.5,589.0,569.0,0.7,103.6,8137.0,8153.0,0.1,99.8,25.0,25.0,-3.8,100.0,-103.0,3832.0,3757.0,-9.2,102.0
447,1700000,2010JJ00,6991.0,6595.0,7.4,106.0,1140.0,1145.0,6.2,99.5,5851.0,5448.0,7.6,107.4,13327.0,13094.0,5.5,101.8,595.0,567.0,-0.3,105.0,8209.0,8267.0,1.4,99.3,22.0,22.0,-12.0,100.0,60.0,4441.0,4160.0,10.7,106.8
448,1700000,2011JJ00,7687.0,6827.0,3.5,112.6,1175.0,1149.0,0.4,102.2,6512.0,5674.0,4.1,114.8,14016.0,13364.0,2.1,104.9,619.0,567.0,0.0,109.2,8240.0,8217.0,-0.6,100.3,25.0,27.0,22.7,92.6,11.0,5121.0,4505.0,8.3,113.7
449,1700000,2012JJ00,7540.0,6203.0,-9.1,121.6,1182.0,1120.0,-2.6,105.5,6358.0,5088.0,-10.3,125.0,13576.0,12464.0,-6.7,108.9,631.0,556.0,-1.9,113.5,8114.0,8032.0,-2.3,101.0,26.0,27.0,0.0,96.3,7.0,4798.0,3853.0,-14.5,124.5
450,1800000,1988JJ00,1403.0,1499.0,,93.6,366.0,437.0,,83.8,1037.0,1065.0,,97.4,2036.0,2523.0,,80.7,249.0,315.0,,79.2,1335.0,1668.0,,80.0,,,,,-13.0,465.0,556.0,,83.7
451,1800000,1989JJ00,1474.0,1552.0,3.5,95.0,387.0,453.0,3.8,85.4,1087.0,1101.0,3.4,98.8,2135.0,2595.0,2.8,82.3,259.0,326.0,3.6,79.5,1361.0,1689.0,1.3,80.6,,,,,1.0,514.0,577.0,3.9,89.1
452,1800000,1990JJ00,1553.0,1663.0,7.2,93.4,414.0,475.0,4.9,87.1,1139.0,1189.0,8.0,95.8,2279.0,2771.0,6.8,82.2,281.0,351.0,7.7,80.0,1440.0,1776.0,5.1,81.1,,,,,-17.0,575.0,657.0,13.8,87.5
453,1800000,1991JJ00,1629.0,1743.0,4.8,93.5,401.0,461.0,-3.1,87.1,1228.0,1279.0,7.6,96.0,2390.0,2884.0,4.1,82.9,273.0,342.0,-2.5,79.7,1490.0,1823.0,2.6,81.7,,,,,9.0,618.0,698.0,6.3,88.5
454,1800000,1992JJ00,1620.0,1728.0,-0.9,93.8,380.0,431.0,-6.5,88.2,1240.0,1292.0,1.0,96.0,2406.0,2831.0,-1.8,85.0,284.0,356.0,4.0,79.7,1473.0,1741.0,-4.5,84.6,,,,,4.0,645.0,717.0,2.8,89.9
455,1800000,1993JJ00,1602.0,1853.0,7.3,86.4,401.0,454.0,5.5,88.2,1201.0,1393.0,7.8,86.2,2473.0,2987.0,5.5,82.8,283.0,356.0,0.0,79.5,1540.0,1749.0,0.5,88.0,,,,,4.0,646.0,856.0,19.4,75.4
456,1800000,1994JJ00,1678.0,1939.0,4.6,86.5,388.0,437.0,-3.7,88.7,1290.0,1496.0,7.4,86.2,2556.0,3075.0,3.0,83.1,286.0,362.0,1.8,78.9,1533.0,1731.0,-1.0,88.6,,,,,-7.0,744.0,982.0,14.7,75.8
457,1800000,1995JJ00,1785.0,2049.0,5.7,87.1,377.0,409.0,-6.4,92.1,1408.0,1635.0,9.3,86.1,2668.0,3201.0,4.1,83.3,302.0,374.0,3.1,80.8,1526.0,1737.0,0.3,87.9,,,,,-4.0,844.0,1097.0,11.7,76.9
458,1800000,1996JJ00,1850.0,2114.0,3.2,87.5,341.0,373.0,-8.8,91.3,1509.0,1740.0,6.4,86.7,2794.0,3334.0,4.2,83.8,317.0,373.0,-0.3,85.1,1600.0,1838.0,5.8,87.1,,,,,6.0,871.0,1115.0,1.7,78.1
459,1800000,1997JJ00,1935.0,2126.0,0.5,91.0,340.0,377.0,0.9,90.2,1595.0,1748.0,0.5,91.2,2930.0,3363.0,0.9,87.1,339.0,388.0,4.1,87.4,1668.0,1845.0,0.4,90.4,,,,,3.0,920.0,1125.0,0.9,81.7
460,1800000,1998JJ00,1968.0,2166.0,1.9,90.8,369.0,398.0,5.6,92.8,1599.0,1768.0,1.1,90.5,3115.0,3473.0,3.3,89.7,388.0,431.0,11.2,89.9,1794.0,1945.0,5.5,92.2,,,,,-22.0,955.0,1114.0,-1.0,85.7
461,1800000,1999JJ00,2136.0,2318.0,7.0,92.1,344.0,367.0,-7.9,93.8,1792.0,1952.0,10.4,91.8,3407.0,3724.0,7.2,91.5,429.0,456.0,5.7,94.1,1943.0,2082.0,7.0,93.3,,,,,-65.0,1100.0,1253.0,12.5,87.8
462,1800000,2000JJ00,2537.0,2632.0,13.5,96.4,338.0,356.0,-2.9,95.0,2199.0,2278.0,16.7,96.5,3919.0,4130.0,10.9,94.9,441.0,458.0,0.5,96.3,2111.0,2210.0,6.1,95.5,,,,,0.0,1367.0,1464.0,16.8,93.4
463,1800000,2001JJ00,2711.0,2689.0,2.2,100.8,322.0,324.0,-8.9,99.3,2389.0,2366.0,3.9,101.0,4211.0,4196.0,1.6,100.4,436.0,437.0,-4.5,99.7,2262.0,2223.0,0.6,101.7,,,,,7.0,1506.0,1532.0,4.6,98.3
464,1800000,2002JJ00,2600.0,2548.0,-5.2,102.0,323.0,322.0,-0.6,100.2,2277.0,2228.0,-5.9,102.2,4083.0,3990.0,-4.9,102.3,401.0,401.0,-8.3,100.0,2229.0,2135.0,-4.0,104.4,,,,,0.0,1453.0,1456.0,-4.9,99.8
465,1800000,2003JJ00,2484.0,2433.0,-4.5,102.1,323.0,323.0,0.3,99.9,2161.0,2112.0,-5.2,102.3,3960.0,3881.0,-2.7,102.0,363.0,365.0,-9.0,99.4,2190.0,2123.0,-0.5,103.1,,,,,-5.0,1412.0,1398.0,-4.0,101.0
466,1800000,2004JJ00,2540.0,2506.0,3.0,101.4,314.0,322.0,-0.3,97.4,2226.0,2185.0,3.5,101.9,4013.0,3972.0,2.3,101.0,350.0,355.0,-2.8,98.6,2171.0,2144.0,1.0,101.3,,,,,-3.0,1495.0,1477.0,5.7,101.2
467,1800000,2005JJ00,2790.0,2790.0,11.3,100.0,311.0,311.0,-3.5,100.0,2479.0,2479.0,13.4,100.0,4298.0,4298.0,8.2,100.0,352.0,352.0,-0.9,100.0,2187.0,2187.0,2.0,100.0,,,,,-3.0,1762.0,1762.0,19.3,100.0
468,1800000,2006JJ00,3044.0,3007.0,7.8,101.2,292.0,288.0,-7.4,101.4,2752.0,2719.0,9.7,101.2,4644.0,4599.0,7.0,101.0,358.0,357.0,1.4,100.3,2294.0,2274.0,4.0,100.9,,,,,1.0,1991.0,1968.0,11.7,101.2
469,1800000,2007JJ00,3117.0,3046.0,1.3,102.3,312.0,305.0,5.8,102.4,2805.0,2741.0,0.8,102.3,4741.0,4654.0,1.2,101.9,376.0,369.0,3.4,101.9,2293.0,2263.0,-0.5,101.3,,,,,25.0,2047.0,1999.0,1.6,102.4
470,1800000,2008JJ00,3097.0,3090.0,1.5,100.2,296.0,297.0,-2.6,99.7,2801.0,2793.0,1.9,100.3,4729.0,4698.0,0.9,100.7,366.0,360.0,-2.4,101.6,2271.0,2262.0,0.0,100.4,,,,,53.0,2039.0,2024.0,1.3,100.7
471,1800000,2009JJ00,2978.0,2909.0,-5.9,102.4,300.0,297.0,0.0,101.0,2678.0,2612.0,-6.5,102.5,4545.0,4462.0,-5.0,101.9,331.0,328.0,-9.0,101.0,2218.0,2197.0,-2.9,100.9,,,,,-65.0,2061.0,2000.0,-1.2,103.0
472,1800000,2010JJ00,3431.0,3304.0,13.6,103.8,338.0,329.0,10.7,102.9,3093.0,2976.0,13.9,103.9,5035.0,4900.0,9.8,102.8,332.0,322.0,-1.8,103.2,2200.0,2180.0,-0.8,100.9,,,,,39.0,2464.0,2355.0,17.8,104.6
473,1800000,2011JJ00,3949.0,3626.0,9.7,108.9,365.0,332.0,0.9,110.1,3584.0,3294.0,10.7,108.8,5602.0,5298.0,8.1,105.7,355.0,338.0,5.1,105.0,2302.0,2245.0,3.0,102.5,,,,,56.0,2889.0,2648.0,12.4,109.1
474,1800000,2012JJ00,3961.0,3443.0,-5.0,115.0,364.0,323.0,-2.5,112.6,3597.0,3120.0,-5.3,115.3,5544.0,5065.0,-4.4,109.5,366.0,335.0,-0.8,109.1,2248.0,2181.0,-2.9,103.1,,,,,-2.0,2932.0,2537.0,-4.2,115.6
475,1900000,1988JJ00,2738.0,3446.0,,79.5,1436.0,2037.0,,70.5,1302.0,1455.0,,89.5,3558.0,4771.0,,74.6,2477.0,3408.0,,72.7,519.0,746.0,,69.6,137.0,170.0,,80.7,2.0,423.0,487.0,,86.9
476,1900000,1989JJ00,3080.0,3700.0,7.4,83.2,1546.0,2123.0,4.2,72.8,1534.0,1614.0,10.9,95.1,3973.0,5081.0,6.5,78.2,2710.0,3525.0,3.4,76.9,564.0,795.0,6.6,70.9,149.0,185.0,8.8,80.7,83.0,467.0,514.0,5.7,90.8
477,1900000,1990JJ00,3149.0,3610.0,-2.4,87.2,1579.0,2092.0,-1.4,75.5,1570.0,1558.0,-3.5,100.8,4082.0,5025.0,-1.1,81.2,2803.0,3502.0,-0.7,80.0,643.0,885.0,11.3,72.6,160.0,195.0,5.4,82.2,-22.0,498.0,521.0,1.3,95.6
478,1900000,1991JJ00,3110.0,3598.0,-0.3,86.4,1592.0,2098.0,0.3,75.9,1518.0,1544.0,-0.9,98.3,4055.0,5004.0,-0.4,81.0,2737.0,3441.0,-1.7,79.5,660.0,895.0,1.1,73.8,150.0,180.0,-7.5,83.3,-8.0,516.0,550.0,5.6,93.8
479,1900000,1992JJ00,3224.0,3738.0,3.9,86.2,1644.0,2149.0,2.4,76.5,1580.0,1627.0,5.4,97.1,4226.0,5232.0,4.6,80.8,2833.0,3583.0,4.1,79.1,665.0,902.0,0.8,73.8,146.0,174.0,-3.3,83.9,-23.0,605.0,646.0,17.4,93.6
480,1900000,1993JJ00,3214.0,3809.0,1.9,84.4,1670.0,2140.0,-0.4,78.0,1544.0,1697.0,4.3,91.0,4277.0,5285.0,1.0,80.9,2811.0,3509.0,-2.0,80.1,651.0,872.0,-3.3,74.7,168.0,200.0,15.1,83.9,9.0,638.0,722.0,11.7,88.3
481,1900000,1994JJ00,3519.0,3975.0,4.4,88.5,1797.0,2244.0,4.9,80.1,1722.0,1762.0,3.8,97.7,4601.0,5530.0,4.6,83.2,3019.0,3652.0,4.1,82.7,690.0,907.0,4.0,76.1,165.0,195.0,-2.4,84.4,-4.0,731.0,807.0,11.8,90.6
482,1900000,1995JJ00,3841.0,4290.0,7.9,89.5,1916.0,2334.0,4.0,82.1,1925.0,1974.0,12.0,97.5,4964.0,5910.0,6.9,84.0,3225.0,3839.0,5.1,84.0,728.0,911.0,0.4,79.9,155.0,182.0,-6.7,85.0,-7.0,863.0,998.0,23.7,86.5
483,1900000,1996JJ00,3925.0,4403.0,2.6,89.1,1956.0,2386.0,2.2,82.0,1969.0,2033.0,3.0,96.8,5155.0,6067.0,2.7,85.0,3357.0,3974.0,3.5,84.5,793.0,962.0,5.6,82.4,170.0,197.0,7.7,86.5,-29.0,864.0,984.0,-1.4,87.8
484,1900000,1997JJ00,4294.0,4705.0,6.9,91.3,2088.0,2512.0,5.3,83.1,2206.0,2205.0,8.4,100.1,5629.0,6465.0,6.6,87.1,3586.0,4124.0,3.8,87.0,859.0,1024.0,6.4,83.9,219.0,253.0,28.8,86.5,67.0,898.0,1007.0,2.3,89.2
485,1900000,1998JJ00,4407.0,4778.0,1.6,92.2,2227.0,2632.0,4.8,84.6,2180.0,2172.0,-1.5,100.4,5924.0,6609.0,2.2,89.6,3803.0,4252.0,3.1,89.4,959.0,1104.0,7.8,86.9,282.0,319.0,26.0,88.4,2.0,878.0,961.0,-4.6,91.4
486,1900000,1999JJ00,4591.0,4924.0,3.1,93.2,2263.0,2639.0,0.3,85.8,2328.0,2300.0,5.9,101.2,6216.0,6816.0,3.1,91.2,4002.0,4394.0,3.3,91.1,1026.0,1165.0,5.5,88.1,289.0,317.0,-0.7,91.2,-4.0,903.0,978.0,1.7,92.4
487,1900000,2000JJ00,5071.0,5292.0,7.5,95.8,2417.0,2683.0,1.7,90.1,2654.0,2602.0,13.1,102.0,6848.0,7325.0,7.5,93.5,4387.0,4669.0,6.3,94.0,1158.0,1280.0,9.9,90.4,273.0,294.0,-7.3,92.9,46.0,984.0,1035.0,5.9,95.1
488,1900000,2001JJ00,4967.0,5142.0,-2.8,96.6,2515.0,2667.0,-0.6,94.3,2452.0,2475.0,-4.9,99.1,6850.0,7174.0,-2.1,95.5,4412.0,4579.0,-1.9,96.4,1256.0,1352.0,5.6,92.9,270.0,282.0,-4.0,95.7,8.0,904.0,942.0,-8.9,95.9
489,1900000,2002JJ00,4688.0,4802.0,-6.6,97.6,2404.0,2481.0,-7.0,96.9,2284.0,2321.0,-6.2,98.4,6615.0,6713.0,-6.4,98.5,4231.0,4282.0,-6.5,98.8,1264.0,1287.0,-4.9,98.2,240.0,237.0,-15.9,101.2,1.0,879.0,898.0,-4.8,97.9
490,1900000,2003JJ00,4551.0,4663.0,-2.9,97.6,2386.0,2426.0,-2.2,98.3,2165.0,2237.0,-3.6,96.8,6382.0,6513.0,-3.0,98.0,4135.0,4223.0,-1.4,97.9,1218.0,1229.0,-4.5,99.1,235.0,233.0,-1.7,100.8,-10.0,804.0,830.0,-7.5,96.9
491,1900000,2004JJ00,4722.0,4795.0,2.8,98.5,2446.0,2481.0,2.3,98.6,2276.0,2314.0,3.5,98.4,6558.0,6632.0,1.8,98.9,4229.0,4274.0,1.2,98.9,1168.0,1181.0,-3.9,98.9,230.0,228.0,-2.1,100.8,-2.0,933.0,949.0,14.3,98.3
492,1900000,2005JJ00,4846.0,4846.0,1.1,100.0,2534.0,2534.0,2.1,100.0,2312.0,2312.0,-0.1,100.0,6695.0,6695.0,0.9,100.0,4325.0,4325.0,1.2,100.0,1171.0,1171.0,-0.9,100.0,252.0,252.0,10.4,100.0,-11.0,958.0,958.0,1.0,100.0
493,1900000,2006JJ00,5516.0,5311.0,9.6,103.9,2738.0,2651.0,4.6,103.3,2778.0,2660.0,15.1,104.4,7439.0,7272.0,8.6,102.3,4680.0,4530.0,4.7,103.3,1223.0,1251.0,6.8,97.8,274.0,273.0,8.3,100.4,80.0,1182.0,1141.0,19.1,103.6
