ID,Populatie,Geslacht,Persoonskenmerken,Perioden,Verkeersdeelname_1,GebruikVanHetOpenbaarVervoer_2
1341, 6000051,    3000, 2017350,2011JJ00,66.8,3.2
1342, 6000051,    3000, 2017350,2012JJ00,67.9,5.6
1343, 6000051,    3000, 2017350,2013JJ00,65.9,2.8
1344, 6000051,    3000, 2017350,2014JJ00,66.3,4.8
1345, 6000051,    3000, 2017558,2010JJ00,,
1346, 6000051,    3000, 2017558,2011JJ00,,
1347, 6000051,    3000, 2017558,2012JJ00,,
1348, 6000051,    3000, 2017558,2013JJ00,,
1349, 6000051,    3000, 2017558,2014JJ00,,
1350, 6000051,    3000, 2017560,2010JJ00,84.0,11.8
1351, 6000051,    3000, 2017560,2011JJ00,84.7,10.1
1352, 6000051,    3000, 2017560,2012JJ00,81.2,9.8
1353, 6000051,    3000, 2017560,2013JJ00,81.5,10.3
1354, 6000051,    3000, 2017560,2014JJ00,84.4,10.9
1355, 6000051,    3000, 2017565,2010JJ00,84.1,5.9
1356, 6000051,    3000, 2017565,2011JJ00,83.6,6.2
1357, 6000051,    3000, 2017565,2012JJ00,83.6,5.9
1358, 6000051,    3000, 2017565,2013JJ00,84.2,6.2
1359, 6000051,    3000, 2017565,2014JJ00,83.9,5.6
1360, 6000051,    3000, 2017570,2010JJ00,81.4,16.0
1361, 6000051,    3000, 2017570,2011JJ00,82.0,19.0
1362, 6000051,    3000, 2017570,2012JJ00,82.1,17.8
1363, 6000051,    3000, 2017570,2013JJ00,82.1,17.8
1364, 6000051,    3000, 2017570,2014JJ00,82.4,17.1
1365, 6000051,    3000, 2017572,2010JJ00,73.2,4.2
1366, 6000051,    3000, 2017572,2011JJ00,71.7,7.5
1367, 6000051,    3000, 2017572,2012JJ00,67.8,7.4
1368, 6000051,    3000, 2017572,2013JJ00,73.0,6.7
1369, 6000051,    3000, 2017572,2014JJ00,74.7,6.1
1370, 6000051,    3000, 2017555,2010JJ00,,
1371, 6000051,    3000, 2017555,2011JJ00,,
1372, 6000051,    3000, 2017555,2012JJ00,,
1373, 6000051,    3000, 2017555,2013JJ00,,
1374, 6000051,    3000, 2017555,2014JJ00,,
1375, 6000051,    3000, 2017578,2010JJ00,68.6,4.3
1376, 6000051,    3000, 2017578,2011JJ00,71.3,6.6
1377, 6000051,    3000, 2017578,2012JJ00,70.9,5.3
1378, 6000051,    3000, 2017578,2013JJ00,74.0,5.3
1379, 6000051,    3000, 2017578,2014JJ00,72.3,4.7
1380, 6000051,    3000, 2017576,2010JJ00,70.0,2.3
1381, 6000051,    3000, 2017576,2011JJ00,69.5,2.8
1382, 6000051,    3000, 2017576,2012JJ00,69.6,2.6
1383, 6000051,    3000, 2017576,2013JJ00,68.9,3.0
1384, 6000051,    3000, 2017576,2014JJ00,71.6,2.5
1385, 6000051,    3000, 2030530,2010JJ00,86.4,32.7
1386, 6000051,    3000, 2030530,2011JJ00,83.9,39.6
1387, 6000051,    3000, 2030530,2012JJ00,80.6,37.8
1388, 6000051,    3000, 2030530,2013JJ00,81.1,37.5
1389, 6000051,    3000, 2030530,2014JJ00,84.2,37.7
1390, 6000051,    3000, 2030540,2010JJ00,87.3,23.7
1391, 6000051,    3000, 2030540,2011JJ00,88.5,23.0
1392, 6000051,    3000, 2030540,2012JJ00,86.6,23.3
1393, 6000051,    3000, 2030540,2013JJ00,88.8,19.3
1394, 6000051,    3000, 2030540,2014JJ00,91.6,19.1
1395, 6000051,    3000, 2030550,2010JJ00,79.4,5.4
1396, 6000051,    3000, 2030550,2011JJ00,79.2,5.7
1397, 6000051,    3000, 2030550,2012JJ00,79.2,5.6
1398, 6000051,    3000, 2030550,2013JJ00,79.3,5.9
1399, 6000051,    3000, 2030550,2014JJ00,79.8,5.4
1400, 6000051,    4000, 4000000,2010JJ00,78.6,8.2
1401, 6000051,    4000, 4000000,2011JJ00,78.8,8.4
1402, 6000051,    4000, 4000000,2012JJ00,78.4,7.7
1403, 6000051,    4000, 4000000,2013JJ00,78.6,8.3
1404, 6000051,    4000, 4000000,2014JJ00,78.9,7.8
1405, 6000051,    4000, 2030500,2010JJ00,72.2,14.4
1406, 6000051,    4000, 2030500,2011JJ00,72.2,14.7
1407, 6000051,    4000, 2030500,2012JJ00,71.8,13.5
1408, 6000051,    4000, 2030500,2013JJ00,72.4,14.8
1409, 6000051,    4000, 2030500,2014JJ00,71.5,13.7
1410, 6000051,    4000, 2030510,2010JJ00,80.0,8.0
1411, 6000051,    4000, 2030510,2011JJ00,80.7,8.2
1412, 6000051,    4000, 2030510,2012JJ00,79.5,8.1
1413, 6000051,    4000, 2030510,2013JJ00,80.2,7.7
1414, 6000051,    4000, 2030510,2014JJ00,79.9,8.1
1415, 6000051,    4000, 2030520,2010JJ00,83.5,3.0
1416, 6000051,    4000, 2030520,2011JJ00,83.3,3.3
1417, 6000051,    4000, 2030520,2012JJ00,83.0,2.8
1418, 6000051,    4000, 2030520,2013JJ00,83.0,3.3
1419, 6000051,    4000, 2030520,2014JJ00,84.2,3.0
1420, 6000051,    4000, 1020870,2010JJ00,75.8,13.2
1421, 6000051,    4000, 1020870,2011JJ00,75.5,13.2
1422, 6000051,    4000, 1020870,2012JJ00,77.9,11.5
1423, 6000051,    4000, 1020870,2013JJ00,77.4,14.5
1424, 6000051,    4000, 1020870,2014JJ00,76.4,11.7
1425, 6000051,    4000, 1020880,2010JJ00,70.2,7.1
1426, 6000051,    4000, 1020880,2011JJ00,71.8,7.4
1427, 6000051,    4000, 1020880,2012JJ00,70.5,7.7
1428, 6000051,    4000, 1020880,2013JJ00,73.7,9.2
1429, 6000051,    4000, 1020880,2014JJ00,72.3,8.8
1430, 6000051,    4000, 1020890,2010JJ00,74.0,8.3
1431, 6000051,    4000, 1020890,2011JJ00,74.5,7.0
1432, 6000051,    4000, 1020890,2012JJ00,74.1,6.2
1433, 6000051,    4000, 1020890,2013JJ00,75.0,6.2
1434, 6000051,    4000, 1020890,2014JJ00,73.2,5.3
1435, 6000051,    4000, 1020900,2010JJ00,78.6,8.1
1436, 6000051,    4000, 1020900,2011JJ00,78.4,7.4
1437, 6000051,    4000, 1020900,2012JJ00,79.4,7.3
1438, 6000051,    4000, 1020900,2013JJ00,77.7,6.5
1439, 6000051,    4000, 1020900,2014JJ00,79.6,7.5
1440, 6000051,    4000, 1020910,2010JJ00,82.5,7.6
1441, 6000051,    4000, 1020910,2011JJ00,78.8,7.9
1442, 6000051,    4000, 1020910,2012JJ00,78.6,7.4
1443, 6000051,    4000, 1020910,2013JJ00,78.0,7.0
1444, 6000051,    4000, 1020910,2014JJ00,82.2,7.0
1445, 6000051,    4000, 1020920,2010JJ00,79.2,6.7
1446, 6000051,    4000, 1020920,2011JJ00,82.5,8.1
1447, 6000051,    4000, 1020920,2012JJ00,78.2,6.7
1448, 6000051,    4000, 1020920,2013JJ00,80.5,8.1
1449, 6000051,    4000, 1020920,2014JJ00,82.7,6.7
1450, 6000051,    4000, 1020930,2010JJ00,82.7,8.1
1451, 6000051,    4000, 1020930,2011JJ00,82.6,7.0
1452, 6000051,    4000, 1020930,2012JJ00,81.9,7.1
1453, 6000051,    4000, 1020930,2013JJ00,80.1,7.5
1454, 6000051,    4000, 1020930,2014JJ00,80.1,6.3
1455, 6000051,    4000, 1020940,2010JJ00,82.8,7.3
1456, 6000051,    4000, 1020940,2011JJ00,81.2,8.6
1457, 6000051,    4000, 1020940,2012JJ00,83.4,7.4
1458, 6000051,    4000, 1020940,2013JJ00,81.9,6.4
1459, 6000051,    4000, 1020940,2014JJ00,83.5,8.7
1460, 6000051,    4000, 1020950,2010JJ00,83.1,8.1
1461, 6000051,    4000, 1020950,2011JJ00,83.7,8.6
1462, 6000051,    4000, 1020950,2012JJ00,83.1,7.9
1463, 6000051,    4000, 1020950,2013JJ00,83.5,8.1
1464, 6000051,    4000, 1020950,2014JJ00,82.7,7.1
1465, 6000051,    4000, 1020960,2010JJ00,81.6,6.4
1466, 6000051,    4000, 1020960,2011JJ00,83.4,7.5
1467, 6000051,    4000, 1020960,2012JJ00,80.5,6.1
1468, 6000051,    4000, 1020960,2013JJ00,82.6,8.0
1469, 6000051,    4000, 1020960,2014JJ00,81.5,6.5
1470, 6000051,    4000, 1012600,2010JJ00,79.7,6.7
1471, 6000051,    4000, 1012600,2011JJ00,79.5,6.8
1472, 6000051,    4000, 1012600,2012JJ00,79.7,6.3
1473, 6000051,    4000, 1012600,2013JJ00,79.2,6.6
1474, 6000051,    4000, 1012600,2014JJ00,80.0,6.4
1475, 6000051,    4000, 2012655,2010JJ00,76.3,9.7
1476, 6000051,    4000, 2012655,2011JJ00,75.7,9.4
1477, 6000051,    4000, 2012655,2012JJ00,74.2,8.4
1478, 6000051,    4000, 2012655,2013JJ00,76.3,8.7
1479, 6000051,    4000, 2012655,2014JJ00,75.6,9.9
1480, 6000051,    4000, 2012657,2010JJ00,72.6,19.0
1481, 6000051,    4000, 2012657,2011JJ00,76.3,20.5
1482, 6000051,    4000, 2012657,2012JJ00,72.4,17.7
1483, 6000051,    4000, 2012657,2013JJ00,76.3,20.6
1484, 6000051,    4000, 2012657,2014JJ00,73.5,16.5
1485, 6000051,    4000, 1020700,2010JJ00,78.1,17.9
1486, 6000051,    4000, 1020700,2011JJ00,81.1,17.3
1487, 6000051,    4000, 1020700,2012JJ00,83.0,16.8
1488, 6000051,    4000, 1020700,2013JJ00,80.4,20.5
1489, 6000051,    4000, 1020700,2014JJ00,80.7,15.8
1490, 6000051,    4000, 1020710,2010JJ00,73.5,8.3
1491, 6000051,    4000, 1020710,2011JJ00,73.8,8.2
1492, 6000051,    4000, 1020710,2012JJ00,73.9,7.3
1493, 6000051,    4000, 1020710,2013JJ00,75.2,8.1
1494, 6000051,    4000, 1020710,2014JJ00,73.9,7.5
1495, 6000051,    4000, 1020720,2010JJ00,81.3,7.4
1496, 6000051,    4000, 1020720,2011JJ00,81.0,7.6
1497, 6000051,    4000, 1020720,2012JJ00,80.2,7.2
1498, 6000051,    4000, 1020720,2013JJ00,79.5,7.3
1499, 6000051,    4000, 1020720,2014JJ00,81.4,7.3
1500, 6000051,    4000, 1020730,2010JJ00,83.2,7.9
1501, 6000051,    4000, 1020730,2011JJ00,82.9,8.6
1502, 6000051,    4000, 1020730,2012JJ00,82.9,7.7
1503, 6000051,    4000, 1020730,2013JJ00,83.0,7.9
1504, 6000051,    4000, 1020730,2014JJ00,83.1,7.4
1505, 6000051,    4000, 1020740,2010JJ00,81.2,7.6
1506, 6000051,    4000, 1020740,2011JJ00,85.8,9.3
1507, 6000051,    4000, 1020740,2012JJ00,80.6,7.0
1508, 6000051,    4000, 1020740,2013JJ00,81.1,9.7
1509, 6000051,    4000, 1020740,2014JJ00,82.3,7.7
1510, 6000051,    4000, 1020750,2010JJ00,82.3,5.1
1511, 6000051,    4000, 1020750,2011JJ00,81.1,5.8
1512, 6000051,    4000, 1020750,2012JJ00,79.8,5.3
1513, 6000051,    4000, 1020750,2013JJ00,83.5,5.3
1514, 6000051,    4000, 1020750,2014JJ00,80.8,5.0
1515, 6000051,    4000, 2050150,2010JJ00,83.9,6.3
1516, 6000051,    4000, 2050150,2011JJ00,85.0,5.8
1517, 6000051,    4000, 2050150,2012JJ00,81.0,5.7
1518, 6000051,    4000, 2050150,2013JJ00,81.3,5.5
1519, 6000051,    4000, 2050150,2014JJ00,85.5,4.9
1520, 6000051,    4000, 2050145,2010JJ00,,
1521, 6000051,    4000, 2050145,2011JJ00,,
1522, 6000051,    4000, 2050145,2012JJ00,,
1523, 6000051,    4000, 2050145,2013JJ00,,
1524, 6000051,    4000, 2050145,2014JJ00,,
1525, 6000051,    4000, 2050170,2010JJ00,83.9,6.3
1526, 6000051,    4000, 2050170,2011JJ00,85.0,5.8
1527, 6000051,    4000, 2050170,2012JJ00,81.0,5.7
1528, 6000051,    4000, 2050170,2013JJ00,81.3,5.5
1529, 6000051,    4000, 2050170,2014JJ00,85.5,4.9
1530, 6000051,    4000, 2050195,2010JJ00,84.7,24.0
1531, 6000051,    4000, 2050195,2011JJ00,83.9,21.5
1532, 6000051,    4000, 2050195,2012JJ00,83.8,21.9
1533, 6000051,    4000, 2050195,2013JJ00,84.3,25.0
1534, 6000051,    4000, 2050195,2014JJ00,84.1,23.2
1535, 6000051,    4000, 2050190,2010JJ00,83.5,17.2
1536, 6000051,    4000, 2050190,2011JJ00,84.4,15.3
1537, 6000051,    4000, 2050190,2012JJ00,81.1,13.1
1538, 6000051,    4000, 2050190,2013JJ00,81.9,15.6
1539, 6000051,    4000, 2050190,2014JJ00,83.1,14.5
1540, 6000051,    4000, 2050235,2010JJ00,82.7,32.3
1541, 6000051,    4000, 2050235,2011JJ00,80.9,24.5
1542, 6000051,    4000, 2050235,2012JJ00,86.4,34.7
1543, 6000051,    4000, 2050235,2013JJ00,84.1,37.1
1544, 6000051,    4000, 2050235,2014JJ00,83.6,33.0
1545, 6000051,    4000, 2050020,2010JJ00,86.2,24.5
1546, 6000051,    4000, 2050020,2011JJ00,84.8,23.9
1547, 6000051,    4000, 2050020,2012JJ00,84.3,21.9
1548, 6000051,    4000, 2050020,2013JJ00,85.6,25.5
1549, 6000051,    4000, 2050020,2014JJ00,84.8,24.8
1550, 6000051,    4000, 2050250,2010JJ00,84.9,7.3
1551, 6000051,    4000, 2050250,2011JJ00,85.7,8.2
1552, 6000051,    4000, 2050250,2012JJ00,84.4,6.9
1553, 6000051,    4000, 2050250,2013JJ00,83.9,7.9
1554, 6000051,    4000, 2050250,2014JJ00,84.6,7.1
1555, 6000051,    4000, 2050025,2010JJ00,84.9,13.2
1556, 6000051,    4000, 2050025,2011JJ00,85.9,13.5
1557, 6000051,    4000, 2050025,2012JJ00,85.1,9.8
1558, 6000051,    4000, 2050025,2013JJ00,84.2,14.8
1559, 6000051,    4000, 2050025,2014JJ00,85.4,11.4
1560, 6000051,    4000, 2050110,2010JJ00,84.9,5.8
1561, 6000051,    4000, 2050110,2011JJ00,85.4,7.4
1562, 6000051,    4000, 2050110,2012JJ00,85.2,6.8
1563, 6000051,    4000, 2050110,2013JJ00,83.7,6.3
1564, 6000051,    4000, 2050110,2014JJ00,83.7,5.6
1565, 6000051,    4000, 2050115,2010JJ00,84.4,5.1
1566, 6000051,    4000, 2050115,2011JJ00,84.1,6.0
1567, 6000051,    4000, 2050115,2012JJ00,82.6,5.0
1568, 6000051,    4000, 2050115,2013JJ00,83.5,4.4
1569, 6000051,    4000, 2050115,2014JJ00,84.0,5.6
1570, 6000051,    4000, 2050270,2010JJ00,80.2,5.5
1571, 6000051,    4000, 2050270,2011JJ00,80.1,6.3
1572, 6000051,    4000, 2050270,2012JJ00,80.5,5.3
1573, 6000051,    4000, 2050270,2013JJ00,81.1,5.1
1574, 6000051,    4000, 2050270,2014JJ00,80.4,5.1
1575, 6000051,    4000, 2050120,2010JJ00,81.0,6.0
1576, 6000051,    4000, 2050120,2011JJ00,80.6,7.0
1577, 6000051,    4000, 2050120,2012JJ00,80.6,5.8
1578, 6000051,    4000, 2050120,2013JJ00,82.1,5.7
1579, 6000051,    4000, 2050120,2014JJ00,81.4,5.1
1580, 6000051,    4000, 2050060,2010JJ00,74.1,5.1
1581, 6000051,    4000, 2050060,2011JJ00,76.1,4.5
1582, 6000051,    4000, 2050060,2012JJ00,77.5,4.1
1583, 6000051,    4000, 2050060,2013JJ00,76.5,5.0
1584, 6000051,    4000, 2050060,2014JJ00,75.3,4.9
1585, 6000051,    4000, 2050290,2010JJ00,60.4,3.5
1586, 6000051,    4000, 2050290,2011JJ00,61.3,3.7
1587, 6000051,    4000, 2050290,2012JJ00,61.9,3.7
1588, 6000051,    4000, 2050290,2013JJ00,63.2,3.6
1589, 6000051,    4000, 2050290,2014JJ00,64.0,3.5
1590, 6000051,    4000, 2050285,2010JJ00,70.5,3.6
1591, 6000051,    4000, 2050285,2011JJ00,71.9,4.8
1592, 6000051,    4000, 2050285,2012JJ00,72.2,4.2
1593, 6000051,    4000, 2050285,2013JJ00,71.8,4.0
1594, 6000051,    4000, 2050285,2014JJ00,72.9,3.9
1595, 6000051,    4000, 2050295,2010JJ00,49.1,3.3
1596, 6000051,    4000, 2050295,2011JJ00,48.8,2.5
1597, 6000051,    4000, 2050295,2012JJ00,49.4,3.1
1598, 6000051,    4000, 2050295,2013JJ00,52.4,3.1
1599, 6000051,    4000, 2050295,2014JJ00,52.9,2.9
1600, 6000051,    4000, 2018700,2010JJ00,71.3,6.4
1601, 6000051,    4000, 2018700,2011JJ00,70.9,6.3
1602, 6000051,    4000, 2018700,2012JJ00,71.1,5.8
1603, 6000051,    4000, 2018700,2013JJ00,71.8,6.3
1604, 6000051,    4000, 2018700,2014JJ00,71.8,6.4
1605, 6000051,    4000, 2018740,2010JJ00,82.2,9.1
1606, 6000051,    4000, 2018740,2011JJ00,82.2,9.1
1607, 6000051,    4000, 2018740,2012JJ00,82.0,8.6
1608, 6000051,    4000, 2018740,2013JJ00,81.3,9.6
1609, 6000051,    4000, 2018740,2014JJ00,81.7,9.1
1610, 6000051,    4000, 2018790,2010JJ00,85.4,10.2
1611, 6000051,    4000, 2018790,2011JJ00,85.2,11.0
1612, 6000051,    4000, 2018790,2012JJ00,84.8,9.5
1613, 6000051,    4000, 2018790,2013JJ00,84.2,9.8
1614, 6000051,    4000, 2018790,2014JJ00,83.9,8.7
1615, 6000051,    4000, 2018815,2010JJ00,83.9,6.3
1616, 6000051,    4000, 2018815,2011JJ00,85.0,5.8
1617, 6000051,    4000, 2018815,2012JJ00,81.0,5.7
1618, 6000051,    4000, 2018815,2013JJ00,81.3,5.5
1619, 6000051,    4000, 2018815,2014JJ00,85.5,4.9
1620, 6000051,    4000, 2017350,2010JJ00,71.4,5.3
1621, 6000051,    4000, 2017350,2011JJ00,72.4,6.3
1622, 6000051,    4000, 2017350,2012JJ00,67.4,4.4
1623, 6000051,    4000, 2017350,2013JJ00,73.8,5.3
1624, 6000051,    4000, 2017350,2014JJ00,69.0,6.0
1625, 6000051,    4000, 2017558,2010JJ00,,
1626, 6000051,    4000, 2017558,2011JJ00,,
1627, 6000051,    4000, 2017558,2012JJ00,,
1628, 6000051,    4000, 2017558,2013JJ00,,
1629, 6000051,    4000, 2017558,2014JJ00,,
1630, 6000051,    4000, 2017560,2010JJ00,85.9,5.4
1631, 6000051,    4000, 2017560,2011JJ00,86.3,6.2
1632, 6000051,    4000, 2017560,2012JJ00,85.4,5.7
1633, 6000051,    4000, 2017560,2013JJ00,86.5,5.7
1634, 6000051,    4000, 2017560,2014JJ00,86.4,4.9
1635, 6000051,    4000, 2017565,2010JJ00,87.1,10.8
1636, 6000051,    4000, 2017565,2011JJ00,86.6,11.4
1637, 6000051,    4000, 2017565,2012JJ00,87.2,9.8
1638, 6000051,    4000, 2017565,2013JJ00,86.0,10.8
1639, 6000051,    4000, 2017565,2014JJ00,86.3,10.2
1640, 6000051,    4000, 2017570,2010JJ00,83.7,21.0
1641, 6000051,    4000, 2017570,2011JJ00,84.2,19.3
1642, 6000051,    4000, 2017570,2012JJ00,81.8,19.6
1643, 6000051,    4000, 2017570,2013JJ00,81.8,21.7
1644, 6000051,    4000, 2017570,2014JJ00,83.8,20.4
1645, 6000051,    4000, 2017572,2010JJ00,73.2,8.7
1646, 6000051,    4000, 2017572,2011JJ00,79.1,12.0
1647, 6000051,    4000, 2017572,2012JJ00,77.3,8.7
1648, 6000051,    4000, 2017572,2013JJ00,77.5,5.5
1649, 6000051,    4000, 2017572,2014JJ00,73.9,9.2
1650, 6000051,    4000, 2017555,2010JJ00,,
1651, 6000051,    4000, 2017555,2011JJ00,,
1652, 6000051,    4000, 2017555,2012JJ00,,
1653, 6000051,    4000, 2017555,2013JJ00,,
1654, 6000051,    4000, 2017555,2014JJ00,,
1655, 6000051,    4000, 2017578,2010JJ00,76.8,4.0
1656, 6000051,    4000, 2017578,2011JJ00,75.5,3.9
1657, 6000051,    4000, 2017578,2012JJ00,76.7,3.2
1658, 6000051,    4000, 2017578,2013JJ00,76.5,4.2
1659, 6000051,    4000, 2017578,2014JJ00,77.3,3.0
1660, 6000051,    4000, 2017576,2010JJ00,61.9,3.6
1661, 6000051,    4000, 2017576,2011JJ00,62.3,3.7
1662, 6000051,    4000, 2017576,2012JJ00,63.1,3.7
1663, 6000051,    4000, 2017576,2013JJ00,63.8,3.6
1664, 6000051,    4000, 2017576,2014JJ00,64.3,3.5
1665, 6000051,    4000, 2030530,2010JJ00,85.0,37.6
1666, 6000051,    4000, 2030530,2011JJ00,84.3,37.5
1667, 6000051,    4000, 2030530,2012JJ00,86.0,36.7
1668, 6000051,    4000, 2030530,2013JJ00,83.8,44.6
1669, 6000051,    4000, 2030530,2014JJ00,83.3,36.3
1670, 6000051,    4000, 2030540,2010JJ00,89.1,29.1
1671, 6000051,    4000, 2030540,2011JJ00,81.3,20.7
1672, 6000051,    4000, 2030540,2012JJ00,96.3,29.2
1673, 6000051,    4000, 2030540,2013JJ00,,
1674, 6000051,    4000, 2030540,2014JJ00,95.4,31.7
1675, 6000051,    4000, 2030550,2010JJ00,78.3,6.5
1676, 6000051,    4000, 2030550,2011JJ00,78.5,6.8
1677, 6000051,    4000, 2030550,2012JJ00,77.9,6.1
1678, 6000051,    4000, 2030550,2013JJ00,78.3,6.4
1679, 6000051,    4000, 2030550,2014JJ00,78.5,6.2
