ID,Logiesvormen,Toeristengebieden,Perioden,AlleLanden_1,Nederland_2,Buitenland_3,AlleLanden_4,Nederland_5,Buitenland_6
595,VER,TR03  ,2008JJ00,557.2,413.9,143.4,2459.0,1759.6,699.4
596,VER,TR03  ,2009JJ00,694.7,486.0,208.7,2898.9,1915.2,983.6
597,VER,TR03  ,2010JJ00,647.1,480.3,166.8,2546.3,1828.4,717.9
598,VER,TR03  ,2011JJ00,569.4,417.9,151.5,2657.9,1899.7,758.3
599,VER,TR03  ,2012JJ00,759.0,550.8,208.2,2963.6,2039.1,924.5
600,VER,TR04  ,1998JJ00,230.0,140.9,89.1,1683.7,1090.2,593.4
601,VER,TR04  ,1999JJ00,202.6,120.2,82.5,1479.4,947.4,532.0
602,VER,TR04  ,2000JJ00,316.9,179.1,137.8,1928.2,1087.9,840.3
603,VER,TR04  ,2001JJ00,329.5,193.0,136.5,1896.9,1090.7,806.2
604,VER,TR04  ,2002JJ00,279.1,171.6,107.5,1813.4,1062.6,750.7
605,VER,TR04  ,2003JJ00,369.0,225.0,144.0,2267.1,1340.1,927.0
606,VER,TR04  ,2004JJ00,378.1,246.2,131.8,2232.8,1448.1,784.7
607,VER,TR04  ,2005JJ00,326.0,211.0,115.0,2197.2,1439.3,757.9
608,VER,TR04  ,2006JJ00,374.5,237.6,136.9,2300.3,1471.7,828.6
609,VER,TR04  ,2007JJ00,415.4,261.8,153.6,2568.4,1663.4,905.0
610,VER,TR04  ,2008JJ00,343.8,210.8,133.0,2114.5,1327.4,787.2
611,VER,TR04  ,2009JJ00,323.2,207.9,115.3,1885.1,1215.6,669.5
612,VER,TR04  ,2010JJ00,343.1,226.8,116.3,1979.9,1309.5,670.4
613,VER,TR04  ,2011JJ00,323.0,174.8,148.1,1897.1,1041.9,855.3
614,VER,TR04  ,2012JJ00,289.7,154.6,135.1,1620.6,868.6,752.0
615,VER,TR05  ,1998JJ00,194.2,154.3,39.9,907.0,717.0,190.0
616,VER,TR05  ,1999JJ00,212.7,169.3,43.5,960.7,783.0,177.7
617,VER,TR05  ,2000JJ00,171.9,140.1,31.7,761.6,643.2,118.4
618,VER,TR05  ,2001JJ00,254.1,209.4,44.7,1178.8,972.5,206.3
619,VER,TR05  ,2002JJ00,193.4,157.8,35.7,898.8,726.4,172.4
620,VER,TR05  ,2003JJ00,243.2,199.7,43.5,1023.9,861.0,162.9
621,VER,TR05  ,2004JJ00,207.8,175.2,32.6,900.3,773.5,126.9
622,VER,TR05  ,2005JJ00,203.6,158.4,45.1,940.9,758.9,182.0
623,VER,TR05  ,2006JJ00,236.5,196.8,39.7,1068.0,902.0,166.0
624,VER,TR05  ,2007JJ00,198.7,177.9,20.8,823.3,738.8,84.5
625,VER,TR05  ,2008JJ00,222.1,194.1,28.1,1003.9,883.9,120.0
626,VER,TR05  ,2009JJ00,272.3,235.4,36.9,1153.2,974.2,179.0
627,VER,TR05  ,2010JJ00,211.1,180.7,30.3,917.1,781.5,135.5
628,VER,TR05  ,2011JJ00,191.3,153.4,38.0,727.3,589.7,137.6
629,VER,TR05  ,2012JJ00,156.4,136.3,20.0,585.3,502.2,83.1
630,VER,TR06  ,1998JJ00,51.8,22.6,29.2,190.2,96.9,93.3
631,VER,TR06  ,1999JJ00,38.8,11.5,27.3,152.0,55.9,96.1
632,VER,TR06  ,2000JJ00,55.6,23.0,32.6,222.7,103.8,118.8
633,VER,TR06  ,2001JJ00,49.3,23.1,26.2,174.3,85.5,88.8
634,VER,TR06  ,2002JJ00,41.9,23.7,18.2,171.8,116.6,55.2
635,VER,TR06  ,2003JJ00,39.6,32.6,7.1,164.7,133.8,30.9
636,VER,TR06  ,2004JJ00,42.6,35.4,7.2,161.2,128.2,33.0
637,VER,TR06  ,2005JJ00,29.8,18.5,11.4,98.9,69.0,29.9
638,VER,TR06  ,2006JJ00,47.3,43.7,3.6,125.4,113.2,12.2
639,VER,TR06  ,2007JJ00,24.3,20.9,3.4,52.3,41.0,11.3
640,VER,TR06  ,2008JJ00,31.6,21.5,10.2,101.4,71.5,29.9
641,VER,TR06  ,2009JJ00,34.6,25.2,9.3,120.9,90.4,30.5
642,VER,TR06  ,2010JJ00,14.4,12.8,1.7,91.0,85.4,5.7
643,VER,TR06  ,2011JJ00,54.1,46.7,7.3,150.6,128.8,21.7
644,VER,TR06  ,2012JJ00,28.3,24.5,3.8,98.9,83.0,15.9
645,VER,TR07  ,1998JJ00,151.6,146.9,4.7,844.3,807.5,36.8
646,VER,TR07  ,1999JJ00,183.1,175.4,7.7,978.1,874.6,103.4
647,VER,TR07  ,2000JJ00,152.7,142.3,10.3,778.2,713.7,64.5
648,VER,TR07  ,2001JJ00,134.5,126.2,8.3,779.8,712.5,67.3
649,VER,TR07  ,2002JJ00,157.8,149.6,8.3,904.9,842.5,62.5
650,VER,TR07  ,2003JJ00,152.9,146.7,6.1,773.5,712.8,60.7
651,VER,TR07  ,2004JJ00,152.7,144.9,7.9,735.8,694.6,41.2
652,VER,TR07  ,2005JJ00,175.0,167.3,7.7,1012.6,956.7,55.9
653,VER,TR07  ,2006JJ00,176.2,161.8,14.5,921.0,862.5,58.5
654,VER,TR07  ,2007JJ00,172.6,163.4,9.2,930.8,876.7,54.0
655,VER,TR07  ,2008JJ00,216.9,207.2,9.8,939.4,878.7,60.8
656,VER,TR07  ,2009JJ00,201.6,190.7,10.9,974.3,913.5,60.7
657,VER,TR07  ,2010JJ00,198.3,190.9,7.3,734.3,690.8,43.5
658,VER,TR07  ,2011JJ00,138.7,126.8,11.9,705.4,640.2,65.2
659,VER,TR07  ,2012JJ00,147.0,138.2,8.9,692.4,637.9,54.5
660,VER,TR08  ,1998JJ00,1028.1,977.8,50.4,5650.7,5407.8,242.9
661,VER,TR08  ,1999JJ00,1098.3,1023.3,75.1,5808.4,5413.4,395.0
662,VER,TR08  ,2000JJ00,1075.1,1021.1,54.0,5557.1,5305.0,252.1
663,VER,TR08  ,2001JJ00,1011.5,947.2,64.3,5256.4,4960.5,295.9
664,VER,TR08  ,2002JJ00,961.7,898.8,62.9,5344.7,5022.9,321.8
665,VER,TR08  ,2003JJ00,1158.6,1069.8,88.8,5802.5,5405.6,396.9
666,VER,TR08  ,2004JJ00,967.9,909.1,58.8,4761.3,4468.3,293.0
667,VER,TR08  ,2005JJ00,974.7,898.4,76.3,5213.8,4830.3,383.5
668,VER,TR08  ,2006JJ00,892.2,837.5,54.6,4519.7,4254.2,265.4
669,VER,TR08  ,2007JJ00,1082.7,994.6,88.1,5169.5,4756.8,412.7
670,VER,TR08  ,2008JJ00,1001.1,929.3,71.8,4883.9,4542.9,341.1
671,VER,TR08  ,2009JJ00,989.7,930.1,59.6,4922.3,4647.5,274.8
672,VER,TR08  ,2010JJ00,1015.7,950.8,64.9,4778.8,4484.7,294.1
673,VER,TR08  ,2011JJ00,961.5,888.2,73.4,4486.8,4164.3,322.5
674,VER,TR08  ,2012JJ00,872.9,807.9,65.0,4063.9,3773.7,290.1
675,VER,TR09  ,1998JJ00,65.4,57.6,7.8,288.3,250.7,37.6
676,VER,TR09  ,1999JJ00,63.9,58.7,5.1,330.6,294.6,36.0
677,VER,TR09  ,2000JJ00,53.2,49.4,3.8,310.4,290.3,20.1
678,VER,TR09  ,2001JJ00,47.6,42.8,4.9,327.1,296.1,31.0
679,VER,TR09  ,2002JJ00,50.8,44.1,6.7,231.4,215.4,16.0
680,VER,TR09  ,2003JJ00,85.9,77.8,8.1,430.0,401.6,28.3
681,VER,TR09  ,2004JJ00,78.7,75.1,3.6,428.7,402.5,26.3
682,VER,TR09  ,2005JJ00,70.0,64.8,5.2,307.5,279.2,28.3
683,VER,TR09  ,2006JJ00,91.2,84.3,6.9,447.3,412.3,35.0
684,VER,TR09  ,2007JJ00,98.6,89.7,8.9,455.1,412.2,42.8
685,VER,TR09  ,2008JJ00,69.2,64.1,5.1,387.1,363.5,23.6
686,VER,TR09  ,2009JJ00,57.4,58.2,-0.8,328.5,336.6,-8.1
687,VER,TR09  ,2010JJ00,67.1,65.0,2.1,361.8,358.3,3.4
688,VER,TR09  ,2011JJ00,66.6,64.1,2.5,355.2,343.8,11.4
689,VER,TR09  ,2012JJ00,77.1,70.7,6.5,345.1,317.7,27.4
690,VER,TR10  ,1998JJ00,252.4,237.1,15.3,1286.3,1210.3,76.0
691,VER,TR10  ,1999JJ00,301.9,279.0,22.9,1472.2,1390.3,81.9
692,VER,TR10  ,2000JJ00,274.0,258.3,15.8,1324.8,1268.1,56.7
693,VER,TR10  ,2001JJ00,297.6,286.4,11.1,1506.3,1455.1,51.2
694,VER,TR10  ,2002JJ00,341.6,314.0,27.7,1585.1,1453.8,131.3
695,VER,TR10  ,2003JJ00,303.1,275.7,27.4,1361.6,1262.5,99.1
696,VER,TR10  ,2004JJ00,283.9,259.4,24.4,1490.0,1381.1,108.9
697,VER,TR10  ,2005JJ00,297.0,271.7,25.4,1605.2,1484.7,120.4
698,VER,TR10  ,2006JJ00,375.1,335.1,40.0,1804.0,1617.1,186.8
699,VER,TR10  ,2007JJ00,295.1,270.5,24.5,1505.0,1414.4,90.6
700,VER,TR10  ,2008JJ00,294.3,266.3,28.1,1566.7,1450.0,116.7
701,VER,TR10  ,2009JJ00,306.2,281.3,24.9,1595.0,1491.6,103.4
702,VER,TR10  ,2010JJ00,308.1,281.7,26.4,1578.5,1426.4,152.1
703,VER,TR10  ,2011JJ00,308.7,274.7,34.0,1578.5,1421.9,156.6
704,VER,TR10  ,2012JJ00,344.6,313.0,31.6,1597.7,1462.0,135.7
705,VER,TR11  ,1998JJ00,738.7,677.1,61.6,3521.9,3186.4,335.5
706,VER,TR11  ,1999JJ00,698.5,647.1,51.4,3555.1,3285.0,270.1
707,VER,TR11  ,2000JJ00,757.5,706.9,50.5,3604.1,3351.6,252.5
708,VER,TR11  ,2001JJ00,745.7,684.2,61.5,3563.1,3284.6,278.5
709,VER,TR11  ,2002JJ00,805.3,753.9,51.5,3731.0,3497.5,233.5
710,VER,TR11  ,2003JJ00,839.9,797.1,42.9,3879.4,3677.6,201.8
711,VER,TR11  ,2004JJ00,865.4,796.3,69.1,4061.6,3782.5,279.1
712,VER,TR11  ,2005JJ00,882.8,821.5,61.4,3888.9,3666.2,222.7
713,VER,TR11  ,2006JJ00,847.0,750.8,96.2,3670.2,3424.0,246.2
714,VER,TR11  ,2007JJ00,797.4,718.0,79.4,3619.8,3373.6,246.2
715,VER,TR11  ,2008JJ00,832.7,739.0,93.8,3934.0,3592.5,341.5
716,VER,TR11  ,2009JJ00,845.3,792.8,52.5,4281.0,4028.9,252.1
717,VER,TR11  ,2010JJ00,788.4,721.6,66.7,3840.8,3522.6,318.2
718,VER,TR11  ,2011JJ00,814.7,738.5,76.2,4066.3,3708.0,358.3
719,VER,TR11  ,2012JJ00,741.2,655.3,85.9,3495.4,3163.8,331.6
720,VER,TR12  ,1998JJ00,915.2,833.1,82.1,5189.9,4734.8,455.1
721,VER,TR12  ,1999JJ00,1024.8,935.6,89.2,5522.5,5083.8,438.8
722,VER,TR12  ,2000JJ00,1154.8,1023.0,131.8,5793.7,5147.5,646.2
723,VER,TR12  ,2001JJ00,1088.4,980.1,108.3,5406.1,4892.9,513.2
724,VER,TR12  ,2002JJ00,1095.5,998.6,96.9,5736.2,5266.2,470.0
725,VER,TR12  ,2003JJ00,1078.2,988.9,89.3,5294.2,4897.0,397.2
726,VER,TR12  ,2004JJ00,1010.8,902.3,108.4,4958.0,4464.9,493.1
727,VER,TR12  ,2005JJ00,915.2,854.9,60.3,4817.5,4527.5,290.0
728,VER,TR12  ,2006JJ00,1124.8,1018.0,106.8,5642.6,5153.7,488.9
729,VER,TR12  ,2007JJ00,1115.4,1032.2,83.2,5456.2,5040.6,415.5
730,VER,TR12  ,2008JJ00,1139.0,1059.1,79.9,5342.4,4968.4,374.0
731,VER,TR12  ,2009JJ00,1193.2,1092.4,100.9,5596.1,5117.3,478.8
732,VER,TR12  ,2010JJ00,1179.3,1085.4,93.9,5659.8,5197.7,462.1
733,VER,TR12  ,2011JJ00,1131.3,1051.5,79.8,5157.5,4787.1,370.4
734,VER,TR12  ,2012JJ00,1188.4,1082.3,106.1,5427.2,4928.7,498.5
735,VER,TR13  ,1998JJ00,951.2,817.1,134.1,4610.2,3996.7,613.5
736,VER,TR13  ,1999JJ00,1126.6,981.4,145.2,5174.8,4566.0,608.8
737,VER,TR13  ,2000JJ00,1080.5,931.8,148.7,5305.0,4625.7,679.3
738,VER,TR13  ,2001JJ00,1154.8,1014.1,140.7,5604.6,4913.2,691.4
739,VER,TR13  ,2002JJ00,1046.7,907.7,139.0,5350.3,4665.3,685.0
740,VER,TR13  ,2003JJ00,1065.3,925.5,139.9,5310.9,4678.8,632.0
741,VER,TR13  ,2004JJ00,1127.7,1011.5,116.2,5893.4,5346.6,546.8
742,VER,TR13  ,2005JJ00,1034.7,901.1,133.6,5109.8,4499.9,609.9
743,VER,TR13  ,2006JJ00,1042.1,896.7,145.5,5068.0,4379.5,688.5
744,VER,TR13  ,2007JJ00,1248.5,1067.9,180.6,5629.0,4802.2,826.8
745,VER,TR13  ,2008JJ00,1118.0,959.4,158.6,5181.0,4468.1,712.9
746,VER,TR13  ,2009JJ00,1126.4,973.7,152.6,5011.7,4341.7,670.0
747,VER,TR13  ,2010JJ00,1167.5,991.3,176.2,5191.0,4421.5,769.6
748,VER,TR13  ,2011JJ00,1287.4,1092.3,195.2,5662.9,4819.6,843.3
749,VER,TR13  ,2012JJ00,1272.6,1056.9,215.7,5387.5,4470.1,917.4
750,VER,TR14  ,1998JJ00,1309.8,1019.6,290.2,6208.3,4896.3,1312.0
751,VER,TR14  ,1999JJ00,1490.8,1139.6,351.3,7232.2,5673.2,1559.0
752,VER,TR14  ,2000JJ00,1499.1,1134.4,364.7,7193.2,5573.5,1619.7
753,VER,TR14  ,2001JJ00,1512.7,1194.5,318.2,7122.0,5697.6,1424.4
754,VER,TR14  ,2002JJ00,1444.5,1135.7,308.8,6901.5,5502.5,1398.9
755,VER,TR14  ,2003JJ00,1341.5,1046.5,295.0,6320.0,5087.8,1232.2
756,VER,TR14  ,2004JJ00,1368.0,1097.2,270.9,6525.8,5366.1,1159.7
757,VER,TR14  ,2005JJ00,1387.6,1103.3,284.3,6533.4,5266.8,1266.5
758,VER,TR14  ,2006JJ00,1406.4,1097.0,309.4,6439.5,5140.7,1298.8
759,VER,TR14  ,2007JJ00,1470.1,1137.0,333.1,6467.4,5027.8,1439.6
760,VER,TR14  ,2008JJ00,1552.0,1228.5,323.5,7020.7,5628.8,1391.9
761,VER,TR14  ,2009JJ00,1514.9,1198.6,316.3,6418.0,5102.4,1315.6
762,VER,TR14  ,2010JJ00,1461.1,1142.7,318.4,6048.6,4709.3,1339.3
763,VER,TR14  ,2011JJ00,1490.2,1167.4,322.8,6046.6,4724.8,1321.7
764,VER,TR14  ,2012JJ00,1619.5,1267.7,351.8,6425.1,4980.5,1444.6
765,VER,TR15  ,1998JJ00,408.8,378.2,30.6,2257.2,2151.1,106.1
766,VER,TR15  ,1999JJ00,427.5,401.4,26.1,2019.7,1949.0,70.7
767,VER,TR15  ,2000JJ00,414.5,381.2,33.4,1962.6,1848.5,114.1
768,VER,TR15  ,2001JJ00,414.9,382.2,32.7,2042.0,1929.0,113.0
769,VER,TR15  ,2002JJ00,395.7,362.2,33.5,1907.7,1792.5,115.1
770,VER,TR15  ,2003JJ00,449.9,414.1,35.8,2094.6,1959.2,135.3
771,VER,TR15  ,2004JJ00,398.2,367.8,30.4,1833.9,1723.1,110.8
772,VER,TR15  ,2005JJ00,379.1,355.2,24.0,1753.7,1649.8,103.9
773,VER,TR15  ,2006JJ00,446.4,419.1,27.2,1935.7,1832.3,103.3
774,VER,TR15  ,2007JJ00,451.5,426.8,24.7,1856.8,1766.2,90.6
775,VER,TR15  ,2008JJ00,397.3,367.3,30.0,1593.3,1489.7,103.6
776,VER,TR15  ,2009JJ00,427.7,401.4,26.4,1717.4,1636.1,81.3
777,VER,TR15  ,2010JJ00,412.0,383.2,28.8,1786.4,1696.9,89.4
778,VER,TR15  ,2011JJ00,426.2,393.3,32.9,1833.9,1721.3,112.6
779,VER,TR15  ,2012JJ00,428.2,388.0,40.2,1810.8,1671.2,139.6
780,VER,TR16  ,1998JJ00,73.5,21.7,51.8,282.5,146.2,136.4
781,VER,TR16  ,1999JJ00,257.1,55.8,201.3,1044.6,306.3,738.3
782,VER,TR16  ,2000JJ00,310.4,73.0,237.4,1027.6,338.7,689.0
783,VER,TR16  ,2001JJ00,190.0,10.4,179.6,558.8,23.3,535.5
784,VER,TR16  ,2002JJ00,300.6,93.3,207.3,1199.6,484.1,715.4
785,VER,TR16  ,2003JJ00,180.8,11.2,169.6,726.2,44.3,681.9
786,VER,TR16  ,2004JJ00,158.3,14.4,143.9,660.0,64.9,595.0
787,VER,TR16  ,2005JJ00,149.6,16.6,133.0,578.7,61.3,517.4
788,VER,TR16  ,2006JJ00,173.6,13.8,159.8,630.7,40.1,590.6
789,VER,TR16  ,2007JJ00,243.0,17.1,226.0,786.6,15.4,771.2
790,VER,TR16  ,2008JJ00,100.7,18.8,81.9,350.6,91.0,259.6
791,VER,TR16  ,2009JJ00,103.6,27.8,75.8,357.8,142.1,215.7
792,VER,TR16  ,2010JJ00,107.7,17.2,90.4,360.3,80.2,280.1
793,VER,TR16  ,2011JJ00,117.4,19.5,98.0,367.3,70.3,297.0
794,VER,TR16  ,2012JJ00,119.0,25.3,93.7,373.6,94.0,279.6
795,VER,TR17  ,1998JJ00,180.6,112.2,68.4,765.6,535.2,230.4
796,VER,TR17  ,1999JJ00,215.1,145.7,69.4,894.9,614.7,280.2
797,VER,TR17  ,2000JJ00,245.6,170.4,75.2,985.9,708.9,276.9
798,VER,TR17  ,2001JJ00,223.3,168.1,55.2,973.9,731.7,242.2
799,VER,TR17  ,2002JJ00,235.3,129.4,105.9,1021.8,642.4,379.4
800,VER,TR17  ,2003JJ00,260.7,167.5,93.2,1084.8,719.3,365.5
801,VER,TR17  ,2004JJ00,266.0,189.8,76.3,1343.7,994.2,349.5
802,VER,TR17  ,2005JJ00,291.0,196.0,95.0,1144.4,785.8,358.7
803,VER,TR17  ,2006JJ00,264.4,188.5,75.9,1115.5,839.5,276.0
804,VER,TR17  ,2007JJ00,273.7,215.5,58.2,1310.6,1072.0,238.6
805,VER,TR17  ,2008JJ00,281.3,201.9,79.4,1253.1,953.2,299.9
806,VER,TR17  ,2009JJ00,364.1,268.1,96.0,1624.2,1213.7,410.5
807,VER,TR17  ,2010JJ00,271.3,207.9,63.4,1117.8,875.4,242.4
808,VER,TR17  ,2011JJ00,285.9,206.3,79.7,1086.6,819.5,267.1
809,VER,TR17  ,2012JJ00,277.5,205.2,72.3,874.6,642.9,231.7
