ID,DutchEconomy,Periods,TotalCO2_1,CO2ExclBiomass_2,CO2Biomass_3,N2O_4,CH4_5,GreenhouseGasEquivalents_6,NOx_7,SO2_8,NH3_9,AcidificationEquivalents_10,CFK12Equivalents_11,CO_12,NMVOC_13,PM10_14
1214,300006 ,2014JJ00,32434.0,31970,464.4,1.0,2.2,33036,253.5,29.5,0.6,6.5,0.0,47.6,28.9,9.3
1215,300006 ,2015JJ00,32784.0,32364,419.8,1.1,1.4,33384,243.7,20.6,0.7,6.0,0.0,45.5,29.0,7.9
1216,300006 ,2016JJ00,31724.0,31351,372.9,1.1,1.4,32282,240.9,13.6,0.7,5.7,0.0,44.1,28.3,6.7
1217,300006 ,2017JJ00,31916.0,31479,437.0,1.1,1.4,32496,241.7,13.5,0.8,5.7,0.0,43.4,28.7,6.6
1218,300006 ,2018JJ00,32401.0,31782,619.3,1.1,2.2,32921,244.6,12.5,0.8,5.7,0.0,42.0,30.2,6.6
1219,300006 ,2019JJ00,33674.0,32942,732.0,1.1,2.6,34194,235.5,11.6,0.9,5.5,0.0,40.6,29.7,6.3
1220,300006 ,2020JJ00,26809.0,26096,712.8,0.9,3.6,27313,209.8,9.5,0.9,4.9,0.0,34.7,28.1,6.0
1221,300006 ,2021JJ00,28182.0,27371,811.0,0.9,3.8,28630,227.4,9.2,0.9,5.3,0.0,33.8,29.1,6.6
1222,300006 ,2022JJ00,30112.0,29331,781.4,1.0,4.7,30603,243.8,9.9,1.0,5.7,0.0,37.9,29.9,6.9
1223,300006 ,2023JJ00,31738.0,30897,841.6,1.1,5.5,32275,267.4,13.8,1.1,6.3,0.0,40.2,30.9,7.2
1224,300006 ,2024JJ00,32168.0,30958,1210.2,1.1,5.5,32712,283.2,12.1,1.0,6.6,0.0,39.9,30.4,7.6
1225,354200 ,1990JJ00,4058.0,4050,7.7,0.0,0.6,4083,32.5,2.1,0.1,0.8,289.5,40.6,39.3,2.5
1226,354200 ,1991JJ00,4318.0,4310,7.8,0.0,0.7,4347,32.9,2.2,0.2,0.8,234.2,69.9,37.0,2.5
1227,354200 ,1992JJ00,4291.0,4283,8.3,0.0,0.8,4324,32.9,2.3,0.2,0.8,178.9,84.6,34.5,2.5
1228,354200 ,1993JJ00,4472.0,4463,8.4,0.0,0.9,4509,31.6,2.3,0.2,0.8,123.5,82.3,31.7,2.3
1229,354200 ,1994JJ00,4346.0,4338,8.5,0.1,1.0,4388,30.0,2.2,0.2,0.7,68.2,63.5,28.9,2.1
1230,354200 ,1995JJ00,4520.0,4508,11.6,0.1,1.1,4570,28.5,2.0,0.2,0.7,12.9,28.7,25.5,1.9
1231,354200 ,1996JJ00,4767.0,4755,11.5,0.1,1.4,4828,27.7,1.5,0.2,0.7,9.5,27.1,21.7,1.7
1232,354200 ,1997JJ00,4563.0,4550,12.3,0.1,1.5,4626,25.8,0.7,0.3,0.6,7.1,25.3,19.2,1.6
1233,354200 ,1998JJ00,4561.0,4549,12.1,0.1,1.4,4624,25.6,0.7,0.3,0.6,3.1,23.3,18.2,1.5
1234,354200 ,1999JJ00,4640.0,4629,11.9,0.1,1.4,4700,25.7,0.8,0.3,0.6,1.8,22.4,17.3,1.5
1235,354200 ,2000JJ00,4686.0,4673,13.4,0.1,1.4,4769,24.7,0.4,0.3,0.6,0.9,20.7,12.8,1.4
1236,354200 ,2001JJ00,4909.0,4895,13.5,0.1,1.3,4996,24.1,0.1,0.4,0.5,0.3,21.9,12.2,1.4
1237,354200 ,2002JJ00,4797.0,4784,12.8,0.1,1.2,4888,23.3,0.1,0.4,0.5,0.0,20.9,11.1,1.3
1238,354200 ,2003JJ00,4903.0,4891,11.8,0.1,1.2,5001,22.8,0.1,0.4,0.5,0.0,20.1,10.7,1.2
1239,354200 ,2004JJ00,5094.0,5078,15.8,0.1,1.1,5197,22.6,0.1,0.4,0.5,0.0,19.5,10.9,1.1
1240,354200 ,2005JJ00,4834.0,4821,12.8,0.1,1.1,4945,21.6,0.0,0.3,0.5,0.0,18.9,11.4,1.1
1241,354200 ,2006JJ00,4814.0,4789,25.7,0.1,1.1,4931,20.8,0.0,0.3,0.5,0.0,18.2,9.3,1.0
1242,354200 ,2007JJ00,4656.0,4547,108.6,0.1,1.1,4783,20.2,0.1,0.3,0.5,0.0,17.4,9.2,0.9
1243,354200 ,2008JJ00,4790.0,4684,105.2,0.1,1.2,4928,19.3,0.0,0.3,0.4,0.0,16.7,8.9,0.8
1244,354200 ,2009JJ00,4680.0,4557,123.0,0.1,1.0,4822,17.5,0.0,0.3,0.4,0.0,15.4,7.9,0.7
1245,354200 ,2010JJ00,4863.0,4783,80.0,0.1,1.0,5007,15.8,0.0,0.3,0.4,0.0,14.2,10.1,0.6
1246,354200 ,2011JJ00,4363.0,4267,96.4,0.1,0.9,4509,14.7,0.1,0.3,0.3,0.0,13.3,9.8,0.5
1247,354200 ,2012JJ00,4495.0,4396,99.6,0.1,0.9,4644,14.5,0.1,0.3,0.3,0.0,12.5,9.5,0.5
1248,354200 ,2013JJ00,4457.0,4357,99.7,0.1,0.9,4624,13.6,0.0,0.3,0.3,0.0,11.4,8.9,0.5
1249,354200 ,2014JJ00,3962.0,3842,119.8,0.1,0.8,4106,12.4,0.0,0.3,0.3,0.0,10.6,8.6,0.4
1250,354200 ,2015JJ00,4138.0,4030,108.3,0.1,0.4,4281,12.0,0.1,0.3,0.3,0.0,10.4,8.7,0.4
1251,354200 ,2016JJ00,4177.0,4081,96.8,0.1,0.4,4300,11.5,0.1,0.3,0.3,0.0,10.1,7.8,0.4
1252,354200 ,2017JJ00,4305.0,4184,120.6,0.1,0.4,4439,11.1,0.1,0.3,0.3,0.0,10.0,7.9,0.4
1253,354200 ,2018JJ00,4058.0,3890,168.1,0.1,0.4,4150,9.9,0.1,0.3,0.2,0.0,9.1,8.0,0.4
1254,354200 ,2019JJ00,3834.0,3635,198.8,0.1,0.4,3922,8.8,0.1,0.3,0.2,0.0,8.3,7.9,0.4
1255,354200 ,2020JJ00,3389.0,3204,185.1,0.1,0.4,3475,7.2,0.1,0.3,0.2,0.0,6.9,7.6,0.3
1256,354200 ,2021JJ00,3578.0,3364,213.6,0.1,0.4,3634,7.0,0.1,0.3,0.2,0.0,6.3,7.6,0.3
1257,354200 ,2022JJ00,3464.0,3254,210.2,0.1,0.3,3520,6.7,0.0,0.3,0.2,0.0,6.9,7.6,0.3
1258,354200 ,2023JJ00,3454.0,3212,242.2,0.1,0.4,3515,6.8,0.1,0.4,0.2,0.0,7.4,7.9,0.4
1259,354200 ,2024JJ00,3389.0,3044,344.4,0.1,0.4,3449,7.0,0.1,0.4,0.2,0.0,7.2,7.3,0.4
1260,383100 ,1990JJ00,17415.0,17414,1.6,0.4,1.0,17544,230.7,68.1,0.1,7.1,115.8,50.7,44.5,15.4
1261,383100 ,1991JJ00,17726.0,17724,1.6,0.4,1.0,17863,231.4,65.0,0.1,7.1,93.8,51.5,43.5,15.2
1262,383100 ,1992JJ00,19143.0,19142,1.7,0.4,1.1,19292,243.0,70.2,0.1,7.5,71.7,52.6,41.7,15.6
1263,383100 ,1993JJ00,20223.0,20222,1.7,0.5,1.1,20381,247.2,73.7,0.1,7.7,49.7,52.3,39.8,15.7
1264,383100 ,1994JJ00,20987.0,20985,1.7,0.5,1.1,21152,252.4,77.5,0.1,7.9,27.7,52.0,38.1,16.0
1265,383100 ,1995JJ00,22195.0,22192,2.4,0.5,1.1,22366,249.5,77.4,0.1,7.8,5.6,47.1,33.3,15.4
1266,383100 ,1996JJ00,22802.0,22799,2.4,0.6,1.2,22987,251.1,76.9,0.1,7.9,3.6,46.6,31.5,15.1
1267,383100 ,1997JJ00,24032.0,24029,2.5,0.6,1.2,24228,261.0,77.9,0.1,8.1,3.1,46.8,29.2,15.3
1268,383100 ,1998JJ00,24764.0,24761,2.5,0.6,1.2,24965,270.6,86.6,0.2,8.6,1.2,45.9,28.6,15.5
1269,383100 ,1999JJ00,26309.0,26307,2.5,0.7,1.2,26521,297.4,101.3,0.2,9.6,0.8,47.1,28.1,17.2
1270,383100 ,2000JJ00,27278.0,27276,2.8,0.7,1.1,27513,298.8,101.2,0.2,9.7,0.4,43.6,24.3,17.4
1271,383100 ,2001JJ00,27226.0,27223,2.8,0.7,1.1,27466,296.0,95.5,0.2,9.4,0.1,41.5,23.2,16.4
1272,383100 ,2002JJ00,26786.0,26783,2.6,0.7,1.0,27029,284.3,86.8,0.2,8.9,0.0,40.1,20.9,15.0
1273,383100 ,2003JJ00,27033.0,27031,2.5,0.7,1.0,27285,290.9,87.9,0.2,9.1,0.0,39.4,20.3,14.8
1274,383100 ,2004JJ00,27438.0,27434,3.3,0.7,1.0,27697,296.6,83.9,0.2,9.1,0.0,39.5,18.1,14.2
1275,383100 ,2005JJ00,27838.0,27836,2.7,0.7,0.9,28113,299.5,89.3,0.2,9.3,0.0,40.2,21.5,14.5
1276,383100 ,2006JJ00,27149.0,27014,135.4,0.7,0.9,27430,264.0,71.6,0.2,8.0,0.0,40.6,22.0,12.1
1277,383100 ,2007JJ00,28547.0,28237,310.4,0.8,0.9,28849,289.8,81.2,0.2,8.8,0.0,42.2,22.4,13.2
1278,383100 ,2008JJ00,28914.0,28621,293.7,0.8,0.9,29234,294.0,67.5,0.2,8.5,0.0,43.0,22.5,12.5
1279,383100 ,2009JJ00,26899.0,26559,339.7,0.8,0.8,27216,267.9,62.8,0.2,7.8,0.0,40.2,20.3,11.5
1280,383100 ,2010JJ00,27145.0,26890,254.2,0.9,0.8,27472,257.0,52.0,0.2,7.2,0.0,39.0,20.0,10.5
1281,383100 ,2011JJ00,27745.0,27439,306.8,0.9,0.9,28088,237.0,34.8,0.2,6.2,0.0,39.5,20.1,8.6
1282,383100 ,2012JJ00,27865.0,27583,282.6,0.9,0.9,28214,240.3,27.9,0.2,6.1,0.0,38.4,20.3,8.7
1283,383100 ,2013JJ00,27499.0,27219,279.6,0.9,0.9,27848,241.1,38.5,0.3,6.5,0.0,37.4,20.3,8.7
1284,383100 ,2014JJ00,27519.0,27189,330.3,0.9,0.9,27868,240.3,29.5,0.3,6.2,0.0,36.1,19.9,8.8
1285,383100 ,2015JJ00,27607.0,27312,295.6,0.9,0.8,27955,230.9,20.6,0.4,5.7,0.0,34.3,19.9,7.4
1286,383100 ,2016JJ00,26488.0,26231,256.9,0.9,0.8,26835,228.5,13.5,0.4,5.4,0.0,33.2,20.1,6.2
1287,383100 ,2017JJ00,26567.0,26271,295.2,0.9,0.8,26913,229.8,13.4,0.5,5.4,0.0,32.6,20.4,6.1
1288,383100 ,2018JJ00,27289.0,26862,426.3,1.0,1.7,27657,233.9,12.5,0.5,5.5,0.0,32.0,21.8,6.2
1289,383100 ,2019JJ00,28797.0,28294,503.1,1.0,2.0,29171,225.9,11.5,0.5,5.3,0.0,31.4,21.4,5.9
1290,383100 ,2020JJ00,22490.0,21995,494.8,0.8,3.0,22854,202.0,9.4,0.6,4.7,0.0,26.9,20.1,5.7
1291,383100 ,2021JJ00,23622.0,23060,562.4,0.8,3.2,23987,219.8,9.1,0.6,5.1,0.0,26.8,21.1,6.2
1292,383100 ,2022JJ00,25732.0,25199,533.6,0.9,4.2,26140,236.6,9.9,0.6,5.5,0.0,30.2,21.8,6.6
1293,383100 ,2023JJ00,27378.0,26847,531.0,1.0,4.8,27824,260.1,13.7,0.7,6.1,0.0,31.9,22.5,6.8
1294,383100 ,2024JJ00,27938.0,27140,798.1,1.0,4.9,28393,275.7,12.0,0.6,6.4,0.0,31.9,22.7,7.1
1295,383200 ,1990JJ00,5294.0,5293,0.9,0.1,0.5,5323,77.7,5.8,0.0,1.9,49.9,24.3,13.8,5.2
1296,383200 ,1991JJ00,5435.0,5434,0.9,0.1,0.6,5469,80.5,6.0,0.0,1.9,40.5,25.1,14.3,5.2
1297,383200 ,1992JJ00,5644.0,5643,0.9,0.1,0.6,5679,80.9,6.2,0.0,2.0,31.0,25.1,13.7,5.1
1298,383200 ,1993JJ00,5670.0,5669,0.9,0.1,0.6,5706,77.7,6.2,0.0,1.9,21.6,24.1,12.8,4.8
1299,383200 ,1994JJ00,5678.0,5677,0.9,0.1,0.6,5714,74.6,6.0,0.0,1.8,12.2,23.0,12.1,4.6
1300,383200 ,1995JJ00,5985.0,5984,1.3,0.1,0.6,6023,72.2,5.6,0.0,1.7,2.8,21.5,10.5,4.5
1301,383200 ,1996JJ00,5868.0,5867,1.3,0.1,0.6,5909,69.4,4.2,0.1,1.6,1.6,20.0,9.8,3.9
1302,383200 ,1997JJ00,5857.0,5856,1.4,0.1,0.6,5897,67.3,1.9,0.1,1.5,1.5,18.5,8.8,3.5
1303,383200 ,1998JJ00,5891.0,5890,1.4,0.1,0.6,5932,65.7,1.9,0.1,1.5,0.5,17.1,7.8,3.2
1304,383200 ,1999JJ00,6235.0,6233,1.3,0.1,0.6,6275,68.0,1.9,0.1,1.5,0.4,16.9,7.5,3.1
1305,383200 ,2000JJ00,6270.0,6268,1.5,0.1,0.5,6329,64.8,1.2,0.1,1.4,0.2,15.3,5.7,2.8
1306,383200 ,2001JJ00,6166.0,6164,1.5,0.1,0.5,6231,63.0,0.3,0.1,1.4,0.1,14.6,5.1,2.6
1307,383200 ,2002JJ00,6230.0,6228,1.4,0.1,0.5,6302,62.7,0.2,0.1,1.4,0.0,14.2,4.8,2.4
1308,383200 ,2003JJ00,6256.0,6255,1.3,0.1,0.5,6335,62.2,0.2,0.1,1.4,0.0,14.0,4.4,2.2
1309,383200 ,2004JJ00,6256.0,6254,1.7,0.1,0.5,6340,61.7,0.2,0.1,1.4,0.0,13.9,4.1,2.1
1310,383200 ,2005JJ00,6183.0,6182,1.4,0.1,0.5,6279,59.4,0.1,0.1,1.3,0.0,13.9,3.6,1.9
1311,383200 ,2006JJ00,6266.0,6135,131.3,0.1,0.4,6372,57.2,0.2,0.1,1.3,0.0,14.1,3.2,1.8
1312,383200 ,2007JJ00,6392.0,6104,288.1,0.2,0.4,6512,55.7,0.2,0.1,1.2,0.0,14.6,2.9,1.6
1313,383200 ,2008JJ00,6438.0,6165,272.7,0.2,0.5,6572,52.0,0.1,0.1,1.1,0.0,14.8,2.5,1.4
1314,383200 ,2009JJ00,6259.0,5945,313.7,0.2,0.4,6402,46.0,0.1,0.1,1.0,0.0,14.2,1.9,1.1
1315,383200 ,2010JJ00,6311.0,6073,237.4,0.2,0.4,6463,42.5,0.1,0.1,0.9,0.0,13.5,2.0,1.1
1316,383200 ,2011JJ00,6300.0,6015,284.9,0.3,0.4,6459,40.2,0.0,0.1,0.9,0.0,13.0,2.1,1.0
1317,383200 ,2012JJ00,5978.0,5717,260.9,0.3,0.4,6140,35.5,0.0,0.1,0.8,0.0,11.9,2.1,0.9
1318,383200 ,2013JJ00,5824.0,5565,258.5,0.3,0.4,5986,32.1,0.0,0.2,0.7,0.0,11.0,2.1,0.8
1319,383200 ,2014JJ00,5721.0,5417,304.4,0.3,0.4,5886,29.0,0.0,0.2,0.6,0.0,10.1,2.2,0.8
1320,383200 ,2015JJ00,5701.0,5428,272.6,0.3,0.4,5865,26.2,0.0,0.3,0.6,0.0,9.0,2.3,0.8
1321,383200 ,2016JJ00,5734.0,5497,236.5,0.3,0.4,5900,23.9,0.0,0.3,0.5,0.0,8.2,2.4,0.8
1322,383200 ,2017JJ00,5779.0,5509,269.7,0.3,0.4,5944,22.3,0.0,0.3,0.5,0.0,7.7,2.5,0.7
1323,383200 ,2018JJ00,6154.0,5765,388.5,0.3,0.3,6315,22.1,0.0,0.4,0.5,0.0,5.8,3.6,0.7
1324,383200 ,2019JJ00,6133.0,5676,456.6,0.3,0.4,6292,20.0,0.0,0.4,0.5,0.0,4.9,3.7,0.7
1325,383200 ,2020JJ00,5986.0,5533,453.7,0.3,0.3,6146,17.5,0.0,0.5,0.4,0.0,4.5,3.7,0.7
1326,383200 ,2021JJ00,6132.0,5617,514.9,0.3,0.4,6286,17.1,0.0,0.5,0.4,0.0,3.8,3.8,0.7
1327,383200 ,2022JJ00,6052.0,5566,485.3,0.3,0.4,6200,16.6,0.0,0.5,0.4,0.0,3.6,3.8,0.7
1328,383200 ,2023JJ00,5939.0,5466,472.6,0.3,0.4,6086,16.3,0.0,0.5,0.4,0.0,3.4,3.8,0.7
1329,383200 ,2024JJ00,5965.0,5248,717.6,0.3,0.4,6113,17.0,0.0,0.5,0.4,0.0,3.3,3.9,0.7
1330,384900 ,1990JJ00,5772.0,5772,0.0,0.1,0.2,5817,125.8,59.0,0.0,4.6,6.1,7.0,9.6,7.8
1331,384900 ,1991JJ00,5639.0,5639,0.0,0.1,0.2,5683,122.6,55.7,0.0,4.4,5.0,6.9,9.8,7.6
1332,384900 ,1992JJ00,6116.0,6116,0.0,0.2,0.2,6163,131.8,60.3,0.0,4.7,3.8,7.3,10.4,8.2
1333,384900 ,1993JJ00,6397.0,6397,0.0,0.2,0.2,6447,137.0,63.5,0.0,5.0,2.6,7.5,11.0,8.6
1334,384900 ,1994JJ00,6815.0,6815,0.0,0.2,0.3,6868,144.6,67.4,0.0,5.2,1.5,7.9,11.7,9.2
1335,384900 ,1995JJ00,6879.0,6879,0.0,0.2,0.2,6930,142.6,67.3,0.0,5.2,0.3,7.6,10.6,9.0
1336,384900 ,1996JJ00,6761.0,6761,0.0,0.2,0.3,6814,144.1,68.1,0.0,5.3,0.2,7.7,10.9,9.2
1337,384900 ,1997JJ00,7313.0,7313,0.1,0.2,0.3,7370,154.2,71.3,0.0,5.6,0.2,8.3,11.8,9.9
1338,384900 ,1998JJ00,7498.0,7498,0.1,0.2,0.3,7555,163.4,79.7,0.0,6.0,0.1,8.4,11.8,10.6
1339,384900 ,1999JJ00,8277.0,8277,0.0,0.2,0.3,8342,185.2,94.2,0.0,7.0,0.0,9.3,12.6,12.4
1340,384900 ,2000JJ00,8661.0,8661,0.1,0.2,0.3,8727,188.0,98.4,0.0,7.2,0.0,9.2,11.6,12.9
1341,384900 ,2001JJ00,8758.0,8758,0.1,0.2,0.3,8824,186.7,93.7,0.0,7.0,0.0,9.2,11.5,12.2
1342,384900 ,2002JJ00,8252.0,8252,0.1,0.2,0.3,8315,175.3,85.4,0.0,6.5,0.0,8.6,9.8,11.2
1343,384900 ,2003JJ00,8564.0,8564,0.0,0.2,0.3,8628,181.6,86.0,0.0,6.6,0.0,8.8,10.0,11.3
1344,384900 ,2004JJ00,8726.0,8726,0.1,0.2,0.3,8791,184.3,81.6,0.0,6.6,0.0,8.9,9.7,10.8
1345,384900 ,2005JJ00,8888.0,8888,0.1,0.2,0.2,8954,188.4,86.3,0.0,6.8,0.0,9.0,9.4,11.3
1346,384900 ,2006JJ00,7497.0,7497,0.1,0.2,0.2,7553,154.7,68.1,0.0,5.5,0.0,7.6,8.9,9.1
1347,384900 ,2007JJ00,8666.0,8666,0.6,0.2,0.2,8730,182.3,78.9,0.0,6.4,0.0,8.7,9.3,10.4
1348,384900 ,2008JJ00,9017.0,9016,0.6,0.2,0.2,9083,183.9,61.1,0.0,5.9,0.0,9.7,9.5,9.9
1349,384900 ,2009JJ00,8116.0,8115,0.7,0.2,0.2,8175,165.1,56.0,0.0,5.3,0.0,9.1,9.0,9.3
1350,384900 ,2010JJ00,7910.0,7909,0.5,0.2,0.2,7967,157.1,47.9,0.0,4.9,0.0,8.1,8.5,8.3
1351,384900 ,2011JJ00,7700.0,7700,0.6,0.2,0.2,7757,146.8,31.1,0.0,4.2,0.0,7.9,8.0,6.5
1352,384900 ,2012JJ00,8106.0,8105,0.6,0.2,0.2,8166,153.3,23.9,0.0,4.1,0.0,8.4,8.4,6.8
1353,384900 ,2013JJ00,7982.0,7982,0.6,0.2,0.2,8042,151.2,32.8,0.0,4.3,0.0,8.4,8.3,6.7
1354,384900 ,2014JJ00,8224.0,8223,0.7,0.2,0.2,8285,156.0,24.2,0.0,4.1,0.0,9.2,7.6,6.8
1355,384900 ,2015JJ00,8077.0,8076,0.7,0.2,0.3,8138,148.2,15.1,0.0,3.7,0.0,8.6,7.5,5.5
1356,384900 ,2016JJ00,7824.0,7823,0.5,0.2,0.3,7884,148.7,6.6,0.0,3.4,0.0,8.5,7.4,4.4
1357,384900 ,2017JJ00,7975.0,7974,0.7,0.2,0.3,8036,151.2,6.6,0.0,3.5,0.0,8.7,7.5,4.3
1358,384900 ,2018JJ00,8305.0,8304,1.0,0.2,1.1,8391,153.9,5.7,0.0,3.5,0.0,9.4,7.7,4.4
1359,384900 ,2019JJ00,8011.0,8010,1.1,0.2,1.4,8103,148.2,4.7,0.0,3.4,0.0,9.3,7.1,4.2
1360,384900 ,2020JJ00,8065.0,8064,1.0,0.2,2.5,8192,149.2,4.9,0.0,3.4,0.0,10.8,6.8,4.1
1361,384900 ,2021JJ00,8870.0,8869,1.0,0.2,2.6,9001,162.2,4.7,0.0,3.7,0.0,11.0,7.3,4.6
1362,384900 ,2022JJ00,9544.0,9542,1.2,0.2,3.6,9704,172.7,5.0,0.0,3.9,0.0,12.2,7.6,4.9
1363,384900 ,2023JJ00,10452.0,10450,1.7,0.3,4.1,10635,190.6,6.4,0.0,4.3,0.0,13.2,8.0,5.1
1364,384900 ,2024JJ00,10659.0,10657,1.9,0.3,4.2,10845,201.8,5.4,0.0,4.6,0.0,12.9,8.3,5.4
1365,386300 ,1990JJ00,5582.0,5582,0.0,0.2,0.1,5632,17.3,2.6,0.0,0.5,13.2,13.0,2.2,0.1
1366,386300 ,1991JJ00,5866.0,5866,0.0,0.2,0.1,5920,18.5,2.7,0.0,0.5,10.7,13.5,2.2,0.1
1367,386300 ,1992JJ00,6597.0,6597,0.0,0.2,0.1,6658,20.7,3.0,0.0,0.5,8.2,14.3,2.3,0.1
1368,386300 ,1993JJ00,7342.0,7342,0.0,0.2,0.1,7410,23.0,3.4,0.0,0.6,5.6,15.1,2.4,0.1
1369,386300 ,1994JJ00,7689.0,7689,0.0,0.3,0.1,7759,24.1,3.5,0.0,0.6,3.1,15.8,2.5,0.1
1370,386300 ,1995JJ00,8493.0,8493,0.0,0.3,0.1,8569,25.8,3.8,0.0,0.7,0.6,13.1,2.3,0.1
1371,386300 ,1996JJ00,9320.0,9320,0.0,0.3,0.1,9405,29.0,4.2,0.0,0.8,0.3,14.0,2.4,0.1
1372,386300 ,1997JJ00,10037.0,10037,0.0,0.3,0.1,10128,31.3,4.5,0.0,0.8,0.4,15.4,2.4,0.2
1373,386300 ,1998JJ00,10556.0,10556,0.0,0.3,0.1,10652,33.6,4.8,0.0,0.9,0.1,16.1,2.3,0.2
1374,386300 ,1999JJ00,10963.0,10963,0.0,0.4,0.1,11062,36.2,4.9,0.1,0.9,0.1,16.6,2.3,0.2
1375,386300 ,2000JJ00,11515.0,11515,0.0,0.4,0.2,11617,38.3,1.5,0.1,0.9,0.0,15.0,2.4,0.2
1376,386300 ,2001JJ00,11449.0,11449,0.0,0.4,0.1,11550,38.7,1.5,0.1,0.9,0.0,13.5,2.1,0.2
1377,386300 ,2002JJ00,11477.0,11477,0.0,0.4,0.1,11580,39.3,1.2,0.1,0.9,0.0,13.5,2.1,0.2
1378,386300 ,2003JJ00,11381.0,11381,0.0,0.4,0.1,11483,40.4,1.6,0.1,0.9,0.0,12.9,1.9,0.2
1379,386300 ,2004JJ00,11601.0,11601,0.0,0.4,0.1,11704,44.1,2.1,0.1,1.0,0.0,13.3,1.6,0.2
1380,386300 ,2005JJ00,11946.0,11946,0.0,0.4,0.1,12052,45.8,2.8,0.1,1.1,0.0,13.9,1.6,0.2
1381,386300 ,2006JJ00,12573.0,12573,0.1,0.4,0.1,12686,46.6,3.4,0.1,1.1,0.0,15.7,1.7,0.2
1382,386300 ,2007JJ00,12686.0,12685,0.7,0.4,0.1,12797,46.7,2.1,0.1,1.1,0.0,15.8,1.8,0.2
1383,386300 ,2008JJ00,12643.0,12642,0.6,0.4,0.1,12754,53.5,6.3,0.1,1.4,0.0,15.7,2.3,0.2
1384,386300 ,2009JJ00,11728.0,11727,0.7,0.4,0.1,11833,52.8,6.7,0.0,1.4,0.0,14.4,1.9,0.2
1385,386300 ,2010JJ00,12049.0,12049,0.5,0.4,0.1,12157,53.8,4.0,0.0,1.3,0.0,14.8,1.6,0.2
1386,386300 ,2011JJ00,12880.0,12880,0.7,0.4,0.1,12997,46.4,3.6,0.1,1.1,0.0,16.0,1.7,0.2
1387,386300 ,2012JJ00,12928.0,12928,0.7,0.4,0.1,13046,48.3,3.9,0.1,1.2,0.0,15.9,1.7,0.2
1388,386300 ,2013JJ00,12856.0,12855,0.6,0.4,0.1,12973,54.8,5.6,0.1,1.4,0.0,15.9,1.7,0.2
1389,386300 ,2014JJ00,12797.0,12797,0.7,0.4,0.1,12909,52.8,5.2,0.0,1.3,0.0,14.7,1.8,0.2
1390,386300 ,2015JJ00,13028.0,13027,0.6,0.4,0.1,13142,54.1,5.4,0.0,1.3,0.0,14.9,1.8,0.2
1391,386300 ,2016JJ00,12101.0,12101,0.4,0.4,0.1,12214,53.5,6.8,0.0,1.4,0.0,14.6,1.7,0.2
1392,386300 ,2017JJ00,11965.0,11964,0.5,0.4,0.1,12076,54.0,6.8,0.0,1.4,0.0,14.3,1.7,0.2
1393,386300 ,2018JJ00,11962.0,11961,0.9,0.4,0.1,12073,55.5,6.7,0.0,1.4,0.0,14.6,1.7,0.2
1394,386300 ,2019JJ00,13792.0,13791,1.0,0.4,0.1,13905,55.6,6.8,0.0,1.4,0.0,15.0,1.7,0.2
1395,386300 ,2020JJ00,7704.0,7703,0.4,0.2,0.1,7772,33.5,4.5,0.0,0.9,0.0,9.6,1.0,0.1
1396,386300 ,2021JJ00,7854.0,7854,0.5,0.3,0.1,7926,38.8,4.4,0.0,1.0,0.0,10.1,1.1,0.1
1397,386300 ,2022JJ00,9382.0,9381,0.7,0.3,0.1,9471,45.5,4.9,0.0,1.1,0.0,12.5,1.3,0.2
1398,386300 ,2023JJ00,10194.0,10194,0.8,0.4,0.2,10299,51.4,7.3,0.0,1.3,0.0,13.6,1.5,0.2
1399,386300 ,2024JJ00,10546.0,10545,1.3,0.4,0.2,10656,55.1,6.6,0.0,1.4,0.0,14.0,1.6,0.2
1400,386800 ,1990JJ00,663.0,663,0.6,0.0,0.1,668,8.9,0.7,0.0,0.2,37.5,4.9,18.5,2.3
1401,386800 ,1991JJ00,677.0,677,0.6,0.0,0.1,682,8.8,0.6,0.0,0.2,30.2,4.7,16.7,2.2
1402,386800 ,1992JJ00,676.0,675,0.6,0.0,0.1,681,8.6,0.6,0.0,0.2,23.0,4.5,14.9,2.2
1403,386800 ,1993JJ00,698.0,698,0.7,0.0,0.1,704,8.5,0.6,0.0,0.2,15.7,4.4,13.2,2.1
1404,386800 ,1994JJ00,690.0,689,0.7,0.0,0.1,696,8.2,0.6,0.0,0.2,8.4,4.2,11.5,2.0
1405,386800 ,1995JJ00,718.0,717,0.9,0.0,0.1,723,8.0,0.6,0.0,0.2,1.1,3.9,9.7,1.8
1406,386800 ,1996JJ00,730.0,729,0.9,0.0,0.2,736,7.8,0.4,0.0,0.2,1.2,3.9,8.2,1.8
1407,386800 ,1997JJ00,702.0,701,1.0,0.0,0.2,708,7.5,0.2,0.0,0.2,0.6,3.7,5.9,1.7
1408,386800 ,1998JJ00,693.0,692,0.9,0.0,0.1,699,7.1,0.2,0.0,0.2,0.4,3.6,6.5,1.5
1409,386800 ,1999JJ00,702.0,701,0.9,0.0,0.1,709,7.2,0.2,0.0,0.2,0.2,3.6,5.5,1.5
1410,386800 ,2000JJ00,698.0,697,1.0,0.0,0.1,704,6.9,0.1,0.0,0.2,0.1,3.4,4.4,1.4
1411,386800 ,2001JJ00,711.0,710,1.0,0.0,0.1,717,6.8,0.0,0.0,0.1,0.0,3.4,4.3,1.4
