ID,Zorgaanbieders,Zorgfinanciering,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
4635,A041738,A019158,2008JJ00,0.0
4636,A041738,A019158,2009JJ00,0.0
4637,A041738,A019158,2010JJ00,0.0
4638,A041738,A019158,2011JJ00,0.0
4639,A041738,A019158,2012JJ00,0.0
4640,A041738,A019158,2013JJ00,0.0
4641,A041738,A019158,2014JJ00,0.0
4642,A041738,A019158,2015JJ00,0.0
4643,A041738,A019158,2016JJ00,0.0
4644,A041738,A019158,2017JJ00,0.0
4645,A041738,A019158,2018JJ00,0.0
4646,A041738,A019158,2019JJ00,0.0
4647,A041738,A019158,2020JJ00,0.0
4648,A041738,A019158,2021JJ00,0.0
4649,A041738,A019158,2022JJ00,0.0
4650,A041738,A019163,1998JJ00,354.0
4651,A041738,A019163,1999JJ00,463.0
4652,A041738,A019163,2000JJ00,511.0
4653,A041738,A019163,2001JJ00,543.0
4654,A041738,A019163,2002JJ00,562.0
4655,A041738,A019163,2003JJ00,671.0
4656,A041738,A019163,2004JJ00,795.0
4657,A041738,A019163,2005JJ00,720.0
4658,A041738,A019163,2006JJ00,749.0
4659,A041738,A019163,2007JJ00,897.0
4660,A041738,A019163,2008JJ00,821.0
4661,A041738,A019163,2009JJ00,936.0
4662,A041738,A019163,2010JJ00,1049.0
4663,A041738,A019163,2011JJ00,1278.0
4664,A041738,A019163,2012JJ00,1600.0
4665,A041738,A019163,2013JJ00,1705.0
4666,A041738,A019163,2014JJ00,1460.0
4667,A041738,A019163,2015JJ00,1421.0
4668,A041738,A019163,2016JJ00,1439.0
4669,A041738,A019163,2017JJ00,1489.0
4670,A041738,A019163,2018JJ00,1566.0
4671,A041738,A019163,2019JJ00,1736.0
4672,A041738,A019163,2020JJ00,1508.0
4673,A041738,A019163,2021JJ00,1654.0
4674,A041738,A019163,2022JJ00,2231.0
4675,A041738,A019164,1998JJ00,354.0
4676,A041738,A019164,1999JJ00,463.0
4677,A041738,A019164,2000JJ00,511.0
4678,A041738,A019164,2001JJ00,543.0
4679,A041738,A019164,2002JJ00,562.0
4680,A041738,A019164,2003JJ00,671.0
4681,A041738,A019164,2004JJ00,795.0
4682,A041738,A019164,2005JJ00,720.0
4683,A041738,A019164,2006JJ00,749.0
4684,A041738,A019164,2007JJ00,881.0
4685,A041738,A019164,2008JJ00,806.0
4686,A041738,A019164,2009JJ00,918.0
4687,A041738,A019164,2010JJ00,1028.0
4688,A041738,A019164,2011JJ00,1255.0
4689,A041738,A019164,2012JJ00,1575.0
4690,A041738,A019164,2013JJ00,1663.0
4691,A041738,A019164,2014JJ00,1423.0
4692,A041738,A019164,2015JJ00,1407.0
4693,A041738,A019164,2016JJ00,1428.0
4694,A041738,A019164,2017JJ00,1479.0
4695,A041738,A019164,2018JJ00,1560.0
4696,A041738,A019164,2019JJ00,1733.0
4697,A041738,A019164,2020JJ00,1503.0
4698,A041738,A019164,2021JJ00,1648.0
4699,A041738,A019164,2022JJ00,2225.0
4700,A041738,A019165,1998JJ00,0.0
4701,A041738,A019165,1999JJ00,0.0
4702,A041738,A019165,2000JJ00,0.0
4703,A041738,A019165,2001JJ00,0.0
4704,A041738,A019165,2002JJ00,0.0
4705,A041738,A019165,2003JJ00,0.0
4706,A041738,A019165,2004JJ00,0.0
4707,A041738,A019165,2005JJ00,0.0
4708,A041738,A019165,2006JJ00,0.0
4709,A041738,A019165,2007JJ00,16.0
4710,A041738,A019165,2008JJ00,15.0
4711,A041738,A019165,2009JJ00,19.0
4712,A041738,A019165,2010JJ00,21.0
4713,A041738,A019165,2011JJ00,23.0
4714,A041738,A019165,2012JJ00,24.0
4715,A041738,A019165,2013JJ00,42.0
4716,A041738,A019165,2014JJ00,37.0
4717,A041738,A019165,2015JJ00,14.0
4718,A041738,A019165,2016JJ00,11.0
4719,A041738,A019165,2017JJ00,11.0
4720,A041738,A019165,2018JJ00,6.0
4721,A041738,A019165,2019JJ00,3.0
4722,A041738,A019165,2020JJ00,5.0
4723,A041738,A019165,2021JJ00,6.0
4724,A041738,A019165,2022JJ00,6.0
4725,A041738,A044427,1998JJ00,419.0
4726,A041738,A044427,1999JJ00,450.0
4727,A041738,A044427,2000JJ00,568.0
4728,A041738,A044427,2001JJ00,649.0
4729,A041738,A044427,2002JJ00,856.0
4730,A041738,A044427,2003JJ00,982.0
4731,A041738,A044427,2004JJ00,1077.0
4732,A041738,A044427,2005JJ00,838.0
4733,A041738,A044427,2006JJ00,747.0
4734,A041738,A044427,2007JJ00,76.0
4735,A041738,A044427,2008JJ00,74.0
4736,A041738,A044427,2009JJ00,80.0
4737,A041738,A044427,2010JJ00,84.0
4738,A041738,A044427,2011JJ00,83.0
4739,A041738,A044427,2012JJ00,79.0
4740,A041738,A044427,2013JJ00,85.0
4741,A041738,A044427,2014JJ00,82.0
4742,A041738,A044427,2015JJ00,86.0
4743,A041738,A044427,2016JJ00,88.0
4744,A041738,A044427,2017JJ00,92.0
4745,A041738,A044427,2018JJ00,97.0
4746,A041738,A044427,2019JJ00,101.0
4747,A041738,A044427,2020JJ00,89.0
4748,A041738,A044427,2021JJ00,108.0
4749,A041738,A044427,2022JJ00,124.0
4750,A041739,T001103,1998JJ00,754.0
4751,A041739,T001103,1999JJ00,885.0
4752,A041739,T001103,2000JJ00,1089.0
4753,A041739,T001103,2001JJ00,1249.0
4754,A041739,T001103,2002JJ00,1440.0
4755,A041739,T001103,2003JJ00,1656.0
4756,A041739,T001103,2004JJ00,1931.0
4757,A041739,T001103,2005JJ00,2074.0
4758,A041739,T001103,2006JJ00,2351.0
4759,A041739,T001103,2007JJ00,2908.0
4760,A041739,T001103,2008JJ00,3625.0
4761,A041739,T001103,2009JJ00,3946.0
4762,A041739,T001103,2010JJ00,4031.0
4763,A041739,T001103,2011JJ00,4142.0
4764,A041739,T001103,2012JJ00,3994.0
4765,A041739,T001103,2013JJ00,3614.0
4766,A041739,T001103,2014JJ00,3220.0
4767,A041739,T001103,2015JJ00,3137.0
4768,A041739,T001103,2016JJ00,3535.0
4769,A041739,T001103,2017JJ00,3857.0
4770,A041739,T001103,2018JJ00,4319.0
4771,A041739,T001103,2019JJ00,4902.0
4772,A041739,T001103,2020JJ00,5324.0
4773,A041739,T001103,2021JJ00,5727.0
4774,A041739,T001103,2022JJ00,6355.0
4775,A041739,A019151,1998JJ00,165.0
4776,A041739,A019151,1999JJ00,172.0
4777,A041739,A019151,2000JJ00,222.0
4778,A041739,A019151,2001JJ00,288.0
4779,A041739,A019151,2002JJ00,263.0
4780,A041739,A019151,2003JJ00,270.0
4781,A041739,A019151,2004JJ00,308.0
4782,A041739,A019151,2005JJ00,771.0
4783,A041739,A019151,2006JJ00,1107.0
4784,A041739,A019151,2007JJ00,2215.0
4785,A041739,A019151,2008JJ00,2996.0
4786,A041739,A019151,2009JJ00,3219.0
4787,A041739,A019151,2010JJ00,3201.0
4788,A041739,A019151,2011JJ00,3079.0
4789,A041739,A019151,2012JJ00,2604.0
4790,A041739,A019151,2013JJ00,2185.0
4791,A041739,A019151,2014JJ00,2037.0
4792,A041739,A019151,2015JJ00,1957.0
4793,A041739,A019151,2016JJ00,2326.0
4794,A041739,A019151,2017JJ00,2607.0
4795,A041739,A019151,2018JJ00,2999.0
4796,A041739,A019151,2019JJ00,3420.0
4797,A041739,A019151,2020JJ00,4054.0
4798,A041739,A019151,2021JJ00,4338.0
4799,A041739,A019151,2022JJ00,4439.0
4800,A041739,A019154,1998JJ00,0.0
4801,A041739,A019154,1999JJ00,0.0
4802,A041739,A019154,2000JJ00,0.0
4803,A041739,A019154,2001JJ00,0.0
4804,A041739,A019154,2002JJ00,0.0
4805,A041739,A019154,2003JJ00,0.0
4806,A041739,A019154,2004JJ00,0.0
4807,A041739,A019154,2005JJ00,0.0
4808,A041739,A019154,2006JJ00,0.0
4809,A041739,A019154,2007JJ00,0.0
4810,A041739,A019154,2008JJ00,0.0
4811,A041739,A019154,2009JJ00,0.0
4812,A041739,A019154,2010JJ00,0.0
4813,A041739,A019154,2011JJ00,0.0
4814,A041739,A019154,2012JJ00,0.0
4815,A041739,A019154,2013JJ00,0.0
4816,A041739,A019154,2014JJ00,0.0
4817,A041739,A019154,2015JJ00,0.0
4818,A041739,A019154,2016JJ00,0.0
4819,A041739,A019154,2017JJ00,0.0
4820,A041739,A019154,2018JJ00,0.0
4821,A041739,A019154,2019JJ00,0.0
4822,A041739,A019154,2020JJ00,0.0
4823,A041739,A019154,2021JJ00,0.0
4824,A041739,A019154,2022JJ00,0.0
4825,A041739,A019155,1998JJ00,0.0
4826,A041739,A019155,1999JJ00,0.0
4827,A041739,A019155,2000JJ00,0.0
4828,A041739,A019155,2001JJ00,0.0
4829,A041739,A019155,2002JJ00,0.0
4830,A041739,A019155,2003JJ00,0.0
4831,A041739,A019155,2004JJ00,0.0
4832,A041739,A019155,2005JJ00,0.0
4833,A041739,A019155,2006JJ00,
4834,A041739,A019155,2007JJ00,
4835,A041739,A019155,2008JJ00,
4836,A041739,A019155,2009JJ00,
4837,A041739,A019155,2010JJ00,
4838,A041739,A019155,2011JJ00,
4839,A041739,A019155,2012JJ00,
4840,A041739,A019155,2013JJ00,
4841,A041739,A019155,2014JJ00,
4842,A041739,A019155,2015JJ00,
4843,A041739,A019155,2016JJ00,
4844,A041739,A019155,2017JJ00,
4845,A041739,A019155,2018JJ00,
4846,A041739,A019155,2019JJ00,
4847,A041739,A019155,2020JJ00,
4848,A041739,A019155,2021JJ00,
4849,A041739,A019155,2022JJ00,
4850,A041739,A019156,1998JJ00,
4851,A041739,A019156,1999JJ00,
4852,A041739,A019156,2000JJ00,
4853,A041739,A019156,2001JJ00,
4854,A041739,A019156,2002JJ00,
4855,A041739,A019156,2003JJ00,
4856,A041739,A019156,2004JJ00,
4857,A041739,A019156,2005JJ00,
4858,A041739,A019156,2006JJ00,0.0
4859,A041739,A019156,2007JJ00,0.0
4860,A041739,A019156,2008JJ00,0.0
4861,A041739,A019156,2009JJ00,0.0
4862,A041739,A019156,2010JJ00,0.0
4863,A041739,A019156,2011JJ00,0.0
4864,A041739,A019156,2012JJ00,0.0
4865,A041739,A019156,2013JJ00,0.0
4866,A041739,A019156,2014JJ00,0.0
4867,A041739,A019156,2015JJ00,0.0
4868,A041739,A019156,2016JJ00,0.0
4869,A041739,A019156,2017JJ00,0.0
4870,A041739,A019156,2018JJ00,0.0
4871,A041739,A019156,2019JJ00,0.0
4872,A041739,A019156,2020JJ00,0.0
4873,A041739,A019156,2021JJ00,0.0
4874,A041739,A019156,2022JJ00,0.0
4875,A041739,A019158,1998JJ00,0.0
4876,A041739,A019158,1999JJ00,0.0
4877,A041739,A019158,2000JJ00,0.0
4878,A041739,A019158,2001JJ00,0.0
4879,A041739,A019158,2002JJ00,0.0
4880,A041739,A019158,2003JJ00,0.0
4881,A041739,A019158,2004JJ00,0.0
4882,A041739,A019158,2005JJ00,0.0
4883,A041739,A019158,2006JJ00,0.0
4884,A041739,A019158,2007JJ00,0.0
4885,A041739,A019158,2008JJ00,0.0
4886,A041739,A019158,2009JJ00,0.0
4887,A041739,A019158,2010JJ00,0.0
4888,A041739,A019158,2011JJ00,0.0
4889,A041739,A019158,2012JJ00,0.0
4890,A041739,A019158,2013JJ00,0.0
4891,A041739,A019158,2014JJ00,0.0
4892,A041739,A019158,2015JJ00,0.0
4893,A041739,A019158,2016JJ00,0.0
4894,A041739,A019158,2017JJ00,0.0
4895,A041739,A019158,2018JJ00,0.0
4896,A041739,A019158,2019JJ00,0.0
4897,A041739,A019158,2020JJ00,0.0
4898,A041739,A019158,2021JJ00,0.0
4899,A041739,A019158,2022JJ00,0.0
4900,A041739,A019163,1998JJ00,217.0
4901,A041739,A019163,1999JJ00,312.0
4902,A041739,A019163,2000JJ00,354.0
4903,A041739,A019163,2001JJ00,369.0
4904,A041739,A019163,2002JJ00,381.0
4905,A041739,A019163,2003JJ00,472.0
4906,A041739,A019163,2004JJ00,609.0
4907,A041739,A019163,2005JJ00,533.0
4908,A041739,A019163,2006JJ00,564.0
4909,A041739,A019163,2007JJ00,693.0
4910,A041739,A019163,2008JJ00,629.0
4911,A041739,A019163,2009JJ00,727.0
4912,A041739,A019163,2010JJ00,830.0
4913,A041739,A019163,2011JJ00,1063.0
4914,A041739,A019163,2012JJ00,1390.0
4915,A041739,A019163,2013JJ00,1429.0
4916,A041739,A019163,2014JJ00,1183.0
4917,A041739,A019163,2015JJ00,1180.0
4918,A041739,A019163,2016JJ00,1209.0
4919,A041739,A019163,2017JJ00,1250.0
4920,A041739,A019163,2018JJ00,1320.0
4921,A041739,A019163,2019JJ00,1483.0
4922,A041739,A019163,2020JJ00,1271.0
4923,A041739,A019163,2021JJ00,1388.0
4924,A041739,A019163,2022JJ00,1916.0
4925,A041739,A019164,1998JJ00,217.0
4926,A041739,A019164,1999JJ00,312.0
4927,A041739,A019164,2000JJ00,354.0
4928,A041739,A019164,2001JJ00,369.0
4929,A041739,A019164,2002JJ00,381.0
4930,A041739,A019164,2003JJ00,472.0
4931,A041739,A019164,2004JJ00,609.0
4932,A041739,A019164,2005JJ00,533.0
4933,A041739,A019164,2006JJ00,564.0
4934,A041739,A019164,2007JJ00,693.0
4935,A041739,A019164,2008JJ00,629.0
4936,A041739,A019164,2009JJ00,727.0
4937,A041739,A019164,2010JJ00,830.0
4938,A041739,A019164,2011JJ00,1063.0
4939,A041739,A019164,2012JJ00,1390.0
4940,A041739,A019164,2013JJ00,1429.0
4941,A041739,A019164,2014JJ00,1183.0
4942,A041739,A019164,2015JJ00,1180.0
4943,A041739,A019164,2016JJ00,1209.0
4944,A041739,A019164,2017JJ00,1250.0
4945,A041739,A019164,2018JJ00,1320.0
4946,A041739,A019164,2019JJ00,1483.0
4947,A041739,A019164,2020JJ00,1271.0
4948,A041739,A019164,2021JJ00,1388.0
4949,A041739,A019164,2022JJ00,1916.0
4950,A041739,A019165,1998JJ00,0.0
4951,A041739,A019165,1999JJ00,0.0
4952,A041739,A019165,2000JJ00,0.0
4953,A041739,A019165,2001JJ00,0.0
4954,A041739,A019165,2002JJ00,0.0
4955,A041739,A019165,2003JJ00,0.0
4956,A041739,A019165,2004JJ00,0.0
4957,A041739,A019165,2005JJ00,0.0
4958,A041739,A019165,2006JJ00,0.0
4959,A041739,A019165,2007JJ00,0.0
4960,A041739,A019165,2008JJ00,0.0
4961,A041739,A019165,2009JJ00,0.0
4962,A041739,A019165,2010JJ00,0.0
4963,A041739,A019165,2011JJ00,0.0
4964,A041739,A019165,2012JJ00,0.0
4965,A041739,A019165,2013JJ00,0.0
4966,A041739,A019165,2014JJ00,0.0
4967,A041739,A019165,2015JJ00,0.0
4968,A041739,A019165,2016JJ00,0.0
4969,A041739,A019165,2017JJ00,0.0
4970,A041739,A019165,2018JJ00,0.0
4971,A041739,A019165,2019JJ00,0.0
4972,A041739,A019165,2020JJ00,0.0
4973,A041739,A019165,2021JJ00,0.0
4974,A041739,A019165,2022JJ00,0.0
4975,A041739,A044427,1998JJ00,373.0
4976,A041739,A044427,1999JJ00,401.0
4977,A041739,A044427,2000JJ00,513.0
4978,A041739,A044427,2001JJ00,592.0
4979,A041739,A044427,2002JJ00,796.0
4980,A041739,A044427,2003JJ00,914.0
4981,A041739,A044427,2004JJ00,1014.0
4982,A041739,A044427,2005JJ00,770.0
4983,A041739,A044427,2006JJ00,680.0
4984,A041739,A044427,2007JJ00,0.0
4985,A041739,A044427,2008JJ00,0.0
4986,A041739,A044427,2009JJ00,0.0
4987,A041739,A044427,2010JJ00,0.0
4988,A041739,A044427,2011JJ00,0.0
4989,A041739,A044427,2012JJ00,0.0
4990,A041739,A044427,2013JJ00,0.0
4991,A041739,A044427,2014JJ00,0.0
4992,A041739,A044427,2015JJ00,0.0
4993,A041739,A044427,2016JJ00,0.0
4994,A041739,A044427,2017JJ00,0.0
4995,A041739,A044427,2018JJ00,0.0
4996,A041739,A044427,2019JJ00,0.0
4997,A041739,A044427,2020JJ00,0.0
4998,A041739,A044427,2021JJ00,0.0
4999,A041739,A044427,2022JJ00,0.0
5000,A041740,T001103,1998JJ00,824.0
5001,A041740,T001103,1999JJ00,949.0
5002,A041740,T001103,2000JJ00,1063.0
5003,A041740,T001103,2001JJ00,1203.0
5004,A041740,T001103,2002JJ00,1159.0
5005,A041740,T001103,2003JJ00,1178.0
5006,A041740,T001103,2004JJ00,1170.0
5007,A041740,T001103,2005JJ00,1180.0
5008,A041740,T001103,2006JJ00,1244.0
5009,A041740,T001103,2007JJ00,1368.0
5010,A041740,T001103,2008JJ00,1432.0
5011,A041740,T001103,2009JJ00,1807.0
5012,A041740,T001103,2010JJ00,1922.0
5013,A041740,T001103,2011JJ00,1904.0
5014,A041740,T001103,2012JJ00,2009.0
5015,A041740,T001103,2013JJ00,2010.0
5016,A041740,T001103,2014JJ00,2009.0
5017,A041740,T001103,2015JJ00,2164.0
5018,A041740,T001103,2016JJ00,2107.0
5019,A041740,T001103,2017JJ00,2202.0
5020,A041740,T001103,2018JJ00,2295.0
5021,A041740,T001103,2019JJ00,2278.0
5022,A041740,T001103,2020JJ00,2468.0
5023,A041740,T001103,2021JJ00,2575.0
5024,A041740,T001103,2022JJ00,2846.0
5025,A041740,A019151,1998JJ00,824.0
5026,A041740,A019151,1999JJ00,949.0
5027,A041740,A019151,2000JJ00,1063.0
5028,A041740,A019151,2001JJ00,1203.0
5029,A041740,A019151,2002JJ00,1159.0
5030,A041740,A019151,2003JJ00,1178.0
5031,A041740,A019151,2004JJ00,1170.0
5032,A041740,A019151,2005JJ00,1180.0
5033,A041740,A019151,2006JJ00,1220.0
5034,A041740,A019151,2007JJ00,1338.0
5035,A041740,A019151,2008JJ00,1380.0
5036,A041740,A019151,2009JJ00,1748.0
5037,A041740,A019151,2010JJ00,1855.0
5038,A041740,A019151,2011JJ00,1824.0
5039,A041740,A019151,2012JJ00,1873.0
5040,A041740,A019151,2013JJ00,1871.0
5041,A041740,A019151,2014JJ00,1877.0
5042,A041740,A019151,2015JJ00,2110.0
5043,A041740,A019151,2016JJ00,2075.0
5044,A041740,A019151,2017JJ00,2165.0
5045,A041740,A019151,2018JJ00,2256.0
5046,A041740,A019151,2019JJ00,2230.0
5047,A041740,A019151,2020JJ00,2411.0
5048,A041740,A019151,2021JJ00,2508.0
5049,A041740,A019151,2022JJ00,2772.0
5050,A041740,A019154,1998JJ00,0.0
5051,A041740,A019154,1999JJ00,0.0
5052,A041740,A019154,2000JJ00,0.0
5053,A041740,A019154,2001JJ00,0.0
5054,A041740,A019154,2002JJ00,0.0
5055,A041740,A019154,2003JJ00,0.0
5056,A041740,A019154,2004JJ00,0.0
5057,A041740,A019154,2005JJ00,0.0
5058,A041740,A019154,2006JJ00,5.0
5059,A041740,A019154,2007JJ00,7.0
5060,A041740,A019154,2008JJ00,13.0
5061,A041740,A019154,2009JJ00,13.0
5062,A041740,A019154,2010JJ00,15.0
5063,A041740,A019154,2011JJ00,21.0
5064,A041740,A019154,2012JJ00,48.0
5065,A041740,A019154,2013JJ00,48.0
5066,A041740,A019154,2014JJ00,48.0
5067,A041740,A019154,2015JJ00,38.0
5068,A041740,A019154,2016JJ00,21.0
5069,A041740,A019154,2017JJ00,24.0
5070,A041740,A019154,2018JJ00,27.0
5071,A041740,A019154,2019JJ00,27.0
5072,A041740,A019154,2020JJ00,31.0
5073,A041740,A019154,2021JJ00,35.0
5074,A041740,A019154,2022JJ00,40.0
5075,A041740,A019155,1998JJ00,0.0
5076,A041740,A019155,1999JJ00,0.0
5077,A041740,A019155,2000JJ00,0.0
5078,A041740,A019155,2001JJ00,0.0
5079,A041740,A019155,2002JJ00,0.0
5080,A041740,A019155,2003JJ00,0.0
5081,A041740,A019155,2004JJ00,0.0
5082,A041740,A019155,2005JJ00,0.0
5083,A041740,A019155,2006JJ00,
5084,A041740,A019155,2007JJ00,
5085,A041740,A019155,2008JJ00,
5086,A041740,A019155,2009JJ00,
5087,A041740,A019155,2010JJ00,
5088,A041740,A019155,2011JJ00,
5089,A041740,A019155,2012JJ00,
5090,A041740,A019155,2013JJ00,
5091,A041740,A019155,2014JJ00,
5092,A041740,A019155,2015JJ00,
5093,A041740,A019155,2016JJ00,
5094,A041740,A019155,2017JJ00,
5095,A041740,A019155,2018JJ00,
5096,A041740,A019155,2019JJ00,
5097,A041740,A019155,2020JJ00,
5098,A041740,A019155,2021JJ00,
5099,A041740,A019155,2022JJ00,
5100,A041740,A019156,1998JJ00,
5101,A041740,A019156,1999JJ00,
5102,A041740,A019156,2000JJ00,
5103,A041740,A019156,2001JJ00,
5104,A041740,A019156,2002JJ00,
5105,A041740,A019156,2003JJ00,
5106,A041740,A019156,2004JJ00,
5107,A041740,A019156,2005JJ00,
5108,A041740,A019156,2006JJ00,19.0
5109,A041740,A019156,2007JJ00,23.0
5110,A041740,A019156,2008JJ00,32.0
5111,A041740,A019156,2009JJ00,36.0
5112,A041740,A019156,2010JJ00,40.0
5113,A041740,A019156,2011JJ00,47.0
5114,A041740,A019156,2012JJ00,77.0
5115,A041740,A019156,2013JJ00,75.0
5116,A041740,A019156,2014JJ00,73.0
5117,A041740,A019156,2015JJ00,11.0
5118,A041740,A019156,2016JJ00,11.0
5119,A041740,A019156,2017JJ00,12.0
5120,A041740,A019156,2018JJ00,13.0
5121,A041740,A019156,2019JJ00,21.0
5122,A041740,A019156,2020JJ00,26.0
5123,A041740,A019156,2021JJ00,32.0
5124,A041740,A019156,2022JJ00,34.0
5125,A041740,A019158,1998JJ00,0.0
5126,A041740,A019158,1999JJ00,0.0
5127,A041740,A019158,2000JJ00,0.0
5128,A041740,A019158,2001JJ00,0.0
5129,A041740,A019158,2002JJ00,0.0
5130,A041740,A019158,2003JJ00,0.0
5131,A041740,A019158,2004JJ00,0.0
5132,A041740,A019158,2005JJ00,0.0
5133,A041740,A019158,2006JJ00,0.0
5134,A041740,A019158,2007JJ00,0.0
5135,A041740,A019158,2008JJ00,0.0
5136,A041740,A019158,2009JJ00,0.0
5137,A041740,A019158,2010JJ00,0.0
5138,A041740,A019158,2011JJ00,0.0
5139,A041740,A019158,2012JJ00,0.0
5140,A041740,A019158,2013JJ00,0.0
5141,A041740,A019158,2014JJ00,0.0
5142,A041740,A019158,2015JJ00,0.0
5143,A041740,A019158,2016JJ00,0.0
5144,A041740,A019158,2017JJ00,0.0
5145,A041740,A019158,2018JJ00,0.0
5146,A041740,A019158,2019JJ00,0.0
5147,A041740,A019158,2020JJ00,0.0
5148,A041740,A019158,2021JJ00,0.0
5149,A041740,A019158,2022JJ00,0.0
5150,A041740,A019163,1998JJ00,0.0
5151,A041740,A019163,1999JJ00,0.0
5152,A041740,A019163,2000JJ00,0.0
5153,A041740,A019163,2001JJ00,0.0
5154,A041740,A019163,2002JJ00,0.0
5155,A041740,A019163,2003JJ00,0.0
5156,A041740,A019163,2004JJ00,0.0
5157,A041740,A019163,2005JJ00,0.0
5158,A041740,A019163,2006JJ00,0.0
5159,A041740,A019163,2007JJ00,0.0
5160,A041740,A019163,2008JJ00,8.0
5161,A041740,A019163,2009JJ00,11.0
5162,A041740,A019163,2010JJ00,12.0
5163,A041740,A019163,2011JJ00,12.0
5164,A041740,A019163,2012JJ00,12.0
5165,A041740,A019163,2013JJ00,16.0
5166,A041740,A019163,2014JJ00,11.0
5167,A041740,A019163,2015JJ00,5.0
5168,A041740,A019163,2016JJ00,0.0
5169,A041740,A019163,2017JJ00,0.0
5170,A041740,A019163,2018JJ00,0.0
5171,A041740,A019163,2019JJ00,0.0
5172,A041740,A019163,2020JJ00,0.0
5173,A041740,A019163,2021JJ00,0.0
5174,A041740,A019163,2022JJ00,0.0
5175,A041740,A019164,1998JJ00,0.0
5176,A041740,A019164,1999JJ00,0.0
5177,A041740,A019164,2000JJ00,0.0
5178,A041740,A019164,2001JJ00,0.0
5179,A041740,A019164,2002JJ00,0.0
5180,A041740,A019164,2003JJ00,0.0
5181,A041740,A019164,2004JJ00,0.0
5182,A041740,A019164,2005JJ00,0.0
5183,A041740,A019164,2006JJ00,0.0
5184,A041740,A019164,2007JJ00,0.0
5185,A041740,A019164,2008JJ00,0.0
5186,A041740,A019164,2009JJ00,0.0
5187,A041740,A019164,2010JJ00,0.0
5188,A041740,A019164,2011JJ00,0.0
5189,A041740,A019164,2012JJ00,0.0
5190,A041740,A019164,2013JJ00,0.0
5191,A041740,A019164,2014JJ00,0.0
5192,A041740,A019164,2015JJ00,0.0
5193,A041740,A019164,2016JJ00,0.0
5194,A041740,A019164,2017JJ00,0.0
5195,A041740,A019164,2018JJ00,0.0
5196,A041740,A019164,2019JJ00,0.0
5197,A041740,A019164,2020JJ00,0.0
5198,A041740,A019164,2021JJ00,0.0
5199,A041740,A019164,2022JJ00,0.0
5200,A041740,A019165,1998JJ00,0.0
5201,A041740,A019165,1999JJ00,0.0
5202,A041740,A019165,2000JJ00,0.0
5203,A041740,A019165,2001JJ00,0.0
5204,A041740,A019165,2002JJ00,0.0
5205,A041740,A019165,2003JJ00,0.0
5206,A041740,A019165,2004JJ00,0.0
5207,A041740,A019165,2005JJ00,0.0
5208,A041740,A019165,2006JJ00,0.0
5209,A041740,A019165,2007JJ00,0.0
5210,A041740,A019165,2008JJ00,8.0
5211,A041740,A019165,2009JJ00,11.0
5212,A041740,A019165,2010JJ00,12.0
5213,A041740,A019165,2011JJ00,12.0
5214,A041740,A019165,2012JJ00,12.0
5215,A041740,A019165,2013JJ00,16.0
5216,A041740,A019165,2014JJ00,11.0
5217,A041740,A019165,2015JJ00,5.0
5218,A041740,A019165,2016JJ00,0.0
5219,A041740,A019165,2017JJ00,0.0
5220,A041740,A019165,2018JJ00,0.0
5221,A041740,A019165,2019JJ00,0.0
5222,A041740,A019165,2020JJ00,0.0
5223,A041740,A019165,2021JJ00,0.0
5224,A041740,A019165,2022JJ00,0.0
5225,A041740,A044427,1998JJ00,0.0
5226,A041740,A044427,1999JJ00,0.0
5227,A041740,A044427,2000JJ00,0.0
5228,A041740,A044427,2001JJ00,0.0
5229,A041740,A044427,2002JJ00,0.0
5230,A041740,A044427,2003JJ00,0.0
5231,A041740,A044427,2004JJ00,0.0
5232,A041740,A044427,2005JJ00,0.0
5233,A041740,A044427,2006JJ00,0.0
5234,A041740,A044427,2007JJ00,0.0
5235,A041740,A044427,2008JJ00,0.0
5236,A041740,A044427,2009JJ00,0.0
5237,A041740,A044427,2010JJ00,0.0
5238,A041740,A044427,2011JJ00,0.0
5239,A041740,A044427,2012JJ00,0.0
5240,A041740,A044427,2013JJ00,0.0
5241,A041740,A044427,2014JJ00,0.0
5242,A041740,A044427,2015JJ00,0.0
5243,A041740,A044427,2016JJ00,0.0
5244,A041740,A044427,2017JJ00,0.0
5245,A041740,A044427,2018JJ00,0.0
5246,A041740,A044427,2019JJ00,0.0
5247,A041740,A044427,2020JJ00,0.0
5248,A041740,A044427,2021JJ00,0.0
5249,A041740,A044427,2022JJ00,0.0
5250,A044361,T001103,1998JJ00,1019.0
5251,A044361,T001103,1999JJ00,1251.0
5252,A044361,T001103,2000JJ00,1364.0
5253,A044361,T001103,2001JJ00,1549.0
5254,A044361,T001103,2002JJ00,1515.0
5255,A044361,T001103,2003JJ00,1422.0
5256,A044361,T001103,2004JJ00,1176.0
5257,A044361,T001103,2005JJ00,1113.0
5258,A044361,T001103,2006JJ00,1017.0
5259,A044361,T001103,2007JJ00,1033.0
5260,A044361,T001103,2008JJ00,1090.0
5261,A044361,T001103,2009JJ00,1183.0
5262,A044361,T001103,2010JJ00,1205.0
5263,A044361,T001103,2011JJ00,1165.0
5264,A044361,T001103,2012JJ00,1197.0
5265,A044361,T001103,2013JJ00,1218.0
5266,A044361,T001103,2014JJ00,1346.0
5267,A044361,T001103,2015JJ00,1678.0
