ID,RegioS,Perioden,Mestproductie_1,StikstofuitscheidingN_2,TotaalStikstofverliezenN_3,AmmoniakemissieN_4,OverigeGasvormigeStikstofverliezenN_5,SpuiwaterLuchtwassersN_6,StikstofInOpgeslagenMestEnWeidemest_7,FosfaatuitscheidingP2O5_8,StikstofInDierlijkeMestPerHectare_9,FosfaatInDierlijkeMestPerHectare_10,AangevoerdeMest_11,StikstofInAangevoerdeMestN_12,FosfaatInAangevoerdeMestP2O5_13,AfgevoerdeMest_14,StikstofInAfgevoerdeMestN_15,FosfaatInAfgevoerdeMestP2O5_16,GebruikteMest_17,StikstofInGebruikteMestN_18,FosfaatInGebruikteMestP2O5_19,StikstofInGebruikteMestPerHectare_20,FosfaatInGebruikteMestPerHectare_21,TotaalBemestbareCultuurgrond_22,Grasland_23,Snijmais_24,OverigBouwland_25,PlaatsingsruimteStikstofN_26,PlaatsingsruimteFosfaatP2O5_27,RestPlaatsingsruimteStikstofN_28,RestPlaatsingsruimteFosfaatP2O5_29,BenuttingsgraadStikstof_30,BenuttingsgraadFosfaat_31
1059,LG09  ,2003JJ00,4562,29760,2760,2230,520,0,27010,9410,273,95,267,1400,820,325,1690,990,4504,26720,9240,270,94,98797,91301,4763,2733,44710.0,9200,18000.0,-40,60.0,100
1060,LG09  ,2004JJ00,4641,28110,2640,2150,490,0,25470,8890,256,89,238,1320,740,294,1640,960,4585,25150,8670,253,87,99501,91478,4846,3177,44700.0,9870,19550.0,1200,56.0,88
1061,LG09  ,2005JJ00,4626,28370,2720,2210,500,10,25650,9070,256,91,226,1490,770,287,2090,1040,4564,25050,8810,250,88,100057,92150,5180,2728,42820.0,9520,17770.0,710,59.0,93
1062,LG09  ,2006JJ00,4567,27610,2650,2160,480,10,24960,8890,249,89,296,1650,800,379,2550,1220,4484,24070,8460,240,85,100103,91689,5567,2847,24700.0,10800,630.0,2340,97.0,78
1063,LG09  ,2007JJ00,4480,27630,2720,2200,490,20,24920,8790,250,88,314,2030,950,395,3000,1410,4399,23950,8330,241,84,99525,90768,5917,2840,24560.0,10270,620.0,1940,97.0,81
1064,LG09  ,2008JJ00,4526,27540,2720,2210,490,20,24810,8940,248,89,357,2000,950,411,2660,1250,4472,24150,8650,242,86,99975,90419,6674,2881,24660.0,9850,510.0,1210,98.0,88
1065,LG09  ,2009JJ00,4630,27040,2690,2170,500,20,24350,8750,243,87,341,1940,930,420,2840,1330,4551,23450,8340,234,83,100084,90567,6648,2869,24710.0,9870,1260.0,1530,95.0,85
1066,LG09  ,2010JJ00,4559,27240,2690,2160,500,40,24540,9040,264,97,315,1590,760,449,2720,1270,4425,23410,8530,252,92,92985,84476,5895,2614,22930.0,8490,-480.0,-40,102.0,100
1067,LG09  ,2011JJ00,4527,26340,2650,2090,490,70,23690,8520,256,92,357,1880,840,468,2820,1270,4415,22750,8090,246,87,92565,84321,5817,2426,22870.0,8480,120.0,400,99.0,95
1068,LG09  ,2012JJ00,4472,25410,2510,1970,470,70,22900,8200,251,90,406,2100,890,516,3080,1340,4363,21930,7760,240,85,91361,83652,5349,2361,22590.0,7770,660.0,10,97.0,100
1069,LG09  ,2013JJ00,4572,26240,2580,2000,490,90,23660,8370,260,92,410,2050,870,533,3090,1340,4450,22620,7900,249,87,90903,83366,5181,2356,22430.0,7690,-190.0,-210,101.0,103
1070,LG09  ,2014JJ00,4475,26450,2640,2060,490,90,23810,8520,272,97,410,1900,790,584,3220,1370,4300,22490,7940,256,91,87665,80827,4765,2074,21440.0,7530,-1050.0,-400,105.0,105
1071,LG09  ,2015JJ00,4591,26070,2600,2030,490,80,23460,8810,267,100,431,1950,770,740,3820,1650,4282,21590,7930,246,90,87796,81193,4587,2016,21620.0,7490,30.0,-440,100.0,106
1072,LG09  ,2016JJ00,4657,26100,2650,2070,500,90,23460,8150,274,95,411,1810,660,779,3940,1640,4289,21320,7170,249,84,85635,78662,4858,2116,21570.0,7360,250.0,180,99.0,98
1073,LG09  ,2017JJ00,4596,26600,2740,2150,510,90,23850,7850,285,94,412,2020,690,730,4040,1610,4278,21830,6920,261,83,83765,76550,5113,2102,21540.0,7370,-300.0,450,101.0,94
1074,LG09  ,2018JJ00,4631,27450,2900,2220,530,150,24550,7810,284,90,428,2060,660,708,4030,1550,4351,22580,6920,261,80,86437,78883,5348,2205,21520.0,7270,-1060.0,350,105.0,95
1075,LG09  ,2019JJ00,4530,26200,2670,2060,510,100,23530,7320,269,84,438,2170,680,669,3850,1490,4300,21850,6520,250,75,87428,79534,5443,2451,21560.0,7200,-290.0,690,101.0,90
1076,LG09  ,2020JJ00,4582,26480,2720,2090,520,110,23770,7120,273,82,453,2290,690,710,4160,1560,4325,21900,6250,251,72,87208,79094,5732,2382,21500.0,7770,-400.0,1520,102.0,80
1077,LG09  ,2021JJ00,4572,25550,2600,2000,500,100,22950,7240,263,83,451,2180,650,709,3930,1470,4314,21200,6420,243,74,87301,79381,5582,2338,21510.0,7730,310.0,1320,99.0,83
1078,LG09  ,2022JJ00,4562,24810,2510,1910,480,120,22300,7360,259,86,424,2050,650,729,4060,1540,4257,20290,6470,236,75,86056,78000,5676,2380,21210.0,7650,920.0,1180,96.0,85
1079,LG09  ,2023JJ00,4769,25710,2610,1980,490,140,23100,7470,268,87,407,1930,580,804,4240,1580,4372,20800,6470,241,75,86201,78088,5365,2748,19200.0,7460,-1600.0,990,108.0,87
1080,LG10  ,1994JJ00,3850,30130,3320,2810,500,0,26810,9500,289,102,959,6970,3600,587,5290,2690,4223,28490,10410,307,112,92736,61822,9561,21353,,16470,,6060,,63
1081,LG10  ,1995JJ00,3818,30250,3330,2830,500,0,26920,9190,292,99,955,6850,3310,566,5040,2380,4207,28730,10120,311,110,92330,61334,9704,21292,,12610,,2490,,80
1082,LG10  ,1996JJ00,3743,29740,3240,2760,480,0,26500,8290,291,91,950,6780,3140,555,4990,2240,4138,28300,9190,310,101,91146,59597,9795,21754,,11520,,2330,,80
1083,LG10  ,1997JJ00,3645,29010,3240,2750,480,0,25770,8490,284,94,881,6500,3000,495,4450,2040,4031,27830,9450,306,104,90795,58615,10639,21541,,11450,,2000,,83
1084,LG10  ,1998JJ00,3560,26620,3050,2590,460,0,23570,8290,260,91,710,4030,2310,520,3660,2180,3750,23940,8420,264,93,90753,58335,9948,22471,45970.0,10400,22020.0,1980,52.0,81
1085,LG10  ,1999JJ00,3413,25010,2820,2390,430,0,22190,8200,244,90,777,4590,2590,527,3850,2330,3664,22930,8460,252,93,90972,58263,10476,22233,45900.0,10430,22980.0,1960,50.0,81
1086,LG10  ,2000JJ00,3384,23290,2550,2150,400,0,20740,7740,231,86,554,3200,1800,419,3110,1930,3519,20830,7620,232,85,89876,57580,9824,22472,43340.0,9850,22510.0,2230,48.0,77
1087,LG10  ,2001JJ00,3285,22660,2450,2060,390,0,20200,7510,235,88,631,3520,2020,461,3240,2000,3456,20480,7530,239,88,85824,53992,9389,22444,40540.0,9120,20060.0,1590,51.0,83
1088,LG10  ,2002JJ00,3081,20550,2310,1940,370,0,18240,6870,213,80,580,3140,1830,411,3010,1910,3251,18370,6790,215,79,85608,53341,9881,22387,38240.0,8770,19860.0,1980,48.0,77
1089,LG10  ,2003JJ00,2938,19420,2240,1880,360,0,17180,6570,201,77,505,2780,1580,411,2790,1720,3031,17180,6430,201,75,85552,54413,9788,21350,36200.0,8020,19020.0,1590,47.0,80
1090,LG10  ,2004JJ00,2982,18950,2290,1940,350,0,16670,6450,196,76,495,2820,1580,405,3040,1900,3072,16450,6130,193,72,85075,54037,10024,21014,35810.0,8200,19360.0,2070,46.0,75
1091,LG10  ,2005JJ00,2970,19270,2380,2000,350,20,16900,6730,202,80,518,3440,1790,424,3590,1970,3064,16750,6540,200,78,83581,52858,10059,20665,31310.0,7690,14560.0,1150,53.0,85
1092,LG10  ,2006JJ00,2985,19110,2370,1990,350,20,16740,6700,198,79,749,4530,2340,658,5050,2820,3076,16220,6230,192,74,84516,54483,9920,20112,18950.0,8550,2730.0,2320,86.0,73
1093,LG10  ,2007JJ00,3043,20130,2570,2150,380,40,17560,7020,204,82,838,5180,2650,745,6440,3510,3136,16310,6150,190,72,85930,54830,10193,20907,19260.0,8400,2940.0,2250,85.0,73
1094,LG10  ,2008JJ00,3083,20300,2580,2170,370,40,17720,7140,208,84,806,4900,2520,753,6240,3370,3136,16380,6290,192,74,85342,53580,11145,20617,19070.0,8060,2690.0,1760,86.0,78
1095,LG10  ,2009JJ00,3124,19750,2540,2130,370,40,17210,6970,203,82,745,4360,2260,704,5990,3250,3165,15580,5980,184,70,84839,53563,11333,19943,18970.0,8010,3390.0,2040,82.0,75
1096,LG10  ,2010JJ00,3095,20080,2520,2090,370,70,17560,7200,211,86,840,4890,2490,767,6260,3320,3168,16180,6370,194,76,83320,53110,10307,19903,18650.0,7270,2470.0,900,87.0,88
1097,LG10  ,2011JJ00,3001,18970,2480,2010,350,120,16490,6650,202,81,894,5350,2600,768,6250,3250,3127,15590,6000,191,73,81672,51706,10224,19741,18260.0,7030,2670.0,1030,85.0,85
1098,LG10  ,2012JJ00,2888,17470,2230,1790,330,110,15240,6050,191,76,915,5500,2520,773,6260,3130,3029,14490,5440,181,68,79841,50532,9862,19448,17820.0,6350,3330.0,910,81.0,86
1099,LG10  ,2013JJ00,2981,18290,2270,1790,340,150,16010,6380,199,79,901,5410,2610,801,6490,3380,3082,14930,5610,186,70,80400,50311,9991,20099,17950.0,6130,3020.0,520,83.0,91
1100,LG10  ,2014JJ00,2999,18970,2360,1860,350,150,16610,6640,209,84,949,5140,2420,832,6280,3240,3116,15470,5830,195,73,79545,50045,10396,19104,17160.0,6180,1690.0,350,90.0,94
1101,LG10  ,2015JJ00,3308,20860,2700,2090,390,230,18160,7500,218,90,1040,5540,2440,1038,7580,3860,3310,16120,6070,194,73,83208,52834,11100,19274,18280.0,6340,2160.0,260,88.0,96
1102,LG10  ,2016JJ00,3326,20630,2660,2040,390,230,17980,7050,227,89,1044,5610,2320,1062,7610,3760,3308,15980,5610,202,71,79033,50224,10430,18379,17660.0,6270,1670.0,660,91.0,89
1103,LG10  ,2017JJ00,3306,20710,2650,2040,400,210,18070,6720,228,85,1094,6310,2550,1047,7900,3790,3353,16480,5480,208,69,79209,50226,10373,18611,17800.0,6330,1320.0,850,93.0,87
1104,LG10  ,2018JJ00,3189,20570,2630,1980,410,240,17940,6510,222,80,1075,5930,2380,1004,7610,3580,3261,16260,5310,201,66,80904,51613,10368,18922,17830.0,6230,1580.0,930,91.0,85
1105,LG10  ,2019JJ00,2930,18740,2420,1790,370,260,16320,5880,223,80,1004,5520,2150,957,7450,3480,2978,14390,4550,196,62,73230,47309,8842,17079,16180.0,5570,1800.0,1020,89.0,82
1106,LG10  ,2020JJ00,2936,19010,2480,1830,380,270,16540,5770,227,79,1014,5670,2140,966,7740,3460,2983,14470,4440,198,61,72987,46669,9128,17190,15900.0,5810,1430.0,1370,91.0,76
1107,LG10  ,2021JJ00,2901,18410,2400,1770,360,270,16010,5740,217,78,1039,5620,2090,1003,7710,3360,2937,13920,4470,188,60,73934,47598,9014,17321,16120.0,5930,2200.0,1460,86.0,75
1108,LG10  ,2022JJ00,2915,17940,2280,1650,360,280,15650,5700,212,77,1002,5540,2130,993,7610,3410,2924,13590,4430,184,60,73740,47031,8785,17924,15970.0,5900,2380.0,1470,85.0,75
1109,LG10  ,2023JJ00,3041,18660,2320,1720,370,230,16340,5870,222,80,950,5260,1970,996,7460,3360,2995,14140,4480,192,61,73681,46794,8406,18481,14880.0,5750,730.0,1270,95.0,78
1110,LG11  ,1994JJ00,1505,13070,1350,1140,210,0,11720,4100,57,20,1807,20060,10130,170,1930,960,3143,29850,13270,146,65,204249,25663,4890,173695,,27580,,14310,,48
1111,LG11  ,1995JJ00,1513,13100,1370,1160,210,0,11730,3950,58,19,2007,21670,10350,171,1880,880,3350,31520,13420,155,66,203301,26045,4788,172469,,23400,,9990,,57
1112,LG11  ,1996JJ00,1544,13350,1380,1180,200,0,11960,3740,59,19,1711,21160,9930,168,1800,830,3087,31330,12840,155,64,201849,26037,5035,170778,,22850,,10010,,56
1113,LG11  ,1997JJ00,1527,13480,1480,1270,210,0,12010,3910,60,20,1364,16480,8040,160,1580,730,2731,26910,11220,134,56,200216,26214,5512,168489,,22680,,11460,,49
1114,LG11  ,1998JJ00,1539,13700,1660,1440,220,0,12040,4340,61,22,1165,12070,7860,265,2130,1230,2439,21970,10960,111,55,198708,26108,4926,167674,73760.0,21260,51790.0,10290,30.0,52
1115,LG11  ,1999JJ00,1629,13770,1710,1480,220,0,12060,4620,60,23,1738,16340,9980,285,2340,1350,3082,26060,13250,129,66,201543,26868,6184,168491,73940.0,21570,47880.0,8320,35.0,61
1116,LG11  ,2000JJ00,1595,12860,1530,1330,210,0,11320,4390,56,22,1657,14080,8740,231,1980,1140,3021,23420,11990,116,59,202587,29879,5231,167477,68920.0,20710,45500.0,8710,34.0,58
1117,LG11  ,2001JJ00,1606,12760,1450,1250,200,0,11310,4260,56,21,1818,13550,8720,270,2130,1260,3155,22740,11720,113,58,201184,31030,5455,164699,66360.0,20430,43630.0,8710,34.0,57
1118,LG11  ,2002JJ00,1591,12460,1510,1310,200,0,10950,4190,54,21,1381,10660,7130,241,1880,1160,2732,19730,10170,97,50,202593,31200,5913,165480,64590.0,19620,44860.0,9450,31.0,52
1119,LG11  ,2003JJ00,1521,11980,1460,1260,190,0,10520,4120,53,21,1185,9770,6630,188,1540,1000,2518,18760,9750,95,49,198378,30209,6156,162014,63090.0,18790,44340.0,9030,30.0,52
1120,LG11  ,2004JJ00,1529,10900,1330,1150,180,0,9570,3760,48,19,1268,10680,6950,195,1640,1030,2602,18600,9690,93,49,199644,32604,6288,160752,62270.0,18290,43670.0,8610,30.0,53
1121,LG11  ,2005JJ00,1525,11080,1300,1110,180,10,9780,3870,50,20,1223,13720,7590,191,1780,990,2557,21730,10480,110,53,197643,31275,6293,160075,59580.0,17140,37860.0,6670,36.0,61
1122,LG11  ,2006JJ00,1533,11120,1350,1160,180,10,9770,3940,50,20,1818,12110,6600,421,2760,1430,2930,19130,9110,98,47,194358,31128,5827,157403,34740.0,17300,15620.0,8190,55.0,53
1123,LG11  ,2007JJ00,1571,11010,1380,1170,190,20,9630,3870,50,20,1936,13990,7470,425,3170,1630,3082,20450,9710,106,50,192930,31696,6138,155097,34610.0,17030,14160.0,7320,59.0,57
1124,LG11  ,2008JJ00,1602,11020,1340,1130,190,20,9680,3870,50,20,1879,12840,6980,446,3300,1710,3035,19220,9140,100,47,193140,33125,7022,152993,34740.0,16910,15510.0,7780,55.0,54
1125,LG11  ,2009JJ00,1620,10560,1280,1080,180,20,9280,3680,48,19,1867,12400,7020,426,3160,1650,3061,18520,9050,96,47,192974,33177,7284,152512,34700.0,16900,16180.0,7850,53.0,54
1126,LG11  ,2010JJ00,1614,10610,1240,1030,180,30,9370,3760,49,20,1709,11020,6040,454,3130,1640,2869,17260,8170,91,43,189855,32756,7272,149827,34200.0,15050,16950.0,6890,50.0,54
1127,LG11  ,2011JJ00,1600,10180,1190,960,180,50,8990,3490,47,18,1818,12410,6360,511,3700,1870,2908,17710,7980,92,41,193314,34613,7357,151343,34880.0,14660,17180.0,6670,51.0,54
1128,LG11  ,2012JJ00,1628,10050,1190,960,170,60,8860,3450,46,18,1880,12910,5970,534,3900,1880,2974,17870,7540,93,39,191614,34814,7860,148940,34620.0,13220,16750.0,5680,52.0,57
1129,LG11  ,2013JJ00,1687,10410,1200,930,180,80,9220,3580,48,19,1832,12160,5670,557,3960,1910,2961,17410,7330,90,38,193030,34450,8224,150355,34770.0,12280,17360.0,4950,50.0,60
1130,LG11  ,2014JJ00,1716,10650,1200,940,190,80,9450,3660,49,19,2081,13240,6170,599,3960,1900,3198,18720,7930,97,41,192018,34701,8512,148806,34170.0,12610,15450.0,4680,55.0,63
1131,LG11  ,2015JJ00,1844,11720,1450,1110,200,140,10270,4190,54,22,2466,14430,6720,760,4500,2180,3550,20200,8730,106,46,190928,35404,8439,147085,34590.0,12360,14390.0,3630,58.0,71
1132,LG11  ,2016JJ00,1916,12020,1490,1140,210,150,10530,4100,56,22,2560,14550,6350,757,4470,2050,3718,20600,8390,110,45,187339,32778,7921,146641,34130.0,12410,13530.0,4020,60.0,68
1133,LG11  ,2017JJ00,1942,12400,1540,1170,220,150,10860,3990,58,21,2591,15950,6660,769,4870,2150,3765,21940,8490,117,45,187100,33697,7936,145467,34110.0,12630,12160.0,4140,64.0,67
1134,LG11  ,2018JJ00,1804,11380,1310,1020,210,90,10070,3500,53,18,2697,15910,6590,771,4720,2100,3730,21260,7990,111,42,191243,38574,8204,144465,34560.0,12700,13300.0,4710,62.0,63
1135,LG11  ,2019JJ00,2102,13330,1620,1200,230,190,11710,4100,60,21,2865,17190,6990,757,4700,2050,4210,24200,9040,123,46,196055,41127,8011,146917,35280.0,13170,11080.0,4130,69.0,69
1136,LG11  ,2020JJ00,2098,13350,1630,1200,240,200,11710,3970,60,20,3075,18160,7310,785,4780,2000,4387,25090,9280,128,47,195669,40730,9008,145930,34980.0,13920,9890.0,4640,72.0,67
1137,LG11  ,2021JJ00,2068,12670,1530,1120,230,180,11140,3870,57,20,3230,18530,7270,796,4820,2000,4502,24840,9130,127,47,195202,41377,8286,145538,34910.0,14140,10060.0,5000,71.0,65
1138,LG11  ,2022JJ00,2104,12990,1580,1150,230,200,11410,4060,59,21,3509,20270,8190,825,4950,2060,4789,26730,10190,137,52,194726,40863,8046,145817,34780.0,13920,8050.0,3730,77.0,73
1139,LG11  ,2023JJ00,2131,12560,1390,1060,220,100,11170,3840,57,20,3292,17930,7020,833,4790,1980,4590,24310,8880,125,46,195069,37956,7868,149245,34100.0,13390,9790.0,4510,71.0,66
1140,LG12  ,1994JJ00,1573,12430,1720,1500,220,0,10710,4160,287,112,553,3970,1970,366,3100,1540,1760,11580,4590,311,123,37260,16090,6830,14340,,6030,,1440,,76
1141,LG12  ,1995JJ00,1537,12060,1630,1410,220,0,10430,3820,278,102,554,4000,1850,371,3050,1420,1720,11370,4260,303,114,37499,16051,6797,14651,,4770,,510,,89
1142,LG12  ,1996JJ00,1495,11980,1640,1440,210,0,10330,3570,277,96,547,3920,1710,372,3050,1350,1670,11200,3920,300,105,37328,15708,6838,14781,,4500,,580,,87
1143,LG12  ,1997JJ00,1530,12310,1760,1540,220,0,10550,3840,275,100,560,4020,1780,374,2970,1340,1716,11600,4280,303,112,38328,15931,7377,15020,,4610,,330,,93
1144,LG12  ,1998JJ00,1466,11060,1610,1400,210,0,9460,3630,247,95,425,2210,1260,327,2050,1230,1565,9610,3660,251,96,38249,15774,7019,15456,16980.0,4250,7370.0,590,57.0,86
1145,LG12  ,1999JJ00,1322,9630,1340,1170,180,0,8290,3220,226,88,463,2530,1360,374,2480,1390,1412,8330,3190,227,87,36732,14558,6733,15440,16070.0,4080,7740.0,890,52.0,78
1146,LG12  ,2000JJ00,1313,9110,1230,1060,170,0,7880,3160,209,84,390,2010,1130,308,2080,1240,1395,7810,3050,207,81,37720,15562,5898,16259,15540.0,4010,7730.0,960,50.0,76
1147,LG12  ,2001JJ00,1266,8790,1140,980,160,0,7650,3010,213,84,384,2000,1080,328,2100,1240,1322,7560,2840,210,79,35913,14046,5928,15939,13530.0,3730,5970.0,890,56.0,76
1148,LG12  ,2002JJ00,1183,8000,1100,950,150,0,6910,2760,190,76,349,1750,980,297,1930,1190,1235,6730,2540,185,70,36286,14050,6103,16133,13140.0,3620,6420.0,1070,51.0,70
1149,LG12  ,2003JJ00,1134,7650,1060,920,150,0,6580,2690,185,75,320,1610,910,272,1720,1060,1182,6470,2540,182,71,35625,13621,6276,15728,12070.0,3360,5600.0,810,54.0,76
1150,LG12  ,2004JJ00,1136,7350,1040,900,140,0,6310,2560,178,72,307,1630,890,306,1980,1130,1138,5960,2310,168,65,35429,13693,6143,15593,11930.0,3330,5970.0,1010,50.0,70
1151,LG12  ,2005JJ00,1140,7590,1080,920,140,20,6510,2720,186,78,333,2090,1080,291,2070,1120,1182,6540,2680,187,77,34947,13265,6318,15364,11380.0,3120,4840.0,440,57.0,86
1152,LG12  ,2006JJ00,1150,7850,1140,980,150,20,6700,2860,189,81,370,1780,860,402,2450,1280,1118,6040,2440,170,69,35432,14361,5582,15490,7170.0,3370,1130.0,930,84.0,72
1153,LG12  ,2007JJ00,1139,7850,1160,980,150,30,6700,2820,191,80,389,2170,1040,428,2980,1540,1100,5880,2310,168,66,35035,13985,5624,15426,7050.0,3260,1170.0,940,83.0,71
1154,LG12  ,2008JJ00,1135,7710,1130,960,150,30,6580,2800,187,79,383,2060,1000,440,2840,1480,1077,5800,2320,165,66,35265,14097,5973,15195,7110.0,3210,1310.0,890,82.0,72
1155,LG12  ,2009JJ00,1159,7680,1150,980,150,30,6530,2800,187,80,366,1980,970,464,3040,1590,1061,5470,2180,157,62,34874,13935,5839,15100,6970.0,3170,1500.0,1000,78.0,69
1156,LG12  ,2010JJ00,1143,7640,1120,930,140,50,6520,2810,192,83,351,1800,870,435,2710,1390,1059,5610,2280,165,67,33988,13490,5526,14972,6810.0,2790,1200.0,510,82.0,82
1157,LG12  ,2011JJ00,1125,7370,1080,850,140,90,6290,2620,184,76,381,2010,920,451,2870,1410,1054,5430,2120,158,62,34261,13602,5552,15107,6860.0,2720,1430.0,600,79.0,78
1158,LG12  ,2012JJ00,1100,6900,990,770,130,90,5910,2380,172,69,348,1840,770,464,3090,1410,985,4660,1740,136,51,34363,13665,5775,14924,6880.0,2440,2220.0,710,68.0,71
1159,LG12  ,2013JJ00,1111,6940,970,720,130,120,5970,2420,176,71,342,1810,760,455,2910,1340,998,4870,1840,143,54,34021,13288,6018,14715,6770.0,2230,1900.0,390,72.0,83
1160,LG12  ,2014JJ00,1117,7170,990,740,130,130,6170,2520,182,74,361,1820,740,477,2990,1370,1001,5010,1890,148,56,33879,13531,5658,14690,6400.0,2240,1390.0,350,78.0,84
1161,LG12  ,2015JJ00,1167,7690,1120,810,140,170,6560,2770,194,82,389,1740,710,550,3080,1430,1006,5230,2050,154,61,33872,13734,5374,14765,6470.0,2220,1240.0,170,81.0,93
1162,LG12  ,2016JJ00,1195,7680,1090,790,130,170,6590,2660,205,83,403,1920,760,595,3410,1590,1003,5100,1830,158,57,32168,12660,4699,14809,6230.0,2150,1140.0,320,82.0,85
1163,LG12  ,2017JJ00,1186,7810,1110,800,140,170,6700,2580,210,81,402,2070,780,596,3690,1650,992,5080,1710,159,54,31951,12191,4747,15013,6210.0,2140,1130.0,430,82.0,80
1164,LG12  ,2018JJ00,1103,7320,1060,730,130,200,6260,2360,188,71,427,2140,770,577,3430,1550,953,4970,1580,150,48,33256,13159,4667,15430,6300.0,2120,1320.0,540,79.0,75
1165,LG12  ,2019JJ00,1103,7300,1040,710,130,200,6260,2350,189,71,437,2150,760,570,3500,1540,970,4910,1570,148,48,33098,12825,4336,15937,6390.0,2120,1480.0,550,77.0,74
1166,LG12  ,2020JJ00,1096,7250,1050,700,130,220,6200,2300,188,70,423,2150,720,585,3520,1510,934,4830,1510,147,46,32938,12727,4522,15689,6200.0,2130,1370.0,620,78.0,71
1167,LG12  ,2021JJ00,1132,7360,1060,700,130,230,6300,2370,191,72,430,2130,730,612,3540,1490,950,4890,1620,148,49,32978,12770,4230,15977,6210.0,2160,1310.0,540,79.0,75
1168,LG12  ,2022JJ00,1128,7370,1080,700,130,250,6300,2410,191,73,451,2200,790,613,3600,1530,966,4900,1670,149,51,32936,12584,4261,16091,6170.0,2140,1270.0,480,79.0,78
1169,LG12  ,2023JJ00,1128,7100,980,650,120,210,6120,2290,185,69,427,2040,710,613,3380,1460,942,4790,1550,145,47,33060,12501,4332,16227,5910.0,2070,1130.0,520,81.0,75
1170,LG13  ,1994JJ00,21161,189110,35870,32330,3540,0,153240,72650,581,276,4137,28920,14430,8231,78110,39960,17068,104040,47120,395,179,263589,113928,77105,72556,,43420,,-3700,,109
1171,LG13  ,1995JJ00,20857,186680,34590,31120,3470,0,152100,67200,577,255,3616,24940,11530,8099,76330,36330,16374,100710,42400,382,161,263694,113464,72501,77729,,33540,,-8850,,126
1172,LG13  ,1996JJ00,20526,184280,34230,30870,3360,0,150050,63430,572,242,3655,25080,11110,7710,73170,33830,16471,101960,40700,389,155,262277,109139,71511,81627,,31580,,-9120,,129
1173,LG13  ,1997JJ00,18593,164850,29020,26040,2980,0,135830,57930,518,221,4506,31310,13700,7605,68250,31780,15495,98890,39850,377,152,262116,107235,72563,82318,,31510,,-8340,,126
1174,LG13  ,1998JJ00,18490,156280,28640,25740,2900,0,127650,57720,487,220,2890,15260,8540,5618,43210,27310,15762,99700,38960,380,149,262071,105157,66726,90188,116070.0,29090,16370.0,-9860,86.0,134
1175,LG13  ,1999JJ00,18482,159900,30360,27400,2970,0,129530,59860,501,232,3257,18000,10200,7032,56190,35540,14707,91350,34520,353,134,258490,100322,67393,90775,113470.0,28650,22130.0,-5870,81.0,120
1176,LG13  ,2000JJ00,18153,148220,27660,24890,2760,10,120560,57590,461,220,2679,14490,8360,6331,51840,33760,14501,83210,32190,318,123,261537,103492,57708,100337,107090.0,27710,23870.0,-4490,78.0,116
1177,LG13  ,2001JJ00,17721,142260,25990,23340,2650,0,116270,53480,456,210,2875,14800,8260,6538,51370,34180,14058,79700,27560,312,108,255226,98221,55637,101368,96320.0,26500,16620.0,-1060,83.0,104
1178,LG13  ,2002JJ00,16314,129620,24040,21600,2440,0,105580,49410,409,191,2705,13960,7850,5744,46560,31120,13276,72980,26140,283,101,258351,100451,57375,100525,92990.0,25750,20010.0,-390,78.0,102
1179,LG13  ,2003JJ00,15463,118650,21960,19620,2340,0,96690,45240,379,177,2403,13170,7510,5190,40990,26670,12676,68870,26080,270,102,255255,98115,57420,99720,87260.0,24050,18390.0,-2030,79.0,108
1180,LG13  ,2004JJ00,15750,120260,22680,20360,2320,0,97580,45570,382,178,2221,12620,6870,5100,43770,27450,12871,66430,24990,260,98,255481,98338,58660,98484,85870.0,23980,19440.0,-1020,77.0,104
1181,LG13  ,2005JJ00,15792,126600,23320,20480,2420,410,103280,49440,406,194,2484,16750,8830,5248,50890,28710,13028,69140,29560,272,116,254565,97027,62577,94961,82430.0,22710,13290.0,-6860,84.0,130
1182,LG13  ,2006JJ00,15520,125120,23390,20570,2400,420,101740,49640,403,197,2949,16540,8290,6286,52840,29010,12183,65440,28920,260,115,252173,105627,55082,91464,51310.0,24080,-14130.0,-4840,128.0,120
1183,LG13  ,2007JJ00,15517,127750,23990,20820,2470,700,103750,49570,416,199,3221,19700,9690,7286,68160,36760,11452,55290,22500,222,90,249585,106126,54022,89437,50970.0,23340,-4320.0,840,108.0,96
1184,LG13  ,2008JJ00,16062,132000,24860,21600,2510,740,107150,51770,425,205,3469,19140,9640,7764,71790,39190,11766,54490,22220,216,88,252391,106711,59217,86463,51520.0,23050,-2970.0,830,106.0,96
1185,LG13  ,2009JJ00,16454,132840,25560,22270,2530,760,107270,53250,431,214,3037,17050,8300,7789,70660,39300,11702,53660,22240,216,89,248808,104005,59056,85747,50550.0,22710,-3110.0,470,106.0,98
1186,LG13  ,2010JJ00,16211,133710,24850,21000,2470,1390,108860,53720,447,220,3264,17680,8520,7593,67410,36980,11881,59130,25250,243,104,243648,101720,57860,84069,49350.0,20030,-9790.0,-5230,120.0,126
1187,LG13  ,2011JJ00,16240,132960,24760,19750,2460,2540,108200,51630,448,214,3547,20170,9430,8005,72010,38680,11782,56360,22380,233,93,241526,101766,58651,81109,48930.0,19180,-7430.0,-3200,115.0,117
