ID,SBI93,Perioden,Winning_1,EnergieAanvoer_2,EnergieAflevering_3,AanvoerMinusAflevering_4,Voorraadmutatie_5,Verbruikssaldo_6,TotaalInzet_7,InzetElektriciteitWKKOmzetting_8,InzetAndereOmzetting_9,TotaalProductie_10,ProductieElektriciteitWKKOmzetting_11,ProductieAndereOmzetting_12,TotaalSaldoEnergieomzetting_13,SaldoElektriciteitWKKOmzetting_14,SaldoAndereOmzetting_15,TotaalFinaalVerbruik_16,FinaalEnergieverbruik_17,NietEnergetischGebruik_18
308,3.1.3 ,2000KW03,0.2,11.6,1.8,9.9,0.0,10.0,4.3,4.3,0.0,3.6,3.6,0.0,0.7,0.7,0.0,9.3,9.3,0.0
309,3.1.3 ,2000KW04,0.1,12.7,1.8,10.9,0.0,11.0,4.4,4.4,0.0,3.6,3.6,0.0,0.8,0.8,0.0,10.3,10.3,0.0
310,3.1.3 ,2000JJ00,0.5,50.2,7.2,43.1,0.0,43.5,17.7,17.7,0.0,14.6,14.6,0.0,3.1,3.1,0.0,40.5,40.5,0.0
311,3.1.3 ,2001KW01,0.1,13.1,1.9,11.2,0.0,11.3,4.7,4.7,0.0,3.9,3.9,0.0,0.8,0.8,0.0,10.5,10.5,0.0
312,3.1.3 ,2001KW02,0.2,11.7,1.8,9.9,0.0,10.0,4.3,4.3,0.0,3.6,3.6,0.0,0.7,0.7,0.0,9.3,9.3,0.0
313,3.1.3 ,2001KW03,0.1,11.1,1.6,9.5,0.0,9.6,4.2,4.2,0.0,3.5,3.5,0.0,0.7,0.7,0.0,8.9,8.9,0.0
314,3.1.3 ,2001KW04,0.1,11.8,1.7,10.1,0.0,10.3,4.1,4.1,0.0,3.4,3.4,0.0,0.7,0.7,0.0,9.6,9.6,0.0
315,3.1.3 ,2001JJ00,0.5,47.7,7.0,40.7,0.0,41.2,17.3,17.3,0.0,14.4,14.4,0.0,2.9,2.9,0.0,38.3,38.3,0.0
316,3.1.3 ,2002KW01,0.2,12.9,1.8,11.1,0.0,11.2,4.6,4.6,0.0,3.7,3.7,0.0,0.9,0.9,0.0,10.4,10.4,0.0
317,3.1.3 ,2002KW02,0.1,11.9,1.6,10.3,0.0,10.5,4.6,4.6,0.0,3.6,3.6,0.0,1.0,1.0,0.0,9.5,9.5,0.0
318,3.1.3 ,2002KW03,0.2,11.3,1.6,9.7,0.0,9.9,4.1,4.1,0.0,3.3,3.3,0.0,0.7,0.7,0.0,9.2,9.2,0.0
319,3.1.3 ,2002KW04,0.2,12.4,1.7,10.7,0.0,10.9,4.2,4.2,0.0,3.5,3.5,0.0,0.7,0.7,0.0,10.1,10.1,0.0
320,3.1.3 ,2002JJ00,0.7,48.5,6.7,41.8,0.0,42.5,17.5,17.5,0.0,14.1,14.1,0.0,3.3,3.3,0.0,39.2,39.2,0.0
321,3.1.3 ,2003KW01,0.2,12.2,1.6,10.6,0.2,11.0,4.1,4.1,0.0,3.4,3.4,0.0,0.7,0.7,0.0,10.2,10.2,0.0
322,3.1.3 ,2003KW02,0.2,11.9,1.8,10.1,0.0,10.3,4.1,4.1,0.0,3.2,3.2,0.0,0.8,0.8,0.0,9.4,9.4,0.0
323,3.1.3 ,2003KW03,0.1,11.3,1.8,9.5,0.0,9.7,4.1,4.1,0.0,3.3,3.3,0.0,0.8,0.8,0.0,8.8,8.8,0.0
324,3.1.4 ,2000KW01,0.9,27.3,0.7,26.6,0.0,27.5,1.8,1.8,0.0,0.6,0.6,0.0,1.2,1.2,0.0,26.4,7.7,18.6
325,3.1.4 ,2000KW02,1.0,27.8,0.9,26.9,0.1,28.0,1.6,1.6,0.0,0.5,0.5,0.0,1.0,1.0,0.0,26.9,8.0,19.0
326,3.1.4 ,2000KW03,0.6,25.8,0.5,25.3,0.0,25.9,1.6,1.6,0.0,0.5,0.5,0.0,1.0,1.0,0.0,24.9,7.0,17.9
327,3.1.4 ,2000KW04,0.5,23.3,0.5,22.9,0.0,23.4,1.5,1.5,0.0,0.6,0.6,0.0,1.0,1.0,0.0,22.4,6.2,16.2
328,3.1.4 ,2000JJ00,3.0,104.2,2.6,101.7,0.1,104.8,6.5,6.5,0.0,2.2,2.2,0.0,4.2,4.2,0.0,100.6,28.9,71.7
329,3.1.4 ,2001KW01,1.0,21.3,0.6,20.7,0.0,21.7,1.5,1.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,20.7,6.0,14.7
330,3.1.4 ,2001KW02,1.0,22.0,0.8,21.2,0.0,22.2,1.4,1.4,0.0,0.5,0.5,0.0,0.9,0.9,0.0,21.3,6.2,15.0
331,3.1.4 ,2001KW03,0.6,20.2,0.3,19.9,0.0,20.5,1.5,1.5,0.0,0.5,0.5,0.0,1.1,1.1,0.0,19.4,5.4,14.1
332,3.1.4 ,2001KW04,0.6,20.9,0.4,20.6,0.0,21.2,1.7,1.7,0.0,0.5,0.5,0.0,1.2,1.2,0.0,20.0,5.3,14.7
333,3.1.4 ,2001JJ00,3.2,84.4,2.1,82.4,0.0,85.6,6.1,6.1,0.0,2.0,2.0,0.0,4.2,4.2,0.0,81.4,22.9,58.5
334,3.1.4 ,2002KW01,0.9,19.5,0.9,18.7,0.0,19.6,1.4,1.4,0.0,0.4,0.4,0.0,1.0,1.0,0.0,18.6,5.1,13.5
335,3.1.4 ,2002KW02,1.0,23.5,1.1,22.4,0.0,23.4,1.6,1.6,0.0,0.5,0.5,0.0,1.1,1.1,0.0,22.3,6.6,15.6
336,3.1.4 ,2002KW03,1.0,23.5,1.1,22.4,0.0,23.4,1.6,1.6,0.0,0.5,0.5,0.0,1.1,1.1,0.0,22.3,6.5,15.8
337,3.1.4 ,2002KW04,1.0,24.9,1.1,23.8,0.0,24.8,1.8,1.8,0.0,0.5,0.5,0.0,1.3,1.3,0.0,23.6,6.8,16.7
338,3.1.4 ,2002JJ00,3.9,91.4,4.2,87.3,0.0,91.2,6.4,6.4,0.0,1.9,1.9,0.0,4.5,4.5,0.0,86.8,25.0,61.6
339,3.1.4 ,2003KW01,1.0,23.8,1.0,22.9,0.0,23.8,1.8,1.8,0.0,0.5,0.5,0.0,1.2,1.2,0.0,22.6,6.6,16.0
340,3.1.4 ,2003KW02,1.0,21.6,0.8,20.8,0.1,21.9,2.1,2.1,0.0,0.5,0.5,0.0,1.7,1.7,0.0,20.1,5.9,14.2
341,3.1.4 ,2003KW03,0.7,22.2,0.8,21.4,0.0,22.2,5.1,1.8,3.3,0.5,0.5,0.0,4.5,1.3,3.3,17.6,5.4,12.3
342,3.1.5 ,2000KW01,0.0,227.1,116.5,110.6,-0.3,110.3,205.4,6.7,198.7,202.4,5.4,197.0,2.9,1.3,1.6,107.3,43.6,63.7
343,3.1.5 ,2000KW02,0.0,194.2,96.5,97.6,7.9,105.5,172.5,5.3,167.2,169.0,4.2,164.8,3.6,1.1,2.4,102.0,33.6,68.4
344,3.1.5 ,2000KW03,0.0,220.6,101.7,118.8,-1.3,117.6,209.3,6.1,203.2,205.3,4.8,200.5,4.0,1.3,2.7,113.6,38.2,75.4
345,3.1.5 ,2000KW04,0.0,219.9,104.8,115.1,-2.5,112.7,214.2,5.5,208.7,210.1,4.4,205.7,4.1,1.1,2.9,108.6,38.5,70.2
346,3.1.5 ,2000JJ00,0.0,861.8,419.5,442.1,3.8,446.1,801.4,23.6,777.8,786.8,18.8,768.0,14.6,4.8,9.6,431.5,153.9,277.7
347,3.1.5 ,2001KW01,0.0,229.4,111.8,117.6,1.1,118.7,218.5,5.6,212.9,215.0,4.4,210.6,3.6,1.2,2.3,115.1,40.4,74.7
348,3.1.5 ,2001KW02,0.0,233.5,121.2,112.4,-1.5,110.9,213.5,5.5,208.0,210.6,4.2,206.4,2.9,1.2,1.7,108.1,38.2,69.9
349,3.1.5 ,2001KW03,0.0,236.1,115.8,120.3,-0.4,119.9,215.5,6.3,209.2,212.0,4.3,207.7,3.5,2.0,1.5,116.4,40.7,75.7
350,3.1.5 ,2001KW04,0.0,219.6,107.3,112.4,2.5,114.9,195.9,5.7,190.2,192.2,4.5,187.7,3.7,1.2,2.5,111.2,42.9,68.3
351,3.1.5 ,2001JJ00,0.0,918.6,456.1,462.7,1.7,464.4,843.4,23.1,820.3,829.8,17.4,812.4,13.7,5.6,8.0,450.8,162.2,288.6
352,3.1.5 ,2002KW01,0.0,233.7,114.8,119.0,2.8,121.8,195.4,5.3,190.0,191.9,4.3,187.6,3.5,1.0,2.5,118.3,43.6,74.7
353,3.1.5 ,2002KW02,0.0,224.4,110.1,114.4,0.0,114.4,191.1,4.0,187.1,186.1,3.2,182.9,5.0,0.7,4.3,109.4,41.1,68.3
354,3.1.5 ,2002KW03,0.0,241.9,121.8,120.1,-2.5,117.6,207.6,5.6,202.0,205.3,4.5,200.8,2.3,1.1,1.3,115.2,45.8,69.4
355,3.1.5 ,2002KW04,0.0,249.2,118.4,130.8,-2.9,127.9,216.7,5.7,211.0,212.2,4.6,207.7,4.5,1.2,3.3,123.4,47.4,75.9
356,3.1.5 ,2002JJ00,0.0,949.2,465.1,484.3,-2.6,481.7,810.8,20.6,790.1,795.5,16.6,779.0,15.3,4.0,11.4,466.3,177.9,288.3
357,3.1.5 ,2003KW01,0.0,252.1,127.3,124.8,-1.4,123.4,206.0,5.1,200.9,202.8,4.2,198.6,3.2,0.9,2.3,120.2,46.1,74.1
358,3.1.5 ,2003KW02,0.0,265.0,133.7,131.2,-4.5,126.8,205.2,4.8,200.4,203.9,3.9,200.0,1.3,0.8,0.5,125.5,43.9,81.6
359,3.1.5 ,2003KW03,0.0,273.2,147.6,125.6,0.4,126.0,223.6,3.4,220.2,221.2,2.8,218.4,2.4,0.6,1.8,123.6,42.7,80.9
360,3.1.6 ,2000KW01,0.0,8.7,0.7,8.0,-0.3,7.7,3.2,1.4,1.8,2.3,0.7,1.6,0.9,0.7,0.2,6.8,2.5,4.4
361,3.1.6 ,2000KW02,0.0,8.4,0.7,7.7,0.3,8.1,3.4,1.5,1.8,2.6,0.9,1.6,0.8,0.6,0.2,7.3,2.6,4.7
362,3.1.6 ,2000KW03,0.0,9.0,0.7,8.4,0.1,8.5,3.8,1.6,2.2,2.8,0.9,1.9,1.0,0.7,0.3,7.5,2.7,4.8
363,3.1.6 ,2000KW04,0.0,9.0,0.7,8.3,-0.2,8.1,3.6,1.5,2.0,2.8,0.9,1.9,0.8,0.6,0.2,7.3,2.6,4.7
364,3.1.6 ,2000JJ00,0.0,35.1,2.8,32.4,-0.1,32.4,14.0,6.0,7.8,10.5,3.4,7.0,3.5,2.6,0.9,28.9,10.4,18.6
365,3.1.6 ,2001KW01,0.0,9.8,0.6,9.2,-0.3,8.9,3.6,1.6,2.0,2.7,0.8,1.9,1.0,0.8,0.1,8.0,3.0,5.0
366,3.1.6 ,2001KW02,0.0,9.1,0.6,8.5,-0.2,8.3,3.3,1.5,1.8,2.4,0.7,1.7,0.9,0.8,0.1,7.4,2.7,4.7
367,3.1.6 ,2001KW03,0.0,8.1,0.6,7.5,0.4,7.9,3.4,1.5,1.9,2.5,0.7,1.8,0.9,0.8,0.2,7.0,2.6,4.3
368,3.1.6 ,2001KW04,0.0,10.0,0.6,9.4,-0.7,8.7,3.3,1.5,1.8,2.4,0.7,1.7,0.9,0.7,0.2,7.8,2.6,5.1
369,3.1.6 ,2001JJ00,0.0,37.0,2.4,34.6,-0.8,33.8,13.6,6.1,7.5,10.0,2.9,7.1,3.7,3.1,0.6,30.2,10.9,19.1
370,3.1.6 ,2002KW01,0.0,8.3,0.7,7.6,0.5,8.1,3.6,1.4,2.2,2.7,0.7,2.0,0.9,0.7,0.2,7.2,2.7,4.6
371,3.1.6 ,2002KW02,0.0,8.5,0.9,7.6,0.2,7.8,3.9,1.5,2.4,3.1,0.8,2.3,0.8,0.6,0.1,7.0,2.6,4.4
372,3.1.6 ,2002KW03,0.0,8.0,0.8,7.2,0.0,7.2,3.1,1.5,1.6,3.0,0.8,2.3,0.1,0.7,-0.7,7.1,2.7,4.4
373,3.1.6 ,2002KW04,0.0,10.4,0.8,9.6,-0.8,8.9,3.7,1.4,2.3,2.9,0.7,2.2,0.8,0.6,0.2,8.1,2.9,5.2
374,3.1.6 ,2002JJ00,0.0,35.2,3.2,32.0,-0.1,32.0,14.3,5.8,8.5,11.7,3.0,8.8,2.6,2.6,-0.2,29.4,10.9,18.6
375,3.1.6 ,2003KW01,0.0,13.6,2.4,11.2,0.3,11.5,4.3,2.3,2.0,3.1,1.2,1.9,1.2,1.1,0.2,10.3,5.1,5.2
376,3.1.6 ,2003KW02,0.0,13.2,2.4,10.8,0.6,11.4,4.5,2.2,2.3,3.1,1.0,2.1,1.4,1.2,0.2,10.2,5.8,4.4
377,3.1.6 ,2003KW03,0.0,13.9,2.5,11.4,0.5,11.9,4.8,2.1,2.7,3.5,1.0,2.5,1.3,1.2,0.2,10.6,6.2,4.4
378,3.1.7 ,2000KW01,0.0,18.2,4.3,13.9,0.0,13.9,6.1,5.3,0.7,5.1,4.4,0.7,1.0,1.0,0.0,12.9,11.5,1.5
379,3.1.7 ,2000KW02,0.0,17.1,4.1,13.0,0.2,13.1,5.5,4.7,0.8,4.6,3.8,0.7,1.0,0.9,0.0,12.2,10.6,1.6
380,3.1.7 ,2000KW03,0.0,17.0,4.4,12.5,-0.4,12.1,5.0,4.5,0.5,4.1,3.6,0.5,0.9,0.9,0.0,11.2,9.4,1.8
381,3.1.7 ,2000KW04,0.0,18.6,4.8,13.7,0.0,13.8,5.1,4.6,0.5,4.5,4.0,0.5,0.6,0.6,0.0,13.1,11.4,1.7
382,3.1.7 ,2000JJ00,0.0,70.9,17.6,53.1,-0.2,52.9,21.7,19.1,2.5,18.3,15.8,2.4,3.5,3.4,0.0,49.4,42.9,6.6
383,3.1.7 ,2001KW01,0.0,15.7,2.9,12.8,0.0,12.8,5.2,4.7,0.5,4.4,3.9,0.5,0.7,0.7,0.0,12.0,10.4,1.6
384,3.1.7 ,2001KW02,0.0,14.9,2.6,12.4,0.0,12.4,4.9,4.5,0.4,4.2,3.9,0.4,0.7,0.7,0.0,11.7,10.0,1.7
385,3.1.7 ,2001KW03,0.0,13.8,2.7,11.1,0.0,11.1,4.6,4.0,0.5,4.0,3.5,0.5,0.6,0.5,0.0,10.6,8.8,1.8
386,3.1.7 ,2001KW04,0.0,14.1,2.6,11.5,0.0,11.5,4.7,4.2,0.5,4.1,3.7,0.4,0.6,0.6,0.0,10.9,9.3,1.7
387,3.1.7 ,2001JJ00,0.0,58.5,10.8,47.8,0.0,47.8,19.4,17.4,1.9,16.7,15.0,1.8,2.6,2.5,0.0,45.2,38.5,6.8
388,3.1.7 ,2002KW01,0.0,16.0,2.8,13.2,0.0,13.2,4.7,4.1,0.6,3.6,3.2,0.4,1.0,0.9,0.1,12.2,9.6,2.5
389,3.1.7 ,2002KW02,0.0,16.1,2.7,13.4,0.0,13.4,5.0,4.3,0.7,3.9,3.5,0.4,1.1,0.9,0.3,12.3,9.7,2.6
390,3.1.7 ,2002KW03,0.0,16.9,2.9,14.0,0.0,14.0,5.7,4.5,1.1,4.3,3.8,0.5,1.3,0.8,0.6,12.6,9.7,2.9
391,3.1.7 ,2002KW04,0.0,16.4,2.9,13.5,0.0,13.5,5.0,4.5,0.5,3.9,3.4,0.5,1.1,1.1,0.1,12.4,9.6,2.8
392,3.1.7 ,2002JJ00,0.0,65.4,11.3,54.1,0.0,54.1,20.4,17.4,2.9,15.7,13.9,1.8,4.5,3.7,1.1,49.5,38.6,10.8
393,3.1.7 ,2003KW01,0.0,15.9,2.1,13.7,0.0,13.8,4.3,3.8,0.5,3.4,2.9,0.5,0.9,0.9,0.1,12.8,10.8,2.0
394,3.1.7 ,2003KW02,0.0,15.5,2.1,13.4,0.0,13.4,4.3,3.7,0.5,3.2,2.7,0.5,1.0,1.0,0.0,12.4,10.0,2.4
395,3.1.7 ,2003KW03,0.0,16.1,2.0,14.0,0.0,14.0,4.1,3.6,0.5,3.2,2.7,0.5,1.0,0.9,0.1,13.0,10.5,2.5
396,3.1.8 ,2000KW01,0.2,5.7,0.1,5.6,0.0,5.8,1.2,1.1,0.1,0.8,0.7,0.0,0.4,0.4,0.0,5.3,4.3,1.0
397,3.1.8 ,2000KW02,0.1,5.0,0.1,4.9,0.0,5.0,1.0,1.0,0.0,0.7,0.7,0.0,0.3,0.3,0.0,4.7,3.6,1.1
398,3.1.8 ,2000KW03,0.1,4.5,0.1,4.4,0.0,4.5,0.9,0.9,0.0,0.6,0.6,0.0,0.3,0.3,0.0,4.2,3.2,1.0
399,3.1.8 ,2000KW04,0.1,5.3,0.1,5.2,0.0,5.3,1.0,1.0,0.0,0.7,0.7,0.0,0.3,0.3,0.0,5.0,4.1,0.9
400,3.1.8 ,2000JJ00,0.5,20.5,0.4,20.1,0.0,20.6,4.1,4.0,0.1,2.8,2.7,0.0,1.3,1.3,0.0,19.2,15.2,4.0
401,3.1.8 ,2001KW01,0.1,5.7,0.2,5.5,0.0,5.6,1.1,1.0,0.1,0.8,0.7,0.1,0.3,0.3,0.0,5.3,4.3,1.0
402,3.1.8 ,2001KW02,0.1,4.8,0.1,4.7,0.0,4.8,0.9,0.9,0.0,0.7,0.6,0.0,0.3,0.3,0.0,4.5,3.7,0.9
403,3.1.8 ,2001KW03,0.1,4.2,0.1,4.1,0.0,4.3,1.0,0.9,0.0,0.6,0.6,0.0,0.3,0.3,0.0,3.9,3.1,0.8
404,3.1.8 ,2001KW04,0.1,5.4,0.2,5.2,0.0,5.3,0.9,0.8,0.0,0.7,0.6,0.0,0.2,0.2,0.0,5.0,4.0,1.1
405,3.1.8 ,2001JJ00,0.4,20.1,0.6,19.5,0.0,20.0,3.9,3.6,0.1,2.8,2.5,0.1,1.1,1.1,0.0,18.7,15.1,3.8
406,3.1.8 ,2002KW01,0.1,5.3,0.2,5.1,0.0,5.2,1.0,0.9,0.1,0.7,0.6,0.1,0.3,0.3,0.0,4.9,3.7,1.2
407,3.1.8 ,2002KW02,0.1,4.8,0.1,4.7,0.0,4.7,0.9,0.8,0.0,0.6,0.6,0.0,0.2,0.2,0.0,4.5,3.1,1.4
408,3.1.8 ,2002KW03,0.1,4.2,0.1,4.1,0.0,4.2,0.8,0.7,0.0,0.5,0.5,0.0,0.2,0.2,0.0,4.0,2.7,1.3
409,3.1.8 ,2002KW04,0.2,5.3,0.2,5.1,0.0,5.3,0.9,0.9,0.1,0.7,0.6,0.1,0.3,0.3,0.0,5.0,3.3,1.7
410,3.1.8 ,2002JJ00,0.5,19.6,0.6,19.0,0.0,19.4,3.6,3.3,0.2,2.5,2.3,0.2,1.0,1.0,0.0,18.4,12.8,5.6
411,3.1.8 ,2003KW01,0.2,5.3,0.2,5.1,0.0,5.2,0.9,0.8,0.1,0.7,0.6,0.1,0.2,0.2,0.0,5.0,3.8,1.2
412,3.1.8 ,2003KW02,0.2,4.7,0.1,4.6,0.0,4.8,0.8,0.8,0.1,0.6,0.5,0.1,0.2,0.2,0.0,4.5,2.9,1.7
413,3.1.8 ,2003KW03,0.1,4.9,0.2,4.7,0.0,4.8,0.8,0.8,0.0,0.6,0.5,0.0,0.3,0.3,0.0,4.6,2.8,1.7
414,3.1.9 ,2000KW01,0.0,9.9,0.1,9.8,0.2,10.0,0.2,0.2,0.0,0.2,0.2,0.0,0.1,0.1,0.0,9.9,9.8,0.1
415,3.1.9 ,2000KW02,0.0,9.1,0.0,9.1,0.0,9.1,0.3,0.3,0.0,0.2,0.2,0.0,0.1,0.1,0.0,9.0,8.8,0.3
416,3.1.9 ,2000KW03,0.0,8.3,0.1,8.2,0.0,8.2,0.2,0.2,0.0,0.2,0.2,0.0,0.1,0.1,0.0,8.2,8.0,0.2
417,3.1.9 ,2000KW04,0.0,9.7,0.0,9.6,0.0,9.7,0.3,0.3,0.0,0.2,0.2,0.0,0.1,0.1,0.0,9.6,9.4,0.2
418,3.1.9 ,2000JJ00,0.0,37.0,0.2,36.7,0.2,37.0,1.0,1.0,0.0,0.8,0.8,0.0,0.4,0.4,0.0,36.7,36.0,0.8
419,3.1.9 ,2001KW01,0.0,9.3,0.0,9.2,0.1,9.3,0.3,0.3,0.0,0.2,0.2,0.0,0.1,0.1,0.0,9.3,9.1,0.2
420,3.1.9 ,2001KW02,0.0,9.3,0.0,9.3,0.0,9.3,0.3,0.3,0.0,0.2,0.2,0.0,0.1,0.1,0.0,9.3,9.1,0.1
421,3.1.9 ,2001KW03,0.0,8.5,0.0,8.5,0.0,8.5,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,8.5,8.3,0.2
422,3.1.9 ,2001KW04,0.0,8.9,0.0,8.9,0.0,8.9,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,8.8,8.7,0.1
423,3.1.9 ,2001JJ00,0.0,36.0,0.0,35.9,0.1,36.0,1.0,1.0,0.0,0.8,0.8,0.0,0.2,0.2,0.0,35.9,35.2,0.6
424,3.1.9 ,2002KW01,0.0,8.9,0.0,8.9,0.1,9.0,0.3,0.3,0.0,0.2,0.2,0.0,0.0,0.0,0.0,9.0,8.9,0.1
425,3.1.9 ,2002KW02,0.0,7.9,0.0,7.9,-0.1,7.8,0.2,0.2,0.0,0.2,0.2,0.0,0.1,0.1,0.0,7.8,7.6,0.2
426,3.1.9 ,2002KW03,0.0,7.0,0.0,7.0,0.0,6.9,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,6.9,6.7,0.2
427,3.1.9 ,2002KW04,0.0,7.7,0.0,7.7,0.0,7.7,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,7.6,7.5,0.2
428,3.1.9 ,2002JJ00,0.0,31.5,0.0,31.5,0.0,31.4,0.9,0.9,0.0,0.8,0.8,0.0,0.1,0.1,0.0,31.3,30.7,0.7
429,3.1.9 ,2003KW01,0.0,8.2,0.0,8.2,0.0,8.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,8.2,8.1,0.1
430,3.1.9 ,2003KW02,0.0,7.6,0.0,7.6,0.0,7.6,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,7.6,7.5,0.1
431,3.1.9 ,2003KW03,0.0,7.3,0.0,7.3,-0.1,7.1,0.2,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,7.1,7.0,0.1
432,3.1.10,2000KW01,0.1,32.5,9.7,22.8,1.6,24.5,9.8,1.0,8.8,9.3,0.8,8.5,0.5,0.2,0.3,24.0,10.2,13.8
433,3.1.10,2000KW02,0.1,31.5,8.6,23.0,-0.8,22.3,8.5,0.9,7.5,8.0,0.8,7.3,0.4,0.1,0.3,21.9,10.0,11.8
434,3.1.10,2000KW03,0.1,32.9,9.1,23.8,-0.7,23.2,8.9,0.8,8.1,8.7,0.7,8.0,0.2,0.1,0.1,23.0,9.8,13.2
435,3.1.10,2000KW04,0.1,33.9,9.6,24.3,-3.1,21.2,7.7,0.9,6.9,7.5,0.7,6.8,0.2,0.1,0.1,21.0,9.8,11.2
436,3.1.10,2000JJ00,0.4,130.8,37.0,93.9,-3.0,91.2,34.9,3.6,31.3,33.5,3.0,30.6,1.3,0.5,0.8,89.9,39.8,50.0
437,3.1.10,2001KW01,0.0,28.7,12.3,16.4,6.3,22.7,8.6,1.1,7.5,8.4,0.9,7.5,0.2,0.2,0.1,22.5,10.1,12.4
438,3.1.10,2001KW02,0.1,36.7,9.8,26.9,-3.7,23.2,9.5,1.0,8.5,9.3,0.8,8.4,0.2,0.2,0.1,23.0,10.1,12.9
439,3.1.10,2001KW03,0.1,33.2,9.3,23.9,0.6,24.7,9.9,0.9,8.9,9.6,0.8,8.8,0.2,0.1,0.1,24.5,10.1,14.4
440,3.1.10,2001KW04,0.1,33.4,9.3,24.1,0.8,25.0,9.8,1.0,8.7,9.5,0.9,8.6,0.2,0.2,0.1,24.8,10.4,14.4
441,3.1.10,2001JJ00,0.3,132.0,40.7,91.3,4.0,95.6,37.8,4.0,33.6,36.8,3.4,33.3,0.8,0.7,0.4,94.8,40.7,54.1
442,3.1.10,2002KW01,0.1,35.6,9.2,26.4,-1.0,25.6,10.1,1.1,9.0,9.8,0.9,8.9,0.3,0.2,0.1,25.3,11.1,14.2
443,3.1.10,2002KW02,0.1,28.2,9.1,19.2,0.6,19.8,7.4,0.8,6.6,7.2,0.7,6.6,0.2,0.1,0.1,19.6,9.0,10.6
444,3.1.10,2002KW03,0.1,34.8,10.2,24.6,1.4,26.1,10.0,0.9,9.1,9.8,0.8,9.1,0.2,0.1,0.1,25.9,10.1,15.8
445,3.1.10,2002KW04,0.1,34.2,10.3,23.9,1.4,25.3,10.1,1.1,9.1,9.7,0.9,8.9,0.4,0.2,0.2,25.0,10.3,14.6
446,3.1.10,2002JJ00,0.4,132.8,38.8,94.1,2.4,96.8,37.6,3.9,33.8,36.5,3.3,33.5,1.1,0.6,0.5,95.8,40.5,55.2
447,3.1.10,2003KW01,0.1,31.4,8.7,22.7,1.5,24.2,9.4,0.9,8.4,9.1,0.8,8.3,0.3,0.1,0.2,23.9,10.1,13.8
448,3.1.10,2003KW02,0.1,35.1,8.9,26.2,-1.5,24.8,9.7,0.9,8.9,9.4,0.7,8.6,0.4,0.1,0.2,24.4,9.7,14.7
449,3.1.10,2003KW03,0.1,37.8,10.1,27.7,-1.4,26.4,10.7,1.0,9.7,10.1,0.8,9.3,0.6,0.2,0.4,25.8,10.5,15.3
450,3.1.11,2000KW01,0.4,7.1,0.0,7.1,0.2,7.7,0.2,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,7.6,2.2,5.4
451,3.1.11,2000KW02,0.3,7.2,0.0,7.2,0.1,7.6,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,7.6,1.9,5.7
452,3.1.11,2000KW03,0.3,7.4,0.0,7.4,-0.2,7.6,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,7.5,2.0,5.5
453,3.1.11,2000KW04,0.3,7.5,0.0,7.4,0.0,7.8,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,7.7,2.4,5.3
454,3.1.11,2000JJ00,1.3,29.2,0.0,29.1,0.1,30.7,0.5,0.5,0.0,0.4,0.4,0.0,0.1,0.1,0.0,30.4,8.5,21.9
455,3.1.11,2001KW01,0.3,7.3,0.0,7.3,0.0,7.5,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,7.5,2.2,5.3
456,3.1.11,2001KW02,0.4,7.6,0.3,7.3,-0.1,7.6,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,7.5,1.8,5.7
457,3.1.11,2001KW03,0.3,7.0,0.3,6.7,0.1,7.1,0.2,0.2,0.0,0.1,0.1,0.0,0.1,0.1,0.0,7.0,1.7,5.4
458,3.1.11,2001KW04,0.2,7.0,0.0,7.0,0.0,7.2,0.2,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,7.2,1.8,5.3
459,3.1.11,2001JJ00,1.2,28.9,0.6,28.3,0.0,29.4,0.6,0.6,0.0,0.4,0.4,0.0,0.1,0.1,0.0,29.2,7.5,21.7
460,3.1.11,2002KW01,0.3,7.3,0.0,7.2,0.1,7.6,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,7.6,2.0,5.6
461,3.1.11,2002KW02,0.3,7.3,0.0,7.2,-0.1,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,1.9,5.5
462,3.1.11,2002KW03,0.3,7.1,0.0,7.1,-0.1,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,1.7,5.6
463,3.1.11,2002KW04,0.3,7.1,0.0,7.1,-0.1,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2.0,5.3
