ID,EconomicActivityAndOtherItems,Periods,OutputBasicPrices_1,IntermediateConsumption_2,GrossValueAddedBasicPrices_3,OutputBasicPrices_4,IntermediateConsumption_5,GrossValueAddedBasicPrices_6,OutputBasicPrices_7,IntermediateConsumption_8,GrossValueAddedBasicPrices_9,OutputBasicPrices_10,IntermediateConsumption_11,GrossValueAddedBasicPrices_12,TotalCompensationOfEmployees_13,WagesAndSalaries_14,EmployersSocialContributions_15,NetOperatingSurplusMixedIncome_16,ConsumptionOfFixedCapital_17,OtherTaxesLessSubsidies_18,OtherTaxesOnProduction_19,OtherSubsidiesOnProd_20,GrossValueAddedBasicPrices_21
1412,334800,1973JJ00,878.0,512.0,366.0,1524.0,1063.0,473.0,11.8,10.5,13.6,57.6,48.1,77.4,238.0,181.0,57.0,96.0,31.0,1.0,2.0,1.0,366.0
1413,334800,1974JJ00,1042.0,613.0,429.0,1656.0,1105.0,545.0,8.7,3.9,15.3,62.9,55.5,78.7,276.0,209.0,67.0,113.0,37.0,3.0,4.0,1.0,429.0
1414,334800,1975JJ00,1045.0,636.0,409.0,1557.0,1096.0,473.0,-6.0,-0.8,-13.3,67.1,58.0,86.6,280.0,212.0,68.0,85.0,43.0,1.0,3.0,2.0,409.0
1415,334800,1976JJ00,1168.0,706.0,462.0,1647.0,1136.0,515.0,5.7,3.6,9.0,70.9,62.2,89.7,312.0,235.0,77.0,101.0,47.0,2.0,4.0,2.0,462.0
1416,334800,1977JJ00,1216.0,736.0,480.0,1662.0,1140.0,524.0,0.9,0.4,1.7,73.2,64.5,91.6,328.0,248.0,80.0,100.0,50.0,2.0,4.0,2.0,480.0
1417,334800,1978JJ00,1331.0,797.0,534.0,1788.0,1212.0,574.0,7.6,6.3,9.6,74.4,65.8,93.0,357.0,270.0,87.0,122.0,53.0,2.0,4.0,2.0,534.0
1418,334800,1979JJ00,1390.0,858.0,532.0,1832.0,1237.0,592.0,2.5,2.1,3.0,75.9,69.3,89.9,359.0,270.0,89.0,114.0,57.0,2.0,4.0,2.0,532.0
1419,334800,1980JJ00,1461.0,932.0,529.0,1881.0,1266.0,611.0,2.7,2.3,3.2,77.7,73.6,86.6,361.0,270.0,91.0,104.0,62.0,2.0,4.0,2.0,529.0
1420,334800,1981JJ00,1502.0,992.0,510.0,1853.0,1272.0,581.0,-1.5,0.4,-4.9,81.1,78.0,87.8,356.0,267.0,89.0,83.0,69.0,2.0,4.0,2.0,510.0
1421,334800,1982JJ00,1582.0,1054.0,528.0,1880.0,1285.0,594.0,1.5,1.0,2.4,84.2,82.1,88.9,372.0,280.0,92.0,80.0,75.0,1.0,4.0,3.0,528.0
1422,334800,1983JJ00,1704.0,1121.0,583.0,1981.0,1347.0,632.0,5.4,4.8,6.4,86.0,83.2,92.2,398.0,296.0,102.0,106.0,78.0,1.0,4.0,3.0,583.0
1423,334800,1984JJ00,1798.0,1205.0,593.0,2025.0,1389.0,636.0,2.2,3.1,0.5,88.8,86.8,93.3,410.0,302.0,108.0,100.0,82.0,1.0,4.0,3.0,593.0
1424,334800,1985JJ00,1876.0,1274.0,602.0,2077.0,1441.0,637.0,2.6,3.7,0.2,90.3,88.4,94.5,422.0,316.0,106.0,88.0,90.0,2.0,5.0,3.0,602.0
1425,334800,1986JJ00,1887.0,1255.0,632.0,2088.0,1512.0,581.0,0.5,4.9,-8.8,90.4,83.0,108.8,447.0,336.0,111.0,83.0,99.0,3.0,5.0,2.0,632.0
1426,334800,1987JJ00,2002.0,1282.0,720.0,2259.0,1579.0,672.0,8.2,4.5,15.7,88.6,81.2,107.2,474.0,357.0,117.0,130.0,110.0,6.0,7.0,1.0,720.0
1427,334800,1988JJ00,2154.0,1383.0,771.0,2413.0,1672.0,729.0,6.8,5.9,8.5,89.3,82.7,105.8,488.0,377.0,111.0,160.0,120.0,3.0,6.0,3.0,771.0
1428,334800,1989JJ00,2385.0,1532.0,853.0,2636.0,1807.0,811.0,9.2,8.1,11.3,90.5,84.8,105.2,512.0,402.0,110.0,214.0,128.0,-1.0,5.0,6.0,853.0
1429,334800,1990JJ00,2610.0,1654.0,956.0,2857.0,1971.0,869.0,8.4,9.1,7.2,91.4,83.9,110.0,559.0,485.0,74.0,259.0,137.0,1.0,6.0,5.0,956.0
1430,334800,1991JJ00,2747.0,1741.0,1006.0,2973.0,2082.0,881.0,4.1,5.6,1.4,92.4,83.6,114.2,592.0,513.0,79.0,269.0,142.0,3.0,7.0,4.0,1006.0
1431,334800,1992JJ00,2817.0,1768.0,1049.0,3058.0,2127.0,917.0,2.9,2.2,4.1,92.1,83.1,114.5,630.0,544.0,86.0,276.0,140.0,3.0,7.0,4.0,1049.0
1432,334800,1993JJ00,2771.0,1729.0,1042.0,3002.0,2091.0,897.0,-1.8,-1.7,-2.1,92.3,82.7,116.1,615.0,534.0,81.0,286.0,137.0,4.0,7.0,3.0,1042.0
1433,334800,1994JJ00,2971.0,1877.0,1094.0,3201.0,2239.0,951.0,6.6,7.1,6.0,92.8,83.8,115.1,644.0,568.0,76.0,313.0,133.0,4.0,6.0,2.0,1094.0
1434,334800,1995JJ00,3196.0,2088.0,1108.0,3447.0,2431.0,1009.0,7.7,8.6,6.1,92.7,85.9,109.8,652.0,568.0,84.0,324.0,132.0,0.0,4.0,4.0,1108.0
1435,334800,1996JJ00,3442.0,2270.0,1172.0,3710.0,2612.0,1089.0,7.6,7.5,7.9,92.8,86.9,107.6,687.0,596.0,91.0,351.0,139.0,-5.0,3.0,8.0,1172.0
1436,334800,1997JJ00,3629.0,2498.0,1131.0,3858.0,2839.0,1033.0,4.0,8.7,-5.1,94.1,88.0,109.5,720.0,625.0,95.0,265.0,151.0,-5.0,5.0,10.0,1131.0
1437,334800,1998JJ00,3660.0,2503.0,1157.0,3851.0,2830.0,1035.0,-0.2,-0.3,0.2,95.0,88.4,111.8,747.0,609.0,138.0,248.0,165.0,-3.0,7.0,10.0,1157.0
1438,334800,1999JJ00,3778.0,2601.0,1177.0,3957.0,2930.0,1046.0,2.7,3.5,1.0,95.5,88.8,112.5,755.0,623.0,132.0,253.0,173.0,-4.0,6.0,10.0,1177.0
1439,334800,2000JJ00,3929.0,2717.0,1212.0,4037.0,2932.0,1113.0,2.0,0.1,6.4,97.3,92.7,108.9,800.0,654.0,146.0,240.0,178.0,-6.0,5.0,11.0,1212.0
1440,334800,2001JJ00,4017.0,2785.0,1232.0,4071.0,2949.0,1128.0,0.8,0.6,1.4,98.7,94.4,109.2,847.0,689.0,158.0,212.0,181.0,-8.0,3.0,11.0,1232.0
1441,334800,2002JJ00,3474.0,2411.0,1063.0,3536.0,2536.0,1002.0,-13.1,-14.0,-11.2,98.2,95.1,106.1,867.0,696.0,171.0,10.0,193.0,-7.0,6.0,13.0,1063.0
1442,334800,2003JJ00,3397.0,2323.0,1074.0,3474.0,2466.0,1007.0,-1.8,-2.8,0.6,97.8,94.2,106.6,820.0,658.0,162.0,70.0,189.0,-5.0,5.0,10.0,1074.0
1443,334800,2004JJ00,3504.0,2442.0,1062.0,3539.0,2515.0,1023.0,1.9,2.0,1.6,99.0,97.1,103.8,816.0,643.0,173.0,68.0,185.0,-7.0,5.0,12.0,1062.0
1444,334800,2005JJ00,3505.0,2499.0,1006.0,3505.0,2499.0,1006.0,-1.0,-0.7,-1.7,100.0,100.0,100.0,791.0,628.0,163.0,35.0,184.0,-4.0,3.0,7.0,1006.0
1445,334800,2006JJ00,4071.0,2967.0,1104.0,3886.0,2777.0,1109.0,10.9,11.1,10.2,104.8,106.8,99.5,815.0,646.0,169.0,101.0,188.0,0.0,4.0,4.0,1104.0
1446,334800,2007JJ00,4650.0,3397.0,1253.0,4359.0,3104.0,1256.0,12.2,11.8,13.2,106.7,109.5,99.8,853.0,677.0,176.0,202.0,197.0,1.0,4.0,3.0,1253.0
1447,334800,2008JJ00,4796.0,3483.0,1313.0,4422.0,3143.0,1281.0,1.5,1.3,2.0,108.5,110.8,102.5,893.0,708.0,185.0,205.0,214.0,1.0,4.0,3.0,1313.0
1448,334800,2009JJ00,3940.0,2892.0,1048.0,3672.0,2629.0,1042.0,-17.0,-16.3,-18.7,107.3,110.0,100.6,794.0,641.0,153.0,51.0,213.0,-10.0,6.0,16.0,1048.0
1449,334800,2010JJ00,3771.0,2835.0,936.0,3423.0,2390.0,1038.0,-6.8,-9.1,-0.4,110.2,118.6,90.2,737.0,596.0,141.0,-3.0,200.0,2.0,9.0,7.0,936.0
1450,334800,2011JJ00,3979.0,3074.0,905.0,3539.0,2484.0,1057.0,3.4,3.9,1.8,112.4,123.8,85.7,779.0,632.0,147.0,-87.0,209.0,4.0,10.0,6.0,905.0
1451,334800,2012JJ00,3835.0,2950.0,885.0,3370.0,2372.0,996.0,-4.8,-4.5,-5.7,113.8,124.3,88.9,763.0,615.0,148.0,,,6.0,10.0,4.0,885.0
1452,336500,1969JJ00,1763.0,1105.0,658.0,4783.0,3235.0,1537.0,,,,36.9,34.2,42.8,535.0,426.0,109.0,79.0,48.0,-4.0,2.0,6.0,658.0
1453,336500,1970JJ00,1979.0,1285.0,694.0,5025.0,3528.0,1512.0,5.0,9.0,-1.7,39.4,36.4,45.9,584.0,466.0,118.0,60.0,55.0,-5.0,2.0,7.0,694.0
1454,336500,1971JJ00,2217.0,1425.0,792.0,5261.0,3720.0,1562.0,4.7,5.4,3.3,42.1,38.3,50.7,664.0,527.0,137.0,72.0,62.0,-6.0,2.0,8.0,792.0
1455,336500,1972JJ00,2345.0,1467.0,878.0,5287.0,3636.0,1646.0,0.5,-2.2,5.4,44.4,40.3,53.3,721.0,570.0,151.0,96.0,67.0,-6.0,3.0,9.0,878.0
1456,336500,1973JJ00,2739.0,1735.0,1004.0,5868.0,3993.0,1860.0,11.0,9.8,13.0,46.7,43.4,54.0,850.0,661.0,189.0,90.0,70.0,-6.0,3.0,9.0,1004.0
1457,336500,1974JJ00,3385.0,2243.0,1142.0,6488.0,4481.0,2003.0,10.6,12.2,7.7,52.2,50.1,57.0,987.0,764.0,223.0,81.0,81.0,-7.0,3.0,10.0,1142.0
1458,336500,1975JJ00,3624.0,2413.0,1211.0,6304.0,4359.0,1941.0,-2.8,-2.7,-3.1,57.5,55.4,62.4,1064.0,825.0,239.0,67.0,92.0,-12.0,3.0,15.0,1211.0
1459,336500,1976JJ00,3897.0,2591.0,1306.0,6349.0,4370.0,1974.0,0.7,0.2,1.7,61.4,59.3,66.2,1144.0,884.0,260.0,78.0,100.0,-16.0,3.0,19.0,1306.0
1460,336500,1977JJ00,4056.0,2723.0,1333.0,6360.0,4367.0,1987.0,0.2,-0.1,0.7,63.8,62.4,67.1,1194.0,925.0,269.0,45.0,107.0,-13.0,4.0,17.0,1333.0
1461,336500,1978JJ00,4234.0,2868.0,1366.0,6428.0,4471.0,1954.0,1.1,2.4,-1.7,65.9,64.1,69.9,1237.0,958.0,279.0,31.0,115.0,-17.0,4.0,21.0,1366.0
1462,336500,1979JJ00,4513.0,3162.0,1351.0,6633.0,4697.0,1940.0,3.2,5.1,-0.7,68.0,67.3,69.6,1267.0,976.0,291.0,-22.0,124.0,-18.0,4.0,22.0,1351.0
1463,336500,1980JJ00,4795.0,3467.0,1328.0,6721.0,4878.0,1851.0,1.3,3.9,-4.6,71.3,71.1,71.7,1282.0,983.0,299.0,-68.0,136.0,-22.0,4.0,26.0,1328.0
1464,336500,1981JJ00,4886.0,3609.0,1277.0,6359.0,4656.0,1712.0,-5.4,-4.6,-7.5,76.8,77.5,74.6,1253.0,961.0,292.0,-102.0,149.0,-23.0,4.0,27.0,1277.0
1465,336500,1982JJ00,5076.0,3760.0,1316.0,6302.0,4606.0,1705.0,-0.9,-1.1,-0.4,80.5,81.6,77.2,1297.0,999.0,298.0,-111.0,159.0,-29.0,5.0,34.0,1316.0
1466,336500,1983JJ00,5287.0,3916.0,1371.0,6420.0,4690.0,1739.0,1.9,1.8,2.0,82.4,83.5,78.9,1328.0,1008.0,320.0,-90.0,165.0,-32.0,5.0,37.0,1371.0
1467,336500,1984JJ00,6101.0,4567.0,1534.0,7253.0,5282.0,1982.0,13.0,12.6,14.0,84.1,86.5,77.4,1450.0,1107.0,343.0,-58.0,173.0,-31.0,5.0,36.0,1534.0
1468,336500,1985JJ00,6552.0,4873.0,1679.0,7540.0,5469.0,2085.0,4.0,3.5,5.2,86.9,89.1,80.5,1545.0,1187.0,358.0,-21.0,185.0,-30.0,5.0,35.0,1679.0
1469,336500,1986JJ00,6865.0,4887.0,1978.0,7958.0,5666.0,2319.0,5.5,3.6,11.2,86.3,86.3,85.3,1719.0,1324.0,395.0,83.0,197.0,-21.0,5.0,26.0,1978.0
1470,336500,1987JJ00,6798.0,4742.0,2056.0,7871.0,5541.0,2358.0,-1.1,-2.2,1.7,86.4,85.6,87.2,1840.0,1428.0,412.0,27.0,208.0,-19.0,4.0,23.0,2056.0
1471,336500,1988JJ00,6774.0,4637.0,2137.0,7805.0,5365.0,2464.0,-0.8,-3.2,4.5,86.8,86.4,86.7,1785.0,1392.0,393.0,152.0,217.0,-17.0,4.0,21.0,2137.0
1472,336500,1989JJ00,7452.0,5165.0,2287.0,8444.0,5877.0,2593.0,8.2,9.5,5.2,88.3,87.9,88.2,1846.0,1466.0,380.0,231.0,226.0,-16.0,7.0,23.0,2287.0
1473,336500,1990JJ00,8106.0,5685.0,2421.0,9086.0,6431.0,2684.0,7.6,9.4,3.5,89.2,88.4,90.2,2000.0,1746.0,254.0,194.0,242.0,-15.0,7.0,22.0,2421.0
1474,336500,1991JJ00,8267.0,5941.0,2326.0,9372.0,6663.0,2740.0,3.1,3.6,2.1,88.2,89.2,84.9,2147.0,1882.0,265.0,-75.0,255.0,-1.0,7.0,8.0,2326.0
1475,336500,1992JJ00,8335.0,6013.0,2322.0,9395.0,6713.0,2710.0,0.2,0.8,-1.1,88.7,89.6,85.7,2281.0,1990.0,291.0,-226.0,266.0,1.0,9.0,8.0,2322.0
1476,336500,1993JJ00,8217.0,5807.0,2410.0,9267.0,6507.0,2794.0,-1.4,-3.1,3.1,88.7,89.2,86.3,2239.0,1965.0,274.0,-105.0,273.0,3.0,11.0,8.0,2410.0
1477,336500,1994JJ00,8817.0,6195.0,2622.0,9895.0,6890.0,3043.0,6.8,5.9,8.9,89.1,89.9,86.2,2276.0,2017.0,259.0,77.0,267.0,2.0,13.0,11.0,2622.0
1478,336500,1995JJ00,9447.0,6837.0,2610.0,10610.0,7547.0,3097.0,7.2,9.5,1.8,89.0,90.6,84.3,2391.0,2105.0,286.0,-46.0,267.0,-2.0,12.0,14.0,2610.0
1479,336500,1996JJ00,10388.0,7558.0,2830.0,11605.0,8300.0,3339.0,9.4,10.0,7.8,89.5,91.1,84.8,2491.0,2179.0,312.0,75.0,278.0,-14.0,10.0,24.0,2830.0
1480,336500,1997JJ00,11478.0,8314.0,3164.0,12675.0,9033.0,3681.0,9.2,8.8,10.2,90.6,92.0,86.0,2592.0,2277.0,315.0,309.0,294.0,-31.0,7.0,38.0,3164.0
1481,336500,1998JJ00,11987.0,8847.0,3140.0,13056.0,9544.0,3534.0,3.0,5.7,-4.0,91.8,92.7,88.8,2802.0,2292.0,510.0,87.0,321.0,-70.0,11.0,81.0,3140.0
1482,336500,1999JJ00,12300.0,9115.0,3185.0,13264.0,9802.0,3480.0,1.6,2.7,-1.5,92.7,93.0,91.5,2937.0,2404.0,533.0,-31.0,347.0,-68.0,16.0,84.0,3185.0
1483,336500,2000JJ00,14142.0,10130.0,4012.0,15094.0,10630.0,4493.0,13.8,8.4,29.1,93.7,95.3,89.3,3074.0,2510.0,564.0,634.0,373.0,-69.0,20.0,89.0,4012.0
1484,336500,2001JJ00,14277.0,10457.0,3820.0,14948.0,10774.0,4188.0,-1.0,1.4,-6.8,95.5,97.1,91.2,3260.0,2656.0,604.0,242.0,399.0,-81.0,25.0,106.0,3820.0
1485,336500,2002JJ00,14132.0,10226.0,3906.0,14669.0,10628.0,4051.0,-1.9,-1.4,-3.3,96.3,96.2,96.4,3234.0,2598.0,636.0,342.0,415.0,-85.0,26.0,111.0,3906.0
1486,336500,2003JJ00,13949.0,9641.0,4308.0,14301.0,10024.0,4286.0,-2.5,-5.7,5.8,97.5,96.2,100.5,3271.0,2627.0,644.0,670.0,415.0,-48.0,19.0,67.0,4308.0
1487,336500,2004JJ00,15196.0,10484.0,4712.0,15503.0,10662.0,4841.0,8.4,6.4,13.0,98.0,98.3,97.3,3354.0,2658.0,696.0,1001.0,415.0,-58.0,18.0,76.0,4712.0
1488,336500,2005JJ00,15704.0,10833.0,4871.0,15704.0,10833.0,4871.0,1.3,1.6,0.6,100.0,100.0,100.0,3364.0,2684.0,680.0,1123.0,421.0,-37.0,19.0,56.0,4871.0
1489,336500,2006JJ00,17472.0,12016.0,5456.0,17178.0,11891.0,5287.0,9.4,9.8,8.5,101.7,101.1,103.2,3496.0,2785.0,711.0,1544.0,439.0,-23.0,19.0,42.0,5456.0
1490,336500,2007JJ00,19103.0,13113.0,5990.0,18443.0,12723.0,5719.0,7.4,7.0,8.2,103.6,103.1,104.7,3725.0,2976.0,749.0,1823.0,463.0,-21.0,20.0,41.0,5990.0
1491,336500,2008JJ00,18904.0,13031.0,5873.0,17807.0,12328.0,5479.0,-3.4,-3.1,-4.2,106.2,105.7,107.2,3996.0,3193.0,803.0,1418.0,480.0,-21.0,21.0,42.0,5873.0
1492,336500,2009JJ00,16190.0,11086.0,5104.0,15018.0,10525.0,4494.0,-15.7,-14.6,-18.0,107.8,105.3,113.6,4066.0,3274.0,792.0,606.0,496.0,-64.0,25.0,89.0,5104.0
1493,336500,2010JJ00,19449.0,12981.0,6468.0,17899.0,12133.0,5738.0,19.2,15.3,27.7,108.7,107.0,112.7,3962.0,3183.0,779.0,2023.0,524.0,-41.0,26.0,67.0,6468.0
1494,336500,2011JJ00,21823.0,14607.0,7216.0,19950.0,13457.0,6459.0,11.5,10.9,12.6,109.4,108.5,111.7,4290.0,3446.0,844.0,2383.0,568.0,-25.0,26.0,51.0,7216.0
1495,336500,2012JJ00,21235.0,14261.0,6974.0,19179.0,13044.0,6105.0,-3.9,-3.1,-5.5,110.7,109.3,114.2,4448.0,3538.0,910.0,,,-19.0,21.0,40.0,6974.0
1496,339205,1969JJ00,2052.0,1422.0,630.0,6224.0,4571.0,1652.0,,,,33.0,31.1,38.1,436.0,361.0,75.0,141.0,55.0,-2.0,1.0,3.0,630.0
1497,339205,1970JJ00,2381.0,1666.0,715.0,6855.0,5041.0,1814.0,10.1,10.3,9.8,34.7,33.1,39.4,495.0,406.0,89.0,160.0,61.0,-1.0,2.0,3.0,715.0
1498,339205,1971JJ00,2724.0,1905.0,819.0,7344.0,5495.0,1865.0,7.1,9.0,2.8,37.1,34.7,43.9,565.0,459.0,106.0,188.0,68.0,-2.0,2.0,4.0,819.0
1499,339205,1972JJ00,2878.0,2002.0,876.0,7325.0,5518.0,1831.0,-0.3,0.4,-1.8,39.3,36.3,47.8,628.0,508.0,120.0,177.0,74.0,-3.0,2.0,5.0,876.0
1500,339205,1973JJ00,3246.0,2272.0,974.0,7860.0,5873.0,2000.0,7.3,6.4,9.2,41.3,38.7,48.7,723.0,578.0,145.0,177.0,77.0,-3.0,2.0,5.0,974.0
1501,339205,1974JJ00,3775.0,2698.0,1077.0,8204.0,6041.0,2158.0,4.4,2.9,7.9,46.0,44.7,49.9,824.0,651.0,173.0,169.0,89.0,-5.0,2.0,7.0,1077.0
1502,339205,1975JJ00,3969.0,2808.0,1161.0,7873.0,5842.0,2032.0,-4.0,-3.3,-5.8,50.4,48.1,57.1,904.0,717.0,187.0,160.0,102.0,-5.0,2.0,7.0,1161.0
1503,339205,1976JJ00,4224.0,2993.0,1231.0,7828.0,5829.0,2002.0,-0.6,-0.2,-1.5,54.0,51.3,61.5,963.0,763.0,200.0,162.0,114.0,-8.0,3.0,11.0,1231.0
1504,339205,1977JJ00,4189.0,2997.0,1192.0,7314.0,5551.0,1784.0,-6.6,-4.8,-10.9,57.3,54.0,66.8,987.0,789.0,198.0,90.0,122.0,-7.0,3.0,10.0,1192.0
1505,339205,1978JJ00,4132.0,2949.0,1183.0,7005.0,5323.0,1703.0,-4.2,-4.1,-4.5,59.0,55.4,69.4,1006.0,807.0,199.0,58.0,129.0,-10.0,3.0,13.0,1183.0
1506,339205,1979JJ00,4408.0,3194.0,1214.0,7356.0,5518.0,1846.0,5.0,3.7,8.4,59.9,57.9,65.8,1024.0,824.0,200.0,64.0,138.0,-12.0,3.0,15.0,1214.0
1507,339205,1980JJ00,4700.0,3487.0,1213.0,7283.0,5646.0,1667.0,-1.0,2.3,-9.7,64.5,61.8,72.8,1021.0,821.0,200.0,58.0,148.0,-14.0,3.0,17.0,1213.0
1508,339205,1981JJ00,5074.0,3864.0,1210.0,7562.0,5966.0,1642.0,3.8,5.7,-1.5,67.1,64.8,73.7,1064.0,864.0,200.0,0.0,161.0,-15.0,3.0,18.0,1210.0
1509,339205,1982JJ00,5554.0,4208.0,1346.0,7955.0,6206.0,1790.0,5.2,4.0,9.0,69.8,67.8,75.2,1112.0,912.0,200.0,80.0,171.0,-17.0,4.0,21.0,1346.0
1510,339205,1983JJ00,5314.0,3997.0,1317.0,7487.0,5783.0,1737.0,-5.9,-6.8,-3.0,71.0,69.1,75.8,1041.0,841.0,200.0,120.0,176.0,-20.0,3.0,23.0,1317.0
1511,339205,1984JJ00,5529.0,4290.0,1239.0,7564.0,5962.0,1646.0,1.0,3.1,-5.2,73.1,72.0,75.3,1020.0,802.0,218.0,58.0,183.0,-22.0,4.0,26.0,1239.0
1512,339205,1985JJ00,5459.0,4528.0,931.0,7177.0,5944.0,1287.0,-5.1,-0.3,-21.8,76.1,76.2,72.3,1081.0,849.0,232.0,-323.0,194.0,-21.0,4.0,25.0,931.0
1513,339205,1986JJ00,5697.0,4601.0,1096.0,7331.0,6096.0,1288.0,2.1,2.6,0.1,77.7,75.5,85.1,1138.0,893.0,245.0,-230.0,206.0,-18.0,3.0,21.0,1096.0
1514,339205,1987JJ00,5678.0,4403.0,1275.0,7196.0,5754.0,1468.0,-1.8,-5.6,14.0,78.9,76.5,86.8,1098.0,846.0,252.0,-18.0,212.0,-17.0,3.0,20.0,1275.0
1515,339205,1988JJ00,5972.0,4746.0,1226.0,7456.0,6054.0,1441.0,3.6,5.2,-1.9,80.1,78.4,85.1,1088.0,846.0,242.0,-54.0,215.0,-23.0,4.0,27.0,1226.0
1516,339205,1989JJ00,6922.0,5489.0,1433.0,8366.0,6843.0,1570.0,12.2,13.0,9.0,82.7,80.2,91.3,1132.0,895.0,237.0,111.0,221.0,-31.0,4.0,35.0,1433.0
1517,339205,1990JJ00,7424.0,5905.0,1519.0,8824.0,7277.0,1604.0,5.5,6.3,2.2,84.1,81.1,94.7,1220.0,1056.0,164.0,100.0,236.0,-37.0,3.0,40.0,1519.0
1518,339205,1991JJ00,7528.0,5967.0,1561.0,8771.0,7205.0,1619.0,-0.6,-1.0,0.9,85.8,82.8,96.4,1291.0,1123.0,168.0,29.0,253.0,-12.0,4.0,16.0,1561.0
1519,339205,1992JJ00,7546.0,5942.0,1604.0,8642.0,7076.0,1614.0,-1.5,-1.8,-0.3,87.3,84.0,99.4,1369.0,1190.0,179.0,-18.0,263.0,-10.0,2.0,12.0,1604.0
1520,339205,1993JJ00,6358.0,4904.0,1454.0,7245.0,5868.0,1408.0,-16.2,-17.1,-12.8,87.8,83.6,103.3,1216.0,1064.0,152.0,-13.0,259.0,-8.0,2.0,10.0,1454.0
1521,339205,1994JJ00,7055.0,5524.0,1531.0,8046.0,6528.0,1554.0,11.1,11.3,10.4,87.7,84.6,98.5,1232.0,1095.0,137.0,34.0,273.0,-8.0,2.0,10.0,1531.0
1522,339205,1995JJ00,8051.0,6278.0,1773.0,9127.0,7308.0,1847.0,13.4,11.9,18.8,88.2,85.9,96.0,1346.0,1189.0,157.0,148.0,290.0,-11.0,3.0,14.0,1773.0
1523,339205,1996JJ00,8562.0,6823.0,1739.0,9653.0,7805.0,1885.0,5.8,6.8,2.1,88.7,87.4,92.2,1360.0,1197.0,163.0,103.0,303.0,-27.0,4.0,31.0,1739.0
1524,339205,1997JJ00,9493.0,7452.0,2041.0,10515.0,8462.0,2091.0,8.9,8.4,10.9,90.3,88.1,97.6,1422.0,1255.0,167.0,391.0,278.0,-50.0,5.0,55.0,2041.0
1525,339205,1998JJ00,11280.0,8767.0,2513.0,12255.0,9822.0,2473.0,16.5,16.1,18.3,92.0,89.3,101.6,1549.0,1273.0,276.0,763.0,289.0,-88.0,5.0,93.0,2513.0
1526,339205,1999JJ00,11852.0,9077.0,2775.0,12720.0,10057.0,2688.0,3.8,2.4,8.7,93.2,90.3,103.2,1644.0,1344.0,300.0,913.0,306.0,-88.0,14.0,102.0,2775.0
1527,339205,2000JJ00,12104.0,9398.0,2706.0,12798.0,10126.0,2699.0,0.6,0.7,0.4,94.6,92.8,100.3,1703.0,1389.0,314.0,771.0,326.0,-94.0,16.0,110.0,2706.0
1528,339205,2001JJ00,12323.0,9457.0,2866.0,13021.0,9953.0,3069.0,1.7,-1.7,13.7,94.6,95.0,93.4,1785.0,1449.0,336.0,841.0,345.0,-105.0,22.0,127.0,2866.0
1529,339205,2002JJ00,12061.0,9237.0,2824.0,12566.0,9581.0,2986.0,-3.5,-3.7,-2.7,96.0,96.4,94.6,1825.0,1460.0,365.0,753.0,354.0,-108.0,25.0,133.0,2824.0
1530,339205,2003JJ00,11904.0,9065.0,2839.0,12322.0,9408.0,2915.0,-1.9,-1.8,-2.4,96.6,96.4,97.4,1832.0,1465.0,367.0,687.0,354.0,-34.0,13.0,47.0,2839.0
1531,339205,2004JJ00,12349.0,9371.0,2978.0,12429.0,9494.0,2937.0,0.9,0.9,0.7,99.4,98.7,101.4,1811.0,1440.0,371.0,852.0,352.0,-37.0,13.0,50.0,2978.0
1532,339205,2005JJ00,12205.0,9276.0,2929.0,12205.0,9276.0,2929.0,-1.8,-2.3,-0.3,100.0,100.0,100.0,1745.0,1397.0,348.0,857.0,355.0,-28.0,7.0,35.0,2929.0
1533,339205,2006JJ00,12884.0,9878.0,3006.0,12734.0,9770.0,2964.0,4.3,5.3,1.2,101.2,101.1,101.4,1771.0,1411.0,360.0,891.0,364.0,-20.0,9.0,29.0,3006.0
1534,339205,2007JJ00,15228.0,11862.0,3366.0,14744.0,11398.0,3347.0,15.8,16.7,12.9,103.3,104.1,100.6,1819.0,1452.0,367.0,1187.0,378.0,-18.0,9.0,27.0,3366.0
1535,339205,2008JJ00,16100.0,12508.0,3592.0,15110.0,11717.0,3392.0,2.5,2.8,1.4,106.5,106.8,105.9,1961.0,1565.0,396.0,1255.0,392.0,-16.0,11.0,27.0,3592.0
1536,339205,2009JJ00,10103.0,7892.0,2211.0,9599.0,7419.0,2180.0,-36.5,-36.7,-35.7,105.2,106.4,101.4,2009.0,1613.0,396.0,-69.0,370.0,-99.0,19.0,118.0,2211.0
1537,339205,2010JJ00,12058.0,9390.0,2668.0,11353.0,8653.0,2705.0,18.3,16.6,24.1,106.2,108.5,98.6,1988.0,1593.0,395.0,339.0,384.0,-43.0,23.0,66.0,2668.0
1538,339205,2011JJ00,14677.0,11446.0,3231.0,13612.0,10311.0,3314.0,19.9,19.2,22.5,107.8,111.0,97.5,2075.0,1663.0,412.0,780.0,381.0,-5.0,28.0,33.0,3231.0
1539,339205,2012JJ00,13660.0,10651.0,3009.0,12506.0,9471.0,3047.0,-8.1,-8.2,-8.0,109.2,112.5,98.8,2168.0,1721.0,447.0,,,-7.0,24.0,31.0,3009.0
1540,339200,1969JJ00,,,,,,,,,,,,,,,,,,,,,
1541,339200,1970JJ00,,,,,,,,,,,,,,,,,,,,,
1542,339200,1971JJ00,,,,,,,,,,,,,,,,,,,,,
