ID,Geslacht,LeeftijdOp31December,Onderwijsniveau,Marges,Perioden,Levensverwachting_1,LVInAlsGoedErvarenGezondheid_2,LVZonderLichamelijkeBeperkingen_3,LVZonderPsychischeKlachtenMHI5_4,LVZonderGALIBeperkingen_5
1458,3000    ,14000,2018700,MW00000,2007G400,38.3,24.0,29.3,33.7,
1459,3000    ,14000,2018700,MW00000,2011G400,39.0,24.3,30.3,34.2,
1460,3000    ,14000,2018700,MW00000,2015G400,39.0,23.4,29.8,33.6,21.9
1461,3000    ,14000,2018700,MW00000,2017G400,39.3,23.7,30.3,33.4,21.5
1462,3000    ,14000,2018700,MW00000,2019G400,39.1,24.2,30.6,32.9,21.1
1463,3000    ,14000,2018700,MW00000,2021G400,39.2,23.5,30.4,,20.6
1464,3000    ,14000,2018700,MOG0095,2007G400,38.2,23.1,28.5,33.0,
1465,3000    ,14000,2018700,MOG0095,2011G400,38.9,23.7,29.7,33.7,
1466,3000    ,14000,2018700,MOG0095,2015G400,39.0,22.7,29.2,33.0,21.2
1467,3000    ,14000,2018700,MOG0095,2017G400,39.3,23.0,29.7,32.8,20.8
1468,3000    ,14000,2018700,MOG0095,2019G400,39.0,23.4,30.0,32.2,20.3
1469,3000    ,14000,2018700,MOG0095,2021G400,39.1,22.7,29.8,,19.8
1470,3000    ,14000,2018700,MBG0095,2007G400,38.3,24.8,30.1,34.4,
1471,3000    ,14000,2018700,MBG0095,2011G400,39.0,24.8,30.9,34.8,
1472,3000    ,14000,2018700,MBG0095,2015G400,39.1,24.1,30.4,34.1,22.6
1473,3000    ,14000,2018700,MBG0095,2017G400,39.3,24.4,30.9,33.9,22.3
1474,3000    ,14000,2018700,MBG0095,2019G400,39.1,24.9,31.2,33.5,21.9
1475,3000    ,14000,2018700,MBG0095,2021G400,39.2,24.3,31.1,,21.4
1476,3000    ,14000,2018740,MW00000,2007G400,40.4,29.6,34.0,38.1,
1477,3000    ,14000,2018740,MW00000,2011G400,41.4,29.6,34.4,37.8,
1478,3000    ,14000,2018740,MW00000,2015G400,42.0,30.2,35.9,38.6,26.4
1479,3000    ,14000,2018740,MW00000,2017G400,41.9,30.2,36.3,38.4,25.8
1480,3000    ,14000,2018740,MW00000,2019G400,41.7,30.7,35.9,38.0,25.6
1481,3000    ,14000,2018740,MW00000,2021G400,41.8,29.9,35.5,,25.3
1482,3000    ,14000,2018740,MOG0095,2007G400,40.3,28.6,33.0,37.5,
1483,3000    ,14000,2018740,MOG0095,2011G400,41.3,29.1,33.8,37.4,
1484,3000    ,14000,2018740,MOG0095,2015G400,42.0,29.6,35.4,38.2,25.8
1485,3000    ,14000,2018740,MOG0095,2017G400,41.9,29.6,35.8,38.1,25.1
1486,3000    ,14000,2018740,MOG0095,2019G400,41.6,30.1,35.5,37.6,25.0
1487,3000    ,14000,2018740,MOG0095,2021G400,41.8,29.3,35.0,,24.6
1488,3000    ,14000,2018740,MBG0095,2007G400,40.4,30.6,35.0,38.6,
1489,3000    ,14000,2018740,MBG0095,2011G400,41.4,30.2,35.0,38.3,
1490,3000    ,14000,2018740,MBG0095,2015G400,42.1,30.8,36.5,39.0,27.1
1491,3000    ,14000,2018740,MBG0095,2017G400,42.0,30.8,36.7,38.8,26.4
1492,3000    ,14000,2018740,MBG0095,2019G400,41.7,31.2,36.4,38.4,26.2
1493,3000    ,14000,2018740,MBG0095,2021G400,41.9,30.5,36.0,,25.9
1494,3000    ,14000,2018790,MW00000,2007G400,42.7,35.6,37.4,40.2,
1495,3000    ,14000,2018790,MW00000,2011G400,43.4,34.5,37.9,40.8,
1496,3000    ,14000,2018790,MW00000,2015G400,44.1,34.5,39.5,41.3,30.7
1497,3000    ,14000,2018790,MW00000,2017G400,44.0,35.1,39.7,41.2,30.6
1498,3000    ,14000,2018790,MW00000,2019G400,43.9,34.6,39.5,40.6,29.1
1499,3000    ,14000,2018790,MW00000,2021G400,44.1,34.1,39.8,,28.7
1500,3000    ,14000,2018790,MOG0095,2007G400,42.6,34.5,36.3,39.5,
1501,3000    ,14000,2018790,MOG0095,2011G400,43.4,33.8,37.2,40.4,
1502,3000    ,14000,2018790,MOG0095,2015G400,44.0,33.7,38.8,40.9,29.9
1503,3000    ,14000,2018790,MOG0095,2017G400,43.9,34.4,39.1,40.8,29.8
1504,3000    ,14000,2018790,MOG0095,2019G400,43.8,33.9,39.0,40.2,28.4
1505,3000    ,14000,2018790,MOG0095,2021G400,44.0,33.5,39.3,,28.0
1506,3000    ,14000,2018790,MBG0095,2007G400,42.8,36.7,38.6,40.8,
1507,3000    ,14000,2018790,MBG0095,2011G400,43.5,35.2,38.5,41.3,
1508,3000    ,14000,2018790,MBG0095,2015G400,44.1,35.2,40.1,41.7,31.4
1509,3000    ,14000,2018790,MBG0095,2017G400,44.0,35.8,40.2,41.6,31.3
1510,3000    ,14000,2018790,MBG0095,2019G400,43.9,35.2,40.1,41.0,29.9
1511,3000    ,14000,2018790,MBG0095,2021G400,44.1,34.7,40.3,,29.4
1512,3000    ,14500,2018700,MW00000,2007G400,33.6,20.2,25.0,29.6,
1513,3000    ,14500,2018700,MW00000,2011G400,34.3,20.6,26.2,30.2,
1514,3000    ,14500,2018700,MW00000,2015G400,34.3,19.9,25.5,29.7,18.4
1515,3000    ,14500,2018700,MW00000,2017G400,34.6,20.2,26.0,29.6,18.1
1516,3000    ,14500,2018700,MW00000,2019G400,34.4,20.9,26.3,29.3,18.0
1517,3000    ,14500,2018700,MW00000,2021G400,34.5,20.3,26.4,,17.6
1518,3000    ,14500,2018700,MOG0095,2007G400,33.5,19.4,24.2,29.0,
1519,3000    ,14500,2018700,MOG0095,2011G400,34.3,20.1,25.6,29.7,
1520,3000    ,14500,2018700,MOG0095,2015G400,34.3,19.2,25.0,29.2,17.7
1521,3000    ,14500,2018700,MOG0095,2017G400,34.6,19.6,25.4,29.1,17.5
1522,3000    ,14500,2018700,MOG0095,2019G400,34.4,20.2,25.7,28.8,17.3
1523,3000    ,14500,2018700,MOG0095,2021G400,34.5,19.5,25.8,,16.9
1524,3000    ,14500,2018700,MBG0095,2007G400,33.6,21.0,25.8,30.3,
1525,3000    ,14500,2018700,MBG0095,2011G400,34.4,21.1,26.7,30.7,
1526,3000    ,14500,2018700,MBG0095,2015G400,34.4,20.5,26.1,30.2,19.0
1527,3000    ,14500,2018700,MBG0095,2017G400,34.6,20.9,26.5,30.1,18.8
1528,3000    ,14500,2018700,MBG0095,2019G400,34.5,21.6,26.8,29.8,18.7
1529,3000    ,14500,2018700,MBG0095,2021G400,34.6,21.0,27.0,,18.4
1530,3000    ,14500,2018740,MW00000,2007G400,35.6,25.4,29.5,33.6,
1531,3000    ,14500,2018740,MW00000,2011G400,36.6,25.4,29.8,33.4,
1532,3000    ,14500,2018740,MW00000,2015G400,37.2,26.2,31.4,34.2,22.7
1533,3000    ,14500,2018740,MW00000,2017G400,37.2,26.2,31.7,34.2,22.1
1534,3000    ,14500,2018740,MW00000,2019G400,36.9,26.6,31.4,33.8,21.9
1535,3000    ,14500,2018740,MW00000,2021G400,37.1,26.0,31.0,,21.7
1536,3000    ,14500,2018740,MOG0095,2007G400,35.6,24.5,28.5,33.1,
1537,3000    ,14500,2018740,MOG0095,2011G400,36.5,24.9,29.2,33.0,
1538,3000    ,14500,2018740,MOG0095,2015G400,37.2,25.6,30.9,33.9,22.0
1539,3000    ,14500,2018740,MOG0095,2017G400,37.1,25.6,31.3,33.8,21.5
1540,3000    ,14500,2018740,MOG0095,2019G400,36.8,26.1,30.9,33.4,21.3
1541,3000    ,14500,2018740,MOG0095,2021G400,37.0,25.5,30.5,,21.1
1542,3000    ,14500,2018740,MBG0095,2007G400,35.7,26.4,30.5,34.2,
1543,3000    ,14500,2018740,MBG0095,2011G400,36.6,26.0,30.4,33.8,
1544,3000    ,14500,2018740,MBG0095,2015G400,37.3,26.7,31.9,34.6,23.3
1545,3000    ,14500,2018740,MBG0095,2017G400,37.2,26.7,32.2,34.5,22.7
1546,3000    ,14500,2018740,MBG0095,2019G400,37.0,27.2,31.8,34.1,22.4
1547,3000    ,14500,2018740,MBG0095,2021G400,37.1,26.6,31.5,,22.3
1548,3000    ,14500,2018790,MW00000,2007G400,37.9,31.2,32.7,35.6,
1549,3000    ,14500,2018790,MW00000,2011G400,38.6,29.9,33.0,36.3,
1550,3000    ,14500,2018790,MW00000,2015G400,39.2,29.9,34.7,36.8,26.4
1551,3000    ,14500,2018790,MW00000,2017G400,39.1,30.6,34.8,36.7,26.3
1552,3000    ,14500,2018790,MW00000,2019G400,39.0,30.2,34.8,36.1,25.0
1553,3000    ,14500,2018790,MW00000,2021G400,39.2,29.8,35.1,,24.6
1554,3000    ,14500,2018790,MOG0095,2007G400,37.8,30.1,31.5,35.0,
1555,3000    ,14500,2018790,MOG0095,2011G400,38.5,29.2,32.4,35.9,
1556,3000    ,14500,2018790,MOG0095,2015G400,39.1,29.2,34.1,36.4,25.6
1557,3000    ,14500,2018790,MOG0095,2017G400,39.0,29.9,34.3,36.3,25.6
1558,3000    ,14500,2018790,MOG0095,2019G400,38.9,29.5,34.3,35.7,24.3
1559,3000    ,14500,2018790,MOG0095,2021G400,39.2,29.2,34.6,,23.9
1560,3000    ,14500,2018790,MBG0095,2007G400,38.0,32.3,33.8,36.2,
1561,3000    ,14500,2018790,MBG0095,2011G400,38.7,30.5,33.7,36.7,
1562,3000    ,14500,2018790,MBG0095,2015G400,39.3,30.7,35.4,37.2,27.1
1563,3000    ,14500,2018790,MBG0095,2017G400,39.1,31.3,35.4,37.1,27.0
1564,3000    ,14500,2018790,MBG0095,2019G400,39.1,30.8,35.3,36.5,25.7
1565,3000    ,14500,2018790,MBG0095,2021G400,39.3,30.4,35.6,,25.3
1566,3000    ,15000,2018700,MW00000,2007G400,29.0,17.1,21.4,25.8,
1567,3000    ,15000,2018700,MW00000,2011G400,29.8,17.3,22.3,26.4,
1568,3000    ,15000,2018700,MW00000,2015G400,29.8,16.9,21.7,26.0,15.3
1569,3000    ,15000,2018700,MW00000,2017G400,30.1,17.3,22.2,26.0,15.2
1570,3000    ,15000,2018700,MW00000,2019G400,29.9,17.8,22.4,25.7,15.0
1571,3000    ,15000,2018700,MW00000,2021G400,30.0,17.5,22.5,,14.8
1572,3000    ,15000,2018700,MOG0095,2007G400,29.0,16.3,20.6,25.2,
1573,3000    ,15000,2018700,MOG0095,2011G400,29.8,16.9,21.8,26.0,
1574,3000    ,15000,2018700,MOG0095,2015G400,29.8,16.4,21.2,25.6,14.7
1575,3000    ,15000,2018700,MOG0095,2017G400,30.1,16.7,21.7,25.5,14.6
1576,3000    ,15000,2018700,MOG0095,2019G400,29.8,17.2,21.9,25.2,14.4
1577,3000    ,15000,2018700,MOG0095,2021G400,30.0,16.9,22.0,,14.2
1578,3000    ,15000,2018700,MBG0095,2007G400,29.1,17.8,22.1,26.3,
1579,3000    ,15000,2018700,MBG0095,2011G400,29.9,17.8,22.9,26.8,
1580,3000    ,15000,2018700,MBG0095,2015G400,29.9,17.5,22.2,26.4,15.9
1581,3000    ,15000,2018700,MBG0095,2017G400,30.1,17.9,22.7,26.4,15.8
1582,3000    ,15000,2018700,MBG0095,2019G400,29.9,18.4,22.9,26.1,15.6
1583,3000    ,15000,2018700,MBG0095,2021G400,30.1,18.1,23.0,,15.4
1584,3000    ,15000,2018740,MW00000,2007G400,30.9,21.3,25.1,29.2,
1585,3000    ,15000,2018740,MW00000,2011G400,31.8,21.5,25.5,29.1,
1586,3000    ,15000,2018740,MW00000,2015G400,32.5,22.4,27.0,30.0,19.1
1587,3000    ,15000,2018740,MW00000,2017G400,32.4,22.5,27.3,29.9,18.5
1588,3000    ,15000,2018740,MW00000,2019G400,32.2,22.8,27.0,29.5,18.2
1589,3000    ,15000,2018740,MW00000,2021G400,32.4,22.1,26.7,,18.0
1590,3000    ,15000,2018740,MOG0095,2007G400,30.8,20.3,24.2,28.7,
1591,3000    ,15000,2018740,MOG0095,2011G400,31.8,20.9,24.9,28.7,
1592,3000    ,15000,2018740,MOG0095,2015G400,32.4,21.9,26.5,29.7,18.5
1593,3000    ,15000,2018740,MOG0095,2017G400,32.4,21.9,26.9,29.5,17.9
1594,3000    ,15000,2018740,MOG0095,2019G400,32.1,22.3,26.6,29.1,17.6
1595,3000    ,15000,2018740,MOG0095,2021G400,32.3,21.6,26.3,,17.4
1596,3000    ,15000,2018740,MBG0095,2007G400,31.0,22.2,26.1,29.7,
1597,3000    ,15000,2018740,MBG0095,2011G400,31.9,22.0,26.0,29.5,
1598,3000    ,15000,2018740,MBG0095,2015G400,32.5,23.0,27.5,30.4,19.7
1599,3000    ,15000,2018740,MBG0095,2017G400,32.5,23.0,27.8,30.2,19.1
1600,3000    ,15000,2018740,MBG0095,2019G400,32.3,23.4,27.5,29.8,18.7
1601,3000    ,15000,2018740,MBG0095,2021G400,32.4,22.7,27.2,,18.5
1602,3000    ,15000,2018790,MW00000,2007G400,33.1,26.9,28.1,31.2,
1603,3000    ,15000,2018790,MW00000,2011G400,33.8,25.6,28.5,31.8,
1604,3000    ,15000,2018790,MW00000,2015G400,34.4,25.7,30.0,32.3,22.3
1605,3000    ,15000,2018790,MW00000,2017G400,34.3,26.3,30.2,32.1,22.3
1606,3000    ,15000,2018790,MW00000,2019G400,34.2,25.9,30.1,31.6,20.9
1607,3000    ,15000,2018790,MW00000,2021G400,34.4,25.6,30.4,,20.7
1608,3000    ,15000,2018790,MOG0095,2007G400,33.0,25.8,27.0,30.6,
1609,3000    ,15000,2018790,MOG0095,2011G400,33.7,25.0,27.8,31.4,
1610,3000    ,15000,2018790,MOG0095,2015G400,34.3,25.0,29.3,31.9,21.6
1611,3000    ,15000,2018790,MOG0095,2017G400,34.2,25.6,29.6,31.7,21.6
1612,3000    ,15000,2018790,MOG0095,2019G400,34.1,25.2,29.6,31.2,20.2
1613,3000    ,15000,2018790,MOG0095,2021G400,34.3,25.0,29.9,,20.1
1614,3000    ,15000,2018790,MBG0095,2007G400,33.2,28.0,29.3,31.9,
1615,3000    ,15000,2018790,MBG0095,2011G400,33.9,26.3,29.2,32.2,
1616,3000    ,15000,2018790,MBG0095,2015G400,34.5,26.4,30.7,32.7,23.0
1617,3000    ,15000,2018790,MBG0095,2017G400,34.4,27.0,30.7,32.5,23.0
1618,3000    ,15000,2018790,MBG0095,2019G400,34.2,26.5,30.6,32.0,21.6
1619,3000    ,15000,2018790,MBG0095,2021G400,34.4,26.2,30.8,,21.3
1620,3000    ,15500,2018700,MW00000,2007G400,24.7,14.3,17.9,22.1,
1621,3000    ,15500,2018700,MW00000,2011G400,25.4,14.3,18.8,22.6,
1622,3000    ,15500,2018700,MW00000,2015G400,25.4,14.4,18.1,22.6,13.0
1623,3000    ,15500,2018700,MW00000,2017G400,25.7,14.8,18.5,22.5,12.7
1624,3000    ,15500,2018700,MW00000,2019G400,25.6,15.0,18.7,22.3,12.3
1625,3000    ,15500,2018700,MW00000,2021G400,25.7,14.7,18.9,,12.0
1626,3000    ,15500,2018700,MOG0095,2007G400,24.6,13.6,17.2,21.6,
1627,3000    ,15500,2018700,MOG0095,2011G400,25.4,13.9,18.3,22.2,
1628,3000    ,15500,2018700,MOG0095,2015G400,25.4,13.8,17.6,22.2,12.4
1629,3000    ,15500,2018700,MOG0095,2017G400,25.7,14.2,18.0,22.1,12.2
1630,3000    ,15500,2018700,MOG0095,2019G400,25.5,14.4,18.3,22.0,11.8
1631,3000    ,15500,2018700,MOG0095,2021G400,25.6,14.1,18.4,,11.5
1632,3000    ,15500,2018700,MBG0095,2007G400,24.7,15.0,18.6,22.6,
1633,3000    ,15500,2018700,MBG0095,2011G400,25.4,14.7,19.3,23.0,
1634,3000    ,15500,2018700,MBG0095,2015G400,25.5,14.9,18.6,22.9,13.5
1635,3000    ,15500,2018700,MBG0095,2017G400,25.8,15.3,18.9,22.9,13.2
1636,3000    ,15500,2018700,MBG0095,2019G400,25.6,15.5,19.2,22.7,12.8
1637,3000    ,15500,2018700,MBG0095,2021G400,25.7,15.2,19.4,,12.6
1638,3000    ,15500,2018740,MW00000,2007G400,26.4,17.6,21.2,25.0,
1639,3000    ,15500,2018740,MW00000,2011G400,27.3,17.8,21.4,24.9,
1640,3000    ,15500,2018740,MW00000,2015G400,27.9,18.7,22.8,25.8,15.8
1641,3000    ,15500,2018740,MW00000,2017G400,27.8,18.7,23.1,25.7,15.3
1642,3000    ,15500,2018740,MW00000,2019G400,27.6,19.1,22.9,25.4,14.7
1643,3000    ,15500,2018740,MW00000,2021G400,27.8,18.6,22.8,,14.6
1644,3000    ,15500,2018740,MOG0095,2007G400,26.3,16.6,20.2,24.5,
1645,3000    ,15500,2018740,MOG0095,2011G400,27.3,17.3,20.8,24.5,
1646,3000    ,15500,2018740,MOG0095,2015G400,27.8,18.2,22.3,25.5,15.2
1647,3000    ,15500,2018740,MOG0095,2017G400,27.8,18.2,22.6,25.4,14.7
1648,3000    ,15500,2018740,MOG0095,2019G400,27.5,18.6,22.5,25.1,14.2
1649,3000    ,15500,2018740,MOG0095,2021G400,27.8,18.1,22.3,,14.0
1650,3000    ,15500,2018740,MBG0095,2007G400,26.4,18.5,22.2,25.4,
1651,3000    ,15500,2018740,MBG0095,2011G400,27.4,18.3,21.9,25.3,
1652,3000    ,15500,2018740,MBG0095,2015G400,27.9,19.3,23.2,26.1,16.3
1653,3000    ,15500,2018740,MBG0095,2017G400,27.9,19.3,23.5,26.0,15.8
1654,3000    ,15500,2018740,MBG0095,2019G400,27.6,19.6,23.3,25.7,15.2
1655,3000    ,15500,2018740,MBG0095,2021G400,27.9,19.1,23.2,,15.1
1656,3000    ,15500,2018790,MW00000,2007G400,28.5,22.8,23.7,27.0,
1657,3000    ,15500,2018790,MW00000,2011G400,29.1,21.5,24.1,27.3,
1658,3000    ,15500,2018790,MW00000,2015G400,29.7,21.7,25.5,28.0,18.6
1659,3000    ,15500,2018790,MW00000,2017G400,29.6,22.3,25.6,27.8,18.6
1660,3000    ,15500,2018790,MW00000,2019G400,29.5,21.9,25.6,27.4,17.4
1661,3000    ,15500,2018790,MW00000,2021G400,29.7,21.7,25.9,,17.1
1662,3000    ,15500,2018790,MOG0095,2007G400,28.4,21.7,22.6,26.5,
1663,3000    ,15500,2018790,MOG0095,2011G400,29.0,20.9,23.4,26.9,
1664,3000    ,15500,2018790,MOG0095,2015G400,29.6,21.0,24.8,27.6,17.8
1665,3000    ,15500,2018790,MOG0095,2017G400,29.5,21.7,25.1,27.4,17.9
1666,3000    ,15500,2018790,MOG0095,2019G400,29.4,21.3,25.1,27.0,16.7
1667,3000    ,15500,2018790,MOG0095,2021G400,29.6,21.2,25.5,,16.5
1668,3000    ,15500,2018790,MBG0095,2007G400,28.6,23.9,24.8,27.6,
1669,3000    ,15500,2018790,MBG0095,2011G400,29.2,22.2,24.8,27.7,
1670,3000    ,15500,2018790,MBG0095,2015G400,29.8,22.4,26.1,28.4,19.3
1671,3000    ,15500,2018790,MBG0095,2017G400,29.6,22.9,26.2,28.2,19.3
1672,3000    ,15500,2018790,MBG0095,2019G400,29.6,22.5,26.1,27.8,18.0
1673,3000    ,15500,2018790,MBG0095,2021G400,29.7,22.3,26.4,,17.7
1674,3000    ,16000,2018700,MW00000,2007G400,20.5,11.7,14.6,18.5,
1675,3000    ,16000,2018700,MW00000,2011G400,21.3,11.7,15.6,19.1,
1676,3000    ,16000,2018700,MW00000,2015G400,21.2,11.9,14.8,19.0,10.5
1677,3000    ,16000,2018700,MW00000,2017G400,21.5,12.4,15.0,19.1,10.4
1678,3000    ,16000,2018700,MW00000,2019G400,21.4,12.3,15.3,19.0,10.1
1679,3000    ,16000,2018700,MW00000,2021G400,21.6,12.1,15.6,,9.7
1680,3000    ,16000,2018700,MOG0095,2007G400,20.5,11.1,13.9,18.0,
1681,3000    ,16000,2018700,MOG0095,2011G400,21.2,11.3,15.2,18.7,
1682,3000    ,16000,2018700,MOG0095,2015G400,21.2,11.4,14.3,18.7,10.0
1683,3000    ,16000,2018700,MOG0095,2017G400,21.5,11.9,14.6,18.8,9.9
1684,3000    ,16000,2018700,MOG0095,2019G400,21.4,11.9,14.9,18.7,9.6
1685,3000    ,16000,2018700,MOG0095,2021G400,21.6,11.6,15.2,,9.2
1686,3000    ,16000,2018700,MBG0095,2007G400,20.6,12.4,15.3,19.0,
1687,3000    ,16000,2018700,MBG0095,2011G400,21.3,12.1,16.1,19.4,
1688,3000    ,16000,2018700,MBG0095,2015G400,21.3,12.4,15.2,19.3,11.0
1689,3000    ,16000,2018700,MBG0095,2017G400,21.5,12.8,15.5,19.4,10.9
1690,3000    ,16000,2018700,MBG0095,2019G400,21.5,12.8,15.8,19.3,10.5
1691,3000    ,16000,2018700,MBG0095,2021G400,21.6,12.6,16.1,,10.2
1692,3000    ,16000,2018740,MW00000,2007G400,22.1,14.1,17.4,21.0,
1693,3000    ,16000,2018740,MW00000,2011G400,23.0,14.6,17.7,21.1,
1694,3000    ,16000,2018740,MW00000,2015G400,23.5,15.5,18.9,21.8,12.9
1695,3000    ,16000,2018740,MW00000,2017G400,23.4,15.5,19.1,21.7,12.4
1696,3000    ,16000,2018740,MW00000,2019G400,23.1,15.7,18.9,21.4,11.8
1697,3000    ,16000,2018740,MW00000,2021G400,23.4,15.3,18.8,,11.6
1698,3000    ,16000,2018740,MOG0095,2007G400,22.0,13.1,16.4,20.5,
1699,3000    ,16000,2018740,MOG0095,2011G400,22.9,14.1,17.2,20.7,
1700,3000    ,16000,2018740,MOG0095,2015G400,23.5,15.0,18.4,21.5,12.4
1701,3000    ,16000,2018740,MOG0095,2017G400,23.4,15.0,18.7,21.5,11.9
1702,3000    ,16000,2018740,MOG0095,2019G400,23.1,15.2,18.5,21.1,11.3
1703,3000    ,16000,2018740,MOG0095,2021G400,23.3,14.8,18.3,,11.1
1704,3000    ,16000,2018740,MBG0095,2007G400,22.1,15.0,18.4,21.4,
1705,3000    ,16000,2018740,MBG0095,2011G400,23.0,15.1,18.3,21.4,
1706,3000    ,16000,2018740,MBG0095,2015G400,23.6,16.1,19.3,22.1,13.5
1707,3000    ,16000,2018740,MBG0095,2017G400,23.5,16.0,19.6,22.0,13.0
1708,3000    ,16000,2018740,MBG0095,2019G400,23.2,16.2,19.3,21.7,12.2
1709,3000    ,16000,2018740,MBG0095,2021G400,23.4,15.8,19.2,,12.1
1710,3000    ,16000,2018790,MW00000,2007G400,24.0,19.0,19.3,22.9,
1711,3000    ,16000,2018790,MW00000,2011G400,24.6,17.9,20.0,23.2,
1712,3000    ,16000,2018790,MW00000,2015G400,25.1,17.8,21.1,23.8,15.0
1713,3000    ,16000,2018790,MW00000,2017G400,25.0,18.5,21.3,23.7,15.1
1714,3000    ,16000,2018790,MW00000,2019G400,24.9,18.1,21.2,23.2,13.9
1715,3000    ,16000,2018790,MW00000,2021G400,25.0,18.0,21.6,,13.7
1716,3000    ,16000,2018790,MOG0095,2007G400,23.9,17.9,18.1,22.3,
1717,3000    ,16000,2018790,MOG0095,2011G400,24.6,17.2,19.4,22.9,
1718,3000    ,16000,2018790,MOG0095,2015G400,25.0,17.1,20.4,23.4,14.3
1719,3000    ,16000,2018790,MOG0095,2017G400,24.9,17.8,20.7,23.3,14.5
1720,3000    ,16000,2018790,MOG0095,2019G400,24.8,17.5,20.7,22.8,13.3
1721,3000    ,16000,2018790,MOG0095,2021G400,25.0,17.5,21.1,,13.1
1722,3000    ,16000,2018790,MBG0095,2007G400,24.1,20.1,20.4,23.4,
1723,3000    ,16000,2018790,MBG0095,2011G400,24.7,18.5,20.7,23.6,
1724,3000    ,16000,2018790,MBG0095,2015G400,25.2,18.5,21.7,24.2,15.7
1725,3000    ,16000,2018790,MBG0095,2017G400,25.1,19.1,21.8,24.0,15.8
1726,3000    ,16000,2018790,MBG0095,2019G400,25.0,18.7,21.7,23.6,14.6
1727,3000    ,16000,2018790,MBG0095,2021G400,25.1,18.6,22.0,,14.3
1728,3000    ,16500,2018700,MW00000,2007G400,16.7,9.3,11.4,14.9,
1729,3000    ,16500,2018700,MW00000,2011G400,17.4,9.6,12.4,15.6,
1730,3000    ,16500,2018700,MW00000,2015G400,17.4,10.0,11.9,15.9,8.8
1731,3000    ,16500,2018700,MW00000,2017G400,17.6,10.4,12.1,15.7,8.7
1732,3000    ,16500,2018700,MW00000,2019G400,17.5,10.2,12.4,15.8,8.2
1733,3000    ,16500,2018700,MW00000,2021G400,17.6,10.1,12.7,,7.8
1734,3000    ,16500,2018700,MOG0095,2007G400,16.6,8.6,10.7,14.4,
1735,3000    ,16500,2018700,MOG0095,2011G400,17.3,9.2,12.0,15.3,
1736,3000    ,16500,2018700,MOG0095,2015G400,17.4,9.6,11.5,15.6,8.4
1737,3000    ,16500,2018700,MOG0095,2017G400,17.5,9.9,11.7,15.5,8.2
1738,3000    ,16500,2018700,MOG0095,2019G400,17.5,9.7,12.0,15.5,7.7
1739,3000    ,16500,2018700,MOG0095,2021G400,17.6,9.6,12.3,,7.3
1740,3000    ,16500,2018700,MBG0095,2007G400,16.7,9.9,12.1,15.4,
1741,3000    ,16500,2018700,MBG0095,2011G400,17.4,10.0,12.9,16.0,
1742,3000    ,16500,2018700,MBG0095,2015G400,17.4,10.5,12.3,16.1,9.3
1743,3000    ,16500,2018700,MBG0095,2017G400,17.6,10.8,12.5,16.0,9.1
1744,3000    ,16500,2018700,MBG0095,2019G400,17.6,10.6,12.8,16.0,8.6
1745,3000    ,16500,2018700,MBG0095,2021G400,17.7,10.5,13.1,,8.3
1746,3000    ,16500,2018740,MW00000,2007G400,18.1,11.2,14.0,17.2,
1747,3000    ,16500,2018740,MW00000,2011G400,18.8,11.8,14.2,17.3,
1748,3000    ,16500,2018740,MW00000,2015G400,19.4,12.5,15.2,18.0,10.3
1749,3000    ,16500,2018740,MW00000,2017G400,19.3,12.5,15.3,18.0,9.8
1750,3000    ,16500,2018740,MW00000,2019G400,19.0,12.6,15.1,17.7,9.2
1751,3000    ,16500,2018740,MW00000,2021G400,19.2,12.3,15.0,,9.2
1752,3000    ,16500,2018740,MOG0095,2007G400,18.0,10.3,13.0,16.7,
1753,3000    ,16500,2018740,MOG0095,2011G400,18.7,11.3,13.6,17.0,
1754,3000    ,16500,2018740,MOG0095,2015G400,19.3,12.0,14.7,17.7,9.8
1755,3000    ,16500,2018740,MOG0095,2017G400,19.2,12.0,14.9,17.7,9.3
1756,3000    ,16500,2018740,MOG0095,2019G400,18.9,12.2,14.7,17.4,8.7
1757,3000    ,16500,2018740,MOG0095,2021G400,19.1,11.8,14.5,,8.7
1758,3000    ,16500,2018740,MBG0095,2007G400,18.1,12.1,14.9,17.6,
1759,3000    ,16500,2018740,MBG0095,2011G400,18.8,12.3,14.7,17.7,
1760,3000    ,16500,2018740,MBG0095,2015G400,19.4,13.1,15.6,18.3,10.9
1761,3000    ,16500,2018740,MBG0095,2017G400,19.3,13.0,15.8,18.3,10.4
1762,3000    ,16500,2018740,MBG0095,2019G400,19.0,13.1,15.5,18.0,9.7
1763,3000    ,16500,2018740,MBG0095,2021G400,19.2,12.8,15.4,,9.7
1764,3000    ,16500,2018790,MW00000,2007G400,19.6,15.3,15.0,18.7,
1765,3000    ,16500,2018790,MW00000,2011G400,20.3,14.4,16.1,19.3,
1766,3000    ,16500,2018790,MW00000,2015G400,20.7,14.4,17.0,19.7,11.9
1767,3000    ,16500,2018790,MW00000,2017G400,20.6,15.2,17.1,19.6,12.2
1768,3000    ,16500,2018790,MW00000,2019G400,20.5,14.8,17.0,19.1,11.0
1769,3000    ,16500,2018790,MW00000,2021G400,20.6,14.7,17.3,,10.7
1770,3000    ,16500,2018790,MOG0095,2007G400,19.5,14.2,13.9,18.1,
1771,3000    ,16500,2018790,MOG0095,2011G400,20.2,13.8,15.4,18.9,
