ID,Donorregistratie,Persoonskenmerken,Perioden,DonorregisterVastgelegdeKeuze_1,DonorregisterVastgelegdeKeuze_2
535,A045381,H008673,2018JJ00,1.4,0.0
536,A045381,H008673,2019JJ00,1.5,0.0
537,A045381,H008673,2020JJ00,1.7,0.0
538,A045381,H008673,2021JJ00,2.5,1.0
539,A045381,H008673,2022JJ00,2.5,1.0
540,A045381,H008751,2014JJ00,11.6,4.0
541,A045381,H008751,2015JJ00,12.0,4.0
542,A045381,H008751,2016JJ00,12.6,4.0
543,A045381,H008751,2017JJ00,12.9,4.0
544,A045381,H008751,2018JJ00,13.4,4.0
545,A045381,H008751,2019JJ00,13.6,4.0
546,A045381,H008751,2020JJ00,14.4,4.0
547,A045381,H008751,2021JJ00,19.8,6.0
548,A045381,H008751,2022JJ00,19.9,6.0
549,A045381,H007119,2014JJ00,7.4,6.0
550,A045381,H007119,2015JJ00,7.7,6.0
551,A045381,H007119,2016JJ00,8.0,6.0
552,A045381,H007119,2017JJ00,8.2,6.0
553,A045381,H007119,2018JJ00,8.6,7.0
554,A045381,H007119,2019JJ00,8.6,6.0
555,A045381,H007119,2020JJ00,9.2,7.0
556,A045381,H007119,2021JJ00,12.0,8.0
557,A045381,H007119,2022JJ00,12.1,8.0
558,A045381,2012655,2014JJ00,205.7,14.0
559,A045381,2012655,2015JJ00,208.1,14.0
560,A045381,2012655,2016JJ00,211.5,14.0
561,A045381,2012655,2017JJ00,213.9,14.0
562,A045381,2012655,2018JJ00,217.0,14.0
563,A045381,2012655,2019JJ00,218.1,14.0
564,A045381,2012655,2020JJ00,226.1,14.0
565,A045381,2012655,2021JJ00,301.7,18.0
566,A045381,2012655,2022JJ00,299.4,18.0
567,A045381,2012657,2014JJ00,44.5,3.0
568,A045381,2012657,2015JJ00,46.9,3.0
569,A045381,2012657,2016JJ00,49.8,3.0
570,A045381,2012657,2017JJ00,52.6,3.0
571,A045381,2012657,2018JJ00,56.2,3.0
572,A045381,2012657,2019JJ00,57.5,3.0
573,A045381,2012657,2020JJ00,63.0,3.0
574,A045381,2012657,2021JJ00,99.8,5.0
575,A045381,2012657,2022JJ00,100.4,5.0
576,A045381,2013356,2014JJ00,84.1,5.0
577,A045381,2013356,2015JJ00,86.0,5.0
578,A045381,2013356,2016JJ00,88.7,5.0
579,A045381,2013356,2017JJ00,91.7,5.0
580,A045381,2013356,2018JJ00,94.9,5.0
581,A045381,2013356,2019JJ00,97.2,5.0
582,A045381,2013356,2020JJ00,105.3,5.0
583,A045381,2013356,2021JJ00,180.4,8.0
584,A045381,2013356,2022JJ00,178.8,8.0
585,A045381,2013357,2014JJ00,166.1,13.0
586,A045381,2013357,2015JJ00,169.0,13.0
587,A045381,2013357,2016JJ00,172.7,13.0
588,A045381,2013357,2017JJ00,174.8,13.0
589,A045381,2013357,2018JJ00,178.2,13.0
590,A045381,2013357,2019JJ00,178.4,12.0
591,A045381,2013357,2020JJ00,183.8,13.0
592,A045381,2013357,2021JJ00,221.1,15.0
593,A045381,2013357,2022JJ00,221.0,14.0
594,A045382,T009002,2014JJ00,686.8,5.0
595,A045382,T009002,2015JJ00,708.4,5.0
596,A045382,T009002,2016JJ00,733.8,5.0
597,A045382,T009002,2017JJ00,750.9,5.0
598,A045382,T009002,2018JJ00,776.0,5.0
599,A045382,T009002,2019JJ00,781.9,5.0
600,A045382,T009002,2020JJ00,848.3,6.0
601,A045382,T009002,2021JJ00,1263.1,8.0
602,A045382,T009002,2022JJ00,1278.1,8.0
603,A045382,3000   ,2014JJ00,234.9,3.0
604,A045382,3000   ,2015JJ00,241.4,3.0
605,A045382,3000   ,2016JJ00,249.2,3.0
606,A045382,3000   ,2017JJ00,254.9,3.0
607,A045382,3000   ,2018JJ00,262.7,4.0
608,A045382,3000   ,2019JJ00,264.5,4.0
609,A045382,3000   ,2020JJ00,287.5,4.0
610,A045382,3000   ,2021JJ00,463.4,6.0
611,A045382,3000   ,2022JJ00,469.0,6.0
612,A045382,4000   ,2014JJ00,451.9,6.0
613,A045382,4000   ,2015JJ00,467.0,6.0
614,A045382,4000   ,2016JJ00,484.6,6.0
615,A045382,4000   ,2017JJ00,496.1,7.0
616,A045382,4000   ,2018JJ00,513.3,7.0
617,A045382,4000   ,2019JJ00,517.4,7.0
618,A045382,4000   ,2020JJ00,560.8,7.0
619,A045382,4000   ,2021JJ00,799.8,10.0
620,A045382,4000   ,2022JJ00,809.0,10.0
621,A045382,52020  ,2014JJ00,4.7,0.0
622,A045382,52020  ,2015JJ00,4.3,0.0
623,A045382,52020  ,2016JJ00,4.2,0.0
624,A045382,52020  ,2017JJ00,3.7,0.0
625,A045382,52020  ,2018JJ00,3.0,0.0
626,A045382,52020  ,2019JJ00,1.8,0.0
627,A045382,52020  ,2020JJ00,2.0,0.0
628,A045382,52020  ,2021JJ00,6.3,1.0
629,A045382,52020  ,2022JJ00,1.3,0.0
630,A045382,53090  ,2014JJ00,20.8,5.0
631,A045382,53090  ,2015JJ00,19.0,5.0
632,A045382,53090  ,2016JJ00,18.8,5.0
633,A045382,53090  ,2017JJ00,18.5,4.0
634,A045382,53090  ,2018JJ00,27.7,7.0
635,A045382,53090  ,2019JJ00,17.2,4.0
636,A045382,53090  ,2020JJ00,22.5,5.0
637,A045382,53090  ,2021JJ00,41.4,10.0
638,A045382,53090  ,2022JJ00,34.4,8.0
639,A045382,60300  ,2014JJ00,181.5,9.0
640,A045382,60300  ,2015JJ00,186.7,9.0
641,A045382,60300  ,2016JJ00,191.4,9.0
642,A045382,60300  ,2017JJ00,191.4,9.0
643,A045382,60300  ,2018JJ00,190.3,9.0
644,A045382,60300  ,2019JJ00,189.2,9.0
645,A045382,60300  ,2020JJ00,204.5,9.0
646,A045382,60300  ,2021JJ00,291.6,13.0
647,A045382,60300  ,2022JJ00,283.5,13.0
648,A045382,60400  ,2014JJ00,150.7,7.0
649,A045382,60400  ,2015JJ00,155.6,8.0
650,A045382,60400  ,2016JJ00,162.3,8.0
651,A045382,60400  ,2017JJ00,170.0,8.0
652,A045382,60400  ,2018JJ00,176.9,9.0
653,A045382,60400  ,2019JJ00,181.8,9.0
654,A045382,60400  ,2020JJ00,197.2,9.0
655,A045382,60400  ,2021JJ00,266.3,12.0
656,A045382,60400  ,2022JJ00,276.3,12.0
657,A045382,60500  ,2014JJ00,133.0,5.0
658,A045382,60500  ,2015JJ00,136.6,6.0
659,A045382,60500  ,2016JJ00,140.5,6.0
660,A045382,60500  ,2017JJ00,143.0,6.0
661,A045382,60500  ,2018JJ00,145.2,6.0
662,A045382,60500  ,2019JJ00,148.1,7.0
663,A045382,60500  ,2020JJ00,156.4,7.0
664,A045382,60500  ,2021JJ00,214.5,10.0
665,A045382,60500  ,2022JJ00,216.0,10.0
666,A045382,60600  ,2014JJ00,96.4,4.0
667,A045382,60600  ,2015JJ00,100.4,4.0
668,A045382,60600  ,2016JJ00,104.4,4.0
669,A045382,60600  ,2017JJ00,107.4,4.0
670,A045382,60600  ,2018JJ00,110.6,4.0
671,A045382,60600  ,2019JJ00,114.6,5.0
672,A045382,60600  ,2020JJ00,125.6,5.0
673,A045382,60600  ,2021JJ00,200.6,8.0
674,A045382,60600  ,2022JJ00,206.9,8.0
675,A045382,60700  ,2014JJ00,60.1,3.0
676,A045382,60700  ,2015JJ00,63.8,3.0
677,A045382,60700  ,2016JJ00,68.2,3.0
678,A045382,60700  ,2017JJ00,69.5,3.0
679,A045382,60700  ,2018JJ00,71.2,3.0
680,A045382,60700  ,2019JJ00,74.2,4.0
681,A045382,60700  ,2020JJ00,81.0,4.0
682,A045382,60700  ,2021JJ00,138.2,6.0
683,A045382,60700  ,2022JJ00,145.8,7.0
684,A045382,60800  ,2014JJ00,28.3,2.0
685,A045382,60800  ,2015JJ00,29.9,2.0
686,A045382,60800  ,2016JJ00,31.1,2.0
687,A045382,60800  ,2017JJ00,34.0,2.0
688,A045382,60800  ,2018JJ00,36.6,3.0
689,A045382,60800  ,2019JJ00,39.0,3.0
690,A045382,60800  ,2020JJ00,42.1,3.0
691,A045382,60800  ,2021JJ00,78.1,5.0
692,A045382,60800  ,2022JJ00,84.2,5.0
693,A045382,21700  ,2014JJ00,11.5,2.0
694,A045382,21700  ,2015JJ00,12.3,2.0
695,A045382,21700  ,2016JJ00,12.9,2.0
696,A045382,21700  ,2017JJ00,13.6,2.0
697,A045382,21700  ,2018JJ00,14.4,2.0
698,A045382,21700  ,2019JJ00,15.9,2.0
699,A045382,21700  ,2020JJ00,17.1,2.0
700,A045382,21700  ,2021JJ00,26.1,3.0
701,A045382,21700  ,2022JJ00,29.5,3.0
702,A045382,1012600,2014JJ00,620.4,5.0
703,A045382,1012600,2015JJ00,639.2,6.0
704,A045382,1012600,2016JJ00,661.5,6.0
705,A045382,1012600,2017JJ00,676.5,6.0
706,A045382,1012600,2018JJ00,698.6,6.0
707,A045382,1012600,2019JJ00,703.6,6.0
708,A045382,1012600,2020JJ00,762.6,7.0
709,A045382,1012600,2021JJ00,1119.2,10.0
710,A045382,1012600,2022JJ00,1132.9,10.0
711,A045382,2012605,2014JJ00,66.5,2.0
712,A045382,2012605,2015JJ00,69.2,2.0
713,A045382,2012605,2016JJ00,72.3,2.0
714,A045382,2012605,2017JJ00,74.4,2.0
715,A045382,2012605,2018JJ00,77.4,2.0
716,A045382,2012605,2019JJ00,78.3,2.0
717,A045382,2012605,2020JJ00,85.7,2.0
718,A045382,2012605,2021JJ00,143.9,4.0
719,A045382,2012605,2022JJ00,145.1,4.0
720,A045382,H008766,2014JJ00,1.8,1.0
721,A045382,H008766,2015JJ00,2.0,1.0
722,A045382,H008766,2016JJ00,2.2,1.0
723,A045382,H008766,2017JJ00,2.3,1.0
724,A045382,H008766,2018JJ00,2.5,1.0
725,A045382,H008766,2019JJ00,2.5,1.0
726,A045382,H008766,2020JJ00,2.8,1.0
727,A045382,H008766,2021JJ00,5.5,1.0
728,A045382,H008766,2022JJ00,5.6,1.0
729,A045382,H008673,2014JJ00,0.6,0.0
730,A045382,H008673,2015JJ00,0.6,0.0
731,A045382,H008673,2016JJ00,0.7,0.0
732,A045382,H008673,2017JJ00,0.8,0.0
733,A045382,H008673,2018JJ00,0.9,0.0
734,A045382,H008673,2019JJ00,0.9,0.0
735,A045382,H008673,2020JJ00,1.0,0.0
736,A045382,H008673,2021JJ00,1.9,1.0
737,A045382,H008673,2022JJ00,2.0,1.0
738,A045382,H008751,2014JJ00,5.7,2.0
739,A045382,H008751,2015JJ00,6.0,2.0
740,A045382,H008751,2016JJ00,6.3,2.0
741,A045382,H008751,2017JJ00,6.5,2.0
742,A045382,H008751,2018JJ00,6.8,2.0
743,A045382,H008751,2019JJ00,6.9,2.0
744,A045382,H008751,2020JJ00,7.8,2.0
745,A045382,H008751,2021JJ00,13.7,4.0
746,A045382,H008751,2022JJ00,13.9,4.0
747,A045382,H007119,2014JJ00,3.3,3.0
748,A045382,H007119,2015JJ00,3.5,3.0
749,A045382,H007119,2016JJ00,3.7,3.0
750,A045382,H007119,2017JJ00,3.8,3.0
751,A045382,H007119,2018JJ00,4.0,3.0
752,A045382,H007119,2019JJ00,4.0,3.0
753,A045382,H007119,2020JJ00,4.4,3.0
754,A045382,H007119,2021JJ00,7.0,5.0
755,A045382,H007119,2022JJ00,7.1,5.0
756,A045382,2012655,2014JJ00,46.7,3.0
757,A045382,2012655,2015JJ00,48.0,3.0
758,A045382,2012655,2016JJ00,49.6,3.0
759,A045382,2012655,2017JJ00,50.6,3.0
760,A045382,2012655,2018JJ00,52.0,3.0
761,A045382,2012655,2019JJ00,52.4,3.0
762,A045382,2012655,2020JJ00,56.6,3.0
763,A045382,2012655,2021JJ00,90.9,5.0
764,A045382,2012655,2022JJ00,91.4,5.0
765,A045382,2012657,2014JJ00,19.8,1.0
766,A045382,2012657,2015JJ00,21.2,1.0
767,A045382,2012657,2016JJ00,22.7,1.0
768,A045382,2012657,2017JJ00,23.9,1.0
769,A045382,2012657,2018JJ00,25.4,1.0
770,A045382,2012657,2019JJ00,25.9,1.0
771,A045382,2012657,2020JJ00,29.1,1.0
772,A045382,2012657,2021JJ00,53.0,3.0
773,A045382,2012657,2022JJ00,53.7,3.0
774,A045382,2013356,2014JJ00,21.3,1.0
775,A045382,2013356,2015JJ00,22.1,1.0
776,A045382,2013356,2016JJ00,23.0,1.0
777,A045382,2013356,2017JJ00,23.6,1.0
778,A045382,2013356,2018JJ00,24.3,1.0
779,A045382,2013356,2019JJ00,24.7,1.0
780,A045382,2013356,2020JJ00,27.0,1.0
781,A045382,2013356,2021JJ00,55.8,3.0
782,A045382,2013356,2022JJ00,56.0,2.0
783,A045382,2013357,2014JJ00,45.1,4.0
784,A045382,2013357,2015JJ00,47.1,4.0
785,A045382,2013357,2016JJ00,49.3,4.0
786,A045382,2013357,2017JJ00,50.8,4.0
787,A045382,2013357,2018JJ00,53.1,4.0
788,A045382,2013357,2019JJ00,53.6,4.0
789,A045382,2013357,2020JJ00,58.7,4.0
790,A045382,2013357,2021JJ00,88.1,6.0
791,A045382,2013357,2022JJ00,89.1,6.0
792,A045383,T009002,2014JJ00,1582.2,11.0
793,A045383,T009002,2015JJ00,1574.2,11.0
794,A045383,T009002,2016JJ00,1556.2,11.0
795,A045383,T009002,2017JJ00,1708.3,11.0
796,A045383,T009002,2018JJ00,1900.3,13.0
797,A045383,T009002,2019JJ00,1949.6,13.0
798,A045383,T009002,2020JJ00,2324.9,15.0
799,A045383,T009002,2021JJ00,4351.2,28.0
800,A045383,T009002,2022JJ00,4383.4,28.0
801,A045383,3000   ,2014JJ00,737.8,10.0
802,A045383,3000   ,2015JJ00,734.8,10.0
803,A045383,3000   ,2016JJ00,727.8,10.0
804,A045383,3000   ,2017JJ00,804.2,11.0
805,A045383,3000   ,2018JJ00,900.3,12.0
806,A045383,3000   ,2019JJ00,924.7,12.0
807,A045383,3000   ,2020JJ00,1107.2,15.0
808,A045383,3000   ,2021JJ00,2090.0,28.0
809,A045383,3000   ,2022JJ00,2105.1,28.0
810,A045383,4000   ,2014JJ00,844.4,11.0
811,A045383,4000   ,2015JJ00,839.3,11.0
812,A045383,4000   ,2016JJ00,828.4,11.0
813,A045383,4000   ,2017JJ00,904.2,12.0
814,A045383,4000   ,2018JJ00,1000.1,13.0
815,A045383,4000   ,2019JJ00,1024.9,13.0
816,A045383,4000   ,2020JJ00,1217.7,16.0
817,A045383,4000   ,2021JJ00,2261.2,29.0
818,A045383,4000   ,2022JJ00,2278.3,29.0
819,A045383,52020  ,2014JJ00,0.9,0.0
820,A045383,52020  ,2015JJ00,0.8,0.0
821,A045383,52020  ,2016JJ00,0.8,0.0
822,A045383,52020  ,2017JJ00,4.5,0.0
823,A045383,52020  ,2018JJ00,7.4,1.0
824,A045383,52020  ,2019JJ00,6.2,1.0
825,A045383,52020  ,2020JJ00,9.3,1.0
826,A045383,52020  ,2021JJ00,24.9,2.0
827,A045383,52020  ,2022JJ00,10.0,1.0
828,A045383,53090  ,2014JJ00,16.9,4.0
829,A045383,53090  ,2015JJ00,13.6,3.0
830,A045383,53090  ,2016JJ00,11.7,3.0
831,A045383,53090  ,2017JJ00,15.8,4.0
832,A045383,53090  ,2018JJ00,46.5,11.0
833,A045383,53090  ,2019JJ00,32.5,7.0
834,A045383,53090  ,2020JJ00,45.4,10.0
835,A045383,53090  ,2021JJ00,108.2,25.0
836,A045383,53090  ,2022JJ00,94.0,22.0
837,A045383,60300  ,2014JJ00,187.4,9.0
838,A045383,60300  ,2015JJ00,182.9,9.0
839,A045383,60300  ,2016JJ00,171.6,8.0
840,A045383,60300  ,2017JJ00,190.5,9.0
841,A045383,60300  ,2018JJ00,217.2,10.0
842,A045383,60300  ,2019JJ00,226.3,10.0
843,A045383,60300  ,2020JJ00,284.9,13.0
844,A045383,60300  ,2021JJ00,548.5,24.0
845,A045383,60300  ,2022JJ00,554.1,24.0
846,A045383,60400  ,2014JJ00,219.0,11.0
847,A045383,60400  ,2015JJ00,220.1,11.0
848,A045383,60400  ,2016JJ00,223.5,11.0
849,A045383,60400  ,2017JJ00,253.4,12.0
850,A045383,60400  ,2018JJ00,285.6,14.0
851,A045383,60400  ,2019JJ00,294.1,14.0
852,A045383,60400  ,2020JJ00,336.9,16.0
853,A045383,60400  ,2021JJ00,576.3,26.0
854,A045383,60400  ,2022JJ00,584.1,26.0
855,A045383,60500  ,2014JJ00,249.7,10.0
856,A045383,60500  ,2015JJ00,246.9,10.0
857,A045383,60500  ,2016JJ00,242.8,10.0
858,A045383,60500  ,2017JJ00,268.8,11.0
859,A045383,60500  ,2018JJ00,294.3,13.0
860,A045383,60500  ,2019JJ00,299.7,13.0
861,A045383,60500  ,2020JJ00,340.3,15.0
862,A045383,60500  ,2021JJ00,593.0,27.0
863,A045383,60500  ,2022JJ00,590.2,28.0
864,A045383,60600  ,2014JJ00,286.9,12.0
865,A045383,60600  ,2015JJ00,281.7,12.0
866,A045383,60600  ,2016JJ00,276.4,11.0
867,A045383,60600  ,2017JJ00,302.0,12.0
868,A045383,60600  ,2018JJ00,330.4,13.0
869,A045383,60600  ,2019JJ00,338.1,13.0
870,A045383,60600  ,2020JJ00,400.7,16.0
871,A045383,60600  ,2021JJ00,724.9,28.0
872,A045383,60600  ,2022JJ00,727.5,29.0
873,A045383,60700  ,2014JJ00,261.1,13.0
874,A045383,60700  ,2015JJ00,265.8,13.0
875,A045383,60700  ,2016JJ00,272.2,13.0
876,A045383,60700  ,2017JJ00,296.7,14.0
877,A045383,60700  ,2018JJ00,322.1,15.0
878,A045383,60700  ,2019JJ00,335.1,16.0
879,A045383,60700  ,2020JJ00,403.8,19.0
880,A045383,60700  ,2021JJ00,710.4,33.0
881,A045383,60700  ,2022JJ00,716.8,33.0
882,A045383,60800  ,2014JJ00,200.0,16.0
883,A045383,60800  ,2015JJ00,199.9,16.0
884,A045383,60800  ,2016JJ00,196.6,15.0
885,A045383,60800  ,2017JJ00,214.1,16.0
886,A045383,60800  ,2018JJ00,233.2,16.0
887,A045383,60800  ,2019JJ00,246.7,16.0
888,A045383,60800  ,2020JJ00,310.9,20.0
889,A045383,60800  ,2021JJ00,659.7,41.0
890,A045383,60800  ,2022JJ00,674.3,41.0
891,A045383,21700  ,2014JJ00,160.4,22.0
892,A045383,21700  ,2015JJ00,162.5,22.0
893,A045383,21700  ,2016JJ00,160.7,21.0
894,A045383,21700  ,2017JJ00,162.5,21.0
895,A045383,21700  ,2018JJ00,163.7,21.0
896,A045383,21700  ,2019JJ00,170.9,21.0
897,A045383,21700  ,2020JJ00,192.7,23.0
898,A045383,21700  ,2021JJ00,405.3,48.0
899,A045383,21700  ,2022JJ00,432.4,51.0
900,A045383,1012600,2014JJ00,1289.5,11.0
901,A045383,1012600,2015JJ00,1278.2,11.0
902,A045383,1012600,2016JJ00,1259.5,11.0
903,A045383,1012600,2017JJ00,1350.3,12.0
904,A045383,1012600,2018JJ00,1459.6,13.0
905,A045383,1012600,2019JJ00,1480.9,13.0
906,A045383,1012600,2020JJ00,1729.9,15.0
907,A045383,1012600,2021JJ00,2938.6,25.0
908,A045383,1012600,2022JJ00,2957.3,25.0
909,A045383,2012605,2014JJ00,292.7,10.0
910,A045383,2012605,2015JJ00,295.9,10.0
911,A045383,2012605,2016JJ00,296.7,9.0
912,A045383,2012605,2017JJ00,358.0,11.0
913,A045383,2012605,2018JJ00,440.7,13.0
914,A045383,2012605,2019JJ00,468.6,13.0
915,A045383,2012605,2020JJ00,595.0,16.0
916,A045383,2012605,2021JJ00,1412.5,38.0
917,A045383,2012605,2022JJ00,1426.0,37.0
918,A045383,H008766,2014JJ00,24.9,8.0
919,A045383,H008766,2015JJ00,25.7,8.0
920,A045383,H008766,2016JJ00,26.1,8.0
921,A045383,H008766,2017JJ00,38.1,11.0
922,A045383,H008766,2018JJ00,53.5,15.0
923,A045383,H008766,2019JJ00,59.2,17.0
924,A045383,H008766,2020JJ00,80.9,22.0
925,A045383,H008766,2021JJ00,227.9,62.0
926,A045383,H008766,2022JJ00,230.0,61.0
927,A045383,H008673,2014JJ00,36.4,13.0
928,A045383,H008673,2015JJ00,37.3,13.0
929,A045383,H008673,2016JJ00,38.0,13.0
930,A045383,H008673,2017JJ00,56.8,18.0
931,A045383,H008673,2018JJ00,81.8,26.0
932,A045383,H008673,2019JJ00,87.7,27.0
933,A045383,H008673,2020JJ00,107.8,32.0
934,A045383,H008673,2021JJ00,232.5,68.0
935,A045383,H008673,2022JJ00,235.0,67.0
936,A045383,H008751,2014JJ00,35.8,12.0
937,A045383,H008751,2015JJ00,36.2,12.0
938,A045383,H008751,2016JJ00,36.5,12.0
939,A045383,H008751,2017JJ00,42.0,13.0
940,A045383,H008751,2018JJ00,50.6,16.0
941,A045383,H008751,2019JJ00,53.5,17.0
942,A045383,H008751,2020JJ00,68.5,21.0
943,A045383,H008751,2021JJ00,150.0,46.0
944,A045383,H008751,2022JJ00,151.5,46.0
945,A045383,H007119,2014JJ00,8.3,7.0
946,A045383,H007119,2015JJ00,8.5,7.0
947,A045383,H007119,2016JJ00,8.6,7.0
948,A045383,H007119,2017JJ00,10.0,8.0
949,A045383,H007119,2018JJ00,12.4,10.0
950,A045383,H007119,2019JJ00,13.2,10.0
951,A045383,H007119,2020JJ00,18.0,13.0
952,A045383,H007119,2021JJ00,43.0,30.0
953,A045383,H007119,2022JJ00,43.6,29.0
954,A045383,2012655,2014JJ00,146.2,10.0
955,A045383,2012655,2015JJ00,145.3,10.0
956,A045383,2012655,2016JJ00,143.6,10.0
957,A045383,2012655,2017JJ00,156.8,10.0
958,A045383,2012655,2018JJ00,171.3,11.0
959,A045383,2012655,2019JJ00,176.1,11.0
960,A045383,2012655,2020JJ00,211.3,13.0
961,A045383,2012655,2021JJ00,433.4,26.0
962,A045383,2012655,2022JJ00,434.1,25.0
963,A045383,2012657,2014JJ00,146.6,9.0
964,A045383,2012657,2015JJ00,150.6,9.0
965,A045383,2012657,2016JJ00,153.1,9.0
966,A045383,2012657,2017JJ00,201.2,11.0
967,A045383,2012657,2018JJ00,269.4,15.0
968,A045383,2012657,2019JJ00,292.5,15.0
969,A045383,2012657,2020JJ00,383.7,19.0
970,A045383,2012657,2021JJ00,979.1,48.0
971,A045383,2012657,2022JJ00,991.9,47.0
972,A045383,2013356,2014JJ00,159.4,9.0
973,A045383,2013356,2015JJ00,160.6,9.0
974,A045383,2013356,2016JJ00,160.2,9.0
975,A045383,2013356,2017JJ00,191.1,10.0
976,A045383,2013356,2018JJ00,231.0,12.0
977,A045383,2013356,2019JJ00,248.3,12.0
978,A045383,2013356,2020JJ00,317.9,15.0
979,A045383,2013356,2021JJ00,877.6,40.0
980,A045383,2013356,2022JJ00,880.8,38.0
981,A045383,2013357,2014JJ00,133.4,10.0
982,A045383,2013357,2015JJ00,135.4,10.0
983,A045383,2013357,2016JJ00,136.5,10.0
984,A045383,2013357,2017JJ00,166.9,12.0
985,A045383,2013357,2018JJ00,209.7,15.0
986,A045383,2013357,2019JJ00,220.3,15.0
987,A045383,2013357,2020JJ00,277.1,19.0
988,A045383,2013357,2021JJ00,534.9,36.0
989,A045383,2013357,2022JJ00,545.2,36.0
990,A045384,T009002,2014JJ00,600.8,4.0
991,A045384,T009002,2015JJ00,601.7,4.0
992,A045384,T009002,2016JJ00,603.8,4.0
993,A045384,T009002,2017JJ00,608.4,4.0
994,A045384,T009002,2018JJ00,621.0,4.0
995,A045384,T009002,2019JJ00,624.4,4.0
996,A045384,T009002,2020JJ00,677.6,4.0
997,A045384,T009002,2021JJ00,1294.9,8.0
998,A045384,T009002,2022JJ00,1307.2,8.0
999,A045384,3000   ,2014JJ00,283.9,4.0
1000,A045384,3000   ,2015JJ00,284.0,4.0
1001,A045384,3000   ,2016JJ00,284.9,4.0
1002,A045384,3000   ,2017JJ00,286.7,4.0
1003,A045384,3000   ,2018JJ00,292.5,4.0
1004,A045384,3000   ,2019JJ00,294.0,4.0
1005,A045384,3000   ,2020JJ00,318.1,4.0
1006,A045384,3000   ,2021JJ00,624.2,8.0
1007,A045384,3000   ,2022JJ00,630.1,8.0
1008,A045384,4000   ,2014JJ00,317.0,4.0
1009,A045384,4000   ,2015JJ00,317.8,4.0
1010,A045384,4000   ,2016JJ00,319.0,4.0
1011,A045384,4000   ,2017JJ00,321.8,4.0
1012,A045384,4000   ,2018JJ00,328.4,4.0
1013,A045384,4000   ,2019JJ00,330.4,4.0
1014,A045384,4000   ,2020JJ00,359.4,5.0
1015,A045384,4000   ,2021JJ00,670.6,9.0
1016,A045384,4000   ,2022JJ00,677.1,9.0
1017,A045384,52020  ,2014JJ00,0.6,0.0
1018,A045384,52020  ,2015JJ00,0.5,0.0
1019,A045384,52020  ,2016JJ00,0.5,0.0
1020,A045384,52020  ,2017JJ00,0.7,0.0
1021,A045384,52020  ,2018JJ00,0.7,0.0
1022,A045384,52020  ,2019JJ00,0.6,0.0
1023,A045384,52020  ,2020JJ00,1.0,0.0
1024,A045384,52020  ,2021JJ00,4.5,0.0
1025,A045384,52020  ,2022JJ00,1.0,0.0
1026,A045384,53090  ,2014JJ00,5.2,1.0
1027,A045384,53090  ,2015JJ00,4.2,1.0
1028,A045384,53090  ,2016JJ00,4.1,1.0
1029,A045384,53090  ,2017JJ00,4.4,1.0
1030,A045384,53090  ,2018JJ00,11.5,3.0
1031,A045384,53090  ,2019JJ00,7.3,2.0
1032,A045384,53090  ,2020JJ00,11.3,3.0
1033,A045384,53090  ,2021JJ00,36.1,8.0
1034,A045384,53090  ,2022JJ00,29.9,7.0
1035,A045384,60300  ,2014JJ00,77.8,4.0
1036,A045384,60300  ,2015JJ00,74.1,3.0
1037,A045384,60300  ,2016JJ00,67.7,3.0
1038,A045384,60300  ,2017JJ00,64.5,3.0
1039,A045384,60300  ,2018JJ00,62.8,3.0
1040,A045384,60300  ,2019JJ00,61.6,3.0
1041,A045384,60300  ,2020JJ00,72.4,3.0
1042,A045384,60300  ,2021JJ00,166.7,7.0
1043,A045384,60300  ,2022JJ00,168.8,7.0
1044,A045384,60400  ,2014JJ00,99.5,5.0
1045,A045384,60400  ,2015JJ00,97.8,5.0
1046,A045384,60400  ,2016JJ00,99.8,5.0
1047,A045384,60400  ,2017JJ00,101.0,5.0
1048,A045384,60400  ,2018JJ00,101.6,5.0
1049,A045384,60400  ,2019JJ00,101.8,5.0
1050,A045384,60400  ,2020JJ00,108.2,5.0
1051,A045384,60400  ,2021JJ00,186.7,9.0
1052,A045384,60400  ,2022JJ00,185.6,8.0
1053,A045384,60500  ,2014JJ00,127.9,5.0
1054,A045384,60500  ,2015JJ00,126.4,5.0
1055,A045384,60500  ,2016JJ00,124.3,5.0
1056,A045384,60500  ,2017JJ00,123.0,5.0
1057,A045384,60500  ,2018JJ00,121.5,5.0
1058,A045384,60500  ,2019JJ00,119.4,5.0
1059,A045384,60500  ,2020JJ00,124.1,6.0
1060,A045384,60500  ,2021JJ00,214.8,10.0
1061,A045384,60500  ,2022JJ00,211.2,10.0
1062,A045384,60600  ,2014JJ00,130.0,5.0
1063,A045384,60600  ,2015JJ00,129.0,5.0
1064,A045384,60600  ,2016JJ00,128.5,5.0
1065,A045384,60600  ,2017JJ00,127.8,5.0
1066,A045384,60600  ,2018JJ00,128.0,5.0
1067,A045384,60600  ,2019JJ00,128.9,5.0
1068,A045384,60600  ,2020JJ00,138.7,5.0
1069,A045384,60600  ,2021JJ00,261.8,10.0
1070,A045384,60600  ,2022JJ00,262.9,10.0
1071,A045384,60700  ,2014JJ00,98.4,5.0
1072,A045384,60700  ,2015JJ00,103.5,5.0
1073,A045384,60700  ,2016JJ00,108.9,5.0
1074,A045384,60700  ,2017JJ00,110.9,5.0
1075,A045384,60700  ,2018JJ00,112.8,5.0
