ID,Woningkenmerken,GebruiksOppervlakteklasse,BewonersklasseWoningen,Percentielen,Perioden,ElektriciteitsleveringenOpenbareNet_1
440,ZW25810,A025407,A043074,A043066,2012JJ00,307.7
441,ZW25810,A025407,A043074,A043066,2013JJ00,302.3
442,ZW25810,A025407,A043074,A043066,2014JJ00,303.3
443,ZW25810,A025407,A043074,A043066,2015JJ00,306.7
444,ZW25810,A025407,A043074,A043066,2016JJ00,299.3
445,ZW25810,A025407,A043074,A043066,2017JJ00,293.7
446,ZW25810,A025407,A043074,A043066,2018JJ00,288.0
447,ZW25810,A025407,A043074,A043066,2019JJ00,282.7
448,ZW25810,A025407,A043074,A043067,2012JJ00,469.3
449,ZW25810,A025407,A043074,A043067,2013JJ00,481.7
450,ZW25810,A025407,A043074,A043067,2014JJ00,471.0
451,ZW25810,A025407,A043074,A043067,2015JJ00,468.0
452,ZW25810,A025407,A043074,A043067,2016JJ00,460.3
453,ZW25810,A025407,A043074,A043067,2017JJ00,444.0
454,ZW25810,A025407,A043074,A043067,2018JJ00,429.0
455,ZW25810,A025407,A043074,A043067,2019JJ00,424.3
456,ZW25810,A025407,A043074,A043068,2012JJ00,650.7
457,ZW25810,A025407,A043074,A043068,2013JJ00,658.2
458,ZW25810,A025407,A043074,A043068,2014JJ00,640.0
459,ZW25810,A025407,A043074,A043068,2015JJ00,635.3
460,ZW25810,A025407,A043074,A043068,2016JJ00,617.0
461,ZW25810,A025407,A043074,A043068,2017JJ00,598.7
462,ZW25810,A025407,A043074,A043068,2018JJ00,579.0
463,ZW25810,A025407,A043074,A043068,2019JJ00,569.5
464,ZW25810,A025407,A043074,A043069,2012JJ00,871.0
465,ZW25810,A025407,A043074,A043069,2013JJ00,885.3
466,ZW25810,A025407,A043074,A043069,2014JJ00,868.3
467,ZW25810,A025407,A043074,A043069,2015JJ00,854.0
468,ZW25810,A025407,A043074,A043069,2016JJ00,836.3
469,ZW25810,A025407,A043074,A043069,2017JJ00,816.0
470,ZW25810,A025407,A043074,A043069,2018JJ00,789.0
471,ZW25810,A025407,A043074,A043069,2019JJ00,788.3
472,ZW25810,A025407,A043074,A043070,2012JJ00,1267.3
473,ZW25810,A025407,A043074,A043070,2013JJ00,1306.7
474,ZW25810,A025407,A043074,A043070,2014JJ00,1253.3
475,ZW25810,A025407,A043074,A043070,2015JJ00,1252.0
476,ZW25810,A025407,A043074,A043070,2016JJ00,1225.3
477,ZW25810,A025407,A043074,A043070,2017JJ00,1199.3
478,ZW25810,A025407,A043074,A043070,2018JJ00,1184.0
479,ZW25810,A025407,A043074,A043070,2019JJ00,1180.0
480,ZW25810,A025407,A043075,A043830,2012JJ00,575.5
481,ZW25810,A025407,A043075,A043830,2013JJ00,603.6
482,ZW25810,A025407,A043075,A043830,2014JJ00,588.1
483,ZW25810,A025407,A043075,A043830,2015JJ00,585.1
484,ZW25810,A025407,A043075,A043830,2016JJ00,561.6
485,ZW25810,A025407,A043075,A043830,2017JJ00,551.4
486,ZW25810,A025407,A043075,A043830,2018JJ00,545.0
487,ZW25810,A025407,A043075,A043830,2019JJ00,519.9
488,ZW25810,A025407,A043075,A043066,2012JJ00,241.5
489,ZW25810,A025407,A043075,A043066,2013JJ00,247.8
490,ZW25810,A025407,A043075,A043066,2014JJ00,254.5
491,ZW25810,A025407,A043075,A043066,2015JJ00,250.3
492,ZW25810,A025407,A043075,A043066,2016JJ00,247.0
493,ZW25810,A025407,A043075,A043066,2017JJ00,243.8
494,ZW25810,A025407,A043075,A043066,2018JJ00,240.0
495,ZW25810,A025407,A043075,A043066,2019JJ00,238.3
496,ZW25810,A025407,A043075,A043067,2012JJ00,393.0
497,ZW25810,A025407,A043075,A043067,2013JJ00,397.3
498,ZW25810,A025407,A043075,A043067,2014JJ00,391.3
499,ZW25810,A025407,A043075,A043067,2015JJ00,384.8
500,ZW25810,A025407,A043075,A043067,2016JJ00,370.8
501,ZW25810,A025407,A043075,A043067,2017JJ00,367.5
502,ZW25810,A025407,A043075,A043067,2018JJ00,367.0
503,ZW25810,A025407,A043075,A043067,2019JJ00,348.5
504,ZW25810,A025407,A043075,A043068,2012JJ00,541.0
505,ZW25810,A025407,A043075,A043068,2013JJ00,554.6
506,ZW25810,A025407,A043075,A043068,2014JJ00,540.3
507,ZW25810,A025407,A043075,A043068,2015JJ00,535.0
508,ZW25810,A025407,A043075,A043068,2016JJ00,520.0
509,ZW25810,A025407,A043075,A043068,2017JJ00,506.4
510,ZW25810,A025407,A043075,A043068,2018JJ00,501.0
511,ZW25810,A025407,A043075,A043068,2019JJ00,472.3
512,ZW25810,A025407,A043075,A043069,2012JJ00,745.8
513,ZW25810,A025407,A043075,A043069,2013JJ00,781.8
514,ZW25810,A025407,A043075,A043069,2014JJ00,753.0
515,ZW25810,A025407,A043075,A043069,2015JJ00,747.0
516,ZW25810,A025407,A043075,A043069,2016JJ00,711.0
517,ZW25810,A025407,A043075,A043069,2017JJ00,696.8
518,ZW25810,A025407,A043075,A043069,2018JJ00,676.0
519,ZW25810,A025407,A043075,A043069,2019JJ00,648.3
520,ZW25810,A025407,A043075,A043070,2012JJ00,1037.1
521,ZW25810,A025407,A043075,A043070,2013JJ00,1123.0
522,ZW25810,A025407,A043075,A043070,2014JJ00,1071.8
523,ZW25810,A025407,A043075,A043070,2015JJ00,1072.0
524,ZW25810,A025407,A043075,A043070,2016JJ00,1023.0
525,ZW25810,A025407,A043075,A043070,2017JJ00,1011.5
526,ZW25810,A025407,A043075,A043070,2018JJ00,1043.0
527,ZW25810,A025407,A043075,A043070,2019JJ00,965.3
528,ZW25810,A025407,A043076,A043830,2012JJ00,434.3
529,ZW25810,A025407,A043076,A043830,2013JJ00,450.3
530,ZW25810,A025407,A043076,A043830,2014JJ00,440.0
531,ZW25810,A025407,A043076,A043830,2015JJ00,435.1
532,ZW25810,A025407,A043076,A043830,2016JJ00,431.5
533,ZW25810,A025407,A043076,A043830,2017JJ00,426.6
534,ZW25810,A025407,A043076,A043830,2018JJ00,438.0
535,ZW25810,A025407,A043076,A043830,2019JJ00,415.8
536,ZW25810,A025407,A043076,A043066,2012JJ00,176.2
537,ZW25810,A025407,A043076,A043066,2013JJ00,183.8
538,ZW25810,A025407,A043076,A043066,2014JJ00,189.4
539,ZW25810,A025407,A043076,A043066,2015JJ00,187.4
540,ZW25810,A025407,A043076,A043066,2016JJ00,177.2
541,ZW25810,A025407,A043076,A043066,2017JJ00,178.8
542,ZW25810,A025407,A043076,A043066,2018JJ00,190.0
543,ZW25810,A025407,A043076,A043066,2019JJ00,176.2
544,ZW25810,A025407,A043076,A043067,2012JJ00,299.8
545,ZW25810,A025407,A043076,A043067,2013JJ00,301.5
546,ZW25810,A025407,A043076,A043067,2014JJ00,295.1
547,ZW25810,A025407,A043076,A043067,2015JJ00,291.4
548,ZW25810,A025407,A043076,A043067,2016JJ00,289.2
549,ZW25810,A025407,A043076,A043067,2017JJ00,286.5
550,ZW25810,A025407,A043076,A043067,2018JJ00,291.0
551,ZW25810,A025407,A043076,A043067,2019JJ00,276.6
552,ZW25810,A025407,A043076,A043068,2012JJ00,410.2
553,ZW25810,A025407,A043076,A043068,2013JJ00,405.3
554,ZW25810,A025407,A043076,A043068,2014JJ00,394.3
555,ZW25810,A025407,A043076,A043068,2015JJ00,391.2
556,ZW25810,A025407,A043076,A043068,2016JJ00,393.4
557,ZW25810,A025407,A043076,A043068,2017JJ00,389.2
558,ZW25810,A025407,A043076,A043068,2018JJ00,387.0
559,ZW25810,A025407,A043076,A043068,2019JJ00,374.6
560,ZW25810,A025407,A043076,A043069,2012JJ00,533.0
561,ZW25810,A025407,A043076,A043069,2013JJ00,566.6
562,ZW25810,A025407,A043076,A043069,2014JJ00,548.9
563,ZW25810,A025407,A043076,A043069,2015JJ00,537.2
564,ZW25810,A025407,A043076,A043069,2016JJ00,538.3
565,ZW25810,A025407,A043076,A043069,2017JJ00,523.4
566,ZW25810,A025407,A043076,A043069,2018JJ00,539.0
567,ZW25810,A025407,A043076,A043069,2019JJ00,504.0
568,ZW25810,A025407,A043076,A043070,2012JJ00,815.4
569,ZW25810,A025407,A043076,A043070,2013JJ00,846.0
570,ZW25810,A025407,A043076,A043070,2014JJ00,848.8
571,ZW25810,A025407,A043076,A043070,2015JJ00,862.6
572,ZW25810,A025407,A043076,A043070,2016JJ00,842.4
573,ZW25810,A025407,A043076,A043070,2017JJ00,841.6
574,ZW25810,A025407,A043076,A043070,2018JJ00,860.0
575,ZW25810,A025407,A043076,A043070,2019JJ00,807.0
576,ZW25810,A025408,T001351,A043830,2012JJ00,1363.5
577,ZW25810,A025408,T001351,A043830,2013JJ00,1403.5
578,ZW25810,A025408,T001351,A043830,2014JJ00,1361.2
579,ZW25810,A025408,T001351,A043830,2015JJ00,1336.5
580,ZW25810,A025408,T001351,A043830,2016JJ00,1317.1
581,ZW25810,A025408,T001351,A043830,2017JJ00,1302.8
582,ZW25810,A025408,T001351,A043830,2018JJ00,1288.0
583,ZW25810,A025408,T001351,A043830,2019JJ00,1257.5
584,ZW25810,A025408,T001351,A043066,2012JJ00,548.5
585,ZW25810,A025408,T001351,A043066,2013JJ00,577.0
586,ZW25810,A025408,T001351,A043066,2014JJ00,557.0
587,ZW25810,A025408,T001351,A043066,2015JJ00,549.5
588,ZW25810,A025408,T001351,A043066,2016JJ00,537.5
589,ZW25810,A025408,T001351,A043066,2017JJ00,528.5
590,ZW25810,A025408,T001351,A043066,2018JJ00,520.0
591,ZW25810,A025408,T001351,A043066,2019JJ00,507.0
592,ZW25810,A025408,T001351,A043067,2012JJ00,906.0
593,ZW25810,A025408,T001351,A043067,2013JJ00,937.0
594,ZW25810,A025408,T001351,A043067,2014JJ00,908.0
595,ZW25810,A025408,T001351,A043067,2015JJ00,892.0
596,ZW25810,A025408,T001351,A043067,2016JJ00,876.0
597,ZW25810,A025408,T001351,A043067,2017JJ00,865.0
598,ZW25810,A025408,T001351,A043067,2018JJ00,853.0
599,ZW25810,A025408,T001351,A043067,2019JJ00,830.0
600,ZW25810,A025408,T001351,A043068,2012JJ00,1263.0
601,ZW25810,A025408,T001351,A043068,2013JJ00,1302.0
602,ZW25810,A025408,T001351,A043068,2014JJ00,1262.0
603,ZW25810,A025408,T001351,A043068,2015JJ00,1238.0
604,ZW25810,A025408,T001351,A043068,2016JJ00,1220.0
605,ZW25810,A025408,T001351,A043068,2017JJ00,1206.0
606,ZW25810,A025408,T001351,A043068,2018JJ00,1191.0
607,ZW25810,A025408,T001351,A043068,2019JJ00,1160.0
608,ZW25810,A025408,T001351,A043069,2012JJ00,1717.5
609,ZW25810,A025408,T001351,A043069,2013JJ00,1769.0
610,ZW25810,A025408,T001351,A043069,2014JJ00,1716.0
611,ZW25810,A025408,T001351,A043069,2015JJ00,1684.0
612,ZW25810,A025408,T001351,A043069,2016JJ00,1662.0
613,ZW25810,A025408,T001351,A043069,2017JJ00,1644.5
614,ZW25810,A025408,T001351,A043069,2018JJ00,1628.0
615,ZW25810,A025408,T001351,A043069,2019JJ00,1589.0
616,ZW25810,A025408,T001351,A043070,2012JJ00,2568.0
617,ZW25810,A025408,T001351,A043070,2013JJ00,2621.0
618,ZW25810,A025408,T001351,A043070,2014JJ00,2544.0
619,ZW25810,A025408,T001351,A043070,2015JJ00,2496.0
620,ZW25810,A025408,T001351,A043070,2016JJ00,2464.0
621,ZW25810,A025408,T001351,A043070,2017JJ00,2444.0
622,ZW25810,A025408,T001351,A043070,2018JJ00,2427.0
623,ZW25810,A025408,T001351,A043070,2019JJ00,2378.0
624,ZW25810,A025408,A043072,A043830,2012JJ00,1607.6
625,ZW25810,A025408,A043072,A043830,2013JJ00,1629.6
626,ZW25810,A025408,A043072,A043830,2014JJ00,1585.7
627,ZW25810,A025408,A043072,A043830,2015JJ00,1559.0
628,ZW25810,A025408,A043072,A043830,2016JJ00,1538.4
629,ZW25810,A025408,A043072,A043830,2017JJ00,1524.0
630,ZW25810,A025408,A043072,A043830,2018JJ00,1506.0
631,ZW25810,A025408,A043072,A043830,2019JJ00,1473.5
632,ZW25810,A025408,A043072,A043066,2012JJ00,783.0
633,ZW25810,A025408,A043072,A043066,2013JJ00,798.0
634,ZW25810,A025408,A043072,A043066,2014JJ00,785.0
635,ZW25810,A025408,A043072,A043066,2015JJ00,777.0
636,ZW25810,A025408,A043072,A043066,2016JJ00,766.0
637,ZW25810,A025408,A043072,A043066,2017JJ00,761.0
638,ZW25810,A025408,A043072,A043066,2018JJ00,751.0
639,ZW25810,A025408,A043072,A043066,2019JJ00,736.0
640,ZW25810,A025408,A043072,A043067,2012JJ00,1152.5
641,ZW25810,A025408,A043072,A043067,2013JJ00,1170.0
642,ZW25810,A025408,A043072,A043067,2014JJ00,1140.0
643,ZW25810,A025408,A043072,A043067,2015JJ00,1123.0
644,ZW25810,A025408,A043072,A043067,2016JJ00,1107.0
645,ZW25810,A025408,A043072,A043067,2017JJ00,1096.0
646,ZW25810,A025408,A043072,A043067,2018JJ00,1080.0
647,ZW25810,A025408,A043072,A043067,2019JJ00,1055.0
648,ZW25810,A025408,A043072,A043068,2012JJ00,1514.0
649,ZW25810,A025408,A043072,A043068,2013JJ00,1536.0
650,ZW25810,A025408,A043072,A043068,2014JJ00,1494.0
651,ZW25810,A025408,A043072,A043068,2015JJ00,1469.0
652,ZW25810,A025408,A043072,A043068,2016JJ00,1449.0
653,ZW25810,A025408,A043072,A043068,2017JJ00,1435.0
654,ZW25810,A025408,A043072,A043068,2018JJ00,1415.0
655,ZW25810,A025408,A043072,A043068,2019JJ00,1382.0
656,ZW25810,A025408,A043072,A043069,2012JJ00,1979.0
657,ZW25810,A025408,A043072,A043069,2013JJ00,2006.0
658,ZW25810,A025408,A043072,A043069,2014JJ00,1951.0
659,ZW25810,A025408,A043072,A043069,2015JJ00,1915.0
660,ZW25810,A025408,A043072,A043069,2016JJ00,1890.0
661,ZW25810,A025408,A043072,A043069,2017JJ00,1871.0
662,ZW25810,A025408,A043072,A043069,2018JJ00,1850.0
663,ZW25810,A025408,A043072,A043069,2019JJ00,1812.0
664,ZW25810,A025408,A043072,A043070,2012JJ00,2770.0
665,ZW25810,A025408,A043072,A043070,2013JJ00,2796.0
666,ZW25810,A025408,A043072,A043070,2014JJ00,2714.0
667,ZW25810,A025408,A043072,A043070,2015JJ00,2663.0
668,ZW25810,A025408,A043072,A043070,2016JJ00,2632.0
669,ZW25810,A025408,A043072,A043070,2017JJ00,2608.0
670,ZW25810,A025408,A043072,A043070,2018JJ00,2588.0
671,ZW25810,A025408,A043072,A043070,2019JJ00,2536.0
672,ZW25810,A025408,A043073,A043830,2012JJ00,1097.4
673,ZW25810,A025408,A043073,A043830,2013JJ00,1102.9
674,ZW25810,A025408,A043073,A043830,2014JJ00,1066.7
675,ZW25810,A025408,A043073,A043830,2015JJ00,1044.4
676,ZW25810,A025408,A043073,A043830,2016JJ00,1027.0
677,ZW25810,A025408,A043073,A043830,2017JJ00,1008.0
678,ZW25810,A025408,A043073,A043830,2018JJ00,991.0
679,ZW25810,A025408,A043073,A043830,2019JJ00,962.9
680,ZW25810,A025408,A043073,A043066,2012JJ00,564.0
681,ZW25810,A025408,A043073,A043066,2013JJ00,569.5
682,ZW25810,A025408,A043073,A043066,2014JJ00,555.0
683,ZW25810,A025408,A043073,A043066,2015JJ00,550.5
684,ZW25810,A025408,A043073,A043066,2016JJ00,540.0
685,ZW25810,A025408,A043073,A043066,2017JJ00,532.5
686,ZW25810,A025408,A043073,A043066,2018JJ00,523.0
687,ZW25810,A025408,A043073,A043066,2019JJ00,510.0
688,ZW25810,A025408,A043073,A043067,2012JJ00,806.0
689,ZW25810,A025408,A043073,A043067,2013JJ00,809.0
690,ZW25810,A025408,A043073,A043067,2014JJ00,782.0
691,ZW25810,A025408,A043073,A043067,2015JJ00,768.0
692,ZW25810,A025408,A043073,A043067,2016JJ00,751.5
693,ZW25810,A025408,A043073,A043067,2017JJ00,737.5
694,ZW25810,A025408,A043073,A043067,2018JJ00,723.0
695,ZW25810,A025408,A043073,A043067,2019JJ00,702.5
696,ZW25810,A025408,A043073,A043068,2012JJ00,1046.5
697,ZW25810,A025408,A043073,A043068,2013JJ00,1047.0
698,ZW25810,A025408,A043073,A043068,2014JJ00,1011.0
699,ZW25810,A025408,A043073,A043068,2015JJ00,988.5
700,ZW25810,A025408,A043073,A043068,2016JJ00,970.0
701,ZW25810,A025408,A043073,A043068,2017JJ00,950.0
702,ZW25810,A025408,A043073,A043068,2018JJ00,934.0
703,ZW25810,A025408,A043073,A043068,2019JJ00,906.0
704,ZW25810,A025408,A043073,A043069,2012JJ00,1341.5
705,ZW25810,A025408,A043073,A043069,2013JJ00,1348.0
706,ZW25810,A025408,A043073,A043069,2014JJ00,1302.0
707,ZW25810,A025408,A043073,A043069,2015JJ00,1271.5
708,ZW25810,A025408,A043073,A043069,2016JJ00,1251.8
709,ZW25810,A025408,A043073,A043069,2017JJ00,1229.5
710,ZW25810,A025408,A043073,A043069,2018JJ00,1207.0
711,ZW25810,A025408,A043073,A043069,2019JJ00,1172.5
712,ZW25810,A025408,A043073,A043070,2012JJ00,1815.5
713,ZW25810,A025408,A043073,A043070,2013JJ00,1833.5
714,ZW25810,A025408,A043073,A043070,2014JJ00,1774.5
715,ZW25810,A025408,A043073,A043070,2015JJ00,1738.5
716,ZW25810,A025408,A043073,A043070,2016JJ00,1717.0
717,ZW25810,A025408,A043073,A043070,2017JJ00,1686.5
718,ZW25810,A025408,A043073,A043070,2018JJ00,1662.0
719,ZW25810,A025408,A043073,A043070,2019JJ00,1619.5
720,ZW25810,A025408,A043074,A043830,2012JJ00,838.3
721,ZW25810,A025408,A043074,A043830,2013JJ00,832.9
722,ZW25810,A025408,A043074,A043830,2014JJ00,803.7
723,ZW25810,A025408,A043074,A043830,2015JJ00,786.9
724,ZW25810,A025408,A043074,A043830,2016JJ00,772.2
725,ZW25810,A025408,A043074,A043830,2017JJ00,753.4
726,ZW25810,A025408,A043074,A043830,2018JJ00,738.0
727,ZW25810,A025408,A043074,A043830,2019JJ00,716.7
728,ZW25810,A025408,A043074,A043066,2012JJ00,411.7
729,ZW25810,A025408,A043074,A043066,2013JJ00,412.7
730,ZW25810,A025408,A043074,A043066,2014JJ00,403.0
731,ZW25810,A025408,A043074,A043066,2015JJ00,401.0
732,ZW25810,A025408,A043074,A043066,2016JJ00,394.3
733,ZW25810,A025408,A043074,A043066,2017JJ00,386.3
734,ZW25810,A025408,A043074,A043066,2018JJ00,378.0
735,ZW25810,A025408,A043074,A043066,2019JJ00,371.3
736,ZW25810,A025408,A043074,A043067,2012JJ00,602.7
737,ZW25810,A025408,A043074,A043067,2013JJ00,603.0
738,ZW25810,A025408,A043074,A043067,2014JJ00,582.0
739,ZW25810,A025408,A043074,A043067,2015JJ00,572.3
740,ZW25810,A025408,A043074,A043067,2016JJ00,559.0
741,ZW25810,A025408,A043074,A043067,2017JJ00,544.0
742,ZW25810,A025408,A043074,A043067,2018JJ00,530.0
743,ZW25810,A025408,A043074,A043067,2019JJ00,517.7
744,ZW25810,A025408,A043074,A043068,2012JJ00,798.7
745,ZW25810,A025408,A043074,A043068,2013JJ00,791.0
746,ZW25810,A025408,A043074,A043068,2014JJ00,762.7
747,ZW25810,A025408,A043074,A043068,2015JJ00,746.0
748,ZW25810,A025408,A043074,A043068,2016JJ00,728.7
749,ZW25810,A025408,A043074,A043068,2017JJ00,710.7
750,ZW25810,A025408,A043074,A043068,2018JJ00,694.0
751,ZW25810,A025408,A043074,A043068,2019JJ00,674.0
752,ZW25810,A025408,A043074,A043069,2012JJ00,1035.3
753,ZW25810,A025408,A043074,A043069,2013JJ00,1025.7
754,ZW25810,A025408,A043074,A043069,2014JJ00,988.7
755,ZW25810,A025408,A043074,A043069,2015JJ00,964.0
756,ZW25810,A025408,A043074,A043069,2016JJ00,945.7
757,ZW25810,A025408,A043074,A043069,2017JJ00,922.7
758,ZW25810,A025408,A043074,A043069,2018JJ00,906.0
759,ZW25810,A025408,A043074,A043069,2019JJ00,877.7
760,ZW25810,A025408,A043074,A043070,2012JJ00,1413.7
761,ZW25810,A025408,A043074,A043070,2013JJ00,1401.0
762,ZW25810,A025408,A043074,A043070,2014JJ00,1358.3
763,ZW25810,A025408,A043074,A043070,2015JJ00,1323.7
764,ZW25810,A025408,A043074,A043070,2016JJ00,1307.0
765,ZW25810,A025408,A043074,A043070,2017JJ00,1277.7
766,ZW25810,A025408,A043074,A043070,2018JJ00,1260.0
767,ZW25810,A025408,A043074,A043070,2019JJ00,1218.3
768,ZW25810,A025408,A043075,A043830,2012JJ00,675.0
769,ZW25810,A025408,A043075,A043830,2013JJ00,679.6
770,ZW25810,A025408,A043075,A043830,2014JJ00,656.0
771,ZW25810,A025408,A043075,A043830,2015JJ00,646.1
772,ZW25810,A025408,A043075,A043830,2016JJ00,631.2
773,ZW25810,A025408,A043075,A043830,2017JJ00,617.0
774,ZW25810,A025408,A043075,A043830,2018JJ00,603.0
775,ZW25810,A025408,A043075,A043830,2019JJ00,588.5
776,ZW25810,A025408,A043075,A043066,2012JJ00,339.5
777,ZW25810,A025408,A043075,A043066,2013JJ00,348.3
778,ZW25810,A025408,A043075,A043066,2014JJ00,345.8
779,ZW25810,A025408,A043075,A043066,2015JJ00,338.5
780,ZW25810,A025408,A043075,A043066,2016JJ00,331.8
781,ZW25810,A025408,A043075,A043066,2017JJ00,325.5
782,ZW25810,A025408,A043075,A043066,2018JJ00,318.0
783,ZW25810,A025408,A043075,A043066,2019JJ00,309.8
784,ZW25810,A025408,A043075,A043067,2012JJ00,492.0
785,ZW25810,A025408,A043075,A043067,2013JJ00,498.8
786,ZW25810,A025408,A043075,A043067,2014JJ00,482.0
787,ZW25810,A025408,A043075,A043067,2015JJ00,473.0
788,ZW25810,A025408,A043075,A043067,2016JJ00,462.8
789,ZW25810,A025408,A043075,A043067,2017JJ00,451.3
790,ZW25810,A025408,A043075,A043067,2018JJ00,439.0
791,ZW25810,A025408,A043075,A043067,2019JJ00,427.3
792,ZW25810,A025408,A043075,A043068,2012JJ00,640.8
793,ZW25810,A025408,A043075,A043068,2013JJ00,645.3
794,ZW25810,A025408,A043075,A043068,2014JJ00,620.5
795,ZW25810,A025408,A043075,A043068,2015JJ00,613.3
796,ZW25810,A025408,A043075,A043068,2016JJ00,597.5
797,ZW25810,A025408,A043075,A043068,2017JJ00,584.3
798,ZW25810,A025408,A043075,A043068,2018JJ00,570.0
799,ZW25810,A025408,A043075,A043068,2019JJ00,554.5
800,ZW25810,A025408,A043075,A043069,2012JJ00,827.0
801,ZW25810,A025408,A043075,A043069,2013JJ00,830.8
802,ZW25810,A025408,A043075,A043069,2014JJ00,800.8
803,ZW25810,A025408,A043075,A043069,2015JJ00,787.3
804,ZW25810,A025408,A043075,A043069,2016JJ00,769.5
805,ZW25810,A025408,A043075,A043069,2017JJ00,751.5
806,ZW25810,A025408,A043075,A043069,2018JJ00,735.0
807,ZW25810,A025408,A043075,A043069,2019JJ00,717.8
808,ZW25810,A025408,A043075,A043070,2012JJ00,1130.5
809,ZW25810,A025408,A043075,A043070,2013JJ00,1135.0
810,ZW25810,A025408,A043075,A043070,2014JJ00,1084.8
811,ZW25810,A025408,A043075,A043070,2015JJ00,1076.3
812,ZW25810,A025408,A043075,A043070,2016JJ00,1049.0
813,ZW25810,A025408,A043075,A043070,2017JJ00,1032.5
814,ZW25810,A025408,A043075,A043070,2018JJ00,1012.0
815,ZW25810,A025408,A043075,A043070,2019JJ00,992.8
816,ZW25810,A025408,A043076,A043830,2012JJ00,496.9
817,ZW25810,A025408,A043076,A043830,2013JJ00,501.7
818,ZW25810,A025408,A043076,A043830,2014JJ00,489.2
819,ZW25810,A025408,A043076,A043830,2015JJ00,480.1
820,ZW25810,A025408,A043076,A043830,2016JJ00,474.0
821,ZW25810,A025408,A043076,A043830,2017JJ00,467.8
822,ZW25810,A025408,A043076,A043830,2018JJ00,462.0
823,ZW25810,A025408,A043076,A043830,2019JJ00,452.9
824,ZW25810,A025408,A043076,A043066,2012JJ00,256.4
825,ZW25810,A025408,A043076,A043066,2013JJ00,261.2
826,ZW25810,A025408,A043076,A043066,2014JJ00,257.8
827,ZW25810,A025408,A043076,A043066,2015JJ00,253.0
828,ZW25810,A025408,A043076,A043066,2016JJ00,250.4
829,ZW25810,A025408,A043076,A043066,2017JJ00,250.0
830,ZW25810,A025408,A043076,A043066,2018JJ00,245.0
831,ZW25810,A025408,A043076,A043066,2019JJ00,241.4
832,ZW25810,A025408,A043076,A043067,2012JJ00,368.4
833,ZW25810,A025408,A043076,A043067,2013JJ00,373.8
834,ZW25810,A025408,A043076,A043067,2014JJ00,361.4
835,ZW25810,A025408,A043076,A043067,2015JJ00,354.8
836,ZW25810,A025408,A043076,A043067,2016JJ00,352.5
837,ZW25810,A025408,A043076,A043067,2017JJ00,346.8
838,ZW25810,A025408,A043076,A043067,2018JJ00,342.0
839,ZW25810,A025408,A043076,A043067,2019JJ00,334.3
840,ZW25810,A025408,A043076,A043068,2012JJ00,474.4
841,ZW25810,A025408,A043076,A043068,2013JJ00,474.9
842,ZW25810,A025408,A043076,A043068,2014JJ00,466.0
843,ZW25810,A025408,A043076,A043068,2015JJ00,455.8
844,ZW25810,A025408,A043076,A043068,2016JJ00,449.8
845,ZW25810,A025408,A043076,A043068,2017JJ00,443.3
846,ZW25810,A025408,A043076,A043068,2018JJ00,435.0
847,ZW25810,A025408,A043076,A043068,2019JJ00,427.0
848,ZW25810,A025408,A043076,A043069,2012JJ00,604.7
849,ZW25810,A025408,A043076,A043069,2013JJ00,608.8
850,ZW25810,A025408,A043076,A043069,2014JJ00,593.2
851,ZW25810,A025408,A043076,A043069,2015JJ00,579.0
852,ZW25810,A025408,A043076,A043069,2016JJ00,572.0
853,ZW25810,A025408,A043076,A043069,2017JJ00,565.0
854,ZW25810,A025408,A043076,A043069,2018JJ00,559.0
855,ZW25810,A025408,A043076,A043069,2019JJ00,548.2
856,ZW25810,A025408,A043076,A043070,2012JJ00,824.2
857,ZW25810,A025408,A043076,A043070,2013JJ00,830.4
858,ZW25810,A025408,A043076,A043070,2014JJ00,814.0
859,ZW25810,A025408,A043076,A043070,2015JJ00,798.4
860,ZW25810,A025408,A043076,A043070,2016JJ00,784.3
861,ZW25810,A025408,A043076,A043070,2017JJ00,774.0
862,ZW25810,A025408,A043076,A043070,2018JJ00,773.0
863,ZW25810,A025408,A043076,A043070,2019JJ00,757.0
864,ZW25810,A025409,T001351,A043830,2012JJ00,1440.2
865,ZW25810,A025409,T001351,A043830,2013JJ00,1448.9
866,ZW25810,A025409,T001351,A043830,2014JJ00,1408.3
867,ZW25810,A025409,T001351,A043830,2015JJ00,1383.2
868,ZW25810,A025409,T001351,A043830,2016JJ00,1367.7
869,ZW25810,A025409,T001351,A043830,2017JJ00,1354.5
870,ZW25810,A025409,T001351,A043830,2018JJ00,1338.0
871,ZW25810,A025409,T001351,A043830,2019JJ00,1307.2
872,ZW25810,A025409,T001351,A043066,2012JJ00,590.6
873,ZW25810,A025409,T001351,A043066,2013JJ00,597.4
874,ZW25810,A025409,T001351,A043066,2014JJ00,580.5
875,ZW25810,A025409,T001351,A043066,2015JJ00,572.0
