ID,Zorgtype,Zorgaanbieders,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
2121,A052954,A052943,2022JJ00,41
2122,A052954,A052943,2023JJ00,47
2123,A052954,A052943,2024JJ00,51
2124,A052954,A052944,2021JJ00,41
2125,A052954,A052944,2022JJ00,43
2126,A052954,A052944,2023JJ00,48
2127,A052954,A052944,2024JJ00,53
2128,A052954,A052945,2021JJ00,64
2129,A052954,A052945,2022JJ00,63
2130,A052954,A052945,2023JJ00,78
2131,A052954,A052945,2024JJ00,85
2132,A052954,A052946,2021JJ00,1062
2133,A052954,A052946,2022JJ00,1065
2134,A052954,A052946,2023JJ00,1162
2135,A052954,A052946,2024JJ00,1285
2136,A052954,A052947,2021JJ00,0
2137,A052954,A052947,2022JJ00,0
2138,A052954,A052947,2023JJ00,0
2139,A052954,A052947,2024JJ00,0
2140,A052954,A052948,2021JJ00,0
2141,A052954,A052948,2022JJ00,0
2142,A052954,A052948,2023JJ00,0
2143,A052954,A052948,2024JJ00,0
2144,A052954,A052949,2021JJ00,87
2145,A052954,A052949,2022JJ00,86
2146,A052954,A052949,2023JJ00,94
2147,A052954,A052949,2024JJ00,102
2148,A052954,A052950,2021JJ00,974
2149,A052954,A052950,2022JJ00,978
2150,A052954,A052950,2023JJ00,1068
2151,A052954,A052950,2024JJ00,1182
2152,A052954,A052951,2021JJ00,1
2153,A052954,A052951,2022JJ00,1
2154,A052954,A052951,2023JJ00,1
2155,A052954,A052951,2024JJ00,1
2156,A052954,A052952,2021JJ00,0
2157,A052954,A052952,2022JJ00,0
2158,A052954,A052952,2023JJ00,0
2159,A052954,A052952,2024JJ00,0
2160,A052918,T001699,2021JJ00,2004
2161,A052918,T001699,2022JJ00,2306
2162,A052918,T001699,2023JJ00,2713
2163,A052918,T001699,2024JJ00,3069
2164,A052918,A052927,2021JJ00,1694
2165,A052918,A052927,2022JJ00,1977
2166,A052918,A052927,2023JJ00,2338
2167,A052918,A052927,2024JJ00,2646
2168,A052918,A052928,2021JJ00,7
2169,A052918,A052928,2022JJ00,9
2170,A052918,A052928,2023JJ00,11
2171,A052918,A052928,2024JJ00,12
2172,A052918,A052929,2021JJ00,7
2173,A052918,A052929,2022JJ00,9
2174,A052918,A052929,2023JJ00,11
2175,A052918,A052929,2024JJ00,12
2176,A052918,A052930,2021JJ00,0
2177,A052918,A052930,2022JJ00,0
2178,A052918,A052930,2023JJ00,0
2179,A052918,A052930,2024JJ00,0
2180,A052918,A052931,2021JJ00,0
2181,A052918,A052931,2022JJ00,0
2182,A052918,A052931,2023JJ00,0
2183,A052918,A052931,2024JJ00,0
2184,A052918,A052932,2021JJ00,1144
2185,A052918,A052932,2022JJ00,1313
2186,A052918,A052932,2023JJ00,1537
2187,A052918,A052932,2024JJ00,1740
2188,A052918,A052933,2021JJ00,0
2189,A052918,A052933,2022JJ00,0
2190,A052918,A052933,2023JJ00,0
2191,A052918,A052933,2024JJ00,0
2192,A052918,A052934,2021JJ00,0
2193,A052918,A052934,2022JJ00,0
2194,A052918,A052934,2023JJ00,0
2195,A052918,A052934,2024JJ00,0
2196,A052918,A052935,2021JJ00,0
2197,A052918,A052935,2022JJ00,0
2198,A052918,A052935,2023JJ00,0
2199,A052918,A052935,2024JJ00,0
2200,A052918,A052936,2021JJ00,161
2201,A052918,A052936,2022JJ00,209
2202,A052918,A052936,2023JJ00,268
2203,A052918,A052936,2024JJ00,302
2204,A052918,A052937,2021JJ00,343
2205,A052918,A052937,2022JJ00,408
2206,A052918,A052937,2023JJ00,477
2207,A052918,A052937,2024JJ00,540
2208,A052918,A052938,2021JJ00,0
2209,A052918,A052938,2022JJ00,0
2210,A052918,A052938,2023JJ00,0
2211,A052918,A052938,2024JJ00,0
2212,A052918,A052939,2021JJ00,0
2213,A052918,A052939,2022JJ00,0
2214,A052918,A052939,2023JJ00,0
2215,A052918,A052939,2024JJ00,0
2216,A052918,A052940,2021JJ00,38
2217,A052918,A052940,2022JJ00,39
2218,A052918,A052940,2023JJ00,46
2219,A052918,A052940,2024JJ00,52
2220,A052918,A052941,2021JJ00,284
2221,A052918,A052941,2022JJ00,301
2222,A052918,A052941,2023JJ00,346
2223,A052918,A052941,2024JJ00,392
2224,A052918,A052942,2021JJ00,0
2225,A052918,A052942,2022JJ00,0
2226,A052918,A052942,2023JJ00,0
2227,A052918,A052942,2024JJ00,0
2228,A052918,A052943,2021JJ00,10
2229,A052918,A052943,2022JJ00,9
2230,A052918,A052943,2023JJ00,13
2231,A052918,A052943,2024JJ00,14
2232,A052918,A052944,2021JJ00,259
2233,A052918,A052944,2022JJ00,276
2234,A052918,A052944,2023JJ00,315
2235,A052918,A052944,2024JJ00,356
2236,A052918,A052945,2021JJ00,15
2237,A052918,A052945,2022JJ00,16
2238,A052918,A052945,2023JJ00,19
2239,A052918,A052945,2024JJ00,22
2240,A052918,A052946,2021JJ00,26
2241,A052918,A052946,2022JJ00,28
2242,A052918,A052946,2023JJ00,28
2243,A052918,A052946,2024JJ00,31
2244,A052918,A052947,2021JJ00,0
2245,A052918,A052947,2022JJ00,0
2246,A052918,A052947,2023JJ00,0
2247,A052918,A052947,2024JJ00,0
2248,A052918,A052948,2021JJ00,0
2249,A052918,A052948,2022JJ00,0
2250,A052918,A052948,2023JJ00,0
2251,A052918,A052948,2024JJ00,0
2252,A052918,A052949,2021JJ00,26
2253,A052918,A052949,2022JJ00,28
2254,A052918,A052949,2023JJ00,28
2255,A052918,A052949,2024JJ00,31
2256,A052918,A052950,2021JJ00,0
2257,A052918,A052950,2022JJ00,0
2258,A052918,A052950,2023JJ00,0
2259,A052918,A052950,2024JJ00,0
2260,A052918,A052951,2021JJ00,0
2261,A052918,A052951,2022JJ00,0
2262,A052918,A052951,2023JJ00,0
2263,A052918,A052951,2024JJ00,0
2264,A052918,A052952,2021JJ00,0
2265,A052918,A052952,2022JJ00,0
2266,A052918,A052952,2023JJ00,0
2267,A052918,A052952,2024JJ00,0
2268,A052919,T001699,2021JJ00,1664
2269,A052919,T001699,2022JJ00,2500
2270,A052919,T001699,2023JJ00,3852
2271,A052919,T001699,2024JJ00,4828
2272,A052919,A052927,2021JJ00,0
2273,A052919,A052927,2022JJ00,0
2274,A052919,A052927,2023JJ00,0
2275,A052919,A052927,2024JJ00,0
2276,A052919,A052928,2021JJ00,0
2277,A052919,A052928,2022JJ00,0
2278,A052919,A052928,2023JJ00,0
2279,A052919,A052928,2024JJ00,0
2280,A052919,A052929,2021JJ00,0
2281,A052919,A052929,2022JJ00,0
2282,A052919,A052929,2023JJ00,0
2283,A052919,A052929,2024JJ00,0
2284,A052919,A052930,2021JJ00,0
2285,A052919,A052930,2022JJ00,0
2286,A052919,A052930,2023JJ00,0
2287,A052919,A052930,2024JJ00,0
2288,A052919,A052931,2021JJ00,0
2289,A052919,A052931,2022JJ00,0
2290,A052919,A052931,2023JJ00,0
2291,A052919,A052931,2024JJ00,0
2292,A052919,A052932,2021JJ00,0
2293,A052919,A052932,2022JJ00,0
2294,A052919,A052932,2023JJ00,0
2295,A052919,A052932,2024JJ00,0
2296,A052919,A052933,2021JJ00,0
2297,A052919,A052933,2022JJ00,0
2298,A052919,A052933,2023JJ00,0
2299,A052919,A052933,2024JJ00,0
2300,A052919,A052934,2021JJ00,0
2301,A052919,A052934,2022JJ00,0
2302,A052919,A052934,2023JJ00,0
2303,A052919,A052934,2024JJ00,0
2304,A052919,A052935,2021JJ00,0
2305,A052919,A052935,2022JJ00,0
2306,A052919,A052935,2023JJ00,0
2307,A052919,A052935,2024JJ00,0
2308,A052919,A052936,2021JJ00,0
2309,A052919,A052936,2022JJ00,0
2310,A052919,A052936,2023JJ00,0
2311,A052919,A052936,2024JJ00,0
2312,A052919,A052937,2021JJ00,0
2313,A052919,A052937,2022JJ00,0
2314,A052919,A052937,2023JJ00,0
2315,A052919,A052937,2024JJ00,0
2316,A052919,A052938,2021JJ00,0
2317,A052919,A052938,2022JJ00,0
2318,A052919,A052938,2023JJ00,0
2319,A052919,A052938,2024JJ00,0
2320,A052919,A052939,2021JJ00,0
2321,A052919,A052939,2022JJ00,0
2322,A052919,A052939,2023JJ00,0
2323,A052919,A052939,2024JJ00,0
2324,A052919,A052940,2021JJ00,0
2325,A052919,A052940,2022JJ00,0
2326,A052919,A052940,2023JJ00,0
2327,A052919,A052940,2024JJ00,0
2328,A052919,A052941,2021JJ00,1664
2329,A052919,A052941,2022JJ00,2500
2330,A052919,A052941,2023JJ00,3852
2331,A052919,A052941,2024JJ00,4828
2332,A052919,A052942,2021JJ00,0
2333,A052919,A052942,2022JJ00,0
2334,A052919,A052942,2023JJ00,0
2335,A052919,A052942,2024JJ00,0
2336,A052919,A052943,2021JJ00,151
2337,A052919,A052943,2022JJ00,206
2338,A052919,A052943,2023JJ00,341
2339,A052919,A052943,2024JJ00,431
2340,A052919,A052944,2021JJ00,1512
2341,A052919,A052944,2022JJ00,2295
2342,A052919,A052944,2023JJ00,3511
2343,A052919,A052944,2024JJ00,4397
2344,A052919,A052945,2021JJ00,0
2345,A052919,A052945,2022JJ00,0
2346,A052919,A052945,2023JJ00,0
2347,A052919,A052945,2024JJ00,0
2348,A052919,A052946,2021JJ00,0
2349,A052919,A052946,2022JJ00,0
2350,A052919,A052946,2023JJ00,0
2351,A052919,A052946,2024JJ00,0
2352,A052919,A052947,2021JJ00,0
2353,A052919,A052947,2022JJ00,0
2354,A052919,A052947,2023JJ00,0
2355,A052919,A052947,2024JJ00,0
2356,A052919,A052948,2021JJ00,0
2357,A052919,A052948,2022JJ00,0
2358,A052919,A052948,2023JJ00,0
2359,A052919,A052948,2024JJ00,0
2360,A052919,A052949,2021JJ00,0
2361,A052919,A052949,2022JJ00,0
2362,A052919,A052949,2023JJ00,0
2363,A052919,A052949,2024JJ00,0
2364,A052919,A052950,2021JJ00,0
2365,A052919,A052950,2022JJ00,0
2366,A052919,A052950,2023JJ00,0
2367,A052919,A052950,2024JJ00,0
2368,A052919,A052951,2021JJ00,0
2369,A052919,A052951,2022JJ00,0
2370,A052919,A052951,2023JJ00,0
2371,A052919,A052951,2024JJ00,0
2372,A052919,A052952,2021JJ00,0
2373,A052919,A052952,2022JJ00,0
2374,A052919,A052952,2023JJ00,0
2375,A052919,A052952,2024JJ00,0
2376,A052920,T001699,2021JJ00,3076
2377,A052920,T001699,2022JJ00,3480
2378,A052920,T001699,2023JJ00,3642
2379,A052920,T001699,2024JJ00,4064
2380,A052920,A052927,2021JJ00,291
2381,A052920,A052927,2022JJ00,309
2382,A052920,A052927,2023JJ00,297
2383,A052920,A052927,2024JJ00,321
2384,A052920,A052928,2021JJ00,3
2385,A052920,A052928,2022JJ00,4
2386,A052920,A052928,2023JJ00,4
2387,A052920,A052928,2024JJ00,4
2388,A052920,A052929,2021JJ00,0
2389,A052920,A052929,2022JJ00,0
2390,A052920,A052929,2023JJ00,0
2391,A052920,A052929,2024JJ00,0
2392,A052920,A052930,2021JJ00,0
2393,A052920,A052930,2022JJ00,0
2394,A052920,A052930,2023JJ00,0
2395,A052920,A052930,2024JJ00,0
2396,A052920,A052931,2021JJ00,3
2397,A052920,A052931,2022JJ00,4
2398,A052920,A052931,2023JJ00,4
2399,A052920,A052931,2024JJ00,4
2400,A052920,A052932,2021JJ00,78
2401,A052920,A052932,2022JJ00,87
2402,A052920,A052932,2023JJ00,87
2403,A052920,A052932,2024JJ00,94
2404,A052920,A052933,2021JJ00,0
2405,A052920,A052933,2022JJ00,0
2406,A052920,A052933,2023JJ00,0
2407,A052920,A052933,2024JJ00,0
2408,A052920,A052934,2021JJ00,0
2409,A052920,A052934,2022JJ00,0
2410,A052920,A052934,2023JJ00,0
2411,A052920,A052934,2024JJ00,0
2412,A052920,A052935,2021JJ00,0
2413,A052920,A052935,2022JJ00,0
2414,A052920,A052935,2023JJ00,0
2415,A052920,A052935,2024JJ00,0
2416,A052920,A052936,2021JJ00,106
2417,A052920,A052936,2022JJ00,106
2418,A052920,A052936,2023JJ00,100
2419,A052920,A052936,2024JJ00,108
2420,A052920,A052937,2021JJ00,23
2421,A052920,A052937,2022JJ00,34
2422,A052920,A052937,2023JJ00,33
2423,A052920,A052937,2024JJ00,36
2424,A052920,A052938,2021JJ00,0
2425,A052920,A052938,2022JJ00,0
2426,A052920,A052938,2023JJ00,0
2427,A052920,A052938,2024JJ00,0
2428,A052920,A052939,2021JJ00,0
2429,A052920,A052939,2022JJ00,0
2430,A052920,A052939,2023JJ00,0
2431,A052920,A052939,2024JJ00,0
2432,A052920,A052940,2021JJ00,80
2433,A052920,A052940,2022JJ00,78
2434,A052920,A052940,2023JJ00,73
2435,A052920,A052940,2024JJ00,80
2436,A052920,A052941,2021JJ00,2785
2437,A052920,A052941,2022JJ00,3171
2438,A052920,A052941,2023JJ00,3345
2439,A052920,A052941,2024JJ00,3743
2440,A052920,A052942,2021JJ00,0
2441,A052920,A052942,2022JJ00,0
2442,A052920,A052942,2023JJ00,0
2443,A052920,A052942,2024JJ00,0
2444,A052920,A052943,2021JJ00,40
2445,A052920,A052943,2022JJ00,45
2446,A052920,A052943,2023JJ00,49
2447,A052920,A052943,2024JJ00,53
2448,A052920,A052944,2021JJ00,21
2449,A052920,A052944,2022JJ00,24
2450,A052920,A052944,2023JJ00,24
2451,A052920,A052944,2024JJ00,26
2452,A052920,A052945,2021JJ00,2724
2453,A052920,A052945,2022JJ00,3103
2454,A052920,A052945,2023JJ00,3272
2455,A052920,A052945,2024JJ00,3665
2456,A052920,A052946,2021JJ00,0
2457,A052920,A052946,2022JJ00,0
2458,A052920,A052946,2023JJ00,0
2459,A052920,A052946,2024JJ00,0
2460,A052920,A052947,2021JJ00,0
2461,A052920,A052947,2022JJ00,0
2462,A052920,A052947,2023JJ00,0
2463,A052920,A052947,2024JJ00,0
2464,A052920,A052948,2021JJ00,0
2465,A052920,A052948,2022JJ00,0
2466,A052920,A052948,2023JJ00,0
2467,A052920,A052948,2024JJ00,0
2468,A052920,A052949,2021JJ00,0
2469,A052920,A052949,2022JJ00,0
2470,A052920,A052949,2023JJ00,0
2471,A052920,A052949,2024JJ00,0
2472,A052920,A052950,2021JJ00,0
2473,A052920,A052950,2022JJ00,0
2474,A052920,A052950,2023JJ00,0
2475,A052920,A052950,2024JJ00,0
2476,A052920,A052951,2021JJ00,0
2477,A052920,A052951,2022JJ00,0
2478,A052920,A052951,2023JJ00,0
2479,A052920,A052951,2024JJ00,0
2480,A052920,A052952,2021JJ00,0
2481,A052920,A052952,2022JJ00,0
2482,A052920,A052952,2023JJ00,0
2483,A052920,A052952,2024JJ00,0
2484,A052921,T001699,2021JJ00,5190
2485,A052921,T001699,2022JJ00,5834
2486,A052921,T001699,2023JJ00,6394
2487,A052921,T001699,2024JJ00,7166
2488,A052921,A052927,2021JJ00,2605
2489,A052921,A052927,2022JJ00,2872
2490,A052921,A052927,2023JJ00,3116
2491,A052921,A052927,2024JJ00,3489
2492,A052921,A052928,2021JJ00,34
2493,A052921,A052928,2022JJ00,33
2494,A052921,A052928,2023JJ00,35
2495,A052921,A052928,2024JJ00,38
2496,A052921,A052929,2021JJ00,5
2497,A052921,A052929,2022JJ00,5
2498,A052921,A052929,2023JJ00,5
2499,A052921,A052929,2024JJ00,6
2500,A052921,A052930,2021JJ00,19
2501,A052921,A052930,2022JJ00,17
2502,A052921,A052930,2023JJ00,18
2503,A052921,A052930,2024JJ00,20
2504,A052921,A052931,2021JJ00,10
2505,A052921,A052931,2022JJ00,11
2506,A052921,A052931,2023JJ00,12
2507,A052921,A052931,2024JJ00,12
2508,A052921,A052932,2021JJ00,1292
2509,A052921,A052932,2022JJ00,1504
2510,A052921,A052932,2023JJ00,1569
2511,A052921,A052932,2024JJ00,1746
2512,A052921,A052933,2021JJ00,0
2513,A052921,A052933,2022JJ00,0
2514,A052921,A052933,2023JJ00,0
2515,A052921,A052933,2024JJ00,0
2516,A052921,A052934,2021JJ00,0
2517,A052921,A052934,2022JJ00,0
2518,A052921,A052934,2023JJ00,0
2519,A052921,A052934,2024JJ00,0
2520,A052921,A052935,2021JJ00,34
2521,A052921,A052935,2022JJ00,26
2522,A052921,A052935,2023JJ00,25
2523,A052921,A052935,2024JJ00,32
2524,A052921,A052936,2021JJ00,139
2525,A052921,A052936,2022JJ00,151
2526,A052921,A052936,2023JJ00,189
2527,A052921,A052936,2024JJ00,210
2528,A052921,A052937,2021JJ00,1009
2529,A052921,A052937,2022JJ00,1063
2530,A052921,A052937,2023JJ00,1171
2531,A052921,A052937,2024JJ00,1308
2532,A052921,A052938,2021JJ00,13
2533,A052921,A052938,2022JJ00,11
2534,A052921,A052938,2023JJ00,24
2535,A052921,A052938,2024JJ00,27
2536,A052921,A052939,2021JJ00,0
2537,A052921,A052939,2022JJ00,0
2538,A052921,A052939,2023JJ00,0
2539,A052921,A052939,2024JJ00,0
2540,A052921,A052940,2021JJ00,83
2541,A052921,A052940,2022JJ00,84
2542,A052921,A052940,2023JJ00,104
2543,A052921,A052940,2024JJ00,127
2544,A052921,A052941,2021JJ00,2411
2545,A052921,A052941,2022JJ00,2754
2546,A052921,A052941,2023JJ00,3066
2547,A052921,A052941,2024JJ00,3447
2548,A052921,A052942,2021JJ00,36
2549,A052921,A052942,2022JJ00,50
2550,A052921,A052942,2023JJ00,49
2551,A052921,A052942,2024JJ00,51
2552,A052921,A052943,2021JJ00,2203
2553,A052921,A052943,2022JJ00,2459
2554,A052921,A052943,2023JJ00,2758
2555,A052921,A052943,2024JJ00,3085
2556,A052921,A052944,2021JJ00,100
2557,A052921,A052944,2022JJ00,104
2558,A052921,A052944,2023JJ00,115
2559,A052921,A052944,2024JJ00,129
2560,A052921,A052945,2021JJ00,72
2561,A052921,A052945,2022JJ00,141
2562,A052921,A052945,2023JJ00,145
2563,A052921,A052945,2024JJ00,182
2564,A052921,A052946,2021JJ00,174
2565,A052921,A052946,2022JJ00,208
2566,A052921,A052946,2023JJ00,212
2567,A052921,A052946,2024JJ00,231
2568,A052921,A052947,2021JJ00,0
2569,A052921,A052947,2022JJ00,0
2570,A052921,A052947,2023JJ00,0
2571,A052921,A052947,2024JJ00,0
2572,A052921,A052948,2021JJ00,0
2573,A052921,A052948,2022JJ00,0
2574,A052921,A052948,2023JJ00,0
2575,A052921,A052948,2024JJ00,0
2576,A052921,A052949,2021JJ00,112
2577,A052921,A052949,2022JJ00,154
2578,A052921,A052949,2023JJ00,166
2579,A052921,A052949,2024JJ00,181
2580,A052921,A052950,2021JJ00,62
2581,A052921,A052950,2022JJ00,54
2582,A052921,A052950,2023JJ00,46
2583,A052921,A052950,2024JJ00,49
2584,A052921,A052951,2021JJ00,0
2585,A052921,A052951,2022JJ00,0
2586,A052921,A052951,2023JJ00,0
2587,A052921,A052951,2024JJ00,0
2588,A052921,A052952,2021JJ00,0
2589,A052921,A052952,2022JJ00,0
2590,A052921,A052952,2023JJ00,0
2591,A052921,A052952,2024JJ00,0
2592,A052922,T001699,2021JJ00,5521
2593,A052922,T001699,2022JJ00,6218
2594,A052922,T001699,2023JJ00,6975
2595,A052922,T001699,2024JJ00,7956
2596,A052922,A052927,2021JJ00,0
2597,A052922,A052927,2022JJ00,0
2598,A052922,A052927,2023JJ00,0
2599,A052922,A052927,2024JJ00,0
2600,A052922,A052928,2021JJ00,0
2601,A052922,A052928,2022JJ00,0
2602,A052922,A052928,2023JJ00,0
2603,A052922,A052928,2024JJ00,0
2604,A052922,A052929,2021JJ00,0
2605,A052922,A052929,2022JJ00,0
2606,A052922,A052929,2023JJ00,0
2607,A052922,A052929,2024JJ00,0
2608,A052922,A052930,2021JJ00,0
2609,A052922,A052930,2022JJ00,0
2610,A052922,A052930,2023JJ00,0
2611,A052922,A052930,2024JJ00,0
2612,A052922,A052931,2021JJ00,0
2613,A052922,A052931,2022JJ00,0
2614,A052922,A052931,2023JJ00,0
2615,A052922,A052931,2024JJ00,0
2616,A052922,A052932,2021JJ00,0
2617,A052922,A052932,2022JJ00,0
2618,A052922,A052932,2023JJ00,0
2619,A052922,A052932,2024JJ00,0
2620,A052922,A052933,2021JJ00,0
2621,A052922,A052933,2022JJ00,0
2622,A052922,A052933,2023JJ00,0
2623,A052922,A052933,2024JJ00,0
2624,A052922,A052934,2021JJ00,0
2625,A052922,A052934,2022JJ00,0
2626,A052922,A052934,2023JJ00,0
2627,A052922,A052934,2024JJ00,0
2628,A052922,A052935,2021JJ00,0
2629,A052922,A052935,2022JJ00,0
2630,A052922,A052935,2023JJ00,0
2631,A052922,A052935,2024JJ00,0
2632,A052922,A052936,2021JJ00,0
2633,A052922,A052936,2022JJ00,0
2634,A052922,A052936,2023JJ00,0
2635,A052922,A052936,2024JJ00,0
2636,A052922,A052937,2021JJ00,0
2637,A052922,A052937,2022JJ00,0
2638,A052922,A052937,2023JJ00,0
2639,A052922,A052937,2024JJ00,0
2640,A052922,A052938,2021JJ00,0
2641,A052922,A052938,2022JJ00,0
2642,A052922,A052938,2023JJ00,0
2643,A052922,A052938,2024JJ00,0
2644,A052922,A052939,2021JJ00,0
2645,A052922,A052939,2022JJ00,0
2646,A052922,A052939,2023JJ00,0
2647,A052922,A052939,2024JJ00,0
2648,A052922,A052940,2021JJ00,0
2649,A052922,A052940,2022JJ00,0
2650,A052922,A052940,2023JJ00,0
2651,A052922,A052940,2024JJ00,0
2652,A052922,A052941,2021JJ00,5521
2653,A052922,A052941,2022JJ00,6218
2654,A052922,A052941,2023JJ00,6975
2655,A052922,A052941,2024JJ00,7956
2656,A052922,A052942,2021JJ00,5521
2657,A052922,A052942,2022JJ00,6218
2658,A052922,A052942,2023JJ00,6975
2659,A052922,A052942,2024JJ00,7956
2660,A052922,A052943,2021JJ00,0
2661,A052922,A052943,2022JJ00,0
2662,A052922,A052943,2023JJ00,0
2663,A052922,A052943,2024JJ00,0
2664,A052922,A052944,2021JJ00,0
2665,A052922,A052944,2022JJ00,0
2666,A052922,A052944,2023JJ00,0
2667,A052922,A052944,2024JJ00,0
2668,A052922,A052945,2021JJ00,0
2669,A052922,A052945,2022JJ00,0
2670,A052922,A052945,2023JJ00,0
2671,A052922,A052945,2024JJ00,0
2672,A052922,A052946,2021JJ00,0
2673,A052922,A052946,2022JJ00,0
2674,A052922,A052946,2023JJ00,0
2675,A052922,A052946,2024JJ00,0
2676,A052922,A052947,2021JJ00,0
2677,A052922,A052947,2022JJ00,0
2678,A052922,A052947,2023JJ00,0
2679,A052922,A052947,2024JJ00,0
2680,A052922,A052948,2021JJ00,0
2681,A052922,A052948,2022JJ00,0
2682,A052922,A052948,2023JJ00,0
2683,A052922,A052948,2024JJ00,0
2684,A052922,A052949,2021JJ00,0
2685,A052922,A052949,2022JJ00,0
2686,A052922,A052949,2023JJ00,0
2687,A052922,A052949,2024JJ00,0
2688,A052922,A052950,2021JJ00,0
2689,A052922,A052950,2022JJ00,0
2690,A052922,A052950,2023JJ00,0
2691,A052922,A052950,2024JJ00,0
2692,A052922,A052951,2021JJ00,0
2693,A052922,A052951,2022JJ00,0
2694,A052922,A052951,2023JJ00,0
2695,A052922,A052951,2024JJ00,0
2696,A052922,A052952,2021JJ00,0
2697,A052922,A052952,2022JJ00,0
2698,A052922,A052952,2023JJ00,0
2699,A052922,A052952,2024JJ00,0
2700,A052923,T001699,2021JJ00,1500
2701,A052923,T001699,2022JJ00,1569
2702,A052923,T001699,2023JJ00,1661
2703,A052923,T001699,2024JJ00,1757
2704,A052923,A052927,2021JJ00,1495
2705,A052923,A052927,2022JJ00,1564
2706,A052923,A052927,2023JJ00,1658
2707,A052923,A052927,2024JJ00,1754
2708,A052923,A052928,2021JJ00,1050
2709,A052923,A052928,2022JJ00,1080
2710,A052923,A052928,2023JJ00,1134
2711,A052923,A052928,2024JJ00,1191
2712,A052923,A052929,2021JJ00,538
2713,A052923,A052929,2022JJ00,572
2714,A052923,A052929,2023JJ00,609
2715,A052923,A052929,2024JJ00,629
2716,A052923,A052930,2021JJ00,487
2717,A052923,A052930,2022JJ00,481
2718,A052923,A052930,2023JJ00,497
2719,A052923,A052930,2024JJ00,529
2720,A052923,A052931,2021JJ00,25
2721,A052923,A052931,2022JJ00,27
2722,A052923,A052931,2023JJ00,29
2723,A052923,A052931,2024JJ00,33
2724,A052923,A052932,2021JJ00,149
2725,A052923,A052932,2022JJ00,161
2726,A052923,A052932,2023JJ00,174
2727,A052923,A052932,2024JJ00,190
2728,A052923,A052933,2021JJ00,17
2729,A052923,A052933,2022JJ00,17
2730,A052923,A052933,2023JJ00,18
2731,A052923,A052933,2024JJ00,20
2732,A052923,A052934,2021JJ00,0
2733,A052923,A052934,2022JJ00,0
2734,A052923,A052934,2023JJ00,0
2735,A052923,A052934,2024JJ00,0
2736,A052923,A052935,2021JJ00,0
2737,A052923,A052935,2022JJ00,0
2738,A052923,A052935,2023JJ00,0
2739,A052923,A052935,2024JJ00,0
2740,A052923,A052936,2021JJ00,18
2741,A052923,A052936,2022JJ00,18
2742,A052923,A052936,2023JJ00,23
2743,A052923,A052936,2024JJ00,25
2744,A052923,A052937,2021JJ00,10
2745,A052923,A052937,2022JJ00,9
2746,A052923,A052937,2023JJ00,9
2747,A052923,A052937,2024JJ00,11
2748,A052923,A052938,2021JJ00,0
2749,A052923,A052938,2022JJ00,0
2750,A052923,A052938,2023JJ00,0
2751,A052923,A052938,2024JJ00,0
2752,A052923,A052939,2021JJ00,0
2753,A052923,A052939,2022JJ00,0
2754,A052923,A052939,2023JJ00,0
2755,A052923,A052939,2024JJ00,0
2756,A052923,A052940,2021JJ00,252
2757,A052923,A052940,2022JJ00,278
2758,A052923,A052940,2023JJ00,299
2759,A052923,A052940,2024JJ00,318
2760,A052923,A052941,2021JJ00,5
2761,A052923,A052941,2022JJ00,6
2762,A052923,A052941,2023JJ00,3
2763,A052923,A052941,2024JJ00,3
2764,A052923,A052942,2021JJ00,0
2765,A052923,A052942,2022JJ00,0
2766,A052923,A052942,2023JJ00,0
2767,A052923,A052942,2024JJ00,0
2768,A052923,A052943,2021JJ00,5
2769,A052923,A052943,2022JJ00,6
2770,A052923,A052943,2023JJ00,3
2771,A052923,A052943,2024JJ00,3
2772,A052923,A052944,2021JJ00,0
2773,A052923,A052944,2022JJ00,0
2774,A052923,A052944,2023JJ00,0
2775,A052923,A052944,2024JJ00,0
2776,A052923,A052945,2021JJ00,0
2777,A052923,A052945,2022JJ00,0
2778,A052923,A052945,2023JJ00,0
2779,A052923,A052945,2024JJ00,0
2780,A052923,A052946,2021JJ00,0
2781,A052923,A052946,2022JJ00,0
2782,A052923,A052946,2023JJ00,0
2783,A052923,A052946,2024JJ00,0
2784,A052923,A052947,2021JJ00,0
2785,A052923,A052947,2022JJ00,0
2786,A052923,A052947,2023JJ00,0
2787,A052923,A052947,2024JJ00,0
2788,A052923,A052948,2021JJ00,0
2789,A052923,A052948,2022JJ00,0
2790,A052923,A052948,2023JJ00,0
2791,A052923,A052948,2024JJ00,0
2792,A052923,A052949,2021JJ00,0
2793,A052923,A052949,2022JJ00,0
2794,A052923,A052949,2023JJ00,0
2795,A052923,A052949,2024JJ00,0
2796,A052923,A052950,2021JJ00,0
2797,A052923,A052950,2022JJ00,0
2798,A052923,A052950,2023JJ00,0
2799,A052923,A052950,2024JJ00,0
2800,A052923,A052951,2021JJ00,0
2801,A052923,A052951,2022JJ00,0
2802,A052923,A052951,2023JJ00,0
2803,A052923,A052951,2024JJ00,0
2804,A052923,A052952,2021JJ00,0
2805,A052923,A052952,2022JJ00,0
2806,A052923,A052952,2023JJ00,0
2807,A052923,A052952,2024JJ00,0
2808,A052924,T001699,2021JJ00,1428
2809,A052924,T001699,2022JJ00,1495
2810,A052924,T001699,2023JJ00,1601
2811,A052924,T001699,2024JJ00,1625
2812,A052924,A052927,2021JJ00,1428
