ID,Woningkenmerken,RegioS,Perioden,GemiddeldAardgasverbruik_1,GemiddeldeElektriciteitslevering_2,GemiddeldeNettoElektriciteitslevering_3,Stadsverwarming_4
45743,ZW10320,GM0335,2018JJ00,2330.0,4470.0,,
45744,ZW10320,GM0335,2019JJ00,2180.0,4260.0,,
45745,ZW10320,GM0335,2020JJ00,1990.0,4210.0,,
45746,ZW10320,GM0335,2021JJ00,2310.0,4440.0,3800.0,
45747,ZW10320,GM0335,2022JJ00,1670.0,4110.0,3020.0,
45748,ZW10320,GM0335,2023JJ00,1460.0,4090.0,2460.0,
45749,ZW10320,GM0335,2024JJ00,1390.0,4070.0,2250.0,
45750,ZW10320,GM0944,2010JJ00,3500.0,4800.0,,
45751,ZW10320,GM0944,2011JJ00,2750.0,4850.0,,
45752,ZW10320,GM0944,2012JJ00,2950.0,4850.0,,
45753,ZW10320,GM0944,2013JJ00,3150.0,4800.0,,
45754,ZW10320,GM0944,2014JJ00,2350.0,4650.0,,
45755,ZW10320,GM0944,2015JJ00,2500.0,4530.0,,
45756,ZW10320,GM0944,2016JJ00,2570.0,4470.0,,
45757,ZW10320,GM0944,2017JJ00,2500.0,4430.0,,
45758,ZW10320,GM0944,2018JJ00,2460.0,4330.0,,
45759,ZW10320,GM0944,2019JJ00,2280.0,4150.0,,
45760,ZW10320,GM0944,2020JJ00,2110.0,4190.0,,
45761,ZW10320,GM0944,2021JJ00,2340.0,4290.0,3300.0,
45762,ZW10320,GM0944,2022JJ00,1680.0,4010.0,2680.0,
45763,ZW10320,GM0944,2023JJ00,1410.0,3920.0,2270.0,
45764,ZW10320,GM0944,2024JJ00,1360.0,4070.0,2260.0,
45765,ZW10320,GM0424,2010JJ00,3700.0,4500.0,,
45766,ZW10320,GM0424,2011JJ00,2900.0,4600.0,,
45767,ZW10320,GM0424,2012JJ00,3150.0,4500.0,,
45768,ZW10320,GM0424,2013JJ00,3300.0,4450.0,,
45769,ZW10320,GM0424,2014JJ00,2600.0,4500.0,,
45770,ZW10320,GM0424,2015JJ00,2770.0,4430.0,,
45771,ZW10320,GM0424,2016JJ00,,,,
45772,ZW10320,GM0424,2017JJ00,,,,
45773,ZW10320,GM0424,2018JJ00,,,,
45774,ZW10320,GM0424,2019JJ00,,,,
45775,ZW10320,GM0424,2020JJ00,,,,
45776,ZW10320,GM0424,2021JJ00,,,,
45777,ZW10320,GM0424,2022JJ00,,,,
45778,ZW10320,GM0424,2023JJ00,,,,
45779,ZW10320,GM0424,2024JJ00,,,,
45780,ZW10320,GM0425,2010JJ00,4700.0,5550.0,,
45781,ZW10320,GM0425,2011JJ00,3750.0,5550.0,,
45782,ZW10320,GM0425,2012JJ00,4100.0,5700.0,,
45783,ZW10320,GM0425,2013JJ00,4250.0,5500.0,,
45784,ZW10320,GM0425,2014JJ00,3250.0,5400.0,,
45785,ZW10320,GM0425,2015JJ00,3400.0,5480.0,,
45786,ZW10320,GM0425,2016JJ00,,,,
45787,ZW10320,GM0425,2017JJ00,,,,
45788,ZW10320,GM0425,2018JJ00,,,,
45789,ZW10320,GM0425,2019JJ00,,,,
45790,ZW10320,GM0425,2020JJ00,,,,
45791,ZW10320,GM0425,2021JJ00,,,,
45792,ZW10320,GM0425,2022JJ00,,,,
45793,ZW10320,GM0425,2023JJ00,,,,
45794,ZW10320,GM0425,2024JJ00,,,,
45795,ZW10320,GM1740,2010JJ00,3200.0,4900.0,,
45796,ZW10320,GM1740,2011JJ00,2550.0,5000.0,,
45797,ZW10320,GM1740,2012JJ00,2750.0,5050.0,,
45798,ZW10320,GM1740,2013JJ00,2900.0,4850.0,,
45799,ZW10320,GM1740,2014JJ00,2150.0,4700.0,,
45800,ZW10320,GM1740,2015JJ00,2330.0,4600.0,,
45801,ZW10320,GM1740,2016JJ00,2430.0,4430.0,,
45802,ZW10320,GM1740,2017JJ00,2360.0,4380.0,,
45803,ZW10320,GM1740,2018JJ00,2330.0,4220.0,,
45804,ZW10320,GM1740,2019JJ00,2160.0,4330.0,,
45805,ZW10320,GM1740,2020JJ00,2010.0,4490.0,,
45806,ZW10320,GM1740,2021JJ00,2260.0,4650.0,3960.0,
45807,ZW10320,GM1740,2022JJ00,1630.0,4430.0,3320.0,
45808,ZW10320,GM1740,2023JJ00,1390.0,4320.0,2760.0,
45809,ZW10320,GM1740,2024JJ00,1350.0,4390.0,2680.0,
45810,ZW10320,GM0643,2010JJ00,3050.0,4450.0,,
45811,ZW10320,GM0643,2011JJ00,2450.0,4400.0,,
45812,ZW10320,GM0643,2012JJ00,2600.0,4500.0,,
45813,ZW10320,GM0643,2013JJ00,2800.0,4350.0,,
45814,ZW10320,GM0643,2014JJ00,2050.0,4100.0,,
45815,ZW10320,GM0643,2015JJ00,,,,
45816,ZW10320,GM0643,2016JJ00,,,,
45817,ZW10320,GM0643,2017JJ00,,,,
45818,ZW10320,GM0643,2018JJ00,,,,
45819,ZW10320,GM0643,2019JJ00,,,,
45820,ZW10320,GM0643,2020JJ00,,,,
45821,ZW10320,GM0643,2021JJ00,,,,
45822,ZW10320,GM0643,2022JJ00,,,,
45823,ZW10320,GM0643,2023JJ00,,,,
45824,ZW10320,GM0643,2024JJ00,,,,
45825,ZW10320,GM0946,2010JJ00,3050.0,5200.0,,
45826,ZW10320,GM0946,2011JJ00,2350.0,5100.0,,
45827,ZW10320,GM0946,2012JJ00,2500.0,5150.0,,
45828,ZW10320,GM0946,2013JJ00,2700.0,5050.0,,
45829,ZW10320,GM0946,2014JJ00,2000.0,4800.0,,
45830,ZW10320,GM0946,2015JJ00,2160.0,4720.0,,
45831,ZW10320,GM0946,2016JJ00,2260.0,4610.0,,
45832,ZW10320,GM0946,2017JJ00,2180.0,4560.0,,
45833,ZW10320,GM0946,2018JJ00,2180.0,4500.0,,
45834,ZW10320,GM0946,2019JJ00,2020.0,4370.0,,
45835,ZW10320,GM0946,2020JJ00,1940.0,4340.0,,
45836,ZW10320,GM0946,2021JJ00,2110.0,4430.0,3410.0,
45837,ZW10320,GM0946,2022JJ00,1530.0,4220.0,2770.0,
45838,ZW10320,GM0946,2023JJ00,1270.0,4140.0,2230.0,
45839,ZW10320,GM0946,2024JJ00,1220.0,4290.0,2240.0,
45840,ZW10320,GM0304,2010JJ00,3100.0,4800.0,,
45841,ZW10320,GM0304,2011JJ00,2450.0,4800.0,,
45842,ZW10320,GM0304,2012JJ00,2600.0,4800.0,,
45843,ZW10320,GM0304,2013JJ00,2800.0,4650.0,,
45844,ZW10320,GM0304,2014JJ00,2050.0,4500.0,,
45845,ZW10320,GM0304,2015JJ00,2240.0,4450.0,,
45846,ZW10320,GM0304,2016JJ00,2330.0,4370.0,,
45847,ZW10320,GM0304,2017JJ00,2260.0,4330.0,,
45848,ZW10320,GM0304,2018JJ00,2290.0,4250.0,,
45849,ZW10320,GM0304,2019JJ00,,,,
45850,ZW10320,GM0304,2020JJ00,,,,
45851,ZW10320,GM0304,2021JJ00,,,,
45852,ZW10320,GM0304,2022JJ00,,,,
45853,ZW10320,GM0304,2023JJ00,,,,
45854,ZW10320,GM0304,2024JJ00,,,,
45855,ZW10320,GM0412,2010JJ00,2750.0,4600.0,,
45856,ZW10320,GM0412,2011JJ00,2150.0,4650.0,,
45857,ZW10320,GM0412,2012JJ00,,,,
45858,ZW10320,GM0412,2013JJ00,,,,
45859,ZW10320,GM0412,2014JJ00,,,,
45860,ZW10320,GM0412,2015JJ00,,,,
45861,ZW10320,GM0412,2016JJ00,,,,
45862,ZW10320,GM0412,2017JJ00,,,,
45863,ZW10320,GM0412,2018JJ00,,,,
45864,ZW10320,GM0412,2019JJ00,,,,
45865,ZW10320,GM0412,2020JJ00,,,,
45866,ZW10320,GM0412,2021JJ00,,,,
45867,ZW10320,GM0412,2022JJ00,,,,
45868,ZW10320,GM0412,2023JJ00,,,,
45869,ZW10320,GM0412,2024JJ00,,,,
45870,ZW10320,GM0356,2010JJ00,2200.0,5200.0,,
45871,ZW10320,GM0356,2011JJ00,1700.0,5100.0,,
45872,ZW10320,GM0356,2012JJ00,1800.0,5000.0,,
45873,ZW10320,GM0356,2013JJ00,1950.0,5000.0,,
45874,ZW10320,GM0356,2014JJ00,1450.0,4800.0,,
45875,ZW10320,GM0356,2015JJ00,1470.0,4640.0,,
45876,ZW10320,GM0356,2016JJ00,1510.0,4670.0,,
45877,ZW10320,GM0356,2017JJ00,1500.0,4620.0,,
45878,ZW10320,GM0356,2018JJ00,1500.0,4500.0,,
45879,ZW10320,GM0356,2019JJ00,1410.0,4400.0,,
45880,ZW10320,GM0356,2020JJ00,1330.0,4310.0,,
45881,ZW10320,GM0356,2021JJ00,1480.0,4570.0,3780.0,
45882,ZW10320,GM0356,2022JJ00,1060.0,4260.0,3100.0,
45883,ZW10320,GM0356,2023JJ00,910.0,4110.0,2630.0,
45884,ZW10320,GM0356,2024JJ00,880.0,4280.0,2650.0,
45885,ZW10320,GM0569,2010JJ00,3000.0,4750.0,,
45886,ZW10320,GM0569,2011JJ00,2400.0,4750.0,,
45887,ZW10320,GM0569,2012JJ00,2500.0,4750.0,,
45888,ZW10320,GM0569,2013JJ00,2750.0,4650.0,,
45889,ZW10320,GM0569,2014JJ00,2050.0,4450.0,,
45890,ZW10320,GM0569,2015JJ00,2180.0,4310.0,,
45891,ZW10320,GM0569,2016JJ00,2260.0,4200.0,,
45892,ZW10320,GM0569,2017JJ00,2120.0,4090.0,,
45893,ZW10320,GM0569,2018JJ00,2130.0,3980.0,,
45894,ZW10320,GM0569,2019JJ00,1970.0,4160.0,,
45895,ZW10320,GM0569,2020JJ00,1910.0,4270.0,,
45896,ZW10320,GM0569,2021JJ00,2020.0,4470.0,3720.0,
45897,ZW10320,GM0569,2022JJ00,1440.0,4180.0,3000.0,
45898,ZW10320,GM0569,2023JJ00,1260.0,4110.0,2650.0,
45899,ZW10320,GM0569,2024JJ00,1190.0,4200.0,2550.0,
45900,ZW10320,GM0571,2010JJ00,2800.0,4650.0,,
45901,ZW10320,GM0571,2011JJ00,2200.0,4700.0,,
45902,ZW10320,GM0571,2012JJ00,2300.0,4500.0,,
45903,ZW10320,GM0571,2013JJ00,,,,
45904,ZW10320,GM0571,2014JJ00,,,,
45905,ZW10320,GM0571,2015JJ00,,,,
45906,ZW10320,GM0571,2016JJ00,,,,
45907,ZW10320,GM0571,2017JJ00,,,,
45908,ZW10320,GM0571,2018JJ00,,,,
45909,ZW10320,GM0571,2019JJ00,,,,
45910,ZW10320,GM0571,2020JJ00,,,,
45911,ZW10320,GM0571,2021JJ00,,,,
45912,ZW10320,GM0571,2022JJ00,,,,
45913,ZW10320,GM0571,2023JJ00,,,,
45914,ZW10320,GM0571,2024JJ00,,,,
45915,ZW10320,GM0104,2010JJ00,2450.0,3500.0,,
45916,ZW10320,GM0104,2011JJ00,,,,
45917,ZW10320,GM0104,2012JJ00,,,,
45918,ZW10320,GM0104,2013JJ00,,,,
45919,ZW10320,GM0104,2014JJ00,,,,
45920,ZW10320,GM0104,2015JJ00,,,,
45921,ZW10320,GM0104,2016JJ00,,,,
45922,ZW10320,GM0104,2017JJ00,,,,
45923,ZW10320,GM0104,2018JJ00,,,,
45924,ZW10320,GM0104,2019JJ00,,,,
45925,ZW10320,GM0104,2020JJ00,,,,
45926,ZW10320,GM0104,2021JJ00,,,,
45927,ZW10320,GM0104,2022JJ00,,,,
45928,ZW10320,GM0104,2023JJ00,,,,
45929,ZW10320,GM0104,2024JJ00,,,,
45930,ZW10320,GM0267,2010JJ00,3200.0,4950.0,,
45931,ZW10320,GM0267,2011JJ00,2550.0,5000.0,,
45932,ZW10320,GM0267,2012JJ00,2750.0,5050.0,,
45933,ZW10320,GM0267,2013JJ00,2950.0,4900.0,,
45934,ZW10320,GM0267,2014JJ00,2200.0,4800.0,,
45935,ZW10320,GM0267,2015JJ00,2330.0,4690.0,,
45936,ZW10320,GM0267,2016JJ00,2440.0,4550.0,,
45937,ZW10320,GM0267,2017JJ00,2340.0,4460.0,,
45938,ZW10320,GM0267,2018JJ00,2300.0,4420.0,,
45939,ZW10320,GM0267,2019JJ00,2130.0,4520.0,,
45940,ZW10320,GM0267,2020JJ00,1970.0,4580.0,,
45941,ZW10320,GM0267,2021JJ00,2180.0,4740.0,3960.0,
45942,ZW10320,GM0267,2022JJ00,1610.0,4470.0,3200.0,
45943,ZW10320,GM0267,2023JJ00,1360.0,4320.0,2660.0,
45944,ZW10320,GM0267,2024JJ00,1310.0,4460.0,2620.0,
45945,ZW10320,GM0268,2010JJ00,3650.0,4950.0,,
45946,ZW10320,GM0268,2011JJ00,3000.0,4950.0,,
45947,ZW10320,GM0268,2012JJ00,3100.0,5000.0,,
45948,ZW10320,GM0268,2013JJ00,3350.0,4800.0,,
45949,ZW10320,GM0268,2014JJ00,2450.0,4700.0,,
45950,ZW10320,GM0268,2015JJ00,2650.0,4630.0,,
45951,ZW10320,GM0268,2016JJ00,2680.0,4410.0,,
45952,ZW10320,GM0268,2017JJ00,2570.0,4170.0,,
45953,ZW10320,GM0268,2018JJ00,2500.0,3950.0,,
45954,ZW10320,GM0268,2019JJ00,2260.0,4220.0,,
45955,ZW10320,GM0268,2020JJ00,2130.0,4400.0,,
45956,ZW10320,GM0268,2021JJ00,2330.0,4550.0,3660.0,
45957,ZW10320,GM0268,2022JJ00,1660.0,4330.0,3060.0,
45958,ZW10320,GM0268,2023JJ00,1420.0,4310.0,2800.0,
45959,ZW10320,GM0268,2024JJ00,1380.0,4510.0,2850.0,
45960,ZW10320,GM1930,2010JJ00,,,,
45961,ZW10320,GM1930,2011JJ00,,,,
45962,ZW10320,GM1930,2012JJ00,,,,
45963,ZW10320,GM1930,2013JJ00,,,,
45964,ZW10320,GM1930,2014JJ00,,,,
45965,ZW10320,GM1930,2015JJ00,2000.0,4550.0,,
45966,ZW10320,GM1930,2016JJ00,2070.0,4510.0,,
45967,ZW10320,GM1930,2017JJ00,1980.0,4450.0,,
45968,ZW10320,GM1930,2018JJ00,2030.0,4430.0,,
45969,ZW10320,GM1930,2019JJ00,1870.0,4330.0,,
45970,ZW10320,GM1930,2020JJ00,1810.0,4330.0,,
45971,ZW10320,GM1930,2021JJ00,1990.0,4510.0,3640.0,
45972,ZW10320,GM1930,2022JJ00,1350.0,4170.0,2860.0,
45973,ZW10320,GM1930,2023JJ00,1150.0,4060.0,2310.0,
45974,ZW10320,GM1930,2024JJ00,1100.0,4260.0,2400.0,
45975,ZW10320,GM1970,2010JJ00,,,,
45976,ZW10320,GM1970,2011JJ00,,,,
45977,ZW10320,GM1970,2012JJ00,,,,
45978,ZW10320,GM1970,2013JJ00,,,,
45979,ZW10320,GM1970,2014JJ00,,,,
45980,ZW10320,GM1970,2015JJ00,,,,
45981,ZW10320,GM1970,2016JJ00,,,,
45982,ZW10320,GM1970,2017JJ00,,,,
45983,ZW10320,GM1970,2018JJ00,,,,
45984,ZW10320,GM1970,2019JJ00,1760.0,3040.0,,
45985,ZW10320,GM1970,2020JJ00,1740.0,3280.0,,
45986,ZW10320,GM1970,2021JJ00,1930.0,3380.0,2800.0,
45987,ZW10320,GM1970,2022JJ00,1420.0,3160.0,2240.0,
45988,ZW10320,GM1970,2023JJ00,1200.0,3130.0,1880.0,
45989,ZW10320,GM1970,2024JJ00,1150.0,3250.0,1850.0,
45990,ZW10320,GM1695,2010JJ00,2250.0,3250.0,,
45991,ZW10320,GM1695,2011JJ00,1750.0,3250.0,,
45992,ZW10320,GM1695,2012JJ00,1850.0,3300.0,,
45993,ZW10320,GM1695,2013JJ00,2050.0,3250.0,,
45994,ZW10320,GM1695,2014JJ00,1600.0,3050.0,,
45995,ZW10320,GM1695,2015JJ00,1610.0,3010.0,,
45996,ZW10320,GM1695,2016JJ00,1680.0,2930.0,,
45997,ZW10320,GM1695,2017JJ00,1580.0,2830.0,,
45998,ZW10320,GM1695,2018JJ00,1630.0,2700.0,,
45999,ZW10320,GM1695,2019JJ00,1490.0,2720.0,,
46000,ZW10320,GM1695,2020JJ00,1460.0,2880.0,,
46001,ZW10320,GM1695,2021JJ00,1650.0,3210.0,2660.0,
46002,ZW10320,GM1695,2022JJ00,1210.0,3000.0,2020.0,
46003,ZW10320,GM1695,2023JJ00,1060.0,3030.0,1790.0,
46004,ZW10320,GM1695,2024JJ00,1010.0,3130.0,1770.0,
46005,ZW10320,GM1699,2010JJ00,3250.0,4100.0,,
46006,ZW10320,GM1699,2011JJ00,2550.0,4050.0,,
46007,ZW10320,GM1699,2012JJ00,2750.0,4000.0,,
46008,ZW10320,GM1699,2013JJ00,2700.0,3700.0,,
46009,ZW10320,GM1699,2014JJ00,2000.0,3500.0,,
46010,ZW10320,GM1699,2015JJ00,2130.0,3430.0,,
46011,ZW10320,GM1699,2016JJ00,2250.0,3380.0,,
46012,ZW10320,GM1699,2017JJ00,2120.0,3310.0,,
46013,ZW10320,GM1699,2018JJ00,2160.0,3310.0,,
46014,ZW10320,GM1699,2019JJ00,1970.0,3200.0,,
46015,ZW10320,GM1699,2020JJ00,1910.0,3370.0,,
46016,ZW10320,GM1699,2021JJ00,2090.0,3460.0,2720.0,
46017,ZW10320,GM1699,2022JJ00,1550.0,3330.0,2220.0,
46018,ZW10320,GM1699,2023JJ00,1300.0,3220.0,1800.0,
46019,ZW10320,GM1699,2024JJ00,1260.0,3440.0,1800.0,
46020,ZW10320,GM0171,2010JJ00,2850.0,4800.0,,
46021,ZW10320,GM0171,2011JJ00,2250.0,4850.0,,
46022,ZW10320,GM0171,2012JJ00,2400.0,4850.0,,
46023,ZW10320,GM0171,2013JJ00,2550.0,4750.0,,
46024,ZW10320,GM0171,2014JJ00,1900.0,4550.0,,
46025,ZW10320,GM0171,2015JJ00,2010.0,4380.0,,
46026,ZW10320,GM0171,2016JJ00,2120.0,3960.0,,
46027,ZW10320,GM0171,2017JJ00,2000.0,3810.0,,
46028,ZW10320,GM0171,2018JJ00,2110.0,3720.0,,
46029,ZW10320,GM0171,2019JJ00,1930.0,4120.0,,
46030,ZW10320,GM0171,2020JJ00,2070.0,4360.0,,
46031,ZW10320,GM0171,2021JJ00,2220.0,4480.0,3680.0,
46032,ZW10320,GM0171,2022JJ00,1630.0,4260.0,2610.0,
46033,ZW10320,GM0171,2023JJ00,1370.0,4220.0,2150.0,
46034,ZW10320,GM0171,2024JJ00,1230.0,4250.0,1980.0,
46035,ZW10320,GM0575,2010JJ00,4200.0,5250.0,,
46036,ZW10320,GM0575,2011JJ00,3300.0,5250.0,,
46037,ZW10320,GM0575,2012JJ00,3500.0,5100.0,,
46038,ZW10320,GM0575,2013JJ00,3850.0,5150.0,,
46039,ZW10320,GM0575,2014JJ00,2900.0,5100.0,,
46040,ZW10320,GM0575,2015JJ00,3040.0,5060.0,,
46041,ZW10320,GM0575,2016JJ00,3210.0,5030.0,,
46042,ZW10320,GM0575,2017JJ00,3120.0,5090.0,,
46043,ZW10320,GM0575,2018JJ00,3130.0,5050.0,,
46044,ZW10320,GM0575,2019JJ00,2570.0,4760.0,,
46045,ZW10320,GM0575,2020JJ00,2210.0,4670.0,,
46046,ZW10320,GM0575,2021JJ00,2400.0,4850.0,4310.0,
46047,ZW10320,GM0575,2022JJ00,1780.0,4540.0,3620.0,
46048,ZW10320,GM0575,2023JJ00,1560.0,4360.0,3110.0,
46049,ZW10320,GM0575,2024JJ00,1490.0,4530.0,3020.0,
46050,ZW10320,GM0576,2010JJ00,3350.0,5100.0,,
46051,ZW10320,GM0576,2011JJ00,2700.0,5050.0,,
46052,ZW10320,GM0576,2012JJ00,2850.0,4900.0,,
46053,ZW10320,GM0576,2013JJ00,2950.0,4800.0,,
46054,ZW10320,GM0576,2014JJ00,2250.0,4750.0,,
46055,ZW10320,GM0576,2015JJ00,2380.0,4740.0,,
46056,ZW10320,GM0576,2016JJ00,2450.0,4700.0,,
46057,ZW10320,GM0576,2017JJ00,2320.0,4640.0,,
46058,ZW10320,GM0576,2018JJ00,2350.0,4460.0,,
46059,ZW10320,GM0576,2019JJ00,,,,
46060,ZW10320,GM0576,2020JJ00,,,,
46061,ZW10320,GM0576,2021JJ00,,,,
46062,ZW10320,GM0576,2022JJ00,,,,
46063,ZW10320,GM0576,2023JJ00,,,,
46064,ZW10320,GM0576,2024JJ00,,,,
46065,ZW10320,GM0820,2010JJ00,3400.0,5100.0,,
46066,ZW10320,GM0820,2011JJ00,2750.0,5100.0,,
46067,ZW10320,GM0820,2012JJ00,2800.0,5050.0,,
46068,ZW10320,GM0820,2013JJ00,3000.0,5000.0,,
46069,ZW10320,GM0820,2014JJ00,2300.0,4750.0,,
46070,ZW10320,GM0820,2015JJ00,2480.0,4690.0,,
46071,ZW10320,GM0820,2016JJ00,2570.0,4620.0,,
46072,ZW10320,GM0820,2017JJ00,2490.0,4560.0,,
46073,ZW10320,GM0820,2018JJ00,2480.0,4390.0,,
46074,ZW10320,GM0820,2019JJ00,2320.0,4340.0,,
46075,ZW10320,GM0820,2020JJ00,2130.0,4350.0,,
46076,ZW10320,GM0820,2021JJ00,2360.0,4390.0,3460.0,
46077,ZW10320,GM0820,2022JJ00,1730.0,4140.0,2900.0,
46078,ZW10320,GM0820,2023JJ00,1470.0,4050.0,2430.0,
46079,ZW10320,GM0820,2024JJ00,1420.0,4230.0,2450.0,
46080,ZW10320,GM0302,2010JJ00,3250.0,4550.0,,
46081,ZW10320,GM0302,2011JJ00,2550.0,4500.0,,
46082,ZW10320,GM0302,2012JJ00,2800.0,4450.0,,
46083,ZW10320,GM0302,2013JJ00,2950.0,4350.0,,
46084,ZW10320,GM0302,2014JJ00,2200.0,4250.0,,
46085,ZW10320,GM0302,2015JJ00,2380.0,4220.0,,
46086,ZW10320,GM0302,2016JJ00,2510.0,4110.0,,
46087,ZW10320,GM0302,2017JJ00,2400.0,4060.0,,
46088,ZW10320,GM0302,2018JJ00,2350.0,3970.0,,
46089,ZW10320,GM0302,2019JJ00,2170.0,4010.0,,
46090,ZW10320,GM0302,2020JJ00,1970.0,4080.0,,
46091,ZW10320,GM0302,2021JJ00,2190.0,4220.0,3610.0,
46092,ZW10320,GM0302,2022JJ00,1630.0,3990.0,3100.0,
46093,ZW10320,GM0302,2023JJ00,1370.0,3870.0,2680.0,
46094,ZW10320,GM0302,2024JJ00,1320.0,4010.0,2690.0,
46095,ZW10320,GM0951,2010JJ00,3300.0,4800.0,,
46096,ZW10320,GM0951,2011JJ00,2600.0,4700.0,,
46097,ZW10320,GM0951,2012JJ00,2750.0,4750.0,,
46098,ZW10320,GM0951,2013JJ00,2950.0,4700.0,,
46099,ZW10320,GM0951,2014JJ00,2200.0,4550.0,,
46100,ZW10320,GM0951,2015JJ00,2330.0,4450.0,,
46101,ZW10320,GM0951,2016JJ00,2420.0,4300.0,,
46102,ZW10320,GM0951,2017JJ00,2370.0,4240.0,,
46103,ZW10320,GM0951,2018JJ00,2360.0,4190.0,,
46104,ZW10320,GM0951,2019JJ00,,,,
46105,ZW10320,GM0951,2020JJ00,,,,
46106,ZW10320,GM0951,2021JJ00,,,,
46107,ZW10320,GM0951,2022JJ00,,,,
46108,ZW10320,GM0951,2023JJ00,,,,
46109,ZW10320,GM0951,2024JJ00,,,,
46110,ZW10320,GM0579,2010JJ00,3950.0,5350.0,,
46111,ZW10320,GM0579,2011JJ00,3200.0,5450.0,,
46112,ZW10320,GM0579,2012JJ00,3350.0,5450.0,,
46113,ZW10320,GM0579,2013JJ00,3700.0,5350.0,,
46114,ZW10320,GM0579,2014JJ00,2800.0,5200.0,,
46115,ZW10320,GM0579,2015JJ00,2950.0,5080.0,,
46116,ZW10320,GM0579,2016JJ00,3080.0,5030.0,,
46117,ZW10320,GM0579,2017JJ00,2930.0,4880.0,,
46118,ZW10320,GM0579,2018JJ00,2890.0,4840.0,,
46119,ZW10320,GM0579,2019JJ00,2640.0,4860.0,,
46120,ZW10320,GM0579,2020JJ00,2420.0,4880.0,,
46121,ZW10320,GM0579,2021JJ00,2630.0,5010.0,4310.0,
46122,ZW10320,GM0579,2022JJ00,1950.0,4640.0,3670.0,
46123,ZW10320,GM0579,2023JJ00,1710.0,4540.0,3250.0,
46124,ZW10320,GM0579,2024JJ00,1600.0,4730.0,3230.0,
46125,ZW10320,GM0823,2010JJ00,3050.0,5200.0,,
46126,ZW10320,GM0823,2011JJ00,2450.0,5150.0,,
46127,ZW10320,GM0823,2012JJ00,2600.0,5100.0,,
46128,ZW10320,GM0823,2013JJ00,2750.0,5100.0,,
46129,ZW10320,GM0823,2014JJ00,2050.0,4950.0,,
46130,ZW10320,GM0823,2015JJ00,2220.0,4890.0,,
46131,ZW10320,GM0823,2016JJ00,2290.0,4820.0,,
46132,ZW10320,GM0823,2017JJ00,2230.0,4790.0,,
46133,ZW10320,GM0823,2018JJ00,2230.0,4610.0,,
46134,ZW10320,GM0823,2019JJ00,2060.0,4560.0,,
46135,ZW10320,GM0823,2020JJ00,1860.0,4510.0,,
46136,ZW10320,GM0823,2021JJ00,2030.0,4660.0,3860.0,
46137,ZW10320,GM0823,2022JJ00,1440.0,4350.0,3130.0,
46138,ZW10320,GM0823,2023JJ00,1230.0,4170.0,2630.0,
46139,ZW10320,GM0823,2024JJ00,1190.0,4270.0,2540.0,
46140,ZW10320,GM0824,2010JJ00,3650.0,5050.0,,
46141,ZW10320,GM0824,2011JJ00,2850.0,5100.0,,
46142,ZW10320,GM0824,2012JJ00,3150.0,5100.0,,
46143,ZW10320,GM0824,2013JJ00,3300.0,5050.0,,
46144,ZW10320,GM0824,2014JJ00,2500.0,4900.0,,
46145,ZW10320,GM0824,2015JJ00,2690.0,4890.0,,
46146,ZW10320,GM0824,2016JJ00,2810.0,4900.0,,
46147,ZW10320,GM0824,2017JJ00,2660.0,4770.0,,
46148,ZW10320,GM0824,2018JJ00,2610.0,4750.0,,
46149,ZW10320,GM0824,2019JJ00,2440.0,4610.0,,
46150,ZW10320,GM0824,2020JJ00,2160.0,4600.0,,
46151,ZW10320,GM0824,2021JJ00,2380.0,4710.0,4010.0,
46152,ZW10320,GM0824,2022JJ00,1720.0,4390.0,3300.0,
46153,ZW10320,GM0824,2023JJ00,1490.0,4310.0,2810.0,
46154,ZW10320,GM0824,2024JJ00,1420.0,4490.0,2820.0,
46155,ZW10320,GM1895,2010JJ00,2950.0,4050.0,,
46156,ZW10320,GM1895,2011JJ00,2350.0,4100.0,,
46157,ZW10320,GM1895,2012JJ00,2550.0,4000.0,,
46158,ZW10320,GM1895,2013JJ00,2650.0,3950.0,,
46159,ZW10320,GM1895,2014JJ00,2000.0,3750.0,,
46160,ZW10320,GM1895,2015JJ00,2100.0,3630.0,,
46161,ZW10320,GM1895,2016JJ00,2230.0,3540.0,,
46162,ZW10320,GM1895,2017JJ00,2110.0,3480.0,,
46163,ZW10320,GM1895,2018JJ00,2150.0,3440.0,,
46164,ZW10320,GM1895,2019JJ00,1970.0,3350.0,,
46165,ZW10320,GM1895,2020JJ00,1890.0,3450.0,,
46166,ZW10320,GM1895,2021JJ00,2100.0,3490.0,2620.0,
46167,ZW10320,GM1895,2022JJ00,1500.0,3270.0,2000.0,
46168,ZW10320,GM1895,2023JJ00,1240.0,3310.0,1720.0,
46169,ZW10320,GM1895,2024JJ00,1160.0,3550.0,1770.0,
46170,ZW10320,GM0269,2010JJ00,3000.0,4650.0,,
46171,ZW10320,GM0269,2011JJ00,2350.0,4500.0,,
46172,ZW10320,GM0269,2012JJ00,2500.0,4450.0,,
46173,ZW10320,GM0269,2013JJ00,2600.0,4250.0,,
46174,ZW10320,GM0269,2014JJ00,2000.0,4150.0,,
46175,ZW10320,GM0269,2015JJ00,2120.0,4030.0,,
46176,ZW10320,GM0269,2016JJ00,2240.0,3860.0,,
46177,ZW10320,GM0269,2017JJ00,2160.0,3800.0,,
