ID,Bestemming,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4
2721,388400,2006JJ00,77.0,77.0,-3.8,100.0
2722,388400,2007JJ00,76.0,75.0,-2.6,101.3
2723,388400,2008JJ00,116.0,113.0,51.3,102.2
2724,388400,2009JJ00,126.0,126.0,11.2,99.8
2725,388400,2010JJ00,110.0,107.0,-15.1,102.6
2726,388400,2011JJ00,95.0,94.0,-12.7,101.6
2727,388400,2012JJ00,,,,
2728,389100,1969JJ00,78.0,242.0,,32.3
2729,389100,1970JJ00,85.0,242.0,0.0,35.2
2730,389100,1971JJ00,92.0,239.0,-1.2,38.5
2731,389100,1972JJ00,102.0,249.0,4.3,40.9
2732,389100,1973JJ00,112.0,259.0,3.9,43.2
2733,389100,1974JJ00,124.0,259.0,0.0,47.9
2734,389100,1975JJ00,138.0,259.0,0.0,53.3
2735,389100,1976JJ00,158.0,274.0,5.8,57.7
2736,389100,1977JJ00,182.0,300.0,9.5,60.7
2737,389100,1978JJ00,199.0,316.0,5.5,62.9
2738,389100,1979JJ00,217.0,329.0,4.0,65.9
2739,389100,1980JJ00,238.0,340.0,3.2,70.0
2740,389100,1981JJ00,252.0,334.0,-1.7,75.4
2741,389100,1982JJ00,270.0,342.0,2.4,78.9
2742,389100,1983JJ00,282.0,352.0,3.0,80.1
2743,389100,1984JJ00,308.0,380.0,7.8,81.1
2744,389100,1985JJ00,282.0,346.0,-8.8,81.4
2745,389100,1986JJ00,344.0,425.0,22.7,80.9
2746,389100,1987JJ00,357.0,435.0,2.3,82.1
2747,389100,1988JJ00,497.0,595.0,36.7,83.6
2748,389100,1989JJ00,465.0,549.0,-7.6,84.7
2749,389100,1990JJ00,479.0,555.0,1.1,86.3
2750,389100,1991JJ00,507.0,578.0,4.2,87.7
2751,389100,1992JJ00,516.0,578.0,0.0,89.3
2752,389100,1993JJ00,524.0,580.0,0.4,90.3
2753,389100,1994JJ00,530.0,581.0,0.2,91.1
2754,389100,1995JJ00,395.0,429.0,-26.2,92.1
2755,389100,1996JJ00,351.0,380.0,-11.4,92.3
2756,389100,1997JJ00,367.0,397.0,4.6,92.3
2757,389100,1998JJ00,492.0,530.0,33.2,92.9
2758,389100,1999JJ00,783.0,836.0,57.9,93.6
2759,389100,2000JJ00,730.0,759.0,-9.2,96.1
2760,389100,2001JJ00,605.0,620.0,-18.4,97.6
2761,389100,2002JJ00,684.0,694.0,11.9,98.6
2762,389100,2003JJ00,666.0,675.0,-2.8,98.7
2763,389100,2004JJ00,642.0,645.0,-4.4,99.5
2764,389100,2005JJ00,615.0,615.0,-4.7,100.0
2765,389100,2006JJ00,609.0,605.0,-1.6,100.7
2766,389100,2007JJ00,814.0,796.0,31.5,102.3
2767,389100,2008JJ00,864.0,822.0,3.3,105.1
2768,389100,2009JJ00,733.0,685.0,-16.7,107.0
2769,389100,2010JJ00,670.0,615.0,-10.2,108.9
2770,389100,2011JJ00,815.0,745.0,21.2,109.3
2771,389100,2012JJ00,,,,
2772,389200,1969JJ00,,,,
2773,389200,1970JJ00,,,,
2774,389200,1971JJ00,,,,
2775,389200,1972JJ00,,,,
2776,389200,1973JJ00,,,,
2777,389200,1974JJ00,,,,
2778,389200,1975JJ00,,,,
2779,389200,1976JJ00,,,,
2780,389200,1977JJ00,,,,
2781,389200,1978JJ00,,,,
2782,389200,1979JJ00,,,,
2783,389200,1980JJ00,,,,
2784,389200,1981JJ00,,,,
2785,389200,1982JJ00,,,,
2786,389200,1983JJ00,,,,
2787,389200,1984JJ00,,,,
2788,389200,1985JJ00,,,,
2789,389200,1986JJ00,,,,
2790,389200,1987JJ00,,,,
2791,389200,1988JJ00,256.0,318.0,,80.4
2792,389200,1989JJ00,230.0,282.0,-11.3,81.5
2793,389200,1990JJ00,242.0,291.0,3.0,83.2
2794,389200,1991JJ00,255.0,301.0,3.3,84.8
2795,389200,1992JJ00,262.0,303.0,0.8,86.5
2796,389200,1993JJ00,254.0,290.0,-4.2,87.5
2797,389200,1994JJ00,264.0,298.0,2.8,88.5
2798,389200,1995JJ00,187.0,208.0,-30.3,90.0
2799,389200,1996JJ00,163.0,180.0,-13.4,90.5
2800,389200,1997JJ00,179.0,198.0,9.8,90.5
2801,389200,1998JJ00,230.0,253.0,27.9,90.9
2802,389200,1999JJ00,374.0,407.0,60.9,91.9
2803,389200,2000JJ00,368.0,388.0,-4.5,94.7
2804,389200,2001JJ00,302.0,312.0,-19.6,96.7
2805,389200,2002JJ00,338.0,344.0,10.3,98.1
2806,389200,2003JJ00,330.0,335.0,-2.7,98.4
2807,389200,2004JJ00,321.0,323.0,-3.6,99.3
2808,389200,2005JJ00,305.0,305.0,-5.6,100.0
2809,389200,2006JJ00,297.0,295.0,-3.3,100.7
2810,389200,2007JJ00,399.0,389.0,32.0,102.5
2811,389200,2008JJ00,424.0,401.0,3.0,105.7
2812,389200,2009JJ00,333.0,307.0,-23.3,108.3
2813,389200,2010JJ00,321.0,290.0,-5.7,110.7
2814,389200,2011JJ00,412.0,370.0,27.7,111.3
2815,389200,2012JJ00,,,,
2816,390500,1969JJ00,,,,
2817,390500,1970JJ00,,,,
2818,390500,1971JJ00,,,,
2819,390500,1972JJ00,,,,
2820,390500,1973JJ00,,,,
2821,390500,1974JJ00,,,,
2822,390500,1975JJ00,,,,
2823,390500,1976JJ00,,,,
2824,390500,1977JJ00,,,,
2825,390500,1978JJ00,,,,
2826,390500,1979JJ00,,,,
2827,390500,1980JJ00,,,,
2828,390500,1981JJ00,,,,
2829,390500,1982JJ00,,,,
2830,390500,1983JJ00,,,,
2831,390500,1984JJ00,,,,
2832,390500,1985JJ00,,,,
2833,390500,1986JJ00,,,,
2834,390500,1987JJ00,,,,
2835,390500,1988JJ00,241.0,278.0,,86.8
2836,390500,1989JJ00,235.0,267.0,-3.7,87.9
2837,390500,1990JJ00,237.0,265.0,-0.9,89.4
2838,390500,1991JJ00,252.0,278.0,5.1,90.5
2839,390500,1992JJ00,254.0,276.0,-0.8,92.0
2840,390500,1993JJ00,270.0,290.0,5.1,93.0
2841,390500,1994JJ00,266.0,284.0,-2.2,93.7
2842,390500,1995JJ00,208.0,221.0,-22.2,94.2
2843,390500,1996JJ00,188.0,200.0,-9.6,94.2
2844,390500,1997JJ00,188.0,200.0,0.0,94.2
2845,390500,1998JJ00,262.0,276.0,38.3,94.9
2846,390500,1999JJ00,409.0,429.0,55.3,95.4
2847,390500,2000JJ00,362.0,371.0,-13.4,97.5
2848,390500,2001JJ00,303.0,308.0,-17.1,98.5
2849,390500,2002JJ00,346.0,349.0,13.5,99.1
2850,390500,2003JJ00,336.0,339.0,-2.9,99.1
2851,390500,2004JJ00,321.0,322.0,-5.1,99.7
2852,390500,2005JJ00,310.0,310.0,-3.7,100.0
2853,390500,2006JJ00,312.0,310.0,0.0,100.6
2854,390500,2007JJ00,415.0,406.0,31.1,102.1
2855,390500,2008JJ00,440.0,421.0,3.6,104.5
2856,390500,2009JJ00,400.0,378.0,-10.2,105.8
2857,390500,2010JJ00,349.0,325.0,-14.0,107.4
2858,390500,2011JJ00,403.0,374.0,15.2,107.6
2859,390500,2012JJ00,,,,
2860,391600,1969JJ00,254.0,459.0,,55.3
2861,391600,1970JJ00,326.0,544.0,18.5,59.9
2862,391600,1971JJ00,351.0,542.0,-0.3,64.7
2863,391600,1972JJ00,376.0,553.0,2.0,68.0
2864,391600,1973JJ00,438.0,617.0,11.4,71.0
2865,391600,1974JJ00,466.0,595.0,-3.4,78.3
2866,391600,1975JJ00,512.0,593.0,-0.4,86.4
2867,391600,1976JJ00,593.0,646.0,9.0,91.8
2868,391600,1977JJ00,707.0,746.0,15.5,94.7
2869,391600,1978JJ00,729.0,734.0,-1.7,99.4
2870,391600,1979JJ00,745.0,718.0,-2.2,103.8
2871,391600,1980JJ00,841.0,774.0,7.9,108.6
2872,391600,1981JJ00,866.0,751.0,-3.1,115.4
2873,391600,1982JJ00,804.0,679.0,-9.5,118.3
2874,391600,1983JJ00,939.0,785.0,15.5,119.6
2875,391600,1984JJ00,914.0,772.0,-1.7,118.4
2876,391600,1985JJ00,1106.0,945.0,22.4,117.1
2877,391600,1986JJ00,1177.0,1024.0,8.4,114.9
2878,391600,1987JJ00,1155.0,1008.0,-1.6,114.6
2879,391600,1988JJ00,1498.0,1316.0,30.6,113.9
2880,391600,1989JJ00,2103.0,1835.0,39.5,114.6
2881,391600,1990JJ00,1892.0,1644.0,-10.4,115.1
2882,391600,1991JJ00,2086.0,1806.0,9.9,115.5
2883,391600,1992JJ00,2146.0,1872.0,3.6,114.6
2884,391600,1993JJ00,1992.0,1752.0,-6.4,113.7
2885,391600,1994JJ00,2129.0,1897.0,8.2,112.2
2886,391600,1995JJ00,2067.0,1876.0,-1.1,110.2
2887,391600,1996JJ00,2347.0,2206.0,17.6,106.4
2888,391600,1997JJ00,3177.0,3081.0,39.7,103.1
2889,391600,1998JJ00,4008.0,3937.0,27.8,101.8
2890,391600,1999JJ00,6296.0,6222.0,58.0,101.2
2891,391600,2000JJ00,6603.0,6414.0,3.1,102.9
2892,391600,2001JJ00,5469.0,5310.0,-17.2,103.0
2893,391600,2002JJ00,3276.0,3163.0,-40.4,103.6
2894,391600,2003JJ00,2744.0,2697.0,-14.7,101.7
2895,391600,2004JJ00,2935.0,2908.0,7.8,100.9
2896,391600,2005JJ00,3356.0,3356.0,15.4,100.0
2897,391600,2006JJ00,3611.0,3605.0,7.4,100.2
2898,391600,2007JJ00,3742.0,3693.0,2.4,101.3
2899,391600,2008JJ00,3944.0,3866.0,4.7,102.0
2900,391600,2009JJ00,3361.0,3311.0,-14.4,101.5
2901,391600,2010JJ00,3350.0,3253.0,-1.8,103.0
2902,391600,2011JJ00,3323.0,3226.0,-0.8,103.0
2903,391600,2012JJ00,3484.0,3390.0,5.1,102.8
2904,391705,1969JJ00,28.0,32.0,,88.3
2905,391705,1970JJ00,36.0,40.0,25.0,90.8
2906,391705,1971JJ00,37.0,39.0,-2.8,96.0
2907,391705,1972JJ00,32.0,32.0,-16.2,99.1
2908,391705,1973JJ00,41.0,39.0,21.9,104.2
2909,391705,1974JJ00,48.0,41.0,4.9,116.3
2910,391705,1975JJ00,49.0,38.0,-8.3,129.6
2911,391705,1976JJ00,57.0,41.0,8.2,139.3
2912,391705,1977JJ00,62.0,43.0,5.3,144.0
2913,391705,1978JJ00,73.0,49.0,12.9,150.1
2914,391705,1979JJ00,90.0,57.0,16.4,159.0
2915,391705,1980JJ00,92.0,55.0,-3.3,168.1
2916,391705,1981JJ00,102.0,57.0,3.3,180.5
2917,391705,1982JJ00,90.0,49.0,-13.7,184.6
2918,391705,1983JJ00,93.0,50.0,2.2,186.6
2919,391705,1984JJ00,121.0,64.0,28.0,189.8
2920,391705,1985JJ00,134.0,71.0,11.6,188.3
2921,391705,1986JJ00,138.0,74.0,4.5,185.7
2922,391705,1987JJ00,154.0,83.0,11.6,185.7
2923,391705,1988JJ00,193.0,105.0,26.6,183.8
2924,391705,1989JJ00,192.0,107.0,1.6,180.0
2925,391705,1990JJ00,212.0,119.0,12.0,177.5
2926,391705,1991JJ00,201.0,115.0,-3.8,174.9
2927,391705,1992JJ00,199.0,118.0,2.5,168.9
2928,391705,1993JJ00,226.0,138.0,17.1,163.9
2929,391705,1994JJ00,246.0,155.0,12.4,158.7
2930,391705,1995JJ00,242.0,159.0,2.4,152.4
2931,391705,1996JJ00,247.0,175.0,10.3,141.0
2932,391705,1997JJ00,278.0,213.0,21.9,130.2
2933,391705,1998JJ00,344.0,285.0,33.5,120.7
2934,391705,1999JJ00,323.0,285.0,0.0,113.4
2935,391705,2000JJ00,333.0,298.0,4.6,111.7
2936,391705,2001JJ00,321.0,293.0,-1.8,109.6
2937,391705,2002JJ00,268.0,251.0,-14.3,106.8
2938,391705,2003JJ00,242.0,233.0,-7.1,103.8
2939,391705,2004JJ00,260.0,255.0,9.5,101.9
2940,391705,2005JJ00,265.0,265.0,3.8,100.0
2941,391705,2006JJ00,254.0,254.0,-4.2,100.0
2942,391705,2007JJ00,258.0,255.0,0.4,101.2
2943,391705,2008JJ00,305.0,302.0,18.6,100.8
2944,391705,2009JJ00,304.0,298.0,-1.3,101.9
2945,391705,2010JJ00,314.0,307.0,3.0,102.2
2946,391705,2011JJ00,304.0,299.0,-2.9,101.8
2947,391705,2012JJ00,,,,
2948,391700,1969JJ00,,,,
2949,391700,1970JJ00,,,,
2950,391700,1971JJ00,,,,
2951,391700,1972JJ00,,,,
2952,391700,1973JJ00,,,,
2953,391700,1974JJ00,,,,
2954,391700,1975JJ00,,,,
2955,391700,1976JJ00,,,,
2956,391700,1977JJ00,,,,
2957,391700,1978JJ00,,,,
2958,391700,1979JJ00,,,,
2959,391700,1980JJ00,,,,
2960,391700,1981JJ00,,,,
2961,391700,1982JJ00,,,,
2962,391700,1983JJ00,,,,
2963,391700,1984JJ00,,,,
2964,391700,1985JJ00,,,,
2965,391700,1986JJ00,,,,
2966,391700,1987JJ00,,,,
2967,391700,1988JJ00,127.0,56.0,,228.1
2968,391700,1989JJ00,125.0,56.0,0.8,222.7
2969,391700,1990JJ00,139.0,64.0,13.6,218.0
2970,391700,1991JJ00,123.0,58.0,-9.4,212.8
2971,391700,1992JJ00,119.0,59.0,1.6,202.6
2972,391700,1993JJ00,136.0,70.0,19.3,194.1
2973,391700,1994JJ00,152.0,82.0,16.9,185.5
2974,391700,1995JJ00,142.0,81.0,-1.3,175.6
2975,391700,1996JJ00,142.0,91.0,12.0,156.8
2976,391700,1997JJ00,169.0,121.0,33.1,140.2
2977,391700,1998JJ00,216.0,170.0,40.8,127.3
2978,391700,1999JJ00,203.0,174.0,2.3,116.9
2979,391700,2000JJ00,213.0,186.0,7.4,114.2
2980,391700,2001JJ00,193.0,175.0,-6.1,110.2
2981,391700,2002JJ00,137.0,129.0,-26.4,106.4
2982,391700,2003JJ00,120.0,117.0,-9.5,102.9
2983,391700,2004JJ00,135.0,133.0,14.2,101.4
2984,391700,2005JJ00,141.0,141.0,5.9,100.0
2985,391700,2006JJ00,128.0,128.0,-9.2,100.0
2986,391700,2007JJ00,134.0,131.0,2.3,102.3
2987,391700,2008JJ00,146.0,144.0,9.7,101.6
2988,391700,2009JJ00,129.0,125.0,-13.0,103.2
2989,391700,2010JJ00,174.0,168.0,34.1,103.8
2990,391700,2011JJ00,130.0,126.0,-24.7,103.0
2991,391700,2012JJ00,,,,
2992,999998,1969JJ00,,,,
2993,999998,1970JJ00,,,,
2994,999998,1971JJ00,,,,
2995,999998,1972JJ00,,,,
2996,999998,1973JJ00,,,,
2997,999998,1974JJ00,,,,
2998,999998,1975JJ00,,,,
2999,999998,1976JJ00,,,,
3000,999998,1977JJ00,,,,
3001,999998,1978JJ00,,,,
3002,999998,1979JJ00,,,,
3003,999998,1980JJ00,,,,
3004,999998,1981JJ00,,,,
3005,999998,1982JJ00,,,,
3006,999998,1983JJ00,,,,
3007,999998,1984JJ00,,,,
3008,999998,1985JJ00,,,,
3009,999998,1986JJ00,,,,
3010,999998,1987JJ00,,,,
3011,999998,1988JJ00,66.0,51.0,,130.5
3012,999998,1989JJ00,67.0,52.0,3.0,128.6
3013,999998,1990JJ00,73.0,57.0,9.0,128.6
3014,999998,1991JJ00,78.0,61.0,6.8,128.6
3015,999998,1992JJ00,80.0,63.0,3.8,127.0
3016,999998,1993JJ00,90.0,72.0,13.8,125.6
3017,999998,1994JJ00,94.0,76.0,5.6,124.3
3018,999998,1995JJ00,100.0,82.0,8.5,121.8
3019,999998,1996JJ00,105.0,89.0,8.0,118.5
3020,999998,1997JJ00,109.0,95.0,6.7,115.3
3021,999998,1998JJ00,128.0,115.0,22.0,111.0
3022,999998,1999JJ00,120.0,111.0,-3.9,108.2
3023,999998,2000JJ00,120.0,111.0,0.0,108.2
3024,999998,2001JJ00,128.0,117.0,5.8,109.1
3025,999998,2002JJ00,131.0,122.0,3.9,107.5
3026,999998,2003JJ00,122.0,116.0,-4.6,104.9
3027,999998,2004JJ00,125.0,122.0,4.9,102.4
3028,999998,2005JJ00,124.0,124.0,1.6,100.0
3029,999998,2006JJ00,126.0,126.0,1.6,100.0
3030,999998,2007JJ00,124.0,124.0,-1.6,100.0
3031,999998,2008JJ00,159.0,159.0,28.2,100.0
3032,999998,2009JJ00,175.0,174.0,9.4,100.6
3033,999998,2010JJ00,140.0,139.0,-20.0,100.6
3034,999998,2011JJ00,174.0,173.0,24.3,100.6
3035,999998,2012JJ00,,,,
3036,394100,1969JJ00,221.0,521.0,,42.5
3037,394100,1970JJ00,281.0,610.0,17.2,46.1
3038,394100,1971JJ00,302.0,604.0,-1.1,50.0
3039,394100,1972JJ00,329.0,624.0,3.3,52.8
3040,394100,1973JJ00,380.0,688.0,10.3,55.2
3041,394100,1974JJ00,398.0,654.0,-5.0,60.9
3042,394100,1975JJ00,440.0,655.0,0.3,67.2
3043,394100,1976JJ00,508.0,710.0,8.4,71.5
3044,394100,1977JJ00,611.0,826.0,16.3,73.9
3045,394100,1978JJ00,618.0,797.0,-3.6,77.6
3046,394100,1979JJ00,616.0,759.0,-4.7,81.1
3047,394100,1980JJ00,709.0,833.0,9.7,85.1
3048,394100,1981JJ00,724.0,799.0,-4.1,90.6
3049,394100,1982JJ00,636.0,682.0,-14.6,93.2
3050,394100,1983JJ00,730.0,774.0,13.5,94.3
3051,394100,1984JJ00,646.0,690.0,-11.0,93.7
3052,394100,1985JJ00,804.0,865.0,25.4,93.0
3053,394100,1986JJ00,878.0,959.0,10.9,91.5
3054,394100,1987JJ00,850.0,928.0,-3.3,91.6
3055,394100,1988JJ00,1130.0,1232.0,32.8,91.7
3056,394100,1989JJ00,1694.0,1816.0,47.4,93.3
3057,394100,1990JJ00,1447.0,1527.0,-15.9,94.8
3058,394100,1991JJ00,1611.0,1677.0,9.8,96.1
3059,394100,1992JJ00,1705.0,1766.0,5.3,96.5
3060,394100,1993JJ00,1496.0,1544.0,-12.6,96.9
3061,394100,1994JJ00,1627.0,1680.0,8.8,96.9
3062,394100,1995JJ00,1573.0,1633.0,-2.8,96.3
3063,394100,1996JJ00,1718.0,1800.0,10.2,95.4
3064,394100,1997JJ00,2497.0,2640.0,46.6,94.6
3065,394100,1998JJ00,3176.0,3318.0,25.7,95.7
3066,394100,1999JJ00,5335.0,5532.0,66.8,96.4
3067,394100,2000JJ00,5664.0,5733.0,3.6,98.8
3068,394100,2001JJ00,4510.0,4515.0,-21.2,99.9
3069,394100,2002JJ00,2531.0,2489.0,-44.9,101.7
3070,394100,2003JJ00,2012.0,2002.0,-19.6,100.5
3071,394100,2004JJ00,2113.0,2109.0,5.3,100.2
3072,394100,2005JJ00,2462.0,2462.0,16.8,100.0
3073,394100,2006JJ00,2666.0,2646.0,7.5,100.8
3074,394100,2007JJ00,2555.0,2492.0,-5.8,102.5
3075,394100,2008JJ00,2632.0,2515.0,0.9,104.7
3076,394100,2009JJ00,2302.0,2204.0,-12.3,104.4
3077,394100,2010JJ00,2036.0,1916.0,-13.1,106.3
3078,394100,2011JJ00,2137.0,1996.0,4.2,107.1
3079,394100,2012JJ00,,,,
3080,395005,1969JJ00,5.0,2.0,,233.0
3081,395005,1970JJ00,9.0,3.0,40.0,299.6
3082,395005,1971JJ00,12.0,4.0,33.3,299.6
3083,395005,1972JJ00,15.0,5.0,25.0,299.6
3084,395005,1973JJ00,17.0,6.0,13.3,299.6
3085,395005,1974JJ00,20.0,6.0,11.8,315.3
3086,395005,1975JJ00,23.0,7.0,5.0,345.4
3087,395005,1976JJ00,28.0,8.0,21.7,345.4
3088,395005,1977JJ00,34.0,10.0,21.4,345.4
3089,395005,1978JJ00,38.0,10.0,5.9,364.6
3090,395005,1979JJ00,39.0,11.0,2.6,364.6
3091,395005,1980JJ00,40.0,11.0,5.1,355.7
3092,395005,1981JJ00,40.0,11.0,0.0,355.7
3093,395005,1982JJ00,78.0,22.0,95.0,355.7
3094,395005,1983JJ00,116.0,32.0,47.4,358.8
3095,395005,1984JJ00,147.0,43.0,32.8,342.5
3096,395005,1985JJ00,168.0,51.0,18.4,330.6
3097,395005,1986JJ00,161.0,51.0,-0.6,318.8
3098,395005,1987JJ00,151.0,49.0,-3.7,310.5
3099,395005,1988JJ00,175.0,59.0,21.9,295.4
3100,395005,1989JJ00,217.0,77.0,29.7,282.3
3101,395005,1990JJ00,233.0,87.0,12.9,268.5
3102,395005,1991JJ00,274.0,107.0,22.7,257.2
3103,395005,1992JJ00,242.0,101.0,-5.5,240.4
3104,395005,1993JJ00,270.0,119.0,17.8,227.7
3105,395005,1994JJ00,256.0,121.0,1.9,212.0
3106,395005,1995JJ00,252.0,128.0,6.3,196.4
3107,395005,1996JJ00,382.0,218.0,70.2,174.9
3108,395005,1997JJ00,402.0,262.0,19.9,153.5
3109,395005,1998JJ00,488.0,359.0,37.1,135.9
3110,395005,1999JJ00,638.0,511.0,42.2,125.0
3111,395005,2000JJ00,606.0,499.0,-2.2,121.4
3112,395005,2001JJ00,638.0,559.0,11.9,114.2
3113,395005,2002JJ00,477.0,435.0,-22.1,109.6
3114,395005,2003JJ00,490.0,463.0,6.5,105.7
3115,395005,2004JJ00,562.0,544.0,17.3,103.3
3116,395005,2005JJ00,629.0,629.0,15.7,100.0
3117,395005,2006JJ00,691.0,705.0,12.1,98.0
3118,395005,2007JJ00,929.0,952.0,35.0,97.6
3119,395005,2008JJ00,1007.0,1058.0,11.2,95.1
3120,395005,2009JJ00,755.0,809.0,-23.5,93.3
3121,395005,2010JJ00,1000.0,1059.0,30.9,94.4
3122,395005,2011JJ00,882.0,950.0,-10.3,92.8
3123,395005,2012JJ00,,,,
3124,395000,1969JJ00,,,,
3125,395000,1970JJ00,,,,
3126,395000,1971JJ00,,,,
3127,395000,1972JJ00,,,,
3128,395000,1973JJ00,,,,
3129,395000,1974JJ00,,,,
3130,395000,1975JJ00,,,,
3131,395000,1976JJ00,,,,
3132,395000,1977JJ00,,,,
3133,395000,1978JJ00,,,,
3134,395000,1979JJ00,,,,
3135,395000,1980JJ00,,,,
3136,395000,1981JJ00,,,,
3137,395000,1982JJ00,,,,
3138,395000,1983JJ00,,,,
3139,395000,1984JJ00,,,,
3140,395000,1985JJ00,,,,
3141,395000,1986JJ00,,,,
3142,395000,1987JJ00,,,,
3143,395000,1988JJ00,165.0,56.0,,293.4
3144,395000,1989JJ00,204.0,73.0,29.7,279.7
3145,395000,1990JJ00,220.0,83.0,13.2,266.4
3146,395000,1991JJ00,259.0,101.0,22.7,255.5
3147,395000,1992JJ00,228.0,95.0,-5.8,238.8
3148,395000,1993JJ00,255.0,113.0,18.0,226.4
3149,395000,1994JJ00,242.0,115.0,2.0,210.7
3150,395000,1995JJ00,238.0,122.0,6.2,195.1
3151,395000,1996JJ00,361.0,208.0,70.2,173.9
3152,395000,1997JJ00,379.0,248.0,19.7,152.6
3153,395000,1998JJ00,461.0,341.0,37.5,135.0
3154,395000,1999JJ00,603.0,487.0,42.5,123.9
3155,395000,2000JJ00,573.0,476.0,-2.2,120.3
3156,395000,2001JJ00,605.0,534.0,12.0,113.4
3157,395000,2002JJ00,436.0,399.0,-25.1,109.1
3158,395000,2003JJ00,449.0,426.0,6.7,105.4
3159,395000,2004JJ00,509.0,494.0,16.0,103.0
3160,395000,2005JJ00,574.0,574.0,16.1,100.0
3161,395000,2006JJ00,635.0,646.0,12.5,98.3
3162,395000,2007JJ00,850.0,867.0,34.2,98.1
3163,395000,2008JJ00,921.0,961.0,10.8,95.9
3164,395000,2009JJ00,706.0,751.0,-21.8,94.0
3165,395000,2010JJ00,943.0,989.0,31.7,95.3
3166,395000,2011JJ00,826.0,882.0,-10.8,93.6
3167,395000,2012JJ00,,,,
3168,395600,1969JJ00,,,,
3169,395600,1970JJ00,,,,
3170,395600,1971JJ00,,,,
3171,395600,1972JJ00,,,,
3172,395600,1973JJ00,,,,
3173,395600,1974JJ00,,,,
3174,395600,1975JJ00,,,,
3175,395600,1976JJ00,,,,
3176,395600,1977JJ00,,,,
3177,395600,1978JJ00,,,,
3178,395600,1979JJ00,,,,
3179,395600,1980JJ00,,,,
3180,395600,1981JJ00,,,,
3181,395600,1982JJ00,,,,
3182,395600,1983JJ00,,,,
3183,395600,1984JJ00,,,,
3184,395600,1985JJ00,,,,
3185,395600,1986JJ00,,,,
3186,395600,1987JJ00,,,,
3187,395600,1988JJ00,10.0,3.0,,316.2
3188,395600,1989JJ00,13.0,4.0,30.0,316.2
3189,395600,1990JJ00,13.0,4.0,7.7,293.6
3190,395600,1991JJ00,15.0,5.0,23.1,275.3
3191,395600,1992JJ00,14.0,5.0,0.0,256.9
3192,395600,1993JJ00,15.0,6.0,14.3,240.9
3193,395600,1994JJ00,14.0,6.0,0.0,224.8
3194,395600,1995JJ00,14.0,7.0,7.1,209.8
3195,395600,1996JJ00,21.0,11.0,71.4,183.6
3196,395600,1997JJ00,23.0,14.0,23.8,162.4
3197,395600,1998JJ00,27.0,18.0,30.4,146.2
3198,395600,1999JJ00,35.0,25.0,37.0,138.3
3199,395600,2000JJ00,33.0,25.0,-2.9,134.2
3200,395600,2001JJ00,33.0,27.0,9.1,123.0
3201,395600,2002JJ00,41.0,36.0,33.3,114.6
3202,395600,2003JJ00,41.0,38.0,4.9,109.3
3203,395600,2004JJ00,53.0,49.0,31.7,107.3
3204,395600,2005JJ00,55.0,55.0,11.3,100.0
3205,395600,2006JJ00,56.0,59.0,7.3,94.9
3206,395600,2007JJ00,79.0,85.0,44.6,92.6
3207,395600,2008JJ00,86.0,98.0,15.2,87.5
3208,395600,2009JJ00,49.0,57.0,-41.9,85.7
3209,395600,2010JJ00,57.0,68.0,18.4,84.3
3210,395600,2011JJ00,56.0,66.0,-1.8,84.3
3211,395600,2012JJ00,,,,
3212,396300,1969JJ00,462.0,992.0,,46.6
3213,396300,1970JJ00,486.0,966.0,-2.6,50.3
3214,396300,1971JJ00,630.0,1131.0,17.1,55.7
3215,396300,1972JJ00,811.0,1353.0,19.7,59.9
3216,396300,1973JJ00,840.0,1307.0,-3.5,64.3
3217,396300,1974JJ00,748.0,1058.0,-19.0,70.7
3218,396300,1975JJ00,875.0,1121.0,6.0,78.0
3219,396300,1976JJ00,981.0,1152.0,2.7,85.1
3220,396300,1977JJ00,945.0,1050.0,-8.9,90.0
3221,396300,1978JJ00,962.0,1003.0,-4.4,95.9
3222,396300,1979JJ00,1258.0,1236.0,23.2,101.8
3223,396300,1980JJ00,1573.0,1443.0,16.8,109.0
3224,396300,1981JJ00,1592.0,1374.0,-4.8,115.8
3225,396300,1982JJ00,1776.0,1503.0,9.4,118.2
3226,396300,1983JJ00,1546.0,1308.0,-13.0,118.2
3227,396300,1984JJ00,1801.0,1520.0,16.2,118.5
3228,396300,1985JJ00,1771.0,1527.0,0.5,115.9
3229,396300,1986JJ00,1811.0,1596.0,4.5,113.5
3230,396300,1987JJ00,2529.0,2230.0,39.8,113.4
3231,396300,1988JJ00,4445.0,3892.0,74.5,114.2
3232,396300,1989JJ00,2971.0,2637.0,-32.2,112.7
3233,396300,1990JJ00,3494.0,3115.0,18.1,112.2
3234,396300,1991JJ00,3512.0,3139.0,0.8,111.9
3235,396300,1992JJ00,3837.0,3487.0,11.1,110.0
3236,396300,1993JJ00,3507.0,3245.0,-7.0,108.1
3237,396300,1994JJ00,3251.0,3070.0,-5.4,105.9
3238,396300,1995JJ00,3603.0,3457.0,12.6,104.2
3239,396300,1996JJ00,4586.0,4550.0,31.6,100.8
3240,396300,1997JJ00,5315.0,5440.0,19.6,97.7
3241,396300,1998JJ00,7101.0,7394.0,35.9,96.0
3242,396300,1999JJ00,6910.0,7265.0,-1.7,95.1
