ID,RegioS,Perioden,AlleLanden_1,Nederland_2,BuitenlandTotaal_3,EuropaExclusiefNederland_4,Duitsland_5,Belgie_6,GrootBrittannie_7,Frankrijk_8,Zwitserland_9,Italie_10,Spanje_11,Denemarken_12,Zweden_13,OverigeLandenEurozone_14,OverigEuropa_15,Amerika_16,Azie_17,AustralieEnOceanie_18,Afrika_19,AlleLanden_20,Nederland_21,BuitenlandTotaal_22,EuropaExclusiefNederland_23,Duitsland_24,Belgie_25,GrootBrittannie_26,Frankrijk_27,Zwitserland_28,Italie_29,Spanje_30,Denemarken_31,Zweden_32,OverigeLandenEurozone_33,OverigEuropa_34,Amerika_35,Azie_36,AustralieEnOceanie_37,Afrika_38
44,NL01  ,2000MM09,979.6,787.0,192.6,187.7,138.9,23.5,11.7,4.2,,2.4,1.2,,,,4.4,1.9,,2.4,,4679.1,3614.3,1064.7,1050.2,816.6,113.7,57.9,12.7,,6.2,4.3,,,,33.6,5.8,,6.3,
45,NL01  ,2000KW03,3993.4,3043.6,949.8,931.5,573.7,94.7,52.8,47.1,10.3,75.8,30.9,12.4,,,33.9,6.9,3.8,6.5,1.2,25255.8,19835.6,5420.1,5345.8,3961.8,482.0,260.9,135.1,41.0,170.5,100.0,40.7,,,154.0,26.0,24.1,17.9,6.3
46,NL01  ,2000MM10,806.4,624.6,181.8,179.7,149.6,17.8,5.1,3.3,,,,,,,1.8,,,1.0,,3786.9,2785.6,1001.4,993.9,870.0,65.3,25.8,13.6,,,,,,,10.9,,,3.1,
47,NL01  ,2000MM11,444.6,362.0,82.6,82.3,50.8,24.2,2.5,,,,,,,,3.0,,,,,1812.9,1460.1,352.8,351.5,222.7,99.6,11.8,,,,,,,,7.9,,,,
48,NL01  ,2000MM12,396.1,346.9,49.2,48.9,35.1,9.5,1.6,,,,,,,,1.2,,,,,1859.3,1605.9,253.4,250.8,167.0,38.5,14.8,,,,,,,,19.5,,,,
49,NL01  ,2000KW04,1647.0,1333.5,313.5,311.0,235.5,51.5,9.2,4.7,,1.4,,1.3,,,6.0,,,1.1,,7459.1,5851.6,1607.5,1596.2,1259.7,203.4,52.3,25.8,,3.7,,5.5,,,38.4,,,3.8,
50,NL01  ,2000JJ00,10337.5,8072.8,2264.7,2233.8,1559.3,260.9,112.8,75.4,16.0,88.7,36.0,21.6,,,63.0,12.2,5.7,11.1,1.9,52849.1,41283.1,11566.0,11433.5,8756.4,1141.3,535.8,242.2,63.4,203.4,117.9,71.3,,,301.7,52.2,36.6,33.8,9.9
51,NL01  ,2001MM01,363.6,290.6,72.9,72.7,60.4,8.6,1.3,,,,,,,,,,,,,1472.8,1169.8,303.0,300.9,245.5,30.3,8.1,,,,,,,,,,,,
52,NL01  ,2001MM02,363.6,303.6,60.0,59.9,43.3,8.5,4.6,1.3,,,,,,,1.7,,,,,1538.1,1263.6,274.5,273.6,200.1,32.1,23.3,6.2,,,,,,,8.5,,,,
53,NL01  ,2001MM03,502.5,437.8,64.7,64.2,49.7,10.7,1.4,,,,,,,,,,,,,2066.7,1773.2,293.5,291.1,221.9,41.8,10.5,,,,,,,,,,,,
54,NL01  ,2001KW01,1229.7,1032.0,197.6,196.8,153.4,27.8,7.3,2.5,,,,1.2,,,3.3,,,,,5077.6,4206.6,870.9,865.7,667.5,104.2,41.9,14.1,,,,6.2,,,26.1,,,,
55,NL01  ,2001MM04,843.3,588.0,255.3,253.8,194.6,30.4,14.4,6.2,,1.8,,1.8,,,3.3,,,,,3594.7,2335.6,1259.1,1252.8,987.9,134.8,67.9,23.4,,3.7,,6.9,,,23.7,,,,
56,NL01  ,2001MM05,1221.9,1047.8,174.1,171.7,131.7,18.8,10.6,4.4,,,,,,,3.6,1.1,,,,5038.3,4287.4,750.9,742.2,577.5,76.6,47.8,11.9,,,,,,,19.7,4.6,,,
57,NL01  ,2001MM06,1274.7,1023.9,250.8,245.9,197.5,16.5,11.4,5.0,,2.2,2.2,4.1,,,6.2,1.9,,2.1,,6217.3,4914.9,1302.3,1279.6,1043.5,88.1,53.9,17.7,,8.2,11.7,17.9,,,35.4,10.2,,8.9,
58,NL01  ,2001KW02,3339.9,2659.7,680.3,671.4,523.8,65.7,36.5,15.6,2.2,4.9,3.0,6.5,,,13.2,3.8,1.4,3.3,,14850.3,11537.9,3312.4,3274.6,2608.9,299.6,169.6,53.0,8.9,14.5,14.7,26.7,,,78.7,18.0,6.0,11.7,
59,NL01  ,2001MM07,1380.6,1043.3,337.4,329.9,227.1,24.4,15.6,13.0,4.7,14.7,6.3,10.0,,,14.1,3.1,1.3,2.6,,8945.6,6968.8,1976.8,1951.3,1533.2,143.1,76.6,32.9,17.5,39.9,19.3,35.9,,,52.9,10.5,6.1,6.7,
60,NL01  ,2001MM08,1713.6,1320.5,393.2,386.4,217.9,37.0,27.7,19.2,2.4,46.8,22.3,1.7,,,11.7,1.8,2.8,1.5,,11718.6,9680.7,2037.9,2006.6,1377.4,193.5,139.6,51.7,10.8,111.5,56.8,4.9,,,60.4,6.3,17.4,4.6,
61,NL01  ,2001MM09,842.7,680.4,162.4,159.1,120.4,14.3,9.6,2.5,,2.7,5.3,,,,3.4,,,1.5,,3953.0,3091.0,862.0,850.0,675.7,56.8,47.8,6.7,,11.0,24.7,,,,22.7,,,3.9,
62,NL01  ,2001KW03,3937.0,3044.1,892.9,875.5,565.4,75.6,52.8,34.7,7.6,64.1,33.9,12.3,,,29.1,5.8,4.8,5.5,1.3,24617.1,19740.5,4876.6,4807.9,3586.3,393.4,263.9,91.4,30.5,162.4,100.8,43.2,,,136.1,21.6,26.1,15.2,5.9
63,NL01  ,2001MM10,796.1,619.4,176.7,175.4,149.8,15.7,4.8,1.4,,,,,,,1.9,,,,,3827.3,2815.0,1012.3,1007.1,884.2,64.7,21.6,6.7,,,,,,,22.6,,,,
64,NL01  ,2001MM11,476.5,407.2,69.3,69.0,40.3,22.8,1.5,1.5,,,,,,,1.5,,,,,1831.5,1555.7,275.7,273.7,167.5,71.5,6.8,6.7,,,,,,,17.1,,,,
65,NL01  ,2001MM12,360.7,322.7,38.1,37.8,25.9,7.6,1.5,,,1.2,,,,,,,,,,1707.8,1508.8,199.0,197.2,131.7,35.7,9.0,,,3.5,,,,,,,,,
66,NL01  ,2001KW04,1633.3,1349.3,284.1,282.2,216.0,46.0,7.8,3.4,,2.3,,1.1,,,4.2,,,,,7366.5,5879.5,1487.0,1478.0,1183.4,172.0,37.4,16.2,,6.8,,3.9,,,52.3,,,,
67,NL01  ,2001JJ00,10139.9,8085.1,2054.9,2026.0,1458.6,215.2,104.5,56.2,10.9,72.2,37.6,21.0,,,49.8,10.5,6.7,9.8,1.8,51911.5,41364.6,10546.9,10426.2,8046.1,969.0,512.8,174.6,45.1,186.7,118.6,80.1,,,293.3,45.4,36.4,29.7,9.2
68,NL01  ,2002MM01,338.4,274.9,63.5,63.1,51.8,7.4,1.5,,,,,,,,,,,,,1504.3,1196.0,308.3,306.1,249.4,30.8,8.9,,,,,,,,,,,,
69,NL01  ,2002MM02,400.5,342.2,58.4,58.2,36.5,15.7,3.0,1.6,,,,,,,,,,,,1811.6,1555.7,255.9,252.7,158.3,62.6,14.6,6.7,,,,,,,,,,,
70,NL01  ,2002MM03,475.2,380.5,94.6,94.2,75.9,9.8,4.9,,,,,,,,,,,,,2120.4,1640.4,480.0,477.9,389.4,37.1,24.3,,,,,,,,,,,,
71,NL01  ,2002KW01,1214.1,997.6,216.5,215.6,164.2,32.9,9.5,3.2,,,,,,1.3,2.1,,,,,5436.4,4392.2,1044.2,1036.7,797.1,130.5,47.7,15.8,,,,,,12.7,18.9,,,,
72,NL01  ,2002MM04,892.0,647.4,244.6,243.7,166.3,42.6,13.1,9.9,2.0,3.4,,1.1,,1.6,3.0,,,,,3642.7,2528.2,1114.5,1109.6,777.3,166.0,59.9,33.7,7.6,11.1,,4.0,,6.1,40.0,,,,
73,NL01  ,2002MM05,1448.5,1198.5,250.0,247.7,201.1,21.8,10.2,5.8,,1.9,,,,1.8,2.5,1.4,,,,6535.0,5469.4,1065.6,1055.2,880.6,81.6,40.5,15.9,,6.6,,,,8.5,12.5,6.7,,,
74,NL01  ,2002MM06,1052.8,833.8,219.0,217.0,166.2,15.2,12.2,7.6,1.9,3.5,1.5,2.7,1.5,1.6,3.0,1.1,,,,5359.8,4098.2,1261.6,1250.4,1004.4,91.1,62.0,31.0,7.0,13.5,7.6,10.5,5.0,5.0,13.3,5.0,,,
75,NL01  ,2002KW02,3393.3,2679.8,713.5,708.4,533.7,79.6,35.6,23.4,4.8,8.8,2.3,4.8,2.1,4.9,8.5,3.0,,1.2,,15537.5,12095.7,3441.8,3415.2,2662.3,338.7,162.4,80.6,18.0,31.2,12.0,17.6,7.0,19.6,65.8,14.2,,3.9,
76,NL01  ,2002MM07,1323.8,1021.4,302.4,299.2,195.1,30.0,22.5,12.9,3.3,6.0,2.6,7.9,4.2,2.8,11.9,1.3,1.3,,,8867.7,7106.2,1761.6,1743.6,1291.7,177.5,102.5,36.6,14.4,16.8,8.9,27.1,11.7,15.4,41.1,6.1,7.7,,
77,NL01  ,2002MM08,1720.2,1267.6,452.6,446.8,263.2,40.7,24.8,16.0,10.1,48.6,26.7,3.0,,4.3,8.5,1.6,2.5,1.6,,12403.7,9685.5,2718.2,2692.0,1997.8,213.5,140.2,44.2,30.1,120.2,73.4,7.9,,17.3,45.3,6.7,14.7,3.6,
78,NL01  ,2002MM09,942.2,754.4,187.8,184.5,143.0,20.3,7.6,3.0,1.0,2.8,1.3,,,1.8,2.9,,,1.3,,4207.7,3271.3,936.4,923.0,754.5,70.4,33.8,9.1,2.6,6.2,6.7,,,14.2,22.6,,,3.3,
79,NL01  ,2002KW03,3986.1,3043.4,942.8,930.4,601.3,90.9,54.8,32.0,14.4,57.3,30.6,11.5,5.4,8.9,23.3,3.7,4.6,3.2,,25479.1,20062.9,5416.2,5358.7,4044.0,461.3,276.6,89.9,47.1,143.2,89.0,36.5,15.3,46.9,109.0,16.8,27.2,7.8,
80,NL01  ,2002MM10,780.7,602.9,177.7,176.3,148.7,17.1,4.8,2.2,,,,,,,,,,,,3894.3,2870.3,1024.0,1019.9,883.1,80.7,23.8,9.7,,,,,,,,,,,
81,NL01  ,2002MM11,477.3,403.3,74.0,73.7,37.1,31.9,1.8,1.1,,,,,,,,,,,,1862.3,1543.9,318.4,316.9,167.5,117.6,10.0,4.7,,,,,,,,,,,
82,NL01  ,2002MM12,365.0,327.0,38.0,37.6,22.6,11.1,,,,,,,,,,,,,,1647.3,1445.7,201.7,199.0,125.2,45.5,,,,,,,,,,,,,
83,NL01  ,2002KW04,1622.9,1333.2,289.7,287.6,208.3,60.1,7.6,3.9,,1.8,,,,1.5,2.2,,,,,7403.9,5859.9,1544.0,1535.7,1175.8,243.7,40.3,18.5,,4.7,,,,13.0,28.4,,,,
84,NL01  ,2002JJ00,10216.4,8053.9,2162.5,2142.0,1507.5,263.6,107.6,62.4,20.6,68.6,33.9,17.5,7.8,16.6,36.0,8.2,6.1,5.1,1.1,53856.9,42410.7,11446.2,11346.4,8679.3,1174.3,527.0,204.7,74.0,184.0,105.8,59.4,23.6,92.2,222.1,39.7,36.0,14.6,9.5
85,NL01  ,2003MM01,329.7,266.5,63.3,63.0,48.8,8.9,,,,,,,,,1.7,,,,,1484.8,1153.6,331.3,328.1,240.0,37.0,,,,,,,,,23.0,,,,
86,NL01  ,2003MM02,379.5,324.5,55.0,54.6,38.9,10.9,1.6,1.9,,,,,,,,,,,,1536.1,1307.6,228.5,226.1,149.4,39.2,9.7,9.0,,,,,,,,,,,
87,NL01  ,2003MM03,481.8,390.8,91.1,90.7,64.1,20.8,1.4,2.2,,,,,,,,,,,,1913.5,1530.8,382.7,380.8,263.5,79.6,10.7,7.7,,,,,,,,,,,
88,NL01  ,2003KW01,1191.0,981.7,209.4,208.3,151.8,40.7,3.9,5.1,,,,,,1.7,3.1,,,,,4934.4,3992.0,942.5,935.1,652.8,155.8,27.0,25.5,,,,,,17.1,46.8,,,,
89,NL01  ,2003MM04,998.4,713.4,285.1,284.2,202.2,45.9,11.3,8.8,1.2,4.3,,1.9,1.8,4.0,2.4,,,,,4078.7,2756.0,1322.7,1317.6,987.9,188.7,50.7,26.6,3.9,11.4,,6.3,4.0,19.7,17.0,,,,
90,NL01  ,2003MM05,1194.3,1001.7,192.7,190.9,138.8,23.2,12.3,7.2,,1.7,,1.0,,1.3,3.7,1.0,,,,4920.2,4114.1,806.1,797.5,585.6,81.3,66.7,22.4,,3.9,,2.6,,5.4,23.3,6.0,,,
91,NL01  ,2003MM06,1503.6,1180.6,323.1,321.0,258.8,30.2,7.1,7.0,1.0,4.1,1.7,3.2,2.3,2.0,3.7,,,,,7261.5,5735.1,1526.4,1517.1,1246.4,137.9,30.6,27.7,4.0,17.2,7.4,11.2,10.1,8.8,15.8,,,,
92,NL01  ,2003KW02,3696.4,2895.6,800.8,796.1,599.7,99.3,30.7,23.0,2.9,10.2,2.7,6.1,4.5,7.3,9.8,2.4,,1.5,,16260.4,12605.2,3655.3,3632.2,2819.9,407.9,148.0,76.8,10.4,32.5,11.5,20.1,15.0,33.9,56.1,14.2,,4.2,
93,NL01  ,2003MM07,1413.6,1126.8,286.8,279.8,157.7,32.7,21.2,18.0,6.4,9.8,3.8,9.9,6.1,4.9,9.3,2.7,1.0,3.0,,9238.6,7771.1,1467.5,1433.7,893.4,164.9,108.7,61.6,28.6,35.9,14.6,37.7,22.2,27.2,38.7,11.9,6.4,13.6,
94,NL01  ,2003MM08,1807.0,1315.9,491.1,486.9,304.5,54.8,21.1,22.6,2.8,36.9,25.4,4.3,1.9,5.4,7.1,1.1,1.8,1.2,,12138.1,9265.7,2872.4,2848.4,2122.9,247.3,126.8,65.4,13.5,107.7,81.6,21.7,7.1,21.3,33.2,5.3,14.9,3.0,
95,NL01  ,2003MM09,930.6,741.5,189.1,186.5,145.7,17.2,7.9,3.7,1.2,3.1,2.7,,,1.2,2.7,,,1.3,,4362.6,3150.2,1212.4,1201.8,1012.8,74.6,38.3,13.3,5.9,12.1,12.8,,,6.4,21.2,,,4.0,
96,NL01  ,2003KW03,4151.2,3184.2,967.0,953.1,607.9,104.7,50.2,44.3,10.5,49.8,31.9,15.1,8.3,11.4,19.1,4.6,3.2,5.5,,25739.3,20187.1,5552.2,5483.9,4029.1,486.8,273.8,140.3,48.0,155.7,109.0,62.9,30.2,55.0,93.1,20.9,23.1,20.6,
97,NL01  ,2003MM10,784.1,616.0,168.1,165.8,129.3,26.1,4.3,2.0,,,,,,,1.6,,1.3,,,3617.9,2718.8,899.1,889.2,720.7,112.9,21.3,8.7,,,,,,,11.5,,5.3,,
98,NL01  ,2003MM11,420.9,355.8,65.0,64.8,34.6,27.1,,,,,,,,,,,,,,1654.4,1370.4,284.0,282.7,166.2,93.5,,,,,,,,,,,,,
99,NL01  ,2003MM12,388.8,349.0,39.8,39.6,19.9,16.4,1.5,,,,,,,,,,,,,1817.2,1607.1,210.1,208.3,117.8,60.5,10.6,,,,,,,,,,,,
100,NL01  ,2003KW04,1593.8,1320.9,272.9,270.3,183.8,69.6,6.5,3.0,,1.1,,,,1.2,3.2,,1.3,,,7089.5,5696.2,1393.2,1380.3,1004.8,266.9,37.2,13.7,,4.1,,,,14.3,29.3,,5.5,,
101,NL01  ,2003JJ00,10632.4,8382.3,2250.1,2227.7,1543.2,314.3,91.4,75.3,14.4,62.0,35.2,22.2,13.0,21.6,35.2,7.9,5.4,7.9,1.2,54023.7,42480.5,11543.2,11431.5,8506.6,1317.4,486.1,256.3,65.0,197.1,123.9,87.4,46.0,120.3,225.3,44.1,34.2,28.0,5.4
102,NL01  ,2004MM01,350.2,291.5,58.7,58.5,42.6,10.5,,,,1.1,1.8,,,,,,,,,1455.1,1162.4,292.8,290.5,215.3,42.4,,,,4.1,7.7,,,,,,,,
