ID,BedrijfstypeNEG,RegioS,Perioden,TotaalMestproductie_1,DunneMest_2,VasteMest_3,Stikstofuitscheiding_4,TotaalGasvormigeStikstofverliezen_5,AmmoniakN_6,OverigeGasvormigeStikstofverliezenN_7,TotaalGasvormigeStikstofverliezen_8,AmmoniakN_9,OverigeStikstofverliezenN_10,AmmoniakverliesTijdensBeweidingN_11,TotaalStikstofproductie_12,k_0170KgHa_13,k_170250KgHa_14,k_2501000KgHa_15,k_1000KgHa_16,k_0170KgHa_17,k_170250KgHa_18,k_2501000KgHa_19,k_1000KgHa_20,TotaalFosfaatproductie_21,k_060KgHa_22,k_60110KgHa_23,k_110500KgHa_24,k_500KgHa_25,k_060KgHa_26,k_60110KgHa_27,k_110500KgHa_28,k_500KgHa_29,PlaatsingsruimteStikstof_30,PlaatsingsruimteFosfaat_31,AandeelBedrijvenZonderOverproductie_32,ResterendePlaatsingsruimteStikstof_33,ResterendePlaatsingsruimteFosfaat_34,AandeelBedrijvenMetOverproductie_35,Stikstofoverschot_36,Fosfaatoverschot_37,SaldoPlaatsingsruimteStikstof_38,SaldoPlaatsingsruimteStikstofPerHa_39,SaldoPlaatsingsruimteFosfaat_40,SaldoPlaatsingsruimteFosfaatPerHa_41,PlaatsingsruimteStikstof_42,PlaatsingsruimteFosfaat_43,AandeelBedrijvenZonderOverproductie_44,ResterendePlaatsingsruimteStikstof_45,ResterendePlaatsingsruimteFosfaat_46,AandeelBedrijvenMetOverproductie_47,Stikstofoverschot_48,Fosfaatoverschot_49,SaldoPlaatsingsruimteStikstof_50,SaldoPlaatsingsruimteStikstofPerHa_51,SaldoPlaatsingsruimteFosfaat_52,SaldoPlaatsingsruimteFosfaatPerHa_53,AantalLandbouwbedrijven_54,TotaalBemestbareCultuurgrond_55,Grasland_56,Snijmais_57,OverigBouwland_58
3476,T31,CG01  ,1998JJ00,97.0,86.0,11.0,688.0,,70.0,,,51.0,,19.0,637.0,95.0,4.0,1.0,0.0,456.0,128.0,53.0,0.0,192.0,97.0,2.0,1.0,0.0,154.0,25.0,14.0,0.0,,1087.0,100.0,,896.0,0.0,3.0,1.0,,,895.0,92.0,1719.0,708.0,95.0,1128.0,519.0,5.0,49.0,17.0,1079.0,110.0,503.0,51.0,739.0,9775.0,4046.0,2974.0,2755.0
3477,T31,CG01  ,1999JJ00,92.0,80.0,12.0,624.0,99.0,82.0,17.0,82.0,65.0,17.0,17.0,542.0,96.0,4.0,0.0,0.0,425.0,103.0,14.0,0.0,189.0,96.0,3.0,0.0,0.0,148.0,37.0,3.0,0.0,,1020.0,100.0,,832.0,0.0,2.0,1.0,,,831.0,91.0,1586.0,665.0,97.0,1070.0,484.0,3.0,30.0,12.0,1039.0,113.0,472.0,51.0,744.0,9174.0,3806.0,3234.0,2134.0
3478,T31,CG01  ,2000JJ00,113.0,98.0,15.0,756.0,120.0,100.0,20.0,98.0,78.0,20.0,22.0,657.0,92.0,6.0,1.0,0.0,472.0,137.0,49.0,0.0,231.0,94.0,5.0,1.0,0.0,159.0,61.0,10.0,0.0,,979.0,99.0,,752.0,1.0,7.0,3.0,,,749.0,81.0,1601.0,662.0,93.0,976.0,441.0,7.0,42.0,17.0,934.0,101.0,424.0,46.0,718.0,9263.0,3540.0,2652.0,3071.0
3479,T31,CG01  ,2001JJ00,93.0,79.0,14.0,634.0,97.0,81.0,17.0,78.0,61.0,17.0,20.0,557.0,94.0,5.0,1.0,0.0,429.0,114.0,14.0,0.0,193.0,95.0,4.0,0.0,0.0,156.0,35.0,2.0,0.0,,878.0,100.0,,685.0,0.0,1.0,0.0,,,685.0,81.0,1471.0,605.0,95.0,927.0,410.0,5.0,17.0,6.0,910.0,108.0,404.0,48.0,642.0,8455.0,3248.0,2406.0,2800.0
3480,T31,CG01  ,2002JJ00,93.0,79.0,14.0,623.0,99.0,82.0,16.0,80.0,64.0,16.0,18.0,543.0,95.0,4.0,1.0,0.0,436.0,88.0,19.0,0.0,189.0,95.0,5.0,0.0,0.0,153.0,33.0,3.0,0.0,,836.0,99.0,,648.0,1.0,2.0,1.0,,,648.0,77.0,1461.0,601.0,95.0,930.0,414.0,5.0,17.0,6.0,913.0,109.0,407.0,49.0,610.0,8394.0,3244.0,2582.0,2568.0
3481,T31,CG01  ,2003JJ00,129.0,110.0,20.0,875.0,143.0,118.0,25.0,117.0,92.0,25.0,25.0,757.0,90.0,9.0,1.0,0.0,565.0,174.0,18.0,0.0,282.0,90.0,9.0,1.0,0.0,205.0,70.0,7.0,0.0,,943.0,99.0,,667.0,1.0,6.0,5.0,,,662.0,66.0,1783.0,725.0,93.0,1044.0,451.0,7.0,24.0,13.0,1019.0,102.0,438.0,44.0,696.0,10016.0,4147.0,3127.0,2741.0
3482,T31,CG01  ,2004JJ00,129.0,108.0,21.0,789.0,112.0,97.0,15.0,89.0,73.0,15.0,23.0,701.0,92.0,8.0,0.0,0.0,540.0,154.0,7.0,0.0,254.0,92.0,8.0,0.0,0.0,191.0,63.0,0.0,0.0,,912.0,100.0,,658.0,0.0,1.0,0.0,,,658.0,68.0,1747.0,706.0,95.0,1057.0,451.0,5.0,13.0,5.0,1044.0,108.0,446.0,46.0,667.0,9663.0,4192.0,3032.0,2439.0
3483,T31,CG01  ,2005JJ00,131.0,111.0,20.0,788.0,110.0,76.0,34.0,88.0,54.0,34.0,22.0,700.0,93.0,7.0,0.0,0.0,578.0,111.0,11.0,0.0,254.0,92.0,8.0,0.0,0.0,202.0,51.0,2.0,0.0,,870.0,99.0,,617.0,1.0,2.0,1.0,,,616.0,64.0,1737.0,707.0,96.0,1047.0,456.0,4.0,12.0,5.0,1035.0,107.0,451.0,47.0,639.0,9693.0,4182.0,3383.0,2127.0
3484,T31,CG01  ,2006JJ00,119.0,102.0,16.0,722.0,100.0,70.0,30.0,79.0,49.0,30.0,21.0,643.0,94.0,5.0,0.0,0.0,531.0,104.0,8.0,0.0,237.0,92.0,7.0,0.0,0.0,176.0,61.0,0.0,0.0,1658.0,876.0,97.0,1020.0,633.0,3.0,5.0,2.0,1015.0,110.0,631.0,68.0,1658.0,664.0,96.0,1019.0,429.0,4.0,8.0,3.0,1012.0,110.0,426.0,46.0,602.0,9211.0,3704.0,3274.0,2233.0
3485,T31,CG01  ,2007JJ00,110.0,95.0,14.0,672.0,90.0,64.0,26.0,72.0,46.0,26.0,18.0,599.0,93.0,6.0,1.0,0.0,501.0,90.0,8.0,0.0,219.0,93.0,7.0,0.0,0.0,185.0,33.0,1.0,0.0,1590.0,824.0,98.0,994.0,604.0,2.0,4.0,1.0,991.0,111.0,602.0,68.0,1590.0,634.0,98.0,994.0,416.0,2.0,4.0,1.0,990.0,111.0,415.0,47.0,532.0,8914.0,3307.0,3284.0,2323.0
3486,T31,CG01  ,2008JJ00,107.0,95.0,13.0,653.0,89.0,63.0,26.0,72.0,46.0,26.0,17.0,581.0,95.0,4.0,1.0,0.0,506.0,68.0,7.0,0.0,209.0,95.0,5.0,0.0,0.0,182.0,27.0,0.0,0.0,1514.0,770.0,98.0,936.0,559.0,2.0,3.0,1.0,933.0,110.0,558.0,65.0,1514.0,603.0,98.0,935.0,395.0,2.0,4.0,1.0,931.0,109.0,394.0,46.0,537.0,8518.0,3072.0,3212.0,2233.0
3487,T31,CG01  ,2009JJ00,107.0,95.0,12.0,633.0,86.0,61.0,25.0,70.0,45.0,25.0,16.0,564.0,95.0,4.0,1.0,0.0,509.0,49.0,6.0,0.0,201.0,95.0,4.0,0.0,0.0,183.0,18.0,0.0,0.0,1603.0,813.0,98.0,1043.0,611.0,2.0,4.0,1.0,1040.0,116.0,609.0,68.0,1603.0,641.0,98.0,1043.0,440.0,2.0,4.0,1.0,1039.0,116.0,439.0,49.0,533.0,8959.0,3440.0,3171.0,2348.0
3488,T31,CG02  ,1994JJ00,151.0,136.0,15.0,1140.0,,131.0,,,103.0,,28.0,1037.0,84.0,12.0,4.0,0.0,496.0,332.0,208.0,0.0,325.0,89.0,9.0,2.0,0.0,184.0,91.0,50.0,0.0,,1541.0,100.0,,1219.0,0.0,7.0,3.0,,,1216.0,125.0,1672.0,682.0,84.0,794.0,382.0,16.0,162.0,58.0,632.0,65.0,324.0,33.0,663.0,9742.0,3259.0,3172.0,3310.0
3489,T31,CG02  ,1995JJ00,160.0,144.0,16.0,1187.0,,134.0,,,102.0,,32.0,1085.0,84.0,10.0,6.0,0.0,508.0,320.0,257.0,0.0,327.0,90.0,7.0,3.0,0.0,214.0,66.0,47.0,0.0,,1222.0,98.0,,900.0,2.0,12.0,5.0,,,895.0,91.0,1694.0,695.0,84.0,784.0,384.0,16.0,177.0,58.0,607.0,61.0,326.0,33.0,638.0,9878.0,3395.0,3029.0,3454.0
3490,T31,CG02  ,1996JJ00,170.0,151.0,19.0,1267.0,,143.0,,,105.0,,38.0,1162.0,84.0,9.0,6.0,0.0,607.0,266.0,289.0,0.0,316.0,92.0,7.0,1.0,0.0,206.0,80.0,29.0,0.0,,1268.0,99.0,,953.0,1.0,5.0,2.0,,,952.0,89.0,1864.0,752.0,85.0,890.0,446.0,15.0,189.0,57.0,702.0,66.0,389.0,36.0,689.0,10683.0,3708.0,3204.0,3771.0
3491,T31,CG02  ,1997JJ00,164.0,147.0,16.0,1202.0,,138.0,,,105.0,,33.0,1098.0,83.0,11.0,6.0,0.0,513.0,347.0,237.0,0.0,313.0,91.0,7.0,2.0,0.0,194.0,85.0,34.0,0.0,,1276.0,98.0,,971.0,2.0,20.0,8.0,,,963.0,89.0,1877.0,757.0,83.0,947.0,454.0,17.0,171.0,54.0,776.0,72.0,399.0,37.0,679.0,10764.0,3695.0,3383.0,3686.0
3492,T31,CG02  ,1998JJ00,186.0,166.0,20.0,1312.0,,129.0,,,92.0,,37.0,1219.0,83.0,12.0,5.0,0.0,686.0,312.0,222.0,0.0,358.0,92.0,7.0,1.0,0.0,257.0,75.0,26.0,0.0,,1257.0,98.0,,906.0,2.0,19.0,7.0,,,899.0,79.0,1969.0,799.0,83.0,903.0,448.0,17.0,154.0,49.0,750.0,66.0,400.0,35.0,692.0,11435.0,3750.0,3227.0,4457.0
3493,T31,CG02  ,1999JJ00,213.0,193.0,20.0,1416.0,225.0,185.0,40.0,189.0,149.0,40.0,36.0,1228.0,86.0,10.0,4.0,0.0,744.0,269.0,214.0,0.0,423.0,88.0,9.0,2.0,0.0,257.0,120.0,46.0,0.0,,1295.0,97.0,,887.0,3.0,39.0,16.0,,,871.0,74.0,2027.0,822.0,86.0,953.0,442.0,14.0,161.0,61.0,792.0,67.0,381.0,32.0,707.0,11784.0,3823.0,3472.0,4489.0
3494,T31,CG02  ,2000JJ00,225.0,199.0,27.0,1465.0,226.0,186.0,40.0,185.0,145.0,40.0,41.0,1281.0,85.0,10.0,5.0,0.0,801.0,326.0,153.0,1.0,435.0,86.0,12.0,2.0,0.0,289.0,112.0,33.0,0.0,,1345.0,97.0,,923.0,3.0,32.0,13.0,,,911.0,71.0,2207.0,902.0,84.0,1051.0,490.0,16.0,132.0,47.0,918.0,72.0,443.0,35.0,713.0,12776.0,4506.0,3226.0,5044.0
3495,T31,CG02  ,2001JJ00,209.0,185.0,25.0,1373.0,214.0,177.0,38.0,177.0,139.0,38.0,37.0,1196.0,82.0,14.0,4.0,0.0,671.0,400.0,126.0,0.0,418.0,84.0,14.0,2.0,0.0,238.0,158.0,23.0,0.0,,1189.0,97.0,,779.0,3.0,20.0,9.0,,,771.0,67.0,1998.0,804.0,82.0,913.0,408.0,18.0,124.0,47.0,790.0,69.0,362.0,31.0,697.0,11516.0,3771.0,2887.0,4858.0
3496,T31,CG02  ,2002JJ00,221.0,193.0,28.0,1448.0,234.0,191.0,43.0,194.0,151.0,43.0,39.0,1253.0,85.0,12.0,3.0,0.0,708.0,392.0,153.0,0.0,440.0,88.0,11.0,2.0,0.0,259.0,151.0,31.0,0.0,,1143.0,97.0,,715.0,3.0,29.0,12.0,,,703.0,61.0,2023.0,809.0,85.0,898.0,404.0,15.0,143.0,55.0,755.0,65.0,349.0,30.0,721.0,11543.0,3896.0,2968.0,4679.0
3497,T31,CG02  ,2003JJ00,254.0,221.0,33.0,1735.0,300.0,233.0,68.0,259.0,191.0,68.0,42.0,1477.0,81.0,14.0,4.0,0.0,791.0,434.0,162.0,89.0,570.0,80.0,17.0,2.0,0.0,273.0,194.0,50.0,52.0,,1114.0,96.0,,616.0,4.0,121.0,71.0,,,545.0,46.0,2098.0,836.0,83.0,835.0,364.0,17.0,232.0,115.0,603.0,51.0,249.0,21.0,688.0,11818.0,4246.0,3133.0,4440.0
3498,T31,CG02  ,2004JJ00,256.0,226.0,31.0,1535.0,220.0,191.0,30.0,181.0,152.0,30.0,39.0,1354.0,85.0,12.0,2.0,0.0,919.0,343.0,92.0,0.0,489.0,85.0,14.0,1.0,0.0,325.0,153.0,11.0,0.0,,1174.0,97.0,,690.0,3.0,13.0,5.0,,,685.0,55.0,2231.0,892.0,87.0,965.0,425.0,13.0,92.0,36.0,873.0,70.0,389.0,31.0,719.0,12516.0,4708.0,3323.0,4486.0
3499,T31,CG02  ,2005JJ00,278.0,245.0,33.0,1651.0,228.0,164.0,64.0,185.0,121.0,64.0,43.0,1466.0,83.0,13.0,3.0,0.0,924.0,421.0,121.0,1.0,532.0,82.0,16.0,2.0,0.0,329.0,182.0,21.0,0.0,,1221.0,96.0,,699.0,4.0,24.0,9.0,,,690.0,50.0,2433.0,980.0,87.0,1072.0,467.0,13.0,108.0,41.0,964.0,70.0,426.0,31.0,738.0,13680.0,5301.0,4104.0,4276.0
3500,T31,CG02  ,2006JJ00,279.0,245.0,34.0,1631.0,224.0,160.0,64.0,180.0,116.0,64.0,44.0,1451.0,85.0,14.0,1.0,0.0,973.0,448.0,29.0,1.0,533.0,83.0,16.0,1.0,0.0,352.0,170.0,10.0,0.0,2503.0,1297.0,91.0,1108.0,738.0,9.0,56.0,22.0,1052.0,76.0,716.0,52.0,2503.0,976.0,89.0,1106.0,460.0,11.0,66.0,26.0,1040.0,75.0,434.0,31.0,708.0,13824.0,4896.0,4383.0,4545.0
3501,T31,CG02  ,2007JJ00,261.0,224.0,36.0,1575.0,214.0,151.0,62.0,172.0,110.0,62.0,42.0,1403.0,84.0,13.0,3.0,0.0,980.0,345.0,77.0,1.0,516.0,80.0,18.0,1.0,0.0,323.0,181.0,13.0,0.0,2413.0,1215.0,90.0,1068.0,684.0,10.0,59.0,23.0,1010.0,77.0,661.0,50.0,2413.0,934.0,89.0,1067.0,435.0,11.0,65.0,25.0,1001.0,76.0,409.0,31.0,687.0,13165.0,4818.0,4116.0,4231.0
3502,T31,CG02  ,2008JJ00,222.0,193.0,29.0,1324.0,177.0,124.0,53.0,142.0,89.0,53.0,35.0,1182.0,85.0,12.0,2.0,0.0,854.0,268.0,59.0,1.0,423.0,86.0,13.0,1.0,0.0,305.0,108.0,10.0,0.0,2193.0,1086.0,91.0,1059.0,649.0,9.0,48.0,18.0,1011.0,84.0,631.0,53.0,2193.0,853.0,90.0,1057.0,439.0,10.0,49.0,19.0,1008.0,84.0,421.0,35.0,650.0,11987.0,4468.0,3885.0,3634.0
3503,T31,CG02  ,2009JJ00,236.0,209.0,27.0,1349.0,183.0,129.0,54.0,150.0,95.0,54.0,34.0,1199.0,84.0,13.0,3.0,0.0,808.0,299.0,92.0,0.0,427.0,84.0,14.0,1.0,0.0,290.0,112.0,24.0,0.0,2064.0,1021.0,89.0,933.0,585.0,11.0,68.0,25.0,865.0,77.0,560.0,50.0,2064.0,802.0,89.0,932.0,394.0,11.0,72.0,27.0,859.0,76.0,367.0,33.0,617.0,11269.0,4210.0,3491.0,3567.0
3504,T31,CG03  ,1994JJ00,895.0,841.0,54.0,6837.0,,750.0,,,551.0,,200.0,6286.0,78.0,17.0,4.0,0.0,3625.0,2074.0,586.0,0.0,1860.0,89.0,10.0,1.0,0.0,1394.0,436.0,30.0,0.0,,7438.0,100.0,,5580.0,0.0,5.0,2.0,,,5578.0,116.0,8256.0,3400.0,79.0,2521.0,1471.0,21.0,563.0,175.0,1959.0,41.0,1296.0,27.0,1763.0,48164.0,17013.0,5679.0,25472.0
3505,T31,CG03  ,1995JJ00,921.0,865.0,56.0,6943.0,,761.0,,,555.0,,206.0,6388.0,78.0,18.0,5.0,0.0,3670.0,2130.0,588.0,0.0,1860.0,90.0,9.0,1.0,0.0,1450.0,378.0,32.0,0.0,,6113.0,99.0,,4256.0,1.0,9.0,3.0,,,4253.0,87.0,8440.0,3479.0,78.0,2590.0,1512.0,22.0,547.0,166.0,2043.0,42.0,1346.0,27.0,1707.0,49155.0,17645.0,5562.0,25948.0
3506,T31,CG03  ,1996JJ00,912.0,848.0,64.0,6885.0,,754.0,,,530.0,,224.0,6355.0,79.0,16.0,5.0,0.0,3928.0,1785.0,643.0,0.0,1652.0,94.0,5.0,1.0,0.0,1408.0,204.0,40.0,0.0,,5832.0,99.0,,4183.0,1.0,12.0,4.0,,,4180.0,85.0,8458.0,3472.0,80.0,2636.0,1683.0,20.0,536.0,146.0,2101.0,43.0,1537.0,31.0,1726.0,48968.0,17802.0,5606.0,25560.0
3507,T31,CG03  ,1997JJ00,862.0,798.0,65.0,6633.0,,730.0,,,518.0,,212.0,6115.0,79.0,15.0,6.0,0.0,3723.0,1658.0,728.0,6.0,1640.0,93.0,7.0,1.0,0.0,1357.0,262.0,19.0,2.0,,5708.0,99.0,,4072.0,1.0,14.0,3.0,,,4068.0,85.0,8278.0,3394.0,80.0,2691.0,1633.0,20.0,534.0,146.0,2157.0,45.0,1487.0,31.0,1666.0,47996.0,17142.0,5996.0,24858.0
3508,T31,CG03  ,1998JJ00,898.0,832.0,66.0,6604.0,,640.0,,,440.0,,200.0,6164.0,80.0,15.0,5.0,0.0,3906.0,1557.0,701.0,0.0,1777.0,91.0,8.0,1.0,0.0,1403.0,318.0,57.0,0.0,,5426.0,99.0,,3661.0,1.0,34.0,13.0,,,3648.0,74.0,8510.0,3491.0,81.0,2844.0,1643.0,19.0,509.0,156.0,2335.0,48.0,1486.0,30.0,1654.0,49071.0,18208.0,5437.0,25425.0
3509,T31,CG03  ,1999JJ00,867.0,800.0,67.0,6036.0,911.0,721.0,190.0,733.0,543.0,190.0,178.0,5303.0,87.0,11.0,3.0,0.0,3968.0,1019.0,311.0,4.0,1788.0,89.0,10.0,1.0,0.0,1386.0,357.0,44.0,0.0,,5129.0,99.0,,3353.0,1.0,27.0,12.0,,,3342.0,72.0,8070.0,3298.0,88.0,3025.0,1534.0,12.0,276.0,100.0,2749.0,59.0,1434.0,31.0,1619.0,46406.0,17118.0,5981.0,23307.0
3510,T31,CG03  ,2000JJ00,959.0,888.0,71.0,6371.0,960.0,755.0,205.0,770.0,566.0,205.0,189.0,5601.0,85.0,12.0,3.0,0.0,4107.0,1243.0,249.0,3.0,1884.0,88.0,10.0,1.0,0.0,1433.0,406.0,44.0,1.0,,5186.0,99.0,,3315.0,1.0,29.0,12.0,,,3303.0,67.0,8556.0,3516.0,86.0,3232.0,1653.0,14.0,305.0,112.0,2927.0,60.0,1541.0,31.0,1639.0,48981.0,19221.0,4896.0,24865.0
3511,T31,CG03  ,2001JJ00,840.0,767.0,73.0,5681.0,868.0,679.0,189.0,700.0,511.0,189.0,168.0,4981.0,83.0,14.0,3.0,0.0,3437.0,1244.0,300.0,0.0,1710.0,86.0,12.0,1.0,0.0,1238.0,418.0,54.0,0.0,,4676.0,98.0,,2978.0,2.0,26.0,11.0,,,2967.0,66.0,7853.0,3205.0,85.0,3138.0,1513.0,15.0,290.0,107.0,2848.0,63.0,1405.0,31.0,1501.0,45101.0,16635.0,4524.0,23942.0
3512,T31,CG03  ,2002JJ00,835.0,769.0,66.0,5437.0,844.0,658.0,186.0,692.0,506.0,186.0,152.0,4745.0,88.0,9.0,3.0,0.0,3612.0,804.0,329.0,0.0,1632.0,89.0,11.0,1.0,0.0,1238.0,366.0,28.0,0.0,,4627.0,98.0,,3006.0,2.0,25.0,11.0,,,2995.0,64.0,8092.0,3310.0,88.0,3588.0,1718.0,12.0,258.0,94.0,3329.0,72.0,1624.0,35.0,1437.0,46517.0,17309.0,5224.0,23984.0
3513,T31,CG03  ,2003JJ00,775.0,703.0,72.0,5104.0,801.0,619.0,182.0,655.0,472.0,182.0,146.0,4449.0,88.0,10.0,2.0,0.0,3489.0,817.0,132.0,11.0,1587.0,89.0,10.0,1.0,0.0,1215.0,350.0,22.0,0.0,,4213.0,98.0,,2638.0,2.0,28.0,12.0,,,2625.0,59.0,7850.0,3207.0,90.0,3559.0,1655.0,10.0,181.0,72.0,3378.0,76.0,1583.0,35.0,1357.0,44712.0,17473.0,5162.0,22076.0
3514,T31,CG03  ,2004JJ00,805.0,731.0,74.0,4856.0,689.0,581.0,108.0,557.0,449.0,108.0,132.0,4299.0,92.0,7.0,1.0,0.0,3464.0,731.0,103.0,1.0,1536.0,92.0,8.0,0.0,0.0,1221.0,293.0,21.0,0.0,,4339.0,99.0,,2815.0,1.0,29.0,12.0,,,2803.0,61.0,8173.0,3332.0,93.0,4016.0,1824.0,7.0,152.0,59.0,3863.0,84.0,1765.0,38.0,1415.0,46114.0,18852.0,5602.0,21659.0
3515,T31,CG03  ,2005JJ00,860.0,779.0,81.0,5252.0,689.0,514.0,174.0,547.0,373.0,174.0,141.0,4705.0,88.0,10.0,2.0,0.0,3537.0,926.0,242.0,1.0,1680.0,88.0,11.0,1.0,0.0,1247.0,409.0,24.0,0.0,,4186.0,97.0,,2523.0,3.0,41.0,17.0,,,2506.0,54.0,8315.0,3383.0,91.0,3794.0,1742.0,9.0,206.0,80.0,3588.0,77.0,1662.0,36.0,1389.0,46761.0,19250.0,6367.0,21144.0
3516,T31,CG03  ,2006JJ00,848.0,770.0,78.0,5071.0,661.0,493.0,168.0,522.0,354.0,168.0,139.0,4550.0,90.0,9.0,1.0,0.0,3546.0,895.0,108.0,0.0,1637.0,90.0,10.0,0.0,0.0,1269.0,348.0,20.0,0.0,8347.0,4435.0,94.0,3923.0,2729.0,6.0,125.0,48.0,3797.0,81.0,2681.0,58.0,8347.0,3364.0,93.0,3918.0,1756.0,7.0,146.0,60.0,3772.0,81.0,1696.0,36.0,1382.0,46617.0,18894.0,5858.0,21866.0
3517,T31,CG03  ,2007JJ00,825.0,744.0,81.0,4900.0,650.0,480.0,170.0,525.0,355.0,170.0,125.0,4375.0,89.0,10.0,1.0,0.0,3292.0,914.0,170.0,0.0,1585.0,87.0,12.0,0.0,0.0,1153.0,426.0,7.0,0.0,7949.0,4111.0,93.0,3723.0,2477.0,7.0,150.0,58.0,3574.0,81.0,2419.0,55.0,7949.0,3187.0,93.0,3720.0,1642.0,7.0,171.0,68.0,3548.0,80.0,1574.0,36.0,1338.0,44131.0,17981.0,5772.0,20378.0
3518,T31,CG03  ,2008JJ00,781.0,708.0,74.0,4592.0,603.0,444.0,159.0,483.0,324.0,159.0,120.0,4109.0,91.0,8.0,1.0,0.0,3150.0,804.0,156.0,0.0,1478.0,90.0,10.0,0.0,0.0,1108.0,359.0,10.0,0.0,7771.0,3936.0,95.0,3785.0,2403.0,5.0,122.0,44.0,3662.0,85.0,2360.0,55.0,7771.0,3112.0,94.0,3779.0,1659.0,6.0,140.0,52.0,3639.0,84.0,1608.0,37.0,1313.0,43272.0,17199.0,6353.0,19720.0
3519,T31,CG03  ,2009JJ00,712.0,650.0,61.0,3987.0,519.0,381.0,139.0,420.0,281.0,139.0,100.0,3567.0,92.0,7.0,1.0,0.0,3002.0,495.0,70.0,0.0,1264.0,92.0,8.0,0.0,0.0,1047.0,204.0,13.0,0.0,7209.0,3662.0,96.0,3703.0,2370.0,4.0,62.0,23.0,3642.0,90.0,2347.0,58.0,7209.0,2897.0,95.0,3701.0,1646.0,5.0,74.0,28.0,3627.0,90.0,1618.0,40.0,1179.0,40242.0,16099.0,5734.0,18409.0
3520,T32,NL01  ,1994JJ00,2153.0,1959.0,194.0,22837.0,,3098.0,,,2824.0,,275.0,20013.0,94.0,2.0,3.0,1.0,6379.0,2834.0,9065.0,1736.0,8427.0,94.0,2.0,3.0,1.0,1731.0,1834.0,4030.0,832.0,,86519.0,97.0,,79997.0,3.0,3844.0,1905.0,,,78093.0,118.0,113632.0,40911.0,94.0,100449.0,36322.0,6.0,8445.0,4007.0,92004.0,139.0,32315.0,49.0,41320.0,664216.0,35272.0,33876.0,595068.0
3521,T32,NL01  ,1995JJ00,2117.0,1916.0,201.0,22568.0,,3063.0,,,2793.0,,271.0,19775.0,95.0,2.0,3.0,1.0,6185.0,3345.0,8386.0,1860.0,7832.0,95.0,2.0,3.0,1.0,1688.0,1998.0,3330.0,817.0,,74488.0,97.0,,68564.0,3.0,4185.0,1908.0,,,66656.0,100.0,113624.0,40917.0,94.0,100551.0,36424.0,6.0,7977.0,3508.0,92575.0,139.0,32916.0,50.0,40507.0,664389.0,35127.0,30738.0,598525.0
3522,T32,NL01  ,1996JJ00,2118.0,1908.0,210.0,22801.0,,3099.0,,,2816.0,,284.0,19985.0,95.0,2.0,3.0,1.0,6367.0,3034.0,8814.0,1770.0,7653.0,95.0,2.0,3.0,0.0,1660.0,1882.0,3379.0,732.0,,74277.0,97.0,,68446.0,3.0,4055.0,1822.0,,,66624.0,100.0,114079.0,41090.0,94.0,100811.0,36622.0,6.0,7949.0,3414.0,92862.0,139.0,33208.0,50.0,39803.0,667257.0,35150.0,32256.0,599852.0
3523,T32,NL01  ,1997JJ00,2011.0,1810.0,201.0,21654.0,,3193.0,,,2926.0,,267.0,18727.0,95.0,2.0,3.0,0.0,6201.0,3585.0,7610.0,1331.0,7415.0,95.0,2.0,2.0,0.0,1737.0,2075.0,3017.0,585.0,,74373.0,97.0,,68547.0,3.0,3374.0,1589.0,,,66958.0,100.0,114243.0,41154.0,95.0,101175.0,36671.0,5.0,7003.0,3134.0,94172.0,141.0,33537.0,50.0,39099.0,667976.0,35838.0,36034.0,596104.0
3524,T32,NL01  ,1998JJ00,2314.0,2069.0,245.0,24135.0,,3292.0,,,3024.0,,267.0,21110.0,94.0,2.0,3.0,0.0,6937.0,4018.0,8798.0,1358.0,8614.0,94.0,3.0,3.0,0.0,1977.0,2532.0,3498.0,608.0,,71530.0,97.0,,64761.0,3.0,3918.0,1846.0,,,62916.0,93.0,115663.0,41686.0,94.0,100657.0,36380.0,6.0,7776.0,3507.0,92881.0,137.0,32874.0,49.0,38473.0,675829.0,37859.0,31292.0,606678.0
3525,T32,NL01  ,1999JJ00,2288.0,2027.0,261.0,23878.0,6023.0,4781.0,1242.0,5787.0,4544.0,1242.0,236.0,18091.0,96.0,2.0,2.0,0.0,7636.0,3764.0,5717.0,973.0,8792.0,95.0,3.0,2.0,0.0,2077.0,2385.0,3688.0,643.0,,70581.0,97.0,,63715.0,3.0,3352.0,1926.0,,,61789.0,93.0,114109.0,41138.0,95.0,99820.0,35761.0,5.0,6382.0,3530.0,93438.0,140.0,32231.0,48.0,37323.0,666832.0,37589.0,33469.0,595774.0
3526,T32,NL01  ,2000JJ00,2337.0,2004.0,333.0,24918.0,6620.0,5352.0,1268.0,6383.0,5115.0,1268.0,237.0,18535.0,95.0,2.0,2.0,1.0,7506.0,3631.0,5505.0,1894.0,9874.0,94.0,3.0,2.0,1.0,1981.0,2489.0,3760.0,1645.0,,66646.0,97.0,,59890.0,3.0,4513.0,3118.0,,,56772.0,86.0,113151.0,40763.0,94.0,98888.0,35395.0,6.0,7172.0,4608.0,91716.0,139.0,30787.0,47.0,35985.0,660921.0,36932.0,26111.0,597878.0
