ID,Brandstofsoort,Bouwjaarklasse,Perioden,VoertuigenMetBromfietskenteken_1,Snorfiets_2,Bromfiets_3,Brommobiel_4,OverigeVoertuigenMetBromfietskenteken_5
485,A019276,A044278,2012JJ00,85312.0,55313.0,29789.0,0.0,210.0
486,A019276,A044278,2013JJ00,83465.0,54405.0,28854.0,0.0,206.0
487,A019276,A044278,2014JJ00,81909.0,53641.0,28074.0,0.0,194.0
488,A019276,A044278,2015JJ00,80307.0,52811.0,27301.0,0.0,195.0
489,A019276,A044278,2016JJ00,78729.0,52034.0,26500.0,0.0,195.0
490,A019276,A044278,2017JJ00,76704.0,51122.0,25388.0,0.0,194.0
491,A019276,A044278,2018JJ00,74508.0,50391.0,23922.0,0.0,195.0
492,A019276,A044278,2019JJ00,72163.0,49451.0,22520.0,0.0,192.0
493,A019276,A044278,2020JJ00,69604.0,48096.0,21319.0,0.0,189.0
494,A019276,A044278,2021JJ00,66678.0,46542.0,19952.0,0.0,184.0
495,A019276,A044278,2022JJ00,63683.0,44728.0,18783.0,0.0,172.0
496,A019276,A044277,2007JJ00,,,,,
497,A019276,A044277,2008JJ00,,,,,
498,A019276,A044277,2009JJ00,,,,,
499,A019276,A044277,2010JJ00,90277.0,51808.0,38253.0,0.0,216.0
500,A019276,A044277,2011JJ00,87214.0,50355.0,36648.0,0.0,211.0
501,A019276,A044277,2012JJ00,84828.0,49269.0,35361.0,0.0,198.0
502,A019276,A044277,2013JJ00,82888.0,48520.0,34171.0,0.0,197.0
503,A019276,A044277,2014JJ00,80888.0,47743.0,32953.0,0.0,192.0
504,A019276,A044277,2015JJ00,79059.0,47028.0,31842.0,0.0,189.0
505,A019276,A044277,2016JJ00,76794.0,46092.0,30522.0,0.0,180.0
506,A019276,A044277,2017JJ00,74442.0,45176.0,29090.0,0.0,176.0
507,A019276,A044277,2018JJ00,71701.0,44322.0,27204.0,0.0,175.0
508,A019276,A044277,2019JJ00,68733.0,43254.0,25313.0,0.0,166.0
509,A019276,A044277,2020JJ00,65679.0,41800.0,23724.0,0.0,155.0
510,A019276,A044277,2021JJ00,62432.0,40227.0,22049.0,0.0,156.0
511,A019276,A044277,2022JJ00,59321.0,38404.0,20763.0,0.0,154.0
512,A019276,A044276,2007JJ00,,,,,
513,A019276,A044276,2008JJ00,,,,,
514,A019276,A044276,2009JJ00,89435.0,45969.0,43141.0,0.0,325.0
515,A019276,A044276,2010JJ00,86649.0,44789.0,41557.0,0.0,303.0
516,A019276,A044276,2011JJ00,84060.0,43763.0,40000.0,0.0,297.0
517,A019276,A044276,2012JJ00,81676.0,42879.0,38508.0,0.0,289.0
518,A019276,A044276,2013JJ00,79453.0,42106.0,37063.0,0.0,284.0
519,A019276,A044276,2014JJ00,77061.0,41382.0,35395.0,0.0,284.0
520,A019276,A044276,2015JJ00,74495.0,40474.0,33744.0,0.0,277.0
521,A019276,A044276,2016JJ00,71917.0,39528.0,32110.0,0.0,279.0
522,A019276,A044276,2017JJ00,69029.0,38478.0,30278.0,0.0,273.0
523,A019276,A044276,2018JJ00,65968.0,37588.0,28116.0,0.0,264.0
524,A019276,A044276,2019JJ00,62461.0,36390.0,25813.0,0.0,258.0
525,A019276,A044276,2020JJ00,59147.0,34935.0,23962.0,0.0,250.0
526,A019276,A044276,2021JJ00,55853.0,33421.0,22194.0,0.0,238.0
527,A019276,A044276,2022JJ00,52723.0,31751.0,20740.0,0.0,232.0
528,A019276,A044275,2007JJ00,,,,,
529,A019276,A044275,2008JJ00,68499.0,32775.0,35429.0,0.0,295.0
530,A019276,A044275,2009JJ00,66589.0,32092.0,34219.0,0.0,278.0
531,A019276,A044275,2010JJ00,64975.0,31478.0,33221.0,0.0,276.0
532,A019276,A044275,2011JJ00,63072.0,30782.0,32019.0,0.0,271.0
533,A019276,A044275,2012JJ00,60856.0,30090.0,30504.0,0.0,262.0
534,A019276,A044275,2013JJ00,58605.0,29462.0,28887.0,0.0,256.0
535,A019276,A044275,2014JJ00,56460.0,28833.0,27383.0,0.0,244.0
536,A019276,A044275,2015JJ00,54281.0,28144.0,25901.0,0.0,236.0
537,A019276,A044275,2016JJ00,52047.0,27440.0,24375.0,0.0,232.0
538,A019276,A044275,2017JJ00,49623.0,26645.0,22748.0,0.0,230.0
539,A019276,A044275,2018JJ00,47298.0,26029.0,21044.0,0.0,225.0
540,A019276,A044275,2019JJ00,44529.0,25198.0,19114.0,0.0,217.0
541,A019276,A044275,2020JJ00,42105.0,24208.0,17688.0,0.0,209.0
542,A019276,A044275,2021JJ00,39578.0,23095.0,16286.0,0.0,197.0
543,A019276,A044275,2022JJ00,37296.0,21987.0,15112.0,0.0,197.0
544,A019276,A044274,2007JJ00,48923.0,23011.0,25693.0,0.0,219.0
545,A019276,A044274,2008JJ00,47764.0,22578.0,24972.0,0.0,214.0
546,A019276,A044274,2009JJ00,46646.0,22230.0,24203.0,0.0,213.0
547,A019276,A044274,2010JJ00,45731.0,21892.0,23624.0,0.0,215.0
548,A019276,A044274,2011JJ00,44547.0,21469.0,22865.0,0.0,213.0
549,A019276,A044274,2012JJ00,43009.0,21133.0,21666.0,0.0,210.0
550,A019276,A044274,2013JJ00,41347.0,20678.0,20470.0,0.0,199.0
551,A019276,A044274,2014JJ00,39693.0,20231.0,19271.0,0.0,191.0
552,A019276,A044274,2015JJ00,38188.0,19789.0,18208.0,0.0,191.0
553,A019276,A044274,2016JJ00,36623.0,19323.0,17115.0,0.0,185.0
554,A019276,A044274,2017JJ00,34974.0,18767.0,16029.0,0.0,178.0
555,A019276,A044274,2018JJ00,33261.0,18260.0,14826.0,0.0,175.0
556,A019276,A044274,2019JJ00,31221.0,17587.0,13467.0,0.0,167.0
557,A019276,A044274,2020JJ00,29468.0,16832.0,12473.0,0.0,163.0
558,A019276,A044274,2021JJ00,27734.0,16050.0,11531.0,0.0,153.0
559,A019276,A044274,2022JJ00,26106.0,15233.0,10724.0,0.0,149.0
560,A019276,A044161,2007JJ00,644564.0,279530.0,360027.0,0.0,5007.0
561,A019276,A044161,2008JJ00,649042.0,281589.0,362256.0,0.0,5197.0
562,A019276,A044161,2009JJ00,646603.0,281107.0,362416.0,0.0,3080.0
563,A019276,A044161,2010JJ00,639314.0,278118.0,358084.0,0.0,3112.0
564,A019276,A044161,2011JJ00,627758.0,273455.0,351167.0,0.0,3136.0
565,A019276,A044161,2012JJ00,593326.0,260236.0,330015.0,0.0,3075.0
566,A019276,A044161,2013JJ00,562487.0,248990.0,310459.0,0.0,3038.0
567,A019276,A044161,2014JJ00,535062.0,239197.0,292873.0,0.0,2992.0
568,A019276,A044161,2015JJ00,511180.0,229769.0,278454.0,0.0,2957.0
569,A019276,A044161,2016JJ00,489487.0,221004.0,265362.0,0.0,3121.0
570,A019276,A044161,2017JJ00,469206.0,212710.0,253358.0,0.0,3138.0
571,A019276,A044161,2018JJ00,449679.0,204771.0,241752.0,0.0,3156.0
572,A019276,A044161,2019JJ00,426293.0,193796.0,229653.0,0.0,2844.0
573,A019276,A044161,2020JJ00,408581.0,184889.0,220843.0,0.0,2849.0
574,A019276,A044161,2021JJ00,392469.0,176427.0,213215.0,0.0,2827.0
575,A019276,A044161,2022JJ00,380280.0,168787.0,208690.0,0.0,2803.0
576,A019275,T001378,2007JJ00,15819.0,33.0,34.0,15740.0,12.0
577,A019275,T001378,2008JJ00,17600.0,36.0,35.0,17513.0,16.0
578,A019275,T001378,2009JJ00,19084.0,43.0,18.0,19008.0,15.0
579,A019275,T001378,2010JJ00,20191.0,44.0,19.0,20112.0,16.0
580,A019275,T001378,2011JJ00,20807.0,46.0,19.0,20737.0,5.0
581,A019275,T001378,2012JJ00,21062.0,43.0,19.0,20996.0,4.0
582,A019275,T001378,2013JJ00,21103.0,44.0,18.0,21037.0,4.0
583,A019275,T001378,2014JJ00,20745.0,44.0,18.0,20679.0,4.0
584,A019275,T001378,2015JJ00,20394.0,45.0,18.0,20328.0,3.0
585,A019275,T001378,2016JJ00,19818.0,45.0,13.0,19757.0,3.0
586,A019275,T001378,2017JJ00,19243.0,46.0,13.0,19180.0,4.0
587,A019275,T001378,2018JJ00,18814.0,48.0,15.0,18747.0,4.0
588,A019275,T001378,2019JJ00,18173.0,47.0,14.0,18108.0,4.0
589,A019275,T001378,2020JJ00,17816.0,43.0,13.0,17756.0,4.0
590,A019275,T001378,2021JJ00,17537.0,43.0,13.0,17475.0,6.0
591,A019275,T001378,2022JJ00,17825.0,42.0,13.0,17765.0,5.0
592,A019275,A050415,2007JJ00,,,,,
593,A019275,A050415,2008JJ00,,,,,
594,A019275,A050415,2009JJ00,,,,,
595,A019275,A050415,2010JJ00,,,,,
596,A019275,A050415,2011JJ00,,,,,
597,A019275,A050415,2012JJ00,,,,,
598,A019275,A050415,2013JJ00,,,,,
599,A019275,A050415,2014JJ00,,,,,
600,A019275,A050415,2015JJ00,,,,,
601,A019275,A050415,2016JJ00,,,,,
602,A019275,A050415,2017JJ00,,,,,
603,A019275,A050415,2018JJ00,,,,,
604,A019275,A050415,2019JJ00,,,,,
605,A019275,A050415,2020JJ00,,,,,
606,A019275,A050415,2021JJ00,,,,,
607,A019275,A050415,2022JJ00,1164.0,0.0,0.0,1164.0,0.0
608,A019275,A048942,2007JJ00,,,,,
609,A019275,A048942,2008JJ00,,,,,
610,A019275,A048942,2009JJ00,,,,,
611,A019275,A048942,2010JJ00,,,,,
612,A019275,A048942,2011JJ00,,,,,
613,A019275,A048942,2012JJ00,,,,,
614,A019275,A048942,2013JJ00,,,,,
615,A019275,A048942,2014JJ00,,,,,
616,A019275,A048942,2015JJ00,,,,,
617,A019275,A048942,2016JJ00,,,,,
618,A019275,A048942,2017JJ00,,,,,
619,A019275,A048942,2018JJ00,,,,,
620,A019275,A048942,2019JJ00,,,,,
621,A019275,A048942,2020JJ00,,,,,
622,A019275,A048942,2021JJ00,883.0,0.0,0.0,883.0,0.0
623,A019275,A048942,2022JJ00,864.0,0.0,0.0,864.0,0.0
624,A019275,A044287,2007JJ00,,,,,
625,A019275,A044287,2008JJ00,,,,,
626,A019275,A044287,2009JJ00,,,,,
627,A019275,A044287,2010JJ00,,,,,
628,A019275,A044287,2011JJ00,,,,,
629,A019275,A044287,2012JJ00,,,,,
630,A019275,A044287,2013JJ00,,,,,
631,A019275,A044287,2014JJ00,,,,,
632,A019275,A044287,2015JJ00,,,,,
633,A019275,A044287,2016JJ00,,,,,
634,A019275,A044287,2017JJ00,,,,,
635,A019275,A044287,2018JJ00,,,,,
636,A019275,A044287,2019JJ00,,,,,
637,A019275,A044287,2020JJ00,880.0,0.0,0.0,880.0,0.0
638,A019275,A044287,2021JJ00,845.0,0.0,0.0,845.0,0.0
639,A019275,A044287,2022JJ00,855.0,0.0,0.0,855.0,0.0
640,A019275,A044286,2007JJ00,,,,,
641,A019275,A044286,2008JJ00,,,,,
642,A019275,A044286,2009JJ00,,,,,
643,A019275,A044286,2010JJ00,,,,,
644,A019275,A044286,2011JJ00,,,,,
645,A019275,A044286,2012JJ00,,,,,
646,A019275,A044286,2013JJ00,,,,,
647,A019275,A044286,2014JJ00,,,,,
648,A019275,A044286,2015JJ00,,,,,
649,A019275,A044286,2016JJ00,,,,,
650,A019275,A044286,2017JJ00,,,,,
651,A019275,A044286,2018JJ00,,,,,
652,A019275,A044286,2019JJ00,789.0,0.0,0.0,789.0,0.0
653,A019275,A044286,2020JJ00,775.0,0.0,0.0,775.0,0.0
654,A019275,A044286,2021JJ00,740.0,0.0,0.0,740.0,0.0
655,A019275,A044286,2022JJ00,762.0,0.0,0.0,762.0,0.0
656,A019275,A044285,2007JJ00,,,,,
657,A019275,A044285,2008JJ00,,,,,
658,A019275,A044285,2009JJ00,,,,,
659,A019275,A044285,2010JJ00,,,,,
660,A019275,A044285,2011JJ00,,,,,
661,A019275,A044285,2012JJ00,,,,,
662,A019275,A044285,2013JJ00,,,,,
663,A019275,A044285,2014JJ00,,,,,
664,A019275,A044285,2015JJ00,,,,,
665,A019275,A044285,2016JJ00,,,,,
666,A019275,A044285,2017JJ00,,,,,
667,A019275,A044285,2018JJ00,869.0,2.0,1.0,866.0,0.0
668,A019275,A044285,2019JJ00,839.0,2.0,1.0,836.0,0.0
669,A019275,A044285,2020JJ00,826.0,2.0,1.0,823.0,0.0
670,A019275,A044285,2021JJ00,836.0,2.0,1.0,833.0,0.0
671,A019275,A044285,2022JJ00,847.0,1.0,1.0,845.0,0.0
672,A019275,A044284,2007JJ00,,,,,
673,A019275,A044284,2008JJ00,,,,,
674,A019275,A044284,2009JJ00,,,,,
675,A019275,A044284,2010JJ00,,,,,
676,A019275,A044284,2011JJ00,,,,,
677,A019275,A044284,2012JJ00,,,,,
678,A019275,A044284,2013JJ00,,,,,
679,A019275,A044284,2014JJ00,,,,,
680,A019275,A044284,2015JJ00,,,,,
681,A019275,A044284,2016JJ00,,,,,
682,A019275,A044284,2017JJ00,793.0,0.0,0.0,793.0,0.0
683,A019275,A044284,2018JJ00,813.0,0.0,0.0,813.0,0.0
684,A019275,A044284,2019JJ00,800.0,0.0,0.0,800.0,0.0
685,A019275,A044284,2020JJ00,804.0,0.0,0.0,804.0,0.0
686,A019275,A044284,2021JJ00,820.0,0.0,0.0,819.0,1.0
687,A019275,A044284,2022JJ00,836.0,0.0,0.0,835.0,1.0
688,A019275,A044283,2007JJ00,,,,,
689,A019275,A044283,2008JJ00,,,,,
690,A019275,A044283,2009JJ00,,,,,
691,A019275,A044283,2010JJ00,,,,,
692,A019275,A044283,2011JJ00,,,,,
693,A019275,A044283,2012JJ00,,,,,
694,A019275,A044283,2013JJ00,,,,,
695,A019275,A044283,2014JJ00,,,,,
696,A019275,A044283,2015JJ00,,,,,
697,A019275,A044283,2016JJ00,751.0,0.0,0.0,751.0,0.0
698,A019275,A044283,2017JJ00,729.0,0.0,0.0,729.0,0.0
699,A019275,A044283,2018JJ00,703.0,0.0,0.0,703.0,0.0
700,A019275,A044283,2019JJ00,695.0,0.0,0.0,695.0,0.0
701,A019275,A044283,2020JJ00,694.0,0.0,0.0,694.0,0.0
702,A019275,A044283,2021JJ00,692.0,0.0,0.0,692.0,0.0
703,A019275,A044283,2022JJ00,691.0,0.0,0.0,691.0,0.0
704,A019275,A044282,2007JJ00,,,,,
705,A019275,A044282,2008JJ00,,,,,
706,A019275,A044282,2009JJ00,,,,,
707,A019275,A044282,2010JJ00,,,,,
708,A019275,A044282,2011JJ00,,,,,
709,A019275,A044282,2012JJ00,,,,,
710,A019275,A044282,2013JJ00,,,,,
711,A019275,A044282,2014JJ00,,,,,
712,A019275,A044282,2015JJ00,726.0,0.0,0.0,726.0,0.0
713,A019275,A044282,2016JJ00,703.0,0.0,0.0,703.0,0.0
714,A019275,A044282,2017JJ00,704.0,0.0,0.0,704.0,0.0
715,A019275,A044282,2018JJ00,725.0,0.0,0.0,725.0,0.0
716,A019275,A044282,2019JJ00,715.0,0.0,0.0,715.0,0.0
717,A019275,A044282,2020JJ00,702.0,0.0,0.0,702.0,0.0
718,A019275,A044282,2021JJ00,683.0,0.0,0.0,683.0,0.0
719,A019275,A044282,2022JJ00,674.0,0.0,0.0,674.0,0.0
720,A019275,A044281,2007JJ00,,,,,
721,A019275,A044281,2008JJ00,,,,,
722,A019275,A044281,2009JJ00,,,,,
723,A019275,A044281,2010JJ00,,,,,
724,A019275,A044281,2011JJ00,,,,,
725,A019275,A044281,2012JJ00,,,,,
726,A019275,A044281,2013JJ00,,,,,
727,A019275,A044281,2014JJ00,810.0,0.0,0.0,810.0,0.0
728,A019275,A044281,2015JJ00,792.0,0.0,0.0,792.0,0.0
729,A019275,A044281,2016JJ00,789.0,0.0,0.0,789.0,0.0
730,A019275,A044281,2017JJ00,790.0,0.0,0.0,790.0,0.0
731,A019275,A044281,2018JJ00,789.0,0.0,0.0,789.0,0.0
732,A019275,A044281,2019JJ00,774.0,0.0,0.0,774.0,0.0
733,A019275,A044281,2020JJ00,764.0,0.0,0.0,764.0,0.0
734,A019275,A044281,2021JJ00,740.0,0.0,0.0,740.0,0.0
735,A019275,A044281,2022JJ00,723.0,0.0,0.0,723.0,0.0
736,A019275,A044280,2007JJ00,,,,,
737,A019275,A044280,2008JJ00,,,,,
738,A019275,A044280,2009JJ00,,,,,
739,A019275,A044280,2010JJ00,,,,,
740,A019275,A044280,2011JJ00,,,,,
741,A019275,A044280,2012JJ00,,,,,
742,A019275,A044280,2013JJ00,956.0,0.0,0.0,956.0,0.0
743,A019275,A044280,2014JJ00,929.0,0.0,0.0,929.0,0.0
744,A019275,A044280,2015JJ00,922.0,0.0,0.0,922.0,0.0
745,A019275,A044280,2016JJ00,925.0,0.0,0.0,925.0,0.0
746,A019275,A044280,2017JJ00,922.0,0.0,0.0,922.0,0.0
747,A019275,A044280,2018JJ00,898.0,0.0,0.0,898.0,0.0
748,A019275,A044280,2019JJ00,884.0,0.0,0.0,884.0,0.0
749,A019275,A044280,2020JJ00,888.0,0.0,0.0,888.0,0.0
750,A019275,A044280,2021JJ00,869.0,0.0,0.0,869.0,0.0
751,A019275,A044280,2022JJ00,814.0,0.0,0.0,814.0,0.0
752,A019275,A044279,2007JJ00,,,,,
753,A019275,A044279,2008JJ00,,,,,
754,A019275,A044279,2009JJ00,,,,,
755,A019275,A044279,2010JJ00,,,,,
756,A019275,A044279,2011JJ00,,,,,
757,A019275,A044279,2012JJ00,1136.0,0.0,0.0,1136.0,0.0
758,A019275,A044279,2013JJ00,1087.0,0.0,0.0,1087.0,0.0
759,A019275,A044279,2014JJ00,1073.0,0.0,0.0,1073.0,0.0
760,A019275,A044279,2015JJ00,1069.0,0.0,0.0,1069.0,0.0
761,A019275,A044279,2016JJ00,1068.0,0.0,0.0,1068.0,0.0
762,A019275,A044279,2017JJ00,1046.0,0.0,0.0,1046.0,0.0
763,A019275,A044279,2018JJ00,1035.0,0.0,0.0,1035.0,0.0
764,A019275,A044279,2019JJ00,1017.0,0.0,0.0,1017.0,0.0
765,A019275,A044279,2020JJ00,991.0,0.0,0.0,991.0,0.0
766,A019275,A044279,2021JJ00,955.0,0.0,0.0,955.0,0.0
767,A019275,A044279,2022JJ00,898.0,0.0,0.0,898.0,0.0
768,A019275,A044278,2007JJ00,,,,,
769,A019275,A044278,2008JJ00,,,,,
770,A019275,A044278,2009JJ00,,,,,
771,A019275,A044278,2010JJ00,,,,,
772,A019275,A044278,2011JJ00,1192.0,0.0,0.0,1192.0,0.0
773,A019275,A044278,2012JJ00,1149.0,0.0,0.0,1149.0,0.0
774,A019275,A044278,2013JJ00,1103.0,0.0,0.0,1103.0,0.0
775,A019275,A044278,2014JJ00,1094.0,0.0,0.0,1094.0,0.0
776,A019275,A044278,2015JJ00,1114.0,0.0,0.0,1114.0,0.0
777,A019275,A044278,2016JJ00,1092.0,0.0,0.0,1092.0,0.0
778,A019275,A044278,2017JJ00,1073.0,0.0,0.0,1073.0,0.0
779,A019275,A044278,2018JJ00,1055.0,0.0,0.0,1055.0,0.0
780,A019275,A044278,2019JJ00,1026.0,0.0,0.0,1026.0,0.0
781,A019275,A044278,2020JJ00,976.0,0.0,0.0,976.0,0.0
782,A019275,A044278,2021JJ00,912.0,0.0,0.0,912.0,0.0
783,A019275,A044278,2022JJ00,883.0,0.0,0.0,883.0,0.0
784,A019275,A044277,2007JJ00,,,,,
785,A019275,A044277,2008JJ00,,,,,
786,A019275,A044277,2009JJ00,,,,,
787,A019275,A044277,2010JJ00,1524.0,0.0,0.0,1524.0,0.0
788,A019275,A044277,2011JJ00,1488.0,0.0,0.0,1488.0,0.0
789,A019275,A044277,2012JJ00,1440.0,0.0,0.0,1440.0,0.0
790,A019275,A044277,2013JJ00,1410.0,0.0,0.0,1410.0,0.0
791,A019275,A044277,2014JJ00,1384.0,0.0,0.0,1384.0,0.0
792,A019275,A044277,2015JJ00,1391.0,0.0,0.0,1391.0,0.0
793,A019275,A044277,2016JJ00,1392.0,0.0,0.0,1392.0,0.0
794,A019275,A044277,2017JJ00,1356.0,0.0,0.0,1356.0,0.0
795,A019275,A044277,2018JJ00,1311.0,0.0,0.0,1311.0,0.0
796,A019275,A044277,2019JJ00,1232.0,0.0,0.0,1232.0,0.0
797,A019275,A044277,2020JJ00,1172.0,0.0,0.0,1172.0,0.0
798,A019275,A044277,2021JJ00,1111.0,0.0,0.0,1111.0,0.0
799,A019275,A044277,2022JJ00,1074.0,0.0,0.0,1074.0,0.0
800,A019275,A044276,2007JJ00,,,,,
801,A019275,A044276,2008JJ00,,,,,
802,A019275,A044276,2009JJ00,1558.0,0.0,0.0,1558.0,0.0
803,A019275,A044276,2010JJ00,1517.0,0.0,0.0,1517.0,0.0
804,A019275,A044276,2011JJ00,1486.0,0.0,0.0,1486.0,0.0
805,A019275,A044276,2012JJ00,1449.0,0.0,0.0,1449.0,0.0
806,A019275,A044276,2013JJ00,1437.0,0.0,0.0,1437.0,0.0
807,A019275,A044276,2014JJ00,1415.0,0.0,0.0,1415.0,0.0
808,A019275,A044276,2015JJ00,1387.0,0.0,0.0,1387.0,0.0
809,A019275,A044276,2016JJ00,1357.0,0.0,0.0,1357.0,0.0
810,A019275,A044276,2017JJ00,1323.0,0.0,0.0,1323.0,0.0
811,A019275,A044276,2018JJ00,1259.0,0.0,0.0,1259.0,0.0
812,A019275,A044276,2019JJ00,1167.0,0.0,0.0,1167.0,0.0
813,A019275,A044276,2020JJ00,1083.0,0.0,0.0,1083.0,0.0
814,A019275,A044276,2021JJ00,1006.0,0.0,0.0,1006.0,0.0
815,A019275,A044276,2022JJ00,928.0,0.0,0.0,928.0,0.0
816,A019275,A044275,2007JJ00,,,,,
817,A019275,A044275,2008JJ00,1744.0,0.0,0.0,1744.0,0.0
818,A019275,A044275,2009JJ00,1689.0,0.0,0.0,1689.0,0.0
819,A019275,A044275,2010JJ00,1660.0,0.0,0.0,1660.0,0.0
820,A019275,A044275,2011JJ00,1636.0,0.0,0.0,1636.0,0.0
821,A019275,A044275,2012JJ00,1624.0,0.0,0.0,1624.0,0.0
822,A019275,A044275,2013JJ00,1583.0,0.0,0.0,1583.0,0.0
823,A019275,A044275,2014JJ00,1568.0,0.0,0.0,1568.0,0.0
824,A019275,A044275,2015JJ00,1562.0,0.0,0.0,1562.0,0.0
825,A019275,A044275,2016JJ00,1510.0,0.0,0.0,1510.0,0.0
826,A019275,A044275,2017JJ00,1453.0,0.0,0.0,1453.0,0.0
827,A019275,A044275,2018JJ00,1366.0,0.0,0.0,1366.0,0.0
828,A019275,A044275,2019JJ00,1276.0,0.0,0.0,1276.0,0.0
829,A019275,A044275,2020JJ00,1187.0,0.0,0.0,1187.0,0.0
830,A019275,A044275,2021JJ00,1100.0,0.0,0.0,1100.0,0.0
831,A019275,A044275,2022JJ00,1020.0,0.0,0.0,1020.0,0.0
832,A019275,A044274,2007JJ00,1645.0,0.0,0.0,1645.0,0.0
833,A019275,A044274,2008JJ00,1593.0,0.0,0.0,1593.0,0.0
834,A019275,A044274,2009JJ00,1571.0,0.0,0.0,1571.0,0.0
835,A019275,A044274,2010JJ00,1550.0,0.0,0.0,1550.0,0.0
836,A019275,A044274,2011JJ00,1517.0,0.0,0.0,1517.0,0.0
837,A019275,A044274,2012JJ00,1490.0,0.0,0.0,1490.0,0.0
838,A019275,A044274,2013JJ00,1470.0,0.0,0.0,1470.0,0.0
839,A019275,A044274,2014JJ00,1425.0,0.0,0.0,1425.0,0.0
840,A019275,A044274,2015JJ00,1396.0,0.0,0.0,1396.0,0.0
841,A019275,A044274,2016JJ00,1340.0,0.0,0.0,1340.0,0.0
842,A019275,A044274,2017JJ00,1271.0,0.0,0.0,1271.0,0.0
843,A019275,A044274,2018JJ00,1181.0,0.0,0.0,1181.0,0.0
844,A019275,A044274,2019JJ00,1088.0,0.0,0.0,1088.0,0.0
845,A019275,A044274,2020JJ00,991.0,0.0,0.0,991.0,0.0
846,A019275,A044274,2021JJ00,912.0,0.0,0.0,911.0,1.0
847,A019275,A044274,2022JJ00,859.0,0.0,0.0,858.0,1.0
848,A019275,A044161,2007JJ00,14174.0,33.0,34.0,14095.0,12.0
849,A019275,A044161,2008JJ00,14263.0,36.0,35.0,14176.0,16.0
850,A019275,A044161,2009JJ00,14266.0,43.0,18.0,14190.0,15.0
851,A019275,A044161,2010JJ00,13940.0,44.0,19.0,13861.0,16.0
852,A019275,A044161,2011JJ00,13488.0,46.0,19.0,13418.0,5.0
853,A019275,A044161,2012JJ00,12774.0,43.0,19.0,12708.0,4.0
854,A019275,A044161,2013JJ00,12057.0,44.0,18.0,11991.0,4.0
855,A019275,A044161,2014JJ00,11047.0,44.0,18.0,10981.0,4.0
856,A019275,A044161,2015JJ00,10035.0,45.0,18.0,9969.0,3.0
857,A019275,A044161,2016JJ00,8891.0,45.0,13.0,8830.0,3.0
858,A019275,A044161,2017JJ00,7783.0,46.0,13.0,7720.0,4.0
859,A019275,A044161,2018JJ00,6810.0,46.0,14.0,6746.0,4.0
860,A019275,A044161,2019JJ00,5871.0,45.0,13.0,5809.0,4.0
861,A019275,A044161,2020JJ00,5083.0,41.0,12.0,5026.0,4.0
862,A019275,A044161,2021JJ00,4433.0,41.0,12.0,4376.0,4.0
863,A019275,A044161,2022JJ00,3933.0,41.0,12.0,3877.0,3.0
864,A027842,T001378,2007JJ00,2486.0,2242.0,176.0,0.0,68.0
865,A027842,T001378,2008JJ00,3503.0,2963.0,497.0,0.0,43.0
866,A027842,T001378,2009JJ00,5515.0,4584.0,873.0,0.0,58.0
867,A027842,T001378,2010JJ00,8564.0,7118.0,1387.0,0.0,59.0
868,A027842,T001378,2011JJ00,12491.0,10576.0,1801.0,0.0,114.0
869,A027842,T001378,2012JJ00,15991.0,13642.0,2197.0,0.0,152.0
870,A027842,T001378,2013JJ00,19602.0,16847.0,2531.0,0.0,224.0
871,A027842,T001378,2014JJ00,21816.0,18761.0,2787.0,0.0,268.0
872,A027842,T001378,2015JJ00,26033.0,22604.0,3098.0,0.0,331.0
873,A027842,T001378,2016JJ00,30644.0,26957.0,3300.0,0.0,387.0
874,A027842,T001378,2017JJ00,34500.0,30579.0,3410.0,0.0,511.0
875,A027842,T001378,2018JJ00,38966.0,34445.0,3911.0,0.0,610.0
876,A027842,T001378,2019JJ00,45812.0,38725.0,6313.0,0.0,774.0
877,A027842,T001378,2020JJ00,57511.0,44676.0,11589.0,620.0,626.0
878,A027842,T001378,2021JJ00,78837.0,58134.0,18102.0,1465.0,1136.0
879,A027842,T001378,2022JJ00,106999.0,75408.0,28083.0,1927.0,1581.0
880,A027842,A050415,2007JJ00,,,,,
881,A027842,A050415,2008JJ00,,,,,
882,A027842,A050415,2009JJ00,,,,,
883,A027842,A050415,2010JJ00,,,,,
884,A027842,A050415,2011JJ00,,,,,
885,A027842,A050415,2012JJ00,,,,,
886,A027842,A050415,2013JJ00,,,,,
887,A027842,A050415,2014JJ00,,,,,
888,A027842,A050415,2015JJ00,,,,,
889,A027842,A050415,2016JJ00,,,,,
890,A027842,A050415,2017JJ00,,,,,
891,A027842,A050415,2018JJ00,,,,,
892,A027842,A050415,2019JJ00,,,,,
893,A027842,A050415,2020JJ00,,,,,
894,A027842,A050415,2021JJ00,,,,,
895,A027842,A050415,2022JJ00,30266.0,19477.0,9922.0,385.0,482.0
896,A027842,A048942,2007JJ00,,,,,
897,A027842,A048942,2008JJ00,,,,,
898,A027842,A048942,2009JJ00,,,,,
899,A027842,A048942,2010JJ00,,,,,
900,A027842,A048942,2011JJ00,,,,,
901,A027842,A048942,2012JJ00,,,,,
902,A027842,A048942,2013JJ00,,,,,
903,A027842,A048942,2014JJ00,,,,,
904,A027842,A048942,2015JJ00,,,,,
905,A027842,A048942,2016JJ00,,,,,
906,A027842,A048942,2017JJ00,,,,,
907,A027842,A048942,2018JJ00,,,,,
