ID,Bedrijfsafvalstoffen,NuttigeToepassingEnEindverwerking,BedrijfstakkenBranchesSBI2008,Perioden,Bedrijfsafval_1
16208,A047675,T001523,307610,2005JJ00,15.0
16209,A047675,T001523,307610,2006JJ00,19.0
16210,A047675,T001523,307610,2007JJ00,19.0
16211,A047675,T001523,307610,2008JJ00,21.0
16212,A047675,T001523,307610,2009JJ00,21.0
16213,A047675,T001523,307610,2010JJ00,22.0
16214,A047675,T001523,307610,2011JJ00,22.0
16215,A047675,T001523,307610,2012JJ00,21.0
16216,A047675,T001523,307610,2013JJ00,22.0
16217,A047675,T001523,307610,2014JJ00,24.0
16218,A047675,T001523,307610,2015JJ00,24.0
16219,A047675,T001523,307610,2016JJ00,27.0
16220,A047675,T001523,307610,2017JJ00,26.0
16221,A047675,T001523,307610,2018JJ00,22.0
16222,A047675,T001523,307610,2019JJ00,34.0
16223,A047675,T001523,307610,2020JJ00,21.0
16224,A047675,T001523,307610,2021JJ00,20.0
16225,A047675,T001523,307600,1994JJ00,4.0
16226,A047675,T001523,307600,1996JJ00,7.0
16227,A047675,T001523,307600,1998JJ00,13.0
16228,A047675,T001523,307600,2000JJ00,12.0
16229,A047675,T001523,307600,2001JJ00,11.0
16230,A047675,T001523,307600,2002JJ00,7.0
16231,A047675,T001523,307600,2003JJ00,7.0
16232,A047675,T001523,307600,2004JJ00,9.0
16233,A047675,T001523,307600,2005JJ00,9.0
16234,A047675,T001523,307600,2006JJ00,14.0
16235,A047675,T001523,307600,2007JJ00,14.0
16236,A047675,T001523,307600,2008JJ00,17.0
16237,A047675,T001523,307600,2009JJ00,16.0
16238,A047675,T001523,307600,2010JJ00,18.0
16239,A047675,T001523,307600,2011JJ00,18.0
16240,A047675,T001523,307600,2012JJ00,16.0
16241,A047675,T001523,307600,2013JJ00,17.0
16242,A047675,T001523,307600,2014JJ00,19.0
16243,A047675,T001523,307600,2015JJ00,19.0
16244,A047675,T001523,307600,2016JJ00,22.0
16245,A047675,T001523,307600,2017JJ00,20.0
16246,A047675,T001523,307600,2018JJ00,16.0
16247,A047675,T001523,307600,2019JJ00,28.0
16248,A047675,T001523,307600,2020JJ00,16.0
16249,A047675,T001523,307600,2021JJ00,16.0
16250,A047675,T001523,311300,1994JJ00,8.0
16251,A047675,T001523,311300,1996JJ00,6.0
16252,A047675,T001523,311300,1998JJ00,5.0
16253,A047675,T001523,311300,2000JJ00,5.0
16254,A047675,T001523,311300,2001JJ00,5.0
16255,A047675,T001523,311300,2002JJ00,6.0
16256,A047675,T001523,311300,2003JJ00,6.0
16257,A047675,T001523,311300,2004JJ00,6.0
16258,A047675,T001523,311300,2005JJ00,6.0
16259,A047675,T001523,311300,2006JJ00,5.0
16260,A047675,T001523,311300,2007JJ00,5.0
16261,A047675,T001523,311300,2008JJ00,4.0
16262,A047675,T001523,311300,2009JJ00,4.0
16263,A047675,T001523,311300,2010JJ00,4.0
16264,A047675,T001523,311300,2011JJ00,4.0
16265,A047675,T001523,311300,2012JJ00,4.0
16266,A047675,T001523,311300,2013JJ00,4.0
16267,A047675,T001523,311300,2014JJ00,5.0
16268,A047675,T001523,311300,2015JJ00,5.0
16269,A047675,T001523,311300,2016JJ00,6.0
16270,A047675,T001523,311300,2017JJ00,6.0
16271,A047675,T001523,311300,2018JJ00,5.0
16272,A047675,T001523,311300,2019JJ00,6.0
16273,A047675,T001523,311300,2020JJ00,5.0
16274,A047675,T001523,311300,2021JJ00,4.0
16275,A047675,T001523,312200,1994JJ00,0.0
16276,A047675,T001523,312200,1996JJ00,0.0
16277,A047675,T001523,312200,1998JJ00,0.0
16278,A047675,T001523,312200,2000JJ00,0.0
16279,A047675,T001523,312200,2001JJ00,0.0
16280,A047675,T001523,312200,2002JJ00,0.0
16281,A047675,T001523,312200,2003JJ00,0.0
16282,A047675,T001523,312200,2004JJ00,0.0
16283,A047675,T001523,312200,2005JJ00,0.0
16284,A047675,T001523,312200,2006JJ00,0.0
16285,A047675,T001523,312200,2007JJ00,0.0
16286,A047675,T001523,312200,2008JJ00,0.0
16287,A047675,T001523,312200,2009JJ00,0.0
16288,A047675,T001523,312200,2010JJ00,0.0
16289,A047675,T001523,312200,2011JJ00,0.0
16290,A047675,T001523,312200,2012JJ00,0.0
16291,A047675,T001523,312200,2013JJ00,0.0
16292,A047675,T001523,312200,2014JJ00,0.0
16293,A047675,T001523,312200,2015JJ00,0.0
16294,A047675,T001523,312200,2016JJ00,0.0
16295,A047675,T001523,312200,2017JJ00,0.0
16296,A047675,T001523,312200,2018JJ00,0.0
16297,A047675,T001523,312200,2019JJ00,0.0
16298,A047675,T001523,312200,2020JJ00,0.0
16299,A047675,T001523,312200,2021JJ00,0.0
16300,A047675,T001523,312505,1994JJ00,4.0
16301,A047675,T001523,312505,1996JJ00,2.0
16302,A047675,T001523,312505,1998JJ00,1.0
16303,A047675,T001523,312505,2000JJ00,2.0
16304,A047675,T001523,312505,2001JJ00,2.0
16305,A047675,T001523,312505,2002JJ00,8.0
16306,A047675,T001523,312505,2003JJ00,7.0
16307,A047675,T001523,312505,2004JJ00,4.0
16308,A047675,T001523,312505,2005JJ00,3.0
16309,A047675,T001523,312505,2006JJ00,1.0
16310,A047675,T001523,312505,2007JJ00,1.0
16311,A047675,T001523,312505,2008JJ00,2.0
16312,A047675,T001523,312505,2009JJ00,2.0
16313,A047675,T001523,312505,2010JJ00,2.0
16314,A047675,T001523,312505,2011JJ00,2.0
16315,A047675,T001523,312505,2012JJ00,5.0
16316,A047675,T001523,312505,2013JJ00,5.0
16317,A047675,T001523,312505,2014JJ00,2.0
16318,A047675,T001523,312505,2015JJ00,3.0
16319,A047675,T001523,312505,2016JJ00,2.0
16320,A047675,T001523,312505,2017JJ00,2.0
16321,A047675,T001523,312505,2018JJ00,3.0
16322,A047675,T001523,312505,2019JJ00,3.0
16323,A047675,T001523,312505,2020JJ00,6.0
16324,A047675,T001523,312505,2021JJ00,6.0
16325,A047675,T001523,315805,1994JJ00,1.0
16326,A047675,T001523,315805,1996JJ00,2.0
16327,A047675,T001523,315805,1998JJ00,3.0
16328,A047675,T001523,315805,2000JJ00,8.0
16329,A047675,T001523,315805,2001JJ00,6.0
16330,A047675,T001523,315805,2002JJ00,4.0
16331,A047675,T001523,315805,2003JJ00,4.0
16332,A047675,T001523,315805,2004JJ00,5.0
16333,A047675,T001523,315805,2005JJ00,5.0
16334,A047675,T001523,315805,2006JJ00,2.0
16335,A047675,T001523,315805,2007JJ00,2.0
16336,A047675,T001523,315805,2008JJ00,3.0
16337,A047675,T001523,315805,2009JJ00,3.0
16338,A047675,T001523,315805,2010JJ00,2.0
16339,A047675,T001523,315805,2011JJ00,2.0
16340,A047675,T001523,315805,2012JJ00,4.0
16341,A047675,T001523,315805,2013JJ00,4.0
16342,A047675,T001523,315805,2014JJ00,2.0
16343,A047675,T001523,315805,2015JJ00,2.0
16344,A047675,T001523,315805,2016JJ00,3.0
16345,A047675,T001523,315805,2017JJ00,3.0
16346,A047675,T001523,315805,2018JJ00,3.0
16347,A047675,T001523,315805,2019JJ00,3.0
16348,A047675,T001523,315805,2020JJ00,3.0
16349,A047675,T001523,315805,2021JJ00,3.0
16350,A047675,T001523,315800,1994JJ00,0.0
16351,A047675,T001523,315800,1996JJ00,1.0
16352,A047675,T001523,315800,1998JJ00,1.0
16353,A047675,T001523,315800,2000JJ00,5.0
16354,A047675,T001523,315800,2001JJ00,4.0
16355,A047675,T001523,315800,2002JJ00,1.0
16356,A047675,T001523,315800,2003JJ00,1.0
16357,A047675,T001523,315800,2004JJ00,1.0
16358,A047675,T001523,315800,2005JJ00,1.0
16359,A047675,T001523,315800,2006JJ00,1.0
16360,A047675,T001523,315800,2007JJ00,1.0
16361,A047675,T001523,315800,2008JJ00,1.0
16362,A047675,T001523,315800,2009JJ00,1.0
16363,A047675,T001523,315800,2010JJ00,1.0
16364,A047675,T001523,315800,2011JJ00,1.0
16365,A047675,T001523,315800,2012JJ00,1.0
16366,A047675,T001523,315800,2013JJ00,1.0
16367,A047675,T001523,315800,2014JJ00,1.0
16368,A047675,T001523,315800,2015JJ00,1.0
16369,A047675,T001523,315800,2016JJ00,2.0
16370,A047675,T001523,315800,2017JJ00,2.0
16371,A047675,T001523,315800,2018JJ00,2.0
16372,A047675,T001523,315800,2019JJ00,2.0
16373,A047675,T001523,315800,2020JJ00,1.0
16374,A047675,T001523,315800,2021JJ00,1.0
16375,A047675,T001523,317105,1994JJ00,12.0
16376,A047675,T001523,317105,1996JJ00,17.0
16377,A047675,T001523,317105,1998JJ00,20.0
16378,A047675,T001523,317105,2000JJ00,18.0
16379,A047675,T001523,317105,2001JJ00,17.0
16380,A047675,T001523,317105,2002JJ00,28.0
16381,A047675,T001523,317105,2003JJ00,28.0
16382,A047675,T001523,317105,2004JJ00,15.0
16383,A047675,T001523,317105,2005JJ00,15.0
16384,A047675,T001523,317105,2006JJ00,18.0
16385,A047675,T001523,317105,2007JJ00,18.0
16386,A047675,T001523,317105,2008JJ00,23.0
16387,A047675,T001523,317105,2009JJ00,21.0
16388,A047675,T001523,317105,2010JJ00,20.0
16389,A047675,T001523,317105,2011JJ00,20.0
16390,A047675,T001523,317105,2012JJ00,24.0
16391,A047675,T001523,317105,2013JJ00,24.0
16392,A047675,T001523,317105,2014JJ00,17.0
16393,A047675,T001523,317105,2015JJ00,17.0
16394,A047675,T001523,317105,2016JJ00,20.0
16395,A047675,T001523,317105,2017JJ00,21.0
16396,A047675,T001523,317105,2018JJ00,10.0
16397,A047675,T001523,317105,2019JJ00,11.0
16398,A047675,T001523,317105,2020JJ00,11.0
16399,A047675,T001523,317105,2021JJ00,12.0
16400,A047675,T001523,317100,1994JJ00,11.0
16401,A047675,T001523,317100,1996JJ00,11.0
16402,A047675,T001523,317100,1998JJ00,14.0
16403,A047675,T001523,317100,2000JJ00,14.0
16404,A047675,T001523,317100,2001JJ00,14.0
16405,A047675,T001523,317100,2002JJ00,15.0
16406,A047675,T001523,317100,2003JJ00,15.0
16407,A047675,T001523,317100,2004JJ00,11.0
16408,A047675,T001523,317100,2005JJ00,11.0
16409,A047675,T001523,317100,2006JJ00,11.0
16410,A047675,T001523,317100,2007JJ00,11.0
16411,A047675,T001523,317100,2008JJ00,20.0
16412,A047675,T001523,317100,2009JJ00,18.0
16413,A047675,T001523,317100,2010JJ00,18.0
16414,A047675,T001523,317100,2011JJ00,18.0
16415,A047675,T001523,317100,2012JJ00,22.0
16416,A047675,T001523,317100,2013JJ00,22.0
16417,A047675,T001523,317100,2014JJ00,13.0
16418,A047675,T001523,317100,2015JJ00,13.0
16419,A047675,T001523,317100,2016JJ00,17.0
16420,A047675,T001523,317100,2017JJ00,18.0
16421,A047675,T001523,317100,2018JJ00,10.0
16422,A047675,T001523,317100,2019JJ00,10.0
16423,A047675,T001523,317100,2020JJ00,9.0
16424,A047675,T001523,317100,2021JJ00,10.0
16425,A047675,T001523,318600,1994JJ00,1.0
16426,A047675,T001523,318600,1996JJ00,6.0
16427,A047675,T001523,318600,1998JJ00,6.0
16428,A047675,T001523,318600,2000JJ00,4.0
16429,A047675,T001523,318600,2001JJ00,3.0
16430,A047675,T001523,318600,2002JJ00,13.0
16431,A047675,T001523,318600,2003JJ00,13.0
16432,A047675,T001523,318600,2004JJ00,4.0
16433,A047675,T001523,318600,2005JJ00,4.0
16434,A047675,T001523,318600,2006JJ00,7.0
16435,A047675,T001523,318600,2007JJ00,7.0
16436,A047675,T001523,318600,2008JJ00,3.0
16437,A047675,T001523,318600,2009JJ00,3.0
16438,A047675,T001523,318600,2010JJ00,2.0
16439,A047675,T001523,318600,2011JJ00,2.0
16440,A047675,T001523,318600,2012JJ00,2.0
16441,A047675,T001523,318600,2013JJ00,2.0
16442,A047675,T001523,318600,2014JJ00,4.0
16443,A047675,T001523,318600,2015JJ00,4.0
16444,A047675,T001523,318600,2016JJ00,3.0
16445,A047675,T001523,318600,2017JJ00,3.0
16446,A047675,T001523,318600,2018JJ00,1.0
16447,A047675,T001523,318600,2019JJ00,1.0
16448,A047675,T001523,318600,2020JJ00,2.0
16449,A047675,T001523,318600,2021JJ00,2.0
16450,A047675,T001523,320005,1994JJ00,125.0
16451,A047675,T001523,320005,1996JJ00,118.0
16452,A047675,T001523,320005,1998JJ00,127.0
16453,A047675,T001523,320005,2000JJ00,140.0
16454,A047675,T001523,320005,2001JJ00,146.0
16455,A047675,T001523,320005,2002JJ00,124.0
16456,A047675,T001523,320005,2003JJ00,124.0
16457,A047675,T001523,320005,2004JJ00,97.0
16458,A047675,T001523,320005,2005JJ00,98.0
16459,A047675,T001523,320005,2006JJ00,123.0
16460,A047675,T001523,320005,2007JJ00,108.0
16461,A047675,T001523,320005,2008JJ00,102.0
16462,A047675,T001523,320005,2009JJ00,88.0
16463,A047675,T001523,320005,2010JJ00,86.0
16464,A047675,T001523,320005,2011JJ00,88.0
16465,A047675,T001523,320005,2012JJ00,70.0
16466,A047675,T001523,320005,2013JJ00,69.0
16467,A047675,T001523,320005,2014JJ00,81.0
16468,A047675,T001523,320005,2015JJ00,83.0
16469,A047675,T001523,320005,2016JJ00,85.0
16470,A047675,T001523,320005,2017JJ00,86.0
16471,A047675,T001523,320005,2018JJ00,87.0
16472,A047675,T001523,320005,2019JJ00,86.0
16473,A047675,T001523,320005,2020JJ00,93.0
16474,A047675,T001523,320005,2021JJ00,94.0
16475,A047675,T001523,320000,1994JJ00,0.0
16476,A047675,T001523,320000,1996JJ00,0.0
16477,A047675,T001523,320000,1998JJ00,0.0
16478,A047675,T001523,320000,2000JJ00,0.0
16479,A047675,T001523,320000,2001JJ00,0.0
16480,A047675,T001523,320000,2002JJ00,0.0
16481,A047675,T001523,320000,2003JJ00,0.0
16482,A047675,T001523,320000,2004JJ00,0.0
16483,A047675,T001523,320000,2005JJ00,0.0
16484,A047675,T001523,320000,2006JJ00,0.0
16485,A047675,T001523,320000,2007JJ00,0.0
16486,A047675,T001523,320000,2008JJ00,0.0
16487,A047675,T001523,320000,2009JJ00,0.0
16488,A047675,T001523,320000,2010JJ00,0.0
16489,A047675,T001523,320000,2011JJ00,0.0
16490,A047675,T001523,320000,2012JJ00,0.0
16491,A047675,T001523,320000,2013JJ00,0.0
16492,A047675,T001523,320000,2014JJ00,0.0
16493,A047675,T001523,320000,2015JJ00,0.0
16494,A047675,T001523,320000,2016JJ00,5.0
16495,A047675,T001523,320000,2017JJ00,0.0
16496,A047675,T001523,320000,2018JJ00,0.0
16497,A047675,T001523,320000,2019JJ00,0.0
16498,A047675,T001523,320000,2020JJ00,0.0
16499,A047675,T001523,320000,2021JJ00,1.0
16500,A047675,T001523,320705,1994JJ00,55.0
16501,A047675,T001523,320705,1996JJ00,48.0
16502,A047675,T001523,320705,1998JJ00,48.0
16503,A047675,T001523,320705,2000JJ00,45.0
16504,A047675,T001523,320705,2001JJ00,43.0
16505,A047675,T001523,320705,2002JJ00,47.0
16506,A047675,T001523,320705,2003JJ00,49.0
16507,A047675,T001523,320705,2004JJ00,33.0
16508,A047675,T001523,320705,2005JJ00,33.0
16509,A047675,T001523,320705,2006JJ00,22.0
16510,A047675,T001523,320705,2007JJ00,23.0
16511,A047675,T001523,320705,2008JJ00,16.0
16512,A047675,T001523,320705,2009JJ00,15.0
16513,A047675,T001523,320705,2010JJ00,14.0
16514,A047675,T001523,320705,2011JJ00,14.0
16515,A047675,T001523,320705,2012JJ00,15.0
16516,A047675,T001523,320705,2013JJ00,14.0
16517,A047675,T001523,320705,2014JJ00,18.0
16518,A047675,T001523,320705,2015JJ00,18.0
16519,A047675,T001523,320705,2016JJ00,20.0
16520,A047675,T001523,320705,2017JJ00,20.0
16521,A047675,T001523,320705,2018JJ00,17.0
16522,A047675,T001523,320705,2019JJ00,17.0
16523,A047675,T001523,320705,2020JJ00,25.0
16524,A047675,T001523,320705,2021JJ00,22.0
16525,A047675,T001523,320700,1994JJ00,
16526,A047675,T001523,320700,1996JJ00,
16527,A047675,T001523,320700,1998JJ00,
16528,A047675,T001523,320700,2000JJ00,
16529,A047675,T001523,320700,2001JJ00,
16530,A047675,T001523,320700,2002JJ00,
16531,A047675,T001523,320700,2003JJ00,
16532,A047675,T001523,320700,2004JJ00,
16533,A047675,T001523,320700,2005JJ00,
16534,A047675,T001523,320700,2006JJ00,
16535,A047675,T001523,320700,2007JJ00,
16536,A047675,T001523,320700,2008JJ00,13.0
16537,A047675,T001523,320700,2009JJ00,13.0
16538,A047675,T001523,320700,2010JJ00,13.0
16539,A047675,T001523,320700,2011JJ00,13.0
16540,A047675,T001523,320700,2012JJ00,15.0
16541,A047675,T001523,320700,2013JJ00,14.0
16542,A047675,T001523,320700,2014JJ00,18.0
16543,A047675,T001523,320700,2015JJ00,18.0
16544,A047675,T001523,320700,2016JJ00,19.0
16545,A047675,T001523,320700,2017JJ00,19.0
16546,A047675,T001523,320700,2018JJ00,16.0
16547,A047675,T001523,320700,2019JJ00,16.0
16548,A047675,T001523,320700,2020JJ00,24.0
16549,A047675,T001523,320700,2021JJ00,21.0
16550,A047675,T001523,323200,1994JJ00,
16551,A047675,T001523,323200,1996JJ00,
16552,A047675,T001523,323200,1998JJ00,
16553,A047675,T001523,323200,2000JJ00,
16554,A047675,T001523,323200,2001JJ00,
16555,A047675,T001523,323200,2002JJ00,
16556,A047675,T001523,323200,2003JJ00,
16557,A047675,T001523,323200,2004JJ00,
16558,A047675,T001523,323200,2005JJ00,
16559,A047675,T001523,323200,2006JJ00,
16560,A047675,T001523,323200,2007JJ00,
16561,A047675,T001523,323200,2008JJ00,2.0
16562,A047675,T001523,323200,2009JJ00,2.0
16563,A047675,T001523,323200,2010JJ00,1.0
16564,A047675,T001523,323200,2011JJ00,1.0
16565,A047675,T001523,323200,2012JJ00,1.0
16566,A047675,T001523,323200,2013JJ00,1.0
16567,A047675,T001523,323200,2014JJ00,0.0
16568,A047675,T001523,323200,2015JJ00,0.0
16569,A047675,T001523,323200,2016JJ00,1.0
16570,A047675,T001523,323200,2017JJ00,1.0
16571,A047675,T001523,323200,2018JJ00,1.0
16572,A047675,T001523,323200,2019JJ00,1.0
16573,A047675,T001523,323200,2020JJ00,1.0
16574,A047675,T001523,323200,2021JJ00,1.0
16575,A047675,T001523,323700,1994JJ00,70.0
16576,A047675,T001523,323700,1996JJ00,70.0
16577,A047675,T001523,323700,1998JJ00,79.0
16578,A047675,T001523,323700,2000JJ00,95.0
16579,A047675,T001523,323700,2001JJ00,103.0
16580,A047675,T001523,323700,2002JJ00,77.0
16581,A047675,T001523,323700,2003JJ00,75.0
16582,A047675,T001523,323700,2004JJ00,64.0
16583,A047675,T001523,323700,2005JJ00,65.0
16584,A047675,T001523,323700,2006JJ00,101.0
16585,A047675,T001523,323700,2007JJ00,85.0
16586,A047675,T001523,323700,2008JJ00,86.0
16587,A047675,T001523,323700,2009JJ00,73.0
16588,A047675,T001523,323700,2010JJ00,72.0
16589,A047675,T001523,323700,2011JJ00,74.0
16590,A047675,T001523,323700,2012JJ00,55.0
16591,A047675,T001523,323700,2013JJ00,55.0
16592,A047675,T001523,323700,2014JJ00,63.0
16593,A047675,T001523,323700,2015JJ00,65.0
16594,A047675,T001523,323700,2016JJ00,60.0
16595,A047675,T001523,323700,2017JJ00,66.0
16596,A047675,T001523,323700,2018JJ00,70.0
16597,A047675,T001523,323700,2019JJ00,69.0
16598,A047675,T001523,323700,2020JJ00,67.0
16599,A047675,T001523,323700,2021JJ00,71.0
16600,A047675,T001523,324600,1994JJ00,1.0
16601,A047675,T001523,324600,1996JJ00,1.0
16602,A047675,T001523,324600,1998JJ00,1.0
16603,A047675,T001523,324600,2000JJ00,2.0
16604,A047675,T001523,324600,2001JJ00,2.0
16605,A047675,T001523,324600,2002JJ00,3.0
16606,A047675,T001523,324600,2003JJ00,3.0
16607,A047675,T001523,324600,2004JJ00,4.0
16608,A047675,T001523,324600,2005JJ00,4.0
16609,A047675,T001523,324600,2006JJ00,1.0
16610,A047675,T001523,324600,2007JJ00,1.0
16611,A047675,T001523,324600,2008JJ00,2.0
16612,A047675,T001523,324600,2009JJ00,2.0
16613,A047675,T001523,324600,2010JJ00,1.0
16614,A047675,T001523,324600,2011JJ00,1.0
16615,A047675,T001523,324600,2012JJ00,2.0
16616,A047675,T001523,324600,2013JJ00,2.0
16617,A047675,T001523,324600,2014JJ00,1.0
16618,A047675,T001523,324600,2015JJ00,1.0
16619,A047675,T001523,324600,2016JJ00,1.0
16620,A047675,T001523,324600,2017JJ00,1.0
16621,A047675,T001523,324600,2018JJ00,1.0
16622,A047675,T001523,324600,2019JJ00,1.0
16623,A047675,T001523,324600,2020JJ00,2.0
16624,A047675,T001523,324600,2021JJ00,2.0
16625,A047675,T001523,328110,1994JJ00,
16626,A047675,T001523,328110,1996JJ00,
16627,A047675,T001523,328110,1998JJ00,
16628,A047675,T001523,328110,2000JJ00,
16629,A047675,T001523,328110,2001JJ00,
16630,A047675,T001523,328110,2002JJ00,
16631,A047675,T001523,328110,2003JJ00,
16632,A047675,T001523,328110,2004JJ00,
16633,A047675,T001523,328110,2005JJ00,
16634,A047675,T001523,328110,2006JJ00,
16635,A047675,T001523,328110,2007JJ00,
16636,A047675,T001523,328110,2008JJ00,16.0
16637,A047675,T001523,328110,2009JJ00,12.0
16638,A047675,T001523,328110,2010JJ00,9.0
16639,A047675,T001523,328110,2011JJ00,10.0
16640,A047675,T001523,328110,2012JJ00,18.0
16641,A047675,T001523,328110,2013JJ00,18.0
16642,A047675,T001523,328110,2014JJ00,15.0
16643,A047675,T001523,328110,2015JJ00,15.0
16644,A047675,T001523,328110,2016JJ00,18.0
16645,A047675,T001523,328110,2017JJ00,18.0
16646,A047675,T001523,328110,2018JJ00,14.0
16647,A047675,T001523,328110,2019JJ00,15.0
16648,A047675,T001523,328110,2020JJ00,12.0
16649,A047675,T001523,328110,2021JJ00,13.0
16650,A047675,T001523,328105,1994JJ00,1.0
16651,A047675,T001523,328105,1996JJ00,3.0
16652,A047675,T001523,328105,1998JJ00,1.0
16653,A047675,T001523,328105,2000JJ00,4.0
16654,A047675,T001523,328105,2001JJ00,3.0
16655,A047675,T001523,328105,2002JJ00,4.0
16656,A047675,T001523,328105,2003JJ00,5.0
16657,A047675,T001523,328105,2004JJ00,6.0
16658,A047675,T001523,328105,2005JJ00,6.0
16659,A047675,T001523,328105,2006JJ00,4.0
16660,A047675,T001523,328105,2007JJ00,4.0
16661,A047675,T001523,328105,2008JJ00,10.0
16662,A047675,T001523,328105,2009JJ00,8.0
16663,A047675,T001523,328105,2010JJ00,3.0
16664,A047675,T001523,328105,2011JJ00,3.0
16665,A047675,T001523,328105,2012JJ00,7.0
16666,A047675,T001523,328105,2013JJ00,7.0
16667,A047675,T001523,328105,2014JJ00,8.0
16668,A047675,T001523,328105,2015JJ00,8.0
16669,A047675,T001523,328105,2016JJ00,4.0
16670,A047675,T001523,328105,2017JJ00,4.0
16671,A047675,T001523,328105,2018JJ00,5.0
16672,A047675,T001523,328105,2019JJ00,6.0
16673,A047675,T001523,328105,2020JJ00,4.0
16674,A047675,T001523,328105,2021JJ00,4.0
16675,A047675,T001523,328100,1994JJ00,0.0
16676,A047675,T001523,328100,1996JJ00,2.0
16677,A047675,T001523,328100,1998JJ00,0.0
16678,A047675,T001523,328100,2000JJ00,1.0
16679,A047675,T001523,328100,2001JJ00,0.0
16680,A047675,T001523,328100,2002JJ00,1.0
16681,A047675,T001523,328100,2003JJ00,2.0
16682,A047675,T001523,328100,2004JJ00,0.0
16683,A047675,T001523,328100,2005JJ00,0.0
16684,A047675,T001523,328100,2006JJ00,0.0
16685,A047675,T001523,328100,2007JJ00,0.0
16686,A047675,T001523,328100,2008JJ00,8.0
16687,A047675,T001523,328100,2009JJ00,6.0
16688,A047675,T001523,328100,2010JJ00,1.0
16689,A047675,T001523,328100,2011JJ00,1.0
16690,A047675,T001523,328100,2012JJ00,1.0
16691,A047675,T001523,328100,2013JJ00,1.0
16692,A047675,T001523,328100,2014JJ00,1.0
16693,A047675,T001523,328100,2015JJ00,1.0
16694,A047675,T001523,328100,2016JJ00,1.0
16695,A047675,T001523,328100,2017JJ00,1.0
16696,A047675,T001523,328100,2018JJ00,1.0
16697,A047675,T001523,328100,2019JJ00,2.0
16698,A047675,T001523,328100,2020JJ00,1.0
16699,A047675,T001523,328100,2021JJ00,1.0
16700,A047675,T001523,330300,1994JJ00,1.0
16701,A047675,T001523,330300,1996JJ00,1.0
16702,A047675,T001523,330300,1998JJ00,1.0
16703,A047675,T001523,330300,2000JJ00,3.0
16704,A047675,T001523,330300,2001JJ00,3.0
16705,A047675,T001523,330300,2002JJ00,3.0
16706,A047675,T001523,330300,2003JJ00,3.0
16707,A047675,T001523,330300,2004JJ00,6.0
16708,A047675,T001523,330300,2005JJ00,6.0
16709,A047675,T001523,330300,2006JJ00,4.0
16710,A047675,T001523,330300,2007JJ00,4.0
16711,A047675,T001523,330300,2008JJ00,2.0
16712,A047675,T001523,330300,2009JJ00,2.0
16713,A047675,T001523,330300,2010JJ00,2.0
16714,A047675,T001523,330300,2011JJ00,2.0
16715,A047675,T001523,330300,2012JJ00,7.0
16716,A047675,T001523,330300,2013JJ00,7.0
16717,A047675,T001523,330300,2014JJ00,7.0
16718,A047675,T001523,330300,2015JJ00,7.0
16719,A047675,T001523,330300,2016JJ00,3.0
16720,A047675,T001523,330300,2017JJ00,3.0
16721,A047675,T001523,330300,2018JJ00,4.0
16722,A047675,T001523,330300,2019JJ00,4.0
16723,A047675,T001523,330300,2020JJ00,3.0
16724,A047675,T001523,330300,2021JJ00,3.0
16725,A047675,T001523,332910,1994JJ00,5.0
16726,A047675,T001523,332910,1996JJ00,5.0
16727,A047675,T001523,332910,1998JJ00,2.0
16728,A047675,T001523,332910,2000JJ00,4.0
16729,A047675,T001523,332910,2001JJ00,5.0
16730,A047675,T001523,332910,2002JJ00,2.0
16731,A047675,T001523,332910,2003JJ00,2.0
16732,A047675,T001523,332910,2004JJ00,4.0
16733,A047675,T001523,332910,2005JJ00,4.0
16734,A047675,T001523,332910,2006JJ00,6.0
16735,A047675,T001523,332910,2007JJ00,7.0
16736,A047675,T001523,332910,2008JJ00,2.0
16737,A047675,T001523,332910,2009JJ00,1.0
16738,A047675,T001523,332910,2010JJ00,2.0
16739,A047675,T001523,332910,2011JJ00,3.0
16740,A047675,T001523,332910,2012JJ00,7.0
16741,A047675,T001523,332910,2013JJ00,7.0
16742,A047675,T001523,332910,2014JJ00,1.0
16743,A047675,T001523,332910,2015JJ00,1.0
16744,A047675,T001523,332910,2016JJ00,3.0
16745,A047675,T001523,332910,2017JJ00,3.0
16746,A047675,T001523,332910,2018JJ00,5.0
16747,A047675,T001523,332910,2019JJ00,5.0
16748,A047675,T001523,332910,2020JJ00,3.0
16749,A047675,T001523,332910,2021JJ00,3.0
16750,A047675,T001523,332905,1994JJ00,11.0
16751,A047675,T001523,332905,1996JJ00,5.0
16752,A047675,T001523,332905,1998JJ00,2.0
16753,A047675,T001523,332905,2000JJ00,5.0
16754,A047675,T001523,332905,2001JJ00,6.0
16755,A047675,T001523,332905,2002JJ00,3.0
16756,A047675,T001523,332905,2003JJ00,3.0
16757,A047675,T001523,332905,2004JJ00,5.0
16758,A047675,T001523,332905,2005JJ00,5.0
16759,A047675,T001523,332905,2006JJ00,8.0
16760,A047675,T001523,332905,2007JJ00,9.0
16761,A047675,T001523,332905,2008JJ00,4.0
16762,A047675,T001523,332905,2009JJ00,3.0
16763,A047675,T001523,332905,2010JJ00,5.0
16764,A047675,T001523,332905,2011JJ00,6.0
16765,A047675,T001523,332905,2012JJ00,9.0
16766,A047675,T001523,332905,2013JJ00,9.0
16767,A047675,T001523,332905,2014JJ00,4.0
16768,A047675,T001523,332905,2015JJ00,4.0
