ID,Geslacht,LeeftijdOp31December,InkomenEnWelvaart,Marges,Perioden,Levensverwachting_1,LVInAlsGoedErvarenGezondheid_2,LVZonderLichamelijkeBeperkingen_3,LVZonderPsychischeKlachtenMHI5_4,LVZonderGALIBeperkingen_5
6854,4000   ,14000,2021780 ,MBG0095,2019G400,43.3,27.0,31.2,36.5,21.6
6855,4000   ,14000,2021790 ,MW00000,2007G400,44.1,28.3,31.0,,
6856,4000   ,14000,2021790 ,MW00000,2011G400,44.5,28.1,31.4,,
6857,4000   ,14000,2021790 ,MW00000,2015G400,44.9,30.1,33.3,,25.2
6858,4000   ,14000,2021790 ,MW00000,2017G400,45.1,30.3,33.4,39.9,24.7
6859,4000   ,14000,2021790 ,MW00000,2019G400,45.0,30.5,34.6,39.1,24.8
6860,4000   ,14000,2021790 ,MOG0095,2007G400,44.1,27.4,30.0,,
6861,4000   ,14000,2021790 ,MOG0095,2011G400,44.5,27.3,30.5,,
6862,4000   ,14000,2021790 ,MOG0095,2015G400,44.9,29.1,32.5,,24.2
6863,4000   ,14000,2021790 ,MOG0095,2017G400,45.1,29.4,32.6,39.2,23.7
6864,4000   ,14000,2021790 ,MOG0095,2019G400,45.0,29.6,33.8,38.4,23.8
6865,4000   ,14000,2021790 ,MBG0095,2007G400,44.1,29.2,32.0,,
6866,4000   ,14000,2021790 ,MBG0095,2011G400,44.5,28.9,32.4,,
6867,4000   ,14000,2021790 ,MBG0095,2015G400,45.0,31.0,34.2,,26.1
6868,4000   ,14000,2021790 ,MBG0095,2017G400,45.1,31.3,34.2,40.6,25.6
6869,4000   ,14000,2021790 ,MBG0095,2019G400,45.0,31.5,35.4,39.9,25.7
6870,4000   ,14000,2021800 ,MW00000,2007G400,44.8,31.8,34.4,,
6871,4000   ,14000,2021800 ,MW00000,2011G400,45.6,31.1,35.2,,
6872,4000   ,14000,2021800 ,MW00000,2015G400,45.9,31.9,36.2,,27.6
6873,4000   ,14000,2021800 ,MW00000,2017G400,46.3,33.1,36.9,41.7,27.4
6874,4000   ,14000,2021800 ,MW00000,2019G400,46.4,33.4,37.6,41.4,27.4
6875,4000   ,14000,2021800 ,MOG0095,2007G400,44.8,30.9,33.4,,
6876,4000   ,14000,2021800 ,MOG0095,2011G400,45.6,30.3,34.2,,
6877,4000   ,14000,2021800 ,MOG0095,2015G400,45.9,30.9,35.3,,26.5
6878,4000   ,14000,2021800 ,MOG0095,2017G400,46.3,32.1,36.1,41.1,26.4
6879,4000   ,14000,2021800 ,MOG0095,2019G400,46.3,32.5,36.8,40.7,26.4
6880,4000   ,14000,2021800 ,MBG0095,2007G400,44.8,32.7,35.4,,
6881,4000   ,14000,2021800 ,MBG0095,2011G400,45.6,31.9,36.1,,
6882,4000   ,14000,2021800 ,MBG0095,2015G400,46.0,32.9,37.1,,28.6
6883,4000   ,14000,2021800 ,MBG0095,2017G400,46.3,34.0,37.8,42.3,28.3
6884,4000   ,14000,2021800 ,MBG0095,2019G400,46.4,34.4,38.4,42.0,28.4
6885,4000   ,14000,2021810 ,MW00000,2007G400,46.1,35.5,36.6,,
6886,4000   ,14000,2021810 ,MW00000,2011G400,46.4,35.0,36.7,,
6887,4000   ,14000,2021810 ,MW00000,2015G400,46.6,36.4,39.7,,29.7
6888,4000   ,14000,2021810 ,MW00000,2017G400,47.0,36.8,39.9,42.6,29.6
6889,4000   ,14000,2021810 ,MW00000,2019G400,47.1,36.8,40.1,42.7,30.2
6890,4000   ,14000,2021810 ,MOG0095,2007G400,46.0,34.5,35.6,,
6891,4000   ,14000,2021810 ,MOG0095,2011G400,46.4,34.2,35.7,,
6892,4000   ,14000,2021810 ,MOG0095,2015G400,46.6,35.5,38.9,,28.8
6893,4000   ,14000,2021810 ,MOG0095,2017G400,47.0,35.9,39.1,41.9,28.7
6894,4000   ,14000,2021810 ,MOG0095,2019G400,47.1,36.0,39.3,42.1,28.9
6895,4000   ,14000,2021810 ,MBG0095,2007G400,46.1,36.5,37.5,,
6896,4000   ,14000,2021810 ,MBG0095,2011G400,46.4,35.8,37.7,,
6897,4000   ,14000,2021810 ,MBG0095,2015G400,46.6,37.3,40.5,,30.6
6898,4000   ,14000,2021810 ,MBG0095,2017G400,47.0,37.6,40.6,43.2,30.5
6899,4000   ,14000,2021810 ,MBG0095,2019G400,47.2,37.7,40.9,43.3,31.4
6900,4000   ,14500,1014752 ,MW00000,2007G400,35.9,17.2,20.4,,
6901,4000   ,14500,1014752 ,MW00000,2011G400,35.2,15.5,20.3,,
6902,4000   ,14500,1014752 ,MW00000,2015G400,35.4,16.4,20.5,,13.8
6903,4000   ,14500,1014752 ,MW00000,2017G400,35.6,17.3,21.0,26.6,14.0
6904,4000   ,14500,1014752 ,MW00000,2019G400,35.3,17.1,20.8,26.3,13.7
6905,4000   ,14500,1014752 ,MOG0095,2007G400,35.9,16.2,19.2,,
6906,4000   ,14500,1014752 ,MOG0095,2011G400,35.1,14.6,19.2,,
6907,4000   ,14500,1014752 ,MOG0095,2015G400,35.4,15.4,19.4,,12.8
6908,4000   ,14500,1014752 ,MOG0095,2017G400,35.6,16.3,20.0,25.7,13.0
6909,4000   ,14500,1014752 ,MOG0095,2019G400,35.2,16.0,19.8,25.4,12.7
6910,4000   ,14500,1014752 ,MBG0095,2007G400,35.9,18.2,21.6,,
6911,4000   ,14500,1014752 ,MBG0095,2011G400,35.2,16.4,21.5,,
6912,4000   ,14500,1014752 ,MBG0095,2015G400,35.5,17.5,21.5,,14.9
6913,4000   ,14500,1014752 ,MBG0095,2017G400,35.6,18.3,22.0,27.5,15.0
6914,4000   ,14500,1014752 ,MBG0095,2019G400,35.3,18.1,21.8,27.2,14.7
6915,4000   ,14500,1014753 ,MW00000,2007G400,39.1,21.6,24.8,,
6916,4000   ,14500,1014753 ,MW00000,2011G400,39.1,20.9,25.0,,
6917,4000   ,14500,1014753 ,MW00000,2015G400,39.1,21.7,24.9,,17.9
6918,4000   ,14500,1014753 ,MW00000,2017G400,39.1,22.2,25.6,32.7,17.3
6919,4000   ,14500,1014753 ,MW00000,2019G400,38.9,23.2,26.3,32.6,17.8
6920,4000   ,14500,1014753 ,MOG0095,2007G400,39.1,20.7,23.8,,
6921,4000   ,14500,1014753 ,MOG0095,2011G400,39.1,20.1,24.1,,
6922,4000   ,14500,1014753 ,MOG0095,2015G400,39.1,20.8,24.1,,17.1
6923,4000   ,14500,1014753 ,MOG0095,2017G400,39.1,21.3,24.8,32.1,16.4
6924,4000   ,14500,1014753 ,MOG0095,2019G400,38.9,22.3,25.4,31.8,16.9
6925,4000   ,14500,1014753 ,MBG0095,2007G400,39.1,22.4,25.7,,
6926,4000   ,14500,1014753 ,MBG0095,2011G400,39.1,21.6,25.9,,
6927,4000   ,14500,1014753 ,MBG0095,2015G400,39.1,22.6,25.7,,18.8
6928,4000   ,14500,1014753 ,MBG0095,2017G400,39.1,23.0,26.4,33.4,18.2
6929,4000   ,14500,1014753 ,MBG0095,2019G400,39.0,24.1,27.1,33.3,18.8
6930,4000   ,14500,1014754 ,MW00000,2007G400,39.4,24.2,26.3,,
6931,4000   ,14500,1014754 ,MW00000,2011G400,40.1,25.5,28.5,,
6932,4000   ,14500,1014754 ,MW00000,2015G400,40.3,25.9,29.6,,22.1
6933,4000   ,14500,1014754 ,MW00000,2017G400,40.5,26.9,29.9,36.1,21.6
6934,4000   ,14500,1014754 ,MW00000,2019G400,40.4,27.3,30.7,35.3,21.3
6935,4000   ,14500,1014754 ,MOG0095,2007G400,39.4,23.3,25.4,,
6936,4000   ,14500,1014754 ,MOG0095,2011G400,40.0,24.7,27.6,,
6937,4000   ,14500,1014754 ,MOG0095,2015G400,40.3,25.0,28.8,,21.2
6938,4000   ,14500,1014754 ,MOG0095,2017G400,40.4,25.9,29.1,35.5,20.7
6939,4000   ,14500,1014754 ,MOG0095,2019G400,40.4,26.4,29.9,34.7,20.3
6940,4000   ,14500,1014754 ,MBG0095,2007G400,39.4,25.1,27.2,,
6941,4000   ,14500,1014754 ,MBG0095,2011G400,40.1,26.3,29.4,,
6942,4000   ,14500,1014754 ,MBG0095,2015G400,40.3,26.8,30.5,,23.0
6943,4000   ,14500,1014754 ,MBG0095,2017G400,40.5,27.8,30.7,36.7,22.5
6944,4000   ,14500,1014754 ,MBG0095,2019G400,40.5,28.3,31.5,36.0,22.2
6945,4000   ,14500,1014755 ,MW00000,2007G400,39.8,27.5,29.6,,
6946,4000   ,14500,1014755 ,MW00000,2011G400,40.5,27.2,31.1,,
6947,4000   ,14500,1014755 ,MW00000,2015G400,40.9,28.7,32.6,,24.5
6948,4000   ,14500,1014755 ,MW00000,2017G400,41.3,28.8,32.8,36.3,23.1
6949,4000   ,14500,1014755 ,MW00000,2019G400,41.4,29.2,33.6,36.4,23.6
6950,4000   ,14500,1014755 ,MOG0095,2007G400,39.8,26.6,28.6,,
6951,4000   ,14500,1014755 ,MOG0095,2011G400,40.5,26.3,30.1,,
6952,4000   ,14500,1014755 ,MOG0095,2015G400,40.9,27.7,31.6,,23.4
6953,4000   ,14500,1014755 ,MOG0095,2017G400,41.3,27.8,31.9,35.6,22.1
6954,4000   ,14500,1014755 ,MOG0095,2019G400,41.4,28.3,32.7,35.7,22.7
6955,4000   ,14500,1014755 ,MBG0095,2007G400,39.9,28.4,30.5,,
6956,4000   ,14500,1014755 ,MBG0095,2011G400,40.6,28.0,32.0,,
6957,4000   ,14500,1014755 ,MBG0095,2015G400,40.9,29.7,33.6,,25.5
6958,4000   ,14500,1014755 ,MBG0095,2017G400,41.3,29.8,33.7,37.0,24.1
6959,4000   ,14500,1014755 ,MBG0095,2019G400,41.4,30.1,34.4,37.0,24.6
6960,4000   ,14500,1014756 ,MW00000,2007G400,40.4,30.6,32.4,,
6961,4000   ,14500,1014756 ,MW00000,2011G400,41.2,30.6,33.2,,
6962,4000   ,14500,1014756 ,MW00000,2015G400,41.2,32.1,34.3,,25.5
6963,4000   ,14500,1014756 ,MW00000,2017G400,41.5,32.1,34.6,37.9,25.5
6964,4000   ,14500,1014756 ,MW00000,2019G400,41.6,31.9,34.4,38.1,26.0
6965,4000   ,14500,1014756 ,MOG0095,2007G400,40.4,29.6,31.3,,
6966,4000   ,14500,1014756 ,MOG0095,2011G400,41.2,29.7,32.2,,
6967,4000   ,14500,1014756 ,MOG0095,2015G400,41.2,31.1,33.3,,24.4
6968,4000   ,14500,1014756 ,MOG0095,2017G400,41.5,31.1,33.6,37.3,24.5
6969,4000   ,14500,1014756 ,MOG0095,2019G400,41.5,30.8,33.3,37.4,24.9
6970,4000   ,14500,1014756 ,MBG0095,2007G400,40.5,31.5,33.5,,
6971,4000   ,14500,1014756 ,MBG0095,2011G400,41.3,31.6,34.2,,
6972,4000   ,14500,1014756 ,MBG0095,2015G400,41.2,33.1,35.3,,26.6
6973,4000   ,14500,1014756 ,MBG0095,2017G400,41.6,33.1,35.5,38.6,26.6
6974,4000   ,14500,1014756 ,MBG0095,2019G400,41.6,33.0,35.5,38.8,27.2
6975,4000   ,14500,2021770 ,MW00000,2007G400,35.1,16.9,19.2,,
6976,4000   ,14500,2021770 ,MW00000,2011G400,34.8,14.4,19.0,,
6977,4000   ,14500,2021770 ,MW00000,2015G400,35.2,14.5,19.0,,12.4
6978,4000   ,14500,2021770 ,MW00000,2017G400,35.3,15.6,19.5,25.6,12.2
6979,4000   ,14500,2021770 ,MW00000,2019G400,35.0,15.5,19.1,25.5,13.6
6980,4000   ,14500,2021770 ,MOG0095,2007G400,35.1,15.9,17.9,,
6981,4000   ,14500,2021770 ,MOG0095,2011G400,34.8,13.5,17.8,,
6982,4000   ,14500,2021770 ,MOG0095,2015G400,35.2,13.5,17.9,,11.4
6983,4000   ,14500,2021770 ,MOG0095,2017G400,35.3,14.5,18.4,24.6,11.2
6984,4000   ,14500,2021770 ,MOG0095,2019G400,35.0,14.4,18.1,24.5,12.7
6985,4000   ,14500,2021770 ,MBG0095,2007G400,35.1,17.9,20.4,,
6986,4000   ,14500,2021770 ,MBG0095,2011G400,34.9,15.4,20.2,,
6987,4000   ,14500,2021770 ,MBG0095,2015G400,35.2,15.6,20.1,,13.4
6988,4000   ,14500,2021770 ,MBG0095,2017G400,35.3,16.7,20.5,26.5,13.2
6989,4000   ,14500,2021770 ,MBG0095,2019G400,35.0,16.5,20.2,26.4,14.7
6990,4000   ,14500,2021780 ,MW00000,2007G400,38.3,21.2,23.2,,
6991,4000   ,14500,2021780 ,MW00000,2011G400,39.1,20.9,25.1,,
6992,4000   ,14500,2021780 ,MW00000,2015G400,39.1,21.2,24.4,,17.8
6993,4000   ,14500,2021780 ,MW00000,2017G400,38.6,21.6,25.2,32.2,17.0
6994,4000   ,14500,2021780 ,MW00000,2019G400,38.4,22.7,26.1,31.9,17.7
6995,4000   ,14500,2021780 ,MOG0095,2007G400,38.3,20.4,22.3,,
6996,4000   ,14500,2021780 ,MOG0095,2011G400,39.1,20.1,24.1,,
6997,4000   ,14500,2021780 ,MOG0095,2015G400,39.1,20.3,23.5,,16.9
6998,4000   ,14500,2021780 ,MOG0095,2017G400,38.6,20.7,24.4,31.5,16.1
6999,4000   ,14500,2021780 ,MOG0095,2019G400,38.4,21.8,25.2,31.2,16.8
7000,4000   ,14500,2021780 ,MBG0095,2007G400,38.3,22.0,24.2,,
7001,4000   ,14500,2021780 ,MBG0095,2011G400,39.1,21.7,26.0,,
7002,4000   ,14500,2021780 ,MBG0095,2015G400,39.1,22.2,25.3,,18.7
7003,4000   ,14500,2021780 ,MBG0095,2017G400,38.6,22.5,26.0,32.9,17.9
7004,4000   ,14500,2021780 ,MBG0095,2019G400,38.5,23.7,26.9,32.7,18.6
7005,4000   ,14500,2021790 ,MW00000,2007G400,39.3,24.2,26.5,,
7006,4000   ,14500,2021790 ,MW00000,2011G400,39.7,24.0,26.9,,
7007,4000   ,14500,2021790 ,MW00000,2015G400,40.1,26.1,28.9,,21.7
7008,4000   ,14500,2021790 ,MW00000,2017G400,40.3,26.2,28.7,35.6,21.1
7009,4000   ,14500,2021790 ,MW00000,2019G400,40.2,26.6,30.0,34.8,21.2
7010,4000   ,14500,2021790 ,MOG0095,2007G400,39.3,23.3,25.5,,
7011,4000   ,14500,2021790 ,MOG0095,2011G400,39.6,23.2,26.0,,
7012,4000   ,14500,2021790 ,MOG0095,2015G400,40.1,25.2,28.0,,20.8
7013,4000   ,14500,2021790 ,MOG0095,2017G400,40.2,25.2,27.9,34.9,20.2
7014,4000   ,14500,2021790 ,MOG0095,2019G400,40.2,25.6,29.2,34.1,20.3
7015,4000   ,14500,2021790 ,MBG0095,2007G400,39.3,25.1,27.5,,
7016,4000   ,14500,2021790 ,MBG0095,2011G400,39.7,24.8,27.8,,
7017,4000   ,14500,2021790 ,MBG0095,2015G400,40.1,27.0,29.7,,22.6
7018,4000   ,14500,2021790 ,MBG0095,2017G400,40.3,27.1,29.6,36.2,22.0
7019,4000   ,14500,2021790 ,MBG0095,2019G400,40.2,27.5,30.8,35.6,22.1
7020,4000   ,14500,2021800 ,MW00000,2007G400,39.9,27.5,29.7,,
7021,4000   ,14500,2021800 ,MW00000,2011G400,40.8,27.0,30.6,,
7022,4000   ,14500,2021800 ,MW00000,2015G400,41.1,27.8,31.6,,23.9
7023,4000   ,14500,2021800 ,MW00000,2017G400,41.4,28.9,32.2,37.2,23.6
7024,4000   ,14500,2021800 ,MW00000,2019G400,41.5,29.3,32.9,36.8,23.7
7025,4000   ,14500,2021800 ,MOG0095,2007G400,39.9,26.6,28.7,,
7026,4000   ,14500,2021800 ,MOG0095,2011G400,40.7,26.1,29.7,,
7027,4000   ,14500,2021800 ,MOG0095,2015G400,41.0,26.9,30.7,,22.9
7028,4000   ,14500,2021800 ,MOG0095,2017G400,41.4,28.0,31.4,36.6,22.7
7029,4000   ,14500,2021800 ,MOG0095,2019G400,41.4,28.4,32.1,36.2,22.7
7030,4000   ,14500,2021800 ,MBG0095,2007G400,40.0,28.5,30.7,,
7031,4000   ,14500,2021800 ,MBG0095,2011G400,40.8,27.8,31.5,,
7032,4000   ,14500,2021800 ,MBG0095,2015G400,41.1,28.8,32.5,,24.9
7033,4000   ,14500,2021800 ,MBG0095,2017G400,41.4,29.8,33.0,37.8,24.6
7034,4000   ,14500,2021800 ,MBG0095,2019G400,41.5,30.2,33.7,37.5,24.6
7035,4000   ,14500,2021810 ,MW00000,2007G400,41.2,31.1,31.9,,
7036,4000   ,14500,2021810 ,MW00000,2011G400,41.5,30.7,32.0,,
7037,4000   ,14500,2021810 ,MW00000,2015G400,41.7,32.0,34.9,,25.8
7038,4000   ,14500,2021810 ,MW00000,2017G400,42.1,32.3,35.1,38.0,25.6
7039,4000   ,14500,2021810 ,MW00000,2019G400,42.2,32.4,35.3,38.2,26.3
7040,4000   ,14500,2021810 ,MOG0095,2007G400,41.2,30.1,31.0,,
7041,4000   ,14500,2021810 ,MOG0095,2011G400,41.5,30.0,31.1,,
7042,4000   ,14500,2021810 ,MOG0095,2015G400,41.7,31.2,34.1,,24.9
7043,4000   ,14500,2021810 ,MOG0095,2017G400,42.1,31.5,34.4,37.4,24.8
7044,4000   ,14500,2021810 ,MOG0095,2019G400,42.2,31.6,34.6,37.6,25.0
7045,4000   ,14500,2021810 ,MBG0095,2007G400,41.2,32.1,32.8,,
7046,4000   ,14500,2021810 ,MBG0095,2011G400,41.5,31.5,33.0,,
7047,4000   ,14500,2021810 ,MBG0095,2015G400,41.7,32.9,35.7,,26.7
7048,4000   ,14500,2021810 ,MBG0095,2017G400,42.1,33.2,35.9,38.6,26.5
7049,4000   ,14500,2021810 ,MBG0095,2019G400,42.2,33.3,36.1,38.8,27.5
7050,4000   ,15000,1014752 ,MW00000,2007G400,31.5,14.7,17.4,,
7051,4000   ,15000,1014752 ,MW00000,2011G400,30.7,12.9,17.5,,
7052,4000   ,15000,1014752 ,MW00000,2015G400,30.9,14.1,17.3,,11.7
7053,4000   ,15000,1014752 ,MW00000,2017G400,31.1,15.2,18.0,23.4,11.9
7054,4000   ,15000,1014752 ,MW00000,2019G400,30.8,14.8,17.6,23.3,11.5
7055,4000   ,15000,1014752 ,MOG0095,2007G400,31.5,13.8,16.3,,
7056,4000   ,15000,1014752 ,MOG0095,2011G400,30.6,12.0,16.4,,
7057,4000   ,15000,1014752 ,MOG0095,2015G400,30.9,13.1,16.3,,10.7
7058,4000   ,15000,1014752 ,MOG0095,2017G400,31.1,14.3,17.1,22.5,10.9
7059,4000   ,15000,1014752 ,MOG0095,2019G400,30.7,13.8,16.7,22.5,10.5
7060,4000   ,15000,1014752 ,MBG0095,2007G400,31.5,15.7,18.5,,
7061,4000   ,15000,1014752 ,MBG0095,2011G400,30.7,13.8,18.6,,
7062,4000   ,15000,1014752 ,MBG0095,2015G400,30.9,15.1,18.3,,12.6
7063,4000   ,15000,1014752 ,MBG0095,2017G400,31.1,16.2,18.9,24.2,12.8
7064,4000   ,15000,1014752 ,MBG0095,2019G400,30.8,15.7,18.5,24.2,12.4
7065,4000   ,15000,1014753 ,MW00000,2007G400,34.4,18.5,20.8,,
7066,4000   ,15000,1014753 ,MW00000,2011G400,34.4,17.5,21.3,,
7067,4000   ,15000,1014753 ,MW00000,2015G400,34.4,18.3,20.9,,14.7
7068,4000   ,15000,1014753 ,MW00000,2017G400,34.4,19.0,21.7,28.7,14.7
7069,4000   ,15000,1014753 ,MW00000,2019G400,34.3,20.3,22.7,28.8,15.2
7070,4000   ,15000,1014753 ,MOG0095,2007G400,34.4,17.7,19.9,,
7071,4000   ,15000,1014753 ,MOG0095,2011G400,34.4,16.8,20.5,,
7072,4000   ,15000,1014753 ,MOG0095,2015G400,34.4,17.4,20.1,,13.9
7073,4000   ,15000,1014753 ,MOG0095,2017G400,34.4,18.2,21.0,28.1,13.9
7074,4000   ,15000,1014753 ,MOG0095,2019G400,34.2,19.5,22.0,28.2,14.4
7075,4000   ,15000,1014753 ,MBG0095,2007G400,34.4,19.3,21.7,,
7076,4000   ,15000,1014753 ,MBG0095,2011G400,34.4,18.2,22.1,,
7077,4000   ,15000,1014753 ,MBG0095,2015G400,34.4,19.1,21.6,,15.5
7078,4000   ,15000,1014753 ,MBG0095,2017G400,34.4,19.9,22.4,29.3,15.5
7079,4000   ,15000,1014753 ,MBG0095,2019G400,34.3,21.1,23.4,29.5,16.0
7080,4000   ,15000,1014754 ,MW00000,2007G400,34.7,20.5,22.2,,
7081,4000   ,15000,1014754 ,MW00000,2011G400,35.3,22.0,24.5,,
7082,4000   ,15000,1014754 ,MW00000,2015G400,35.5,22.4,25.3,,18.9
7083,4000   ,15000,1014754 ,MW00000,2017G400,35.7,23.2,25.6,31.9,18.4
7084,4000   ,15000,1014754 ,MW00000,2019G400,35.7,23.9,26.5,31.3,18.3
7085,4000   ,15000,1014754 ,MOG0095,2007G400,34.7,19.6,21.3,,
7086,4000   ,15000,1014754 ,MOG0095,2011G400,35.3,21.2,23.7,,
7087,4000   ,15000,1014754 ,MOG0095,2015G400,35.5,21.5,24.5,,18.0
7088,4000   ,15000,1014754 ,MOG0095,2017G400,35.7,22.4,24.8,31.3,17.5
7089,4000   ,15000,1014754 ,MOG0095,2019G400,35.7,23.1,25.7,30.7,17.4
7090,4000   ,15000,1014754 ,MBG0095,2007G400,34.7,21.4,23.1,,
7091,4000   ,15000,1014754 ,MBG0095,2011G400,35.4,22.7,25.4,,
7092,4000   ,15000,1014754 ,MBG0095,2015G400,35.5,23.3,26.1,,19.8
7093,4000   ,15000,1014754 ,MBG0095,2017G400,35.7,24.1,26.4,32.5,19.3
7094,4000   ,15000,1014754 ,MBG0095,2019G400,35.7,24.8,27.3,31.9,19.2
7095,4000   ,15000,1014755 ,MW00000,2007G400,35.1,23.5,25.4,,
7096,4000   ,15000,1014755 ,MW00000,2011G400,35.8,23.2,26.9,,
7097,4000   ,15000,1014755 ,MW00000,2015G400,36.1,24.9,28.1,,20.9
7098,4000   ,15000,1014755 ,MW00000,2017G400,36.5,24.9,28.3,32.0,19.6
7099,4000   ,15000,1014755 ,MW00000,2019G400,36.6,25.0,28.9,31.9,20.0
7100,4000   ,15000,1014755 ,MOG0095,2007G400,35.1,22.6,24.4,,
7101,4000   ,15000,1014755 ,MOG0095,2011G400,35.7,22.4,26.0,,
7102,4000   ,15000,1014755 ,MOG0095,2015G400,36.1,23.9,27.1,,19.9
7103,4000   ,15000,1014755 ,MOG0095,2017G400,36.5,23.9,27.5,31.3,18.7
7104,4000   ,15000,1014755 ,MOG0095,2019G400,36.5,24.0,28.1,31.2,19.1
7105,4000   ,15000,1014755 ,MBG0095,2007G400,35.1,24.4,26.3,,
7106,4000   ,15000,1014755 ,MBG0095,2011G400,35.8,24.1,27.8,,
7107,4000   ,15000,1014755 ,MBG0095,2015G400,36.1,25.9,29.1,,22.0
7108,4000   ,15000,1014755 ,MBG0095,2017G400,36.5,25.8,29.2,32.7,20.6
7109,4000   ,15000,1014755 ,MBG0095,2019G400,36.6,25.9,29.8,32.5,20.9
7110,4000   ,15000,1014756 ,MW00000,2007G400,35.6,26.6,28.0,,
7111,4000   ,15000,1014756 ,MW00000,2011G400,36.4,26.4,28.8,,
7112,4000   ,15000,1014756 ,MW00000,2015G400,36.3,28.0,29.7,,21.9
7113,4000   ,15000,1014756 ,MW00000,2017G400,36.7,28.0,29.9,33.5,21.9
7114,4000   ,15000,1014756 ,MW00000,2019G400,36.7,27.8,29.7,33.6,22.3
7115,4000   ,15000,1014756 ,MOG0095,2007G400,35.6,25.6,26.9,,
7116,4000   ,15000,1014756 ,MOG0095,2011G400,36.4,25.4,27.8,,
7117,4000   ,15000,1014756 ,MOG0095,2015G400,36.3,27.0,28.7,,20.8
7118,4000   ,15000,1014756 ,MOG0095,2017G400,36.6,27.0,29.0,32.9,20.9
7119,4000   ,15000,1014756 ,MOG0095,2019G400,36.7,26.7,28.6,32.9,21.2
7120,4000   ,15000,1014756 ,MBG0095,2007G400,35.7,27.5,29.1,,
7121,4000   ,15000,1014756 ,MBG0095,2011G400,36.4,27.3,29.8,,
7122,4000   ,15000,1014756 ,MBG0095,2015G400,36.3,29.0,30.7,,23.0
7123,4000   ,15000,1014756 ,MBG0095,2017G400,36.7,28.9,30.9,34.1,22.9
7124,4000   ,15000,1014756 ,MBG0095,2019G400,36.7,28.9,30.8,34.3,23.5
7125,4000   ,15000,2021770 ,MW00000,2007G400,30.7,14.4,16.0,,
7126,4000   ,15000,2021770 ,MW00000,2011G400,30.4,12.0,16.3,,
7127,4000   ,15000,2021770 ,MW00000,2015G400,30.7,12.3,16.0,,10.3
7128,4000   ,15000,2021770 ,MW00000,2017G400,30.8,13.7,16.5,22.3,10.1
7129,4000   ,15000,2021770 ,MW00000,2019G400,30.5,13.3,16.0,22.5,11.4
7130,4000   ,15000,2021770 ,MOG0095,2007G400,30.7,13.5,14.9,,
7131,4000   ,15000,2021770 ,MOG0095,2011G400,30.3,11.2,15.1,,
7132,4000   ,15000,2021770 ,MOG0095,2015G400,30.7,11.3,15.0,,9.3
7133,4000   ,15000,2021770 ,MOG0095,2017G400,30.8,12.7,15.5,21.4,9.2
7134,4000   ,15000,2021770 ,MOG0095,2019G400,30.5,12.3,15.1,21.6,10.5
7135,4000   ,15000,2021770 ,MBG0095,2007G400,30.7,15.3,17.2,,
7136,4000   ,15000,2021770 ,MBG0095,2011G400,30.4,12.9,17.4,,
7137,4000   ,15000,2021770 ,MBG0095,2015G400,30.7,13.3,17.0,,11.2
7138,4000   ,15000,2021770 ,MBG0095,2017G400,30.8,14.7,17.5,23.2,11.0
7139,4000   ,15000,2021770 ,MBG0095,2019G400,30.5,14.3,17.0,23.3,12.4
7140,4000   ,15000,2021780 ,MW00000,2007G400,33.7,18.2,19.7,,
7141,4000   ,15000,2021780 ,MW00000,2011G400,34.4,17.5,21.3,,
7142,4000   ,15000,2021780 ,MW00000,2015G400,34.4,17.8,20.3,,14.6
7143,4000   ,15000,2021780 ,MW00000,2017G400,33.9,18.2,21.3,28.2,14.1
7144,4000   ,15000,2021780 ,MW00000,2019G400,33.7,19.5,22.4,28.2,15.0
7145,4000   ,15000,2021780 ,MOG0095,2007G400,33.7,17.4,18.7,,
7146,4000   ,15000,2021780 ,MOG0095,2011G400,34.4,16.8,20.4,,
7147,4000   ,15000,2021780 ,MOG0095,2015G400,34.4,16.9,19.5,,13.7
7148,4000   ,15000,2021780 ,MOG0095,2017G400,33.9,17.3,20.5,27.5,13.2
7149,4000   ,15000,2021780 ,MOG0095,2019G400,33.7,18.7,21.6,27.6,14.2
7150,4000   ,15000,2021780 ,MBG0095,2007G400,33.7,19.0,20.6,,
7151,4000   ,15000,2021780 ,MBG0095,2011G400,34.4,18.3,22.3,,
7152,4000   ,15000,2021780 ,MBG0095,2015G400,34.4,18.7,21.2,,15.4
7153,4000   ,15000,2021780 ,MBG0095,2017G400,33.9,19.0,22.0,28.8,14.9
7154,4000   ,15000,2021780 ,MBG0095,2019G400,33.8,20.4,23.1,28.9,15.8
7155,4000   ,15000,2021790 ,MW00000,2007G400,34.6,20.5,22.4,,
7156,4000   ,15000,2021790 ,MW00000,2011G400,34.9,20.4,22.9,,
7157,4000   ,15000,2021790 ,MW00000,2015G400,35.3,22.6,24.5,,18.3
7158,4000   ,15000,2021790 ,MW00000,2017G400,35.5,22.6,24.5,31.4,18.0
7159,4000   ,15000,2021790 ,MW00000,2019G400,35.4,23.2,25.7,30.8,18.2
7160,4000   ,15000,2021790 ,MOG0095,2007G400,34.6,19.6,21.4,,
7161,4000   ,15000,2021790 ,MOG0095,2011G400,34.9,19.6,22.0,,
7162,4000   ,15000,2021790 ,MOG0095,2015G400,35.3,21.8,23.7,,17.4
7163,4000   ,15000,2021790 ,MOG0095,2017G400,35.5,21.7,23.7,30.8,17.1
