ID,KenmerkenHuishoudens,CaribischNederland,Perioden,Huishoudens_1,PersonenMetInkomenPerHuishouden_2,BesteedbaarInkomenGemiddeld_3,BesteedbaarInkomenMediaan_4,GestandaardiseerdInkomenGemiddeld_5,GestandaardiseerdInkomenMediaan_6
1007,1013650,GM9003 ,2022JJ00,100.0,1.3,16.0,14.1,13.3,12.6
1008,1014200,CN01   ,2011JJ00,,,,,,
1009,1014200,CN01   ,2012JJ00,,,,,,
1010,1014200,CN01   ,2013JJ00,,,,,,
1011,1014200,CN01   ,2014JJ00,,,,,,
1012,1014200,CN01   ,2015JJ00,,,,,,
1013,1014200,CN01   ,2016JJ00,2300.0,1.1,8.2,8.6,7.0,7.3
1014,1014200,CN01   ,2017JJ00,2450.0,1.1,8.3,8.5,7.1,7.2
1015,1014200,CN01   ,2018JJ00,2550.0,1.1,8.2,8.3,7.2,7.2
1016,1014200,CN01   ,2019JJ00,2650.0,1.1,8.5,8.8,7.5,7.6
1017,1014200,CN01   ,2020JJ00,2750.0,1.1,9.5,10.4,8.5,8.9
1018,1014200,CN01   ,2021JJ00,2850.0,1.1,9.0,9.6,8.0,8.3
1019,1014200,CN01   ,2022JJ00,3000.0,1.1,9.1,9.7,8.2,8.5
1020,1014200,GM9001 ,2011JJ00,1450.0,1.1,7.1,6.8,,
1021,1014200,GM9001 ,2012JJ00,1550.0,1.1,7.0,7.2,,
1022,1014200,GM9001 ,2013JJ00,1650.0,1.1,7.0,7.4,,
1023,1014200,GM9001 ,2014JJ00,1700.0,1.1,7.6,7.7,,
1024,1014200,GM9001 ,2015JJ00,1750.0,1.1,7.7,7.6,,
1025,1014200,GM9001 ,2016JJ00,1850.0,1.1,8.3,8.5,7.1,7.3
1026,1014200,GM9001 ,2017JJ00,1950.0,1.1,8.2,8.2,7.1,7.1
1027,1014200,GM9001 ,2018JJ00,2050.0,1.1,8.2,7.9,7.1,7.1
1028,1014200,GM9001 ,2019JJ00,2100.0,1.1,8.5,8.6,7.5,7.6
1029,1014200,GM9001 ,2020JJ00,2200.0,1.1,9.3,10.1,8.4,8.8
1030,1014200,GM9001 ,2021JJ00,2300.0,1.1,8.7,9.0,7.8,8.1
1031,1014200,GM9001 ,2022JJ00,2450.0,1.1,8.8,9.7,7.9,8.2
1032,1014200,GM9002 ,2011JJ00,250.0,1.1,6.5,6.9,,
1033,1014200,GM9002 ,2012JJ00,250.0,1.1,7.0,7.7,,
1034,1014200,GM9002 ,2013JJ00,250.0,1.1,6.8,7.6,,
1035,1014200,GM9002 ,2014JJ00,250.0,1.1,7.5,8.0,,
1036,1014200,GM9002 ,2015JJ00,300.0,1.1,7.2,7.7,,
1037,1014200,GM9002 ,2016JJ00,300.0,1.1,7.1,8.1,6.1,6.4
1038,1014200,GM9002 ,2017JJ00,300.0,1.1,8.3,9.0,7.2,7.2
1039,1014200,GM9002 ,2018JJ00,300.0,1.1,7.9,9.0,7.1,7.3
1040,1014200,GM9002 ,2019JJ00,350.0,1.1,7.9,8.5,7.0,7.3
1041,1014200,GM9002 ,2020JJ00,300.0,1.1,9.5,10.7,8.4,8.4
1042,1014200,GM9002 ,2021JJ00,350.0,1.1,9.0,10.5,8.2,8.5
1043,1014200,GM9002 ,2022JJ00,350.0,1.1,10.0,11.3,9.1,9.7
1044,1014200,GM9003 ,2011JJ00,150.0,1.1,6.3,7.3,,
1045,1014200,GM9003 ,2012JJ00,150.0,1.1,8.0,7.8,,
1046,1014200,GM9003 ,2013JJ00,150.0,1.1,7.9,8.0,,
1047,1014200,GM9003 ,2014JJ00,150.0,1.0,8.4,8.7,,
1048,1014200,GM9003 ,2015JJ00,150.0,1.1,8.3,8.9,,
1049,1014200,GM9003 ,2016JJ00,200.0,1.1,9.2,9.9,8.0,8.2
1050,1014200,GM9003 ,2017JJ00,200.0,1.1,9.4,10.4,8.0,8.0
1051,1014200,GM9003 ,2018JJ00,200.0,1.1,9.4,10.3,8.3,8.9
1052,1014200,GM9003 ,2019JJ00,200.0,1.1,9.2,10.8,8.4,9.8
1053,1014200,GM9003 ,2020JJ00,200.0,1.1,10.6,11.5,9.7,10.5
1054,1014200,GM9003 ,2021JJ00,200.0,1.1,11.5,12.9,10.4,11.5
1055,1014200,GM9003 ,2022JJ00,200.0,1.1,11.2,13.0,10.3,11.9
1056,1014210,CN01   ,2011JJ00,,,,,,
1057,1014210,CN01   ,2012JJ00,,,,,,
1058,1014210,CN01   ,2013JJ00,,,,,,
1059,1014210,CN01   ,2014JJ00,,,,,,
1060,1014210,CN01   ,2015JJ00,,,,,,
1061,1014210,CN01   ,2016JJ00,2300.0,1.4,19.3,19.0,14.9,14.6
1062,1014210,CN01   ,2017JJ00,2450.0,1.4,19.7,19.3,15.4,15.2
1063,1014210,CN01   ,2018JJ00,2550.0,1.4,19.8,19.5,15.7,15.5
1064,1014210,CN01   ,2019JJ00,2650.0,1.4,20.3,20.0,16.1,15.9
1065,1014210,CN01   ,2020JJ00,2750.0,1.4,20.5,20.2,16.5,16.4
1066,1014210,CN01   ,2021JJ00,2850.0,1.3,20.7,20.3,16.7,16.4
1067,1014210,CN01   ,2022JJ00,3000.0,1.3,21.0,20.6,17.0,16.7
1068,1014210,GM9001 ,2011JJ00,1450.0,1.4,16.9,16.7,,
1069,1014210,GM9001 ,2012JJ00,1550.0,1.4,17.2,17.0,,
1070,1014210,GM9001 ,2013JJ00,1650.0,1.4,17.6,17.4,,
1071,1014210,GM9001 ,2014JJ00,1700.0,1.4,18.0,17.8,,
1072,1014210,GM9001 ,2015JJ00,1750.0,1.4,18.4,18.2,,
1073,1014210,GM9001 ,2016JJ00,1850.0,1.4,19.3,19.0,14.9,14.7
1074,1014210,GM9001 ,2017JJ00,1950.0,1.4,19.4,19.0,15.1,14.9
1075,1014210,GM9001 ,2018JJ00,2050.0,1.4,19.5,19.2,15.4,15.2
1076,1014210,GM9001 ,2019JJ00,2150.0,1.4,20.0,19.7,15.8,15.6
1077,1014210,GM9001 ,2020JJ00,2200.0,1.4,20.1,19.7,16.2,16.1
1078,1014210,GM9001 ,2021JJ00,2300.0,1.4,20.4,20.0,16.4,16.1
1079,1014210,GM9001 ,2022JJ00,2450.0,1.3,20.5,20.2,16.6,16.4
1080,1014210,GM9002 ,2011JJ00,250.0,1.3,18.2,18.1,,
1081,1014210,GM9002 ,2012JJ00,250.0,1.3,19.3,18.9,,
1082,1014210,GM9002 ,2013JJ00,250.0,1.3,19.2,19.0,,
1083,1014210,GM9002 ,2014JJ00,250.0,1.3,20.6,21.1,,
1084,1014210,GM9002 ,2015JJ00,300.0,1.3,20.2,20.2,,
1085,1014210,GM9002 ,2016JJ00,300.0,1.2,18.9,18.8,14.8,14.0
1086,1014210,GM9002 ,2017JJ00,300.0,1.3,21.5,20.8,16.8,16.4
1087,1014210,GM9002 ,2018JJ00,300.0,1.3,21.0,20.8,16.4,16.0
1088,1014210,GM9002 ,2019JJ00,350.0,1.3,21.5,21.1,16.9,16.4
1089,1014210,GM9002 ,2020JJ00,300.0,1.3,22.1,21.8,17.6,17.4
1090,1014210,GM9002 ,2021JJ00,350.0,1.2,21.3,21.3,17.1,16.7
1091,1014210,GM9002 ,2022JJ00,350.0,1.2,22.2,22.0,17.9,17.9
1092,1014210,GM9003 ,2011JJ00,150.0,1.3,16.9,16.9,,
1093,1014210,GM9003 ,2012JJ00,150.0,1.3,19.1,18.7,,
1094,1014210,GM9003 ,2013JJ00,150.0,1.3,18.6,18.6,,
1095,1014210,GM9003 ,2014JJ00,150.0,1.3,19.1,18.6,,
1096,1014210,GM9003 ,2015JJ00,150.0,1.3,19.3,19.0,,
1097,1014210,GM9003 ,2016JJ00,200.0,1.3,19.9,19.5,15.5,15.3
1098,1014210,GM9003 ,2017JJ00,200.0,1.3,20.2,20.0,16.2,16.2
1099,1014210,GM9003 ,2018JJ00,200.0,1.3,21.2,20.9,17.3,17.2
1100,1014210,GM9003 ,2019JJ00,200.0,1.2,21.2,20.8,18.1,18.1
1101,1014210,GM9003 ,2020JJ00,200.0,1.3,22.9,22.5,18.9,19.0
1102,1014210,GM9003 ,2021JJ00,200.0,1.3,23.8,23.0,19.4,19.4
1103,1014210,GM9003 ,2022JJ00,200.0,1.3,24.5,24.3,20.1,20.1
1104,1014230,CN01   ,2011JJ00,,,,,,
1105,1014230,CN01   ,2012JJ00,,,,,,
1106,1014230,CN01   ,2013JJ00,,,,,,
1107,1014230,CN01   ,2014JJ00,,,,,,
1108,1014230,CN01   ,2015JJ00,,,,,,
1109,1014230,CN01   ,2016JJ00,2300.0,1.8,33.5,32.8,23.0,21.4
1110,1014230,CN01   ,2017JJ00,2450.0,1.8,34.1,33.9,23.7,22.0
1111,1014230,CN01   ,2018JJ00,2550.0,1.8,34.3,33.9,23.8,22.3
1112,1014230,CN01   ,2019JJ00,2650.0,1.8,35.7,35.3,24.7,23.1
1113,1014230,CN01   ,2020JJ00,2750.0,1.8,35.7,35.3,24.8,23.1
1114,1014230,CN01   ,2021JJ00,2850.0,1.8,36.2,35.7,25.1,23.4
1115,1014230,CN01   ,2022JJ00,3000.0,1.8,36.9,36.5,26.0,24.5
1116,1014230,GM9001 ,2011JJ00,1450.0,1.9,29.7,29.5,,
1117,1014230,GM9001 ,2012JJ00,1550.0,1.9,30.6,30.3,,
1118,1014230,GM9001 ,2013JJ00,1650.0,1.9,31.0,30.8,,
1119,1014230,GM9001 ,2014JJ00,1700.0,1.8,31.9,31.6,,
1120,1014230,GM9001 ,2015JJ00,1750.0,1.9,32.4,32.0,,
1121,1014230,GM9001 ,2016JJ00,1850.0,1.9,33.3,32.6,22.6,21.0
1122,1014230,GM9001 ,2017JJ00,1950.0,1.9,33.5,33.0,22.8,21.6
1123,1014230,GM9001 ,2018JJ00,2050.0,1.9,33.6,33.3,23.0,21.5
1124,1014230,GM9001 ,2019JJ00,2150.0,1.9,34.9,34.6,23.9,22.4
1125,1014230,GM9001 ,2020JJ00,2200.0,1.8,34.7,34.5,23.9,22.3
1126,1014230,GM9001 ,2021JJ00,2300.0,1.9,35.5,35.1,24.4,22.7
1127,1014230,GM9001 ,2022JJ00,2450.0,1.8,36.1,35.7,25.2,23.8
1128,1014230,GM9002 ,2011JJ00,250.0,1.7,32.9,32.9,,
1129,1014230,GM9002 ,2012JJ00,250.0,1.6,35.4,34.3,,
1130,1014230,GM9002 ,2013JJ00,250.0,1.5,35.9,35.8,,
1131,1014230,GM9002 ,2014JJ00,250.0,1.6,36.4,36.3,,
1132,1014230,GM9002 ,2015JJ00,300.0,1.5,38.0,37.5,,
1133,1014230,GM9002 ,2016JJ00,300.0,1.5,34.7,33.9,25.5,24.4
1134,1014230,GM9002 ,2017JJ00,300.0,1.5,38.0,37.5,29.0,29.2
1135,1014230,GM9002 ,2018JJ00,300.0,1.6,37.8,37.3,28.1,27.6
1136,1014230,GM9002 ,2019JJ00,350.0,1.5,39.8,39.4,30.0,28.9
1137,1014230,GM9002 ,2020JJ00,350.0,1.6,40.2,39.7,29.3,27.5
1138,1014230,GM9002 ,2021JJ00,350.0,1.6,38.5,38.8,27.6,26.4
1139,1014230,GM9002 ,2022JJ00,350.0,1.6,39.3,38.7,28.9,27.0
1140,1014230,GM9003 ,2011JJ00,150.0,1.8,29.3,28.7,,
1141,1014230,GM9003 ,2012JJ00,150.0,1.7,31.3,31.6,,
1142,1014230,GM9003 ,2013JJ00,150.0,1.7,31.2,31.1,,
1143,1014230,GM9003 ,2014JJ00,150.0,1.7,32.9,32.1,,
1144,1014230,GM9003 ,2015JJ00,150.0,1.7,33.0,32.1,,
1145,1014230,GM9003 ,2016JJ00,200.0,1.7,33.1,32.8,23.3,22.3
1146,1014230,GM9003 ,2017JJ00,200.0,1.8,34.3,33.9,23.5,21.9
1147,1014230,GM9003 ,2018JJ00,200.0,1.7,36.0,35.3,25.4,23.3
1148,1014230,GM9003 ,2019JJ00,200.0,1.8,37.5,37.3,25.5,24.0
1149,1014230,GM9003 ,2020JJ00,200.0,1.7,39.1,38.6,27.7,26.2
1150,1014230,GM9003 ,2021JJ00,200.0,1.7,40.4,40.3,28.7,27.2
1151,1014230,GM9003 ,2022JJ00,200.0,1.7,42.4,42.0,30.7,29.6
1152,1014240,CN01   ,2011JJ00,,,,,,
1153,1014240,CN01   ,2012JJ00,,,,,,
1154,1014240,CN01   ,2013JJ00,,,,,,
1155,1014240,CN01   ,2014JJ00,,,,,,
1156,1014240,CN01   ,2015JJ00,,,,,,
1157,1014240,CN01   ,2016JJ00,2300.0,2.4,71.9,60.9,43.3,35.8
1158,1014240,CN01   ,2017JJ00,2450.0,2.3,73.6,61.7,44.9,36.9
1159,1014240,CN01   ,2018JJ00,2550.0,2.3,74.3,63.2,45.4,37.3
1160,1014240,CN01   ,2019JJ00,2650.0,2.3,76.9,64.9,47.3,39.7
1161,1014240,CN01   ,2020JJ00,2750.0,2.3,76.3,64.8,46.6,39.0
1162,1014240,CN01   ,2021JJ00,2850.0,2.3,78.0,65.5,47.7,39.9
1163,1014240,CN01   ,2022JJ00,3000.0,2.3,79.8,66.8,49.0,41.3
1164,1014240,GM9001 ,2011JJ00,1450.0,2.4,64.0,54.2,,
1165,1014240,GM9001 ,2012JJ00,1550.0,2.4,65.8,56.0,,
1166,1014240,GM9001 ,2013JJ00,1650.0,2.4,65.9,56.5,,
1167,1014240,GM9001 ,2014JJ00,1700.0,2.4,68.3,57.4,,
1168,1014240,GM9001 ,2015JJ00,1750.0,2.4,70.5,59.6,,
1169,1014240,GM9001 ,2016JJ00,1850.0,2.5,71.6,60.3,42.5,34.6
1170,1014240,GM9001 ,2017JJ00,1950.0,2.4,73.1,60.6,44.1,35.6
1171,1014240,GM9001 ,2018JJ00,2050.0,2.4,73.2,61.6,44.1,35.8
1172,1014240,GM9001 ,2019JJ00,2100.0,2.4,75.6,62.9,45.9,37.9
1173,1014240,GM9001 ,2020JJ00,2200.0,2.4,75.1,63.0,45.4,37.8
1174,1014240,GM9001 ,2021JJ00,2300.0,2.3,77.6,64.5,47.0,38.8
1175,1014240,GM9001 ,2022JJ00,2450.0,2.3,79.6,65.7,48.3,40.1
1176,1014240,GM9002 ,2011JJ00,250.0,2.1,71.0,63.2,,
1177,1014240,GM9002 ,2012JJ00,250.0,2.2,74.8,62.8,,
1178,1014240,GM9002 ,2013JJ00,250.0,2.1,74.3,64.4,,
1179,1014240,GM9002 ,2014JJ00,250.0,2.2,77.0,65.8,,
1180,1014240,GM9002 ,2015JJ00,300.0,2.1,81.9,70.9,,
1181,1014240,GM9002 ,2016JJ00,300.0,2.0,77.7,66.7,49.3,45.1
1182,1014240,GM9002 ,2017JJ00,300.0,2.0,80.0,69.1,50.8,44.0
1183,1014240,GM9002 ,2018JJ00,300.0,2.1,83.8,71.0,53.9,46.3
1184,1014240,GM9002 ,2019JJ00,350.0,2.1,86.6,75.7,55.3,47.6
1185,1014240,GM9002 ,2020JJ00,300.0,2.2,86.0,73.9,53.2,45.6
1186,1014240,GM9002 ,2021JJ00,350.0,2.1,82.8,72.0,52.6,45.5
1187,1014240,GM9002 ,2022JJ00,350.0,2.1,82.9,74.5,52.7,46.5
1188,1014240,GM9003 ,2011JJ00,150.0,2.0,61.4,54.1,,
1189,1014240,GM9003 ,2012JJ00,150.0,2.0,63.4,53.5,,
1190,1014240,GM9003 ,2013JJ00,150.0,2.0,62.6,53.1,,
1191,1014240,GM9003 ,2014JJ00,150.0,1.9,61.7,54.1,,
1192,1014240,GM9003 ,2015JJ00,150.0,2.0,64.9,56.3,,
1193,1014240,GM9003 ,2016JJ00,200.0,2.0,64.8,58.6,41.8,38.0
1194,1014240,GM9003 ,2017JJ00,200.0,2.0,66.8,60.3,43.5,38.6
1195,1014240,GM9003 ,2018JJ00,200.0,2.1,69.8,64.7,44.6,40.2
1196,1014240,GM9003 ,2019JJ00,200.0,2.0,74.0,65.4,48.7,43.9
1197,1014240,GM9003 ,2020JJ00,200.0,2.0,73.9,66.2,48.1,44.8
1198,1014240,GM9003 ,2021JJ00,200.0,2.1,73.5,63.9,48.3,42.1
1199,1014240,GM9003 ,2022JJ00,200.0,2.1,77.6,68.7,50.6,45.2
1200,1020970,CN01   ,2011JJ00,,,,,,
1201,1020970,CN01   ,2012JJ00,,,,,,
1202,1020970,CN01   ,2013JJ00,,,,,,
1203,1020970,CN01   ,2014JJ00,,,,,,
1204,1020970,CN01   ,2015JJ00,,,,,,
1205,1020970,CN01   ,2016JJ00,2300.0,1.3,9.1,8.6,6.4,7.1
1206,1020970,CN01   ,2017JJ00,2450.0,1.3,9.2,8.5,6.5,7.1
1207,1020970,CN01   ,2018JJ00,2550.0,1.3,9.2,8.3,6.6,7.2
1208,1020970,CN01   ,2019JJ00,2650.0,1.3,9.5,8.8,6.9,7.5
1209,1020970,CN01   ,2020JJ00,2750.0,1.3,10.7,10.4,7.7,8.6
1210,1020970,CN01   ,2021JJ00,2850.0,1.2,10.1,9.6,7.4,8.1
1211,1020970,CN01   ,2022JJ00,3000.0,1.2,10.3,9.7,7.5,8.3
1212,1020970,GM9001 ,2011JJ00,1450.0,1.3,,,5.4,6.2
1213,1020970,GM9001 ,2012JJ00,1550.0,1.2,,,5.5,6.0
1214,1020970,GM9001 ,2013JJ00,1650.0,1.3,,,5.5,6.2
1215,1020970,GM9001 ,2014JJ00,1700.0,1.3,,,5.8,6.4
1216,1020970,GM9001 ,2015JJ00,1750.0,1.3,,,6.0,6.5
1217,1020970,GM9001 ,2016JJ00,1850.0,1.3,9.3,8.5,6.4,7.2
1218,1020970,GM9001 ,2017JJ00,1950.0,1.3,9.1,8.2,6.4,7.0
1219,1020970,GM9001 ,2018JJ00,2050.0,1.3,9.1,7.9,6.5,7.0
1220,1020970,GM9001 ,2019JJ00,2100.0,1.3,9.6,8.6,6.9,7.5
1221,1020970,GM9001 ,2020JJ00,2200.0,1.3,10.6,10.1,7.6,8.5
1222,1020970,GM9001 ,2021JJ00,2300.0,1.3,9.8,9.0,7.2,7.8
1223,1020970,GM9001 ,2022JJ00,2450.0,1.2,10.0,9.7,7.2,8.0
1224,1020970,GM9002 ,2011JJ00,250.0,1.1,,,4.8,5.0
1225,1020970,GM9002 ,2012JJ00,250.0,1.2,,,5.1,5.4
1226,1020970,GM9002 ,2013JJ00,250.0,1.1,,,5.0,5.4
1227,1020970,GM9002 ,2014JJ00,250.0,1.2,,,5.5,5.6
1228,1020970,GM9002 ,2015JJ00,300.0,1.2,,,5.6,6.0
1229,1020970,GM9002 ,2016JJ00,300.0,1.2,7.7,8.1,5.6,6.4
1230,1020970,GM9002 ,2017JJ00,300.0,1.2,9.2,9.0,6.5,7.2
1231,1020970,GM9002 ,2018JJ00,300.0,1.2,8.8,9.0,6.4,7.2
1232,1020970,GM9002 ,2019JJ00,350.0,1.2,8.7,8.5,6.4,7.3
1233,1020970,GM9002 ,2020JJ00,300.0,1.2,10.7,10.7,7.6,8.2
1234,1020970,GM9002 ,2021JJ00,350.0,1.2,10.3,10.5,7.5,8.1
1235,1020970,GM9002 ,2022JJ00,350.0,1.2,11.4,11.3,8.2,9.2
1236,1020970,GM9003 ,2011JJ00,150.0,1.1,,,5.0,5.7
1237,1020970,GM9003 ,2012JJ00,150.0,1.2,,,6.5,7.4
1238,1020970,GM9003 ,2013JJ00,150.0,1.2,,,6.2,7.2
1239,1020970,GM9003 ,2014JJ00,150.0,1.1,,,6.7,7.7
1240,1020970,GM9003 ,2015JJ00,150.0,1.2,,,6.6,7.7
1241,1020970,GM9003 ,2016JJ00,200.0,1.2,10.1,9.9,7.3,8.0
1242,1020970,GM9003 ,2017JJ00,200.0,1.2,10.6,10.4,7.4,7.9
1243,1020970,GM9003 ,2018JJ00,200.0,1.2,10.3,10.3,7.6,8.8
1244,1020970,GM9003 ,2019JJ00,200.0,1.1,10.2,10.8,7.8,9.3
1245,1020970,GM9003 ,2020JJ00,200.0,1.1,11.7,11.5,9.0,10.2
1246,1020970,GM9003 ,2021JJ00,200.0,1.2,12.5,12.9,9.7,11.2
1247,1020970,GM9003 ,2022JJ00,200.0,1.3,12.5,13.0,9.5,11.3
1248,1020980,CN01   ,2011JJ00,,,,,,
1249,1020980,CN01   ,2012JJ00,,,,,,
1250,1020980,CN01   ,2013JJ00,,,,,,
1251,1020980,CN01   ,2014JJ00,,,,,,
1252,1020980,CN01   ,2015JJ00,,,,,,
1253,1020980,CN01   ,2016JJ00,2300.0,1.6,21.0,19.3,14.1,14.1
1254,1020980,CN01   ,2017JJ00,2450.0,1.6,21.2,19.5,14.6,14.4
1255,1020980,CN01   ,2018JJ00,2550.0,1.6,21.5,19.9,14.9,14.8
1256,1020980,CN01   ,2019JJ00,2650.0,1.5,21.8,19.7,15.4,15.2
1257,1020980,CN01   ,2020JJ00,2750.0,1.5,22.1,19.1,15.8,15.6
1258,1020980,CN01   ,2021JJ00,2850.0,1.5,22.2,19.6,15.8,15.6
1259,1020980,CN01   ,2022JJ00,3000.0,1.5,22.3,19.6,16.2,16.0
1260,1020980,GM9001 ,2011JJ00,1450.0,1.6,,,12.1,12.1
1261,1020980,GM9001 ,2012JJ00,1550.0,1.6,,,12.5,12.5
1262,1020980,GM9001 ,2013JJ00,1650.0,1.6,,,12.9,12.9
1263,1020980,GM9001 ,2014JJ00,1700.0,1.6,,,13.2,13.3
1264,1020980,GM9001 ,2015JJ00,1750.0,1.6,,,13.5,13.5
1265,1020980,GM9001 ,2016JJ00,1850.0,1.6,21.0,19.5,14.1,14.1
1266,1020980,GM9001 ,2017JJ00,1950.0,1.6,20.9,19.2,14.3,14.2
1267,1020980,GM9001 ,2018JJ00,2050.0,1.6,21.1,19.7,14.6,14.6
1268,1020980,GM9001 ,2019JJ00,2150.0,1.6,21.5,19.1,15.1,15.0
1269,1020980,GM9001 ,2020JJ00,2200.0,1.5,21.5,18.4,15.5,15.4
1270,1020980,GM9001 ,2021JJ00,2300.0,1.6,21.8,18.9,15.5,15.4
1271,1020980,GM9001 ,2022JJ00,2450.0,1.5,21.8,19.2,15.8,15.7
1272,1020980,GM9002 ,2011JJ00,250.0,1.5,,,12.3,12.4
1273,1020980,GM9002 ,2012JJ00,250.0,1.5,,,13.3,13.2
1274,1020980,GM9002 ,2013JJ00,250.0,1.4,,,13.7,13.8
1275,1020980,GM9002 ,2014JJ00,250.0,1.4,,,14.2,14.1
1276,1020980,GM9002 ,2015JJ00,300.0,1.5,,,14.1,13.8
1277,1020980,GM9002 ,2016JJ00,300.0,1.4,20.6,18.5,13.8,13.6
1278,1020980,GM9002 ,2017JJ00,300.0,1.4,23.0,20.5,15.8,15.8
1279,1020980,GM9002 ,2018JJ00,300.0,1.4,22.6,20.7,15.6,15.6
1280,1020980,GM9002 ,2019JJ00,350.0,1.4,22.8,20.7,16.0,15.9
1281,1020980,GM9002 ,2020JJ00,300.0,1.5,23.6,21.5,16.7,16.7
1282,1020980,GM9002 ,2021JJ00,350.0,1.4,22.7,20.1,16.2,16.1
1283,1020980,GM9002 ,2022JJ00,350.0,1.4,23.3,20.6,17.1,16.9
1284,1020980,GM9003 ,2011JJ00,150.0,1.6,,,12.1,12.3
1285,1020980,GM9003 ,2012JJ00,150.0,1.5,,,13.9,14.1
1286,1020980,GM9003 ,2013JJ00,150.0,1.5,,,14.0,14.0
1287,1020980,GM9003 ,2014JJ00,150.0,1.5,,,14.5,14.7
1288,1020980,GM9003 ,2015JJ00,150.0,1.5,,,14.2,14.4
1289,1020980,GM9003 ,2016JJ00,200.0,1.5,21.5,19.5,14.8,14.8
1290,1020980,GM9003 ,2017JJ00,200.0,1.4,21.4,19.5,15.3,15.3
1291,1020980,GM9003 ,2018JJ00,200.0,1.5,23.6,21.0,16.2,16.1
1292,1020980,GM9003 ,2019JJ00,200.0,1.5,23.2,20.6,16.9,17.0
1293,1020980,GM9003 ,2020JJ00,200.0,1.5,25.4,23.0,17.9,18.3
1294,1020980,GM9003 ,2021JJ00,200.0,1.5,26.0,22.9,18.4,18.7
1295,1020980,GM9003 ,2022JJ00,200.0,1.5,26.6,23.7,19.3,19.3
1296,1020990,CN01   ,2011JJ00,,,,,,
1297,1020990,CN01   ,2012JJ00,,,,,,
1298,1020990,CN01   ,2013JJ00,,,,,,
1299,1020990,CN01   ,2014JJ00,,,,,,
1300,1020990,CN01   ,2015JJ00,,,,,,
1301,1020990,CN01   ,2016JJ00,2300.0,1.9,34.3,32.7,22.3,21.9
1302,1020990,CN01   ,2017JJ00,2450.0,1.9,35.4,34.1,23.0,22.5
1303,1020990,CN01   ,2018JJ00,2550.0,1.8,35.3,33.8,23.1,22.7
1304,1020990,CN01   ,2019JJ00,2650.0,1.8,36.7,35.6,24.0,23.6
1305,1020990,CN01   ,2020JJ00,2750.0,1.8,36.5,35.1,24.0,23.6
1306,1020990,CN01   ,2021JJ00,2850.0,1.8,37.3,35.8,24.4,24.1
1307,1020990,CN01   ,2022JJ00,3000.0,1.8,38.1,36.9,25.2,24.7
1308,1020990,GM9001 ,2011JJ00,1450.0,2.0,,,19.1,18.9
1309,1020990,GM9001 ,2012JJ00,1550.0,2.0,,,19.7,19.6
1310,1020990,GM9001 ,2013JJ00,1650.0,1.9,,,20.2,19.9
1311,1020990,GM9001 ,2014JJ00,1700.0,1.9,,,20.8,20.5
1312,1020990,GM9001 ,2015JJ00,1750.0,1.9,,,21.2,20.9
1313,1020990,GM9001 ,2016JJ00,1850.0,1.9,34.1,32.5,21.8,21.5
1314,1020990,GM9001 ,2017JJ00,1950.0,1.9,34.4,33.4,22.2,22.0
1315,1020990,GM9001 ,2018JJ00,2050.0,1.9,34.4,33.5,22.4,22.2
1316,1020990,GM9001 ,2019JJ00,2150.0,1.9,35.7,34.9,23.2,23.0
1317,1020990,GM9001 ,2020JJ00,2200.0,1.9,35.5,34.4,23.2,22.9
1318,1020990,GM9001 ,2021JJ00,2300.0,1.9,36.6,35.3,23.8,23.5
1319,1020990,GM9001 ,2022JJ00,2450.0,1.9,37.3,36.5,24.5,24.2
1320,1020990,GM9002 ,2011JJ00,250.0,1.8,,,20.8,20.4
1321,1020990,GM9002 ,2012JJ00,250.0,1.8,,,23.3,23.2
1322,1020990,GM9002 ,2013JJ00,250.0,1.7,,,23.7,23.4
1323,1020990,GM9002 ,2014JJ00,250.0,1.7,,,24.0,23.6
1324,1020990,GM9002 ,2015JJ00,300.0,1.7,,,26.3,26.1
1325,1020990,GM9002 ,2016JJ00,300.0,1.6,36.4,33.4,24.7,24.4
1326,1020990,GM9002 ,2017JJ00,300.0,1.7,41.3,37.4,27.6,27.6
1327,1020990,GM9002 ,2018JJ00,300.0,1.7,40.0,37.1,26.8,26.7
1328,1020990,GM9002 ,2019JJ00,350.0,1.6,42.2,39.2,28.6,28.6
1329,1020990,GM9002 ,2020JJ00,350.0,1.7,41.9,39.5,27.8,27.2
1330,1020990,GM9002 ,2021JJ00,350.0,1.6,39.6,38.8,26.7,26.1
1331,1020990,GM9002 ,2022JJ00,350.0,1.6,40.7,38.0,27.7,27.0
1332,1020990,GM9003 ,2011JJ00,150.0,1.8,,,19.2,18.9
1333,1020990,GM9003 ,2012JJ00,150.0,1.7,,,20.7,20.4
1334,1020990,GM9003 ,2013JJ00,150.0,1.7,,,21.0,20.5
1335,1020990,GM9003 ,2014JJ00,150.0,1.7,,,22.2,21.8
1336,1020990,GM9003 ,2015JJ00,150.0,1.8,,,22.5,22.4
1337,1020990,GM9003 ,2016JJ00,200.0,1.7,33.4,32.0,23.1,23.1
1338,1020990,GM9003 ,2017JJ00,200.0,1.8,35.0,34.2,23.5,23.1
1339,1020990,GM9003 ,2018JJ00,200.0,1.7,36.5,34.7,25.0,24.6
1340,1020990,GM9003 ,2019JJ00,200.0,1.7,37.6,36.8,25.6,25.0
