ID,EnergySourcesTechniques,EnergyApplication,Periods,AvoidedEnergy_1,AvoidedEnergyRelative_2,AvoidedEmission_3,AvoidedEmissionRelative_4
1727,E006597 ,E006607 ,2002JJ00,,,,
1728,E006597 ,E006607 ,2003JJ00,,,,
1729,E006597 ,E006607 ,2004JJ00,,,,
1730,E006597 ,E006607 ,2005JJ00,,,,
1731,E006597 ,E006607 ,2006JJ00,,,,
1732,E006597 ,E006607 ,2007JJ00,,,,
1733,E006597 ,E006607 ,2008JJ00,,,,
1734,E006597 ,E006607 ,2009JJ00,,,,
1735,E006597 ,E006607 ,2010JJ00,,,,
1736,E006597 ,E006607 ,2011JJ00,,,,
1737,E006597 ,E006607 ,2012JJ00,,,,
1738,E006597 ,E006607 ,2013JJ00,,,,
1739,E006597 ,E006607 ,2014JJ00,,,,
1740,E006597 ,E006607 ,2015JJ00,,,,
1741,E006597 ,E006607 ,2016JJ00,,,,
1742,E006597 ,E006607 ,2017JJ00,,,,
1743,E006597 ,E006607 ,2018JJ00,,,,
1744,E006597 ,E006607 ,2019JJ00,,,,
1745,E006597 ,E006607 ,2020JJ00,,,,
1746,E006597 ,E006607 ,2021JJ00,,,,
1747,E006597 ,E006607 ,2022JJ00,,,,
1748,E006597 ,E006607 ,2023JJ00,,,,
1749,E006597 ,E006607 ,2024JJ00,,,,
1750,E006597 ,E006608 ,1990JJ00,,,,
1751,E006597 ,E006608 ,1991JJ00,,,,
1752,E006597 ,E006608 ,1992JJ00,,,,
1753,E006597 ,E006608 ,1993JJ00,,,,
1754,E006597 ,E006608 ,1994JJ00,23.0,0.0,1.0,0.0
1755,E006597 ,E006608 ,1995JJ00,24.0,0.0,1.0,0.0
1756,E006597 ,E006608 ,1996JJ00,27.0,0.0,1.0,0.0
1757,E006597 ,E006608 ,1997JJ00,39.0,0.0,2.0,0.0
1758,E006597 ,E006608 ,1998JJ00,58.0,0.0,2.0,0.0
1759,E006597 ,E006608 ,1999JJ00,72.0,0.0,3.0,0.0
1760,E006597 ,E006608 ,2000JJ00,91.0,0.0,3.0,0.0
1761,E006597 ,E006608 ,2001JJ00,105.0,0.0,4.0,0.0
1762,E006597 ,E006608 ,2002JJ00,135.0,0.0,5.0,0.0
1763,E006597 ,E006608 ,2003JJ00,170.0,0.01,6.0,0.0
1764,E006597 ,E006608 ,2004JJ00,247.0,0.01,9.0,0.0
1765,E006597 ,E006608 ,2005JJ00,339.0,0.01,13.0,0.01
1766,E006597 ,E006608 ,2006JJ00,460.0,0.01,16.0,0.01
1767,E006597 ,E006608 ,2007JJ00,644.0,0.02,24.0,0.01
1768,E006597 ,E006608 ,2008JJ00,830.0,0.03,31.0,0.02
1769,E006597 ,E006608 ,2009JJ00,1064.0,0.03,42.0,0.02
1770,E006597 ,E006608 ,2010JJ00,1312.0,0.04,55.0,0.03
1771,E006597 ,E006608 ,2011JJ00,1582.0,0.05,67.0,0.04
1772,E006597 ,E006608 ,2012JJ00,1700.0,0.05,62.0,0.04
1773,E006597 ,E006608 ,2013JJ00,1908.0,0.06,64.0,0.04
1774,E006597 ,E006608 ,2014JJ00,2007.0,0.07,65.0,0.04
1775,E006597 ,E006608 ,2015JJ00,2138.0,0.07,57.0,0.03
1776,E006597 ,E006608 ,2016JJ00,2374.0,0.08,78.0,0.05
1777,E006597 ,E006608 ,2017JJ00,2645.0,0.08,98.0,0.06
1778,E006597 ,E006608 ,2018JJ00,2905.0,0.09,118.0,0.07
1779,E006597 ,E006608 ,2019JJ00,3241.0,0.11,158.0,0.1
1780,E006597 ,E006608 ,2020JJ00,3590.0,0.12,201.0,0.15
1781,E006597 ,E006608 ,2021JJ00,3658.0,0.11,178.0,0.12
1782,E006597 ,E006608 ,2022JJ00,3865.0,0.13,187.0,0.13
1783,E006597 ,E006608 ,2023JJ00,4346.0,0.15,236.0,0.18
1784,E006597 ,E006608 ,2024JJ00,4748.0,0.16,260.0,0.2
1785,E006597 ,E007028 ,1990JJ00,,,,
1786,E006597 ,E007028 ,1991JJ00,,,,
1787,E006597 ,E007028 ,1992JJ00,,,,
1788,E006597 ,E007028 ,1993JJ00,,,,
1789,E006597 ,E007028 ,1994JJ00,,,,
1790,E006597 ,E007028 ,1995JJ00,,,,
1791,E006597 ,E007028 ,1996JJ00,,,,
1792,E006597 ,E007028 ,1997JJ00,,,,
1793,E006597 ,E007028 ,1998JJ00,,,,
1794,E006597 ,E007028 ,1999JJ00,,,,
1795,E006597 ,E007028 ,2000JJ00,,,,
1796,E006597 ,E007028 ,2001JJ00,,,,
1797,E006597 ,E007028 ,2002JJ00,,,,
1798,E006597 ,E007028 ,2003JJ00,,,,
1799,E006597 ,E007028 ,2004JJ00,,,,
1800,E006597 ,E007028 ,2005JJ00,,,,
1801,E006597 ,E007028 ,2006JJ00,,,,
1802,E006597 ,E007028 ,2007JJ00,,,,
1803,E006597 ,E007028 ,2008JJ00,,,,
1804,E006597 ,E007028 ,2009JJ00,,,,
1805,E006597 ,E007028 ,2010JJ00,,,,
1806,E006597 ,E007028 ,2011JJ00,,,,
1807,E006597 ,E007028 ,2012JJ00,,,,
1808,E006597 ,E007028 ,2013JJ00,,,,
1809,E006597 ,E007028 ,2014JJ00,,,,
1810,E006597 ,E007028 ,2015JJ00,,,,
1811,E006597 ,E007028 ,2016JJ00,,,,
1812,E006597 ,E007028 ,2017JJ00,,,,
1813,E006597 ,E007028 ,2018JJ00,,,,
1814,E006597 ,E007028 ,2019JJ00,,,,
1815,E006597 ,E007028 ,2020JJ00,,,,
1816,E006597 ,E007028 ,2021JJ00,,,,
1817,E006597 ,E007028 ,2022JJ00,,,,
1818,E006597 ,E007028 ,2023JJ00,,,,
1819,E006597 ,E007028 ,2024JJ00,,,,
1820,E006654 ,E007022 ,1990JJ00,1.0,0.0,0.0,0.0
1821,E006654 ,E007022 ,1991JJ00,1.0,0.0,0.0,0.0
1822,E006654 ,E007022 ,1992JJ00,2.0,0.0,0.0,0.0
1823,E006654 ,E007022 ,1993JJ00,4.0,0.0,0.0,0.0
1824,E006654 ,E007022 ,1994JJ00,5.0,0.0,0.0,0.0
1825,E006654 ,E007022 ,1995JJ00,7.0,0.0,0.0,0.0
1826,E006654 ,E007022 ,1996JJ00,11.0,0.0,1.0,0.0
1827,E006654 ,E007022 ,1997JJ00,16.0,0.0,1.0,0.0
1828,E006654 ,E007022 ,1998JJ00,24.0,0.0,1.0,0.0
1829,E006654 ,E007022 ,1999JJ00,33.0,0.0,2.0,0.0
1830,E006654 ,E007022 ,2000JJ00,42.0,0.0,2.0,0.0
1831,E006654 ,E007022 ,2001JJ00,54.0,0.0,3.0,0.0
1832,E006654 ,E007022 ,2002JJ00,63.0,0.0,4.0,0.0
1833,E006654 ,E007022 ,2003JJ00,75.0,0.0,4.0,0.0
1834,E006654 ,E007022 ,2004JJ00,83.0,0.0,5.0,0.0
1835,E006654 ,E007022 ,2005JJ00,104.0,0.0,6.0,0.0
1836,E006654 ,E007022 ,2006JJ00,128.0,0.0,7.0,0.0
1837,E006654 ,E007022 ,2007JJ00,134.0,0.0,8.0,0.0
1838,E006654 ,E007022 ,2008JJ00,157.0,0.0,9.0,0.01
1839,E006654 ,E007022 ,2009JJ00,172.0,0.01,10.0,0.01
1840,E006654 ,E007022 ,2010JJ00,194.0,0.01,11.0,0.01
1841,E006654 ,E007022 ,2011JJ00,165.0,0.01,9.0,0.01
1842,E006654 ,E007022 ,2012JJ00,173.0,0.01,10.0,0.01
1843,E006654 ,E007022 ,2013JJ00,177.0,0.01,10.0,0.01
1844,E006654 ,E007022 ,2014JJ00,162.0,0.01,9.0,0.01
1845,E006654 ,E007022 ,2015JJ00,155.0,0.0,9.0,0.01
1846,E006654 ,E007022 ,2016JJ00,173.0,0.01,10.0,0.01
1847,E006654 ,E007022 ,2017JJ00,169.0,0.01,10.0,0.01
1848,E006654 ,E007022 ,2018JJ00,167.0,0.01,9.0,0.01
1849,E006654 ,E007022 ,2019JJ00,164.0,0.01,9.0,0.01
1850,E006654 ,E007022 ,2020JJ00,185.0,0.01,10.0,0.01
1851,E006654 ,E007022 ,2021JJ00,190.0,0.01,11.0,0.01
1852,E006654 ,E007022 ,2022JJ00,190.0,0.01,11.0,0.01
1853,E006654 ,E007022 ,2023JJ00,190.0,0.01,11.0,0.01
1854,E006654 ,E007022 ,2024JJ00,190.0,0.01,11.0,0.01
1855,E006654 ,E006607 ,1990JJ00,,,,
1856,E006654 ,E006607 ,1991JJ00,,,,
1857,E006654 ,E006607 ,1992JJ00,,,,
1858,E006654 ,E006607 ,1993JJ00,,,,
1859,E006654 ,E006607 ,1994JJ00,,,,
1860,E006654 ,E006607 ,1995JJ00,,,,
1861,E006654 ,E006607 ,1996JJ00,,,,
1862,E006654 ,E006607 ,1997JJ00,,,,
1863,E006654 ,E006607 ,1998JJ00,,,,
1864,E006654 ,E006607 ,1999JJ00,,,,
1865,E006654 ,E006607 ,2000JJ00,,,,
1866,E006654 ,E006607 ,2001JJ00,,,,
1867,E006654 ,E006607 ,2002JJ00,,,,
1868,E006654 ,E006607 ,2003JJ00,,,,
1869,E006654 ,E006607 ,2004JJ00,,,,
1870,E006654 ,E006607 ,2005JJ00,,,,
1871,E006654 ,E006607 ,2006JJ00,,,,
1872,E006654 ,E006607 ,2007JJ00,,,,
1873,E006654 ,E006607 ,2008JJ00,,,,
1874,E006654 ,E006607 ,2009JJ00,,,,
1875,E006654 ,E006607 ,2010JJ00,,,,
1876,E006654 ,E006607 ,2011JJ00,,,,
1877,E006654 ,E006607 ,2012JJ00,,,,
1878,E006654 ,E006607 ,2013JJ00,,,,
1879,E006654 ,E006607 ,2014JJ00,,,,
1880,E006654 ,E006607 ,2015JJ00,,,,
1881,E006654 ,E006607 ,2016JJ00,,,,
1882,E006654 ,E006607 ,2017JJ00,,,,
1883,E006654 ,E006607 ,2018JJ00,,,,
1884,E006654 ,E006607 ,2019JJ00,,,,
1885,E006654 ,E006607 ,2020JJ00,,,,
1886,E006654 ,E006607 ,2021JJ00,,,,
1887,E006654 ,E006607 ,2022JJ00,,,,
1888,E006654 ,E006607 ,2023JJ00,,,,
1889,E006654 ,E006607 ,2024JJ00,,,,
1890,E006654 ,E006608 ,1990JJ00,1.0,0.0,0.0,0.0
1891,E006654 ,E006608 ,1991JJ00,1.0,0.0,0.0,0.0
1892,E006654 ,E006608 ,1992JJ00,2.0,0.0,0.0,0.0
1893,E006654 ,E006608 ,1993JJ00,4.0,0.0,0.0,0.0
1894,E006654 ,E006608 ,1994JJ00,5.0,0.0,0.0,0.0
1895,E006654 ,E006608 ,1995JJ00,7.0,0.0,0.0,0.0
1896,E006654 ,E006608 ,1996JJ00,11.0,0.0,1.0,0.0
1897,E006654 ,E006608 ,1997JJ00,16.0,0.0,1.0,0.0
1898,E006654 ,E006608 ,1998JJ00,24.0,0.0,1.0,0.0
1899,E006654 ,E006608 ,1999JJ00,33.0,0.0,2.0,0.0
1900,E006654 ,E006608 ,2000JJ00,42.0,0.0,2.0,0.0
1901,E006654 ,E006608 ,2001JJ00,54.0,0.0,3.0,0.0
1902,E006654 ,E006608 ,2002JJ00,63.0,0.0,4.0,0.0
1903,E006654 ,E006608 ,2003JJ00,75.0,0.0,4.0,0.0
1904,E006654 ,E006608 ,2004JJ00,83.0,0.0,5.0,0.0
1905,E006654 ,E006608 ,2005JJ00,104.0,0.0,6.0,0.0
1906,E006654 ,E006608 ,2006JJ00,128.0,0.0,7.0,0.0
1907,E006654 ,E006608 ,2007JJ00,134.0,0.0,8.0,0.0
1908,E006654 ,E006608 ,2008JJ00,157.0,0.0,9.0,0.01
1909,E006654 ,E006608 ,2009JJ00,172.0,0.01,10.0,0.01
1910,E006654 ,E006608 ,2010JJ00,194.0,0.01,11.0,0.01
1911,E006654 ,E006608 ,2011JJ00,165.0,0.01,9.0,0.01
1912,E006654 ,E006608 ,2012JJ00,173.0,0.01,10.0,0.01
1913,E006654 ,E006608 ,2013JJ00,177.0,0.01,10.0,0.01
1914,E006654 ,E006608 ,2014JJ00,162.0,0.01,9.0,0.01
1915,E006654 ,E006608 ,2015JJ00,155.0,0.0,9.0,0.01
1916,E006654 ,E006608 ,2016JJ00,173.0,0.01,10.0,0.01
1917,E006654 ,E006608 ,2017JJ00,169.0,0.01,10.0,0.01
1918,E006654 ,E006608 ,2018JJ00,167.0,0.01,9.0,0.01
1919,E006654 ,E006608 ,2019JJ00,164.0,0.01,9.0,0.01
1920,E006654 ,E006608 ,2020JJ00,185.0,0.01,10.0,0.01
1921,E006654 ,E006608 ,2021JJ00,190.0,0.01,11.0,0.01
1922,E006654 ,E006608 ,2022JJ00,190.0,0.01,11.0,0.01
1923,E006654 ,E006608 ,2023JJ00,190.0,0.01,11.0,0.01
1924,E006654 ,E006608 ,2024JJ00,190.0,0.01,11.0,0.01
1925,E006654 ,E007028 ,1990JJ00,,,,
1926,E006654 ,E007028 ,1991JJ00,,,,
1927,E006654 ,E007028 ,1992JJ00,,,,
1928,E006654 ,E007028 ,1993JJ00,,,,
1929,E006654 ,E007028 ,1994JJ00,,,,
1930,E006654 ,E007028 ,1995JJ00,,,,
1931,E006654 ,E007028 ,1996JJ00,,,,
1932,E006654 ,E007028 ,1997JJ00,,,,
1933,E006654 ,E007028 ,1998JJ00,,,,
1934,E006654 ,E007028 ,1999JJ00,,,,
1935,E006654 ,E007028 ,2000JJ00,,,,
1936,E006654 ,E007028 ,2001JJ00,,,,
1937,E006654 ,E007028 ,2002JJ00,,,,
1938,E006654 ,E007028 ,2003JJ00,,,,
1939,E006654 ,E007028 ,2004JJ00,,,,
1940,E006654 ,E007028 ,2005JJ00,,,,
1941,E006654 ,E007028 ,2006JJ00,,,,
1942,E006654 ,E007028 ,2007JJ00,,,,
1943,E006654 ,E007028 ,2008JJ00,,,,
1944,E006654 ,E007028 ,2009JJ00,,,,
1945,E006654 ,E007028 ,2010JJ00,,,,
1946,E006654 ,E007028 ,2011JJ00,,,,
1947,E006654 ,E007028 ,2012JJ00,,,,
1948,E006654 ,E007028 ,2013JJ00,,,,
1949,E006654 ,E007028 ,2014JJ00,,,,
1950,E006654 ,E007028 ,2015JJ00,,,,
1951,E006654 ,E007028 ,2016JJ00,,,,
1952,E006654 ,E007028 ,2017JJ00,,,,
1953,E006654 ,E007028 ,2018JJ00,,,,
1954,E006654 ,E007028 ,2019JJ00,,,,
1955,E006654 ,E007028 ,2020JJ00,,,,
1956,E006654 ,E007028 ,2021JJ00,,,,
1957,E006654 ,E007028 ,2022JJ00,,,,
1958,E006654 ,E007028 ,2023JJ00,,,,
1959,E006654 ,E007028 ,2024JJ00,,,,
1960,E006598 ,E007022 ,1990JJ00,4.0,0.0,0.0,0.0
1961,E006598 ,E007022 ,1991JJ00,4.0,0.0,0.0,0.0
1962,E006598 ,E007022 ,1992JJ00,7.0,0.0,0.0,0.0
1963,E006598 ,E007022 ,1993JJ00,10.0,0.0,1.0,0.0
1964,E006598 ,E007022 ,1994JJ00,12.0,0.0,1.0,0.0
1965,E006598 ,E007022 ,1995JJ00,25.0,0.0,2.0,0.0
1966,E006598 ,E007022 ,1996JJ00,41.0,0.0,3.0,0.0
1967,E006598 ,E007022 ,1997JJ00,63.0,0.0,5.0,0.0
1968,E006598 ,E007022 ,1998JJ00,92.0,0.0,7.0,0.0
1969,E006598 ,E007022 ,1999JJ00,124.0,0.0,9.0,0.01
1970,E006598 ,E007022 ,2000JJ00,153.0,0.0,11.0,0.01
1971,E006598 ,E007022 ,2001JJ00,195.0,0.01,14.0,0.01
1972,E006598 ,E007022 ,2002JJ00,255.0,0.01,18.0,0.01
1973,E006598 ,E007022 ,2003JJ00,304.0,0.01,21.0,0.01
1974,E006598 ,E007022 ,2004JJ00,339.0,0.01,24.0,0.01
1975,E006598 ,E007022 ,2005JJ00,405.0,0.01,28.0,0.02
1976,E006598 ,E007022 ,2006JJ00,497.0,0.02,35.0,0.02
1977,E006598 ,E007022 ,2007JJ00,528.0,0.02,36.0,0.02
1978,E006598 ,E007022 ,2008JJ00,629.0,0.02,43.0,0.02
1979,E006598 ,E007022 ,2009JJ00,734.0,0.02,50.0,0.03
1980,E006598 ,E007022 ,2010JJ00,876.0,0.03,59.0,0.03
1981,E006598 ,E007022 ,2011JJ00,870.0,0.03,59.0,0.03
1982,E006598 ,E007022 ,2012JJ00,967.0,0.03,69.0,0.04
1983,E006598 ,E007022 ,2013JJ00,1011.0,0.03,75.0,0.04
1984,E006598 ,E007022 ,2014JJ00,979.0,0.03,72.0,0.05
1985,E006598 ,E007022 ,2015JJ00,949.0,0.03,70.0,0.04
1986,E006598 ,E007022 ,2016JJ00,1054.0,0.03,82.0,0.05
1987,E006598 ,E007022 ,2017JJ00,1142.0,0.04,85.0,0.05
1988,E006598 ,E007022 ,2018JJ00,1102.0,0.04,81.0,0.05
1989,E006598 ,E007022 ,2019JJ00,1064.0,0.03,68.0,0.04
1990,E006598 ,E007022 ,2020JJ00,1238.0,0.04,70.0,0.05
1991,E006598 ,E007022 ,2021JJ00,1309.0,0.04,83.0,0.06
1992,E006598 ,E007022 ,2022JJ00,1309.0,0.05,83.0,0.06
1993,E006598 ,E007022 ,2023JJ00,1320.0,0.05,77.0,0.06
1994,E006598 ,E007022 ,2024JJ00,1327.0,0.05,76.0,0.06
1995,E006598 ,E006607 ,1990JJ00,,,,
1996,E006598 ,E006607 ,1991JJ00,,,,
1997,E006598 ,E006607 ,1992JJ00,,,,
1998,E006598 ,E006607 ,1993JJ00,,,,
1999,E006598 ,E006607 ,1994JJ00,,,,
2000,E006598 ,E006607 ,1995JJ00,,,,
2001,E006598 ,E006607 ,1996JJ00,,,,
2002,E006598 ,E006607 ,1997JJ00,,,,
2003,E006598 ,E006607 ,1998JJ00,,,,
2004,E006598 ,E006607 ,1999JJ00,,,,
2005,E006598 ,E006607 ,2000JJ00,,,,
2006,E006598 ,E006607 ,2001JJ00,,,,
2007,E006598 ,E006607 ,2002JJ00,,,,
2008,E006598 ,E006607 ,2003JJ00,,,,
2009,E006598 ,E006607 ,2004JJ00,,,,
2010,E006598 ,E006607 ,2005JJ00,,,,
2011,E006598 ,E006607 ,2006JJ00,,,,
2012,E006598 ,E006607 ,2007JJ00,,,,
2013,E006598 ,E006607 ,2008JJ00,,,,
2014,E006598 ,E006607 ,2009JJ00,,,,
2015,E006598 ,E006607 ,2010JJ00,,,,
2016,E006598 ,E006607 ,2011JJ00,,,,
2017,E006598 ,E006607 ,2012JJ00,,,,
2018,E006598 ,E006607 ,2013JJ00,,,,
2019,E006598 ,E006607 ,2014JJ00,,,,
2020,E006598 ,E006607 ,2015JJ00,,,,
2021,E006598 ,E006607 ,2016JJ00,,,,
2022,E006598 ,E006607 ,2017JJ00,,,,
2023,E006598 ,E006607 ,2018JJ00,,,,
2024,E006598 ,E006607 ,2019JJ00,,,,
2025,E006598 ,E006607 ,2020JJ00,,,,
2026,E006598 ,E006607 ,2021JJ00,,,,
2027,E006598 ,E006607 ,2022JJ00,,,,
2028,E006598 ,E006607 ,2023JJ00,,,,
2029,E006598 ,E006607 ,2024JJ00,,,,
2030,E006598 ,E006608 ,1990JJ00,4.0,0.0,0.0,0.0
2031,E006598 ,E006608 ,1991JJ00,4.0,0.0,0.0,0.0
2032,E006598 ,E006608 ,1992JJ00,7.0,0.0,0.0,0.0
2033,E006598 ,E006608 ,1993JJ00,10.0,0.0,1.0,0.0
2034,E006598 ,E006608 ,1994JJ00,12.0,0.0,1.0,0.0
2035,E006598 ,E006608 ,1995JJ00,25.0,0.0,2.0,0.0
2036,E006598 ,E006608 ,1996JJ00,41.0,0.0,3.0,0.0
2037,E006598 ,E006608 ,1997JJ00,63.0,0.0,5.0,0.0
2038,E006598 ,E006608 ,1998JJ00,92.0,0.0,7.0,0.0
2039,E006598 ,E006608 ,1999JJ00,124.0,0.0,9.0,0.01
2040,E006598 ,E006608 ,2000JJ00,153.0,0.0,11.0,0.01
2041,E006598 ,E006608 ,2001JJ00,195.0,0.01,14.0,0.01
2042,E006598 ,E006608 ,2002JJ00,255.0,0.01,18.0,0.01
2043,E006598 ,E006608 ,2003JJ00,304.0,0.01,21.0,0.01
2044,E006598 ,E006608 ,2004JJ00,339.0,0.01,24.0,0.01
2045,E006598 ,E006608 ,2005JJ00,405.0,0.01,28.0,0.02
2046,E006598 ,E006608 ,2006JJ00,497.0,0.02,35.0,0.02
2047,E006598 ,E006608 ,2007JJ00,528.0,0.02,36.0,0.02
2048,E006598 ,E006608 ,2008JJ00,629.0,0.02,43.0,0.02
2049,E006598 ,E006608 ,2009JJ00,734.0,0.02,50.0,0.03
2050,E006598 ,E006608 ,2010JJ00,876.0,0.03,59.0,0.03
2051,E006598 ,E006608 ,2011JJ00,870.0,0.03,59.0,0.03
2052,E006598 ,E006608 ,2012JJ00,967.0,0.03,69.0,0.04
2053,E006598 ,E006608 ,2013JJ00,1011.0,0.03,75.0,0.04
2054,E006598 ,E006608 ,2014JJ00,979.0,0.03,72.0,0.05
2055,E006598 ,E006608 ,2015JJ00,949.0,0.03,70.0,0.04
2056,E006598 ,E006608 ,2016JJ00,1054.0,0.03,82.0,0.05
2057,E006598 ,E006608 ,2017JJ00,1142.0,0.04,85.0,0.05
2058,E006598 ,E006608 ,2018JJ00,1102.0,0.04,81.0,0.05
2059,E006598 ,E006608 ,2019JJ00,1064.0,0.03,68.0,0.04
2060,E006598 ,E006608 ,2020JJ00,1238.0,0.04,70.0,0.05
2061,E006598 ,E006608 ,2021JJ00,1309.0,0.04,83.0,0.06
2062,E006598 ,E006608 ,2022JJ00,1309.0,0.05,83.0,0.06
2063,E006598 ,E006608 ,2023JJ00,1320.0,0.05,77.0,0.06
2064,E006598 ,E006608 ,2024JJ00,1327.0,0.05,76.0,0.06
2065,E006598 ,E007028 ,1990JJ00,,,,
2066,E006598 ,E007028 ,1991JJ00,,,,
2067,E006598 ,E007028 ,1992JJ00,,,,
2068,E006598 ,E007028 ,1993JJ00,,,,
2069,E006598 ,E007028 ,1994JJ00,,,,
2070,E006598 ,E007028 ,1995JJ00,,,,
2071,E006598 ,E007028 ,1996JJ00,,,,
2072,E006598 ,E007028 ,1997JJ00,,,,
2073,E006598 ,E007028 ,1998JJ00,,,,
2074,E006598 ,E007028 ,1999JJ00,,,,
2075,E006598 ,E007028 ,2000JJ00,,,,
2076,E006598 ,E007028 ,2001JJ00,,,,
2077,E006598 ,E007028 ,2002JJ00,,,,
2078,E006598 ,E007028 ,2003JJ00,,,,
2079,E006598 ,E007028 ,2004JJ00,,,,
2080,E006598 ,E007028 ,2005JJ00,,,,
2081,E006598 ,E007028 ,2006JJ00,,,,
2082,E006598 ,E007028 ,2007JJ00,,,,
2083,E006598 ,E007028 ,2008JJ00,,,,
2084,E006598 ,E007028 ,2009JJ00,,,,
2085,E006598 ,E007028 ,2010JJ00,,,,
2086,E006598 ,E007028 ,2011JJ00,,,,
2087,E006598 ,E007028 ,2012JJ00,,,,
2088,E006598 ,E007028 ,2013JJ00,,,,
2089,E006598 ,E007028 ,2014JJ00,,,,
2090,E006598 ,E007028 ,2015JJ00,,,,
2091,E006598 ,E007028 ,2016JJ00,,,,
2092,E006598 ,E007028 ,2017JJ00,,,,
2093,E006598 ,E007028 ,2018JJ00,,,,
2094,E006598 ,E007028 ,2019JJ00,,,,
2095,E006598 ,E007028 ,2020JJ00,,,,
2096,E006598 ,E007028 ,2021JJ00,,,,
2097,E006598 ,E007028 ,2022JJ00,,,,
2098,E006598 ,E007028 ,2023JJ00,,,,
2099,E006598 ,E007028 ,2024JJ00,,,,
2100,E006656 ,E007022 ,1990JJ00,,,,
2101,E006656 ,E007022 ,1991JJ00,,,,
2102,E006656 ,E007022 ,1992JJ00,,,,
2103,E006656 ,E007022 ,1993JJ00,,,,
2104,E006656 ,E007022 ,1994JJ00,0.0,0.0,0.0,0.0
2105,E006656 ,E007022 ,1995JJ00,0.0,0.0,0.0,0.0
2106,E006656 ,E007022 ,1996JJ00,1.0,0.0,0.0,0.0
2107,E006656 ,E007022 ,1997JJ00,2.0,0.0,0.0,0.0
2108,E006656 ,E007022 ,1998JJ00,3.0,0.0,0.0,0.0
2109,E006656 ,E007022 ,1999JJ00,3.0,0.0,0.0,0.0
2110,E006656 ,E007022 ,2000JJ00,3.0,0.0,0.0,0.0
2111,E006656 ,E007022 ,2001JJ00,3.0,0.0,0.0,0.0
2112,E006656 ,E007022 ,2002JJ00,5.0,0.0,-1.0,0.0
2113,E006656 ,E007022 ,2003JJ00,7.0,0.0,-1.0,0.0
2114,E006656 ,E007022 ,2004JJ00,10.0,0.0,-1.0,0.0
2115,E006656 ,E007022 ,2005JJ00,12.0,0.0,-1.0,0.0
2116,E006656 ,E007022 ,2006JJ00,16.0,0.0,-1.0,0.0
2117,E006656 ,E007022 ,2007JJ00,20.0,0.0,-1.0,0.0
2118,E006656 ,E007022 ,2008JJ00,36.0,0.0,-2.0,0.0
2119,E006656 ,E007022 ,2009JJ00,73.0,0.0,-2.0,0.0
2120,E006656 ,E007022 ,2010JJ00,133.0,0.0,-1.0,0.0
2121,E006656 ,E007022 ,2011JJ00,215.0,0.01,1.0,0.0
2122,E006656 ,E007022 ,2012JJ00,232.0,0.01,-7.0,0.0
2123,E006656 ,E007022 ,2013JJ00,316.0,0.01,-13.0,-0.01
2124,E006656 ,E007022 ,2014JJ00,355.0,0.01,-20.0,-0.01
2125,E006656 ,E007022 ,2015JJ00,439.0,0.01,-39.0,-0.02
2126,E006656 ,E007022 ,2016JJ00,697.0,0.02,-30.0,-0.02
2127,E006656 ,E007022 ,2017JJ00,1129.0,0.04,-17.0,-0.01
2128,E006656 ,E007022 ,2018JJ00,1598.0,0.05,1.0,0.0
2129,E006656 ,E007022 ,2019JJ00,2370.0,0.08,74.0,0.05
2130,E006656 ,E007022 ,2020JJ00,3311.0,0.11,184.0,0.13
2131,E006656 ,E007022 ,2021JJ00,3478.0,0.11,98.0,0.07
2132,E006656 ,E007022 ,2022JJ00,4249.0,0.15,103.0,0.07
2133,E006656 ,E007022 ,2023JJ00,5874.0,0.21,283.0,0.22
2134,E006656 ,E007022 ,2024JJ00,7689.0,0.27,391.0,0.31
2135,E006656 ,E006607 ,1990JJ00,,,,
2136,E006656 ,E006607 ,1991JJ00,,,,
2137,E006656 ,E006607 ,1992JJ00,,,,
2138,E006656 ,E006607 ,1993JJ00,,,,
2139,E006656 ,E006607 ,1994JJ00,,,,
2140,E006656 ,E006607 ,1995JJ00,,,,
2141,E006656 ,E006607 ,1996JJ00,,,,
2142,E006656 ,E006607 ,1997JJ00,,,,
2143,E006656 ,E006607 ,1998JJ00,,,,
2144,E006656 ,E006607 ,1999JJ00,,,,
2145,E006656 ,E006607 ,2000JJ00,,,,
2146,E006656 ,E006607 ,2001JJ00,,,,
2147,E006656 ,E006607 ,2002JJ00,,,,
2148,E006656 ,E006607 ,2003JJ00,,,,
2149,E006656 ,E006607 ,2004JJ00,,,,
2150,E006656 ,E006607 ,2005JJ00,,,,
2151,E006656 ,E006607 ,2006JJ00,,,,
2152,E006656 ,E006607 ,2007JJ00,,,,
2153,E006656 ,E006607 ,2008JJ00,,,,
2154,E006656 ,E006607 ,2009JJ00,,,,
2155,E006656 ,E006607 ,2010JJ00,,,,
2156,E006656 ,E006607 ,2011JJ00,,,,
2157,E006656 ,E006607 ,2012JJ00,,,,
2158,E006656 ,E006607 ,2013JJ00,,,,
2159,E006656 ,E006607 ,2014JJ00,,,,
2160,E006656 ,E006607 ,2015JJ00,,,,
2161,E006656 ,E006607 ,2016JJ00,,,,
2162,E006656 ,E006607 ,2017JJ00,,,,
2163,E006656 ,E006607 ,2018JJ00,,,,
2164,E006656 ,E006607 ,2019JJ00,,,,
2165,E006656 ,E006607 ,2020JJ00,,,,
