ID,Client,BuildingPhases,Periods,TotalBuildingCosts_1,BuildingCostsAlteration_2,BuildingCostsNewBuildings_3,Dwelling_4,AAgricultureForestryAndFishing_5,BFManufacturingAndEnergy_6,GITradeHotelsRestaurantsBars_7,HJTransportICT_8,KNFinancialAndBusinessServices_9,OPublicAdministrationAndServices_10,PEducation_11,QHealthAndSocialWorkActivities_12,RUCultureRecreationOtherServices_13
2560,A028184,A041327,2024KW04,842,195,647,368.0,,,,,,,,,
2561,A028184,A041327,2024JJ00,2361,665,1696,1132.0,0.0,7.0,0.0,7.0,4.0,241.0,99.0,72.0,135.0
2562,A028184,A041327,2025MM01,243,50,193,166.0,,,,,,,,,
2563,A028184,A041327,2025MM02,146,28,118,105.0,,,,,,,,,
2564,A028184,A041327,2025MM03,267,54,213,180.0,,,,,,,,,
2565,A028184,A041327,2025KW01,655,132,523,451.0,,,,,,,,,
2566,A028184,A041327,2025MM04,260,77,183,168.0,,,,,,,,,
2567,A028184,A041327,2025MM05,166,43,123,84.0,,,,,,,,,
2568,A028184,A041327,2025MM06,259,59,200,173.0,,,,,,,,,
2569,A028184,A041327,2025KW02,685,179,506,424.0,,,,,,,,,
2570,A028184,A041327,2025MM07,218,66,152,123.0,,,,,,,,,
2571,A028184,A041327,2025MM08,181,32,149,138.0,,,,,,,,,
2572,A028184,A041327,2025MM09,297,72,224,157.0,,,,,,,,,
2573,A028184,A041327,2025KW03,696,170,526,419.0,,,,,,,,,
2574,A028184,A041327,2025MM10,247,57,190,165.0,,,,,,,,,
2575,A028184,A041327,2025MM11,292,57,235,228.0,,,,,,,,,
2576,A028185,A041321,2015MM01,326,13,313,310.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2577,A028185,A041321,2015MM02,594,18,576,572.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2578,A028185,A041321,2015MM03,613,31,582,577.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2579,A028185,A041321,2015KW01,1533,61,1471,1459.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
2580,A028185,A041321,2015MM04,599,23,577,554.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
2581,A028185,A041321,2015MM05,422,42,379,370.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
2582,A028185,A041321,2015MM06,350,20,331,313.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0
2583,A028185,A041321,2015KW02,1371,85,1286,1237.0,0.0,0.0,11.0,0.0,39.0,0.0,0.0,0.0,0.0
2584,A028185,A041321,2015MM07,411,91,321,312.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0
2585,A028185,A041321,2015MM08,226,21,205,198.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0
2586,A028185,A041321,2015MM09,340,28,313,302.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0
2587,A028185,A041321,2015KW03,978,139,839,811.0,0.0,0.0,6.0,7.0,12.0,0.0,0.0,2.0,0.0
2588,A028185,A041321,2015MM10,279,29,250,243.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2589,A028185,A041321,2015MM11,248,18,230,197.0,0.0,0.0,24.0,2.0,1.0,0.0,0.0,0.0,6.0
2590,A028185,A041321,2015MM12,331,19,312,283.0,0.0,1.0,0.0,3.0,14.0,0.0,2.0,9.0,0.0
2591,A028185,A041321,2015KW04,857,66,792,723.0,0.0,7.0,24.0,6.0,16.0,0.0,2.0,9.0,6.0
2592,A028185,A041321,2015JJ00,4739,351,4388,4229.0,0.0,7.0,41.0,13.0,80.0,0.0,2.0,11.0,6.0
2593,A028185,A041321,2016MM01,220,18,202,199.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2594,A028185,A041321,2016MM02,280,34,247,237.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
2595,A028185,A041321,2016MM03,351,51,301,285.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0
2596,A028185,A041321,2016KW01,852,102,750,722.0,0.0,5.0,14.0,0.0,2.0,0.0,0.0,3.0,4.0
2597,A028185,A041321,2016MM04,372,72,300,294.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
2598,A028185,A041321,2016MM05,400,27,374,349.0,0.0,1.0,16.0,3.0,1.0,1.0,0.0,3.0,0.0
2599,A028185,A041321,2016MM06,414,41,374,350.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,3.0,0.0
2600,A028185,A041321,2016KW02,1187,139,1047,993.0,0.0,1.0,37.0,8.0,1.0,1.0,0.0,6.0,0.0
2601,A028185,A041321,2016MM07,424,43,381,339.0,0.0,1.0,1.0,25.0,6.0,0.0,0.0,1.0,8.0
2602,A028185,A041321,2016MM08,455,106,349,339.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2603,A028185,A041321,2016MM09,531,55,476,467.0,0.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0
2604,A028185,A041321,2016KW03,1409,203,1206,1145.0,0.0,10.0,3.0,27.0,11.0,1.0,0.0,2.0,8.0
2605,A028185,A041321,2016MM10,537,18,519,452.0,0.0,1.0,8.0,0.0,41.0,0.0,0.0,8.0,9.0
2606,A028185,A041321,2016MM11,529,54,476,427.0,0.0,0.0,34.0,2.0,12.0,0.0,0.0,0.0,0.0
2607,A028185,A041321,2016MM12,672,102,570,460.0,0.0,11.0,17.0,0.0,1.0,0.0,0.0,7.0,75.0
2608,A028185,A041321,2016KW04,1739,173,1565,1339.0,0.0,12.0,60.0,2.0,53.0,0.0,0.0,15.0,84.0
2609,A028185,A041321,2016JJ00,5186,618,4568,4199.0,0.0,27.0,115.0,37.0,67.0,2.0,0.0,26.0,96.0
2610,A028185,A041321,2017MM01,417,27,390,365.0,0.0,15.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0
2611,A028185,A041321,2017MM02,542,75,467,389.0,0.0,16.0,25.0,11.0,10.0,0.0,0.0,1.0,14.0
2612,A028185,A041321,2017MM03,741,110,631,573.0,0.0,1.0,13.0,38.0,4.0,0.0,0.0,1.0,0.0
2613,A028185,A041321,2017KW01,1700,212,1488,1327.0,0.0,33.0,41.0,54.0,15.0,0.0,0.0,4.0,14.0
2614,A028185,A041321,2017MM04,720,51,669,639.0,0.0,3.0,5.0,4.0,5.0,0.0,3.0,0.0,9.0
2615,A028185,A041321,2017MM05,601,87,515,461.0,0.0,15.0,10.0,0.0,3.0,0.0,0.0,8.0,18.0
2616,A028185,A041321,2017MM06,552,49,503,444.0,0.0,8.0,3.0,37.0,6.0,0.0,0.0,3.0,2.0
2617,A028185,A041321,2017KW02,1873,187,1686,1544.0,0.0,26.0,18.0,41.0,14.0,0.0,3.0,10.0,29.0
2618,A028185,A041321,2017MM07,860,88,772,738.0,0.0,5.0,6.0,1.0,3.0,0.0,9.0,0.0,10.0
2619,A028185,A041321,2017MM08,583,51,532,503.0,0.0,12.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0
2620,A028185,A041321,2017MM09,742,73,669,620.0,0.0,5.0,16.0,13.0,14.0,0.0,0.0,1.0,0.0
2621,A028185,A041321,2017KW03,2185,211,1974,1860.0,0.0,22.0,29.0,16.0,26.0,0.0,9.0,1.0,10.0
2622,A028185,A041321,2017MM10,958,163,795,,,,,,,,,,
2623,A028185,A041321,2017MM11,630,82,547,,,,,,,,,,
2624,A028185,A041321,2017MM12,708,115,593,,,,,,,,,,
2625,A028185,A041321,2017KW04,2296,360,1935,,,,,,,,,,
2626,A028185,A041321,2017JJ00,8054,971,7083,,,,,,,,,,
2627,A028185,A041321,2018MM01,514,48,466,,,,,,,,,,
2628,A028185,A041321,2018MM02,761,56,705,,,,,,,,,,
2629,A028185,A041321,2018MM03,708,77,631,,,,,,,,,,
2630,A028185,A041321,2018KW01,1983,181,1802,,,,,,,,,,
2631,A028185,A041321,2018MM04,619,73,545,,,,,,,,,,
2632,A028185,A041321,2018MM05,650,43,607,,,,,,,,,,
2633,A028185,A041321,2018MM06,778,101,677,,,,,,,,,,
2634,A028185,A041321,2018KW02,2046,217,1829,,,,,,,,,,
2635,A028185,A041321,2018MM07,798,82,716,,,,,,,,,,
2636,A028185,A041321,2018MM08,611,77,533,,,,,,,,,,
2637,A028185,A041321,2018MM09,729,34,695,,,,,,,,,,
2638,A028185,A041321,2018KW03,2138,194,1944,,,,,,,,,,
2639,A028185,A041321,2018MM10,1269,94,1175,,,,,,,,,,
2640,A028185,A041321,2018MM11,721,60,661,,,,,,,,,,
2641,A028185,A041321,2018MM12,728,93,635,,,,,,,,,,
2642,A028185,A041321,2018KW04,2718,247,2471,,,,,,,,,,
2643,A028185,A041321,2018JJ00,8885,839,8046,,,,,,,,,,
2644,A028185,A041321,2019MM01,420,44,376,,,,,,,,,,
2645,A028185,A041321,2019MM02,514,59,455,,,,,,,,,,
2646,A028185,A041321,2019MM03,615,90,525,,,,,,,,,,
2647,A028185,A041321,2019KW01,1549,193,1356,,,,,,,,,,
2648,A028185,A041321,2019MM04,647,40,607,,,,,,,,,,
2649,A028185,A041321,2019MM05,425,62,363,,,,,,,,,,
2650,A028185,A041321,2019MM06,564,49,514,,,,,,,,,,
2651,A028185,A041321,2019KW02,1636,152,1484,,,,,,,,,,
2652,A028185,A041321,2019MM07,877,184,693,,,,,,,,,,
2653,A028185,A041321,2019MM08,392,49,343,,,,,,,,,,
2654,A028185,A041321,2019MM09,554,32,522,,,,,,,,,,
2655,A028185,A041321,2019KW03,1824,266,1558,,,,,,,,,,
2656,A028185,A041321,2019MM10,968,82,886,,,,,,,,,,
2657,A028185,A041321,2019MM11,735,113,622,,,,,,,,,,
2658,A028185,A041321,2019MM12,911,204,707,,,,,,,,,,
2659,A028185,A041321,2019KW04,2613,399,2215,,,,,,,,,,
2660,A028185,A041321,2019JJ00,7621,1009,6612,,,,,,,,,,
2661,A028185,A041321,2020MM01,529,93,436,,,,,,,,,,
2662,A028185,A041321,2020MM02,600,49,551,,,,,,,,,,
2663,A028185,A041321,2020MM03,711,65,646,,,,,,,,,,
2664,A028185,A041321,2020KW01,1840,207,1632,,,,,,,,,,
2665,A028185,A041321,2020MM04,813,75,738,,,,,,,,,,
2666,A028185,A041321,2020MM05,500,101,399,,,,,,,,,,
2667,A028185,A041321,2020MM06,684,52,632,,,,,,,,,,
2668,A028185,A041321,2020KW02,1997,228,1768,,,,,,,,,,
2669,A028185,A041321,2020MM07,1180,86,1094,,,,,,,,,,
2670,A028185,A041321,2020MM08,464,49,415,,,,,,,,,,
2671,A028185,A041321,2020MM09,881,40,841,,,,,,,,,,
2672,A028185,A041321,2020KW03,2525,175,2349,,,,,,,,,,
2673,A028185,A041321,2020MM10,995,39,956,,,,,,,,,,
2674,A028185,A041321,2020MM11,721,63,657,,,,,,,,,,
2675,A028185,A041321,2020MM12,1095,66,1029,,,,,,,,,,
2676,A028185,A041321,2020KW04,2811,168,2642,,,,,,,,,,
2677,A028185,A041321,2020JJ00,9172,780,8392,,,,,,,,,,
2678,A028185,A041321,2021MM01,636,35,601,,,,,,,,,,
2679,A028185,A041321,2021MM02,798,63,735,,,,,,,,,,
2680,A028185,A041321,2021MM03,1225,67,1157,,,,,,,,,,
2681,A028185,A041321,2021KW01,2659,166,2493,,,,,,,,,,
2682,A028185,A041321,2021MM04,1060,43,1017,,,,,,,,,,
2683,A028185,A041321,2021MM05,865,81,784,,,,,,,,,,
2684,A028185,A041321,2021MM06,922,71,851,,,,,,,,,,
2685,A028185,A041321,2021KW02,2847,195,2652,,,,,,,,,,
2686,A028185,A041321,2021MM07,1115,95,1020,,,,,,,,,,
2687,A028185,A041321,2021MM08,571,48,522,,,,,,,,,,
2688,A028185,A041321,2021MM09,906,246,661,,,,,,,,,,
2689,A028185,A041321,2021KW03,2592,389,2203,,,,,,,,,,
2690,A028185,A041321,2021MM10,996,72,924,,,,,,,,,,
2691,A028185,A041321,2021MM11,831,44,787,,,,,,,,,,
2692,A028185,A041321,2021MM12,932,73,859,,,,,,,,,,
2693,A028185,A041321,2021KW04,2760,189,2571,,,,,,,,,,
2694,A028185,A041321,2021JJ00,10857,938,9919,,,,,,,,,,
2695,A028185,A041321,2022MM01,735,56,679,,,,,,,,,,
2696,A028185,A041321,2022MM02,646,72,574,,,,,,,,,,
2697,A028185,A041321,2022MM03,1145,92,1054,,,,,,,,,,
2698,A028185,A041321,2022KW01,2525,219,2306,,,,,,,,,,
2699,A028185,A041321,2022MM04,685,60,625,,,,,,,,,,
2700,A028185,A041321,2022MM05,755,40,715,,,,,,,,,,
2701,A028185,A041321,2022MM06,874,55,819,,,,,,,,,,
2702,A028185,A041321,2022KW02,2315,155,2160,,,,,,,,,,
2703,A028185,A041321,2022MM07,1007,77,931,,,,,,,,,,
2704,A028185,A041321,2022MM08,711,85,626,,,,,,,,,,
2705,A028185,A041321,2022MM09,1044,136,908,,,,,,,,,,
2706,A028185,A041321,2022KW03,2762,297,2464,,,,,,,,,,
2707,A028185,A041321,2022MM10,983,60,923,,,,,,,,,,
2708,A028185,A041321,2022MM11,725,43,682,,,,,,,,,,
2709,A028185,A041321,2022MM12,599,46,553,,,,,,,,,,
2710,A028185,A041321,2022KW04,2307,150,2158,,,,,,,,,,
2711,A028185,A041321,2022JJ00,9909,821,9088,,,,,,,,,,
2712,A028185,A041321,2023MM01,481,37,444,,,,,,,,,,
2713,A028185,A041321,2023MM02,641,124,518,,,,,,,,,,
2714,A028185,A041321,2023MM03,543,50,493,,,,,,,,,,
2715,A028185,A041321,2023KW01,1666,211,1455,,,,,,,,,,
2716,A028185,A041321,2023MM04,1003,57,946,,,,,,,,,,
2717,A028185,A041321,2023MM05,518,31,487,,,,,,,,,,
2718,A028185,A041321,2023MM06,938,109,828,,,,,,,,,,
2719,A028185,A041321,2023KW02,2459,198,2261,,,,,,,,,,
2720,A028185,A041321,2023MM07,599,31,568,,,,,,,,,,
2721,A028185,A041321,2023MM08,453,72,381,,,,,,,,,,
2722,A028185,A041321,2023MM09,778,40,738,,,,,,,,,,
2723,A028185,A041321,2023KW03,1830,143,1687,,,,,,,,,,
2724,A028185,A041321,2023MM10,1245,138,1108,,,,,,,,,,
2725,A028185,A041321,2023MM11,665,55,610,,,,,,,,,,
2726,A028185,A041321,2023MM12,622,71,551,,,,,,,,,,
2727,A028185,A041321,2023KW04,2532,263,2269,,,,,,,,,,
2728,A028185,A041321,2023JJ00,8487,816,7671,,,,,,,,,,
2729,A028185,A041321,2024MM01,463,49,414,,,,,,,,,,
2730,A028185,A041321,2024MM02,1011,111,900,,,,,,,,,,
2731,A028185,A041321,2024MM03,1190,98,1092,,,,,,,,,,
2732,A028185,A041321,2024KW01,2664,258,2406,,,,,,,,,,
2733,A028185,A041321,2024MM04,980,80,901,,,,,,,,,,
2734,A028185,A041321,2024MM05,1386,71,1315,,,,,,,,,,
2735,A028185,A041321,2024MM06,945,49,897,,,,,,,,,,
2736,A028185,A041321,2024KW02,3312,199,3112,,,,,,,,,,
2737,A028185,A041321,2024MM07,1271,122,1148,,,,,,,,,,
2738,A028185,A041321,2024MM08,376,36,340,,,,,,,,,,
2739,A028185,A041321,2024MM09,647,66,580,,,,,,,,,,
2740,A028185,A041321,2024KW03,2293,225,2069,,,,,,,,,,
2741,A028185,A041321,2024MM10,1311,92,1218,,,,,,,,,,
2742,A028185,A041321,2024MM11,1244,206,1039,,,,,,,,,,
2743,A028185,A041321,2024MM12,1263,111,1152,,,,,,,,,,
2744,A028185,A041321,2024KW04,3818,409,3409,,,,,,,,,,
2745,A028185,A041321,2024JJ00,12087,1091,10996,,,,,,,,,,
2746,A028185,A041321,2025MM01,663,46,618,,,,,,,,,,
2747,A028185,A041321,2025MM02,657,52,604,,,,,,,,,,
2748,A028185,A041321,2025MM03,1289,60,1229,,,,,,,,,,
2749,A028185,A041321,2025KW01,2610,159,2451,,,,,,,,,,
2750,A028185,A041321,2025MM04,937,119,817,,,,,,,,,,
2751,A028185,A041321,2025MM05,688,87,601,,,,,,,,,,
2752,A028185,A041321,2025MM06,602,59,543,,,,,,,,,,
2753,A028185,A041321,2025KW02,2226,266,1961,,,,,,,,,,
2754,A028185,A041321,2025MM07,1090,229,861,,,,,,,,,,
2755,A028185,A041321,2025MM08,547,63,484,,,,,,,,,,
2756,A028185,A041321,2025MM09,1191,66,1125,,,,,,,,,,
2757,A028185,A041321,2025KW03,2828,358,2471,,,,,,,,,,
2758,A028185,A041321,2025MM10,928,75,853,,,,,,,,,,
2759,A028185,A041321,2025MM11,807,85,722,,,,,,,,,,
2760,A028185,A041322,2015MM01,436,47,389,387.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2761,A028185,A041322,2015MM02,417,124,293,283.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0
2762,A028185,A041322,2015MM03,368,13,355,352.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2763,A028185,A041322,2015KW01,1220,183,1037,1023.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0
2764,A028185,A041322,2015MM04,563,28,535,530.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
2765,A028185,A041322,2015MM05,718,23,695,690.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
2766,A028185,A041322,2015MM06,573,42,531,508.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
2767,A028185,A041322,2015KW02,1854,93,1761,1728.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0
2768,A028185,A041322,2015MM07,296,20,276,268.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2769,A028185,A041322,2015MM08,465,82,383,365.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0
2770,A028185,A041322,2015MM09,301,25,276,269.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
2771,A028185,A041322,2015KW03,1063,128,935,902.0,0.0,0.0,13.0,0.0,21.0,0.0,0.0,0.0,0.0
2772,A028185,A041322,2015MM10,305,40,265,258.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
2773,A028185,A041322,2015MM11,318,22,295,283.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0
2774,A028185,A041322,2015MM12,242,24,219,212.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2775,A028185,A041322,2015KW04,865,86,779,752.0,0.0,5.0,5.0,6.0,9.0,0.0,0.0,2.0,0.0
2776,A028185,A041322,2015JJ00,5002,491,4512,4404.0,0.0,5.0,25.0,6.0,69.0,0.0,0.0,2.0,0.0
2777,A028185,A041322,2016MM01,295,25,270,243.0,0.0,0.0,23.0,2.0,2.0,0.0,0.0,0.0,0.0
2778,A028185,A041322,2016MM02,288,17,271,246.0,0.0,2.0,0.0,3.0,13.0,0.0,0.0,0.0,6.0
2779,A028185,A041322,2016MM03,231,28,203,191.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,0.0
2780,A028185,A041322,2016KW01,813,70,743,679.0,0.0,2.0,24.0,6.0,16.0,0.0,2.0,9.0,6.0
2781,A028185,A041322,2016MM04,328,40,288,280.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2782,A028185,A041322,2016MM05,335,24,311,295.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,1.0
2783,A028185,A041322,2016MM06,329,34,296,287.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0
2784,A028185,A041322,2016KW02,993,98,895,863.0,0.0,5.0,18.0,1.0,2.0,0.0,0.0,3.0,4.0
2785,A028185,A041322,2016MM07,440,38,402,382.0,0.0,1.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0
2786,A028185,A041322,2016MM08,427,82,345,319.0,0.0,0.0,17.0,5.0,0.0,1.0,0.0,3.0,0.0
2787,A028185,A041322,2016MM09,480,94,386,350.0,0.0,1.0,1.0,25.0,6.0,0.0,0.0,3.0,0.0
2788,A028185,A041322,2016KW03,1347,214,1133,1051.0,0.0,2.0,34.0,33.0,7.0,1.0,0.0,6.0,0.0
2789,A028185,A041322,2016MM10,391,44,348,330.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0
2790,A028185,A041322,2016MM11,494,40,454,446.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
2791,A028185,A041322,2016MM12,554,32,521,473.0,0.0,1.0,7.0,0.0,39.0,1.0,0.0,0.0,0.0
2792,A028185,A041322,2016KW04,1439,116,1323,1249.0,0.0,9.0,10.0,2.0,43.0,1.0,0.0,2.0,8.0
2793,A028185,A041322,2016JJ00,4591,497,4094,3842.0,0.0,17.0,86.0,42.0,67.0,2.0,2.0,19.0,18.0
2794,A028185,A041322,2017MM01,599,94,505,438.0,0.0,0.0,35.0,2.0,12.0,0.0,0.0,8.0,9.0
2795,A028185,A041322,2017MM02,509,41,468,440.0,0.0,10.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0
2796,A028185,A041322,2017MM03,504,73,431,326.0,0.0,15.0,3.0,5.0,1.0,0.0,0.0,7.0,75.0
2797,A028185,A041322,2017KW01,1613,208,1405,1204.0,0.0,26.0,54.0,7.0,15.0,0.0,0.0,15.0,84.0
2798,A028185,A041322,2017MM04,612,82,530,467.0,0.0,17.0,26.0,9.0,10.0,0.0,0.0,1.0,0.0
2799,A028185,A041322,2017MM05,896,69,827,757.0,0.0,1.0,12.0,38.0,4.0,0.0,0.0,1.0,14.0
2800,A028185,A041322,2017MM06,539,68,471,452.0,0.0,3.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0
2801,A028185,A041322,2017KW02,2047,219,1828,1676.0,0.0,21.0,43.0,51.0,19.0,0.0,0.0,4.0,14.0
2802,A028185,A041322,2017MM07,500,40,460,418.0,0.0,15.0,10.0,2.0,3.0,0.0,3.0,0.0,9.0
2803,A028185,A041322,2017MM08,934,85,849,769.0,0.0,8.0,3.0,37.0,6.0,0.0,0.0,8.0,18.0
2804,A028185,A041322,2017MM09,606,90,516,495.0,0.0,5.0,6.0,1.0,4.0,0.0,0.0,3.0,2.0
2805,A028185,A041322,2017KW03,2040,216,1825,1682.0,0.0,27.0,20.0,40.0,13.0,0.0,3.0,10.0,29.0
2806,A028185,A041322,2017MM10,605,67,539,490.0,0.0,12.0,7.0,2.0,9.0,0.0,9.0,0.0,10.0
2807,A028185,A041322,2017MM11,830,136,694,649.0,0.0,5.0,15.0,12.0,13.0,0.0,0.0,0.0,0.0
2808,A028185,A041322,2017MM12,821,85,736,629.0,0.0,9.0,55.0,40.0,2.0,0.0,0.0,1.0,0.0
2809,A028185,A041322,2017KW04,2256,287,1969,1768.0,0.0,26.0,77.0,54.0,24.0,0.0,9.0,1.0,10.0
2810,A028185,A041322,2017JJ00,7957,930,7027,6331.0,1.0,100.0,194.0,152.0,70.0,0.0,12.0,30.0,138.0
2811,A028185,A041322,2018MM01,702,79,623,589.0,,,,,,,,,
2812,A028185,A041322,2018MM02,559,31,528,437.0,,,,,,,,,
2813,A028185,A041322,2018MM03,647,69,577,562.0,,,,,,,,,
2814,A028185,A041322,2018KW01,1907,179,1728,1588.0,,,,,,,,,
2815,A028185,A041322,2018MM04,671,133,537,482.0,,,,,,,,,
2816,A028185,A041322,2018MM05,778,80,698,664.0,,,,,,,,,
2817,A028185,A041322,2018MM06,582,42,540,484.0,,,,,,,,,
2818,A028185,A041322,2018KW02,2031,256,1775,1630.0,,,,,,,,,
2819,A028185,A041322,2018MM07,813,94,719,535.0,,,,,,,,,
2820,A028185,A041322,2018MM08,730,54,676,592.0,,,,,,,,,
2821,A028185,A041322,2018MM09,639,70,569,519.0,,,,,,,,,
2822,A028185,A041322,2018KW03,2183,219,1964,1646.0,,,,,,,,,
2823,A028185,A041322,2018MM10,662,62,599,567.0,,,,,,,,,
2824,A028185,A041322,2018MM11,1153,102,1052,1011.0,,,,,,,,,
2825,A028185,A041322,2018MM12,927,71,856,793.0,,,,,,,,,
2826,A028185,A041322,2018KW04,2742,235,2507,2371.0,,,,,,,,,
2827,A028185,A041322,2018JJ00,8863,889,7974,7235.0,0.0,32.0,242.0,166.0,174.0,0.0,37.0,44.0,43.0
2828,A028185,A041322,2019MM01,767,71,696,618.0,,,,,,,,,
2829,A028185,A041322,2019MM02,550,47,503,448.0,,,,,,,,,
2830,A028185,A041322,2019MM03,424,56,369,321.0,,,,,,,,,
2831,A028185,A041322,2019KW01,1742,174,1568,1387.0,,,,,,,,,
2832,A028185,A041322,2019MM04,628,94,534,452.0,,,,,,,,,
2833,A028185,A041322,2019MM05,621,50,571,512.0,,,,,,,,,
2834,A028185,A041322,2019MM06,582,47,534,474.0,,,,,,,,,
2835,A028185,A041322,2019KW02,1831,192,1639,1437.0,,,,,,,,,
2836,A028185,A041322,2019MM07,395,55,340,314.0,,,,,,,,,
2837,A028185,A041322,2019MM08,866,173,693,604.0,,,,,,,,,
2838,A028185,A041322,2019MM09,629,68,560,467.0,,,,,,,,,
2839,A028185,A041322,2019KW03,1890,296,1594,1385.0,,,,,,,,,
2840,A028185,A041322,2019MM10,437,60,377,365.0,,,,,,,,,
2841,A028185,A041322,2019MM11,728,63,665,641.0,,,,,,,,,
2842,A028185,A041322,2019MM12,798,76,723,673.0,,,,,,,,,
2843,A028185,A041322,2019KW04,1963,199,1764,1679.0,,,,,,,,,
2844,A028185,A041322,2019JJ00,7427,861,6565,5889.0,0.0,14.0,226.0,234.0,158.0,0.0,0.0,18.0,26.0
2845,A028185,A041322,2020MM01,778,63,715,676.0,,,,,,,,,
2846,A028185,A041322,2020MM02,622,85,537,475.0,,,,,,,,,
2847,A028185,A041322,2020MM03,575,74,501,453.0,,,,,,,,,
2848,A028185,A041322,2020KW01,1974,221,1753,1605.0,,,,,,,,,
2849,A028185,A041322,2020MM04,763,207,556,500.0,,,,,,,,,
2850,A028185,A041322,2020MM05,734,82,651,627.0,,,,,,,,,
2851,A028185,A041322,2020MM06,728,90,638,487.0,,,,,,,,,
2852,A028185,A041322,2020KW02,2225,380,1845,1614.0,,,,,,,,,
2853,A028185,A041322,2020MM07,664,44,620,591.0,,,,,,,,,
2854,A028185,A041322,2020MM08,803,60,743,688.0,,,,,,,,,
2855,A028185,A041322,2020MM09,849,81,769,520.0,,,,,,,,,
2856,A028185,A041322,2020KW03,2316,184,2132,1799.0,,,,,,,,,
2857,A028185,A041322,2020MM10,751,41,710,626.0,,,,,,,,,
2858,A028185,A041322,2020MM11,1039,69,970,908.0,,,,,,,,,
2859,A028185,A041322,2020MM12,759,37,722,672.0,,,,,,,,,
2860,A028185,A041322,2020KW04,2549,147,2402,2206.0,,,,,,,,,
2861,A028185,A041322,2020JJ00,9064,932,8132,7224.0,0.0,36.0,245.0,360.0,196.0,1.0,12.0,39.0,19.0
2862,A028185,A041322,2021MM01,1027,72,955,908.0,,,,,,,,,
2863,A028185,A041322,2021MM02,664,51,613,579.0,,,,,,,,,
2864,A028185,A041322,2021MM03,694,48,645,534.0,,,,,,,,,
2865,A028185,A041322,2021KW01,2385,172,2213,2020.0,,,,,,,,,
2866,A028185,A041322,2021MM04,1076,47,1029,982.0,,,,,,,,,
2867,A028185,A041322,2021MM05,1137,47,1090,1005.0,,,,,,,,,
2868,A028185,A041322,2021MM06,1066,91,975,913.0,,,,,,,,,
2869,A028185,A041322,2021KW02,3279,184,3095,2901.0,,,,,,,,,
2870,A028185,A041322,2021MM07,958,44,914,877.0,,,,,,,,,
