ID,OriginDestination,Periods,CO2_1,N2O_2,CH4_3,GreenhouseGasEquivalent_4,NOx_5,SO2_6,NH3_7,AcidificationEquivalent_8,CFK12Equivalent_9,CO_10,NMVOC_11,PM10_12,FineDustEquivalent_13
843,383100,1993JJ00,21908.0,0.5,1.1,22077.0,259.5,81.1,0.1,8.2,66.2,72.1,28.8,15.1,15.1
844,383100,1994JJ00,22782.0,0.5,1.2,22960.0,267.3,85.8,0.1,8.5,36.0,74.1,27.3,15.3,15.3
845,383100,1995JJ00,23590.0,0.5,1.2,23778.0,267.4,85.8,0.2,8.5,5.9,71.0,24.7,14.5,14.5
846,383100,1996JJ00,24794.0,0.6,1.3,24997.0,270.0,86.0,0.2,8.6,5.0,71.9,22.6,14.2,14.2
847,383100,1997JJ00,26219.0,0.6,1.3,26437.0,281.5,87.3,0.2,8.9,3.3,71.6,20.2,14.5,14.5
848,383100,1998JJ00,27468.0,0.6,1.2,27696.0,296.2,97.7,0.2,9.5,1.6,73.7,20.7,14.8,14.8
849,383100,1999JJ00,29368.0,0.7,1.2,29615.0,327.9,115.5,0.2,10.7,0.8,76.1,19.9,16.3,16.3
850,383100,2000JJ00,29943.0,0.7,1.3,30218.0,335.6,115.2,0.2,10.9,0.4,73.9,19.2,17.0,17.0
851,383100,2001JJ00,29249.0,0.7,1.2,29527.0,327.3,108.7,0.2,10.5,0.2,68.0,18.0,15.4,15.4
852,383100,2002JJ00,28791.0,0.7,1.2,29073.0,314.3,101.4,0.2,10.0,0.0,65.6,16.9,14.2,14.2
853,383100,2003JJ00,29117.0,0.7,1.2,29409.0,324.2,106.1,0.2,10.4,0.0,66.3,16.5,14.1,14.1
854,383100,2004JJ00,29204.0,0.7,1.1,29504.0,327.6,107.9,0.2,10.5,0.0,64.7,14.4,13.5,13.5
855,383100,2005JJ00,29765.0,0.7,1.1,30075.0,333.4,111.8,0.2,10.8,0.0,66.3,18.5,13.7,13.7
856,383100,2006JJ00,29030.0,0.7,1.0,29342.0,294.5,89.3,0.2,9.2,0.0,62.0,18.6,11.8,11.8
857,383100,2007JJ00,30456.0,0.8,1.1,30781.0,314.9,81.5,0.2,9.4,0.0,68.3,19.3,11.9,11.9
858,383100,2008JJ00,30943.0,0.8,1.1,31280.0,328.2,68.6,0.2,9.3,0.0,72.1,20.0,11.5,11.5
859,383100,2009JJ00,29035.0,0.8,1.0,29367.0,306.6,64.5,0.2,8.7,0.0,66.9,19.1,11.0,11.0
860,383100,2010JJ00,28712.0,0.8,1.0,29050.0,276.9,52.8,0.2,7.7,0.0,59.2,17.9,10.1,10.1
861,383100,2011JJ00,29220.0,0.8,1.0,29571.0,265.1,34.2,0.2,6.8,0.0,55.4,17.1,8.3,8.3
862,383100,2012JJ00,29473.0,0.8,1.0,29834.0,270.9,36.3,0.2,7.0,0.0,55.2,16.7,8.4,8.4
863,383100,2013JJ00,29444.0,0.9,0.9,29808.0,277.1,38.2,0.2,7.2,0.0,57.0,16.7,8.4,8.4
864,383200,1990JJ00,5790.0,0.0,0.6,5816.0,67.4,6.2,0.1,1.7,73.5,25.1,10.5,7.6,7.6
865,383200,1991JJ00,6041.0,0.0,0.7,6070.0,69.6,6.5,0.1,1.7,59.4,24.8,10.4,7.4,7.4
866,383200,1992JJ00,6295.0,0.1,0.7,6325.0,70.1,6.7,0.1,1.7,45.3,25.1,10.0,7.2,7.2
867,383200,1993JJ00,6396.0,0.1,0.7,6428.0,67.3,6.8,0.1,1.7,31.2,24.3,9.2,6.6,6.6
868,383200,1994JJ00,6450.0,0.1,0.7,6483.0,65.4,6.7,0.1,1.6,17.0,23.9,8.8,6.3,6.3
869,383200,1995JJ00,6670.0,0.1,0.6,6707.0,64.3,6.3,0.1,1.6,2.9,23.3,8.0,5.9,5.9
870,383200,1996JJ00,6745.0,0.1,0.7,6786.0,61.3,4.7,0.1,1.5,2.5,21.6,7.1,5.4,5.4
871,383200,1997JJ00,6904.0,0.1,0.7,6948.0,59.9,2.2,0.1,1.4,1.6,20.1,6.5,5.2,5.2
872,383200,1998JJ00,7155.0,0.1,0.6,7203.0,59.0,2.2,0.1,1.4,0.8,18.4,5.9,5.0,5.0
873,383200,1999JJ00,7667.0,0.1,0.6,7720.0,61.3,2.4,0.1,1.4,0.4,17.6,5.6,5.0,5.0
874,383200,2000JJ00,7777.0,0.1,0.6,7853.0,60.9,1.4,0.1,1.4,0.2,16.5,5.2,5.0,5.0
875,383200,2001JJ00,7049.0,0.1,0.6,7128.0,54.1,0.3,0.1,1.2,0.1,13.9,4.4,4.1,4.1
876,383200,2002JJ00,7121.0,0.1,0.6,7208.0,53.3,0.3,0.1,1.2,0.0,13.0,3.9,3.9,3.9
877,383200,2003JJ00,7077.0,0.1,0.6,7171.0,51.4,0.3,0.1,1.1,0.0,12.1,3.5,3.6,3.6
878,383200,2004JJ00,7030.0,0.1,0.5,7131.0,50.2,0.3,0.1,1.1,0.0,11.3,3.0,3.3,3.3
879,383200,2005JJ00,7027.0,0.1,0.5,7134.0,49.1,0.2,0.1,1.1,0.0,10.8,2.8,3.2,3.2
880,383200,2006JJ00,7180.0,0.1,0.5,7293.0,48.4,0.2,0.1,1.1,0.0,10.7,2.6,3.0,3.0
881,383200,2007JJ00,7313.0,0.1,0.5,7434.0,46.6,0.2,0.1,1.0,0.0,10.7,2.4,2.7,2.7
882,383200,2008JJ00,7346.0,0.2,0.5,7476.0,44.7,0.1,0.1,1.0,0.0,10.6,2.1,2.5,2.5
883,383200,2009JJ00,7151.0,0.2,0.5,7287.0,40.8,0.1,0.1,0.9,0.0,10.2,1.9,2.3,2.3
884,383200,2010JJ00,6995.0,0.2,0.5,7136.0,37.6,0.1,0.1,0.8,0.0,10.0,1.7,2.0,2.0
885,383200,2011JJ00,6914.0,0.2,0.5,7059.0,35.8,0.0,0.1,0.8,0.0,9.7,1.5,1.8,1.8
886,383200,2012JJ00,6668.0,0.2,0.5,6818.0,32.8,0.0,0.1,0.7,0.0,9.0,1.3,1.6,1.6
887,383200,2013JJ00,6576.0,0.2,0.4,6729.0,30.6,0.0,0.1,0.7,0.0,8.6,1.2,1.5,1.5
888,384900,1990JJ00,6370.0,0.2,0.2,6422.0,142.4,63.5,0.0,5.1,9.1,25.6,5.8,5.8,5.8
889,384900,1991JJ00,6366.0,0.1,0.2,6417.0,139.2,60.9,0.0,4.9,7.3,25.2,5.7,5.7,5.7
890,384900,1992JJ00,6914.0,0.2,0.3,6968.0,150.0,66.4,0.0,5.3,5.6,26.8,6.1,6.2,6.2
891,384900,1993JJ00,7255.0,0.2,0.3,7312.0,156.3,70.4,0.0,5.6,3.8,27.8,6.4,6.5,6.5
892,384900,1994JJ00,7737.0,0.2,0.3,7797.0,165.0,75.1,0.0,5.9,2.1,29.4,6.8,7.0,7.0
893,384900,1995JJ00,7655.0,0.2,0.3,7713.0,164.0,75.2,0.0,5.9,0.3,28.7,6.6,6.8,6.8
894,384900,1996JJ00,7653.0,0.2,0.3,7712.0,164.6,76.4,0.0,6.0,0.3,28.7,6.5,6.9,6.9
895,384900,1997JJ00,8300.0,0.2,0.3,8364.0,176.1,80.3,0.0,6.3,0.2,31.0,7.0,7.5,7.5
896,384900,1998JJ00,8549.0,0.2,0.3,8614.0,186.8,90.2,0.0,6.9,0.1,31.3,7.0,8.0,8.0
897,384900,1999JJ00,9497.0,0.2,0.3,9571.0,213.1,107.7,0.0,8.0,0.0,34.9,7.6,9.5,9.5
898,384900,2000JJ00,9704.0,0.2,0.3,9780.0,218.7,111.8,0.0,8.3,0.0,35.8,7.8,10.1,10.1
899,384900,2001JJ00,9821.0,0.2,0.3,9897.0,217.5,106.6,0.0,8.1,0.0,35.4,7.8,9.4,9.4
900,384900,2002JJ00,9225.0,0.2,0.3,9296.0,204.3,99.6,0.0,7.6,0.0,32.9,7.2,8.6,8.6
901,384900,2003JJ00,9651.0,0.2,0.3,9726.0,214.2,103.8,0.0,7.9,0.0,34.1,7.5,8.9,8.9
902,384900,2004JJ00,9551.0,0.2,0.3,9626.0,214.4,105.2,0.0,7.9,0.0,33.3,7.2,8.6,8.6
903,384900,2005JJ00,9677.0,0.2,0.3,9752.0,218.3,108.4,0.0,8.1,0.0,33.7,7.3,9.1,9.1
904,384900,2006JJ00,8093.0,0.2,0.3,8155.0,179.1,85.3,0.0,6.6,0.0,27.7,6.1,7.4,7.4
905,384900,2007JJ00,9184.0,0.2,0.3,9253.0,200.6,78.6,0.0,6.8,0.0,31.9,6.8,7.8,7.8
906,384900,2008JJ00,9565.0,0.2,0.3,9637.0,206.7,61.9,0.0,6.4,0.0,34.4,6.9,7.5,7.5
907,384900,2009JJ00,8919.0,0.2,0.3,8987.0,192.2,57.7,0.0,6.0,0.0,32.5,6.4,7.4,7.4
908,384900,2010JJ00,8503.0,0.2,0.2,8570.0,166.5,48.7,0.0,5.1,0.0,28.6,5.8,6.8,6.8
909,384900,2011JJ00,8418.0,0.2,0.2,8483.0,167.0,30.6,0.0,4.6,0.0,27.5,5.5,5.2,5.2
910,384900,2012JJ00,8949.0,0.2,0.2,9018.0,174.1,32.4,0.0,4.8,0.0,29.5,5.7,5.6,5.6
911,384900,2013JJ00,8965.0,0.2,0.2,9035.0,173.6,32.6,0.0,4.8,0.0,29.5,5.7,5.6,5.6
912,386300,1990JJ00,5505.0,0.2,0.1,5564.0,21.0,2.4,0.0,0.5,17.7,10.6,1.3,0.1,0.1
913,386300,1991JJ00,5921.0,0.2,0.1,5984.0,22.5,2.6,0.0,0.6,14.3,11.0,1.3,0.1,0.1
914,386300,1992JJ00,6668.0,0.2,0.1,6738.0,25.4,2.9,0.0,0.6,10.9,11.7,1.4,0.1,0.1
915,386300,1993JJ00,7448.0,0.2,0.1,7525.0,28.3,3.3,0.0,0.7,7.5,12.4,1.4,0.1,0.1
916,386300,1994JJ00,7806.0,0.3,0.1,7886.0,29.6,3.4,0.0,0.8,4.1,13.0,1.5,0.1,0.1
917,386300,1995JJ00,8454.0,0.3,0.1,8541.0,32.0,3.7,0.0,0.8,0.7,11.0,1.5,0.1,0.1
918,386300,1996JJ00,9441.0,0.3,0.1,9538.0,35.7,4.2,0.0,0.9,0.6,11.5,1.5,0.1,0.1
919,386300,1997JJ00,10192.0,0.3,0.1,10296.0,38.5,4.5,0.0,1.0,0.4,12.7,1.5,0.1,0.1
920,386300,1998JJ00,10769.0,0.3,0.1,10878.0,41.5,4.7,0.0,1.1,0.2,13.4,1.4,0.1,0.1
921,386300,1999JJ00,11251.0,0.4,0.1,11365.0,45.0,4.9,0.0,1.1,0.1,13.8,1.5,0.1,0.1
922,386300,2000JJ00,11541.0,0.4,0.2,11658.0,48.1,1.5,0.0,1.1,0.0,12.8,1.7,0.2,0.2
923,386300,2001JJ00,11487.0,0.4,0.2,11604.0,48.8,1.5,0.0,1.1,0.0,11.4,1.5,0.2,0.2
924,386300,2002JJ00,11477.0,0.4,0.2,11594.0,49.3,1.2,0.0,1.1,0.0,11.4,1.5,0.2,0.2
925,386300,2003JJ00,11357.0,0.4,0.1,11472.0,50.7,1.6,0.0,1.2,0.0,10.9,1.4,0.2,0.2
926,386300,2004JJ00,11580.0,0.4,0.1,11698.0,55.4,2.1,0.0,1.3,0.0,11.3,1.2,0.2,0.2
927,386300,2005JJ00,11930.0,0.4,0.1,12052.0,57.5,2.8,0.0,1.3,0.0,11.8,1.2,0.2,0.2
928,386300,2006JJ00,12580.0,0.4,0.1,12709.0,58.8,3.4,0.0,1.4,0.0,13.4,1.3,0.2,0.2
929,386300,2007JJ00,12667.0,0.4,0.1,12793.0,58.8,2.1,0.0,1.3,0.0,13.5,1.3,0.2,0.2
930,386300,2008JJ00,12601.0,0.4,0.2,12729.0,67.3,6.2,0.0,1.7,0.0,13.5,1.7,0.2,0.2
931,386300,2009JJ00,11667.0,0.4,0.1,11787.0,65.8,6.6,0.0,1.6,0.0,12.4,1.4,0.2,0.2
932,386300,2010JJ00,11996.0,0.4,0.1,12118.0,67.2,3.9,0.0,1.6,0.0,12.7,1.1,0.2,0.2
933,386300,2011JJ00,12851.0,0.4,0.1,12983.0,58.2,3.5,0.0,1.4,0.0,13.8,1.3,0.2,0.2
934,386300,2012JJ00,12918.0,0.4,0.1,13052.0,60.6,3.9,0.0,1.4,0.0,13.7,1.3,0.2,0.2
935,386300,2013JJ00,12840.0,0.4,0.1,12973.0,68.8,5.5,0.0,1.7,0.0,13.7,1.3,0.2,0.2
936,386800,1990JJ00,622.0,0.0,0.1,625.0,6.4,0.6,0.0,0.2,32.1,5.5,16.1,1.9,1.9
937,386800,1991JJ00,647.0,0.0,0.1,650.0,6.4,0.5,0.0,0.2,25.9,6.2,14.7,1.9,1.9
938,386800,1992JJ00,645.0,0.0,0.1,649.0,6.4,0.5,0.0,0.2,19.7,6.6,13.1,1.9,1.9
939,386800,1993JJ00,690.0,0.0,0.1,694.0,6.6,0.5,0.0,0.2,13.5,7.1,11.6,1.8,1.8
940,386800,1994JJ00,673.0,0.0,0.1,676.0,6.4,0.5,0.0,0.2,7.3,7.4,10.1,1.7,1.7
941,386800,1995JJ00,690.0,0.0,0.1,694.0,6.2,0.6,0.0,0.2,1.1,7.6,8.5,1.7,1.7
942,386800,1996JJ00,828.0,0.0,0.2,834.0,7.6,0.5,0.0,0.2,0.9,9.9,7.4,1.7,1.7
943,386800,1997JJ00,697.0,0.0,0.1,702.0,6.1,0.4,0.0,0.1,0.6,7.5,5.0,1.6,1.6
944,386800,1998JJ00,864.0,0.0,0.2,870.0,8.1,0.5,0.0,0.2,0.3,10.4,6.2,1.6,1.6
945,386800,1999JJ00,816.0,0.0,0.2,821.0,7.6,0.5,0.0,0.2,0.2,9.5,5.0,1.5,1.5
946,386800,2000JJ00,782.0,0.0,0.1,787.0,7.0,0.4,0.0,0.2,0.1,8.7,4.4,1.7,1.7
947,386800,2001JJ00,746.0,0.0,0.1,751.0,6.1,0.3,0.0,0.1,0.0,7.0,4.2,1.6,1.6
948,386800,2002JJ00,822.0,0.0,0.1,827.0,6.6,0.4,0.0,0.2,0.0,8.0,4.2,1.4,1.4
949,386800,2003JJ00,881.0,0.0,0.1,887.0,7.1,0.4,0.0,0.2,0.0,9.0,4.1,1.4,1.4
950,386800,2004JJ00,880.0,0.0,0.1,886.0,6.7,0.4,0.0,0.2,0.0,8.6,2.8,1.3,1.3
951,386800,2005JJ00,970.0,0.0,0.1,976.0,7.6,0.5,0.0,0.2,0.0,9.9,7.1,1.2,1.2
952,386800,2006JJ00,1010.0,0.0,0.1,1016.0,7.3,0.5,0.0,0.2,0.0,10.0,8.5,1.2,1.2
953,386800,2007JJ00,1134.0,0.0,0.1,1141.0,8.1,0.5,0.0,0.2,0.0,12.0,8.7,1.3,1.3
954,386800,2008JJ00,1267.0,0.0,0.2,1274.0,8.6,0.3,0.0,0.2,0.0,13.4,9.1,1.3,1.3
955,386800,2009JJ00,1133.0,0.0,0.1,1140.0,7.0,0.1,0.0,0.2,0.0,11.6,9.3,1.1,1.1
956,386800,2010JJ00,1089.0,0.0,0.1,1096.0,5.2,0.0,0.0,0.1,0.0,7.8,9.3,1.1,1.1
957,386800,2011JJ00,904.0,0.0,0.2,911.0,3.6,0.0,0.0,0.1,0.0,4.3,8.8,1.1,1.1
958,386800,2012JJ00,807.0,0.0,0.1,814.0,2.9,0.0,0.0,0.1,0.0,2.8,8.3,0.9,0.9
959,386800,2013JJ00,932.0,0.0,0.1,940.0,3.5,0.0,0.0,0.1,0.0,5.0,8.5,1.0,1.0
960,388400,1990JJ00,106.0,0.0,0.0,106.0,1.0,0.1,0.0,0.0,24.2,0.4,0.2,0.1,0.1
961,388400,1991JJ00,112.0,0.0,0.0,112.0,1.0,0.1,0.0,0.0,19.5,0.4,0.2,0.1,0.1
962,388400,1992JJ00,115.0,0.0,0.0,115.0,1.0,0.1,0.0,0.0,14.9,0.4,0.2,0.1,0.1
963,388400,1993JJ00,118.0,0.0,0.0,119.0,1.0,0.1,0.0,0.0,10.2,0.4,0.2,0.1,0.1
964,388400,1994JJ00,117.0,0.0,0.0,117.0,0.9,0.1,0.0,0.0,5.6,0.3,0.2,0.1,0.1
965,388400,1995JJ00,122.0,0.0,0.0,123.0,0.9,0.1,0.0,0.0,0.9,0.3,0.2,0.1,0.1
966,388400,1996JJ00,126.0,0.0,0.0,127.0,0.9,0.1,0.0,0.0,0.8,0.3,0.2,0.1,0.1
967,388400,1997JJ00,126.0,0.0,0.0,127.0,0.8,0.0,0.0,0.0,0.5,0.3,0.1,0.1,0.1
968,388400,1998JJ00,131.0,0.0,0.0,132.0,0.8,0.0,0.0,0.0,0.2,0.3,0.1,0.1,0.1
969,388400,1999JJ00,137.0,0.0,0.0,138.0,0.9,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.1
970,388400,2000JJ00,139.0,0.0,0.0,140.0,0.9,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.1
971,388400,2001JJ00,145.0,0.0,0.0,146.0,0.9,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1
972,388400,2002JJ00,146.0,0.0,0.0,147.0,0.9,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1
973,388400,2003JJ00,151.0,0.0,0.0,152.0,0.9,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1
974,388400,2004JJ00,162.0,0.0,0.0,163.0,0.9,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1
975,388400,2005JJ00,159.0,0.0,0.0,160.0,0.9,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1
976,388400,2006JJ00,167.0,0.0,0.0,168.0,0.9,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1
977,388400,2007JJ00,159.0,0.0,0.0,160.0,0.9,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1
978,388400,2008JJ00,164.0,0.0,0.0,165.0,0.9,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0
979,388400,2009JJ00,165.0,0.0,0.0,166.0,0.8,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0
980,388400,2010JJ00,129.0,0.0,0.0,130.0,0.5,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0
981,388400,2011JJ00,133.0,0.0,0.0,134.0,0.5,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0
982,388400,2012JJ00,131.0,0.0,0.0,132.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
983,388400,2013JJ00,131.0,0.0,0.0,133.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
984,389100,1990JJ00,883.0,0.0,0.2,887.0,1.9,0.2,0.0,0.0,38.5,0.9,0.5,0.1,0.1
985,389100,1991JJ00,975.0,0.0,0.2,980.0,1.9,0.2,0.0,0.0,31.2,37.2,0.4,0.1,0.1
986,389100,1992JJ00,922.0,0.0,0.2,927.0,2.0,0.2,0.0,0.1,23.8,55.4,0.4,0.1,0.1
987,389100,1993JJ00,1014.0,0.0,0.3,1021.0,2.0,0.2,0.0,0.0,16.5,55.4,0.4,0.1,0.1
988,389100,1994JJ00,929.0,0.0,0.3,938.0,2.0,0.2,0.0,0.0,9.1,37.2,0.4,0.1,0.1
989,389100,1995JJ00,1034.0,0.0,0.4,1049.0,1.9,0.1,0.0,0.0,1.8,0.9,0.4,0.1,0.1
990,389100,1996JJ00,1162.0,0.0,0.6,1181.0,1.9,0.1,0.0,0.0,1.5,0.8,0.3,0.1,0.1
991,389100,1997JJ00,1016.0,0.0,0.6,1037.0,1.9,0.1,0.0,0.0,1.0,0.8,0.3,0.1,0.1
992,389100,1998JJ00,1044.0,0.0,0.6,1064.0,1.8,0.1,0.0,0.0,0.5,0.7,0.3,0.1,0.1
993,389100,1999JJ00,875.0,0.0,0.5,892.0,1.9,0.1,0.0,0.0,0.2,0.7,0.4,0.1,0.1
994,389100,2000JJ00,929.0,0.0,0.6,973.0,1.7,0.1,0.0,0.0,0.1,0.7,0.3,0.1,0.1
995,389100,2001JJ00,1088.0,0.0,0.5,1142.0,1.9,0.1,0.0,0.0,0.0,0.7,0.3,0.1,0.1
996,389100,2002JJ00,1123.0,0.0,0.5,1187.0,1.8,0.1,0.0,0.0,0.0,0.6,0.3,0.1,0.1
997,389100,2003JJ00,1154.0,0.0,0.5,1228.0,1.8,0.1,0.0,0.0,0.0,0.6,0.3,0.1,0.1
998,389100,2004JJ00,1126.0,0.0,0.5,1210.0,1.8,0.1,0.0,0.0,0.0,0.5,0.3,0.1,0.1
999,389100,2005JJ00,998.0,0.0,0.5,1092.0,1.6,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0
1000,389100,2006JJ00,1167.0,0.0,0.5,1270.0,1.7,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0
1001,389100,2007JJ00,1023.0,0.0,0.5,1135.0,1.6,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0
1002,389100,2008JJ00,1116.0,0.0,0.5,1237.0,1.6,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0
1003,389100,2009JJ00,1114.0,0.0,0.5,1238.0,1.4,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0
1004,389100,2010JJ00,1452.0,0.0,0.5,1580.0,1.6,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0
1005,389100,2011JJ00,1144.0,0.0,0.5,1272.0,1.3,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0
1006,389100,2012JJ00,1260.0,0.0,0.4,1391.0,1.4,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0
1007,389100,2013JJ00,1350.0,0.0,0.5,1484.0,1.4,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0
1008,391600,1990JJ00,355.0,0.0,0.1,357.0,1.4,0.1,0.0,0.0,80.3,1.1,2.2,0.1,0.1
1009,391600,1991JJ00,387.0,0.0,0.1,389.0,1.4,0.1,0.0,0.0,64.8,1.0,2.1,0.1,0.1
1010,391600,1992JJ00,373.0,0.0,0.1,375.0,1.4,0.1,0.0,0.0,49.4,1.0,2.1,0.1,0.1
1011,391600,1993JJ00,402.0,0.0,0.1,405.0,1.3,0.1,0.0,0.0,34.0,1.0,2.0,0.1,0.1
1012,391600,1994JJ00,376.0,0.0,0.1,379.0,1.2,0.1,0.0,0.0,18.6,1.0,2.0,0.1,0.1
1013,391600,1995JJ00,427.0,0.0,0.1,431.0,1.4,0.1,0.0,0.0,3.1,1.0,1.9,0.1,0.1
1014,391600,1996JJ00,468.0,0.0,0.2,473.0,1.3,0.1,0.0,0.0,2.8,0.9,1.9,0.1,0.1
1015,391600,1997JJ00,425.0,0.0,0.2,430.0,1.2,0.0,0.0,0.0,2.1,0.9,1.8,0.1,0.1
1016,391600,1998JJ00,438.0,0.0,0.2,443.0,1.2,0.0,0.0,0.0,1.1,0.8,1.7,0.1,0.1
1017,391600,1999JJ00,394.0,0.0,0.2,399.0,1.2,0.0,0.0,0.0,0.6,0.8,1.6,0.1,0.1
1018,391600,2000JJ00,410.0,0.0,0.2,415.0,1.2,0.0,0.0,0.0,0.3,0.7,1.5,0.1,0.1
1019,391600,2001JJ00,457.0,0.0,0.2,461.0,1.2,0.0,0.0,0.0,0.1,0.7,1.3,0.1,0.1
1020,391600,2002JJ00,427.0,0.0,0.1,431.0,1.1,0.0,0.0,0.0,0.0,0.6,1.1,0.1,0.1
1021,391600,2003JJ00,407.0,0.0,0.1,411.0,1.1,0.0,0.0,0.0,0.0,0.6,0.9,0.1,0.1
1022,391600,2004JJ00,397.0,0.0,0.1,400.0,1.1,0.0,0.0,0.0,0.0,0.5,0.8,0.1,0.1
1023,391600,2005JJ00,354.0,0.0,0.1,358.0,1.0,0.0,0.0,0.0,0.0,0.4,0.8,0.1,0.1
1024,391600,2006JJ00,386.0,0.0,0.1,390.0,1.0,0.0,0.0,0.0,0.0,0.4,0.8,0.1,0.1
1025,391600,2007JJ00,348.0,0.0,0.1,352.0,0.9,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0
1026,391600,2008JJ00,351.0,0.0,0.1,354.0,0.8,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0
1027,391600,2009JJ00,357.0,0.0,0.1,360.0,0.9,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0
1028,391600,2010JJ00,494.0,0.0,0.1,498.0,1.1,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.0
1029,391600,2011JJ00,432.0,0.0,0.1,436.0,1.1,0.0,0.0,0.0,0.0,0.5,0.8,0.1,0.1
1030,391600,2012JJ00,501.0,0.0,0.1,506.0,1.1,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.0
1031,391600,2013JJ00,519.0,0.0,0.1,524.0,1.1,0.0,0.0,0.0,0.0,0.5,0.8,0.0,0.0
1032,396300,1990JJ00,693.0,0.0,0.1,696.0,2.7,0.3,0.0,0.1,131.8,1.9,1.2,0.2,0.2
1033,396300,1991JJ00,754.0,0.0,0.1,758.0,2.8,0.3,0.0,0.1,106.5,1.8,1.1,0.2,0.2
1034,396300,1992JJ00,727.0,0.0,0.2,732.0,2.9,0.3,0.0,0.1,81.2,1.9,1.1,0.2,0.2
1035,396300,1993JJ00,785.0,0.0,0.2,790.0,2.8,0.2,0.0,0.1,55.9,1.9,1.0,0.2,0.2
1036,396300,1994JJ00,733.0,0.0,0.2,739.0,2.9,0.2,0.0,0.1,30.6,1.9,1.0,0.2,0.2
1037,396300,1995JJ00,801.0,0.0,0.3,808.0,2.6,0.2,0.0,0.1,5.3,1.8,0.8,0.2,0.2
1038,396300,1996JJ00,880.0,0.0,0.3,889.0,2.5,0.2,0.1,0.1,4.6,1.7,0.7,0.2,0.2
1039,396300,1997JJ00,795.0,0.0,0.4,805.0,2.3,0.1,0.1,0.1,3.1,1.6,0.7,0.2,0.2
1040,396300,1998JJ00,818.0,0.0,0.4,827.0,2.3,0.1,0.1,0.1,1.6,1.5,0.7,0.1,0.1
1041,396300,1999JJ00,728.0,0.0,0.3,737.0,2.3,0.1,0.1,0.1,0.8,1.4,0.7,0.1,0.1
1042,396300,2000JJ00,762.0,0.0,0.4,771.0,2.3,0.1,0.1,0.1,0.4,1.4,0.7,0.1,0.1
1043,396300,2001JJ00,894.0,0.0,0.3,903.0,2.6,0.0,0.1,0.1,0.2,1.4,0.6,0.2,0.2
1044,396300,2002JJ00,925.0,0.0,0.3,934.0,2.6,0.0,0.1,0.1,0.0,1.3,0.6,0.1,0.1
1045,396300,2003JJ00,976.0,0.0,0.3,985.0,2.7,0.0,0.1,0.1,0.0,1.3,0.6,0.2,0.2
1046,396300,2004JJ00,973.0,0.0,0.3,981.0,2.8,0.0,0.1,0.1,0.0,1.2,0.6,0.2,0.2
1047,396300,2005JJ00,917.0,0.0,0.3,926.0,2.8,0.0,0.1,0.1,0.0,1.2,0.6,0.2,0.2
1048,396300,2006JJ00,1043.0,0.0,0.3,1052.0,2.9,0.0,0.1,0.1,0.0,1.2,0.6,0.2,0.2
1049,396300,2007JJ00,946.0,0.0,0.3,955.0,2.8,0.0,0.1,0.1,0.0,1.2,0.6,0.1,0.1
1050,396300,2008JJ00,945.0,0.0,0.3,954.0,2.5,0.0,0.1,0.1,0.0,1.1,0.6,0.1,0.1
1051,396300,2009JJ00,927.0,0.0,0.3,936.0,2.2,0.0,0.1,0.1,0.0,1.2,0.6,0.1,0.1
1052,396300,2010JJ00,797.0,0.0,0.2,803.0,2.0,0.0,0.1,0.0,0.0,1.2,0.5,0.1,0.1
1053,396300,2011JJ00,653.0,0.0,0.2,659.0,1.7,0.0,0.0,0.0,0.0,1.2,0.5,0.1,0.1
1054,396300,2012JJ00,707.0,0.0,0.2,714.0,1.7,0.0,0.0,0.0,0.0,1.1,0.5,0.1,0.1
