ID,Leeftijd,Marges,RegioS,ErvarenGezondheidGoedZeerGoed_1,AngstOfDepressiegevoelensMHI576_2,EenOfMeerLangdurigeAandoeningen_3,EenOfMeerLichamelijkeBeperkingen_4,BeperkingInHoren65JaarOfOuder_5,BeperkingInZien65JaarOfOuder_6,BeperkingInBewegen65JaarOfOuder_7,Ondergewicht_8,NormaalGewicht_9,Overgewicht_10,MatigOvergewicht_11,ErnstigOvergewichtObesitas_12,VoldoetAanBeweegrichtlijnen_13,WekelijkseSporters_14,Mantelzorger_15,ZwaarBelasteMantelzorgers_16,UrenMantelzorgPerWeek_17,Rokers_18,VoldoetAanRichtlijnAlcoholgebruik_19,OvermatigeDrinkersOnderBevolking_20
1974,53115,MBG0095,GM1859,86.1,47.4,27.7,,,,,3.3,50.7,58.1,45.1,17.0,60.0,71.5,20.9,,,20.4,37.0,11.3
1975,53115,MBG0095,GM1721,86.9,43.7,31.3,,,,,3.3,56.9,53.0,38.8,18.1,53.8,73.5,22.2,,,18.2,34.4,12.2
1976,53115,MBG0095,GM0753,82.2,49.5,32.6,,,,,3.3,59.1,51.6,37.6,18.1,51.3,74.7,18.4,,,19.6,47.8,9.5
1977,53115,MBG0095,GM0209,79.9,51.0,39.4,,,,,5.7,55.8,55.8,37.5,23.7,52.1,70.0,19.3,,,27.3,46.2,8.8
1978,53115,MBG0095,GM0375,76.2,53.3,35.4,,,,,4.2,49.5,54.6,37.4,19.6,53.1,64.7,15.7,30.5,10.8,23.4,45.8,7.0
1979,53115,MBG0095,GM0310,84.0,48.5,31.5,,,,,3.4,61.6,42.4,29.7,14.8,59.8,73.4,17.6,29.6,11.1,16.6,44.1,6.5
1980,53115,MBG0095,GM1728,87.3,49.3,30.3,,,,,4.5,57.8,53.7,38.7,19.8,51.7,72.9,20.9,,,16.8,35.7,12.9
1981,53115,MBG0095,GM0376,85.0,53.6,32.3,,,,,3.4,64.5,46.2,37.3,12.8,51.0,72.2,17.5,,,22.4,41.2,12.4
1982,53115,MBG0095,GM0377,88.1,45.7,28.9,,,,,5.8,68.4,38.2,30.9,10.0,67.1,83.5,17.9,,,20.6,31.2,10.3
1983,53115,MBG0095,GM1901,87.1,49.2,31.1,,,,,2.9,55.9,52.6,34.9,21.6,53.5,67.9,21.1,32.5,10.2,14.4,49.1,7.6
1984,53115,MBG0095,GM0755,84.8,48.9,36.3,,,,,3.8,56.8,53.3,39.5,17.6,59.0,72.4,18.9,,,17.4,37.5,14.4
1985,53115,MBG0095,GM1681,79.7,48.8,33.2,,,,,4.4,49.5,61.1,39.9,26.8,43.0,54.1,15.9,,,18.2,53.0,10.3
1986,53115,MBG0095,GM0147,85.3,42.8,30.7,,,,,4.3,49.9,56.3,41.2,18.1,63.4,70.9,19.4,36.3,13.0,16.7,38.4,11.1
1987,53115,MBG0095,GM0654,81.3,54.6,33.0,,,,,3.4,51.7,58.0,42.0,20.4,52.3,55.5,23.2,,,18.3,54.3,9.5
1988,53115,MBG0095,GM0757,79.3,51.6,36.5,,,,,5.1,53.6,55.4,37.4,22.2,57.7,64.5,17.4,,,23.4,40.5,9.5
1989,53115,MBG0095,GM0758,82.4,48.2,29.1,,,,,3.9,58.1,45.4,32.3,15.0,56.1,70.3,14.0,28.4,8.7,20.5,39.7,6.8
1990,53115,MBG0095,GM1876,82.2,47.2,38.4,,,,,1.6,53.7,56.7,41.0,19.8,55.2,71.0,16.8,,,22.3,34.3,11.4
1991,53115,MBG0095,GM0213,83.7,50.5,33.1,,,,,2.8,53.3,56.3,41.3,18.8,60.7,69.4,19.5,,,21.2,44.8,9.8
1992,53115,MBG0095,GM0899,70.2,52.4,42.7,,,,,3.0,44.3,62.3,40.3,25.4,43.9,58.5,18.6,35.7,18.2,21.1,53.6,6.4
1993,53115,MBG0095,GM0312,83.9,50.3,35.3,,,,,4.3,66.2,39.2,28.4,13.2,62.2,77.7,17.3,33.4,9.2,13.8,42.2,7.7
1994,53115,MBG0095,GM0313,83.6,49.5,28.0,,,,,5.1,52.6,54.8,38.5,20.0,55.6,71.5,17.1,,,24.1,37.4,10.5
1995,53115,MBG0095,GM0214,79.3,50.6,34.8,,,,,4.0,49.8,58.3,38.9,23.2,45.7,54.1,20.0,30.1,10.5,18.1,49.9,6.4
1996,53115,MBG0095,GM0502,74.0,59.7,37.3,,,,,2.4,49.3,56.3,39.1,20.0,42.3,60.3,14.1,25.1,10.7,23.0,57.5,5.3
1997,53115,MBG0095,GM0383,86.8,48.5,29.2,,,,,4.9,59.1,50.3,37.2,16.8,65.3,75.7,15.9,,,13.4,38.8,11.4
1998,53115,MBG0095,GM0109,82.6,50.5,37.0,,,,,5.5,45.2,64.5,44.1,26.1,47.4,62.3,18.5,,,19.7,47.5,7.5
1999,53115,MBG0095,GM1706,81.3,52.2,37.7,,,,,6.9,59.6,50.6,35.9,19.0,52.2,68.5,21.7,,,21.3,41.9,8.4
2000,53115,MBG0095,GM0216,80.3,51.4,39.5,,,,,5.3,52.3,55.7,41.9,17.5,60.8,73.2,18.5,,,21.2,55.2,5.6
2001,53115,MBG0095,GM0148,87.0,41.4,29.3,,,,,5.9,56.7,50.7,36.8,17.4,55.8,68.1,20.8,,,16.3,38.8,10.3
2002,53115,MBG0095,GM1891,85.6,49.1,30.8,,,,,3.5,52.2,58.5,45.0,17.9,56.0,57.1,18.6,,,26.7,49.2,7.1
2003,53115,MBG0095,GM0503,78.6,61.6,32.4,,,,,5.4,62.7,40.1,30.3,11.6,63.7,73.7,10.1,38.3,15.9,17.8,44.3,7.5
2004,53115,MBG0095,GM0762,82.1,49.2,36.6,,,,,6.5,54.0,54.3,43.5,14.9,53.4,66.3,23.1,,,24.2,33.7,12.5
2005,53115,MBG0095,GM0150,80.0,54.5,35.1,,,,,4.0,52.4,52.2,35.6,19.2,57.7,65.7,16.2,31.9,18.1,17.6,46.6,7.2
2006,53115,MBG0095,GM0384,83.6,59.1,34.7,,,,,5.4,59.4,46.2,35.2,13.7,62.2,72.9,10.3,,,23.1,46.1,6.3
2007,53115,MBG0095,GM1980,83.0,51.1,37.0,,,,,3.7,50.6,58.1,39.5,22.9,51.5,67.8,17.0,,,14.9,43.4,9.6
2008,53115,MBG0095,GM1774,88.0,38.7,27.6,,,,,3.5,50.4,56.1,42.5,16.4,58.3,71.5,20.8,23.7,10.5,19.0,26.9,16.3
2009,53115,MBG0095,GM0221,79.7,57.0,38.8,,,,,3.0,45.8,63.7,44.9,23.8,52.9,64.5,20.7,,,25.4,50.2,8.5
2010,53115,MBG0095,GM0222,80.1,58.7,31.1,,,,,4.3,54.8,53.4,35.6,21.8,57.7,65.7,15.8,,,25.3,45.4,4.5
2011,53115,MBG0095,GM0766,83.1,45.2,34.8,,,,,3.7,50.6,56.8,37.0,23.3,47.9,67.8,18.0,35.9,7.8,18.7,44.8,8.9
2012,53115,MBG0095,GM0505,75.1,57.6,35.2,,,,,4.8,49.5,54.4,38.5,18.2,53.2,63.8,17.6,28.5,14.0,21.0,50.8,5.5
2013,53115,MBG0095,GM0498,83.0,50.7,34.5,,,,,8.3,54.4,52.8,40.2,16.7,60.6,73.0,20.4,,,17.6,37.6,7.9
2014,53115,MBG0095,GM1719,83.3,50.1,35.0,,,,,3.8,51.4,61.7,46.4,20.6,52.9,67.6,16.9,,,15.5,35.9,8.7
2015,53115,MBG0095,GM0303,77.5,50.4,35.1,,,,,4.2,49.9,55.5,39.2,19.2,50.9,62.6,16.2,44.2,22.7,19.7,48.2,6.8
2016,53115,MBG0095,GM0225,82.0,51.1,36.4,,,,,2.7,55.2,53.3,37.0,19.9,46.0,63.6,19.8,,,19.3,44.7,7.6
2017,53115,MBG0095,GM0226,78.8,50.4,38.3,,,,,5.0,47.5,60.3,41.2,23.4,59.4,71.8,19.7,,,17.4,46.1,5.2
2018,53115,MBG0095,GM1711,81.6,53.0,33.2,,,,,2.7,51.5,57.2,39.1,21.6,51.2,60.0,18.5,35.4,10.7,18.7,46.9,6.9
2019,53115,MBG0095,GM0385,82.7,49.7,29.8,,,,,3.2,59.4,48.3,35.6,15.6,58.9,78.2,14.8,,,14.8,33.9,8.0
2020,53115,MBG0095,GM0228,81.3,51.5,32.3,,,,,3.3,56.5,47.3,35.0,14.1,53.4,63.0,17.2,30.7,9.3,18.6,52.8,4.8
2021,53115,MBG0095,GM0317,86.2,51.1,36.3,,,,,3.8,56.4,52.5,39.9,16.2,56.8,74.2,22.4,,,20.1,36.7,9.4
2022,53115,MBG0095,GM1979,70.4,58.3,47.9,,,,,7.5,43.9,65.2,38.3,32.8,48.9,53.7,19.5,,,27.2,51.2,10.1
2023,53115,MBG0095,GM0770,85.0,46.6,33.6,,,,,1.8,51.4,59.6,44.8,19.7,53.2,68.2,22.4,27.0,4.7,14.6,33.1,9.6
2024,53115,MBG0095,GM1903,82.4,46.7,35.0,,,,,2.6,49.8,56.9,43.3,16.4,50.3,66.7,18.1,32.6,10.4,17.4,38.4,7.7
2025,53115,MBG0095,GM0772,79.7,57.2,29.8,,,,,4.4,57.5,44.3,32.3,13.6,59.9,68.4,10.5,34.6,11.1,19.1,43.0,6.6
2026,53115,MBG0095,GM0230,84.4,54.2,33.1,,,,,4.9,53.1,55.2,40.9,18.1,51.4,61.4,21.9,,,24.6,51.0,9.6
2027,53115,MBG0095,GM0114,79.1,49.3,41.5,,,,,4.9,39.9,69.7,42.4,33.2,52.2,54.5,18.9,,,24.6,49.1,6.9
2028,53115,MBG0095,GM0388,83.3,53.5,33.0,,,,,5.0,56.7,52.9,39.7,17.4,61.3,68.6,19.2,,,26.9,43.7,10.3
2029,53115,MBG0095,GM0153,79.9,55.5,31.3,,,,,4.4,54.5,50.5,34.6,18.5,59.7,68.5,13.7,28.8,10.8,22.6,43.8,8.1
2030,53115,MBG0095,GM0232,84.9,51.9,36.3,,,,,4.6,49.7,58.7,43.0,19.8,52.9,63.0,22.9,,,21.0,42.6,7.9
2031,53115,MBG0095,GM0233,80.9,52.5,36.8,,,,,5.1,56.9,51.4,38.1,17.0,57.7,64.9,20.2,,,22.6,51.1,7.3
2032,53115,MBG0095,GM0777,80.5,50.3,36.0,,,,,5.4,48.7,56.8,37.1,23.0,49.6,66.4,19.2,32.0,15.3,17.6,44.2,5.7
2033,53115,MBG0095,GM1940,85.0,42.8,29.8,,,,,5.6,52.2,56.2,41.4,19.0,52.3,61.7,14.3,,,19.6,43.7,10.4
2034,53115,MBG0095,GM0779,80.3,47.7,37.0,,,,,5.7,51.9,57.0,36.3,25.3,50.9,68.1,16.9,,,17.4,42.4,12.3
2035,53115,MBG0095,GM1771,82.5,50.0,34.7,,,,,1.7,54.3,56.4,40.8,20.0,57.1,65.7,15.2,,,21.8,43.7,9.2
2036,53115,MBG0095,GM1652,82.0,50.0,35.1,,,,,2.6,53.8,54.1,39.1,18.3,50.3,64.7,17.1,,,19.8,37.7,8.8
2037,53115,MBG0095,GM0907,79.2,49.8,35.1,,,,,2.9,56.0,53.8,36.7,21.4,56.9,67.6,19.0,,,23.3,45.8,9.8
2038,53115,MBG0095,GM0784,78.5,51.4,36.2,,,,,3.6,48.1,59.6,42.5,20.9,55.5,66.4,19.5,19.7,7.7,19.4,43.1,7.9
2039,53115,MBG0095,GM1924,81.7,45.9,34.3,,,,,3.3,47.7,58.0,42.4,18.7,46.8,56.5,18.3,33.8,11.3,20.5,49.5,8.1
2040,53115,MBG0095,GM0664,83.4,50.0,38.9,,,,,4.2,52.8,56.5,38.4,22.3,54.7,65.0,19.0,,,25.2,54.2,6.3
2041,53115,MBG0095,GM0785,81.5,50.8,36.5,,,,,6.4,54.4,54.9,38.5,20.6,57.6,69.5,18.8,,,18.0,36.5,12.0
2042,53115,MBG0095,GM1942,83.6,53.0,30.8,,,,,2.9,61.2,43.5,33.1,12.3,59.0,72.9,14.7,34.4,12.1,21.4,39.8,8.0
2043,53115,MBG0095,GM0512,84.5,52.8,29.5,,,,,4.6,52.8,56.7,37.1,24.4,55.7,65.2,18.2,,,22.7,52.7,8.1
2044,53115,MBG0095,GM0513,78.8,53.0,32.3,,,,,3.9,52.8,52.4,37.4,17.7,58.2,63.1,14.8,44.0,12.4,19.8,54.6,5.3
2045,53115,MBG0095,GM0518,75.6,60.3,32.1,,,,,1.9,55.3,48.4,34.2,15.8,58.5,66.8,12.6,34.9,12.2,21.1,55.1,4.8
2046,53115,MBG0095,GM0014,83.8,53.2,28.8,,,,,4.1,65.5,41.4,30.0,14.2,67.7,76.4,11.5,25.2,8.1,29.4,39.0,9.3
2047,53115,MBG0095,GM1729,80.6,52.0,36.3,,,,,6.3,54.8,53.7,40.3,17.4,44.7,60.7,19.2,,,16.8,39.9,11.6
2048,53115,MBG0095,GM0158,88.2,41.5,31.9,,,,,3.3,51.9,56.4,40.0,20.1,56.9,69.2,23.2,30.6,17.7,18.0,38.3,9.9
2049,53115,MBG0095,GM0392,79.4,57.2,32.8,,,,,2.9,61.2,42.4,28.4,15.7,64.4,74.0,13.0,37.7,12.5,20.8,39.1,7.2
2050,53115,MBG0095,GM0394,81.2,50.7,28.6,,,,,2.8,52.8,50.8,33.9,18.7,50.2,66.7,12.9,26.2,10.9,17.0,50.5,5.7
2051,53115,MBG0095,GM1655,85.1,52.0,31.7,,,,,8.5,51.4,57.7,40.1,22.5,55.8,63.9,18.4,,,24.4,49.1,13.4
2052,53115,MBG0095,GM0160,85.0,43.5,32.7,,,,,2.6,47.5,61.0,44.6,20.0,54.4,60.9,18.3,,,23.3,35.9,12.4
2053,53115,MBG0095,GM0243,84.6,55.4,32.1,,,,,4.3,61.5,47.9,35.0,16.3,58.9,64.7,18.9,,,25.0,46.5,7.1
2054,53115,MBG0095,GM0523,84.7,52.8,33.3,,,,,4.7,53.4,55.6,43.1,16.5,50.4,63.5,20.1,,,21.9,58.0,7.4
2055,53115,MBG0095,GM0072,82.4,43.4,34.5,,,,,4.6,48.7,61.7,42.7,23.7,59.3,60.8,19.6,,,22.0,49.1,3.5
2056,53115,MBG0095,GM0244,84.4,59.8,29.2,,,,,2.8,59.2,51.5,37.7,18.5,61.9,73.0,19.1,,,20.9,41.7,5.4
2057,53115,MBG0095,GM0396,79.6,55.7,36.7,,,,,3.1,54.9,54.3,36.4,21.8,57.9,67.6,20.3,,,20.8,47.0,6.3
2058,53115,MBG0095,GM0397,88.1,48.7,30.9,,,,,2.4,65.0,45.0,35.8,12.6,69.1,82.9,20.4,,,20.4,37.2,12.7
2059,53115,MBG0095,GM0246,83.2,47.4,32.6,,,,,2.1,53.7,56.8,38.7,22.6,52.1,65.1,21.0,,,18.7,53.0,8.3
2060,53115,MBG0095,GM0074,83.2,36.6,34.5,,,,,2.0,57.3,50.9,38.1,16.0,61.4,66.5,14.7,,,22.6,47.2,8.4
2061,53115,MBG0095,GM0917,66.9,60.0,41.2,,,,,3.0,44.7,59.7,38.9,23.4,43.0,53.9,15.3,31.2,14.8,26.5,53.4,5.6
2062,53115,MBG0095,GM1658,83.3,44.4,37.4,,,,,5.3,60.8,48.6,36.4,16.1,56.5,72.2,20.6,,,15.3,35.5,9.6
2063,53115,MBG0095,GM0399,86.4,48.2,30.9,,,,,6.0,66.9,41.0,33.1,10.8,64.8,73.7,17.8,,,16.8,40.2,8.8
2064,53115,MBG0095,GM0400,78.4,50.8,39.0,,,,,4.7,44.6,63.0,40.1,27.0,56.2,57.0,17.3,44.7,11.5,27.5,49.3,6.0
2065,53115,MBG0095,GM0163,82.4,43.8,34.2,,,,,3.7,55.5,52.5,39.8,16.0,62.8,67.3,17.5,,,18.8,38.9,11.5
2066,53115,MBG0095,GM0794,77.4,56.3,35.3,,,,,3.8,48.7,56.3,37.6,21.7,52.2,61.9,18.6,32.2,17.5,19.8,48.5,5.9
2067,53115,MBG0095,GM0531,83.5,49.0,32.5,,,,,3.1,51.6,56.8,39.7,20.8,51.7,67.9,17.6,,,13.8,55.8,5.1
2068,53115,MBG0095,GM0164,81.9,48.9,33.3,,,,,3.5,54.6,49.8,33.2,18.9,61.8,66.7,14.8,30.3,8.6,21.7,41.7,7.5
2069,53115,MBG0095,GM0796,79.5,53.2,34.2,,,,,3.3,57.2,46.8,33.6,15.2,52.6,71.5,16.0,32.5,16.5,21.1,38.1,6.8
2070,53115,MBG0095,GM0252,87.2,46.2,32.4,,,,,4.8,56.8,51.9,40.0,15.5,56.9,69.5,21.7,,,18.7,45.6,9.6
2071,53115,MBG0095,GM0797,83.2,52.9,36.3,,,,,5.6,51.1,58.2,40.2,22.8,53.6,70.2,18.4,,,18.9,46.6,6.9
2072,53115,MBG0095,GM0534,82.2,56.7,32.1,,,,,5.0,53.4,54.0,37.4,20.7,56.9,66.8,16.3,,,24.6,45.2,8.4
2073,53115,MBG0095,GM0798,86.3,47.8,28.4,,,,,3.6,53.7,54.8,40.1,18.3,54.9,71.8,21.8,,,15.3,37.4,11.2
2074,53115,MBG0095,GM0402,81.4,56.1,29.4,,,,,2.9,59.5,45.3,33.0,14.5,61.5,70.4,13.1,36.8,15.9,19.2,46.7,4.8
2075,53115,MBG0095,GM1963,85.6,55.5,35.1,,,,,4.2,50.8,57.9,40.8,21.2,48.2,63.4,22.5,,,25.4,55.3,7.3
2076,53115,MBG0095,GM1735,84.0,43.6,29.4,,,,,2.2,53.7,55.3,38.2,21.0,57.3,71.1,19.5,,,19.0,37.0,14.5
2077,53115,MBG0095,GM1966,80.9,50.8,39.8,,,,,1.0,53.2,58.8,39.3,24.5,49.1,57.5,19.1,,,22.5,44.6,11.4
2078,53115,MBG0095,GM1911,77.7,55.6,34.9,,,,,3.2,51.6,58.7,41.3,21.5,52.8,62.2,20.9,,,16.8,46.5,4.6
2079,53115,MBG0095,GM0118,81.6,49.5,37.7,,,,,3.3,51.2,59.5,39.6,24.8,56.5,62.0,15.3,,,24.3,49.4,10.5
2080,53115,MBG0095,GM0405,78.9,53.2,36.9,,,,,3.8,56.9,52.0,33.6,22.3,61.5,67.6,12.7,,,19.5,41.8,7.8
2081,53115,MBG0095,GM1507,81.2,46.9,31.6,,,,,2.3,53.1,55.5,42.1,16.7,55.4,69.9,21.1,14.1,6.4,20.0,35.5,7.9
2082,53115,MBG0095,GM0321,86.4,48.2,31.3,,,,,3.5,62.5,44.2,32.6,14.1,56.4,74.0,20.1,39.9,10.5,12.7,50.3,5.9
2083,53115,MBG0095,GM0406,77.9,55.0,36.8,,,,,4.2,54.2,51.4,35.7,18.6,53.5,67.9,18.3,36.2,9.9,22.2,44.5,7.7
2084,53115,MBG0095,GM0677,76.5,57.6,41.3,,,,,4.6,53.3,55.8,37.4,22.7,51.6,62.0,18.4,,,21.9,43.6,12.0
2085,53115,MBG0095,GM0353,80.8,50.5,30.8,,,,,6.2,57.2,50.3,35.0,19.1,52.3,64.5,21.9,,,20.4,50.2,6.0
2086,53115,MBG0095,GM1884,81.6,51.7,32.5,,,,,2.0,53.2,54.7,39.7,18.1,50.7,69.3,16.2,38.1,8.2,18.8,40.5,8.2
2087,53115,MBG0095,GM0166,87.3,52.2,29.8,,,,,6.9,56.1,52.8,30.8,26.9,53.9,58.7,22.8,,,23.5,53.3,11.6
2088,53115,MBG0095,GM0678,84.4,51.1,38.6,,,,,4.7,60.0,48.3,37.0,14.6,56.3,62.8,20.6,,,20.5,54.1,6.8
2089,53115,MBG0095,GM0537,79.5,49.8,31.9,,,,,5.0,50.0,57.4,40.0,21.0,56.3,62.4,14.7,,,24.3,41.8,9.9
2090,53115,MBG0095,GM0928,70.1,56.9,42.9,,,,,3.2,43.1,63.5,40.8,26.1,44.2,55.1,19.6,28.9,11.2,28.8,53.6,4.3
2091,53115,MBG0095,GM1598,84.5,45.9,31.2,,,,,3.5,56.2,53.2,41.3,15.5,59.3,74.2,18.4,,,15.9,35.9,13.9
2092,53115,MBG0095,GM0542,80.4,55.2,37.9,,,,,2.9,45.9,63.0,45.0,22.6,48.6,59.9,17.9,,,25.5,60.1,7.4
2093,53115,MBG0095,GM1931,84.4,49.3,30.5,,,,,1.7,52.9,53.6,38.0,18.2,50.2,60.0,15.5,22.4,14.8,20.0,51.1,6.1
2094,53115,MBG0095,GM1659,83.9,51.7,38.3,,,,,7.1,49.4,60.6,42.3,23.6,52.3,66.4,17.8,,,14.4,40.1,9.3
2095,53115,MBG0095,GM1982,78.9,48.8,36.8,,,,,2.5,48.6,56.5,41.1,17.8,50.1,63.9,18.7,31.6,16.0,20.0,38.6,7.7
2096,53115,MBG0095,GM0882,75.0,55.0,41.0,,,,,4.8,41.4,63.4,43.6,23.1,38.6,57.9,18.0,34.8,10.1,24.4,51.2,7.0
2097,53115,MBG0095,GM0415,83.9,47.3,34.4,,,,,4.4,63.3,44.5,33.8,13.8,61.7,77.2,19.6,,,19.4,43.7,5.6
2098,53115,MBG0095,GM1621,83.6,48.2,30.8,,,,,1.7,54.0,51.1,37.5,16.0,50.9,69.3,13.0,31.8,13.4,15.2,42.5,5.7
2099,53115,MBG0095,GM0417,90.1,53.1,27.3,,,,,2.5,64.7,46.0,36.2,13.8,64.3,80.8,25.5,,,24.5,33.0,14.3
2100,53115,MBG0095,GM0080,79.9,52.4,31.0,,,,,4.6,55.5,50.0,32.9,20.1,58.0,69.2,11.6,,,22.6,40.4,7.8
2101,53115,MBG0095,GM0546,82.0,60.1,30.2,,,,,3.4,63.6,39.9,29.8,11.8,65.9,75.1,11.3,23.4,10.1,17.6,37.0,9.6
2102,53115,MBG0095,GM0547,82.9,51.0,33.9,,,,,3.6,51.4,57.2,40.2,21.2,60.5,75.4,17.7,,,19.8,48.4,7.1
2103,53115,MBG0095,GM1916,84.1,55.4,34.3,,,,,4.2,55.8,48.6,36.8,14.2,56.5,68.4,14.5,32.8,10.8,19.2,48.2,5.3
2104,53115,MBG0095,GM0995,77.8,53.2,35.8,,,,,3.4,49.3,58.7,41.0,21.4,51.8,61.8,13.5,,,25.1,58.5,5.8
2105,53115,MBG0095,GM1640,81.5,53.0,34.6,,,,,2.7,57.0,51.6,35.5,19.6,48.7,64.1,23.0,33.4,11.2,18.8,45.9,8.6
2106,53115,MBG0095,GM0327,84.1,48.7,33.6,,,,,2.5,59.1,48.5,36.7,14.9,58.0,77.2,15.1,,,17.4,42.7,7.9
2107,53115,MBG0095,GM1705,86.4,46.6,31.4,,,,,3.4,55.7,53.0,38.2,18.5,59.9,74.2,17.6,,,18.9,43.7,5.7
2108,53115,MBG0095,GM0553,82.1,55.0,35.1,,,,,5.2,57.1,51.3,35.7,19.7,56.5,68.1,19.5,,,20.3,43.9,10.3
2109,53115,MBG0095,GM0262,87.2,48.7,36.6,,,,,1.9,56.3,53.9,43.4,14.2,58.3,67.3,24.0,,,16.7,41.3,10.1
2110,53115,MBG0095,GM0809,74.8,55.3,44.7,,,,,5.6,45.8,62.5,40.8,26.5,43.4,62.6,16.3,,,22.4,47.2,10.6
2111,53115,MBG0095,GM0331,83.6,51.0,29.6,,,,,3.1,52.4,56.3,39.9,20.2,48.0,59.9,15.7,,,18.6,46.9,7.2
2112,53115,MBG0095,GM0168,83.1,42.5,36.5,,,,,3.8,46.2,62.2,43.3,23.1,61.0,69.4,23.0,,,21.2,36.8,9.8
2113,53115,MBG0095,GM0263,78.2,51.8,39.5,,,,,3.9,53.1,53.9,38.2,18.9,41.3,55.1,15.8,,,24.5,43.3,6.3
2114,53115,MBG0095,GM1641,82.4,49.2,34.8,,,,,5.1,53.3,53.8,37.3,20.0,49.3,61.8,24.3,26.1,12.5,17.7,46.4,6.4
2115,53115,MBG0095,GM1991,82.8,47.3,32.4,,,,,3.2,51.6,53.2,39.2,16.3,53.6,70.0,15.1,25.0,8.1,17.7,38.3,7.7
2116,53115,MBG0095,GM0556,79.0,55.1,34.8,,,,,3.3,47.4,59.5,43.1,20.1,50.9,62.9,15.3,,,25.5,52.6,7.6
2117,53115,MBG0095,GM0935,78.2,59.1,30.8,,,,,4.3,59.1,43.2,30.1,14.5,60.2,68.1,13.4,30.3,12.1,20.1,42.4,6.7
2118,53115,MBG0095,GM0420,82.2,52.9,29.2,,,,,3.6,50.6,58.6,40.5,22.3,55.8,67.6,16.0,,,22.9,40.8,12.0
2119,53115,MBG0095,GM0938,79.9,49.4,35.9,,,,,3.4,52.9,54.4,38.5,19.1,49.2,65.5,21.7,22.0,13.3,19.4,44.2,7.0
2120,53115,MBG0095,GM1948,80.1,49.9,32.7,,,,,1.6,53.4,52.5,37.5,17.2,53.3,68.6,15.9,29.4,14.6,20.2,37.5,7.9
2121,53115,MBG0095,GM0119,86.4,54.6,36.8,,,,,4.3,56.0,56.5,41.5,20.2,59.0,67.3,14.4,,,24.4,42.3,9.2
2122,53115,MBG0095,GM0687,78.6,48.0,36.2,,,,,5.0,57.2,51.3,38.7,16.5,58.3,62.9,18.0,,,22.8,52.6,6.5
2123,53115,MBG0095,GM1842,86.8,48.1,35.4,,,,,2.1,60.8,48.6,38.7,13.2,63.0,76.0,17.2,,,18.1,40.2,6.8
2124,53115,MBG0095,GM1731,80.3,47.8,34.5,,,,,4.1,46.1,64.7,46.4,23.7,49.8,62.4,17.3,,,18.3,46.9,10.7
2125,53115,MBG0095,GM1952,81.8,52.6,36.1,,,,,6.0,51.5,58.4,40.6,22.9,52.6,60.1,15.3,,,25.7,52.6,11.1
2126,53115,MBG0095,GM1709,76.9,48.7,41.5,,,,,4.1,47.8,65.2,44.6,26.4,47.9,63.7,27.3,,,28.5,49.5,7.2
2127,53115,MBG0095,GM1978,82.4,52.1,30.4,,,,,6.0,53.8,54.4,36.8,21.9,46.9,54.8,23.2,,,20.9,51.0,8.6
2128,53115,MBG0095,GM1955,79.6,54.3,37.2,,,,,4.1,48.5,59.7,36.3,28.0,48.9,61.8,24.3,,,19.5,44.8,7.5
2129,53115,MBG0095,GM0335,85.4,47.7,26.0,,,,,3.0,55.8,53.1,38.0,19.0,57.5,67.5,16.4,,,21.8,43.7,10.7
2130,53115,MBG0095,GM0944,86.1,52.2,37.0,,,,,2.7,62.2,48.4,38.2,13.9,60.8,74.6,20.6,,,13.1,50.6,6.2
2131,53115,MBG0095,GM1740,84.3,51.4,29.1,,,,,3.2,48.1,59.6,36.5,26.9,43.4,52.4,19.2,15.1,,21.9,55.4,8.3
2132,53115,MBG0095,GM0946,84.0,52.2,33.6,,,,,3.1,57.2,55.6,43.9,16.3,54.0,64.5,24.3,,,18.3,46.1,5.3
2133,53115,MBG0095,GM0356,76.4,55.4,35.0,,,,,2.4,52.4,52.4,36.4,18.3,48.5,63.0,16.2,30.3,12.8,18.6,53.7,4.7
2134,53115,MBG0095,GM0569,81.1,50.0,36.8,,,,,3.9,56.3,51.7,37.8,17.4,48.5,66.3,15.5,,,25.6,45.8,8.2
2135,53115,MBG0095,GM0267,86.5,47.2,32.4,,,,,3.8,55.5,54.3,39.9,18.6,59.2,68.8,14.4,,,22.7,46.4,8.5
2136,53115,MBG0095,GM0268,79.1,58.4,31.4,,,,,4.3,63.2,40.0,29.5,12.3,60.2,72.9,10.4,26.7,9.0,20.6,39.5,10.4
2137,53115,MBG0095,GM1930,72.9,54.1,39.4,,,,,1.9,44.3,60.4,35.9,27.1,40.6,56.8,15.7,31.5,13.3,23.4,51.9,4.3
2138,53115,MBG0095,GM1970,81.8,44.7,37.3,,,,,4.0,52.0,56.2,41.3,18.7,51.7,54.7,19.6,,,25.5,47.6,9.2
2139,53115,MBG0095,GM1695,78.2,49.2,42.8,,,,,4.3,51.6,59.4,42.7,22.0,55.7,62.3,18.3,,,20.5,49.8,11.9
2140,53115,MBG0095,GM1699,83.5,51.7,31.0,,,,,4.7,55.1,53.8,40.7,17.0,53.2,68.2,20.2,,,18.4,47.2,9.8
2141,53115,MBG0095,GM0171,80.7,45.0,33.2,,,,,4.4,49.6,56.6,39.7,20.0,49.1,58.8,16.1,27.4,11.5,21.7,47.8,7.8
