ID,BronTechniek,Energietoepassingen,Perioden,BrutoEindverbruik_1,BrutoEindverbruikRelatief_2
3894,E006671,E007028 ,1999JJ00,,
3895,E006671,E007028 ,2000JJ00,,
3896,E006671,E007028 ,2001JJ00,,
3897,E006671,E007028 ,2002JJ00,,
3898,E006671,E007028 ,2003JJ00,,
3899,E006671,E007028 ,2004JJ00,,
3900,E006671,E007028 ,2005JJ00,,
3901,E006671,E007028 ,2006JJ00,,
3902,E006671,E007028 ,2007JJ00,,
3903,E006671,E007028 ,2008JJ00,,
3904,E006671,E007028 ,2009JJ00,,
3905,E006671,E007028 ,2010JJ00,,
3906,E006671,E007028 ,2011JJ00,,
3907,E006671,E007028 ,2012JJ00,,
3908,E006671,E007028 ,2013JJ00,,
3909,E006671,E007028 ,2014JJ00,,
3910,E006671,E007028 ,2015JJ00,,
3911,E006671,E007028 ,2016JJ00,,
3912,E006671,E007028 ,2017JJ00,,
3913,E006671,E007028 ,2018JJ00,,
3914,E006671,E007028 ,2019JJ00,,
3915,E006671,E007028 ,2020JJ00,,
3916,E006671,E007028 ,2021JJ00,,
3917,E006671,E007028 ,2022JJ00,,
3918,E006671,E007028 ,2023JJ00,,
3919,E006671,E007028 ,2024JJ00,,
3920,E006583,E007022 ,1990JJ00,2084.0,0.11
3921,E006583,E007022 ,1991JJ00,2557.0,0.13
3922,E006583,E007022 ,1992JJ00,3022.0,0.16
3923,E006583,E007022 ,1993JJ00,3354.0,0.17
3924,E006583,E007022 ,1994JJ00,3593.0,0.18
3925,E006583,E007022 ,1995JJ00,3733.0,0.18
3926,E006583,E007022 ,1996JJ00,3876.0,0.18
3927,E006583,E007022 ,1997JJ00,3765.0,0.18
3928,E006583,E007022 ,1998JJ00,3614.0,0.17
3929,E006583,E007022 ,1999JJ00,3773.0,0.18
3930,E006583,E007022 ,2000JJ00,3830.0,0.18
3931,E006583,E007022 ,2001JJ00,3920.0,0.18
3932,E006583,E007022 ,2002JJ00,3916.0,0.18
3933,E006583,E007022 ,2003JJ00,3835.0,0.17
3934,E006583,E007022 ,2004JJ00,3937.0,0.17
3935,E006583,E007022 ,2005JJ00,3752.0,0.16
3936,E006583,E007022 ,2006JJ00,4121.0,0.18
3937,E006583,E007022 ,2007JJ00,4658.0,0.21
3938,E006583,E007022 ,2008JJ00,5861.0,0.26
3939,E006583,E007022 ,2009JJ00,7047.0,0.32
3940,E006583,E007022 ,2010JJ00,8040.0,0.34
3941,E006583,E007022 ,2011JJ00,8184.0,0.37
3942,E006583,E007022 ,2012JJ00,8774.0,0.4
3943,E006583,E007022 ,2013JJ00,9601.0,0.44
3944,E006583,E007022 ,2014JJ00,10239.0,0.51
3945,E006583,E007022 ,2015JJ00,10903.0,0.53
3946,E006583,E007022 ,2016JJ00,10575.0,0.51
3947,E006583,E007022 ,2017JJ00,10554.0,0.5
3948,E006583,E007022 ,2018JJ00,11295.0,0.53
3949,E006583,E007022 ,2019JJ00,12489.0,0.6
3950,E006583,E007022 ,2020JJ00,14486.0,0.75
3951,E006583,E007022 ,2021JJ00,11392.0,0.57
3952,E006583,E007022 ,2022JJ00,7900.0,0.43
3953,E006583,E007022 ,2023JJ00,8340.0,0.47
3954,E006583,E007022 ,2024JJ00,8132.0,0.45
3955,E006583,E006607 ,1990JJ00,339.0,0.02
3956,E006583,E006607 ,1991JJ00,450.0,0.02
3957,E006583,E006607 ,1992JJ00,519.0,0.03
3958,E006583,E006607 ,1993JJ00,700.0,0.04
3959,E006583,E006607 ,1994JJ00,856.0,0.04
3960,E006583,E006607 ,1995JJ00,957.0,0.05
3961,E006583,E006607 ,1996JJ00,1019.0,0.05
3962,E006583,E006607 ,1997JJ00,1005.0,0.05
3963,E006583,E006607 ,1998JJ00,976.0,0.05
3964,E006583,E006607 ,1999JJ00,1058.0,0.05
3965,E006583,E006607 ,2000JJ00,1097.0,0.05
3966,E006583,E006607 ,2001JJ00,1180.0,0.05
3967,E006583,E006607 ,2002JJ00,1254.0,0.06
3968,E006583,E006607 ,2003JJ00,1219.0,0.06
3969,E006583,E006607 ,2004JJ00,1115.0,0.05
3970,E006583,E006607 ,2005JJ00,1123.0,0.05
3971,E006583,E006607 ,2006JJ00,1365.0,0.06
3972,E006583,E006607 ,2007JJ00,1905.0,0.08
3973,E006583,E006607 ,2008JJ00,2702.0,0.12
3974,E006583,E006607 ,2009JJ00,3362.0,0.15
3975,E006583,E006607 ,2010JJ00,3757.0,0.16
3976,E006583,E006607 ,2011JJ00,3762.0,0.17
3977,E006583,E006607 ,2012JJ00,3710.0,0.17
3978,E006583,E006607 ,2013JJ00,3701.0,0.17
3979,E006583,E006607 ,2014JJ00,3876.0,0.19
3980,E006583,E006607 ,2015JJ00,4068.0,0.2
3981,E006583,E006607 ,2016JJ00,3954.0,0.19
3982,E006583,E006607 ,2017JJ00,3792.0,0.18
3983,E006583,E006607 ,2018JJ00,3693.0,0.17
3984,E006583,E006607 ,2019JJ00,3930.0,0.19
3985,E006583,E006607 ,2020JJ00,4113.0,0.21
3986,E006583,E006607 ,2021JJ00,2720.0,0.14
3987,E006583,E006607 ,2022JJ00,1405.0,0.08
3988,E006583,E006607 ,2023JJ00,1357.0,0.08
3989,E006583,E006607 ,2024JJ00,1221.0,0.07
3990,E006583,E006608 ,1990JJ00,1745.0,0.1
3991,E006583,E006608 ,1991JJ00,2108.0,0.11
3992,E006583,E006608 ,1992JJ00,2503.0,0.13
3993,E006583,E006608 ,1993JJ00,2654.0,0.13
3994,E006583,E006608 ,1994JJ00,2737.0,0.14
3995,E006583,E006608 ,1995JJ00,2776.0,0.14
3996,E006583,E006608 ,1996JJ00,2857.0,0.13
3997,E006583,E006608 ,1997JJ00,2760.0,0.13
3998,E006583,E006608 ,1998JJ00,2637.0,0.12
3999,E006583,E006608 ,1999JJ00,2714.0,0.13
4000,E006583,E006608 ,2000JJ00,2733.0,0.13
4001,E006583,E006608 ,2001JJ00,2741.0,0.13
4002,E006583,E006608 ,2002JJ00,2663.0,0.12
4003,E006583,E006608 ,2003JJ00,2616.0,0.12
4004,E006583,E006608 ,2004JJ00,2822.0,0.12
4005,E006583,E006608 ,2005JJ00,2629.0,0.11
4006,E006583,E006608 ,2006JJ00,2756.0,0.12
4007,E006583,E006608 ,2007JJ00,2753.0,0.12
4008,E006583,E006608 ,2008JJ00,3159.0,0.14
4009,E006583,E006608 ,2009JJ00,3685.0,0.17
4010,E006583,E006608 ,2010JJ00,4283.0,0.18
4011,E006583,E006608 ,2011JJ00,4075.0,0.19
4012,E006583,E006608 ,2012JJ00,4717.0,0.21
4013,E006583,E006608 ,2013JJ00,5594.0,0.25
4014,E006583,E006608 ,2014JJ00,6081.0,0.3
4015,E006583,E006608 ,2015JJ00,6656.0,0.33
4016,E006583,E006608 ,2016JJ00,6437.0,0.31
4017,E006583,E006608 ,2017JJ00,6533.0,0.31
4018,E006583,E006608 ,2018JJ00,7294.0,0.34
4019,E006583,E006608 ,2019JJ00,7777.0,0.37
4020,E006583,E006608 ,2020JJ00,8923.0,0.46
4021,E006583,E006608 ,2021JJ00,6965.0,0.35
4022,E006583,E006608 ,2022JJ00,4790.0,0.26
4023,E006583,E006608 ,2023JJ00,5429.0,0.3
4024,E006583,E006608 ,2024JJ00,5330.0,0.3
4025,E006583,E007028 ,1990JJ00,0.0,0.0
4026,E006583,E007028 ,1991JJ00,0.0,0.0
4027,E006583,E007028 ,1992JJ00,0.0,0.0
4028,E006583,E007028 ,1993JJ00,0.0,0.0
4029,E006583,E007028 ,1994JJ00,0.0,0.0
4030,E006583,E007028 ,1995JJ00,0.0,0.0
4031,E006583,E007028 ,1996JJ00,0.0,0.0
4032,E006583,E007028 ,1997JJ00,0.0,0.0
4033,E006583,E007028 ,1998JJ00,0.0,0.0
4034,E006583,E007028 ,1999JJ00,0.0,0.0
4035,E006583,E007028 ,2000JJ00,0.0,0.0
4036,E006583,E007028 ,2001JJ00,0.0,0.0
4037,E006583,E007028 ,2002JJ00,0.0,0.0
4038,E006583,E007028 ,2003JJ00,0.0,0.0
4039,E006583,E007028 ,2004JJ00,0.0,0.0
4040,E006583,E007028 ,2005JJ00,0.0,0.0
4041,E006583,E007028 ,2006JJ00,0.0,0.0
4042,E006583,E007028 ,2007JJ00,0.0,0.0
4043,E006583,E007028 ,2008JJ00,0.0,0.0
4044,E006583,E007028 ,2009JJ00,0.0,0.0
4045,E006583,E007028 ,2010JJ00,0.0,0.0
4046,E006583,E007028 ,2011JJ00,347.0,0.02
4047,E006583,E007028 ,2012JJ00,347.0,0.02
4048,E006583,E007028 ,2013JJ00,306.0,0.01
4049,E006583,E007028 ,2014JJ00,282.0,0.01
4050,E006583,E007028 ,2015JJ00,179.0,0.01
4051,E006583,E007028 ,2016JJ00,184.0,0.01
4052,E006583,E007028 ,2017JJ00,230.0,0.01
4053,E006583,E007028 ,2018JJ00,308.0,0.01
4054,E006583,E007028 ,2019JJ00,781.0,0.04
4055,E006583,E007028 ,2020JJ00,1449.0,0.07
4056,E006583,E007028 ,2021JJ00,1707.0,0.09
4057,E006583,E007028 ,2022JJ00,1705.0,0.09
4058,E006583,E007028 ,2023JJ00,1553.0,0.09
4059,E006583,E007028 ,2024JJ00,1581.0,0.09
4060,E006673,E007022 ,1990JJ00,227.0,0.01
4061,E006673,E007022 ,1991JJ00,431.0,0.02
4062,E006673,E007022 ,1992JJ00,942.0,0.05
4063,E006673,E007022 ,1993JJ00,1057.0,0.05
4064,E006673,E007022 ,1994JJ00,1184.0,0.06
4065,E006673,E007022 ,1995JJ00,1256.0,0.06
4066,E006673,E007022 ,1996JJ00,1323.0,0.06
4067,E006673,E007022 ,1997JJ00,1057.0,0.05
4068,E006673,E007022 ,1998JJ00,1094.0,0.05
4069,E006673,E007022 ,1999JJ00,1121.0,0.05
4070,E006673,E007022 ,2000JJ00,1113.0,0.05
4071,E006673,E007022 ,2001JJ00,1059.0,0.05
4072,E006673,E007022 ,2002JJ00,1106.0,0.05
4073,E006673,E007022 ,2003JJ00,944.0,0.04
4074,E006673,E007022 ,2004JJ00,903.0,0.04
4075,E006673,E007022 ,2005JJ00,884.0,0.04
4076,E006673,E007022 ,2006JJ00,846.0,0.04
4077,E006673,E007022 ,2007JJ00,805.0,0.04
4078,E006673,E007022 ,2008JJ00,808.0,0.04
4079,E006673,E007022 ,2009JJ00,726.0,0.03
4080,E006673,E007022 ,2010JJ00,659.0,0.03
4081,E006673,E007022 ,2011JJ00,651.0,0.03
4082,E006673,E007022 ,2012JJ00,552.0,0.03
4083,E006673,E007022 ,2013JJ00,463.0,0.02
4084,E006673,E007022 ,2014JJ00,443.0,0.02
4085,E006673,E007022 ,2015JJ00,386.0,0.02
4086,E006673,E007022 ,2016JJ00,307.0,0.01
4087,E006673,E007022 ,2017JJ00,350.0,0.02
4088,E006673,E007022 ,2018JJ00,279.0,0.01
4089,E006673,E007022 ,2019JJ00,296.0,0.01
4090,E006673,E007022 ,2020JJ00,263.0,0.01
4091,E006673,E007022 ,2021JJ00,255.0,0.01
4092,E006673,E007022 ,2022JJ00,264.0,0.01
4093,E006673,E007022 ,2023JJ00,205.0,0.01
4094,E006673,E007022 ,2024JJ00,169.0,0.01
4095,E006673,E006607 ,1990JJ00,70.0,0.0
4096,E006673,E006607 ,1991JJ00,122.0,0.01
4097,E006673,E006607 ,1992JJ00,170.0,0.01
4098,E006673,E006607 ,1993JJ00,333.0,0.02
4099,E006673,E006607 ,1994JJ00,490.0,0.02
4100,E006673,E006607 ,1995JJ00,551.0,0.03
4101,E006673,E006607 ,1996JJ00,615.0,0.03
4102,E006673,E006607 ,1997JJ00,567.0,0.03
4103,E006673,E006607 ,1998JJ00,589.0,0.03
4104,E006673,E006607 ,1999JJ00,615.0,0.03
4105,E006673,E006607 ,2000JJ00,638.0,0.03
4106,E006673,E006607 ,2001JJ00,655.0,0.03
4107,E006673,E006607 ,2002JJ00,708.0,0.03
4108,E006673,E006607 ,2003JJ00,657.0,0.03
4109,E006673,E006607 ,2004JJ00,558.0,0.02
4110,E006673,E006607 ,2005JJ00,533.0,0.02
4111,E006673,E006607 ,2006JJ00,519.0,0.02
4112,E006673,E006607 ,2007JJ00,477.0,0.02
4113,E006673,E006607 ,2008JJ00,455.0,0.02
4114,E006673,E006607 ,2009JJ00,425.0,0.02
4115,E006673,E006607 ,2010JJ00,392.0,0.02
4116,E006673,E006607 ,2011JJ00,314.0,0.01
4117,E006673,E006607 ,2012JJ00,267.0,0.01
4118,E006673,E006607 ,2013JJ00,217.0,0.01
4119,E006673,E006607 ,2014JJ00,197.0,0.01
4120,E006673,E006607 ,2015JJ00,180.0,0.01
4121,E006673,E006607 ,2016JJ00,144.0,0.01
4122,E006673,E006607 ,2017JJ00,131.0,0.01
4123,E006673,E006607 ,2018JJ00,103.0,0.0
4124,E006673,E006607 ,2019JJ00,99.0,0.0
4125,E006673,E006607 ,2020JJ00,74.0,0.0
4126,E006673,E006607 ,2021JJ00,69.0,0.0
4127,E006673,E006607 ,2022JJ00,73.0,0.0
4128,E006673,E006607 ,2023JJ00,84.0,0.0
4129,E006673,E006607 ,2024JJ00,76.0,0.0
4130,E006673,E006608 ,1990JJ00,157.0,0.01
4131,E006673,E006608 ,1991JJ00,309.0,0.02
4132,E006673,E006608 ,1992JJ00,771.0,0.04
4133,E006673,E006608 ,1993JJ00,724.0,0.04
4134,E006673,E006608 ,1994JJ00,693.0,0.04
4135,E006673,E006608 ,1995JJ00,705.0,0.03
4136,E006673,E006608 ,1996JJ00,708.0,0.03
4137,E006673,E006608 ,1997JJ00,490.0,0.02
4138,E006673,E006608 ,1998JJ00,506.0,0.02
4139,E006673,E006608 ,1999JJ00,506.0,0.02
4140,E006673,E006608 ,2000JJ00,475.0,0.02
4141,E006673,E006608 ,2001JJ00,405.0,0.02
4142,E006673,E006608 ,2002JJ00,397.0,0.02
4143,E006673,E006608 ,2003JJ00,287.0,0.01
4144,E006673,E006608 ,2004JJ00,344.0,0.01
4145,E006673,E006608 ,2005JJ00,351.0,0.02
4146,E006673,E006608 ,2006JJ00,326.0,0.01
4147,E006673,E006608 ,2007JJ00,328.0,0.01
4148,E006673,E006608 ,2008JJ00,353.0,0.02
4149,E006673,E006608 ,2009JJ00,302.0,0.01
4150,E006673,E006608 ,2010JJ00,267.0,0.01
4151,E006673,E006608 ,2011JJ00,136.0,0.01
4152,E006673,E006608 ,2012JJ00,187.0,0.01
4153,E006673,E006608 ,2013JJ00,210.0,0.01
4154,E006673,E006608 ,2014JJ00,212.0,0.01
4155,E006673,E006608 ,2015JJ00,193.0,0.01
4156,E006673,E006608 ,2016JJ00,153.0,0.01
4157,E006673,E006608 ,2017JJ00,208.0,0.01
4158,E006673,E006608 ,2018JJ00,165.0,0.01
4159,E006673,E006608 ,2019JJ00,171.0,0.01
4160,E006673,E006608 ,2020JJ00,154.0,0.01
4161,E006673,E006608 ,2021JJ00,143.0,0.01
4162,E006673,E006608 ,2022JJ00,156.0,0.01
4163,E006673,E006608 ,2023JJ00,109.0,0.01
4164,E006673,E006608 ,2024JJ00,84.0,0.0
4165,E006673,E007028 ,1990JJ00,0.0,0.0
4166,E006673,E007028 ,1991JJ00,0.0,0.0
4167,E006673,E007028 ,1992JJ00,0.0,0.0
4168,E006673,E007028 ,1993JJ00,0.0,0.0
4169,E006673,E007028 ,1994JJ00,0.0,0.0
4170,E006673,E007028 ,1995JJ00,0.0,0.0
4171,E006673,E007028 ,1996JJ00,0.0,0.0
4172,E006673,E007028 ,1997JJ00,0.0,0.0
4173,E006673,E007028 ,1998JJ00,0.0,0.0
4174,E006673,E007028 ,1999JJ00,0.0,0.0
4175,E006673,E007028 ,2000JJ00,0.0,0.0
4176,E006673,E007028 ,2001JJ00,0.0,0.0
4177,E006673,E007028 ,2002JJ00,0.0,0.0
4178,E006673,E007028 ,2003JJ00,0.0,0.0
4179,E006673,E007028 ,2004JJ00,0.0,0.0
4180,E006673,E007028 ,2005JJ00,0.0,0.0
4181,E006673,E007028 ,2006JJ00,0.0,0.0
4182,E006673,E007028 ,2007JJ00,0.0,0.0
4183,E006673,E007028 ,2008JJ00,0.0,0.0
4184,E006673,E007028 ,2009JJ00,0.0,0.0
4185,E006673,E007028 ,2010JJ00,0.0,0.0
4186,E006673,E007028 ,2011JJ00,202.0,0.01
4187,E006673,E007028 ,2012JJ00,98.0,0.0
4188,E006673,E007028 ,2013JJ00,35.0,0.0
4189,E006673,E007028 ,2014JJ00,33.0,0.0
4190,E006673,E007028 ,2015JJ00,13.0,0.0
4191,E006673,E007028 ,2016JJ00,10.0,0.0
4192,E006673,E007028 ,2017JJ00,12.0,0.0
4193,E006673,E007028 ,2018JJ00,12.0,0.0
4194,E006673,E007028 ,2019JJ00,25.0,0.0
4195,E006673,E007028 ,2020JJ00,35.0,0.0
4196,E006673,E007028 ,2021JJ00,43.0,0.0
4197,E006673,E007028 ,2022JJ00,35.0,0.0
4198,E006673,E007028 ,2023JJ00,12.0,0.0
4199,E006673,E007028 ,2024JJ00,10.0,0.0
4200,E006674,E007022 ,1990JJ00,1396.0,0.07
4201,E006674,E007022 ,1991JJ00,1573.0,0.08
4202,E006674,E007022 ,1992JJ00,1471.0,0.08
4203,E006674,E007022 ,1993JJ00,1668.0,0.08
4204,E006674,E007022 ,1994JJ00,1668.0,0.08
4205,E006674,E007022 ,1995JJ00,1660.0,0.08
4206,E006674,E007022 ,1996JJ00,1668.0,0.08
4207,E006674,E007022 ,1997JJ00,1761.0,0.08
4208,E006674,E007022 ,1998JJ00,1628.0,0.08
4209,E006674,E007022 ,1999JJ00,1725.0,0.08
4210,E006674,E007022 ,2000JJ00,1760.0,0.08
4211,E006674,E007022 ,2001JJ00,1889.0,0.09
4212,E006674,E007022 ,2002JJ00,1840.0,0.09
4213,E006674,E007022 ,2003JJ00,1816.0,0.08
4214,E006674,E007022 ,2004JJ00,1873.0,0.08
4215,E006674,E007022 ,2005JJ00,1750.0,0.08
4216,E006674,E007022 ,2006JJ00,1737.0,0.08
4217,E006674,E007022 ,2007JJ00,1733.0,0.08
4218,E006674,E007022 ,2008JJ00,1802.0,0.08
4219,E006674,E007022 ,2009JJ00,1821.0,0.08
4220,E006674,E007022 ,2010JJ00,1848.0,0.08
4221,E006674,E007022 ,2011JJ00,1920.0,0.09
4222,E006674,E007022 ,2012JJ00,1948.0,0.09
4223,E006674,E007022 ,2013JJ00,2040.0,0.09
4224,E006674,E007022 ,2014JJ00,2013.0,0.1
4225,E006674,E007022 ,2015JJ00,1948.0,0.1
4226,E006674,E007022 ,2016JJ00,2059.0,0.1
4227,E006674,E007022 ,2017JJ00,1991.0,0.09
4228,E006674,E007022 ,2018JJ00,2073.0,0.1
4229,E006674,E007022 ,2019JJ00,2186.0,0.11
4230,E006674,E007022 ,2020JJ00,2498.0,0.13
4231,E006674,E007022 ,2021JJ00,2326.0,0.12
4232,E006674,E007022 ,2022JJ00,2081.0,0.11
4233,E006674,E007022 ,2023JJ00,2218.0,0.12
4234,E006674,E007022 ,2024JJ00,2209.0,0.12
4235,E006674,E006607 ,1990JJ00,254.0,0.01
4236,E006674,E006607 ,1991JJ00,313.0,0.02
4237,E006674,E006607 ,1992JJ00,330.0,0.02
4238,E006674,E006607 ,1993JJ00,341.0,0.02
4239,E006674,E006607 ,1994JJ00,355.0,0.02
4240,E006674,E006607 ,1995JJ00,382.0,0.02
4241,E006674,E006607 ,1996JJ00,368.0,0.02
4242,E006674,E006607 ,1997JJ00,408.0,0.02
4243,E006674,E006607 ,1998JJ00,352.0,0.02
4244,E006674,E006607 ,1999JJ00,393.0,0.02
4245,E006674,E006607 ,2000JJ00,398.0,0.02
4246,E006674,E006607 ,2001JJ00,465.0,0.02
4247,E006674,E006607 ,2002JJ00,468.0,0.02
4248,E006674,E006607 ,2003JJ00,463.0,0.02
4249,E006674,E006607 ,2004JJ00,477.0,0.02
4250,E006674,E006607 ,2005JJ00,444.0,0.02
4251,E006674,E006607 ,2006JJ00,475.0,0.02
4252,E006674,E006607 ,2007JJ00,515.0,0.02
4253,E006674,E006607 ,2008JJ00,540.0,0.02
4254,E006674,E006607 ,2009JJ00,542.0,0.02
4255,E006674,E006607 ,2010JJ00,590.0,0.02
4256,E006674,E006607 ,2011JJ00,623.0,0.03
4257,E006674,E006607 ,2012JJ00,664.0,0.03
4258,E006674,E006607 ,2013JJ00,699.0,0.03
4259,E006674,E006607 ,2014JJ00,725.0,0.04
4260,E006674,E006607 ,2015JJ00,743.0,0.04
4261,E006674,E006607 ,2016JJ00,749.0,0.04
4262,E006674,E006607 ,2017JJ00,706.0,0.03
4263,E006674,E006607 ,2018JJ00,714.0,0.03
4264,E006674,E006607 ,2019JJ00,745.0,0.04
4265,E006674,E006607 ,2020JJ00,783.0,0.04
4266,E006674,E006607 ,2021JJ00,719.0,0.04
4267,E006674,E006607 ,2022JJ00,665.0,0.04
4268,E006674,E006607 ,2023JJ00,662.0,0.04
4269,E006674,E006607 ,2024JJ00,658.0,0.04
4270,E006674,E006608 ,1990JJ00,1142.0,0.06
4271,E006674,E006608 ,1991JJ00,1260.0,0.06
4272,E006674,E006608 ,1992JJ00,1141.0,0.06
4273,E006674,E006608 ,1993JJ00,1327.0,0.07
4274,E006674,E006608 ,1994JJ00,1314.0,0.07
4275,E006674,E006608 ,1995JJ00,1278.0,0.06
4276,E006674,E006608 ,1996JJ00,1300.0,0.06
4277,E006674,E006608 ,1997JJ00,1353.0,0.06
4278,E006674,E006608 ,1998JJ00,1276.0,0.06
4279,E006674,E006608 ,1999JJ00,1332.0,0.06
4280,E006674,E006608 ,2000JJ00,1361.0,0.06
4281,E006674,E006608 ,2001JJ00,1424.0,0.07
4282,E006674,E006608 ,2002JJ00,1372.0,0.06
4283,E006674,E006608 ,2003JJ00,1353.0,0.06
4284,E006674,E006608 ,2004JJ00,1395.0,0.06
4285,E006674,E006608 ,2005JJ00,1306.0,0.06
4286,E006674,E006608 ,2006JJ00,1262.0,0.06
4287,E006674,E006608 ,2007JJ00,1218.0,0.05
4288,E006674,E006608 ,2008JJ00,1262.0,0.06
4289,E006674,E006608 ,2009JJ00,1279.0,0.06
4290,E006674,E006608 ,2010JJ00,1258.0,0.05
4291,E006674,E006608 ,2011JJ00,1297.0,0.06
4292,E006674,E006608 ,2012JJ00,1284.0,0.06
4293,E006674,E006608 ,2013JJ00,1341.0,0.06
4294,E006674,E006608 ,2014JJ00,1288.0,0.06
4295,E006674,E006608 ,2015JJ00,1205.0,0.06
4296,E006674,E006608 ,2016JJ00,1311.0,0.06
4297,E006674,E006608 ,2017JJ00,1285.0,0.06
4298,E006674,E006608 ,2018JJ00,1353.0,0.06
4299,E006674,E006608 ,2019JJ00,1421.0,0.07
4300,E006674,E006608 ,2020JJ00,1649.0,0.08
4301,E006674,E006608 ,2021JJ00,1467.0,0.07
4302,E006674,E006608 ,2022JJ00,1295.0,0.07
4303,E006674,E006608 ,2023JJ00,1450.0,0.08
4304,E006674,E006608 ,2024JJ00,1449.0,0.08
4305,E006674,E007028 ,1990JJ00,,
4306,E006674,E007028 ,1991JJ00,,
4307,E006674,E007028 ,1992JJ00,,
4308,E006674,E007028 ,1993JJ00,,
4309,E006674,E007028 ,1994JJ00,,
4310,E006674,E007028 ,1995JJ00,,
4311,E006674,E007028 ,1996JJ00,,
4312,E006674,E007028 ,1997JJ00,,
4313,E006674,E007028 ,1998JJ00,,
4314,E006674,E007028 ,1999JJ00,,
4315,E006674,E007028 ,2000JJ00,,
4316,E006674,E007028 ,2001JJ00,,
4317,E006674,E007028 ,2002JJ00,,
4318,E006674,E007028 ,2003JJ00,,
4319,E006674,E007028 ,2004JJ00,,
4320,E006674,E007028 ,2005JJ00,,
4321,E006674,E007028 ,2006JJ00,,
4322,E006674,E007028 ,2007JJ00,,
4323,E006674,E007028 ,2008JJ00,,
4324,E006674,E007028 ,2009JJ00,,
4325,E006674,E007028 ,2010JJ00,,
4326,E006674,E007028 ,2011JJ00,,
4327,E006674,E007028 ,2012JJ00,,
4328,E006674,E007028 ,2013JJ00,,
4329,E006674,E007028 ,2014JJ00,,
4330,E006674,E007028 ,2015JJ00,,
4331,E006674,E007028 ,2016JJ00,,
4332,E006674,E007028 ,2017JJ00,,
4333,E006674,E007028 ,2018JJ00,7.0,0.0
4334,E006674,E007028 ,2019JJ00,19.0,0.0
4335,E006674,E007028 ,2020JJ00,65.0,0.0
4336,E006674,E007028 ,2021JJ00,140.0,0.01
4337,E006674,E007028 ,2022JJ00,120.0,0.01
4338,E006674,E007028 ,2023JJ00,106.0,0.01
4339,E006674,E007028 ,2024JJ00,102.0,0.01
4340,E006675,E007022 ,1990JJ00,,
4341,E006675,E007022 ,1991JJ00,,
4342,E006675,E007022 ,1992JJ00,,
4343,E006675,E007022 ,1993JJ00,,
4344,E006675,E007022 ,1994JJ00,,
4345,E006675,E007022 ,1995JJ00,,
4346,E006675,E007022 ,1996JJ00,,
4347,E006675,E007022 ,1997JJ00,,
4348,E006675,E007022 ,1998JJ00,,
4349,E006675,E007022 ,1999JJ00,,
4350,E006675,E007022 ,2000JJ00,,
4351,E006675,E007022 ,2001JJ00,,
4352,E006675,E007022 ,2002JJ00,,
4353,E006675,E007022 ,2003JJ00,,
4354,E006675,E007022 ,2004JJ00,,
4355,E006675,E007022 ,2005JJ00,50.0,0.0
4356,E006675,E007022 ,2006JJ00,275.0,0.01
4357,E006675,E007022 ,2007JJ00,884.0,0.04
4358,E006675,E007022 ,2008JJ00,1879.0,0.08
4359,E006675,E007022 ,2009JJ00,2870.0,0.13
4360,E006675,E007022 ,2010JJ00,3402.0,0.14
4361,E006675,E007022 ,2011JJ00,3334.0,0.15
4362,E006675,E007022 ,2012JJ00,3663.0,0.17
4363,E006675,E007022 ,2013JJ00,3689.0,0.17
4364,E006675,E007022 ,2014JJ00,3903.0,0.19
4365,E006675,E007022 ,2015JJ00,4291.0,0.21
4366,E006675,E007022 ,2016JJ00,4194.0,0.2
4367,E006675,E007022 ,2017JJ00,4084.0,0.19
4368,E006675,E007022 ,2018JJ00,4474.0,0.21
4369,E006675,E007022 ,2019JJ00,5059.0,0.24
4370,E006675,E007022 ,2020JJ00,6101.0,0.31
4371,E006675,E007022 ,2021JJ00,4776.0,0.24
4372,E006675,E007022 ,2022JJ00,2764.0,0.15
4373,E006675,E007022 ,2023JJ00,3161.0,0.18
4374,E006675,E007022 ,2024JJ00,3067.0,0.17
4375,E006675,E006607 ,1990JJ00,,
4376,E006675,E006607 ,1991JJ00,,
4377,E006675,E006607 ,1992JJ00,,
4378,E006675,E006607 ,1993JJ00,,
4379,E006675,E006607 ,1994JJ00,,
4380,E006675,E006607 ,1995JJ00,,
4381,E006675,E006607 ,1996JJ00,,
4382,E006675,E006607 ,1997JJ00,,
4383,E006675,E006607 ,1998JJ00,,
4384,E006675,E006607 ,1999JJ00,,
4385,E006675,E006607 ,2000JJ00,,
4386,E006675,E006607 ,2001JJ00,,
4387,E006675,E006607 ,2002JJ00,,
4388,E006675,E006607 ,2003JJ00,,
4389,E006675,E006607 ,2004JJ00,,
4390,E006675,E006607 ,2005JJ00,32.0,0.0
4391,E006675,E006607 ,2006JJ00,213.0,0.01
4392,E006675,E006607 ,2007JJ00,673.0,0.03
4393,E006675,E006607 ,2008JJ00,1332.0,0.06
4394,E006675,E006607 ,2009JJ00,1901.0,0.09
4395,E006675,E006607 ,2010JJ00,2069.0,0.09
4396,E006675,E006607 ,2011JJ00,2024.0,0.09
4397,E006675,E006607 ,2012JJ00,1981.0,0.09
4398,E006675,E006607 ,2013JJ00,1891.0,0.09
4399,E006675,E006607 ,2014JJ00,1890.0,0.09
4400,E006675,E006607 ,2015JJ00,1992.0,0.1
4401,E006675,E006607 ,2016JJ00,1887.0,0.09
