ID,Regiokenmerken,Gebruiksfunctie,Woningtype,Perioden,NieuwbouwTotaal_1,k_10KwantielDoorlooptijdMaanden_2,k_25KwantielDoorlooptijdMaanden_3,MediaanDoorlooptijdMaanden_4,k_75KwantielDoorlooptijdMaanden_5,k_90KwantielDoorlooptijdMaanden_6,GemiddeldeDoorlooptijdMaanden_7
1100,PV21   ,T001419,ZW10340,2015KW01,119.0,13.4,17.4,17.4,17.4,17.4,16.7
1101,PV21   ,T001419,ZW10340,2015KW02,94.0,14.8,14.8,14.8,47.7,47.7,26.0
1102,PV21   ,T001419,ZW10340,2015KW03,170.0,11.4,11.4,11.4,18.5,25.5,16.3
1103,PV21   ,T001419,ZW10340,2015KW04,214.0,3.7,9.2,13.4,23.2,26.1,15.3
1104,PV21   ,T001419,ZW10340,2015JJ00,597.0,9.2,11.4,13.9,23.2,25.5,16.6
1105,PV21   ,T001419,ZW10340,2016KW01,67.0,10.4,16.8,16.8,16.8,31.7,18.6
1106,PV21   ,T001419,ZW10340,2016KW02,33.0,9.6,14.7,14.7,17.2,18.5,16.3
1107,PV21   ,T001419,ZW10340,2016KW03,166.0,7.6,7.6,14.3,74.8,76.0,31.3
1108,PV21   ,T001419,ZW10340,2016KW04,155.0,12.7,12.7,17.0,18.6,23.0,17.9
1109,PV21   ,T001419,ZW10340,2016JJ00,421.0,7.6,12.7,15.5,19.0,74.8,22.9
1110,PV21   ,T001419,ZW10340,2017KW01,180.0,10.3,10.8,33.2,55.4,55.4,33.2
1111,PV21   ,T001419,ZW10340,2017KW02,110.0,7.2,8.9,13.3,21.8,59.4,20.6
1112,PV21   ,T001419,ZW10340,2017KW03,312.0,11.0,12.2,21.8,56.9,56.9,28.3
1113,PV21   ,T001419,ZW10340,2017KW04,109.0,4.2,4.2,13.1,17.6,17.6,12.1
1114,PV21   ,T001419,ZW10340,2017JJ00,711.0,8.9,10.8,17.6,55.4,56.9,26.2
1115,PV21   ,T001419,ZW10340,2018KW01,48.0,9.1,9.1,9.1,13.8,18.9,12.6
1116,PV21   ,T001419,ZW10340,2018KW02,123.0,8.7,10.3,12.9,16.8,21.7,15.4
1117,PV21   ,T001419,ZW10340,2018KW03,207.0,11.5,11.8,14.9,32.1,32.1,20.6
1118,PV21   ,T001419,ZW10340,2018KW04,144.0,10.4,10.4,16.8,23.9,36.2,20.5
1119,PV21   ,T001419,ZW10340,2018JJ00,522.0,9.1,10.4,14.9,21.7,32.1,18.8
1120,PV21   ,T001419,ZW10340,2019KW01,91.0,8.0,9.4,15.3,17.6,20.9,16.0
1121,PV21   ,T001419,ZW10340,2019KW02,159.0,10.5,11.7,12.2,18.7,18.7,15.3
1122,PV21   ,T001419,ZW10340,2019KW03,239.0,13.7,15.0,22.7,24.1,24.1,19.4
1123,PV21   ,T001419,ZW10340,2019KW04,151.0,11.7,13.5,17.8,26.2,30.2,18.7
1124,PV21   ,T001419,ZW10340,2019JJ00,640.0,10.5,13.5,16.6,22.7,24.1,17.8
1125,PV21   ,T001419,ZW10340,2020KW01,77.0,15.2,15.2,15.7,20.4,20.4,23.1
1126,PV21   ,T001419,ZW10340,2020KW02,142.0,14.5,16.3,17.5,18.6,19.9,17.5
1127,PV21   ,T001419,ZW10340,2020KW03,305.0,7.5,10.5,15.2,22.0,30.2,17.7
1128,PV21   ,T001419,ZW10340,2020KW04,494.0,14.2,22.6,24.8,25.6,37.0,24.9
1129,PV21   ,T001419,ZW10340,2020JJ00,1018.0,12.2,15.2,21.9,25.3,34.8,21.7
1130,PV21   ,T001419,ZW10340,2021KW01,360.0,10.1,10.1,13.6,16.0,28.1,15.2
1131,PV21   ,T001419,ZW10340,2021KW02,188.0,7.1,10.4,18.5,22.2,24.8,16.7
1132,PV21   ,T001419,ZW10340,2021KW03,128.0,14.9,15.6,18.8,19.8,27.8,19.3
1133,PV21   ,T001419,ZW10340,2021KW04,361.0,7.4,9.7,18.4,19.0,22.8,16.8
1134,PV21   ,T001419,ZW10340,2021JJ00,1037.0,8.9,10.3,15.6,19.0,24.8,16.6
1135,PV21   ,T001419,ZW10340,2022KW01,378.0,20.3,26.7,38.8,41.4,41.4,32.8
1136,PV21   ,T001419,ZW10340,2022KW02,299.0,9.5,14.0,15.0,19.9,23.1,16.8
1137,PV21   ,T001419,ZW10340,2022KW03,108.0,10.7,12.6,15.5,19.4,19.9,15.3
1138,PV21   ,T001419,ZW10340,2022KW04,513.0,8.4,11.4,15.6,18.5,41.3,18.5
1139,PV21   ,T001419,ZW10340,2022JJ00,1298.0,9.1,13.5,17.1,31.2,41.4,22.2
1140,PV21   ,T001419,ZW10340,2023KW01,205.0,9.4,17.6,19.0,20.6,94.4,31.9
1141,PV21   ,T001419,ZW10340,2023KW02,258.0,8.6,16.7,16.8,22.2,24.5,17.7
1142,PV21   ,T001419,ZW10340,2023KW03,362.0,9.2,26.6,27.1,27.1,28.3,24.0
1143,PV21   ,T001419,ZW10340,2023KW04,246.0,7.6,7.6,14.6,25.0,30.7,16.7
1144,PV21   ,T001419,ZW10340,2023JJ00,1071.0,8.6,14.4,19.0,27.1,28.3,21.9
1145,PV21   ,T001419,ZW10340,2024KW01,191.0,7.8,19.0,21.7,28.7,30.3,21.9
1146,PV21   ,T001419,ZW10340,2024KW02,155.0,9.3,10.2,10.2,18.0,18.0,13.3
1147,PV21   ,T001419,ZW10340,2024KW03,530.0,10.8,11.3,16.8,22.7,25.1,16.9
1148,PV21   ,T001419,ZW10340,2024KW04,657.0,12.2,19.1,24.4,28.0,28.4,24.2
1149,PV21   ,T001419,ZW10340,2024JJ00,1533.0,10.2,11.3,19.2,25.0,28.4,20.3
1150,PV21   ,T001419,ZW10340,2025KW01,246.0,13.8,19.0,22.3,38.2,38.2,27.0
1151,PV21   ,T001419,ZW10340,2025KW02,146.0,12.6,19.9,27.6,28.4,28.4,23.1
1152,PV21   ,T001419,ZW10340,2025KW03,42.0,13.1,17.5,37.9,44.8,44.8,32.7
1153,PV21   ,T001419,ZW10340,2025KW04,,,,,,,
1154,PV21   ,T001419,ZW10340,2025JJ00,,,,,,,
1155,PV21   ,A045364,T001100,2015KW01,227.0,3.9,8.1,17.4,25.9,36.2,18.6
1156,PV21   ,A045364,T001100,2015KW02,258.0,7.4,10.1,14.7,20.6,30.4,16.5
1157,PV21   ,A045364,T001100,2015KW03,265.0,7.3,8.6,11.4,18.5,28.7,15.3
1158,PV21   ,A045364,T001100,2015KW04,597.0,4.6,8.8,12.4,16.6,23.2,13.4
1159,PV21   ,A045364,T001100,2015JJ00,1347.0,4.8,8.8,12.4,17.4,26.1,14.9
1160,PV21   ,A045364,T001100,2016KW01,180.0,9.5,10.6,12.6,16.8,21.6,14.9
1161,PV21   ,A045364,T001100,2016KW02,306.0,8.7,11.5,14.9,16.5,21.3,15.1
1162,PV21   ,A045364,T001100,2016KW03,474.0,7.1,9.4,14.9,19.8,59.1,20.7
1163,PV21   ,A045364,T001100,2016KW04,471.0,8.4,9.6,12.7,22.3,23.2,16.7
1164,PV21   ,A045364,T001100,2016JJ00,1431.0,8.4,9.9,14.4,19.1,24.4,17.5
1165,PV21   ,A045364,T001100,2017KW01,369.0,8.5,10.1,10.8,41.4,55.4,22.1
1166,PV21   ,A045364,T001100,2017KW02,387.0,7.3,8.5,9.4,13.8,20.9,13.3
1167,PV21   ,A045364,T001100,2017KW03,591.0,7.6,10.6,13.0,26.8,56.9,22.5
1168,PV21   ,A045364,T001100,2017KW04,381.0,8.2,9.5,12.1,18.3,33.2,17.8
1169,PV21   ,A045364,T001100,2017JJ00,1728.0,7.8,9.4,12.1,21.8,55.4,19.3
1170,PV21   ,A045364,T001100,2018KW01,375.0,8.4,10.3,12.1,16.4,27.5,15.1
1171,PV21   ,A045364,T001100,2018KW02,371.0,7.2,9.9,12.0,16.7,23.0,15.2
1172,PV21   ,A045364,T001100,2018KW03,698.0,8.8,10.9,14.1,16.4,25.3,16.2
1173,PV21   ,A045364,T001100,2018KW04,533.0,8.7,10.8,14.9,18.9,27.3,16.5
1174,PV21   ,A045364,T001100,2018JJ00,1977.0,8.7,10.8,13.3,17.6,25.5,15.9
1175,PV21   ,A045364,T001100,2019KW01,427.0,8.5,10.1,12.3,16.3,20.2,13.9
1176,PV21   ,A045364,T001100,2019KW02,572.0,8.6,10.2,12.3,17.4,19.2,13.9
1177,PV21   ,A045364,T001100,2019KW03,667.0,10.2,11.5,14.5,22.7,24.1,17.9
1178,PV21   ,A045364,T001100,2019KW04,546.0,8.6,9.6,14.4,18.8,30.2,16.3
1179,PV21   ,A045364,T001100,2019JJ00,2212.0,8.6,10.5,13.7,18.3,24.1,15.7
1180,PV21   ,A045364,T001100,2020KW01,224.0,8.1,13.6,17.3,20.3,24.8,17.4
1181,PV21   ,A045364,T001100,2020KW02,487.0,7.5,13.1,17.3,19.9,27.7,17.5
1182,PV21   ,A045364,T001100,2020KW03,444.0,8.2,10.7,21.9,28.9,31.4,21.6
1183,PV21   ,A045364,T001100,2020KW04,1023.0,10.4,14.2,24.1,25.6,37.0,22.0
1184,PV21   ,A045364,T001100,2020JJ00,2178.0,8.7,13.1,19.2,25.2,30.7,20.4
1185,PV21   ,A045364,T001100,2021KW01,512.0,9.7,12.1,14.4,18.8,28.1,18.9
1186,PV21   ,A045364,T001100,2021KW02,490.0,8.1,11.0,14.6,19.1,22.9,15.8
1187,PV21   ,A045364,T001100,2021KW03,380.0,10.2,13.5,16.8,19.8,43.5,20.2
1188,PV21   ,A045364,T001100,2021KW04,548.0,11.0,14.9,18.4,20.5,27.6,19.8
1189,PV21   ,A045364,T001100,2021JJ00,1930.0,9.6,12.1,16.5,19.7,28.1,18.6
1190,PV21   ,A045364,T001100,2022KW01,608.0,11.0,14.2,20.3,38.8,41.4,25.2
1191,PV21   ,A045364,T001100,2022KW02,646.0,13.7,14.9,18.4,20.4,27.8,19.4
1192,PV21   ,A045364,T001100,2022KW03,265.0,9.9,11.7,17.1,19.0,22.8,17.1
1193,PV21   ,A045364,T001100,2022KW04,683.0,10.9,13.8,18.5,22.4,41.3,20.6
1194,PV21   ,A045364,T001100,2022JJ00,2202.0,11.4,14.9,18.4,24.9,41.3,21.2
1195,PV21   ,A045364,T001100,2023KW01,270.0,9.0,12.4,17.2,22.0,22.7,17.8
1196,PV21   ,A045364,T001100,2023KW02,514.0,11.3,13.1,17.3,23.4,25.3,18.8
1197,PV21   ,A045364,T001100,2023KW03,622.0,11.7,13.5,24.1,27.1,27.1,20.9
1198,PV21   ,A045364,T001100,2023KW04,433.0,7.6,14.6,20.3,30.4,31.8,22.4
1199,PV21   ,A045364,T001100,2023JJ00,1839.0,10.4,13.5,20.4,27.1,28.4,20.3
1200,PV21   ,A045364,T001100,2024KW01,218.0,9.2,12.1,20.5,23.4,30.3,21.8
1201,PV21   ,A045364,T001100,2024KW02,296.0,10.6,11.4,14.9,18.0,25.1,17.0
1202,PV21   ,A045364,T001100,2024KW03,464.0,9.8,11.3,16.8,25.1,26.2,17.6
1203,PV21   ,A045364,T001100,2024KW04,631.0,12.2,15.1,22.0,25.0,31.3,23.7
1204,PV21   ,A045364,T001100,2024JJ00,1609.0,9.8,12.3,18.4,25.0,28.7,20.5
1205,PV21   ,A045364,T001100,2025KW01,354.0,11.1,13.2,19.3,38.2,38.2,23.1
1206,PV21   ,A045364,T001100,2025KW02,326.0,10.7,13.4,18.8,28.4,34.5,21.0
1207,PV21   ,A045364,T001100,2025KW03,254.0,9.0,11.1,16.0,25.4,44.8,20.6
1208,PV21   ,A045364,T001100,2025KW04,408.0,8.3,11.0,17.3,21.6,29.4,18.1
1209,PV21   ,A045364,T001100,2025JJ00,1342.0,9.8,12.2,18.2,25.4,38.2,20.6
1210,PV21   ,A045364,ZW10290,2015KW01,128.0,3.9,6.9,13.1,28.7,44.9,19.0
1211,PV21   ,A045364,ZW10290,2015KW02,209.0,7.3,9.7,14.7,20.6,30.4,16.2
1212,PV21   ,A045364,ZW10290,2015KW03,151.0,7.3,7.3,10.6,24.8,37.4,16.4
1213,PV21   ,A045364,ZW10290,2015KW04,408.0,4.6,8.5,10.5,14.7,17.0,12.8
1214,PV21   ,A045364,ZW10290,2015JJ00,896.0,4.7,8.1,11.3,17.0,29.2,14.9
1215,PV21   ,A045364,ZW10290,2016KW01,137.0,9.4,9.6,12.1,15.0,26.9,14.4
1216,PV21   ,A045364,ZW10290,2016KW02,297.0,8.6,11.4,14.9,16.5,21.3,15.1
1217,PV21   ,A045364,ZW10290,2016KW03,378.0,7.0,9.6,16.1,19.1,34.2,18.2
1218,PV21   ,A045364,ZW10290,2016KW04,342.0,7.8,8.7,12.7,22.3,24.7,16.4
1219,PV21   ,A045364,ZW10290,2016JJ00,1154.0,8.0,9.6,14.4,19.6,23.2,16.4
1220,PV21   ,A045364,ZW10290,2017KW01,238.0,6.7,9.2,10.1,12.3,19.2,14.4
1221,PV21   ,A045364,ZW10290,2017KW02,327.0,7.3,8.5,9.6,13.1,20.0,12.3
1222,PV21   ,A045364,ZW10290,2017KW03,313.0,6.4,8.4,10.7,16.2,28.3,16.2
1223,PV21   ,A045364,ZW10290,2017KW04,345.0,8.2,9.5,12.1,18.4,33.2,18.0
1224,PV21   ,A045364,ZW10290,2017JJ00,1223.0,7.3,9.0,10.6,14.7,27.9,15.3
1225,PV21   ,A045364,ZW10290,2018KW01,343.0,7.9,10.5,13.4,17.1,27.6,15.5
1226,PV21   ,A045364,ZW10290,2018KW02,330.0,7.2,9.4,11.8,15.4,22.5,14.8
1227,PV21   ,A045364,ZW10290,2018KW03,554.0,8.8,10.8,12.9,16.4,21.1,15.4
1228,PV21   ,A045364,ZW10290,2018KW04,515.0,8.7,10.8,14.1,18.9,27.3,16.4
1229,PV21   ,A045364,ZW10290,2018JJ00,1742.0,8.4,10.5,13.1,17.4,24.0,15.6
1230,PV21   ,A045364,ZW10290,2019KW01,397.0,8.5,10.1,12.2,16.3,19.7,13.8
1231,PV21   ,A045364,ZW10290,2019KW02,456.0,8.6,9.2,12.5,17.4,19.7,13.8
1232,PV21   ,A045364,ZW10290,2019KW03,489.0,8.5,10.8,13.6,16.2,21.8,16.9
1233,PV21   ,A045364,ZW10290,2019KW04,478.0,8.5,9.6,14.4,18.3,24.3,15.6
1234,PV21   ,A045364,ZW10290,2019JJ00,1820.0,8.6,10.1,13.0,17.2,21.5,15.0
1235,PV21   ,A045364,ZW10290,2020KW01,189.0,7.1,12.7,17.3,19.0,25.0,17.4
1236,PV21   ,A045364,ZW10290,2020KW02,356.0,7.5,10.7,15.6,20.5,30.7,17.5
1237,PV21   ,A045364,ZW10290,2020KW03,282.0,8.2,9.1,12.6,22.0,30.2,19.7
1238,PV21   ,A045364,ZW10290,2020KW04,588.0,7.7,11.0,16.9,26.2,30.9,19.3
1239,PV21   ,A045364,ZW10290,2020JJ00,1415.0,7.6,11.0,16.2,23.4,30.2,18.7
1240,PV21   ,A045364,ZW10290,2021KW01,360.0,9.1,11.7,14.4,18.6,34.0,18.9
1241,PV21   ,A045364,ZW10290,2021KW02,353.0,7.6,10.6,12.9,18.2,22.5,14.8
1242,PV21   ,A045364,ZW10290,2021KW03,298.0,9.4,12.0,14.9,18.0,53.2,19.9
1243,PV21   ,A045364,ZW10290,2021KW04,376.0,9.9,12.2,17.1,20.7,28.1,18.9
1244,PV21   ,A045364,ZW10290,2021JJ00,1387.0,8.8,11.5,14.9,19.1,28.3,18.1
1245,PV21   ,A045364,ZW10290,2022KW01,366.0,8.8,11.5,15.1,20.7,30.4,17.9
1246,PV21   ,A045364,ZW10290,2022KW02,424.0,12.2,14.9,18.4,20.4,30.5,19.5
1247,PV21   ,A045364,ZW10290,2022KW03,239.0,10.1,11.7,17.0,18.1,23.0,17.2
1248,PV21   ,A045364,ZW10290,2022KW04,422.0,11.7,12.7,18.8,22.1,25.9,19.5
1249,PV21   ,A045364,ZW10290,2022JJ00,1451.0,10.9,12.8,17.4,20.5,30.2,18.7
1250,PV21   ,A045364,ZW10290,2023KW01,203.0,8.8,12.0,15.8,22.2,23.8,17.5
1251,PV21   ,A045364,ZW10290,2023KW02,372.0,10.3,11.8,17.3,23.1,26.0,18.4
1252,PV21   ,A045364,ZW10290,2023KW03,330.0,9.1,11.9,14.7,21.6,24.1,16.5
1253,PV21   ,A045364,ZW10290,2023KW04,318.0,12.8,16.5,20.6,30.0,32.1,23.6
1254,PV21   ,A045364,ZW10290,2023JJ00,1223.0,10.3,12.8,17.3,23.4,28.4,19.0
1255,PV21   ,A045364,ZW10290,2024KW01,192.0,9.4,11.8,20.3,23.4,36.0,21.9
1256,PV21   ,A045364,ZW10290,2024KW02,254.0,10.6,11.4,14.8,19.9,26.0,16.5
1257,PV21   ,A045364,ZW10290,2024KW03,201.0,9.0,9.8,14.5,22.4,30.5,17.3
1258,PV21   ,A045364,ZW10290,2024KW04,243.0,9.0,12.2,15.1,24.5,34.1,19.5
1259,PV21   ,A045364,ZW10290,2024JJ00,890.0,9.0,11.4,15.0,23.4,30.5,18.7
1260,PV21   ,A045364,ZW10290,2025KW01,156.0,8.3,11.6,11.9,18.3,24.3,15.4
1261,PV21   ,A045364,ZW10290,2025KW02,246.0,10.0,12.2,15.8,18.8,37.6,19.6
1262,PV21   ,A045364,ZW10290,2025KW03,234.0,8.4,9.8,15.5,19.0,35.6,18.5
1263,PV21   ,A045364,ZW10290,2025KW04,373.0,7.6,10.9,17.1,21.2,23.7,17.1
1264,PV21   ,A045364,ZW10290,2025JJ00,1009.0,8.4,11.0,15.4,19.5,29.7,17.7
1265,PV21   ,A045364,ZW10340,2015KW01,99.0,17.4,17.4,17.4,17.4,17.4,17.3
1266,PV21   ,A045364,ZW10340,2015KW02,49.0,14.8,14.8,14.8,14.8,14.8,18.9
1267,PV21   ,A045364,ZW10340,2015KW03,114.0,11.4,11.4,11.4,18.5,18.5,13.9
1268,PV21   ,A045364,ZW10340,2015KW04,189.0,3.7,9.2,13.4,23.2,26.1,14.6
1269,PV21   ,A045364,ZW10340,2015JJ00,451.0,7.8,11.4,13.4,18.5,23.2,14.9
1270,PV21   ,A045364,ZW10340,2016KW01,43.0,16.8,16.8,16.8,16.8,16.8,16.6
1271,PV21   ,A045364,ZW10340,2016KW02,9.0,16.4,16.4,16.4,17.2,17.7,16.9
1272,PV21   ,A045364,ZW10340,2016KW03,96.0,8.8,8.8,14.3,74.8,75.6,31.9
1273,PV21   ,A045364,ZW10340,2016KW04,129.0,12.7,12.7,12.7,18.6,23.0,17.5
1274,PV21   ,A045364,ZW10340,2016JJ00,277.0,10.0,12.7,16.8,18.6,60.1,21.9
1275,PV21   ,A045364,ZW10340,2017KW01,131.0,10.3,10.8,55.4,55.4,55.4,35.5
1276,PV21   ,A045364,ZW10340,2017KW02,60.0,7.2,8.9,8.9,15.9,59.4,18.9
1277,PV21   ,A045364,ZW10340,2017KW03,278.0,12.2,12.2,21.8,56.9,56.9,29.5
1278,PV21   ,A045364,ZW10340,2017KW04,36.0,9.0,9.0,9.0,12.4,13.5,10.9
1279,PV21   ,A045364,ZW10340,2017JJ00,505.0,10.3,10.8,21.8,55.4,56.9,29.4
1280,PV21   ,A045364,ZW10340,2018KW01,32.0,9.1,9.1,9.1,9.1,15.4,11.1
1281,PV21   ,A045364,ZW10340,2018KW02,41.0,16.7,16.7,16.7,16.8,22.7,20.7
1282,PV21   ,A045364,ZW10340,2018KW03,144.0,11.8,11.8,14.9,30.2,32.1,19.7
1283,PV21   ,A045364,ZW10340,2018KW04,18.0,14.2,15.0,15.0,23.9,23.9,17.3
1284,PV21   ,A045364,ZW10340,2018JJ00,235.0,9.1,11.8,14.9,23.9,32.1,18.3
1285,PV21   ,A045364,ZW10340,2019KW01,30.0,10.6,10.6,16.1,20.9,20.9,16.3
1286,PV21   ,A045364,ZW10340,2019KW02,116.0,9.6,10.5,12.2,18.7,18.7,14.3
1287,PV21   ,A045364,ZW10340,2019KW03,178.0,13.7,16.9,22.7,24.1,24.1,20.6
1288,PV21   ,A045364,ZW10340,2019KW04,68.0,14.2,14.2,17.8,30.2,30.2,20.7
1289,PV21   ,A045364,ZW10340,2019JJ00,392.0,10.6,13.7,17.9,24.1,24.1,18.5
1290,PV21   ,A045364,ZW10340,2020KW01,35.0,15.2,15.2,15.7,20.4,20.4,17.4
1291,PV21   ,A045364,ZW10340,2020KW02,131.0,14.5,16.3,17.5,18.6,19.9,17.5
1292,PV21   ,A045364,ZW10340,2020KW03,162.0,21.9,21.9,22.0,30.2,32.5,25.7
1293,PV21   ,A045364,ZW10340,2020KW04,435.0,14.2,24.1,24.8,25.6,37.0,25.5
1294,PV21   ,A045364,ZW10340,2020JJ00,763.0,15.2,18.6,24.2,25.3,37.0,23.7
1295,PV21   ,A045364,ZW10340,2021KW01,152.0,10.3,14.1,14.1,28.1,28.1,18.8
1296,PV21   ,A045364,ZW10340,2021KW02,137.0,10.4,18.1,18.5,22.6,24.8,18.8
1297,PV21   ,A045364,ZW10340,2021KW03,82.0,17.9,17.9,19.8,27.8,27.8,21.2
1298,PV21   ,A045364,ZW10340,2021KW04,172.0,18.4,18.4,18.4,19.0,23.2,21.6
1299,PV21   ,A045364,ZW10340,2021JJ00,543.0,14.1,16.0,18.4,22.5,28.1,20.2
1300,PV21   ,A045364,ZW10340,2022KW01,242.0,20.3,28.2,41.4,41.4,41.4,35.7
1301,PV21   ,A045364,ZW10340,2022KW02,222.0,14.9,15.0,17.0,23.1,27.8,19.2
1302,PV21   ,A045364,ZW10340,2022KW03,26.0,9.0,11.1,19.9,19.9,19.9,16.0
1303,PV21   ,A045364,ZW10340,2022KW04,261.0,4.4,15.6,15.6,41.3,41.3,22.3
1304,PV21   ,A045364,ZW10340,2022JJ00,751.0,14.9,15.6,20.3,41.3,41.4,25.8
1305,PV21   ,A045364,ZW10340,2023KW01,67.0,20.4,20.4,20.4,20.4,20.4,20.3
1306,PV21   ,A045364,ZW10340,2023KW02,142.0,11.3,17.1,22.2,24.5,25.2,19.9
1307,PV21   ,A045364,ZW10340,2023KW03,292.0,18.0,27.1,27.1,27.1,28.3,25.8
1308,PV21   ,A045364,ZW10340,2023KW04,115.0,7.6,7.6,16.1,30.4,30.7,19.5
1309,PV21   ,A045364,ZW10340,2023JJ00,616.0,11.3,17.1,26.9,27.1,28.3,22.8
1310,PV21   ,A045364,ZW10340,2024KW01,26.0,9.1,16.1,27.6,28.7,28.7,21.7
1311,PV21   ,A045364,ZW10340,2024KW02,42.0,18.0,18.0,18.0,18.0,18.0,19.3
1312,PV21   ,A045364,ZW10340,2024KW03,263.0,11.3,11.3,16.8,25.1,26.2,17.8
1313,PV21   ,A045364,ZW10340,2024KW04,388.0,16.3,21.3,24.4,25.0,28.3,26.2
1314,PV21   ,A045364,ZW10340,2024JJ00,719.0,11.3,16.8,21.3,25.0,28.0,22.5
1315,PV21   ,A045364,ZW10340,2025KW01,198.0,19.0,19.0,22.7,38.2,38.2,29.1
1316,PV21   ,A045364,ZW10340,2025KW02,80.0,19.9,19.9,28.4,28.4,28.4,24.5
1317,PV21   ,A045364,ZW10340,2025KW03,20.0,44.8,44.8,44.8,44.8,44.8,44.8
1318,PV21   ,A045364,ZW10340,2025KW04,35.0,17.6,29.4,29.4,29.4,29.4,27.3
1319,PV21   ,A045364,ZW10340,2025JJ00,333.0,19.0,19.9,28.4,38.2,38.2,28.7
1320,PV21   ,A045365,T001100,2015KW01,103.0,6.8,11.9,17.2,40.2,40.2,23.1
1321,PV21   ,A045365,T001100,2015KW02,78.0,5.1,9.0,14.5,46.4,47.7,22.4
1322,PV21   ,A045365,T001100,2015KW03,159.0,5.2,5.2,9.4,25.3,25.5,13.2
1323,PV21   ,A045365,T001100,2015KW04,77.0,9.0,12.4,13.1,44.5,45.6,21.9
1324,PV21   ,A045365,T001100,2015JJ00,417.0,5.2,5.8,12.6,25.5,40.2,18.2
1325,PV21   ,A045365,T001100,2016KW01,44.0,10.4,10.4,11.7,31.7,31.7,18.5
1326,PV21   ,A045365,T001100,2016KW02,104.0,3.6,7.0,13.3,17.9,33.4,15.5
1327,PV21   ,A045365,T001100,2016KW03,131.0,6.3,7.5,7.6,52.4,76.0,27.4
1328,PV21   ,A045365,T001100,2016KW04,57.0,4.3,8.0,13.4,21.4,43.3,18.1
1329,PV21   ,A045365,T001100,2016JJ00,336.0,3.9,7.6,11.7,24.1,60.4,20.8
1330,PV21   ,A045365,T001100,2017KW01,198.0,5.9,10.6,11.7,16.0,33.2,16.0
1331,PV21   ,A045365,T001100,2017KW02,122.0,5.8,7.5,13.3,21.8,37.6,18.3
1332,PV21   ,A045365,T001100,2017KW03,115.0,9.5,11.6,13.0,22.5,43.8,20.5
1333,PV21   ,A045365,T001100,2017KW04,139.0,4.2,5.9,10.4,17.6,22.8,13.1
1334,PV21   ,A045365,T001100,2017JJ00,574.0,5.0,9.2,11.7,17.6,33.2,16.5
1335,PV21   ,A045365,T001100,2018KW01,87.0,8.4,11.6,19.9,51.8,51.8,29.6
1336,PV21   ,A045365,T001100,2018KW02,154.0,8.7,9.0,12.0,18.5,21.7,14.2
1337,PV21   ,A045365,T001100,2018KW03,140.0,7.5,8.0,14.3,21.2,36.2,18.9
1338,PV21   ,A045365,T001100,2018KW04,216.0,8.8,10.4,16.5,22.2,36.2,20.9
1339,PV21   ,A045365,T001100,2018JJ00,597.0,8.0,10.4,14.7,21.7,45.6,20.0
1340,PV21   ,A045365,T001100,2019KW01,183.0,9.4,13.9,15.3,21.3,47.3,22.0
1341,PV21   ,A045365,T001100,2019KW02,101.0,7.3,11.2,15.8,18.7,23.7,15.8
1342,PV21   ,A045365,T001100,2019KW03,118.0,8.4,12.6,15.0,22.7,32.6,19.4
1343,PV21   ,A045365,T001100,2019KW04,272.0,9.6,13.5,16.2,19.1,26.2,17.5
1344,PV21   ,A045365,T001100,2019JJ00,674.0,8.2,13.5,15.9,19.1,29.0,18.9
1345,PV21   ,A045365,T001100,2020KW01,162.0,7.9,12.3,23.4,37.1,37.1,27.3
1346,PV21   ,A045365,T001100,2020KW02,65.0,7.7,7.7,11.2,16.5,28.8,14.7
1347,PV21   ,A045365,T001100,2020KW03,210.0,7.5,8.4,10.5,12.4,15.7,11.4
1348,PV21   ,A045365,T001100,2020KW04,126.0,9.9,11.5,16.6,21.5,37.1,21.2
1349,PV21   ,A045365,T001100,2020JJ00,563.0,7.5,9.3,12.4,19.9,37.1,18.2
1350,PV21   ,A045365,T001100,2021KW01,368.0,9.1,10.1,13.1,16.3,31.1,15.8
1351,PV21   ,A045365,T001100,2021KW02,176.0,4.8,6.6,11.9,17.7,25.9,14.1
1352,PV21   ,A045365,T001100,2021KW03,169.0,8.3,11.0,12.4,15.6,19.6,14.6
1353,PV21   ,A045365,T001100,2021KW04,428.0,7.3,9.1,11.7,15.4,27.8,15.4
1354,PV21   ,A045365,T001100,2021JJ00,1141.0,7.3,9.6,12.4,16.3,26.3,15.2
1355,PV21   ,A045365,T001100,2022KW01,214.0,8.4,15.1,26.7,26.7,45.1,23.3
1356,PV21   ,A045365,T001100,2022KW02,238.0,8.9,9.8,15.0,16.1,18.0,14.0
1357,PV21   ,A045365,T001100,2022KW03,158.0,4.0,10.8,12.7,19.4,21.6,14.6
1358,PV21   ,A045365,T001100,2022KW04,533.0,8.5,9.7,12.7,16.6,24.2,15.4
1359,PV21   ,A045365,T001100,2022JJ00,1143.0,8.5,10.4,14.0,19.1,26.7,16.4
1360,PV21   ,A045365,T001100,2023KW01,283.0,9.4,17.0,17.9,21.3,27.3,26.5
1361,PV21   ,A045365,T001100,2023KW02,174.0,8.6,10.3,16.8,16.8,25.4,17.7
1362,PV21   ,A045365,T001100,2023KW03,162.0,7.5,9.2,17.6,22.3,26.9,18.1
