ID,EnergySourcesTechniques,EnergyApplication,Periods,FinalConsumptionInTerajoule_1,InTotalEnergeticFinalConsumption_2,AvoidedPrimaryEnergyInTJ_3,AvoidedPrimaryEnergyInTotalUse_4,AvoidedCarbonDioxideEmissionInKton_5,AvoidedCO2EmissionInOfTotEmiss_6
3317,19500,warm  ,1995JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3318,19500,warm  ,1996JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3319,19500,warm  ,1997JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3320,19500,warm  ,1998JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3321,19500,warm  ,1999JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3322,19500,warm  ,2000JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3323,19500,warm  ,2001JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3324,19500,warm  ,2002JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3325,19500,warm  ,2003JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3326,19500,warm  ,2004JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3327,19500,warm  ,2005JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3328,19500,warm  ,2006JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3329,19500,warm  ,2007JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3330,19500,warm  ,2008JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3331,19500,warm  ,2009JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3332,19500,warm  ,2010JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3333,19500,warm  ,2011JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3334,19500,warm  ,2012JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3335,19500,warm  ,2013JJ00,270.0,0.01,0.0,0.0,0.0,0.0
3336,19500,trans ,1990JJ00,,,,,,
3337,19500,trans ,1991JJ00,,,,,,
3338,19500,trans ,1992JJ00,,,,,,
3339,19500,trans ,1993JJ00,,,,,,
3340,19500,trans ,1994JJ00,,,,,,
3341,19500,trans ,1995JJ00,,,,,,
3342,19500,trans ,1996JJ00,,,,,,
3343,19500,trans ,1997JJ00,,,,,,
3344,19500,trans ,1998JJ00,,,,,,
3345,19500,trans ,1999JJ00,,,,,,
3346,19500,trans ,2000JJ00,,,,,,
3347,19500,trans ,2001JJ00,,,,,,
3348,19500,trans ,2002JJ00,,,,,,
3349,19500,trans ,2003JJ00,,,,,,
3350,19500,trans ,2004JJ00,,,,,,
3351,19500,trans ,2005JJ00,,,,,,
3352,19500,trans ,2006JJ00,,,,,,
3353,19500,trans ,2007JJ00,,,,,,
3354,19500,trans ,2008JJ00,,,,,,
3355,19500,trans ,2009JJ00,,,,,,
3356,19500,trans ,2010JJ00,,,,,,
3357,19500,trans ,2011JJ00,,,,,,
3358,19500,trans ,2012JJ00,,,,,,
3359,19500,trans ,2013JJ00,,,,,,
3360,19600,totaal,1990JJ00,357.0,0.02,557.0,0.02,36.0,0.02
3361,19600,totaal,1991JJ00,347.0,0.02,543.0,0.02,35.0,0.02
3362,19600,totaal,1992JJ00,304.0,0.02,479.0,0.02,30.0,0.02
3363,19600,totaal,1993JJ00,237.0,0.01,383.0,0.01,24.0,0.01
3364,19600,totaal,1994JJ00,289.0,0.01,467.0,0.02,30.0,0.02
3365,19600,totaal,1995JJ00,478.0,0.02,693.0,0.02,44.0,0.03
3366,19600,totaal,1996JJ00,441.0,0.02,611.0,0.02,38.0,0.02
3367,19600,totaal,1997JJ00,496.0,0.02,659.0,0.02,41.0,0.02
3368,19600,totaal,1998JJ00,503.0,0.02,637.0,0.02,39.0,0.02
3369,19600,totaal,1999JJ00,742.0,0.04,1048.0,0.04,66.0,0.04
3370,19600,totaal,2000JJ00,1393.0,0.07,2430.0,0.08,165.0,0.1
3371,19600,totaal,2001JJ00,1579.0,0.07,2680.0,0.09,179.0,0.1
3372,19600,totaal,2002JJ00,1853.0,0.09,2940.0,0.09,194.0,0.11
3373,19600,totaal,2003JJ00,2088.0,0.09,3096.0,0.1,200.0,0.11
3374,19600,totaal,2004JJ00,3080.0,0.14,4068.0,0.12,255.0,0.14
3375,19600,totaal,2005JJ00,3482.0,0.16,4509.0,0.14,280.0,0.16
3376,19600,totaal,2006JJ00,4444.0,0.21,5398.0,0.17,333.0,0.19
3377,19600,totaal,2007JJ00,4727.0,0.21,5734.0,0.17,351.0,0.2
3378,19600,totaal,2008JJ00,6504.0,0.29,9325.0,0.28,597.0,0.34
3379,19600,totaal,2009JJ00,7357.0,0.34,11026.0,0.34,711.0,0.42
3380,19600,totaal,2010JJ00,6415.0,0.28,9892.0,0.28,637.0,0.35
3381,19600,totaal,2011JJ00,5482.0,0.25,8107.0,0.25,520.0,0.31
3382,19600,totaal,2012JJ00,6326.0,0.29,9967.0,0.31,670.0,0.4
3383,19600,totaal,2013JJ00,6580.0,0.3,10579.0,0.33,732.0,0.44
3384,19600,elek  ,1990JJ00,124.0,0.01,299.0,0.01,21.0,0.01
3385,19600,elek  ,1991JJ00,122.0,0.01,294.0,0.01,20.0,0.01
3386,19600,elek  ,1992JJ00,109.0,0.01,263.0,0.01,18.0,0.01
3387,19600,elek  ,1993JJ00,90.0,0.0,220.0,0.01,15.0,0.01
3388,19600,elek  ,1994JJ00,111.0,0.01,270.0,0.01,19.0,0.01
3389,19600,elek  ,1995JJ00,131.0,0.01,318.0,0.01,23.0,0.01
3390,19600,elek  ,1996JJ00,108.0,0.0,256.0,0.01,18.0,0.01
3391,19600,elek  ,1997JJ00,110.0,0.01,249.0,0.01,18.0,0.01
3392,19600,elek  ,1998JJ00,96.0,0.0,212.0,0.01,15.0,0.01
3393,19600,elek  ,1999JJ00,238.0,0.01,525.0,0.02,36.0,0.02
3394,19600,elek  ,2000JJ00,843.0,0.04,1859.0,0.06,133.0,0.08
3395,19600,elek  ,2001JJ00,862.0,0.04,1932.0,0.06,137.0,0.08
3396,19600,elek  ,2002JJ00,838.0,0.04,1892.0,0.06,134.0,0.08
3397,19600,elek  ,2003JJ00,801.0,0.04,1781.0,0.06,125.0,0.07
3398,19600,elek  ,2004JJ00,846.0,0.04,1864.0,0.06,130.0,0.07
3399,19600,elek  ,2005JJ00,910.0,0.04,2011.0,0.06,139.0,0.08
3400,19600,elek  ,2006JJ00,922.0,0.04,1978.0,0.06,138.0,0.08
3401,19600,elek  ,2007JJ00,1004.0,0.05,2109.0,0.06,145.0,0.08
3402,19600,elek  ,2008JJ00,2669.0,0.12,5614.0,0.17,387.0,0.22
3403,19600,elek  ,2009JJ00,3632.0,0.17,7428.0,0.23,507.0,0.3
3404,19600,elek  ,2010JJ00,3653.0,0.16,7250.0,0.21,488.0,0.27
3405,19600,elek  ,2011JJ00,2902.0,0.13,5592.0,0.17,377.0,0.23
3406,19600,elek  ,2012JJ00,3625.0,0.17,7274.0,0.22,518.0,0.31
3407,19600,elek  ,2013JJ00,3904.0,0.18,7811.0,0.24,576.0,0.35
3408,19600,warm  ,1990JJ00,233.0,0.01,259.0,0.01,15.0,0.01
3409,19600,warm  ,1991JJ00,225.0,0.01,250.0,0.01,14.0,0.01
3410,19600,warm  ,1992JJ00,195.0,0.01,216.0,0.01,12.0,0.01
3411,19600,warm  ,1993JJ00,147.0,0.01,163.0,0.01,9.0,0.01
3412,19600,warm  ,1994JJ00,177.0,0.01,197.0,0.01,11.0,0.01
3413,19600,warm  ,1995JJ00,347.0,0.02,374.0,0.01,21.0,0.01
3414,19600,warm  ,1996JJ00,333.0,0.02,355.0,0.01,20.0,0.01
3415,19600,warm  ,1997JJ00,386.0,0.02,410.0,0.01,23.0,0.01
3416,19600,warm  ,1998JJ00,407.0,0.02,425.0,0.01,24.0,0.01
3417,19600,warm  ,1999JJ00,503.0,0.02,523.0,0.02,30.0,0.02
3418,19600,warm  ,2000JJ00,550.0,0.03,570.0,0.02,32.0,0.02
3419,19600,warm  ,2001JJ00,717.0,0.03,749.0,0.02,43.0,0.02
3420,19600,warm  ,2002JJ00,1014.0,0.05,1048.0,0.03,60.0,0.03
3421,19600,warm  ,2003JJ00,1287.0,0.06,1315.0,0.04,75.0,0.04
3422,19600,warm  ,2004JJ00,2235.0,0.1,2204.0,0.07,125.0,0.07
3423,19600,warm  ,2005JJ00,2572.0,0.12,2499.0,0.08,142.0,0.08
3424,19600,warm  ,2006JJ00,3522.0,0.16,3420.0,0.11,194.0,0.11
3425,19600,warm  ,2007JJ00,3723.0,0.17,3625.0,0.11,206.0,0.12
3426,19600,warm  ,2008JJ00,3835.0,0.17,3711.0,0.11,210.0,0.12
3427,19600,warm  ,2009JJ00,3725.0,0.17,3598.0,0.11,204.0,0.12
3428,19600,warm  ,2010JJ00,2763.0,0.12,2643.0,0.08,150.0,0.08
3429,19600,warm  ,2011JJ00,2579.0,0.12,2515.0,0.08,142.0,0.08
3430,19600,warm  ,2012JJ00,2701.0,0.12,2693.0,0.08,152.0,0.09
3431,19600,warm  ,2013JJ00,2676.0,0.12,2768.0,0.09,156.0,0.09
3432,19600,trans ,1990JJ00,,,,,,
3433,19600,trans ,1991JJ00,,,,,,
3434,19600,trans ,1992JJ00,,,,,,
3435,19600,trans ,1993JJ00,,,,,,
3436,19600,trans ,1994JJ00,,,,,,
3437,19600,trans ,1995JJ00,,,,,,
3438,19600,trans ,1996JJ00,,,,,,
3439,19600,trans ,1997JJ00,,,,,,
3440,19600,trans ,1998JJ00,,,,,,
3441,19600,trans ,1999JJ00,,,,,,
3442,19600,trans ,2000JJ00,,,,,,
3443,19600,trans ,2001JJ00,,,,,,
3444,19600,trans ,2002JJ00,,,,,,
3445,19600,trans ,2003JJ00,,,,,,
3446,19600,trans ,2004JJ00,,,,,,
3447,19600,trans ,2005JJ00,,,,,,
3448,19600,trans ,2006JJ00,,,,,,
3449,19600,trans ,2007JJ00,,,,,,
3450,19600,trans ,2008JJ00,,,,,,
3451,19600,trans ,2009JJ00,,,,,,
3452,19600,trans ,2010JJ00,,,,,,
3453,19600,trans ,2011JJ00,,,,,,
3454,19600,trans ,2012JJ00,,,,,,
3455,19600,trans ,2013JJ00,,,,,,
3456,19610,totaal,1990JJ00,,,,,,
3457,19610,totaal,1991JJ00,,,,,,
3458,19610,totaal,1992JJ00,,,,,,
3459,19610,totaal,1993JJ00,,,,,,
3460,19610,totaal,1994JJ00,,,,,,
3461,19610,totaal,1995JJ00,,,,,,
3462,19610,totaal,1996JJ00,,,,,,
3463,19610,totaal,1997JJ00,,,,,,
3464,19610,totaal,1998JJ00,,,,,,
3465,19610,totaal,1999JJ00,,,,,,
3466,19610,totaal,2000JJ00,,,,,,
3467,19610,totaal,2001JJ00,,,,,,
3468,19610,totaal,2002JJ00,,,,,,
3469,19610,totaal,2003JJ00,,,,,,
3470,19610,totaal,2004JJ00,1182.0,0.05,2237.0,0.07,151.0,0.08
3471,19610,totaal,2005JJ00,1378.0,0.06,2530.0,0.08,168.0,0.1
3472,19610,totaal,2006JJ00,1498.0,0.07,2619.0,0.08,175.0,0.1
3473,19610,totaal,2007JJ00,1630.0,0.07,2805.0,0.08,185.0,0.11
3474,19610,totaal,2008JJ00,3364.0,0.15,6386.0,0.19,431.0,0.25
3475,19610,totaal,2009JJ00,4332.0,0.2,8206.0,0.25,551.0,0.32
3476,19610,totaal,2010JJ00,4436.0,0.19,8121.0,0.23,537.0,0.3
3477,19610,totaal,2011JJ00,3896.0,0.18,6696.0,0.21,440.0,0.26
3478,19610,totaal,2012JJ00,4775.0,0.22,8551.0,0.26,590.0,0.36
3479,19610,totaal,2013JJ00,5145.0,0.24,9189.0,0.28,654.0,0.39
3480,19610,elek  ,1990JJ00,,,,,,
3481,19610,elek  ,1991JJ00,,,,,,
3482,19610,elek  ,1992JJ00,,,,,,
3483,19610,elek  ,1993JJ00,,,,,,
3484,19610,elek  ,1994JJ00,,,,,,
3485,19610,elek  ,1995JJ00,,,,,,
3486,19610,elek  ,1996JJ00,,,,,,
3487,19610,elek  ,1997JJ00,,,,,,
3488,19610,elek  ,1998JJ00,,,,,,
3489,19610,elek  ,1999JJ00,,,,,,
3490,19610,elek  ,2000JJ00,,,,,,
3491,19610,elek  ,2001JJ00,,,,,,
3492,19610,elek  ,2002JJ00,,,,,,
3493,19610,elek  ,2003JJ00,,,,,,
3494,19610,elek  ,2004JJ00,846.0,0.04,1864.0,0.06,130.0,0.07
3495,19610,elek  ,2005JJ00,910.0,0.04,2011.0,0.06,139.0,0.08
3496,19610,elek  ,2006JJ00,922.0,0.04,1978.0,0.06,138.0,0.08
3497,19610,elek  ,2007JJ00,1004.0,0.05,2109.0,0.06,145.0,0.08
3498,19610,elek  ,2008JJ00,2669.0,0.12,5614.0,0.17,387.0,0.22
3499,19610,elek  ,2009JJ00,3632.0,0.17,7428.0,0.23,507.0,0.3
3500,19610,elek  ,2010JJ00,3653.0,0.16,7250.0,0.21,488.0,0.27
3501,19610,elek  ,2011JJ00,2902.0,0.13,5592.0,0.17,377.0,0.23
3502,19610,elek  ,2012JJ00,3625.0,0.17,7274.0,0.22,518.0,0.31
3503,19610,elek  ,2013JJ00,3904.0,0.18,7811.0,0.24,576.0,0.35
3504,19610,warm  ,1990JJ00,,,,,,
3505,19610,warm  ,1991JJ00,,,,,,
3506,19610,warm  ,1992JJ00,,,,,,
3507,19610,warm  ,1993JJ00,,,,,,
3508,19610,warm  ,1994JJ00,,,,,,
3509,19610,warm  ,1995JJ00,,,,,,
3510,19610,warm  ,1996JJ00,,,,,,
3511,19610,warm  ,1997JJ00,,,,,,
3512,19610,warm  ,1998JJ00,,,,,,
3513,19610,warm  ,1999JJ00,,,,,,
3514,19610,warm  ,2000JJ00,,,,,,
3515,19610,warm  ,2001JJ00,,,,,,
3516,19610,warm  ,2002JJ00,,,,,,
3517,19610,warm  ,2003JJ00,,,,,,
3518,19610,warm  ,2004JJ00,336.0,0.01,373.0,0.01,21.0,0.01
3519,19610,warm  ,2005JJ00,468.0,0.02,520.0,0.02,30.0,0.02
3520,19610,warm  ,2006JJ00,576.0,0.03,640.0,0.02,36.0,0.02
3521,19610,warm  ,2007JJ00,626.0,0.03,696.0,0.02,39.0,0.02
3522,19610,warm  ,2008JJ00,695.0,0.03,772.0,0.02,44.0,0.02
3523,19610,warm  ,2009JJ00,700.0,0.03,778.0,0.02,44.0,0.03
3524,19610,warm  ,2010JJ00,784.0,0.03,871.0,0.03,49.0,0.03
3525,19610,warm  ,2011JJ00,994.0,0.05,1104.0,0.03,62.0,0.04
3526,19610,warm  ,2012JJ00,1150.0,0.05,1277.0,0.04,72.0,0.04
3527,19610,warm  ,2013JJ00,1241.0,0.06,1378.0,0.04,78.0,0.05
3528,19610,trans ,1990JJ00,,,,,,
3529,19610,trans ,1991JJ00,,,,,,
3530,19610,trans ,1992JJ00,,,,,,
3531,19610,trans ,1993JJ00,,,,,,
3532,19610,trans ,1994JJ00,,,,,,
3533,19610,trans ,1995JJ00,,,,,,
3534,19610,trans ,1996JJ00,,,,,,
3535,19610,trans ,1997JJ00,,,,,,
3536,19610,trans ,1998JJ00,,,,,,
3537,19610,trans ,1999JJ00,,,,,,
3538,19610,trans ,2000JJ00,,,,,,
3539,19610,trans ,2001JJ00,,,,,,
3540,19610,trans ,2002JJ00,,,,,,
3541,19610,trans ,2003JJ00,,,,,,
3542,19610,trans ,2004JJ00,,,,,,
3543,19610,trans ,2005JJ00,,,,,,
3544,19610,trans ,2006JJ00,,,,,,
3545,19610,trans ,2007JJ00,,,,,,
3546,19610,trans ,2008JJ00,,,,,,
3547,19610,trans ,2009JJ00,,,,,,
3548,19610,trans ,2010JJ00,,,,,,
3549,19610,trans ,2011JJ00,,,,,,
3550,19610,trans ,2012JJ00,,,,,,
3551,19610,trans ,2013JJ00,,,,,,
3552,19620,totaal,1990JJ00,,,,,,
3553,19620,totaal,1991JJ00,,,,,,
3554,19620,totaal,1992JJ00,,,,,,
3555,19620,totaal,1993JJ00,,,,,,
3556,19620,totaal,1994JJ00,,,,,,
3557,19620,totaal,1995JJ00,,,,,,
3558,19620,totaal,1996JJ00,,,,,,
3559,19620,totaal,1997JJ00,,,,,,
3560,19620,totaal,1998JJ00,,,,,,
3561,19620,totaal,1999JJ00,,,,,,
3562,19620,totaal,2000JJ00,,,,,,
3563,19620,totaal,2001JJ00,,,,,,
3564,19620,totaal,2002JJ00,,,,,,
3565,19620,totaal,2003JJ00,,,,,,
3566,19620,totaal,2004JJ00,1899.0,0.08,1831.0,0.06,104.0,0.06
3567,19620,totaal,2005JJ00,2104.0,0.09,1979.0,0.06,112.0,0.06
3568,19620,totaal,2006JJ00,2946.0,0.14,2780.0,0.09,158.0,0.09
3569,19620,totaal,2007JJ00,3097.0,0.14,2929.0,0.09,166.0,0.1
3570,19620,totaal,2008JJ00,3140.0,0.14,2939.0,0.09,167.0,0.09
3571,19620,totaal,2009JJ00,3024.0,0.14,2820.0,0.09,160.0,0.09
3572,19620,totaal,2010JJ00,1979.0,0.09,1772.0,0.05,100.0,0.06
3573,19620,totaal,2011JJ00,1585.0,0.07,1411.0,0.04,80.0,0.05
3574,19620,totaal,2012JJ00,1551.0,0.07,1416.0,0.04,80.0,0.05
3575,19620,totaal,2013JJ00,1436.0,0.07,1390.0,0.04,79.0,0.05
3576,19620,elek  ,1990JJ00,,,,,,
3577,19620,elek  ,1991JJ00,,,,,,
3578,19620,elek  ,1992JJ00,,,,,,
3579,19620,elek  ,1993JJ00,,,,,,
3580,19620,elek  ,1994JJ00,,,,,,
3581,19620,elek  ,1995JJ00,,,,,,
3582,19620,elek  ,1996JJ00,,,,,,
3583,19620,elek  ,1997JJ00,,,,,,
3584,19620,elek  ,1998JJ00,,,,,,
3585,19620,elek  ,1999JJ00,,,,,,
3586,19620,elek  ,2000JJ00,,,,,,
3587,19620,elek  ,2001JJ00,,,,,,
3588,19620,elek  ,2002JJ00,,,,,,
3589,19620,elek  ,2003JJ00,,,,,,
3590,19620,elek  ,2004JJ00,,,,,,
3591,19620,elek  ,2005JJ00,,,,,,
3592,19620,elek  ,2006JJ00,,,,,,
3593,19620,elek  ,2007JJ00,,,,,,
3594,19620,elek  ,2008JJ00,,,,,,
3595,19620,elek  ,2009JJ00,,,,,,
3596,19620,elek  ,2010JJ00,,,,,,
3597,19620,elek  ,2011JJ00,,,,,,
3598,19620,elek  ,2012JJ00,,,,,,
3599,19620,elek  ,2013JJ00,,,,,,
3600,19620,warm  ,1990JJ00,,,,,,
3601,19620,warm  ,1991JJ00,,,,,,
3602,19620,warm  ,1992JJ00,,,,,,
3603,19620,warm  ,1993JJ00,,,,,,
3604,19620,warm  ,1994JJ00,,,,,,
3605,19620,warm  ,1995JJ00,,,,,,
3606,19620,warm  ,1996JJ00,,,,,,
3607,19620,warm  ,1997JJ00,,,,,,
3608,19620,warm  ,1998JJ00,,,,,,
3609,19620,warm  ,1999JJ00,,,,,,
3610,19620,warm  ,2000JJ00,,,,,,
3611,19620,warm  ,2001JJ00,,,,,,
3612,19620,warm  ,2002JJ00,,,,,,
3613,19620,warm  ,2003JJ00,,,,,,
3614,19620,warm  ,2004JJ00,1899.0,0.08,1831.0,0.06,104.0,0.06
3615,19620,warm  ,2005JJ00,2104.0,0.09,1979.0,0.06,112.0,0.06
3616,19620,warm  ,2006JJ00,2946.0,0.14,2780.0,0.09,158.0,0.09
3617,19620,warm  ,2007JJ00,3097.0,0.14,2929.0,0.09,166.0,0.1
3618,19620,warm  ,2008JJ00,3140.0,0.14,2939.0,0.09,167.0,0.09
3619,19620,warm  ,2009JJ00,3024.0,0.14,2820.0,0.09,160.0,0.09
3620,19620,warm  ,2010JJ00,1979.0,0.09,1772.0,0.05,100.0,0.06
3621,19620,warm  ,2011JJ00,1585.0,0.07,1411.0,0.04,80.0,0.05
3622,19620,warm  ,2012JJ00,1551.0,0.07,1416.0,0.04,80.0,0.05
3623,19620,warm  ,2013JJ00,1436.0,0.07,1390.0,0.04,79.0,0.05
3624,19620,trans ,1990JJ00,,,,,,
3625,19620,trans ,1991JJ00,,,,,,
3626,19620,trans ,1992JJ00,,,,,,
3627,19620,trans ,1993JJ00,,,,,,
3628,19620,trans ,1994JJ00,,,,,,
3629,19620,trans ,1995JJ00,,,,,,
3630,19620,trans ,1996JJ00,,,,,,
3631,19620,trans ,1997JJ00,,,,,,
3632,19620,trans ,1998JJ00,,,,,,
3633,19620,trans ,1999JJ00,,,,,,
3634,19620,trans ,2000JJ00,,,,,,
3635,19620,trans ,2001JJ00,,,,,,
3636,19620,trans ,2002JJ00,,,,,,
3637,19620,trans ,2003JJ00,,,,,,
3638,19620,trans ,2004JJ00,,,,,,
3639,19620,trans ,2005JJ00,,,,,,
3640,19620,trans ,2006JJ00,,,,,,
3641,19620,trans ,2007JJ00,,,,,,
3642,19620,trans ,2008JJ00,,,,,,
3643,19620,trans ,2009JJ00,,,,,,
3644,19620,trans ,2010JJ00,,,,,,
3645,19620,trans ,2011JJ00,,,,,,
3646,19620,trans ,2012JJ00,,,,,,
3647,19620,trans ,2013JJ00,,,,,,
3648,19700,totaal,1990JJ00,2068.0,0.11,1768.0,0.07,112.0,0.07
3649,19700,totaal,1991JJ00,2530.0,0.13,2425.0,0.09,151.0,0.09
3650,19700,totaal,1992JJ00,2939.0,0.15,2938.0,0.1,180.0,0.11
3651,19700,totaal,1993JJ00,3278.0,0.16,3555.0,0.12,220.0,0.13
3652,19700,totaal,1994JJ00,3529.0,0.18,3871.0,0.14,246.0,0.15
3653,19700,totaal,1995JJ00,3685.0,0.18,4015.0,0.14,260.0,0.15
3654,19700,totaal,1996JJ00,3831.0,0.17,4146.0,0.13,267.0,0.15
3655,19700,totaal,1997JJ00,3742.0,0.18,4031.0,0.14,263.0,0.15
3656,19700,totaal,1998JJ00,3589.0,0.17,3920.0,0.13,253.0,0.15
3657,19700,totaal,1999JJ00,3755.0,0.18,4179.0,0.14,266.0,0.16
3658,19700,totaal,2000JJ00,3826.0,0.18,4319.0,0.14,280.0,0.16
3659,19700,totaal,2001JJ00,3920.0,0.18,4426.0,0.14,288.0,0.16
3660,19700,totaal,2002JJ00,3918.0,0.18,4551.0,0.14,298.0,0.17
3661,19700,totaal,2003JJ00,3838.0,0.17,4406.0,0.14,288.0,0.16
3662,19700,totaal,2004JJ00,3947.0,0.17,4382.0,0.13,280.0,0.15
3663,19700,totaal,2005JJ00,3786.0,0.17,4135.0,0.13,264.0,0.15
3664,19700,totaal,2006JJ00,4221.0,0.2,4487.0,0.14,293.0,0.17
3665,19700,totaal,2007JJ00,4940.0,0.22,5529.0,0.17,362.0,0.21
3666,19700,totaal,2008JJ00,6399.0,0.28,7356.0,0.22,488.0,0.28
3667,19700,totaal,2009JJ00,7672.0,0.36,8920.0,0.28,588.0,0.35
3668,19700,totaal,2010JJ00,8593.0,0.37,9778.0,0.28,636.0,0.35
3669,19700,totaal,2011JJ00,8652.0,0.4,9972.0,0.31,648.0,0.39
3670,19700,totaal,2012JJ00,9177.0,0.42,10664.0,0.33,716.0,0.43
3671,19700,totaal,2013JJ00,9963.0,0.46,11326.0,0.35,767.0,0.46
3672,19700,elek  ,1990JJ00,346.0,0.02,850.0,0.03,60.0,0.04
3673,19700,elek  ,1991JJ00,462.0,0.02,1141.0,0.04,78.0,0.05
3674,19700,elek  ,1992JJ00,556.0,0.03,1383.0,0.05,92.0,0.06
3675,19700,elek  ,1993JJ00,734.0,0.04,1835.0,0.06,123.0,0.07
3676,19700,elek  ,1994JJ00,887.0,0.05,2202.0,0.08,151.0,0.09
3677,19700,elek  ,1995JJ00,986.0,0.05,2441.0,0.08,171.0,0.1
3678,19700,elek  ,1996JJ00,1048.0,0.05,2532.0,0.08,175.0,0.1
3679,19700,elek  ,1997JJ00,1022.0,0.05,2345.0,0.08,167.0,0.1
3680,19700,elek  ,1998JJ00,995.0,0.05,2273.0,0.08,159.0,0.09
3681,19700,elek  ,1999JJ00,1075.0,0.05,2467.0,0.08,169.0,0.1
3682,19700,elek  ,2000JJ00,1105.0,0.05,2563.0,0.08,180.0,0.11
3683,19700,elek  ,2001JJ00,1185.0,0.05,2792.0,0.09,195.0,0.11
3684,19700,elek  ,2002JJ00,1258.0,0.06,2966.0,0.09,208.0,0.12
3685,19700,elek  ,2003JJ00,1222.0,0.06,2859.0,0.09,200.0,0.11
3686,19700,elek  ,2004JJ00,1116.0,0.05,2570.0,0.08,177.0,0.1
3687,19700,elek  ,2005JJ00,1125.0,0.05,2577.0,0.08,176.0,0.1
3688,19700,elek  ,2006JJ00,1364.0,0.06,3035.0,0.09,210.0,0.12
3689,19700,elek  ,2007JJ00,1905.0,0.09,4162.0,0.12,285.0,0.17
3690,19700,elek  ,2008JJ00,2702.0,0.12,5952.0,0.18,408.0,0.23
3691,19700,elek  ,2009JJ00,3361.0,0.16,7231.0,0.22,492.0,0.29
3692,19700,elek  ,2010JJ00,3755.0,0.16,7876.0,0.23,529.0,0.29
3693,19700,elek  ,2011JJ00,3815.0,0.18,7837.0,0.24,527.0,0.31
3694,19700,elek  ,2012JJ00,3756.0,0.17,7977.0,0.24,564.0,0.34
3695,19700,elek  ,2013JJ00,3739.0,0.17,7834.0,0.24,570.0,0.34
3696,19700,warm  ,1990JJ00,1722.0,0.09,918.0,0.03,52.0,0.03
3697,19700,warm  ,1991JJ00,2068.0,0.11,1284.0,0.05,73.0,0.04
3698,19700,warm  ,1992JJ00,2383.0,0.12,1555.0,0.06,88.0,0.05
3699,19700,warm  ,1993JJ00,2544.0,0.13,1720.0,0.06,98.0,0.06
3700,19700,warm  ,1994JJ00,2642.0,0.13,1669.0,0.06,95.0,0.06
3701,19700,warm  ,1995JJ00,2699.0,0.13,1574.0,0.05,89.0,0.05
3702,19700,warm  ,1996JJ00,2783.0,0.13,1614.0,0.05,92.0,0.05
3703,19700,warm  ,1997JJ00,2720.0,0.13,1685.0,0.06,96.0,0.06
3704,19700,warm  ,1998JJ00,2594.0,0.12,1647.0,0.05,94.0,0.05
3705,19700,warm  ,1999JJ00,2680.0,0.13,1712.0,0.06,97.0,0.06
3706,19700,warm  ,2000JJ00,2720.0,0.13,1756.0,0.06,100.0,0.06
3707,19700,warm  ,2001JJ00,2735.0,0.13,1634.0,0.05,93.0,0.05
3708,19700,warm  ,2002JJ00,2659.0,0.12,1584.0,0.05,90.0,0.05
3709,19700,warm  ,2003JJ00,2616.0,0.12,1548.0,0.05,88.0,0.05
3710,19700,warm  ,2004JJ00,2831.0,0.13,1812.0,0.05,103.0,0.06
3711,19700,warm  ,2005JJ00,2661.0,0.12,1558.0,0.05,88.0,0.05
3712,19700,warm  ,2006JJ00,2857.0,0.13,1451.0,0.05,82.0,0.05
3713,19700,warm  ,2007JJ00,3035.0,0.14,1367.0,0.04,78.0,0.04
3714,19700,warm  ,2008JJ00,3697.0,0.16,1404.0,0.04,80.0,0.05
3715,19700,warm  ,2009JJ00,4311.0,0.2,1689.0,0.05,96.0,0.06
3716,19700,warm  ,2010JJ00,4838.0,0.21,1901.0,0.05,108.0,0.06
3717,19700,warm  ,2011JJ00,4837.0,0.22,2135.0,0.07,121.0,0.07
3718,19700,warm  ,2012JJ00,5420.0,0.25,2687.0,0.08,152.0,0.09
3719,19700,warm  ,2013JJ00,6224.0,0.28,3492.0,0.11,197.0,0.12
3720,19700,trans ,1990JJ00,,,,,,
3721,19700,trans ,1991JJ00,,,,,,
3722,19700,trans ,1992JJ00,,,,,,
3723,19700,trans ,1993JJ00,,,,,,
3724,19700,trans ,1994JJ00,,,,,,
3725,19700,trans ,1995JJ00,,,,,,
3726,19700,trans ,1996JJ00,,,,,,
3727,19700,trans ,1997JJ00,,,,,,
3728,19700,trans ,1998JJ00,,,,,,
3729,19700,trans ,1999JJ00,,,,,,
