ID,InstitutioneleSectoren,TransactiesEnSaldi,Perioden,OverheidsproductieEnConsumptie_1
5299,A028902,A044491,2014JJ00,709.0
5300,A028902,A044491,2015JJ00,721.0
5301,A028902,A044491,2016JJ00,727.0
5302,A028902,A044491,2017JJ00,757.0
5303,A028902,A044491,2018JJ00,778.0
5304,A028902,A044491,2019JJ00,808.0
5305,A028902,A044491,2020JJ00,830.0
5306,A028902,A044491,2021JJ00,882.0
5307,A028902,A044491,2022JJ00,980.0
5308,A028902,A044491,2023JJ00,1035.0
5309,A028902,A044491,2024JJ00,1104.0
5310,A028902,A048157,1995JJ00,391.0
5311,A028902,A048157,1996JJ00,378.0
5312,A028902,A048157,1997JJ00,391.0
5313,A028902,A048157,1998JJ00,414.0
5314,A028902,A048157,1999JJ00,424.0
5315,A028902,A048157,2000JJ00,458.0
5316,A028902,A048157,2001JJ00,484.0
5317,A028902,A048157,2002JJ00,536.0
5318,A028902,A048157,2003JJ00,565.0
5319,A028902,A048157,2004JJ00,575.0
5320,A028902,A048157,2005JJ00,581.0
5321,A028902,A048157,2006JJ00,584.0
5322,A028902,A048157,2007JJ00,602.0
5323,A028902,A048157,2008JJ00,634.0
5324,A028902,A048157,2009JJ00,666.0
5325,A028902,A048157,2010JJ00,664.0
5326,A028902,A048157,2011JJ00,660.0
5327,A028902,A048157,2012JJ00,670.0
5328,A028902,A048157,2013JJ00,673.0
5329,A028902,A048157,2014JJ00,674.0
5330,A028902,A048157,2015JJ00,664.0
5331,A028902,A048157,2016JJ00,666.0
5332,A028902,A048157,2017JJ00,684.0
5333,A028902,A048157,2018JJ00,736.0
5334,A028902,A048157,2019JJ00,779.0
5335,A028902,A048157,2020JJ00,820.0
5336,A028902,A048157,2021JJ00,855.0
5337,A028902,A048157,2022JJ00,920.0
5338,A028902,A048157,2023JJ00,1013.0
5339,A028902,A048157,2024JJ00,1137.0
5340,A028902,A044438,1995JJ00,352.0
5341,A028902,A044438,1996JJ00,349.0
5342,A028902,A044438,1997JJ00,363.0
5343,A028902,A044438,1998JJ00,375.0
5344,A028902,A044438,1999JJ00,399.0
5345,A028902,A044438,2000JJ00,426.0
5346,A028902,A044438,2001JJ00,463.0
5347,A028902,A044438,2002JJ00,500.0
5348,A028902,A044438,2003JJ00,531.0
5349,A028902,A044438,2004JJ00,535.0
5350,A028902,A044438,2005JJ00,540.0
5351,A028902,A044438,2006JJ00,548.0
5352,A028902,A044438,2007JJ00,569.0
5353,A028902,A044438,2008JJ00,597.0
5354,A028902,A044438,2009JJ00,632.0
5355,A028902,A044438,2010JJ00,652.0
5356,A028902,A044438,2011JJ00,646.0
5357,A028902,A044438,2012JJ00,654.0
5358,A028902,A044438,2013JJ00,656.0
5359,A028902,A044438,2014JJ00,654.0
5360,A028902,A044438,2015JJ00,651.0
5361,A028902,A044438,2016JJ00,651.0
5362,A028902,A044438,2017JJ00,668.0
5363,A028902,A044438,2018JJ00,720.0
5364,A028902,A044438,2019JJ00,763.0
5365,A028902,A044438,2020JJ00,803.0
5366,A028902,A044438,2021JJ00,839.0
5367,A028902,A044438,2022JJ00,903.0
5368,A028902,A044438,2023JJ00,992.0
5369,A028902,A044438,2024JJ00,1115.0
5370,A028902,A044439,1995JJ00,282.0
5371,A028902,A044439,1996JJ00,280.0
5372,A028902,A044439,1997JJ00,293.0
5373,A028902,A044439,1998JJ00,295.0
5374,A028902,A044439,1999JJ00,315.0
5375,A028902,A044439,2000JJ00,336.0
5376,A028902,A044439,2001JJ00,365.0
5377,A028902,A044439,2002JJ00,394.0
5378,A028902,A044439,2003JJ00,418.0
5379,A028902,A044439,2004JJ00,411.0
5380,A028902,A044439,2005JJ00,412.0
5381,A028902,A044439,2006JJ00,428.0
5382,A028902,A044439,2007JJ00,443.0
5383,A028902,A044439,2008JJ00,456.0
5384,A028902,A044439,2009JJ00,485.0
5385,A028902,A044439,2010JJ00,511.0
5386,A028902,A044439,2011JJ00,502.0
5387,A028902,A044439,2012JJ00,504.0
5388,A028902,A044439,2013JJ00,504.0
5389,A028902,A044439,2014JJ00,500.0
5390,A028902,A044439,2015JJ00,502.0
5391,A028902,A044439,2016JJ00,502.0
5392,A028902,A044439,2017JJ00,505.0
5393,A028902,A044439,2018JJ00,542.0
5394,A028902,A044439,2019JJ00,564.0
5395,A028902,A044439,2020JJ00,588.0
5396,A028902,A044439,2021JJ00,619.0
5397,A028902,A044439,2022JJ00,662.0
5398,A028902,A044439,2023JJ00,732.0
5399,A028902,A044439,2024JJ00,830.0
5400,A028902,A044440,1995JJ00,70.0
5401,A028902,A044440,1996JJ00,69.0
5402,A028902,A044440,1997JJ00,70.0
5403,A028902,A044440,1998JJ00,80.0
5404,A028902,A044440,1999JJ00,84.0
5405,A028902,A044440,2000JJ00,90.0
5406,A028902,A044440,2001JJ00,98.0
5407,A028902,A044440,2002JJ00,106.0
5408,A028902,A044440,2003JJ00,113.0
5409,A028902,A044440,2004JJ00,124.0
5410,A028902,A044440,2005JJ00,128.0
5411,A028902,A044440,2006JJ00,120.0
5412,A028902,A044440,2007JJ00,126.0
5413,A028902,A044440,2008JJ00,141.0
5414,A028902,A044440,2009JJ00,147.0
5415,A028902,A044440,2010JJ00,141.0
5416,A028902,A044440,2011JJ00,144.0
5417,A028902,A044440,2012JJ00,150.0
5418,A028902,A044440,2013JJ00,152.0
5419,A028902,A044440,2014JJ00,154.0
5420,A028902,A044440,2015JJ00,149.0
5421,A028902,A044440,2016JJ00,149.0
5422,A028902,A044440,2017JJ00,163.0
5423,A028902,A044440,2018JJ00,178.0
5424,A028902,A044440,2019JJ00,199.0
5425,A028902,A044440,2020JJ00,215.0
5426,A028902,A044440,2021JJ00,220.0
5427,A028902,A044440,2022JJ00,241.0
5428,A028902,A044440,2023JJ00,260.0
5429,A028902,A044440,2024JJ00,285.0
5430,A028902,A044447,1995JJ00,39.0
5431,A028902,A044447,1996JJ00,29.0
5432,A028902,A044447,1997JJ00,28.0
5433,A028902,A044447,1998JJ00,39.0
5434,A028902,A044447,1999JJ00,25.0
5435,A028902,A044447,2000JJ00,32.0
5436,A028902,A044447,2001JJ00,21.0
5437,A028902,A044447,2002JJ00,36.0
5438,A028902,A044447,2003JJ00,34.0
5439,A028902,A044447,2004JJ00,40.0
5440,A028902,A044447,2005JJ00,41.0
5441,A028902,A044447,2006JJ00,36.0
5442,A028902,A044447,2007JJ00,33.0
5443,A028902,A044447,2008JJ00,37.0
5444,A028902,A044447,2009JJ00,34.0
5445,A028902,A044447,2010JJ00,13.0
5446,A028902,A044447,2011JJ00,14.0
5447,A028902,A044447,2012JJ00,16.0
5448,A028902,A044447,2013JJ00,17.0
5449,A028902,A044447,2014JJ00,20.0
5450,A028902,A044447,2015JJ00,13.0
5451,A028902,A044447,2016JJ00,15.0
5452,A028902,A044447,2017JJ00,16.0
5453,A028902,A044447,2018JJ00,16.0
5454,A028902,A044447,2019JJ00,16.0
5455,A028902,A044447,2020JJ00,17.0
5456,A028902,A044447,2021JJ00,16.0
5457,A028902,A044447,2022JJ00,17.0
5458,A028902,A044447,2023JJ00,21.0
5459,A028902,A044447,2024JJ00,22.0
5460,A028902,A044451,1995JJ00,0.0
5461,A028902,A044451,1996JJ00,0.0
5462,A028902,A044451,1997JJ00,0.0
5463,A028902,A044451,1998JJ00,0.0
5464,A028902,A044451,1999JJ00,0.0
5465,A028902,A044451,2000JJ00,0.0
5466,A028902,A044451,2001JJ00,0.0
5467,A028902,A044451,2002JJ00,0.0
5468,A028902,A044451,2003JJ00,0.0
5469,A028902,A044451,2004JJ00,0.0
5470,A028902,A044451,2005JJ00,0.0
5471,A028902,A044451,2006JJ00,0.0
5472,A028902,A044451,2007JJ00,0.0
5473,A028902,A044451,2008JJ00,0.0
5474,A028902,A044451,2009JJ00,0.0
5475,A028902,A044451,2010JJ00,-1.0
5476,A028902,A044451,2011JJ00,0.0
5477,A028902,A044451,2012JJ00,0.0
5478,A028902,A044451,2013JJ00,0.0
5479,A028902,A044451,2014JJ00,0.0
5480,A028902,A044451,2015JJ00,0.0
5481,A028902,A044451,2016JJ00,0.0
5482,A028902,A044451,2017JJ00,0.0
5483,A028902,A044451,2018JJ00,0.0
5484,A028902,A044451,2019JJ00,0.0
5485,A028902,A044451,2020JJ00,0.0
5486,A028902,A044451,2021JJ00,0.0
5487,A028902,A044451,2022JJ00,0.0
5488,A028902,A044451,2023JJ00,0.0
5489,A028902,A044451,2024JJ00,0.0
5490,A028902,A048158,1995JJ00,0.0
5491,A028902,A048158,1996JJ00,0.0
5492,A028902,A048158,1997JJ00,0.0
5493,A028902,A048158,1998JJ00,0.0
5494,A028902,A048158,1999JJ00,0.0
5495,A028902,A048158,2000JJ00,0.0
5496,A028902,A048158,2001JJ00,0.0
5497,A028902,A048158,2002JJ00,0.0
5498,A028902,A048158,2003JJ00,0.0
5499,A028902,A048158,2004JJ00,0.0
5500,A028902,A048158,2005JJ00,0.0
5501,A028902,A048158,2006JJ00,0.0
5502,A028902,A048158,2007JJ00,0.0
5503,A028902,A048158,2008JJ00,0.0
5504,A028902,A048158,2009JJ00,0.0
5505,A028902,A048158,2010JJ00,0.0
5506,A028902,A048158,2011JJ00,0.0
5507,A028902,A048158,2012JJ00,0.0
5508,A028902,A048158,2013JJ00,0.0
5509,A028902,A048158,2014JJ00,0.0
5510,A028902,A048158,2015JJ00,0.0
5511,A028902,A048158,2016JJ00,0.0
5512,A028902,A048158,2017JJ00,0.0
5513,A028902,A048158,2018JJ00,0.0
5514,A028902,A048158,2019JJ00,0.0
5515,A028902,A048158,2020JJ00,0.0
5516,A028902,A048158,2021JJ00,0.0
5517,A028902,A048158,2022JJ00,0.0
5518,A028902,A048158,2023JJ00,0.0
5519,A028902,A048158,2024JJ00,0.0
5520,A028902,A046348,1995JJ00,1052.0
5521,A028902,A046348,1996JJ00,1052.0
5522,A028902,A046348,1997JJ00,1080.0
5523,A028902,A046348,1998JJ00,1181.0
5524,A028902,A046348,1999JJ00,1273.0
5525,A028902,A046348,2000JJ00,1395.0
5526,A028902,A046348,2001JJ00,1334.0
5527,A028902,A046348,2002JJ00,1520.0
5528,A028902,A046348,2003JJ00,1747.0
5529,A028902,A046348,2004JJ00,1796.0
5530,A028902,A046348,2005JJ00,1824.0
5531,A028902,A046348,2006JJ00,1739.0
5532,A028902,A046348,2007JJ00,1800.0
5533,A028902,A046348,2008JJ00,1864.0
5534,A028902,A046348,2009JJ00,2015.0
5535,A028902,A046348,2010JJ00,2074.0
5536,A028902,A046348,2011JJ00,2161.0
5537,A028902,A046348,2012JJ00,2224.0
5538,A028902,A046348,2013JJ00,2249.0
5539,A028902,A046348,2014JJ00,2246.0
5540,A028902,A046348,2015JJ00,2347.0
5541,A028902,A046348,2016JJ00,2322.0
5542,A028902,A046348,2017JJ00,2339.0
5543,A028902,A046348,2018JJ00,2423.0
5544,A028902,A046348,2019JJ00,2590.0
5545,A028902,A046348,2020JJ00,2779.0
5546,A028902,A046348,2021JJ00,2916.0
5547,A028902,A046348,2022JJ00,3057.0
5548,A028902,A046348,2023JJ00,3323.0
5549,A028902,A046348,2024JJ00,3672.0
5550,A028902,A046349,1995JJ00,0.0
5551,A028902,A046349,1996JJ00,0.0
5552,A028902,A046349,1997JJ00,0.0
5553,A028902,A046349,1998JJ00,0.0
5554,A028902,A046349,1999JJ00,0.0
5555,A028902,A046349,2000JJ00,0.0
5556,A028902,A046349,2001JJ00,0.0
5557,A028902,A046349,2002JJ00,0.0
5558,A028902,A046349,2003JJ00,0.0
5559,A028902,A046349,2004JJ00,0.0
5560,A028902,A046349,2005JJ00,0.0
5561,A028902,A046349,2006JJ00,0.0
5562,A028902,A046349,2007JJ00,0.0
5563,A028902,A046349,2008JJ00,0.0
5564,A028902,A046349,2009JJ00,0.0
5565,A028902,A046349,2010JJ00,0.0
5566,A028902,A046349,2011JJ00,0.0
5567,A028902,A046349,2012JJ00,0.0
5568,A028902,A046349,2013JJ00,0.0
5569,A028902,A046349,2014JJ00,0.0
5570,A028902,A046349,2015JJ00,0.0
5571,A028902,A046349,2016JJ00,0.0
5572,A028902,A046349,2017JJ00,0.0
5573,A028902,A046349,2018JJ00,0.0
5574,A028902,A046349,2019JJ00,0.0
5575,A028902,A046349,2020JJ00,0.0
5576,A028902,A046349,2021JJ00,0.0
5577,A028902,A046349,2022JJ00,0.0
5578,A028902,A046349,2023JJ00,0.0
5579,A028902,A046349,2024JJ00,0.0
5580,A028902,A048155,1995JJ00,0.0
5581,A028902,A048155,1996JJ00,0.0
5582,A028902,A048155,1997JJ00,0.0
5583,A028902,A048155,1998JJ00,0.0
5584,A028902,A048155,1999JJ00,0.0
5585,A028902,A048155,2000JJ00,0.0
5586,A028902,A048155,2001JJ00,0.0
5587,A028902,A048155,2002JJ00,0.0
5588,A028902,A048155,2003JJ00,0.0
5589,A028902,A048155,2004JJ00,0.0
5590,A028902,A048155,2005JJ00,0.0
5591,A028902,A048155,2006JJ00,0.0
5592,A028902,A048155,2007JJ00,0.0
5593,A028902,A048155,2008JJ00,0.0
5594,A028902,A048155,2009JJ00,0.0
5595,A028902,A048155,2010JJ00,0.0
5596,A028902,A048155,2011JJ00,0.0
5597,A028902,A048155,2012JJ00,0.0
5598,A028902,A048155,2013JJ00,0.0
5599,A028902,A048155,2014JJ00,0.0
5600,A028902,A048155,2015JJ00,0.0
5601,A028902,A048155,2016JJ00,0.0
5602,A028902,A048155,2017JJ00,0.0
5603,A028902,A048155,2018JJ00,0.0
5604,A028902,A048155,2019JJ00,0.0
5605,A028902,A048155,2020JJ00,0.0
5606,A028902,A048155,2021JJ00,0.0
5607,A028902,A048155,2022JJ00,0.0
5608,A028902,A048155,2023JJ00,0.0
5609,A028902,A048155,2024JJ00,0.0
5610,A028902,A044478,1995JJ00,0.0
5611,A028902,A044478,1996JJ00,0.0
5612,A028902,A044478,1997JJ00,0.0
5613,A028902,A044478,1998JJ00,0.0
5614,A028902,A044478,1999JJ00,0.0
5615,A028902,A044478,2000JJ00,0.0
5616,A028902,A044478,2001JJ00,0.0
5617,A028902,A044478,2002JJ00,0.0
5618,A028902,A044478,2003JJ00,0.0
5619,A028902,A044478,2004JJ00,0.0
5620,A028902,A044478,2005JJ00,0.0
5621,A028902,A044478,2006JJ00,0.0
5622,A028902,A044478,2007JJ00,0.0
5623,A028902,A044478,2008JJ00,0.0
5624,A028902,A044478,2009JJ00,0.0
5625,A028902,A044478,2010JJ00,0.0
5626,A028902,A044478,2011JJ00,0.0
5627,A028902,A044478,2012JJ00,0.0
5628,A028902,A044478,2013JJ00,0.0
5629,A028902,A044478,2014JJ00,0.0
5630,A028902,A044478,2015JJ00,0.0
5631,A028902,A044478,2016JJ00,0.0
5632,A028902,A044478,2017JJ00,0.0
5633,A028902,A044478,2018JJ00,0.0
5634,A028902,A044478,2019JJ00,0.0
5635,A028902,A044478,2020JJ00,0.0
5636,A028902,A044478,2021JJ00,0.0
5637,A028902,A044478,2022JJ00,0.0
5638,A028902,A044478,2023JJ00,0.0
5639,A028902,A044478,2024JJ00,0.0
5640,A028902,A046350,1995JJ00,1052.0
5641,A028902,A046350,1996JJ00,1052.0
5642,A028902,A046350,1997JJ00,1080.0
5643,A028902,A046350,1998JJ00,1181.0
5644,A028902,A046350,1999JJ00,1273.0
5645,A028902,A046350,2000JJ00,1395.0
5646,A028902,A046350,2001JJ00,1334.0
5647,A028902,A046350,2002JJ00,1520.0
5648,A028902,A046350,2003JJ00,1747.0
5649,A028902,A046350,2004JJ00,1796.0
5650,A028902,A046350,2005JJ00,1824.0
5651,A028902,A046350,2006JJ00,1739.0
5652,A028902,A046350,2007JJ00,1800.0
5653,A028902,A046350,2008JJ00,1864.0
5654,A028902,A046350,2009JJ00,2015.0
5655,A028902,A046350,2010JJ00,2074.0
5656,A028902,A046350,2011JJ00,2161.0
5657,A028902,A046350,2012JJ00,2224.0
5658,A028902,A046350,2013JJ00,2249.0
5659,A028902,A046350,2014JJ00,2246.0
5660,A028902,A046350,2015JJ00,2347.0
5661,A028902,A046350,2016JJ00,2322.0
5662,A028902,A046350,2017JJ00,2339.0
5663,A028902,A046350,2018JJ00,2423.0
5664,A028902,A046350,2019JJ00,2590.0
5665,A028902,A046350,2020JJ00,2779.0
5666,A028902,A046350,2021JJ00,2916.0
5667,A028902,A046350,2022JJ00,3057.0
5668,A028902,A046350,2023JJ00,3323.0
5669,A028902,A046350,2024JJ00,3672.0
5670,A044943,A048151,1995JJ00,16392.0
5671,A044943,A048151,1996JJ00,16635.0
5672,A044943,A048151,1997JJ00,17842.0
5673,A044943,A048151,1998JJ00,18672.0
5674,A044943,A048151,1999JJ00,19711.0
5675,A044943,A048151,2000JJ00,20801.0
5676,A044943,A048151,2001JJ00,22274.0
5677,A044943,A048151,2002JJ00,23738.0
5678,A044943,A048151,2003JJ00,25387.0
5679,A044943,A048151,2004JJ00,26604.0
5680,A044943,A048151,2005JJ00,27702.0
5681,A044943,A048151,2006JJ00,28827.0
5682,A044943,A048151,2007JJ00,30950.0
5683,A044943,A048151,2008JJ00,33301.0
5684,A044943,A048151,2009JJ00,35083.0
5685,A044943,A048151,2010JJ00,36020.0
5686,A044943,A048151,2011JJ00,36000.0
5687,A044943,A048151,2012JJ00,36168.0
5688,A044943,A048151,2013JJ00,31598.0
5689,A044943,A048151,2014JJ00,32338.0
5690,A044943,A048151,2015JJ00,32806.0
5691,A044943,A048151,2016JJ00,33871.0
5692,A044943,A048151,2017JJ00,34403.0
5693,A044943,A048151,2018JJ00,35528.0
5694,A044943,A048151,2019JJ00,36734.0
5695,A044943,A048151,2020JJ00,37891.0
5696,A044943,A048151,2021JJ00,40375.0
5697,A044943,A048151,2022JJ00,43693.0
5698,A044943,A048151,2023JJ00,47528.0
5699,A044943,A048151,2024JJ00,50490.0
5700,A044943,A044434,1995JJ00,1098.0
5701,A044943,A044434,1996JJ00,1145.0
5702,A044943,A044434,1997JJ00,1320.0
5703,A044943,A044434,1998JJ00,1344.0
5704,A044943,A044434,1999JJ00,1346.0
5705,A044943,A044434,2000JJ00,1334.0
5706,A044943,A044434,2001JJ00,1291.0
5707,A044943,A044434,2002JJ00,1415.0
5708,A044943,A044434,2003JJ00,1495.0
5709,A044943,A044434,2004JJ00,1591.0
5710,A044943,A044434,2005JJ00,1651.0
5711,A044943,A044434,2006JJ00,1742.0
5712,A044943,A044434,2007JJ00,1908.0
5713,A044943,A044434,2008JJ00,2049.0
5714,A044943,A044434,2009JJ00,1881.0
5715,A044943,A044434,2010JJ00,1907.0
5716,A044943,A044434,2011JJ00,1971.0
5717,A044943,A044434,2012JJ00,1883.0
5718,A044943,A044434,2013JJ00,1772.0
5719,A044943,A044434,2014JJ00,1820.0
5720,A044943,A044434,2015JJ00,1691.0
5721,A044943,A044434,2016JJ00,1670.0
5722,A044943,A044434,2017JJ00,1660.0
5723,A044943,A044434,2018JJ00,1783.0
5724,A044943,A044434,2019JJ00,1699.0
5725,A044943,A044434,2020JJ00,1502.0
5726,A044943,A044434,2021JJ00,1611.0
5727,A044943,A044434,2022JJ00,1938.0
5728,A044943,A044434,2023JJ00,1895.0
5729,A044943,A044434,2024JJ00,1997.0
5730,A044943,A044435,1995JJ00,5.0
5731,A044943,A044435,1996JJ00,8.0
5732,A044943,A044435,1997JJ00,16.0
5733,A044943,A044435,1998JJ00,23.0
5734,A044943,A044435,1999JJ00,24.0
5735,A044943,A044435,2000JJ00,33.0
5736,A044943,A044435,2001JJ00,59.0
5737,A044943,A044435,2002JJ00,85.0
5738,A044943,A044435,2003JJ00,110.0
5739,A044943,A044435,2004JJ00,130.0
5740,A044943,A044435,2005JJ00,114.0
5741,A044943,A044435,2006JJ00,232.0
5742,A044943,A044435,2007JJ00,150.0
5743,A044943,A044435,2008JJ00,147.0
5744,A044943,A044435,2009JJ00,158.0
5745,A044943,A044435,2010JJ00,186.0
5746,A044943,A044435,2011JJ00,168.0
5747,A044943,A044435,2012JJ00,186.0
5748,A044943,A044435,2013JJ00,142.0
5749,A044943,A044435,2014JJ00,154.0
5750,A044943,A044435,2015JJ00,168.0
5751,A044943,A044435,2016JJ00,168.0
5752,A044943,A044435,2017JJ00,189.0
5753,A044943,A044435,2018JJ00,201.0
5754,A044943,A044435,2019JJ00,216.0
5755,A044943,A044435,2020JJ00,223.0
5756,A044943,A044435,2021JJ00,262.0
5757,A044943,A044435,2022JJ00,295.0
5758,A044943,A044435,2023JJ00,329.0
5759,A044943,A044435,2024JJ00,338.0
5760,A044943,A048152,1995JJ00,15289.0
5761,A044943,A048152,1996JJ00,15482.0
5762,A044943,A048152,1997JJ00,16506.0
5763,A044943,A048152,1998JJ00,17305.0
5764,A044943,A048152,1999JJ00,18341.0
5765,A044943,A048152,2000JJ00,19434.0
5766,A044943,A048152,2001JJ00,20924.0
5767,A044943,A048152,2002JJ00,22238.0
5768,A044943,A048152,2003JJ00,23782.0
5769,A044943,A048152,2004JJ00,24883.0
5770,A044943,A048152,2005JJ00,25937.0
5771,A044943,A048152,2006JJ00,26853.0
5772,A044943,A048152,2007JJ00,28892.0
5773,A044943,A048152,2008JJ00,31105.0
5774,A044943,A048152,2009JJ00,33044.0
5775,A044943,A048152,2010JJ00,33927.0
5776,A044943,A048152,2011JJ00,33861.0
5777,A044943,A048152,2012JJ00,34099.0
5778,A044943,A048152,2013JJ00,29684.0
5779,A044943,A048152,2014JJ00,30364.0
5780,A044943,A048152,2015JJ00,30947.0
5781,A044943,A048152,2016JJ00,32033.0
5782,A044943,A048152,2017JJ00,32554.0
5783,A044943,A048152,2018JJ00,33544.0
5784,A044943,A048152,2019JJ00,34819.0
5785,A044943,A048152,2020JJ00,36166.0
5786,A044943,A048152,2021JJ00,38502.0
5787,A044943,A048152,2022JJ00,41460.0
5788,A044943,A048152,2023JJ00,45304.0
5789,A044943,A048152,2024JJ00,48155.0
5790,A044943,A044436,1995JJ00,1048.0
5791,A044943,A044436,1996JJ00,1071.0
5792,A044943,A044436,1997JJ00,1138.0
5793,A044943,A044436,1998JJ00,1165.0
5794,A044943,A044436,1999JJ00,1208.0
5795,A044943,A044436,2000JJ00,1275.0
5796,A044943,A044436,2001JJ00,1315.0
5797,A044943,A044436,2002JJ00,1362.0
5798,A044943,A044436,2003JJ00,1422.0
5799,A044943,A044436,2004JJ00,1448.0
5800,A044943,A044436,2005JJ00,1372.0
5801,A044943,A044436,2006JJ00,1349.0
5802,A044943,A044436,2007JJ00,1393.0
5803,A044943,A044436,2008JJ00,1405.0
5804,A044943,A044436,2009JJ00,1454.0
5805,A044943,A044436,2010JJ00,1544.0
5806,A044943,A044436,2011JJ00,1622.0
5807,A044943,A044436,2012JJ00,1673.0
5808,A044943,A044436,2013JJ00,1735.0
5809,A044943,A044436,2014JJ00,1826.0
5810,A044943,A044436,2015JJ00,1906.0
5811,A044943,A044436,2016JJ00,2028.0
5812,A044943,A044436,2017JJ00,1997.0
5813,A044943,A044436,2018JJ00,2049.0
5814,A044943,A044436,2019JJ00,2073.0
5815,A044943,A044436,2020JJ00,1876.0
5816,A044943,A044436,2021JJ00,1723.0
5817,A044943,A044436,2022JJ00,1665.0
5818,A044943,A044436,2023JJ00,2269.0
5819,A044943,A044436,2024JJ00,2443.0
5820,A044943,A048153,1995JJ00,14241.0
5821,A044943,A048153,1996JJ00,14411.0
5822,A044943,A048153,1997JJ00,15368.0
5823,A044943,A048153,1998JJ00,16140.0
5824,A044943,A048153,1999JJ00,17133.0
5825,A044943,A048153,2000JJ00,18159.0
5826,A044943,A048153,2001JJ00,19609.0
5827,A044943,A048153,2002JJ00,20876.0
5828,A044943,A048153,2003JJ00,22360.0
5829,A044943,A048153,2004JJ00,23435.0
5830,A044943,A048153,2005JJ00,24565.0
5831,A044943,A048153,2006JJ00,25504.0
5832,A044943,A048153,2007JJ00,27499.0
5833,A044943,A048153,2008JJ00,29700.0
5834,A044943,A048153,2009JJ00,31590.0
5835,A044943,A048153,2010JJ00,32383.0
5836,A044943,A048153,2011JJ00,32239.0
5837,A044943,A048153,2012JJ00,32426.0
5838,A044943,A048153,2013JJ00,27949.0
5839,A044943,A048153,2014JJ00,28538.0
5840,A044943,A048153,2015JJ00,29041.0
5841,A044943,A048153,2016JJ00,30005.0
5842,A044943,A048153,2017JJ00,30557.0
5843,A044943,A048153,2018JJ00,31495.0
5844,A044943,A048153,2019JJ00,32746.0
5845,A044943,A048153,2020JJ00,34290.0
5846,A044943,A048153,2021JJ00,36779.0
5847,A044943,A048153,2022JJ00,39795.0
5848,A044943,A048153,2023JJ00,43035.0
5849,A044943,A048153,2024JJ00,45712.0
5850,A044943,A044437,1995JJ00,3856.0
5851,A044943,A044437,1996JJ00,3744.0
5852,A044943,A044437,1997JJ00,4462.0
5853,A044943,A044437,1998JJ00,4579.0
5854,A044943,A044437,1999JJ00,4745.0
5855,A044943,A044437,2000JJ00,4874.0
5856,A044943,A044437,2001JJ00,5259.0
5857,A044943,A044437,2002JJ00,5669.0
5858,A044943,A044437,2003JJ00,6117.0
5859,A044943,A044437,2004JJ00,6774.0
5860,A044943,A044437,2005JJ00,7270.0
5861,A044943,A044437,2006JJ00,7468.0
5862,A044943,A044437,2007JJ00,8250.0
5863,A044943,A044437,2008JJ00,8237.0
5864,A044943,A044437,2009JJ00,8495.0
5865,A044943,A044437,2010JJ00,8614.0
5866,A044943,A044437,2011JJ00,8494.0
5867,A044943,A044437,2012JJ00,8496.0
5868,A044943,A044437,2013JJ00,7560.0
5869,A044943,A044437,2014JJ00,7988.0
5870,A044943,A044437,2015JJ00,8266.0
5871,A044943,A044437,2016JJ00,8762.0
5872,A044943,A044437,2017JJ00,8717.0
5873,A044943,A044437,2018JJ00,8972.0
5874,A044943,A044437,2019JJ00,9280.0
5875,A044943,A044437,2020JJ00,9133.0
5876,A044943,A044437,2021JJ00,10595.0
5877,A044943,A044437,2022JJ00,10841.0
5878,A044943,A044437,2023JJ00,11999.0
5879,A044943,A044437,2024JJ00,12870.0
5880,A044943,A048156,1995JJ00,12536.0
5881,A044943,A048156,1996JJ00,12891.0
5882,A044943,A048156,1997JJ00,13380.0
5883,A044943,A048156,1998JJ00,14093.0
5884,A044943,A048156,1999JJ00,14966.0
5885,A044943,A048156,2000JJ00,15927.0
5886,A044943,A048156,2001JJ00,17015.0
5887,A044943,A048156,2002JJ00,18069.0
5888,A044943,A048156,2003JJ00,19270.0
5889,A044943,A048156,2004JJ00,19830.0
5890,A044943,A048156,2005JJ00,20432.0
5891,A044943,A048156,2006JJ00,21359.0
5892,A044943,A048156,2007JJ00,22700.0
5893,A044943,A048156,2008JJ00,25064.0
5894,A044943,A048156,2009JJ00,26588.0
5895,A044943,A048156,2010JJ00,27406.0
5896,A044943,A048156,2011JJ00,27506.0
5897,A044943,A048156,2012JJ00,27672.0
5898,A044943,A048156,2013JJ00,24038.0
5899,A044943,A048156,2014JJ00,24350.0
5900,A044943,A048156,2015JJ00,24540.0
5901,A044943,A048156,2016JJ00,25109.0
5902,A044943,A048156,2017JJ00,25686.0
5903,A044943,A048156,2018JJ00,26556.0
5904,A044943,A048156,2019JJ00,27454.0
5905,A044943,A048156,2020JJ00,28758.0
5906,A044943,A048156,2021JJ00,29780.0
5907,A044943,A048156,2022JJ00,32852.0
5908,A044943,A048156,2023JJ00,35529.0
5909,A044943,A048156,2024JJ00,37620.0
5910,A044943,A044491,1995JJ00,1393.0
5911,A044943,A044491,1996JJ00,1454.0
5912,A044943,A044491,1997JJ00,1538.0
5913,A044943,A044491,1998JJ00,1600.0
5914,A044943,A044491,1999JJ00,1685.0
5915,A044943,A044491,2000JJ00,1830.0
5916,A044943,A044491,2001JJ00,1984.0
5917,A044943,A044491,2002JJ00,2126.0
5918,A044943,A044491,2003JJ00,2262.0
5919,A044943,A044491,2004JJ00,2391.0
