ID,Landen,BedrijfstakkenBranchesSBI2008,Perioden,BuitenlandseDochterondernemingen_1,WerkzamePersonenFTE_2,Omzet_3,Personeelskosten_4,Investeringen_5
77623,L008785,328100 ,2022JJ00,,,,,
77624,L008785,328100 ,2023JJ00,,,,,
77625,L008785,328105 ,2021JJ00,,,,,
77626,L008785,328105 ,2022JJ00,,,,,
77627,L008785,328105 ,2023JJ00,,,,,
77628,L008785,330300 ,2021JJ00,,,,,
77629,L008785,330300 ,2022JJ00,,,,,
77630,L008785,330300 ,2023JJ00,,,,,
77631,L008785,332900 ,2021JJ00,,,,,
77632,L008785,332900 ,2022JJ00,,,,,
77633,L008785,332900 ,2023JJ00,,,,,
77634,L008785,334800 ,2021JJ00,,,,,
77635,L008785,334800 ,2022JJ00,,,,,
77636,L008785,334800 ,2023JJ00,,,,,
77637,L008785,336500 ,2021JJ00,,,,,
77638,L008785,336500 ,2022JJ00,,,,,
77639,L008785,336500 ,2023JJ00,,,,,
77640,L008785,339200 ,2021JJ00,,,,,
77641,L008785,339200 ,2022JJ00,,,,,
77642,L008785,339200 ,2023JJ00,,,,,
77643,L008785,339205 ,2021JJ00,,,,,
77644,L008785,339205 ,2022JJ00,,,,,
77645,L008785,339205 ,2023JJ00,,,,,
77646,L008785,340200 ,2021JJ00,,,,,
77647,L008785,340200 ,2022JJ00,,,,,
77648,L008785,340200 ,2023JJ00,,,,,
77649,L008785,341600 ,2021JJ00,,,,,
77650,L008785,341600 ,2022JJ00,,,,,
77651,L008785,341600 ,2023JJ00,,,,,
77652,L008785,342400 ,2021JJ00,,,,,
77653,L008785,342400 ,2022JJ00,,,,,
77654,L008785,342400 ,2023JJ00,,,,,
77655,L008785,344400 ,2021JJ00,,,,,
77656,L008785,344400 ,2022JJ00,,,,,
77657,L008785,344400 ,2023JJ00,,,,,
77658,L008785,346600 ,2021JJ00,,,,,
77659,L008785,346600 ,2022JJ00,,,,,
77660,L008785,346600 ,2023JJ00,,,,,
77661,L008785,346700 ,2021JJ00,,,,,
77662,L008785,346700 ,2022JJ00,,,,,
77663,L008785,346700 ,2023JJ00,,,,,
77664,L008785,348000 ,2021JJ00,,,,,
77665,L008785,348000 ,2022JJ00,,,,,
77666,L008785,348000 ,2023JJ00,,,,,
77667,L008785,348100 ,2021JJ00,,,,,
77668,L008785,348100 ,2022JJ00,,,,,
77669,L008785,348100 ,2023JJ00,,,,,
77670,L008785,348400 ,2021JJ00,,,,,
77671,L008785,348400 ,2022JJ00,,,,,
77672,L008785,348400 ,2023JJ00,,,,,
77673,L008785,348700 ,2021JJ00,,,,,
77674,L008785,348700 ,2022JJ00,,,,,
77675,L008785,348700 ,2023JJ00,,,,,
77676,L008785,349700 ,2021JJ00,,,,,
77677,L008785,349700 ,2022JJ00,,,,,
77678,L008785,349700 ,2023JJ00,,,,,
77679,L008785,350000 ,2021JJ00,,,,,
77680,L008785,350000 ,2022JJ00,,,,,
77681,L008785,350000 ,2023JJ00,,,,,
77682,L008785,350100 ,2021JJ00,,,,,
77683,L008785,350100 ,2022JJ00,,,,,
77684,L008785,350100 ,2023JJ00,,,,,
77685,L008785,350600 ,2021JJ00,,,,,
77686,L008785,350600 ,2022JJ00,,,,,
77687,L008785,350600 ,2023JJ00,,,,,
77688,L008785,351900 ,2021JJ00,,,,,
77689,L008785,351900 ,2022JJ00,,,,,
77690,L008785,351900 ,2023JJ00,,,,,
77691,L008785,354200 ,2021JJ00,,,,,
77692,L008785,354200 ,2022JJ00,,,,,
77693,L008785,354200 ,2023JJ00,,,,,
77694,L008785,354300 ,2021JJ00,,,,,
77695,L008785,354300 ,2022JJ00,,,,,
77696,L008785,354300 ,2023JJ00,,,,,
77697,L008785,356900 ,2021JJ00,,,,,
77698,L008785,356900 ,2022JJ00,,,,,
77699,L008785,356900 ,2023JJ00,,,,,
77700,L008785,371600 ,2021JJ00,,,,,
77701,L008785,371600 ,2022JJ00,,,,,
77702,L008785,371600 ,2023JJ00,,,,,
77703,L008785,383100 ,2021JJ00,,,,,
77704,L008785,383100 ,2022JJ00,,,,,
77705,L008785,383100 ,2023JJ00,,,,,
77706,L008785,383200 ,2021JJ00,,,,,
77707,L008785,383200 ,2022JJ00,,,,,
77708,L008785,383200 ,2023JJ00,,,,,
77709,L008785,384900 ,2021JJ00,,,,,
77710,L008785,384900 ,2022JJ00,,,,,
77711,L008785,384900 ,2023JJ00,,,,,
77712,L008785,386300 ,2021JJ00,,,,,
77713,L008785,386300 ,2022JJ00,,,,,
77714,L008785,386300 ,2023JJ00,,,,,
77715,L008785,386800 ,2021JJ00,,,,,
77716,L008785,386800 ,2022JJ00,,,,,
77717,L008785,386800 ,2023JJ00,,,,,
77718,L008785,388400 ,2021JJ00,,,,,
77719,L008785,388400 ,2022JJ00,,,,,
77720,L008785,388400 ,2023JJ00,,,,,
77721,L008785,389100 ,2021JJ00,,,,,
77722,L008785,389100 ,2022JJ00,,,,,
77723,L008785,389100 ,2023JJ00,,,,,
77724,L008785,389200 ,2021JJ00,,,,,
77725,L008785,389200 ,2022JJ00,,,,,
77726,L008785,389200 ,2023JJ00,,,,,
77727,L008785,390500 ,2021JJ00,,,,,
77728,L008785,390500 ,2022JJ00,,,,,
77729,L008785,390500 ,2023JJ00,,,,,
77730,L008785,391600 ,2021JJ00,,,,,
77731,L008785,391600 ,2022JJ00,,,,,
77732,L008785,391600 ,2023JJ00,,,,,
77733,L008785,391700 ,2021JJ00,,,,,
77734,L008785,391700 ,2022JJ00,,,,,
77735,L008785,391700 ,2023JJ00,,,,,
77736,L008785,800021 ,2021JJ00,,,,,
77737,L008785,800021 ,2022JJ00,,,,,
77738,L008785,800021 ,2023JJ00,,,,,
77739,L008785,392600 ,2021JJ00,,,,,
77740,L008785,392600 ,2022JJ00,,,,,
77741,L008785,392600 ,2023JJ00,,,,,
77742,L008785,393600 ,2021JJ00,,,,,
77743,L008785,393600 ,2022JJ00,,,,,
77744,L008785,393600 ,2023JJ00,,,,,
77745,L008785,394100 ,2021JJ00,,,,,
77746,L008785,394100 ,2022JJ00,,,,,
77747,L008785,394100 ,2023JJ00,,,,,
77748,L008785,395005 ,2021JJ00,,,,,
77749,L008785,395005 ,2022JJ00,,,,,
77750,L008785,395005 ,2023JJ00,,,,,
77751,L008785,395000 ,2021JJ00,,,,,
77752,L008785,395000 ,2022JJ00,,,,,
77753,L008785,395000 ,2023JJ00,,,,,
77754,L008785,395600 ,2021JJ00,,,,,
77755,L008785,395600 ,2022JJ00,,,,,
77756,L008785,395600 ,2023JJ00,,,,,
77757,L008785,396300 ,2021JJ00,,,,,
77758,L008785,396300 ,2022JJ00,,,,,
77759,L008785,396300 ,2023JJ00,,,,,
77760,L008785,396400 ,2021JJ00,,,,,
77761,L008785,396400 ,2022JJ00,,,,,
77762,L008785,396400 ,2023JJ00,,,,,
77763,L008785,398700 ,2021JJ00,,,,,
77764,L008785,398700 ,2022JJ00,,,,,
77765,L008785,398700 ,2023JJ00,,,,,
77766,L008785,400200 ,2021JJ00,,,,,
77767,L008785,400200 ,2022JJ00,,,,,
77768,L008785,400200 ,2023JJ00,,,,,
77769,L008785,402000 ,2021JJ00,,,,,
77770,L008785,402000 ,2022JJ00,,,,,
77771,L008785,402000 ,2023JJ00,,,,,
77772,L008785,402100 ,2021JJ00,,,,,
77773,L008785,402100 ,2022JJ00,,,,,
77774,L008785,402100 ,2023JJ00,,,,,
77775,L008785,403300 ,2021JJ00,,,,,
77776,L008785,403300 ,2022JJ00,,,,,
77777,L008785,403300 ,2023JJ00,,,,,
77778,L008785,403400 ,2021JJ00,,,,,
77779,L008785,403400 ,2022JJ00,,,,,
77780,L008785,403400 ,2023JJ00,,,,,
77781,L008785,403405 ,2021JJ00,,,,,
77782,L008785,403405 ,2022JJ00,,,,,
77783,L008785,403405 ,2023JJ00,,,,,
77784,L008785,404900 ,2021JJ00,,,,,
77785,L008785,404900 ,2022JJ00,,,,,
77786,L008785,404900 ,2023JJ00,,,,,
77787,L008785,405900 ,2021JJ00,,,,,
77788,L008785,405900 ,2022JJ00,,,,,
77789,L008785,405900 ,2023JJ00,,,,,
77790,L008785,406800 ,2021JJ00,,,,,
77791,L008785,406800 ,2022JJ00,,,,,
77792,L008785,406800 ,2023JJ00,,,,,
77793,L008785,408105 ,2021JJ00,,,,,
77794,L008785,408105 ,2022JJ00,,,,,
77795,L008785,408105 ,2023JJ00,,,,,
77796,L008785,408100 ,2021JJ00,,,,,
77797,L008785,408100 ,2022JJ00,,,,,
77798,L008785,408100 ,2023JJ00,,,,,
77799,L008785,408700 ,2021JJ00,,,,,
77800,L008785,408700 ,2022JJ00,,,,,
77801,L008785,408700 ,2023JJ00,,,,,
77802,L008785,409900 ,2021JJ00,,,,,
77803,L008785,409900 ,2022JJ00,,,,,
77804,L008785,409900 ,2023JJ00,,,,,
77805,L008785,410200 ,2021JJ00,,,,,
77806,L008785,410200 ,2022JJ00,,,,,
77807,L008785,410200 ,2023JJ00,,,,,
77808,L008785,410300 ,2021JJ00,,,,,
77809,L008785,410300 ,2022JJ00,,,,,
77810,L008785,410300 ,2023JJ00,,,,,
77811,L008785,800010 ,2021JJ00,,,,,
77812,L008785,800010 ,2022JJ00,,,,,
77813,L008785,800010 ,2023JJ00,,,,,
77814,L008785,412700 ,2021JJ00,,,,,
77815,L008785,412700 ,2022JJ00,,,,,
77816,L008785,412700 ,2023JJ00,,,,,
77817,L008785,413700 ,2021JJ00,,,,,
77818,L008785,413700 ,2022JJ00,,,,,
77819,L008785,413700 ,2023JJ00,,,,,
77820,L008785,414300 ,2021JJ00,,,,,
77821,L008785,414300 ,2022JJ00,,,,,
77822,L008785,414300 ,2023JJ00,,,,,
77823,L008785,415000 ,2021JJ00,,,,,
77824,L008785,415000 ,2022JJ00,,,,,
77825,L008785,415000 ,2023JJ00,,,,,
77826,L008785,415900 ,2021JJ00,,,,,
77827,L008785,415900 ,2022JJ00,,,,,
77828,L008785,415900 ,2023JJ00,,,,,
77829,L008785,419000 ,2021JJ00,,,,,
77830,L008785,419000 ,2022JJ00,,,,,
77831,L008785,419000 ,2023JJ00,,,,,
77832,L008785,419100 ,2021JJ00,,,,,
77833,L008785,419100 ,2022JJ00,,,,,
77834,L008785,419100 ,2023JJ00,,,,,
77835,L008785,422400 ,2021JJ00,,,,,
77836,L008785,422400 ,2022JJ00,,,,,
77837,L008785,422400 ,2023JJ00,,,,,
77838,L008785,422500 ,2021JJ00,,,,,
77839,L008785,422500 ,2022JJ00,,,,,
77840,L008785,422500 ,2023JJ00,,,,,
77841,L008785,425300 ,2021JJ00,,,,,
77842,L008785,425300 ,2022JJ00,,,,,
77843,L008785,425300 ,2023JJ00,,,,,
77844,L008785,425305 ,2021JJ00,,,,,
77845,L008785,425305 ,2022JJ00,,,,,
77846,L008785,425305 ,2023JJ00,,,,,
77847,L008785,426600 ,2021JJ00,,,,,
77848,L008785,426600 ,2022JJ00,,,,,
77849,L008785,426600 ,2023JJ00,,,,,
77850,L008785,428100 ,2021JJ00,,,,,
77851,L008785,428100 ,2022JJ00,,,,,
77852,L008785,428100 ,2023JJ00,,,,,
77853,L008785,428200 ,2021JJ00,,,,,
77854,L008785,428200 ,2022JJ00,,,,,
77855,L008785,428200 ,2023JJ00,,,,,
77856,L008785,429300 ,2021JJ00,,,,,
77857,L008785,429300 ,2022JJ00,,,,,
77858,L008785,429300 ,2023JJ00,,,,,
77859,L008785,430600 ,2021JJ00,,,,,
77860,L008785,430600 ,2022JJ00,,,,,
77861,L008785,430600 ,2023JJ00,,,,,
77862,L008785,431100 ,2021JJ00,,,,,
77863,L008785,431100 ,2022JJ00,,,,,
77864,L008785,431100 ,2023JJ00,,,,,
77865,L008785,435500 ,2021JJ00,,,,,
77866,L008785,435500 ,2022JJ00,,,,,
77867,L008785,435500 ,2023JJ00,,,,,
77868,L008785,435600 ,2021JJ00,,,,,
77869,L008785,435600 ,2022JJ00,,,,,
77870,L008785,435600 ,2023JJ00,,,,,
77871,L008785,437500 ,2021JJ00,,,,,
77872,L008785,437500 ,2022JJ00,,,,,
77873,L008785,437500 ,2023JJ00,,,,,
77874,L008785,438600 ,2021JJ00,,,,,
77875,L008785,438600 ,2022JJ00,,,,,
77876,L008785,438600 ,2023JJ00,,,,,
77877,L008785,441000 ,2021JJ00,,,,,
77878,L008785,441000 ,2022JJ00,,,,,
77879,L008785,441000 ,2023JJ00,,,,,
77880,L008786,305700 ,2021JJ00,,,,,
77881,L008786,305700 ,2022JJ00,,,,,
77882,L008786,305700 ,2023JJ00,,,,,
77883,L008786,800012 ,2021JJ00,,,,,
77884,L008786,800012 ,2022JJ00,,,,,
77885,L008786,800012 ,2023JJ00,,,,,
77886,L008786,305800 ,2021JJ00,,,,,
77887,L008786,305800 ,2022JJ00,,,,,
77888,L008786,305800 ,2023JJ00,,,,,
77889,L008786,306300 ,2021JJ00,,,,,
77890,L008786,306300 ,2022JJ00,,,,,
77891,L008786,306300 ,2023JJ00,,,,,
77892,L008786,307000 ,2021JJ00,,,,,
77893,L008786,307000 ,2022JJ00,,,,,
77894,L008786,307000 ,2023JJ00,,,,,
77895,L008786,307500 ,2021JJ00,,,,,
77896,L008786,307500 ,2022JJ00,,,,,
77897,L008786,307500 ,2023JJ00,,,,,
77898,L008786,307610 ,2021JJ00,,,,,
77899,L008786,307610 ,2022JJ00,,,,,
77900,L008786,307610 ,2023JJ00,,,,,
77901,L008786,307600 ,2021JJ00,,,,,
77902,L008786,307600 ,2022JJ00,,,,,
77903,L008786,307600 ,2023JJ00,,,,,
77904,L008786,311300 ,2021JJ00,,,,,
77905,L008786,311300 ,2022JJ00,,,,,
77906,L008786,311300 ,2023JJ00,,,,,
77907,L008786,312200 ,2021JJ00,,,,,
77908,L008786,312200 ,2022JJ00,,,,,
77909,L008786,312200 ,2023JJ00,,,,,
77910,L008786,312500 ,2021JJ00,,,,,
77911,L008786,312500 ,2022JJ00,,,,,
77912,L008786,312500 ,2023JJ00,,,,,
77913,L008786,312505 ,2021JJ00,,,,,
77914,L008786,312505 ,2022JJ00,,,,,
77915,L008786,312505 ,2023JJ00,,,,,
77916,L008786,314000 ,2021JJ00,,,,,
77917,L008786,314000 ,2022JJ00,,,,,
77918,L008786,314000 ,2023JJ00,,,,,
77919,L008786,315200 ,2021JJ00,,,,,
77920,L008786,315200 ,2022JJ00,,,,,
77921,L008786,315200 ,2023JJ00,,,,,
77922,L008786,315810 ,2021JJ00,,,,,
77923,L008786,315810 ,2022JJ00,,,,,
77924,L008786,315810 ,2023JJ00,,,,,
77925,L008786,315800 ,2021JJ00,,,,,
77926,L008786,315800 ,2022JJ00,,,,,
77927,L008786,315800 ,2023JJ00,,,,,
77928,L008786,317100 ,2021JJ00,,,,,
77929,L008786,317100 ,2022JJ00,,,,,
77930,L008786,317100 ,2023JJ00,,,,,
77931,L008786,318600 ,2021JJ00,,,,,
77932,L008786,318600 ,2022JJ00,,,,,
77933,L008786,318600 ,2023JJ00,,,,,
77934,L008786,320000 ,2021JJ00,,,,,
77935,L008786,320000 ,2022JJ00,,,,,
77936,L008786,320000 ,2023JJ00,,,,,
77937,L008786,320700 ,2021JJ00,,,,,
77938,L008786,320700 ,2022JJ00,,,,,
77939,L008786,320700 ,2023JJ00,,,,,
77940,L008786,323200 ,2021JJ00,,,,,
77941,L008786,323200 ,2022JJ00,,,,,
77942,L008786,323200 ,2023JJ00,,,,,
77943,L008786,323705 ,2021JJ00,,,,,
77944,L008786,323705 ,2022JJ00,,,,,
77945,L008786,323705 ,2023JJ00,,,,,
77946,L008786,323700 ,2021JJ00,,,,,
77947,L008786,323700 ,2022JJ00,,,,,
77948,L008786,323700 ,2023JJ00,,,,,
77949,L008786,324600 ,2021JJ00,,,,,
77950,L008786,324600 ,2022JJ00,,,,,
77951,L008786,324600 ,2023JJ00,,,,,
77952,L008786,328100 ,2021JJ00,,,,,
77953,L008786,328100 ,2022JJ00,,,,,
77954,L008786,328100 ,2023JJ00,,,,,
77955,L008786,328105 ,2021JJ00,,,,,
77956,L008786,328105 ,2022JJ00,,,,,
77957,L008786,328105 ,2023JJ00,,,,,
77958,L008786,330300 ,2021JJ00,,,,,
77959,L008786,330300 ,2022JJ00,,,,,
77960,L008786,330300 ,2023JJ00,,,,,
77961,L008786,332900 ,2021JJ00,,,,,
77962,L008786,332900 ,2022JJ00,,,,,
77963,L008786,332900 ,2023JJ00,,,,,
77964,L008786,334800 ,2021JJ00,,,,,
77965,L008786,334800 ,2022JJ00,,,,,
77966,L008786,334800 ,2023JJ00,,,,,
77967,L008786,336500 ,2021JJ00,,,,,
77968,L008786,336500 ,2022JJ00,,,,,
77969,L008786,336500 ,2023JJ00,,,,,
77970,L008786,339200 ,2021JJ00,,,,,
77971,L008786,339200 ,2022JJ00,,,,,
77972,L008786,339200 ,2023JJ00,,,,,
77973,L008786,339205 ,2021JJ00,,,,,
77974,L008786,339205 ,2022JJ00,,,,,
77975,L008786,339205 ,2023JJ00,,,,,
77976,L008786,340200 ,2021JJ00,,,,,
77977,L008786,340200 ,2022JJ00,,,,,
77978,L008786,340200 ,2023JJ00,,,,,
77979,L008786,341600 ,2021JJ00,,,,,
77980,L008786,341600 ,2022JJ00,,,,,
77981,L008786,341600 ,2023JJ00,,,,,
77982,L008786,342400 ,2021JJ00,,,,,
77983,L008786,342400 ,2022JJ00,,,,,
77984,L008786,342400 ,2023JJ00,,,,,
77985,L008786,344400 ,2021JJ00,,,,,
77986,L008786,344400 ,2022JJ00,,,,,
77987,L008786,344400 ,2023JJ00,,,,,
77988,L008786,346600 ,2021JJ00,,,,,
77989,L008786,346600 ,2022JJ00,,,,,
77990,L008786,346600 ,2023JJ00,,,,,
77991,L008786,346700 ,2021JJ00,,,,,
77992,L008786,346700 ,2022JJ00,,,,,
77993,L008786,346700 ,2023JJ00,,,,,
77994,L008786,348000 ,2021JJ00,,,,,
77995,L008786,348000 ,2022JJ00,,,,,
77996,L008786,348000 ,2023JJ00,,,,,
77997,L008786,348100 ,2021JJ00,,,,,
77998,L008786,348100 ,2022JJ00,,,,,
77999,L008786,348100 ,2023JJ00,,,,,
78000,L008786,348400 ,2021JJ00,,,,,
78001,L008786,348400 ,2022JJ00,,,,,
78002,L008786,348400 ,2023JJ00,,,,,
78003,L008786,348700 ,2021JJ00,,,,,
78004,L008786,348700 ,2022JJ00,,,,,
78005,L008786,348700 ,2023JJ00,,,,,
78006,L008786,349700 ,2021JJ00,,,,,
78007,L008786,349700 ,2022JJ00,,,,,
78008,L008786,349700 ,2023JJ00,,,,,
78009,L008786,350000 ,2021JJ00,,,,,
78010,L008786,350000 ,2022JJ00,,,,,
78011,L008786,350000 ,2023JJ00,,,,,
78012,L008786,350100 ,2021JJ00,,,,,
78013,L008786,350100 ,2022JJ00,,,,,
78014,L008786,350100 ,2023JJ00,,,,,
78015,L008786,350600 ,2021JJ00,,,,,
78016,L008786,350600 ,2022JJ00,,,,,
78017,L008786,350600 ,2023JJ00,,,,,
78018,L008786,351900 ,2021JJ00,,,,,
78019,L008786,351900 ,2022JJ00,,,,,
78020,L008786,351900 ,2023JJ00,,,,,
78021,L008786,354200 ,2021JJ00,,,,,
78022,L008786,354200 ,2022JJ00,,,,,
78023,L008786,354200 ,2023JJ00,,,,,
78024,L008786,354300 ,2021JJ00,,,,,
78025,L008786,354300 ,2022JJ00,,,,,
78026,L008786,354300 ,2023JJ00,,,,,
78027,L008786,356900 ,2021JJ00,,,,,
78028,L008786,356900 ,2022JJ00,,,,,
78029,L008786,356900 ,2023JJ00,,,,,
78030,L008786,371600 ,2021JJ00,,,,,
78031,L008786,371600 ,2022JJ00,,,,,
78032,L008786,371600 ,2023JJ00,,,,,
78033,L008786,383100 ,2021JJ00,,,,,
78034,L008786,383100 ,2022JJ00,,,,,
78035,L008786,383100 ,2023JJ00,,,,,
78036,L008786,383200 ,2021JJ00,,,,,
78037,L008786,383200 ,2022JJ00,,,,,
78038,L008786,383200 ,2023JJ00,,,,,
78039,L008786,384900 ,2021JJ00,,,,,
78040,L008786,384900 ,2022JJ00,,,,,
78041,L008786,384900 ,2023JJ00,,,,,
78042,L008786,386300 ,2021JJ00,,,,,
78043,L008786,386300 ,2022JJ00,,,,,
78044,L008786,386300 ,2023JJ00,,,,,
78045,L008786,386800 ,2021JJ00,,,,,
78046,L008786,386800 ,2022JJ00,,,,,
78047,L008786,386800 ,2023JJ00,,,,,
78048,L008786,388400 ,2021JJ00,,,,,
78049,L008786,388400 ,2022JJ00,,,,,
78050,L008786,388400 ,2023JJ00,,,,,
78051,L008786,389100 ,2021JJ00,,,,,
78052,L008786,389100 ,2022JJ00,,,,,
78053,L008786,389100 ,2023JJ00,,,,,
78054,L008786,389200 ,2021JJ00,,,,,
78055,L008786,389200 ,2022JJ00,,,,,
78056,L008786,389200 ,2023JJ00,,,,,
78057,L008786,390500 ,2021JJ00,,,,,
78058,L008786,390500 ,2022JJ00,,,,,
78059,L008786,390500 ,2023JJ00,,,,,
78060,L008786,391600 ,2021JJ00,,,,,
78061,L008786,391600 ,2022JJ00,,,,,
78062,L008786,391600 ,2023JJ00,,,,,
78063,L008786,391700 ,2021JJ00,,,,,
78064,L008786,391700 ,2022JJ00,,,,,
78065,L008786,391700 ,2023JJ00,,,,,
78066,L008786,800021 ,2021JJ00,,,,,
78067,L008786,800021 ,2022JJ00,,,,,
78068,L008786,800021 ,2023JJ00,,,,,
78069,L008786,392600 ,2021JJ00,,,,,
78070,L008786,392600 ,2022JJ00,,,,,
78071,L008786,392600 ,2023JJ00,,,,,
78072,L008786,393600 ,2021JJ00,,,,,
78073,L008786,393600 ,2022JJ00,,,,,
78074,L008786,393600 ,2023JJ00,,,,,
78075,L008786,394100 ,2021JJ00,,,,,
78076,L008786,394100 ,2022JJ00,,,,,
78077,L008786,394100 ,2023JJ00,,,,,
78078,L008786,395005 ,2021JJ00,,,,,
78079,L008786,395005 ,2022JJ00,,,,,
78080,L008786,395005 ,2023JJ00,,,,,
78081,L008786,395000 ,2021JJ00,,,,,
78082,L008786,395000 ,2022JJ00,,,,,
78083,L008786,395000 ,2023JJ00,,,,,
78084,L008786,395600 ,2021JJ00,,,,,
78085,L008786,395600 ,2022JJ00,,,,,
78086,L008786,395600 ,2023JJ00,,,,,
78087,L008786,396300 ,2021JJ00,,,,,
78088,L008786,396300 ,2022JJ00,,,,,
78089,L008786,396300 ,2023JJ00,,,,,
78090,L008786,396400 ,2021JJ00,,,,,
78091,L008786,396400 ,2022JJ00,,,,,
78092,L008786,396400 ,2023JJ00,,,,,
78093,L008786,398700 ,2021JJ00,,,,,
78094,L008786,398700 ,2022JJ00,,,,,
78095,L008786,398700 ,2023JJ00,,,,,
78096,L008786,400200 ,2021JJ00,,,,,
78097,L008786,400200 ,2022JJ00,,,,,
78098,L008786,400200 ,2023JJ00,,,,,
78099,L008786,402000 ,2021JJ00,,,,,
78100,L008786,402000 ,2022JJ00,,,,,
78101,L008786,402000 ,2023JJ00,,,,,
78102,L008786,402100 ,2021JJ00,,,,,
78103,L008786,402100 ,2022JJ00,,,,,
78104,L008786,402100 ,2023JJ00,,,,,
78105,L008786,403300 ,2021JJ00,,,,,
78106,L008786,403300 ,2022JJ00,,,,,
78107,L008786,403300 ,2023JJ00,,,,,
78108,L008786,403400 ,2021JJ00,,,,,
78109,L008786,403400 ,2022JJ00,,,,,
78110,L008786,403400 ,2023JJ00,,,,,
78111,L008786,403405 ,2021JJ00,,,,,
78112,L008786,403405 ,2022JJ00,,,,,
78113,L008786,403405 ,2023JJ00,,,,,
78114,L008786,404900 ,2021JJ00,,,,,
78115,L008786,404900 ,2022JJ00,,,,,
78116,L008786,404900 ,2023JJ00,,,,,
78117,L008786,405900 ,2021JJ00,,,,,
78118,L008786,405900 ,2022JJ00,,,,,
78119,L008786,405900 ,2023JJ00,,,,,
78120,L008786,406800 ,2021JJ00,,,,,
78121,L008786,406800 ,2022JJ00,,,,,
78122,L008786,406800 ,2023JJ00,,,,,
78123,L008786,408105 ,2021JJ00,,,,,
78124,L008786,408105 ,2022JJ00,,,,,
78125,L008786,408105 ,2023JJ00,,,,,
78126,L008786,408100 ,2021JJ00,,,,,
78127,L008786,408100 ,2022JJ00,,,,,
78128,L008786,408100 ,2023JJ00,,,,,
78129,L008786,408700 ,2021JJ00,,,,,
78130,L008786,408700 ,2022JJ00,,,,,
78131,L008786,408700 ,2023JJ00,,,,,
78132,L008786,409900 ,2021JJ00,,,,,
78133,L008786,409900 ,2022JJ00,,,,,
78134,L008786,409900 ,2023JJ00,,,,,
78135,L008786,410200 ,2021JJ00,,,,,
78136,L008786,410200 ,2022JJ00,,,,,
78137,L008786,410200 ,2023JJ00,,,,,
78138,L008786,410300 ,2021JJ00,,,,,
78139,L008786,410300 ,2022JJ00,,,,,
78140,L008786,410300 ,2023JJ00,,,,,
78141,L008786,800010 ,2021JJ00,,,,,
78142,L008786,800010 ,2022JJ00,,,,,
78143,L008786,800010 ,2023JJ00,,,,,
78144,L008786,412700 ,2021JJ00,,,,,
78145,L008786,412700 ,2022JJ00,,,,,
78146,L008786,412700 ,2023JJ00,,,,,
78147,L008786,413700 ,2021JJ00,,,,,
78148,L008786,413700 ,2022JJ00,,,,,
78149,L008786,413700 ,2023JJ00,,,,,
78150,L008786,414300 ,2021JJ00,,,,,
78151,L008786,414300 ,2022JJ00,,,,,
78152,L008786,414300 ,2023JJ00,,,,,
78153,L008786,415000 ,2021JJ00,,,,,
78154,L008786,415000 ,2022JJ00,,,,,
78155,L008786,415000 ,2023JJ00,,,,,
78156,L008786,415900 ,2021JJ00,,,,,
78157,L008786,415900 ,2022JJ00,,,,,
78158,L008786,415900 ,2023JJ00,,,,,
78159,L008786,419000 ,2021JJ00,,,,,
78160,L008786,419000 ,2022JJ00,,,,,
78161,L008786,419000 ,2023JJ00,,,,,
78162,L008786,419100 ,2021JJ00,,,,,
78163,L008786,419100 ,2022JJ00,,,,,
78164,L008786,419100 ,2023JJ00,,,,,
78165,L008786,422400 ,2021JJ00,,,,,
78166,L008786,422400 ,2022JJ00,,,,,
78167,L008786,422400 ,2023JJ00,,,,,
78168,L008786,422500 ,2021JJ00,,,,,
78169,L008786,422500 ,2022JJ00,,,,,
78170,L008786,422500 ,2023JJ00,,,,,
78171,L008786,425300 ,2021JJ00,,,,,
78172,L008786,425300 ,2022JJ00,,,,,
78173,L008786,425300 ,2023JJ00,,,,,
78174,L008786,425305 ,2021JJ00,,,,,
78175,L008786,425305 ,2022JJ00,,,,,
78176,L008786,425305 ,2023JJ00,,,,,
78177,L008786,426600 ,2021JJ00,,,,,
78178,L008786,426600 ,2022JJ00,,,,,
78179,L008786,426600 ,2023JJ00,,,,,
78180,L008786,428100 ,2021JJ00,,,,,
78181,L008786,428100 ,2022JJ00,,,,,
78182,L008786,428100 ,2023JJ00,,,,,
78183,L008786,428200 ,2021JJ00,,,,,
78184,L008786,428200 ,2022JJ00,,,,,
78185,L008786,428200 ,2023JJ00,,,,,
78186,L008786,429300 ,2021JJ00,,,,,
78187,L008786,429300 ,2022JJ00,,,,,
78188,L008786,429300 ,2023JJ00,,,,,
78189,L008786,430600 ,2021JJ00,,,,,
78190,L008786,430600 ,2022JJ00,,,,,
78191,L008786,430600 ,2023JJ00,,,,,
78192,L008786,431100 ,2021JJ00,,,,,
78193,L008786,431100 ,2022JJ00,,,,,
78194,L008786,431100 ,2023JJ00,,,,,
78195,L008786,435500 ,2021JJ00,,,,,
78196,L008786,435500 ,2022JJ00,,,,,
78197,L008786,435500 ,2023JJ00,,,,,
78198,L008786,435600 ,2021JJ00,,,,,
78199,L008786,435600 ,2022JJ00,,,,,
78200,L008786,435600 ,2023JJ00,,,,,
78201,L008786,437500 ,2021JJ00,,,,,
