ID,Marges,Kenmerken,MateVanEenzaamheid,Perioden,Eenzaamheid_1,SocialeEenzaamheid_2,EmotioneleEenzaamheid_3
1647,MBG0095,53700  ,A052503,2022JJ00,16.4,19.1,15.4
1648,MBG0095,53700  ,A052503,2023JJ00,15.9,20.6,13.8
1649,MBG0095,53700  ,A052503,2024JJ00,12.8,16.3,12.4
1650,MBG0095,53800  ,A052501,2019JJ00,68.1,58.9,72.8
1651,MBG0095,53800  ,A052501,2021JJ00,59.8,58.5,59.6
1652,MBG0095,53800  ,A052501,2022JJ00,65.9,61.0,66.6
1653,MBG0095,53800  ,A052501,2023JJ00,65.3,59.0,66.5
1654,MBG0095,53800  ,A052501,2024JJ00,64.1,58.2,67.1
1655,MBG0095,53800  ,A052502,2019JJ00,28.8,33.2,25.2
1656,MBG0095,53800  ,A052502,2021JJ00,34.4,29.1,35.3
1657,MBG0095,53800  ,A052502,2022JJ00,30.5,30.5,31.3
1658,MBG0095,53800  ,A052502,2023JJ00,28.7,31.8,27.8
1659,MBG0095,53800  ,A052502,2024JJ00,30.9,31.2,30.3
1660,MBG0095,53800  ,A052503,2019JJ00,10.5,15.8,9.1
1661,MBG0095,53800  ,A052503,2021JJ00,14.3,21.2,13.6
1662,MBG0095,53800  ,A052503,2022JJ00,11.2,16.5,9.7
1663,MBG0095,53800  ,A052503,2023JJ00,13.7,17.1,13.3
1664,MBG0095,53800  ,A052503,2024JJ00,13.0,19.0,10.4
1665,MBG0095,53900  ,A052501,2019JJ00,68.7,61.8,70.7
1666,MBG0095,53900  ,A052501,2021JJ00,64.0,62.0,63.2
1667,MBG0095,53900  ,A052501,2022JJ00,63.3,58.2,66.3
1668,MBG0095,53900  ,A052501,2023JJ00,67.8,60.8,69.8
1669,MBG0095,53900  ,A052501,2024JJ00,62.5,54.4,68.2
1670,MBG0095,53900  ,A052502,2019JJ00,28.5,30.3,27.1
1671,MBG0095,53900  ,A052502,2021JJ00,31.3,30.1,33.0
1672,MBG0095,53900  ,A052502,2022JJ00,30.2,30.8,28.6
1673,MBG0095,53900  ,A052502,2023JJ00,27.2,30.5,26.6
1674,MBG0095,53900  ,A052502,2024JJ00,33.1,33.7,29.1
1675,MBG0095,53900  ,A052503,2019JJ00,9.7,15.3,9.1
1676,MBG0095,53900  ,A052503,2021JJ00,12.6,15.8,11.7
1677,MBG0095,53900  ,A052503,2022JJ00,13.5,18.3,12.0
1678,MBG0095,53900  ,A052503,2023JJ00,12.1,16.3,10.6
1679,MBG0095,53900  ,A052503,2024JJ00,12.2,20.1,10.3
1680,MBG0095,53925  ,A052501,2019JJ00,70.2,65.0,70.5
1681,MBG0095,53925  ,A052501,2021JJ00,61.8,61.0,61.4
1682,MBG0095,53925  ,A052501,2022JJ00,68.6,61.0,70.0
1683,MBG0095,53925  ,A052501,2023JJ00,65.2,59.3,67.3
1684,MBG0095,53925  ,A052501,2024JJ00,62.1,56.5,69.0
1685,MBG0095,53925  ,A052502,2019JJ00,27.3,28.3,27.8
1686,MBG0095,53925  ,A052502,2021JJ00,35.9,32.4,35.6
1687,MBG0095,53925  ,A052502,2022JJ00,29.3,32.3,27.8
1688,MBG0095,53925  ,A052502,2023JJ00,31.2,33.4,28.3
1689,MBG0095,53925  ,A052502,2024JJ00,34.8,33.2,27.7
1690,MBG0095,53925  ,A052503,2019JJ00,9.7,14.2,8.9
1691,MBG0095,53925  ,A052503,2021JJ00,10.2,14.8,11.0
1692,MBG0095,53925  ,A052503,2022JJ00,8.8,13.9,8.9
1693,MBG0095,53925  ,A052503,2023JJ00,10.7,14.8,11.7
1694,MBG0095,53925  ,A052503,2024JJ00,10.9,18.5,10.9
1695,MBG0095,21600  ,A052501,2019JJ00,62.0,64.0,55.9
1696,MBG0095,21600  ,A052501,2021JJ00,57.7,62.2,52.3
1697,MBG0095,21600  ,A052501,2022JJ00,59.5,61.7,56.6
1698,MBG0095,21600  ,A052501,2023JJ00,61.0,63.2,55.5
1699,MBG0095,21600  ,A052501,2024JJ00,62.2,62.2,61.4
1700,MBG0095,21600  ,A052502,2019JJ00,36.7,33.7,40.9
1701,MBG0095,21600  ,A052502,2021JJ00,41.3,34.0,46.6
1702,MBG0095,21600  ,A052502,2022JJ00,37.5,33.2,38.8
1703,MBG0095,21600  ,A052502,2023JJ00,36.9,31.7,41.6
1704,MBG0095,21600  ,A052502,2024JJ00,38.7,33.8,37.8
1705,MBG0095,21600  ,A052503,2019JJ00,11.3,12.2,13.6
1706,MBG0095,21600  ,A052503,2021JJ00,11.7,14.5,12.1
1707,MBG0095,21600  ,A052503,2022JJ00,11.5,13.5,13.4
1708,MBG0095,21600  ,A052503,2023JJ00,10.3,13.2,11.4
1709,MBG0095,21600  ,A052503,2024JJ00,7.6,12.8,9.7
1710,MBG0095,A051760,A052501,2019JJ00,69.0,63.7,69.1
1711,MBG0095,A051760,A052501,2021JJ00,61.9,62.5,56.6
1712,MBG0095,A051760,A052501,2022JJ00,63.8,60.8,61.9
1713,MBG0095,A051760,A052501,2023JJ00,65.1,61.1,64.4
1714,MBG0095,A051760,A052501,2024JJ00,65.4,61.1,65.9
1715,MBG0095,A051760,A052502,2019JJ00,25.8,28.3,25.8
1716,MBG0095,A051760,A052502,2021JJ00,31.2,27.6,36.8
1717,MBG0095,A051760,A052502,2022JJ00,29.0,29.8,30.5
1718,MBG0095,A051760,A052502,2023JJ00,28.3,29.9,28.4
1719,MBG0095,A051760,A052502,2024JJ00,29.2,29.5,28.5
1720,MBG0095,A051760,A052503,2019JJ00,8.3,11.2,8.1
1721,MBG0095,A051760,A052503,2021JJ00,10.5,13.5,10.2
1722,MBG0095,A051760,A052503,2022JJ00,10.5,12.7,10.9
1723,MBG0095,A051760,A052503,2023JJ00,9.9,12.3,10.5
1724,MBG0095,A051760,A052503,2024JJ00,8.7,12.8,9.0
1725,MBG0095,A051761,A052501,2019JJ00,69.9,62.4,70.4
1726,MBG0095,A051761,A052501,2021JJ00,59.2,64.5,59.3
1727,MBG0095,A051761,A052501,2022JJ00,67.2,61.8,64.5
1728,MBG0095,A051761,A052501,2023JJ00,65.2,63.0,63.7
1729,MBG0095,A051761,A052501,2024JJ00,67.4,65.2,64.4
1730,MBG0095,A051761,A052502,2019JJ00,33.3,36.7,36.9
1731,MBG0095,A051761,A052502,2021JJ00,46.0,36.1,49.4
1732,MBG0095,A051761,A052502,2022JJ00,34.2,38.6,37.4
1733,MBG0095,A051761,A052502,2023JJ00,36.7,35.3,39.3
1734,MBG0095,A051761,A052502,2024JJ00,36.8,32.3,38.9
1735,MBG0095,A051761,A052503,2019JJ00,14.6,19.9,10.2
1736,MBG0095,A051761,A052503,2021JJ00,13.8,18.6,9.6
1737,MBG0095,A051761,A052503,2022JJ00,13.8,15.2,13.9
1738,MBG0095,A051761,A052503,2023JJ00,14.0,18.2,13.1
1739,MBG0095,A051761,A052503,2024JJ00,13.0,20.3,14.7
1740,MBG0095,A051762,A052501,2019JJ00,68.1,61.0,68.6
1741,MBG0095,A051762,A052501,2021JJ00,59.7,60.6,57.0
1742,MBG0095,A051762,A052501,2022JJ00,62.6,57.6,61.7
1743,MBG0095,A051762,A052501,2023JJ00,63.2,57.2,60.7
1744,MBG0095,A051762,A052501,2024JJ00,64.3,59.9,64.8
1745,MBG0095,A051762,A052502,2019JJ00,33.3,36.9,34.4
1746,MBG0095,A051762,A052502,2021JJ00,39.3,37.8,40.4
1747,MBG0095,A051762,A052502,2022JJ00,34.0,35.5,36.7
1748,MBG0095,A051762,A052502,2023JJ00,34.9,35.6,37.0
1749,MBG0095,A051762,A052502,2024JJ00,33.8,35.0,31.5
1750,MBG0095,A051762,A052503,2019JJ00,13.1,17.3,11.3
1751,MBG0095,A051762,A052503,2021JJ00,16.4,17.0,18.3
1752,MBG0095,A051762,A052503,2022JJ00,15.0,19.0,13.1
1753,MBG0095,A051762,A052503,2023JJ00,14.2,20.2,15.0
1754,MBG0095,A051762,A052503,2024JJ00,13.7,17.3,15.6
1755,MBG0095,A051763,A052501,2019JJ00,66.8,58.6,67.9
1756,MBG0095,A051763,A052501,2021JJ00,52.4,54.6,47.3
1757,MBG0095,A051763,A052501,2022JJ00,56.4,55.2,54.3
1758,MBG0095,A051763,A052501,2023JJ00,50.7,50.0,47.8
1759,MBG0095,A051763,A052501,2024JJ00,54.1,52.6,53.0
1760,MBG0095,A051763,A052502,2019JJ00,34.3,37.9,36.8
1761,MBG0095,A051763,A052502,2021JJ00,44.4,35.6,50.3
1762,MBG0095,A051763,A052502,2022JJ00,40.0,32.0,47.8
1763,MBG0095,A051763,A052502,2023JJ00,41.7,34.3,46.3
1764,MBG0095,A051763,A052502,2024JJ00,39.8,34.2,42.8
1765,MBG0095,A051763,A052503,2019JJ00,16.8,22.4,13.2
1766,MBG0095,A051763,A052503,2021JJ00,23.7,30.5,23.0
1767,MBG0095,A051763,A052503,2022JJ00,20.9,30.6,15.0
1768,MBG0095,A051763,A052503,2023JJ00,24.2,32.3,23.0
1769,MBG0095,A051763,A052503,2024JJ00,21.5,29.0,20.0
1770,MBG0095,A051764,A052501,2019JJ00,56.7,53.2,53.2
1771,MBG0095,A051764,A052501,2021JJ00,47.7,50.4,43.2
1772,MBG0095,A051764,A052501,2022JJ00,48.3,49.0,48.4
1773,MBG0095,A051764,A052501,2023JJ00,49.2,49.1,46.5
1774,MBG0095,A051764,A052501,2024JJ00,47.9,45.3,48.2
1775,MBG0095,A051764,A052502,2019JJ00,36.6,36.1,43.8
1776,MBG0095,A051764,A052502,2021JJ00,42.7,35.5,48.1
1777,MBG0095,A051764,A052502,2022JJ00,42.8,35.4,46.3
1778,MBG0095,A051764,A052502,2023JJ00,39.0,35.8,43.0
1779,MBG0095,A051764,A052502,2024JJ00,41.7,38.5,43.9
1780,MBG0095,A051764,A052503,2019JJ00,21.1,25.3,17.7
1781,MBG0095,A051764,A052503,2021JJ00,24.1,28.8,23.3
1782,MBG0095,A051764,A052503,2022JJ00,20.3,27.4,16.9
1783,MBG0095,A051764,A052503,2023JJ00,23.4,26.8,22.3
1784,MBG0095,A051764,A052503,2024JJ00,21.6,27.6,19.3
1785,MBG0095,A051736,A052501,2019JJ00,58.3,53.4,56.3
1786,MBG0095,A051736,A052501,2021JJ00,47.6,50.1,42.8
1787,MBG0095,A051736,A052501,2022JJ00,49.5,49.6,48.9
1788,MBG0095,A051736,A052501,2023JJ00,48.4,48.1,45.6
1789,MBG0095,A051736,A052501,2024JJ00,48.9,46.7,48.7
1790,MBG0095,A051736,A052502,2019JJ00,34.4,35.2,40.1
1791,MBG0095,A051736,A052502,2021JJ00,41.6,34.0,47.2
1792,MBG0095,A051736,A052502,2022JJ00,40.6,33.0,45.4
1793,MBG0095,A051736,A052502,2023JJ00,38.5,34.1,42.7
1794,MBG0095,A051736,A052502,2024JJ00,39.7,35.6,42.1
1795,MBG0095,A051736,A052503,2019JJ00,18.6,23.1,15.2
1796,MBG0095,A051736,A052503,2021JJ00,22.6,27.8,21.8
1797,MBG0095,A051736,A052503,2022JJ00,19.4,27.1,15.2
1798,MBG0095,A051736,A052503,2023JJ00,22.5,27.3,21.4
1799,MBG0095,A051736,A052503,2024JJ00,20.4,26.9,18.4
1800,MBG0095,A051735,A052501,2019JJ00,68.4,62.8,68.6
1801,MBG0095,A051735,A052501,2021JJ00,61.0,61.8,56.1
1802,MBG0095,A051735,A052501,2022JJ00,63.3,60.0,61.5
1803,MBG0095,A051735,A052501,2023JJ00,64.3,60.3,63.5
1804,MBG0095,A051735,A052501,2024JJ00,64.9,60.7,65.2
1805,MBG0095,A051735,A052502,2019JJ00,26.1,28.7,26.3
1806,MBG0095,A051735,A052502,2021JJ00,31.8,28.2,37.0
1807,MBG0095,A051735,A052502,2022JJ00,29.1,30.2,30.8
1808,MBG0095,A051735,A052502,2023JJ00,28.7,30.1,29.1
1809,MBG0095,A051735,A052502,2024JJ00,29.3,29.6,28.6
1810,MBG0095,A051735,A052503,2019JJ00,8.5,11.6,8.1
1811,MBG0095,A051735,A052503,2021JJ00,10.6,13.5,10.4
1812,MBG0095,A051735,A052503,2022JJ00,10.6,13.0,10.8
1813,MBG0095,A051735,A052503,2023JJ00,10.1,12.8,10.6
1814,MBG0095,A051735,A052503,2024JJ00,8.9,13.0,9.4
1815,MBG0095,1012600,A052501,2019JJ00,69.0,63.7,69.1
1816,MBG0095,1012600,A052501,2021JJ00,61.9,62.5,56.6
1817,MBG0095,1012600,A052501,2022JJ00,63.8,60.8,61.9
1818,MBG0095,1012600,A052501,2023JJ00,65.1,61.1,64.4
1819,MBG0095,1012600,A052501,2024JJ00,65.4,61.1,65.9
1820,MBG0095,1012600,A052502,2019JJ00,25.8,28.3,25.8
1821,MBG0095,1012600,A052502,2021JJ00,31.2,27.6,36.8
1822,MBG0095,1012600,A052502,2022JJ00,29.0,29.8,30.5
1823,MBG0095,1012600,A052502,2023JJ00,28.3,29.9,28.4
1824,MBG0095,1012600,A052502,2024JJ00,29.2,29.5,28.5
1825,MBG0095,1012600,A052503,2019JJ00,8.3,11.2,8.1
1826,MBG0095,1012600,A052503,2021JJ00,10.5,13.5,10.2
1827,MBG0095,1012600,A052503,2022JJ00,10.5,12.7,10.9
1828,MBG0095,1012600,A052503,2023JJ00,9.9,12.3,10.5
1829,MBG0095,1012600,A052503,2024JJ00,8.7,12.8,9.0
1830,MBG0095,H007933,A052501,2019JJ00,66.5,58.5,67.3
1831,MBG0095,H007933,A052501,2021JJ00,53.6,57.4,51.1
1832,MBG0095,H007933,A052501,2022JJ00,60.2,56.8,57.8
1833,MBG0095,H007933,A052501,2023JJ00,55.7,54.3,53.5
1834,MBG0095,H007933,A052501,2024JJ00,56.9,55.1,55.1
1835,MBG0095,H007933,A052502,2019JJ00,31.8,35.3,34.8
1836,MBG0095,H007933,A052502,2021JJ00,43.1,33.8,47.7
1837,MBG0095,H007933,A052502,2022JJ00,35.3,33.6,40.7
1838,MBG0095,H007933,A052502,2023JJ00,37.7,33.1,41.2
1839,MBG0095,H007933,A052502,2024JJ00,37.3,32.1,40.0
1840,MBG0095,H007933,A052503,2019JJ00,14.1,19.4,10.2
1841,MBG0095,H007933,A052503,2021JJ00,17.2,22.8,14.9
1842,MBG0095,H007933,A052503,2022JJ00,15.9,21.3,13.0
1843,MBG0095,H007933,A052503,2023JJ00,18.1,24.4,17.0
1844,MBG0095,H007933,A052503,2024JJ00,17.7,25.0,17.0
1845,MBG0095,H008859,A052501,2019JJ00,60.4,55.2,58.9
1846,MBG0095,H008859,A052501,2021JJ00,51.5,53.4,47.8
1847,MBG0095,H008859,A052501,2022JJ00,53.9,51.9,53.6
1848,MBG0095,H008859,A052501,2023JJ00,54.1,51.4,51.6
1849,MBG0095,H008859,A052501,2024JJ00,53.2,49.9,53.7
1850,MBG0095,H008859,A052502,2019JJ00,33.5,34.9,37.8
1851,MBG0095,H008859,A052502,2021JJ00,39.6,34.9,43.1
1852,MBG0095,H008859,A052502,2022JJ00,37.4,34.2,40.4
1853,MBG0095,H008859,A052502,2023JJ00,35.9,34.5,39.1
1854,MBG0095,H008859,A052502,2024JJ00,37.4,36.0,37.8
1855,MBG0095,H008859,A052503,2019JJ00,16.2,20.3,13.5
1856,MBG0095,H008859,A052503,2021JJ00,19.4,22.3,19.7
1857,MBG0095,H008859,A052503,2022JJ00,16.8,22.3,14.1
1858,MBG0095,H008859,A052503,2023JJ00,18.4,22.8,18.1
1859,MBG0095,H008859,A052503,2024JJ00,17.6,22.6,16.8
1860,MBG0095,2018710,A052501,2019JJ00,62.5,58.3,60.1
1861,MBG0095,2018710,A052501,2021JJ00,57.1,57.5,55.3
1862,MBG0095,2018710,A052501,2022JJ00,59.2,56.4,57.6
1863,MBG0095,2018710,A052501,2023JJ00,56.0,57.7,53.4
1864,MBG0095,2018710,A052501,2024JJ00,56.0,54.2,53.6
1865,MBG0095,2018710,A052502,2019JJ00,34.1,35.6,37.4
1866,MBG0095,2018710,A052502,2021JJ00,42.1,39.1,41.8
1867,MBG0095,2018710,A052502,2022JJ00,36.0,35.4,34.5
1868,MBG0095,2018710,A052502,2023JJ00,40.5,36.5,39.7
1869,MBG0095,2018710,A052502,2024JJ00,41.8,38.1,44.2
1870,MBG0095,2018710,A052503,2019JJ00,15.6,18.6,14.8
1871,MBG0095,2018710,A052503,2021JJ00,15.0,17.9,17.6
1872,MBG0095,2018710,A052503,2022JJ00,15.6,19.2,19.2
1873,MBG0095,2018710,A052503,2023JJ00,15.2,17.6,18.9
1874,MBG0095,2018710,A052503,2024JJ00,14.8,20.5,15.2
1875,MBG0095,2018720,A052501,2019JJ00,66.0,61.6,64.6
1876,MBG0095,2018720,A052501,2021JJ00,57.2,58.0,54.2
1877,MBG0095,2018720,A052501,2022JJ00,58.4,57.1,56.1
1878,MBG0095,2018720,A052501,2023JJ00,58.7,55.0,58.5
1879,MBG0095,2018720,A052501,2024JJ00,60.0,58.0,59.8
1880,MBG0095,2018720,A052502,2019JJ00,29.9,31.8,30.9
1881,MBG0095,2018720,A052502,2021JJ00,36.0,32.1,38.7
1882,MBG0095,2018720,A052502,2022JJ00,35.0,32.5,36.8
1883,MBG0095,2018720,A052502,2023JJ00,34.6,35.9,34.0
1884,MBG0095,2018720,A052502,2024JJ00,34.5,31.3,33.2
1885,MBG0095,2018720,A052503,2019JJ00,10.8,13.6,11.4
1886,MBG0095,2018720,A052503,2021JJ00,14.8,18.0,15.3
1887,MBG0095,2018720,A052503,2022JJ00,13.2,17.1,13.7
1888,MBG0095,2018720,A052503,2023JJ00,13.3,16.0,14.3
1889,MBG0095,2018720,A052503,2024JJ00,12.6,18.0,14.3
1890,MBG0095,2018750,A052501,2019JJ00,66.9,60.6,67.6
1891,MBG0095,2018750,A052501,2021JJ00,60.4,61.5,54.6
1892,MBG0095,2018750,A052501,2022JJ00,63.0,59.0,62.4
1893,MBG0095,2018750,A052501,2023JJ00,62.4,58.3,61.1
1894,MBG0095,2018750,A052501,2024JJ00,64.0,58.7,64.9
1895,MBG0095,2018750,A052502,2019JJ00,27.3,30.2,27.4
1896,MBG0095,2018750,A052502,2021JJ00,32.2,27.9,38.8
1897,MBG0095,2018750,A052502,2022JJ00,29.5,31.4,30.5
1898,MBG0095,2018750,A052502,2023JJ00,30.1,31.3,31.2
1899,MBG0095,2018750,A052502,2024JJ00,29.9,32.3,29.1
1900,MBG0095,2018750,A052503,2019JJ00,10.7,14.3,9.8
1901,MBG0095,2018750,A052503,2021JJ00,13.0,16.2,12.3
1902,MBG0095,2018750,A052503,2022JJ00,12.4,14.8,12.2
1903,MBG0095,2018750,A052503,2023JJ00,12.6,15.8,13.0
1904,MBG0095,2018750,A052503,2024JJ00,11.2,14.3,11.1
1905,MBG0095,2018800,A052501,2019JJ00,73.1,67.6,72.7
1906,MBG0095,2018800,A052501,2021JJ00,62.5,64.4,56.3
1907,MBG0095,2018800,A052501,2022JJ00,64.3,62.6,61.8
1908,MBG0095,2018800,A052501,2023JJ00,67.3,64.1,67.4
1909,MBG0095,2018800,A052501,2024JJ00,65.2,61.1,65.6
1910,MBG0095,2018800,A052502,2019JJ00,24.8,27.2,26.5
1911,MBG0095,2018800,A052502,2021JJ00,33.7,28.4,40.6
1912,MBG0095,2018800,A052502,2022JJ00,31.2,31.3,34.7
1913,MBG0095,2018800,A052502,2023JJ00,28.0,27.9,28.4
1914,MBG0095,2018800,A052502,2024JJ00,30.3,29.6,30.7
1915,MBG0095,2018800,A052503,2019JJ00,8.2,11.7,7.0
1916,MBG0095,2018800,A052503,2021JJ00,10.6,14.0,9.9
1917,MBG0095,2018800,A052503,2022JJ00,11.0,12.7,10.1
1918,MBG0095,2018800,A052503,2023JJ00,11.4,14.8,10.9
1919,MBG0095,2018800,A052503,2024JJ00,10.9,16.0,10.2
1920,MBG0095,2018810,A052501,2019JJ00,71.7,66.4,73.6
1921,MBG0095,2018810,A052501,2021JJ00,63.7,64.1,58.6
1922,MBG0095,2018810,A052501,2022JJ00,67.8,64.1,65.4
1923,MBG0095,2018810,A052501,2023JJ00,69.8,64.2,67.7
1924,MBG0095,2018810,A052501,2024JJ00,66.7,63.1,67.8
1925,MBG0095,2018810,A052502,2019JJ00,28.1,30.6,28.3
1926,MBG0095,2018810,A052502,2021JJ00,33.7,30.0,39.9
1927,MBG0095,2018810,A052502,2022JJ00,28.3,28.6,34.0
1928,MBG0095,2018810,A052502,2023JJ00,26.5,29.2,30.5
1929,MBG0095,2018810,A052502,2024JJ00,30.8,29.6,31.3
1930,MBG0095,2018810,A052503,2019JJ00,8.8,11.9,6.6
1931,MBG0095,2018810,A052503,2021JJ00,11.9,15.2,11.0
1932,MBG0095,2018810,A052503,2022JJ00,11.3,15.0,8.0
1933,MBG0095,2018810,A052503,2023JJ00,11.0,14.2,9.1
1934,MBG0095,2018810,A052503,2024JJ00,10.1,15.2,8.3
1935,MBG0095,1015100,A052501,2019JJ00,54.9,55.8,51.7
1936,MBG0095,1015100,A052501,2021JJ00,46.3,55.6,41.6
1937,MBG0095,1015100,A052501,2022JJ00,49.3,53.8,45.9
1938,MBG0095,1015100,A052501,2023JJ00,50.6,54.5,47.7
1939,MBG0095,1015100,A052501,2024JJ00,51.8,54.3,49.4
1940,MBG0095,1015100,A052502,2019JJ00,36.4,33.2,39.0
1941,MBG0095,1015100,A052502,2021JJ00,43.6,32.6,47.8
1942,MBG0095,1015100,A052502,2022JJ00,40.5,33.8,42.7
1943,MBG0095,1015100,A052502,2023JJ00,37.6,31.5,40.5
1944,MBG0095,1015100,A052502,2024JJ00,39.3,33.5,40.8
1945,MBG0095,1015100,A052503,2019JJ00,16.2,18.5,17.0
1946,MBG0095,1015100,A052503,2021JJ00,18.1,19.7,18.7
1947,MBG0095,1015100,A052503,2022JJ00,17.2,19.4,18.6
1948,MBG0095,1015100,A052503,2023JJ00,18.9,21.1,19.0
1949,MBG0095,1015100,A052503,2024JJ00,16.3,19.6,17.3
1950,MBG0095,1015110,A052501,2019JJ00,63.7,64.0,56.6
1951,MBG0095,1015110,A052501,2021JJ00,59.2,62.6,54.3
1952,MBG0095,1015110,A052501,2022JJ00,60.0,57.8,55.4
1953,MBG0095,1015110,A052501,2023JJ00,56.6,55.8,52.4
1954,MBG0095,1015110,A052501,2024JJ00,58.2,58.8,54.4
1955,MBG0095,1015110,A052502,2019JJ00,34.8,31.1,43.7
1956,MBG0095,1015110,A052502,2021JJ00,36.6,27.4,44.3
1957,MBG0095,1015110,A052502,2022JJ00,31.3,29.6,38.8
1958,MBG0095,1015110,A052502,2023JJ00,35.4,36.5,40.5
1959,MBG0095,1015110,A052502,2024JJ00,36.0,30.7,42.4
1960,MBG0095,1015110,A052503,2019JJ00,20.3,23.6,18.8
1961,MBG0095,1015110,A052503,2021JJ00,26.3,31.5,23.4
1962,MBG0095,1015110,A052503,2022JJ00,25.4,29.6,22.8
1963,MBG0095,1015110,A052503,2023JJ00,26.0,25.9,25.6
1964,MBG0095,1015110,A052503,2024JJ00,23.7,28.3,21.3
1965,MBG0095,1015120,A052501,2019JJ00,74.2,64.8,76.8
1966,MBG0095,1015120,A052501,2021JJ00,66.2,65.1,61.7
1967,MBG0095,1015120,A052501,2022JJ00,69.5,64.0,68.9
1968,MBG0095,1015120,A052501,2023JJ00,71.9,64.8,71.6
1969,MBG0095,1015120,A052501,2024JJ00,70.3,62.6,71.8
1970,MBG0095,1015120,A052502,2019JJ00,23.0,28.4,22.0
1971,MBG0095,1015120,A052502,2021JJ00,30.2,27.1,36.2
1972,MBG0095,1015120,A052502,2022JJ00,26.5,28.9,28.1
1973,MBG0095,1015120,A052502,2023JJ00,24.4,28.1,25.4
1974,MBG0095,1015120,A052502,2024JJ00,26.7,28.9,26.1
1975,MBG0095,1015120,A052503,2019JJ00,8.1,12.6,6.3
1976,MBG0095,1015120,A052503,2021JJ00,9.6,14.0,8.3
1977,MBG0095,1015120,A052503,2022JJ00,9.3,12.8,8.2
1978,MBG0095,1015120,A052503,2023JJ00,9.0,12.8,8.4
1979,MBG0095,1015120,A052503,2024JJ00,8.3,14.2,7.3
1980,MBG0095,1015130,A052501,2019JJ00,71.6,64.1,73.5
1981,MBG0095,1015130,A052501,2021JJ00,65.2,62.2,62.6
1982,MBG0095,1015130,A052501,2022JJ00,67.2,62.4,67.6
1983,MBG0095,1015130,A052501,2023JJ00,67.2,60.8,68.1
1984,MBG0095,1015130,A052501,2024JJ00,66.7,59.6,70.2
1985,MBG0095,1015130,A052502,2019JJ00,25.9,29.8,24.7
1986,MBG0095,1015130,A052502,2021JJ00,30.2,28.8,33.3
1987,MBG0095,1015130,A052502,2022JJ00,28.4,28.8,29.0
1988,MBG0095,1015130,A052502,2023JJ00,28.2,30.7,27.9
1989,MBG0095,1015130,A052502,2024JJ00,29.2,31.0,26.3
1990,MBG0095,1015130,A052503,2019JJ00,7.0,11.0,6.2
1991,MBG0095,1015130,A052503,2021JJ00,9.9,14.5,9.5
1992,MBG0095,1015130,A052503,2022JJ00,9.0,13.6,7.9
1993,MBG0095,1015130,A052503,2023JJ00,9.3,13.5,8.7
1994,MBG0095,1015130,A052503,2024JJ00,8.9,14.6,8.3
1995,MBG0095,1016440,A052501,2019JJ00,69.9,65.8,66.4
1996,MBG0095,1016440,A052501,2021JJ00,58.6,58.9,48.5
1997,MBG0095,1016440,A052501,2022JJ00,57.8,53.2,53.8
1998,MBG0095,1016440,A052501,2023JJ00,57.2,54.9,54.3
1999,MBG0095,1016440,A052501,2024JJ00,60.9,59.8,56.4
2000,MBG0095,1016440,A052502,2019JJ00,29.1,32.0,34.1
2001,MBG0095,1016440,A052502,2021JJ00,36.6,36.9,46.0
2002,MBG0095,1016440,A052502,2022JJ00,35.3,39.9,38.7
2003,MBG0095,1016440,A052502,2023JJ00,38.8,39.7,38.0
2004,MBG0095,1016440,A052502,2024JJ00,34.8,35.1,38.1
2005,MBG0095,1016440,A052503,2019JJ00,9.9,11.4,8.5
2006,MBG0095,1016440,A052503,2021JJ00,15.3,14.9,16.4
2007,MBG0095,1016440,A052503,2022JJ00,15.5,15.7,16.3
2008,MBG0095,1016440,A052503,2023JJ00,12.8,14.4,16.9
2009,MBG0095,1016440,A052503,2024JJ00,13.1,14.1,14.6
2010,MBG0095,1016510,A052501,2019JJ00,70.4,65.5,72.1
2011,MBG0095,1016510,A052501,2021JJ00,66.3,72.6,56.4
2012,MBG0095,1016510,A052501,2022JJ00,,,
2013,MBG0095,1016510,A052501,2023JJ00,,,
2014,MBG0095,1016510,A052501,2024JJ00,,,
2015,MBG0095,1016510,A052502,2019JJ00,31.3,35.3,31.2
2016,MBG0095,1016510,A052502,2021JJ00,37.0,26.1,45.9
2017,MBG0095,1016510,A052502,2022JJ00,,,
2018,MBG0095,1016510,A052502,2023JJ00,,,
2019,MBG0095,1016510,A052502,2024JJ00,,,
2020,MBG0095,1016510,A052503,2019JJ00,19.9,21.7,17.8
2021,MBG0095,1016510,A052503,2021JJ00,19.6,23.7,22.2
2022,MBG0095,1016510,A052503,2022JJ00,,,
2023,MBG0095,1016510,A052503,2023JJ00,,,
2024,MBG0095,1016510,A052503,2024JJ00,,,
2025,MBG0095,1018850,A052501,2019JJ00,64.3,59.8,64.8
2026,MBG0095,1018850,A052501,2021JJ00,55.4,59.4,50.2
2027,MBG0095,1018850,A052501,2022JJ00,59.1,56.1,56.2
2028,MBG0095,1018850,A052501,2023JJ00,60.2,57.6,58.6
2029,MBG0095,1018850,A052501,2024JJ00,59.2,57.1,58.3
2030,MBG0095,1018850,A052502,2019JJ00,29.6,31.1,31.7
2031,MBG0095,1018850,A052502,2021JJ00,37.2,29.2,42.7
2032,MBG0095,1018850,A052502,2022JJ00,32.2,31.4,37.3
2033,MBG0095,1018850,A052502,2023JJ00,32.0,30.0,34.7
