ID,Marges,Kenmerken,MateVanEenzaamheid,Perioden,Eenzaamheid_1,SocialeEenzaamheid_2,EmotioneleEenzaamheid_3
468,MW00000,1018850,A052501,2023JJ00,57.8,55.2,56.1
469,MW00000,1018850,A052501,2024JJ00,56.8,54.6,55.8
470,MW00000,1018850,A052502,2019JJ00,27.1,28.6,29.1
471,MW00000,1018850,A052502,2021JJ00,34.5,26.7,40.0
472,MW00000,1018850,A052502,2022JJ00,30.0,29.2,34.9
473,MW00000,1018850,A052502,2023JJ00,29.7,27.8,32.4
474,MW00000,1018850,A052502,2024JJ00,31.3,29.1,32.1
475,MW00000,1018850,A052503,2019JJ00,11.2,14.2,8.8
476,MW00000,1018850,A052503,2021JJ00,12.8,16.6,12.6
477,MW00000,1018850,A052503,2022JJ00,13.2,17.1,11.3
478,MW00000,1018850,A052503,2023JJ00,12.5,17.0,11.5
479,MW00000,1018850,A052503,2024JJ00,11.9,16.2,12.1
480,MW00000,1018905,A052501,2019JJ00,65.6,59.6,66.2
481,MW00000,1018905,A052501,2021JJ00,57.7,58.3,52.5
482,MW00000,1018905,A052501,2022JJ00,59.2,57.3,57.5
483,MW00000,1018905,A052501,2023JJ00,61.3,57.2,59.6
484,MW00000,1018905,A052501,2024JJ00,59.9,56.4,61.3
485,MW00000,1018905,A052502,2019JJ00,25.8,28.7,25.6
486,MW00000,1018905,A052502,2021JJ00,31.2,28.4,36.4
487,MW00000,1018905,A052502,2022JJ00,29.8,29.1,31.4
488,MW00000,1018905,A052502,2023JJ00,27.9,30.1,29.7
489,MW00000,1018905,A052502,2024JJ00,29.5,29.1,28.6
490,MW00000,1018905,A052503,2019JJ00,8.5,11.7,8.2
491,MW00000,1018905,A052503,2021JJ00,11.1,13.3,11.1
492,MW00000,1018905,A052503,2022JJ00,11.0,13.6,11.1
493,MW00000,1018905,A052503,2023JJ00,10.8,12.6,10.7
494,MW00000,1018905,A052503,2024JJ00,10.6,14.5,10.1
495,MW00000,1018955,A052501,2019JJ00,67.3,61.7,67.6
496,MW00000,1018955,A052501,2021JJ00,56.2,56.7,50.9
497,MW00000,1018955,A052501,2022JJ00,62.8,58.8,61.0
498,MW00000,1018955,A052501,2023JJ00,60.9,57.6,61.0
499,MW00000,1018955,A052501,2024JJ00,65.6,58.8,63.8
500,MW00000,1018955,A052502,2019JJ00,24.0,25.7,24.3
501,MW00000,1018955,A052502,2021JJ00,33.1,29.0,38.9
502,MW00000,1018955,A052502,2022JJ00,27.0,29.2,28.9
503,MW00000,1018955,A052502,2023JJ00,28.6,29.1,27.5
504,MW00000,1018955,A052502,2024JJ00,26.5,29.2,28.5
505,MW00000,1018955,A052503,2019JJ00,8.7,12.6,8.1
506,MW00000,1018955,A052503,2021JJ00,10.7,14.3,10.2
507,MW00000,1018955,A052503,2022JJ00,10.3,12.0,10.1
508,MW00000,1018955,A052503,2023JJ00,10.5,13.3,11.5
509,MW00000,1018955,A052503,2024JJ00,8.0,12.1,7.7
510,MW00000,1019005,A052501,2019JJ00,67.7,62.1,66.1
511,MW00000,1019005,A052501,2021JJ00,63.0,62.7,58.7
512,MW00000,1019005,A052501,2022JJ00,63.5,60.7,62.6
513,MW00000,1019005,A052501,2023JJ00,62.1,58.0,61.7
514,MW00000,1019005,A052501,2024JJ00,63.4,58.4,64.9
515,MW00000,1019005,A052502,2019JJ00,25.7,28.5,26.9
516,MW00000,1019005,A052502,2021JJ00,28.0,24.5,32.4
517,MW00000,1019005,A052502,2022JJ00,28.1,28.2,28.6
518,MW00000,1019005,A052502,2023JJ00,27.8,29.2,27.4
519,MW00000,1019005,A052502,2024JJ00,29.1,29.1,27.5
520,MW00000,1019005,A052503,2019JJ00,6.6,9.4,7.0
521,MW00000,1019005,A052503,2021JJ00,9.0,12.8,8.9
522,MW00000,1019005,A052503,2022JJ00,8.4,11.1,8.8
523,MW00000,1019005,A052503,2023JJ00,10.0,12.8,10.9
524,MW00000,1019005,A052503,2024JJ00,7.5,12.5,7.6
525,MW00000,1019052,A052501,2019JJ00,68.1,61.9,67.8
526,MW00000,1019052,A052501,2021JJ00,59.8,58.0,56.9
527,MW00000,1019052,A052501,2022JJ00,59.9,55.3,61.2
528,MW00000,1019052,A052501,2023JJ00,62.0,58.5,60.6
529,MW00000,1019052,A052501,2024JJ00,58.4,56.0,59.5
530,MW00000,1019052,A052502,2019JJ00,24.4,27.3,25.5
531,MW00000,1019052,A052502,2021JJ00,29.6,30.0,34.0
532,MW00000,1019052,A052502,2022JJ00,31.6,31.9,28.8
533,MW00000,1019052,A052502,2023JJ00,30.3,31.1,29.1
534,MW00000,1019052,A052502,2024JJ00,31.6,29.0,29.3
535,MW00000,1019052,A052503,2019JJ00,7.5,10.8,6.7
536,MW00000,1019052,A052503,2021JJ00,10.6,12.0,9.1
537,MW00000,1019052,A052503,2022JJ00,8.5,12.8,10.0
538,MW00000,1019052,A052503,2023JJ00,7.7,10.5,10.3
539,MW00000,1019052,A052503,2024JJ00,10.0,15.0,11.2
540,MW00000,A028717,A052501,2019JJ00,53.4,52.1,51.5
541,MW00000,A028717,A052501,2021JJ00,46.5,52.5,42.6
542,MW00000,A028717,A052501,2022JJ00,48.6,51.1,44.7
543,MW00000,A028717,A052501,2023JJ00,47.1,51.3,43.9
544,MW00000,A028717,A052501,2024JJ00,47.8,51.3,45.8
545,MW00000,A028717,A052502,2019JJ00,32.5,31.5,32.3
546,MW00000,A028717,A052502,2021JJ00,36.5,28.2,40.0
547,MW00000,A028717,A052502,2022JJ00,34.4,29.5,36.9
548,MW00000,A028717,A052502,2023JJ00,35.9,29.0,37.7
549,MW00000,A028717,A052502,2024JJ00,36.0,30.2,36.0
550,MW00000,A028717,A052503,2019JJ00,14.1,16.4,16.1
551,MW00000,A028717,A052503,2021JJ00,17.0,19.3,17.4
552,MW00000,A028717,A052503,2022JJ00,17.0,19.5,18.4
553,MW00000,A028717,A052503,2023JJ00,17.0,19.7,18.3
554,MW00000,A028717,A052503,2024JJ00,16.2,18.6,18.2
555,MW00000,A028718,A052501,2019JJ00,58.0,55.4,56.4
556,MW00000,A028718,A052501,2021JJ00,48.4,52.9,45.7
557,MW00000,A028718,A052501,2022JJ00,54.2,54.2,52.3
558,MW00000,A028718,A052501,2023JJ00,51.7,50.5,51.8
559,MW00000,A028718,A052501,2024JJ00,53.3,53.0,51.4
560,MW00000,A028718,A052502,2019JJ00,30.7,29.7,33.2
561,MW00000,A028718,A052502,2021JJ00,37.0,28.6,41.7
562,MW00000,A028718,A052502,2022JJ00,34.1,29.8,35.6
563,MW00000,A028718,A052502,2023JJ00,35.1,32.0,35.4
564,MW00000,A028718,A052502,2024JJ00,34.7,29.8,36.1
565,MW00000,A028718,A052503,2019JJ00,11.4,14.9,10.4
566,MW00000,A028718,A052503,2021JJ00,14.6,18.4,12.6
567,MW00000,A028718,A052503,2022JJ00,11.7,16.0,12.1
568,MW00000,A028718,A052503,2023JJ00,13.2,17.4,12.9
569,MW00000,A028718,A052503,2024JJ00,12.0,17.2,12.5
570,MW00000,A028719,A052501,2019JJ00,67.4,59.7,68.6
571,MW00000,A028719,A052501,2021JJ00,60.5,58.2,56.1
572,MW00000,A028719,A052501,2022JJ00,61.6,56.9,60.2
573,MW00000,A028719,A052501,2023JJ00,62.8,57.3,61.6
574,MW00000,A028719,A052501,2024JJ00,61.4,55.9,64.5
575,MW00000,A028719,A052502,2019JJ00,24.6,28.5,25.1
576,MW00000,A028719,A052502,2021JJ00,29.0,28.2,33.2
577,MW00000,A028719,A052502,2022JJ00,28.1,29.4,31.2
578,MW00000,A028719,A052502,2023JJ00,26.8,29.1,28.0
579,MW00000,A028719,A052502,2024JJ00,29.4,29.5,27.0
580,MW00000,A028719,A052503,2019JJ00,8.1,11.8,6.4
581,MW00000,A028719,A052503,2021JJ00,10.5,13.6,10.7
582,MW00000,A028719,A052503,2022JJ00,10.2,13.7,8.6
583,MW00000,A028719,A052503,2023JJ00,10.3,13.6,10.5
584,MW00000,A028719,A052503,2024JJ00,9.1,14.6,8.5
585,MW00000,A028720,A052501,2019JJ00,73.9,66.5,74.5
586,MW00000,A028720,A052501,2021JJ00,65.2,64.7,58.2
587,MW00000,A028720,A052501,2022JJ00,67.0,61.5,66.1
588,MW00000,A028720,A052501,2023JJ00,69.6,63.1,68.6
589,MW00000,A028720,A052501,2024JJ00,69.0,61.6,69.3
590,MW00000,A028720,A052502,2019JJ00,20.8,25.3,21.2
591,MW00000,A028720,A052502,2021JJ00,28.0,25.6,34.8
592,MW00000,A028720,A052502,2022JJ00,24.9,28.5,26.2
593,MW00000,A028720,A052502,2023JJ00,23.2,27.6,23.9
594,MW00000,A028720,A052502,2024JJ00,24.3,28.0,24.6
595,MW00000,A028720,A052503,2019JJ00,5.3,8.2,4.3
596,MW00000,A028720,A052503,2021JJ00,6.8,9.7,7.0
597,MW00000,A028720,A052503,2022JJ00,8.1,10.0,7.7
598,MW00000,A028720,A052503,2023JJ00,7.2,9.3,7.5
599,MW00000,A028720,A052503,2024JJ00,6.7,10.4,6.2
600,MW00000,A027865,A052501,2019JJ00,72.0,65.5,71.6
601,MW00000,A027865,A052501,2021JJ00,63.7,63.7,57.2
602,MW00000,A027865,A052501,2022JJ00,66.7,62.6,64.3
603,MW00000,A027865,A052501,2023JJ00,67.8,62.8,65.8
604,MW00000,A027865,A052501,2024JJ00,68.1,62.9,67.3
605,MW00000,A027865,A052502,2019JJ00,22.8,25.7,23.9
606,MW00000,A027865,A052502,2021JJ00,28.8,25.8,35.7
607,MW00000,A027865,A052502,2022JJ00,26.3,27.4,29.2
608,MW00000,A027865,A052502,2023JJ00,25.1,27.6,27.2
609,MW00000,A027865,A052502,2024JJ00,26.1,27.4,26.5
610,MW00000,A027865,A052503,2019JJ00,5.3,8.7,4.5
611,MW00000,A027865,A052503,2021JJ00,7.5,10.4,7.1
612,MW00000,A027865,A052503,2022JJ00,7.0,10.0,6.5
613,MW00000,A027865,A052503,2023JJ00,7.1,9.6,7.0
614,MW00000,A027865,A052503,2024JJ00,5.8,9.7,6.2
615,MW00000,A025750,A052501,2019JJ00,52.8,48.6,53.5
616,MW00000,A025750,A052501,2021JJ00,43.0,46.6,42.1
617,MW00000,A025750,A052501,2022JJ00,46.9,46.2,47.2
618,MW00000,A025750,A052501,2023JJ00,47.7,46.0,48.3
619,MW00000,A025750,A052501,2024JJ00,46.0,44.4,48.1
620,MW00000,A025750,A052502,2019JJ00,32.7,33.6,33.3
621,MW00000,A025750,A052502,2021JJ00,39.0,31.6,40.2
622,MW00000,A025750,A052502,2022JJ00,36.1,32.9,36.3
623,MW00000,A025750,A052502,2023JJ00,36.0,33.4,34.3
624,MW00000,A025750,A052502,2024JJ00,36.7,33.3,36.2
625,MW00000,A025750,A052503,2019JJ00,14.5,17.8,13.2
626,MW00000,A025750,A052503,2021JJ00,18.0,21.9,17.7
627,MW00000,A025750,A052503,2022JJ00,17.0,20.9,16.6
628,MW00000,A025750,A052503,2023JJ00,16.3,20.7,17.4
629,MW00000,A025750,A052503,2024JJ00,17.3,22.3,15.7
630,MW00000,A025751,A052501,2019JJ00,38.8,39.2,38.4
631,MW00000,A025751,A052501,2021JJ00,35.0,37.8,33.4
632,MW00000,A025751,A052501,2022JJ00,34.9,37.0,33.9
633,MW00000,A025751,A052501,2023JJ00,35.1,40.9,34.2
634,MW00000,A025751,A052501,2024JJ00,36.1,37.4,39.6
635,MW00000,A025751,A052502,2019JJ00,33.3,34.4,31.8
636,MW00000,A025751,A052502,2021JJ00,36.7,31.3,36.2
637,MW00000,A025751,A052502,2022JJ00,36.2,34.8,33.3
638,MW00000,A025751,A052502,2023JJ00,36.5,29.4,36.1
639,MW00000,A025751,A052502,2024JJ00,39.2,31.5,33.4
640,MW00000,A025751,A052503,2019JJ00,27.9,26.4,29.8
641,MW00000,A025751,A052503,2021JJ00,28.3,30.9,30.5
642,MW00000,A025751,A052503,2022JJ00,28.9,28.2,32.8
643,MW00000,A025751,A052503,2023JJ00,28.4,29.7,29.7
644,MW00000,A025751,A052503,2024JJ00,24.8,31.1,27.0
645,MW00000,A027891,A052501,2019JJ00,69.4,64.1,67.8
646,MW00000,A027891,A052501,2021JJ00,61.0,62.7,54.9
647,MW00000,A027891,A052501,2022JJ00,63.4,60.9,60.5
648,MW00000,A027891,A052501,2023JJ00,64.5,61.2,61.8
649,MW00000,A027891,A052501,2024JJ00,64.1,60.4,63.4
650,MW00000,A027891,A052502,2019JJ00,24.0,27.0,25.6
651,MW00000,A027891,A052502,2021JJ00,30.2,26.1,35.8
652,MW00000,A027891,A052502,2022JJ00,27.7,27.9,30.5
653,MW00000,A027891,A052502,2023JJ00,26.7,27.7,28.8
654,MW00000,A027891,A052502,2024JJ00,27.9,27.6,28.2
655,MW00000,A027891,A052503,2019JJ00,6.6,8.9,6.6
656,MW00000,A027891,A052503,2021JJ00,8.8,11.2,9.3
657,MW00000,A027891,A052503,2022JJ00,8.9,11.2,9.1
658,MW00000,A027891,A052503,2023JJ00,8.8,11.1,9.3
659,MW00000,A027891,A052503,2024JJ00,8.0,12.0,8.4
660,MW00000,A027892,A052501,2019JJ00,53.6,46.4,60.6
661,MW00000,A027892,A052501,2021JJ00,46.6,43.8,44.6
662,MW00000,A027892,A052501,2022JJ00,46.5,42.5,50.6
663,MW00000,A027892,A052501,2023JJ00,47.4,43.3,51.3
664,MW00000,A027892,A052501,2024JJ00,48.5,42.6,51.3
665,MW00000,A027892,A052502,2019JJ00,32.4,33.1,27.9
666,MW00000,A027892,A052502,2021JJ00,35.4,33.6,41.5
667,MW00000,A027892,A052502,2022JJ00,37.9,37.0,35.8
668,MW00000,A027892,A052502,2023JJ00,36.1,35.2,33.4
669,MW00000,A027892,A052502,2024JJ00,36.9,36.8,35.4
670,MW00000,A027892,A052503,2019JJ00,13.9,20.5,11.5
671,MW00000,A027892,A052503,2021JJ00,17.9,22.7,14.0
672,MW00000,A027892,A052503,2022JJ00,15.5,20.5,13.6
673,MW00000,A027892,A052503,2023JJ00,16.5,21.6,15.4
674,MW00000,A027892,A052503,2024JJ00,14.6,20.7,13.3
675,MW00000,A027893,A052501,2019JJ00,35.8,30.1,42.4
676,MW00000,A027893,A052501,2021JJ00,29.6,28.5,35.4
677,MW00000,A027893,A052501,2022JJ00,35.6,30.1,41.9
678,MW00000,A027893,A052501,2023JJ00,31.2,23.9,40.5
679,MW00000,A027893,A052501,2024JJ00,33.1,29.4,42.9
680,MW00000,A027893,A052502,2019JJ00,36.1,33.2,37.1
681,MW00000,A027893,A052502,2021JJ00,40.2,31.8,40.2
682,MW00000,A027893,A052502,2022JJ00,35.9,33.3,34.1
683,MW00000,A027893,A052502,2023JJ00,40.8,39.6,32.4
684,MW00000,A027893,A052502,2024JJ00,38.8,36.2,33.7
685,MW00000,A027893,A052503,2019JJ00,28.0,36.7,20.5
686,MW00000,A027893,A052503,2021JJ00,30.3,39.7,24.4
687,MW00000,A027893,A052503,2022JJ00,28.5,36.6,24.0
688,MW00000,A027893,A052503,2023JJ00,28.0,36.4,27.1
689,MW00000,A027893,A052503,2024JJ00,28.1,34.4,23.4
690,MW00000,A027896,A052501,2019JJ00,71.4,66.6,68.0
691,MW00000,A027896,A052501,2021JJ00,62.7,65.1,54.9
692,MW00000,A027896,A052501,2022JJ00,64.9,62.9,60.8
693,MW00000,A027896,A052501,2023JJ00,65.3,62.0,61.9
694,MW00000,A027896,A052501,2024JJ00,66.0,62.3,64.1
695,MW00000,A027896,A052502,2019JJ00,22.7,25.6,25.9
696,MW00000,A027896,A052502,2021JJ00,29.4,25.4,36.2
697,MW00000,A027896,A052502,2022JJ00,27.1,27.1,30.5
698,MW00000,A027896,A052502,2023JJ00,26.6,28.2,28.8
699,MW00000,A027896,A052502,2024JJ00,27.2,27.6,27.8
700,MW00000,A027896,A052503,2019JJ00,5.9,7.8,6.1
701,MW00000,A027896,A052503,2021JJ00,7.9,9.5,8.9
702,MW00000,A027896,A052503,2022JJ00,8.0,10.0,8.7
703,MW00000,A027896,A052503,2023JJ00,8.2,9.8,9.3
704,MW00000,A027896,A052503,2024JJ00,6.8,10.1,8.1
705,MW00000,A027897,A052501,2019JJ00,56.3,46.1,65.3
706,MW00000,A027897,A052501,2021JJ00,48.5,45.7,50.4
707,MW00000,A027897,A052501,2022JJ00,53.0,47.8,55.3
708,MW00000,A027897,A052501,2023JJ00,53.0,47.9,57.4
709,MW00000,A027897,A052501,2024JJ00,48.7,44.8,54.5
710,MW00000,A027897,A052502,2019JJ00,32.0,35.6,25.6
711,MW00000,A027897,A052502,2021JJ00,37.2,33.6,37.0
712,MW00000,A027897,A052502,2022JJ00,32.3,33.3,32.3
713,MW00000,A027897,A052502,2023JJ00,33.7,32.2,30.9
714,MW00000,A027897,A052502,2024JJ00,36.7,33.9,33.7
715,MW00000,A027897,A052503,2019JJ00,11.8,18.3,9.1
716,MW00000,A027897,A052503,2021JJ00,14.2,20.8,12.6
717,MW00000,A027897,A052503,2022JJ00,14.7,18.9,12.5
718,MW00000,A027897,A052503,2023JJ00,13.3,19.9,11.7
719,MW00000,A027897,A052503,2024JJ00,14.6,21.3,11.7
720,MW00000,A027898,A052501,2019JJ00,30.0,26.8,42.6
721,MW00000,A027898,A052501,2021JJ00,31.4,29.8,37.8
722,MW00000,A027898,A052501,2022JJ00,32.1,25.6,42.8
723,MW00000,A027898,A052501,2023JJ00,29.7,26.5,38.3
724,MW00000,A027898,A052501,2024JJ00,31.8,25.9,41.6
725,MW00000,A027898,A052502,2019JJ00,41.0,35.6,34.2
726,MW00000,A027898,A052502,2021JJ00,37.8,30.3,40.1
727,MW00000,A027898,A052502,2022JJ00,41.7,39.3,35.2
728,MW00000,A027898,A052502,2023JJ00,38.1,33.2,34.1
729,MW00000,A027898,A052502,2024JJ00,38.2,33.9,35.1
730,MW00000,A027898,A052503,2019JJ00,29.1,37.6,23.2
731,MW00000,A027898,A052503,2021JJ00,30.8,39.9,22.1
732,MW00000,A027898,A052503,2022JJ00,26.2,35.1,22.0
733,MW00000,A027898,A052503,2023JJ00,32.2,40.3,27.6
734,MW00000,A027898,A052503,2024JJ00,30.0,40.2,23.3
735,MW00000,A027901,A052501,2019JJ00,71.4,65.4,69.4
736,MW00000,A027901,A052501,2021JJ00,64.0,65.0,58.7
737,MW00000,A027901,A052501,2022JJ00,67.1,63.1,64.1
738,MW00000,A027901,A052501,2023JJ00,67.5,63.4,65.0
739,MW00000,A027901,A052501,2024JJ00,67.5,62.9,66.3
740,MW00000,A027901,A052502,2019JJ00,22.6,26.1,24.6
741,MW00000,A027901,A052502,2021JJ00,28.7,25.2,33.4
742,MW00000,A027901,A052502,2022JJ00,25.0,26.5,27.6
743,MW00000,A027901,A052502,2023JJ00,25.3,26.9,26.9
744,MW00000,A027901,A052502,2024JJ00,26.0,26.7,26.7
745,MW00000,A027901,A052503,2019JJ00,6.0,8.5,6.0
746,MW00000,A027901,A052503,2021JJ00,7.3,9.9,7.9
747,MW00000,A027901,A052503,2022JJ00,7.9,10.4,8.3
748,MW00000,A027901,A052503,2023JJ00,7.2,9.8,8.1
749,MW00000,A027901,A052503,2024JJ00,6.5,10.4,7.0
750,MW00000,A027902,A052501,2019JJ00,63.1,57.5,64.3
751,MW00000,A027902,A052501,2021JJ00,54.7,55.0,50.0
752,MW00000,A027902,A052501,2022JJ00,58.7,56.1,58.9
753,MW00000,A027902,A052501,2023JJ00,60.6,56.1,59.6
754,MW00000,A027902,A052501,2024JJ00,56.9,53.0,60.4
755,MW00000,A027902,A052502,2019JJ00,27.9,29.9,27.5
756,MW00000,A027902,A052502,2021JJ00,33.9,30.9,39.2
757,MW00000,A027902,A052502,2022JJ00,31.1,29.0,31.4
758,MW00000,A027902,A052502,2023JJ00,27.3,30.0,29.1
759,MW00000,A027902,A052502,2024JJ00,33.5,31.6,30.3
760,MW00000,A027902,A052503,2019JJ00,9.0,12.6,8.2
761,MW00000,A027902,A052503,2021JJ00,11.4,14.1,10.8
762,MW00000,A027902,A052503,2022JJ00,10.2,14.9,9.7
763,MW00000,A027902,A052503,2023JJ00,12.1,13.9,11.3
764,MW00000,A027902,A052503,2024JJ00,9.6,15.4,9.2
765,MW00000,A027903,A052501,2019JJ00,52.2,47.5,55.6
766,MW00000,A027903,A052501,2021JJ00,44.1,46.3,40.1
767,MW00000,A027903,A052501,2022JJ00,43.6,43.2,43.7
768,MW00000,A027903,A052501,2023JJ00,44.0,42.5,46.0
769,MW00000,A027903,A052501,2024JJ00,46.9,44.9,47.6
770,MW00000,A027903,A052502,2019JJ00,31.8,31.8,30.9
771,MW00000,A027903,A052502,2021JJ00,36.3,29.3,42.4
772,MW00000,A027903,A052502,2022JJ00,38.0,36.1,39.7
773,MW00000,A027903,A052502,2023JJ00,37.7,34.3,36.0
774,MW00000,A027903,A052502,2024JJ00,34.8,32.8,35.0
775,MW00000,A027903,A052503,2019JJ00,16.1,20.7,13.5
776,MW00000,A027903,A052503,2021JJ00,19.6,24.4,17.5
777,MW00000,A027903,A052503,2022JJ00,18.4,20.6,16.6
778,MW00000,A027903,A052503,2023JJ00,18.3,23.3,18.0
779,MW00000,A027903,A052503,2024JJ00,18.3,22.3,17.3
780,MOG0095,T009002,A052501,2019JJ00,64.4,58.9,64.4
781,MOG0095,T009002,A052501,2021JJ00,56.2,57.3,51.3
782,MOG0095,T009002,A052501,2022JJ00,59.0,56.1,57.3
783,MOG0095,T009002,A052501,2023JJ00,59.4,55.8,58.3
784,MOG0095,T009002,A052501,2024JJ00,59.5,55.6,59.7
785,MOG0095,T009002,A052502,2019JJ00,24.7,27.0,25.4
786,MOG0095,T009002,A052502,2021JJ00,30.3,26.2,35.4
787,MOG0095,T009002,A052502,2022JJ00,28.2,28.1,30.1
788,MOG0095,T009002,A052502,2023JJ00,27.6,28.2,28.4
789,MOG0095,T009002,A052502,2024JJ00,28.5,28.0,28.2
790,MOG0095,T009002,A052503,2019JJ00,8.0,11.1,7.3
791,MOG0095,T009002,A052503,2021JJ00,10.2,13.2,9.9
792,MOG0095,T009002,A052503,2022JJ00,10.0,12.9,9.7
793,MOG0095,T009002,A052503,2023JJ00,10.1,13.0,10.3
794,MOG0095,T009002,A052503,2024JJ00,9.1,13.3,9.1
795,MOG0095,3000   ,A052501,2019JJ00,63.5,55.4,66.1
796,MOG0095,3000   ,A052501,2021JJ00,55.9,53.5,53.1
797,MOG0095,3000   ,A052501,2022JJ00,58.1,52.7,58.1
798,MOG0095,3000   ,A052501,2023JJ00,57.3,51.4,59.1
799,MOG0095,3000   ,A052501,2024JJ00,58.3,52.0,61.7
800,MOG0095,3000   ,A052502,2019JJ00,25.5,28.9,24.0
801,MOG0095,3000   ,A052502,2021JJ00,30.3,27.9,34.4
802,MOG0095,3000   ,A052502,2022JJ00,28.4,29.0,29.8
803,MOG0095,3000   ,A052502,2023JJ00,28.4,29.8,27.9
804,MOG0095,3000   ,A052502,2024JJ00,29.4,29.7,27.0
805,MOG0095,3000   ,A052503,2019JJ00,6.8,11.3,5.8
806,MOG0095,3000   ,A052503,2021JJ00,9.1,13.8,7.8
807,MOG0095,3000   ,A052503,2022JJ00,9.5,14.0,8.0
808,MOG0095,3000   ,A052503,2023JJ00,10.0,14.4,8.8
809,MOG0095,3000   ,A052503,2024JJ00,8.2,13.9,7.2
810,MOG0095,4000   ,A052501,2019JJ00,64.4,61.3,61.7
811,MOG0095,4000   ,A052501,2021JJ00,55.5,60.0,48.6
812,MOG0095,4000   ,A052501,2022JJ00,58.9,58.4,55.5
813,MOG0095,4000   ,A052501,2023JJ00,60.5,59.3,56.5
814,MOG0095,4000   ,A052501,2024JJ00,59.7,58.1,56.8
815,MOG0095,4000   ,A052502,2019JJ00,23.0,24.3,26.0
816,MOG0095,4000   ,A052502,2021JJ00,29.3,23.6,35.4
817,MOG0095,4000   ,A052502,2022JJ00,27.1,26.4,29.5
818,MOG0095,4000   ,A052502,2023JJ00,25.9,25.8,28.1
819,MOG0095,4000   ,A052502,2024JJ00,26.7,25.5,28.5
820,MOG0095,4000   ,A052503,2019JJ00,8.6,10.3,8.2
821,MOG0095,4000   ,A052503,2021JJ00,10.6,11.9,11.3
822,MOG0095,4000   ,A052503,2022JJ00,10.0,11.2,10.9
823,MOG0095,4000   ,A052503,2023JJ00,9.6,10.9,11.2
824,MOG0095,4000   ,A052503,2024JJ00,9.4,12.2,10.3
825,MOG0095,53050  ,A052501,2019JJ00,62.3,58.5,58.7
826,MOG0095,53050  ,A052501,2021JJ00,51.4,54.6,39.7
827,MOG0095,53050  ,A052501,2022JJ00,51.2,47.8,46.0
828,MOG0095,53050  ,A052501,2023JJ00,52.2,49.7,48.4
829,MOG0095,53050  ,A052501,2024JJ00,54.9,54.2,49.2
830,MOG0095,53050  ,A052502,2019JJ00,22.3,24.9,26.5
831,MOG0095,53050  ,A052502,2021JJ00,30.2,27.8,39.5
832,MOG0095,53050  ,A052502,2022JJ00,30.6,33.3,34.3
833,MOG0095,53050  ,A052502,2023JJ00,31.2,32.2,31.6
834,MOG0095,53050  ,A052502,2024JJ00,28.0,28.3,31.5
835,MOG0095,53050  ,A052503,2019JJ00,7.2,8.0,6.4
836,MOG0095,53050  ,A052503,2021JJ00,9.3,8.5,11.2
837,MOG0095,53050  ,A052503,2022JJ00,10.2,10.7,11.6
838,MOG0095,53050  ,A052503,2023JJ00,8.6,9.9,11.6
839,MOG0095,53050  ,A052503,2024JJ00,8.9,9.3,10.8
840,MOG0095,53500  ,A052501,2019JJ00,64.3,59.4,63.1
841,MOG0095,53500  ,A052501,2021JJ00,53.3,57.5,44.5
842,MOG0095,53500  ,A052501,2022JJ00,57.1,59.5,50.1
843,MOG0095,53500  ,A052501,2023JJ00,57.2,57.2,53.0
844,MOG0095,53500  ,A052501,2024JJ00,60.5,59.1,55.6
845,MOG0095,53500  ,A052502,2019JJ00,21.8,24.8,22.9
846,MOG0095,53500  ,A052502,2021JJ00,26.8,21.0,37.4
847,MOG0095,53500  ,A052502,2022JJ00,26.4,23.4,33.9
848,MOG0095,53500  ,A052502,2023JJ00,25.0,24.0,28.3
849,MOG0095,53500  ,A052502,2024JJ00,23.6,23.4,27.2
850,MOG0095,53500  ,A052503,2019JJ00,6.3,7.9,6.2
851,MOG0095,53500  ,A052503,2021JJ00,11.1,12.6,9.1
852,MOG0095,53500  ,A052503,2022JJ00,8.9,9.6,8.2
853,MOG0095,53500  ,A052503,2023JJ00,9.8,10.7,10.5
854,MOG0095,53500  ,A052503,2024JJ00,8.5,10.0,9.5
855,MOG0095,53700  ,A052501,2019JJ00,63.1,56.1,63.1
856,MOG0095,53700  ,A052501,2021JJ00,55.6,56.8,47.8
857,MOG0095,53700  ,A052501,2022JJ00,56.0,53.6,53.8
858,MOG0095,53700  ,A052501,2023JJ00,55.7,52.3,54.7
859,MOG0095,53700  ,A052501,2024JJ00,60.1,55.9,57.8
860,MOG0095,53700  ,A052502,2019JJ00,20.2,24.3,22.9
861,MOG0095,53700  ,A052502,2021JJ00,26.4,21.8,34.9
862,MOG0095,53700  ,A052502,2022JJ00,24.2,24.0,27.2
863,MOG0095,53700  ,A052502,2023JJ00,24.7,23.8,27.5
864,MOG0095,53700  ,A052502,2024JJ00,23.5,24.3,26.0
865,MOG0095,53700  ,A052503,2019JJ00,8.9,11.4,6.3
866,MOG0095,53700  ,A052503,2021JJ00,9.2,12.7,8.3
867,MOG0095,53700  ,A052503,2022JJ00,12.0,14.3,11.1
868,MOG0095,53700  ,A052503,2023JJ00,11.3,15.5,9.5
869,MOG0095,53700  ,A052503,2024JJ00,8.7,11.8,8.4
870,MOG0095,53800  ,A052501,2019JJ00,62.5,53.1,67.3
871,MOG0095,53800  ,A052501,2021JJ00,53.5,52.1,53.2
