ID,Watergebruikers,Perioden,TotaalLeidingwater_1,Drinkwater_2,TotaalIndustriewater_3,IndustriewaterVoorKoeling_4,OverigIndustriewater_5,TotaalGrondwater_6,GrondwaterVoorKoeling_7,OverigGrondwater_8,TotaalOppervlaktewater_9,TotaalZoetOppervlaktewater_10,ZoetOppervlaktewaterVoorKoeling_11,OverigZoetOppervlaktewater_12,TotaalZoutOppervlaktewater_13,ZoutOppervlaktewaterVoorKoeling_14,OverigZoutOppervlaktewater_15
1062,440000 ,2015JJ00,0.4,0.4,0.0,,,,,,,,,,,,
1063,440000 ,2016JJ00,0.7,0.7,0.0,,,,,,,,,,,,
1064,440000 ,2017JJ00,0.6,0.6,0.0,,,,,,,,,,,,
1065,440000 ,2018JJ00,0.8,0.8,0.0,,,,,,,,,,,,
1066,440000 ,2019JJ00,0.8,0.8,0.0,,,,,,,,,,,,
1067,440000 ,2020JJ00,0.9,0.9,0.0,,,,,,,,,,,,
1068,440000 ,2021JJ00,0.9,0.9,0.0,,,,,,,,,,,,
1069,440000 ,2022JJ00,,,,,,,,,,,,,,,
1070,440000 ,2023JJ00,,,,,,,,,,,,,,,
1071,440900 ,2003JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1072,440900 ,2004JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1073,440900 ,2005JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1074,440900 ,2006JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1075,440900 ,2007JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1076,440900 ,2008JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1077,440900 ,2009JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1078,440900 ,2010JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1079,440900 ,2011JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1080,440900 ,2012JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1081,440900 ,2013JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1082,440900 ,2014JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1083,440900 ,2015JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1084,440900 ,2016JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1085,440900 ,2017JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1086,440900 ,2018JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1087,440900 ,2019JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1088,440900 ,2020JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1089,440900 ,2021JJ00,0.0,0.0,0.0,,,,,,,,,,,,
1090,440900 ,2022JJ00,,,,,,,,,,,,,,,
1091,440900 ,2023JJ00,,,,,,,,,,,,,,,
