ID,EnergyCommodities,Periods,TotalPrimaryEnergySupplyTPES_1,IndigenousProduction_2,Imports_3,Exports_4,NetImports_5,Bunkers_6,StockChange_7,NetEnergyConsumption_8,TotalEnergyTransformationInput_9,ElectricityAndCHPTransformationInput_10,OtherTransformationInput_11,TotalEnergyTransformationOutput_12,ElectricityCHPTransformationOutput_13,OtherTransformationOutput_14,TotalNetEnergyTransformation_15,NetElectricityCHPTransformation_16,NetOtherTransformation_17,EnergySectorOwnUse_18,DistributionLosses_19,TotalFinalConsumption_20,FinalEnergyConsumption_21,NonEnergyUse_22,StatisticalDifferences_23
429,E006460   ,2007KW03,89.0,,189.0,90.0,99.0,,-9.0,,88.0,54.0,34.0,,,,88.0,54.0,34.0,,,,,0.0,
430,E006460   ,2007KW04,93.0,,166.0,57.0,109.0,,-16.0,,92.0,58.0,34.0,,,,92.0,58.0,34.0,,,,,0.0,
431,E006460   ,2007JJ00,352.0,,683.0,312.0,371.0,,-19.0,351.0,349.0,214.0,135.0,,,,349.0,214.0,135.0,,,2.0,2.0,0.0,0.0
432,E006460   ,2008KW01,89.0,,150.0,60.0,91.0,,-1.0,,89.0,55.0,34.0,,,,89.0,55.0,34.0,,,,,0.0,
433,E006460   ,2008KW02,86.0,,146.0,55.0,91.0,,-6.0,,85.0,50.0,35.0,,,,85.0,50.0,35.0,,,,,0.0,
434,E006460   ,2008KW03,76.0,,115.0,35.0,80.0,,-4.0,,75.0,42.0,33.0,,,,75.0,42.0,33.0,,,,,0.0,
435,E006460   ,2008KW04,80.0,,139.0,46.0,92.0,,-13.0,,80.0,56.0,24.0,,,,80.0,56.0,24.0,,,,,0.0,
436,E006460   ,2008JJ00,331.0,,551.0,196.0,354.0,,-24.0,331.0,329.0,203.0,126.0,,,,329.0,203.0,126.0,,,1.0,1.0,0.0,0.0
437,E006460   ,2009KW01,84.0,,134.0,28.0,107.0,,-23.0,,83.0,62.0,22.0,,,,83.0,62.0,22.0,,,,,0.0,
438,E006460   ,2009KW02,73.0,,128.0,31.0,97.0,,-24.0,,72.0,51.0,21.0,,,,72.0,51.0,21.0,,,,,0.0,
439,E006460   ,2009KW03,76.0,,125.0,31.0,94.0,,-18.0,,75.0,49.0,27.0,,,,75.0,49.0,27.0,,,,,0.0,
440,E006460   ,2009KW04,76.0,,124.0,32.0,92.0,,-15.0,,76.0,48.0,28.0,,,,76.0,48.0,28.0,,,,,0.0,
441,E006460   ,2009JJ00,309.0,,511.0,122.0,389.0,,-81.0,308.0,306.0,208.0,98.0,,,,306.0,208.0,98.0,,,2.0,2.0,0.0,1.0
442,E006460   ,2010KW01,83.0,,140.0,31.0,110.0,,-27.0,,82.0,56.0,26.0,,,,82.0,56.0,26.0,,,,,0.0,
443,E006460   ,2010KW02,69.0,,123.0,50.0,73.0,,-5.0,,68.0,39.0,29.0,,,,68.0,39.0,29.0,,,,,0.0,
444,E006460   ,2010KW03,74.0,,111.0,19.0,93.0,,-18.0,,74.0,44.0,30.0,,,,74.0,44.0,30.0,,,,,0.0,
445,E006460   ,2010KW04,85.0,,157.0,54.0,102.0,,-17.0,,85.0,57.0,28.0,,,,85.0,57.0,28.0,,,,,0.0,
446,E006460   ,2010JJ00,311.0,,531.0,153.0,378.0,,-68.0,310.0,309.0,195.0,113.0,,,,309.0,195.0,113.0,,,2.0,2.0,0.0,0.0
447,E006460   ,2011KW01,77.0,,141.0,107.0,34.0,,43.0,,77.0,48.0,28.0,,,,77.0,48.0,28.0,,,,,0.0,
448,E006460   ,2011KW02,76.0,,171.0,69.0,102.0,,-26.0,,75.0,43.0,32.0,,,,75.0,43.0,32.0,,,,,0.0,
449,E006460   ,2011KW03,69.0,,175.0,69.0,106.0,,-37.0,,68.0,38.0,31.0,,,,68.0,38.0,31.0,,,,,0.0,
450,E006460   ,2011KW04,84.0,,158.0,90.0,68.0,,16.0,,83.0,53.0,31.0,,,,83.0,53.0,31.0,,,,,0.0,
451,E006460   ,2011JJ00,305.0,,645.0,334.0,311.0,,-5.0,305.0,304.0,182.0,121.0,,,,304.0,182.0,121.0,,,2.0,1.0,0.0,0.0
452,E006460   ,2012KW01,87.0,,177.0,108.0,68.0,,19.0,,87.0,57.0,30.0,,,,87.0,57.0,30.0,,,,,0.0,
453,E006460   ,2012KW02,72.0,,195.0,134.0,61.0,,11.0,,71.0,42.0,29.0,,,,71.0,42.0,29.0,,,,,0.0,
454,E006460   ,2012KW03,86.0,,170.0,99.0,72.0,,14.0,,84.0,54.0,30.0,,,,84.0,54.0,30.0,,,,,0.0,
455,E006460   ,2012KW04,89.0,,224.0,144.0,80.0,,9.0,,88.0,58.0,30.0,,,,88.0,58.0,30.0,,,,,0.0,
456,E006460   ,2012JJ00,334.0,,765.0,485.0,281.0,,53.0,333.0,331.0,211.0,120.0,,,,331.0,211.0,120.0,,,2.0,2.0,0.0,1.0
457,E006460   ,2013KW01,81.0,,208.0,126.0,82.0,,-1.0,81.0,81.0,53.0,28.0,,,,81.0,53.0,28.0,,,0.0,0.0,0.0,0.0
458,E006460   ,2013KW02,75.0,,207.0,102.0,104.0,,-29.0,76.0,75.0,46.0,29.0,,,,75.0,46.0,29.0,,,0.0,0.0,0.0,0.0
459,E006460   ,2013KW03,87.0,,292.0,194.0,98.0,,-11.0,87.0,86.0,56.0,30.0,,,,86.0,56.0,30.0,,,1.0,1.0,0.0,0.0
460,E006460   ,2013KW04,97.0,,374.0,275.0,99.0,,-3.0,97.0,96.0,66.0,30.0,,,,96.0,66.0,30.0,,,0.0,0.0,0.0,0.0
461,E006460   ,2013JJ00,340.0,,1080.0,697.0,384.0,,-44.0,340.0,338.0,221.0,118.0,,,,338.0,221.0,118.0,,,1.0,1.0,0.0,0.0
462,E006460   ,2014KW01,96.0,,398.0,268.0,130.0,,-35.0,96.0,96.0,64.0,31.0,,,,96.0,64.0,31.0,,,0.0,0.0,0.0,0.0
463,E006460   ,2014KW02,90.0,,354.0,231.0,123.0,,-33.0,90.0,89.0,59.0,30.0,,,,89.0,59.0,30.0,,,0.0,0.0,0.0,0.0
464,E006460   ,2014KW03,84.0,,300.0,235.0,65.0,,19.0,84.0,83.0,53.0,30.0,,,,83.0,53.0,30.0,,,1.0,1.0,0.0,0.0
465,E006460   ,2014KW04,111.0,,385.0,287.0,98.0,,13.0,110.0,110.0,79.0,31.0,,,,110.0,79.0,31.0,,,1.0,0.0,0.0,0.0
466,E006460   ,2014JJ00,380.0,,1438.0,1022.0,417.0,,-36.0,380.0,378.0,255.0,123.0,,,,378.0,255.0,123.0,,,2.0,2.0,0.0,0.0
467,E006460   ,2015KW01,116.0,,357.0,249.0,109.0,,8.0,,116.0,85.0,31.0,,,,116.0,85.0,31.0,,,,,0.0,
468,E006460   ,2015KW02,116.0,,404.0,231.0,173.0,,-57.0,,116.0,84.0,32.0,,,,116.0,84.0,32.0,,,,,0.0,
469,E006460   ,2015KW03,119.0,,397.0,207.0,190.0,,-72.0,,118.0,85.0,33.0,,,,118.0,85.0,33.0,,,,,0.0,
470,E006460   ,2015KW04,115.0,,338.0,271.0,67.0,,48.0,,114.0,82.0,32.0,,,,114.0,82.0,32.0,,,,,0.0,
471,E006460   ,2015JJ00,466.0,,1496.0,957.0,539.0,,-73.0,466.0,464.0,337.0,128.0,,,,464.0,337.0,128.0,,,2.0,2.0,0.0,0.0
472,E006460   ,2016KW01,110.0,,362.0,284.0,79.0,,31.0,,110.0,78.0,32.0,,,,110.0,78.0,32.0,,,,,0.0,
473,E006460   ,2016KW02,106.0,,335.0,258.0,77.0,,30.0,,106.0,76.0,30.0,,,,106.0,76.0,30.0,,,,,0.0,
474,E006460   ,2016KW03,98.0,,346.0,232.0,114.0,,-17.0,,97.0,66.0,32.0,,,,97.0,66.0,32.0,,,,,0.0,
475,E006460   ,2016KW04,117.0,,401.0,279.0,123.0,,-5.0,,117.0,86.0,31.0,,,,117.0,86.0,31.0,,,,,0.0,
476,E006460   ,2016JJ00,431.0,,1445.0,1053.0,392.0,,39.0,431.0,429.0,305.0,125.0,,,,429.0,305.0,125.0,,,2.0,2.0,0.0,
477,E006471   ,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,
478,E006471   ,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,
479,E006471   ,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,
480,E006471   ,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,
481,E006471   ,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,
482,E006471   ,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,
483,E006471   ,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,
484,E006471   ,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,
485,E006471   ,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,
486,E006471   ,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,
487,E006471   ,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,
488,E006471   ,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,
489,E006471   ,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,
490,E006471   ,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,
491,E006471   ,1960JJ00,,,,,,,,,,,,,,,,,,,,,,,
492,E006471   ,1961JJ00,,,,,,,,,,,,,,,,,,,,,,,
493,E006471   ,1962JJ00,,,,,,,,,,,,,,,,,,,,,,,
494,E006471   ,1963JJ00,,,,,,,,,,,,,,,,,,,,,,,
495,E006471   ,1964JJ00,,,,,,,,,,,,,,,,,,,,,,,
496,E006471   ,1965JJ00,,,,,,,,,,,,,,,,,,,,,,,
497,E006471   ,1966JJ00,,,,,,,,,,,,,,,,,,,,,,,
498,E006471   ,1967JJ00,,,,,,,,,,,,,,,,,,,,,,,
499,E006471   ,1968JJ00,,,,,,,,,,,,,,,,,,,,,,,
500,E006471   ,1969JJ00,,,,,,,,,,,,,,,,,,,,,,,
501,E006471   ,1970JJ00,,,,,,,,,,,,,,,,,,,,,,,
502,E006471   ,1971JJ00,14.0,,36.0,19.0,17.0,,-4.0,14.0,,,,,,,,,,,,,,,
503,E006471   ,1972JJ00,17.0,,28.0,22.0,7.0,,10.0,17.0,,,,,,,,,,,,,,,
504,E006471   ,1973JJ00,0.0,,19.0,19.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,
505,E006471   ,1974JJ00,2.0,,22.0,20.0,2.0,,0.0,2.0,,,,,,,,,,,,,,,
506,E006471   ,1975JJ00,-10.0,,12.0,18.0,-6.0,,-5.0,-10.0,,23.0,,,,,-65.0,23.0,-88.0,,,55.0,15.0,40.0,
507,E006471   ,1976JJ00,-14.0,,7.0,18.0,-11.0,,-4.0,-15.0,,23.0,,,,,-68.0,23.0,-91.0,,,53.0,15.0,38.0,
508,E006471   ,1977JJ00,-10.0,,8.0,20.0,-12.0,,3.0,-10.0,,20.0,,,,,-61.0,20.0,-81.0,,,51.0,13.0,38.0,
509,E006471   ,1978JJ00,1.0,,15.0,20.0,-5.0,,6.0,1.0,,22.0,,,,,-57.0,22.0,-79.0,,,57.0,17.0,40.0,
510,E006471   ,1979JJ00,4.0,,28.0,20.0,8.0,,-4.0,4.0,,24.0,,,,,-60.0,24.0,-84.0,,,63.0,21.0,42.0,
511,E006471   ,1980JJ00,-1.0,,27.0,22.0,5.0,,-6.0,-1.0,,22.0,,,,,-57.0,22.0,-79.0,,,56.0,19.0,37.0,
512,E006471   ,1981JJ00,14.0,,31.0,26.0,5.0,,8.0,14.0,,22.0,,,,,-50.0,22.0,-72.0,,,63.0,20.0,43.0,
513,E006471   ,1982JJ00,-11.0,,21.0,20.0,1.0,,-12.0,-11.0,,20.0,,,,,-60.0,20.0,-80.0,,,50.0,14.0,36.0,
514,E006471   ,1983JJ00,2.0,,19.0,24.0,-5.0,,8.0,1.0,,19.0,,,,,-54.0,19.0,-73.0,,,56.0,14.0,42.0,
515,E006471   ,1984JJ00,-3.0,,27.0,29.0,-2.0,,-2.0,-3.0,,25.0,,,,,-69.0,25.0,-94.0,,,67.0,18.0,49.0,
516,E006471   ,1985JJ00,-10.0,,16.0,28.0,-12.0,,2.0,-9.0,,27.0,,,,,-75.0,27.0,-102.0,,,65.0,17.0,48.0,
517,E006471   ,1986JJ00,-11.0,,19.0,28.0,-9.0,,-2.0,-11.0,,26.0,,,,,-73.0,26.0,-99.0,,,62.0,17.0,45.0,
518,E006471   ,1987JJ00,-14.0,,12.0,26.0,-14.0,,0.0,-14.0,,24.0,,,,,-70.0,24.0,-94.0,,,56.0,22.0,34.0,
519,E006471   ,1988JJ00,-10.0,,17.0,29.0,-12.0,,1.0,-11.0,,26.0,,,,,-73.0,26.0,-99.0,,,63.0,19.0,44.0,
520,E006471   ,1989JJ00,-13.0,,17.0,28.0,-11.0,,-1.0,-13.0,,25.0,,,,,-76.0,25.0,-101.0,,,64.0,20.0,44.0,
521,E006471   ,1990JJ00,-10.0,,13.0,25.0,-12.0,,2.0,-10.0,93.0,24.0,70.0,133.0,,133.0,-40.0,24.0,-64.0,,,30.0,19.0,11.0,0.0
522,E006471   ,1991JJ00,-22.0,,11.0,32.0,-22.0,,0.0,-22.0,91.0,24.0,67.0,141.0,,141.0,-50.0,24.0,-74.0,,,28.0,18.0,10.0,0.0
523,E006471   ,1992JJ00,-24.0,,11.0,35.0,-24.0,,0.0,-24.0,89.0,24.0,64.0,142.0,,142.0,-53.0,24.0,-78.0,,,30.0,20.0,10.0,0.0
524,E006471   ,1993JJ00,-17.0,,8.0,27.0,-19.0,,3.0,-17.0,97.0,26.0,71.0,145.0,,145.0,-48.0,26.0,-74.0,1.0,,30.0,20.0,10.0,0.0
525,E006471   ,1994JJ00,-15.0,,16.0,29.0,-13.0,,-2.0,-15.0,99.0,26.0,73.0,144.0,,144.0,-45.0,26.0,-72.0,2.0,,28.0,18.0,9.0,0.0
526,E006471   ,1995KW01,-4.0,,4.0,8.0,-4.0,,0.0,,24.0,6.0,18.0,35.0,,35.0,-11.0,6.0,-17.0,1.0,,,,2.0,
527,E006471   ,1995KW02,-3.0,,6.0,9.0,-3.0,,0.0,,26.0,6.0,19.0,37.0,,37.0,-11.0,6.0,-17.0,1.0,,,,2.0,
528,E006471   ,1995KW03,-2.0,,6.0,7.0,-1.0,,-1.0,,27.0,7.0,20.0,37.0,,37.0,-10.0,7.0,-17.0,0.0,,,,3.0,
529,E006471   ,1995KW04,-3.0,,7.0,8.0,-2.0,,-2.0,,24.0,6.0,18.0,36.0,,36.0,-12.0,6.0,-18.0,-1.0,,,,3.0,
530,E006471   ,1995JJ00,-12.0,,23.0,33.0,-10.0,,-2.0,-12.0,101.0,26.0,75.0,145.0,,145.0,-44.0,26.0,-70.0,,,32.0,22.0,10.0,0.0
531,E006471   ,1996KW01,-4.0,,3.0,6.0,-4.0,,0.0,,24.0,6.0,18.0,35.0,,35.0,-11.0,6.0,-17.0,1.0,,,,2.0,
532,E006471   ,1996KW02,-3.0,,4.0,6.0,-2.0,,-1.0,,25.0,7.0,18.0,36.0,,36.0,-12.0,7.0,-18.0,1.0,,,,3.0,
533,E006471   ,1996KW03,-5.0,,4.0,7.0,-3.0,,-1.0,,24.0,7.0,17.0,37.0,,37.0,-13.0,7.0,-20.0,1.0,,,,3.0,
534,E006471   ,1996KW04,-5.0,,3.0,8.0,-6.0,,0.0,,23.0,6.0,16.0,37.0,,37.0,-14.0,6.0,-21.0,-2.0,,,,3.0,
535,E006471   ,1996JJ00,-17.0,,13.0,27.0,-14.0,,-3.0,-17.0,96.0,26.0,70.0,145.0,,145.0,-50.0,26.0,-76.0,,,33.0,22.0,11.0,0.0
536,E006471   ,1997KW01,-6.0,,2.0,8.0,-6.0,,0.0,,23.0,7.0,16.0,36.0,,36.0,-13.0,7.0,-19.0,1.0,,,,2.0,
537,E006471   ,1997KW02,-5.0,,4.0,8.0,-4.0,,-1.0,,23.0,7.0,17.0,36.0,,36.0,-13.0,7.0,-20.0,0.0,,,,2.0,
538,E006471   ,1997KW03,-3.0,,5.0,8.0,-4.0,,1.0,,26.0,7.0,19.0,36.0,,36.0,-10.0,7.0,-17.0,0.0,,,,3.0,
539,E006471   ,1997KW04,-4.0,,3.0,6.0,-2.0,,-1.0,,24.0,7.0,18.0,37.0,,37.0,-12.0,7.0,-19.0,-1.0,,,,3.0,
540,E006471   ,1997JJ00,-17.0,,14.0,30.0,-16.0,,-1.0,-17.0,97.0,27.0,69.0,145.0,,145.0,-48.0,27.0,-75.0,,,31.0,21.0,10.0,0.0
541,E006471   ,1998KW01,-4.0,,4.0,10.0,-5.0,,1.0,,25.0,7.0,18.0,36.0,,36.0,-11.0,7.0,-18.0,0.0,,,,2.0,
542,E006471   ,1998KW02,-4.0,,3.0,11.0,-8.0,,4.0,,24.0,6.0,18.0,36.0,,36.0,-12.0,6.0,-19.0,1.0,,,,2.0,
543,E006471   ,1998KW03,-4.0,,4.0,6.0,-2.0,,-2.0,,26.0,8.0,18.0,36.0,,36.0,-10.0,8.0,-18.0,-1.0,,,,2.0,
544,E006471   ,1998KW04,-6.0,,3.0,8.0,-5.0,,-1.0,,22.0,6.0,16.0,33.0,,33.0,-11.0,6.0,-18.0,,,,,3.0,
545,E006471   ,1998JJ00,-17.0,,15.0,34.0,-19.0,,2.0,-17.0,97.0,28.0,69.0,141.0,,141.0,-44.0,28.0,-72.0,,,27.0,19.0,8.0,0.0
546,E006471   ,1999KW01,-3.0,,4.0,8.0,-5.0,,1.0,,24.0,7.0,17.0,32.0,,32.0,-9.0,7.0,-15.0,,,,,1.0,
547,E006471   ,1999KW02,-4.0,,3.0,6.0,-3.0,,-1.0,,23.0,7.0,16.0,32.0,,32.0,-9.0,7.0,-16.0,,,,,1.0,
548,E006471   ,1999KW03,0.0,,4.0,5.0,-2.0,,2.0,,24.0,7.0,17.0,29.0,,29.0,-5.0,7.0,-12.0,,,,,1.0,
549,E006471   ,1999KW04,1.0,,5.0,5.0,0.0,,1.0,,24.0,7.0,17.0,28.0,,28.0,-4.0,7.0,-11.0,,,,,2.0,
550,E006471   ,1999JJ00,-5.0,,16.0,25.0,-9.0,,3.0,-5.0,94.0,28.0,67.0,121.0,,121.0,-27.0,28.0,-55.0,,,22.0,16.0,5.0,0.0
551,E006471   ,2000KW01,1.0,,6.0,6.0,0.0,,1.0,,24.0,7.0,17.0,28.0,,28.0,-4.0,7.0,-11.0,,,,,1.0,
552,E006471   ,2000KW02,-1.0,,3.0,4.0,-1.0,,0.0,,21.0,6.0,15.0,27.0,,27.0,-6.0,6.0,-12.0,,,,,1.0,
553,E006471   ,2000KW03,-1.0,,3.0,2.0,1.0,,-2.0,,23.0,7.0,16.0,29.0,,29.0,-6.0,7.0,-13.0,,,,,1.0,
554,E006471   ,2000KW04,-2.0,,3.0,4.0,-1.0,,-1.0,,20.0,5.0,15.0,28.0,,28.0,-8.0,5.0,-13.0,,,,,1.0,
555,E006471   ,2000JJ00,-3.0,,16.0,17.0,-1.0,,-2.0,-3.0,88.0,25.0,63.0,112.0,,112.0,-24.0,25.0,-49.0,,,21.0,17.0,5.0,0.0
556,E006471   ,2001KW01,-1.0,,3.0,6.0,-3.0,,2.0,,22.0,6.0,16.0,28.0,,28.0,-6.0,6.0,-13.0,,,,,1.0,
557,E006471   ,2001KW02,-2.0,,9.0,9.0,-1.0,,-1.0,,22.0,7.0,15.0,29.0,,29.0,-7.0,7.0,-14.0,,,,,1.0,
558,E006471   ,2001KW03,-1.0,,3.0,4.0,-1.0,,0.0,,24.0,7.0,17.0,30.0,,30.0,-6.0,7.0,-13.0,,,,,1.0,
559,E006471   ,2001KW04,0.0,,5.0,5.0,0.0,,0.0,,24.0,7.0,18.0,30.0,,30.0,-6.0,7.0,-12.0,,,,,1.0,
560,E006471   ,2001JJ00,-4.0,,19.0,24.0,-4.0,,1.0,-4.0,93.0,27.0,66.0,118.0,,118.0,-25.0,27.0,-52.0,,,21.0,17.0,4.0,0.0
561,E006471   ,2002KW01,0.0,,5.0,7.0,-1.0,,2.0,,23.0,6.0,17.0,29.0,,29.0,-6.0,6.0,-12.0,,,,,1.0,
562,E006471   ,2002KW02,-3.0,,3.0,5.0,-2.0,,-1.0,,19.0,5.0,13.0,27.0,,27.0,-8.0,5.0,-13.0,,,,,1.0,
563,E006471   ,2002KW03,1.0,,5.0,5.0,0.0,,1.0,,25.0,7.0,18.0,29.0,,29.0,-4.0,7.0,-12.0,,,,,1.0,
564,E006471   ,2002KW04,1.0,,4.0,4.0,0.0,,1.0,,24.0,7.0,17.0,29.0,,29.0,-5.0,7.0,-12.0,0.0,,,,1.0,
565,E006471   ,2002JJ00,-1.0,,18.0,21.0,-3.0,,2.0,-1.0,91.0,27.0,65.0,114.0,,114.0,-22.0,27.0,-49.0,0.0,,21.0,17.0,4.0,0.0
566,E006471   ,2003KW01,0.0,,7.0,7.0,0.0,,0.0,,23.0,7.0,16.0,28.0,,28.0,-5.0,7.0,-12.0,,,,,1.0,
567,E006471   ,2003KW02,0.0,,4.0,4.0,0.0,,0.0,,23.0,7.0,17.0,29.0,,29.0,-6.0,7.0,-13.0,0.0,,,,1.0,
568,E006471   ,2003KW03,1.0,,4.0,3.0,1.0,,0.0,,25.0,7.0,18.0,30.0,,30.0,-6.0,7.0,-13.0,0.0,,,,1.0,
569,E006471   ,2003KW04,1.0,,4.0,3.0,1.0,,0.0,,25.0,7.0,18.0,30.0,,30.0,-5.0,7.0,-12.0,,,,,1.0,
570,E006471   ,2003JJ00,2.0,,19.0,17.0,2.0,,0.0,2.0,97.0,28.0,68.0,118.0,,118.0,-21.0,28.0,-50.0,,,23.0,18.0,5.0,0.0
571,E006471   ,2004KW01,-1.0,,3.0,3.0,0.0,,0.0,,23.0,7.0,17.0,30.0,,30.0,-6.0,7.0,-13.0,,,,,1.0,
572,E006471   ,2004KW02,-1.0,,2.0,3.0,-1.0,,0.0,,23.0,7.0,16.0,31.0,,31.0,-8.0,7.0,-15.0,,,,,1.0,
573,E006471   ,2004KW03,0.0,,3.0,3.0,0.0,,0.0,,25.0,7.0,18.0,31.0,,31.0,-6.0,7.0,-13.0,,,,,1.0,
574,E006471   ,2004KW04,0.0,,3.0,2.0,1.0,,0.0,,25.0,7.0,17.0,31.0,,31.0,-6.0,7.0,-13.0,,,,,1.0,
575,E006471   ,2004JJ00,-1.0,,11.0,11.0,0.0,,-1.0,-1.0,96.0,28.0,68.0,122.0,,122.0,-26.0,28.0,-55.0,,,25.0,20.0,5.0,0.0
576,E006471   ,2005KW01,0.0,,4.0,2.0,3.0,,-3.0,,25.0,7.0,17.0,31.0,,31.0,-6.0,7.0,-14.0,,,,,1.0,
577,E006471   ,2005KW02,-2.0,,2.0,4.0,-2.0,,0.0,,22.0,7.0,16.0,30.0,,30.0,-8.0,7.0,-15.0,,,,,1.0,
578,E006471   ,2005KW03,-2.0,,4.0,3.0,1.0,,-3.0,,23.0,7.0,16.0,31.0,,31.0,-8.0,7.0,-15.0,0.0,,,,1.0,
579,E006471   ,2005KW04,0.0,,1.0,3.0,-1.0,,1.0,,25.0,8.0,17.0,31.0,,31.0,-6.0,8.0,-14.0,,,,,1.0,
580,E006471   ,2005JJ00,-4.0,,11.0,11.0,0.0,,-4.0,-4.0,94.0,29.0,65.0,123.0,,123.0,-29.0,29.0,-58.0,0.0,,24.0,20.0,5.0,0.0
581,E006471   ,2006KW01,0.0,,4.0,5.0,-2.0,,1.0,,24.0,7.0,16.0,30.0,,30.0,-7.0,7.0,-14.0,,,,,1.0,
582,E006471   ,2006KW02,0.0,,3.0,3.0,0.0,,1.0,,23.0,6.0,18.0,31.0,,31.0,-7.0,6.0,-13.0,,,,,1.0,
583,E006471   ,2006KW03,-2.0,,4.0,6.0,-2.0,,0.0,,20.0,6.0,14.0,29.0,,29.0,-9.0,6.0,-15.0,,,,,1.0,
584,E006471   ,2006KW04,-5.0,,4.0,8.0,-4.0,,-1.0,,16.0,5.0,11.0,26.0,,26.0,-10.0,5.0,-15.0,0.0,,,,1.0,
585,E006471   ,2006JJ00,-7.0,,14.0,22.0,-8.0,,1.0,-7.0,83.0,24.0,59.0,116.0,,116.0,-33.0,24.0,-57.0,0.0,,25.0,21.0,5.0,0.0
586,E006471   ,2007KW01,0.0,,6.0,6.0,0.0,,0.0,,23.0,7.0,16.0,30.0,,30.0,-7.0,7.0,-14.0,0.0,,,,1.0,
587,E006471   ,2007KW02,0.0,,4.0,4.0,1.0,,0.0,,24.0,8.0,17.0,30.0,,30.0,-6.0,8.0,-14.0,,,,,1.0,
588,E006471   ,2007KW03,0.0,,4.0,4.0,0.0,,0.0,,24.0,8.0,17.0,31.0,,31.0,-7.0,8.0,-15.0,0.0,,,,1.0,
589,E006471   ,2007KW04,0.0,,3.0,5.0,-2.0,,2.0,,25.0,8.0,17.0,32.0,,32.0,-6.0,8.0,-14.0,,,,,1.0,
590,E006471   ,2007JJ00,0.0,,17.0,18.0,-1.0,,1.0,0.0,97.0,30.0,67.0,123.0,,123.0,-26.0,30.0,-57.0,,,27.0,22.0,5.0,0.0
591,E006471   ,2008KW01,1.0,,2.0,2.0,0.0,,1.0,,25.0,8.0,17.0,31.0,,31.0,-7.0,8.0,-15.0,,,,,1.0,
592,E006471   ,2008KW02,0.0,,4.0,4.0,0.0,,0.0,,24.0,8.0,17.0,32.0,,32.0,-8.0,8.0,-15.0,,,,,1.0,
593,E006471   ,2008KW03,1.0,,2.0,3.0,-1.0,,2.0,,25.0,8.0,18.0,32.0,,32.0,-7.0,8.0,-14.0,,,,,1.0,
594,E006471   ,2008KW04,2.0,,3.0,2.0,1.0,,1.0,,20.0,5.0,15.0,24.0,,24.0,-4.0,5.0,-9.0,,,,,1.0,
595,E006471   ,2008JJ00,3.0,,11.0,10.0,0.0,,2.0,3.0,95.0,29.0,67.0,120.0,,120.0,-25.0,29.0,-54.0,,,28.0,23.0,5.0,
596,E006471   ,2009KW01,-1.0,,1.0,0.0,1.0,,-2.0,,15.0,4.0,11.0,20.0,,20.0,-5.0,4.0,-9.0,,,,,1.0,
597,E006471   ,2009KW02,-1.0,,1.0,0.0,1.0,,-2.0,,15.0,4.0,11.0,21.0,,21.0,-6.0,4.0,-10.0,,,,,1.0,
598,E006471   ,2009KW03,3.0,,2.0,2.0,-1.0,,4.0,,23.0,6.0,16.0,26.0,,26.0,-3.0,6.0,-9.0,,,,,1.0,
599,E006471   ,2009KW04,3.0,,2.0,2.0,0.0,,4.0,,24.0,6.0,17.0,27.0,,27.0,-3.0,6.0,-10.0,,,,,1.0,
600,E006471   ,2009JJ00,6.0,,5.0,3.0,2.0,,4.0,4.0,76.0,21.0,55.0,94.0,,94.0,-18.0,21.0,-38.0,,,22.0,18.0,4.0,2.0
601,E006471   ,2010KW01,1.0,,2.0,0.0,2.0,,0.0,,23.0,6.0,16.0,27.0,,27.0,-4.0,6.0,-11.0,,,,,1.0,
602,E006471   ,2010KW02,0.0,,2.0,2.0,0.0,,0.0,,23.0,7.0,17.0,29.0,,29.0,-6.0,7.0,-12.0,,,,,1.0,
603,E006471   ,2010KW03,2.0,,3.0,1.0,2.0,,0.0,,25.0,7.0,18.0,30.0,,30.0,-5.0,7.0,-12.0,,,,,1.0,
604,E006471   ,2010KW04,2.0,,2.0,1.0,1.0,,1.0,,25.0,7.0,17.0,29.0,,29.0,-4.0,7.0,-12.0,,,,,1.0,
605,E006471   ,2010JJ00,5.0,,9.0,5.0,5.0,,1.0,5.0,96.0,28.0,68.0,114.0,,114.0,-19.0,28.0,-47.0,,,24.0,20.0,4.0,0.0
606,E006471   ,2011KW01,2.0,,2.0,1.0,1.0,,0.0,,24.0,7.0,17.0,29.0,,29.0,-5.0,7.0,-12.0,,,,,1.0,
