ID,EnergyCommodities,Periods,TotalPrimaryEnergySupplyTPES_1,IndigenousProduction_2,Imports_3,Exports_4,NetImports_5,Bunkers_6,StockChange_7,NetEnergyConsumption_8,TotalEnergyTransformationInput_9,ElectricityAndCHPTransformationInput_10,OtherTransformationInput_11,TotalEnergyTransformationOutput_12,ElectricityCHPTransformationOutput_13,OtherTransformationOutput_14,TotalNetEnergyTransformation_15,NetElectricityCHPTransformation_16,NetOtherTransformation_17,EnergySectorOwnUse_18,DistributionLosses_19,TotalFinalConsumption_20,FinalEnergyConsumption_21,NonEnergyUse_22,StatisticalDifferences_23
1415,E006565   ,2013JJ00,137.0,128.0,22.0,12.0,10.0,,,137.0,120.0,102.0,18.0,,,,120.0,102.0,18.0,0.0,,17.0,17.0,,0.0
1416,E006565   ,2014KW01,38.0,37.0,4.0,3.0,0.0,,,38.0,32.0,27.0,4.0,,,,32.0,27.0,4.0,,,6.0,6.0,,0.0
1417,E006565   ,2014KW02,31.0,31.0,4.0,3.0,0.0,,,31.0,27.0,22.0,5.0,,,,27.0,22.0,5.0,,,4.0,4.0,,0.0
1418,E006565   ,2014KW03,29.0,29.0,4.0,3.0,0.0,,,29.0,27.0,22.0,4.0,,,,27.0,22.0,4.0,,,3.0,3.0,,0.0
1419,E006565   ,2014KW04,39.0,38.0,4.0,3.0,0.0,,,39.0,33.0,26.0,7.0,,,,33.0,26.0,7.0,,,6.0,6.0,,0.0
1420,E006565   ,2014JJ00,136.0,135.0,14.0,13.0,1.0,,,136.0,118.0,97.0,21.0,,,,118.0,97.0,21.0,,,19.0,19.0,,
1421,E006565   ,2015KW01,37.0,37.0,3.0,3.0,-1.0,,,,30.0,26.0,4.0,,,,30.0,26.0,4.0,,,,,,
1422,E006565   ,2015KW02,34.0,35.0,3.0,3.0,-1.0,,,,29.0,24.0,5.0,,,,29.0,24.0,5.0,,,,,,
1423,E006565   ,2015KW03,32.0,33.0,3.0,3.0,-1.0,,,,29.0,25.0,4.0,,,,29.0,25.0,4.0,,,,,,
1424,E006565   ,2015KW04,42.0,43.0,3.0,3.0,-1.0,,,,35.0,29.0,6.0,,,,35.0,29.0,6.0,,,,,,
1425,E006565   ,2015JJ00,145.0,147.0,11.0,13.0,-2.0,,,145.0,123.0,104.0,19.0,,,,123.0,104.0,19.0,,,22.0,22.0,,0.0
1426,E006565   ,2016KW01,39.0,40.0,3.0,2.0,1.0,,-3.0,,33.0,30.0,3.0,,,,33.0,30.0,3.0,0.0,,,,,
1427,E006565   ,2016KW02,32.0,34.0,3.0,5.0,-3.0,,1.0,,27.0,24.0,3.0,,,,27.0,24.0,3.0,0.0,,,,,
1428,E006565   ,2016KW03,35.0,36.0,3.0,6.0,-3.0,,2.0,,30.0,27.0,3.0,,,,30.0,27.0,3.0,0.0,,,,,
1429,E006565   ,2016KW04,38.0,38.0,3.0,4.0,-1.0,,1.0,,33.0,28.0,5.0,,,,33.0,28.0,5.0,0.0,,,,,
1430,E006565   ,2016JJ00,145.0,149.0,12.0,17.0,-5.0,,0.0,145.0,123.0,109.0,14.0,,,,123.0,109.0,14.0,0.0,,22.0,22.0,,0.0
1431,E006602   ,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,
1432,E006602   ,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,
1433,E006602   ,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,
1434,E006602   ,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,
1435,E006602   ,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,
1436,E006602   ,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,
1437,E006602   ,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,
1438,E006602   ,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,
1439,E006602   ,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,
1440,E006602   ,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,
1441,E006602   ,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,
1442,E006602   ,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,
1443,E006602   ,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,
1444,E006602   ,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,
1445,E006602   ,1960JJ00,,,,,,,,,,,,,,,,,,,,,,,
1446,E006602   ,1961JJ00,,,,,,,,,,,,,,,,,,,,,,,
1447,E006602   ,1962JJ00,,,,,,,,,,,,,,,,,,,,,,,
1448,E006602   ,1963JJ00,,,,,,,,,,,,,,,,,,,,,,,
1449,E006602   ,1964JJ00,,,,,,,,,,,,,,,,,,,,,,,
1450,E006602   ,1965JJ00,,,,,,,,,,,,,,,,,,,,,,,
1451,E006602   ,1966JJ00,,,,,,,,,,,,,,,,,,,,,,,
1452,E006602   ,1967JJ00,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,
1453,E006602   ,1968JJ00,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,
1454,E006602   ,1969JJ00,3.0,3.0,,,,,,3.0,3.0,3.0,,,,,3.0,3.0,,,,,,,
1455,E006602   ,1970JJ00,4.0,4.0,,,,,,4.0,4.0,4.0,,,,,4.0,4.0,,,,,,,
1456,E006602   ,1971JJ00,4.0,4.0,,,,,,4.0,4.0,4.0,,,,,4.0,4.0,,,,,,,
1457,E006602   ,1972JJ00,4.0,4.0,,,,,,4.0,4.0,4.0,,,,,4.0,4.0,,,,,,,
1458,E006602   ,1973JJ00,12.0,12.0,,,,,,12.0,12.0,12.0,,,,,12.0,12.0,,,,,,,
1459,E006602   ,1974JJ00,35.0,35.0,,,,,,35.0,35.0,35.0,,,,,35.0,35.0,,,,,,,
1460,E006602   ,1975JJ00,36.0,36.0,,,,,,36.0,36.0,36.0,,,,,36.0,36.0,,,,,,,
1461,E006602   ,1976JJ00,43.0,43.0,,,,,,43.0,43.0,43.0,,,,,43.0,43.0,,,,,,,
1462,E006602   ,1977JJ00,41.0,41.0,,,,,,41.0,41.0,41.0,,,,,41.0,41.0,,,,,,,
1463,E006602   ,1978JJ00,44.0,44.0,,,,,,44.0,44.0,44.0,,,,,44.0,44.0,,,,,,,
1464,E006602   ,1979JJ00,39.0,39.0,,,,,,39.0,39.0,39.0,,,,,39.0,39.0,,,,,,,
1465,E006602   ,1980JJ00,46.0,46.0,,,,,,46.0,46.0,46.0,,,,,46.0,46.0,,,,,,,
1466,E006602   ,1981JJ00,40.0,40.0,,,,,,40.0,40.0,40.0,,,,,40.0,40.0,,,,,,,
1467,E006602   ,1982JJ00,42.0,42.0,,,,,,42.0,42.0,42.0,,,,,42.0,42.0,,,,,,,
1468,E006602   ,1983JJ00,38.0,38.0,,,,,,38.0,38.0,38.0,,,,,38.0,38.0,,,,,,,
1469,E006602   ,1984JJ00,41.0,41.0,,,,,,41.0,41.0,41.0,,,,,41.0,41.0,,,,,,,
1470,E006602   ,1985JJ00,42.0,42.0,,,,,,42.0,42.0,42.0,,,,,42.0,42.0,,,,,,,
1471,E006602   ,1986JJ00,45.0,45.0,,,,,,45.0,45.0,45.0,,,,,45.0,45.0,,,,,,,
1472,E006602   ,1987JJ00,39.0,39.0,,,,,,39.0,39.0,39.0,,,,,39.0,39.0,,,,,,,
1473,E006602   ,1988JJ00,40.0,40.0,,,,,,40.0,40.0,40.0,,,,,40.0,40.0,,,,,,,
1474,E006602   ,1989JJ00,43.0,43.0,,,,,,43.0,43.0,43.0,,,,,43.0,43.0,,,,,,,
1475,E006602   ,1990JJ00,38.0,38.0,,,,,,38.0,38.0,38.0,,,,,38.0,38.0,,,,,,,
1476,E006602   ,1991JJ00,36.0,36.0,,,,,,36.0,36.0,36.0,,,,,36.0,36.0,,,,,,,
1477,E006602   ,1992JJ00,43.0,43.0,,,,,,43.0,43.0,43.0,,,,,43.0,43.0,,,,,,,
1478,E006602   ,1993JJ00,42.0,42.0,,,,,,42.0,42.0,42.0,,,,,42.0,42.0,,,,,,,
1479,E006602   ,1994JJ00,43.0,43.0,,,,,,43.0,43.0,43.0,,,,,43.0,43.0,,,,,,,
1480,E006602   ,1995KW01,5.0,5.0,,,,,,,5.0,5.0,,,,,5.0,5.0,,,,,,,
1481,E006602   ,1995KW02,12.0,12.0,,,,,,,12.0,12.0,,,,,12.0,12.0,,,,,,,
1482,E006602   ,1995KW03,13.0,13.0,,,,,,,13.0,13.0,,,,,13.0,13.0,,,,,,,
1483,E006602   ,1995KW04,13.0,13.0,,,,,,,13.0,13.0,,,,,13.0,13.0,,,,,,,
1484,E006602   ,1995JJ00,43.0,43.0,,,,,,43.0,43.0,43.0,,,,,43.0,43.0,,,,,,,
1485,E006602   ,1996KW01,7.0,7.0,,,,,,,7.0,7.0,,,,,7.0,7.0,,,,,,,
1486,E006602   ,1996KW02,12.0,12.0,,,,,,,12.0,12.0,,,,,12.0,12.0,,,,,,,
1487,E006602   ,1996KW03,13.0,13.0,,,,,,,13.0,13.0,,,,,13.0,13.0,,,,,,,
1488,E006602   ,1996KW04,13.0,13.0,,,,,,,13.0,13.0,,,,,13.0,13.0,,,,,,,
1489,E006602   ,1996JJ00,45.0,45.0,,,,,,45.0,45.0,45.0,,,,,45.0,45.0,,,,,,,
1490,E006602   ,1997KW01,5.0,5.0,,,,,,,5.0,5.0,,,,,5.0,5.0,,,,,,,
1491,E006602   ,1997KW02,,,,,,,,,0.0,,,,,,0.0,,,,,,,,
1492,E006602   ,1997KW03,9.0,9.0,,,,,,,9.0,9.0,,,,,9.0,9.0,,,,,,,
1493,E006602   ,1997KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1494,E006602   ,1997JJ00,25.0,25.0,,,,,,25.0,25.0,25.0,,,,,25.0,25.0,,,,,,,
1495,E006602   ,1998KW01,10.0,10.0,,,,,,,10.0,10.0,,,,,10.0,10.0,,,,,,,
1496,E006602   ,1998KW02,8.0,8.0,,,,,,,8.0,8.0,,,,,8.0,8.0,,,,,,,
1497,E006602   ,1998KW03,10.0,10.0,,,,,,,10.0,10.0,,,,,10.0,10.0,,,,,,,
1498,E006602   ,1998KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1499,E006602   ,1998JJ00,39.0,39.0,,,,,,39.0,39.0,39.0,,,,,39.0,39.0,,,,,,,
1500,E006602   ,1999KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1501,E006602   ,1999KW02,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1502,E006602   ,1999KW03,7.0,7.0,,,,,,,7.0,7.0,,,,,7.0,7.0,,,,,,,
1503,E006602   ,1999KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1504,E006602   ,1999JJ00,40.0,40.0,,,,,,40.0,40.0,40.0,,,,,40.0,40.0,,,,,,,
1505,E006602   ,2000KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1506,E006602   ,2000KW02,10.0,10.0,,,,,,,10.0,10.0,,,,,10.0,10.0,,,,,,,
1507,E006602   ,2000KW03,10.0,10.0,,,,,,,10.0,10.0,,,,,10.0,10.0,,,,,,,
1508,E006602   ,2000KW04,9.0,9.0,,,,,,,9.0,9.0,,,,,9.0,9.0,,,,,,,
1509,E006602   ,2000JJ00,41.0,41.0,,,,,,41.0,41.0,41.0,,,,,41.0,41.0,,,,,,,
1510,E006602   ,2001KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1511,E006602   ,2001KW02,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1512,E006602   ,2001KW03,9.0,9.0,,,,,,,9.0,9.0,,,,,9.0,9.0,,,,,,,
1513,E006602   ,2001KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1514,E006602   ,2001JJ00,41.0,41.0,,,,,,41.0,41.0,41.0,,,,,41.0,41.0,,,,,,,
1515,E006602   ,2002KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1516,E006602   ,2002KW02,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1517,E006602   ,2002KW03,9.0,9.0,,,,,,,9.0,9.0,,,,,9.0,9.0,,,,,,,
1518,E006602   ,2002KW04,10.0,10.0,,,,,,,10.0,10.0,,,,,10.0,10.0,,,,,,,
1519,E006602   ,2002JJ00,40.0,40.0,,,,,,40.0,40.0,40.0,,,,,40.0,40.0,,,,,,,
1520,E006602   ,2003KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1521,E006602   ,2003KW02,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1522,E006602   ,2003KW03,9.0,9.0,,,,,,,9.0,9.0,,,,,9.0,9.0,,,,,,,
1523,E006602   ,2003KW04,10.0,10.0,,,,,,,10.0,10.0,,,,,10.0,10.0,,,,,,,
1524,E006602   ,2003JJ00,41.0,41.0,,,,,,41.0,41.0,41.0,,,,,41.0,41.0,,,,,,,
1525,E006602   ,2004KW01,10.0,10.0,,,,,,,10.0,10.0,,,,,10.0,10.0,,,,,,,
1526,E006602   ,2004KW02,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1527,E006602   ,2004KW03,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1528,E006602   ,2004KW04,8.0,8.0,,,,,,,8.0,8.0,,,,,8.0,8.0,,,,,,,
1529,E006602   ,2004JJ00,39.0,39.0,,,,,,39.0,39.0,39.0,,,,,39.0,39.0,,,,,,,
1530,E006602   ,2005KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1531,E006602   ,2005KW02,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1532,E006602   ,2005KW03,9.0,9.0,,,,,,,9.0,9.0,,,,,9.0,9.0,,,,,,,
1533,E006602   ,2005KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1534,E006602   ,2005JJ00,41.0,41.0,,,,,,41.0,41.0,41.0,,,,,41.0,41.0,,,,,,,
1535,E006602   ,2006KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1536,E006602   ,2006KW02,9.0,9.0,,,,,,,9.0,9.0,,,,,9.0,9.0,,,,,,,
1537,E006602   ,2006KW03,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1538,E006602   ,2006KW04,5.0,5.0,,,,,,,5.0,5.0,,,,,5.0,5.0,,,,,,,
1539,E006602   ,2006JJ00,36.0,36.0,,,,,,36.0,36.0,36.0,,,,,36.0,36.0,,,,,,,
1540,E006602   ,2007KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1541,E006602   ,2007KW02,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1542,E006602   ,2007KW03,9.0,9.0,,,,,,,9.0,9.0,,,,,9.0,9.0,,,,,,,
1543,E006602   ,2007KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1544,E006602   ,2007JJ00,41.0,41.0,,,,,,41.0,41.0,41.0,,,,,41.0,41.0,,,,,,,
1545,E006602   ,2008KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1546,E006602   ,2008KW02,8.0,8.0,,,,,,,8.0,8.0,,,,,8.0,8.0,,,,,,,
1547,E006602   ,2008KW03,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1548,E006602   ,2008KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1549,E006602   ,2008JJ00,40.0,40.0,,,,,,40.0,40.0,40.0,,,,,40.0,40.0,,,,,,,
1550,E006602   ,2009KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1551,E006602   ,2009KW02,9.0,9.0,,,,,,,9.0,9.0,,,,,9.0,9.0,,,,,,,
1552,E006602   ,2009KW03,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1553,E006602   ,2009KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1554,E006602   ,2009JJ00,41.0,41.0,,,,,,41.0,41.0,41.0,,,,,41.0,41.0,,,,,,,
1555,E006602   ,2010KW01,10.0,10.0,,,,,,,10.0,10.0,,,,,10.0,10.0,,,,,,,
1556,E006602   ,2010KW02,7.0,7.0,,,,,,,7.0,7.0,,,,,7.0,7.0,,,,,,,
1557,E006602   ,2010KW03,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1558,E006602   ,2010KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1559,E006602   ,2010JJ00,38.0,38.0,,,,,,38.0,38.0,38.0,,,,,38.0,38.0,,,,,,,
1560,E006602   ,2011KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1561,E006602   ,2011KW02,8.0,8.0,,,,,,,8.0,8.0,,,,,8.0,8.0,,,,,,,
1562,E006602   ,2011KW03,10.0,10.0,,,,,,,10.0,10.0,,,,,10.0,10.0,,,,,,,
1563,E006602   ,2011KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1564,E006602   ,2011JJ00,40.0,40.0,,,,,,40.0,40.0,40.0,,,,,40.0,40.0,,,,,,,
1565,E006602   ,2012KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1566,E006602   ,2012KW02,6.0,6.0,,,,,,,6.0,6.0,,,,,6.0,6.0,,,,,,,
1567,E006602   ,2012KW03,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1568,E006602   ,2012KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1569,E006602   ,2012JJ00,39.0,39.0,,,,,,39.0,39.0,39.0,,,,,39.0,39.0,,,,,,,
1570,E006602   ,2013KW01,10.0,10.0,,,,,,10.0,10.0,10.0,,,,,10.0,10.0,,,,,,,
1571,E006602   ,2013KW02,6.0,6.0,,,,,,6.0,6.0,6.0,,,,,6.0,6.0,,,,,,,
1572,E006602   ,2013KW03,9.0,9.0,,,,,,9.0,9.0,9.0,,,,,9.0,9.0,,,,,,,
1573,E006602   ,2013KW04,4.0,4.0,,,,,,4.0,4.0,4.0,,,,,4.0,4.0,,,,,,,
1574,E006602   ,2013JJ00,28.0,28.0,,,,,,28.0,28.0,28.0,,,,,28.0,28.0,,,,,,,
1575,E006602   ,2014KW01,10.0,10.0,,,,,,10.0,10.0,10.0,,,,,10.0,10.0,,,,,,,
1576,E006602   ,2014KW02,8.0,8.0,,,,,,8.0,8.0,8.0,,,,,8.0,8.0,,,,,,,
1577,E006602   ,2014KW03,11.0,11.0,,,,,,11.0,11.0,11.0,,,,,11.0,11.0,,,,,,,
1578,E006602   ,2014KW04,11.0,11.0,,,,,,11.0,11.0,11.0,,,,,11.0,11.0,,,,,,,
1579,E006602   ,2014JJ00,39.0,39.0,,,,,,39.0,39.0,39.0,,,,,39.0,39.0,,,,,,,
1580,E006602   ,2015KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1581,E006602   ,2015KW02,7.0,7.0,,,,,,,7.0,7.0,,,,,7.0,7.0,,,,,,,
1582,E006602   ,2015KW03,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1583,E006602   ,2015KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1584,E006602   ,2015JJ00,39.0,39.0,,,,,,39.0,39.0,39.0,,,,,39.0,39.0,,,,,,,
1585,E006602   ,2016KW01,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1586,E006602   ,2016KW02,6.0,6.0,,,,,,,6.0,6.0,,,,,6.0,6.0,,,,,,,
1587,E006602   ,2016KW03,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1588,E006602   ,2016KW04,11.0,11.0,,,,,,,11.0,11.0,,,,,11.0,11.0,,,,,,,
1589,E006602   ,2016JJ00,38.0,38.0,,,,,,38.0,38.0,38.0,,,,,38.0,38.0,,,,,,,
1590,E006611   ,1946JJ00,,,,,,,,,,,,,,,,,,,,,,,
1591,E006611   ,1947JJ00,,,,,,,,,,,,,,,,,,,,,,,
1592,E006611   ,1948JJ00,,,,,,,,,,,,,,,,,,,,,,,
1593,E006611   ,1949JJ00,,,,,,,,,,,,,,,,,,,,,,,
1594,E006611   ,1950JJ00,,,,,,,,,,,,,,,,,,,,,,,
1595,E006611   ,1951JJ00,,,,,,,,,,,,,,,,,,,,,,,
1596,E006611   ,1952JJ00,,,,,,,,,,,,,,,,,,,,,,,
1597,E006611   ,1953JJ00,,,,,,,,,,,,,,,,,,,,,,,
1598,E006611   ,1954JJ00,,,,,,,,,,,,,,,,,,,,,,,
1599,E006611   ,1955JJ00,,,,,,,,,,,,,,,,,,,,,,,
1600,E006611   ,1956JJ00,,,,,,,,,,,,,,,,,,,,,,,
1601,E006611   ,1957JJ00,,,,,,,,,,,,,,,,,,,,,,,
1602,E006611   ,1958JJ00,,,,,,,,,,,,,,,,,,,,,,,
1603,E006611   ,1959JJ00,,,,,,,,,,,,,,,,,,,,,,,
1604,E006611   ,1960JJ00,,,,,,,,,,,,,,,,,,,,,,,
1605,E006611   ,1961JJ00,,,,,,,,,,,,,,,,,,,,,,,
1606,E006611   ,1962JJ00,,,,,,,,,,,,,,,,,,,,,,,
1607,E006611   ,1963JJ00,,,,,,,,,,,,,,,,,,,,,,,
1608,E006611   ,1964JJ00,,,,,,,,,,,,,,,,,,,,,,,
1609,E006611   ,1965JJ00,,,,,,,,,,,,,,,,,,,,,,,
1610,E006611   ,1966JJ00,,,,,,,,,,,,,,,,,,,,,,,
1611,E006611   ,1967JJ00,,,,,,,,,,,,,,,,,,,,,,,
1612,E006611   ,1968JJ00,,,,,,,,,,,,,,,,,,,,,,,
1613,E006611   ,1969JJ00,,,,,,,,,,,,,,,,,,,,,,,
1614,E006611   ,1970JJ00,,,,,,,,,,,,,,,,,,,,,,,
1615,E006611   ,1971JJ00,,,,,,,,,,,,,,,,,,,,,,,
1616,E006611   ,1972JJ00,,,,,,,,,,,,,,,,,,,,,,,
1617,E006611   ,1973JJ00,,,,,,,,,,,,,,,,,,,,,,,
1618,E006611   ,1974JJ00,,,,,,,,,,,,,,,,,,,,,,,
1619,E006611   ,1975JJ00,,,,,,,,,,,,,,,,,,,,,,,
1620,E006611   ,1976JJ00,,,,,,,,,,,,,,,,,,,,,,,
1621,E006611   ,1977JJ00,,,,,,,,,,,,,,,,,,,,,,,
1622,E006611   ,1978JJ00,,,,,,,,,,,,,,,,,,,,,,,
1623,E006611   ,1979JJ00,,,,,,,,,,,,,,,,,,,,,,,
1624,E006611   ,1980JJ00,,,,,,,,,,,,,,,,,,,,,,,
1625,E006611   ,1981JJ00,,,,,,,,,,,,,,,,,,,,,,,
1626,E006611   ,1982JJ00,,,,,,,,,,,,,,,,,,,,,,,
1627,E006611   ,1983JJ00,,,,,,,,,,,,,,,,,,,,,,,
1628,E006611   ,1984JJ00,,,,,,,,,,,,,,,,,,,,,,,
1629,E006611   ,1985JJ00,,,,,,,,,,,,,,,,,,,,,,,
1630,E006611   ,1986JJ00,,,,,,,,,,,,,,,,,,,,,,,
1631,E006611   ,1987JJ00,,,,,,,,,,,,,,,,,,,,,,,
1632,E006611   ,1988JJ00,,,,,,,,,,,,,,,,,,,,,,,
1633,E006611   ,1989JJ00,,,,,,,,,,,,,,,,,,,,,,,
1634,E006611   ,1990JJ00,15.0,15.0,,,,,,15.0,11.0,11.0,,,,,11.0,11.0,,,,3.0,3.0,,0.0
1635,E006611   ,1991JJ00,14.0,14.0,,,,,,14.0,11.0,11.0,,,,,11.0,11.0,,,,3.0,3.0,,
1636,E006611   ,1992JJ00,18.0,18.0,,,,,,18.0,14.0,14.0,0.0,,,,14.0,14.0,0.0,,,4.0,4.0,,
1637,E006611   ,1993JJ00,19.0,19.0,,,,,,19.0,17.0,16.0,1.0,,,,17.0,16.0,1.0,,,2.0,2.0,,
1638,E006611   ,1994JJ00,19.0,19.0,,,,,,19.0,17.0,15.0,3.0,,,,17.0,15.0,3.0,,,1.0,1.0,,
1639,E006611   ,1995KW01,6.0,6.0,,,,,,,5.0,4.0,1.0,,,,5.0,4.0,1.0,,,,,,
1640,E006611   ,1995KW02,6.0,6.0,,,,,,,5.0,4.0,1.0,,,,5.0,4.0,1.0,,,,,,
1641,E006611   ,1995KW03,5.0,5.0,,,,,,,5.0,4.0,1.0,,,,5.0,4.0,1.0,,,,,,
1642,E006611   ,1995KW04,6.0,6.0,,,,,,,5.0,4.0,1.0,,,,5.0,4.0,1.0,,,,,,
1643,E006611   ,1995JJ00,23.0,23.0,,,,,,23.0,19.0,16.0,4.0,,,,19.0,16.0,4.0,,,4.0,4.0,,
1644,E006611   ,1996KW01,6.0,6.0,,,,,,,5.0,4.0,1.0,,,,5.0,4.0,1.0,,,,,,
1645,E006611   ,1996KW02,6.0,6.0,,,,,,,6.0,5.0,1.0,,,,6.0,5.0,1.0,,,,,,
1646,E006611   ,1996KW03,7.0,7.0,,,,,,,6.0,5.0,1.0,,,,6.0,5.0,1.0,,,,,,
1647,E006611   ,1996KW04,7.0,7.0,,,,,,,6.0,6.0,1.0,,,,6.0,6.0,1.0,,,,,,
1648,E006611   ,1996JJ00,27.0,27.0,,,,,,27.0,23.0,20.0,3.0,,,,23.0,20.0,3.0,,,4.0,4.0,,
1649,E006611   ,1997KW01,7.0,7.0,,,,,,,6.0,5.0,1.0,,,,6.0,5.0,1.0,,,,,,
1650,E006611   ,1997KW02,8.0,8.0,,,,,,,7.0,5.0,2.0,,,,7.0,5.0,2.0,,,,,,
1651,E006611   ,1997KW03,8.0,8.0,,,,,,,7.0,5.0,2.0,,,,7.0,5.0,2.0,,,,,,
1652,E006611   ,1997KW04,8.0,8.0,,,,,,,7.0,6.0,2.0,,,,7.0,6.0,2.0,,,,,,
1653,E006611   ,1997JJ00,31.0,31.0,,,,,,31.0,27.0,21.0,6.0,,,,27.0,21.0,6.0,,,4.0,4.0,,
1654,E006611   ,1998KW01,8.0,8.0,,,,,,,7.0,6.0,1.0,,,,7.0,6.0,1.0,,,,,,
1655,E006611   ,1998KW02,8.0,8.0,,,,,,,7.0,6.0,1.0,,,,7.0,6.0,1.0,,,,,,
1656,E006611   ,1998KW03,8.0,8.0,,,,,,,7.0,5.0,1.0,,,,7.0,5.0,1.0,,,,,,
1657,E006611   ,1998KW04,8.0,8.0,,,,,,,7.0,6.0,1.0,,,,7.0,6.0,1.0,,,,,,
1658,E006611   ,1998JJ00,32.0,32.0,,,,,,32.0,28.0,23.0,5.0,,,,28.0,23.0,5.0,,,4.0,4.0,,
1659,E006611   ,1999KW01,8.0,8.0,,,,,,,7.0,6.0,2.0,,,,7.0,6.0,2.0,,,,,,
1660,E006611   ,1999KW02,8.0,8.0,,,,,,,7.0,6.0,1.0,,,,7.0,6.0,1.0,,,,,,
1661,E006611   ,1999KW03,8.0,8.0,,,,,,,7.0,6.0,2.0,,,,7.0,6.0,2.0,,,,,,
1662,E006611   ,1999KW04,8.0,8.0,,,,,,,7.0,5.0,2.0,,,,7.0,5.0,2.0,,,,,,
