ID,Warmtepompen,Sector,Perioden,InGebruikGenomenWarmtepompen_1,UitGebruikGenomenWarmtepompen_2,OpgesteldeWarmtepompenEindeVanJaar_3,InGebruikGenomenThermischVermogen_4,UitGebruikGenomenThermischVermogen_5,OpgesteldThermischVermogenEindeJaar_6,BrutoWarmteproductieWarmtepompen_7,VerbruikVanElektriciteitEnAardgas_8,OnttrekkingWarmteUitBodemOfLucht_9,VermedenVerbruikVanFossieleEnergie_10,VermedenEmissieKooldioxideCO2_11
388,A043948 ,E007037 ,2018JJ00,60589.0,2965.0,244671.0,324.0,4.0,1199.0,3271.0,1299.0,1972.0,673.0,0.0
389,A043948 ,E007037 ,2019JJ00,108969.0,2412.0,351228.0,594.0,4.0,1789.0,4817.0,1898.0,2919.0,1119.0,35.0
390,A043948 ,E007037 ,2020JJ00,317850.0,1848.0,667230.0,1437.0,3.0,3224.0,7285.0,2847.0,4438.0,1828.0,101.0
391,A043948 ,E007037 ,2021JJ00,301150.0,2048.0,966332.0,1420.0,3.0,4640.0,9936.0,3867.0,6069.0,2494.0,138.0
392,A043948 ,E007040 ,1994JJ00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,A043948 ,E007040 ,1995JJ00,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,A043948 ,E007040 ,1996JJ00,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,A043948 ,E007040 ,1997JJ00,22.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,A043948 ,E007040 ,1998JJ00,73.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
397,A043948 ,E007040 ,1999JJ00,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
398,A043948 ,E007040 ,2000JJ00,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
399,A043948 ,E007040 ,2001JJ00,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
400,A043948 ,E007040 ,2002JJ00,2.0,0.0,102.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
401,A043948 ,E007040 ,2003JJ00,13.0,0.0,115.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
402,A043948 ,E007040 ,2004JJ00,10.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
403,A043948 ,E007040 ,2005JJ00,0.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
404,A043948 ,E007040 ,2006JJ00,0.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
405,A043948 ,E007040 ,2007JJ00,40.0,0.0,164.0,2.0,0.0,3.0,15.0,6.0,9.0,2.0,0.0
406,A043948 ,E007040 ,2008JJ00,184.0,0.0,348.0,17.0,0.0,19.0,113.0,50.0,63.0,13.0,0.0
407,A043948 ,E007040 ,2009JJ00,7911.0,0.0,8259.0,193.0,0.0,212.0,314.0,130.0,184.0,40.0,-1.0
408,A043948 ,E007040 ,2010JJ00,8916.0,1.0,17174.0,219.0,0.0,431.0,565.0,231.0,333.0,83.0,-1.0
409,A043948 ,E007040 ,2011JJ00,24754.0,3.0,41925.0,238.0,0.0,669.0,802.0,327.0,475.0,136.0,0.0
410,A043948 ,E007040 ,2012JJ00,22639.0,22.0,64542.0,213.0,0.0,882.0,1092.0,446.0,646.0,152.0,-5.0
411,A043948 ,E007040 ,2013JJ00,23169.0,73.0,87638.0,206.0,0.0,1088.0,1395.0,567.0,828.0,208.0,-9.0
412,A043948 ,E007040 ,2014JJ00,26715.0,0.0,114353.0,245.0,0.0,1333.0,1820.0,735.0,1085.0,236.0,-14.0
413,A043948 ,E007040 ,2015JJ00,27898.0,0.0,142251.0,250.0,0.0,1583.0,2315.0,935.0,1380.0,296.0,-27.0
414,A043948 ,E007040 ,2016JJ00,35845.0,0.0,178096.0,302.0,0.0,1885.0,2922.0,1180.0,1742.0,458.0,-20.0
415,A043948 ,E007040 ,2017JJ00,41225.0,2.0,219319.0,351.0,0.0,2235.0,3646.0,1462.0,2183.0,698.0,-10.0
416,A043948 ,E007040 ,2018JJ00,45684.0,13.0,264990.0,376.0,0.0,2611.0,4491.0,1795.0,2696.0,925.0,1.0
417,A043948 ,E007040 ,2019JJ00,45286.0,10.0,310266.0,393.0,0.0,3004.0,5389.0,2141.0,3249.0,1251.0,39.0
418,A043948 ,E007040 ,2020JJ00,42551.0,0.0,352817.0,450.0,0.0,3454.0,6478.0,2559.0,3919.0,1624.0,90.0
419,A043948 ,E007040 ,2021JJ00,45200.0,0.0,398017.0,460.0,0.0,3915.0,7605.0,2993.0,4612.0,1907.0,106.0
420,A043949 ,E007041 ,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,A043949 ,E007041 ,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,A043949 ,E007041 ,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,A043949 ,E007041 ,1997JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,A043949 ,E007041 ,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,A043949 ,E007041 ,1999JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,A043949 ,E007041 ,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,A043949 ,E007041 ,2001JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,A043949 ,E007041 ,2002JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,A043949 ,E007041 ,2003JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,A043949 ,E007041 ,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,A043949 ,E007041 ,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,A043949 ,E007041 ,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,A043949 ,E007041 ,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,A043949 ,E007041 ,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,A043949 ,E007041 ,2009JJ00,7975.0,0.0,7975.0,184.0,0.0,184.0,132.0,51.0,81.0,16.0,-1.0
436,A043949 ,E007041 ,2010JJ00,9672.0,0.0,17647.0,218.0,0.0,402.0,328.0,127.0,201.0,47.0,-1.0
437,A043949 ,E007041 ,2011JJ00,35039.0,0.0,52686.0,275.0,0.0,677.0,513.0,198.0,315.0,85.0,0.0
438,A043949 ,E007041 ,2012JJ00,33735.0,0.0,86421.0,242.0,0.0,919.0,717.0,277.0,440.0,97.0,-4.0
439,A043949 ,E007041 ,2013JJ00,32853.0,0.0,119274.0,235.0,0.0,1154.0,953.0,368.0,585.0,139.0,-7.0
440,A043949 ,E007041 ,2014JJ00,39529.0,0.0,158803.0,287.0,0.0,1441.0,1286.0,496.0,790.0,162.0,-11.0
441,A043949 ,E007041 ,2015JJ00,43541.0,0.0,202344.0,294.0,0.0,1735.0,1643.0,633.0,1010.0,203.0,-21.0
442,A043949 ,E007041 ,2016JJ00,58618.0,0.0,260962.0,373.0,0.0,2108.0,2078.0,800.0,1278.0,320.0,-16.0
443,A043949 ,E007041 ,2017JJ00,70876.0,0.0,331838.0,449.0,0.0,2557.0,2609.0,1004.0,1604.0,496.0,-9.0
444,A043949 ,E007041 ,2018JJ00,76938.0,0.0,408776.0,472.0,0.0,3029.0,3150.0,1213.0,1937.0,647.0,-1.0
445,A043949 ,E007041 ,2019JJ00,120761.0,0.0,529537.0,698.0,0.0,3727.0,3912.0,1506.0,2406.0,910.0,28.0
446,A043949 ,E007041 ,2020JJ00,317089.0,0.0,846626.0,1547.0,0.0,5273.0,5472.0,2105.0,3366.0,1375.0,76.0
447,A043949 ,E007041 ,2021JJ00,296584.0,0.0,1143210.0,1493.0,0.0,6767.0,6982.0,2686.0,4296.0,1755.0,97.0
448,A043949 ,E007037 ,1994JJ00,,,,,,,,,,,
449,A043949 ,E007037 ,1995JJ00,,,,,,,,,,,
450,A043949 ,E007037 ,1996JJ00,,,,,,,,,,,
451,A043949 ,E007037 ,1997JJ00,,,,,,,,,,,
452,A043949 ,E007037 ,1998JJ00,,,,,,,,,,,
453,A043949 ,E007037 ,1999JJ00,,,,,,,,,,,
454,A043949 ,E007037 ,2000JJ00,,,,,,,,,,,
455,A043949 ,E007037 ,2001JJ00,,,,,,,,,,,
456,A043949 ,E007037 ,2002JJ00,,,,,,,,,,,
457,A043949 ,E007037 ,2003JJ00,,,,,,,,,,,
458,A043949 ,E007037 ,2004JJ00,,,,,,,,,,,
459,A043949 ,E007037 ,2005JJ00,,,,,,,,,,,
460,A043949 ,E007037 ,2006JJ00,,,,,,,,,,,
461,A043949 ,E007037 ,2007JJ00,,,,,,,,,,,
462,A043949 ,E007037 ,2008JJ00,,,,,,,,,,,
463,A043949 ,E007037 ,2009JJ00,230.0,,230.0,3.0,,3.0,2.0,1.0,1.0,0.0,0.0
464,A043949 ,E007037 ,2010JJ00,931.0,0.0,1161.0,10.0,0.0,13.0,10.0,4.0,6.0,1.0,0.0
465,A043949 ,E007037 ,2011JJ00,10657.0,0.0,11818.0,49.0,0.0,62.0,30.0,12.0,19.0,5.0,0.0
466,A043949 ,E007037 ,2012JJ00,11514.0,0.0,23332.0,48.0,0.0,110.0,57.0,22.0,35.0,8.0,0.0
467,A043949 ,E007037 ,2013JJ00,10039.0,0.0,33371.0,46.0,0.0,156.0,92.0,35.0,57.0,13.0,-1.0
468,A043949 ,E007037 ,2014JJ00,13338.0,0.0,46709.0,68.0,0.0,224.0,155.0,59.0,95.0,19.0,-1.0
469,A043949 ,E007037 ,2015JJ00,16265.0,0.0,62974.0,80.0,0.0,304.0,227.0,88.0,140.0,28.0,-3.0
470,A043949 ,E007037 ,2016JJ00,24256.0,0.0,87230.0,118.0,0.0,423.0,336.0,129.0,206.0,52.0,-3.0
471,A043949 ,E007037 ,2017JJ00,31838.0,0.0,119068.0,155.0,0.0,578.0,477.0,184.0,294.0,91.0,-2.0
472,A043949 ,E007037 ,2018JJ00,34947.0,0.0,154015.0,175.0,0.0,753.0,637.0,245.0,392.0,131.0,0.0
473,A043949 ,E007037 ,2019JJ00,77010.0,0.0,231025.0,390.0,0.0,1143.0,1005.0,386.0,618.0,234.0,7.0
474,A043949 ,E007037 ,2020JJ00,276224.0,0.0,507249.0,1204.0,0.0,2347.0,2109.0,811.0,1298.0,530.0,29.0
475,A043949 ,E007037 ,2021JJ00,253185.0,0.0,760434.0,1148.0,0.0,3495.0,3175.0,1221.0,1954.0,798.0,44.0
476,A043949 ,E007040 ,1994JJ00,,,,,,,,,,,
477,A043949 ,E007040 ,1995JJ00,,,,,,,,,,,
478,A043949 ,E007040 ,1996JJ00,,,,,,,,,,,
479,A043949 ,E007040 ,1997JJ00,,,,,,,,,,,
480,A043949 ,E007040 ,1998JJ00,,,,,,,,,,,
481,A043949 ,E007040 ,1999JJ00,,,,,,,,,,,
482,A043949 ,E007040 ,2000JJ00,,,,,,,,,,,
483,A043949 ,E007040 ,2001JJ00,,,,,,,,,,,
484,A043949 ,E007040 ,2002JJ00,,,,,,,,,,,
485,A043949 ,E007040 ,2003JJ00,,,,,,,,,,,
486,A043949 ,E007040 ,2004JJ00,,,,,,,,,,,
487,A043949 ,E007040 ,2005JJ00,,,,,,,,,,,
488,A043949 ,E007040 ,2006JJ00,,,,,,,,,,,
489,A043949 ,E007040 ,2007JJ00,,,,,,,,,,,
490,A043949 ,E007040 ,2008JJ00,,,,,,,,,,,
491,A043949 ,E007040 ,2009JJ00,7745.0,0.0,7745.0,181.0,0.0,181.0,130.0,51.0,80.0,16.0,-1.0
492,A043949 ,E007040 ,2010JJ00,8741.0,0.0,16486.0,208.0,0.0,389.0,318.0,123.0,195.0,46.0,-1.0
493,A043949 ,E007040 ,2011JJ00,24382.0,0.0,40868.0,226.0,0.0,615.0,483.0,187.0,296.0,80.0,0.0
494,A043949 ,E007040 ,2012JJ00,22221.0,0.0,63089.0,194.0,0.0,809.0,659.0,255.0,405.0,89.0,-4.0
495,A043949 ,E007040 ,2013JJ00,22814.0,0.0,85903.0,188.0,0.0,997.0,861.0,332.0,529.0,125.0,-6.0
496,A043949 ,E007040 ,2014JJ00,26191.0,0.0,112094.0,219.0,0.0,1216.0,1132.0,436.0,695.0,143.0,-10.0
497,A043949 ,E007040 ,2015JJ00,27276.0,0.0,139370.0,214.0,0.0,1431.0,1415.0,545.0,870.0,175.0,-18.0
498,A043949 ,E007040 ,2016JJ00,34362.0,0.0,173732.0,254.0,0.0,1685.0,1742.0,671.0,1071.0,268.0,-13.0
499,A043949 ,E007040 ,2017JJ00,39038.0,0.0,212770.0,294.0,0.0,1979.0,2131.0,821.0,1311.0,406.0,-7.0
500,A043949 ,E007040 ,2018JJ00,41991.0,0.0,254761.0,297.0,0.0,2276.0,2513.0,967.0,1545.0,516.0,-1.0
501,A043949 ,E007040 ,2019JJ00,43751.0,0.0,298512.0,308.0,0.0,2584.0,2907.0,1119.0,1788.0,676.0,21.0
502,A043949 ,E007040 ,2020JJ00,40865.0,0.0,339377.0,343.0,0.0,2926.0,3362.0,1294.0,2068.0,845.0,47.0
503,A043949 ,E007040 ,2021JJ00,43399.0,0.0,382776.0,345.0,0.0,3271.0,3807.0,1465.0,2342.0,957.0,53.0
504,A043950 ,E007041 ,1994JJ00,0.0,0.0,1653.0,0.0,0.0,2.0,12.0,4.0,7.0,0.0,0.0
505,A043950 ,E007041 ,1995JJ00,26.0,0.0,1679.0,0.0,0.0,2.0,12.0,5.0,7.0,0.0,0.0
506,A043950 ,E007041 ,1996JJ00,46.0,0.0,1725.0,0.0,0.0,2.0,12.0,5.0,8.0,1.0,0.0
507,A043950 ,E007041 ,1997JJ00,827.0,0.0,2552.0,1.0,0.0,3.0,19.0,7.0,12.0,2.0,0.0
508,A043950 ,E007041 ,1998JJ00,1242.0,0.0,3794.0,2.0,0.0,5.0,30.0,12.0,19.0,3.0,0.0
509,A043950 ,E007041 ,1999JJ00,474.0,0.0,4268.0,1.0,0.0,6.0,34.0,13.0,21.0,3.0,0.0
510,A043950 ,E007041 ,2000JJ00,273.0,0.0,4541.0,0.0,0.0,6.0,37.0,14.0,23.0,3.0,0.0
511,A043950 ,E007041 ,2001JJ00,949.0,0.0,5490.0,1.0,0.0,8.0,45.0,17.0,28.0,3.0,0.0
512,A043950 ,E007041 ,2002JJ00,3003.0,0.0,8493.0,4.0,0.0,12.0,71.0,27.0,44.0,5.0,-1.0
513,A043950 ,E007041 ,2003JJ00,2978.0,0.0,11471.0,4.0,0.0,16.0,96.0,37.0,59.0,7.0,-1.0
514,A043950 ,E007041 ,2004JJ00,2422.0,0.0,13893.0,4.0,0.0,20.0,117.0,45.0,72.0,10.0,-1.0
515,A043950 ,E007041 ,2005JJ00,1848.0,331.0,15410.0,3.0,0.0,22.0,131.0,50.0,81.0,12.0,-1.0
516,A043950 ,E007041 ,2006JJ00,2048.0,331.0,17128.0,3.0,0.0,25.0,146.0,56.0,90.0,16.0,-1.0
517,A043950 ,E007041 ,2007JJ00,1695.0,331.0,18492.0,5.0,0.0,29.0,172.0,66.0,106.0,20.0,-1.0
518,A043950 ,E007041 ,2008JJ00,3255.0,331.0,21417.0,27.0,0.0,56.0,328.0,133.0,195.0,36.0,-2.0
519,A043950 ,E007041 ,2009JJ00,3440.0,331.0,24526.0,21.0,0.0,77.0,453.0,183.0,270.0,57.0,-2.0
520,A043950 ,E007041 ,2010JJ00,2604.0,26.0,27104.0,21.0,0.0,97.0,574.0,240.0,335.0,86.0,0.0
521,A043950 ,E007041 ,2011JJ00,3474.0,46.0,30532.0,30.0,0.0,127.0,750.0,328.0,422.0,129.0,1.0
522,A043950 ,E007041 ,2012JJ00,3224.0,827.0,32929.0,32.0,1.0,158.0,932.0,411.0,521.0,135.0,-3.0
523,A043950 ,E007041 ,2013JJ00,4633.0,1242.0,36320.0,39.0,2.0,195.0,1148.0,504.0,644.0,177.0,-6.0
524,A043950 ,E007041 ,2014JJ00,4499.0,474.0,40345.0,46.0,1.0,240.0,1417.0,615.0,802.0,193.0,-9.0
525,A043950 ,E007041 ,2015JJ00,5635.0,273.0,45707.0,60.0,0.0,300.0,1769.0,760.0,1009.0,236.0,-18.0
526,A043950 ,E007041 ,2016JJ00,11179.0,949.0,55937.0,101.0,1.0,399.0,2358.0,1000.0,1358.0,377.0,-14.0
527,A043950 ,E007041 ,2017JJ00,21594.0,3003.0,74528.0,162.0,4.0,557.0,3290.0,1365.0,1925.0,632.0,-8.0
528,A043950 ,E007041 ,2018JJ00,29335.0,2978.0,100885.0,228.0,4.0,781.0,4612.0,1881.0,2731.0,951.0,2.0
529,A043950 ,E007041 ,2019JJ00,33494.0,2422.0,131957.0,289.0,4.0,1066.0,6295.0,2533.0,3762.0,1461.0,46.0
530,A043950 ,E007041 ,2020JJ00,43312.0,1848.0,173421.0,341.0,3.0,1404.0,8292.0,3301.0,4991.0,2076.0,115.0
531,A043950 ,E007041 ,2021JJ00,49766.0,2048.0,221139.0,387.0,3.0,1788.0,10558.0,4173.0,6385.0,2646.0,147.0
532,A043950 ,E007037 ,1994JJ00,,,1652.0,,,2.0,12.0,4.0,7.0,0.0,0.0
533,A043950 ,E007037 ,1995JJ00,25.0,0.0,1677.0,0.0,0.0,2.0,12.0,5.0,7.0,0.0,0.0
534,A043950 ,E007037 ,1996JJ00,43.0,0.0,1720.0,0.0,0.0,2.0,12.0,5.0,8.0,1.0,0.0
535,A043950 ,E007037 ,1997JJ00,805.0,0.0,2525.0,1.0,0.0,3.0,19.0,7.0,11.0,2.0,0.0
536,A043950 ,E007037 ,1998JJ00,1169.0,0.0,3694.0,2.0,0.0,5.0,29.0,11.0,18.0,3.0,0.0
537,A043950 ,E007037 ,1999JJ00,474.0,0.0,4168.0,1.0,0.0,6.0,33.0,13.0,20.0,3.0,0.0
538,A043950 ,E007037 ,2000JJ00,273.0,0.0,4441.0,0.0,0.0,6.0,35.0,14.0,22.0,3.0,0.0
539,A043950 ,E007037 ,2001JJ00,949.0,0.0,5390.0,1.0,0.0,7.0,44.0,17.0,27.0,3.0,0.0
540,A043950 ,E007037 ,2002JJ00,3001.0,0.0,8391.0,4.0,0.0,12.0,70.0,27.0,43.0,5.0,-1.0
541,A043950 ,E007037 ,2003JJ00,2965.0,0.0,11356.0,4.0,0.0,16.0,95.0,37.0,58.0,7.0,-1.0
542,A043950 ,E007037 ,2004JJ00,2412.0,0.0,13768.0,4.0,0.0,20.0,116.0,45.0,71.0,10.0,-1.0
543,A043950 ,E007037 ,2005JJ00,1848.0,330.0,15286.0,3.0,0.0,22.0,130.0,50.0,80.0,11.0,-1.0
544,A043950 ,E007037 ,2006JJ00,2048.0,330.0,17003.0,3.0,0.0,24.0,145.0,56.0,89.0,16.0,-1.0
545,A043950 ,E007037 ,2007JJ00,1655.0,330.0,18328.0,2.0,0.0,27.0,157.0,60.0,97.0,18.0,-1.0
546,A043950 ,E007037 ,2008JJ00,3071.0,330.0,21068.0,10.0,0.0,36.0,215.0,83.0,132.0,22.0,-1.0
547,A043950 ,E007037 ,2009JJ00,3274.0,330.0,24012.0,9.0,0.0,46.0,269.0,103.0,165.0,33.0,-1.0
548,A043950 ,E007037 ,2010JJ00,2429.0,25.0,26416.0,10.0,0.0,55.0,327.0,131.0,196.0,48.0,0.0
549,A043950 ,E007037 ,2011JJ00,3102.0,43.0,29475.0,18.0,0.0,73.0,430.0,188.0,243.0,74.0,1.0
550,A043950 ,E007037 ,2012JJ00,2806.0,805.0,31476.0,13.0,1.0,85.0,499.0,220.0,280.0,72.0,-2.0
551,A043950 ,E007037 ,2013JJ00,4278.0,1169.0,34585.0,21.0,2.0,104.0,615.0,269.0,345.0,95.0,-3.0
552,A043950 ,E007037 ,2014JJ00,3975.0,474.0,38086.0,20.0,1.0,123.0,729.0,316.0,413.0,99.0,-5.0
553,A043950 ,E007037 ,2015JJ00,5013.0,273.0,42826.0,24.0,0.0,147.0,869.0,370.0,499.0,115.0,-9.0
554,A043950 ,E007037 ,2016JJ00,9696.0,949.0,51573.0,54.0,1.0,200.0,1179.0,491.0,687.0,187.0,-7.0
555,A043950 ,E007037 ,2017JJ00,19407.0,3001.0,67979.0,106.0,4.0,301.0,1776.0,724.0,1052.0,340.0,-5.0
556,A043950 ,E007037 ,2018JJ00,25642.0,2965.0,90656.0,150.0,4.0,446.0,2634.0,1054.0,1580.0,542.0,0.0
557,A043950 ,E007037 ,2019JJ00,31959.0,2412.0,120203.0,203.0,4.0,646.0,3813.0,1512.0,2301.0,885.0,28.0
558,A043950 ,E007037 ,2020JJ00,41626.0,1848.0,159981.0,234.0,3.0,877.0,5176.0,2036.0,3140.0,1298.0,72.0
559,A043950 ,E007037 ,2021JJ00,47965.0,2048.0,205898.0,271.0,3.0,1145.0,6761.0,2646.0,4115.0,1696.0,94.0
560,A043950 ,E007040 ,1994JJ00,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0
561,A043950 ,E007040 ,1995JJ00,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,A043950 ,E007040 ,1996JJ00,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,A043950 ,E007040 ,1997JJ00,22.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,A043950 ,E007040 ,1998JJ00,73.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
565,A043950 ,E007040 ,1999JJ00,,0.0,100.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0
566,A043950 ,E007040 ,2000JJ00,,0.0,100.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0
567,A043950 ,E007040 ,2001JJ00,,0.0,100.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0
568,A043950 ,E007040 ,2002JJ00,2.0,0.0,102.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
569,A043950 ,E007040 ,2003JJ00,13.0,0.0,115.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
570,A043950 ,E007040 ,2004JJ00,10.0,0.0,125.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
571,A043950 ,E007040 ,2005JJ00,,0.0,125.0,,0.0,0.0,2.0,1.0,1.0,0.0,0.0
572,A043950 ,E007040 ,2006JJ00,,0.0,125.0,,0.0,0.0,2.0,1.0,1.0,0.0,0.0
573,A043950 ,E007040 ,2007JJ00,40.0,0.0,164.0,2.0,0.0,3.0,15.0,6.0,9.0,2.0,0.0
574,A043950 ,E007040 ,2008JJ00,184.0,0.0,348.0,17.0,0.0,19.0,113.0,50.0,63.0,13.0,0.0
575,A043950 ,E007040 ,2009JJ00,166.0,0.0,514.0,12.0,0.0,31.0,184.0,79.0,104.0,24.0,0.0
576,A043950 ,E007040 ,2010JJ00,175.0,1.0,688.0,11.0,0.0,42.0,247.0,108.0,139.0,38.0,0.0
577,A043950 ,E007040 ,2011JJ00,372.0,3.0,1057.0,12.0,0.0,54.0,319.0,140.0,179.0,55.0,0.0
578,A043950 ,E007040 ,2012JJ00,418.0,22.0,1453.0,19.0,0.0,73.0,432.0,191.0,241.0,63.0,-1.0
579,A043950 ,E007040 ,2013JJ00,355.0,73.0,1735.0,17.0,0.0,90.0,534.0,235.0,299.0,83.0,-3.0
580,A043950 ,E007040 ,2014JJ00,524.0,0.0,2259.0,26.0,0.0,117.0,688.0,299.0,389.0,94.0,-4.0
581,A043950 ,E007040 ,2015JJ00,622.0,0.0,2881.0,36.0,0.0,152.0,900.0,389.0,510.0,120.0,-9.0
582,A043950 ,E007040 ,2016JJ00,1483.0,0.0,4364.0,47.0,0.0,200.0,1179.0,509.0,671.0,190.0,-6.0
583,A043950 ,E007040 ,2017JJ00,2187.0,2.0,6549.0,57.0,0.0,256.0,1514.0,642.0,873.0,292.0,-3.0
584,A043950 ,E007040 ,2018JJ00,3693.0,13.0,10229.0,79.0,0.0,335.0,1978.0,827.0,1150.0,408.0,1.0
585,A043950 ,E007040 ,2019JJ00,1535.0,10.0,11754.0,85.0,0.0,420.0,2482.0,1021.0,1461.0,575.0,18.0
586,A043950 ,E007040 ,2020JJ00,1686.0,0.0,13440.0,107.0,0.0,528.0,3116.0,1265.0,1851.0,778.0,43.0
587,A043950 ,E007040 ,2021JJ00,1801.0,0.0,15241.0,115.0,0.0,643.0,3798.0,1528.0,2270.0,950.0,53.0
