ID,Prijscomponenten,Belastingen,Perioden,MinderDan569M3_1,k_569Tot5687M3_2,k_5687M3EnMeer_3,MinderDan28433M3_4,k_28433Tot284333M3_5,k_284333Tot2843332M3_6,k_2843332Tot28433324M3_7,k_28433324M3EnMeer_8,MinderDan1MWh_9,k_1Tot25MWh_10,k_25Tot5MWh_11,k_5Tot15MWh_12,k_15MWhEnMeer_13,MinderDan20MWh_14,k_20Tot500MWh_15,k_500Tot2000MWh_16,k_2000Tot20000MWh_17,k_20000Tot70000MWh_18,k_70000Tot150000MWh_19,k_150000MWhEnMeer_20
157,A047657,A047659,2012HJ02,0.834,0.707,0.669,0.662,0.571,0.389,0.339,0.315,-0.442,0.01,0.116,0.169,0.127,0.146,0.095,0.089,0.083,0.07,0.068,0.066
158,A047657,A047659,2012JJ00,0.774,0.669,0.646,0.639,0.566,0.407,0.336,0.311,-0.423,0.014,0.118,0.17,0.153,0.148,0.116,0.089,0.082,0.071,0.068,0.063
159,A047657,A047659,2013HJ01,0.782,0.697,0.711,0.668,0.618,0.479,0.363,0.333,-0.424,0.015,0.119,0.172,0.178,0.154,0.145,0.089,0.084,0.074,0.07,0.068
160,A047657,A047659,2013HJ02,0.862,0.7,0.689,0.667,0.636,0.397,0.345,0.329,-0.447,0.009,0.117,0.171,0.125,0.161,0.102,0.087,0.082,0.07,0.07,0.066
161,A047657,A047659,2013JJ00,0.81,0.698,0.703,0.668,0.627,0.446,0.357,0.332,-0.435,0.012,0.118,0.171,0.153,0.158,0.123,0.088,0.083,0.071,0.07,0.067
162,A047657,A047659,2014HJ01,0.824,0.686,0.668,0.666,0.636,0.472,0.349,0.307,-0.464,0.004,0.115,0.17,0.184,0.164,0.139,0.088,0.08,0.069,0.064,0.057
163,A047657,A047659,2014HJ02,0.87,0.69,0.664,0.662,0.64,0.383,0.306,0.264,-0.478,-0.003,0.11,0.167,0.121,0.156,0.094,0.081,0.076,0.061,0.06,0.057
164,A047657,A047659,2014JJ00,0.844,0.688,0.666,0.664,0.638,0.433,0.328,0.286,-0.471,0.0,0.112,0.169,0.153,0.16,0.116,0.084,0.078,0.065,0.062,0.057
165,A047657,A047659,2015HJ01,0.783,0.666,0.647,0.652,0.609,0.448,0.348,0.286,-0.321,0.039,0.132,0.178,0.183,0.158,0.137,0.086,0.078,0.067,0.062,0.059
166,A047657,A047659,2015HJ02,0.869,0.658,0.62,0.637,0.627,0.366,0.298,0.252,-0.389,0.019,0.118,0.169,0.119,0.153,0.092,0.079,0.076,0.058,0.058,0.056
167,A047657,A047659,2015JJ00,0.816,0.663,0.631,0.646,0.616,0.418,0.326,0.27,-0.354,0.029,0.126,0.174,0.138,0.155,0.115,0.082,0.077,0.062,0.06,0.057
168,A047657,A047659,2016HJ01,0.822,0.694,0.667,0.684,0.644,0.44,0.29,0.201,-0.402,-0.003,0.095,0.145,0.162,0.123,0.135,0.082,0.072,0.06,0.056,0.05
169,A047657,A047659,2016HJ02,0.857,0.672,0.642,0.671,0.625,0.325,0.27,0.205,-0.394,-0.004,0.093,0.143,0.121,0.115,0.091,0.075,0.072,0.052,0.053,0.051
170,A047657,A047659,2016JJ00,0.836,0.685,0.657,0.678,0.636,0.394,0.281,0.203,-0.398,-0.003,0.094,0.144,0.141,0.119,0.113,0.079,0.072,0.056,0.054,0.05
171,A047657,A047659,2017HJ01,0.795,0.664,0.621,0.66,0.615,0.418,0.285,0.231,-0.4,-0.006,0.092,0.143,0.157,0.129,0.135,0.077,0.07,0.059,0.052,0.049
172,A047657,A047659,2017HJ02,0.875,0.678,0.625,0.652,0.6,0.302,0.254,0.222,-0.405,-0.008,0.091,0.142,0.119,0.134,0.083,0.07,0.068,0.047,0.047,0.048
173,A047657,A047659,2017JJ00,0.827,0.67,0.623,0.656,0.609,0.366,0.27,0.226,-0.403,-0.007,0.091,0.142,0.138,0.131,0.11,0.073,0.069,0.053,0.049,0.048
174,A047657,A047659,2018HJ01,0.832,0.703,0.676,0.66,0.633,0.439,0.297,0.255,-0.364,0.009,0.104,0.154,0.171,0.089,0.144,0.082,0.072,0.062,0.053,0.049
175,A047657,A047659,2018HJ02,0.942,0.715,0.662,0.678,0.615,0.335,0.28,0.293,-0.394,0.005,0.104,0.157,0.135,0.123,0.1,0.076,0.075,0.054,0.056,0.054
176,A047657,A047659,2018JJ00,0.876,0.708,0.67,0.667,0.625,0.393,0.289,0.283,-0.38,0.007,0.104,0.155,0.153,0.096,0.122,0.079,0.074,0.058,0.055,0.052
177,A047657,A047659,2019HJ01,0.97,0.815,0.788,0.778,0.714,0.443,0.296,0.252,-0.222,0.065,0.137,0.18,0.196,0.144,0.134,0.091,0.085,0.07,0.064,0.058
178,A047657,A047659,2019HJ02,1.05,0.815,0.762,0.755,0.651,0.32,0.234,0.178,-0.207,0.065,0.136,0.179,0.166,0.125,0.098,0.086,0.084,0.057,0.056,0.056
179,A047657,A047659,2019JJ00,1.006,0.815,0.777,0.768,0.683,0.392,0.267,0.222,-0.215,0.065,0.136,0.179,0.181,0.134,0.116,0.088,0.085,0.063,0.06,0.057
180,A047657,A047659,2020HJ01,1.035,0.878,0.844,0.838,0.763,0.447,0.272,0.211,-0.535,-0.06,0.072,0.153,0.192,0.159,0.145,0.106,0.099,0.075,0.066,0.059
181,A047657,A047659,2020HJ02,1.102,0.852,0.799,0.802,0.763,0.311,0.24,0.205,-0.577,-0.073,0.064,0.147,0.162,0.159,0.107,0.101,0.099,0.06,0.062,0.058
182,A047657,A047659,2020JJ00,1.061,0.867,0.826,0.818,0.763,0.371,0.257,0.208,-0.555,-0.066,0.068,0.15,0.178,0.159,0.121,0.103,0.099,0.069,0.064,0.059
183,A047657,A047659,2021HJ01,0.994,0.843,0.804,0.819,0.776,0.47,0.316,0.287,-0.595,-0.089,0.052,0.14,0.185,0.154,0.148,0.11,0.105,0.08,0.064,0.061
184,A047657,A047659,2021HJ02,1.19,0.931,0.877,0.857,0.837,0.507,0.489,0.597,-0.593,-0.075,0.068,0.155,0.176,0.162,0.125,0.124,0.132,0.087,0.075,0.107
185,A047657,A047659,2021JJ00,1.065,0.876,0.833,0.835,0.805,0.488,0.392,0.422,-0.594,-0.082,0.06,0.148,0.18,0.158,0.136,0.117,0.119,0.084,0.069,0.085
186,A047657,A047659,2022HJ01,1.293,1.165,1.136,1.148,1.03,0.887,0.745,0.946,-1.031,-0.258,-0.032,0.109,0.203,0.121,0.199,0.18,0.185,0.166,0.153,0.163
187,A047657,A047659,2022HJ02,1.737,1.812,1.656,1.632,1.061,0.706,0.788,1.178,-0.783,-0.114,0.093,0.222,0.325,0.231,0.197,0.171,0.206,0.16,0.153,0.174
188,A047657,A047659,2022JJ00,1.488,1.408,1.313,1.3,1.041,0.814,0.762,1.041,-0.899,-0.186,0.029,0.164,0.262,0.18,0.198,0.175,0.196,0.163,0.153,0.168
189,A047657,A047659,2023HJ01,1.653,1.795,2.083,1.82,1.546,1.005,0.941,0.807,-0.45,0.066,0.27,0.427,0.538,0.413,0.297,0.249,0.267,0.237,0.257,0.236
190,A047657,A047659,2023HJ02,1.518,1.344,1.295,1.423,1.401,0.735,0.693,0.54,-0.457,0.005,0.162,0.258,0.286,0.269,0.233,0.216,0.241,0.189,0.259,0.211
191,A047657,A047659,2023JJ00,1.595,1.617,1.752,1.639,1.487,0.896,0.824,0.671,-0.453,0.034,0.215,0.34,0.412,0.342,0.266,0.232,0.254,0.211,0.258,0.221
192,A047657,A047659,2024HJ01,1.555,1.435,1.373,1.463,1.347,0.862,0.715,0.536,-0.606,-0.048,0.13,0.233,0.292,0.237,0.24,0.192,0.189,0.164,0.189,0.116
193,A047657,A047659,2024HJ02,1.597,1.398,1.329,1.473,1.352,0.715,0.633,0.42,-0.677,-0.084,0.092,0.188,0.237,0.224,0.211,0.194,0.19,0.14,0.16,0.104
194,A047657,A047659,2024JJ00,1.575,1.42,1.357,1.467,1.349,0.793,0.68,0.483,-0.645,-0.067,0.111,0.211,0.267,0.231,0.226,0.193,0.19,0.153,0.174,0.109
195,A047657,A047659,2025HJ01,1.524,1.396,1.304,1.395,1.282,0.961,0.789,0.634,-0.571,-0.069,0.097,0.186,0.24,0.201,0.212,0.18,0.171,0.143,0.137,0.087
196,A047657,A047660,2009HJ01,0.667,0.602,0.577,0.585,0.522,0.372,0.306,0.225,-0.308,0.033,0.116,0.158,0.165,0.15,0.132,0.092,0.084,0.079,0.077,0.059
197,A047657,A047660,2009HJ02,0.55,0.463,0.438,0.449,0.458,0.323,0.262,0.19,-0.324,0.025,0.109,0.152,0.12,0.148,0.099,0.087,0.082,0.071,0.069,0.052
198,A047657,A047660,2009JJ00,0.618,0.543,0.517,0.536,0.497,0.35,0.284,0.206,-0.316,0.029,0.112,0.155,0.143,0.149,0.115,0.089,0.083,0.075,0.073,0.055
199,A047657,A047660,2010HJ01,0.563,0.493,0.471,0.48,0.426,0.315,0.241,0.184,-0.332,0.016,0.1,0.143,0.146,0.145,0.122,0.083,0.074,0.064,0.063,0.055
200,A047657,A047660,2010HJ02,0.583,0.503,0.473,0.459,0.446,0.288,0.242,0.206,-0.327,0.019,0.101,0.143,0.105,0.134,0.087,0.078,0.074,0.06,0.063,0.056
201,A047657,A047660,2010JJ00,0.572,0.497,0.472,0.473,0.434,0.303,0.241,0.195,-0.33,0.017,0.1,0.143,0.128,0.14,0.104,0.08,0.074,0.062,0.063,0.056
202,A047657,A047660,2011HJ01,0.578,0.501,0.499,0.478,0.446,0.337,0.261,0.234,-0.334,0.015,0.098,0.14,0.145,0.123,0.114,0.079,0.071,0.062,0.061,0.056
203,A047657,A047660,2011HJ02,0.668,0.554,0.537,0.511,0.475,0.301,0.253,0.242,-0.334,0.015,0.099,0.141,0.105,0.121,0.081,0.075,0.071,0.058,0.063,0.057
204,A047657,A047660,2011JJ00,0.615,0.523,0.515,0.492,0.459,0.321,0.257,0.238,-0.334,0.015,0.098,0.141,0.125,0.122,0.097,0.077,0.071,0.06,0.062,0.056
205,A047657,A047660,2012HJ01,0.616,0.542,0.53,0.528,0.473,0.355,0.28,0.257,-0.341,0.016,0.1,0.143,0.15,0.125,0.115,0.075,0.068,0.06,0.058,0.051
206,A047657,A047660,2012HJ02,0.692,0.586,0.555,0.55,0.474,0.323,0.282,0.263,-0.368,0.008,0.096,0.141,0.105,0.122,0.079,0.074,0.07,0.058,0.057,0.055
207,A047657,A047660,2012JJ00,0.646,0.559,0.54,0.535,0.474,0.34,0.281,0.261,-0.354,0.012,0.098,0.142,0.128,0.124,0.097,0.075,0.069,0.059,0.057,0.053
208,A047657,A047660,2013HJ01,0.646,0.576,0.588,0.552,0.511,0.396,0.3,0.275,-0.35,0.012,0.099,0.142,0.147,0.127,0.12,0.073,0.069,0.061,0.058,0.056
209,A047657,A047660,2013HJ02,0.712,0.579,0.569,0.551,0.526,0.328,0.285,0.272,-0.37,0.007,0.096,0.141,0.103,0.133,0.084,0.072,0.067,0.058,0.058,0.055
210,A047657,A047660,2013JJ00,0.67,0.577,0.581,0.552,0.518,0.369,0.295,0.275,-0.36,0.01,0.097,0.142,0.126,0.13,0.101,0.072,0.068,0.059,0.058,0.055
211,A047657,A047660,2014HJ01,0.681,0.567,0.552,0.55,0.526,0.39,0.289,0.254,-0.383,0.003,0.095,0.141,0.152,0.135,0.115,0.073,0.066,0.057,0.053,0.047
212,A047657,A047660,2014HJ02,0.719,0.57,0.549,0.547,0.529,0.317,0.253,0.219,-0.395,-0.003,0.091,0.138,0.1,0.129,0.078,0.067,0.063,0.05,0.05,0.047
213,A047657,A047660,2014JJ00,0.698,0.568,0.551,0.549,0.527,0.358,0.271,0.237,-0.389,0.0,0.093,0.14,0.127,0.132,0.096,0.07,0.065,0.054,0.052,0.047
214,A047657,A047660,2015HJ01,0.647,0.551,0.534,0.539,0.503,0.37,0.287,0.237,-0.265,0.032,0.109,0.147,0.151,0.13,0.113,0.071,0.064,0.055,0.051,0.048
215,A047657,A047660,2015HJ02,0.718,0.544,0.513,0.527,0.518,0.303,0.246,0.208,-0.321,0.016,0.098,0.14,0.098,0.126,0.076,0.065,0.063,0.048,0.048,0.046
216,A047657,A047660,2015JJ00,0.674,0.548,0.522,0.534,0.509,0.346,0.269,0.223,-0.292,0.024,0.104,0.144,0.114,0.128,0.095,0.068,0.064,0.052,0.049,0.047
217,A047657,A047660,2016HJ01,0.679,0.574,0.551,0.565,0.532,0.363,0.24,0.166,-0.333,-0.002,0.079,0.12,0.134,0.102,0.111,0.068,0.06,0.049,0.046,0.041
218,A047657,A047660,2016HJ02,0.708,0.555,0.531,0.555,0.517,0.269,0.223,0.169,-0.326,-0.003,0.077,0.118,0.1,0.095,0.075,0.062,0.059,0.043,0.044,0.042
219,A047657,A047660,2016JJ00,0.691,0.566,0.543,0.56,0.526,0.326,0.232,0.168,-0.329,-0.003,0.078,0.119,0.117,0.098,0.094,0.065,0.06,0.046,0.045,0.041
220,A047657,A047660,2017HJ01,0.657,0.549,0.513,0.545,0.508,0.345,0.235,0.191,-0.331,-0.005,0.076,0.118,0.13,0.106,0.112,0.064,0.058,0.049,0.043,0.041
221,A047657,A047660,2017HJ02,0.723,0.56,0.517,0.539,0.496,0.25,0.21,0.183,-0.335,-0.007,0.075,0.117,0.098,0.111,0.069,0.058,0.056,0.039,0.039,0.04
222,A047657,A047660,2017JJ00,0.683,0.553,0.515,0.543,0.503,0.303,0.223,0.187,-0.333,-0.006,0.075,0.118,0.114,0.108,0.091,0.061,0.057,0.044,0.04,0.04
223,A047657,A047660,2018HJ01,0.687,0.581,0.559,0.545,0.523,0.362,0.246,0.211,-0.301,0.007,0.086,0.127,0.141,0.074,0.119,0.068,0.06,0.051,0.044,0.041
224,A047657,A047660,2018HJ02,0.778,0.591,0.547,0.56,0.508,0.276,0.231,0.242,-0.326,0.004,0.086,0.129,0.112,0.101,0.083,0.063,0.062,0.045,0.046,0.045
225,A047657,A047660,2018JJ00,0.723,0.585,0.554,0.551,0.516,0.324,0.239,0.234,-0.314,0.005,0.086,0.128,0.127,0.079,0.101,0.065,0.061,0.048,0.045,0.043
226,A047657,A047660,2019HJ01,0.802,0.673,0.651,0.643,0.59,0.366,0.245,0.208,-0.183,0.054,0.113,0.149,0.162,0.119,0.111,0.075,0.07,0.058,0.053,0.048
227,A047657,A047660,2019HJ02,0.868,0.673,0.63,0.624,0.538,0.265,0.193,0.147,-0.171,0.054,0.112,0.148,0.137,0.103,0.081,0.071,0.07,0.047,0.046,0.046
228,A047657,A047660,2019JJ00,0.831,0.673,0.642,0.634,0.565,0.324,0.221,0.183,-0.177,0.054,0.113,0.148,0.149,0.111,0.096,0.073,0.07,0.052,0.049,0.047
229,A047657,A047660,2020HJ01,0.855,0.725,0.698,0.693,0.631,0.369,0.224,0.174,-0.443,-0.05,0.059,0.127,0.159,0.131,0.12,0.088,0.082,0.062,0.054,0.049
230,A047657,A047660,2020HJ02,0.911,0.704,0.661,0.663,0.63,0.257,0.199,0.17,-0.477,-0.06,0.053,0.122,0.134,0.131,0.089,0.084,0.082,0.049,0.051,0.048
231,A047657,A047660,2020JJ00,0.876,0.716,0.682,0.676,0.63,0.306,0.212,0.172,-0.458,-0.055,0.056,0.124,0.147,0.131,0.1,0.085,0.082,0.057,0.053,0.048
232,A047657,A047660,2021HJ01,0.821,0.696,0.665,0.677,0.642,0.388,0.261,0.237,-0.492,-0.073,0.043,0.116,0.153,0.127,0.122,0.091,0.087,0.066,0.053,0.051
233,A047657,A047660,2021HJ02,0.983,0.769,0.725,0.709,0.692,0.419,0.404,0.493,-0.49,-0.062,0.056,0.128,0.146,0.134,0.103,0.102,0.109,0.072,0.062,0.088
234,A047657,A047660,2021JJ00,0.88,0.724,0.689,0.69,0.665,0.403,0.324,0.349,-0.491,-0.068,0.05,0.122,0.149,0.131,0.112,0.097,0.098,0.069,0.057,0.07
235,A047657,A047660,2022HJ01,1.069,0.962,0.939,0.949,0.851,0.733,0.616,0.782,-0.852,-0.214,-0.026,0.09,0.167,0.1,0.165,0.148,0.153,0.137,0.127,0.135
236,A047657,A047660,2022HJ02,1.593,1.663,1.519,1.497,0.973,0.648,0.723,1.081,-0.718,-0.105,0.085,0.204,0.298,0.212,0.181,0.157,0.189,0.146,0.14,0.159
237,A047657,A047660,2022JJ00,1.3,1.226,1.136,1.121,0.895,0.699,0.658,0.904,-0.781,-0.159,0.029,0.145,0.231,0.16,0.173,0.153,0.171,0.142,0.133,0.147
238,A047657,A047660,2023HJ01,1.366,1.484,1.722,1.504,1.278,0.831,0.778,0.667,-0.372,0.055,0.223,0.353,0.445,0.342,0.245,0.205,0.221,0.196,0.212,0.195
239,A047657,A047660,2023HJ02,1.254,1.111,1.07,1.176,1.158,0.607,0.573,0.446,-0.377,0.004,0.134,0.213,0.237,0.222,0.193,0.178,0.199,0.156,0.214,0.174
240,A047657,A047660,2023JJ00,1.318,1.336,1.448,1.355,1.229,0.741,0.681,0.554,-0.374,0.028,0.178,0.281,0.34,0.283,0.22,0.192,0.21,0.175,0.213,0.183
241,A047657,A047660,2024HJ01,1.285,1.186,1.134,1.209,1.114,0.712,0.591,0.443,-0.501,-0.039,0.108,0.193,0.241,0.196,0.198,0.159,0.157,0.136,0.156,0.096
242,A047657,A047660,2024HJ02,1.32,1.156,1.098,1.217,1.117,0.591,0.523,0.347,-0.559,-0.07,0.076,0.156,0.196,0.185,0.175,0.16,0.157,0.116,0.132,0.086
243,A047657,A047660,2024JJ00,1.302,1.173,1.121,1.213,1.115,0.656,0.562,0.399,-0.533,-0.055,0.092,0.175,0.221,0.191,0.187,0.159,0.157,0.126,0.144,0.09
244,A047657,A047660,2025HJ01,1.26,1.153,1.078,1.153,1.059,0.794,0.652,0.524,-0.472,-0.057,0.08,0.154,0.198,0.166,0.175,0.149,0.141,0.119,0.113,0.072
245,A047657,A047661,2009HJ01,0.509,0.444,0.427,0.428,0.381,0.296,0.276,0.216,0.126,0.102,0.097,0.094,0.095,0.094,0.085,0.077,0.073,0.072,0.074,0.058
246,A047657,A047661,2009HJ02,0.392,0.305,0.3,0.303,0.327,0.285,0.25,0.182,0.121,0.097,0.091,0.089,0.09,0.088,0.084,0.077,0.072,0.071,0.068,0.052
247,A047657,A047661,2009JJ00,0.46,0.385,0.372,0.383,0.36,0.291,0.263,0.198,0.123,0.1,0.094,0.091,0.092,0.091,0.084,0.077,0.072,0.072,0.071,0.054
248,A047657,A047661,2010HJ01,0.4,0.33,0.317,0.318,0.282,0.236,0.214,0.174,0.108,0.085,0.08,0.077,0.074,0.08,0.075,0.068,0.063,0.058,0.06,0.053
249,A047657,A047661,2010HJ02,0.42,0.34,0.332,0.315,0.308,0.251,0.23,0.198,0.109,0.085,0.079,0.076,0.073,0.083,0.073,0.068,0.063,0.059,0.062,0.056
250,A047657,A047661,2010JJ00,0.409,0.334,0.323,0.317,0.293,0.243,0.222,0.186,0.108,0.085,0.079,0.076,0.074,0.082,0.074,0.068,0.063,0.059,0.061,0.055
251,A047657,A047661,2011HJ01,0.414,0.337,0.337,0.315,0.301,0.251,0.234,0.225,0.109,0.083,0.077,0.074,0.071,0.076,0.07,0.064,0.06,0.056,0.058,0.054
252,A047657,A047661,2011HJ02,0.504,0.39,0.394,0.357,0.333,0.265,0.241,0.234,0.111,0.084,0.078,0.075,0.073,0.08,0.071,0.064,0.061,0.057,0.062,0.056
253,A047657,A047661,2011JJ00,0.452,0.359,0.361,0.332,0.315,0.257,0.237,0.229,0.11,0.084,0.077,0.074,0.072,0.078,0.071,0.064,0.06,0.057,0.06,0.055
254,A047657,A047661,2012HJ01,0.449,0.375,0.368,0.362,0.327,0.267,0.251,0.248,0.114,0.085,0.079,0.075,0.074,0.078,0.068,0.06,0.056,0.054,0.055,0.049
255,A047657,A047661,2012HJ02,0.525,0.419,0.41,0.388,0.33,0.285,0.27,0.255,0.116,0.086,0.079,0.075,0.074,0.078,0.068,0.063,0.059,0.058,0.057,0.055
256,A047657,A047661,2012JJ00,0.48,0.392,0.385,0.37,0.328,0.275,0.26,0.252,0.115,0.086,0.079,0.075,0.074,0.078,0.068,0.062,0.057,0.056,0.056,0.052
257,A047657,A047661,2013HJ01,0.458,0.387,0.399,0.364,0.323,0.284,0.269,0.263,0.114,0.083,0.076,0.072,0.067,0.08,0.067,0.058,0.057,0.054,0.055,0.054
258,A047657,A047661,2013HJ02,0.524,0.39,0.381,0.363,0.337,0.285,0.269,0.26,0.117,0.085,0.077,0.073,0.07,0.081,0.067,0.06,0.056,0.055,0.057,0.054
259,A047657,A047661,2013JJ00,0.481,0.388,0.393,0.363,0.33,0.284,0.269,0.262,0.116,0.084,0.076,0.072,0.068,0.08,0.067,0.059,0.057,0.055,0.056,0.054
260,A047657,A047661,2014HJ01,0.487,0.373,0.358,0.356,0.332,0.275,0.255,0.24,0.122,0.085,0.075,0.071,0.065,0.081,0.063,0.056,0.053,0.05,0.05,0.046
261,A047657,A047661,2014HJ02,0.525,0.376,0.355,0.353,0.335,0.272,0.236,0.206,0.123,0.084,0.075,0.07,0.065,0.08,0.062,0.055,0.053,0.05,0.049,0.047
262,A047657,A047661,2014JJ00,0.504,0.374,0.357,0.355,0.333,0.274,0.246,0.224,0.122,0.084,0.075,0.07,0.065,0.08,0.063,0.056,0.053,0.05,0.05,0.046
263,A047657,A047661,2015HJ01,0.449,0.352,0.336,0.341,0.305,0.257,0.243,0.221,0.116,0.082,0.073,0.069,0.065,0.081,0.06,0.053,0.05,0.048,0.048,0.047
264,A047657,A047661,2015HJ02,0.519,0.345,0.314,0.328,0.319,0.237,0.221,0.196,0.119,0.079,0.069,0.064,0.057,0.077,0.058,0.052,0.049,0.047,0.047,0.046
265,A047657,A047661,2015JJ00,0.476,0.35,0.323,0.335,0.31,0.25,0.233,0.209,0.117,0.081,0.071,0.067,0.059,0.079,0.059,0.052,0.049,0.048,0.047,0.046
266,A047657,A047661,2016HJ01,0.416,0.311,0.288,0.302,0.269,0.212,0.191,0.148,0.116,0.075,0.066,0.06,0.055,0.066,0.054,0.047,0.044,0.041,0.043,0.04
267,A047657,A047661,2016HJ02,0.445,0.292,0.268,0.292,0.257,0.209,0.196,0.156,0.116,0.075,0.064,0.059,0.053,0.065,0.053,0.047,0.044,0.042,0.043,0.041
268,A047657,A047661,2016JJ00,0.428,0.303,0.28,0.297,0.264,0.211,0.194,0.153,0.116,0.075,0.065,0.06,0.054,0.065,0.054,0.047,0.044,0.042,0.043,0.04
269,A047657,A047661,2017HJ01,0.389,0.28,0.245,0.277,0.24,0.195,0.185,0.174,0.114,0.072,0.062,0.056,0.047,0.07,0.049,0.042,0.04,0.039,0.038,0.039
270,A047657,A047661,2017HJ02,0.455,0.292,0.248,0.271,0.232,0.195,0.185,0.17,0.115,0.072,0.061,0.056,0.047,0.073,0.048,0.042,0.04,0.038,0.038,0.039
271,A047657,A047661,2017JJ00,0.415,0.285,0.246,0.274,0.236,0.195,0.185,0.172,0.114,0.072,0.062,0.056,0.047,0.071,0.049,0.042,0.04,0.039,0.038,0.039
272,A047657,A047661,2018HJ01,0.399,0.293,0.27,0.261,0.235,0.201,0.19,0.193,0.117,0.074,0.063,0.058,0.049,0.048,0.05,0.043,0.04,0.041,0.04,0.04
273,A047657,A047661,2018HJ02,0.49,0.303,0.259,0.272,0.225,0.215,0.204,0.239,0.123,0.077,0.065,0.06,0.051,0.067,0.05,0.044,0.043,0.044,0.046,0.044
274,A047657,A047661,2018JJ00,0.435,0.297,0.266,0.265,0.231,0.207,0.197,0.225,0.12,0.076,0.064,0.059,0.05,0.052,0.05,0.044,0.042,0.042,0.043,0.042
275,A047657,A047661,2019HJ01,0.456,0.328,0.306,0.297,0.244,0.206,0.192,0.186,0.139,0.091,0.078,0.07,0.064,0.056,0.053,0.049,0.048,0.047,0.048,0.046
276,A047657,A047661,2019HJ02,0.523,0.328,0.284,0.279,0.198,0.195,0.164,0.131,0.142,0.092,0.078,0.07,0.063,0.055,0.054,0.05,0.048,0.046,0.045,0.045
277,A047657,A047661,2019JJ00,0.485,0.328,0.297,0.289,0.222,0.201,0.179,0.164,0.14,0.091,0.078,0.07,0.064,0.056,0.054,0.049,0.048,0.047,0.047,0.046
278,A047657,A047661,2020HJ01,0.445,0.315,0.287,0.282,0.22,0.174,0.154,0.136,0.147,0.094,0.079,0.069,0.063,0.071,0.054,0.049,0.047,0.047,0.048,0.045
279,A047657,A047661,2020HJ02,0.5,0.293,0.25,0.253,0.22,0.174,0.154,0.136,0.15,0.093,0.077,0.066,0.06,0.064,0.053,0.05,0.048,0.048,0.05,0.046
280,A047657,A047661,2020JJ00,0.466,0.306,0.272,0.265,0.22,0.174,0.154,0.136,0.148,0.093,0.078,0.068,0.062,0.067,0.054,0.05,0.047,0.048,0.049,0.046
281,A047657,A047661,2021HJ01,0.388,0.263,0.231,0.243,0.208,0.192,0.185,0.197,0.143,0.088,0.073,0.063,0.057,0.066,0.053,0.051,0.05,0.048,0.045,0.048
282,A047657,A047661,2021HJ02,0.55,0.336,0.291,0.275,0.258,0.336,0.357,0.457,0.158,0.101,0.086,0.076,0.07,0.076,0.065,0.066,0.073,0.071,0.061,0.087
283,A047657,A047661,2021JJ00,0.447,0.29,0.255,0.256,0.232,0.262,0.261,0.311,0.15,0.095,0.079,0.069,0.063,0.071,0.059,0.059,0.062,0.06,0.053,0.068
284,A047657,A047661,2022HJ01,0.619,0.513,0.489,0.499,0.401,0.524,0.536,0.74,0.223,0.162,0.145,0.135,0.129,0.133,0.107,0.11,0.117,0.118,0.118,0.132
285,A047657,A047661,2022HJ02,1.144,1.213,1.069,1.048,0.523,0.562,0.675,1.045,0.333,0.274,0.259,0.251,0.248,0.222,0.145,0.123,0.154,0.145,0.139,0.158
286,A047657,A047661,2022JJ00,0.85,0.776,0.686,0.672,0.446,0.54,0.591,0.864,0.282,0.218,0.201,0.191,0.186,0.181,0.127,0.117,0.136,0.131,0.129,0.145
287,A047657,A047661,2023HJ01,1.308,1.392,1.28,1.014,0.788,0.629,0.69,0.616,0.453,0.367,0.348,0.339,0.354,0.285,0.171,0.161,0.181,0.175,0.203,0.191
288,A047657,A047661,2023HJ02,0.764,0.621,0.581,0.686,0.668,0.528,0.522,0.406,0.267,0.2,0.18,0.168,0.156,0.177,0.152,0.139,0.16,0.154,0.213,0.172
289,A047657,A047661,2023JJ00,1.076,1.088,0.986,0.865,0.739,0.588,0.61,0.509,0.353,0.281,0.263,0.251,0.255,0.232,0.162,0.15,0.17,0.164,0.208,0.18
290,A047657,A047661,2024HJ01,0.702,0.603,0.551,0.626,0.53,0.391,0.411,0.363,0.313,0.217,0.189,0.173,0.159,0.165,0.13,0.115,0.116,0.111,0.145,0.092
291,A047657,A047661,2024HJ02,0.737,0.573,0.515,0.634,0.534,0.399,0.394,0.298,0.274,0.185,0.153,0.135,0.129,0.145,0.133,0.121,0.118,0.114,0.13,0.084
292,A047657,A047661,2024JJ00,0.719,0.59,0.538,0.63,0.532,0.395,0.404,0.333,0.291,0.2,0.171,0.154,0.145,0.155,0.131,0.118,0.117,0.112,0.138,0.087
293,A047657,A047661,2025HJ01,0.682,0.575,0.5,0.574,0.481,0.408,0.397,0.406,0.238,0.184,0.152,0.134,0.125,0.138,0.118,0.107,0.102,0.096,0.102,0.068
294,A047658,A047659,2009HJ01,0.309,0.135,0.035,0.057,0.091,0.023,0.007,0.003,0.342,0.145,0.075,0.036,0.027,0.115,0.053,0.032,0.022,0.008,0.008,0.005
295,A047658,A047659,2009HJ02,0.463,0.202,0.053,0.086,0.111,0.028,0.008,0.003,0.342,0.145,0.075,0.036,0.027,0.115,0.053,0.032,0.022,0.008,0.008,0.005
