ID,Geslacht,Leeftijd,IndicatieZZVEnOfZMV,IndicatieWelNietJeugdwet,Perioden,JongerenMetAWBZIndicatieInJaar_1
1087,4000,52020,1200,1100,2014JJ00,2420.0
1088,4000,52020,1200,1200,2011JJ00,1215.0
1089,4000,52020,1200,1200,2012JJ00,1250.0
1090,4000,52020,1200,1200,2013JJ00,1275.0
1091,4000,52020,1200,1200,2014JJ00,1325.0
1092,4000,52020,1300,1000,2011JJ00,11110.0
1093,4000,52020,1300,1000,2012JJ00,10915.0
1094,4000,52020,1300,1000,2013JJ00,10630.0
1095,4000,52020,1300,1000,2014JJ00,10380.0
1096,4000,52020,1300,1100,2011JJ00,11110.0
1097,4000,52020,1300,1100,2012JJ00,10915.0
1098,4000,52020,1300,1100,2013JJ00,10630.0
1099,4000,52020,1300,1100,2014JJ00,10380.0
1100,4000,52020,1300,1200,2011JJ00,
1101,4000,52020,1300,1200,2012JJ00,
1102,4000,52020,1300,1200,2013JJ00,
1103,4000,52020,1300,1200,2014JJ00,
1104,4000,52020,1400,1000,2011JJ00,2985.0
1105,4000,52020,1400,1000,2012JJ00,3015.0
1106,4000,52020,1400,1000,2013JJ00,2975.0
1107,4000,52020,1400,1000,2014JJ00,3015.0
1108,4000,52020,1400,1100,2011JJ00,2985.0
1109,4000,52020,1400,1100,2012JJ00,3015.0
1110,4000,52020,1400,1100,2013JJ00,2975.0
1111,4000,52020,1400,1100,2014JJ00,3015.0
1112,4000,52020,1400,1200,2011JJ00,
1113,4000,52020,1400,1200,2012JJ00,
1114,4000,52020,1400,1200,2013JJ00,
1115,4000,52020,1400,1200,2014JJ00,
1116,4000,52020,1500,1000,2011JJ00,860.0
1117,4000,52020,1500,1000,2012JJ00,745.0
1118,4000,52020,1500,1000,2013JJ00,670.0
1119,4000,52020,1500,1000,2014JJ00,665.0
1120,4000,52020,1500,1100,2011JJ00,
1121,4000,52020,1500,1100,2012JJ00,
1122,4000,52020,1500,1100,2013JJ00,
1123,4000,52020,1500,1100,2014JJ00,
1124,4000,52020,1500,1200,2011JJ00,860.0
1125,4000,52020,1500,1200,2012JJ00,745.0
1126,4000,52020,1500,1200,2013JJ00,670.0
1127,4000,52020,1500,1200,2014JJ00,665.0
1128,4000,52020,1600,1000,2011JJ00,2435.0
1129,4000,52020,1600,1000,2012JJ00,2375.0
1130,4000,52020,1600,1000,2013JJ00,2370.0
1131,4000,52020,1600,1000,2014JJ00,2335.0
1132,4000,52020,1600,1100,2011JJ00,2075.0
1133,4000,52020,1600,1100,2012JJ00,2255.0
1134,4000,52020,1600,1100,2013JJ00,2290.0
1135,4000,52020,1600,1100,2014JJ00,2285.0
1136,4000,52020,1600,1200,2011JJ00,360.0
1137,4000,52020,1600,1200,2012JJ00,115.0
1138,4000,52020,1600,1200,2013JJ00,80.0
1139,4000,52020,1600,1200,2014JJ00,55.0
1140,4000,52020,1700,1000,2011JJ00,5390.0
1141,4000,52020,1700,1000,2012JJ00,3795.0
1142,4000,52020,1700,1000,2013JJ00,3000.0
1143,4000,52020,1700,1000,2014JJ00,2530.0
1144,4000,52020,1700,1100,2011JJ00,5390.0
1145,4000,52020,1700,1100,2012JJ00,3795.0
1146,4000,52020,1700,1100,2013JJ00,3000.0
1147,4000,52020,1700,1100,2014JJ00,2530.0
1148,4000,52020,1700,1200,2011JJ00,
1149,4000,52020,1700,1200,2012JJ00,
1150,4000,52020,1700,1200,2013JJ00,
1151,4000,52020,1700,1200,2014JJ00,
