ID,RegioS,VerblijfsrecreatieveLogiesvormen,Perioden,AlleLanden_1,Nederland_2,Buitenland_3,AlleLanden_4,Nederland_5,Buitenland_6
0,NL01  ,100,1998JJ00,9194.9,7315.7,1879.2,49178.7,38904.5,10274.1
1,NL01  ,100,1999JJ00,10396.9,8072.6,2324.4,53978.2,41762.7,12215.5
2,NL01  ,100,2000JJ00,10337.5,8072.8,2264.7,52849.1,41283.1,11566.0
3,NL01  ,100,2001JJ00,10139.9,8085.1,2054.9,51911.5,41364.6,10546.9
4,NL01  ,100,2002JJ00,10216.4,8053.9,2162.5,53856.9,42410.7,11446.2
5,NL01  ,100,2003JJ00,10632.4,8382.3,2250.1,54023.7,42480.5,11543.2
6,NL01  ,100,2004JJ00,10155.4,8110.3,2045.1,52525.9,41757.8,10768.1
7,NL01  ,100,2005JJ00,9812.4,7881.3,1931.1,50642.2,40575.4,10066.8
8,NL01  ,100,2006JJ00,10473.1,8301.6,2171.4,52184.1,41273.7,10910.4
9,NL01  ,100,2007JJ00,11031.3,8736.5,2294.8,54108.5,42484.0,11624.5
10,NL01  ,100,2008JJ00,10606.3,8536.7,2069.6,51833.7,41527.6,10306.1
11,NL01  ,100,2009JJ00,11113.3,8946.8,2166.5,53035.1,42450.0,10585.1
12,NL01  ,100,2010JJ00,10783.1,8626.6,2156.5,51165.7,40540.8,10624.9
13,NL01  ,100,2011JJ00,10791.1,8518.3,2272.7,50792.8,39738.9,11053.9
14,NL01  ,100,2012JJ00,10842.7,8520.0,2322.7,48745.9,37913.0,10832.9
15,NL01  ,110,1998JJ00,3176.7,2449.8,726.8,20507.1,17010.5,3496.6
16,NL01  ,110,1999JJ00,3825.7,2824.5,1001.2,22839.0,18187.2,4651.8
17,NL01  ,110,2000JJ00,3518.0,2593.2,924.9,20933.8,16877.5,4056.3
18,NL01  ,110,2001JJ00,3369.5,2561.5,808.0,20418.8,16748.1,3670.7
19,NL01  ,110,2002JJ00,3482.0,2583.2,898.7,21468.2,17377.8,4090.3
20,NL01  ,110,2003JJ00,4007.1,2966.6,1040.4,23146.3,18367.0,4779.3
21,NL01  ,110,2004JJ00,3538.9,2714.8,824.1,22508.8,18505.9,4002.8
22,NL01  ,110,2005JJ00,3472.7,2700.8,771.9,22116.9,18375.5,3741.4
23,NL01  ,110,2006JJ00,3521.1,2715.1,806.0,21250.7,17397.4,3853.3
24,NL01  ,110,2007JJ00,3603.2,2735.8,867.4,20823.5,16847.3,3976.2
25,NL01  ,110,2008JJ00,3197.5,2515.8,681.7,18810.9,15709.0,3101.9
26,NL01  ,110,2009JJ00,3548.7,2793.1,755.6,20084.7,16631.3,3453.3
27,NL01  ,110,2010JJ00,3482.9,2749.3,733.6,19297.4,16043.7,3253.7
28,NL01  ,110,2011JJ00,3422.0,2676.4,745.5,18817.0,15487.2,3329.8
29,NL01  ,110,2012JJ00,3440.0,2711.0,729.0,17413.8,14323.1,3090.7
30,NL01  ,120,1998JJ00,4800.6,3750.7,1049.9,24709.4,18563.0,6146.4
31,NL01  ,120,1999JJ00,5290.3,4063.8,1226.5,27305.2,20355.2,6950.0
32,NL01  ,120,2000JJ00,5604.1,4347.6,1256.5,28204.1,21224.4,6979.7
33,NL01  ,120,2001JJ00,5538.8,4374.0,1164.8,27865.9,21457.7,6408.1
34,NL01  ,120,2002JJ00,5409.5,4265.7,1143.8,28171.4,21550.1,6621.4
35,NL01  ,120,2003JJ00,5249.0,4118.9,1130.1,26796.3,20526.0,6270.3
36,NL01  ,120,2004JJ00,5178.1,4062.3,1115.8,25934.1,19743.6,6190.5
37,NL01  ,120,2005JJ00,4937.3,3882.3,1054.9,24468.1,18710.7,5757.4
38,NL01  ,120,2006JJ00,5523.9,4283.3,1240.6,26813.3,20375.5,6437.8
39,NL01  ,120,2007JJ00,5989.3,4643.4,1345.9,29283.1,22102.3,7180.8
40,NL01  ,120,2008JJ00,5997.4,4715.5,1281.9,29174.4,22445.0,6729.4
41,NL01  ,120,2009JJ00,6118.8,4828.8,1290.1,29051.1,22426.1,6625.0
42,NL01  ,120,2010JJ00,5906.9,4583.5,1323.4,27994.3,21176.9,6817.3
43,NL01  ,120,2011JJ00,6132.9,4696.4,1436.5,28601.1,21282.5,7318.6
44,NL01  ,120,2012JJ00,6140.3,4639.2,1501.1,27979.9,20648.9,7331.0
45,NL01  ,130,1998JJ00,1217.6,1115.1,102.5,3962.1,3331.0,631.2
46,NL01  ,130,1999JJ00,1281.0,1184.3,96.7,3834.0,3220.3,613.7
47,NL01  ,130,2000JJ00,1215.4,1132.1,83.3,3711.1,3181.1,530.0
48,NL01  ,130,2001JJ00,1231.7,1149.6,82.1,3626.8,3158.7,468.1
49,NL01  ,130,2002JJ00,1324.9,1205.0,119.9,4217.3,3482.8,734.5
50,NL01  ,130,2003JJ00,1376.3,1296.8,79.6,4081.1,3587.5,493.6
51,NL01  ,130,2004JJ00,1438.4,1333.1,105.3,4083.1,3508.3,574.8
52,NL01  ,130,2005JJ00,1402.5,1298.2,104.3,4057.2,3489.2,568.0
53,NL01  ,130,2006JJ00,1428.0,1303.2,124.8,4120.1,3500.8,619.3
54,NL01  ,130,2007JJ00,1438.8,1357.3,81.5,4001.9,3534.4,467.5
55,NL01  ,130,2008JJ00,1411.4,1305.4,106.0,3848.3,3373.5,474.8
56,NL01  ,130,2009JJ00,1445.7,1324.9,120.8,3899.3,3392.6,506.7
57,NL01  ,130,2010JJ00,1393.3,1293.9,99.4,3874.0,3320.1,553.9
58,NL01  ,130,2011JJ00,1236.2,1145.4,90.8,3374.7,2969.1,405.6
59,NL01  ,130,2012JJ00,1262.4,1169.9,92.6,3352.2,2941.0,411.2
60,LD01  ,100,1998JJ00,1511.4,1273.4,238.0,8617.9,7220.9,1397.0
61,LD01  ,100,1999JJ00,1666.2,1410.4,255.8,9044.3,7610.3,1434.0
62,LD01  ,100,2000JJ00,1781.8,1497.5,284.2,9097.8,7634.3,1463.5
63,LD01  ,100,2001JJ00,1846.1,1552.6,293.4,9283.4,7799.1,1484.3
64,LD01  ,100,2002JJ00,1761.6,1473.6,287.9,9573.5,7950.8,1622.6
65,LD01  ,100,2003JJ00,1853.4,1577.9,275.6,9402.1,7991.7,1410.4
66,LD01  ,100,2004JJ00,1692.5,1436.1,256.4,8588.0,7179.5,1408.5
67,LD01  ,100,2005JJ00,1559.3,1324.9,234.4,8048.6,6823.3,1225.3
68,LD01  ,100,2006JJ00,1788.9,1515.4,273.5,8737.0,7418.5,1318.4
69,LD01  ,100,2007JJ00,1801.7,1589.0,212.7,8706.9,7555.9,1150.9
70,LD01  ,100,2008JJ00,1818.1,1587.2,230.9,8672.1,7532.0,1140.1
71,LD01  ,100,2009JJ00,2071.6,1736.3,335.4,9653.7,8027.4,1626.4
72,LD01  ,100,2010JJ00,1890.7,1664.0,226.7,8925.4,7774.1,1151.3
73,LD01  ,100,2011JJ00,1843.0,1589.8,253.2,8440.8,7231.5,1209.3
74,LD01  ,100,2012JJ00,1928.4,1677.2,251.3,8497.5,7296.4,1201.2
75,LD01  ,110,1998JJ00,549.1,464.2,84.8,3516.7,3189.2,327.4
76,LD01  ,110,1999JJ00,581.1,507.1,74.1,3572.8,3231.2,341.5
77,LD01  ,110,2000JJ00,596.8,509.4,87.5,3515.1,3183.3,331.8
78,LD01  ,110,2001JJ00,582.7,516.7,66.0,3543.4,3239.5,304.0
79,LD01  ,110,2002JJ00,566.0,474.5,91.6,3709.9,3301.4,408.5
80,LD01  ,110,2003JJ00,692.2,593.6,98.5,3829.1,3449.8,379.3
81,LD01  ,110,2004JJ00,553.5,484.4,69.1,3414.5,3094.4,320.2
82,LD01  ,110,2005JJ00,539.0,461.9,77.1,3416.3,3122.1,294.1
83,LD01  ,110,2006JJ00,562.1,475.0,87.1,3194.3,2873.1,321.2
84,LD01  ,110,2007JJ00,522.5,474.9,47.7,3017.5,2816.3,201.3
85,LD01  ,110,2008JJ00,543.1,484.3,58.7,2961.3,2744.0,217.3
86,LD01  ,110,2009JJ00,642.6,518.9,123.7,3395.9,2861.8,534.1
87,LD01  ,110,2010JJ00,515.6,468.5,47.1,2907.9,2740.8,167.1
88,LD01  ,110,2011JJ00,532.7,465.9,66.9,2863.9,2606.1,257.8
89,LD01  ,110,2012JJ00,547.7,490.5,57.1,2735.0,2543.8,191.2
90,LD01  ,120,1998JJ00,683.7,563.3,120.5,3964.8,3204.3,760.4
91,LD01  ,120,1999JJ00,791.0,643.6,147.4,4371.8,3595.9,775.9
92,LD01  ,120,2000JJ00,892.5,724.1,168.4,4531.4,3638.6,892.7
93,LD01  ,120,2001JJ00,965.6,776.4,189.1,4710.9,3806.3,904.5
94,LD01  ,120,2002JJ00,876.5,726.7,149.7,4606.2,3775.3,830.9
95,LD01  ,120,2003JJ00,822.6,684.9,137.7,4419.9,3665.0,755.0
96,LD01  ,120,2004JJ00,801.1,658.1,143.0,4069.2,3282.2,787.1
97,LD01  ,120,2005JJ00,685.0,572.3,112.7,3520.8,2885.1,635.7
98,LD01  ,120,2006JJ00,875.4,735.3,140.1,4371.3,3660.4,710.9
99,LD01  ,120,2007JJ00,951.7,825.5,126.3,4643.2,3961.2,682.1
100,LD01  ,120,2008JJ00,957.9,835.0,122.9,4748.4,4075.8,672.6
101,LD01  ,120,2009JJ00,1064.5,907.7,156.7,5190.5,4356.7,833.9
102,LD01  ,120,2010JJ00,1036.3,897.4,138.9,4917.9,4207.6,710.4
103,LD01  ,120,2011JJ00,1016.3,874.1,142.1,4684.9,3938.4,746.5
104,LD01  ,120,2012JJ00,1074.3,915.9,158.4,4892.1,4062.2,829.9
105,LD01  ,130,1998JJ00,278.5,245.4,33.2,1136.4,826.0,310.4
106,LD01  ,130,1999JJ00,294.0,258.0,36.1,1099.6,775.0,324.5
107,LD01  ,130,2000JJ00,292.6,264.1,28.5,1051.3,812.4,238.8
108,LD01  ,130,2001JJ00,297.8,259.4,38.4,1029.2,751.6,277.6
109,LD01  ,130,2002JJ00,319.0,272.5,46.6,1257.2,874.1,383.3
110,LD01  ,130,2003JJ00,338.7,299.4,39.3,1153.1,876.9,276.1
111,LD01  ,130,2004JJ00,337.9,293.7,44.2,1104.2,802.9,301.3
112,LD01  ,130,2005JJ00,335.3,290.7,44.6,1111.5,816.1,295.5
113,LD01  ,130,2006JJ00,351.5,305.1,46.3,1171.4,885.0,286.4
114,LD01  ,130,2007JJ00,327.4,288.7,38.7,1046.1,778.5,267.6
115,LD01  ,130,2008JJ00,317.1,267.8,49.3,962.3,712.2,250.2
116,LD01  ,130,2009JJ00,364.5,309.6,54.9,1067.3,808.8,258.5
117,LD01  ,130,2010JJ00,338.8,298.1,40.7,1099.5,825.8,273.8
118,LD01  ,130,2011JJ00,294.0,249.8,44.2,892.0,686.9,205.1
119,LD01  ,130,2012JJ00,306.5,270.7,35.7,870.5,690.4,180.1
120,LD02  ,100,1998JJ00,2506.9,2273.0,234.0,12670.7,11510.5,1160.2
121,LD02  ,100,1999JJ00,2647.1,2365.5,281.6,13374.4,12025.6,1348.8
122,LD02  ,100,2000JJ00,2638.8,2417.2,221.6,13041.3,12017.8,1023.5
123,LD02  ,100,2001JJ00,2311.3,2139.5,171.7,11667.3,10882.1,785.2
124,LD02  ,100,2002JJ00,2531.2,2302.2,229.0,12664.0,11584.2,1079.8
125,LD02  ,100,2003JJ00,2878.5,2609.9,268.6,13539.3,12369.2,1170.2
126,LD02  ,100,2004JJ00,2605.2,2369.2,236.0,12412.9,11374.1,1038.7
127,LD02  ,100,2005JJ00,2677.6,2421.5,256.0,12963.2,11815.9,1147.3
128,LD02  ,100,2006JJ00,2682.0,2393.9,288.1,12494.3,11338.9,1155.4
129,LD02  ,100,2007JJ00,2767.9,2462.4,305.5,12841.2,11573.3,1267.9
130,LD02  ,100,2008JJ00,2644.9,2359.1,285.8,12649.4,11446.4,1202.9
131,LD02  ,100,2009JJ00,2642.8,2428.3,214.5,13050.0,12050.7,999.2
132,LD02  ,100,2010JJ00,2623.0,2373.0,250.0,12392.1,11201.8,1190.2
133,LD02  ,100,2011JJ00,2555.0,2290.5,264.5,12101.1,10904.1,1197.0
134,LD02  ,100,2012JJ00,2548.3,2246.6,301.7,11482.7,10208.9,1273.7
135,LD02  ,110,1998JJ00,833.8,755.0,78.8,5165.4,4849.3,316.1
136,LD02  ,110,1999JJ00,875.0,784.8,90.2,5215.3,4878.0,337.3
137,LD02  ,110,2000JJ00,857.7,774.8,83.0,5165.5,4862.1,303.4
138,LD02  ,110,2001JJ00,764.7,695.5,69.2,4743.7,4503.7,239.9
139,LD02  ,110,2002JJ00,860.9,768.8,92.1,5285.5,4935.7,349.8
140,LD02  ,110,2003JJ00,1127.0,995.3,131.7,6199.2,5705.3,493.8
141,LD02  ,110,2004JJ00,916.0,837.2,78.8,5533.4,5220.2,313.2
142,LD02  ,110,2005JJ00,964.6,868.8,95.8,5849.5,5451.5,398.0
143,LD02  ,110,2006JJ00,924.1,847.4,76.7,5335.4,5027.3,308.1
144,LD02  ,110,2007JJ00,884.7,800.4,84.3,5026.0,4705.5,320.5
145,LD02  ,110,2008JJ00,779.3,706.1,73.1,4778.3,4507.0,271.3
146,LD02  ,110,2009JJ00,858.8,798.0,60.8,5411.1,5167.7,243.3
147,LD02  ,110,2010JJ00,878.0,804.0,74.0,5072.4,4750.8,321.6
148,LD02  ,110,2011JJ00,811.8,744.1,67.7,4863.3,4600.0,263.3
149,LD02  ,110,2012JJ00,809.7,734.6,75.1,4423.2,4139.5,283.7
150,LD02  ,120,1998JJ00,1346.9,1209.8,137.1,6520.7,5774.1,746.6
151,LD02  ,120,1999JJ00,1451.3,1283.8,167.5,7221.3,6349.7,871.8
152,LD02  ,120,2000JJ00,1464.3,1335.3,129.0,7006.6,6340.4,666.2
153,LD02  ,120,2001JJ00,1252.0,1162.9,89.2,6057.1,5582.9,474.1
154,LD02  ,120,2002JJ00,1317.3,1200.0,117.3,6356.3,5713.1,643.3
155,LD02  ,120,2003JJ00,1370.4,1243.0,127.4,6269.8,5641.4,628.4
156,LD02  ,120,2004JJ00,1295.0,1157.0,138.0,5817.6,5182.1,635.5
157,LD02  ,120,2005JJ00,1354.8,1211.8,143.0,6077.9,5403.2,674.6
158,LD02  ,120,2006JJ00,1366.7,1188.2,178.4,6102.7,5368.1,734.6
159,LD02  ,120,2007JJ00,1507.1,1298.9,208.2,6786.0,5900.5,885.5
160,LD02  ,120,2008JJ00,1462.6,1270.3,192.2,6744.4,5902.1,842.3
161,LD02  ,120,2009JJ00,1422.9,1281.1,141.9,6648.2,5959.7,688.6
162,LD02  ,120,2010JJ00,1352.9,1192.6,160.2,6229.0,5455.3,773.7
163,LD02  ,120,2011JJ00,1375.7,1193.9,181.8,6296.7,5425.8,870.9
164,LD02  ,120,2012JJ00,1349.3,1142.9,206.4,6023.8,5129.0,894.8
165,LD02  ,130,1998JJ00,326.3,308.4,17.9,984.7,887.0,97.7
166,LD02  ,130,1999JJ00,320.9,297.0,23.9,937.9,798.0,139.8
167,LD02  ,130,2000JJ00,316.8,307.2,9.6,869.1,815.1,53.9
168,LD02  ,130,2001JJ00,294.4,281.0,13.5,866.6,794.9,71.7
169,LD02  ,130,2002JJ00,352.9,333.4,19.6,1022.2,935.4,86.8
170,LD02  ,130,2003JJ00,381.1,371.7,9.4,1070.4,1022.5,47.9
171,LD02  ,130,2004JJ00,394.1,374.9,19.2,1061.8,971.8,90.1
172,LD02  ,130,2005JJ00,358.1,340.9,17.2,1035.9,961.1,74.7
173,LD02  ,130,2006JJ00,391.2,358.2,33.0,1056.2,943.5,112.7
174,LD02  ,130,2007JJ00,376.1,363.2,13.0,1029.2,967.2,62.0
175,LD02  ,130,2008JJ00,403.1,382.7,20.4,1126.6,1037.3,89.4
176,LD02  ,130,2009JJ00,361.0,349.2,11.8,990.7,923.3,67.3
177,LD02  ,130,2010JJ00,392.1,376.3,15.8,1090.7,995.7,95.0
178,LD02  ,130,2011JJ00,367.5,352.4,15.1,941.1,878.3,62.8
179,LD02  ,130,2012JJ00,389.3,369.1,20.2,1035.6,940.4,95.3
180,LD03  ,100,1998JJ00,2533.3,1579.9,953.5,14951.3,9265.9,5685.3
181,LD03  ,100,1999JJ00,3085.2,1823.1,1262.1,17308.2,10125.9,7182.1
182,LD03  ,100,2000JJ00,2963.9,1748.4,1215.6,16392.0,9713.4,6678.5
183,LD03  ,100,2001JJ00,2922.9,1823.3,1099.5,16280.0,10227.8,6052.3
184,LD03  ,100,2002JJ00,3061.5,1894.7,1166.7,17581.1,11020.7,6560.6
