ID,Zorgfuncties,Zorgaanbieders,Perioden,UitgavenAanGezondheidszorgIngezetenen_1
2122,A019189,A052811,2023JJ00,0
2123,A019189,A052811,2024JJ00,0
2124,A019189,A052812,2021JJ00,0
2125,A019189,A052812,2022JJ00,0
2126,A019189,A052812,2023JJ00,0
2127,A019189,A052812,2024JJ00,0
2128,A019189,A052813,2021JJ00,0
2129,A019189,A052813,2022JJ00,0
2130,A019189,A052813,2023JJ00,0
2131,A019189,A052813,2024JJ00,0
2132,A019189,A052814,2021JJ00,0
2133,A019189,A052814,2022JJ00,0
2134,A019189,A052814,2023JJ00,0
2135,A019189,A052814,2024JJ00,0
2136,A019189,A052815,2021JJ00,0
2137,A019189,A052815,2022JJ00,0
2138,A019189,A052815,2023JJ00,0
2139,A019189,A052815,2024JJ00,0
2140,A019189,A052816,2021JJ00,0
2141,A019189,A052816,2022JJ00,0
2142,A019189,A052816,2023JJ00,0
2143,A019189,A052816,2024JJ00,0
2144,A019189,A052817,2021JJ00,0
2145,A019189,A052817,2022JJ00,1
2146,A019189,A052817,2023JJ00,0
2147,A019189,A052817,2024JJ00,0
2148,A019189,A052818,2021JJ00,0
2149,A019189,A052818,2022JJ00,0
2150,A019189,A052818,2023JJ00,0
2151,A019189,A052818,2024JJ00,0
2152,A019189,A052819,2021JJ00,0
2153,A019189,A052819,2022JJ00,1
2154,A019189,A052819,2023JJ00,0
2155,A019189,A052819,2024JJ00,0
2156,A019189,A052820,2021JJ00,0
2157,A019189,A052820,2022JJ00,0
2158,A019189,A052820,2023JJ00,0
2159,A019189,A052820,2024JJ00,0
2160,A019190,A052785,2021JJ00,6192
2161,A019190,A052785,2022JJ00,6394
2162,A019190,A052785,2023JJ00,7014
2163,A019190,A052785,2024JJ00,7739
2164,A019190,A052786,2021JJ00,178
2165,A019190,A052786,2022JJ00,176
2166,A019190,A052786,2023JJ00,191
2167,A019190,A052786,2024JJ00,215
2168,A019190,A052787,2021JJ00,144
2169,A019190,A052787,2022JJ00,141
2170,A019190,A052787,2023JJ00,152
2171,A019190,A052787,2024JJ00,166
2172,A019190,A052788,2021JJ00,34
2173,A019190,A052788,2022JJ00,35
2174,A019190,A052788,2023JJ00,39
2175,A019190,A052788,2024JJ00,49
2176,A019190,A052789,2021JJ00,0
2177,A019190,A052789,2022JJ00,0
2178,A019190,A052789,2023JJ00,0
2179,A019190,A052789,2024JJ00,0
2180,A019190,A052790,2021JJ00,4738
2181,A019190,A052790,2022JJ00,4819
2182,A019190,A052790,2023JJ00,5239
2183,A019190,A052790,2024JJ00,5817
2184,A019190,A052791,2021JJ00,4290
2185,A019190,A052791,2022JJ00,4335
2186,A019190,A052791,2023JJ00,4702
2187,A019190,A052791,2024JJ00,5229
2188,A019190,A052792,2021JJ00,449
2189,A019190,A052792,2022JJ00,484
2190,A019190,A052792,2023JJ00,537
2191,A019190,A052792,2024JJ00,588
2192,A019190,A052795,2021JJ00,802
2193,A019190,A052795,2022JJ00,916
2194,A019190,A052795,2023JJ00,1080
2195,A019190,A052795,2024JJ00,1171
2196,A019190,A052796,2021JJ00,3
2197,A019190,A052796,2022JJ00,3
2198,A019190,A052796,2023JJ00,4
2199,A019190,A052796,2024JJ00,4
2200,A019190,A052797,2021JJ00,0
2201,A019190,A052797,2022JJ00,0
2202,A019190,A052797,2023JJ00,0
2203,A019190,A052797,2024JJ00,0
2204,A019190,A052799,2021JJ00,37
2205,A019190,A052799,2022JJ00,46
2206,A019190,A052799,2023JJ00,56
2207,A019190,A052799,2024JJ00,60
2208,A019190,A052798,2021JJ00,96
2209,A019190,A052798,2022JJ00,120
2210,A019190,A052798,2023JJ00,140
2211,A019190,A052798,2024JJ00,158
2212,A019190,A052800,2021JJ00,666
2213,A019190,A052800,2022JJ00,747
2214,A019190,A052800,2023JJ00,880
2215,A019190,A052800,2024JJ00,950
2216,A019190,A052801,2021JJ00,0
2217,A019190,A052801,2022JJ00,0
2218,A019190,A052801,2023JJ00,0
2219,A019190,A052801,2024JJ00,0
2220,A019190,A052802,2021JJ00,0
2221,A019190,A052802,2022JJ00,0
2222,A019190,A052802,2023JJ00,0
2223,A019190,A052802,2024JJ00,0
2224,A019190,A052803,2021JJ00,0
2225,A019190,A052803,2022JJ00,0
2226,A019190,A052803,2023JJ00,0
2227,A019190,A052803,2024JJ00,0
2228,A019190,A052806,2021JJ00,0
2229,A019190,A052806,2022JJ00,0
2230,A019190,A052806,2023JJ00,0
2231,A019190,A052806,2024JJ00,0
2232,A019190,A052807,2021JJ00,0
2233,A019190,A052807,2022JJ00,0
2234,A019190,A052807,2023JJ00,0
2235,A019190,A052807,2024JJ00,0
2236,A019190,A052808,2021JJ00,0
2237,A019190,A052808,2022JJ00,0
2238,A019190,A052808,2023JJ00,0
2239,A019190,A052808,2024JJ00,0
2240,A019190,A052811,2021JJ00,5
2241,A019190,A052811,2022JJ00,6
2242,A019190,A052811,2023JJ00,7
2243,A019190,A052811,2024JJ00,7
2244,A019190,A052812,2021JJ00,0
2245,A019190,A052812,2022JJ00,0
2246,A019190,A052812,2023JJ00,0
2247,A019190,A052812,2024JJ00,0
2248,A019190,A052813,2021JJ00,0
2249,A019190,A052813,2022JJ00,0
2250,A019190,A052813,2023JJ00,0
2251,A019190,A052813,2024JJ00,0
2252,A019190,A052814,2021JJ00,0
2253,A019190,A052814,2022JJ00,0
2254,A019190,A052814,2023JJ00,0
2255,A019190,A052814,2024JJ00,0
2256,A019190,A052815,2021JJ00,0
2257,A019190,A052815,2022JJ00,0
2258,A019190,A052815,2023JJ00,0
2259,A019190,A052815,2024JJ00,0
2260,A019190,A052816,2021JJ00,0
2261,A019190,A052816,2022JJ00,0
2262,A019190,A052816,2023JJ00,0
2263,A019190,A052816,2024JJ00,0
2264,A019190,A052817,2021JJ00,465
2265,A019190,A052817,2022JJ00,473
2266,A019190,A052817,2023JJ00,495
2267,A019190,A052817,2024JJ00,526
2268,A019190,A052818,2021JJ00,157
2269,A019190,A052818,2022JJ00,139
2270,A019190,A052818,2023JJ00,129
2271,A019190,A052818,2024JJ00,132
2272,A019190,A052819,2021JJ00,307
2273,A019190,A052819,2022JJ00,334
2274,A019190,A052819,2023JJ00,366
2275,A019190,A052819,2024JJ00,394
2276,A019190,A052820,2021JJ00,3
2277,A019190,A052820,2022JJ00,3
2278,A019190,A052820,2023JJ00,2
2279,A019190,A052820,2024JJ00,3
2280,A019191,A052785,2021JJ00,951
2281,A019191,A052785,2022JJ00,975
2282,A019191,A052785,2023JJ00,1069
2283,A019191,A052785,2024JJ00,1140
2284,A019191,A052786,2021JJ00,76
2285,A019191,A052786,2022JJ00,77
2286,A019191,A052786,2023JJ00,79
2287,A019191,A052786,2024JJ00,84
2288,A019191,A052787,2021JJ00,76
2289,A019191,A052787,2022JJ00,77
2290,A019191,A052787,2023JJ00,79
2291,A019191,A052787,2024JJ00,84
2292,A019191,A052788,2021JJ00,0
2293,A019191,A052788,2022JJ00,0
2294,A019191,A052788,2023JJ00,0
2295,A019191,A052788,2024JJ00,0
2296,A019191,A052789,2021JJ00,0
2297,A019191,A052789,2022JJ00,0
2298,A019191,A052789,2023JJ00,0
2299,A019191,A052789,2024JJ00,0
2300,A019191,A052790,2021JJ00,0
2301,A019191,A052790,2022JJ00,0
2302,A019191,A052790,2023JJ00,0
2303,A019191,A052790,2024JJ00,0
2304,A019191,A052791,2021JJ00,0
2305,A019191,A052791,2022JJ00,0
2306,A019191,A052791,2023JJ00,0
2307,A019191,A052791,2024JJ00,0
2308,A019191,A052792,2021JJ00,0
2309,A019191,A052792,2022JJ00,0
2310,A019191,A052792,2023JJ00,0
2311,A019191,A052792,2024JJ00,0
2312,A019191,A052795,2021JJ00,0
2313,A019191,A052795,2022JJ00,0
2314,A019191,A052795,2023JJ00,0
2315,A019191,A052795,2024JJ00,0
2316,A019191,A052796,2021JJ00,0
2317,A019191,A052796,2022JJ00,0
2318,A019191,A052796,2023JJ00,0
2319,A019191,A052796,2024JJ00,0
2320,A019191,A052797,2021JJ00,0
2321,A019191,A052797,2022JJ00,0
2322,A019191,A052797,2023JJ00,0
2323,A019191,A052797,2024JJ00,0
2324,A019191,A052799,2021JJ00,0
2325,A019191,A052799,2022JJ00,0
2326,A019191,A052799,2023JJ00,0
2327,A019191,A052799,2024JJ00,0
2328,A019191,A052798,2021JJ00,0
2329,A019191,A052798,2022JJ00,0
2330,A019191,A052798,2023JJ00,0
2331,A019191,A052798,2024JJ00,0
2332,A019191,A052800,2021JJ00,0
2333,A019191,A052800,2022JJ00,0
2334,A019191,A052800,2023JJ00,0
2335,A019191,A052800,2024JJ00,0
2336,A019191,A052801,2021JJ00,569
2337,A019191,A052801,2022JJ00,556
2338,A019191,A052801,2023JJ00,656
2339,A019191,A052801,2024JJ00,710
2340,A019191,A052802,2021JJ00,500
2341,A019191,A052802,2022JJ00,487
2342,A019191,A052802,2023JJ00,586
2343,A019191,A052802,2024JJ00,635
2344,A019191,A052803,2021JJ00,69
2345,A019191,A052803,2022JJ00,69
2346,A019191,A052803,2023JJ00,69
2347,A019191,A052803,2024JJ00,75
2348,A019191,A052806,2021JJ00,0
2349,A019191,A052806,2022JJ00,0
2350,A019191,A052806,2023JJ00,0
2351,A019191,A052806,2024JJ00,0
2352,A019191,A052807,2021JJ00,0
2353,A019191,A052807,2022JJ00,0
2354,A019191,A052807,2023JJ00,0
2355,A019191,A052807,2024JJ00,0
2356,A019191,A052808,2021JJ00,0
2357,A019191,A052808,2022JJ00,0
2358,A019191,A052808,2023JJ00,0
2359,A019191,A052808,2024JJ00,0
2360,A019191,A052811,2021JJ00,178
2361,A019191,A052811,2022JJ00,214
2362,A019191,A052811,2023JJ00,193
2363,A019191,A052811,2024JJ00,206
2364,A019191,A052812,2021JJ00,0
2365,A019191,A052812,2022JJ00,0
2366,A019191,A052812,2023JJ00,0
2367,A019191,A052812,2024JJ00,0
2368,A019191,A052813,2021JJ00,0
2369,A019191,A052813,2022JJ00,0
2370,A019191,A052813,2023JJ00,0
2371,A019191,A052813,2024JJ00,0
2372,A019191,A052814,2021JJ00,0
2373,A019191,A052814,2022JJ00,0
2374,A019191,A052814,2023JJ00,0
2375,A019191,A052814,2024JJ00,0
2376,A019191,A052815,2021JJ00,0
2377,A019191,A052815,2022JJ00,0
2378,A019191,A052815,2023JJ00,0
2379,A019191,A052815,2024JJ00,0
2380,A019191,A052816,2021JJ00,0
2381,A019191,A052816,2022JJ00,0
2382,A019191,A052816,2023JJ00,0
2383,A019191,A052816,2024JJ00,0
2384,A019191,A052817,2021JJ00,129
2385,A019191,A052817,2022JJ00,129
2386,A019191,A052817,2023JJ00,141
2387,A019191,A052817,2024JJ00,140
2388,A019191,A052818,2021JJ00,0
2389,A019191,A052818,2022JJ00,0
2390,A019191,A052818,2023JJ00,0
2391,A019191,A052818,2024JJ00,0
2392,A019191,A052819,2021JJ00,129
2393,A019191,A052819,2022JJ00,129
2394,A019191,A052819,2023JJ00,141
2395,A019191,A052819,2024JJ00,140
2396,A019191,A052820,2021JJ00,0
2397,A019191,A052820,2022JJ00,0
2398,A019191,A052820,2023JJ00,0
2399,A019191,A052820,2024JJ00,0
2400,A019192,A052785,2021JJ00,69
2401,A019192,A052785,2022JJ00,69
2402,A019192,A052785,2023JJ00,69
2403,A019192,A052785,2024JJ00,75
2404,A019192,A052786,2021JJ00,0
2405,A019192,A052786,2022JJ00,0
2406,A019192,A052786,2023JJ00,0
2407,A019192,A052786,2024JJ00,0
2408,A019192,A052787,2021JJ00,0
2409,A019192,A052787,2022JJ00,0
2410,A019192,A052787,2023JJ00,0
2411,A019192,A052787,2024JJ00,0
2412,A019192,A052788,2021JJ00,0
2413,A019192,A052788,2022JJ00,0
2414,A019192,A052788,2023JJ00,0
2415,A019192,A052788,2024JJ00,0
2416,A019192,A052789,2021JJ00,0
2417,A019192,A052789,2022JJ00,0
2418,A019192,A052789,2023JJ00,0
2419,A019192,A052789,2024JJ00,0
2420,A019192,A052790,2021JJ00,0
2421,A019192,A052790,2022JJ00,0
2422,A019192,A052790,2023JJ00,0
2423,A019192,A052790,2024JJ00,0
2424,A019192,A052791,2021JJ00,0
2425,A019192,A052791,2022JJ00,0
2426,A019192,A052791,2023JJ00,0
2427,A019192,A052791,2024JJ00,0
2428,A019192,A052792,2021JJ00,0
2429,A019192,A052792,2022JJ00,0
2430,A019192,A052792,2023JJ00,0
2431,A019192,A052792,2024JJ00,0
2432,A019192,A052795,2021JJ00,0
2433,A019192,A052795,2022JJ00,0
2434,A019192,A052795,2023JJ00,0
2435,A019192,A052795,2024JJ00,0
2436,A019192,A052796,2021JJ00,0
2437,A019192,A052796,2022JJ00,0
2438,A019192,A052796,2023JJ00,0
2439,A019192,A052796,2024JJ00,0
2440,A019192,A052797,2021JJ00,0
2441,A019192,A052797,2022JJ00,0
2442,A019192,A052797,2023JJ00,0
2443,A019192,A052797,2024JJ00,0
2444,A019192,A052799,2021JJ00,0
2445,A019192,A052799,2022JJ00,0
2446,A019192,A052799,2023JJ00,0
2447,A019192,A052799,2024JJ00,0
2448,A019192,A052798,2021JJ00,0
2449,A019192,A052798,2022JJ00,0
2450,A019192,A052798,2023JJ00,0
2451,A019192,A052798,2024JJ00,0
2452,A019192,A052800,2021JJ00,0
2453,A019192,A052800,2022JJ00,0
2454,A019192,A052800,2023JJ00,0
2455,A019192,A052800,2024JJ00,0
2456,A019192,A052801,2021JJ00,69
2457,A019192,A052801,2022JJ00,69
2458,A019192,A052801,2023JJ00,69
2459,A019192,A052801,2024JJ00,75
2460,A019192,A052802,2021JJ00,0
2461,A019192,A052802,2022JJ00,0
2462,A019192,A052802,2023JJ00,0
2463,A019192,A052802,2024JJ00,0
2464,A019192,A052803,2021JJ00,69
2465,A019192,A052803,2022JJ00,69
2466,A019192,A052803,2023JJ00,69
2467,A019192,A052803,2024JJ00,75
2468,A019192,A052806,2021JJ00,0
2469,A019192,A052806,2022JJ00,0
2470,A019192,A052806,2023JJ00,0
2471,A019192,A052806,2024JJ00,0
2472,A019192,A052807,2021JJ00,0
2473,A019192,A052807,2022JJ00,0
2474,A019192,A052807,2023JJ00,0
2475,A019192,A052807,2024JJ00,0
2476,A019192,A052808,2021JJ00,0
2477,A019192,A052808,2022JJ00,0
2478,A019192,A052808,2023JJ00,0
2479,A019192,A052808,2024JJ00,0
2480,A019192,A052811,2021JJ00,0
2481,A019192,A052811,2022JJ00,0
2482,A019192,A052811,2023JJ00,0
2483,A019192,A052811,2024JJ00,0
2484,A019192,A052812,2021JJ00,0
2485,A019192,A052812,2022JJ00,0
2486,A019192,A052812,2023JJ00,0
2487,A019192,A052812,2024JJ00,0
2488,A019192,A052813,2021JJ00,0
2489,A019192,A052813,2022JJ00,0
2490,A019192,A052813,2023JJ00,0
2491,A019192,A052813,2024JJ00,0
2492,A019192,A052814,2021JJ00,0
2493,A019192,A052814,2022JJ00,0
2494,A019192,A052814,2023JJ00,0
2495,A019192,A052814,2024JJ00,0
2496,A019192,A052815,2021JJ00,0
2497,A019192,A052815,2022JJ00,0
2498,A019192,A052815,2023JJ00,0
2499,A019192,A052815,2024JJ00,0
2500,A019192,A052816,2021JJ00,0
2501,A019192,A052816,2022JJ00,0
2502,A019192,A052816,2023JJ00,0
2503,A019192,A052816,2024JJ00,0
2504,A019192,A052817,2021JJ00,0
2505,A019192,A052817,2022JJ00,0
2506,A019192,A052817,2023JJ00,0
2507,A019192,A052817,2024JJ00,0
2508,A019192,A052818,2021JJ00,0
2509,A019192,A052818,2022JJ00,0
2510,A019192,A052818,2023JJ00,0
2511,A019192,A052818,2024JJ00,0
2512,A019192,A052819,2021JJ00,0
2513,A019192,A052819,2022JJ00,0
2514,A019192,A052819,2023JJ00,0
2515,A019192,A052819,2024JJ00,0
2516,A019192,A052820,2021JJ00,0
2517,A019192,A052820,2022JJ00,0
2518,A019192,A052820,2023JJ00,0
2519,A019192,A052820,2024JJ00,0
2520,A019193,A052785,2021JJ00,0
2521,A019193,A052785,2022JJ00,0
2522,A019193,A052785,2023JJ00,0
2523,A019193,A052785,2024JJ00,0
2524,A019193,A052786,2021JJ00,0
2525,A019193,A052786,2022JJ00,0
2526,A019193,A052786,2023JJ00,0
2527,A019193,A052786,2024JJ00,0
2528,A019193,A052787,2021JJ00,0
2529,A019193,A052787,2022JJ00,0
2530,A019193,A052787,2023JJ00,0
2531,A019193,A052787,2024JJ00,0
2532,A019193,A052788,2021JJ00,0
2533,A019193,A052788,2022JJ00,0
2534,A019193,A052788,2023JJ00,0
2535,A019193,A052788,2024JJ00,0
2536,A019193,A052789,2021JJ00,0
2537,A019193,A052789,2022JJ00,0
2538,A019193,A052789,2023JJ00,0
2539,A019193,A052789,2024JJ00,0
2540,A019193,A052790,2021JJ00,0
2541,A019193,A052790,2022JJ00,0
2542,A019193,A052790,2023JJ00,0
2543,A019193,A052790,2024JJ00,0
2544,A019193,A052791,2021JJ00,0
2545,A019193,A052791,2022JJ00,0
2546,A019193,A052791,2023JJ00,0
2547,A019193,A052791,2024JJ00,0
2548,A019193,A052792,2021JJ00,0
2549,A019193,A052792,2022JJ00,0
2550,A019193,A052792,2023JJ00,0
2551,A019193,A052792,2024JJ00,0
2552,A019193,A052795,2021JJ00,0
2553,A019193,A052795,2022JJ00,0
2554,A019193,A052795,2023JJ00,0
2555,A019193,A052795,2024JJ00,0
2556,A019193,A052796,2021JJ00,0
2557,A019193,A052796,2022JJ00,0
2558,A019193,A052796,2023JJ00,0
2559,A019193,A052796,2024JJ00,0
2560,A019193,A052797,2021JJ00,0
2561,A019193,A052797,2022JJ00,0
2562,A019193,A052797,2023JJ00,0
2563,A019193,A052797,2024JJ00,0
2564,A019193,A052799,2021JJ00,0
2565,A019193,A052799,2022JJ00,0
2566,A019193,A052799,2023JJ00,0
2567,A019193,A052799,2024JJ00,0
2568,A019193,A052798,2021JJ00,0
2569,A019193,A052798,2022JJ00,0
2570,A019193,A052798,2023JJ00,0
2571,A019193,A052798,2024JJ00,0
2572,A019193,A052800,2021JJ00,0
2573,A019193,A052800,2022JJ00,0
2574,A019193,A052800,2023JJ00,0
2575,A019193,A052800,2024JJ00,0
2576,A019193,A052801,2021JJ00,0
2577,A019193,A052801,2022JJ00,0
2578,A019193,A052801,2023JJ00,0
2579,A019193,A052801,2024JJ00,0
2580,A019193,A052802,2021JJ00,0
2581,A019193,A052802,2022JJ00,0
2582,A019193,A052802,2023JJ00,0
2583,A019193,A052802,2024JJ00,0
2584,A019193,A052803,2021JJ00,0
2585,A019193,A052803,2022JJ00,0
2586,A019193,A052803,2023JJ00,0
2587,A019193,A052803,2024JJ00,0
2588,A019193,A052806,2021JJ00,0
2589,A019193,A052806,2022JJ00,0
2590,A019193,A052806,2023JJ00,0
2591,A019193,A052806,2024JJ00,0
2592,A019193,A052807,2021JJ00,0
2593,A019193,A052807,2022JJ00,0
2594,A019193,A052807,2023JJ00,0
2595,A019193,A052807,2024JJ00,0
2596,A019193,A052808,2021JJ00,0
2597,A019193,A052808,2022JJ00,0
2598,A019193,A052808,2023JJ00,0
2599,A019193,A052808,2024JJ00,0
2600,A019193,A052811,2021JJ00,0
2601,A019193,A052811,2022JJ00,0
2602,A019193,A052811,2023JJ00,0
2603,A019193,A052811,2024JJ00,0
2604,A019193,A052812,2021JJ00,0
2605,A019193,A052812,2022JJ00,0
2606,A019193,A052812,2023JJ00,0
2607,A019193,A052812,2024JJ00,0
2608,A019193,A052813,2021JJ00,0
2609,A019193,A052813,2022JJ00,0
2610,A019193,A052813,2023JJ00,0
2611,A019193,A052813,2024JJ00,0
2612,A019193,A052814,2021JJ00,0
2613,A019193,A052814,2022JJ00,0
2614,A019193,A052814,2023JJ00,0
2615,A019193,A052814,2024JJ00,0
2616,A019193,A052815,2021JJ00,0
2617,A019193,A052815,2022JJ00,0
2618,A019193,A052815,2023JJ00,0
2619,A019193,A052815,2024JJ00,0
2620,A019193,A052816,2021JJ00,0
2621,A019193,A052816,2022JJ00,0
2622,A019193,A052816,2023JJ00,0
2623,A019193,A052816,2024JJ00,0
2624,A019193,A052817,2021JJ00,0
2625,A019193,A052817,2022JJ00,0
2626,A019193,A052817,2023JJ00,0
2627,A019193,A052817,2024JJ00,0
2628,A019193,A052818,2021JJ00,0
2629,A019193,A052818,2022JJ00,0
2630,A019193,A052818,2023JJ00,0
2631,A019193,A052818,2024JJ00,0
2632,A019193,A052819,2021JJ00,0
2633,A019193,A052819,2022JJ00,0
2634,A019193,A052819,2023JJ00,0
2635,A019193,A052819,2024JJ00,0
2636,A019193,A052820,2021JJ00,0
2637,A019193,A052820,2022JJ00,0
2638,A019193,A052820,2023JJ00,0
2639,A019193,A052820,2024JJ00,0
2640,A019194,A052785,2021JJ00,883
2641,A019194,A052785,2022JJ00,906
2642,A019194,A052785,2023JJ00,1000
2643,A019194,A052785,2024JJ00,1065
2644,A019194,A052786,2021JJ00,76
2645,A019194,A052786,2022JJ00,77
2646,A019194,A052786,2023JJ00,79
2647,A019194,A052786,2024JJ00,84
2648,A019194,A052787,2021JJ00,76
2649,A019194,A052787,2022JJ00,77
2650,A019194,A052787,2023JJ00,79
2651,A019194,A052787,2024JJ00,84
2652,A019194,A052788,2021JJ00,0
2653,A019194,A052788,2022JJ00,0
2654,A019194,A052788,2023JJ00,0
2655,A019194,A052788,2024JJ00,0
2656,A019194,A052789,2021JJ00,0
2657,A019194,A052789,2022JJ00,0
2658,A019194,A052789,2023JJ00,0
2659,A019194,A052789,2024JJ00,0
2660,A019194,A052790,2021JJ00,0
2661,A019194,A052790,2022JJ00,0
2662,A019194,A052790,2023JJ00,0
2663,A019194,A052790,2024JJ00,0
2664,A019194,A052791,2021JJ00,0
2665,A019194,A052791,2022JJ00,0
2666,A019194,A052791,2023JJ00,0
2667,A019194,A052791,2024JJ00,0
2668,A019194,A052792,2021JJ00,0
2669,A019194,A052792,2022JJ00,0
2670,A019194,A052792,2023JJ00,0
2671,A019194,A052792,2024JJ00,0
2672,A019194,A052795,2021JJ00,0
2673,A019194,A052795,2022JJ00,0
2674,A019194,A052795,2023JJ00,0
2675,A019194,A052795,2024JJ00,0
2676,A019194,A052796,2021JJ00,0
2677,A019194,A052796,2022JJ00,0
2678,A019194,A052796,2023JJ00,0
2679,A019194,A052796,2024JJ00,0
2680,A019194,A052797,2021JJ00,0
2681,A019194,A052797,2022JJ00,0
2682,A019194,A052797,2023JJ00,0
2683,A019194,A052797,2024JJ00,0
2684,A019194,A052799,2021JJ00,0
2685,A019194,A052799,2022JJ00,0
2686,A019194,A052799,2023JJ00,0
2687,A019194,A052799,2024JJ00,0
2688,A019194,A052798,2021JJ00,0
2689,A019194,A052798,2022JJ00,0
2690,A019194,A052798,2023JJ00,0
2691,A019194,A052798,2024JJ00,0
2692,A019194,A052800,2021JJ00,0
2693,A019194,A052800,2022JJ00,0
2694,A019194,A052800,2023JJ00,0
2695,A019194,A052800,2024JJ00,0
2696,A019194,A052801,2021JJ00,500
2697,A019194,A052801,2022JJ00,487
2698,A019194,A052801,2023JJ00,586
2699,A019194,A052801,2024JJ00,635
2700,A019194,A052802,2021JJ00,500
2701,A019194,A052802,2022JJ00,487
2702,A019194,A052802,2023JJ00,586
2703,A019194,A052802,2024JJ00,635
2704,A019194,A052803,2021JJ00,0
2705,A019194,A052803,2022JJ00,0
2706,A019194,A052803,2023JJ00,0
2707,A019194,A052803,2024JJ00,0
2708,A019194,A052806,2021JJ00,0
2709,A019194,A052806,2022JJ00,0
2710,A019194,A052806,2023JJ00,0
2711,A019194,A052806,2024JJ00,0
2712,A019194,A052807,2021JJ00,0
2713,A019194,A052807,2022JJ00,0
2714,A019194,A052807,2023JJ00,0
2715,A019194,A052807,2024JJ00,0
2716,A019194,A052808,2021JJ00,0
2717,A019194,A052808,2022JJ00,0
2718,A019194,A052808,2023JJ00,0
2719,A019194,A052808,2024JJ00,0
2720,A019194,A052811,2021JJ00,178
2721,A019194,A052811,2022JJ00,214
2722,A019194,A052811,2023JJ00,193
2723,A019194,A052811,2024JJ00,206
2724,A019194,A052812,2021JJ00,0
2725,A019194,A052812,2022JJ00,0
2726,A019194,A052812,2023JJ00,0
2727,A019194,A052812,2024JJ00,0
2728,A019194,A052813,2021JJ00,0
2729,A019194,A052813,2022JJ00,0
2730,A019194,A052813,2023JJ00,0
2731,A019194,A052813,2024JJ00,0
2732,A019194,A052814,2021JJ00,0
2733,A019194,A052814,2022JJ00,0
2734,A019194,A052814,2023JJ00,0
2735,A019194,A052814,2024JJ00,0
2736,A019194,A052815,2021JJ00,0
2737,A019194,A052815,2022JJ00,0
2738,A019194,A052815,2023JJ00,0
2739,A019194,A052815,2024JJ00,0
2740,A019194,A052816,2021JJ00,0
2741,A019194,A052816,2022JJ00,0
2742,A019194,A052816,2023JJ00,0
2743,A019194,A052816,2024JJ00,0
2744,A019194,A052817,2021JJ00,129
2745,A019194,A052817,2022JJ00,129
2746,A019194,A052817,2023JJ00,141
2747,A019194,A052817,2024JJ00,140
2748,A019194,A052818,2021JJ00,0
2749,A019194,A052818,2022JJ00,0
2750,A019194,A052818,2023JJ00,0
2751,A019194,A052818,2024JJ00,0
2752,A019194,A052819,2021JJ00,129
2753,A019194,A052819,2022JJ00,129
2754,A019194,A052819,2023JJ00,141
2755,A019194,A052819,2024JJ00,140
2756,A019194,A052820,2021JJ00,0
2757,A019194,A052820,2022JJ00,0
2758,A019194,A052820,2023JJ00,0
2759,A019194,A052820,2024JJ00,0
2760,A019195,A052785,2021JJ00,9862
2761,A019195,A052785,2022JJ00,10104
2762,A019195,A052785,2023JJ00,10284
2763,A019195,A052785,2024JJ00,10984
2764,A019195,A052786,2021JJ00,471
2765,A019195,A052786,2022JJ00,617
2766,A019195,A052786,2023JJ00,698
2767,A019195,A052786,2024JJ00,747
2768,A019195,A052787,2021JJ00,440
2769,A019195,A052787,2022JJ00,558
2770,A019195,A052787,2023JJ00,632
2771,A019195,A052787,2024JJ00,677
2772,A019195,A052788,2021JJ00,0
2773,A019195,A052788,2022JJ00,0
2774,A019195,A052788,2023JJ00,0
2775,A019195,A052788,2024JJ00,0
2776,A019195,A052789,2021JJ00,31
2777,A019195,A052789,2022JJ00,59
2778,A019195,A052789,2023JJ00,66
2779,A019195,A052789,2024JJ00,71
2780,A019195,A052790,2021JJ00,59
2781,A019195,A052790,2022JJ00,56
2782,A019195,A052790,2023JJ00,58
2783,A019195,A052790,2024JJ00,62
2784,A019195,A052791,2021JJ00,59
2785,A019195,A052791,2022JJ00,56
2786,A019195,A052791,2023JJ00,58
2787,A019195,A052791,2024JJ00,62
2788,A019195,A052792,2021JJ00,0
2789,A019195,A052792,2022JJ00,0
2790,A019195,A052792,2023JJ00,0
2791,A019195,A052792,2024JJ00,0
2792,A019195,A052795,2021JJ00,471
2793,A019195,A052795,2022JJ00,485
2794,A019195,A052795,2023JJ00,511
2795,A019195,A052795,2024JJ00,547
2796,A019195,A052796,2021JJ00,236
2797,A019195,A052796,2022JJ00,240
2798,A019195,A052796,2023JJ00,238
2799,A019195,A052796,2024JJ00,255
2800,A019195,A052797,2021JJ00,0
2801,A019195,A052797,2022JJ00,0
2802,A019195,A052797,2023JJ00,0
2803,A019195,A052797,2024JJ00,0
2804,A019195,A052799,2021JJ00,32
2805,A019195,A052799,2022JJ00,39
2806,A019195,A052799,2023JJ00,55
2807,A019195,A052799,2024JJ00,60
2808,A019195,A052798,2021JJ00,18
2809,A019195,A052798,2022JJ00,16
2810,A019195,A052798,2023JJ00,14
2811,A019195,A052798,2024JJ00,15
2812,A019195,A052800,2021JJ00,185
2813,A019195,A052800,2022JJ00,191
2814,A019195,A052800,2023JJ00,203
2815,A019195,A052800,2024JJ00,218
2816,A019195,A052801,2021JJ00,0
2817,A019195,A052801,2022JJ00,0
