ID,Prijscomponenten,Belastingen,Perioden,MinderDan20GJ_1,k_20Tot200GJ_2,k_1Tot10TJ_3,k_10Tot100TJ_4,k_100Tot1000TJ_5,k_1000TJEnMeer_6,MinderDan1MWh_7,k_1Tot25MWh_8,k_25Tot5MWh_9,k_5Tot15MWh_10,k_20Tot500MWh_11,k_500Tot2000MWh_12,k_2000Tot20000MWh_13,k_20000Tot70000MWh_14,k_70000Tot150000MWh_15,k_150000MWhEnMeer_16
0,A047656,A047659,2007KW01,28.278,19.661,17.076,13.073,9.765,8.045,-0.009,0.14,0.177,0.194,0.162,0.126,0.107,0.099,0.09,0.075
1,A047656,A047659,2007KW02,37.89,21.619,18.567,12.301,9.306,7.679,-0.022,0.135,0.175,0.193,0.151,0.12,0.105,0.097,0.084,0.074
2,A047656,A047659,2007KW03,39.019,22.065,18.699,12.179,9.466,7.836,-0.028,0.134,0.174,0.193,0.148,0.12,0.104,0.094,0.084,0.073
3,A047656,A047659,2007KW04,27.108,18.981,16.095,11.456,9.358,8.369,-0.01,0.138,0.174,0.191,0.144,0.122,0.104,0.093,0.084,0.076
4,A047656,A047659,2007JJ00,30.351,19.873,17.067,12.178,9.45,8.046,-0.017,0.137,0.175,0.193,0.152,0.122,0.105,0.096,0.086,0.075
5,A047656,A047659,2008KW01,25.589,18.739,14.159,12.603,10.021,8.344,-0.032,0.135,0.176,0.19,0.153,0.127,0.107,0.1,0.096,0.085
6,A047656,A047659,2008KW02,37.274,21.22,16.444,12.1,10.019,8.847,-0.048,0.133,0.178,0.194,0.144,0.123,0.108,0.101,0.093,0.081
7,A047656,A047659,2008KW03,46.688,24.622,18.785,12.711,10.734,10.174,-0.063,0.13,0.176,0.195,0.144,0.125,0.11,0.101,0.093,0.085
8,A047656,A047659,2008KW04,27.453,20.292,16.566,12.173,10.952,10.848,0.004,0.147,0.183,0.198,0.142,0.122,0.108,0.1,0.093,0.085
9,A047656,A047659,2008JJ00,29.835,20.195,15.766,12.353,10.382,9.541,-0.033,0.137,0.178,0.194,0.146,0.124,0.108,0.1,0.094,0.084
10,A047656,A047659,2009KW01,26.133,21.44,18.56,13.794,11.486,9.005,-0.069,0.154,0.202,0.218,0.211,0.136,0.119,0.114,0.111,0.081
11,A047656,A047659,2009KW02,47.46,27.182,19.595,11.935,9.611,6.799,-0.147,0.133,0.193,0.213,0.164,0.128,0.117,0.103,0.097,0.079
12,A047656,A047659,2009KW03,64.847,28.658,20.628,12.78,10.096,6.963,-0.163,0.124,0.186,0.207,0.149,0.128,0.117,0.099,0.096,0.073
13,A047656,A047659,2009KW04,23.267,17.046,16.329,11.133,9.086,7.05,-0.081,0.146,0.194,0.211,0.145,0.125,0.115,0.1,0.092,0.072
14,A047656,A047659,2009JJ00,29.72,20.897,18.308,12.359,9.982,7.274,-0.11,0.141,0.194,0.213,0.167,0.129,0.117,0.104,0.099,0.076
15,A047656,A047659,2010KW01,23.151,17.856,15.037,11.563,8.562,6.259,-0.108,0.13,0.181,0.199,0.195,0.125,0.106,0.095,0.091,0.075
16,A047656,A047659,2010KW02,39.398,22.494,16.61,10.292,8.341,6.74,-0.186,0.108,0.171,0.193,0.154,0.116,0.106,0.085,0.084,0.075
17,A047656,A047659,2010KW03,63.407,28.81,18.765,11.172,8.866,7.655,-0.174,0.113,0.173,0.194,0.135,0.117,0.107,0.085,0.087,0.077
18,A047656,A047659,2010KW04,24.439,18.474,16.034,9.887,8.477,7.146,-0.096,0.135,0.183,0.199,0.133,0.114,0.105,0.085,0.086,0.076
19,A047656,A047659,2010JJ00,28.253,19.368,16.055,10.717,8.494,6.836,-0.137,0.123,0.178,0.197,0.154,0.118,0.106,0.088,0.087,0.075
20,A047656,A047659,2011KW01,22.641,17.866,15.721,12.39,9.326,7.954,-0.09,0.137,0.184,0.198,0.185,0.122,0.104,0.093,0.089,0.073
21,A047656,A047659,2011KW02,50.464,25.77,17.402,11.001,9.077,8.544,-0.164,0.117,0.176,0.193,0.148,0.114,0.103,0.084,0.084,0.078
22,A047656,A047659,2011KW03,64.189,30.443,18.635,11.484,9.202,8.478,-0.172,0.113,0.174,0.193,0.136,0.117,0.106,0.086,0.093,0.081
23,A047656,A047659,2011KW04,26.957,20.071,16.827,10.424,8.941,8.707,-0.089,0.138,0.185,0.199,0.124,0.109,0.101,0.082,0.083,0.075
24,A047656,A047659,2011JJ00,29.719,20.266,16.72,11.356,9.092,8.307,-0.125,0.128,0.18,0.196,0.148,0.115,0.104,0.086,0.087,0.077
25,A047656,A047659,2012KW01,24.794,19.571,16.818,13.275,10.086,8.726,-0.088,0.141,0.188,0.202,0.185,0.117,0.098,0.088,0.084,0.07
26,A047656,A047659,2012KW02,39.435,23.637,18.12,11.588,9.695,9.153,-0.147,0.126,0.181,0.198,0.156,0.115,0.105,0.086,0.084,0.073
27,A047656,A047659,2012KW03,69.161,32.38,18.688,11.774,9.736,9.197,-0.171,0.12,0.179,0.197,0.132,0.114,0.105,0.085,0.084,0.075
28,A047656,A047659,2012KW04,28.696,21.754,17.261,11.748,10.688,9.766,-0.097,0.144,0.192,0.205,0.129,0.116,0.103,0.087,0.085,0.079
29,A047656,A047659,2012JJ00,31.135,21.71,17.413,12.123,9.973,8.995,-0.123,0.134,0.186,0.201,0.151,0.116,0.102,0.087,0.084,0.073
30,A047656,A047659,2013KW01,25.956,21.087,18.793,15.361,11.4,9.659,-0.075,0.148,0.192,0.205,0.202,0.116,0.109,0.1,0.09,0.09
31,A047656,A047659,2013KW02,40.53,24.782,19.239,11.911,10.385,9.878,-0.155,0.129,0.186,0.202,0.154,0.113,0.106,0.089,0.091,0.086
32,A047656,A047659,2013KW03,78.802,35.015,19.623,12.291,10.541,9.636,-0.16,0.128,0.186,0.202,0.136,0.117,0.107,0.095,0.094,0.093
33,A047656,A047659,2013KW04,30.263,21.854,19.465,11.46,10.476,9.685,-0.087,0.147,0.194,0.207,0.133,0.112,0.102,0.091,0.095,0.089
34,A047656,A047659,2013JJ00,32.417,22.655,19.206,13.086,10.801,9.699,-0.114,0.139,0.19,0.204,0.155,0.114,0.106,0.093,0.092,0.089
35,A047656,A047659,2014KW01,26.874,20.753,19.157,15.505,11.194,9.937,-0.129,0.134,0.188,0.204,0.198,0.118,0.104,0.098,0.095,0.082
36,A047656,A047659,2014KW02,48.754,26.193,19.856,11.046,9.283,8.088,-0.196,0.115,0.179,0.199,0.153,0.109,0.101,0.083,0.085,0.076
37,A047656,A047659,2014KW03,75.854,32.745,19.751,10.996,8.858,7.216,-0.208,0.111,0.177,0.198,0.133,0.108,0.1,0.082,0.084,0.076
38,A047656,A047659,2014KW04,28.521,21.029,19.45,11.562,9.412,8.651,-0.137,0.127,0.182,0.2,0.131,0.107,0.099,0.081,0.088,0.083
39,A047656,A047659,2014JJ00,33.278,22.29,19.441,12.689,9.736,8.537,-0.165,0.123,0.182,0.201,0.153,0.11,0.101,0.085,0.088,0.079
40,A047656,A047659,2015KW01,25.557,20.077,18.35,14.042,10.882,8.659,-0.011,0.159,0.199,0.209,0.192,0.114,0.1,0.094,0.09,0.083
41,A047656,A047659,2015KW02,42.626,24.17,18.618,11.684,9.408,8.314,-0.041,0.153,0.199,0.208,0.15,0.104,0.097,0.078,0.081,0.079
42,A047656,A047659,2015KW03,73.408,30.927,19.065,11.494,9.312,7.858,-0.138,0.122,0.178,0.195,0.131,0.104,0.097,0.077,0.082,0.079
43,A047656,A047659,2015KW04,29.585,20.448,19.199,10.304,8.645,7.261,-0.062,0.145,0.19,0.203,0.125,0.101,0.096,0.076,0.081,0.077
44,A047656,A047659,2015JJ00,32.38,21.476,18.667,12.247,9.638,8.026,-0.059,0.146,0.192,0.204,0.151,0.106,0.098,0.081,0.083,0.079
45,A047656,A047659,2016KW01,26.203,20.729,19.215,14.43,9.192,6.624,-0.085,0.121,0.165,0.178,0.184,0.109,0.094,0.086,0.08,0.071
46,A047656,A047659,2016KW02,44.263,24.915,19.971,10.273,7.88,5.64,-0.14,0.106,0.158,0.173,0.144,0.099,0.093,0.072,0.069,0.068
47,A047656,A047659,2016KW03,78.25,30.967,20.384,10.006,8.211,5.846,-0.16,0.099,0.155,0.171,0.129,0.099,0.093,0.071,0.071,0.069
48,A047656,A047659,2016KW04,29.094,20.822,18.458,9.529,8.145,6.627,-0.065,0.121,0.163,0.175,0.119,0.096,0.092,0.071,0.071,0.073
49,A047656,A047659,2016JJ00,32.488,21.915,19.231,11.599,8.387,6.17,-0.108,0.113,0.161,0.174,0.146,0.101,0.093,0.075,0.072,0.07
50,A047656,A047659,2017KW01,26.852,20.141,18.602,13.626,9.138,7.5,-0.091,0.113,0.159,0.175,0.182,0.105,0.095,0.081,0.07,0.069
51,A047656,A047659,2017KW02,48.607,24.983,18.672,9.449,7.436,6.372,-0.147,0.097,0.152,0.171,0.145,0.093,0.092,0.066,0.06,0.064
52,A047656,A047659,2017KW03,98.621,36.797,19.168,9.308,7.751,6.328,-0.165,0.092,0.15,0.169,0.111,0.094,0.092,0.063,0.061,0.064
53,A047656,A047659,2017KW04,29.37,20.708,17.928,8.969,7.765,7.14,-0.082,0.116,0.16,0.175,0.114,0.091,0.091,0.063,0.062,0.066
54,A047656,A047659,2017JJ00,34.115,21.778,18.491,10.843,8.13,6.873,-0.118,0.106,0.156,0.173,0.14,0.096,0.093,0.068,0.064,0.066
55,A047656,A047659,2018KW01,28.087,21.46,19.079,14.052,9.371,7.694,-0.01,0.135,0.176,0.189,0.191,0.109,0.096,0.086,0.073,0.068
56,A047656,A047659,2018KW02,54.526,27.25,19.49,10.112,8.007,7.606,-0.058,0.113,0.163,0.18,0.157,0.101,0.093,0.068,0.063,0.063
57,A047656,A047659,2018KW03,94.298,35.908,20.156,10.207,8.482,8.538,-0.081,0.112,0.166,0.184,0.135,0.098,0.095,0.068,0.067,0.071
58,A047656,A047659,2018KW04,31.641,22.042,18.374,9.896,8.478,8.825,-0.039,0.13,0.174,0.189,0.121,0.098,0.098,0.07,0.074,0.068
59,A047656,A047659,2018JJ00,35.761,23.143,19.05,11.601,8.627,8.234,-0.041,0.124,0.171,0.186,0.15,0.101,0.096,0.073,0.069,0.068
60,A047656,A047659,2019KW01,30.815,24.275,21.436,14.915,9.622,8.348,0.078,0.179,0.203,0.21,0.193,0.118,0.106,0.097,0.081,0.075
61,A047656,A047659,2019KW02,59.918,32.434,21.411,9.696,7.555,6.359,0.085,0.185,0.208,0.212,0.134,0.109,0.104,0.073,0.069,0.071
62,A047656,A047659,2019KW03,92.317,42.609,21.771,10.555,7.333,5.381,0.093,0.184,0.207,0.211,0.128,0.109,0.105,0.073,0.068,0.071
63,A047656,A047659,2019KW04,35.574,25.084,19.064,9.213,7.017,5.548,0.111,0.188,0.207,0.211,0.13,0.109,0.103,0.072,0.067,0.071
64,A047656,A047659,2019JJ00,39.133,26.207,20.601,11.569,7.96,6.759,0.087,0.182,0.205,0.21,0.147,0.111,0.104,0.079,0.072,0.072
65,A047656,A047659,2020KW01,33.817,26.204,22.801,16.413,9.038,6.684,-0.202,0.078,0.152,0.189,0.204,0.134,0.12,0.103,0.083,0.073
66,A047656,A047659,2020KW02,54.835,32.627,23.092,9.198,6.97,5.461,-0.294,0.037,0.131,0.18,0.149,0.122,0.116,0.072,0.071,0.071
67,A047656,A047659,2020KW03,94.115,43.787,23.705,9.452,7.105,5.399,-0.398,0.003,0.112,0.169,0.138,0.124,0.118,0.075,0.075,0.071
68,A047656,A047659,2020KW04,35.325,25.71,22.68,9.415,7.336,6.84,-0.187,0.081,0.152,0.186,0.142,0.126,0.12,0.077,0.075,0.072
69,A047656,A047659,2020JJ00,41.28,27.815,22.884,11.697,7.727,6.298,-0.259,0.055,0.139,0.182,0.155,0.127,0.119,0.083,0.077,0.07
70,A047656,A047659,2021KW01,32.51,25.408,23.045,16.384,9.708,8.087,-0.214,0.064,0.142,0.18,0.211,0.141,0.128,0.115,0.088,0.081
71,A047656,A047659,2021KW02,52.267,30.788,23.698,10.48,8.927,9.242,-0.367,0.001,0.109,0.166,0.156,0.132,0.128,0.081,0.075,0.083
72,A047656,A047659,2021KW03,96.214,45.875,25.123,13.41,12.621,14.601,-0.381,0.01,0.119,0.176,0.158,0.141,0.142,0.093,0.089,0.108
73,A047656,A047659,2021KW04,36.327,28.078,24.825,16.334,15.955,20.747,-0.168,0.09,0.165,0.201,0.17,0.157,0.165,0.116,0.096,0.143
74,A047656,A047659,2021JJ00,40.547,28.103,23.956,14.624,11.473,12.417,-0.266,0.045,0.134,0.177,0.173,0.143,0.141,0.102,0.087,0.105
75,A047656,A047659,2022KW01,41.528,33.961,30.4,28.215,22.313,26.441,-0.545,-0.065,0.076,0.152,0.259,0.216,0.216,0.208,0.188,0.186
76,A047656,A047659,2022KW02,64.015,42.35,30.929,21.119,20.205,28.812,-0.814,-0.16,0.035,0.145,0.218,0.2,0.205,0.164,0.156,0.179
77,A047656,A047659,2022KW03,110.272,59.896,31.564,23.785,23.399,45.606,-0.718,-0.117,0.063,0.169,0.245,0.206,0.242,0.204,0.194,0.234
78,A047656,A047659,2022KW04,67.058,56.695,29.271,19.918,21.535,26.061,-0.368,0.08,0.229,0.313,0.222,0.186,0.211,0.158,0.145,0.171
79,A047656,A047659,2022JJ00,55.883,43.282,30.316,23.8,21.866,30.764,-0.591,-0.056,0.105,0.196,0.236,0.202,0.218,0.185,0.171,0.194
80,A047656,A047660,2007KW01,23.763,16.521,14.35,10.986,8.206,6.761,-0.007,0.118,0.149,0.163,0.136,0.106,0.09,0.083,0.076,0.063
81,A047656,A047660,2007KW02,31.84,18.167,15.602,10.337,7.82,6.453,-0.019,0.114,0.147,0.163,0.127,0.101,0.088,0.082,0.071,0.062
82,A047656,A047660,2007KW03,32.789,18.542,15.713,10.235,7.955,6.585,-0.023,0.113,0.146,0.162,0.125,0.101,0.088,0.079,0.071,0.061
83,A047656,A047660,2007KW04,22.779,15.951,13.525,9.627,7.864,7.032,-0.008,0.116,0.147,0.161,0.121,0.102,0.087,0.078,0.071,0.064
84,A047656,A047660,2007JJ00,25.505,16.7,14.342,10.234,7.941,6.761,-0.014,0.115,0.147,0.162,0.127,0.103,0.088,0.081,0.072,0.063
85,A047656,A047660,2008KW01,21.503,15.747,11.898,10.59,8.421,7.012,-0.027,0.114,0.148,0.16,0.129,0.107,0.09,0.084,0.081,0.071
86,A047656,A047660,2008KW02,31.323,17.832,13.819,10.168,8.42,7.435,-0.04,0.112,0.15,0.163,0.121,0.104,0.091,0.085,0.078,0.068
87,A047656,A047660,2008KW03,39.234,20.691,15.786,10.682,9.02,8.549,-0.053,0.109,0.148,0.164,0.121,0.105,0.092,0.084,0.078,0.071
88,A047656,A047660,2008KW04,23.07,17.052,13.921,10.23,9.203,9.116,0.004,0.123,0.154,0.166,0.12,0.103,0.091,0.084,0.078,0.071
89,A047656,A047660,2008JJ00,25.071,16.97,13.249,10.38,8.724,8.018,-0.027,0.115,0.15,0.163,0.123,0.104,0.091,0.084,0.079,0.071
90,A047656,A047660,2009KW01,21.96,18.017,15.597,11.592,9.652,7.567,-0.058,0.129,0.17,0.183,0.177,0.114,0.1,0.096,0.093,0.068
91,A047656,A047660,2009KW02,39.882,22.842,16.466,10.029,8.076,5.713,-0.124,0.112,0.162,0.179,0.138,0.108,0.098,0.086,0.082,0.066
92,A047656,A047660,2009KW03,54.494,24.082,17.334,10.74,8.484,5.851,-0.137,0.104,0.156,0.174,0.125,0.108,0.098,0.084,0.081,0.061
93,A047656,A047660,2009KW04,19.552,14.324,13.722,9.356,7.635,5.924,-0.068,0.123,0.163,0.177,0.122,0.105,0.097,0.084,0.078,0.06
94,A047656,A047660,2009JJ00,24.975,17.561,15.385,10.386,8.389,6.113,-0.093,0.118,0.163,0.179,0.14,0.109,0.098,0.087,0.083,0.064
95,A047656,A047660,2010KW01,19.455,15.005,12.636,9.717,7.195,5.26,-0.091,0.109,0.152,0.167,0.164,0.105,0.089,0.08,0.076,0.063
96,A047656,A047660,2010KW02,33.108,18.902,13.958,8.649,7.009,5.664,-0.156,0.091,0.144,0.162,0.129,0.098,0.089,0.072,0.071,0.063
97,A047656,A047660,2010KW03,53.283,24.21,15.769,9.388,7.451,6.433,-0.146,0.095,0.146,0.163,0.113,0.098,0.09,0.072,0.073,0.065
98,A047656,A047660,2010KW04,20.537,15.524,13.474,8.309,7.123,6.005,-0.081,0.114,0.154,0.167,0.112,0.096,0.088,0.072,0.072,0.064
99,A047656,A047660,2010JJ00,23.742,16.275,13.492,9.006,7.138,5.745,-0.115,0.103,0.149,0.165,0.129,0.099,0.089,0.074,0.073,0.063
100,A047656,A047660,2011KW01,19.026,15.013,13.211,10.412,7.837,6.684,-0.076,0.116,0.155,0.167,0.155,0.102,0.087,0.078,0.075,0.061
101,A047656,A047660,2011KW02,42.407,21.656,14.624,9.244,7.628,7.18,-0.138,0.098,0.148,0.162,0.124,0.095,0.087,0.071,0.07,0.066
102,A047656,A047660,2011KW03,53.941,25.583,15.66,9.651,7.732,7.125,-0.145,0.095,0.146,0.162,0.114,0.099,0.089,0.072,0.078,0.068
103,A047656,A047660,2011KW04,22.653,16.866,14.141,8.76,7.513,7.317,-0.074,0.116,0.156,0.168,0.104,0.092,0.085,0.069,0.07,0.063
104,A047656,A047660,2011JJ00,24.974,17.03,14.051,9.543,7.641,6.981,-0.105,0.107,0.151,0.165,0.124,0.097,0.087,0.073,0.073,0.064
105,A047656,A047660,2012KW01,20.835,16.446,14.133,11.156,8.476,7.333,-0.074,0.119,0.158,0.17,0.156,0.098,0.082,0.074,0.071,0.059
106,A047656,A047660,2012KW02,33.138,19.863,15.227,9.738,8.147,7.691,-0.124,0.106,0.152,0.166,0.131,0.097,0.088,0.072,0.071,0.061
107,A047656,A047660,2012KW03,58.119,27.21,15.704,9.894,8.182,7.729,-0.144,0.101,0.151,0.165,0.111,0.096,0.088,0.071,0.07,0.063
108,A047656,A047660,2012KW04,23.716,17.979,14.265,9.709,8.833,8.071,-0.08,0.119,0.159,0.17,0.107,0.096,0.085,0.072,0.07,0.065
109,A047656,A047660,2012JJ00,26.028,18.144,14.562,10.139,8.342,7.537,-0.103,0.112,0.155,0.168,0.127,0.097,0.086,0.072,0.07,0.062
110,A047656,A047660,2013KW01,21.452,17.428,15.531,12.695,9.422,7.983,-0.062,0.122,0.159,0.169,0.167,0.096,0.09,0.083,0.074,0.075
111,A047656,A047660,2013KW02,33.496,20.481,15.9,9.844,8.583,8.164,-0.128,0.107,0.154,0.167,0.127,0.093,0.087,0.073,0.076,0.071
112,A047656,A047660,2013KW03,65.126,28.938,16.217,10.158,8.712,7.964,-0.132,0.106,0.154,0.167,0.113,0.096,0.088,0.079,0.078,0.076
113,A047656,A047660,2013KW04,25.011,18.061,16.087,9.471,8.658,8.004,-0.072,0.122,0.16,0.171,0.11,0.093,0.085,0.075,0.078,0.074
114,A047656,A047660,2013JJ00,26.791,18.723,15.873,10.815,8.926,8.016,-0.095,0.115,0.157,0.169,0.128,0.095,0.087,0.077,0.076,0.073
115,A047656,A047660,2014KW01,22.21,17.152,15.832,12.814,9.251,8.213,-0.107,0.111,0.155,0.169,0.163,0.097,0.086,0.081,0.078,0.068
