ID,Prijscomponenten,Belastingen,Perioden,MinderDan20GJ_1,k_20Tot200GJ_2,k_1Tot10TJ_3,k_10Tot100TJ_4,k_100Tot1000TJ_5,k_1000TJEnMeer_6,MinderDan1MWh_7,k_1Tot25MWh_8,k_25Tot5MWh_9,k_5Tot15MWh_10,k_20Tot500MWh_11,k_500Tot2000MWh_12,k_2000Tot20000MWh_13,k_20000Tot70000MWh_14,k_70000Tot150000MWh_15,k_150000MWhEnMeer_16
455,A047657,A047661,2018KW01,10.111,8.12,6.713,5.705,5.399,5.457,0.112,0.072,0.062,0.057,0.05,0.044,0.041,0.041,0.041,0.04
456,A047657,A047661,2018KW02,19.957,9.443,6.588,5.754,5.375,5.513,0.124,0.076,0.064,0.059,0.05,0.042,0.04,0.04,0.039,0.04
457,A047657,A047661,2018KW03,31.233,11.115,6.837,6.009,5.591,6.201,0.131,0.079,0.066,0.06,0.05,0.044,0.042,0.043,0.042,0.045
458,A047657,A047661,2018KW04,11.364,8.241,6.2,6.157,5.946,6.57,0.117,0.075,0.065,0.06,0.05,0.044,0.045,0.045,0.048,0.043
459,A047657,A047661,2018JJ00,12.369,8.434,6.549,5.89,5.583,5.91,0.12,0.075,0.064,0.059,0.05,0.043,0.042,0.042,0.043,0.042
460,A047657,A047661,2019KW01,11.451,9.027,6.979,6.06,5.745,5.873,0.133,0.088,0.076,0.07,0.053,0.049,0.048,0.048,0.05,0.047
461,A047657,A047661,2019KW02,16.689,10.342,6.897,5.5,5.043,4.52,0.145,0.093,0.08,0.071,0.054,0.049,0.048,0.046,0.046,0.045
462,A047657,A047661,2019KW03,23.28,12.925,6.663,5.734,4.574,3.558,0.149,0.094,0.079,0.07,0.054,0.049,0.048,0.046,0.045,0.045
463,A047657,A047661,2019KW04,12.062,8.784,5.26,5.453,4.714,3.871,0.136,0.09,0.077,0.07,0.055,0.05,0.048,0.046,0.045,0.046
464,A047657,A047661,2019JJ00,13.804,9.316,6.31,5.724,5.084,4.655,0.14,0.091,0.078,0.07,0.054,0.049,0.048,0.047,0.047,0.046
465,A047657,A047661,2020KW01,11.312,8.553,6.321,5.174,4.635,4.006,0.135,0.09,0.077,0.068,0.055,0.05,0.049,0.048,0.048,0.043
466,A047657,A047661,2020KW02,16.032,10.219,6.184,4.656,4.036,3.19,0.159,0.1,0.082,0.071,0.053,0.048,0.045,0.046,0.048,0.045
467,A047657,A047661,2020KW03,23.225,12.165,6.277,4.68,3.915,3.033,0.169,0.102,0.083,0.07,0.053,0.05,0.047,0.048,0.05,0.044
468,A047657,A047661,2020KW04,11.204,7.755,6.198,5.119,4.537,4.4,0.135,0.086,0.072,0.064,0.054,0.051,0.049,0.049,0.049,0.048
469,A047657,A047661,2020JJ00,13.349,8.695,6.244,4.97,4.337,3.738,0.148,0.094,0.078,0.068,0.054,0.05,0.047,0.048,0.049,0.045
470,A047657,A047661,2021KW01,9.57,7.196,5.85,5.24,4.977,5.214,0.132,0.084,0.07,0.062,0.053,0.05,0.049,0.047,0.044,0.046
471,A047657,A047661,2021KW02,14.413,8.239,6.044,5.758,5.649,6.178,0.157,0.094,0.076,0.065,0.053,0.051,0.051,0.049,0.045,0.05
472,A047657,A047661,2021KW03,25.015,13.087,6.961,8.111,8.568,10.422,0.172,0.104,0.085,0.073,0.058,0.058,0.06,0.059,0.053,0.067
473,A047657,A047661,2021KW04,11.265,8.97,7.348,10.588,11.594,15.842,0.143,0.098,0.086,0.078,0.071,0.074,0.084,0.082,0.067,0.105
474,A047657,A047661,2021JJ00,12.501,8.324,6.497,7.269,7.307,8.811,0.15,0.096,0.081,0.072,0.06,0.059,0.062,0.059,0.053,0.068
475,A047657,A047661,2022KW01,15.602,13.677,11.433,14.684,15.283,20.158,0.198,0.148,0.133,0.125,0.11,0.114,0.121,0.122,0.124,0.131
476,A047657,A047661,2022KW02,23.615,17.753,11.596,14.5,14.974,22.106,0.253,0.181,0.161,0.149,0.103,0.107,0.113,0.114,0.112,0.128
477,A047657,A047661,2022KW03,38.368,28.647,14.803,18.866,19.682,39.899,0.291,0.219,0.199,0.187,0.155,0.131,0.167,0.169,0.161,0.196
478,A047657,A047661,2022KW04,41.781,37.345,13.049,15.629,18.073,22.376,0.365,0.316,0.305,0.299,0.136,0.113,0.139,0.127,0.117,0.138
479,A047657,A047661,2022JJ00,25.307,22.015,12.35,15.545,16.699,25.124,0.28,0.219,0.2,0.19,0.127,0.117,0.135,0.133,0.129,0.15
480,A047658,A047659,2007KW01,9.288,2.155,1.265,0.638,0.255,0.208,0.154,0.073,0.056,0.047,0.033,0.025,0.017,0.014,0.012,0.012
481,A047658,A047659,2007KW02,17.914,4.042,2.317,0.885,0.44,0.13,0.174,0.081,0.06,0.05,0.035,0.027,0.018,0.015,0.012,0.012
482,A047658,A047659,2007KW03,18.904,4.692,2.615,0.971,0.464,0.133,0.174,0.082,0.061,0.05,0.035,0.027,0.018,0.015,0.012,0.012
483,A047658,A047659,2007KW04,8.618,2.056,1.296,0.613,0.241,0.121,0.151,0.072,0.054,0.046,0.031,0.024,0.016,0.013,0.011,0.011
484,A047658,A047659,2007JJ00,11.132,2.56,1.535,0.689,0.302,0.171,0.163,0.077,0.058,0.048,0.033,0.025,0.017,0.014,0.012,0.012
485,A047658,A047659,2008KW01,6.669,1.493,0.933,0.348,0.146,0.073,0.146,0.07,0.053,0.045,0.026,0.022,0.013,0.013,0.01,0.011
486,A047658,A047659,2008KW02,14.568,3.297,1.778,0.562,0.303,0.077,0.174,0.084,0.063,0.052,0.028,0.024,0.015,0.014,0.01,0.009
487,A047658,A047659,2008KW03,19.333,4.296,2.102,0.655,0.317,0.247,0.173,0.084,0.062,0.051,0.029,0.025,0.016,0.015,0.01,0.009
488,A047658,A047659,2008KW04,7.366,1.562,0.997,0.362,0.155,0.127,0.154,0.073,0.056,0.046,0.025,0.021,0.014,0.013,0.01,0.009
489,A047658,A047659,2008JJ00,9.121,1.978,1.18,0.407,0.19,0.12,0.161,0.077,0.058,0.048,0.027,0.023,0.015,0.014,0.01,0.01
490,A047658,A047659,2009KW01,4.621,1.309,0.951,0.374,0.228,0.172,0.237,0.095,0.054,0.025,0.029,0.021,0.017,0.013,0.011,0.009
491,A047658,A047659,2009KW02,20.3,5.833,1.753,0.755,0.456,0.382,0.297,0.119,0.068,0.031,0.032,0.025,0.019,0.016,0.014,0.011
492,A047658,A047659,2009KW03,36.224,10.338,3.248,1.373,1.111,1.003,0.294,0.118,0.067,0.031,0.031,0.024,0.018,0.015,0.013,0.011
493,A047658,A047659,2009KW04,6.272,1.789,1.466,0.45,0.3,0.221,0.246,0.098,0.056,0.026,0.029,0.022,0.017,0.014,0.012,0.009
494,A047658,A047659,2009JJ00,8.824,2.511,1.487,0.529,0.384,0.294,0.266,0.106,0.061,0.028,0.03,0.023,0.018,0.014,0.012,0.01
495,A047658,A047659,2010KW01,4.984,1.425,0.875,0.333,0.206,0.154,0.228,0.091,0.052,0.024,0.028,0.021,0.017,0.013,0.011,0.008
496,A047658,A047659,2010KW02,17.507,5.004,1.704,0.652,0.494,0.411,0.283,0.113,0.065,0.03,0.032,0.024,0.019,0.015,0.013,0.01
497,A047658,A047659,2010KW03,34.936,9.986,2.74,1.014,0.722,0.645,0.288,0.115,0.066,0.03,0.032,0.024,0.019,0.015,0.013,0.01
498,A047658,A047659,2010KW04,6.123,1.75,1.357,0.388,0.268,0.189,0.233,0.093,0.053,0.024,0.029,0.021,0.017,0.013,0.011,0.008
499,A047658,A047659,2010JJ00,8.895,2.542,1.369,0.456,0.334,0.253,0.255,0.102,0.058,0.027,0.03,0.022,0.018,0.014,0.012,0.009
500,A047658,A047659,2011KW01,4.529,1.312,0.898,0.355,0.246,0.172,0.247,0.1,0.057,0.026,0.03,0.022,0.017,0.014,0.013,0.009
501,A047658,A047659,2011KW02,24.062,6.967,1.717,0.705,0.569,0.477,0.307,0.124,0.071,0.032,0.033,0.025,0.02,0.016,0.014,0.011
502,A047658,A047659,2011KW03,31.06,8.994,1.968,1.016,0.724,0.711,0.293,0.118,0.068,0.031,0.034,0.026,0.02,0.016,0.014,0.011
503,A047658,A047659,2011KW04,6.443,1.866,1.022,0.399,0.301,0.095,0.251,0.101,0.058,0.027,0.031,0.022,0.018,0.014,0.014,0.009
504,A047658,A047659,2011JJ00,8.894,2.575,1.202,0.479,0.381,0.261,0.272,0.11,0.063,0.029,0.032,0.024,0.019,0.015,0.014,0.01
505,A047658,A047659,2012KW01,5.046,1.483,1.004,0.388,0.241,0.077,0.262,0.104,0.059,0.027,0.033,0.024,0.019,0.015,0.014,0.009
506,A047658,A047659,2012KW02,15.524,4.563,1.82,0.935,0.716,0.408,0.324,0.129,0.074,0.033,0.038,0.028,0.022,0.017,0.017,0.013
507,A047658,A047659,2012KW03,35.267,10.366,2.237,1.162,0.919,0.528,0.341,0.136,0.077,0.035,0.037,0.027,0.021,0.017,0.017,0.01
508,A047658,A047659,2012KW04,6.843,2.011,1.126,0.474,0.355,0.111,0.287,0.114,0.065,0.03,0.034,0.025,0.02,0.015,0.015,0.011
509,A047658,A047659,2012JJ00,9.138,2.686,1.307,0.548,0.424,0.152,0.3,0.12,0.068,0.031,0.035,0.026,0.02,0.016,0.016,0.01
510,A047658,A047659,2013KW01,4.677,1.399,1.353,0.334,0.566,0.181,0.284,0.113,0.064,0.029,0.032,0.025,0.022,0.022,0.017,0.022
511,A047658,A047659,2013KW02,15.323,4.584,1.296,0.563,0.72,0.411,0.35,0.139,0.079,0.036,0.032,0.026,0.023,0.019,0.024,0.019
512,A047658,A047659,2013KW03,41.771,12.496,1.642,0.589,0.781,0.449,0.358,0.142,0.081,0.037,0.034,0.029,0.024,0.024,0.024,0.026
513,A047658,A047659,2013KW04,8.106,2.425,1.347,0.356,0.638,0.2,0.303,0.12,0.068,0.031,0.032,0.026,0.023,0.023,0.024,0.023
514,A047658,A047659,2013JJ00,9.381,2.806,1.381,0.392,0.663,0.251,0.321,0.127,0.072,0.033,0.032,0.027,0.023,0.022,0.022,0.022
515,A047658,A047659,2014KW01,5.207,1.534,1.195,0.323,0.331,0.386,0.279,0.111,0.064,0.029,0.035,0.024,0.022,0.02,0.025,0.022
516,A047658,A047659,2014KW02,18.889,5.563,1.549,0.444,0.512,0.415,0.332,0.132,0.076,0.034,0.037,0.027,0.023,0.021,0.025,0.022
517,A047658,A047659,2014KW03,35.451,10.441,1.65,0.61,0.606,0.451,0.339,0.135,0.077,0.035,0.038,0.027,0.023,0.021,0.025,0.022
518,A047658,A047659,2014KW04,6.334,1.865,1.199,0.358,0.35,0.388,0.283,0.113,0.065,0.029,0.038,0.026,0.023,0.021,0.026,0.023
519,A047658,A047659,2014JJ00,9.279,2.733,1.305,0.376,0.4,0.395,0.306,0.122,0.07,0.032,0.037,0.026,0.023,0.021,0.025,0.022
520,A047658,A047659,2015KW01,4.653,1.327,1.016,0.311,0.281,0.349,0.266,0.106,0.06,0.028,0.035,0.022,0.02,0.018,0.024,0.022
521,A047658,A047659,2015KW02,16.179,4.616,1.371,0.442,0.463,0.352,0.333,0.132,0.075,0.034,0.037,0.025,0.021,0.019,0.024,0.023
522,A047658,A047659,2015KW03,35.268,10.063,1.552,0.54,0.66,0.45,0.335,0.133,0.076,0.035,0.037,0.025,0.021,0.019,0.024,0.022
523,A047658,A047659,2015KW04,7.662,2.186,1.115,0.33,0.327,0.349,0.26,0.103,0.059,0.027,0.035,0.022,0.02,0.018,0.023,0.022
524,A047658,A047659,2015JJ00,9.183,2.62,1.165,0.355,0.367,0.356,0.294,0.117,0.066,0.03,0.036,0.024,0.021,0.019,0.024,0.022
525,A047658,A047659,2016KW01,4.414,1.239,1.022,0.337,0.305,0.379,0.263,0.105,0.06,0.027,0.031,0.022,0.021,0.019,0.018,0.02
526,A047658,A047659,2016KW02,15.348,4.308,1.368,0.397,0.497,0.378,0.328,0.131,0.075,0.034,0.034,0.024,0.021,0.02,0.018,0.02
527,A047658,A047659,2016KW03,33.456,9.391,1.637,0.608,0.667,0.455,0.33,0.132,0.075,0.034,0.034,0.024,0.022,0.02,0.018,0.02
528,A047658,A047659,2016KW04,7.268,2.04,1.014,0.38,0.391,0.417,0.256,0.103,0.058,0.027,0.031,0.021,0.021,0.018,0.018,0.02
529,A047658,A047659,2016JJ00,8.711,2.445,1.151,0.383,0.402,0.406,0.29,0.116,0.066,0.03,0.032,0.023,0.021,0.019,0.018,0.02
530,A047658,A047659,2017KW01,5.78,1.492,1.005,0.374,0.363,0.45,0.258,0.102,0.058,0.027,0.029,0.021,0.024,0.015,0.014,0.017
531,A047658,A047659,2017KW02,20.427,5.29,1.417,0.509,0.565,0.43,0.314,0.124,0.071,0.034,0.031,0.024,0.024,0.016,0.015,0.018
532,A047658,A047659,2017KW03,57.186,14.81,1.651,0.675,0.746,0.508,0.321,0.127,0.073,0.034,0.031,0.024,0.025,0.017,0.015,0.018
533,A047658,A047659,2017KW04,7.254,1.879,1.133,0.398,0.392,0.419,0.259,0.102,0.059,0.028,0.028,0.02,0.023,0.015,0.014,0.016
534,A047658,A047659,2017JJ00,10.602,2.742,1.186,0.428,0.451,0.451,0.285,0.113,0.065,0.03,0.03,0.022,0.024,0.016,0.015,0.017
535,A047658,A047659,2018KW01,5.927,1.709,1.03,0.377,0.307,0.381,0.31,0.107,0.061,0.028,0.029,0.023,0.023,0.015,0.015,0.016
536,A047658,A047659,2018KW02,20.452,5.899,1.593,0.561,0.559,0.425,0.373,0.129,0.074,0.034,0.029,0.023,0.022,0.015,0.015,0.016
537,A047658,A047659,2018KW03,46.58,12.533,1.961,0.639,0.773,0.526,0.386,0.134,0.076,0.035,0.028,0.022,0.022,0.015,0.015,0.016
538,A047658,A047659,2018KW04,7.965,2.144,1.195,0.414,0.339,0.362,0.302,0.104,0.06,0.027,0.027,0.022,0.021,0.014,0.014,0.015
539,A047658,A047659,2018JJ00,10.869,3.012,1.277,0.444,0.405,0.514,0.339,0.117,0.067,0.031,0.028,0.022,0.022,0.015,0.015,0.016
540,A047658,A047659,2019KW01,5.072,1.464,1.104,0.366,0.284,0.353,0.266,0.103,0.061,0.027,0.031,0.023,0.019,0.015,0.012,0.014
541,A047658,A047659,2019KW02,27.836,8.033,1.178,0.508,0.431,0.328,0.344,0.133,0.078,0.035,0.032,0.023,0.02,0.016,0.012,0.015
542,A047658,A047659,2019KW03,52.26,15.081,1.976,0.812,0.775,0.528,0.349,0.135,0.08,0.036,0.031,0.023,0.02,0.016,0.013,0.015
543,A047658,A047659,2019KW04,9.091,2.568,1.032,0.377,0.295,0.315,0.277,0.11,0.064,0.029,0.031,0.023,0.019,0.015,0.012,0.014
544,A047658,A047659,2019JJ00,10.542,3.047,1.177,0.419,0.357,0.459,0.301,0.117,0.069,0.031,0.031,0.023,0.02,0.015,0.012,0.015
545,A047658,A047659,2020KW01,6.005,1.729,1.027,0.376,0.288,0.357,0.272,0.11,0.065,0.029,0.036,0.022,0.018,0.014,0.012,0.015
546,A047658,A047659,2020KW02,21.31,6.137,1.484,0.561,0.549,0.418,0.326,0.132,0.078,0.035,0.033,0.024,0.02,0.016,0.013,0.016
547,A047658,A047659,2020KW03,51.887,14.942,1.985,0.829,0.831,0.566,0.328,0.133,0.079,0.035,0.032,0.024,0.02,0.016,0.013,0.016
548,A047658,A047659,2020KW04,7.643,2.201,1.055,0.398,0.329,0.352,0.281,0.114,0.067,0.03,0.033,0.024,0.02,0.016,0.014,0.012
549,A047658,A047659,2020JJ00,11.002,3.168,1.202,0.443,0.395,0.51,0.3,0.121,0.072,0.032,0.034,0.023,0.02,0.015,0.013,0.013
550,A047658,A047659,2021KW01,6.012,1.781,1.046,0.365,0.329,0.319,0.282,0.114,0.068,0.031,0.037,0.026,0.022,0.018,0.017,0.02
551,A047658,A047659,2021KW02,19.908,5.899,1.466,0.446,0.473,0.528,0.353,0.142,0.085,0.038,0.038,0.026,0.023,0.019,0.019,0.021
552,A047658,A047659,2021KW03,51.026,15.12,1.78,0.535,0.634,0.752,0.391,0.158,0.094,0.042,0.042,0.028,0.026,0.021,0.023,0.026
553,A047658,A047659,2021KW04,7.777,2.305,1.017,0.363,0.305,0.308,0.273,0.11,0.065,0.03,0.033,0.024,0.019,0.015,0.013,0.014
554,A047658,A047659,2021JJ00,10.966,3.25,1.256,0.414,0.409,0.437,0.317,0.128,0.076,0.034,0.037,0.026,0.022,0.018,0.018,0.02
555,A047658,A047659,2022KW01,7.177,1.94,1.093,0.359,0.318,0.437,0.327,0.133,0.079,0.035,0.04,0.028,0.025,0.021,0.019,0.021
556,A047658,A047659,2022KW02,19.969,5.397,1.426,0.43,0.442,0.785,0.45,0.183,0.109,0.048,0.041,0.029,0.025,0.021,0.019,0.022
557,A047658,A047659,2022KW03,54.513,14.733,1.49,0.424,0.465,0.983,0.327,0.133,0.079,0.035,0.036,0.025,0.022,0.019,0.017,0.019
558,A047658,A047659,2022KW04,7.579,2.051,1.123,0.374,0.354,0.538,0.223,0.091,0.054,0.024,0.036,0.025,0.022,0.018,0.017,0.019
559,A047658,A047659,2022JJ00,11.912,3.207,1.245,0.391,0.38,0.619,0.316,0.129,0.076,0.034,0.038,0.027,0.024,0.02,0.018,0.02
560,A047658,A047660,2007KW01,7.805,1.811,1.063,0.536,0.214,0.175,0.129,0.062,0.047,0.039,0.027,0.021,0.014,0.012,0.01,0.01
561,A047658,A047660,2007KW02,15.054,3.397,1.947,0.744,0.37,0.109,0.146,0.068,0.051,0.042,0.029,0.022,0.015,0.012,0.01,0.01
562,A047658,A047660,2007KW03,15.885,3.943,2.198,0.816,0.39,0.112,0.146,0.069,0.051,0.042,0.03,0.023,0.015,0.013,0.01,0.01
563,A047658,A047660,2007KW04,7.242,1.728,1.089,0.515,0.203,0.102,0.127,0.06,0.046,0.038,0.026,0.02,0.014,0.011,0.01,0.009
564,A047658,A047660,2007JJ00,9.354,2.151,1.29,0.579,0.254,0.144,0.137,0.064,0.048,0.04,0.028,0.021,0.015,0.012,0.01,0.01
565,A047658,A047660,2008KW01,5.605,1.255,0.784,0.292,0.122,0.061,0.122,0.059,0.045,0.037,0.022,0.018,0.011,0.011,0.008,0.009
566,A047658,A047660,2008KW02,12.242,2.77,1.494,0.472,0.255,0.065,0.146,0.07,0.053,0.044,0.024,0.02,0.013,0.012,0.009,0.007
567,A047658,A047660,2008KW03,16.246,3.61,1.767,0.551,0.267,0.208,0.145,0.07,0.052,0.043,0.024,0.021,0.013,0.012,0.009,0.008
568,A047658,A047660,2008KW04,6.19,1.312,0.838,0.304,0.13,0.106,0.13,0.062,0.047,0.039,0.021,0.018,0.012,0.011,0.008,0.007
569,A047658,A047660,2008JJ00,7.665,1.662,0.992,0.342,0.16,0.101,0.135,0.065,0.049,0.041,0.023,0.019,0.012,0.011,0.008,0.008
570,A047658,A047660,2009KW01,3.883,1.1,0.8,0.314,0.192,0.144,0.199,0.08,0.045,0.021,0.024,0.018,0.014,0.011,0.01,0.008
571,A047658,A047660,2009KW02,17.059,4.902,1.473,0.635,0.384,0.321,0.25,0.1,0.057,0.026,0.027,0.021,0.016,0.013,0.011,0.01
572,A047658,A047660,2009KW03,30.441,8.687,2.73,1.154,0.933,0.843,0.247,0.099,0.057,0.026,0.026,0.02,0.015,0.013,0.011,0.009
573,A047658,A047660,2009KW04,5.271,1.503,1.232,0.378,0.252,0.186,0.207,0.083,0.047,0.022,0.025,0.018,0.015,0.012,0.01,0.008
574,A047658,A047660,2009JJ00,7.415,2.11,1.25,0.445,0.323,0.247,0.223,0.089,0.051,0.024,0.025,0.019,0.015,0.012,0.01,0.009
575,A047658,A047660,2010KW01,4.188,1.197,0.735,0.28,0.173,0.129,0.192,0.077,0.044,0.02,0.024,0.017,0.014,0.011,0.01,0.007
576,A047658,A047660,2010KW02,14.712,4.205,1.432,0.548,0.415,0.346,0.238,0.095,0.054,0.025,0.027,0.02,0.016,0.012,0.011,0.009
577,A047658,A047660,2010KW03,29.358,8.392,2.302,0.852,0.606,0.542,0.242,0.097,0.055,0.025,0.027,0.02,0.016,0.013,0.011,0.009
578,A047658,A047660,2010KW04,5.145,1.471,1.14,0.326,0.225,0.159,0.196,0.078,0.045,0.02,0.024,0.018,0.014,0.011,0.009,0.007
579,A047658,A047660,2010JJ00,7.474,2.136,1.15,0.383,0.281,0.213,0.214,0.086,0.049,0.022,0.025,0.019,0.015,0.012,0.01,0.008
580,A047658,A047660,2011KW01,3.806,1.102,0.755,0.298,0.207,0.145,0.208,0.084,0.048,0.022,0.025,0.018,0.014,0.011,0.011,0.007
581,A047658,A047660,2011KW02,20.22,5.855,1.443,0.592,0.478,0.401,0.258,0.104,0.06,0.027,0.028,0.021,0.016,0.013,0.012,0.009
582,A047658,A047660,2011KW03,26.101,7.558,1.654,0.853,0.608,0.598,0.246,0.099,0.057,0.026,0.029,0.022,0.017,0.014,0.012,0.009
583,A047658,A047660,2011KW04,5.414,1.568,0.859,0.335,0.253,0.08,0.211,0.085,0.049,0.022,0.026,0.019,0.015,0.012,0.011,0.008
584,A047658,A047660,2011JJ00,7.474,2.164,1.01,0.403,0.32,0.22,0.229,0.092,0.053,0.024,0.027,0.02,0.016,0.012,0.011,0.008
585,A047658,A047660,2012KW01,4.24,1.246,0.844,0.326,0.203,0.065,0.22,0.088,0.05,0.023,0.028,0.02,0.016,0.012,0.012,0.008
586,A047658,A047660,2012KW02,13.046,3.835,1.53,0.785,0.602,0.343,0.272,0.109,0.062,0.028,0.032,0.024,0.018,0.014,0.014,0.011
587,A047658,A047660,2012KW03,29.636,8.711,1.88,0.976,0.772,0.444,0.286,0.114,0.065,0.03,0.031,0.023,0.018,0.014,0.014,0.009
588,A047658,A047660,2012KW04,5.655,1.662,0.931,0.391,0.293,0.092,0.237,0.094,0.054,0.024,0.028,0.021,0.016,0.013,0.013,0.009
589,A047658,A047660,2012JJ00,7.647,2.248,1.093,0.458,0.355,0.127,0.251,0.1,0.057,0.026,0.03,0.022,0.017,0.013,0.013,0.009
590,A047658,A047660,2013KW01,3.865,1.156,1.118,0.276,0.467,0.149,0.235,0.093,0.053,0.024,0.026,0.021,0.019,0.018,0.014,0.018
591,A047658,A047660,2013KW02,12.664,3.788,1.071,0.465,0.595,0.339,0.289,0.115,0.065,0.03,0.026,0.022,0.019,0.016,0.02,0.016
592,A047658,A047660,2013KW03,34.522,10.327,1.357,0.486,0.645,0.371,0.296,0.118,0.067,0.03,0.028,0.024,0.019,0.02,0.02,0.021
593,A047658,A047660,2013KW04,6.699,2.004,1.113,0.294,0.527,0.165,0.25,0.099,0.056,0.026,0.026,0.022,0.019,0.019,0.02,0.019
594,A047658,A047660,2013JJ00,7.753,2.319,1.141,0.324,0.548,0.207,0.265,0.105,0.06,0.027,0.027,0.022,0.019,0.018,0.018,0.018
595,A047658,A047660,2014KW01,4.304,1.268,0.987,0.267,0.273,0.319,0.231,0.092,0.053,0.024,0.029,0.02,0.018,0.016,0.021,0.018
596,A047658,A047660,2014KW02,15.611,4.598,1.28,0.367,0.423,0.343,0.274,0.109,0.062,0.028,0.031,0.022,0.019,0.017,0.021,0.018
597,A047658,A047660,2014KW03,29.298,8.629,1.363,0.504,0.501,0.373,0.28,0.112,0.064,0.029,0.031,0.023,0.019,0.018,0.021,0.018
598,A047658,A047660,2014KW04,5.234,1.542,0.991,0.296,0.289,0.321,0.234,0.093,0.053,0.024,0.032,0.021,0.019,0.017,0.022,0.019
599,A047658,A047660,2014JJ00,7.669,2.259,1.078,0.311,0.331,0.326,0.253,0.101,0.058,0.026,0.031,0.021,0.019,0.017,0.021,0.018
600,A047658,A047660,2015KW01,3.845,1.097,0.84,0.257,0.232,0.288,0.22,0.087,0.05,0.023,0.029,0.018,0.017,0.015,0.019,0.018
601,A047658,A047660,2015KW02,13.371,3.815,1.133,0.365,0.383,0.291,0.275,0.109,0.062,0.028,0.031,0.021,0.018,0.016,0.02,0.019
602,A047658,A047660,2015KW03,29.147,8.316,1.283,0.446,0.545,0.371,0.277,0.11,0.063,0.029,0.03,0.021,0.017,0.016,0.02,0.018
603,A047658,A047660,2015KW04,6.332,1.807,0.921,0.272,0.27,0.289,0.215,0.085,0.048,0.022,0.029,0.018,0.017,0.015,0.019,0.018
604,A047658,A047660,2015JJ00,7.589,2.165,0.963,0.293,0.303,0.294,0.243,0.096,0.055,0.025,0.03,0.019,0.017,0.015,0.019,0.018
605,A047658,A047660,2016KW01,3.648,1.024,0.845,0.278,0.252,0.313,0.217,0.087,0.05,0.023,0.026,0.018,0.017,0.015,0.015,0.017
606,A047658,A047660,2016KW02,12.684,3.56,1.13,0.328,0.411,0.312,0.271,0.109,0.062,0.028,0.028,0.02,0.018,0.017,0.015,0.017
607,A047658,A047660,2016KW03,27.649,7.761,1.353,0.502,0.552,0.376,0.273,0.109,0.062,0.028,0.028,0.02,0.018,0.017,0.015,0.017
608,A047658,A047660,2016KW04,6.007,1.686,0.838,0.314,0.323,0.345,0.212,0.085,0.048,0.022,0.026,0.018,0.017,0.015,0.015,0.016
609,A047658,A047660,2016JJ00,7.199,2.021,0.951,0.317,0.333,0.335,0.24,0.096,0.055,0.025,0.027,0.019,0.017,0.016,0.015,0.017
610,A047658,A047660,2017KW01,4.777,1.233,0.83,0.309,0.3,0.372,0.213,0.084,0.048,0.023,0.024,0.018,0.02,0.012,0.012,0.014
611,A047658,A047660,2017KW02,16.882,4.372,1.171,0.421,0.467,0.355,0.26,0.103,0.059,0.028,0.026,0.02,0.02,0.014,0.012,0.015
612,A047658,A047660,2017KW03,47.261,12.24,1.364,0.558,0.617,0.42,0.265,0.105,0.06,0.028,0.026,0.02,0.02,0.014,0.013,0.015
613,A047658,A047660,2017KW04,5.995,1.553,0.936,0.329,0.324,0.346,0.214,0.085,0.049,0.023,0.023,0.017,0.019,0.012,0.012,0.013
614,A047658,A047660,2017JJ00,8.762,2.266,0.98,0.354,0.373,0.372,0.236,0.093,0.053,0.025,0.025,0.019,0.02,0.013,0.012,0.014
615,A047658,A047660,2018KW01,4.898,1.413,0.851,0.311,0.253,0.315,0.256,0.089,0.051,0.023,0.024,0.019,0.019,0.012,0.012,0.013
616,A047658,A047660,2018KW02,16.902,4.875,1.317,0.464,0.462,0.351,0.308,0.107,0.061,0.028,0.024,0.019,0.018,0.012,0.012,0.013
617,A047658,A047660,2018KW03,38.496,10.358,1.62,0.528,0.639,0.435,0.319,0.11,0.063,0.029,0.023,0.019,0.018,0.012,0.012,0.013
618,A047658,A047660,2018KW04,6.582,1.772,0.987,0.342,0.28,0.299,0.255,0.088,0.051,0.023,0.023,0.018,0.018,0.012,0.012,0.012
619,A047658,A047660,2018JJ00,8.982,2.489,1.056,0.367,0.335,0.425,0.282,0.097,0.056,0.025,0.023,0.019,0.018,0.012,0.012,0.013
620,A047658,A047660,2019KW01,4.192,1.21,0.913,0.303,0.235,0.292,0.225,0.087,0.051,0.023,0.026,0.019,0.016,0.012,0.01,0.012
621,A047658,A047660,2019KW02,23.005,6.639,0.973,0.42,0.356,0.271,0.291,0.112,0.066,0.03,0.026,0.019,0.017,0.013,0.01,0.013
622,A047658,A047660,2019KW03,43.19,12.464,1.633,0.671,0.641,0.436,0.295,0.114,0.067,0.03,0.026,0.019,0.016,0.013,0.01,0.013
623,A047658,A047660,2019KW04,7.513,2.122,0.853,0.311,0.244,0.26,0.229,0.091,0.053,0.024,0.026,0.019,0.016,0.012,0.01,0.012
624,A047658,A047660,2019JJ00,8.712,2.518,0.972,0.347,0.295,0.38,0.253,0.098,0.058,0.026,0.026,0.019,0.016,0.013,0.01,0.012
625,A047658,A047660,2020KW01,4.963,1.429,0.848,0.31,0.238,0.295,0.225,0.091,0.054,0.024,0.03,0.019,0.015,0.011,0.01,0.012
