ID,Emissiebronnen,EmissiesNaarLucht,Perioden,EmissiesNaarLucht_1
6254,348000   ,A044107,2015JJ00,130.2
6255,348000   ,A044107,2016JJ00,123.3
6256,348000   ,A044107,2017JJ00,115.0
6257,348000   ,A044107,2018JJ00,110.7
6258,348000   ,A044107,2019JJ00,106.6
6259,348000   ,A044107,2020JJ00,100.0
6260,348000   ,A044107,2021JJ00,95.7
6261,348000   ,A044107,2022JJ00,89.7
6262,348000   ,A044107,2023JJ00,85.5
6263,348000   ,A044107,2024JJ00,81.3
6264,348000   ,A044110,1990JJ00,2.0
6265,348000   ,A044110,1995JJ00,2.3
6266,348000   ,A044110,2000JJ00,2.3
6267,348000   ,A044110,2001JJ00,2.3
6268,348000   ,A044110,2002JJ00,2.3
6269,348000   ,A044110,2003JJ00,2.3
6270,348000   ,A044110,2004JJ00,2.3
6271,348000   ,A044110,2005JJ00,2.3
6272,348000   ,A044110,2006JJ00,2.3
6273,348000   ,A044110,2007JJ00,2.4
6274,348000   ,A044110,2008JJ00,2.4
6275,348000   ,A044110,2009JJ00,2.4
6276,348000   ,A044110,2010JJ00,2.4
6277,348000   ,A044110,2011JJ00,2.4
6278,348000   ,A044110,2012JJ00,2.4
6279,348000   ,A044110,2013JJ00,2.4
6280,348000   ,A044110,2014JJ00,2.4
6281,348000   ,A044110,2015JJ00,2.5
6282,348000   ,A044110,2016JJ00,2.6
6283,348000   ,A044110,2017JJ00,2.6
6284,348000   ,A044110,2018JJ00,2.6
6285,348000   ,A044110,2019JJ00,2.6
6286,348000   ,A044110,2020JJ00,2.6
6287,348000   ,A044110,2021JJ00,2.6
6288,348000   ,A044110,2022JJ00,2.5
6289,348000   ,A044110,2023JJ00,2.5
6290,348000   ,A044110,2024JJ00,2.6
6291,348000   ,A044111,1990JJ00,0.0
6292,348000   ,A044111,1995JJ00,1.0
6293,348000   ,A044111,2000JJ00,1.2
6294,348000   ,A044111,2001JJ00,1.2
6295,348000   ,A044111,2002JJ00,1.2
6296,348000   ,A044111,2003JJ00,1.1
6297,348000   ,A044111,2004JJ00,1.2
6298,348000   ,A044111,2005JJ00,1.3
6299,348000   ,A044111,2006JJ00,1.2
6300,348000   ,A044111,2007JJ00,1.3
6301,348000   ,A044111,2008JJ00,1.4
6302,348000   ,A044111,2009JJ00,1.4
6303,348000   ,A044111,2010JJ00,1.4
6304,348000   ,A044111,2011JJ00,1.4
6305,348000   ,A044111,2012JJ00,1.4
6306,348000   ,A044111,2013JJ00,1.4
6307,348000   ,A044111,2014JJ00,1.4
6308,348000   ,A044111,2015JJ00,1.4
6309,348000   ,A044111,2016JJ00,1.6
6310,348000   ,A044111,2017JJ00,1.6
6311,348000   ,A044111,2018JJ00,1.5
6312,348000   ,A044111,2019JJ00,1.6
6313,348000   ,A044111,2020JJ00,1.6
6314,348000   ,A044111,2021JJ00,1.7
6315,348000   ,A044111,2022JJ00,1.6
6316,348000   ,A044111,2023JJ00,1.7
6317,348000   ,A044111,2024JJ00,1.7
6318,348000   ,A044112,1990JJ00,6.2
6319,348000   ,A044112,1995JJ00,3.3
6320,348000   ,A044112,2000JJ00,3.0
6321,348000   ,A044112,2001JJ00,2.6
6322,348000   ,A044112,2002JJ00,2.4
6323,348000   ,A044112,2003JJ00,2.2
6324,348000   ,A044112,2004JJ00,2.2
6325,348000   ,A044112,2005JJ00,2.7
6326,348000   ,A044112,2006JJ00,2.7
6327,348000   ,A044112,2007JJ00,2.9
6328,348000   ,A044112,2008JJ00,3.3
6329,348000   ,A044112,2009JJ00,3.6
6330,348000   ,A044112,2010JJ00,3.7
6331,348000   ,A044112,2011JJ00,4.3
6332,348000   ,A044112,2012JJ00,3.9
6333,348000   ,A044112,2013JJ00,3.9
6334,348000   ,A044112,2014JJ00,4.0
6335,348000   ,A044112,2015JJ00,4.2
6336,348000   ,A044112,2016JJ00,4.1
6337,348000   ,A044112,2017JJ00,4.1
6338,348000   ,A044112,2018JJ00,3.9
6339,348000   ,A044112,2019JJ00,4.0
6340,348000   ,A044112,2020JJ00,4.0
6341,348000   ,A044112,2021JJ00,3.8
6342,348000   ,A044112,2022JJ00,3.8
6343,348000   ,A044112,2023JJ00,3.5
6344,348000   ,A044112,2024JJ00,3.2
6345,348000   ,A044114,1990JJ00,4.6
6346,348000   ,A044114,1995JJ00,0.6
6347,348000   ,A044114,2000JJ00,0.2
6348,348000   ,A044114,2001JJ00,0.2
6349,348000   ,A044114,2002JJ00,0.2
6350,348000   ,A044114,2003JJ00,0.2
6351,348000   ,A044114,2004JJ00,0.2
6352,348000   ,A044114,2005JJ00,0.2
6353,348000   ,A044114,2006JJ00,0.3
6354,348000   ,A044114,2007JJ00,0.3
6355,348000   ,A044114,2008JJ00,0.3
6356,348000   ,A044114,2009JJ00,0.4
6357,348000   ,A044114,2010JJ00,0.4
6358,348000   ,A044114,2011JJ00,0.5
6359,348000   ,A044114,2012JJ00,0.3
6360,348000   ,A044114,2013JJ00,0.3
6361,348000   ,A044114,2014JJ00,0.3
6362,348000   ,A044114,2015JJ00,0.3
6363,348000   ,A044114,2016JJ00,1.2
6364,348000   ,A044114,2017JJ00,0.9
6365,348000   ,A044114,2018JJ00,0.5
6366,348000   ,A044114,2019JJ00,0.4
6367,348000   ,A044114,2020JJ00,0.4
6368,348000   ,A044114,2021JJ00,0.5
6369,348000   ,A044114,2022JJ00,0.4
6370,348000   ,A044114,2023JJ00,0.3
6371,348000   ,A044114,2024JJ00,0.3
6372,348000   ,A044118,1990JJ00,1.9
6373,348000   ,A044118,1995JJ00,2.6
6374,348000   ,A044118,2000JJ00,1.7
6375,348000   ,A044118,2001JJ00,1.8
6376,348000   ,A044118,2002JJ00,1.6
6377,348000   ,A044118,2003JJ00,1.4
6378,348000   ,A044118,2004JJ00,1.4
6379,348000   ,A044118,2005JJ00,1.3
6380,348000   ,A044118,2006JJ00,1.2
6381,348000   ,A044118,2007JJ00,1.2
6382,348000   ,A044118,2008JJ00,1.1
6383,348000   ,A044118,2009JJ00,1.1
6384,348000   ,A044118,2010JJ00,0.9
6385,348000   ,A044118,2011JJ00,0.8
6386,348000   ,A044118,2012JJ00,0.8
6387,348000   ,A044118,2013JJ00,0.7
6388,348000   ,A044118,2014JJ00,0.7
6389,348000   ,A044118,2015JJ00,0.7
6390,348000   ,A044118,2016JJ00,0.6
6391,348000   ,A044118,2017JJ00,0.6
6392,348000   ,A044118,2018JJ00,0.6
6393,348000   ,A044118,2019JJ00,0.5
6394,348000   ,A044118,2020JJ00,0.6
6395,348000   ,A044118,2021JJ00,0.6
6396,348000   ,A044118,2022JJ00,0.6
6397,348000   ,A044118,2023JJ00,0.6
6398,348000   ,A044118,2024JJ00,0.7
6399,348000   ,A044113,1990JJ00,0.9
6400,348000   ,A044113,1995JJ00,0.1
6401,348000   ,A044113,2000JJ00,0.0
6402,348000   ,A044113,2001JJ00,0.0
6403,348000   ,A044113,2002JJ00,0.0
6404,348000   ,A044113,2003JJ00,0.0
6405,348000   ,A044113,2004JJ00,0.1
6406,348000   ,A044113,2005JJ00,0.1
6407,348000   ,A044113,2006JJ00,0.2
6408,348000   ,A044113,2007JJ00,0.1
6409,348000   ,A044113,2008JJ00,0.1
6410,348000   ,A044113,2009JJ00,0.1
6411,348000   ,A044113,2010JJ00,0.1
6412,348000   ,A044113,2011JJ00,0.1
6413,348000   ,A044113,2012JJ00,0.1
6414,348000   ,A044113,2013JJ00,0.1
6415,348000   ,A044113,2014JJ00,0.1
6416,348000   ,A044113,2015JJ00,0.1
6417,348000   ,A044113,2016JJ00,0.1
6418,348000   ,A044113,2017JJ00,0.1
6419,348000   ,A044113,2018JJ00,0.1
6420,348000   ,A044113,2019JJ00,0.1
6421,348000   ,A044113,2020JJ00,0.1
6422,348000   ,A044113,2021JJ00,0.1
6423,348000   ,A044113,2022JJ00,0.1
6424,348000   ,A044113,2023JJ00,0.1
6425,348000   ,A044113,2024JJ00,0.0
6426,348000   ,A051771,1990JJ00,0.9
6427,348000   ,A051771,1995JJ00,0.1
6428,348000   ,A051771,2000JJ00,0.0
6429,348000   ,A051771,2001JJ00,0.0
6430,348000   ,A051771,2002JJ00,0.0
6431,348000   ,A051771,2003JJ00,0.0
6432,348000   ,A051771,2004JJ00,0.1
6433,348000   ,A051771,2005JJ00,0.1
6434,348000   ,A051771,2006JJ00,0.1
6435,348000   ,A051771,2007JJ00,0.1
6436,348000   ,A051771,2008JJ00,0.1
6437,348000   ,A051771,2009JJ00,0.1
6438,348000   ,A051771,2010JJ00,0.0
6439,348000   ,A051771,2011JJ00,0.1
6440,348000   ,A051771,2012JJ00,0.1
6441,348000   ,A051771,2013JJ00,0.1
6442,348000   ,A051771,2014JJ00,0.1
6443,348000   ,A051771,2015JJ00,0.1
6444,348000   ,A051771,2016JJ00,0.1
6445,348000   ,A051771,2017JJ00,0.0
6446,348000   ,A051771,2018JJ00,0.0
6447,348000   ,A051771,2019JJ00,0.1
6448,348000   ,A051771,2020JJ00,0.1
6449,348000   ,A051771,2021JJ00,0.0
6450,348000   ,A051771,2022JJ00,0.0
6451,348000   ,A051771,2023JJ00,0.0
6452,348000   ,A051771,2024JJ00,0.0
6453,348000   ,A044108,1990JJ00,4.0
6454,348000   ,A044108,1995JJ00,2.7
6455,348000   ,A044108,2000JJ00,2.7
6456,348000   ,A044108,2001JJ00,2.6
6457,348000   ,A044108,2002JJ00,2.3
6458,348000   ,A044108,2003JJ00,2.8
6459,348000   ,A044108,2004JJ00,2.4
6460,348000   ,A044108,2005JJ00,2.1
6461,348000   ,A044108,2006JJ00,2.0
6462,348000   ,A044108,2007JJ00,2.1
6463,348000   ,A044108,2008JJ00,2.2
6464,348000   ,A044108,2009JJ00,2.0
6465,348000   ,A044108,2010JJ00,1.9
6466,348000   ,A044108,2011JJ00,1.8
6467,348000   ,A044108,2012JJ00,1.6
6468,348000   ,A044108,2013JJ00,1.5
6469,348000   ,A044108,2014JJ00,1.5
6470,348000   ,A044108,2015JJ00,1.5
6471,348000   ,A044108,2016JJ00,1.8
6472,348000   ,A044108,2017JJ00,1.8
6473,348000   ,A044108,2018JJ00,1.7
6474,348000   ,A044108,2019JJ00,1.6
6475,348000   ,A044108,2020JJ00,1.8
6476,348000   ,A044108,2021JJ00,1.7
6477,348000   ,A044108,2022JJ00,1.6
6478,348000   ,A044108,2023JJ00,1.5
6479,348000   ,A044108,2024JJ00,1.4
6480,300008   ,A044109,1990JJ00,8100.0
6481,300008   ,A044109,1995JJ00,8700.0
6482,300008   ,A044109,2000JJ00,8100.0
6483,300008   ,A044109,2001JJ00,8700.0
6484,300008   ,A044109,2002JJ00,8300.0
6485,300008   ,A044109,2003JJ00,8900.0
6486,300008   ,A044109,2004JJ00,9600.0
6487,300008   ,A044109,2005JJ00,8700.0
6488,300008   ,A044109,2006JJ00,8700.0
6489,300008   ,A044109,2007JJ00,7800.0
6490,300008   ,A044109,2008JJ00,8500.0
6491,300008   ,A044109,2009JJ00,8600.0
6492,300008   ,A044109,2010JJ00,9900.0
6493,300008   ,A044109,2011JJ00,7900.0
6494,300008   ,A044109,2012JJ00,8800.0
6495,300008   ,A044109,2013JJ00,8800.0
6496,300008   ,A044109,2014JJ00,7100.0
6497,300008   ,A044109,2015JJ00,7600.0
6498,300008   ,A044109,2016JJ00,7600.0
6499,300008   ,A044109,2017JJ00,7600.0
6500,300008   ,A044109,2018JJ00,7400.0
6501,300008   ,A044109,2019JJ00,6900.0
6502,300008   ,A044109,2020JJ00,6200.0
6503,300008   ,A044109,2021JJ00,6800.0
6504,300008   ,A044109,2022JJ00,5700.0
6505,300008   ,A044109,2023JJ00,5500.0
6506,300008   ,A044109,2024JJ00,5000.0
6507,300008   ,A044107,1990JJ00,1.7
6508,300008   ,A044107,1995JJ00,4.3
6509,300008   ,A044107,2000JJ00,6.0
6510,300008   ,A044107,2001JJ00,5.3
6511,300008   ,A044107,2002JJ00,5.1
6512,300008   ,A044107,2003JJ00,5.3
6513,300008   ,A044107,2004JJ00,4.8
6514,300008   ,A044107,2005JJ00,4.9
6515,300008   ,A044107,2006JJ00,4.7
6516,300008   ,A044107,2007JJ00,4.9
6517,300008   ,A044107,2008JJ00,5.2
6518,300008   ,A044107,2009JJ00,4.7
6519,300008   ,A044107,2010JJ00,4.4
6520,300008   ,A044107,2011JJ00,4.3
6521,300008   ,A044107,2012JJ00,4.3
6522,300008   ,A044107,2013JJ00,4.2
6523,300008   ,A044107,2014JJ00,4.0
6524,300008   ,A044107,2015JJ00,2.0
6525,300008   ,A044107,2016JJ00,1.9
6526,300008   ,A044107,2017JJ00,1.9
6527,300008   ,A044107,2018JJ00,1.9
6528,300008   ,A044107,2019JJ00,1.9
6529,300008   ,A044107,2020JJ00,1.7
6530,300008   ,A044107,2021JJ00,1.9
6531,300008   ,A044107,2022JJ00,1.6
6532,300008   ,A044107,2023JJ00,2.2
6533,300008   ,A044107,2024JJ00,2.0
6534,300008   ,A044110,1990JJ00,0.7
6535,300008   ,A044110,1995JJ00,0.5
6536,300008   ,A044110,2000JJ00,0.3
6537,300008   ,A044110,2001JJ00,0.3
6538,300008   ,A044110,2002JJ00,0.2
6539,300008   ,A044110,2003JJ00,0.2
6540,300008   ,A044110,2004JJ00,0.2
6541,300008   ,A044110,2005JJ00,0.1
6542,300008   ,A044110,2006JJ00,0.1
6543,300008   ,A044110,2007JJ00,0.1
6544,300008   ,A044110,2008JJ00,0.1
6545,300008   ,A044110,2009JJ00,0.1
6546,300008   ,A044110,2010JJ00,0.1
6547,300008   ,A044110,2011JJ00,0.1
6548,300008   ,A044110,2012JJ00,0.1
6549,300008   ,A044110,2013JJ00,0.1
6550,300008   ,A044110,2014JJ00,0.1
6551,300008   ,A044110,2015JJ00,0.1
6552,300008   ,A044110,2016JJ00,0.1
6553,300008   ,A044110,2017JJ00,0.0
6554,300008   ,A044110,2018JJ00,0.0
6555,300008   ,A044110,2019JJ00,0.0
6556,300008   ,A044110,2020JJ00,0.0
6557,300008   ,A044110,2021JJ00,0.0
6558,300008   ,A044110,2022JJ00,0.0
6559,300008   ,A044110,2023JJ00,0.0
6560,300008   ,A044110,2024JJ00,0.0
6561,300008   ,A044111,1990JJ00,0.5
6562,300008   ,A044111,1995JJ00,0.5
6563,300008   ,A044111,2000JJ00,0.5
6564,300008   ,A044111,2001JJ00,0.5
6565,300008   ,A044111,2002JJ00,0.5
6566,300008   ,A044111,2003JJ00,0.6
6567,300008   ,A044111,2004JJ00,0.5
6568,300008   ,A044111,2005JJ00,0.5
6569,300008   ,A044111,2006JJ00,0.6
6570,300008   ,A044111,2007JJ00,0.6
6571,300008   ,A044111,2008JJ00,0.6
6572,300008   ,A044111,2009JJ00,0.6
6573,300008   ,A044111,2010JJ00,0.6
6574,300008   ,A044111,2011JJ00,0.6
6575,300008   ,A044111,2012JJ00,0.6
6576,300008   ,A044111,2013JJ00,0.6
6577,300008   ,A044111,2014JJ00,0.6
6578,300008   ,A044111,2015JJ00,0.6
6579,300008   ,A044111,2016JJ00,0.6
6580,300008   ,A044111,2017JJ00,0.6
6581,300008   ,A044111,2018JJ00,0.6
6582,300008   ,A044111,2019JJ00,0.6
6583,300008   ,A044111,2020JJ00,0.6
6584,300008   ,A044111,2021JJ00,0.6
6585,300008   ,A044111,2022JJ00,0.6
6586,300008   ,A044111,2023JJ00,0.7
6587,300008   ,A044111,2024JJ00,0.7
6588,300008   ,A044112,1990JJ00,11.3
6589,300008   ,A044112,1995JJ00,11.4
6590,300008   ,A044112,2000JJ00,10.5
6591,300008   ,A044112,2001JJ00,10.1
6592,300008   ,A044112,2002JJ00,8.9
6593,300008   ,A044112,2003JJ00,8.9
6594,300008   ,A044112,2004JJ00,8.2
6595,300008   ,A044112,2005JJ00,6.3
6596,300008   ,A044112,2006JJ00,6.3
6597,300008   ,A044112,2007JJ00,5.5
6598,300008   ,A044112,2008JJ00,5.8
6599,300008   ,A044112,2009JJ00,5.5
6600,300008   ,A044112,2010JJ00,6.2
6601,300008   ,A044112,2011JJ00,4.6
6602,300008   ,A044112,2012JJ00,4.9
6603,300008   ,A044112,2013JJ00,4.8
6604,300008   ,A044112,2014JJ00,3.7
6605,300008   ,A044112,2015JJ00,3.8
6606,300008   ,A044112,2016JJ00,3.6
6607,300008   ,A044112,2017JJ00,3.6
6608,300008   ,A044112,2018JJ00,3.2
6609,300008   ,A044112,2019JJ00,3.0
6610,300008   ,A044112,2020JJ00,2.7
6611,300008   ,A044112,2021JJ00,2.8
6612,300008   ,A044112,2022JJ00,2.4
6613,300008   ,A044112,2023JJ00,2.4
6614,300008   ,A044112,2024JJ00,2.2
6615,300008   ,A044114,1990JJ00,0.8
6616,300008   ,A044114,1995JJ00,0.3
6617,300008   ,A044114,2000JJ00,0.2
6618,300008   ,A044114,2001JJ00,0.2
6619,300008   ,A044114,2002JJ00,0.1
6620,300008   ,A044114,2003JJ00,0.2
6621,300008   ,A044114,2004JJ00,0.1
6622,300008   ,A044114,2005JJ00,0.1
6623,300008   ,A044114,2006JJ00,0.1
6624,300008   ,A044114,2007JJ00,0.1
6625,300008   ,A044114,2008JJ00,0.1
6626,300008   ,A044114,2009JJ00,0.1
6627,300008   ,A044114,2010JJ00,0.1
6628,300008   ,A044114,2011JJ00,0.2
6629,300008   ,A044114,2012JJ00,0.2
6630,300008   ,A044114,2013JJ00,0.1
6631,300008   ,A044114,2014JJ00,0.1
6632,300008   ,A044114,2015JJ00,0.1
6633,300008   ,A044114,2016JJ00,0.1
6634,300008   ,A044114,2017JJ00,0.1
6635,300008   ,A044114,2018JJ00,0.1
6636,300008   ,A044114,2019JJ00,0.1
6637,300008   ,A044114,2020JJ00,0.1
6638,300008   ,A044114,2021JJ00,0.1
6639,300008   ,A044114,2022JJ00,0.1
6640,300008   ,A044114,2023JJ00,0.1
6641,300008   ,A044114,2024JJ00,0.1
6642,300008   ,A044118,1990JJ00,53.5
6643,300008   ,A044118,1995JJ00,33.8
6644,300008   ,A044118,2000JJ00,20.6
6645,300008   ,A044118,2001JJ00,20.3
6646,300008   ,A044118,2002JJ00,19.4
6647,300008   ,A044118,2003JJ00,19.4
6648,300008   ,A044118,2004JJ00,18.6
6649,300008   ,A044118,2005JJ00,23.5
6650,300008   ,A044118,2006JJ00,23.4
6651,300008   ,A044118,2007JJ00,24.2
6652,300008   ,A044118,2008JJ00,23.6
6653,300008   ,A044118,2009JJ00,22.2
6654,300008   ,A044118,2010JJ00,25.2
6655,300008   ,A044118,2011JJ00,24.9
6656,300008   ,A044118,2012JJ00,24.4
6657,300008   ,A044118,2013JJ00,23.4
6658,300008   ,A044118,2014JJ00,23.4
6659,300008   ,A044118,2015JJ00,23.8
6660,300008   ,A044118,2016JJ00,23.2
6661,300008   ,A044118,2017JJ00,23.8
6662,300008   ,A044118,2018JJ00,23.9
6663,300008   ,A044118,2019JJ00,23.9
6664,300008   ,A044118,2020JJ00,25.0
6665,300008   ,A044118,2021JJ00,24.0
6666,300008   ,A044118,2022JJ00,24.7
6667,300008   ,A044118,2023JJ00,23.5
6668,300008   ,A044118,2024JJ00,23.0
6669,300008   ,A044113,1990JJ00,1.7
6670,300008   ,A044113,1995JJ00,1.3
6671,300008   ,A044113,2000JJ00,1.1
6672,300008   ,A044113,2001JJ00,1.1
6673,300008   ,A044113,2002JJ00,1.0
6674,300008   ,A044113,2003JJ00,0.9
6675,300008   ,A044113,2004JJ00,0.9
6676,300008   ,A044113,2005JJ00,0.9
6677,300008   ,A044113,2006JJ00,0.9
6678,300008   ,A044113,2007JJ00,0.9
6679,300008   ,A044113,2008JJ00,1.0
6680,300008   ,A044113,2009JJ00,0.9
6681,300008   ,A044113,2010JJ00,0.9
6682,300008   ,A044113,2011JJ00,1.0
6683,300008   ,A044113,2012JJ00,0.9
6684,300008   ,A044113,2013JJ00,1.0
6685,300008   ,A044113,2014JJ00,1.0
6686,300008   ,A044113,2015JJ00,1.0
6687,300008   ,A044113,2016JJ00,0.9
6688,300008   ,A044113,2017JJ00,0.9
6689,300008   ,A044113,2018JJ00,0.9
6690,300008   ,A044113,2019JJ00,1.0
6691,300008   ,A044113,2020JJ00,0.9
6692,300008   ,A044113,2021JJ00,1.1
6693,300008   ,A044113,2022JJ00,1.0
6694,300008   ,A044113,2023JJ00,1.0
6695,300008   ,A044113,2024JJ00,1.1
6696,300008   ,A051771,1990JJ00,0.4
6697,300008   ,A051771,1995JJ00,0.3
6698,300008   ,A051771,2000JJ00,0.2
6699,300008   ,A051771,2001JJ00,0.2
6700,300008   ,A051771,2002JJ00,0.2
6701,300008   ,A051771,2003JJ00,0.2
6702,300008   ,A051771,2004JJ00,0.2
6703,300008   ,A051771,2005JJ00,0.2
6704,300008   ,A051771,2006JJ00,0.2
6705,300008   ,A051771,2007JJ00,0.2
6706,300008   ,A051771,2008JJ00,0.2
6707,300008   ,A051771,2009JJ00,0.2
6708,300008   ,A051771,2010JJ00,0.2
6709,300008   ,A051771,2011JJ00,0.3
6710,300008   ,A051771,2012JJ00,0.3
6711,300008   ,A051771,2013JJ00,0.3
6712,300008   ,A051771,2014JJ00,0.3
6713,300008   ,A051771,2015JJ00,0.2
6714,300008   ,A051771,2016JJ00,0.2
6715,300008   ,A051771,2017JJ00,0.3
6716,300008   ,A051771,2018JJ00,0.3
6717,300008   ,A051771,2019JJ00,0.3
6718,300008   ,A051771,2020JJ00,0.3
6719,300008   ,A051771,2021JJ00,0.4
6720,300008   ,A051771,2022JJ00,0.3
6721,300008   ,A051771,2023JJ00,0.5
6722,300008   ,A051771,2024JJ00,0.4
6723,300008   ,A044108,1990JJ00,2.4
6724,300008   ,A044108,1995JJ00,2.4
6725,300008   ,A044108,2000JJ00,2.2
6726,300008   ,A044108,2001JJ00,2.5
6727,300008   ,A044108,2002JJ00,2.3
6728,300008   ,A044108,2003JJ00,2.5
6729,300008   ,A044108,2004JJ00,2.6
6730,300008   ,A044108,2005JJ00,2.3
6731,300008   ,A044108,2006JJ00,2.4
6732,300008   ,A044108,2007JJ00,2.1
6733,300008   ,A044108,2008JJ00,2.3
6734,300008   ,A044108,2009JJ00,2.4
6735,300008   ,A044108,2010JJ00,2.6
6736,300008   ,A044108,2011JJ00,2.1
6737,300008   ,A044108,2012JJ00,2.3
6738,300008   ,A044108,2013JJ00,2.4
6739,300008   ,A044108,2014JJ00,1.9
6740,300008   ,A044108,2015JJ00,2.1
6741,300008   ,A044108,2016JJ00,2.1
6742,300008   ,A044108,2017JJ00,2.2
6743,300008   ,A044108,2018JJ00,2.1
6744,300008   ,A044108,2019JJ00,1.9
6745,300008   ,A044108,2020JJ00,1.7
6746,300008   ,A044108,2021JJ00,1.9
6747,300008   ,A044108,2022JJ00,1.6
6748,300008   ,A044108,2023JJ00,1.6
6749,300008   ,A044108,2024JJ00,1.4
6750,A025421  ,A044109,1990JJ00,34100.0
6751,A025421  ,A044109,1995JJ00,36000.0
6752,A025421  ,A044109,2000JJ00,40000.0
6753,A025421  ,A044109,2001JJ00,40400.0
6754,A025421  ,A044109,2002JJ00,40700.0
6755,A025421  ,A044109,2003JJ00,41100.0
6756,A025421  ,A044109,2004JJ00,42000.0
6757,A025421  ,A044109,2005JJ00,41400.0
6758,A025421  ,A044109,2006JJ00,41400.0
6759,A025421  ,A044109,2007JJ00,41300.0
6760,A025421  ,A044109,2008JJ00,40700.0
6761,A025421  ,A044109,2009JJ00,39700.0
6762,A025421  ,A044109,2010JJ00,39500.0
6763,A025421  ,A044109,2011JJ00,39800.0
6764,A025421  ,A044109,2012JJ00,38900.0
6765,A025421  ,A044109,2013JJ00,37900.0
6766,A025421  ,A044109,2014JJ00,38300.0
6767,A025421  ,A044109,2015JJ00,39300.0
6768,A025421  ,A044109,2016JJ00,39900.0
6769,A025421  ,A044109,2017JJ00,40000.0
6770,A025421  ,A044109,2018JJ00,40900.0
6771,A025421  ,A044109,2019JJ00,40900.0
6772,A025421  ,A044109,2020JJ00,37400.0
6773,A025421  ,A044109,2021JJ00,38000.0
6774,A025421  ,A044109,2022JJ00,39000.0
6775,A025421  ,A044109,2023JJ00,38600.0
6776,A025421  ,A044109,2024JJ00,38100.0
6777,A025421  ,A044107,1990JJ00,7.7
6778,A025421  ,A044107,1995JJ00,5.3
6779,A025421  ,A044107,2000JJ00,3.9
6780,A025421  ,A044107,2001JJ00,3.8
6781,A025421  ,A044107,2002JJ00,3.7
6782,A025421  ,A044107,2003JJ00,3.6
6783,A025421  ,A044107,2004JJ00,3.5
6784,A025421  ,A044107,2005JJ00,3.2
6785,A025421  ,A044107,2006JJ00,3.0
6786,A025421  ,A044107,2007JJ00,2.8
6787,A025421  ,A044107,2008JJ00,2.6
6788,A025421  ,A044107,2009JJ00,2.3
6789,A025421  ,A044107,2010JJ00,2.4
6790,A025421  ,A044107,2011JJ00,2.5
6791,A025421  ,A044107,2012JJ00,2.6
6792,A025421  ,A044107,2013JJ00,2.6
6793,A025421  ,A044107,2014JJ00,2.7
6794,A025421  ,A044107,2015JJ00,2.8
6795,A025421  ,A044107,2016JJ00,2.8
6796,A025421  ,A044107,2017JJ00,2.8
6797,A025421  ,A044107,2018JJ00,3.4
6798,A025421  ,A044107,2019JJ00,3.6
6799,A025421  ,A044107,2020JJ00,3.6
6800,A025421  ,A044107,2021JJ00,3.5
6801,A025421  ,A044107,2022JJ00,3.8
6802,A025421  ,A044107,2023JJ00,3.8
6803,A025421  ,A044107,2024JJ00,3.6
6804,A025421  ,A044110,1990JJ00,0.5
6805,A025421  ,A044110,1995JJ00,1.0
6806,A025421  ,A044110,2000JJ00,1.1
6807,A025421  ,A044110,2001JJ00,1.1
6808,A025421  ,A044110,2002JJ00,1.1
6809,A025421  ,A044110,2003JJ00,1.0
6810,A025421  ,A044110,2004JJ00,1.0
6811,A025421  ,A044110,2005JJ00,1.1
6812,A025421  ,A044110,2006JJ00,1.1
6813,A025421  ,A044110,2007JJ00,1.2
6814,A025421  ,A044110,2008JJ00,1.2
6815,A025421  ,A044110,2009JJ00,1.2
6816,A025421  ,A044110,2010JJ00,1.2
6817,A025421  ,A044110,2011JJ00,1.3
6818,A025421  ,A044110,2012JJ00,1.3
6819,A025421  ,A044110,2013JJ00,1.2
6820,A025421  ,A044110,2014JJ00,1.2
6821,A025421  ,A044110,2015JJ00,1.3
6822,A025421  ,A044110,2016JJ00,1.3
6823,A025421  ,A044110,2017JJ00,1.3
6824,A025421  ,A044110,2018JJ00,1.4
6825,A025421  ,A044110,2019JJ00,1.4
6826,A025421  ,A044110,2020JJ00,1.3
6827,A025421  ,A044110,2021JJ00,1.3
6828,A025421  ,A044110,2022JJ00,1.4
6829,A025421  ,A044110,2023JJ00,1.3
6830,A025421  ,A044110,2024JJ00,1.3
6831,A025421  ,A044111,1990JJ00,1.0
6832,A025421  ,A044111,1995JJ00,2.2
6833,A025421  ,A044111,2000JJ00,4.5
6834,A025421  ,A044111,2001JJ00,4.8
6835,A025421  ,A044111,2002JJ00,5.1
6836,A025421  ,A044111,2003JJ00,5.3
6837,A025421  ,A044111,2004JJ00,5.4
6838,A025421  ,A044111,2005JJ00,5.2
6839,A025421  ,A044111,2006JJ00,4.8
6840,A025421  ,A044111,2007JJ00,4.5
6841,A025421  ,A044111,2008JJ00,4.1
6842,A025421  ,A044111,2009JJ00,3.8
6843,A025421  ,A044111,2010JJ00,3.7
6844,A025421  ,A044111,2011JJ00,3.6
6845,A025421  ,A044111,2012JJ00,3.5
6846,A025421  ,A044111,2013JJ00,3.5
6847,A025421  ,A044111,2014JJ00,3.5
6848,A025421  ,A044111,2015JJ00,3.5
6849,A025421  ,A044111,2016JJ00,3.7
6850,A025421  ,A044111,2017JJ00,3.7
6851,A025421  ,A044111,2018JJ00,3.8
6852,A025421  ,A044111,2019JJ00,3.7
