ID,Emissiebronnen,EmissiesNaarLucht,Perioden,EmissiesNaarLucht_1
605,800044   ,A044110,2009JJ00,0.5
606,800044   ,A044110,2010JJ00,0.5
607,800044   ,A044110,2011JJ00,0.4
608,800044   ,A044110,2012JJ00,0.5
609,800044   ,A044110,2013JJ00,0.5
610,800044   ,A044110,2014JJ00,0.5
611,800044   ,A044110,2015JJ00,0.6
612,800044   ,A044110,2016JJ00,0.6
613,800044   ,A044110,2017JJ00,0.5
614,800044   ,A044110,2018JJ00,0.5
615,800044   ,A044110,2019JJ00,0.5
616,800044   ,A044110,2020JJ00,0.4
617,800044   ,A044110,2021JJ00,0.5
618,800044   ,A044110,2022JJ00,0.5
619,800044   ,A044110,2023JJ00,0.3
620,800044   ,A044110,2024JJ00,0.3
621,800044   ,A044111,1990JJ00,0.0
622,800044   ,A044111,1995JJ00,0.0
623,800044   ,A044111,2000JJ00,0.0
624,800044   ,A044111,2001JJ00,0.0
625,800044   ,A044111,2002JJ00,0.0
626,800044   ,A044111,2003JJ00,0.1
627,800044   ,A044111,2004JJ00,0.1
628,800044   ,A044111,2005JJ00,0.2
629,800044   ,A044111,2006JJ00,0.0
630,800044   ,A044111,2007JJ00,0.0
631,800044   ,A044111,2008JJ00,0.1
632,800044   ,A044111,2009JJ00,0.0
633,800044   ,A044111,2010JJ00,0.0
634,800044   ,A044111,2011JJ00,0.0
635,800044   ,A044111,2012JJ00,0.0
636,800044   ,A044111,2013JJ00,0.0
637,800044   ,A044111,2014JJ00,0.0
638,800044   ,A044111,2015JJ00,0.0
639,800044   ,A044111,2016JJ00,0.0
640,800044   ,A044111,2017JJ00,0.0
641,800044   ,A044111,2018JJ00,0.0
642,800044   ,A044111,2019JJ00,0.1
643,800044   ,A044111,2020JJ00,0.1
644,800044   ,A044111,2021JJ00,0.0
645,800044   ,A044111,2022JJ00,0.0
646,800044   ,A044111,2023JJ00,0.0
647,800044   ,A044111,2024JJ00,0.0
648,800044   ,A044112,1990JJ00,103.9
649,800044   ,A044112,1995JJ00,83.2
650,800044   ,A044112,2000JJ00,64.9
651,800044   ,A044112,2001JJ00,62.7
652,800044   ,A044112,2002JJ00,62.9
653,800044   ,A044112,2003JJ00,63.8
654,800044   ,A044112,2004JJ00,56.6
655,800044   ,A044112,2005JJ00,55.2
656,800044   ,A044112,2006JJ00,52.0
657,800044   ,A044112,2007JJ00,43.4
658,800044   ,A044112,2008JJ00,38.1
659,800044   ,A044112,2009JJ00,32.3
660,800044   ,A044112,2010JJ00,32.6
661,800044   ,A044112,2011JJ00,29.1
662,800044   ,A044112,2012JJ00,28.3
663,800044   ,A044112,2013JJ00,29.5
664,800044   ,A044112,2014JJ00,26.8
665,800044   ,A044112,2015JJ00,27.6
666,800044   ,A044112,2016JJ00,23.4
667,800044   ,A044112,2017JJ00,21.5
668,800044   ,A044112,2018JJ00,20.7
669,800044   ,A044112,2019JJ00,19.4
670,800044   ,A044112,2020JJ00,17.0
671,800044   ,A044112,2021JJ00,17.1
672,800044   ,A044112,2022JJ00,16.3
673,800044   ,A044112,2023JJ00,13.6
674,800044   ,A044112,2024JJ00,13.0
675,800044   ,A044114,1990JJ00,112.7
676,800044   ,A044114,1995JJ00,78.3
677,800044   ,A044114,2000JJ00,48.2
678,800044   ,A044114,2001JJ00,50.6
679,800044   ,A044114,2002JJ00,44.4
680,800044   ,A044114,2003JJ00,43.7
681,800044   ,A044114,2004JJ00,43.1
682,800044   ,A044114,2005JJ00,42.1
683,800044   ,A044114,2006JJ00,42.2
684,800044   ,A044114,2007JJ00,38.7
685,800044   ,A044114,2008JJ00,32.1
686,800044   ,A044114,2009JJ00,24.2
687,800044   ,A044114,2010JJ00,19.4
688,800044   ,A044114,2011JJ00,19.2
689,800044   ,A044114,2012JJ00,22.1
690,800044   ,A044114,2013JJ00,19.5
691,800044   ,A044114,2014JJ00,18.3
692,800044   ,A044114,2015JJ00,19.7
693,800044   ,A044114,2016JJ00,17.1
694,800044   ,A044114,2017JJ00,15.3
695,800044   ,A044114,2018JJ00,13.6
696,800044   ,A044114,2019JJ00,11.3
697,800044   ,A044114,2020JJ00,8.8
698,800044   ,A044114,2021JJ00,10.4
699,800044   ,A044114,2022JJ00,10.7
700,800044   ,A044114,2023JJ00,9.6
701,800044   ,A044114,2024JJ00,8.1
702,800044   ,A044118,1990JJ00,32.2
703,800044   ,A044118,1995JJ00,26.6
704,800044   ,A044118,2000JJ00,26.8
705,800044   ,A044118,2001JJ00,19.2
706,800044   ,A044118,2002JJ00,17.7
707,800044   ,A044118,2003JJ00,16.0
708,800044   ,A044118,2004JJ00,14.7
709,800044   ,A044118,2005JJ00,19.1
710,800044   ,A044118,2006JJ00,17.2
711,800044   ,A044118,2007JJ00,16.3
712,800044   ,A044118,2008JJ00,15.8
713,800044   ,A044118,2009JJ00,13.9
714,800044   ,A044118,2010JJ00,14.7
715,800044   ,A044118,2011JJ00,15.5
716,800044   ,A044118,2012JJ00,15.0
717,800044   ,A044118,2013JJ00,15.0
718,800044   ,A044118,2014JJ00,13.6
719,800044   ,A044118,2015JJ00,12.8
720,800044   ,A044118,2016JJ00,11.4
721,800044   ,A044118,2017JJ00,10.6
722,800044   ,A044118,2018JJ00,8.4
723,800044   ,A044118,2019JJ00,7.4
724,800044   ,A044118,2020JJ00,6.8
725,800044   ,A044118,2021JJ00,5.8
726,800044   ,A044118,2022JJ00,5.5
727,800044   ,A044118,2023JJ00,5.5
728,800044   ,A044118,2024JJ00,5.1
729,800044   ,A044113,1990JJ00,7.9
730,800044   ,A044113,1995JJ00,5.3
731,800044   ,A044113,2000JJ00,3.6
732,800044   ,A044113,2001JJ00,3.3
733,800044   ,A044113,2002JJ00,2.9
734,800044   ,A044113,2003JJ00,3.3
735,800044   ,A044113,2004JJ00,2.4
736,800044   ,A044113,2005JJ00,2.1
737,800044   ,A044113,2006JJ00,2.1
738,800044   ,A044113,2007JJ00,1.8
739,800044   ,A044113,2008JJ00,1.7
740,800044   ,A044113,2009JJ00,0.9
741,800044   ,A044113,2010JJ00,0.5
742,800044   ,A044113,2011JJ00,0.4
743,800044   ,A044113,2012JJ00,0.3
744,800044   ,A044113,2013JJ00,0.5
745,800044   ,A044113,2014JJ00,0.5
746,800044   ,A044113,2015JJ00,0.6
747,800044   ,A044113,2016JJ00,0.5
748,800044   ,A044113,2017JJ00,0.4
749,800044   ,A044113,2018JJ00,0.4
750,800044   ,A044113,2019JJ00,0.3
751,800044   ,A044113,2020JJ00,0.3
752,800044   ,A044113,2021JJ00,0.3
753,800044   ,A044113,2022JJ00,0.3
754,800044   ,A044113,2023JJ00,0.3
755,800044   ,A044113,2024JJ00,0.3
756,800044   ,A051771,1990JJ00,6.0
757,800044   ,A051771,1995JJ00,4.2
758,800044   ,A051771,2000JJ00,2.6
759,800044   ,A051771,2001JJ00,2.5
760,800044   ,A051771,2002JJ00,2.1
761,800044   ,A051771,2003JJ00,2.4
762,800044   ,A051771,2004JJ00,1.7
763,800044   ,A051771,2005JJ00,1.6
764,800044   ,A051771,2006JJ00,1.9
765,800044   ,A051771,2007JJ00,1.3
766,800044   ,A051771,2008JJ00,1.2
767,800044   ,A051771,2009JJ00,0.6
768,800044   ,A051771,2010JJ00,0.4
769,800044   ,A051771,2011JJ00,0.3
770,800044   ,A051771,2012JJ00,0.2
771,800044   ,A051771,2013JJ00,0.3
772,800044   ,A051771,2014JJ00,0.4
773,800044   ,A051771,2015JJ00,0.5
774,800044   ,A051771,2016JJ00,0.4
775,800044   ,A051771,2017JJ00,0.3
776,800044   ,A051771,2018JJ00,0.3
777,800044   ,A051771,2019JJ00,0.3
778,800044   ,A051771,2020JJ00,0.2
779,800044   ,A051771,2021JJ00,0.2
780,800044   ,A051771,2022JJ00,0.2
781,800044   ,A051771,2023JJ00,0.2
782,800044   ,A051771,2024JJ00,0.2
783,800044   ,A044108,1990JJ00,11.3
784,800044   ,A044108,1995JJ00,11.1
785,800044   ,A044108,2000JJ00,18.0
786,800044   ,A044108,2001JJ00,15.9
787,800044   ,A044108,2002JJ00,19.7
788,800044   ,A044108,2003JJ00,19.8
789,800044   ,A044108,2004JJ00,12.9
790,800044   ,A044108,2005JJ00,13.7
791,800044   ,A044108,2006JJ00,11.9
792,800044   ,A044108,2007JJ00,8.8
793,800044   ,A044108,2008JJ00,10.6
794,800044   ,A044108,2009JJ00,9.8
795,800044   ,A044108,2010JJ00,10.6
796,800044   ,A044108,2011JJ00,11.1
797,800044   ,A044108,2012JJ00,11.0
798,800044   ,A044108,2013JJ00,9.7
799,800044   ,A044108,2014JJ00,8.6
800,800044   ,A044108,2015JJ00,9.4
801,800044   ,A044108,2016JJ00,8.4
802,800044   ,A044108,2017JJ00,5.4
803,800044   ,A044108,2018JJ00,6.1
804,800044   ,A044108,2019JJ00,5.9
805,800044   ,A044108,2020JJ00,5.9
806,800044   ,A044108,2021JJ00,6.6
807,800044   ,A044108,2022JJ00,6.3
808,800044   ,A044108,2023JJ00,6.1
809,800044   ,A044108,2024JJ00,5.4
810,305800   ,A044109,1990JJ00,2300.0
811,305800   ,A044109,1995JJ00,2000.0
812,305800   ,A044109,2000JJ00,2000.0
813,305800   ,A044109,2001JJ00,2000.0
814,305800   ,A044109,2002JJ00,2100.0
815,305800   ,A044109,2003JJ00,2000.0
816,305800   ,A044109,2004JJ00,2100.0
817,305800   ,A044109,2005JJ00,2200.0
818,305800   ,A044109,2006JJ00,2100.0
819,305800   ,A044109,2007JJ00,1900.0
820,305800   ,A044109,2008JJ00,1900.0
821,305800   ,A044109,2009JJ00,2000.0
822,305800   ,A044109,2010JJ00,2100.0
823,305800   ,A044109,2011JJ00,2000.0
824,305800   ,A044109,2012JJ00,2100.0
825,305800   ,A044109,2013JJ00,2200.0
826,305800   ,A044109,2014JJ00,2200.0
827,305800   ,A044109,2015JJ00,1900.0
828,305800   ,A044109,2016JJ00,1700.0
829,305800   ,A044109,2017JJ00,1800.0
830,305800   ,A044109,2018JJ00,1700.0
831,305800   ,A044109,2019JJ00,1500.0
832,305800   ,A044109,2020JJ00,1500.0
833,305800   ,A044109,2021JJ00,1400.0
834,305800   ,A044109,2022JJ00,1200.0
835,305800   ,A044109,2023JJ00,1100.0
836,305800   ,A044109,2024JJ00,1100.0
837,305800   ,A044107,1990JJ00,81.8
838,305800   ,A044107,1995JJ00,81.3
839,305800   ,A044107,2000JJ00,41.8
840,305800   ,A044107,2001JJ00,41.4
841,305800   ,A044107,2002JJ00,39.8
842,305800   ,A044107,2003JJ00,39.3
843,305800   ,A044107,2004JJ00,37.4
844,305800   ,A044107,2005JJ00,40.0
845,305800   ,A044107,2006JJ00,36.4
846,305800   ,A044107,2007JJ00,39.0
847,305800   ,A044107,2008JJ00,40.6
848,305800   ,A044107,2009JJ00,34.9
849,305800   ,A044107,2010JJ00,37.9
850,305800   ,A044107,2011JJ00,38.1
851,305800   ,A044107,2012JJ00,36.2
852,305800   ,A044107,2013JJ00,33.3
853,305800   ,A044107,2014JJ00,32.4
854,305800   ,A044107,2015JJ00,31.1
855,305800   ,A044107,2016JJ00,29.1
856,305800   ,A044107,2017JJ00,25.7
857,305800   ,A044107,2018JJ00,22.9
858,305800   ,A044107,2019JJ00,22.3
859,305800   ,A044107,2020JJ00,21.1
860,305800   ,A044107,2021JJ00,18.7
861,305800   ,A044107,2022JJ00,16.7
862,305800   ,A044107,2023JJ00,16.9
863,305800   ,A044107,2024JJ00,15.2
864,305800   ,A044110,1990JJ00,0.0
865,305800   ,A044110,1995JJ00,0.0
866,305800   ,A044110,2000JJ00,0.0
867,305800   ,A044110,2001JJ00,0.0
868,305800   ,A044110,2002JJ00,0.0
869,305800   ,A044110,2003JJ00,0.0
870,305800   ,A044110,2004JJ00,0.0
871,305800   ,A044110,2005JJ00,0.0
872,305800   ,A044110,2006JJ00,0.0
873,305800   ,A044110,2007JJ00,0.0
874,305800   ,A044110,2008JJ00,0.0
875,305800   ,A044110,2009JJ00,0.0
876,305800   ,A044110,2010JJ00,0.0
877,305800   ,A044110,2011JJ00,0.0
878,305800   ,A044110,2012JJ00,0.0
879,305800   ,A044110,2013JJ00,0.0
880,305800   ,A044110,2014JJ00,0.0
881,305800   ,A044110,2015JJ00,0.0
882,305800   ,A044110,2016JJ00,0.0
883,305800   ,A044110,2017JJ00,0.0
884,305800   ,A044110,2018JJ00,0.0
885,305800   ,A044110,2019JJ00,0.1
886,305800   ,A044110,2020JJ00,0.1
887,305800   ,A044110,2021JJ00,0.1
888,305800   ,A044110,2022JJ00,0.1
889,305800   ,A044110,2023JJ00,0.0
890,305800   ,A044110,2024JJ00,0.0
891,305800   ,A044111,1990JJ00,0.0
892,305800   ,A044111,1995JJ00,0.0
893,305800   ,A044111,2000JJ00,0.0
894,305800   ,A044111,2001JJ00,0.0
895,305800   ,A044111,2002JJ00,0.0
896,305800   ,A044111,2003JJ00,0.0
897,305800   ,A044111,2004JJ00,0.0
898,305800   ,A044111,2005JJ00,0.0
899,305800   ,A044111,2006JJ00,0.0
900,305800   ,A044111,2007JJ00,0.0
901,305800   ,A044111,2008JJ00,0.0
902,305800   ,A044111,2009JJ00,0.0
903,305800   ,A044111,2010JJ00,0.0
904,305800   ,A044111,2011JJ00,0.0
905,305800   ,A044111,2012JJ00,0.0
906,305800   ,A044111,2013JJ00,0.0
907,305800   ,A044111,2014JJ00,0.0
908,305800   ,A044111,2015JJ00,0.0
909,305800   ,A044111,2016JJ00,0.0
910,305800   ,A044111,2017JJ00,0.0
911,305800   ,A044111,2018JJ00,0.0
912,305800   ,A044111,2019JJ00,0.0
913,305800   ,A044111,2020JJ00,0.0
914,305800   ,A044111,2021JJ00,0.0
915,305800   ,A044111,2022JJ00,0.0
916,305800   ,A044111,2023JJ00,0.0
917,305800   ,A044111,2024JJ00,0.0
918,305800   ,A044112,1990JJ00,7.9
919,305800   ,A044112,1995JJ00,7.0
920,305800   ,A044112,2000JJ00,5.8
921,305800   ,A044112,2001JJ00,6.6
922,305800   ,A044112,2002JJ00,6.3
923,305800   ,A044112,2003JJ00,5.8
924,305800   ,A044112,2004JJ00,5.1
925,305800   ,A044112,2005JJ00,5.2
926,305800   ,A044112,2006JJ00,5.2
927,305800   ,A044112,2007JJ00,4.9
928,305800   ,A044112,2008JJ00,4.8
929,305800   ,A044112,2009JJ00,2.8
930,305800   ,A044112,2010JJ00,4.9
931,305800   ,A044112,2011JJ00,4.8
932,305800   ,A044112,2012JJ00,5.2
933,305800   ,A044112,2013JJ00,5.5
934,305800   ,A044112,2014JJ00,5.8
935,305800   ,A044112,2015JJ00,5.6
936,305800   ,A044112,2016JJ00,4.1
937,305800   ,A044112,2017JJ00,3.7
938,305800   ,A044112,2018JJ00,3.5
939,305800   ,A044112,2019JJ00,2.4
940,305800   ,A044112,2020JJ00,2.5
941,305800   ,A044112,2021JJ00,1.8
942,305800   ,A044112,2022JJ00,1.9
943,305800   ,A044112,2023JJ00,1.3
944,305800   ,A044112,2024JJ00,1.3
945,305800   ,A044114,1990JJ00,1.5
946,305800   ,A044114,1995JJ00,0.8
947,305800   ,A044114,2000JJ00,0.3
948,305800   ,A044114,2001JJ00,0.4
949,305800   ,A044114,2002JJ00,0.4
950,305800   ,A044114,2003JJ00,0.2
951,305800   ,A044114,2004JJ00,0.2
952,305800   ,A044114,2005JJ00,0.2
953,305800   ,A044114,2006JJ00,0.2
954,305800   ,A044114,2007JJ00,0.2
955,305800   ,A044114,2008JJ00,0.2
956,305800   ,A044114,2009JJ00,0.2
957,305800   ,A044114,2010JJ00,0.3
958,305800   ,A044114,2011JJ00,0.4
959,305800   ,A044114,2012JJ00,0.3
960,305800   ,A044114,2013JJ00,0.4
961,305800   ,A044114,2014JJ00,0.3
962,305800   ,A044114,2015JJ00,0.2
963,305800   ,A044114,2016JJ00,0.1
964,305800   ,A044114,2017JJ00,0.1
965,305800   ,A044114,2018JJ00,0.0
966,305800   ,A044114,2019JJ00,0.1
967,305800   ,A044114,2020JJ00,0.1
968,305800   ,A044114,2021JJ00,0.1
969,305800   ,A044114,2022JJ00,0.0
970,305800   ,A044114,2023JJ00,0.0
971,305800   ,A044114,2024JJ00,0.0
972,305800   ,A044118,1990JJ00,16.3
973,305800   ,A044118,1995JJ00,14.1
974,305800   ,A044118,2000JJ00,11.2
975,305800   ,A044118,2001JJ00,10.3
976,305800   ,A044118,2002JJ00,9.3
977,305800   ,A044118,2003JJ00,8.0
978,305800   ,A044118,2004JJ00,6.7
979,305800   ,A044118,2005JJ00,6.8
980,305800   ,A044118,2006JJ00,6.6
981,305800   ,A044118,2007JJ00,7.9
982,305800   ,A044118,2008JJ00,7.9
983,305800   ,A044118,2009JJ00,6.9
984,305800   ,A044118,2010JJ00,7.3
985,305800   ,A044118,2011JJ00,9.2
986,305800   ,A044118,2012JJ00,7.9
987,305800   ,A044118,2013JJ00,7.2
988,305800   ,A044118,2014JJ00,6.6
989,305800   ,A044118,2015JJ00,6.8
990,305800   ,A044118,2016JJ00,5.8
991,305800   ,A044118,2017JJ00,5.2
992,305800   ,A044118,2018JJ00,3.4
993,305800   ,A044118,2019JJ00,3.1
994,305800   ,A044118,2020JJ00,3.0
995,305800   ,A044118,2021JJ00,2.4
996,305800   ,A044118,2022JJ00,2.1
997,305800   ,A044118,2023JJ00,2.3
998,305800   ,A044118,2024JJ00,1.9
999,305800   ,A044113,1990JJ00,0.0
1000,305800   ,A044113,1995JJ00,0.0
1001,305800   ,A044113,2000JJ00,0.0
1002,305800   ,A044113,2001JJ00,0.0
1003,305800   ,A044113,2002JJ00,0.0
1004,305800   ,A044113,2003JJ00,0.0
1005,305800   ,A044113,2004JJ00,0.0
1006,305800   ,A044113,2005JJ00,0.0
1007,305800   ,A044113,2006JJ00,0.0
1008,305800   ,A044113,2007JJ00,0.0
1009,305800   ,A044113,2008JJ00,0.0
1010,305800   ,A044113,2009JJ00,0.0
1011,305800   ,A044113,2010JJ00,0.0
1012,305800   ,A044113,2011JJ00,0.0
1013,305800   ,A044113,2012JJ00,0.0
1014,305800   ,A044113,2013JJ00,0.0
1015,305800   ,A044113,2014JJ00,0.0
1016,305800   ,A044113,2015JJ00,0.0
1017,305800   ,A044113,2016JJ00,0.0
1018,305800   ,A044113,2017JJ00,0.0
1019,305800   ,A044113,2018JJ00,0.0
1020,305800   ,A044113,2019JJ00,0.0
1021,305800   ,A044113,2020JJ00,0.0
1022,305800   ,A044113,2021JJ00,0.0
1023,305800   ,A044113,2022JJ00,0.0
1024,305800   ,A044113,2023JJ00,0.0
1025,305800   ,A044113,2024JJ00,0.0
1026,305800   ,A051771,1990JJ00,0.0
1027,305800   ,A051771,1995JJ00,0.0
1028,305800   ,A051771,2000JJ00,0.0
1029,305800   ,A051771,2001JJ00,0.0
1030,305800   ,A051771,2002JJ00,0.0
1031,305800   ,A051771,2003JJ00,0.0
1032,305800   ,A051771,2004JJ00,0.0
1033,305800   ,A051771,2005JJ00,0.0
1034,305800   ,A051771,2006JJ00,0.0
1035,305800   ,A051771,2007JJ00,0.0
1036,305800   ,A051771,2008JJ00,0.0
1037,305800   ,A051771,2009JJ00,0.0
1038,305800   ,A051771,2010JJ00,0.0
1039,305800   ,A051771,2011JJ00,0.0
1040,305800   ,A051771,2012JJ00,0.0
1041,305800   ,A051771,2013JJ00,0.0
1042,305800   ,A051771,2014JJ00,0.0
1043,305800   ,A051771,2015JJ00,0.0
1044,305800   ,A051771,2016JJ00,0.0
1045,305800   ,A051771,2017JJ00,0.0
1046,305800   ,A051771,2018JJ00,0.0
1047,305800   ,A051771,2019JJ00,0.0
1048,305800   ,A051771,2020JJ00,0.0
1049,305800   ,A051771,2021JJ00,0.0
1050,305800   ,A051771,2022JJ00,0.0
1051,305800   ,A051771,2023JJ00,0.0
1052,305800   ,A051771,2024JJ00,0.0
1053,305800   ,A044108,1990JJ00,1.4
1054,305800   ,A044108,1995JJ00,2.4
1055,305800   ,A044108,2000JJ00,1.1
1056,305800   ,A044108,2001JJ00,1.6
1057,305800   ,A044108,2002JJ00,1.0
1058,305800   ,A044108,2003JJ00,1.3
1059,305800   ,A044108,2004JJ00,1.7
1060,305800   ,A044108,2005JJ00,1.6
1061,305800   ,A044108,2006JJ00,1.4
1062,305800   ,A044108,2007JJ00,0.8
1063,305800   ,A044108,2008JJ00,0.9
1064,305800   ,A044108,2009JJ00,0.6
1065,305800   ,A044108,2010JJ00,0.6
1066,305800   ,A044108,2011JJ00,0.1
1067,305800   ,A044108,2012JJ00,0.1
1068,305800   ,A044108,2013JJ00,0.2
1069,305800   ,A044108,2014JJ00,0.1
1070,305800   ,A044108,2015JJ00,0.1
1071,305800   ,A044108,2016JJ00,0.1
1072,305800   ,A044108,2017JJ00,0.2
1073,305800   ,A044108,2018JJ00,0.3
1074,305800   ,A044108,2019JJ00,0.4
1075,305800   ,A044108,2020JJ00,0.7
1076,305800   ,A044108,2021JJ00,0.3
1077,305800   ,A044108,2022JJ00,0.0
1078,305800   ,A044108,2023JJ00,0.1
1079,305800   ,A044108,2024JJ00,0.0
1080,320300   ,A044109,1990JJ00,11000.0
1081,320300   ,A044109,1995JJ00,11600.0
1082,320300   ,A044109,2000JJ00,12400.0
1083,320300   ,A044109,2001JJ00,12700.0
1084,320300   ,A044109,2002JJ00,11700.0
1085,320300   ,A044109,2003JJ00,12200.0
1086,320300   ,A044109,2004JJ00,12200.0
1087,320300   ,A044109,2005JJ00,12400.0
1088,320300   ,A044109,2006JJ00,11600.0
1089,320300   ,A044109,2007JJ00,11600.0
1090,320300   ,A044109,2008JJ00,11800.0
1091,320300   ,A044109,2009JJ00,10800.0
1092,320300   ,A044109,2010JJ00,10600.0
1093,320300   ,A044109,2011JJ00,10800.0
1094,320300   ,A044109,2012JJ00,10500.0
1095,320300   ,A044109,2013JJ00,10300.0
1096,320300   ,A044109,2014JJ00,10700.0
1097,320300   ,A044109,2015JJ00,11200.0
1098,320300   ,A044109,2016JJ00,10700.0
1099,320300   ,A044109,2017JJ00,10100.0
1100,320300   ,A044109,2018JJ00,10200.0
1101,320300   ,A044109,2019JJ00,11000.0
1102,320300   ,A044109,2020JJ00,10000.0
1103,320300   ,A044109,2021JJ00,10400.0
1104,320300   ,A044109,2022JJ00,10400.0
1105,320300   ,A044109,2023JJ00,10200.0
1106,320300   ,A044109,2024JJ00,9900.0
1107,320300   ,A044107,1990JJ00,1.1
1108,320300   ,A044107,1995JJ00,1.0
1109,320300   ,A044107,2000JJ00,0.9
1110,320300   ,A044107,2001JJ00,0.9
1111,320300   ,A044107,2002JJ00,0.9
1112,320300   ,A044107,2003JJ00,0.9
1113,320300   ,A044107,2004JJ00,0.9
1114,320300   ,A044107,2005JJ00,0.9
1115,320300   ,A044107,2006JJ00,0.8
1116,320300   ,A044107,2007JJ00,1.0
1117,320300   ,A044107,2008JJ00,0.8
1118,320300   ,A044107,2009JJ00,1.3
1119,320300   ,A044107,2010JJ00,1.0
1120,320300   ,A044107,2011JJ00,1.5
1121,320300   ,A044107,2012JJ00,1.3
1122,320300   ,A044107,2013JJ00,0.9
1123,320300   ,A044107,2014JJ00,0.9
1124,320300   ,A044107,2015JJ00,0.9
1125,320300   ,A044107,2016JJ00,0.9
1126,320300   ,A044107,2017JJ00,0.9
1127,320300   ,A044107,2018JJ00,1.0
1128,320300   ,A044107,2019JJ00,1.1
1129,320300   ,A044107,2020JJ00,1.0
1130,320300   ,A044107,2021JJ00,0.9
1131,320300   ,A044107,2022JJ00,0.8
1132,320300   ,A044107,2023JJ00,0.8
1133,320300   ,A044107,2024JJ00,1.1
1134,320300   ,A044110,1990JJ00,0.0
1135,320300   ,A044110,1995JJ00,0.1
1136,320300   ,A044110,2000JJ00,0.0
1137,320300   ,A044110,2001JJ00,0.0
1138,320300   ,A044110,2002JJ00,0.0
1139,320300   ,A044110,2003JJ00,0.0
1140,320300   ,A044110,2004JJ00,0.0
1141,320300   ,A044110,2005JJ00,0.0
1142,320300   ,A044110,2006JJ00,0.0
1143,320300   ,A044110,2007JJ00,0.0
1144,320300   ,A044110,2008JJ00,0.0
1145,320300   ,A044110,2009JJ00,0.0
1146,320300   ,A044110,2010JJ00,0.0
1147,320300   ,A044110,2011JJ00,0.0
1148,320300   ,A044110,2012JJ00,0.0
1149,320300   ,A044110,2013JJ00,0.0
1150,320300   ,A044110,2014JJ00,0.0
1151,320300   ,A044110,2015JJ00,0.0
1152,320300   ,A044110,2016JJ00,0.0
1153,320300   ,A044110,2017JJ00,0.0
1154,320300   ,A044110,2018JJ00,0.0
1155,320300   ,A044110,2019JJ00,0.0
1156,320300   ,A044110,2020JJ00,0.0
1157,320300   ,A044110,2021JJ00,0.0
1158,320300   ,A044110,2022JJ00,0.0
1159,320300   ,A044110,2023JJ00,0.0
1160,320300   ,A044110,2024JJ00,0.0
1161,320300   ,A044111,1990JJ00,0.0
1162,320300   ,A044111,1995JJ00,0.0
1163,320300   ,A044111,2000JJ00,0.0
1164,320300   ,A044111,2001JJ00,0.0
1165,320300   ,A044111,2002JJ00,0.0
1166,320300   ,A044111,2003JJ00,0.0
1167,320300   ,A044111,2004JJ00,0.0
1168,320300   ,A044111,2005JJ00,0.0
1169,320300   ,A044111,2006JJ00,0.0
1170,320300   ,A044111,2007JJ00,0.0
1171,320300   ,A044111,2008JJ00,0.0
1172,320300   ,A044111,2009JJ00,0.0
1173,320300   ,A044111,2010JJ00,0.0
1174,320300   ,A044111,2011JJ00,0.0
1175,320300   ,A044111,2012JJ00,0.0
1176,320300   ,A044111,2013JJ00,0.0
1177,320300   ,A044111,2014JJ00,0.0
1178,320300   ,A044111,2015JJ00,0.0
1179,320300   ,A044111,2016JJ00,0.0
1180,320300   ,A044111,2017JJ00,0.0
1181,320300   ,A044111,2018JJ00,0.0
1182,320300   ,A044111,2019JJ00,0.0
1183,320300   ,A044111,2020JJ00,0.0
1184,320300   ,A044111,2021JJ00,0.0
1185,320300   ,A044111,2022JJ00,0.0
1186,320300   ,A044111,2023JJ00,0.0
1187,320300   ,A044111,2024JJ00,0.0
1188,320300   ,A044112,1990JJ00,18.8
1189,320300   ,A044112,1995JJ00,17.0
1190,320300   ,A044112,2000JJ00,10.3
1191,320300   ,A044112,2001JJ00,10.2
1192,320300   ,A044112,2002JJ00,9.9
1193,320300   ,A044112,2003JJ00,9.8
1194,320300   ,A044112,2004JJ00,9.3
1195,320300   ,A044112,2005JJ00,9.1
1196,320300   ,A044112,2006JJ00,10.1
1197,320300   ,A044112,2007JJ00,9.3
1198,320300   ,A044112,2008JJ00,8.5
1199,320300   ,A044112,2009JJ00,6.2
1200,320300   ,A044112,2010JJ00,5.6
1201,320300   ,A044112,2011JJ00,5.7
1202,320300   ,A044112,2012JJ00,5.3
1203,320300   ,A044112,2013JJ00,5.5
1204,320300   ,A044112,2014JJ00,5.2
1205,320300   ,A044112,2015JJ00,5.2
1206,320300   ,A044112,2016JJ00,5.0
1207,320300   ,A044112,2017JJ00,4.8
1208,320300   ,A044112,2018JJ00,4.9
1209,320300   ,A044112,2019JJ00,5.2
1210,320300   ,A044112,2020JJ00,4.4
1211,320300   ,A044112,2021JJ00,4.5
1212,320300   ,A044112,2022JJ00,4.8
1213,320300   ,A044112,2023JJ00,4.7
1214,320300   ,A044112,2024JJ00,4.6
1215,320300   ,A044114,1990JJ00,67.1
1216,320300   ,A044114,1995JJ00,61.2
1217,320300   ,A044114,2000JJ00,33.1
1218,320300   ,A044114,2001JJ00,34.7
1219,320300   ,A044114,2002JJ00,30.3
1220,320300   ,A044114,2003JJ00,29.5
1221,320300   ,A044114,2004JJ00,32.3
1222,320300   ,A044114,2005JJ00,32.2
1223,320300   ,A044114,2006JJ00,32.4
1224,320300   ,A044114,2007JJ00,29.9
1225,320300   ,A044114,2008JJ00,25.7
