ID,Sectoren,Jaren,ToegevoegdeWaardeBrutoBasisprijzen_1,ExploitatieoverschotNetto_2,PrimairInkomenNetto_3,BeschikbaarInkomenNetto_4,BesparingenNetto_5,SaldoLopendeTransMetHetBuitenland_6,SaldoNettoBespEnKapitaaloverdr_7,Vorderingensaldo_8,VorderingenTotaal_9,SchuldenTotaal_10,FinancieelVermogen_11,VorderingenTotaal_12,SchuldenTotaal_13,FinancieelVermogen_14,StatistischVerschil_15,VorderingenTotaal_16,SchuldenTotaal_17,FinancieelVermogen_18,VorderingenTotaal_19,SchuldenTotaal_20,FinancieelVermogen_21,TotaalMiddelen_22,TotaalInvoerVanGoederenEnDiensten_23,InvoerVanGoederen_24,InvoerVanDiensten_25,TotaalProductieBasisprijzen_26,ProductieVanToegerekendeBankdiensten_27,OverigeMarktproductie_28,InvesteringenInEigenBeheer_29,TotaalBeloningWerknemers_30,Lonen_31,SocialePremiesTLVWerkgevers_32,TotaalBelastingenProductieEnInvoer_33,BelastOpProdEnInvoerProductg_34,BelastOpProdInvoerNietProductg_35,TotaalSubsidies_36,SubsidiesProductgebonden_37,SubsidiesNietProductgebonden_38,TotaalInkomenUitVermogen_39,Rente_40,Dividenden_41,InkomenOnttrokkenAanQuasiVennootsch_42,IngehoudenWinstenOpDirBuitenlInv_43,InkUitVermToegerAanPolishouders_44,TotaalBelastingenInkomenEnVermogen_45,BelastingenOpInkomen_46,TotaalSocialePremies_47,PremiesWettelijkeSocialeVerzekering_48,ToegerekendeSocialePremies_49,TotaalSocialeUitkeringen_50,UitkeringenWettelSocialeVerzekering_51,Pensioenuitkeringen_52,TotaalOverigeInkomensoverdrachten_53,Schadeverzekeringspremies_54,Schadeverzekeringsuitkeringen_55,OverigeInkomensoverdrachtenNEG_56,CorrectiePensioenvoorziening_57,TotaalKapitaaloverdrachten_58,Investeringsbijdragen_59,OverigeKapitaaloverdrachten_60,TotaalBestedingen_61,TotaalUitvoerVanGoederenEnDiensten_62,UitvoerVanGoederen_63,UitvoerVanDiensten_64,IntermediairVerbruik_65,BelastOpProdNietProductgebonden_66,SubsidiesNietProductgebonden_67,TotaalBeloningVanWerknemers_68,Lonen_69,SocialePremiesTLVWerkgevers_70,TotaalInkomenUitVermogen_71,Rente_72,Dividenden_73,InkomenOnttrokkenAanQuasiVennootsch_74,IngehWinstenOpDirecteBuitInvest_75,InkUitVermToegerAanPolishouders_76,InkomenUitGrondEnMineraleReserves_77,TotaalBelastingenInkomenEnVermogen_78,BelastingenOpInkomen_79,TotaalSocialePremies_80,PremiesWettelijkeSocialeVerzekering_81,Pensioenpremies_82,TotaalSocialeUitkeringen_83,UitkerWettelijkeSocialeVerzekering_84,UitkeringenRechtstreeksDoorWerkgevers_85,TotaalOverigeInkomensoverdrachten_86,Schadeverzekeringspremies_87,Schadeverzekeringsuitkeringen_88,OverigeInkomensoverdrachtenNEG_89,TotaalKapitaaloverdrachten_90,Investeringsbijdragen_91,OverigeKapitaaloverdrachten_92,TotaalInvesteringenBruto_93,InvesteringenInVasteActivaBruto_94,Afschrijvingen_95,InvesteringenInVasteActivaNetto_96,SaldoAVNietGeprodNietFinActiva_97,BeginbalansTotaal_98,ChartaalGeld_99,GiraleDepositoS_100,SpaartegoedenInEuros_101,OverigeDepositoS_102,KortlopendeWaardepapieren_103,Obligaties_104,FinancieleDerivaten_105,KortlopendeLeningen_106,LanglopendeLeningen_107,AandelenEnOverigeDeelnemingen_108,PensioenEnLevensverzVoorzieningen_109,HandelskredEnTransitPosten_110,FinancieleTransactiesTotaal_111,ChartaalGeld_112,GiraleDepositoS_113,SpaartegoedenInEuros_114,OverigeDepositoS_115,KortlopendeWaardepapieren_116,Obligaties_117,FinancieleDerivaten_118,KortlopendeLeningen_119,LanglopendeLeningen_120,AandelenEnOverigeDeelnemingen_121,PensioenEnLevensverzVoorzieningen_122,HandelskredEnTransitPosten_123,OverigeMutatiesTotaal_124,ChartaalGeld_125,GiraleDepositoS_126,SpaartegoedenInEuros_127,OverigeDepositoS_128,KortlopendeWaardepapieren_129,Obligaties_130,FinancieleDerivaten_131,KortlopendeLeningen_132,LanglopendeLeningen_133,AandelenEnOverigeDeelnemingen_134,PensioenEnLevensverzVoorzieningen_135,HandelskredEnTransitPosten_136,EindbalansTotaal_137,ChartaalGeld_138,GiraleDepositoS_139,SpaartegoedenInEuros_140,OverigeDepositoS_141,KortlopendeWaardepapieren_142,Obligaties_143,FinancieleDerivaten_144,KortlopendeLeningen_145,LanglopendeLeningen_146,AandelenEnOverigeDeelnemingen_147,PensioenEnLevensverzVoorzieningen_148,HandelskredEnTransitPosten_149,BeginbalansTotaal_150,MonetairGoudEnBijzTrekkingsrechten_151,ChartaalGeld_152,GiraleDepositoS_153,OverigeDepositoS_154,KortlopendeWaardepapieren_155,Obligaties_156,KortlopendeLeningen_157,LanglopendeLeningen_158,AandelenEnOverigeDeelnemingen_159,PensioenEnLevensverzVoorzieningen_160,HandelskredEnTransitPosten_161,FinancieleTransactiesTotaal_162,MonetairGoudEnBijzTrekkingsrechten_163,ChartaalGeld_164,GiraleDepositoS_165,OverigeDepositoS_166,KortlopendeWaardepapieren_167,Obligaties_168,KortlopendeLeningen_169,LanglopendeLeningen_170,AandelenEnOverigeDeelnemingen_171,PensioenEnLevensverzVoorzieningen_172,HandelskredEnTransitPosten_173,OverigeMutatiesTotaal_174,MonetairGoudEnBijzTrekkingsrechten_175,ChartaalGeld_176,GiraleDepositoS_177,OverigeDepositoS_178,KortlopendeWaardepapieren_179,Obligaties_180,KortlopendeLeningen_181,LanglopendeLeningen_182,AandelenEnOverigeDeelnemingen_183,PensioenEnLevensverzVoorzieningen_184,HandelskredEnTransitPosten_185,EindbalansTotaal_186,MonetairGoudEnBijzTrekkingsrechten_187,ChartaalGeld_188,GiraleDepositoS_189,OverigeDepositoS_190,KortlopendeWaardepapieren_191,Obligaties_192,KortlopendeLeningen_193,LanglopendeLeningen_194,AandelenEnOverigeDeelnemingen_195,PensioenEnLevensverzVoorzieningen_196,HandelskredEnTransitPosten_197
60,BuitenBF,2001JJ00,,,,,,-21769.0,-20976,-20976,1210416,1183166,27250,192718,212619,-19901,1075.0,-49247,-39457,-9790,1353887,1356328,-2441,332695,264330.0,209751.0,54579.0,,,,,1436.0,1157.0,279.0,3134.0,3116.0,18.0,1069.0,865.0,204.0,51332,35479,13807,357,1423,266.0,260.0,260.0,330,330.0,,1611.0,1060.0,551.0,9047,1349.0,170,7528.0,-266.0,2550,162.0,2388,353671,291592.0,236721.0,54871.0,,,,1289,999,290,53996,33900,23759,278,-4015,74.0,,1184,1184,692.0,407.0,285.0,200,200.0,,2961,170,1349.0,1442,1757,100.0,1657,,,,,,1210416,0,45451,0.0,249506,20020,229652,-4902,58468,90452,478458,6499.0,36812,192718,0,13570,0.0,40709,7138,69585,-6470,588,32864,28176,-141.0,6699,-49247,0,1582,0.0,7892,-136,1043,16976,876,2394,-69541,219.0,-10552,1353887,0,60603,0.0,298107,27022,300280,5604,59932,125710,437093,6577.0,32959,1183166,8548.0,274.0,30938.0,164118.0,7395,242290,86987,140020,476457,1098.0,25041,212619,-125.0,-7.0,-10468.0,69438.0,-2393,34345,40275,30178,49740,-12.0,1648,-39457,631.0,-164.0,426.0,2620.0,-226,6866,2011,2275,-62151,-27.0,8282,1356328,9054.0,103.0,20896.0,236176.0,4776,283501,129273,172473,464046,1059.0,34971
61,BuitenBF,2002JJ00,,,,,,-27503.0,-26536,-26536,1353887,1356328,-2441,114049,141377,-27328,-792.0,-133364,-135132,1768,1334572,1362573,-28001,317152,257388.0,200900.0,56488.0,,,,,1570.0,1250.0,320.0,2543.0,2525.0,18.0,1258.0,1131.0,127.0,42796,31478,11538,422,-916,274.0,208.0,208.0,323,323.0,,1727.0,1117.0,610.0,9716,1441.0,215,8060.0,-289.0,2428,105.0,2323,343688,289261.0,232123.0,57138.0,,,,1246,966,280,46388,28938,14732,260,2396,62.0,,1100,1100,743.0,422.0,321.0,217,217.0,,3272,215,1441.0,1616,1461,87.0,1374,,,,,,1353887,0,60603,0.0,298107,27022,300280,5604,59932,125710,437093,6577.0,32959,114049,0,-2804,0.0,53953,16607,39455,-6909,7662,11059,6308,-183.0,-11099,-133364,0,-3807,0.0,-20342,-173,-11509,15072,-4156,-6364,-91884,843.0,-11044,1334572,0,53992,0.0,331718,43456,328226,13767,63438,130405,351517,7237.0,10816,1356328,9054.0,103.0,20896.0,236176.0,4776,283501,129273,172473,464046,1059.0,34971,141377,-464.0,7.0,6665.0,22224.0,702,60261,19291,11156,34886,-35.0,-13316,-135132,336.0,3.0,-1848.0,-15710.0,-36,-3788,-12095,-11495,-95443,0.0,4944,1362573,8926.0,113.0,25713.0,242690.0,5442,339974,136469,172134,403489,1024.0,26599
62,BuitenBF,2003JJ00,,,,,,-28454.0,-27432,-27432,1334572,1362573,-28001,104213,143864,-39651,-12219.0,-27134,4964,-32098,1411651,1511401,-99750,323927,260019.0,202221.0,57798.0,,,,,1807.0,1425.0,382.0,2551.0,2523.0,28.0,1370.0,1157.0,213.0,46279,30749,10885,560,3812,273.0,210.0,210.0,299,299.0,,1873.0,1240.0,633.0,10147,1987.0,183,7977.0,-272.0,2384,118.0,2266,351359,291725.0,233263.0,58462.0,,,,1130,869,261,51065,28478,16477,229,5819,62.0,,1074,1074,855.0,494.0,361.0,207,207.0,,3941,183,1987.0,1771,1362,182.0,1180,,,,,,1334572,0,53992,0.0,331718,43456,328226,13767,63438,130405,351517,7237.0,10816,104213,4196,18283,0.0,5823,-262,58575,-514,4478,7145,4589,-162.0,2062,-27134,-1892,-3316,0.0,-15647,-1,-16529,-5703,1408,-2630,12172,736.0,4268,1411651,2304,68959,0.0,321894,43193,370272,7550,69324,134920,368278,7811.0,17146,1362573,8926.0,113.0,25713.0,242690.0,5442,339974,136469,172134,403489,1024.0,26599,143864,-777.0,-37.0,7326.0,43515.0,3694,37556,-20495,33511,39857,-34.0,-252,4964,101.0,0.0,-2165.0,-17303.0,-508,-4646,-7964,-1680,28387,0.0,10742,1511401,8250.0,76.0,30874.0,268902.0,8628,372884,108010,203965,471733,990.0,37089
63,BuitenBF,2004JJ00,,,,,,-41173.0,-39853,-39853,1411651,1511401,-99750,120120,163171,-43051,-3198.0,13738,19414,-5676,1545509,1693986,-148477,350155,279267.0,220710.0,58557.0,,,,,2056.0,1600.0,456.0,2326.0,2292.0,34.0,1378.0,1052.0,326.0,51186,32677,14068,738,3412,291.0,190.0,190.0,278,278.0,,2065.0,1346.0,719.0,11507,2025.0,178,9304.0,-293.0,2951,155.0,2796,390008,316408.0,256089.0,60319.0,,,,1044,802,242,64377,30621,19485,241,13978,52.0,,1236,1236,1001.0,575.0,426.0,218,218.0,,4093,178,2025.0,1890,1631,190.0,1441,,,,,,1411651,2304,68959,0.0,321894,43193,370272,7550,69324,134920,368278,7811.0,17146,120120,-1004,-10700,0.0,73601,-489,62114,-6214,-364,-14688,14011,-188.0,4041,13738,0,-1876,0.0,-7462,20,4624,2044,-696,-2296,11135,1760.0,6485,1545509,1300,56383,0.0,388033,42724,437010,3380,68264,117936,393424,9383.0,27672,1511401,8250.0,76.0,30874.0,268902.0,8628,372884,108010,203965,471733,990.0,37089,163171,-27.0,-4.0,13802.0,10334.0,7581,50945,14409,14949,54647,-47.0,-3418,19414,-218.0,0.0,-649.0,-9424.0,-198,8676,-2192,-2921,22607,0.0,3733,1693986,8005.0,72.0,44027.0,269812.0,16011,432505,120227,215993,548987,943.0,37404
64,BuitenBF,2005JJ00,,,,,,-36314.0,-34563,-34563,1545509,1693986,-148477,171461,209891,-38430,-3867.0,126945,85608,41337,1843915,1989485,-145570,398999,302458.0,241157.0,61301.0,,,,,2143.0,1670.0,473.0,2417.0,2417.0,0.0,1291.0,971.0,320.0,74978,40158,34675,757,-917,305.0,210.0,210.0,272,272.0,,2316.0,1477.0,839.0,12513,2025.0,178,10310.0,-398.0,3381,120.0,3261,433562,347307.0,281867.0,65440.0,,,,1011,780,231,76522,35320,43932,167,-2938,41.0,,1630,1630,1019.0,578.0,441.0,230,230.0,,4213,178,2025.0,2010,1630,96.0,1534,,,,,,1545509,1300,56383,0.0,388033,42724,437010,3380,68264,117936,393424,9383.0,27672,171461,-600,9313,0.0,14757,-6336,87980,519,783,16212,45869,-288.0,3252,126945,0,2399,0.0,16658,0,2093,3867,581,3938,85711,1076.0,10622,1843915,700,68095,0.0,419448,36388,527083,7766,69628,138086,525004,10171.0,41546,1693986,8005.0,72.0,44027.0,269812.0,16011,432505,120227,215993,548987,943.0,37404,209891,-940.0,6.0,16650.0,18349.0,175,40620,14527,25919,84139,-46.0,10492,85608,2615.0,0.0,2986.0,12369.0,551,16977,-2142,13543,39952,0.0,-1243,1989485,9680.0,78.0,63663.0,300530.0,16737,490102,132612,255455,673078,897.0,46653
65,BuitenBF,2006JJ00,,,,,,-47755.0,-45867,-45867,1843915,1989485,-145570,220599,269713,-49114,-3247.0,23799,22392,1407,2088313,2281590,-193277,450244,340029.0,274775.0,65254.0,,,,,2261.0,1760.0,501.0,2708.0,2708.0,0.0,1522.0,919.0,603.0,87801,54362,22426,772,9972,269.0,228.0,228.0,276,276.0,,2255.0,1381.0,874.0,12961,2045.0,188,10728.0,-433.0,3680,139.0,3541,496111,383258.0,316270.0,66988.0,,,,988,763,225,102373,48144,38439,225,15519,46.0,,1855,1855,1061.0,620.0,441.0,242,242.0,,4542,188,2045.0,2309,1792,92.0,1700,,,,,,1843915,700,68095,0.0,419448,36388,527083,7766,69628,138086,525004,10171.0,41546,220599,-700,36023,0.0,82799,1331,52313,-2947,34240,-3147,16265,-341.0,4763,23799,0,-3395,0.0,-16280,7,-10688,-2395,8,-3054,64082,303.0,-4789,2088313,0,100723,0.0,485967,37726,568708,2424,103876,131885,605351,10133.0,41520,1989485,9680.0,78.0,63663.0,300530.0,16737,490102,132612,255455,673078,897.0,46653,269713,-793.0,2505.0,74427.0,34490.0,757,50159,41335,25206,48686,-180.0,-6879,22392,1050.0,0.0,-5727.0,-9783.0,-233,-17158,-3460,-1093,58809,-53.0,40,2281590,9937.0,2583.0,132363.0,325237.0,17261,523103,170487,279568,780573,664.0,39814
66,BuitenBF,2007JJ00,,,,,,-45116.0,-43930,-43930,2088313,2281590,-193277,179980,232901,-52921,-8991.0,-14713,-11670,-3043,2253580,2502821,-249241,491873,365769.0,298650.0,67119.0,,,,,4818.0,4056.0,762.0,3119.0,2999.0,120.0,1028.0,271.0,757.0,99403,65392,28602,565,4537,307.0,312.0,312.0,281,281.0,,2228.0,1395.0,833.0,13421,2033.0,172,11216.0,-347.0,3897,163.0,3734,535803,412319.0,342311.0,70008.0,,,,962,739,223,112326,56928,43315,221,11830,32.0,,1538,1538,1120.0,634.0,486.0,234,234.0,,4593,172,2033.0,2388,2711,71.0,2640,,,,,,2088313,0,100723,0.0,485967,37726,568708,2424,103876,131885,605351,10133.0,41520,179980,0,18393,0.0,113235,13255,23263,5997,-4039,-5753,11567,-344.0,4406,-14713,0,-7546,0.0,-30746,-1339,-13081,-5183,-2548,2606,39648,381.0,3095,2253580,0,111570,0.0,568456,49642,578890,3238,97289,128738,656566,10170.0,49021,2281590,9937.0,2583.0,132363.0,325237.0,17261,523103,170487,279568,780573,664.0,39814,232901,-222.0,4500.0,28839.0,80026.0,1956,3310,7177,36217,64399,-3.0,6702,-11670,1736.0,-71.0,-7594.0,-10127.0,-464,-1254,-9469,4113,8492,4.0,2964,2502821,11451.0,7012.0,153608.0,395136.0,18753,525159,168195,319898,853464,665.0,49480
67,BuitenBF,2008JJ00,,,,,,-26328.0,-24224,-24224,2253580,2502821,-249241,-67091,-38079,-29012,-4788.0,-162190,-181157,18967,2024299,2283585,-259286,524274,397732.0,319259.0,78473.0,,,,,5979.0,5066.0,913.0,3221.0,3080.0,141.0,1042.0,186.0,856.0,97319,67600,28653,562,193,311.0,341.0,341.0,282,282.0,,2308.0,1476.0,832.0,13931,2041.0,172,11718.0,-302.0,4505,158.0,4347,548498,447927.0,362462.0,85465.0,,,,941,724,217,89355,56837,45187,198,-12888,21.0,,1560,1560,1248.0,718.0,530.0,248,248.0,,4818,172,2041.0,2605,2401,65.0,2336,,,,,,2253580,0,111570,0.0,568456,49642,578890,3238,97289,128738,656566,10170.0,49021,-67091,0,-33416,0.0,-85967,72176,-5083,-22098,18383,2801,-10498,-302.0,-3087,-162190,0,2319,0.0,10610,207,21368,13981,-2605,3521,-214300,-1839.0,4548,2024299,0,80473,0.0,493099,122025,595175,-4879,113067,135060,431768,8029.0,50482,2502821,11451.0,7012.0,153608.0,395136.0,18753,525159,168195,319898,853464,665.0,49480,-38079,-129.0,4162.0,-25222.0,-76807.0,-6167,-12624,3566,44938,43879,0.0,-13675,-181157,1063.0,0.0,2564.0,4812.0,225,-18074,-2661,8342,-185102,0.0,7674,2283585,12385.0,11174.0,130950.0,323141.0,12811,494461,169100,373178,712241,665.0,43479
68,BuitenBF,2009JJ00,,,,,,-24645.0,-22541,-22541,2024299,2283585,-259286,38377,51802,-13425,9116.0,65520,131031,-65511,2128196,2466418,-338222,497964,334227.0,264680.0,69547.0,,,,,5855.0,4946.0,909.0,2074.0,2049.0,25.0,1086.0,255.0,831.0,71546,48748,20223,579,1684,312.0,233.0,233.0,284,284.0,,2305.0,1473.0,832.0,14202,2041.0,166,11995.0,-230.0,4862,135.0,4727,446483,375196.0,300908.0,74288.0,,,,1045,826,219,59154,33156,26606,214,-842,20.0,,624,624,1379.0,777.0,602.0,248,248.0,,6506,166,2041.0,4299,2331,65.0,2266,,,,,,2024299,0,80473,0.0,493099,122025,595175,-4879,113067,135060,431768,8029.0,50482,38377,0,17591,0.0,-49500,3160,31918,19830,-39349,19914,34925,-717.0,605,65520,0,-656,0.0,-3366,-378,-5164,3116,359,-4104,77664,717.0,-2668,2128196,0,97408,0.0,440233,124807,621929,18067,74077,150870,544357,8029.0,48419,2283585,12385.0,11174.0,130950.0,323141.0,12811,494461,169100,373178,712241,665.0,43479,51802,-92.0,3094.0,-10608.0,-59184.0,2392,38548,24429,-3529,68453,46.0,-11747,131031,8116.0,0.0,-267.0,-449.0,-15,22032,-534,128,99791,12.0,2217,2466418,20409.0,14268.0,120075.0,263508.0,15188,555041,192995,369777,880485,723.0,33949
69,BuitenBF,2010JJ00,,,,,,-30048.0,-26121,-26219,2128196,2466360,-338164,62834,91169,-24613,1606.0,83023,103579,-20556,2274053,2661108,-387055,504503,392958.0,319826.0,73132.0,,,,,5432.0,4525.0,907.0,2186.0,2159.0,27.0,899.0,117.0,782.0,81040,46151,26546,648,7383,312.0,689.0,689.0,284,284.0,,2304.0,1472.0,832.0,14968,2040.0,168,12760.0,-154.0,5695,90.0,5605,528423,440724.0,361676.0,79048.0,,,,1099,893,206,74789,30364,33447,269,10689,20.0,,843,830,1529.0,851.0,678.0,248,248.0,,6755,168,2040.0,4547,2436,65.0,2371,,,,,,2128196,0,97408,0.0,440233,124807,621929,18067,74077,150870,544357,8029.0,48419,62834,0,30838,0.0,17944,1364,41651,-12357,-4757,-15489,8999,37.0,-5396,83023,0,4650,0.0,13753,2459,18324,2035,1860,2470,33877,142.0,3453,2274053,0,132896,0.0,471930,128630,681904,7745,71180,137851,587233,8208.0,46476,2466360,20409.0,14268.0,120075.0,263508.0,15188,555041,192995,369777,880485,665.0,33949,91169,-17.0,4300.0,-10044.0,-6916.0,-1606,-20243,43133,3529,70562,0.0,8471,103579,6027.0,0.0,3526.0,6369.0,246,10874,5591,1839,67507,0.0,1600,2661108,26419.0,18568.0,113557.0,262961.0,13828,545672,241719,375145,1018554,665.0,44020
70,BuitenBF,2011JJ00,,,,,,-45685.0,-42946,-42540,2274053,2661108,-387055,120535,166528,-42903,-363.0,-10697,17583,-28280,2383891,2845219,-461328,534567,427964.0,351874.0,76090.0,,,,,6187.0,5009.0,1178.0,2583.0,2583.0,0.0,1003.0,27.0,976.0,76861,44742,22011,665,9131,312.0,244.0,244.0,284,284.0,,2304.0,1472.0,832.0,15088,2040.0,168,12880.0,-82.0,4137,48.0,4089,575233,480818.0,397068.0,83750.0,,,,1084,881,203,82503,31411,39831,202,11035,24.0,,979,896,1707.0,957.0,750.0,248,248.0,,5818,168,2040.0,3610,2076,66.0,2010,,,,,,2274053,0,132896,0.0,471930,128630,681904,7745,71180,137851,587233,8208.0,46476,120535,0,44901,0.0,1064,10607,6838,-7974,14999,3511,13373,364.0,32852,-10697,0,2415,0.0,5790,4422,10810,-32041,469,23,-4002,470.0,947,2383891,0,180212,0.0,478784,143659,699552,-32270,86648,141385,596604,9042.0,80275,2661108,26419.0,18568.0,113557.0,262961.0,13828,545672,241719,375145,1018554,665.0,44020,166528,-218.0,3785.0,-957.0,-40057.0,-4166,-11287,131328,13848,70241,0.0,4011,17583,3384.0,-1.0,546.0,3677.0,99,7763,1783,3233,-3520,0.0,619,2845219,29585.0,22352.0,113146.0,226581.0,9761,542148,374830,392226,1085275,665.0,48650
71,BuitenBF,2012JJ00,,,,,,-47413.0,-44964,-44602,2274053,2661108,-387055,120535,166528,-42903,-363.0,-10697,17583,-28280,2383891,2845219,-461328,546487,454302.0,374386.0,79916.0,,,,,6788.0,5378.0,1410.0,2689.0,2689.0,0.0,959.0,13.0,946.0,61027,38042,17505,706,4462,312.0,583.0,583.0,284,284.0,,2304.0,1472.0,832.0,15890,2040.0,168,13682.0,-9.0,3588,40.0,3548,588963,506167.0,420358.0,85809.0,,,,1077,873,204,70913,27213,36199,217,7255,29.0,,960,870,1888.0,1065.0,823.0,248,248.0,,5849,168,2040.0,3641,1861,66.0,1795,,,,,,2274053,0,132896,0.0,471930,128630,681904,7745,71180,137851,587233,8208.0,46476,120535,0,44901,0.0,1064,10607,6838,-7974,14999,3511,13373,364.0,32852,-10697,0,2415,0.0,5790,4422,10810,-32041,469,23,-4002,470.0,947,2383891,0,180212,0.0,478784,143659,699552,-32270,86648,141385,596604,9042.0,80275,2661108,26419.0,18568.0,113557.0,262961.0,13828,545672,241719,375145,1018554,665.0,44020,166528,-218.0,3785.0,-957.0,-40057.0,-4166,-11287,131328,13848,70241,0.0,4011,17583,3384.0,-1.0,546.0,3677.0,99,7763,1783,3233,-3520,0.0,619,2845219,29585.0,22352.0,113146.0,226581.0,9761,542148,374830,392226,1085275,665.0,48650
