ID,BedrijfstakkenBranches,Perioden,PrijsindexArbeid_1,JaarmutatiePrijsVanArbeid_2,LoonkostenPerGewerktUur2010100_3,JaarmutatieLoonkostenPerGewerktUur_4,Structuureffect_5
1295,417400,2016VJ06,106.2,1.4,109.9,1.8,0.4
1296,417400,2016VJ09,106.0,0.0,109.8,0.4,0.4
1297,417400,2016VJ12,106.8,1.0,110.7,1.3,0.3
1298,417400,2017VJ03,106.3,-0.2,110.4,0.2,0.4
1299,417400,2017VJ06,107.1,0.9,111.3,1.2,0.3
1300,417400,2017VJ09,108.1,2.0,112.3,2.3,0.3
1301,417400,2017VJ12,110.1,3.1,114.5,3.4,0.3
1302,419000,2001JJ00,73.3,,74.3,,
1303,419000,2002JJ00,75.9,3.4,76.5,3.0,-0.4
1304,419000,2003JJ00,76.8,1.3,77.4,1.1,-0.2
1305,419000,2004JJ00,79.7,3.7,80.2,3.6,-0.1
1306,419000,2005JJ00,83.2,4.4,84.0,4.8,0.4
1307,419000,2006JJ00,86.5,4.0,87.4,4.0,0.0
1308,419000,2007JJ00,89.6,3.6,90.1,3.2,-0.4
1309,419000,2008JJ00,92.3,3.1,92.6,2.7,-0.4
1310,419000,2009JJ00,96.4,4.4,96.7,4.5,0.1
1311,419000,2010JJ00,100.0,3.7,100.0,3.4,-0.3
1312,419000,2011JJ00,102.1,2.1,102.2,2.2,0.1
1313,419000,2012JJ00,104.4,2.3,104.8,2.5,0.3
1314,419000,2013JJ00,106.9,2.4,107.9,2.9,0.5
1315,419000,2014JJ00,107.6,0.6,108.9,1.0,0.3
1316,419000,2015JJ00,109.5,1.8,110.8,1.7,-0.1
1317,419000,2016JJ00,111.5,1.8,112.4,1.5,-0.3
1318,419000,2017JJ00,114.4,2.6,114.8,2.1,-0.4
1319,419000,2006VJ12,86.5,4.0,87.4,4.0,0.0
1320,419000,2007VJ03,87.2,,88.0,,
1321,419000,2007VJ06,87.9,,88.6,,
1322,419000,2007VJ09,88.5,,89.1,,
1323,419000,2007VJ12,89.6,3.6,90.1,3.2,-0.4
1324,419000,2008VJ03,90.5,3.8,90.9,3.3,-0.4
1325,419000,2008VJ06,91.1,3.6,91.4,3.2,-0.4
1326,419000,2008VJ09,91.2,3.1,91.5,2.6,-0.4
1327,419000,2008VJ12,92.3,3.1,92.6,2.7,-0.4
1328,419000,2009VJ03,93.4,3.3,93.6,3.0,-0.2
1329,419000,2009VJ06,94.7,4.0,95.0,3.8,-0.2
1330,419000,2009VJ09,95.5,4.7,95.7,4.7,0.0
1331,419000,2009VJ12,96.4,4.4,96.7,4.5,0.1
1332,419000,2010VJ03,96.5,3.4,96.8,3.3,0.0
1333,419000,2010VJ06,98.0,3.5,98.2,3.4,-0.1
1334,419000,2010VJ09,99.6,4.4,99.7,4.1,-0.2
1335,419000,2010VJ12,100.0,3.7,100.0,3.4,-0.3
1336,419000,2011VJ03,100.1,3.7,100.2,3.5,-0.2
1337,419000,2011VJ06,100.2,2.3,100.3,2.2,-0.1
1338,419000,2011VJ09,100.8,1.1,100.9,1.2,0.0
1339,419000,2011VJ12,102.1,2.1,102.2,2.2,0.1
1340,419000,2012VJ03,102.1,1.9,102.3,2.1,0.2
1341,419000,2012VJ06,102.5,2.3,102.7,2.4,0.1
1342,419000,2012VJ09,103.5,2.7,103.8,2.9,0.2
1343,419000,2012VJ12,104.4,2.3,104.8,2.5,0.3
1344,419000,2013VJ03,106.2,4.1,106.8,4.4,0.4
1345,419000,2013VJ06,106.5,4.0,107.3,4.4,0.5
1346,419000,2013VJ09,106.9,3.2,107.7,3.7,0.5
1347,419000,2013VJ12,106.9,2.4,107.9,2.9,0.5
1348,419000,2014VJ03,106.8,0.6,107.9,1.1,0.5
1349,419000,2014VJ06,107.0,0.4,108.3,0.9,0.5
1350,419000,2014VJ09,106.9,0.0,108.2,0.5,0.5
1351,419000,2014VJ12,107.6,0.6,108.9,1.0,0.3
1352,419000,2015VJ03,107.9,1.0,109.2,1.2,0.2
1353,419000,2015VJ06,108.4,1.3,109.7,1.4,0.1
1354,419000,2015VJ09,109.7,2.6,111.0,2.6,0.0
1355,419000,2015VJ12,109.5,1.8,110.8,1.7,-0.1
1356,419000,2016VJ03,110.0,2.0,111.2,1.8,-0.2
1357,419000,2016VJ06,109.6,1.2,110.7,0.9,-0.2
1358,419000,2016VJ09,110.4,0.7,111.4,0.4,-0.3
1359,419000,2016VJ12,111.5,1.8,112.4,1.5,-0.3
1360,419000,2017VJ03,111.5,1.3,112.3,1.0,-0.4
1361,419000,2017VJ06,113.8,3.8,114.5,3.4,-0.4
1362,419000,2017VJ09,113.6,2.9,114.1,2.4,-0.4
1363,419000,2017VJ12,114.4,2.6,114.8,2.1,-0.4
1364,422400,2001JJ00,76.7,,75.5,,
1365,422400,2002JJ00,80.2,4.5,78.7,4.2,-0.3
1366,422400,2003JJ00,83.9,4.6,82.4,4.7,0.1
1367,422400,2004JJ00,84.7,1.0,83.8,1.6,0.6
1368,422400,2005JJ00,87.3,3.1,86.8,3.6,0.5
1369,422400,2006JJ00,88.8,1.7,89.2,2.8,1.1
1370,422400,2007JJ00,91.9,3.5,92.4,3.5,0.1
1371,422400,2008JJ00,95.7,4.1,95.8,3.8,-0.3
1372,422400,2009JJ00,97.6,2.1,97.8,2.0,0.0
1373,422400,2010JJ00,100.0,2.4,100.0,2.3,-0.2
1374,422400,2011JJ00,101.4,1.4,101.7,1.7,0.2
1375,422400,2012JJ00,103.6,2.1,104.3,2.6,0.4
1376,422400,2013JJ00,106.0,2.3,107.8,3.3,1.0
1377,422400,2014JJ00,107.5,1.4,110.3,2.4,0.9
1378,422400,2015JJ00,107.5,0.0,111.3,0.9,0.8
1379,422400,2016JJ00,109.4,1.8,113.4,2.0,0.2
1380,422400,2017JJ00,111.3,1.7,115.1,1.5,-0.2
1381,422400,2006VJ12,88.8,1.7,89.2,2.8,1.1
1382,422400,2007VJ03,89.8,,90.2,,
1383,422400,2007VJ06,90.5,,91.0,,
1384,422400,2007VJ09,91.1,,91.6,,
1385,422400,2007VJ12,91.9,3.5,92.4,3.5,0.1
1386,422400,2008VJ03,92.9,3.4,93.3,3.4,-0.1
1387,422400,2008VJ06,93.8,3.6,94.1,3.3,-0.2
1388,422400,2008VJ09,94.4,3.6,94.6,3.3,-0.3
1389,422400,2008VJ12,95.7,4.1,95.8,3.8,-0.3
1390,422400,2009VJ03,96.0,3.4,96.1,3.1,-0.3
1391,422400,2009VJ06,97.0,3.5,97.1,3.3,-0.2
1392,422400,2009VJ09,97.2,3.0,97.4,2.9,-0.1
1393,422400,2009VJ12,97.6,2.1,97.8,2.0,0.0
1394,422400,2010VJ03,98.0,2.0,98.1,2.0,0.0
1395,422400,2010VJ06,99.3,2.3,99.3,2.2,-0.1
1396,422400,2010VJ09,100.1,2.9,100.1,2.8,-0.1
1397,422400,2010VJ12,100.0,2.4,100.0,2.3,-0.2
1398,422400,2011VJ03,99.7,1.7,99.7,1.7,0.0
1399,422400,2011VJ06,99.7,0.4,99.8,0.5,0.1
1400,422400,2011VJ09,100.0,-0.1,100.1,0.0,0.1
1401,422400,2011VJ12,101.4,1.4,101.7,1.7,0.2
1402,422400,2012VJ03,101.2,1.5,101.5,1.8,0.3
1403,422400,2012VJ06,101.5,1.9,102.0,2.2,0.3
1404,422400,2012VJ09,102.4,2.4,102.9,2.8,0.4
1405,422400,2012VJ12,103.6,2.1,104.3,2.6,0.4
1406,422400,2013VJ03,105.2,4.0,106.2,4.6,0.6
1407,422400,2013VJ06,105.5,3.9,106.7,4.7,0.7
1408,422400,2013VJ09,105.9,3.4,107.3,4.3,0.8
1409,422400,2013VJ12,106.0,2.3,107.8,3.3,1.0
1410,422400,2014VJ03,106.1,0.8,108.1,1.8,1.0
1411,422400,2014VJ06,106.8,1.2,109.1,2.2,1.1
1412,422400,2014VJ09,106.8,0.8,109.3,1.9,1.0
1413,422400,2014VJ12,107.5,1.4,110.3,2.4,0.9
1414,422400,2015VJ03,107.6,1.4,110.6,2.3,0.9
1415,422400,2015VJ06,107.8,0.9,111.1,1.8,0.8
1416,422400,2015VJ09,108.1,1.3,111.7,2.1,0.8
1417,422400,2015VJ12,107.5,0.0,111.3,0.9,0.8
1418,422400,2016VJ03,108.4,0.7,112.2,1.4,0.7
1419,422400,2016VJ06,108.0,0.2,112.0,0.8,0.6
1420,422400,2016VJ09,108.1,0.0,112.1,0.4,0.4
1421,422400,2016VJ12,109.4,1.8,113.4,2.0,0.2
1422,422400,2017VJ03,108.5,0.1,112.4,0.2,0.1
1423,422400,2017VJ06,109.4,1.2,113.3,1.2,-0.1
1424,422400,2017VJ09,110.2,1.9,114.1,1.7,-0.2
1425,422400,2017VJ12,111.3,1.7,115.1,1.5,-0.2
1426,300014,2001JJ00,80.5,,78.5,,
1427,300014,2002JJ00,84.3,4.7,82.8,5.5,0.7
1428,300014,2003JJ00,88.6,5.0,87.4,5.5,0.5
1429,300014,2004JJ00,90.0,1.5,88.6,1.3,-0.2
1430,300014,2005JJ00,91.1,1.3,90.1,1.8,0.5
1431,300014,2006JJ00,92.6,1.7,92.2,2.3,0.6
1432,300014,2007JJ00,94.7,2.2,93.8,1.8,-0.5
1433,300014,2008JJ00,96.9,2.3,95.7,2.0,-0.3
1434,300014,2009JJ00,98.9,2.1,98.2,2.7,0.6
1435,300014,2010JJ00,100.0,1.1,100.0,1.8,0.7
1436,300014,2011JJ00,101.9,1.9,102.1,2.1,0.2
1437,300014,2012JJ00,104.8,2.8,105.1,3.0,0.2
1438,300014,2013JJ00,105.7,0.9,106.7,1.5,0.6
1439,300014,2014JJ00,106.8,1.0,108.7,1.9,0.8
1440,300014,2015JJ00,107.4,0.6,109.4,0.7,0.1
1441,300014,2016JJ00,108.8,1.3,110.7,1.2,-0.1
1442,300014,2017JJ00,110.8,1.8,112.5,1.6,-0.2
1443,300014,2006VJ12,92.6,1.7,92.2,2.3,0.6
1444,300014,2007VJ03,93.5,,92.9,,
1445,300014,2007VJ06,94.0,,93.3,,
1446,300014,2007VJ09,94.5,,93.8,,
1447,300014,2007VJ12,94.7,2.2,93.8,1.8,-0.5
1448,300014,2008VJ03,95.2,1.8,94.2,1.5,-0.4
1449,300014,2008VJ06,95.6,1.7,94.6,1.4,-0.3
1450,300014,2008VJ09,95.9,1.5,94.8,1.1,-0.4
1451,300014,2008VJ12,96.9,2.3,95.7,2.0,-0.3
1452,300014,2009VJ03,97.6,2.5,96.3,2.2,-0.2
1453,300014,2009VJ06,98.5,3.0,97.5,3.0,0.0
1454,300014,2009VJ09,98.6,2.8,97.8,3.2,0.4
1455,300014,2009VJ12,98.9,2.1,98.2,2.7,0.6
1456,300014,2010VJ03,99.6,2.1,99.1,2.9,0.8
1457,300014,2010VJ06,100.1,1.7,100.0,2.6,0.9
1458,300014,2010VJ09,100.0,1.4,100.0,2.2,0.7
1459,300014,2010VJ12,100.0,1.1,100.0,1.8,0.7
1460,300014,2011VJ03,100.0,0.5,100.1,1.0,0.5
1461,300014,2011VJ06,100.3,0.1,100.4,0.4,0.3
1462,300014,2011VJ09,100.7,0.6,100.8,0.8,0.2
1463,300014,2011VJ12,101.9,1.9,102.1,2.1,0.2
1464,300014,2012VJ03,102.1,2.1,102.2,2.2,0.1
1465,300014,2012VJ06,102.5,2.2,102.7,2.3,0.1
1466,300014,2012VJ09,103.5,2.8,103.8,3.0,0.2
1467,300014,2012VJ12,104.8,2.8,105.1,3.0,0.2
1468,300014,2013VJ03,106.3,4.1,106.7,4.4,0.3
1469,300014,2013VJ06,106.1,3.6,106.8,4.0,0.4
1470,300014,2013VJ09,106.1,2.4,106.9,3.0,0.5
1471,300014,2013VJ12,105.7,0.9,106.7,1.5,0.6
1472,300014,2014VJ03,105.8,-0.4,106.9,0.2,0.6
1473,300014,2014VJ06,106.2,0.0,107.4,0.5,0.5
1474,300014,2014VJ09,106.0,-0.1,107.5,0.6,0.7
1475,300014,2014VJ12,106.8,1.0,108.7,1.9,0.8
1476,300014,2015VJ03,106.8,1.0,108.8,1.8,0.8
1477,300014,2015VJ06,107.3,1.1,109.3,1.8,0.7
1478,300014,2015VJ09,108.0,1.9,110.0,2.3,0.4
1479,300014,2015VJ12,107.4,0.6,109.4,0.7,0.1
1480,300014,2016VJ03,108.1,1.2,110.1,1.2,0.0
1481,300014,2016VJ06,107.8,0.5,109.9,0.5,0.0
1482,300014,2016VJ09,108.0,0.0,110.0,0.0,0.0
1483,300014,2016VJ12,108.8,1.3,110.7,1.2,-0.1
1484,300014,2017VJ03,108.2,0.2,110.1,0.0,-0.2
1485,300014,2017VJ06,109.1,1.2,111.0,1.0,-0.2
1486,300014,2017VJ09,109.7,1.6,111.5,1.4,-0.3
1487,300014,2017VJ12,110.8,1.8,112.5,1.6,-0.2
