ID,Geslacht,Leeftijd,Opleidingsniveau,Cijfersoort,Perioden,Levensverwachting_1,LevensverwInAlsGoedErvarenGezondh_2,LevensverwZonderLichBeperkingen_3,LevensverwZonderChronischeZiektes_4,LevensverwInGoedeGeestelijkeGezondh_5
23,3000,10010,18720,2,2001X001,0.2,0.5,0.4,0.6,0.4
24,3000,10010,18720,2,2005X001,0.1,0.5,0.4,0.6,0.4
25,3000,10010,18720,2,2007X001,0.1,0.5,0.4,0.5,0.4
26,3000,10010,18720,2,2009X001,0.1,0.4,0.4,0.5,0.4
27,3000,10010,18720,2,2011X001,0.1,0.5,0.5,0.5,0.4
28,3000,10010,18750,1,1997X009,77.1,63.7,70.9,48.5,
29,3000,10010,18750,1,1997X001,76.5,63.1,70.5,49.4,
30,3000,10010,18750,1,2001X001,77.4,64.1,70.8,48.5,72.9
31,3000,10010,18750,1,2005X001,78.5,65.1,71.8,46.9,74.3
32,3000,10010,18750,1,2007X001,79.3,65.4,72.3,46.6,75.3
33,3000,10010,18750,1,2009X001,79.9,66.3,72.6,46.9,74.3
34,3000,10010,18750,1,2011X001,80.1,65.8,72.7,47.6,74.0
35,3000,10010,18750,2,1997X009,0.1,0.3,0.2,0.3,
36,3000,10010,18750,2,1997X001,0.2,0.4,0.3,0.5,
37,3000,10010,18750,2,2001X001,0.1,0.4,0.3,0.4,0.3
38,3000,10010,18750,2,2005X001,0.1,0.4,0.3,0.4,0.3
39,3000,10010,18750,2,2007X001,0.1,0.4,0.4,0.5,0.3
40,3000,10010,18750,2,2009X001,0.1,0.4,0.4,0.4,0.3
41,3000,10010,18750,2,2011X001,0.1,0.4,0.4,0.4,0.4
42,3000,10010,18789,1,1997X009,79.1,69.0,74.6,52.2,
43,3000,10010,18789,1,1997X001,78.5,68.9,74.3,52.8,
44,3000,10010,18789,1,2001X001,79.3,68.6,74.6,51.2,75.6
45,3000,10010,18789,1,2005X001,81.4,72.3,76.8,52.4,78.0
46,3000,10010,18789,1,2007X001,81.7,72.6,76.5,52.9,77.6
47,3000,10010,18789,1,2009X001,81.8,71.5,76.4,52.3,77.2
48,3000,10010,18789,1,2011X001,82.6,71.7,76.9,52.1,77.1
49,3000,10010,18789,2,1997X009,0.1,0.3,0.3,0.4,
50,3000,10010,18789,2,1997X001,0.3,0.6,0.5,0.7,
51,3000,10010,18789,2,2001X001,0.2,0.5,0.4,0.6,0.3
52,3000,10010,18789,2,2005X001,0.1,0.5,0.4,0.6,0.3
53,3000,10010,18789,2,2007X001,0.1,0.4,0.4,0.5,0.3
54,3000,10010,18789,2,2009X001,0.1,0.4,0.4,0.5,0.3
55,3000,10010,18789,2,2011X001,0.1,0.4,0.4,0.5,0.4
56,3000,10100,18710,1,1997X009,71.7,49.5,61.3,43.3,
57,3000,10100,18710,1,1997X001,70.5,51.0,60.8,43.5,
58,3000,10100,18710,1,2001X001,71.8,50.8,60.2,43.1,62.4
59,3000,10100,18710,1,2005X001,73.6,52.4,61.9,42.4,65.3
60,3000,10100,18710,1,2007X001,73.8,52.5,62.9,40.8,67.1
61,3000,10100,18710,1,2009X001,74.7,52.3,61.3,40.7,64.5
62,3000,10100,18710,1,2011X001,75.9,52.3,62.7,40.2,66.7
63,3000,10100,18710,2,1997X009,0.2,0.8,0.6,0.9,
64,3000,10100,18710,2,1997X001,0.5,0.6,0.5,0.7,
65,3000,10100,18710,2,2001X001,0.3,0.6,0.5,0.7,0.5
66,3000,10100,18710,2,2005X001,0.2,0.6,0.5,0.6,0.5
67,3000,10100,18710,2,2007X001,0.2,0.6,0.5,0.6,0.5
68,3000,10100,18710,2,2009X001,0.2,0.6,0.7,0.6,0.7
69,3000,10100,18710,2,2011X001,0.2,0.7,0.8,0.7,0.7
70,3000,10100,18720,1,1997X009,74.0,59.0,66.8,45.8,
71,3000,10100,18720,1,1997X001,73.4,59.0,66.8,47.2,
72,3000,10100,18720,1,2001X001,74.4,58.7,65.8,45.1,68.8
73,3000,10100,18720,1,2005X001,75.9,59.5,66.9,45.4,69.9
74,3000,10100,18720,1,2007X001,76.9,60.5,66.5,44.6,70.7
75,3000,10100,18720,1,2009X001,77.7,60.5,68.1,44.3,70.8
76,3000,10100,18720,1,2011X001,78.0,60.6,68.6,45.3,71.2
77,3000,10100,18720,2,1997X009,0.1,0.3,0.3,0.4,
78,3000,10100,18720,2,1997X001,0.2,0.5,0.4,0.6,
79,3000,10100,18720,2,2001X001,0.2,0.5,0.4,0.6,0.4
80,3000,10100,18720,2,2005X001,0.1,0.5,0.4,0.6,0.4
81,3000,10100,18720,2,2007X001,0.1,0.5,0.4,0.5,0.4
82,3000,10100,18720,2,2009X001,0.1,0.4,0.4,0.5,0.4
83,3000,10100,18720,2,2011X001,0.1,0.5,0.5,0.5,0.4
84,3000,10100,18750,1,1997X009,76.5,63.1,70.3,47.8,
85,3000,10100,18750,1,1997X001,75.9,62.5,69.9,48.8,
86,3000,10100,18750,1,2001X001,76.8,63.5,70.2,47.9,72.3
87,3000,10100,18750,1,2005X001,77.9,64.5,71.1,46.2,73.7
88,3000,10100,18750,1,2007X001,78.6,64.8,71.6,45.9,74.7
89,3000,10100,18750,1,2009X001,79.2,65.5,71.9,46.1,73.7
90,3000,10100,18750,1,2011X001,79.4,65.1,72.0,46.7,73.3
91,3000,10100,18750,2,1997X009,0.1,0.3,0.2,0.3,
92,3000,10100,18750,2,1997X001,0.2,0.4,0.3,0.5,
93,3000,10100,18750,2,2001X001,0.1,0.4,0.3,0.4,0.3
94,3000,10100,18750,2,2005X001,0.1,0.4,0.3,0.4,0.3
95,3000,10100,18750,2,2007X001,0.1,0.4,0.4,0.5,0.3
96,3000,10100,18750,2,2009X001,0.1,0.4,0.4,0.4,0.3
97,3000,10100,18750,2,2011X001,0.1,0.4,0.4,0.4,0.4
98,3000,10100,18789,1,1997X009,78.5,68.3,74.0,51.5,
99,3000,10100,18789,1,1997X001,77.9,68.3,73.7,52.1,
100,3000,10100,18789,1,2001X001,78.7,68.0,74.0,50.5,75.0
101,3000,10100,18789,1,2005X001,80.8,71.6,76.1,51.7,77.3
102,3000,10100,18789,1,2007X001,81.0,71.9,75.8,52.1,76.9
103,3000,10100,18789,1,2009X001,81.1,70.8,75.6,51.5,76.5
104,3000,10100,18789,1,2011X001,81.8,71.0,76.2,51.3,76.4
105,3000,10100,18789,2,1997X009,0.1,0.3,0.3,0.4,
106,3000,10100,18789,2,1997X001,0.3,0.6,0.5,0.7,
107,3000,10100,18789,2,2001X001,0.2,0.5,0.4,0.6,0.3
108,3000,10100,18789,2,2005X001,0.1,0.5,0.4,0.6,0.3
109,3000,10100,18789,2,2007X001,0.1,0.4,0.4,0.5,0.3
110,3000,10100,18789,2,2009X001,0.1,0.4,0.4,0.5,0.3
111,3000,10100,18789,2,2011X001,0.1,0.4,0.4,0.5,0.4
112,3000,10500,18710,1,1997X009,67.9,45.9,57.4,40.3,
113,3000,10500,18710,1,1997X001,66.6,47.6,57.0,40.4,
114,3000,10500,18710,1,2001X001,67.9,47.1,56.3,39.9,58.5
115,3000,10500,18710,1,2005X001,69.7,48.7,58.0,39.0,61.5
116,3000,10500,18710,1,2007X001,69.9,48.9,59.0,37.4,63.3
117,3000,10500,18710,1,2009X001,70.8,48.8,57.4,37.2,60.7
118,3000,10500,18710,1,2011X001,72.1,48.7,58.8,36.8,62.9
119,3000,10500,18710,2,1997X009,0.2,0.8,0.6,0.8,
120,3000,10500,18710,2,1997X001,0.4,0.6,0.5,0.7,
121,3000,10500,18710,2,2001X001,0.2,0.6,0.5,0.6,0.5
122,3000,10500,18710,2,2005X001,0.2,0.6,0.5,0.6,0.5
123,3000,10500,18710,2,2007X001,0.2,0.6,0.5,0.6,0.5
124,3000,10500,18710,2,2009X001,0.2,0.6,0.7,0.6,0.7
125,3000,10500,18710,2,2011X001,0.2,0.7,0.8,0.7,0.7
126,3000,10500,18720,1,1997X009,70.2,55.5,62.9,42.6,
127,3000,10500,18720,1,1997X001,69.5,55.4,62.9,44.0,
128,3000,10500,18720,1,2001X001,70.5,55.1,61.9,42.0,64.9
129,3000,10500,18720,1,2005X001,72.0,55.7,63.0,42.0,66.1
130,3000,10500,18720,1,2007X001,73.0,57.0,62.6,41.1,67.0
131,3000,10500,18720,1,2009X001,73.8,56.9,64.2,40.8,67.0
132,3000,10500,18720,1,2011X001,74.0,57.0,64.6,41.8,67.3
133,3000,10500,18720,2,1997X009,0.1,0.3,0.3,0.4,
134,3000,10500,18720,2,1997X001,0.2,0.5,0.4,0.6,
135,3000,10500,18720,2,2001X001,0.1,0.5,0.4,0.6,0.4
136,3000,10500,18720,2,2005X001,0.1,0.5,0.4,0.5,0.3
137,3000,10500,18720,2,2007X001,0.1,0.5,0.4,0.5,0.4
138,3000,10500,18720,2,2009X001,0.1,0.4,0.4,0.5,0.4
139,3000,10500,18720,2,2011X001,0.1,0.5,0.5,0.5,0.4
140,3000,10500,18750,1,1997X009,72.6,59.5,66.4,44.5,
141,3000,10500,18750,1,1997X001,72.0,59.0,66.0,45.6,
142,3000,10500,18750,1,2001X001,72.9,59.8,66.3,44.5,68.4
143,3000,10500,18750,1,2005X001,73.9,60.7,67.2,42.8,69.8
144,3000,10500,18750,1,2007X001,74.7,61.1,67.7,42.6,70.8
145,3000,10500,18750,1,2009X001,75.3,61.8,68.0,42.6,69.8
146,3000,10500,18750,1,2011X001,75.5,61.3,68.1,43.1,69.7
147,3000,10500,18750,2,1997X009,0.1,0.3,0.2,0.3,
148,3000,10500,18750,2,1997X001,0.2,0.4,0.3,0.5,
149,3000,10500,18750,2,2001X001,0.1,0.4,0.3,0.4,0.3
150,3000,10500,18750,2,2005X001,0.1,0.4,0.3,0.4,0.3
151,3000,10500,18750,2,2007X001,0.1,0.4,0.4,0.4,0.3
152,3000,10500,18750,2,2009X001,0.1,0.4,0.4,0.4,0.3
153,3000,10500,18750,2,2011X001,0.1,0.4,0.4,0.4,0.4
154,3000,10500,18789,1,1997X009,74.6,64.7,70.1,48.1,
155,3000,10500,18789,1,1997X001,74.0,64.7,69.8,48.8,
156,3000,10500,18789,1,2001X001,74.7,64.3,70.0,47.0,71.1
157,3000,10500,18789,1,2005X001,76.8,67.8,72.2,48.0,73.4
158,3000,10500,18789,1,2007X001,77.0,68.1,71.8,48.4,73.1
159,3000,10500,18789,1,2009X001,77.2,67.0,71.7,47.9,72.7
160,3000,10500,18789,1,2011X001,77.9,67.3,72.3,47.6,72.7
161,3000,10500,18789,2,1997X009,0.1,0.3,0.3,0.4,
162,3000,10500,18789,2,1997X001,0.3,0.5,0.5,0.7,
163,3000,10500,18789,2,2001X001,0.2,0.5,0.4,0.6,0.3
164,3000,10500,18789,2,2005X001,0.1,0.5,0.4,0.6,0.3
165,3000,10500,18789,2,2007X001,0.1,0.4,0.4,0.5,0.3
166,3000,10500,18789,2,2009X001,0.1,0.4,0.4,0.5,0.3
167,3000,10500,18789,2,2011X001,0.1,0.4,0.4,0.5,0.4
168,3000,11000,18710,1,1997X009,63.0,42.0,52.5,36.4,
169,3000,11000,18710,1,1997X001,61.8,43.3,52.1,36.4,
170,3000,11000,18710,1,2001X001,63.0,42.6,51.4,35.7,53.7
171,3000,11000,18710,1,2005X001,64.8,44.0,53.0,34.9,56.8
172,3000,11000,18710,1,2007X001,64.9,44.1,54.0,33.1,58.5
173,3000,11000,18710,1,2009X001,65.9,44.0,52.5,32.8,55.8
174,3000,11000,18710,1,2011X001,67.1,44.0,53.8,32.3,58.1
175,3000,11000,18710,2,1997X009,0.2,0.7,0.6,0.8,
176,3000,11000,18710,2,1997X001,0.4,0.6,0.5,0.7,
177,3000,11000,18710,2,2001X001,0.2,0.6,0.5,0.6,0.5
178,3000,11000,18710,2,2005X001,0.2,0.6,0.5,0.6,0.5
179,3000,11000,18710,2,2007X001,0.2,0.6,0.5,0.6,0.4
180,3000,11000,18710,2,2009X001,0.2,0.6,0.7,0.6,0.7
181,3000,11000,18710,2,2011X001,0.2,0.7,0.8,0.7,0.7
182,3000,11000,18720,1,1997X009,65.3,51.0,58.0,38.5,
183,3000,11000,18720,1,1997X001,64.6,51.1,58.0,40.0,
184,3000,11000,18720,1,2001X001,65.6,50.6,57.0,37.7,60.1
185,3000,11000,18720,1,2005X001,67.1,51.0,58.1,37.8,61.4
186,3000,11000,18720,1,2007X001,68.0,52.2,57.6,36.8,62.2
187,3000,11000,18720,1,2009X001,68.8,52.1,59.3,36.4,62.1
188,3000,11000,18720,1,2011X001,69.0,52.2,59.7,37.3,62.5
189,3000,11000,18720,2,1997X009,0.1,0.3,0.3,0.4,
190,3000,11000,18720,2,1997X001,0.2,0.5,0.4,0.6,
191,3000,11000,18720,2,2001X001,0.1,0.5,0.4,0.6,0.4
192,3000,11000,18720,2,2005X001,0.1,0.5,0.4,0.5,0.3
193,3000,11000,18720,2,2007X001,0.1,0.5,0.4,0.5,0.4
194,3000,11000,18720,2,2009X001,0.1,0.4,0.4,0.5,0.4
195,3000,11000,18720,2,2011X001,0.1,0.5,0.5,0.5,0.4
196,3000,11000,18750,1,1997X009,67.6,54.8,61.4,40.3,
197,3000,11000,18750,1,1997X001,67.0,54.3,61.0,41.3,
198,3000,11000,18750,1,2001X001,67.9,55.1,61.3,40.3,63.5
199,3000,11000,18750,1,2005X001,69.0,56.1,62.2,38.7,65.0
200,3000,11000,18750,1,2007X001,69.7,56.3,62.7,38.4,65.9
201,3000,11000,18750,1,2009X001,70.3,57.1,63.0,38.3,65.0
202,3000,11000,18750,1,2011X001,70.5,56.5,63.1,38.6,65.0
203,3000,11000,18750,2,1997X009,0.1,0.3,0.2,0.3,
204,3000,11000,18750,2,1997X001,0.2,0.4,0.3,0.5,
205,3000,11000,18750,2,2001X001,0.1,0.4,0.3,0.4,0.3
206,3000,11000,18750,2,2005X001,0.1,0.4,0.3,0.4,0.2
207,3000,11000,18750,2,2007X001,0.1,0.4,0.4,0.4,0.3
208,3000,11000,18750,2,2009X001,0.1,0.4,0.4,0.4,0.3
209,3000,11000,18750,2,2011X001,0.1,0.3,0.4,0.4,0.3
210,3000,11000,18789,1,1997X009,69.6,60.0,65.1,43.8,
211,3000,11000,18789,1,1997X001,69.0,60.1,64.8,44.4,
212,3000,11000,18789,1,2001X001,69.8,59.5,65.0,42.8,66.2
213,3000,11000,18789,1,2005X001,71.8,63.1,67.2,43.6,68.5
214,3000,11000,18789,1,2007X001,72.0,63.3,66.9,44.0,68.2
215,3000,11000,18789,1,2009X001,72.2,62.1,66.7,43.3,67.9
216,3000,11000,18789,1,2011X001,73.0,62.4,67.3,43.1,68.1
217,3000,11000,18789,2,1997X009,0.1,0.3,0.3,0.4,
218,3000,11000,18789,2,1997X001,0.3,0.5,0.5,0.7,
219,3000,11000,18789,2,2001X001,0.2,0.5,0.4,0.6,0.3
220,3000,11000,18789,2,2005X001,0.1,0.5,0.4,0.6,0.3
221,3000,11000,18789,2,2007X001,0.1,0.4,0.4,0.5,0.3
222,3000,11000,18789,2,2009X001,0.1,0.4,0.4,0.4,0.3
223,3000,11000,18789,2,2011X001,0.1,0.4,0.4,0.5,0.4
224,3000,11500,18710,1,1997X009,58.1,37.6,47.6,32.3,
225,3000,11500,18710,1,1997X001,56.9,38.7,47.3,32.4,
226,3000,11500,18710,1,2001X001,58.2,38.0,46.6,31.7,48.9
227,3000,11500,18710,1,2005X001,59.9,39.3,48.3,30.8,52.0
228,3000,11500,18710,1,2007X001,59.9,39.3,49.2,29.0,53.7
229,3000,11500,18710,1,2009X001,60.9,39.2,47.7,28.8,50.9
230,3000,11500,18710,1,2011X001,62.2,39.4,49.1,28.3,53.2
231,3000,11500,18710,2,1997X009,0.2,0.7,0.6,0.8,
232,3000,11500,18710,2,1997X001,0.4,0.6,0.5,0.7,
233,3000,11500,18710,2,2001X001,0.2,0.6,0.5,0.6,0.5
234,3000,11500,18710,2,2005X001,0.2,0.6,0.5,0.6,0.5
235,3000,11500,18710,2,2007X001,0.2,0.6,0.5,0.6,0.4
236,3000,11500,18710,2,2009X001,0.2,0.6,0.7,0.6,0.7
237,3000,11500,18710,2,2011X001,0.1,0.7,0.8,0.7,0.7
238,3000,11500,18720,1,1997X009,60.3,46.3,53.1,34.5,
239,3000,11500,18720,1,1997X001,59.6,46.5,53.1,35.9,
240,3000,11500,18720,1,2001X001,60.6,45.9,52.2,33.7,55.2
241,3000,11500,18720,1,2005X001,62.1,46.4,53.4,33.7,56.6
242,3000,11500,18720,1,2007X001,63.1,47.4,52.9,32.8,57.4
243,3000,11500,18720,1,2009X001,63.8,47.4,54.6,32.4,57.2
244,3000,11500,18720,1,2011X001,64.1,47.6,54.9,33.2,57.6
245,3000,11500,18720,2,1997X009,0.1,0.3,0.3,0.4,
246,3000,11500,18720,2,1997X001,0.2,0.5,0.4,0.6,
247,3000,11500,18720,2,2001X001,0.1,0.5,0.4,0.5,0.3
248,3000,11500,18720,2,2005X001,0.1,0.5,0.4,0.5,0.3
249,3000,11500,18720,2,2007X001,0.1,0.5,0.4,0.5,0.4
250,3000,11500,18720,2,2009X001,0.1,0.4,0.4,0.5,0.4
251,3000,11500,18720,2,2011X001,0.1,0.5,0.5,0.5,0.4
252,3000,11500,18750,1,1997X009,62.7,50.2,56.5,36.3,
253,3000,11500,18750,1,1997X001,62.1,49.7,56.1,37.5,
254,3000,11500,18750,1,2001X001,63.0,50.4,56.4,36.2,58.7
255,3000,11500,18750,1,2005X001,64.0,51.3,57.3,34.4,60.1
256,3000,11500,18750,1,2007X001,64.8,51.6,57.9,34.2,61.0
257,3000,11500,18750,1,2009X001,65.3,52.4,58.1,34.1,60.2
258,3000,11500,18750,1,2011X001,65.6,51.7,58.1,34.4,60.4
259,3000,11500,18750,2,1997X009,0.1,0.3,0.2,0.3,
260,3000,11500,18750,2,1997X001,0.2,0.4,0.3,0.5,
261,3000,11500,18750,2,2001X001,0.1,0.4,0.3,0.4,0.3
262,3000,11500,18750,2,2005X001,0.1,0.4,0.3,0.4,0.2
263,3000,11500,18750,2,2007X001,0.1,0.4,0.4,0.4,0.2
264,3000,11500,18750,2,2009X001,0.1,0.4,0.4,0.4,0.3
265,3000,11500,18750,2,2011X001,0.1,0.3,0.4,0.4,0.3
266,3000,11500,18789,1,1997X009,64.6,55.1,60.1,39.4,
267,3000,11500,18789,1,1997X001,64.1,55.2,59.9,40.0,
268,3000,11500,18789,1,2001X001,64.8,54.7,60.1,38.5,61.2
269,3000,11500,18789,1,2005X001,66.9,58.3,62.2,39.5,63.6
270,3000,11500,18789,1,2007X001,67.1,58.7,62.0,39.8,63.3
271,3000,11500,18789,1,2009X001,67.3,57.4,61.8,39.1,63.1
272,3000,11500,18789,1,2011X001,68.0,57.6,62.3,38.6,63.4
273,3000,11500,18789,2,1997X009,0.1,0.3,0.3,0.4,
274,3000,11500,18789,2,1997X001,0.3,0.5,0.5,0.6,
275,3000,11500,18789,2,2001X001,0.2,0.5,0.4,0.6,0.3
276,3000,11500,18789,2,2005X001,0.1,0.5,0.4,0.6,0.3
277,3000,11500,18789,2,2007X001,0.1,0.4,0.4,0.5,0.3
278,3000,11500,18789,2,2009X001,0.1,0.4,0.4,0.4,0.3
279,3000,11500,18789,2,2011X001,0.1,0.4,0.4,0.4,0.3
280,3000,12000,18710,1,1997X009,53.2,33.7,43.2,28.3,
281,3000,12000,18710,1,1997X001,52.1,34.2,42.6,28.1,
282,3000,12000,18710,1,2001X001,53.3,33.6,41.9,27.9,44.2
283,3000,12000,18710,1,2005X001,55.0,35.0,43.6,26.6,47.2
284,3000,12000,18710,1,2007X001,55.0,35.1,44.5,25.0,48.9
285,3000,12000,18710,1,2009X001,56.0,34.7,42.9,25.1,46.4
286,3000,12000,18710,1,2011X001,57.3,34.7,44.3,24.5,48.7
287,3000,12000,18710,2,1997X009,0.2,0.6,0.4,0.7,
288,3000,12000,18710,2,1997X001,0.4,0.6,0.5,0.7,
289,3000,12000,18710,2,2001X001,0.2,0.6,0.5,0.6,0.5
290,3000,12000,18710,2,2005X001,0.2,0.6,0.5,0.6,0.5
291,3000,12000,18710,2,2007X001,0.2,0.6,0.5,0.6,0.4
292,3000,12000,18710,2,2009X001,0.2,0.6,0.7,0.6,0.7
293,3000,12000,18710,2,2011X001,0.1,0.7,0.8,0.7,0.7
294,3000,12000,18720,1,1997X009,55.4,41.8,48.3,30.4,
295,3000,12000,18720,1,1997X001,54.8,42.0,48.4,31.6,
296,3000,12000,18720,1,2001X001,55.8,41.5,47.5,29.9,50.5
297,3000,12000,18720,1,2005X001,57.2,42.0,48.6,29.5,51.8
298,3000,12000,18720,1,2007X001,58.2,43.2,48.1,28.8,52.5
299,3000,12000,18720,1,2009X001,58.9,42.9,49.8,28.7,52.7
300,3000,12000,18720,1,2011X001,59.1,43.0,50.1,29.5,53.0
301,3000,12000,18720,2,1997X009,0.1,0.3,0.3,0.4,
302,3000,12000,18720,2,1997X001,0.2,0.5,0.4,0.6,
303,3000,12000,18720,2,2001X001,0.1,0.5,0.4,0.5,0.3
304,3000,12000,18720,2,2005X001,0.1,0.5,0.4,0.5,0.3
305,3000,12000,18720,2,2007X001,0.1,0.5,0.4,0.5,0.4
306,3000,12000,18720,2,2009X001,0.1,0.4,0.4,0.4,0.4
307,3000,12000,18720,2,2011X001,0.1,0.5,0.5,0.5,0.4
308,3000,12000,18750,1,1997X009,57.7,45.6,51.6,32.2,
309,3000,12000,18750,1,1997X001,57.2,45.2,51.2,33.6,
310,3000,12000,18750,1,2001X001,58.0,45.7,51.5,31.9,53.9
311,3000,12000,18750,1,2005X001,59.1,46.8,52.6,30.4,55.3
312,3000,12000,18750,1,2007X001,59.8,47.1,53.2,30.4,56.2
313,3000,12000,18750,1,2009X001,60.4,47.7,53.2,30.2,55.6
314,3000,12000,18750,1,2011X001,60.6,47.0,53.3,30.4,55.8
315,3000,12000,18750,2,1997X009,0.1,0.3,0.2,0.3,
316,3000,12000,18750,2,1997X001,0.2,0.4,0.3,0.5,
317,3000,12000,18750,2,2001X001,0.1,0.4,0.3,0.4,0.3
318,3000,12000,18750,2,2005X001,0.1,0.4,0.3,0.4,0.2
319,3000,12000,18750,2,2007X001,0.1,0.4,0.4,0.4,0.2
320,3000,12000,18750,2,2009X001,0.1,0.4,0.4,0.4,0.3
321,3000,12000,18750,2,2011X001,0.1,0.3,0.4,0.4,0.3
322,3000,12000,18789,1,1997X009,59.7,50.5,55.3,35.3,
323,3000,12000,18789,1,1997X001,59.3,50.6,55.1,35.8,
324,3000,12000,18789,1,2001X001,59.9,50.1,55.2,34.8,56.6
325,3000,12000,18789,1,2005X001,62.0,53.7,57.3,35.2,58.9
326,3000,12000,18789,1,2007X001,62.2,54.0,57.1,35.6,58.5
327,3000,12000,18789,1,2009X001,62.4,52.7,56.9,35.3,58.5
328,3000,12000,18789,1,2011X001,63.0,52.9,57.5,34.8,58.8
329,3000,12000,18789,2,1997X009,0.1,0.3,0.3,0.4,
330,3000,12000,18789,2,1997X001,0.3,0.5,0.4,0.6,
331,3000,12000,18789,2,2001X001,0.2,0.5,0.4,0.5,0.3
332,3000,12000,18789,2,2005X001,0.1,0.5,0.4,0.6,0.3
333,3000,12000,18789,2,2007X001,0.1,0.4,0.4,0.5,0.3
334,3000,12000,18789,2,2009X001,0.1,0.4,0.4,0.4,0.3
335,3000,12000,18789,2,2011X001,0.1,0.4,0.4,0.4,0.3
336,3000,12500,18710,1,1997X009,48.5,29.9,38.4,24.3,
337,3000,12500,18710,1,1997X001,47.4,30.1,38.1,24.4,
338,3000,12500,18710,1,2001X001,48.5,29.3,37.2,24.4,39.5
339,3000,12500,18710,1,2005X001,50.3,31.1,39.2,22.9,43.0
340,3000,12500,18710,1,2007X001,50.4,31.3,40.3,21.5,44.4
341,3000,12500,18710,1,2009X001,51.3,30.9,38.5,21.6,42.6
342,3000,12500,18710,1,2011X001,52.5,30.6,39.8,20.7,44.2
343,3000,12500,18710,2,1997X009,0.2,0.4,0.4,0.5,
344,3000,12500,18710,2,1997X001,0.3,0.5,0.5,0.7,
345,3000,12500,18710,2,2001X001,0.2,0.6,0.5,0.6,0.5
346,3000,12500,18710,2,2005X001,0.2,0.6,0.5,0.6,0.4
347,3000,12500,18710,2,2007X001,0.2,0.6,0.5,0.6,0.4
348,3000,12500,18710,2,2009X001,0.1,0.6,0.7,0.6,0.6
349,3000,12500,18710,2,2011X001,0.1,0.6,0.8,0.7,0.7
350,3000,12500,18720,1,1997X009,50.7,37.6,43.7,26.9,
351,3000,12500,18720,1,1997X001,50.2,37.9,44.0,28.0,
352,3000,12500,18720,1,2001X001,51.0,37.3,42.9,26.4,45.9
353,3000,12500,18720,1,2005X001,52.4,38.0,44.1,25.8,47.5
354,3000,12500,18720,1,2007X001,53.4,39.3,43.8,25.2,47.9
355,3000,12500,18720,1,2009X001,54.1,39.0,45.2,25.1,48.7
356,3000,12500,18720,1,2011X001,54.3,38.8,45.6,25.7,48.5
357,3000,12500,18720,2,1997X009,0.1,0.3,0.3,0.4,
358,3000,12500,18720,2,1997X001,0.2,0.4,0.4,0.5,
359,3000,12500,18720,2,2001X001,0.1,0.5,0.4,0.5,0.3
360,3000,12500,18720,2,2005X001,0.1,0.5,0.4,0.5,0.3
361,3000,12500,18720,2,2007X001,0.1,0.4,0.4,0.5,0.3
362,3000,12500,18720,2,2009X001,0.1,0.4,0.4,0.4,0.4
363,3000,12500,18720,2,2011X001,0.1,0.4,0.4,0.4,0.4
364,3000,12500,18750,1,1997X009,52.9,41.1,46.7,28.2,
365,3000,12500,18750,1,1997X001,52.3,40.7,46.3,29.7,
366,3000,12500,18750,1,2001X001,53.2,41.3,46.6,27.7,49.2
367,3000,12500,18750,1,2005X001,54.2,42.3,47.8,26.4,50.7
368,3000,12500,18750,1,2007X001,55.0,42.6,48.4,26.6,51.5
