ID,BedrijfstakkenBranchesSBI2008,Aardgas,Elektriciteit,Perioden,Adressen_1,GeleverdAardgas_2,GeleverdeElektriciteit_3
10140,300012 ,A049752,T001604,2022JJ00,53720.0,85100.0,496600.0
10141,300012 ,A049752,T001604,2023JJ00,54815.0,80500.0,482900.0
10142,300012 ,A049752,T001604,2024JJ00,56580.0,81100.0,526800.0
10143,300012 ,A049752,A049761,2018JJ00,59980.0,91200.0,196400.0
10144,300012 ,A049752,A049761,2019JJ00,52205.0,75200.0,170200.0
10145,300012 ,A049752,A049761,2020JJ00,40000.0,56000.0,131900.0
10146,300012 ,A049752,A049761,2021JJ00,39005.0,59900.0,
10147,300012 ,A049752,A049761,2022JJ00,40245.0,53700.0,128400.0
10148,300012 ,A049752,A049761,2023JJ00,41110.0,49700.0,126400.0
10149,300012 ,A049752,A049761,2024JJ00,41945.0,48800.0,129900.0
10150,300012 ,A049752,A049762,2018JJ00,7660.0,19600.0,143600.0
10151,300012 ,A049752,A049762,2019JJ00,7810.0,21900.0,146900.0
10152,300012 ,A049752,A049762,2020JJ00,7315.0,17900.0,136100.0
10153,300012 ,A049752,A049762,2021JJ00,6225.0,17500.0,114700.0
10154,300012 ,A049752,A049762,2022JJ00,7170.0,19400.0,134100.0
10155,300012 ,A049752,A049762,2023JJ00,7240.0,19000.0,136500.0
10156,300012 ,A049752,A049762,2024JJ00,7840.0,,149100.0
10157,300012 ,A049752,A049763,2018JJ00,485.0,1000.0,26900.0
10158,300012 ,A049752,A049763,2019JJ00,515.0,1300.0,35100.0
10159,300012 ,A049752,A049763,2020JJ00,520.0,,35400.0
10160,300012 ,A049752,A049763,2021JJ00,455.0,,
10161,300012 ,A049752,A049763,2022JJ00,480.0,,
10162,300012 ,A049752,A049763,2023JJ00,490.0,1200.0,33800.0
10163,300012 ,A049752,A049763,2024JJ00,580.0,,39300.0
10164,300012 ,A049752,A049764,2018JJ00,210.0,,28600.0
10165,300012 ,A049752,A049764,2019JJ00,125.0,300.0,
10166,300012 ,A049752,A049764,2020JJ00,210.0,300.0,
10167,300012 ,A049752,A049764,2021JJ00,190.0,,
10168,300012 ,A049752,A049764,2022JJ00,195.0,,
10169,300012 ,A049752,A049764,2023JJ00,215.0,,
10170,300012 ,A049752,A049764,2024JJ00,235.0,,
10171,300012 ,A049752,A049765,2018JJ00,170.0,100.0,92600.0
10172,300012 ,A049752,A049765,2019JJ00,120.0,100.0,
10173,300012 ,A049752,A049765,2020JJ00,120.0,100.0,
10174,300012 ,A049752,A049765,2021JJ00,165.0,100.0,95000.0
10175,300012 ,A049752,A049765,2022JJ00,170.0,,
10176,300012 ,A049752,A049765,2023JJ00,180.0,100.0,
10177,300012 ,A049752,A049765,2024JJ00,145.0,,
10178,300012 ,A049752,A049766,2018JJ00,0.0,,
10179,300012 ,A049752,A049766,2019JJ00,0.0,,
10180,300012 ,A049752,A049766,2020JJ00,0.0,,
10181,300012 ,A049752,A049766,2021JJ00,0.0,,
10182,300012 ,A049752,A049766,2022JJ00,0.0,,
10183,300012 ,A049752,A049766,2023JJ00,0.0,,
10184,300012 ,A049752,A049766,2024JJ00,0.0,,
10185,300012 ,A049752,A049767,2018JJ00,7545.0,8400.0,
10186,300012 ,A049752,A049767,2019JJ00,6795.0,13600.0,
10187,300012 ,A049752,A049767,2020JJ00,5515.0,10500.0,
10188,300012 ,A049752,A049767,2021JJ00,5450.0,10600.0,
10189,300012 ,A049752,A049767,2022JJ00,5460.0,10000.0,
10190,300012 ,A049752,A049767,2023JJ00,5580.0,9700.0,
10191,300012 ,A049752,A049767,2024JJ00,5780.0,,
10192,300012 ,A049753,T001604,2018JJ00,24805.0,276200.0,885400.0
10193,300012 ,A049753,T001604,2019JJ00,23245.0,257300.0,899200.0
10194,300012 ,A049753,T001604,2020JJ00,21070.0,236400.0,817200.0
10195,300012 ,A049753,T001604,2021JJ00,21495.0,247200.0,743300.0
10196,300012 ,A049753,T001604,2022JJ00,19765.0,224300.0,789000.0
10197,300012 ,A049753,T001604,2023JJ00,18345.0,207900.0,767500.0
10198,300012 ,A049753,T001604,2024JJ00,17755.0,197900.0,924600.0
10199,300012 ,A049753,A049761,2018JJ00,3040.0,,
10200,300012 ,A049753,A049761,2019JJ00,2495.0,19000.0,
10201,300012 ,A049753,A049761,2020JJ00,2050.0,11400.0,13600.0
10202,300012 ,A049753,A049761,2021JJ00,2020.0,20800.0,17800.0
10203,300012 ,A049753,A049761,2022JJ00,1845.0,14500.0,12600.0
10204,300012 ,A049753,A049761,2023JJ00,1535.0,11900.0,10500.0
10205,300012 ,A049753,A049761,2024JJ00,1340.0,,9100.0
10206,300012 ,A049753,A049762,2018JJ00,12890.0,139100.0,325200.0
10207,300012 ,A049753,A049762,2019JJ00,12860.0,138200.0,326900.0
10208,300012 ,A049753,A049762,2020JJ00,12135.0,130800.0,305800.0
10209,300012 ,A049753,A049762,2021JJ00,12505.0,143500.0,304200.0
10210,300012 ,A049753,A049762,2022JJ00,11460.0,124800.0,288200.0
10211,300012 ,A049753,A049762,2023JJ00,10585.0,114100.0,268500.0
10212,300012 ,A049753,A049762,2024JJ00,10080.0,,258700.0
10213,300012 ,A049753,A049763,2018JJ00,2680.0,38900.0,
10214,300012 ,A049753,A049763,2019JJ00,2640.0,37700.0,180900.0
10215,300012 ,A049753,A049763,2020JJ00,2470.0,35300.0,169400.0
10216,300012 ,A049753,A049763,2021JJ00,2080.0,30900.0,141600.0
10217,300012 ,A049753,A049763,2022JJ00,2350.0,34000.0,161100.0
10218,300012 ,A049753,A049763,2023JJ00,2310.0,32900.0,157500.0
10219,300012 ,A049753,A049763,2024JJ00,2420.0,33300.0,167200.0
10220,300012 ,A049753,A049764,2018JJ00,980.0,15200.0,132800.0
10221,300012 ,A049753,A049764,2019JJ00,940.0,14300.0,
10222,300012 ,A049753,A049764,2020JJ00,890.0,13700.0,120900.0
10223,300012 ,A049753,A049764,2021JJ00,745.0,11600.0,100100.0
10224,300012 ,A049753,A049764,2022JJ00,910.0,13800.0,124900.0
10225,300012 ,A049753,A049764,2023JJ00,905.0,13900.0,123900.0
10226,300012 ,A049753,A049764,2024JJ00,985.0,,134000.0
10227,300012 ,A049753,A049765,2018JJ00,445.0,6900.0,209200.0
10228,300012 ,A049753,A049765,2019JJ00,460.0,,208900.0
10229,300012 ,A049753,A049765,2020JJ00,450.0,6900.0,207500.0
10230,300012 ,A049753,A049765,2021JJ00,380.0,5600.0,179400.0
10231,300012 ,A049753,A049765,2022JJ00,435.0,6500.0,202600.0
10232,300012 ,A049753,A049765,2023JJ00,445.0,4500.0,207200.0
10233,300012 ,A049753,A049765,2024JJ00,550.0,,
10234,300012 ,A049753,A049766,2018JJ00,0.0,,
10235,300012 ,A049753,A049766,2019JJ00,0.0,,
10236,300012 ,A049753,A049766,2020JJ00,0.0,,
10237,300012 ,A049753,A049766,2021JJ00,0.0,,
10238,300012 ,A049753,A049766,2022JJ00,0.0,,
10239,300012 ,A049753,A049766,2023JJ00,0.0,,
10240,300012 ,A049753,A049766,2024JJ00,0.0,,
10241,300012 ,A049753,A049767,2018JJ00,4770.0,,
10242,300012 ,A049753,A049767,2019JJ00,3855.0,41100.0,
10243,300012 ,A049753,A049767,2020JJ00,3080.0,33900.0,
10244,300012 ,A049753,A049767,2021JJ00,3095.0,34800.0,
10245,300012 ,A049753,A049767,2022JJ00,2760.0,30700.0,
10246,300012 ,A049753,A049767,2023JJ00,2560.0,28300.0,
10247,300012 ,A049753,A049767,2024JJ00,2370.0,26100.0,
10248,300012 ,A049754,T001604,2018JJ00,4700.0,195200.0,788000.0
10249,300012 ,A049754,T001604,2019JJ00,4465.0,185500.0,737900.0
10250,300012 ,A049754,T001604,2020JJ00,3950.0,164500.0,696700.0
10251,300012 ,A049754,T001604,2021JJ00,4435.0,183400.0,635500.0
10252,300012 ,A049754,T001604,2022JJ00,3875.0,160100.0,716800.0
10253,300012 ,A049754,T001604,2023JJ00,3685.0,152400.0,717000.0
10254,300012 ,A049754,T001604,2024JJ00,3260.0,134000.0,722100.0
10255,300012 ,A049754,A049761,2018JJ00,40.0,,300.0
10256,300012 ,A049754,A049761,2019JJ00,55.0,2300.0,100.0
10257,300012 ,A049754,A049761,2020JJ00,55.0,,
10258,300012 ,A049754,A049761,2021JJ00,60.0,2200.0,100.0
10259,300012 ,A049754,A049761,2022JJ00,40.0,,
10260,300012 ,A049754,A049761,2023JJ00,20.0,,
10261,300012 ,A049754,A049761,2024JJ00,45.0,,
10262,300012 ,A049754,A049762,2018JJ00,605.0,20500.0,19700.0
10263,300012 ,A049754,A049762,2019JJ00,585.0,19300.0,19500.0
10264,300012 ,A049754,A049762,2020JJ00,505.0,16400.0,
10265,300012 ,A049754,A049762,2021JJ00,785.0,25800.0,26500.0
10266,300012 ,A049754,A049762,2022JJ00,445.0,,
10267,300012 ,A049754,A049762,2023JJ00,380.0,,
10268,300012 ,A049754,A049762,2024JJ00,255.0,,
10269,300012 ,A049754,A049763,2018JJ00,875.0,31500.0,
10270,300012 ,A049754,A049763,2019JJ00,920.0,33600.0,68300.0
10271,300012 ,A049754,A049763,2020JJ00,780.0,27900.0,57100.0
10272,300012 ,A049754,A049763,2021JJ00,1000.0,37500.0,73000.0
10273,300012 ,A049754,A049763,2022JJ00,770.0,27200.0,
10274,300012 ,A049754,A049763,2023JJ00,675.0,23400.0,50100.0
10275,300012 ,A049754,A049763,2024JJ00,470.0,,
10276,300012 ,A049754,A049764,2018JJ00,940.0,39700.0,
10277,300012 ,A049754,A049764,2019JJ00,970.0,41100.0,138800.0
10278,300012 ,A049754,A049764,2020JJ00,905.0,,129000.0
10279,300012 ,A049754,A049764,2021JJ00,950.0,41600.0,135700.0
10280,300012 ,A049754,A049764,2022JJ00,880.0,37100.0,
10281,300012 ,A049754,A049764,2023JJ00,880.0,36200.0,
10282,300012 ,A049754,A049764,2024JJ00,790.0,,
10283,300012 ,A049754,A049765,2018JJ00,1175.0,58200.0,529100.0
10284,300012 ,A049754,A049765,2019JJ00,1155.0,56800.0,511000.0
10285,300012 ,A049754,A049765,2020JJ00,1060.0,,493300.0
10286,300012 ,A049754,A049765,2021JJ00,625.0,45200.0,400000.0
10287,300012 ,A049754,A049765,2022JJ00,1100.0,53700.0,503000.0
10288,300012 ,A049754,A049765,2023JJ00,1110.0,53900.0,512300.0
10289,300012 ,A049754,A049765,2024JJ00,1195.0,56400.0,525600.0
10290,300012 ,A049754,A049766,2018JJ00,0.0,,
10291,300012 ,A049754,A049766,2019JJ00,0.0,,
10292,300012 ,A049754,A049766,2020JJ00,0.0,,
10293,300012 ,A049754,A049766,2021JJ00,0.0,,
10294,300012 ,A049754,A049766,2022JJ00,0.0,,
10295,300012 ,A049754,A049766,2023JJ00,0.0,,
10296,300012 ,A049754,A049766,2024JJ00,0.0,,
10297,300012 ,A049754,A049767,2018JJ00,1025.0,42400.0,
10298,300012 ,A049754,A049767,2019JJ00,785.0,32400.0,
10299,300012 ,A049754,A049767,2020JJ00,650.0,27100.0,
10300,300012 ,A049754,A049767,2021JJ00,730.0,31200.0,
10301,300012 ,A049754,A049767,2022JJ00,625.0,,
10302,300012 ,A049754,A049767,2023JJ00,605.0,,
10303,300012 ,A049754,A049767,2024JJ00,510.0,,
10304,300012 ,A049755,T001604,2018JJ00,1655.0,182100.0,665800.0
10305,300012 ,A049755,T001604,2019JJ00,1640.0,180000.0,
10306,300012 ,A049755,T001604,2020JJ00,1455.0,159100.0,628300.0
10307,300012 ,A049755,T001604,2021JJ00,1670.0,186400.0,679600.0
10308,300012 ,A049755,T001604,2022JJ00,1340.0,145300.0,612100.0
10309,300012 ,A049755,T001604,2023JJ00,1155.0,125900.0,556500.0
10310,300012 ,A049755,T001604,2024JJ00,865.0,95500.0,438500.0
10311,300012 ,A049755,A049761,2018JJ00,15.0,,
10312,300012 ,A049755,A049761,2019JJ00,15.0,,
10313,300012 ,A049755,A049761,2020JJ00,10.0,,
10314,300012 ,A049755,A049761,2021JJ00,5.0,,
10315,300012 ,A049755,A049761,2022JJ00,15.0,,
10316,300012 ,A049755,A049761,2023JJ00,10.0,,
10317,300012 ,A049755,A049761,2024JJ00,5.0,,
10318,300012 ,A049755,A049762,2018JJ00,15.0,2500.0,700.0
10319,300012 ,A049755,A049762,2019JJ00,15.0,,
10320,300012 ,A049755,A049762,2020JJ00,15.0,,
10321,300012 ,A049755,A049762,2021JJ00,35.0,,
10322,300012 ,A049755,A049762,2022JJ00,20.0,,
10323,300012 ,A049755,A049762,2023JJ00,10.0,,
10324,300012 ,A049755,A049762,2024JJ00,15.0,,
10325,300012 ,A049755,A049763,2018JJ00,45.0,,
10326,300012 ,A049755,A049763,2019JJ00,30.0,3700.0,2700.0
10327,300012 ,A049755,A049763,2020JJ00,20.0,,
10328,300012 ,A049755,A049763,2021JJ00,50.0,,
10329,300012 ,A049755,A049763,2022JJ00,15.0,,
10330,300012 ,A049755,A049763,2023JJ00,15.0,,
10331,300012 ,A049755,A049763,2024JJ00,5.0,,
10332,300012 ,A049755,A049764,2018JJ00,155.0,15600.0,
10333,300012 ,A049755,A049764,2019JJ00,155.0,,
10334,300012 ,A049755,A049764,2020JJ00,155.0,15000.0,
10335,300012 ,A049755,A049764,2021JJ00,210.0,20900.0,
10336,300012 ,A049755,A049764,2022JJ00,120.0,,
10337,300012 ,A049755,A049764,2023JJ00,95.0,,
10338,300012 ,A049755,A049764,2024JJ00,50.0,,
10339,300012 ,A049755,A049765,2018JJ00,1125.0,125800.0,625500.0
10340,300012 ,A049755,A049765,2019JJ00,1165.0,129500.0,
10341,300012 ,A049755,A049765,2020JJ00,1035.0,115000.0,553200.0
10342,300012 ,A049755,A049765,2021JJ00,1145.0,132000.0,
10343,300012 ,A049755,A049765,2022JJ00,995.0,110500.0,
10344,300012 ,A049755,A049765,2023JJ00,870.0,97000.0,491200.0
10345,300012 ,A049755,A049765,2024JJ00,680.0,75800.0,
10346,300012 ,A049755,A049766,2018JJ00,0.0,,
10347,300012 ,A049755,A049766,2019JJ00,0.0,,
10348,300012 ,A049755,A049766,2020JJ00,0.0,,
10349,300012 ,A049755,A049766,2021JJ00,0.0,,
10350,300012 ,A049755,A049766,2022JJ00,0.0,,
10351,300012 ,A049755,A049766,2023JJ00,0.0,,
10352,300012 ,A049755,A049766,2024JJ00,0.0,,
10353,300012 ,A049755,A049767,2018JJ00,170.0,31800.0,
10354,300012 ,A049755,A049767,2019JJ00,250.0,27300.0,
10355,300012 ,A049755,A049767,2020JJ00,205.0,22700.0,
10356,300012 ,A049755,A049767,2021JJ00,215.0,,
10357,300012 ,A049755,A049767,2022JJ00,170.0,18400.0,
10358,300012 ,A049755,A049767,2023JJ00,140.0,15500.0,
10359,300012 ,A049755,A049767,2024JJ00,110.0,,
10360,300012 ,A049756,T001604,2018JJ00,760.0,247000.0,
10361,300012 ,A049756,T001604,2019JJ00,655.0,,
10362,300012 ,A049756,T001604,2020JJ00,615.0,206600.0,
10363,300012 ,A049756,T001604,2021JJ00,720.0,231800.0,
10364,300012 ,A049756,T001604,2022JJ00,545.0,177400.0,
10365,300012 ,A049756,T001604,2023JJ00,520.0,173900.0,
10366,300012 ,A049756,T001604,2024JJ00,480.0,161900.0,
10367,300012 ,A049756,A049761,2018JJ00,0.0,,
10368,300012 ,A049756,A049761,2019JJ00,5.0,,
10369,300012 ,A049756,A049761,2020JJ00,0.0,,
10370,300012 ,A049756,A049761,2021JJ00,5.0,,
10371,300012 ,A049756,A049761,2022JJ00,0.0,,
10372,300012 ,A049756,A049761,2023JJ00,0.0,,
10373,300012 ,A049756,A049761,2024JJ00,0.0,,
10374,300012 ,A049756,A049762,2018JJ00,5.0,,
10375,300012 ,A049756,A049762,2019JJ00,5.0,,
10376,300012 ,A049756,A049762,2020JJ00,0.0,,
10377,300012 ,A049756,A049762,2021JJ00,5.0,,
10378,300012 ,A049756,A049762,2022JJ00,0.0,,
10379,300012 ,A049756,A049762,2023JJ00,0.0,,
10380,300012 ,A049756,A049762,2024JJ00,0.0,,
10381,300012 ,A049756,A049763,2018JJ00,5.0,,
10382,300012 ,A049756,A049763,2019JJ00,5.0,,
10383,300012 ,A049756,A049763,2020JJ00,0.0,,
10384,300012 ,A049756,A049763,2021JJ00,0.0,,
10385,300012 ,A049756,A049763,2022JJ00,0.0,,
10386,300012 ,A049756,A049763,2023JJ00,5.0,,
10387,300012 ,A049756,A049763,2024JJ00,0.0,,
10388,300012 ,A049756,A049764,2018JJ00,10.0,,
10389,300012 ,A049756,A049764,2019JJ00,15.0,,
10390,300012 ,A049756,A049764,2020JJ00,5.0,,
10391,300012 ,A049756,A049764,2021JJ00,5.0,,
10392,300012 ,A049756,A049764,2022JJ00,5.0,,
10393,300012 ,A049756,A049764,2023JJ00,0.0,,
10394,300012 ,A049756,A049764,2024JJ00,5.0,,
10395,300012 ,A049756,A049765,2018JJ00,590.0,192100.0,
10396,300012 ,A049756,A049765,2019JJ00,500.0,,
10397,300012 ,A049756,A049765,2020JJ00,485.0,159900.0,
10398,300012 ,A049756,A049765,2021JJ00,575.0,,
10399,300012 ,A049756,A049765,2022JJ00,425.0,,
10400,300012 ,A049756,A049765,2023JJ00,405.0,,
10401,300012 ,A049756,A049765,2024JJ00,370.0,,
10402,300012 ,A049756,A049766,2018JJ00,5.0,,
10403,300012 ,A049756,A049766,2019JJ00,10.0,,
10404,300012 ,A049756,A049766,2020JJ00,10.0,,
10405,300012 ,A049756,A049766,2021JJ00,10.0,,
10406,300012 ,A049756,A049766,2022JJ00,10.0,,
10407,300012 ,A049756,A049766,2023JJ00,10.0,,
10408,300012 ,A049756,A049766,2024JJ00,10.0,,
10409,300012 ,A049756,A049767,2018JJ00,135.0,,
10410,300012 ,A049756,A049767,2019JJ00,110.0,,
10411,300012 ,A049756,A049767,2020JJ00,95.0,,
10412,300012 ,A049756,A049767,2021JJ00,110.0,,
10413,300012 ,A049756,A049767,2022JJ00,90.0,,
10414,300012 ,A049756,A049767,2023JJ00,90.0,,
10415,300012 ,A049756,A049767,2024JJ00,85.0,,
10416,300012 ,A049757,T001604,2018JJ00,90.0,,
10417,300012 ,A049757,T001604,2019JJ00,80.0,,
10418,300012 ,A049757,T001604,2020JJ00,70.0,,
10419,300012 ,A049757,T001604,2021JJ00,85.0,,
10420,300012 ,A049757,T001604,2022JJ00,75.0,,
10421,300012 ,A049757,T001604,2023JJ00,65.0,,
10422,300012 ,A049757,T001604,2024JJ00,60.0,,
10423,300012 ,A049757,A049761,2018JJ00,0.0,,
10424,300012 ,A049757,A049761,2019JJ00,0.0,,
10425,300012 ,A049757,A049761,2020JJ00,0.0,,
10426,300012 ,A049757,A049761,2021JJ00,0.0,,
10427,300012 ,A049757,A049761,2022JJ00,0.0,,
10428,300012 ,A049757,A049761,2023JJ00,0.0,,
10429,300012 ,A049757,A049761,2024JJ00,0.0,,
10430,300012 ,A049757,A049762,2018JJ00,0.0,,
10431,300012 ,A049757,A049762,2019JJ00,0.0,,
10432,300012 ,A049757,A049762,2020JJ00,0.0,,
10433,300012 ,A049757,A049762,2021JJ00,0.0,,
10434,300012 ,A049757,A049762,2022JJ00,0.0,,
10435,300012 ,A049757,A049762,2023JJ00,0.0,,
10436,300012 ,A049757,A049762,2024JJ00,0.0,,
10437,300012 ,A049757,A049763,2018JJ00,0.0,,
10438,300012 ,A049757,A049763,2019JJ00,0.0,,
10439,300012 ,A049757,A049763,2020JJ00,0.0,,
10440,300012 ,A049757,A049763,2021JJ00,0.0,,
10441,300012 ,A049757,A049763,2022JJ00,0.0,,
10442,300012 ,A049757,A049763,2023JJ00,0.0,,
10443,300012 ,A049757,A049763,2024JJ00,0.0,,
10444,300012 ,A049757,A049764,2018JJ00,0.0,,
10445,300012 ,A049757,A049764,2019JJ00,0.0,,
10446,300012 ,A049757,A049764,2020JJ00,0.0,,
10447,300012 ,A049757,A049764,2021JJ00,0.0,,
10448,300012 ,A049757,A049764,2022JJ00,0.0,,
10449,300012 ,A049757,A049764,2023JJ00,0.0,,
10450,300012 ,A049757,A049764,2024JJ00,0.0,,
10451,300012 ,A049757,A049765,2018JJ00,45.0,,
10452,300012 ,A049757,A049765,2019JJ00,40.0,,
10453,300012 ,A049757,A049765,2020JJ00,30.0,,
10454,300012 ,A049757,A049765,2021JJ00,35.0,,
10455,300012 ,A049757,A049765,2022JJ00,35.0,,
10456,300012 ,A049757,A049765,2023JJ00,25.0,,
10457,300012 ,A049757,A049765,2024JJ00,20.0,,
10458,300012 ,A049757,A049766,2018JJ00,25.0,,
10459,300012 ,A049757,A049766,2019JJ00,20.0,,
10460,300012 ,A049757,A049766,2020JJ00,20.0,,
10461,300012 ,A049757,A049766,2021JJ00,25.0,,
10462,300012 ,A049757,A049766,2022JJ00,25.0,,
10463,300012 ,A049757,A049766,2023JJ00,25.0,,
10464,300012 ,A049757,A049766,2024JJ00,25.0,,
10465,300012 ,A049757,A049767,2018JJ00,5.0,,
10466,300012 ,A049757,A049767,2019JJ00,5.0,,
10467,300012 ,A049757,A049767,2020JJ00,15.0,,
10468,300012 ,A049757,A049767,2021JJ00,15.0,64900.0,
10469,300012 ,A049757,A049767,2022JJ00,5.0,47100.0,
10470,300012 ,A049757,A049767,2023JJ00,5.0,,
10471,300012 ,A049757,A049767,2024JJ00,5.0,,
10472,300012 ,A049758,T001604,2018JJ00,5.0,,
10473,300012 ,A049758,T001604,2019JJ00,5.0,,
10474,300012 ,A049758,T001604,2020JJ00,5.0,,
10475,300012 ,A049758,T001604,2021JJ00,5.0,,
10476,300012 ,A049758,T001604,2022JJ00,5.0,,
10477,300012 ,A049758,T001604,2023JJ00,5.0,,
10478,300012 ,A049758,T001604,2024JJ00,0.0,,
10479,300012 ,A049758,A049761,2018JJ00,0.0,,
10480,300012 ,A049758,A049761,2019JJ00,0.0,,
10481,300012 ,A049758,A049761,2020JJ00,0.0,,
10482,300012 ,A049758,A049761,2021JJ00,0.0,,
10483,300012 ,A049758,A049761,2022JJ00,0.0,,
10484,300012 ,A049758,A049761,2023JJ00,0.0,,
10485,300012 ,A049758,A049761,2024JJ00,0.0,,
10486,300012 ,A049758,A049762,2018JJ00,0.0,,
10487,300012 ,A049758,A049762,2019JJ00,0.0,,
10488,300012 ,A049758,A049762,2020JJ00,0.0,,
10489,300012 ,A049758,A049762,2021JJ00,0.0,,
10490,300012 ,A049758,A049762,2022JJ00,0.0,,
10491,300012 ,A049758,A049762,2023JJ00,0.0,,
10492,300012 ,A049758,A049762,2024JJ00,0.0,,
10493,300012 ,A049758,A049763,2018JJ00,0.0,,
10494,300012 ,A049758,A049763,2019JJ00,0.0,,
10495,300012 ,A049758,A049763,2020JJ00,0.0,,
10496,300012 ,A049758,A049763,2021JJ00,0.0,,
10497,300012 ,A049758,A049763,2022JJ00,0.0,,
10498,300012 ,A049758,A049763,2023JJ00,0.0,,
10499,300012 ,A049758,A049763,2024JJ00,0.0,,
10500,300012 ,A049758,A049764,2018JJ00,0.0,,
10501,300012 ,A049758,A049764,2019JJ00,0.0,,
10502,300012 ,A049758,A049764,2020JJ00,0.0,,
10503,300012 ,A049758,A049764,2021JJ00,0.0,,
10504,300012 ,A049758,A049764,2022JJ00,0.0,,
10505,300012 ,A049758,A049764,2023JJ00,0.0,,
10506,300012 ,A049758,A049764,2024JJ00,0.0,,
10507,300012 ,A049758,A049765,2018JJ00,0.0,,
10508,300012 ,A049758,A049765,2019JJ00,0.0,,
10509,300012 ,A049758,A049765,2020JJ00,0.0,,
10510,300012 ,A049758,A049765,2021JJ00,0.0,,
10511,300012 ,A049758,A049765,2022JJ00,0.0,,
10512,300012 ,A049758,A049765,2023JJ00,0.0,,
10513,300012 ,A049758,A049765,2024JJ00,0.0,,
10514,300012 ,A049758,A049766,2018JJ00,5.0,,
10515,300012 ,A049758,A049766,2019JJ00,0.0,,
10516,300012 ,A049758,A049766,2020JJ00,0.0,,
10517,300012 ,A049758,A049766,2021JJ00,5.0,,
10518,300012 ,A049758,A049766,2022JJ00,0.0,,
10519,300012 ,A049758,A049766,2023JJ00,0.0,,
10520,300012 ,A049758,A049766,2024JJ00,0.0,,
10521,300012 ,A049758,A049767,2018JJ00,0.0,,
10522,300012 ,A049758,A049767,2019JJ00,0.0,,
10523,300012 ,A049758,A049767,2020JJ00,0.0,,
10524,300012 ,A049758,A049767,2021JJ00,0.0,,
10525,300012 ,A049758,A049767,2022JJ00,0.0,,
10526,300012 ,A049758,A049767,2023JJ00,0.0,,
10527,300012 ,A049758,A049767,2024JJ00,0.0,,
10528,300012 ,A049759,T001604,2018JJ00,43965.0,,1657700.0
10529,300012 ,A049759,T001604,2019JJ00,39820.0,,1597700.0
10530,300012 ,A049759,T001604,2020JJ00,35995.0,,1598800.0
10531,300012 ,A049759,T001604,2021JJ00,36665.0,,1658900.0
10532,300012 ,A049759,T001604,2022JJ00,38060.0,,1714600.0
10533,300012 ,A049759,T001604,2023JJ00,41855.0,,1817800.0
10534,300012 ,A049759,T001604,2024JJ00,43875.0,,1843600.0
10535,300012 ,A049759,A049761,2018JJ00,31530.0,,
10536,300012 ,A049759,A049761,2019JJ00,27915.0,,70000.0
10537,300012 ,A049759,A049761,2020JJ00,24260.0,,62200.0
10538,300012 ,A049759,A049761,2021JJ00,24810.0,,
10539,300012 ,A049759,A049761,2022JJ00,26185.0,,69300.0
10540,300012 ,A049759,A049761,2023JJ00,30020.0,,79200.0
10541,300012 ,A049759,A049761,2024JJ00,31505.0,,84100.0
10542,300012 ,A049759,A049762,2018JJ00,9420.0,,190600.0
10543,300012 ,A049759,A049762,2019JJ00,8810.0,,183900.0
10544,300012 ,A049759,A049762,2020JJ00,8545.0,,180500.0
10545,300012 ,A049759,A049762,2021JJ00,8505.0,,182500.0
10546,300012 ,A049759,A049762,2022JJ00,8355.0,,178700.0
10547,300012 ,A049759,A049762,2023JJ00,8100.0,,174000.0
10548,300012 ,A049759,A049762,2024JJ00,8530.0,,183000.0
10549,300012 ,A049759,A049763,2018JJ00,1280.0,,90400.0
10550,300012 ,A049759,A049763,2019JJ00,1340.0,,93700.0
10551,300012 ,A049759,A049763,2020JJ00,1425.0,,99700.0
10552,300012 ,A049759,A049763,2021JJ00,1450.0,,
10553,300012 ,A049759,A049763,2022JJ00,1555.0,,108900.0
10554,300012 ,A049759,A049763,2023JJ00,1600.0,,112800.0
10555,300012 ,A049759,A049763,2024JJ00,1675.0,,118300.0
10556,300012 ,A049759,A049764,2018JJ00,705.0,,
10557,300012 ,A049759,A049764,2019JJ00,560.0,,104100.0
10558,300012 ,A049759,A049764,2020JJ00,760.0,,
10559,300012 ,A049759,A049764,2021JJ00,815.0,,112000.0
10560,300012 ,A049759,A049764,2022JJ00,870.0,,
10561,300012 ,A049759,A049764,2023JJ00,935.0,,129400.0
10562,300012 ,A049759,A049764,2024JJ00,955.0,,
10563,300012 ,A049759,A049765,2018JJ00,1020.0,,
10564,300012 ,A049759,A049765,2019JJ00,985.0,,
10565,300012 ,A049759,A049765,2020JJ00,1000.0,,
10566,300012 ,A049759,A049765,2021JJ00,1075.0,,
10567,300012 ,A049759,A049765,2022JJ00,1080.0,,
10568,300012 ,A049759,A049765,2023JJ00,1180.0,,860500.0
10569,300012 ,A049759,A049765,2024JJ00,1190.0,,
10570,300012 ,A049759,A049766,2018JJ00,5.0,,
10571,300012 ,A049759,A049766,2019JJ00,5.0,,
10572,300012 ,A049759,A049766,2020JJ00,5.0,,
10573,300012 ,A049759,A049766,2021JJ00,5.0,,
10574,300012 ,A049759,A049766,2022JJ00,5.0,,
10575,300012 ,A049759,A049766,2023JJ00,5.0,,461900.0
10576,300012 ,A049759,A049766,2024JJ00,5.0,,
10577,300012 ,A049759,A049767,2018JJ00,,,
10578,300012 ,A049759,A049767,2019JJ00,,,
