ID,WerkzameStoffen,Perioden,GrootteOppervlakteMetGebruik_1,OppervlakteInVanTotaalAreaal_2,OppervlakteInVanToepassingsgroep_3,GebruikPerJaar_4,GebruikInVanTotaalWerkzameStoffen_5,GebruikInVanToepassingsgroep_6
367,ins28  ,1998JJ00,772.0,0.1,0.2,937,0.0,0.6
368,ins28  ,2000JJ00,331.0,0.0,0.1,1625,0.0,1.2
369,ins28  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
370,ins28  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
371,ins28  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
372,ins52  ,1995JJ00,2638.0,0.3,0.7,4456,0.1,1.8
373,ins52  ,1998JJ00,1538.0,0.2,0.4,1040,0.0,0.6
374,ins52  ,2000JJ00,376.0,0.0,0.1,153,0.0,0.1
375,ins52  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
376,ins52  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
377,ins52  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
378,ins66  ,1995JJ00,1383.0,0.2,0.4,929,0.0,0.4
379,ins66  ,1998JJ00,1297.0,0.2,0.4,1065,0.0,0.6
380,ins66  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
381,ins66  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
382,ins66  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
383,ins66  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
384,ins64  ,1995JJ00,24125.0,3.0,6.4,9748,0.2,3.8
385,ins64  ,1998JJ00,5734.0,0.7,1.6,1519,0.0,0.9
386,ins64  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
387,ins64  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
388,ins64  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
389,ins64  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
390,ins25  ,1995JJ00,43599.0,5.4,11.6,14488,0.2,5.7
391,ins25  ,1998JJ00,32311.0,4.0,9.1,11004,0.2,6.5
392,ins25  ,2000JJ00,1914.0,0.2,0.5,1906,0.0,1.4
393,ins25  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
394,ins25  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
395,ins25  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
396,ins19  ,1995JJ00,1093.0,0.1,0.3,916,0.0,0.4
397,ins19  ,1998JJ00,501.0,0.1,0.1,76,0.0,0.0
398,ins19  ,2000JJ00,11891.0,1.5,3.4,2506,0.0,1.9
399,ins19  ,2004JJ00,8107.0,1.0,2.2,1385,0.0,1.2
400,ins19  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
401,ins19  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
402,ins57  ,1995JJ00,8020.0,1.0,2.1,1282,0.0,0.5
403,ins57  ,1998JJ00,4773.0,0.6,1.3,687,0.0,0.4
404,ins57  ,2000JJ00,443.0,0.1,0.1,100,0.0,0.1
405,ins57  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
406,ins57  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
407,ins57  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
408,ins88  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
409,ins88  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
410,ins88  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
411,ins88  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
412,ins88  ,2008JJ00,789.0,0.1,0.2,158,0.0,0.2
413,ins88  ,2012JJ00,874.0,0.1,0.3,463,0.0,0.6
414,ins10  ,1995JJ00,104521.0,13.0,27.9,28153,0.5,11.1
415,ins10  ,1998JJ00,46026.0,5.6,13.0,11352,0.2,6.7
416,ins10  ,2000JJ00,57980.0,7.3,16.7,12979,0.2,9.7
417,ins10  ,2004JJ00,68995.0,8.3,18.6,18204,0.3,15.8
418,ins10  ,2008JJ00,28708.0,3.5,7.6,8448,0.2,9.4
419,ins10  ,2012JJ00,14935.0,1.9,5.0,4575,0.1,5.8
420,ins30  ,1995JJ00,7115.0,0.9,1.9,2326,0.0,0.9
421,ins30  ,1998JJ00,6890.0,0.8,1.9,2007,0.0,1.2
422,ins30  ,2000JJ00,5564.0,0.7,1.6,1428,0.0,1.1
423,ins30  ,2004JJ00,282.0,0.0,0.1,570,0.0,0.5
424,ins30  ,2008JJ00,2192.0,0.3,0.6,611,0.0,0.7
425,ins30  ,2012JJ00,5859.0,0.8,2.0,4805,0.1,6.1
426,ins54  ,1995JJ00,23181.0,2.9,6.2,16736,0.3,6.6
427,ins54  ,1998JJ00,14300.0,1.7,4.0,4723,0.1,2.8
428,ins54  ,2000JJ00,376.0,0.0,0.1,114,0.0,0.1
429,ins54  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
430,ins54  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
431,ins54  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
432,ins68  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
433,ins68  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
434,ins68  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
435,ins68  ,2004JJ00,16410.0,2.0,4.4,3180,0.1,2.8
436,ins68  ,2008JJ00,19098.0,2.3,5.1,3836,0.1,4.3
437,ins68  ,2012JJ00,8372.0,1.1,2.8,4973,0.1,6.4
438,ins97  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
439,ins97  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
440,ins97  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
441,ins97  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
442,ins97  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
443,ins97  ,2012JJ00,961.0,0.1,0.3,124,0.0,0.2
444,ins40  ,1995JJ00,860.0,0.1,0.2,256,0.0,0.1
445,ins40  ,1998JJ00,1302.0,0.2,0.4,287,0.0,0.2
446,ins40  ,2000JJ00,1753.0,0.2,0.5,351,0.0,0.3
447,ins40  ,2004JJ00,3032.0,0.4,0.8,1063,0.0,0.9
448,ins40  ,2008JJ00,1209.0,0.1,0.3,200,0.0,0.2
449,ins40  ,2012JJ00,1065.0,0.1,0.4,165,0.0,0.2
450,ins94  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
451,ins94  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
452,ins94  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
453,ins94  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
454,ins94  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
455,ins94  ,2012JJ00,728.0,0.1,0.2,322,0.0,0.4
456,ins56  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
457,ins56  ,1998JJ00,1563.0,0.2,0.4,290,0.0,0.2
458,ins56  ,2000JJ00,1599.0,0.2,0.5,109,0.0,0.1
459,ins56  ,2004JJ00,1668.0,0.2,0.4,163,0.0,0.1
460,ins56  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
461,ins56  ,2012JJ00,1453.0,0.2,0.5,159,0.0,0.2
462,ins72  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
463,ins72  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
464,ins72  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
465,ins72  ,2004JJ00,3471.0,0.4,0.9,1240,0.0,1.1
466,ins72  ,2008JJ00,5026.0,0.6,1.3,1590,0.0,1.8
467,ins72  ,2012JJ00,7107.0,0.9,2.4,1976,0.0,2.5
468,ins73  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
469,ins73  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
470,ins73  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
471,ins73  ,2004JJ00,9558.0,1.2,2.6,620,0.0,0.5
472,ins73  ,2008JJ00,10861.0,1.3,2.9,742,0.0,0.8
473,ins73  ,2012JJ00,7683.0,1.0,2.6,490,0.0,0.6
474,ins75  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
475,ins75  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
476,ins75  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
477,ins75  ,2004JJ00,722.0,0.1,0.2,236,0.0,0.2
478,ins75  ,2008JJ00,1564.0,0.2,0.4,531,0.0,0.6
479,ins75  ,2012JJ00,2346.0,0.3,0.8,773,0.0,1.0
480,ins95  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
481,ins95  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
482,ins95  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
483,ins95  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
484,ins95  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
485,ins95  ,2012JJ00,12685.0,1.6,4.3,1490,0.0,1.9
486,ins46  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
487,ins46  ,1998JJ00,4501.0,0.6,1.3,193,0.0,0.1
488,ins46  ,2000JJ00,4624.0,0.6,1.3,277,0.0,0.2
489,ins46  ,2004JJ00,5395.0,0.7,1.5,330,0.0,0.3
490,ins46  ,2008JJ00,3209.0,0.4,0.9,171,0.0,0.2
491,ins46  ,2012JJ00,1855.0,0.2,0.6,103,0.0,0.1
492,ins33  ,1995JJ00,2524.0,0.3,0.7,803,0.0,0.3
493,ins33  ,1998JJ00,3395.0,0.4,1.0,994,0.0,0.6
494,ins33  ,2000JJ00,3881.0,0.5,1.1,1302,0.0,1.0
495,ins33  ,2004JJ00,4722.0,0.6,1.3,1405,0.0,1.2
496,ins33  ,2008JJ00,3972.0,0.5,1.1,646,0.0,0.7
497,ins33  ,2012JJ00,1730.0,0.2,0.6,341,0.0,0.4
498,ins74  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
499,ins74  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
500,ins74  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
501,ins74  ,2004JJ00,1191.0,0.1,0.3,320,0.0,0.3
502,ins74  ,2008JJ00,59041.0,7.2,15.7,7954,0.1,8.9
503,ins74  ,2012JJ00,50833.0,6.5,17.2,11654,0.2,14.9
504,ins83  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
505,ins83  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
506,ins83  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
507,ins83  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
508,ins83  ,2008JJ00,1903.0,0.2,0.5,1096,0.0,1.2
509,ins83  ,2012JJ00,32498.0,4.2,11.0,1815,0.0,2.3
510,ins15  ,1995JJ00,4677.0,0.6,1.2,2063,0.0,0.8
511,ins15  ,1998JJ00,6346.0,0.8,1.8,3094,0.1,1.8
512,ins15  ,2000JJ00,10785.0,1.4,3.1,6054,0.1,4.5
513,ins15  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
514,ins15  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
515,ins15  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
516,ins48  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
517,ins48  ,1998JJ00,991.0,0.1,0.3,165,0.0,0.1
518,ins48  ,2000JJ00,1424.0,0.2,0.4,243,0.0,0.2
519,ins48  ,2004JJ00,1552.0,0.2,0.4,295,0.0,0.3
520,ins48  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
521,ins48  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
522,ins43  ,1995JJ00,1829.0,0.2,0.5,542,0.0,0.2
523,ins43  ,1998JJ00,1280.0,0.2,0.4,220,0.0,0.1
524,ins43  ,2000JJ00,1566.0,0.2,0.4,308,0.0,0.2
525,ins43  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
526,ins43  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
527,ins43  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
528,ins36  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
529,ins36  ,1998JJ00,772.0,0.1,0.2,436,0.0,0.3
530,ins36  ,2000JJ00,331.0,0.0,0.1,756,0.0,0.6
531,ins36  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
532,ins36  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
533,ins36  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
534,ins60  ,1995JJ00,4385.0,0.5,1.2,1204,0.0,0.5
535,ins60  ,1998JJ00,9213.0,1.1,2.6,2745,0.0,1.6
536,ins60  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
537,ins60  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
538,ins60  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
539,ins60  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
540,sch    ,1995JJ00,427574.0,53.3,100.0,2808608,47.3,100.0
541,sch    ,1998JJ00,474161.0,57.6,100.0,3380379,56.6,100.0
542,sch    ,2000JJ00,454508.0,56.5,100.0,2967562,56.1,100.0
543,sch    ,2004JJ00,474697.0,57.4,100.0,2854557,52.3,100.0
544,sch    ,2008JJ00,502934.0,61.7,100.0,2931518,52.9,100.0
545,sch    ,2012JJ00,449547.0,57.9,100.0,2690878,46.6,100.0
546,sch79  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
547,sch79  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
548,sch79  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
549,sch79  ,2004JJ00,582.0,0.1,0.1,585,0.0,0.0
550,sch79  ,2008JJ00,873.0,0.1,0.2,3023,0.1,0.1
551,sch79  ,2012JJ00,255.0,0.0,0.1,8282,0.1,0.3
552,sch99  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
553,sch99  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
554,sch99  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
555,sch99  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
556,sch99  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
557,sch99  ,2012JJ00,6842.0,0.9,1.5,4306,0.1,0.2
558,sch100 ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
559,sch100 ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
560,sch100 ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
561,sch100 ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
562,sch100 ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
563,sch100 ,2012JJ00,6072.0,0.8,1.4,744,0.0,0.0
564,sch51  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
565,sch51  ,1998JJ00,16032.0,2.0,3.4,3726,0.1,0.1
566,sch51  ,2000JJ00,13486.0,1.7,3.0,3017,0.1,0.1
567,sch51  ,2004JJ00,23609.0,2.9,5.0,7889,0.1,0.3
568,sch51  ,2008JJ00,74129.0,9.1,14.7,19432,0.4,0.7
569,sch51  ,2012JJ00,50711.0,6.5,11.3,22564,0.4,0.8
570,sch61  ,1995JJ00,2051.0,0.3,0.5,1797,0.0,0.1
571,sch61  ,1998JJ00,4219.0,0.5,0.9,1918,0.0,0.1
572,sch61  ,2000JJ00,1436.0,0.2,0.3,745,0.0,0.0
573,sch61  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
574,sch61  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
575,sch61  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
576,sch88  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
577,sch88  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
578,sch88  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
579,sch88  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
580,sch88  ,2008JJ00,31385.0,3.8,6.2,3822,0.1,0.1
581,sch88  ,2012JJ00,26786.0,3.4,6.0,4320,0.1,0.2
582,sch52  ,1995JJ00,6667.0,0.8,1.6,4555,0.1,0.2
583,sch52  ,1998JJ00,4464.0,0.5,0.9,2101,0.0,0.1
584,sch52  ,2000JJ00,5283.0,0.7,1.2,2015,0.0,0.1
585,sch52  ,2004JJ00,4659.0,0.6,1.0,1717,0.0,0.1
586,sch52  ,2008JJ00,2202.0,0.3,0.4,746,0.0,0.0
587,sch52  ,2012JJ00,815.0,0.1,0.2,253,0.0,0.0
588,sch101 ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
589,sch101 ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
590,sch101 ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
591,sch101 ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
592,sch101 ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
593,sch101 ,2012JJ00,98463.0,12.7,21.9,7204,0.1,0.3
594,sch77  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
595,sch77  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
596,sch77  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
597,sch77  ,2004JJ00,3027.0,0.4,0.6,1134,0.0,0.0
598,sch77  ,2008JJ00,118291.0,14.5,23.5,25543,0.5,0.9
599,sch77  ,2012JJ00,97265.0,12.5,21.6,20541,0.4,0.8
600,sch53  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
601,sch53  ,1998JJ00,15262.0,1.9,3.2,3026,0.1,0.1
602,sch53  ,2000JJ00,7288.0,0.9,1.6,1683,0.0,0.1
603,sch53  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
604,sch53  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
605,sch53  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
606,sch43  ,1995JJ00,10117.0,1.3,2.4,7016,0.1,0.2
607,sch43  ,1998JJ00,7753.0,0.9,1.6,6026,0.1,0.2
608,sch43  ,2000JJ00,9924.0,1.2,2.2,6490,0.1,0.2
609,sch43  ,2004JJ00,10239.0,1.2,2.2,6157,0.1,0.2
610,sch43  ,2008JJ00,14143.0,1.7,2.8,6971,0.1,0.2
611,sch43  ,2012JJ00,11758.0,1.5,2.6,5622,0.1,0.2
612,sch102 ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
613,sch102 ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
614,sch102 ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
615,sch102 ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
616,sch102 ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
617,sch102 ,2012JJ00,85.0,0.0,0.0,262,0.0,0.0
618,sch17  ,1995JJ00,23705.0,3.0,5.5,386101,6.5,13.7
619,sch17  ,1998JJ00,20177.0,2.5,4.3,239100,4.0,7.1
620,sch17  ,2000JJ00,17482.0,2.2,3.8,101740,1.9,3.4
621,sch17  ,2004JJ00,17147.0,2.1,3.6,161345,3.0,5.7
622,sch17  ,2008JJ00,21484.0,2.6,4.3,260694,4.7,8.9
623,sch17  ,2012JJ00,25084.0,3.2,5.6,288267,5.0,10.7
624,sch23  ,1995JJ00,62180.0,7.7,14.5,32844,0.6,1.2
625,sch23  ,1998JJ00,85528.0,10.5,18.2,46157,0.8,1.4
626,sch23  ,2000JJ00,51684.0,6.5,11.4,27011,0.5,0.9
627,sch23  ,2004JJ00,28549.0,3.5,6.0,16702,0.3,0.6
628,sch23  ,2008JJ00,949.0,0.1,0.2,557,0.0,0.0
629,sch23  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
630,sch13  ,1995JJ00,26066.0,3.2,6.1,53766,0.9,1.9
631,sch13  ,1998JJ00,122457.0,15.0,26.0,237346,4.0,7.0
632,sch13  ,2000JJ00,102886.0,12.9,22.6,197992,3.7,6.7
633,sch13  ,2004JJ00,68080.0,8.2,14.3,118587,2.2,4.2
634,sch13  ,2008JJ00,77520.0,9.5,15.4,69471,1.3,2.4
635,sch13  ,2012JJ00,32917.0,4.2,7.3,49836,0.9,1.9
636,sch103 ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
637,sch103 ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
638,sch103 ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
639,sch103 ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
640,sch103 ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
641,sch103 ,2012JJ00,1501.0,0.2,0.3,104,0.0,0.0
642,sch87  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
643,sch87  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
644,sch87  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
645,sch87  ,2004JJ00,14790.0,1.8,3.1,4663,0.1,0.2
646,sch87  ,2008JJ00,37537.0,4.6,7.5,7269,0.1,0.2
647,sch87  ,2012JJ00,79931.0,10.3,17.8,33543,0.6,1.2
648,sch21  ,1995JJ00,96042.0,12.0,22.5,37695,0.6,1.3
649,sch21  ,1998JJ00,108590.0,13.3,23.1,40536,0.7,1.2
650,sch21  ,2000JJ00,118026.0,14.8,26.0,64769,1.2,2.2
651,sch21  ,2004JJ00,122697.0,14.8,25.8,68269,1.3,2.4
652,sch21  ,2008JJ00,95659.0,11.7,19.0,65229,1.2,2.2
653,sch21  ,2012JJ00,52763.0,6.8,11.7,36302,0.6,1.3
654,sch57  ,1995JJ00,34057.0,4.2,8.0,2281,0.0,0.1
655,sch57  ,1998JJ00,28933.0,3.5,6.1,1755,0.0,0.1
656,sch57  ,2000JJ00,20943.0,2.6,4.6,1122,0.0,0.0
657,sch57  ,2004JJ00,35341.0,4.3,7.4,2668,0.0,0.1
658,sch57  ,2008JJ00,43385.0,5.3,8.6,2400,0.0,0.1
659,sch57  ,2012JJ00,26415.0,3.4,5.9,2437,0.0,0.1
660,sch83  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
661,sch83  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
662,sch83  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
663,sch83  ,2004JJ00,787.0,0.1,0.2,192,0.0,0.0
664,sch83  ,2008JJ00,8470.0,1.0,1.7,3017,0.1,0.1
665,sch83  ,2012JJ00,12647.0,1.6,2.8,5549,0.1,0.2
666,sch59  ,1995JJ00,2341.0,0.3,0.5,3133,0.1,0.1
667,sch59  ,1998JJ00,2697.0,0.3,0.6,2709,0.0,0.1
668,sch59  ,2000JJ00,911.0,0.1,0.2,868,0.0,0.0
669,sch59  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
670,sch59  ,2008JJ00,0.0,0.0,0.0,0,0.0,0.0
671,sch59  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
672,sch60  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
673,sch60  ,1998JJ00,2624.0,0.3,0.6,830,0.0,0.0
674,sch60  ,2000JJ00,2048.0,0.3,0.5,838,0.0,0.0
675,sch60  ,2004JJ00,1732.0,0.2,0.4,612,0.0,0.0
676,sch60  ,2008JJ00,537.0,0.1,0.1,253,0.0,0.0
677,sch60  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
678,sch63  ,1995JJ00,13530.0,1.7,3.2,1963,0.0,0.1
679,sch63  ,1998JJ00,8940.0,1.1,1.9,954,0.0,0.0
680,sch63  ,2000JJ00,7729.0,1.0,1.7,626,0.0,0.0
681,sch63  ,2004JJ00,24860.0,3.0,5.2,2243,0.0,0.1
682,sch63  ,2008JJ00,19379.0,2.4,3.9,2055,0.0,0.1
683,sch63  ,2012JJ00,40390.0,5.2,9.0,5550,0.1,0.2
684,sch37  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
685,sch37  ,1998JJ00,33742.0,4.1,7.2,22781,0.4,0.7
686,sch37  ,2000JJ00,13610.0,1.7,3.0,8478,0.2,0.3
687,sch37  ,2004JJ00,26953.0,3.3,5.7,21819,0.4,0.8
688,sch37  ,2008JJ00,22946.0,2.8,4.6,12375,0.2,0.4
689,sch37  ,2012JJ00,21723.0,2.8,4.8,19760,0.3,0.7
690,sch24  ,1995JJ00,7562.0,0.9,1.8,6183,0.1,0.2
691,sch24  ,1998JJ00,12355.0,1.5,2.6,21325,0.4,0.6
692,sch24  ,2000JJ00,19588.0,2.5,4.3,25620,0.5,0.9
693,sch24  ,2004JJ00,13246.0,1.6,2.8,18061,0.3,0.6
694,sch24  ,2008JJ00,11478.0,1.4,2.3,12570,0.2,0.4
695,sch24  ,2012JJ00,10491.0,1.4,2.3,14839,0.3,0.6
696,sch38  ,1995JJ00,943.0,0.1,0.2,7981,0.1,0.3
697,sch38  ,1998JJ00,1012.0,0.1,0.2,10334,0.2,0.3
698,sch38  ,2000JJ00,1127.0,0.1,0.2,8414,0.2,0.3
699,sch38  ,2004JJ00,830.0,0.1,0.2,6247,0.1,0.2
700,sch38  ,2008JJ00,653.0,0.1,0.1,14961,0.3,0.5
701,sch38  ,2012JJ00,491.0,0.1,0.1,19816,0.3,0.7
702,sch46  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
703,sch46  ,1998JJ00,6671.0,0.8,1.4,6663,0.1,0.2
704,sch46  ,2000JJ00,9020.0,1.1,2.0,5425,0.1,0.2
705,sch46  ,2004JJ00,8908.0,1.1,1.9,6589,0.1,0.2
706,sch46  ,2008JJ00,9082.0,1.1,1.8,7696,0.1,0.3
707,sch46  ,2012JJ00,8398.0,1.1,1.9,7614,0.1,0.3
708,sch29  ,1995JJ00,56609.0,7.0,13.2,7190,0.1,0.3
709,sch29  ,1998JJ00,118244.0,14.5,25.1,17378,0.3,0.5
710,sch29  ,2000JJ00,124310.0,15.6,27.4,18029,0.3,0.6
711,sch29  ,2004JJ00,136313.0,16.5,28.7,16708,0.3,0.6
712,sch29  ,2008JJ00,135436.0,16.6,26.9,17655,0.3,0.6
713,sch29  ,2012JJ00,100573.0,12.9,22.4,16826,0.3,0.6
714,sch44  ,1995JJ00,729.0,0.1,0.2,5058,0.1,0.2
715,sch44  ,1998JJ00,1553.0,0.2,0.3,6761,0.1,0.2
716,sch44  ,2000JJ00,1668.0,0.2,0.4,6419,0.1,0.2
717,sch44  ,2004JJ00,2384.0,0.3,0.5,7592,0.1,0.3
718,sch44  ,2008JJ00,1954.0,0.2,0.4,7784,0.1,0.3
719,sch44  ,2012JJ00,1849.0,0.2,0.4,7681,0.1,0.3
720,sch75  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
721,sch75  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
722,sch75  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
723,sch75  ,2004JJ00,20264.0,2.5,4.3,6424,0.1,0.2
724,sch75  ,2008JJ00,10665.0,1.3,2.1,3043,0.1,0.1
725,sch75  ,2012JJ00,0.0,0.0,0.0,0,0.0,0.0
726,sch95  ,1995JJ00,0.0,0.0,0.0,0,0.0,0.0
727,sch95  ,1998JJ00,0.0,0.0,0.0,0,0.0,0.0
728,sch95  ,2000JJ00,0.0,0.0,0.0,0,0.0,0.0
729,sch95  ,2004JJ00,0.0,0.0,0.0,0,0.0,0.0
730,sch95  ,2008JJ00,4354.0,0.5,0.9,1002,0.0,0.0
731,sch95  ,2012JJ00,4170.0,0.5,0.9,678,0.0,0.0
