ID,Persoonskenmerken,Perioden,PersonalComputerPC_1,Desktop_2,Laptop_3,k_3MndGeleden_4,k_312MndGeleden_5,k_1JaarGeleden_6,NooitPCGebruikt_7,BijnaDagelijks_8,NietDagelijksMaarMinstens1xPerWeek_9,NietWekelijksMaarMinstens1xPerMnd_10,Nauwelijks_11,Thuis_12,BijIemandAndersThuis_13,OpHetWerk_14,BijEenOnderwijsinstelling_15,Ja_16,Nee_17,k_3MndGeleden_18,k_312MndGeleden_19,k_13JaarGeleden_20,MeerDan3JaarGeleden_21,MapOfFolderKopierenVerplaatsen_22,KopierenOfPlakkenVanInformatie_23,EenvoudigeFormGebruikenSpreadsheet_24,MappenBestandenComprimerenZippen_25,Programmeren_26,GeenVanDezeVaardigheden_27,MapOfFolderKopierenVerplaatsten_28,KopierenOfPlakkenVanInformatie_29,EenvoudigeFormGebruikenSpreadsheet_30,MappenBestandenComprimerenZippen_31,Programmeren_32,GeenVanDezeVaardigheden_33,WelToegangInternet_34,GeenToegangInternet_35,EldersInternetten_36,WilNietGeenInteresse_37,FinancieleRedenen_38,OnvoldoendeKennisFysiekeBeperking_39,PrivacyEnVeiligheid_40,AndereReden_41,TotaalGeenBreedband_42,AnaloogModem_43,ISDN_44,MobieleTelefoonWAPGPRS_45,TotaalBreedband_46,ADSL_47,Kabel_48,TotaalGeenBreedband_49,AnaloogModem_50,ISDN_51,MobieleTelefoonWAPGPRS_52,TotaalBreedband_53,ADSL_54,Kabel_55,PersonalComputer_56,PCDesktop_57,Laptop_58,MobieleTelefoon_59,AndereApparatuur_60,PersonalComputer_61,PCDesktop_62,Laptop_63,MobieleTelefoon_64,AndereApparatuur_65,k_3MndGeleden_66,k_312MndGeleden_67,k_1JaarGeleden_68,NooitInternetGebruikt_69,BijnaDagelijks_70,NietDagelijksMaarMinstens1xPerWeek_71,NietWekelijksMaarMinstens1xPerMnd_72,MinderDan1xPerMaand_73,Thuis_74,BijIemandAndersThuis_75,OpHetWerk_76,BijEenOnderwijsinstelling_77,ErgensAnders_78,ZoekmachineGebruiken_79,EMailSturenMetBijvoegingDocumenten_80,BerichtenOpChatroomNieuwsgroepForum_81,TelefonerenViaInternet_82,MappenDelenIvmUitwisselenMuziekFilm_83,WebpaginaOntwerpen_84,GeenVanDezeVaardigheden_85,ZoekmachineGebruiken_86,EMailSturenMetBijvoegingDocumenten_87,BerichtenOpChatroomNieuwsgroepForum_88,TelefonerenViaInternet_89,MappenDelenIvmUitwisselenMuziekFilm_90,WebpaginaOntwerpen_91,GeenVanDezeVaardigheden_92,TotaalCommunicatie_93,VersturenOntvangenVanEMails_94,TelefonerenViaInternet_95,AndersBvChatten_96,TotaalInformatie_97,OpzoekenInfoOverGoederenEnDiensten_98,GebruikVanDienstenInReisbranche_99,ActualiteitEnNieuws_100,WerkVacatures_101,TotaalCommercieleProducten_102,BankierenViaInternet_103,FinancieleTransacties_104,KopenVerkopenVanGoederen_105,TotaalOverheid_106,ZoekenOpWebsitesOverheidsinstanties_107,OfficieleDocumentenDownloaden_108,IngevuldeDocumentenVersturen_109,Gezondheid_110,Onderwijs_111,TotaalVermaak_112,SpelletjesMuziek_113,SoftwareDownloaden_114,AankopenGoederenVanAllePersonen_115,k_3MndGeleden_116,k_312MndGeleden_117,MeerDan1JaarGeleden_118,NooitBesteldOfGekocht_119,AankopenGoederenPersInternetGebr_120,k_3MndGeleden_121,k_312MndGeleden_122,MeerDan1JaarGeleden_123,NooitBesteld_124,LevensmiddelenCosmeticaEnSchoonmaak_125,KledingEnSportArtikelen_126,FilmMuziek_127,BoekenTijdschriftenEnKranten_128,SoftHardwareEnElektrBenodigdheden_129,HuishoudelijkeGoederenEnApparaten_130,ReizenEnAccommodaties_131,FinancieleProductenOfDiensten_132,KaartjesVoorEvenementen_133,AndereAankopen_134
216,2030360,2005JJ00,99,98,37,100,0,0,0,82,17,1,0,99,41,0,77,25,75,36,30,29,5,87,92,25,20,6,4,87,92,25,20,6,4,98,2,0,0,1,0,1,1,19,8.0,9.0,1.0,79,48.0,35.0,20,8.0,9.0,1.0,80,49.0,36.0,98,97,22,10,7,100,99,22,10,7,99,0,0,1,71,25,3,0,97,33,1,60,2,95,65,38,5.0,35.0,28,2,95,66,39,5.0,35.0,28,2,92,83,6.0,83,70,68,8,36,1,18,2,0,17,14,14,0,0,27,59.0,90,90,18,20,10,7,4,79,21,10,7,4,79,,,,,,,,,,
217,2030360,2006JJ00,99,99,38,100,0,0,0,72,26,1,0,99,40,1,74,28,72,25,19,50,6,72,92,26,18,5,5,72,92,26,18,5,5,98,2,1,1,0,0,0,0,13,4.0,8.0,1.0,85,57.0,31.0,13,4.0,8.0,2.0,87,59.0,32.0,98,97,26,15,6,100,100,26,15,7,100,0,0,0,65,30,4,0,95,35,0,57,2,95,66,31,10.0,32.0,27,1,96,67,31,10.0,32.0,27,1,94,83,7.0,82,65,64,8,46,3,17,3,0,15,5,5,1,1,28,69.0,92,92,19,25,15,5,5,74,26,16,5,5,74,,,,,,,,,,
218,2030360,2007JJ00,99,96,49,100,0,0,0,85,15,0,0,99,49,1,82,30,70,33,13,49,5,90,92,33,28,9,4,90,92,33,28,9,4,98,2,0,2,1,0,0,0,8,3.0,2.0,0.0,90,64.0,31.0,8,3.0,2.0,0.0,92,65.0,31.0,98,95,41,21,12,100,97,42,21,13,100,0,0,0,84,15,1,0,97,44,1,73,1,96,78,40,,44.0,36,2,96,78,40,,44.0,36,2,95,89,,64,64,62,9,53,4,22,9,1,17,13,12,2,1,23,,89,88,29,33,13,16,4,67,33,13,16,4,67,6.0,36.0,15.0,7.0,43.0,7.0,4.0,0.0,9.0,7.0
219,2030360,2008JJ00,99,92,71,100,0,0,0,77,21,2,0,100,44,1,79,18,82,15,20,55,11,87,94,27,17,8,4,87,94,27,17,8,4,100,0,0,0,0,0,0,0,12,3.0,6.0,1.0,88,51.0,39.0,12,3.0,6.0,1.0,88,51.0,39.0,99,92,63,22,19,99,92,63,22,19,100,0,0,0,75,23,2,0,99,39,1,72,1,95,77,62,20.0,,34,2,95,77,62,20.0,,34,2,96,92,15.0,52,57,54,9,63,5,25,8,0,21,8,8,2,1,17,,92,92,31,31,16,12,3,69,31,16,12,3,69,0.0,46.0,22.0,14.0,42.0,8.0,5.0,0.0,17.0,1.0
220,2030360,2009JJ00,100,96,69,100,0,0,0,85,13,1,0,100,45,0,79,19,81,22,15,54,9,89,95,33,26,6,5,89,95,33,26,6,5,100,0,0,0,0,0,0,0,14,4.0,5.0,2.0,86,65.0,31.0,14,4.0,5.0,2.0,86,65.0,31.0,100,93,64,31,33,100,93,64,31,33,100,0,0,0,81,15,3,1,99,41,0,72,2,98,88,62,30.0,42.0,31,1,98,89,63,30.0,42.0,31,1,96,89,20.0,48,58,56,12,61,8,12,8,0,8,8,7,1,0,24,,89,88,24,36,15,14,7,64,36,15,14,7,64,3.0,52.0,12.0,5.0,24.0,6.0,2.0,0.0,17.0,2.0
221,2030360,2010JJ00,99,92,82,100,0,0,0,81,19,1,0,100,46,1,85,20,80,34,21,36,9,83,89,31,24,8,9,83,89,31,24,8,9,100,0,0,0,0,0,0,0,3,1.0,3.0,4.0,96,68.0,30.0,3,1.0,3.0,4.0,97,68.0,30.0,99,92,78,40,40,99,92,79,40,40,100,0,0,0,80,19,1,0,99,41,0,75,4,96,82,67,31.0,41.0,34,2,96,82,67,31.0,41.0,34,2,95,82,18.0,51,61,60,11,58,6,17,9,0,14,8,8,0,0,22,,87,86,23,40,22,13,4,60,40,22,13,4,60,2.0,38.0,17.0,16.0,31.0,12.0,3.0,0.0,15.0,3.0
222,2030360,2011JJ00,99,91,87,100,0,0,0,83,16,1,0,100,39,1,86,25,74,33,21,37,9,81,89,28,86,6,0,81,89,28,86,6,0,100,0,0,0,0,0,0,0,11,,,,87,,,11,,,,88,,,97,90,82,63,48,98,90,83,63,48,99,0,0,1,83,16,1,0,100,36,1,74,3,97,83,58,35.0,36.0,24,0,98,83,59,35.0,37.0,24,0,97,83,21.0,44,58,57,7,73,7,29,7,0,25,7,7,2,1,26,,90,89,22,40,22,15,3,60,40,22,15,3,60,8.0,42.0,20.0,19.0,27.0,3.0,2.0,0.0,9.0,19.0
223,2030360,2012JJ00,99,88,87,99,1,0,0,80,16,2,0,97,39,0,82,17,83,26,14,44,17,84,88,24,21,5,3,84,88,24,21,5,3,99,1,0,0,0,1,0,0,6,,,,90,,,9,,,,91,,,98,85,85,76,53,99,86,86,77,53,100,0,0,0,84,14,2,1,99,35,1,71,12,97,75,66,42.0,34.0,25,0,100,78,68,44.0,35.0,26,0,86,77,32.0,51,59,56,12,68,8,29,9,0,25,9,8,1,2,21,0.0,87,86,27,41,22,13,6,56,42,23,13,6,58,6.0,53.0,13.0,10.0,42.0,5.0,1.0,0.0,15.0,13.0
224,2030360,2013JJ00,100,83,89,99,1,0,0,72,25,3,0,99,33,0,83,20,80,29,25,34,11,82,93,25,17,4,0,82,93,25,17,4,0,100,0,0,0,0,0,0,0,0,,,,92,,,8,,,,92,,,100,82,88,89,85,100,82,88,89,85,99,1,0,0,84,15,1,0,99,39,0,77,14,97,83,61,59.0,34.0,16,1,98,84,62,59.0,34.0,17,1,88,77,40.0,48,50,48,7,67,3,33,10,0,26,5,5,0,0,23,0.0,94,92,28,44,23,13,8,55,45,23,13,8,55,6.0,53.0,21.0,16.0,35.0,13.0,2.0,0.0,15.0,0.0
225,2020362,2005JJ00,93,88,37,93,1,2,4,78,18,3,1,94,15,68,11,54,46,10,11,22,58,84,81,56,50,15,9,87,85,58,52,16,9,90,10,2,5,1,1,0,3,24,19.0,7.0,3.0,65,40.0,27.0,27,21.0,7.0,3.0,73,45.0,30.0,89,84,27,13,4,100,94,30,15,5,90,1,1,8,71,24,4,1,93,13,57,10,3,89,81,23,7.0,18.0,16,2,96,87,25,8.0,20.0,17,2,94,93,7.0,37,93,90,55,48,20,77,66,5,50,60,54,30,28,52,30.0,56,48,29,56,38,14,5,36,61,41,15,6,39,4.0,27.0,19.0,29.0,32.0,18.0,36.0,5.0,22.0,5.0
226,2020362,2006JJ00,94,88,44,93,1,1,4,82,14,3,1,95,13,68,12,51,49,9,10,19,61,73,83,58,54,11,9,77,87,60,56,11,9,91,9,2,5,1,1,0,2,13,8.0,5.0,3.0,79,52.0,28.0,14,8.0,5.0,3.0,86,57.0,30.0,91,84,34,14,7,100,92,37,16,8,91,1,1,7,78,18,3,1,95,12,58,11,3,90,83,26,16.0,23.0,19,2,97,89,27,17.0,24.0,20,2,95,94,13.0,37,94,92,55,60,23,83,75,9,56,66,58,35,38,55,30.0,62,54,34,64,44,13,6,30,68,47,14,6,32,5.0,34.0,24.0,34.0,38.0,21.0,44.0,10.0,32.0,4.0
227,2020362,2007JJ00,96,88,53,95,1,1,3,84,13,2,1,97,19,69,14,49,51,9,10,19,62,87,85,58,52,16,8,90,88,60,54,16,8,94,6,1,3,1,1,0,1,9,4.0,5.0,1.0,85,58.0,30.0,9,4.0,5.0,1.0,91,61.0,32.0,94,85,45,22,14,100,91,48,23,15,94,1,1,4,81,15,2,1,96,17,62,13,5,93,86,31,,29.0,19,2,97,90,32,,30.0,20,2,96,95,,34,94,92,60,66,23,87,81,9,59,68,60,38,41,54,,63,55,36,70,50,14,6,25,73,53,15,6,27,8.0,34.0,24.0,36.0,43.0,18.0,46.0,11.0,34.0,5.0
228,2020362,2008JJ00,96,86,62,95,1,1,3,83,14,2,1,96,24,70,16,43,57,9,9,17,65,85,84,56,52,12,10,88,86,58,54,13,10,95,5,1,2,1,1,0,1,12,4.0,7.0,1.0,83,53.0,33.0,13,4.0,7.0,1.0,87,56.0,35.0,94,83,57,26,17,99,87,60,27,18,94,1,1,4,80,17,2,1,96,20,62,14,6,93,85,36,21.0,,16,2,97,89,37,22.0,,17,2,96,95,13.0,27,93,90,59,70,20,88,81,9,58,65,58,38,39,53,,65,59,39,71,51,15,6,24,75,53,16,6,25,7.0,40.0,24.0,38.0,40.0,21.0,48.0,10.0,39.0,4.0
229,2020362,2009JJ00,98,87,71,97,1,1,2,87,11,1,0,98,26,72,17,49,51,9,9,16,67,89,87,64,60,17,7,91,89,66,61,17,7,97,3,0,1,0,0,0,1,13,3.0,6.0,2.0,84,59.0,33.0,13,3.0,6.0,2.0,87,61.0,34.0,97,84,67,33,27,100,86,69,34,28,96,1,0,3,85,13,2,0,98,23,66,15,6,95,92,45,32.0,34.0,22,1,98,95,46,33.0,35.0,23,1,97,96,15.0,30,93,91,55,76,20,87,85,7,61,64,58,40,39,55,,66,58,37,80,57,16,7,17,82,59,16,7,18,9.0,43.0,29.0,42.0,39.0,22.0,52.0,7.0,45.0,3.0
230,2020362,2010JJ00,98,83,78,97,0,1,2,88,10,1,0,99,25,71,17,52,48,7,9,15,68,91,90,65,58,15,6,92,91,66,60,15,6,98,2,0,1,0,1,0,0,6,2.0,3.0,3.0,92,60.0,34.0,6,2.0,3.0,3.0,94,61.0,35.0,97,81,75,43,31,99,83,77,44,32,97,0,1,2,87,11,1,0,98,22,66,16,8,96,94,44,34.0,29.0,21,1,98,96,45,35.0,30.0,21,1,98,97,19.0,29,94,92,57,77,21,90,88,9,66,68,64,43,42,56,,66,59,34,83,61,16,6,15,85,62,17,7,15,9.0,48.0,28.0,41.0,36.0,25.0,54.0,8.0,46.0,3.0
231,2020362,2011JJ00,98,82,82,98,0,1,1,89,9,1,1,98,30,71,17,41,59,11,12,16,62,89,88,63,65,10,0,91,90,64,66,10,0,98,2,0,1,0,0,0,0,9,,,,88,,,9,,,,90,,,98,79,80,60,37,99,80,81,61,37,97,1,0,2,89,10,1,0,99,27,68,16,11,95,94,44,42.0,31.0,19,0,97,96,45,43.0,32.0,19,0,98,97,26.0,29,93,91,57,79,21,93,89,10,69,67,59,44,45,56,,66,60,33,84,61,16,6,14,86,63,16,7,14,12.0,51.0,26.0,42.0,38.0,26.0,55.0,7.0,48.0,4.0
232,2020362,2012JJ00,99,80,85,98,0,1,1,89,9,1,0,99,31,71,20,39,60,9,10,14,68,87,87,62,53,11,2,88,88,63,54,11,2,99,1,0,1,0,0,0,0,7,,,,88,,,11,,,,89,,,98,77,84,71,45,99,78,85,72,45,98,0,0,1,90,8,1,0,99,32,70,19,20,96,89,45,44.0,31.0,19,0,98,92,46,45.0,32.0,20,0,97,97,27.0,31,93,91,58,80,20,93,89,7,69,68,62,45,46,58,0.0,70,63,36,85,64,15,6,13,87,65,15,6,13,13.0,55.0,26.0,39.0,36.0,29.0,55.0,8.0,46.0,5.0
233,2020362,2013JJ00,98,74,86,98,0,0,1,88,11,1,0,99,32,72,19,34,65,10,10,14,66,88,88,64,54,12,0,89,89,65,54,13,0,99,1,0,1,0,0,0,0,0,,,,90,,,9,,,,91,,,98,72,85,82,69,99,73,86,83,70,98,0,0,2,92,7,1,0,99,39,73,19,27,96,91,45,51.0,36.0,19,1,98,93,46,52.0,37.0,20,1,97,97,32.0,31,93,91,56,81,22,94,90,7,71,68,62,44,47,61,0.0,73,67,40,88,67,16,6,10,90,68,16,6,10,15.0,62.0,29.0,44.0,46.0,30.0,59.0,10.0,54.0,0.0
234,2020364,2005JJ00,94,90,33,89,2,2,7,79,17,3,1,97,32,17,57,43,57,15,14,25,47,76,77,46,40,16,11,82,83,49,43,17,12,90,10,1,6,2,1,0,3,17,13.0,5.0,4.0,72,46.0,29.0,19,15.0,5.0,4.0,81,51.0,32.0,90,86,23,21,4,100,96,26,24,4,86,1,2,11,72,23,4,1,95,29,12,55,3,83,78,38,9.0,29.0,19,3,94,87,42,10.0,33.0,22,4,96,96,9.0,69,86,84,44,52,20,63,50,2,41,46,44,16,12,54,63.0,71,66,32,46,27,12,7,42,52,30,14,8,48,4.0,30.0,19.0,22.0,28.0,13.0,22.0,4.0,12.0,7.0
235,2020364,2006JJ00,98,95,48,93,3,1,3,84,13,3,1,99,30,18,60,38,62,18,11,26,46,76,87,51,53,9,7,79,90,53,55,9,8,97,3,1,1,1,0,0,1,9,4.0,4.0,4.0,88,61.0,29.0,9,4.0,4.0,4.0,91,63.0,30.0,97,94,37,20,6,100,97,39,21,7,92,2,0,5,81,13,5,1,98,29,11,58,2,91,84,40,18.0,40.0,26,3,97,89,43,19.0,42.0,27,3,97,96,15.0,69,92,88,41,57,19,69,60,2,38,47,43,19,19,51,62.0,75,71,36,54,31,14,9,40,57,33,15,10,43,1.0,34.0,22.0,28.0,37.0,12.0,27.0,4.0,19.0,5.0
236,2020364,2007JJ00,97,92,50,94,0,1,5,85,12,2,1,99,32,26,57,32,68,14,12,16,57,87,86,53,46,12,7,92,90,55,49,13,7,95,5,0,2,1,1,0,1,13,5.0,6.0,1.0,83,61.0,26.0,13,5.0,7.0,1.0,87,64.0,28.0,95,89,41,28,13,100,94,43,30,14,92,1,0,6,83,14,2,0,99,31,22,57,6,91,82,45,,44.0,25,1,97,87,48,,47.0,27,1,98,95,,62,86,82,49,66,18,77,68,3,47,45,41,23,20,51,,83,78,38,62,39,14,10,32,66,41,15,11,34,5.0,46.0,18.0,31.0,38.0,12.0,32.0,3.0,26.0,1.0
237,2020364,2008JJ00,97,94,60,95,2,0,3,85,13,1,1,99,34,15,61,34,66,20,8,15,57,85,85,47,46,12,8,88,88,48,48,12,9,97,3,0,1,0,1,0,1,13,3.0,8.0,0.0,84,56.0,32.0,13,4.0,8.0,0.0,87,58.0,33.0,95,91,55,26,21,98,94,57,27,22,94,0,0,5,82,16,1,1,99,35,12,61,4,92,86,53,22.0,,27,2,97,91,56,23.0,,29,2,98,97,14.0,46,91,85,50,74,16,74,63,6,50,39,34,16,15,40,,78,76,47,64,40,17,7,30,68,43,18,8,32,4.0,41.0,22.0,34.0,35.0,11.0,27.0,5.0,34.0,2.0
238,2020364,2009JJ00,96,90,71,95,1,2,3,90,9,1,0,99,45,25,64,35,65,15,7,15,64,88,87,53,49,10,9,90,89,55,51,10,9,97,3,0,1,0,0,0,1,17,3.0,6.0,1.0,79,60.0,33.0,18,3.0,6.0,1.0,82,63.0,34.0,95,88,66,34,31,99,91,68,35,32,96,1,0,3,89,9,1,1,98,39,20,61,5,94,92,59,33.0,45.0,30,2,97,95,61,34.0,46.0,31,2,97,96,16.0,48,91,89,48,77,17,70,68,4,49,40,36,19,17,45,,79,76,33,72,49,18,5,25,74,51,18,5,26,7.0,47.0,32.0,40.0,32.0,6.0,32.0,3.0,40.0,3.0
239,2020364,2010JJ00,98,86,79,96,0,2,3,90,10,0,0,100,37,19,63,40,60,10,10,18,62,89,89,58,53,10,6,91,92,59,55,11,6,98,2,0,1,1,0,1,0,5,1.0,1.0,2.0,93,66.0,31.0,5,1.0,1.0,2.0,95,67.0,31.0,98,83,77,46,33,100,85,79,47,34,96,0,1,3,87,12,1,0,99,34,14,60,9,96,94,61,40.0,44.0,28,0,99,97,63,41.0,45.0,29,0,99,98,21.0,47,89,87,49,80,20,79,75,5,53,44,42,22,20,52,,81,75,37,79,49,23,7,18,82,51,24,7,18,5.0,53.0,18.0,34.0,31.0,8.0,33.0,7.0,38.0,2.0
240,2020364,2011JJ00,99,88,89,99,0,0,1,89,10,1,0,100,42,21,68,28,71,23,15,20,43,88,87,48,74,7,0,88,88,49,75,7,0,99,1,0,1,0,0,0,0,13,,,,84,,,13,,,,85,,,99,85,86,61,37,99,86,86,62,37,99,0,0,1,90,8,2,0,98,40,21,65,7,95,98,55,46.0,44.0,20,0,96,99,56,47.0,45.0,20,0,99,99,34.0,39,85,83,43,83,29,79,73,5,50,41,39,25,20,46,,74,71,31,77,48,22,8,20,79,49,23,8,21,4.0,56.0,22.0,39.0,34.0,13.0,37.0,7.0,42.0,6.0
241,2020364,2012JJ00,98,82,88,98,0,0,2,89,10,2,0,99,45,28,67,23,75,12,5,10,74,86,86,54,40,9,2,88,88,55,41,9,2,98,2,0,2,0,0,0,0,6,,,,88,,,10,,,,89,,,98,79,87,78,55,99,80,89,79,56,97,0,0,3,91,7,2,0,99,53,32,67,18,96,87,59,47.0,39.0,22,0,100,90,61,49.0,40.0,23,0,99,98,32.0,48,88,85,51,83,32,88,80,5,58,50,47,26,19,47,0.0,82,79,44,85,54,21,11,12,88,56,21,11,12,12.0,61.0,23.0,38.0,36.0,17.0,40.0,11.0,40.0,5.0
242,2020364,2013JJ00,99,81,88,98,0,1,1,85,13,1,0,100,39,23,59,22,77,11,15,7,67,90,89,54,40,10,0,91,90,54,40,10,0,99,1,0,1,0,0,0,0,0,,,,89,,,11,,,,89,,,99,79,87,85,74,100,80,88,86,75,98,0,0,1,93,7,0,0,100,50,30,60,33,97,90,49,56.0,48.0,19,0,98,91,50,56.0,49.0,19,0,97,97,42.0,37,92,87,52,82,29,87,78,4,60,54,49,29,29,60,0.0,81,78,40,85,58,19,8,14,86,58,20,8,14,11.0,69.0,24.0,33.0,37.0,12.0,43.0,9.0,46.0,0.0
243,2020366,2005JJ00,93,87,38,93,1,2,4,78,18,3,1,94,13,73,6,55,45,9,10,21,59,84,82,57,51,15,9,88,85,59,53,16,9,90,10,3,4,1,1,0,3,25,19.0,7.0,3.0,65,40.0,26.0,28,21.0,8.0,3.0,72,44.0,30.0,89,84,27,12,5,100,94,31,14,5,90,2,1,7,71,24,4,1,93,12,61,5,3,89,81,21,7.0,17.0,15,2,96,87,23,8.0,18.0,17,2,94,93,6.0,34,93,91,56,47,20,78,67,6,51,62,55,31,29,51,27.0,55,46,29,58,39,14,5,35,62,42,15,5,38,4.0,27.0,19.0,29.0,32.0,19.0,37.0,5.0,23.0,5.0
244,2020366,2006JJ00,93,87,44,93,1,1,5,82,14,2,1,95,11,74,7,52,48,9,10,19,62,73,82,58,54,11,9,77,86,61,57,11,9,91,9,2,5,1,1,0,2,13,8.0,5.0,3.0,78,51.0,28.0,14,9.0,5.0,3.0,86,57.0,30.0,90,83,33,14,7,100,92,37,15,8,91,1,1,7,78,18,3,1,94,10,64,6,3,90,83,24,15.0,21.0,18,2,97,89,26,16.0,22.0,19,2,95,94,12.0,33,94,92,56,60,24,85,77,10,58,68,60,37,40,56,26.0,60,52,33,65,46,13,6,28,69,49,14,6,31,5.0,34.0,24.0,35.0,38.0,21.0,46.0,11.0,34.0,3.0
245,2020366,2007JJ00,96,88,53,95,1,1,3,84,13,2,1,97,18,74,10,51,49,9,10,19,62,87,85,59,53,16,8,89,87,61,54,16,8,94,6,1,3,1,1,0,1,8,4.0,4.0,1.0,86,57.0,30.0,9,4.0,5.0,1.0,91,61.0,32.0,94,85,45,21,14,100,90,48,22,15,94,1,1,4,81,16,3,1,96,15,66,9,5,93,86,30,,27.0,19,2,97,90,31,,28.0,19,2,96,95,,32,94,93,61,66,24,88,82,9,61,70,62,39,43,54,,61,52,35,71,52,14,6,25,74,54,14,6,26,8.0,33.0,25.0,36.0,44.0,19.0,47.0,11.0,35.0,5.0
246,2020366,2008JJ00,96,86,62,95,0,1,3,83,15,2,1,96,23,75,11,44,56,9,9,17,66,85,83,57,53,12,10,88,86,59,55,13,11,95,5,1,2,1,1,0,1,12,4.0,7.0,1.0,83,53.0,33.0,13,5.0,7.0,1.0,87,56.0,35.0,94,82,57,26,17,99,87,60,27,18,94,1,1,4,79,17,2,1,96,19,67,10,6,93,85,34,20.0,,15,2,97,88,36,21.0,,16,2,96,95,13.0,25,93,90,60,70,21,89,83,9,59,68,60,40,42,54,,64,57,38,72,52,15,6,24,75,54,15,6,25,7.0,40.0,24.0,38.0,40.0,22.0,49.0,10.0,39.0,4.0
247,2020366,2009JJ00,98,87,71,97,1,1,2,87,11,1,0,98,24,77,12,50,50,8,9,16,67,89,88,65,61,18,7,91,89,67,62,18,7,97,3,0,1,0,0,0,0,12,3.0,6.0,2.0,85,59.0,33.0,13,4.0,6.0,2.0,87,61.0,34.0,97,84,67,33,27,100,86,69,34,27,96,1,0,3,85,13,2,0,98,21,71,10,6,95,92,44,32.0,33.0,21,1,98,95,45,33.0,34.0,22,1,97,96,15.0,29,93,91,56,76,20,88,87,8,62,66,61,43,41,57,,65,56,37,80,58,15,7,16,83,60,16,7,17,9.0,42.0,29.0,42.0,40.0,23.0,54.0,7.0,46.0,3.0
248,2020366,2010JJ00,98,83,78,97,0,1,2,88,11,1,0,98,24,76,12,53,47,7,9,15,69,91,90,66,59,15,6,92,91,67,60,15,6,98,2,0,1,0,1,0,0,6,2.0,3.0,3.0,92,60.0,35.0,6,2.0,3.0,3.0,94,61.0,36.0,97,81,75,42,31,99,83,77,43,32,97,0,1,2,87,11,1,0,98,21,71,11,8,96,94,43,34.0,28.0,20,1,98,96,44,34.0,29.0,21,1,98,97,18.0,28,95,92,57,77,21,91,89,10,67,70,66,45,44,57,,65,57,34,84,62,16,6,14,85,63,16,7,15,10.0,48.0,28.0,42.0,37.0,26.0,56.0,8.0,47.0,3.0
249,2020366,2011JJ00,98,81,82,98,0,1,1,89,9,1,1,98,29,76,13,42,58,10,12,16,63,90,89,64,64,11,0,91,90,65,65,11,0,98,2,0,1,0,0,0,0,9,,,,89,,,9,,,,90,,,98,79,79,59,37,99,80,81,60,37,97,1,1,2,89,10,1,0,99,26,72,11,11,95,94,43,42.0,30.0,19,0,97,96,44,43.0,31.0,19,0,97,97,26.0,28,93,91,59,78,21,94,91,10,70,69,61,46,48,57,,65,59,34,84,63,16,6,14,86,64,16,6,14,13.0,51.0,26.0,42.0,39.0,27.0,57.0,7.0,48.0,4.0
250,2020366,2012JJ00,99,80,85,98,0,1,1,89,9,1,0,99,30,75,15,40,59,9,10,14,68,88,87,63,54,12,2,88,88,63,55,12,2,99,1,0,1,0,0,0,0,7,,,,88,,,11,,,,89,,,98,77,83,70,44,99,78,84,71,44,98,0,0,1,90,9,1,0,99,30,74,14,21,96,90,43,43.0,30.0,19,0,98,92,44,44.0,31.0,19,0,97,96,27.0,29,93,91,58,79,19,94,90,7,70,69,63,47,49,59,0.0,69,62,35,85,65,15,6,13,87,66,15,6,13,13.0,55.0,26.0,39.0,36.0,30.0,56.0,8.0,47.0,5.0
251,2020366,2013JJ00,98,73,85,98,1,0,1,88,11,1,0,99,31,78,14,36,63,10,10,14,66,88,88,65,55,13,0,89,89,66,56,13,0,99,1,0,1,0,0,0,0,0,,,,90,,,9,,,,91,,,98,71,84,82,69,99,72,86,83,70,98,0,0,2,92,8,1,0,99,37,78,15,27,96,91,44,50.0,35.0,19,2,98,93,45,51.0,35.0,20,2,97,97,31.0,30,94,91,56,81,21,95,92,7,73,70,64,45,49,61,0.0,72,65,40,89,68,15,6,9,91,69,15,6,9,15.0,62.0,29.0,45.0,47.0,32.0,61.0,11.0,55.0,0.0
252,2020368,2005JJ00,74,71,21,63,2,6,29,64,27,6,4,97,14,8,18,34,66,9,9,22,60,49,47,24,20,6,17,69,67,33,28,9,24,66,34,2,21,5,5,1,7,23,18.0,4.0,1.0,43,27.0,18.0,34,27.0,6.0,1.0,66,41.0,27.0,65,63,12,6,3,99,95,18,9,4,57,2,2,39,58,32,8,2,95,13,7,18,5,55,46,12,4.0,10.0,8,4,90,75,20,6.0,16.0,13,6,91,90,5.0,35,87,83,42,43,21,60,49,3,36,47,42,18,17,50,27.0,52,46,23,27,18,7,3,34,45,29,11,4,55,4.0,28.0,19.0,29.0,31.0,18.0,29.0,2.0,17.0,6.0
