ID,Landen,Perioden,Totaal_1,PlantaardigeProducten_2,Totaal_3,Dieren_4,DierlijkeProducten_5,Landbouwdiensten_6,NietTotDeLandbouwBehorendeNevena_7,IntermediairVerbruik_8,BrutoToegevoegdeWaardeBasisprijzen_9,BrutoToegevoegdeWaardeBasisprijzen_10,VerbruikVanVasteActiva_11,NietProductgebondenBelastingen_12,NietProductgebondenSubsidies_13,Landbouwinkomen_14,Arbeidsvolume_15,Inkomensindex2021100_16,MutatieTOVVoorafgaandJaar_17
26,L009541,2021JJ00,455570.0,250554.0,165328.0,94323.0,71005.0,22381.0,17307.0,264913.0,190657.0,190657.0,64205.0,4440.0,51838.0,173850.0,8017.0,100.0,2.9
27,L009541,2022JJ00,545366.0,290119.0,209248.0,112846.0,96402.0,24297.0,21703.0,322503.0,222863.0,222863.0,69830.0,4461.0,54469.0,203040.0,7742.0,114.4,14.4
28,L009541,2023JJ00,537022.0,273599.0,214243.0,119802.0,94441.0,25257.0,23923.0,313114.0,223908.0,223908.0,74490.0,4760.0,52101.0,196759.0,7605.0,106.3,-7.7
29,L009541,2024JJ00,532392.0,266386.0,216106.0,119454.0,96652.0,26115.0,23785.0,298321.0,234071.0,234071.0,75708.0,4841.0,52942.0,206465.0,7559.0,108.6,1.9
30,L008552,1995JJ00,7313.0,3247.0,3947.0,2878.0,1068.0,64.0,56.0,4662.0,2651.0,2651.0,618.0,8.0,85.0,2110.0,84.0,88.4,
31,L008552,1996JJ00,7275.0,3005.0,4152.0,3060.0,1092.0,67.0,51.0,4550.0,2725.0,2725.0,571.0,16.0,72.0,2210.0,80.0,98.7,11.7
32,L008552,1997JJ00,7260.0,2994.0,4145.0,3135.0,1009.0,72.0,49.0,4453.0,2807.0,2807.0,608.0,16.0,64.0,2248.0,80.0,103.1,4.5
33,L008552,1998JJ00,6973.0,3125.0,3736.0,2686.0,1050.0,67.0,45.0,4282.0,2691.0,2691.0,608.0,15.0,43.0,2111.0,77.0,98.4,-4.6
34,L008552,1999JJ00,6621.0,3082.0,3430.0,2453.0,976.0,65.0,43.0,4098.0,2522.0,2522.0,606.0,17.0,52.0,1951.0,76.0,91.7,-6.8
35,L008552,2000JJ00,7153.0,3057.0,3982.0,2921.0,1061.0,73.0,40.0,4361.0,2792.0,2792.0,600.0,17.0,37.0,2212.0,75.0,103.2,12.5
36,L008552,2001JJ00,7345.0,3150.0,4084.0,2980.0,1104.0,72.0,39.0,4689.0,2656.0,2656.0,606.0,17.0,45.0,2077.0,75.0,94.6,-8.3
37,L008552,2002JJ00,6664.0,2774.0,3779.0,2782.0,996.0,74.0,36.0,4249.0,2415.0,2415.0,600.0,17.0,64.0,1862.0,75.0,83.8,-11.4
38,L008552,2003JJ00,6803.0,3171.0,3525.0,2597.0,928.0,75.0,32.0,4315.0,2488.0,2488.0,629.0,17.0,164.0,2006.0,73.0,90.9,8.5
39,L008552,2004JJ00,7045.0,3116.0,3815.0,2865.0,950.0,81.0,34.0,4402.0,2644.0,2644.0,639.0,52.0,170.0,2123.0,72.0,95.7,5.3
40,L008552,2005JJ00,6659.0,2902.0,3638.0,2723.0,914.0,83.0,36.0,4402.0,2257.0,2257.0,652.0,33.0,360.0,1933.0,70.0,87.6,-8.4
41,L008552,2006JJ00,7080.0,3164.0,3788.0,2834.0,954.0,98.0,30.0,4492.0,2588.0,2588.0,673.0,33.0,489.0,2371.0,68.0,108.3,23.6
42,L008552,2007JJ00,7454.0,3316.0,4003.0,2898.0,1105.0,102.0,33.0,4805.0,2649.0,2649.0,710.0,18.0,617.0,2538.0,66.0,117.1,8.1
43,L008552,2008JJ00,7530.0,3224.0,4181.0,3136.0,1045.0,92.0,33.0,5367.0,2162.0,2162.0,754.0,2.0,649.0,2055.0,65.0,94.7,-19.2
44,L008552,2009JJ00,6951.0,3085.0,3714.0,2902.0,812.0,119.0,33.0,4899.0,2052.0,2052.0,778.0,4.0,668.0,1938.0,63.0,91.4,-3.4
45,L008552,2010JJ00,7870.0,3619.0,4064.0,3015.0,1049.0,154.0,34.0,5267.0,2604.0,2604.0,754.0,4.0,691.0,2536.0,62.0,119.5,31.1
46,L008552,2011JJ00,8081.0,3456.0,4429.0,3189.0,1240.0,162.0,34.0,5859.0,2221.0,2221.0,741.0,4.0,693.0,2169.0,58.0,107.3,-10.2
47,L008552,2012JJ00,8928.0,3951.0,4769.0,3419.0,1350.0,174.0,34.0,6103.0,2825.0,2825.0,772.0,7.0,638.0,2685.0,58.0,128.3,19.6
48,L008552,2013JJ00,8711.0,3769.0,4746.0,3273.0,1473.0,161.0,34.0,6302.0,2408.0,2408.0,794.0,7.0,598.0,2206.0,58.0,104.7,-18.4
49,L008552,2014JJ00,8226.0,3457.0,4587.0,3087.0,1500.0,148.0,34.0,5982.0,2245.0,2245.0,800.0,7.0,643.0,2081.0,57.0,99.8,-4.7
50,L008552,2015JJ00,8315.0,3632.0,4510.0,3213.0,1298.0,137.0,35.0,5829.0,2485.0,2485.0,800.0,7.0,645.0,2323.0,57.0,109.6,9.9
51,L008552,2016JJ00,8064.0,3596.0,4304.0,3175.0,1129.0,130.0,35.0,5826.0,2238.0,2238.0,797.0,9.0,611.0,2044.0,55.0,97.7,-10.9
52,L008552,2017JJ00,8472.0,3576.0,4733.0,3263.0,1469.0,128.0,35.0,6000.0,2472.0,2472.0,785.0,3.0,555.0,2239.0,54.0,107.0,9.5
53,L008552,2018JJ00,8305.0,3640.0,4489.0,3108.0,1381.0,140.0,36.0,6079.0,2226.0,2226.0,771.0,4.0,607.0,2058.0,54.0,97.2,-9.2
54,L008552,2019JJ00,8864.0,3926.0,4747.0,3269.0,1479.0,155.0,36.0,6237.0,2627.0,2627.0,737.0,3.0,613.0,2500.0,53.0,117.3,20.7
55,L008552,2020JJ00,8994.0,4047.0,4711.0,3190.0,1522.0,199.0,36.0,6586.0,2409.0,2409.0,823.0,3.0,630.0,2214.0,52.0,104.5,-11.0
56,L008552,2021JJ00,10062.0,4935.0,4842.0,3088.0,1754.0,248.0,37.0,7621.0,2440.0,2440.0,879.0,4.0,623.0,2181.0,52.0,100.0,-4.3
57,L008552,2022JJ00,11694.0,4935.0,6443.0,3763.0,2680.0,279.0,37.0,8857.0,2838.0,2838.0,912.0,2.0,644.0,2567.0,52.0,111.8,11.8
58,L008552,2023JJ00,11770.0,5163.0,6296.0,3947.0,2348.0,274.0,38.0,8117.0,3653.0,3653.0,958.0,2.0,692.0,3385.0,51.0,141.7,26.8
59,L008552,2024JJ00,11689.0,4967.0,6405.0,3928.0,2477.0,280.0,38.0,7957.0,3732.0,3732.0,977.0,2.0,657.0,3410.0,51.0,139.9,-1.3
60,L008567,1995JJ00,2817715.0,1128994.0,1273193.0,846241.0,426951.0,126280.0,289249.0,1390550.0,1427164.0,1427164.0,68259.0,,,1358905.0,,,
61,L008567,1996JJ00,2231310.0,975258.0,874825.0,572554.0,302271.0,155056.0,226171.0,1225643.0,1005666.0,1005666.0,67416.0,,,938251.0,,,
62,L008567,1997JJ00,3939120.0,1819409.0,1516753.0,1091764.0,424989.0,231623.0,371335.0,1899394.0,2039726.0,2039726.0,220447.0,,8831.0,1828110.0,,,
63,L008567,1998JJ00,3554584.0,1314945.0,1658218.0,1116491.0,541727.0,192732.0,388689.0,1752754.0,1801830.0,1801830.0,149271.0,,7032.0,1659591.0,,,
64,L008567,1999JJ00,3371.0,1429.0,1338.0,879.0,459.0,195.0,409.0,1692.0,1679.0,1679.0,143.0,,13.0,1549.0,,,
65,L008567,2000JJ00,3397.0,1308.0,1451.0,928.0,523.0,181.0,457.0,1759.0,1638.0,1638.0,114.0,,5.0,1529.0,771.0,26.0,
66,L008567,2001JJ00,3748.0,1515.0,1531.0,988.0,543.0,194.0,508.0,1945.0,1803.0,1803.0,87.0,,33.0,1749.0,740.0,29.2,12.4
67,L008567,2002JJ00,3648.0,1668.0,1187.0,762.0,425.0,196.0,598.0,2043.0,1605.0,1605.0,82.0,,48.0,1572.0,792.0,23.6,-19.1
68,L008567,2003JJ00,3266.0,1629.0,1019.0,628.0,391.0,168.0,450.0,1733.0,1532.0,1532.0,94.0,3.0,69.0,1505.0,792.0,22.1,-6.3
69,L008567,2004JJ00,3464.0,1763.0,1088.0,644.0,444.0,199.0,414.0,1875.0,1589.0,1589.0,112.0,2.0,67.0,1543.0,712.0,23.9,8.1
70,L008567,2005JJ00,3356.0,1627.0,1129.0,659.0,471.0,254.0,345.0,1812.0,1544.0,1544.0,131.0,3.0,87.0,1498.0,626.0,24.8,3.7
71,L008567,2006JJ00,3471.0,1758.0,1109.0,642.0,467.0,244.0,360.0,1993.0,1479.0,1479.0,139.0,1.0,57.0,1396.0,564.0,24.1,-3.0
72,L008567,2007JJ00,3315.0,1566.0,1247.0,637.0,610.0,225.0,277.0,2088.0,1227.0,1227.0,115.0,0.0,250.0,1363.0,494.0,24.1,0.2
73,L008567,2008JJ00,4494.0,2489.0,1375.0,674.0,702.0,283.0,346.0,2608.0,1886.0,1886.0,124.0,5.0,484.0,2240.0,465.0,39.0,61.7
74,L008567,2009JJ00,3811.0,2017.0,1162.0,642.0,520.0,258.0,374.0,2515.0,1296.0,1296.0,178.0,2.0,415.0,1531.0,436.0,27.4,-29.8
75,L008567,2010JJ00,3822.0,2153.0,1081.0,560.0,521.0,251.0,336.0,2466.0,1356.0,1356.0,211.0,2.0,466.0,1608.0,407.0,30.6,11.7
76,L008567,2011JJ00,4378.0,2565.0,1236.0,627.0,609.0,260.0,317.0,2746.0,1633.0,1633.0,268.0,2.0,458.0,1821.0,376.0,35.3,15.5
77,L008567,2012JJ00,4424.0,2673.0,1218.0,641.0,578.0,269.0,263.0,2761.0,1662.0,1662.0,307.0,1.0,617.0,1971.0,347.0,40.9,15.8
78,L008567,2013JJ00,4394.0,2682.0,1162.0,582.0,580.0,271.0,279.0,2699.0,1694.0,1694.0,343.0,5.0,852.0,2199.0,321.0,49.3,20.6
79,L008567,2014JJ00,4302.0,2754.0,1122.0,567.0,556.0,262.0,164.0,2570.0,1732.0,1732.0,364.0,5.0,821.0,2183.0,296.0,52.3,6.1
80,L008567,2015JJ00,4033.0,2626.0,1041.0,578.0,463.0,248.0,118.0,2412.0,1621.0,1621.0,401.0,1.0,677.0,1897.0,274.0,47.7,-8.8
81,L008567,2016JJ00,3903.0,2629.0,936.0,457.0,480.0,225.0,112.0,2227.0,1676.0,1676.0,440.0,1.0,1043.0,2278.0,254.0,59.9,25.6
82,L008567,2017JJ00,4083.0,2775.0,952.0,455.0,498.0,238.0,117.0,2290.0,1792.0,1792.0,445.0,8.0,1036.0,2376.0,236.0,64.2,7.1
83,L008567,2018JJ00,4184.0,2882.0,947.0,457.0,490.0,257.0,99.0,2451.0,1733.0,1733.0,462.0,4.0,1068.0,2335.0,218.0,65.5,2.1
84,L008567,2019JJ00,4211.0,2881.0,977.0,493.0,484.0,252.0,102.0,2443.0,1768.0,1768.0,465.0,7.0,1135.0,2431.0,200.0,70.6,7.8
85,L008567,2020JJ00,4022.0,2678.0,1003.0,505.0,498.0,236.0,104.0,2274.0,1748.0,1748.0,472.0,8.0,1173.0,2441.0,182.0,74.8,5.8
86,L008567,2021JJ00,5533.0,4147.0,1003.0,494.0,510.0,279.0,103.0,2870.0,2663.0,2663.0,503.0,8.0,997.0,3150.0,164.0,100.0,33.9
87,L008567,2022JJ00,6597.0,4959.0,1193.0,589.0,605.0,304.0,140.0,3573.0,3023.0,3023.0,575.0,38.0,1262.0,3673.0,153.0,108.0,8.0
88,L008567,2023JJ00,5396.0,3643.0,1296.0,697.0,600.0,305.0,153.0,3240.0,2156.0,2156.0,630.0,21.0,1177.0,2683.0,142.0,78.8,-27.0
89,L008567,2024JJ00,4969.0,3305.0,1234.0,680.0,553.0,269.0,162.0,2907.0,2063.0,2063.0,619.0,17.0,1219.0,2646.0,130.0,79.4,0.8
90,L008587,1995JJ00,,,,,,,,,,,,,,,,,
91,L008587,1996JJ00,,,,,,,,,,,,,,,,,
92,L008587,1997JJ00,,,,,,,,,,,,,,,,,
93,L008587,1998JJ00,577.0,311.0,238.0,158.0,80.0,0.0,27.0,261.0,315.0,315.0,16.0,9.0,12.0,303.0,,,
94,L008587,1999JJ00,580.0,308.0,240.0,154.0,86.0,0.0,36.0,256.0,324.0,324.0,15.0,9.0,3.0,312.0,24.0,86.1,
95,L008587,2000JJ00,580.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,325.0,325.0,16.0,0.0,3.0,312.0,31.0,65.6,-23.7
96,L008587,2001JJ00,648.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,365.0,365.0,16.0,0.0,2.0,352.0,30.0,73.0,11.1
97,L008587,2002JJ00,650.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,370.0,370.0,17.0,0.0,2.0,354.0,30.0,74.5,2.2
98,L008587,2003JJ00,624.0,288.0,292.0,181.0,111.0,0.0,43.0,261.0,362.0,362.0,16.0,2.0,4.0,348.0,31.0,68.4,-8.2
99,L008587,2004JJ00,645.0,313.0,306.0,192.0,114.0,0.0,26.0,314.0,331.0,331.0,12.0,11.0,42.0,351.0,30.0,67.3,-1.7
100,L008587,2005JJ00,654.0,326.0,301.0,199.0,102.0,0.0,27.0,322.0,332.0,332.0,13.0,11.0,46.0,354.0,29.0,69.9,3.9
101,L008587,2006JJ00,634.0,321.0,284.0,182.0,102.0,0.0,29.0,329.0,306.0,306.0,14.0,16.0,38.0,314.0,27.0,63.1,-9.7
102,L008587,2007JJ00,637.0,327.0,279.0,178.0,102.0,0.0,30.0,340.0,297.0,297.0,14.0,14.0,38.0,307.0,26.0,63.3,0.3
103,L008587,2008JJ00,634.0,305.0,298.0,188.0,110.0,0.0,32.0,346.0,288.0,288.0,12.0,11.0,40.0,305.0,22.0,69.6,9.9
104,L008587,2009JJ00,665.0,312.0,322.0,190.0,132.0,0.0,31.0,360.0,305.0,305.0,12.0,14.0,40.0,320.0,23.0,72.3,4.0
105,L008587,2010JJ00,686.0,324.0,330.0,194.0,135.0,0.0,32.0,371.0,315.0,315.0,12.0,16.0,40.0,327.0,20.0,80.7,11.6
106,L008587,2011JJ00,706.0,342.0,331.0,192.0,138.0,0.0,33.0,381.0,325.0,325.0,12.0,16.0,41.0,338.0,20.0,82.6,2.3
107,L008587,2012JJ00,720.0,348.0,340.0,200.0,140.0,0.0,32.0,387.0,333.0,333.0,12.0,17.0,45.0,348.0,20.0,84.8,2.7
108,L008587,2013JJ00,697.0,311.0,355.0,212.0,143.0,0.0,31.0,377.0,321.0,321.0,17.0,9.0,51.0,346.0,18.0,91.7,8.1
109,L008587,2014JJ00,663.0,263.0,367.0,217.0,150.0,0.0,32.0,395.0,268.0,268.0,16.0,9.0,66.0,308.0,17.0,88.0,-4.0
110,L008587,2015JJ00,680.0,289.0,355.0,201.0,154.0,0.0,36.0,406.0,274.0,274.0,16.0,9.0,33.0,281.0,17.0,82.0,-6.8
111,L008587,2016JJ00,679.0,247.0,400.0,219.0,181.0,0.0,31.0,360.0,319.0,319.0,15.0,9.0,56.0,350.0,18.0,96.3,17.5
112,L008587,2017JJ00,723.0,285.0,411.0,215.0,196.0,0.0,27.0,402.0,321.0,321.0,15.0,10.0,51.0,349.0,18.0,98.5,2.3
113,L008587,2018JJ00,714.0,274.0,419.0,215.0,204.0,0.0,21.0,406.0,308.0,308.0,15.0,10.0,45.0,329.0,16.0,99.2,0.7
114,L008587,2019JJ00,743.0,286.0,435.0,216.0,219.0,0.0,21.0,394.0,348.0,348.0,15.0,10.0,76.0,399.0,21.0,91.0,-8.2
115,L008587,2020JJ00,753.0,280.0,456.0,213.0,243.0,0.0,18.0,397.0,356.0,356.0,14.0,10.0,66.0,399.0,19.0,102.6,12.7
116,L008587,2021JJ00,790.0,291.0,480.0,214.0,267.0,0.0,18.0,432.0,358.0,358.0,16.0,10.0,70.0,402.0,19.0,100.0,-2.4
117,L008587,2022JJ00,822.0,325.0,477.0,209.0,268.0,0.0,20.0,482.0,340.0,340.0,17.0,10.0,75.0,389.0,19.0,93.3,-6.7
118,L008587,2023JJ00,887.0,322.0,539.0,227.0,313.0,0.0,25.0,515.0,372.0,372.0,17.0,11.0,80.0,424.0,20.0,92.2,-1.2
119,L008587,2024JJ00,912.0,326.0,561.0,246.0,315.0,0.0,25.0,489.0,423.0,423.0,17.0,11.0,75.0,471.0,20.0,97.5,5.8
120,L008588,1995JJ00,8558.0,3478.0,4783.0,2898.0,1885.0,265.0,32.0,4915.0,3643.0,3643.0,956.0,109.0,149.0,2726.0,90.0,91.2,
121,L008588,1996JJ00,8696.0,3417.0,4967.0,3064.0,1904.0,273.0,39.0,5020.0,3675.0,3675.0,983.0,94.0,136.0,2734.0,88.0,91.2,0.0
122,L008588,1997JJ00,8717.0,3357.0,5022.0,3148.0,1874.0,289.0,48.0,5228.0,3489.0,3489.0,988.0,101.0,124.0,2524.0,86.0,86.2,-5.5
123,L008588,1998JJ00,7932.0,3240.0,4354.0,2556.0,1799.0,297.0,41.0,5222.0,2710.0,2710.0,993.0,103.0,124.0,1738.0,82.0,61.7,-28.5
124,L008588,1999JJ00,7759.0,3162.0,4229.0,2401.0,1828.0,309.0,60.0,5157.0,2602.0,2602.0,1013.0,93.0,139.0,1635.0,78.0,59.5,-3.4
125,L008588,2000JJ00,8383.0,3201.0,4828.0,2931.0,1897.0,307.0,47.0,5274.0,3110.0,3110.0,1024.0,109.0,125.0,2102.0,76.0,76.9,29.1
126,L008588,2001JJ00,9080.0,3262.0,5407.0,3446.0,1961.0,348.0,63.0,5400.0,3680.0,3680.0,1063.0,145.0,138.0,2610.0,76.0,92.8,20.7
127,L008588,2002JJ00,8327.0,3075.0,4842.0,2931.0,1911.0,356.0,54.0,5431.0,2896.0,2896.0,1076.0,153.0,140.0,1807.0,72.0,65.7,-29.2
128,L008588,2003JJ00,8225.0,3192.0,4577.0,2613.0,1964.0,381.0,75.0,5354.0,2872.0,2872.0,1109.0,160.0,141.0,1743.0,70.0,64.4,-2.0
129,L008588,2004JJ00,8552.0,3166.0,4909.0,2974.0,1935.0,391.0,86.0,5449.0,3102.0,3102.0,1166.0,154.0,133.0,1916.0,67.0,72.6,12.8
130,L008588,2005JJ00,7902.0,2474.0,4901.0,2918.0,1983.0,413.0,115.0,5613.0,2289.0,2289.0,1223.0,131.0,938.0,1873.0,63.0,73.5,1.2
131,L008588,2006JJ00,8255.0,2709.0,5023.0,3141.0,1882.0,423.0,100.0,5753.0,2503.0,2503.0,1291.0,131.0,1005.0,2086.0,61.0,82.9,12.8
132,L008588,2007JJ00,9126.0,3585.0,4990.0,2924.0,2066.0,464.0,87.0,6517.0,2609.0,2609.0,1377.0,136.0,987.0,2083.0,59.0,83.6,0.8
133,L008588,2008JJ00,9140.0,3182.0,5341.0,3130.0,2212.0,500.0,116.0,7352.0,1788.0,1788.0,1454.0,145.0,1038.0,1228.0,58.0,47.9,-42.7
134,L008588,2009JJ00,8501.0,2800.0,5082.0,3008.0,2074.0,494.0,125.0,6721.0,1780.0,1780.0,1439.0,152.0,1008.0,1198.0,55.0,49.0,2.2
135,L008588,2010JJ00,9741.0,3474.0,5626.0,3154.0,2472.0,492.0,149.0,7076.0,2665.0,2665.0,1341.0,162.0,982.0,2144.0,54.0,86.4,76.3
136,L008588,2011JJ00,10738.0,3694.0,6392.0,3556.0,2836.0,510.0,142.0,7943.0,2795.0,2795.0,1359.0,106.0,998.0,2328.0,52.0,97.1,12.4
137,L008588,2012JJ00,11812.0,4074.0,7060.0,3888.0,3172.0,555.0,122.0,8057.0,3755.0,3755.0,1370.0,108.0,1007.0,3283.0,52.0,132.6,36.6
138,L008588,2013JJ00,10963.0,3473.0,6781.0,3940.0,2840.0,549.0,161.0,8163.0,2800.0,2800.0,1365.0,125.0,999.0,2309.0,53.0,92.1,-30.5
139,L008588,2014JJ00,11024.0,3461.0,6787.0,3714.0,3073.0,555.0,221.0,8049.0,2975.0,2975.0,1357.0,130.0,964.0,2451.0,54.0,94.3,2.4
140,L008588,2015JJ00,10280.0,3691.0,5754.0,3393.0,2361.0,587.0,248.0,8110.0,2170.0,2170.0,1394.0,134.0,940.0,1583.0,55.0,60.0,-36.4
141,L008588,2016JJ00,10043.0,3206.0,6063.0,3656.0,2407.0,572.0,201.0,7940.0,2103.0,2103.0,1333.0,138.0,911.0,1543.0,55.0,57.9,-3.5
142,L008588,2017JJ00,11200.0,3636.0,6778.0,3966.0,2812.0,595.0,192.0,8087.0,3113.0,3113.0,1357.0,138.0,843.0,2461.0,55.0,91.6,58.0
143,L008588,2018JJ00,10509.0,3510.0,6253.0,3480.0,2774.0,589.0,156.0,8008.0,2501.0,2501.0,1307.0,141.0,963.0,2017.0,54.0,76.0,-17.0
144,L008588,2019JJ00,11134.0,3758.0,6597.0,4129.0,2468.0,607.0,172.0,8127.0,3007.0,3007.0,1247.0,142.0,837.0,2456.0,53.0,93.1,22.5
145,L008588,2020JJ00,11720.0,4001.0,6948.0,4437.0,2511.0,600.0,171.0,8098.0,3622.0,3622.0,1173.0,142.0,888.0,3195.0,51.0,122.2,30.9
146,L008588,2021JJ00,11752.0,4542.0,6476.0,3998.0,2478.0,609.0,125.0,8737.0,3015.0,3015.0,1188.0,144.0,871.0,2553.0,48.0,100.0,-18.1
147,L008588,2022JJ00,14040.0,5552.0,7684.0,4254.0,3430.0,669.0,135.0,10615.0,3425.0,3425.0,1226.0,143.0,876.0,2931.0,47.0,107.6,7.6
148,L008588,2023JJ00,12685.0,4161.0,7722.0,4693.0,3030.0,654.0,149.0,9651.0,3034.0,3034.0,1145.0,143.0,855.0,2602.0,41.0,114.1,6.1
149,L008588,2024JJ00,11958.0,3727.0,7420.0,4401.0,3019.0,659.0,151.0,8985.0,2972.0,2972.0,1121.0,143.0,846.0,2554.0,40.0,113.8,-0.2
150,L008592,1995JJ00,45531.0,23201.0,21005.0,11114.0,9890.0,1155.0,170.0,29763.0,15768.0,15768.0,6640.0,395.0,2581.0,11314.0,792.0,47.5,
151,L008592,1996JJ00,45018.0,23038.0,20660.0,11026.0,9634.0,1160.0,160.0,28458.0,16559.0,16559.0,6641.0,322.0,2516.0,12112.0,762.0,53.6,12.7
152,L008592,1997JJ00,43168.0,22297.0,19620.0,10738.0,8881.0,1139.0,113.0,27235.0,15933.0,15933.0,6573.0,309.0,2182.0,11232.0,740.0,52.5,-2.0
153,L008592,1998JJ00,40993.0,21647.0,18075.0,9016.0,9059.0,1174.0,97.0,25833.0,15160.0,15160.0,6672.0,341.0,1640.0,9787.0,727.0,46.4,-11.7
154,L008592,1999JJ00,40618.0,21284.0,18017.0,9196.0,8821.0,1209.0,108.0,25456.0,15162.0,15162.0,6833.0,606.0,1803.0,9526.0,715.0,45.5,-1.8
155,L008592,2000JJ00,42954.0,21653.0,19866.0,10345.0,9521.0,1315.0,120.0,25626.0,17328.0,17328.0,6949.0,597.0,1681.0,11463.0,685.0,57.6,26.5
156,L008592,2001JJ00,44973.0,22146.0,21287.0,10978.0,10308.0,1404.0,137.0,25224.0,19749.0,19749.0,7071.0,569.0,1482.0,13591.0,659.0,69.9,21.5
157,L008592,2002JJ00,41882.0,21132.0,19179.0,9834.0,9345.0,1456.0,116.0,25750.0,16132.0,16132.0,7158.0,781.0,1459.0,9652.0,632.0,51.0,-27.1
158,L008592,2003JJ00,40694.0,20195.0,18929.0,9774.0,9156.0,1463.0,106.0,25913.0,14781.0,14781.0,7206.0,534.0,1571.0,8612.0,610.0,46.5,-8.7
