ID,Leeftijd,Perioden,Kinderen_1,k_1eKinderen_2,k_2eKinderen_3,k_3eKinderen_4,k_4OfVolgendeKinderen_5
1104,37      ,2002JJ00,0.05813,0.01509,0.02394,0.01264,0.00647
1105,37      ,2003JJ00,0.05976,0.01484,0.02439,0.01288,0.00765
1106,37      ,2004JJ00,0.06049,0.01535,0.02453,0.0129,0.00771
1107,37      ,2005JJ00,0.061,0.0157,0.02469,0.01292,0.00769
1108,37      ,2006JJ00,0.06143,0.01591,0.02479,0.01293,0.00779
1109,37      ,2007JJ00,0.06178,0.01612,0.02487,0.01295,0.00784
1110,37      ,2008JJ00,0.06214,0.01634,0.02493,0.01295,0.00791
1111,37      ,2009JJ00,0.06239,0.01659,0.02498,0.01295,0.00788
1112,37      ,2010JJ00,0.06267,0.01682,0.025,0.01293,0.00792
1113,37      ,2011JJ00,0.06276,0.01681,0.02503,0.01293,0.00799
1114,37      ,2012JJ00,0.06301,0.01694,0.02503,0.01293,0.00811
1115,37      ,2013JJ00,0.06316,0.01705,0.02508,0.01294,0.00809
1116,37      ,2014JJ00,0.06327,0.01711,0.02511,0.01294,0.00811
1117,37      ,2015JJ00,0.06343,0.01722,0.02513,0.01294,0.00814
1118,37      ,2016JJ00,0.06352,0.01727,0.02515,0.01294,0.00816
1119,37      ,2017JJ00,0.06352,0.01725,0.02515,0.01294,0.00818
1120,37      ,2018JJ00,0.06363,0.0173,0.02518,0.01295,0.0082
1121,37      ,2019JJ00,0.06368,0.01735,0.02516,0.01295,0.00822
1122,37      ,2020JJ00,0.06372,0.01739,0.02515,0.01295,0.00823
1123,37      ,2021JJ00,0.06375,0.01742,0.02513,0.01295,0.00825
1124,37      ,2022JJ00,0.06378,0.01746,0.02511,0.01295,0.00826
1125,37      ,2023JJ00,0.06381,0.01748,0.0251,0.01295,0.00828
1126,37      ,2024JJ00,0.06383,0.01751,0.02508,0.01295,0.00829
1127,37      ,2025JJ00,0.06383,0.01753,0.02505,0.01295,0.0083
1128,37      ,2026JJ00,0.06384,0.01755,0.02503,0.01295,0.00831
1129,37      ,2027JJ00,0.06385,0.01757,0.02501,0.01295,0.00832
1130,37      ,2028JJ00,0.06384,0.01758,0.02498,0.01295,0.00833
1131,37      ,2029JJ00,0.06385,0.0176,0.02496,0.01295,0.00834
1132,37      ,2030JJ00,0.06385,0.01761,0.02493,0.01296,0.00835
1133,37      ,2031JJ00,0.06386,0.01763,0.02491,0.01296,0.00836
1134,37      ,2032JJ00,0.06384,0.01764,0.02488,0.01296,0.00836
1135,37      ,2033JJ00,0.06383,0.01765,0.02485,0.01296,0.00837
1136,37      ,2034JJ00,0.06383,0.01766,0.02483,0.01296,0.00838
1137,37      ,2035JJ00,0.06381,0.01767,0.0248,0.01296,0.00838
1138,37      ,2036JJ00,0.0638,0.01768,0.02477,0.01296,0.00839
1139,37      ,2037JJ00,0.0638,0.01769,0.02475,0.01296,0.0084
1140,37      ,2038JJ00,0.06377,0.01769,0.02472,0.01296,0.0084
1141,37      ,2039JJ00,0.06376,0.0177,0.02469,0.01296,0.00841
1142,37      ,2040JJ00,0.06374,0.01771,0.02466,0.01296,0.00841
1143,37      ,2041JJ00,0.06372,0.01772,0.02463,0.01296,0.00841
1144,37      ,2042JJ00,0.0637,0.01772,0.0246,0.01296,0.00842
1145,37      ,2043JJ00,0.06369,0.01773,0.02458,0.01296,0.00842
1146,37      ,2044JJ00,0.06368,0.01774,0.02455,0.01296,0.00843
1147,37      ,2045JJ00,0.06365,0.01774,0.02452,0.01296,0.00843
1148,37      ,2046JJ00,0.06363,0.01775,0.02449,0.01296,0.00843
1149,37      ,2047JJ00,0.06361,0.01776,0.02446,0.01296,0.00843
1150,37      ,2048JJ00,0.06359,0.01776,0.02443,0.01296,0.00844
1151,37      ,2049JJ00,0.06357,0.01777,0.0244,0.01296,0.00844
1152,38      ,2002JJ00,0.04266,0.01081,0.01667,0.00939,0.00579
1153,38      ,2003JJ00,0.04551,0.01122,0.01763,0.00982,0.00683
1154,38      ,2004JJ00,0.04593,0.01129,0.01767,0.01006,0.0069
1155,38      ,2005JJ00,0.04674,0.0117,0.01781,0.01027,0.00696
1156,38      ,2006JJ00,0.04727,0.01197,0.01792,0.01045,0.00692
1157,38      ,2007JJ00,0.04775,0.01213,0.01801,0.01059,0.00702
1158,38      ,2008JJ00,0.04813,0.01228,0.01806,0.01072,0.00707
1159,38      ,2009JJ00,0.04851,0.01246,0.0181,0.01082,0.00712
1160,38      ,2010JJ00,0.04887,0.01273,0.01815,0.0109,0.00709
1161,38      ,2011JJ00,0.049,0.01275,0.01813,0.01098,0.00714
1162,38      ,2012JJ00,0.04913,0.01274,0.01815,0.01104,0.0072
1163,38      ,2013JJ00,0.04943,0.01285,0.01816,0.0111,0.00732
1164,38      ,2014JJ00,0.04957,0.01293,0.0182,0.01115,0.00729
1165,38      ,2015JJ00,0.04972,0.01298,0.01822,0.0112,0.00732
1166,38      ,2016JJ00,0.04987,0.01306,0.01824,0.01123,0.00734
1167,38      ,2017JJ00,0.04999,0.0131,0.01826,0.01127,0.00736
1168,38      ,2018JJ00,0.05003,0.01309,0.01827,0.01129,0.00738
1169,38      ,2019JJ00,0.05014,0.01313,0.01829,0.01132,0.0074
1170,38      ,2020JJ00,0.05019,0.01316,0.01828,0.01134,0.00741
1171,38      ,2021JJ00,0.05026,0.0132,0.01827,0.01136,0.00743
1172,38      ,2022JJ00,0.05029,0.01322,0.01826,0.01137,0.00744
1173,38      ,2023JJ00,0.05034,0.01325,0.01826,0.01138,0.00745
1174,38      ,2024JJ00,0.05038,0.01327,0.01824,0.0114,0.00747
1175,38      ,2025JJ00,0.05041,0.01329,0.01823,0.01141,0.00748
1176,38      ,2026JJ00,0.05043,0.01331,0.01822,0.01141,0.00749
1177,38      ,2027JJ00,0.05046,0.01333,0.01821,0.01142,0.0075
1178,38      ,2028JJ00,0.05047,0.01334,0.01819,0.01143,0.00751
1179,38      ,2029JJ00,0.05049,0.01336,0.01818,0.01143,0.00752
1180,38      ,2030JJ00,0.05051,0.01337,0.01817,0.01144,0.00753
1181,38      ,2031JJ00,0.05051,0.01338,0.01815,0.01144,0.00754
1182,38      ,2032JJ00,0.05051,0.01339,0.01814,0.01144,0.00754
1183,38      ,2033JJ00,0.05052,0.0134,0.01812,0.01145,0.00755
1184,38      ,2034JJ00,0.05052,0.01341,0.0181,0.01145,0.00756
1185,38      ,2035JJ00,0.05052,0.01342,0.01809,0.01145,0.00756
1186,38      ,2036JJ00,0.05052,0.01343,0.01807,0.01145,0.00757
1187,38      ,2037JJ00,0.05053,0.01344,0.01806,0.01146,0.00757
1188,38      ,2038JJ00,0.05053,0.01345,0.01804,0.01146,0.00758
1189,38      ,2039JJ00,0.05051,0.01345,0.01802,0.01146,0.00758
1190,38      ,2040JJ00,0.05051,0.01346,0.018,0.01146,0.00759
1191,38      ,2041JJ00,0.05051,0.01347,0.01799,0.01146,0.00759
1192,38      ,2042JJ00,0.05051,0.01348,0.01797,0.01146,0.0076
1193,38      ,2043JJ00,0.05049,0.01348,0.01795,0.01146,0.0076
1194,38      ,2044JJ00,0.05049,0.01349,0.01794,0.01146,0.0076
1195,38      ,2045JJ00,0.05048,0.01349,0.01792,0.01146,0.00761
1196,38      ,2046JJ00,0.05047,0.0135,0.0179,0.01146,0.00761
1197,38      ,2047JJ00,0.05046,0.01351,0.01788,0.01146,0.00761
1198,38      ,2048JJ00,0.05046,0.01351,0.01787,0.01146,0.00762
1199,38      ,2049JJ00,0.05045,0.01352,0.01785,0.01146,0.00762
1200,39      ,2002JJ00,0.03077,0.00771,0.01089,0.00744,0.00473
1201,39      ,2003JJ00,0.03333,0.00801,0.01183,0.0079,0.00558
1202,39      ,2004JJ00,0.03464,0.00852,0.01232,0.00817,0.00563
1203,39      ,2005JJ00,0.03502,0.00857,0.01239,0.0084,0.00567
1204,39      ,2006JJ00,0.03568,0.00887,0.01248,0.0086,0.00573
1205,39      ,2007JJ00,0.0361,0.00908,0.01256,0.00875,0.00571
1206,39      ,2008JJ00,0.03648,0.00919,0.01263,0.00888,0.00579
1207,39      ,2009JJ00,0.03679,0.00931,0.01268,0.00899,0.00582
1208,39      ,2010JJ00,0.03714,0.0095,0.01272,0.00906,0.00586
1209,39      ,2011JJ00,0.0373,0.00958,0.01274,0.00913,0.00585
1210,39      ,2012JJ00,0.0374,0.00958,0.01274,0.00919,0.00589
1211,39      ,2013JJ00,0.03752,0.00957,0.01276,0.00925,0.00594
1212,39      ,2014JJ00,0.03774,0.00965,0.01277,0.00929,0.00603
1213,39      ,2015JJ00,0.03788,0.00971,0.01282,0.00933,0.00602
1214,39      ,2016JJ00,0.03798,0.00974,0.01284,0.00936,0.00604
1215,39      ,2017JJ00,0.03809,0.00979,0.01286,0.00938,0.00606
1216,39      ,2018JJ00,0.03817,0.00982,0.01288,0.0094,0.00607
1217,39      ,2019JJ00,0.03822,0.00981,0.0129,0.00942,0.00609
1218,39      ,2020JJ00,0.03829,0.00983,0.01292,0.00943,0.00611
1219,39      ,2021JJ00,0.03834,0.00985,0.01293,0.00944,0.00612
1220,39      ,2022JJ00,0.03838,0.00987,0.01293,0.00945,0.00613
1221,39      ,2023JJ00,0.03843,0.00989,0.01294,0.00946,0.00614
1222,39      ,2024JJ00,0.03846,0.0099,0.01294,0.00947,0.00615
1223,39      ,2025JJ00,0.03851,0.00992,0.01294,0.00948,0.00617
1224,39      ,2026JJ00,0.03854,0.00993,0.01295,0.00948,0.00618
1225,39      ,2027JJ00,0.03856,0.00994,0.01295,0.00948,0.00619
1226,39      ,2028JJ00,0.03858,0.00995,0.01295,0.00949,0.00619
1227,39      ,2029JJ00,0.03859,0.00995,0.01295,0.00949,0.0062
1228,39      ,2030JJ00,0.03861,0.00996,0.01295,0.00949,0.00621
1229,39      ,2031JJ00,0.03863,0.00996,0.01295,0.0095,0.00622
1230,39      ,2032JJ00,0.03865,0.00997,0.01295,0.0095,0.00623
1231,39      ,2033JJ00,0.03864,0.00997,0.01294,0.0095,0.00623
1232,39      ,2034JJ00,0.03866,0.00998,0.01294,0.0095,0.00624
1233,39      ,2035JJ00,0.03867,0.00998,0.01294,0.0095,0.00625
1234,39      ,2036JJ00,0.03867,0.00998,0.01294,0.0095,0.00625
1235,39      ,2037JJ00,0.03868,0.00998,0.01294,0.0095,0.00626
1236,39      ,2038JJ00,0.03869,0.00999,0.01294,0.0095,0.00626
1237,39      ,2039JJ00,0.03869,0.00999,0.01293,0.0095,0.00627
1238,39      ,2040JJ00,0.03869,0.00999,0.01293,0.0095,0.00627
1239,39      ,2041JJ00,0.0387,0.00999,0.01293,0.0095,0.00628
1240,39      ,2042JJ00,0.0387,0.00999,0.01293,0.0095,0.00628
1241,39      ,2043JJ00,0.0387,0.00999,0.01292,0.0095,0.00629
1242,39      ,2044JJ00,0.0387,0.00999,0.01292,0.0095,0.00629
1243,39      ,2045JJ00,0.0387,0.00999,0.01292,0.0095,0.00629
1244,39      ,2046JJ00,0.03871,0.01,0.01291,0.0095,0.0063
1245,39      ,2047JJ00,0.03871,0.01,0.01291,0.0095,0.0063
1246,39      ,2048JJ00,0.03871,0.01,0.01291,0.0095,0.0063
1247,39      ,2049JJ00,0.03872,0.01,0.01291,0.0095,0.00631
1248,40      ,2002JJ00,0.02012,0.00499,0.00686,0.00433,0.00395
1249,40      ,2003JJ00,0.0215,0.00508,0.00706,0.00468,0.00468
1250,40      ,2004JJ00,0.02196,0.00528,0.00717,0.00479,0.00472
1251,40      ,2005JJ00,0.02232,0.0054,0.00725,0.00492,0.00476
1252,40      ,2006JJ00,0.02251,0.00545,0.00731,0.00495,0.00481
1253,40      ,2007JJ00,0.02302,0.00563,0.0074,0.00513,0.00486
1254,40      ,2008JJ00,0.02329,0.00575,0.00748,0.00522,0.00483
1255,40      ,2009JJ00,0.02361,0.00582,0.00756,0.00532,0.00491
1256,40      ,2010JJ00,0.02388,0.00595,0.00761,0.00537,0.00495
1257,40      ,2011JJ00,0.02404,0.00599,0.00765,0.0054,0.005
1258,40      ,2012JJ00,0.02398,0.00605,0.00769,0.00526,0.00498
1259,40      ,2013JJ00,0.02432,0.00606,0.00771,0.00553,0.00502
1260,40      ,2014JJ00,0.02426,0.00607,0.00775,0.00537,0.00507
1261,40      ,2015JJ00,0.02473,0.00612,0.00778,0.00566,0.00517
1262,40      ,2016JJ00,0.02493,0.00616,0.00784,0.00578,0.00515
1263,40      ,2017JJ00,0.02512,0.00618,0.00788,0.0059,0.00516
1264,40      ,2018JJ00,0.0253,0.00623,0.00792,0.00597,0.00518
1265,40      ,2019JJ00,0.02543,0.00625,0.00796,0.00603,0.00519
1266,40      ,2020JJ00,0.02554,0.00625,0.00799,0.00609,0.00521
1267,40      ,2021JJ00,0.02571,0.00628,0.00804,0.00616,0.00523
1268,40      ,2022JJ00,0.0258,0.0063,0.00806,0.00621,0.00523
1269,40      ,2023JJ00,0.02592,0.00632,0.00809,0.00626,0.00525
1270,40      ,2024JJ00,0.02603,0.00634,0.00812,0.00631,0.00526
1271,40      ,2025JJ00,0.0261,0.00635,0.00814,0.00635,0.00526
1272,40      ,2026JJ00,0.02621,0.00637,0.00817,0.0064,0.00527
1273,40      ,2027JJ00,0.0263,0.00639,0.00819,0.00644,0.00528
1274,40      ,2028JJ00,0.02638,0.0064,0.00822,0.00647,0.00529
1275,40      ,2029JJ00,0.02646,0.00641,0.00824,0.00651,0.0053
1276,40      ,2030JJ00,0.02653,0.00643,0.00826,0.00654,0.0053
1277,40      ,2031JJ00,0.02662,0.00644,0.00829,0.00658,0.00531
1278,40      ,2032JJ00,0.02668,0.00645,0.00831,0.00661,0.00531
1279,40      ,2033JJ00,0.02675,0.00646,0.00833,0.00664,0.00532
1280,40      ,2034JJ00,0.0268,0.00647,0.00835,0.00666,0.00532
1281,40      ,2035JJ00,0.02687,0.00648,0.00837,0.00669,0.00533
1282,40      ,2036JJ00,0.02692,0.00649,0.00839,0.00671,0.00533
1283,40      ,2037JJ00,0.02699,0.0065,0.00842,0.00673,0.00534
1284,40      ,2038JJ00,0.02705,0.00651,0.00844,0.00676,0.00534
1285,40      ,2039JJ00,0.0271,0.00652,0.00846,0.00678,0.00534
1286,40      ,2040JJ00,0.02715,0.00653,0.00848,0.0068,0.00534
1287,40      ,2041JJ00,0.0272,0.00654,0.0085,0.00681,0.00535
1288,40      ,2042JJ00,0.02725,0.00655,0.00852,0.00683,0.00535
1289,40      ,2043JJ00,0.02729,0.00655,0.00854,0.00685,0.00535
1290,40      ,2044JJ00,0.02733,0.00656,0.00856,0.00686,0.00535
1291,40      ,2045JJ00,0.02738,0.00657,0.00858,0.00688,0.00535
1292,40      ,2046JJ00,0.02742,0.00658,0.0086,0.00689,0.00535
1293,40      ,2047JJ00,0.02748,0.00659,0.00862,0.00691,0.00536
1294,40      ,2048JJ00,0.02752,0.0066,0.00864,0.00692,0.00536
1295,40      ,2049JJ00,0.02755,0.0066,0.00866,0.00693,0.00536
1296,41      ,2002JJ00,0.0129,0.00294,0.00478,0.00278,0.0024
1297,41      ,2003JJ00,0.01355,0.00293,0.00488,0.0029,0.00284
1298,41      ,2004JJ00,0.01393,0.00305,0.00493,0.00307,0.00288
1299,41      ,2005JJ00,0.01422,0.00317,0.005,0.00314,0.0029
1300,41      ,2006JJ00,0.01444,0.00324,0.00504,0.00323,0.00293
1301,41      ,2007JJ00,0.01455,0.00327,0.00507,0.00325,0.00296
1302,41      ,2008JJ00,0.01484,0.00336,0.00512,0.00337,0.00299
1303,41      ,2009JJ00,0.01501,0.00345,0.00516,0.00343,0.00297
1304,41      ,2010JJ00,0.01521,0.00351,0.0052,0.00348,0.00302
1305,41      ,2011JJ00,0.01533,0.00354,0.00521,0.00353,0.00305
1306,41      ,2012JJ00,0.01541,0.00356,0.00523,0.00354,0.00308
1307,41      ,2013JJ00,0.01535,0.00359,0.00524,0.00345,0.00307
1308,41      ,2014JJ00,0.01557,0.0036,0.00524,0.00363,0.0031
1309,41      ,2015JJ00,0.01551,0.0036,0.00526,0.00352,0.00313
1310,41      ,2016JJ00,0.01579,0.00363,0.00526,0.00371,0.00319
1311,41      ,2017JJ00,0.01591,0.00365,0.00529,0.00379,0.00318
1312,41      ,2018JJ00,0.01602,0.00366,0.0053,0.00387,0.00319
1313,41      ,2019JJ00,0.01613,0.00369,0.00532,0.00391,0.00321
1314,41      ,2020JJ00,0.0162,0.0037,0.00533,0.00395,0.00322
1315,41      ,2021JJ00,0.01626,0.0037,0.00534,0.00399,0.00323
1316,41      ,2022JJ00,0.01635,0.00371,0.00536,0.00404,0.00324
1317,41      ,2023JJ00,0.0164,0.00372,0.00536,0.00407,0.00325
1318,41      ,2024JJ00,0.01645,0.00373,0.00537,0.0041,0.00325
1319,41      ,2025JJ00,0.0165,0.00374,0.00537,0.00413,0.00326
1320,41      ,2026JJ00,0.01656,0.00375,0.00538,0.00416,0.00327
1321,41      ,2027JJ00,0.01661,0.00376,0.00538,0.00419,0.00328
1322,41      ,2028JJ00,0.01664,0.00376,0.00538,0.00422,0.00328
1323,41      ,2029JJ00,0.01669,0.00377,0.00539,0.00424,0.00329
1324,41      ,2030JJ00,0.01674,0.00378,0.00539,0.00427,0.0033
1325,41      ,2031JJ00,0.01676,0.00378,0.00539,0.00429,0.0033
1326,41      ,2032JJ00,0.01681,0.00379,0.0054,0.00431,0.00331
1327,41      ,2033JJ00,0.01683,0.00379,0.0054,0.00433,0.00331
1328,41      ,2034JJ00,0.01686,0.0038,0.0054,0.00435,0.00331
1329,41      ,2035JJ00,0.01688,0.0038,0.0054,0.00436,0.00332
1330,41      ,2036JJ00,0.01691,0.00381,0.0054,0.00438,0.00332
1331,41      ,2037JJ00,0.01695,0.00381,0.00541,0.0044,0.00333
1332,41      ,2038JJ00,0.01697,0.00382,0.00541,0.00441,0.00333
1333,41      ,2039JJ00,0.01699,0.00382,0.00541,0.00443,0.00333
1334,41      ,2040JJ00,0.01701,0.00382,0.00541,0.00444,0.00334
1335,41      ,2041JJ00,0.01703,0.00383,0.00541,0.00445,0.00334
1336,41      ,2042JJ00,0.01704,0.00383,0.00541,0.00446,0.00334
1337,41      ,2043JJ00,0.01707,0.00383,0.00542,0.00447,0.00335
1338,41      ,2044JJ00,0.0171,0.00384,0.00542,0.00449,0.00335
1339,41      ,2045JJ00,0.01711,0.00384,0.00542,0.0045,0.00335
1340,41      ,2046JJ00,0.01712,0.00384,0.00542,0.00451,0.00335
1341,41      ,2047JJ00,0.01714,0.00385,0.00542,0.00451,0.00336
1342,41      ,2048JJ00,0.01715,0.00385,0.00542,0.00452,0.00336
1343,41      ,2049JJ00,0.01716,0.00385,0.00542,0.00453,0.00336
1344,42      ,2002JJ00,0.00733,0.00158,0.00243,0.00151,0.00181
1345,42      ,2003JJ00,0.00798,0.00167,0.0025,0.00165,0.00217
1346,42      ,2004JJ00,0.0081,0.0017,0.00252,0.00169,0.00219
1347,42      ,2005JJ00,0.00832,0.00176,0.00255,0.00179,0.00222
1348,42      ,2006JJ00,0.00849,0.00183,0.00258,0.00184,0.00224
1349,42      ,2007JJ00,0.00861,0.00186,0.00261,0.00188,0.00226
1350,42      ,2008JJ00,0.00868,0.00187,0.00263,0.00189,0.00228
1351,42      ,2009JJ00,0.00887,0.00194,0.00265,0.00197,0.0023
1352,42      ,2010JJ00,0.00896,0.00199,0.00268,0.002,0.00229
1353,42      ,2011JJ00,0.00905,0.002,0.00269,0.00204,0.00232
1354,42      ,2012JJ00,0.00913,0.00201,0.0027,0.00207,0.00235
1355,42      ,2013JJ00,0.00918,0.00202,0.00271,0.00208,0.00237
1356,42      ,2014JJ00,0.00914,0.00203,0.00272,0.00203,0.00236
1357,42      ,2015JJ00,0.00927,0.00203,0.00273,0.00213,0.00238
1358,42      ,2016JJ00,0.00925,0.00203,0.00274,0.00207,0.00241
1359,42      ,2017JJ00,0.00942,0.00204,0.00274,0.00218,0.00246
1360,42      ,2018JJ00,0.00949,0.00205,0.00276,0.00223,0.00245
1361,42      ,2019JJ00,0.00956,0.00206,0.00277,0.00228,0.00245
1362,42      ,2020JJ00,0.00962,0.00207,0.00278,0.00231,0.00246
1363,42      ,2021JJ00,0.00966,0.00207,0.00279,0.00233,0.00247
1364,42      ,2022JJ00,0.0097,0.00207,0.00279,0.00236,0.00248
1365,42      ,2023JJ00,0.00974,0.00207,0.0028,0.00238,0.00249
1366,42      ,2024JJ00,0.00977,0.00207,0.00281,0.0024,0.00249
1367,42      ,2025JJ00,0.0098,0.00207,0.00281,0.00242,0.0025
1368,42      ,2026JJ00,0.00984,0.00208,0.00282,0.00244,0.0025
1369,42      ,2027JJ00,0.00987,0.00208,0.00282,0.00246,0.00251
1370,42      ,2028JJ00,0.0099,0.00208,0.00283,0.00248,0.00251
1371,42      ,2029JJ00,0.00993,0.00208,0.00283,0.0025,0.00252
1372,42      ,2030JJ00,0.00995,0.00208,0.00284,0.00251,0.00252
1373,42      ,2031JJ00,0.00998,0.00208,0.00284,0.00253,0.00253
1374,42      ,2032JJ00,0.00999,0.00208,0.00284,0.00254,0.00253
1375,42      ,2033JJ00,0.01002,0.00208,0.00285,0.00256,0.00253
1376,42      ,2034JJ00,0.01004,0.00208,0.00285,0.00257,0.00254
1377,42      ,2035JJ00,0.01005,0.00208,0.00285,0.00258,0.00254
1378,42      ,2036JJ00,0.01007,0.00208,0.00286,0.00259,0.00254
1379,42      ,2037JJ00,0.01008,0.00208,0.00286,0.0026,0.00254
1380,42      ,2038JJ00,0.0101,0.00208,0.00286,0.00261,0.00255
1381,42      ,2039JJ00,0.01012,0.00208,0.00287,0.00262,0.00255
1382,42      ,2040JJ00,0.01013,0.00208,0.00287,0.00263,0.00255
1383,42      ,2041JJ00,0.01014,0.00208,0.00287,0.00264,0.00255
1384,42      ,2042JJ00,0.01016,0.00208,0.00287,0.00265,0.00256
1385,42      ,2043JJ00,0.01018,0.00208,0.00288,0.00266,0.00256
1386,42      ,2044JJ00,0.01018,0.00208,0.00288,0.00266,0.00256
1387,42      ,2045JJ00,0.01019,0.00208,0.00288,0.00267,0.00256
1388,42      ,2046JJ00,0.01021,0.00208,0.00289,0.00268,0.00256
1389,42      ,2047JJ00,0.01021,0.00207,0.00289,0.00269,0.00256
1390,42      ,2048JJ00,0.01021,0.00207,0.00289,0.00269,0.00256
1391,42      ,2049JJ00,0.01023,0.00207,0.00289,0.0027,0.00257
1392,43      ,2002JJ00,0.00453,0.0011,0.00135,0.00094,0.00114
1393,43      ,2003JJ00,0.00487,0.00105,0.00148,0.00102,0.00133
1394,43      ,2004JJ00,0.00505,0.00112,0.00149,0.00108,0.00136
1395,43      ,2005JJ00,0.0051,0.00114,0.0015,0.0011,0.00137
1396,43      ,2006JJ00,0.00523,0.00117,0.00151,0.00116,0.00138
1397,43      ,2007JJ00,0.00532,0.00121,0.00152,0.00119,0.00139
1398,43      ,2008JJ00,0.00537,0.00123,0.00152,0.00121,0.0014
1399,43      ,2009JJ00,0.0054,0.00123,0.00153,0.00121,0.00142
1400,43      ,2010JJ00,0.00549,0.00127,0.00153,0.00125,0.00144
1401,43      ,2011JJ00,0.00552,0.00128,0.00154,0.00127,0.00143
1402,43      ,2012JJ00,0.00556,0.00128,0.00154,0.00128,0.00146
1403,43      ,2013JJ00,0.00556,0.00127,0.00153,0.00129,0.00147
1404,43      ,2014JJ00,0.00558,0.00127,0.00153,0.00129,0.00149
1405,43      ,2015JJ00,0.00554,0.00127,0.00153,0.00126,0.00148
1406,43      ,2016JJ00,0.00559,0.00127,0.00152,0.00131,0.00149
1407,43      ,2017JJ00,0.00556,0.00126,0.00152,0.00127,0.00151
1408,43      ,2018JJ00,0.00564,0.00126,0.00151,0.00133,0.00154
1409,43      ,2019JJ00,0.00566,0.00125,0.00151,0.00136,0.00154
1410,43      ,2020JJ00,0.00568,0.00125,0.00151,0.00138,0.00154
1411,43      ,2021JJ00,0.00569,0.00125,0.0015,0.00139,0.00155
1412,43      ,2022JJ00,0.00569,0.00124,0.0015,0.0014,0.00155
1413,43      ,2023JJ00,0.0057,0.00123,0.0015,0.00141,0.00156
1414,43      ,2024JJ00,0.00571,0.00123,0.00149,0.00142,0.00157
1415,43      ,2025JJ00,0.00571,0.00122,0.00149,0.00143,0.00157
1416,43      ,2026JJ00,0.00569,0.00121,0.00148,0.00143,0.00157
1417,43      ,2027JJ00,0.00571,0.00121,0.00148,0.00144,0.00158
1418,43      ,2028JJ00,0.00569,0.0012,0.00147,0.00144,0.00158
1419,43      ,2029JJ00,0.0057,0.0012,0.00146,0.00145,0.00159
1420,43      ,2030JJ00,0.00569,0.00119,0.00146,0.00145,0.00159
1421,43      ,2031JJ00,0.00568,0.00118,0.00145,0.00146,0.00159
1422,43      ,2032JJ00,0.00569,0.00118,0.00145,0.00146,0.0016
1423,43      ,2033JJ00,0.00567,0.00117,0.00144,0.00146,0.0016
1424,43      ,2034JJ00,0.00565,0.00116,0.00143,0.00146,0.0016
1425,43      ,2035JJ00,0.00566,0.00115,0.00143,0.00147,0.00161
1426,43      ,2036JJ00,0.00565,0.00115,0.00142,0.00147,0.00161
1427,43      ,2037JJ00,0.00563,0.00114,0.00141,0.00147,0.00161
1428,43      ,2038JJ00,0.00562,0.00113,0.00141,0.00147,0.00161
1429,43      ,2039JJ00,0.00561,0.00113,0.0014,0.00147,0.00161
1430,43      ,2040JJ00,0.0056,0.00112,0.00139,0.00147,0.00162
1431,43      ,2041JJ00,0.00559,0.00111,0.00139,0.00147,0.00162
1432,43      ,2042JJ00,0.00558,0.00111,0.00138,0.00147,0.00162
1433,43      ,2043JJ00,0.00556,0.0011,0.00137,0.00147,0.00162
1434,43      ,2044JJ00,0.00555,0.00109,0.00137,0.00147,0.00162
1435,43      ,2045JJ00,0.00555,0.00109,0.00136,0.00147,0.00163
1436,43      ,2046JJ00,0.00553,0.00108,0.00135,0.00147,0.00163
1437,43      ,2047JJ00,0.00552,0.00107,0.00135,0.00147,0.00163
1438,43      ,2048JJ00,0.00551,0.00107,0.00134,0.00147,0.00163
1439,43      ,2049JJ00,0.0055,0.00106,0.00134,0.00147,0.00163
1440,44      ,2002JJ00,0.00226,0.00046,0.00068,0.00049,0.00063
1441,44      ,2003JJ00,0.00252,0.00047,0.00075,0.00054,0.00076
1442,44      ,2004JJ00,0.00258,0.00045,0.0008,0.00057,0.00076
1443,44      ,2005JJ00,0.00266,0.00048,0.0008,0.0006,0.00077
1444,44      ,2006JJ00,0.00269,0.00049,0.0008,0.00061,0.00078
1445,44      ,2007JJ00,0.00274,0.00051,0.0008,0.00064,0.00079
1446,44      ,2008JJ00,0.00277,0.00052,0.0008,0.00065,0.0008
1447,44      ,2009JJ00,0.0028,0.00053,0.0008,0.00066,0.00081
1448,44      ,2010JJ00,0.00281,0.00054,0.00079,0.00066,0.00082
1449,44      ,2011JJ00,0.00282,0.00055,0.00078,0.00067,0.00082
1450,44      ,2012JJ00,0.00283,0.00055,0.00078,0.00068,0.00082
1451,44      ,2013JJ00,0.00285,0.00055,0.00077,0.00069,0.00084
1452,44      ,2014JJ00,0.00284,0.00055,0.00076,0.00069,0.00084
1453,44      ,2015JJ00,0.00285,0.00055,0.00076,0.00069,0.00085
1454,44      ,2016JJ00,0.00281,0.00055,0.00075,0.00066,0.00085
1455,44      ,2017JJ00,0.00284,0.00055,0.00074,0.00069,0.00086
1456,44      ,2018JJ00,0.00281,0.00054,0.00073,0.00067,0.00087
1457,44      ,2019JJ00,0.00284,0.00054,0.00072,0.0007,0.00088
1458,44      ,2020JJ00,0.00283,0.00054,0.00071,0.0007,0.00088
1459,44      ,2021JJ00,0.00284,0.00054,0.0007,0.00071,0.00089
1460,44      ,2022JJ00,0.00285,0.00054,0.0007,0.00072,0.00089
