ID,Bronnen,Emissies,Perioden,EmissiesNederlandsGrondgebied_1
6765,A048119,A044112,2003JJ00,52.529
6766,A048119,A044112,2004JJ00,50.51
6767,A048119,A044112,2005JJ00,50.556
6768,A048119,A044112,2006JJ00,47.944
6769,A048119,A044112,2007JJ00,46.466
6770,A048119,A044112,2008JJ00,45.091
6771,A048119,A044112,2009JJ00,42.879
6772,A048119,A044112,2010JJ00,39.864
6773,A048119,A044112,2011JJ00,40.027
6774,A048119,A044112,2012JJ00,36.348
6775,A048119,A044112,2013JJ00,35.559
6776,A048119,A044112,2014JJ00,35.402
6777,A048119,A044112,2015JJ00,33.233
6778,A048119,A044112,2016JJ00,32.066
6779,A048119,A044112,2017JJ00,29.565
6780,A048119,A044112,2018JJ00,29.614
6781,A048119,A044112,2019JJ00,27.379
6782,A048119,A044112,2020JJ00,27.398
6783,A048119,A044112,2021JJ00,25.949
6784,A048119,A044110,1990JJ00,0.032
6785,A048119,A044110,1991JJ00,0.032
6786,A048119,A044110,1992JJ00,0.032
6787,A048119,A044110,1993JJ00,0.032
6788,A048119,A044110,1994JJ00,0.033
6789,A048119,A044110,1995JJ00,0.033
6790,A048119,A044110,1996JJ00,0.034
6791,A048119,A044110,1997JJ00,0.033
6792,A048119,A044110,1998JJ00,0.033
6793,A048119,A044110,1999JJ00,0.035
6794,A048119,A044110,2000JJ00,0.035
6795,A048119,A044110,2001JJ00,0.035
6796,A048119,A044110,2002JJ00,0.033
6797,A048119,A044110,2003JJ00,0.033
6798,A048119,A044110,2004JJ00,0.032
6799,A048119,A044110,2005JJ00,0.033
6800,A048119,A044110,2006JJ00,0.033
6801,A048119,A044110,2007JJ00,0.033
6802,A048119,A044110,2008JJ00,0.033
6803,A048119,A044110,2009JJ00,0.033
6804,A048119,A044110,2010JJ00,0.031
6805,A048119,A044110,2011JJ00,0.032
6806,A048119,A044110,2012JJ00,0.03
6807,A048119,A044110,2013JJ00,0.031
6808,A048119,A044110,2014JJ00,0.031
6809,A048119,A044110,2015JJ00,0.031
6810,A048119,A044110,2016JJ00,0.031
6811,A048119,A044110,2017JJ00,0.03
6812,A048119,A044110,2018JJ00,0.031
6813,A048119,A044110,2019JJ00,0.03
6814,A048119,A044110,2020JJ00,0.031
6815,A048119,A044110,2021JJ00,0.03
6816,A048119,A044114,1990JJ00,4.297
6817,A048119,A044114,1991JJ00,4.345
6818,A048119,A044114,1992JJ00,4.328
6819,A048119,A044114,1993JJ00,4.268
6820,A048119,A044114,1994JJ00,4.29
6821,A048119,A044114,1995JJ00,4.224
6822,A048119,A044114,1996JJ00,4.275
6823,A048119,A044114,1997JJ00,4.227
6824,A048119,A044114,1998JJ00,4.227
6825,A048119,A044114,1999JJ00,4.493
6826,A048119,A044114,2000JJ00,4.413
6827,A048119,A044114,2001JJ00,4.428
6828,A048119,A044114,2002JJ00,4.214
6829,A048119,A044114,2003JJ00,4.142
6830,A048119,A044114,2004JJ00,4.102
6831,A048119,A044114,2005JJ00,4.255
6832,A048119,A044114,2006JJ00,4.184
6833,A048119,A044114,2007JJ00,4.059
6834,A048119,A044114,2008JJ00,2.209
6835,A048119,A044114,2009JJ00,0.989
6836,A048119,A044114,2010JJ00,0.442
6837,A048119,A044114,2011JJ00,0.024
6838,A048119,A044114,2012JJ00,0.023
6839,A048119,A044114,2013JJ00,0.023
6840,A048119,A044114,2014JJ00,0.024
6841,A048119,A044114,2015JJ00,0.023
6842,A048119,A044114,2016JJ00,0.023
6843,A048119,A044114,2017JJ00,0.022
6844,A048119,A044114,2018JJ00,0.023
6845,A048119,A044114,2019JJ00,0.022
6846,A048119,A044114,2020JJ00,0.023
6847,A048119,A044114,2021JJ00,0.023
6848,A048119,A044113,1990JJ00,5.663
6849,A048119,A044113,1991JJ00,5.645
6850,A048119,A044113,1992JJ00,5.445
6851,A048119,A044113,1993JJ00,5.218
6852,A048119,A044113,1994JJ00,5.228
6853,A048119,A044113,1995JJ00,5.136
6854,A048119,A044113,1996JJ00,5.073
6855,A048119,A044113,1997JJ00,4.915
6856,A048119,A044113,1998JJ00,4.829
6857,A048119,A044113,1999JJ00,5.054
6858,A048119,A044113,2000JJ00,4.836
6859,A048119,A044113,2001JJ00,4.734
6860,A048119,A044113,2002JJ00,4.407
6861,A048119,A044113,2003JJ00,4.207
6862,A048119,A044113,2004JJ00,4.003
6863,A048119,A044113,2005JJ00,3.961
6864,A048119,A044113,2006JJ00,3.687
6865,A048119,A044113,2007JJ00,3.49
6866,A048119,A044113,2008JJ00,2.956
6867,A048119,A044113,2009JJ00,2.546
6868,A048119,A044113,2010JJ00,2.254
6869,A048119,A044113,2011JJ00,2.18
6870,A048119,A044113,2012JJ00,1.96
6871,A048119,A044113,2013JJ00,1.883
6872,A048119,A044113,2014JJ00,1.83
6873,A048119,A044113,2015JJ00,1.666
6874,A048119,A044113,2016JJ00,1.584
6875,A048119,A044113,2017JJ00,1.427
6876,A048119,A044113,2018JJ00,1.388
6877,A048119,A044113,2019JJ00,1.249
6878,A048119,A044113,2020JJ00,1.218
6879,A048119,A044113,2021JJ00,1.091
6880,A048119,A051771,1990JJ00,5.388
6881,A048119,A051771,1991JJ00,5.371
6882,A048119,A051771,1992JJ00,5.18
6883,A048119,A051771,1993JJ00,4.964
6884,A048119,A051771,1994JJ00,4.973
6885,A048119,A051771,1995JJ00,4.886
6886,A048119,A051771,1996JJ00,4.826
6887,A048119,A051771,1997JJ00,4.676
6888,A048119,A051771,1998JJ00,4.594
6889,A048119,A051771,1999JJ00,4.808
6890,A048119,A051771,2000JJ00,4.6
6891,A048119,A051771,2001JJ00,4.503
6892,A048119,A051771,2002JJ00,4.192
6893,A048119,A051771,2003JJ00,4.002
6894,A048119,A051771,2004JJ00,3.809
6895,A048119,A051771,2005JJ00,3.768
6896,A048119,A051771,2006JJ00,3.508
6897,A048119,A051771,2007JJ00,3.321
6898,A048119,A051771,2008JJ00,2.814
6899,A048119,A051771,2009JJ00,2.424
6900,A048119,A051771,2010JJ00,2.147
6901,A048119,A051771,2011JJ00,2.076
6902,A048119,A051771,2012JJ00,1.867
6903,A048119,A051771,2013JJ00,1.794
6904,A048119,A051771,2014JJ00,1.743
6905,A048119,A051771,2015JJ00,1.587
6906,A048119,A051771,2016JJ00,1.51
6907,A048119,A051771,2017JJ00,1.36
6908,A048119,A051771,2018JJ00,1.323
6909,A048119,A051771,2019JJ00,1.191
6910,A048119,A051771,2020JJ00,1.161
6911,A048119,A051771,2021JJ00,1.04
6912,A025430,A044109,1990JJ00,1100.0
6913,A025430,A044109,1991JJ00,1100.0
6914,A025430,A044109,1992JJ00,1100.0
6915,A025430,A044109,1993JJ00,1100.0
6916,A025430,A044109,1994JJ00,1100.0
6917,A025430,A044109,1995JJ00,1100.0
6918,A025430,A044109,1996JJ00,1000.0
6919,A025430,A044109,1997JJ00,1000.0
6920,A025430,A044109,1998JJ00,1000.0
6921,A025430,A044109,1999JJ00,1100.0
6922,A025430,A044109,2000JJ00,1100.0
6923,A025430,A044109,2001JJ00,1100.0
6924,A025430,A044109,2002JJ00,1100.0
6925,A025430,A044109,2003JJ00,1100.0
6926,A025430,A044109,2004JJ00,1000.0
6927,A025430,A044109,2005JJ00,1100.0
6928,A025430,A044109,2006JJ00,1100.0
6929,A025430,A044109,2007JJ00,1100.0
6930,A025430,A044109,2008JJ00,1100.0
6931,A025430,A044109,2009JJ00,1000.0
6932,A025430,A044109,2010JJ00,1100.0
6933,A025430,A044109,2011JJ00,1100.0
6934,A025430,A044109,2012JJ00,1100.0
6935,A025430,A044109,2013JJ00,1200.0
6936,A025430,A044109,2014JJ00,1300.0
6937,A025430,A044109,2015JJ00,1300.0
6938,A025430,A044109,2016JJ00,1200.0
6939,A025430,A044109,2017JJ00,1200.0
6940,A025430,A044109,2018JJ00,1400.0
6941,A025430,A044109,2019JJ00,1300.0
6942,A025430,A044109,2020JJ00,1400.0
6943,A025430,A044109,2021JJ00,1400.0
6944,A025430,A044108,1990JJ00,10.161
6945,A025430,A044108,1991JJ00,9.981
6946,A025430,A044108,1992JJ00,9.669
6947,A025430,A044108,1993JJ00,9.448
6948,A025430,A044108,1994JJ00,9.33
6949,A025430,A044108,1995JJ00,9.518
6950,A025430,A044108,1996JJ00,8.988
6951,A025430,A044108,1997JJ00,8.896
6952,A025430,A044108,1998JJ00,8.854
6953,A025430,A044108,1999JJ00,9.254
6954,A025430,A044108,2000JJ00,9.092
6955,A025430,A044108,2001JJ00,8.781
6956,A025430,A044108,2002JJ00,8.373
6957,A025430,A044108,2003JJ00,8.186
6958,A025430,A044108,2004JJ00,7.775
6959,A025430,A044108,2005JJ00,7.75
6960,A025430,A044108,2006JJ00,7.441
6961,A025430,A044108,2007JJ00,7.178
6962,A025430,A044108,2008JJ00,6.903
6963,A025430,A044108,2009JJ00,6.561
6964,A025430,A044108,2010JJ00,6.555
6965,A025430,A044108,2011JJ00,6.477
6966,A025430,A044108,2012JJ00,6.256
6967,A025430,A044108,2013JJ00,6.237
6968,A025430,A044108,2014JJ00,6.343
6969,A025430,A044108,2015JJ00,6.169
6970,A025430,A044108,2016JJ00,5.791
6971,A025430,A044108,2017JJ00,5.539
6972,A025430,A044108,2018JJ00,5.6
6973,A025430,A044108,2019JJ00,5.244
6974,A025430,A044108,2020JJ00,5.11
6975,A025430,A044108,2021JJ00,4.901
6976,A025430,A044116,1990JJ00,4.147
6977,A025430,A044116,1991JJ00,4.045
6978,A025430,A044116,1992JJ00,3.891
6979,A025430,A044116,1993JJ00,3.775
6980,A025430,A044116,1994JJ00,3.709
6981,A025430,A044116,1995JJ00,3.773
6982,A025430,A044116,1996JJ00,3.521
6983,A025430,A044116,1997JJ00,3.457
6984,A025430,A044116,1998JJ00,3.414
6985,A025430,A044116,1999JJ00,3.557
6986,A025430,A044116,2000JJ00,3.458
6987,A025430,A044116,2001JJ00,3.301
6988,A025430,A044116,2002JJ00,3.11
6989,A025430,A044116,2003JJ00,2.885
6990,A025430,A044116,2004JJ00,2.581
6991,A025430,A044116,2005JJ00,2.45
6992,A025430,A044116,2006JJ00,2.238
6993,A025430,A044116,2007JJ00,2.073
6994,A025430,A044116,2008JJ00,1.904
6995,A025430,A044116,2009JJ00,1.725
6996,A025430,A044116,2010JJ00,1.679
6997,A025430,A044116,2011JJ00,1.613
6998,A025430,A044116,2012JJ00,1.501
6999,A025430,A044116,2013JJ00,1.461
7000,A025430,A044116,2014JJ00,1.46
7001,A025430,A044116,2015JJ00,1.384
7002,A025430,A044116,2016JJ00,1.264
7003,A025430,A044116,2017JJ00,1.186
7004,A025430,A044116,2018JJ00,1.198
7005,A025430,A044116,2019JJ00,1.099
7006,A025430,A044116,2020JJ00,1.065
7007,A025430,A044116,2021JJ00,1.014
7008,A025430,A044117,1990JJ00,0.0
7009,A025430,A044117,1991JJ00,0.0
7010,A025430,A044117,1992JJ00,0.0
7011,A025430,A044117,1993JJ00,0.0
7012,A025430,A044117,1994JJ00,0.0
7013,A025430,A044117,1995JJ00,0.0
7014,A025430,A044117,1996JJ00,0.0
7015,A025430,A044117,1997JJ00,0.0
7016,A025430,A044117,1998JJ00,0.0
7017,A025430,A044117,1999JJ00,0.0
7018,A025430,A044117,2000JJ00,0.0
7019,A025430,A044117,2001JJ00,0.0
7020,A025430,A044117,2002JJ00,0.0
7021,A025430,A044117,2003JJ00,0.0
7022,A025430,A044117,2004JJ00,0.0
7023,A025430,A044117,2005JJ00,0.0
7024,A025430,A044117,2006JJ00,0.0
7025,A025430,A044117,2007JJ00,0.0
7026,A025430,A044117,2008JJ00,0.0
7027,A025430,A044117,2009JJ00,0.0
7028,A025430,A044117,2010JJ00,0.0
7029,A025430,A044117,2011JJ00,0.0
7030,A025430,A044117,2012JJ00,0.0
7031,A025430,A044117,2013JJ00,0.0
7032,A025430,A044117,2014JJ00,0.0
7033,A025430,A044117,2015JJ00,0.0
7034,A025430,A044117,2016JJ00,0.0
7035,A025430,A044117,2017JJ00,0.0
7036,A025430,A044117,2018JJ00,0.0
7037,A025430,A044117,2019JJ00,0.0
7038,A025430,A044117,2020JJ00,0.0
7039,A025430,A044117,2021JJ00,0.0
7040,A025430,A044115,1990JJ00,4.147
7041,A025430,A044115,1991JJ00,4.045
7042,A025430,A044115,1992JJ00,3.891
7043,A025430,A044115,1993JJ00,3.775
7044,A025430,A044115,1994JJ00,3.709
7045,A025430,A044115,1995JJ00,3.773
7046,A025430,A044115,1996JJ00,3.521
7047,A025430,A044115,1997JJ00,3.457
7048,A025430,A044115,1998JJ00,3.414
7049,A025430,A044115,1999JJ00,3.557
7050,A025430,A044115,2000JJ00,3.458
7051,A025430,A044115,2001JJ00,3.301
7052,A025430,A044115,2002JJ00,3.11
7053,A025430,A044115,2003JJ00,2.885
7054,A025430,A044115,2004JJ00,2.581
7055,A025430,A044115,2005JJ00,2.45
7056,A025430,A044115,2006JJ00,2.238
7057,A025430,A044115,2007JJ00,2.073
7058,A025430,A044115,2008JJ00,1.904
7059,A025430,A044115,2009JJ00,1.725
7060,A025430,A044115,2010JJ00,1.679
7061,A025430,A044115,2011JJ00,1.613
7062,A025430,A044115,2012JJ00,1.501
7063,A025430,A044115,2013JJ00,1.461
7064,A025430,A044115,2014JJ00,1.46
7065,A025430,A044115,2015JJ00,1.384
7066,A025430,A044115,2016JJ00,1.264
7067,A025430,A044115,2017JJ00,1.186
7068,A025430,A044115,2018JJ00,1.198
7069,A025430,A044115,2019JJ00,1.099
7070,A025430,A044115,2020JJ00,1.065
7071,A025430,A044115,2021JJ00,1.014
7072,A025430,A044107,1990JJ00,0.18
7073,A025430,A044107,1991JJ00,0.176
7074,A025430,A044107,1992JJ00,0.169
7075,A025430,A044107,1993JJ00,0.164
7076,A025430,A044107,1994JJ00,0.161
7077,A025430,A044107,1995JJ00,0.163
7078,A025430,A044107,1996JJ00,0.152
7079,A025430,A044107,1997JJ00,0.15
7080,A025430,A044107,1998JJ00,0.148
7081,A025430,A044107,1999JJ00,0.154
7082,A025430,A044107,2000JJ00,0.15
7083,A025430,A044107,2001JJ00,0.143
7084,A025430,A044107,2002JJ00,0.136
7085,A025430,A044107,2003JJ00,0.125
7086,A025430,A044107,2004JJ00,0.112
7087,A025430,A044107,2005JJ00,0.106
7088,A025430,A044107,2006JJ00,0.097
7089,A025430,A044107,2007JJ00,0.089
7090,A025430,A044107,2008JJ00,0.082
7091,A025430,A044107,2009JJ00,0.075
7092,A025430,A044107,2010JJ00,0.073
7093,A025430,A044107,2011JJ00,0.07
7094,A025430,A044107,2012JJ00,0.066
7095,A025430,A044107,2013JJ00,0.064
7096,A025430,A044107,2014JJ00,0.064
7097,A025430,A044107,2015JJ00,0.061
7098,A025430,A044107,2016JJ00,0.056
7099,A025430,A044107,2017JJ00,0.053
7100,A025430,A044107,2018JJ00,0.053
7101,A025430,A044107,2019JJ00,0.049
7102,A025430,A044107,2020JJ00,0.048
7103,A025430,A044107,2021JJ00,0.045
7104,A025430,A044118,1990JJ00,3.967
7105,A025430,A044118,1991JJ00,3.87
7106,A025430,A044118,1992JJ00,3.722
7107,A025430,A044118,1993JJ00,3.611
7108,A025430,A044118,1994JJ00,3.549
7109,A025430,A044118,1995JJ00,3.61
7110,A025430,A044118,1996JJ00,3.368
7111,A025430,A044118,1997JJ00,3.308
7112,A025430,A044118,1998JJ00,3.266
7113,A025430,A044118,1999JJ00,3.403
7114,A025430,A044118,2000JJ00,3.309
7115,A025430,A044118,2001JJ00,3.158
7116,A025430,A044118,2002JJ00,2.975
7117,A025430,A044118,2003JJ00,2.76
7118,A025430,A044118,2004JJ00,2.469
7119,A025430,A044118,2005JJ00,2.344
7120,A025430,A044118,2006JJ00,2.142
7121,A025430,A044118,2007JJ00,1.984
7122,A025430,A044118,2008JJ00,1.821
7123,A025430,A044118,2009JJ00,1.65
7124,A025430,A044118,2010JJ00,1.606
7125,A025430,A044118,2011JJ00,1.543
7126,A025430,A044118,2012JJ00,1.435
7127,A025430,A044118,2013JJ00,1.397
7128,A025430,A044118,2014JJ00,1.396
7129,A025430,A044118,2015JJ00,1.323
7130,A025430,A044118,2016JJ00,1.208
7131,A025430,A044118,2017JJ00,1.133
7132,A025430,A044118,2018JJ00,1.145
7133,A025430,A044118,2019JJ00,1.05
7134,A025430,A044118,2020JJ00,1.017
7135,A025430,A044118,2021JJ00,0.969
7136,A025430,A044112,1990JJ00,13.156
7137,A025430,A044112,1991JJ00,12.747
7138,A025430,A044112,1992JJ00,12.721
7139,A025430,A044112,1993JJ00,12.91
7140,A025430,A044112,1994JJ00,13.134
7141,A025430,A044112,1995JJ00,14.049
7142,A025430,A044112,1996JJ00,13.187
7143,A025430,A044112,1997JJ00,13.297
7144,A025430,A044112,1998JJ00,13.505
7145,A025430,A044112,1999JJ00,14.816
7146,A025430,A044112,2000JJ00,14.835
7147,A025430,A044112,2001JJ00,14.458
7148,A025430,A044112,2002JJ00,13.734
7149,A025430,A044112,2003JJ00,13.618
7150,A025430,A044112,2004JJ00,12.752
7151,A025430,A044112,2005JJ00,13.022
7152,A025430,A044112,2006JJ00,12.482
7153,A025430,A044112,2007JJ00,12.188
7154,A025430,A044112,2008JJ00,11.755
7155,A025430,A044112,2009JJ00,11.054
7156,A025430,A044112,2010JJ00,11.335
7157,A025430,A044112,2011JJ00,11.358
7158,A025430,A044112,2012JJ00,10.781
7159,A025430,A044112,2013JJ00,10.921
7160,A025430,A044112,2014JJ00,11.548
7161,A025430,A044112,2015JJ00,11.191
7162,A025430,A044112,2016JJ00,10.083
7163,A025430,A044112,2017JJ00,9.493
7164,A025430,A044112,2018JJ00,10.297
7165,A025430,A044112,2019JJ00,9.399
7166,A025430,A044112,2020JJ00,9.468
7167,A025430,A044112,2021JJ00,9.32
7168,A025430,A044110,1990JJ00,0.009
7169,A025430,A044110,1991JJ00,0.009
7170,A025430,A044110,1992JJ00,0.009
7171,A025430,A044110,1993JJ00,0.009
7172,A025430,A044110,1994JJ00,0.009
7173,A025430,A044110,1995JJ00,0.009
7174,A025430,A044110,1996JJ00,0.009
7175,A025430,A044110,1997JJ00,0.008
7176,A025430,A044110,1998JJ00,0.008
7177,A025430,A044110,1999JJ00,0.009
7178,A025430,A044110,2000JJ00,0.009
7179,A025430,A044110,2001JJ00,0.009
7180,A025430,A044110,2002JJ00,0.009
7181,A025430,A044110,2003JJ00,0.009
7182,A025430,A044110,2004JJ00,0.008
7183,A025430,A044110,2005JJ00,0.009
7184,A025430,A044110,2006JJ00,0.009
7185,A025430,A044110,2007JJ00,0.009
7186,A025430,A044110,2008JJ00,0.009
7187,A025430,A044110,2009JJ00,0.009
7188,A025430,A044110,2010JJ00,0.009
7189,A025430,A044110,2011JJ00,0.009
7190,A025430,A044110,2012JJ00,0.009
7191,A025430,A044110,2013JJ00,0.01
7192,A025430,A044110,2014JJ00,0.011
7193,A025430,A044110,2015JJ00,0.011
7194,A025430,A044110,2016JJ00,0.01
7195,A025430,A044110,2017JJ00,0.01
7196,A025430,A044110,2018JJ00,0.011
7197,A025430,A044110,2019JJ00,0.011
7198,A025430,A044110,2020JJ00,0.011
7199,A025430,A044110,2021JJ00,0.012
7200,A025430,A044114,1990JJ00,1.244
7201,A025430,A044114,1991JJ00,1.216
7202,A025430,A044114,1992JJ00,1.199
7203,A025430,A044114,1993JJ00,1.198
7204,A025430,A044114,1994JJ00,1.173
7205,A025430,A044114,1995JJ00,1.203
7206,A025430,A044114,1996JJ00,1.115
7207,A025430,A044114,1997JJ00,1.107
7208,A025430,A044114,1998JJ00,1.107
7209,A025430,A044114,1999JJ00,1.195
7210,A025430,A044114,2000JJ00,1.211
7211,A025430,A044114,2001JJ00,1.195
7212,A025430,A044114,2002JJ00,1.147
7213,A025430,A044114,2003JJ00,1.155
7214,A025430,A044114,2004JJ00,1.107
7215,A025430,A044114,2005JJ00,1.163
7216,A025430,A044114,2006JJ00,1.149
7217,A025430,A044114,2007JJ00,1.133
7218,A025430,A044114,2008JJ00,0.62
7219,A025430,A044114,2009JJ00,0.276
7220,A025430,A044114,2010JJ00,0.136
7221,A025430,A044114,2011JJ00,0.007
7222,A025430,A044114,2012JJ00,0.007
7223,A025430,A044114,2013JJ00,0.008
7224,A025430,A044114,2014JJ00,0.008
7225,A025430,A044114,2015JJ00,0.008
7226,A025430,A044114,2016JJ00,0.008
7227,A025430,A044114,2017JJ00,0.008
7228,A025430,A044114,2018JJ00,0.009
7229,A025430,A044114,2019JJ00,0.008
7230,A025430,A044114,2020JJ00,0.009
7231,A025430,A044114,2021JJ00,0.009
7232,A025430,A044113,1990JJ00,1.655
7233,A025430,A044113,1991JJ00,1.591
7234,A025430,A044113,1992JJ00,1.524
7235,A025430,A044113,1993JJ00,1.476
7236,A025430,A044113,1994JJ00,1.445
7237,A025430,A044113,1995JJ00,1.479
7238,A025430,A044113,1996JJ00,1.34
7239,A025430,A044113,1997JJ00,1.303
7240,A025430,A044113,1998JJ00,1.277
7241,A025430,A044113,1999JJ00,1.349
7242,A025430,A044113,2000JJ00,1.331
7243,A025430,A044113,2001JJ00,1.28
7244,A025430,A044113,2002JJ00,1.202
7245,A025430,A044113,2003JJ00,1.176
7246,A025430,A044113,2004JJ00,1.082
7247,A025430,A044113,2005JJ00,1.083
7248,A025430,A044113,2006JJ00,1.016
7249,A025430,A044113,2007JJ00,0.968
7250,A025430,A044113,2008JJ00,0.813
7251,A025430,A044113,2009JJ00,0.691
7252,A025430,A044113,2010JJ00,0.67
7253,A025430,A044113,2011JJ00,0.638
7254,A025430,A044113,2012JJ00,0.596
7255,A025430,A044113,2013JJ00,0.578
7256,A025430,A044113,2014JJ00,0.582
7257,A025430,A044113,2015JJ00,0.538
7258,A025430,A044113,2016JJ00,0.472
7259,A025430,A044113,2017JJ00,0.431
7260,A025430,A044113,2018JJ00,0.447
7261,A025430,A044113,2019JJ00,0.394
7262,A025430,A044113,2020JJ00,0.378
7263,A025430,A044113,2021JJ00,0.351
7264,A025430,A051771,1990JJ00,1.574
7265,A025430,A051771,1991JJ00,1.514
7266,A025430,A051771,1992JJ00,1.45
7267,A025430,A051771,1993JJ00,1.404
7268,A025430,A051771,1994JJ00,1.374
7269,A025430,A051771,1995JJ00,1.406
7270,A025430,A051771,1996JJ00,1.275
7271,A025430,A051771,1997JJ00,1.239
7272,A025430,A051771,1998JJ00,1.214
7273,A025430,A051771,1999JJ00,1.283
7274,A025430,A051771,2000JJ00,1.266
7275,A025430,A051771,2001JJ00,1.217
7276,A025430,A051771,2002JJ00,1.143
7277,A025430,A051771,2003JJ00,1.119
7278,A025430,A051771,2004JJ00,1.03
7279,A025430,A051771,2005JJ00,1.03
7280,A025430,A051771,2006JJ00,0.967
7281,A025430,A051771,2007JJ00,0.921
7282,A025430,A051771,2008JJ00,0.774
7283,A025430,A051771,2009JJ00,0.658
7284,A025430,A051771,2010JJ00,0.638
7285,A025430,A051771,2011JJ00,0.607
7286,A025430,A051771,2012JJ00,0.567
7287,A025430,A051771,2013JJ00,0.551
7288,A025430,A051771,2014JJ00,0.554
7289,A025430,A051771,2015JJ00,0.513
7290,A025430,A051771,2016JJ00,0.449
7291,A025430,A051771,2017JJ00,0.41
7292,A025430,A051771,2018JJ00,0.426
7293,A025430,A051771,2019JJ00,0.375
7294,A025430,A051771,2020JJ00,0.36
7295,A025430,A051771,2021JJ00,0.335
7296,A048120,A044109,1990JJ00,2200.0
7297,A048120,A044109,1991JJ00,2200.0
7298,A048120,A044109,1992JJ00,2200.0
7299,A048120,A044109,1993JJ00,2200.0
7300,A048120,A044109,1994JJ00,2300.0
7301,A048120,A044109,1995JJ00,2300.0
7302,A048120,A044109,1996JJ00,2400.0
7303,A048120,A044109,1997JJ00,2300.0
7304,A048120,A044109,1998JJ00,2300.0
7305,A048120,A044109,1999JJ00,2400.0
7306,A048120,A044109,2000JJ00,2300.0
7307,A048120,A044109,2001JJ00,2300.0
7308,A048120,A044109,2002JJ00,2100.0
7309,A048120,A044109,2003JJ00,2000.0
7310,A048120,A044109,2004JJ00,2000.0
7311,A048120,A044109,2005JJ00,2100.0
7312,A048120,A044109,2006JJ00,2100.0
7313,A048120,A044109,2007JJ00,2000.0
7314,A048120,A044109,2008JJ00,2000.0
7315,A048120,A044109,2009JJ00,2000.0
7316,A048120,A044109,2010JJ00,1800.0
7317,A048120,A044109,2011JJ00,1900.0
7318,A048120,A044109,2012JJ00,1600.0
7319,A048120,A044109,2013JJ00,1700.0
7320,A048120,A044109,2014JJ00,1700.0
7321,A048120,A044109,2015JJ00,1600.0
7322,A048120,A044109,2016JJ00,1700.0
7323,A048120,A044109,2017JJ00,1600.0
7324,A048120,A044109,2018JJ00,1600.0
7325,A048120,A044109,2019JJ00,1600.0
7326,A048120,A044109,2020JJ00,1600.0
7327,A048120,A044109,2021JJ00,1500.0
7328,A048120,A044108,1990JJ00,19.302
7329,A048120,A044108,1991JJ00,19.268
7330,A048120,A044108,1992JJ00,18.808
7331,A048120,A044108,1993JJ00,18.115
7332,A048120,A044108,1994JJ00,18.911
7333,A048120,A044108,1995JJ00,18.582
7334,A048120,A044108,1996JJ00,19.293
7335,A048120,A044108,1997JJ00,18.656
7336,A048120,A044108,1998JJ00,18.35
7337,A048120,A044108,1999JJ00,19.417
7338,A048120,A044108,2000JJ00,17.853
7339,A048120,A044108,2001JJ00,17.273
7340,A048120,A044108,2002JJ00,15.465
7341,A048120,A044108,2003JJ00,14.414
7342,A048120,A044108,2004JJ00,14.093
7343,A048120,A044108,2005JJ00,14.341
7344,A048120,A044108,2006JJ00,13.657
7345,A048120,A044108,2007JJ00,12.991
7346,A048120,A044108,2008JJ00,12.6
7347,A048120,A044108,2009JJ00,12.027
7348,A048120,A044108,2010JJ00,10.6
7349,A048120,A044108,2011JJ00,11.238
7350,A048120,A044108,2012JJ00,10.035
7351,A048120,A044108,2013JJ00,10.244
7352,A048120,A044108,2014JJ00,10.433
7353,A048120,A044108,2015JJ00,9.847
7354,A048120,A044108,2016JJ00,10.524
7355,A048120,A044108,2017JJ00,9.639
7356,A048120,A044108,2018JJ00,9.436
7357,A048120,A044108,2019JJ00,8.654
7358,A048120,A044108,2020JJ00,8.765
7359,A048120,A044108,2021JJ00,8.093
7360,A048120,A044116,1990JJ00,7.065
7361,A048120,A044116,1991JJ00,7.059
7362,A048120,A044116,1992JJ00,6.768
7363,A048120,A044116,1993JJ00,6.403
7364,A048120,A044116,1994JJ00,6.563
7365,A048120,A044116,1995JJ00,6.343
7366,A048120,A044116,1996JJ00,6.489
7367,A048120,A044116,1997JJ00,6.194
7368,A048120,A044116,1998JJ00,6.025
7369,A048120,A044116,1999JJ00,6.317
7370,A048120,A044116,2000JJ00,5.723
7371,A048120,A044116,2001JJ00,5.455
7372,A048120,A044116,2002JJ00,4.801
7373,A048120,A044116,2003JJ00,4.356
7374,A048120,A044116,2004JJ00,4.118
7375,A048120,A044116,2005JJ00,4.034
7376,A048120,A044116,2006JJ00,3.668
7377,A048120,A044116,2007JJ00,3.335
7378,A048120,A044116,2008JJ00,3.073
7379,A048120,A044116,2009JJ00,2.791
7380,A048120,A044116,2010JJ00,2.337
7381,A048120,A044116,2011JJ00,2.363
7382,A048120,A044116,2012JJ00,2.01
7383,A048120,A044116,2013JJ00,1.957
7384,A048120,A044116,2014JJ00,1.91
7385,A048120,A044116,2015JJ00,1.733
7386,A048120,A044116,2016JJ00,1.796
7387,A048120,A044116,2017JJ00,1.599
7388,A048120,A044116,2018JJ00,1.531
7389,A048120,A044116,2019JJ00,1.389
7390,A048120,A044116,2020JJ00,1.391
7391,A048120,A044116,2021JJ00,1.263
7392,A048120,A044117,1990JJ00,0.0
7393,A048120,A044117,1991JJ00,0.0
7394,A048120,A044117,1992JJ00,0.0
7395,A048120,A044117,1993JJ00,0.0
